pXC50,N.070,nArNHR,ATS6m,IDMT,LPRS,ATSC8m,ATS7v,Eig11_EA.ri.,ON0,X0,ATS7p,ATS7s,Psi_i_0,GMTI,IDET,SMTI,IAC,TIC0,Eig10_AEA.dm.,PHI,ATS8s,ATSC8i,Eta_epsi,S1K,AECC,MSD,HVcpx,ON1,Dz,SpMax8_Bh.s.,ATSC6i,ATSC7i,X0sol,Eig09_EA.ri.,Sv,Psi_e_0,X2,GMTIV,Chi0_EA.ri.,IDE,Chi1_EA.ri.,ATS8e,ICR,SMTIV,Eta_C,DECC,SpMin3_Bh.m.,SpAD_AEA.dm.,Eta_alpha,S0K,Eta_betaS,SAtot,Eig09_EA,SM03_AEA.dm.,Eig06_AEA.dm.,ATSC7p,ATS5v,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,X1,Eig11_AEA.dm.,HDcpx,IDM,Sp,SpMaxA_AEA.ri.
5.5,0,0,1.082,787.093,35.454,0.0,0.13,-1.784,5.833,7.845,0.255,1.099,7.403,599.0,120.165,650.0,28.881,28.881,-1.685,1.493,0.0,0.0,10.867,6.914,4.273,2.809,2.241,2.389,23.75,1.861,0.052,0.009,8.845,-1.18,11.638,3.982,4.897,2516.0,7.612,2.185,6.48,0.0,1.495,1390.0,6.34,0.661,1.06,18.353,5.933,38.054,7.25,180.7,-1.407,-1.407,0.226,0.286,1.919,7.293,7.293,7.293,7.293,7.293,5.271,-1.892,1.431,5.622,12.137,0.335
4.4,0,0,2.73,2745.73,62.683,3.905,2.249,-0.916,7.667,10.958,2.366,4.518,11.05,1927.0,327.531,1882.0,39.793,39.793,-0.351,2.031,3.788,0.125,15.867,9.218,6.25,3.829,2.696,3.528,34.5,3.077,0.481,0.31,10.958,-0.361,17.359,5.86,6.875,5626.0,11.276,2.729,9.122,2.648,2.127,3312.0,8.457,0.906,1.328,28.075,7.533,60.0,10.5,245.345,-0.366,-0.366,1.226,2.337,3.05,11.121,11.121,11.121,11.121,11.121,7.86,-0.856,1.555,6.713,17.756,0.231
7.5,1,2,3.95,16294.4,134.275,21.74,3.608,0.925,12.5,18.217,3.74,5.354,19.616,10145.0,1264.69,9167.0,82.307,82.307,1.256,4.901,5.216,0.895,28.619,17.619,11.037,6.577,3.43,5.778,57.833,3.823,1.198,1.042,19.071,1.013,31.051,9.989,12.085,26144.0,19.56,3.603,16.736,4.339,2.894,14873.0,23.378,1.742,1.787,47.204,13.381,122.382,19.0,446.173,1.147,1.147,2.169,7.117,3.913,18.756,18.756,18.756,18.756,18.756,13.259,1.142,1.699,8.196,33.08,0.13
5.6,0,0,3.826,18081.0,140.714,20.374,3.771,0.915,13.0,18.924,3.83,5.639,19.919,10954.0,1372.05,9957.0,77.691,77.691,1.491,4.55,5.561,1.138,29.533,17.352,11.429,6.659,3.489,6.028,61.0,3.962,1.204,1.198,18.924,1.321,31.246,10.341,12.451,28625.0,19.966,3.63,16.666,4.557,2.937,16242.0,20.692,1.816,1.837,49.401,13.067,128.606,20.0,441.852,1.397,1.397,2.123,7.097,3.836,19.463,19.463,19.463,19.463,19.463,13.759,1.262,1.711,8.309,32.273,0.128
5.6,0,0,3.694,14520.9,127.683,16.179,3.513,1.0,12.667,17.933,3.595,5.689,18.049,8574.0,1148.94,8011.0,67.863,67.863,1.0,4.65,5.301,0.782,25.7,16.701,10.385,6.371,3.363,5.694,55.5,3.732,1.008,0.939,18.286,1.284,28.842,9.574,11.353,24453.0,18.23,3.535,15.033,4.142,2.749,13710.0,16.623,1.538,1.897,44.243,12.7,118.211,16.5,423.676,1.33,1.33,1.941,6.794,3.684,17.861,17.861,17.861,17.861,17.861,12.704,1.0,1.69,8.094,30.142,0.139
7.7,0,0,3.319,7410.69,95.155,18.208,3.371,-0.173,10.833,14.82,3.494,5.337,15.218,4466.0,695.406,4350.0,63.222,63.222,0.859,4.155,5.225,0.782,23.667,14.394,8.857,5.478,3.144,4.611,45.0,3.474,0.843,0.809,14.82,0.962,25.542,7.805,9.178,9851.0,14.318,3.311,11.6,4.343,2.529,6588.0,19.032,1.497,1.786,35.472,9.933,86.239,13.5,389.264,1.0,1.0,1.548,5.818,3.548,14.137,14.137,14.137,14.137,14.137,10.148,0.291,1.629,7.463,27.33,0.176
5.6,0,0,3.492,13714.9,122.669,15.171,3.418,0.876,12.833,17.648,3.492,5.523,17.276,7681.0,1096.32,7430.0,67.56,67.56,1.0,5.246,5.344,0.74,26.033,16.906,11.56,6.73,3.508,5.667,54.0,3.804,0.974,0.904,17.648,0.983,28.203,9.181,10.464,21697.0,17.476,3.654,13.765,4.193,2.953,12618.0,16.226,1.898,1.79,40.926,11.767,108.096,16.25,439.209,1.0,1.0,1.717,5.838,3.677,17.077,17.077,17.077,17.077,17.077,12.169,1.0,1.675,7.955,29.262,0.145
5.7,1,1,2.956,4520.21,76.598,6.236,2.892,-0.389,8.667,12.372,2.898,4.899,12.283,3033.0,470.374,2908.0,46.757,46.757,0.191,2.808,4.907,0.527,18.714,10.964,7.5,4.835,2.95,3.972,40.0,3.348,0.555,0.55,11.502,0.348,19.071,6.594,7.761,9962.0,12.805,3.074,10.515,3.529,2.213,5366.0,9.367,1.111,1.541,29.665,8.286,75.059,12.75,270.024,0.38,0.38,1.334,2.446,2.995,12.43,12.43,12.43,12.43,12.43,8.826,-0.19,1.583,7.019,19.25,0.2
5.6,1,0,4.334,18377.4,144.521,45.321,4.063,0.468,16.583,21.441,4.118,6.367,19.61,8202.0,1376.8,8628.0,87.67,87.67,1.398,8.431,6.244,1.389,34.0,23.126,9.414,5.992,3.197,6.681,66.5,4.465,1.526,1.521,21.691,1.204,32.722,10.897,12.47,31463.0,19.647,3.391,15.38,5.052,2.651,17024.0,23.806,1.422,1.648,46.78,13.4,126.881,18.5,545.623,1.237,1.237,2.358,12.634,4.147,19.162,19.162,19.162,19.162,19.162,13.801,1.308,1.731,8.469,33.665,0.141
5.6,0,0,0.676,776.824,35.288,0.0,0.13,-1.819,5.833,7.845,0.255,1.099,7.448,589.0,118.11,642.0,30.739,30.739,-1.712,1.529,0.0,0.0,10.833,6.975,4.182,2.757,2.214,2.417,23.75,1.778,0.06,0.016,8.845,-1.046,11.836,4.003,4.78,2393.0,7.596,2.147,6.413,0.0,1.495,1360.0,6.432,0.595,1.058,18.61,5.967,38.054,7.0,196.224,-1.377,-1.377,0.119,0.305,1.85,7.345,7.345,7.345,7.345,7.345,5.288,-1.881,1.433,5.629,12.341,0.339
7.8,0,1,3.711,12819.5,120.986,16.031,3.435,0.847,12.167,17.225,3.541,5.171,17.902,7719.0,1055.83,7213.0,74.027,74.027,1.157,4.791,5.15,0.757,26.952,16.64,10.32,6.242,3.342,5.528,53.833,3.725,1.013,0.814,17.725,1.001,28.864,9.216,10.815,19912.0,17.935,3.519,14.851,4.208,2.779,11723.0,20.397,1.747,1.836,42.218,12.048,112.096,17.5,423.187,1.093,1.093,2.169,6.057,3.797,17.317,17.317,17.317,17.317,17.317,12.242,0.968,1.677,7.967,30.432,0.145
5.6,0,0,3.348,12461.2,116.83,11.555,3.28,0.448,12.0,16.778,3.319,5.362,16.519,7168.0,1011.26,6899.0,63.818,63.818,1.0,5.02,5.27,0.643,24.733,15.942,11.583,6.779,3.511,5.472,52.0,3.784,0.812,0.712,16.778,0.983,26.676,8.799,9.934,20812.0,16.97,3.664,13.272,4.013,2.939,11880.0,13.893,1.951,1.78,39.267,11.267,102.039,15.75,408.947,1.0,1.0,1.715,4.67,3.504,16.577,16.577,16.577,16.577,16.577,11.758,1.0,1.662,7.827,27.5,0.149
6.3,0,0,4.149,50960.5,214.88,30.912,4.096,1.324,19.75,26.863,4.186,5.95,26.524,25478.0,2934.72,24085.0,109.453,109.453,1.885,7.388,5.994,1.654,39.967,26.164,16.711,9.385,3.959,8.125,82.0,4.409,1.749,1.626,27.217,1.793,43.255,14.006,17.557,70526.0,25.947,4.175,21.679,4.902,3.514,40245.0,33.548,2.711,1.946,64.778,18.233,189.421,24.5,659.647,1.889,1.889,2.627,10.703,4.272,25.298,25.298,25.298,25.298,25.298,18.197,1.431,1.783,9.159,45.421,0.102
5.6,0,0,3.735,27113.0,164.333,13.975,3.604,1.078,16.25,22.01,3.634,6.06,20.709,14540.0,1814.98,13776.0,82.594,82.594,1.322,5.493,5.542,1.067,32.61,20.641,13.419,8.03,3.689,6.611,70.0,4.7,1.342,1.144,19.51,1.382,32.659,11.874,14.262,52644.0,20.973,3.903,17.656,4.309,3.127,26440.0,20.684,2.185,1.93,51.968,14.19,144.825,20.25,460.776,1.476,1.476,2.408,6.114,3.867,20.488,20.488,20.488,20.488,20.488,14.809,1.189,1.73,8.569,32.625,0.123
6.4,0,0,3.065,4030.12,74.47,5.082,2.669,-0.423,8.0,11.949,2.655,4.688,12.563,2991.0,440.923,2742.0,44.992,44.992,0.468,2.047,4.279,0.253,18.033,9.914,6.556,4.24,2.788,3.861,39.5,3.244,0.531,0.395,11.949,0.52,19.074,6.593,7.974,8714.0,13.057,2.882,10.926,3.216,2.171,4781.0,9.342,1.049,1.637,32.566,8.367,75.059,13.0,249.464,0.556,0.556,1.548,2.524,3.168,12.723,12.723,12.723,12.723,12.723,8.916,-0.324,1.589,7.046,19.21,0.197
5.8,1,2,3.612,9036.37,102.586,14.847,3.377,-0.078,11.0,15.364,3.45,5.277,15.244,5405.0,797.391,5200.0,60.033,60.033,0.765,4.561,5.067,0.612,22.986,14.818,10.0,5.95,3.307,4.833,47.333,3.674,0.737,0.704,15.864,0.717,24.59,8.033,9.646,15634.0,15.376,3.452,12.746,4.031,2.732,9004.0,14.276,1.636,1.752,35.154,10.614,94.107,14.75,376.154,0.731,0.731,1.827,4.274,3.39,14.894,14.894,14.894,14.894,14.894,10.687,0.219,1.643,7.6,25.699,0.157
6.0,0,0,3.634,7742.32,99.114,16.988,3.343,0.388,11.0,15.267,3.428,5.175,15.485,4811.0,733.361,4581.0,59.419,59.419,0.789,3.203,5.024,0.632,21.733,13.794,8.5,5.014,3.092,4.722,46.75,3.441,0.864,0.764,16.267,0.748,24.46,8.058,9.962,14687.0,15.618,3.175,13.299,3.982,2.495,8138.0,16.153,1.227,1.79,39.111,11.267,98.107,15.25,348.131,0.777,0.777,1.779,5.292,3.583,14.989,14.989,14.989,14.989,14.989,10.652,0.606,1.648,7.628,25.637,0.17
5.6,0,1,4.622,73169.9,256.17,44.875,4.438,1.43,20.667,29.882,4.524,6.237,31.247,37670.0,3924.52,34152.0,121.512,121.512,2.048,8.466,6.205,2.081,44.486,28.777,16.409,9.338,3.967,9.528,93.833,4.33,2.333,2.213,30.735,1.872,49.389,16.251,19.442,101577.0,31.49,4.149,26.427,5.127,3.476,56358.0,38.899,2.746,1.979,76.529,21.514,230.215,30.0,701.291,2.024,2.024,2.608,14.483,4.488,30.532,30.532,30.532,30.532,30.532,21.602,1.833,1.824,9.624,51.83,0.085
5.6,0,0,4.177,35586.3,189.019,33.123,4.127,1.259,18.917,25.165,4.173,6.189,24.057,17435.0,2276.93,16875.0,93.571,93.571,1.618,6.833,6.188,1.625,37.033,24.336,12.914,7.666,3.594,7.5,76.5,4.321,1.57,1.571,25.165,1.618,39.433,12.992,16.086,52093.0,23.131,3.827,19.111,4.996,3.086,29365.0,30.276,2.083,1.989,60.961,16.367,168.77,21.75,613.251,1.618,1.618,2.801,11.298,4.172,22.902,22.902,22.902,22.902,22.902,16.63,1.504,1.771,8.973,40.665,0.114
5.6,1,1,4.206,22829.4,158.562,29.58,4.084,1.0,16.25,22.01,4.135,6.006,21.448,11525.0,1647.61,11264.0,91.105,91.105,1.199,5.857,6.011,1.633,33.648,21.165,10.806,6.454,3.355,6.833,68.5,4.26,1.753,1.713,21.14,1.217,34.682,11.428,13.773,34231.0,21.532,3.543,17.648,4.892,2.854,19579.0,26.206,1.567,1.913,52.629,14.352,147.58,21.25,536.444,1.297,1.297,2.349,9.778,4.093,20.894,20.894,20.894,20.894,20.894,14.914,1.173,1.744,8.641,35.733,0.126
5.6,0,0,3.348,12461.2,116.83,12.191,3.345,0.45,12.0,16.778,3.417,5.359,16.779,7168.0,1011.26,6899.0,60.98,60.98,1.0,5.119,5.253,0.648,24.533,16.067,11.583,6.779,3.511,5.472,51.0,3.674,0.902,0.76,16.778,1.0,27.687,8.819,9.934,19284.0,16.86,3.664,13.09,4.058,2.939,11412.0,14.477,1.951,1.837,39.267,11.467,102.039,14.75,419.586,1.0,1.0,1.715,5.571,3.603,16.577,16.577,16.577,16.577,16.577,11.758,1.0,1.662,7.827,29.012,0.15
5.6,1,1,3.83,9385.84,106.676,20.14,3.513,0.457,10.833,15.648,3.639,5.33,16.622,5897.0,839.316,5496.0,63.504,63.504,1.0,4.085,5.083,0.715,24.186,14.766,9.217,5.481,3.2,5.0,48.833,3.557,0.896,0.787,16.148,1.0,26.622,8.488,10.128,14170.0,16.397,3.317,13.707,4.204,2.666,8708.0,18.585,1.444,1.791,39.02,11.214,100.042,15.75,387.037,1.027,1.027,1.547,6.06,3.618,15.947,15.947,15.947,15.947,15.947,11.293,0.495,1.659,7.75,28.216,0.159
5.6,0,0,3.833,9703.3,107.374,17.105,3.409,0.241,11.833,16.234,3.51,5.382,16.112,5428.0,858.609,5372.0,65.903,65.903,0.741,4.819,5.25,0.65,24.252,15.816,9.913,5.698,3.269,5.167,49.333,3.747,0.875,0.752,16.734,0.988,26.316,8.468,9.871,15438.0,16.024,3.394,12.978,4.119,2.752,9206.0,17.3,1.49,1.859,37.816,11.148,104.042,15.0,402.42,1.027,1.027,1.565,5.631,3.638,15.662,15.662,15.662,15.662,15.662,11.169,0.498,1.659,7.744,27.665,0.166
8.9,1,2,3.638,14755.0,128.049,15.735,3.492,0.748,13.0,18.096,3.598,5.414,18.402,8521.0,1160.81,8075.0,74.117,74.117,1.0,4.576,5.206,0.825,28.067,16.947,10.5,6.522,3.357,5.694,56.5,3.771,1.219,0.987,18.096,1.01,29.552,9.584,11.464,21365.0,18.233,3.572,15.031,4.258,2.749,12930.0,19.652,1.692,1.797,43.988,12.133,116.211,18.5,432.966,1.07,1.07,2.117,5.738,3.838,17.765,17.765,17.765,17.765,17.765,12.635,0.894,1.689,8.085,30.824,0.14
5.6,1,1,4.039,18942.0,145.562,38.121,4.12,0.933,14.5,20.217,4.213,5.946,20.915,10107.0,1412.83,9716.0,88.12,88.12,1.342,6.285,5.99,1.736,32.633,20.081,10.103,6.253,3.321,6.556,63.0,3.974,1.696,1.759,20.217,1.202,34.353,10.745,12.277,24769.0,20.527,3.48,16.457,5.097,2.728,15370.0,27.424,1.493,1.923,48.032,13.567,140.881,19.5,527.048,1.263,1.263,2.158,10.345,4.079,20.102,20.102,20.102,20.102,20.102,14.19,1.304,1.727,8.449,36.319,0.13
9.1,1,2,3.889,19325.8,142.55,21.662,3.685,0.858,15.083,20.148,3.69,6.127,18.839,9803.0,1419.71,9747.0,85.032,85.032,1.089,6.173,5.75,1.107,31.81,20.12,12.464,7.196,3.552,6.125,64.5,4.222,1.524,1.554,17.648,1.07,30.208,10.733,12.688,35067.0,19.079,3.756,15.891,4.499,3.071,18707.0,21.479,2.003,1.857,45.247,12.59,125.851,19.0,449.902,1.108,1.108,2.218,6.87,3.748,18.472,18.472,18.472,18.472,18.472,13.353,1.0,1.709,8.294,30.392,0.135
5.6,0,0,3.553,18049.7,137.138,10.893,3.35,0.982,14.583,19.441,3.337,6.003,17.679,9667.0,1333.06,9414.0,74.958,74.958,1.097,5.288,5.459,0.835,29.276,18.68,12.556,7.422,3.602,5.778,62.5,4.584,1.014,0.869,16.941,1.078,27.826,10.391,12.473,40151.0,17.967,3.798,15.006,4.07,3.087,19364.0,17.694,2.123,1.76,44.366,12.124,119.627,17.25,409.598,1.111,1.111,2.474,4.615,3.563,17.574,17.574,17.574,17.574,17.574,12.809,1.0,1.694,8.167,27.313,0.144
5.6,0,0,4.075,48085.7,208.366,26.926,4.013,1.331,18.5,25.777,4.079,5.951,25.817,24921.0,2774.21,23218.0,103.502,103.502,1.801,7.442,5.91,1.621,39.048,24.87,16.081,9.409,3.911,8.083,80.5,4.47,1.857,1.624,24.907,1.535,41.736,13.676,16.245,67731.0,25.638,4.165,21.048,4.823,3.362,38485.0,29.348,2.953,1.926,62.525,17.352,184.75,24.0,595.36,1.612,1.612,2.589,9.786,4.181,25.154,25.154,25.154,25.154,25.154,17.974,1.537,1.777,9.083,43.256,0.104
5.6,0,0,3.684,16492.0,134.599,10.951,3.477,0.878,14.583,19.441,3.466,6.05,17.804,8601.0,1264.89,8492.0,71.306,71.306,1.189,5.188,5.489,0.973,28.51,18.542,11.0,6.613,3.433,5.889,61.5,4.233,1.144,0.999,16.941,1.098,28.111,10.437,12.255,33402.0,18.254,3.604,15.159,4.165,2.89,16977.0,18.11,1.63,1.744,44.153,12.29,123.627,17.5,415.147,1.113,1.113,2.113,4.924,3.675,17.789,17.789,17.789,17.789,17.789,12.864,1.063,1.7,8.205,27.858,0.144
6.0,1,2,3.9,17371.0,135.951,20.487,3.537,0.715,14.5,19.389,3.566,5.639,18.399,9144.0,1308.45,8977.0,84.235,84.235,1.0,6.215,5.527,0.843,29.967,19.488,12.148,7.041,3.57,5.889,60.333,4.024,1.109,0.973,19.018,1.156,29.763,9.903,12.06,30379.0,18.471,3.728,15.593,4.309,3.087,16552.0,21.859,1.942,1.786,43.869,12.633,126.382,18.5,472.897,1.259,1.259,2.395,5.285,3.742,17.756,17.756,17.756,17.756,17.756,12.902,0.798,1.699,8.19,30.62,0.133
5.6,1,1,3.322,5544.11,83.095,11.626,3.086,-0.572,10.167,13.665,3.237,5.082,13.391,3123.0,559.716,3222.0,58.573,58.573,-0.177,4.912,4.842,0.545,20.633,14.003,9.053,5.23,3.161,4.417,40.5,3.59,0.777,0.703,14.018,0.508,22.654,7.02,7.732,7934.0,13.206,3.273,10.376,3.917,2.721,5288.0,14.186,1.535,1.608,30.293,9.367,76.711,11.5,364.799,0.543,0.543,1.324,4.88,3.345,12.905,12.905,12.905,12.905,12.905,9.22,-0.287,1.602,7.172,24.449,0.203
7.4,1,2,4.058,19325.8,142.55,23.744,3.7,0.833,15.083,20.148,3.734,6.03,18.945,9803.0,1419.71,9747.0,87.602,87.602,1.089,6.476,5.728,1.183,31.376,20.499,12.464,7.196,3.552,6.125,64.0,4.221,1.625,1.588,18.002,1.0,30.373,10.74,12.688,36329.0,19.208,3.756,16.103,4.476,3.071,19066.0,22.792,2.003,1.824,45.247,13.024,125.851,18.5,461.598,1.108,1.108,2.218,7.757,3.759,18.472,18.472,18.472,18.472,18.472,13.353,1.0,1.709,8.294,31.034,0.135
7.1,0,0,3.252,3381.24,68.68,6.332,2.474,-0.644,8.5,11.828,2.575,4.711,11.541,2266.0,383.753,2224.0,42.433,42.433,-0.251,2.372,3.964,0.165,16.986,10.355,6.412,4.07,2.744,3.667,36.833,3.299,0.461,0.321,12.328,-0.24,17.988,6.181,7.627,7915.0,11.944,2.822,10.151,2.91,2.184,4253.0,9.151,1.024,1.523,28.941,8.214,69.487,12.0,259.769,-0.347,-0.347,1.456,2.175,3.098,11.516,11.516,11.516,11.516,11.516,8.237,-0.643,1.573,6.886,18.409,0.218
5.6,0,0,3.558,12817.5,121.005,7.686,3.215,0.12,13.583,18.027,3.148,6.086,16.185,7007.0,1041.29,6873.0,66.306,66.306,1.064,4.452,5.281,0.854,27.324,16.969,9.76,6.173,3.289,5.306,59.0,4.252,0.985,0.812,14.656,1.043,24.968,9.762,11.705,31280.0,16.739,3.471,14.315,3.884,2.661,14683.0,15.751,1.488,1.613,41.213,11.076,111.342,16.75,357.843,1.112,1.112,2.095,3.535,3.471,16.212,16.212,16.212,16.212,16.212,11.826,0.634,1.679,7.981,24.034,0.154
7.886,0,1,4.296,66024.9,243.024,38.615,4.262,1.433,21.333,29.38,4.363,6.197,30.242,33681.0,3607.49,30964.0,123.998,123.998,2.031,8.257,6.134,1.856,46.3,28.717,16.905,9.591,3.971,9.139,91.0,4.211,2.448,2.105,29.38,1.86,49.218,15.628,18.487,76743.0,29.363,4.19,24.272,5.122,3.514,47123.0,42.59,2.819,1.985,73.877,19.7,218.477,29.75,726.702,1.988,1.988,2.842,13.919,4.553,28.524,28.524,28.524,28.524,28.524,20.334,1.93,1.807,9.455,51.83,0.091
5.6,0,1,4.152,53062.3,216.385,32.119,4.155,1.221,18.333,26.158,4.248,6.022,26.987,27334.0,2975.43,25405.0,107.417,107.417,1.921,8.789,5.889,1.654,40.967,26.077,17.237,9.763,4.022,8.528,82.5,4.15,1.773,1.782,26.158,1.563,43.815,14.035,16.037,69486.0,27.234,4.232,21.883,4.969,3.501,40718.0,31.276,3.104,1.979,63.176,17.833,182.666,25.5,649.528,1.683,1.683,2.346,12.186,4.222,26.438,26.438,26.438,26.438,26.438,18.691,1.499,1.783,9.16,45.745,0.098
7.6,0,0,3.756,7969.82,102.766,19.091,3.518,-0.037,12.25,16.353,3.656,5.572,16.096,4649.0,746.585,4541.0,62.317,62.317,0.866,2.835,5.3,0.864,23.981,14.255,7.0,4.507,2.805,4.694,50.0,3.618,1.209,1.146,15.483,0.994,25.85,8.55,11.257,12883.0,15.186,2.951,13.18,4.37,2.272,7699.0,19.655,1.043,1.766,42.754,10.819,99.287,15.0,361.869,1.021,1.021,2.262,7.618,3.814,14.988,14.988,14.988,14.988,14.988,10.859,0.648,1.668,7.798,26.739,0.171
5.0,0,1,4.092,51192.2,210.706,26.96,3.995,1.342,18.833,26.037,4.054,5.984,25.769,24809.0,2847.78,23907.0,112.603,112.603,1.693,9.52,5.903,1.523,41.114,26.642,17.459,10.066,4.047,8.389,82.0,4.275,1.666,1.581,25.167,1.537,41.999,13.677,15.637,71439.0,26.028,4.276,20.792,4.815,3.517,40870.0,31.584,3.229,1.961,59.01,17.086,192.75,24.5,649.068,1.597,1.597,2.709,9.258,4.136,25.342,25.342,25.342,25.342,25.342,18.034,1.567,1.775,9.075,43.478,0.101
9.523,0,0,3.686,11119.2,113.93,21.511,3.707,0.698,11.333,16.355,3.805,5.519,17.377,6781.0,945.791,6347.0,68.226,68.226,0.909,4.349,5.402,1.018,25.867,15.401,9.917,5.88,3.283,5.25,51.5,3.506,1.117,1.204,16.355,1.0,28.036,8.859,10.467,15122.0,16.984,3.427,13.94,4.523,2.736,9648.0,19.487,1.59,1.799,40.312,11.333,106.039,15.75,407.087,1.0,1.0,1.861,7.084,3.638,16.654,16.654,16.654,16.654,16.654,11.793,0.788,1.671,7.869,29.574,0.154
8.62,0,0,4.026,16759.8,138.451,33.232,4.006,0.749,14.667,19.836,4.112,5.892,19.884,9063.0,1303.92,8733.0,84.68,84.68,1.355,5.234,5.915,1.407,31.4,19.124,10.071,6.041,3.299,6.028,61.5,3.825,1.559,1.581,19.836,1.156,32.519,10.378,12.712,22897.0,19.198,3.45,16.178,4.945,2.739,14032.0,26.76,1.444,1.915,48.581,13.0,128.606,19.0,492.37,1.213,1.213,2.33,10.308,4.032,18.654,18.654,18.654,18.654,18.654,13.436,1.009,1.717,8.342,34.006,0.137
6.067,0,0,2.93,2829.96,63.187,12.062,2.939,-0.765,7.667,10.958,3.15,4.778,11.673,2006.0,328.816,1945.0,47.202,47.202,-0.341,2.464,4.357,0.391,17.667,9.943,5.938,3.96,2.64,3.5,34.5,3.162,0.644,0.623,10.958,-0.075,18.94,5.919,6.969,4251.0,11.328,2.74,9.328,3.871,1.883,2940.0,12.282,0.836,1.786,26.92,7.533,60.0,10.5,275.682,-0.082,-0.082,1.212,4.43,3.117,11.069,11.069,11.069,11.069,11.069,7.843,-0.602,1.554,6.706,20.04,0.23
7.616,1,2,3.761,14619.9,127.757,21.017,3.631,0.485,13.667,18.518,3.69,5.638,17.998,7858.0,1163.2,7700.0,81.794,81.794,1.256,6.268,5.589,0.834,29.186,18.857,10.731,6.444,3.416,5.944,57.833,3.853,1.084,0.958,19.018,0.946,29.293,9.577,10.819,25271.0,18.535,3.579,14.85,4.436,2.95,13944.0,20.36,1.926,1.798,43.014,12.214,118.211,18.25,464.66,1.0,1.0,2.0,6.975,3.787,17.74,17.74,17.74,17.74,17.74,12.618,0.941,1.69,8.091,30.341,0.144
8.0,0,1,3.659,14485.7,127.585,16.114,3.596,0.465,13.333,18.259,3.675,5.445,18.359,8352.0,1160.19,7920.0,67.407,67.407,1.398,4.133,5.331,0.894,26.567,16.615,10.846,6.435,3.405,5.556,55.0,3.894,1.208,1.047,18.259,1.414,30.015,9.556,11.733,20144.0,17.634,3.57,14.743,4.304,2.844,12439.0,19.132,1.87,1.891,44.457,12.433,114.211,16.5,440.818,1.414,1.414,2.147,6.043,3.772,17.394,17.394,17.394,17.394,17.394,12.508,0.964,1.688,8.079,31.569,0.14
7.959,1,2,2.87,3112.63,64.746,9.286,2.726,-0.817,8.333,11.38,2.854,4.49,10.961,1957.0,357.942,2002.0,44.274,44.274,-0.689,3.466,4.382,0.276,16.786,11.018,7.188,4.442,2.91,3.694,34.333,3.193,0.446,0.357,11.88,-0.275,18.02,5.821,6.564,6217.0,11.316,2.983,9.002,3.399,2.281,3671.0,8.64,1.086,1.577,24.908,7.814,60.0,10.75,289.991,-0.36,-0.36,1.0,2.759,2.953,10.939,10.939,10.939,10.939,10.939,7.792,-0.739,1.549,6.679,18.926,0.223
7.699,1,2,3.0,3707.6,70.283,11.03,2.909,-0.763,9.167,12.251,3.039,4.634,11.736,2226.0,407.377,2294.0,48.081,48.081,-0.292,3.691,4.621,0.369,18.086,11.989,7.235,4.524,2.907,3.889,36.333,3.362,0.547,0.437,12.751,-0.122,19.547,6.197,7.082,6732.0,11.813,2.995,9.459,3.661,2.257,4102.0,10.541,1.073,1.578,26.595,8.314,67.487,11.25,316.067,-0.157,-0.157,1.455,3.339,3.122,11.439,11.439,11.439,11.439,11.439,8.203,-0.699,1.569,6.866,20.688,0.214
8.222,1,2,3.141,4441.25,76.182,10.812,2.975,-0.68,9.667,12.958,3.062,4.852,12.27,2567.0,465.542,2653.0,54.455,54.455,0.127,4.228,4.772,0.379,19.552,12.925,7.333,4.69,2.942,4.222,39.333,3.518,0.597,0.473,13.458,0.122,20.262,6.55,7.273,8527.0,12.855,3.043,10.077,3.687,2.261,4944.0,10.836,1.111,1.578,28.034,8.648,75.059,12.25,331.183,0.149,0.149,1.465,3.293,3.225,12.309,12.309,12.309,12.309,12.309,8.741,-0.42,1.588,7.038,21.142,0.203
7.481,1,2,3.427,3707.6,70.283,21.482,2.853,-0.76,9.167,12.251,2.999,4.562,11.631,2226.0,407.377,2294.0,49.109,49.109,-0.173,4.072,4.516,0.284,17.252,12.457,7.235,4.524,2.907,3.889,36.083,3.263,0.456,0.362,13.751,-0.096,19.046,6.185,7.082,8460.0,11.947,2.995,9.75,3.423,2.257,4570.0,11.79,1.073,1.577,26.935,9.148,67.487,11.25,317.752,-0.157,-0.157,1.462,3.204,3.044,11.439,11.439,11.439,11.439,11.439,8.203,-0.697,1.569,6.866,20.279,0.212
8.155,1,2,3.397,6253.99,88.497,9.318,3.042,-0.376,11.0,14.535,3.052,5.41,13.136,3405.0,603.886,3525.0,62.507,62.507,0.51,4.928,5.112,0.555,22.581,14.753,8.05,5.094,3.063,4.556,46.333,3.858,0.843,0.645,13.458,0.262,21.029,7.393,8.495,15285.0,14.044,3.178,11.58,3.737,2.441,7584.0,12.65,1.16,1.577,30.979,9.219,84.439,13.75,336.85,0.298,0.298,1.687,3.335,3.313,13.301,13.301,13.301,13.301,13.301,9.597,0.491,1.62,7.349,21.017,0.184
