pXC50,nF,nCsp,nHet,nTB,Mi,Me,Sv,H.,nCL,nHM,Mv,Mp,nC,X.,AMW,Sp,nX,SCBO,nBM,Si,nAB,nCsp2,RBF,nCsp3,MW,Se,N.,RBN
7.456,3,0,7,0,1.117,1.013,46.471,37.3,0,0,0.694,0.711,35,4.5,8.397,47.631,3,65.0,35,74.832,34,32,0.097,3,562.62,67.883,3.0,7
7.174,3,0,8,0,1.114,1.016,51.932,37.3,0,0,0.692,0.707,39,4.0,8.422,53.057,3,71.5,37,83.583,35,35,0.125,4,631.68,76.203,1.3,10
8.398,3,0,7,0,1.124,1.009,46.524,41.4,0,0,0.665,0.688,34,4.3,7.924,48.154,3,60.5,30,78.663,29,28,0.108,6,554.65,70.65,2.9,8
7.092,3,0,8,0,1.118,1.008,58.04,41.4,0,0,0.667,0.691,43,3.4,7.906,60.103,3,75.5,37,97.244,35,35,0.12,8,687.8,87.738,1.1,11
6.206,3,0,7,0,1.123,1.02,39.417,36.8,0,0,0.692,0.704,29,5.3,8.535,40.108,3,55.0,29,64.002,28,26,0.098,3,486.52,58.116,3.5,6
8.301,3,0,8,0,1.118,1.025,43.352,35.5,0,0,0.699,0.706,32,4.8,8.735,43.773,3,60.5,31,69.337,29,29,0.121,3,541.55,63.552,1.6,8
6.325,3,0,8,0,1.111,1.011,58.986,37.6,0,0,0.694,0.713,45,3.5,8.327,60.58,3,81.5,43,94.413,41,41,0.121,4,707.78,85.97,1.2,11
8.699,3,2,8,1,1.117,1.019,48.406,37.1,0,0,0.692,0.704,36,4.3,8.48,49.296,3,66.5,32,78.168,29,29,0.122,5,593.63,71.32,1.4,9
8.0,3,2,8,1,1.118,1.016,49.932,38.4,0,0,0.684,0.699,37,4.1,8.324,51.057,3,67.5,32,81.583,29,29,0.117,6,607.66,74.203,1.4,9
7.585,3,4,8,2,1.113,1.018,50.406,36.1,0,0,0.7,0.712,38,4.2,8.578,51.296,3,70.5,33,80.168,29,29,0.132,5,617.65,73.32,1.4,10
8.523,3,0,7,0,1.121,1.013,46.218,40.6,0,0,0.67,0.69,34,4.3,8.053,47.603,3,60.5,30,77.374,29,28,0.11,6,555.63,69.876,1.4,8
4.959,0,0,2,0,1.102,0.985,37.278,45.6,0,0,0.654,0.698,29,0.0,7.132,39.807,0,47.0,24,62.816,24,24,0.016,5,406.55,56.141,0.0,1
4.337,0,0,3,0,1.106,0.989,39.52,45.9,0,0,0.648,0.689,30,0.0,7.157,42.023,0,49.0,24,67.441,24,24,0.031,6,436.58,60.352,0.0,2
4.585,0,0,3,0,1.106,0.989,39.52,45.9,0,0,0.648,0.689,30,0.0,7.157,42.023,0,49.0,24,67.441,24,24,0.031,6,436.58,60.352,0.0,2
4.854,0,0,4,0,1.109,0.993,41.761,46.2,0,0,0.642,0.681,31,0.0,7.179,44.239,0,51.0,24,72.066,24,24,0.043,7,466.61,64.563,0.0,3
4.387,0,0,2,0,1.102,0.985,37.278,45.6,0,0,0.654,0.698,29,0.0,7.132,39.807,0,47.0,24,62.816,24,24,0.016,5,406.55,56.141,0.0,1
5.119,0,0,3,0,1.102,0.992,36.466,43.6,0,0,0.663,0.7,28,0.0,7.428,38.5,0,47.0,24,60.611,24,24,0.0,4,408.52,54.585,0.0,0
7.277,6,0,10,0,1.163,1.046,34.841,41.8,0,0,0.633,0.63,22,10.9,8.427,34.654,6,40.0,13,63.978,12,13,0.143,9,463.46,57.53,1.8,8
4.301,0,0,3,0,1.131,0.978,44.788,59.3,0,0,0.553,0.613,30,0.0,5.639,49.637,0,39.0,2,91.593,0,3,0.024,27,456.78,79.188,0.0,2
5.921,6,0,12,0,1.151,1.045,43.437,39.4,1,1,0.658,0.659,28,10.6,8.939,43.489,7,52.0,19,75.961,18,19,0.162,9,590.0,68.949,1.5,11
4.0,0,0,5,0,1.159,1.03,13.041,54.2,0,0,0.543,0.558,6,0.0,6.8,13.392,0,11.0,0,27.827,0,0,0.042,6,163.2,24.713,4.2,1
4.745,0,0,3,0,1.109,0.985,28.191,47.7,0,1,0.641,0.698,20,0.0,7.352,30.722,0,33.0,14,48.78,12,14,0.065,6,323.49,43.342,2.3,3
7.538,0,0,5,0,1.121,0.99,48.637,51.9,0,0,0.6,0.645,34,0.0,6.553,52.262,0,52.0,14,90.766,12,14,0.047,20,530.76,80.192,0.0,4
7.155,0,0,4,0,1.105,0.998,30.687,40.0,0,0,0.682,0.711,23,0.0,7.876,32.012,0,42.0,21,49.737,18,22,0.104,1,354.43,44.927,4.4,5
9.0,0,0,5,0,1.123,0.987,48.943,52.4,0,0,0.597,0.644,34,0.0,6.461,52.813,0,52.0,14,92.055,12,14,0.023,20,529.78,80.967,1.2,2
4.301,0,0,2,0,1.115,0.977,43.219,52.1,0,0,0.609,0.664,32,0.0,6.362,47.165,0,48.0,19,79.181,18,19,0.067,13,451.7,69.334,1.4,5
4.301,0,0,3,0,1.126,0.978,41.987,56.2,0,0,0.575,0.632,29,0.0,5.969,46.143,0,41.0,7,82.221,6,7,0.013,22,435.71,71.428,1.4,1
6.252,0,0,4,0,1.114,1.001,25.16,42.1,0,0,0.662,0.691,18,0.0,7.694,26.25,0,33.0,15,42.322,12,16,0.1,2,292.36,38.043,5.3,4
4.301,0,0,3,0,1.126,0.978,41.987,56.2,0,0,0.575,0.632,29,0.0,5.969,46.143,0,41.0,7,82.221,6,7,0.038,22,435.71,71.428,1.4,3
4.301,0,0,3,0,1.122,0.98,42.46,54.2,0,0,0.59,0.644,30,0.0,6.19,46.381,0,44.0,13,80.806,12,13,0.053,17,445.7,70.545,1.4,4
7.237,3,0,8,0,1.122,1.018,45.185,37.9,0,0,0.685,0.698,33,4.5,8.403,46.086,3,61.5,31,74.042,29,29,0.114,4,554.6,67.21,3.0,8
5.621,5,0,10,0,1.132,1.037,44.425,33.3,0,0,0.705,0.702,32,7.9,9.152,44.199,5,62.5,31,71.306,29,29,0.119,3,576.55,65.352,3.2,8
6.496,3,0,10,0,1.116,1.025,47.34,33.3,0,1,0.717,0.731,34,4.5,9.237,48.216,3,67.5,33,73.629,29,32,0.099,2,609.66,67.621,4.5,7
5.553,3,0,9,0,1.14,1.033,34.847,39.6,0,0,0.657,0.661,23,5.7,8.424,35.017,3,46.0,21,60.421,20,16,0.143,7,446.46,54.771,3.8,8
6.824,3,0,11,0,1.153,1.036,34.889,41.8,0,0,0.634,0.637,21,5.5,8.227,35.029,3,43.0,17,63.417,16,12,0.175,9,452.48,56.974,7.3,10
6.745,6,0,9,0,1.172,1.071,26.492,33.3,0,0,0.679,0.651,17,15.4,9.675,25.392,6,34.0,13,45.692,12,13,0.075,4,377.31,41.785,2.6,3
6.187,3,0,11,0,1.148,1.037,34.055,41.5,0,1,0.643,0.654,20,5.7,8.632,34.671,3,41.5,16,60.839,15,11,0.182,9,457.52,54.949,5.7,10
5.886,6,0,12,0,1.161,1.049,38.577,40.0,0,0,0.643,0.635,24,10.0,8.642,38.114,6,47.0,17,69.685,16,14,0.161,10,518.5,62.959,3.3,10
4.301,0,0,3,0,1.128,0.979,39.46,56.5,0,0,0.572,0.629,27,0.0,5.937,43.381,0,38.0,7,77.806,6,7,0.027,20,409.67,67.545,1.4,2
6.77,3,0,10,0,1.144,1.033,36.728,42.1,1,1,0.644,0.656,23,7.0,8.508,37.398,4,44.0,17,65.195,16,14,0.169,9,484.94,58.861,3.5,10
5.0,3,0,8,0,1.145,1.041,26.244,40.0,0,1,0.656,0.667,16,7.5,8.985,26.682,3,33.0,14,45.802,12,12,0.098,4,359.4,41.651,2.5,4
6.347,3,0,9,0,1.14,1.03,36.373,41.1,0,0,0.65,0.657,24,5.4,8.223,36.779,3,47.0,21,63.836,20,16,0.153,8,460.49,57.654,3.6,9
7.523,9,0,14,0,1.178,1.078,37.598,32.7,1,1,0.684,0.657,23,18.2,10.198,36.114,10,47.5,17,64.814,17,15,0.105,8,560.88,59.283,3.6,6
7.461,6,0,10,0,1.162,1.05,34.314,39.6,0,0,0.647,0.639,22,11.3,8.706,33.892,6,41.0,13,61.562,12,13,0.091,9,461.44,55.647,1.9,5
6.398,6,0,8,0,1.17,1.052,27.831,39.5,0,0,0.647,0.639,18,14.0,8.776,27.461,6,33.0,12,50.313,12,12,0.114,6,377.36,45.225,2.3,5
7.699,9,0,12,0,1.192,1.095,29.808,30.2,1,1,0.693,0.654,18,23.3,10.832,28.131,10,37.0,12,51.276,12,12,0.114,6,465.77,47.087,2.3,5
7.461,6,0,10,0,1.163,1.055,32.787,38.0,0,0,0.656,0.643,21,12.0,8.948,32.131,6,40.0,13,58.147,12,13,0.096,8,447.41,52.763,2.0,5
6.174,6,0,11,0,1.164,1.051,35.556,41.1,0,0,0.635,0.627,22,10.7,8.562,35.108,6,41.0,13,65.187,12,13,0.175,9,479.46,58.858,1.8,10
6.101,6,0,9,0,1.169,1.052,30.072,40.4,0,0,0.64,0.631,19,12.8,8.668,29.677,6,35.0,12,54.938,12,12,0.125,7,407.39,49.436,2.1,6
6.35,6,0,9,0,1.169,1.052,30.072,40.4,0,0,0.64,0.631,19,12.8,8.668,29.677,6,35.0,12,54.938,12,12,0.125,7,407.39,49.436,2.1,6
5.746,6,0,11,0,1.163,1.045,36.862,41.4,0,0,0.636,0.632,23,10.3,8.457,36.66,6,43.0,13,67.476,12,13,0.1,10,490.49,60.632,3.4,6
4.454,6,0,11,0,1.166,1.046,35.862,42.1,0,0,0.629,0.626,22,10.5,8.394,35.66,6,41.0,13,66.476,12,13,0.155,9,478.48,59.632,3.5,9
6.699,6,0,10,0,1.177,1.068,25.986,35.9,0,1,0.666,0.656,15,15.4,9.856,25.591,6,31.5,11,45.901,11,9,0.125,6,384.38,41.636,5.1,5
5.959,6,0,12,0,1.152,1.053,40.383,36.7,1,1,0.673,0.666,26,11.7,9.366,39.966,7,50.0,19,69.131,18,19,0.145,7,561.94,63.181,1.7,9
7.046,6,0,9,0,1.167,1.053,30.185,39.1,1,1,0.656,0.654,19,15.2,9.257,30.08,7,35.0,12,53.672,12,12,0.128,7,425.83,48.432,2.2,6
6.523,9,0,14,0,1.181,1.085,36.071,30.8,1,1,0.694,0.661,22,19.2,10.516,34.353,10,46.5,17,61.399,17,15,0.111,7,546.85,56.399,3.8,6
6.845,3,0,8,0,1.118,1.025,43.352,35.5,0,0,0.699,0.706,32,4.8,8.735,43.773,3,60.5,31,69.337,29,29,0.121,3,541.55,63.552,1.6,8
7.215,0,0,5,0,1.105,0.997,42.509,41.3,0,0,0.675,0.707,32,0.0,7.724,44.512,0,57.5,31,69.607,29,29,0.119,3,486.6,62.789,3.2,8
6.347,3,1,8,1,1.128,1.028,36.385,34.6,0,0,0.7,0.704,26,5.8,8.874,36.591,3,51.5,25,58.67,23,22,0.109,3,461.47,53.451,5.8,6
6.602,3,0,10,0,1.127,1.042,35.093,32.7,1,2,0.716,0.725,23,8.2,10.06,35.546,4,47.0,20,55.245,18,20,0.096,3,492.93,51.076,4.1,5
5.4,9,0,14,0,1.189,1.098,31.597,30.4,0,1,0.687,0.648,18,19.6,10.77,29.83,9,41.0,14,54.671,12,12,0.128,6,495.4,50.494,2.2,6
5.0,3,0,11,0,1.126,1.049,35.92,30.6,2,3,0.733,0.743,23,10.2,10.763,36.403,5,48.0,20,55.189,18,20,0.096,3,527.37,51.4,4.1,5
5.469,6,0,12,0,1.148,1.076,34.001,24.4,1,2,0.756,0.736,22,15.6,11.486,33.142,7,48.0,20,51.639,18,20,0.083,2,516.87,48.403,4.4,4
7.0,3,0,7,0,1.13,1.021,36.417,38.9,0,0,0.674,0.687,26,5.6,8.342,37.108,3,48.5,24,61.002,23,22,0.105,4,450.49,55.116,3.7,6
4.5,3,0,8,0,1.146,1.048,24.717,37.8,0,1,0.668,0.674,15,8.1,9.334,24.921,3,32.0,14,42.387,12,12,0.132,3,345.37,38.767,2.7,5
5.757,0,0,5,0,1.115,0.995,39.036,45.9,0,0,0.64,0.677,28,0.0,7.223,41.273,0,49.0,24,68.022,22,22,0.109,6,440.58,60.672,3.3,7
6.921,0,0,7,0,1.115,1.001,39.937,45.2,0,1,0.644,0.683,27,0.0,7.688,42.375,0,51.0,25,69.152,22,21,0.123,6,476.64,62.076,3.2,8
5.879,0,0,7,0,1.113,1.006,36.884,42.9,0,1,0.659,0.694,25,0.0,8.01,38.852,0,49.0,25,62.321,22,21,0.102,4,448.58,56.309,3.6,6
7.649,0,1,3,1,1.101,0.991,30.972,40.0,0,0,0.688,0.723,24,0.0,7.788,32.557,0,44.0,24,49.528,22,21,0.083,2,350.44,44.6,4.4,4
6.545,0,0,5,0,1.121,0.998,31.982,47.1,0,0,0.627,0.662,22,0.0,7.147,33.75,0,39.0,18,57.192,16,16,0.113,6,364.48,50.905,3.9,6
5.821,0,0,5,0,1.125,0.991,38.089,50.8,0,0,0.605,0.648,26,0.0,6.676,40.796,0,43.0,18,70.853,16,16,0.123,10,420.6,62.44,3.2,8
6.854,2,0,8,0,1.123,1.022,35.409,38.5,0,1,0.681,0.702,24,3.8,8.741,36.512,2,46.0,20,58.376,18,20,0.091,4,454.53,53.123,3.8,5
4.5,3,0,8,0,1.145,1.041,26.244,40.0,0,1,0.656,0.667,16,7.5,8.985,26.682,3,33.0,14,45.802,12,12,0.122,4,359.4,41.651,2.5,5
4.5,6,0,11,0,1.159,1.047,36.028,41.1,0,1,0.643,0.648,22,10.7,8.849,36.302,6,43.0,14,64.898,12,12,0.103,10,495.53,58.607,1.8,6
4.5,6,2,11,1,1.147,1.057,36.447,32.7,0,1,0.701,0.693,24,11.5,9.875,36.017,6,50.0,21,59.652,18,18,0.093,4,513.49,54.956,1.9,5
6.563,0,1,4,1,1.116,0.994,30.74,45.8,0,0,0.64,0.678,22,0.0,7.218,32.534,0,39.0,18,53.567,16,15,0.1,6,346.46,47.694,4.2,5
5.339,0,0,5,0,1.118,1.003,31.675,46.0,0,0,0.634,0.664,22,0.0,7.309,33.199,0,39.0,18,55.903,16,16,0.115,6,365.46,50.131,2.0,6
6.222,4,0,10,0,1.136,1.046,34.649,32.7,0,1,0.707,0.707,23,8.2,9.724,34.625,4,47.0,20,55.64,18,20,0.096,3,476.48,51.265,4.1,5
7.237,0,0,8,0,1.113,1.005,38.598,44.1,0,2,0.654,0.699,25,0.0,8.181,41.262,0,49.5,24,65.657,21,19,0.129,6,482.67,59.269,3.4,8
6.398,0,0,7,0,1.121,1.001,36.937,47.5,0,1,0.626,0.667,24,0.0,7.468,39.375,0,45.0,19,66.152,16,15,0.097,9,440.61,59.076,3.4,6
6.629,1,0,8,0,1.119,1.009,41.321,42.9,0,1,0.656,0.688,28,1.6,8.042,43.313,1,54.0,25,70.492,22,21,0.09,7,506.64,63.589,3.2,6
5.854,0,0,7,0,1.115,0.999,42.464,45.5,0,1,0.643,0.684,29,0.0,7.616,45.137,0,54.0,25,73.567,22,21,0.1,8,502.68,65.96,3.0,7
7.222,0,1,8,1,1.113,1.005,42.432,42.2,0,1,0.663,0.697,29,0.0,8.026,44.62,0,57.0,26,71.235,22,21,0.088,7,513.66,64.294,4.7,6
7.0,1,0,8,0,1.119,1.009,41.321,42.9,0,1,0.656,0.688,28,1.6,8.042,43.313,1,54.0,25,70.492,22,21,0.09,7,506.64,63.589,3.2,6
5.936,0,0,6,0,1.109,0.998,39.696,43.3,0,1,0.662,0.703,28,0.0,7.844,42.159,0,53.0,25,66.527,22,21,0.092,7,470.63,59.865,3.3,6
4.523,0,0,8,0,1.112,1.001,50.233,44.2,0,1,0.652,0.69,35,0.0,7.724,53.114,0,65.0,31,85.607,28,27,0.11,8,594.78,77.054,2.6,9
6.77,1,0,6,0,1.119,1.003,40.419,43.5,0,0,0.652,0.681,29,1.6,7.59,42.211,1,52.0,24,69.362,22,22,0.076,7,470.58,62.185,3.2,5
4.523,0,0,8,0,1.115,1.006,41.652,43.8,0,1,0.651,0.685,28,0.0,7.885,43.83,0,54.0,25,71.361,22,21,0.088,7,504.65,64.403,3.1,6
4.585,0,1,8,1,1.113,1.005,42.432,42.2,0,1,0.663,0.697,29,0.0,8.026,44.62,0,57.0,26,71.235,22,21,0.088,7,513.66,64.294,4.7,6
5.742,0,0,8,0,1.113,1.006,41.765,42.9,1,2,0.663,0.702,28,1.6,8.303,44.233,1,54.0,25,70.096,22,21,0.09,7,523.09,63.4,3.2,6
6.699,0,0,7,0,1.115,0.999,42.464,45.5,0,1,0.643,0.684,29,0.0,7.616,45.137,0,54.0,25,73.567,22,21,0.086,8,502.68,65.96,3.0,6
5.678,0,0,6,0,1.113,0.994,41.749,46.2,0,1,0.642,0.687,29,0.0,7.487,44.682,0,53.0,25,72.358,22,21,0.116,8,486.68,64.632,3.1,8
4.523,0,0,5,0,1.104,0.992,40.981,42.6,0,1,0.672,0.716,30,0.0,7.847,43.705,0,56.0,30,67.318,28,26,0.091,4,478.65,60.538,3.3,6
6.324,0,0,10,0,1.112,1.011,44.334,40.9,0,2,0.672,0.708,29,0.0,8.511,46.722,0,60.0,29,73.364,26,22,0.099,7,561.73,66.698,4.5,7
6.523,0,0,7,0,1.115,0.999,42.464,45.5,0,1,0.643,0.684,29,0.0,7.616,45.137,0,54.0,25,73.567,22,21,0.086,8,502.68,65.96,3.0,6
4.523,0,0,7,0,1.109,1.008,36.357,40.7,0,1,0.673,0.705,25,0.0,8.27,38.091,0,50.0,25,59.906,22,21,0.086,4,446.56,54.425,3.7,5
4.523,0,0,8,0,1.112,1.001,50.233,44.2,0,1,0.652,0.69,35,0.0,7.724,53.114,0,65.0,31,85.607,28,27,0.11,8,594.78,77.054,2.6,9
8.699,3,0,7,0,1.124,1.009,46.524,41.4,0,0,0.665,0.688,34,4.3,7.924,48.154,3,60.5,30,78.663,29,28,0.108,6,554.65,70.65,2.9,8
8.301,3,0,8,0,1.118,1.019,47.406,37.7,0,0,0.687,0.7,35,4.3,8.429,48.296,3,64.5,32,77.168,29,31,0.137,4,581.62,70.32,1.4,10
6.66,3,4,8,2,1.117,1.01,56.513,40.5,0,0,0.673,0.695,42,3.6,8.021,58.341,3,74.5,33,93.829,29,29,0.114,9,673.77,84.854,1.2,10
7.959,3,0,7,0,1.115,1.014,47.691,37.7,0,0,0.691,0.708,36,4.3,8.371,48.841,3,66.0,35,76.958,34,32,0.108,4,577.63,69.992,1.4,8
8.398,3,0,7,0,1.121,1.013,46.218,40.6,0,0,0.67,0.69,34,4.3,8.053,47.603,3,60.5,30,77.374,29,28,0.11,6,555.63,69.876,1.4,8
8.699,3,0,7,0,1.118,1.011,47.997,38.6,0,0,0.686,0.706,36,4.3,8.238,49.392,3,66.0,35,78.247,34,32,0.107,4,576.65,70.767,2.9,8
4.921,0,0,3,0,1.106,0.989,39.52,45.9,0,0,0.648,0.689,30,0.0,7.157,42.023,0,49.0,24,67.441,24,24,0.031,6,436.58,60.352,0.0,2
5.79,6,0,10,0,1.161,1.036,37.674,43.3,0,0,0.628,0.633,24,10.0,8.142,37.966,6,43.0,13,69.682,12,13,0.097,11,488.52,62.188,3.3,6
4.886,0,0,3,0,1.102,0.992,36.466,43.6,0,0,0.663,0.7,28,0.0,7.428,38.5,0,47.0,24,60.611,24,24,0.0,4,408.52,54.585,0.0,0
4.114,0,0,1,0,1.098,0.98,35.036,45.3,0,0,0.661,0.709,28,0.0,7.104,37.591,0,45.0,24,58.192,24,24,0.0,4,376.52,51.931,0.0,0
5.0,0,0,3,0,1.102,0.992,36.466,43.6,0,0,0.663,0.7,28,0.0,7.428,38.5,0,47.0,24,60.611,24,24,0.0,4,408.52,54.585,0.0,0
5.18,0,0,4,0,1.104,0.998,37.181,42.9,0,0,0.664,0.696,28,0.0,7.581,38.955,0,48.0,24,61.82,24,24,0.0,4,424.52,55.912,0.0,0
5.137,0,0,2,0,1.1,0.986,35.751,44.4,0,0,0.662,0.705,28,0.0,7.269,38.046,0,46.0,24,59.401,24,24,0.0,4,392.52,53.258,0.0,0
6.602,1,0,8,0,1.114,1.021,34.326,36.7,1,2,0.701,0.728,23,4.1,9.326,35.671,2,45.0,20,54.565,18,20,0.096,3,456.95,50.051,4.1,5
4.301,0,0,3,0,1.124,0.993,24.939,52.4,0,0,0.594,0.637,17,0.0,6.533,26.739,0,26.0,7,47.195,6,7,0.023,10,274.39,41.702,0.0,1
4.824,0,0,2,0,1.133,0.973,40.546,61.3,0,0,0.541,0.606,27,0.0,5.37,45.421,0,33.0,1,84.968,0,2,0.064,25,402.73,72.977,0.0,5
4.301,0,0,3,0,1.126,0.982,34.88,55.0,0,0,0.581,0.635,24,0.0,6.126,38.097,0,35.0,7,67.56,6,7,0.031,17,367.58,58.894,1.7,2
5.854,3,0,5,0,1.12,1.025,30.101,33.3,0,0,0.717,0.723,23,7.1,8.985,30.364,3,43.5,24,47.048,23,22,0.067,1,377.38,43.036,2.4,3
4.301,0,0,3,0,1.125,0.986,32.046,54.5,0,0,0.583,0.632,22,0.0,6.228,34.785,0,32.0,8,61.856,6,9,0.105,13,342.52,54.236,0.0,6
6.519,3,0,9,0,1.144,1.024,37.427,45.0,0,0,0.624,0.638,24,5.0,7.742,38.301,3,44.0,17,68.666,16,14,0.161,10,464.53,61.421,3.3,10
4.824,0,0,3,0,1.117,0.988,33.52,50.9,0,0,0.609,0.655,24,0.0,6.628,36.023,0,37.0,13,61.441,12,13,0.069,11,364.52,54.352,0.0,4
7.188,3,0,10,0,1.127,1.042,35.093,32.7,1,2,0.716,0.725,23,8.2,10.06,35.546,4,47.0,20,55.245,18,20,0.096,3,492.93,51.076,4.1,5
4.553,0,0,8,0,1.116,1.004,43.179,44.8,0,1,0.644,0.68,29,0.0,7.741,45.591,0,55.0,25,74.776,22,21,0.099,8,518.68,67.287,3.0,7
5.796,0,0,8,0,1.116,1.004,43.179,44.8,0,1,0.644,0.68,29,0.0,7.741,45.591,0,55.0,25,74.776,22,21,0.099,8,518.68,67.287,3.0,7
6.187,0,0,7,0,1.116,0.998,43.991,46.4,0,1,0.638,0.68,30,0.0,7.489,46.898,0,55.0,25,76.982,22,21,0.096,9,516.71,68.843,2.9,7
6.886,0,0,9,0,1.121,1.008,41.674,44.6,0,1,0.641,0.674,27,0.0,7.81,43.835,0,53.5,24,72.86,21,18,0.087,9,507.66,65.505,4.6,6
4.854,0,0,2,0,1.1,0.986,35.751,44.4,0,0,0.662,0.705,28,0.0,7.269,38.046,0,46.0,24,59.401,24,24,0.0,4,392.52,53.258,0.0,0
6.328,3,0,9,0,1.129,1.036,34.265,34.7,0,1,0.699,0.708,23,6.1,9.357,34.688,3,46.0,20,55.301,18,20,0.096,3,458.49,50.752,4.1,5
6.2,13,0,18,0,1.213,1.131,34.657,24.5,0,1,0.707,0.64,19,26.5,11.865,31.341,13,46.0,14,59.445,12,12,0.14,7,581.39,55.428,2.0,7
6.471,0,0,2,0,1.131,0.974,40.019,60.3,0,0,0.548,0.612,27,0.0,5.489,44.66,0,34.0,1,82.553,0,2,0.052,25,400.71,71.094,0.0,4
4.523,0,0,6,0,1.107,0.996,43.223,43.1,0,1,0.665,0.706,31,0.0,7.826,45.921,0,58.0,30,71.942,28,26,0.1,5,508.68,64.749,3.1,7
6.678,0,0,7,0,1.12,1.003,35.411,46.4,0,1,0.632,0.672,23,0.0,7.617,37.614,0,44.0,19,62.737,16,15,0.085,8,426.58,56.192,3.6,5
4.658,0,0,5,0,1.104,1.035,21.208,33.3,0,0,0.707,0.703,15,0.0,9.008,21.08,0,30.0,14,33.123,12,15,0.031,0,270.25,31.055,0.0,1
6.009,2,0,9,0,1.121,1.032,34.71,34.7,1,2,0.708,0.727,23,6.1,9.693,35.608,3,46.0,20,54.905,18,20,0.096,3,474.94,50.563,4.1,5
5.38,3,0,7,0,1.124,1.017,40.944,38.3,0,0,0.682,0.698,30,5.0,8.342,41.87,3,56.0,29,67.417,28,26,0.094,4,500.55,61.0,3.3,6
4.824,0,0,6,0,1.124,0.987,62.566,54.2,0,0,0.585,0.634,43,0.0,6.271,67.808,0,63.0,15,120.297,6,21,0.128,22,671.01,105.588,0.0,14
8.398,3,0,9,0,1.127,1.014,50.12,42.1,1,1,0.659,0.684,35,5.3,8.173,51.989,4,63.0,29,85.646,28,27,0.163,8,621.14,77.069,2.6,13
6.5,6,0,9,0,1.169,1.052,30.072,40.4,0,0,0.64,0.631,19,12.8,8.668,29.677,6,35.0,12,54.938,12,12,0.125,7,407.39,49.436,2.1,6
6.252,3,0,10,0,1.135,1.015,46.174,41.4,1,1,0.66,0.683,31,5.7,8.287,47.813,4,59.0,26,79.477,24,23,0.149,8,580.1,71.069,7.1,11
6.86,3,0,8,0,1.123,1.016,46.712,39.1,0,0,0.677,0.693,34,4.3,8.241,47.847,3,62.5,30,77.457,29,28,0.081,6,568.63,70.094,2.9,6
6.292,3,0,9,0,1.133,1.01,48.207,43.2,1,1,0.651,0.68,33,5.4,8.015,50.33,4,60.0,28,83.809,28,24,0.141,9,593.14,74.734,5.4,11
6.385,1,0,9,0,1.122,1.034,30.514,36.4,1,2,0.694,0.713,19,4.5,9.611,31.364,2,42.0,19,49.36,16,14,0.106,5,422.89,45.494,4.5,5
6.921,1,0,10,0,1.126,1.024,35.369,38.5,1,2,0.68,0.705,22,3.8,9.134,36.682,2,48.5,23,58.562,21,16,0.089,6,474.98,53.254,7.7,5
4.452,0,0,9,0,1.111,1.023,35.345,39.2,3,4,0.693,0.734,22,5.9,9.821,37.42,3,45.0,19,56.655,16,15,0.093,7,500.85,52.178,2.0,5
5.815,0,0,8,0,1.112,1.017,34.518,41.2,2,3,0.677,0.717,22,3.9,9.145,36.563,2,44.0,19,56.711,16,15,0.093,7,466.41,51.854,2.0,5
5.483,0,0,8,0,1.116,1.013,35.932,43.6,1,2,0.653,0.689,23,1.8,8.4,37.921,1,45.0,19,61.392,16,15,0.103,8,462.0,55.742,1.8,6
6.77,3,0,7,0,1.122,1.009,47.524,40.8,0,0,0.669,0.692,35,4.2,7.981,49.154,3,62.5,30,79.663,29,28,0.079,7,566.66,71.65,2.8,6
6.415,1,0,9,0,1.122,1.034,30.514,36.4,1,2,0.694,0.713,19,4.5,9.611,31.364,2,42.0,19,49.36,16,14,0.106,5,422.89,45.494,4.5,5
6.865,1,0,8,0,1.122,1.019,32.853,40.8,1,2,0.67,0.703,21,4.1,8.877,34.432,2,43.0,19,54.981,16,15,0.077,6,434.95,49.934,4.1,4
5.481,1,0,8,0,1.12,1.02,34.073,41.2,1,2,0.668,0.699,22,3.9,8.823,35.642,2,44.0,19,57.107,16,15,0.093,7,449.96,52.043,2.0,5
6.444,2,0,9,0,1.125,1.04,31.403,35.6,1,2,0.698,0.712,20,6.7,9.775,32.057,3,43.0,19,50.616,16,15,0.104,5,439.89,46.789,2.2,5
6.824,1,0,9,0,1.114,1.033,32.045,35.6,1,3,0.712,0.744,20,6.7,11.129,33.472,3,43.0,19,50.118,16,15,0.104,5,500.79,46.505,2.2,5
6.54,1,0,9,0,1.119,1.031,31.294,34.1,1,2,0.711,0.731,20,4.5,9.816,32.154,2,45.5,23,49.233,21,16,0.083,4,431.9,45.385,6.8,4
5.435,5,0,8,0,1.145,1.053,30.001,29.3,1,1,0.732,0.723,21,14.6,10.312,29.648,6,43.0,22,46.961,22,19,0.068,2,422.8,43.16,4.9,3
8.0,3,0,7,0,1.123,1.011,44.997,40.3,0,0,0.672,0.692,33,4.5,8.069,46.392,3,59.5,30,75.247,29,28,0.099,5,540.62,67.767,3.0,7
7.824,3,0,7,0,1.126,1.008,46.164,42.9,1,1,0.659,0.69,33,5.7,8.044,48.319,4,58.0,28,78.812,28,26,0.149,7,563.1,70.53,2.9,11
5.382,5,0,7,0,1.147,1.045,29.174,31.7,0,0,0.712,0.702,21,12.2,9.472,28.79,5,42.0,22,47.017,22,19,0.068,2,388.36,42.836,4.9,3
