pXC50,CATS2D_01_DD,nRNHO,P_VSA_MR_3,O.056,nRCNO,C.038,CATS2D_01_DA,N.074,CATS2D_04_DD,NaasN,SaasN,NdsN,SpDiam_EA.dm.,P_VSA_LogP_5,SdssC,N.073,SaaN,P_VSA_LogP_3,O.060,SpMax1_Bh.s.,MATS3s,SpMax1_Bh.i.,CATS2D_02_AA,piPC07,piPC08,piPC10,nRCONHR,SsOH,P_VSA_MR_7,X5A,GATS5s,MATS1e,CATS2D_03_AL,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,ATSC1e,Eig01_AEA.ri.,SpMax_AEA.ri.,Eig01_AEA.ed.,SpMax_AEA.ed.,SpMax1_Bh.e.,Eig01_AEA.dm.,SpDiam_AEA.dm.,SpMax_AEA.dm.,ATSC3s,GATS5m,ATSC3e,X4A,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,GATS4s,SpDiam_EA.ed.,GATS5e,MATS5m,SpMAD_AEA.dm.,SssNH,SM14_EA
7.042,1,1,42.806,1,0,0,0,0,0,0,0.0,0,3.889,29.433,-1.267,0,3.816,90.187,2,7.437,0.0,4.033,1,6.124,6.465,6.997,0,8.416,19.597,0.082,1.574,0.034,5,3.133,3.133,5.133,3.133,0.214,4.071,4.071,6.446,6.446,4.013,3.864,5.864,3.864,108.147,1.21,0.847,0.132,4.023,4.023,7.023,4.023,10.157,10.157,10.157,0.903,16.535,1.517,-0.183,1.591,7.027,16.502
6.81,1,1,53.806,1,0,0,0,0,0,0,0.0,0,3.641,15.676,-0.376,0,3.955,99.663,1,7.431,0.1,4.013,0,5.619,5.838,6.031,0,8.333,19.597,0.088,1.03,0.1,6,2.919,2.919,4.919,2.919,0.168,3.912,3.912,6.181,6.181,3.994,3.864,5.864,3.864,66.141,1.04,0.499,0.132,3.953,3.953,6.953,3.953,9.222,9.222,9.222,1.036,15.488,1.154,-0.052,1.541,1.598,15.108
7.442,1,1,42.806,1,0,0,0,0,0,1,1.723,0,3.641,13.232,-0.412,1,8.387,137.139,0,7.432,0.036,4.092,1,6.488,6.874,7.546,1,8.421,33.203,0.083,1.147,0.102,10,3.001,3.001,5.001,3.001,0.156,3.969,3.969,6.289,6.289,4.045,3.864,5.864,3.864,82.335,1.028,0.475,0.127,4.063,4.063,7.063,4.063,9.573,9.573,9.573,0.989,15.998,1.202,-0.023,1.549,4.505,15.72
7.558,1,1,42.806,1,0,0,0,0,0,1,1.713,0,3.641,13.232,-0.426,1,8.411,137.139,0,7.432,0.032,4.093,1,6.491,6.873,7.553,1,8.435,33.203,0.082,1.15,0.102,10,3.01,3.01,5.01,3.01,0.156,3.979,3.979,6.298,6.298,4.045,3.864,5.864,3.864,82.412,1.028,0.475,0.127,4.073,4.073,7.073,4.073,9.617,9.617,9.617,0.981,16.099,1.202,-0.027,1.55,4.532,15.758
7.154,1,1,42.806,1,0,0,0,0,0,1,1.854,0,3.641,19.952,-0.406,1,8.234,128.092,0,7.432,0.02,4.092,1,6.338,6.718,7.256,1,8.435,33.203,0.084,1.067,0.108,9,3.051,3.051,5.051,3.051,0.15,4.02,4.02,6.517,6.517,4.044,3.864,5.864,3.864,80.525,0.982,0.449,0.128,4.08,4.08,7.08,4.08,10.249,10.249,10.249,0.931,17.062,1.129,0.011,1.54,4.53,15.83
7.611,1,1,42.806,1,0,0,0,0,0,1,1.762,0,3.641,19.523,-0.425,1,8.209,128.092,0,7.432,0.032,4.102,1,6.504,6.889,7.434,1,8.443,33.203,0.081,1.109,0.102,10,3.133,3.133,5.133,3.133,0.156,4.097,4.097,6.695,6.695,4.056,3.864,5.864,3.864,81.156,1.033,0.475,0.124,4.192,4.192,7.192,4.192,10.855,10.855,10.855,0.946,18.025,1.15,-0.051,1.55,4.552,16.144
6.62,1,1,42.806,1,0,0,0,0,0,0,0.0,0,3.641,77.575,-0.339,2,0.0,117.758,2,7.431,0.147,4.219,0,7.19,7.639,8.286,0,8.689,0.0,0.069,0.694,0.003,5,3.308,3.308,5.308,3.308,0.106,4.296,4.296,6.97,6.97,4.19,3.864,5.864,3.864,60.457,1.065,0.426,0.109,4.629,4.629,7.629,4.629,11.841,11.841,11.841,0.841,19.609,0.746,-0.132,1.574,1.7,17.149
6.602,1,1,144.299,1,0,0,0,0,0,0,0.0,0,4.612,50.602,-0.44,2,0.0,117.758,0,7.818,0.106,4.236,2,7.407,7.818,8.511,0,8.651,11.34,0.067,0.626,0.197,13,3.286,3.286,5.286,3.286,0.349,4.277,4.277,6.923,6.923,4.205,3.864,5.864,3.864,91.372,0.885,0.659,0.107,4.589,4.589,7.589,4.589,11.679,11.679,11.679,0.829,19.345,0.653,0.056,1.635,1.621,17.049
5.328,1,1,42.806,1,0,0,0,0,0,0,0.0,0,2.993,51.459,-0.556,2,0.0,193.568,0,7.433,0.147,4.224,0,7.396,7.908,8.688,0,8.657,18.952,0.069,0.447,0.019,1,3.324,3.324,5.324,3.324,0.103,4.318,4.318,7.046,7.046,4.194,3.806,5.806,3.806,51.056,0.844,0.219,0.106,4.559,4.559,7.559,4.559,12.142,12.142,12.142,0.665,19.798,0.519,0.086,1.59,1.603,17.086
6.06,1,1,42.806,1,0,0,0,0,0,0,0.0,0,3.641,45.088,-0.315,2,0.0,136.71,0,7.431,0.131,4.217,0,6.999,7.45,8.03,0,8.624,0.0,0.072,0.675,0.034,1,3.268,3.268,5.268,3.268,0.113,4.261,4.261,6.914,6.914,4.185,3.864,5.864,3.864,56.175,1.002,0.302,0.111,4.547,4.547,7.547,4.547,11.639,11.639,11.639,0.815,19.295,0.747,-0.053,1.575,1.702,16.857
4.137,0,0,0.0,0,0,0,0,0,0,0,0.0,0,3.306,50.602,0.016,2,0.0,164.707,0,7.429,-0.011,4.219,0,7.06,7.495,8.046,1,0.0,0.0,0.075,1.012,-0.095,1,3.268,3.268,5.268,3.268,0.077,4.261,4.261,6.914,6.914,4.186,3.596,5.596,3.596,40.675,1.01,0.262,0.114,4.547,4.547,7.547,4.547,11.639,11.639,11.639,1.006,19.295,1.021,-0.024,1.511,2.923,16.951
7.371,1,1,85.489,2,0,0,0,0,0,0,0.0,0,2.993,39.836,-0.657,0,8.35,142.346,0,8.201,0.088,4.026,3,5.907,5.963,6.373,0,18.365,52.524,0.081,0.617,-0.042,1,2.949,2.949,4.949,2.949,0.185,3.883,3.883,6.204,6.204,3.976,3.846,5.846,3.846,74.384,0.931,0.644,0.126,3.796,3.796,6.796,3.796,9.234,9.234,9.234,0.765,15.489,0.67,0.036,1.578,1.544,15.79
7.583,1,1,42.806,1,0,0,0,0,0,0,0.0,0,3.641,69.775,-0.361,1,8.734,99.663,2,7.431,0.109,4.107,1,6.865,7.253,7.869,0,8.499,50.602,0.077,0.841,0.0,7,3.134,3.134,5.134,3.134,0.122,4.099,4.099,6.585,6.585,4.079,3.864,5.864,3.864,74.945,0.983,0.566,0.121,4.513,4.513,7.513,4.513,10.534,10.534,10.534,0.942,17.47,1.05,0.008,1.533,4.937,16.219
8.367,1,1,42.806,1,0,0,0,0,0,0,0.0,0,2.993,32.62,-0.692,0,8.252,114.947,0,7.715,0.114,4.157,6,6.785,6.979,7.246,0,8.636,39.378,0.073,1.222,0.073,6,3.518,3.518,5.518,3.518,0.196,4.442,4.442,7.668,7.668,4.159,4.726,6.726,4.726,68.745,1.061,0.538,0.116,4.785,4.785,7.785,4.785,13.626,13.626,13.626,1.457,21.63,1.094,-0.092,1.639,1.523,17.748
6.523,1,1,42.806,1,0,0,0,0,0,0,0.0,0,3.641,11.517,-0.962,0,0.0,99.663,0,7.445,0.072,4.152,2,6.734,7.082,7.503,0,8.433,0.0,0.068,1.181,0.02,9,3.365,3.365,5.365,3.365,0.119,4.359,4.359,7.091,7.091,4.137,3.926,5.926,3.926,79.01,1.146,0.411,0.109,4.633,4.633,7.633,4.633,12.23,12.23,12.23,1.167,20.23,1.198,-0.168,1.683,1.584,17.045
6.689,1,1,42.806,1,0,0,0,0,0,0,0.0,0,3.641,2.757,-0.346,0,0.0,90.187,0,7.432,0.038,3.957,0,4.246,4.369,3.841,1,8.298,0.0,0.104,1.21,0.026,2,2.625,2.625,4.625,2.625,0.098,3.605,3.605,5.484,5.484,3.919,3.864,5.864,3.864,76.194,1.03,0.393,0.152,3.476,3.476,6.476,3.476,7.392,7.392,7.392,1.002,12.802,1.179,-0.044,1.536,4.422,13.794
7.699,1,1,42.806,1,0,0,0,0,0,0,0.0,0,2.993,12.252,0.185,0,0.0,109.139,0,7.433,0.102,4.004,0,5.458,5.263,5.621,0,8.4,28.429,0.085,0.681,0.053,7,2.968,2.968,4.968,2.968,0.082,3.983,3.983,6.343,6.343,3.976,3.806,5.806,3.806,54.088,0.953,0.223,0.134,3.821,3.821,6.821,3.821,9.441,9.441,9.441,1.107,16.167,0.612,-0.035,1.649,1.513,15.534
