pXC50,SM06_EA.bo.,SpMax2_Bh.v.,SpMax2_Bh.p.,SpMax2_Bh.e.,SM08_AEA.bo.,SM09_EA.bo.,SM08_EA.bo.,SM10_EA.bo.,SM11_EA.bo.,SM13_EA.bo.,SM14_EA.bo.,D.Dtr05,SpMax3_Bh.m.,SM12_EA.bo.,SM15_EA.bo.,SM05_EA.bo.,SM07_EA.bo.,SpMax4_Bh.m.,SpMax2_Bh.m.,IC2,piPC10,SpMax1_Bh.v.,Eta_betaP,nBM,Uc,Ui,SM07_AEA.bo.,MPC10,X4v,ZM1Mad,SpMax1_Bh.e.,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,SM04_EA.bo.,X3v,SpMax5_Bh.p.,SpMax1_Bh.p.,SpMax2_Bh.i.,SpMax1_Bh.m.,P_VSA_LogP_6,piPC03,SpMaxA_AEA.dm.,GATS6s,MPC07,MATS6s,SM03_EA.bo.,SpMaxA_EA.dm.,CATS2D_01_LL,nCsp2,MPC09,CATS2D_09_DL,MAXDP,SM06_EA.ri.,X4,X4sol,ATSC4p,Eig05_AEA.ri.,Eig05_EA,Eig05_EA.ri.,Eig08_AEA.ed.,Eig08_EA.ed.
5.77,10.358,3.952,3.976,4.036,13.796,14.519,13.152,16.057,17.503,20.51,22.03,286.849,4.046,19.025,23.537,8.595,11.557,3.874,4.159,4.842,7.64,4.01,29.5,27,4.807,4.044,12.329,5.966,9.246,377.913,4.104,4.708,4.708,7.708,4.708,7.766,12.457,3.584,4.114,4.005,4.791,39.149,5.396,0.087,1.187,5.489,-0.13,5.515,0.025,15,24,5.82,2,7.389,8.462,15.793,17.868,22.857,3.726,2.783,2.62,5.413,6.557
8.523,10.175,3.945,3.972,4.032,13.614,14.388,12.996,15.921,17.382,20.396,21.917,242.849,4.008,18.903,23.428,8.44,11.413,3.87,4.027,4.989,7.433,4.001,22.0,20,4.392,3.644,12.144,5.759,8.029,309.986,4.096,4.698,4.698,7.698,4.698,7.56,11.09,3.566,4.106,4.005,4.783,11.771,5.167,0.102,0.884,5.313,-0.05,5.345,0.027,9,17,5.595,2,6.946,8.259,13.034,14.726,21.343,3.629,2.69,2.519,4.941,5.444
7.959,10.045,3.862,3.867,3.942,13.547,13.875,12.664,15.38,16.691,19.515,20.957,279.404,3.874,18.152,22.351,8.224,11.062,3.857,3.89,4.927,7.628,3.995,28.0,26,4.755,3.954,12.12,5.953,6.739,282.961,4.089,4.296,4.296,7.296,4.296,7.601,9.448,3.565,3.984,3.979,4.051,5.449,5.367,0.076,1.356,5.485,-0.141,5.239,0.026,14,24,5.805,2,7.379,8.461,15.791,15.791,20.963,3.726,2.783,2.62,5.413,6.479
7.125,10.324,3.937,3.968,4.021,13.763,14.489,13.121,16.029,17.476,20.484,22.003,257.27,4.008,18.998,23.509,8.554,11.522,3.871,4.042,4.719,7.775,4.013,29.5,27,4.807,4.044,12.294,6.026,8.295,338.533,4.11,4.698,4.698,7.698,4.698,7.73,11.561,3.565,4.109,4.002,4.784,11.771,5.367,0.092,1.175,5.521,-0.075,5.46,0.027,14,24,5.875,0,7.311,8.447,15.161,16.832,20.652,3.725,2.782,2.619,5.413,6.479
6.699,9.89,3.862,3.867,3.942,13.502,13.679,12.484,15.188,16.49,19.321,20.771,116.594,3.865,17.958,22.168,8.104,10.889,3.662,3.875,4.676,7.596,3.995,24.0,21,4.459,3.7,12.08,5.919,6.43,275.234,4.088,4.296,4.296,7.296,4.296,7.478,8.836,3.565,3.984,3.979,4.049,6.763,5.214,0.079,1.372,5.455,-0.131,5.223,0.043,14,21,5.778,2,7.34,8.437,14.731,14.731,22.554,3.726,2.783,2.62,5.413,6.479
6.959,10.16,3.862,3.919,3.964,13.627,14.207,12.893,15.715,17.103,20.01,21.481,105.834,3.874,18.585,22.927,8.42,11.319,3.864,4.046,4.761,7.598,3.996,25.5,22,4.524,3.807,12.174,5.889,6.698,287.99,4.091,4.423,4.423,7.423,4.423,7.602,9.26,3.564,3.992,3.98,4.714,0.0,5.192,0.09,1.194,5.447,-0.124,5.4,0.029,14,20,5.765,2,7.213,8.4,13.746,14.074,20.915,3.726,2.783,2.62,5.413,6.479
6.854,10.304,3.925,3.962,4.053,13.743,14.535,13.136,16.066,17.53,20.545,22.065,254.258,3.872,19.049,23.578,8.583,11.56,3.776,4.042,5.055,7.489,3.998,23.5,21,4.459,3.755,12.266,5.784,6.984,301.085,4.116,4.723,4.723,7.723,4.723,7.667,9.828,3.544,4.032,4.069,4.738,12.893,5.267,0.098,1.795,5.366,-0.268,5.491,0.029,8,17,5.666,2,7.185,8.391,13.853,14.751,20.2,3.626,2.701,2.497,5.443,6.489
7.796,10.2,3.95,3.971,4.038,13.646,14.457,13.048,16.001,17.478,20.52,22.053,235.969,4.012,19.011,23.579,8.461,11.458,3.87,4.026,4.908,7.405,4.004,22.0,20,4.392,3.644,12.164,5.72,8.098,309.021,4.1,4.756,4.756,7.756,4.756,7.563,11.324,3.574,4.113,4.018,4.788,11.771,5.178,0.105,0.904,5.283,-0.07,5.345,0.028,9,17,5.561,0,6.926,8.282,12.74,14.52,20.861,3.515,2.56,2.434,5.064,5.862
8.155,10.203,3.95,3.972,4.038,13.651,14.458,13.049,16.001,17.478,20.52,22.053,242.929,4.012,19.011,23.579,8.463,11.46,3.87,4.026,4.967,7.429,4.004,22.0,20,4.392,3.644,12.17,5.759,8.355,313.354,4.101,4.756,4.756,7.756,4.756,7.569,11.64,3.586,4.113,4.018,4.788,11.771,5.189,0.103,0.884,5.313,-0.059,5.345,0.027,9,17,5.591,0,6.972,8.292,13.051,14.831,21.48,3.528,2.578,2.441,5.234,6.069
8.398,10.219,3.95,3.974,4.04,13.69,14.463,13.056,16.005,17.48,20.521,22.054,255.557,4.012,19.012,23.58,8.482,11.47,3.872,4.029,4.953,7.49,4.007,22.0,20,4.392,3.644,12.214,5.878,8.926,329.687,4.106,4.756,4.756,7.756,4.756,7.6,12.726,3.589,4.114,4.019,4.788,11.771,5.233,0.096,0.856,5.398,-0.047,5.373,0.026,11,17,5.704,0,7.062,8.382,13.778,15.558,22.516,3.7,2.757,2.598,5.321,6.186
8.398,9.769,3.847,3.844,3.924,13.242,13.519,12.356,15.035,16.305,19.097,20.532,96.428,3.812,17.767,21.896,7.924,10.733,3.682,3.872,4.901,7.428,3.986,22.0,19,4.322,3.459,11.831,5.724,5.797,237.422,4.078,4.179,4.179,7.179,4.179,7.352,8.082,3.474,3.978,3.952,4.03,7.143,5.119,0.085,1.247,5.303,-0.087,4.977,0.028,8,17,5.565,2,6.943,8.082,12.795,12.795,18.182,3.528,2.577,2.438,4.962,5.842
6.824,9.804,3.862,3.866,3.941,13.324,13.627,12.426,15.15,16.458,19.3,20.755,83.805,3.863,17.934,22.155,7.969,10.805,3.637,3.872,4.332,7.473,3.988,22.5,20,4.392,3.585,11.894,5.69,5.455,218.096,4.08,4.296,4.296,7.296,4.296,7.358,7.686,3.343,3.977,3.977,4.043,0.0,5.134,0.098,1.383,5.283,-0.108,5.007,0.033,13,20,5.557,0,6.733,8.234,12.549,12.549,17.414,3.46,2.497,2.391,5.209,5.993
7.076,9.776,3.861,3.866,3.939,13.268,13.589,12.395,15.116,16.42,19.262,20.718,81.316,3.86,17.898,22.115,7.929,10.766,3.635,3.868,4.408,7.448,3.982,22.5,20,4.392,3.585,11.843,5.652,5.177,211.763,4.074,4.289,4.289,7.289,4.289,7.335,7.25,3.274,3.971,3.974,4.036,0.0,5.104,0.099,1.405,5.209,-0.114,4.966,0.034,13,20,5.521,0,6.522,8.16,11.95,11.95,16.153,3.293,2.33,2.234,5.157,5.94
6.886,9.804,3.862,3.866,3.941,13.324,13.627,12.426,15.15,16.458,19.3,20.755,83.805,3.863,17.934,22.155,7.969,10.805,3.637,3.872,4.332,7.473,3.988,22.5,20,4.392,3.585,11.894,5.69,5.455,218.096,4.08,4.296,4.296,7.296,4.296,7.358,7.686,3.343,3.977,3.977,4.043,0.0,5.134,0.098,1.383,5.283,-0.108,5.007,0.033,13,20,5.557,0,6.733,8.234,12.549,12.549,17.414,3.46,2.497,2.391,5.209,5.993
9.595,10.266,4.032,4.032,4.085,13.637,14.178,12.928,15.727,17.095,20.035,21.53,128.298,4.034,18.606,22.988,8.427,11.29,3.868,4.089,4.878,7.549,4.073,34.5,34,5.129,4.426,12.25,5.802,9.919,399.148,4.147,4.474,4.474,7.474,4.474,7.825,13.443,3.641,4.074,4.109,4.177,13.915,5.514,0.056,1.233,5.451,-0.069,5.491,0.029,27,31,5.717,22,7.658,8.565,18.103,19.546,28.148,3.802,2.819,2.764,5.786,7.801
8.699,10.21,3.95,3.972,4.038,13.671,14.46,13.052,16.003,17.479,20.52,22.054,249.889,4.012,19.011,23.58,8.476,11.465,3.87,4.027,5.033,7.452,4.005,22.0,20,4.392,3.644,12.192,5.796,8.529,319.687,4.102,4.756,4.756,7.756,4.756,7.581,11.865,3.588,4.113,4.018,4.788,11.771,5.201,0.1,0.864,5.342,-0.049,5.373,0.027,9,17,5.62,0,7.015,8.326,13.266,15.046,22.819,3.629,2.69,2.519,5.315,6.156
7.886,10.22,3.95,3.975,4.04,13.697,14.464,13.058,16.006,17.481,20.521,22.054,249.109,4.012,19.013,23.58,8.49,11.473,3.873,4.03,4.96,7.476,4.007,22.0,20,4.392,3.644,12.22,5.844,8.743,325.687,4.106,4.756,4.756,7.756,4.756,7.597,11.909,3.589,4.114,4.02,4.788,11.771,5.212,0.098,0.88,5.38,-0.056,5.4,0.026,10,17,5.663,0,7.024,8.384,13.542,15.322,21.821,3.71,2.767,2.605,5.322,6.187
7.796,9.906,3.85,3.845,3.97,13.394,13.81,12.558,15.299,16.633,19.458,20.891,241.352,3.869,18.083,22.285,8.13,10.983,3.682,3.931,5.008,7.406,3.988,20.5,19,4.322,3.524,11.965,5.73,6.225,244.592,4.082,4.179,4.179,7.179,4.179,7.433,8.595,3.499,3.98,4.02,4.033,2.757,5.178,0.083,0.999,5.303,-0.05,5.139,0.027,8,17,5.568,3,6.957,8.274,13.579,13.579,19.321,3.528,2.578,2.442,4.948,5.489
8.222,9.984,3.862,3.867,3.942,13.466,13.757,12.577,15.259,16.539,19.323,20.749,274.436,3.874,17.989,22.114,8.15,10.971,3.855,3.888,4.991,7.558,3.993,26.5,25,4.7,3.858,12.049,5.905,6.85,274.414,4.087,4.179,4.179,7.179,4.179,7.556,9.56,3.565,3.986,3.98,4.036,5.449,5.319,0.074,0.959,5.429,-0.057,5.173,0.024,14,23,5.727,2,7.112,8.378,15.146,15.146,21.588,3.72,2.776,2.615,5.215,6.044
7.638,10.168,3.901,3.961,4.042,13.593,14.385,12.992,15.92,17.381,20.396,21.917,235.889,3.87,18.902,23.428,8.427,11.407,3.684,4.026,5.028,7.409,3.992,22.0,20,4.392,3.644,12.121,5.72,6.699,279.511,4.101,4.698,4.698,7.698,4.698,7.548,9.353,3.495,4.02,4.051,4.737,12.893,5.155,0.104,0.904,5.283,-0.065,5.316,0.028,8,16,5.565,3,6.89,8.239,12.819,13.704,19.01,3.528,2.578,2.441,4.941,5.444
6.699,9.811,3.862,3.866,3.942,13.337,13.632,12.431,15.154,16.462,19.304,20.759,92.546,3.864,17.938,22.159,7.972,10.809,3.639,3.875,4.589,7.542,3.993,22.5,20,4.392,3.585,11.909,5.793,5.941,230.789,4.085,4.296,4.296,7.296,4.296,7.372,8.195,3.497,3.982,3.979,4.047,0.0,5.158,0.091,1.582,5.403,-0.135,5.007,0.031,14,20,5.684,2,7.065,8.263,13.151,13.151,19.064,3.49,2.527,2.421,5.209,5.993
