pXC50,Eig04_EA.ed.,SM13_AEA.dm.,Eig04_AEA.bo.,Eig04_AEA.ed.,Eig09_AEA.dm.,SpMax7_Bh.m.,LLS_01,SM10_EA.bo.,GGI2,SM13_EA.bo.,SM12_EA.bo.,Depressant.80,SM11_EA.bo.,SM03_AEA.bo.,Eig08_AEA.bo.,ZM1Per,Eig12_AEA.dm.,SM04_EA.bo.,Eig08_EA.bo.,SpMax6_Bh.s.,Eta_betaS,Eta_F,CMC.80,Eig08_EA,SM02_AEA.dm.,Eig08_EA.ri.,ZM1V,SM02_AEA.bo.,ATS3s,ZM2V,SpMax7_Bh.p.,cRo5,ZM2MulPer,Eig08_AEA.ri.,AECC,Eig06_AEA.ed.,ATS1s,Xu,Eig08_AEA.dm.,ZM2Kup,HVcpx,VAR,Eig06_EA.bo.,IC2,MSD,Eig15_EA,SM09_AEA.dm.,Inflammat.80,ZM1MulPer,SpMaxA_AEA.bo.,ATS2s,RDCHI,SpMaxA_AEA.ri.,ECC,ON0,SpMax5_Bh.s.,TIC1,ZM1Mad,Psi_i_s,GGI10,Infective.80,GMTIV,CSI,SpMaxA_AEA.ed.,ZM2Per,Eta_epsi,SpMin7_Bh.p.
6.068,10.099,10.099,4.186,6.453,2.657,3.309,0.17,14.759,6.444,18.662,17.387,0,15.982,6.58,3.544,991.0,1.753,7.325,2.707,7.429,27.0,46.479,0,2.217,2.217,2.139,706.0,5.342,6.413,626.0,3.108,1,671.905,3.218,15.238,5.91,5.582,37.336,2.74,688.285,3.797,284.0,3.067,4.879,8.862,1.0,1.0,0,768.765,0.107,6.544,4.814,0.104,640.0,23.917,7.445,291.294,268.169,118.917,0.425,0,97032.0,1334.0,0.179,1008.31,48.743,1.538
5.772,10.192,10.192,4.184,6.454,2.71,3.314,0.17,14.618,6.222,18.418,17.187,0,15.796,6.59,3.544,994.6,1.757,7.318,2.707,7.428,27.5,46.892,0,2.218,2.218,2.159,710.0,5.357,6.426,626.0,3.154,1,672.085,3.22,15.233,5.724,5.602,38.025,2.758,688.285,3.805,295.0,3.055,4.911,8.954,1.0,1.0,0,772.908,0.101,6.559,4.885,0.099,655.0,24.417,7.444,300.277,272.169,120.417,0.508,0,101024.0,1364.0,0.168,1003.52,50.043,1.533
6.909,9.699,9.699,4.21,6.408,2.085,3.29,0.17,14.79,6.444,18.628,17.381,0,15.986,6.567,3.468,920.33,1.452,7.379,2.635,5.267,25.75,41.165,0,2.119,2.119,2.059,644.0,5.329,6.325,609.0,3.103,0,653.686,3.101,14.025,5.67,5.509,35.902,2.557,665.863,3.717,228.0,3.21,4.697,8.465,1.0,1.0,0,697.633,0.106,6.387,4.791,0.104,561.0,21.583,7.426,274.617,257.988,103.75,0.459,0,82069.0,1208.0,0.176,971.78,45.276,1.582
6.847,9.707,9.707,4.203,6.407,2.513,3.293,0.17,14.689,5.778,18.471,17.249,0,15.857,6.577,3.629,971.25,1.52,7.372,2.824,5.267,26.75,42.851,0,2.295,2.295,2.135,680.0,5.344,6.255,641.0,3.086,0,689.504,3.254,14.561,5.676,5.541,36.721,2.562,705.135,3.774,238.0,3.148,4.792,8.751,1.0,1.0,0,736.296,0.104,6.476,4.894,0.102,597.0,22.083,7.426,284.24,268.02,107.25,0.451,0,92530.0,1282.0,0.172,1026.12,46.743,1.585
6.338,8.594,8.594,4.103,6.03,1.995,3.305,0.17,14.517,5.556,18.32,17.093,0,15.689,6.427,3.236,724.1,1.545,7.185,2.41,4.707,23.25,33.57,0,1.929,1.929,1.746,508.0,5.209,6.258,480.0,3.105,0,513.751,2.863,13.649,5.286,5.408,33.701,2.539,495.535,3.65,229.0,2.84,4.802,8.111,0.869,0.869,0,550.299,0.117,5.999,4.534,0.114,505.0,20.333,4.941,262.136,230.091,87.111,0.33,0,54728.0,1067.0,0.194,748.27,41.652,1.492
6.2,10.099,10.099,4.205,6.453,2.555,3.295,0.17,14.861,6.222,18.75,17.48,0,16.078,6.621,3.631,1038.57,1.751,7.426,2.827,7.409,27.5,47.56,0,2.311,2.311,2.135,728.0,5.381,6.338,683.0,3.085,0,733.669,3.264,14.524,5.911,5.577,37.287,2.663,751.476,3.76,248.0,3.149,4.78,8.681,1.0,1.0,0,789.746,0.105,6.501,4.889,0.102,610.0,22.917,7.429,285.531,276.568,114.417,0.454,0,100770.0,1307.0,0.175,1096.76,47.61,1.583
6.496,8.733,8.733,4.08,6.061,1.985,3.293,0.17,14.632,5.556,18.417,17.196,0,15.797,6.474,3.301,771.65,1.318,7.301,2.48,4.41,23.5,32.769,0,1.974,1.974,1.748,530.0,5.254,6.155,537.0,3.09,0,575.378,2.91,13.324,5.358,5.391,33.681,2.552,555.596,3.653,198.0,3.022,4.699,7.963,1.0,1.0,0,571.215,0.114,5.908,4.624,0.112,493.0,19.333,4.696,258.626,288.842,81.25,0.36,0,57778.0,1072.0,0.189,836.42,39.9,1.551
5.592,8.732,8.732,3.914,6.06,1.756,3.143,0.17,14.352,5.111,18.14,16.906,0,15.539,6.323,2.866,623.91,1.105,7.061,1.94,4.289,21.0,25.726,0,1.673,1.673,1.672,424.0,5.104,6.097,444.0,3.031,1,477.754,2.674,12.606,5.346,5.315,30.731,1.982,472.511,3.562,158.0,2.852,4.479,7.527,0.456,0.456,0,456.977,0.129,5.841,4.254,0.127,416.0,18.0,4.434,231.456,198.971,72.5,0.236,0,35462.0,888.0,0.215,692.86,37.933,1.506
7.253,10.01,10.01,4.207,6.451,2.526,3.304,0.17,14.668,6.0,18.43,17.216,0,15.827,6.587,3.65,976.89,1.613,7.376,2.88,5.267,27.25,43.46,0,2.299,2.299,2.144,684.0,5.358,6.288,645.0,3.132,0,692.889,3.264,14.524,5.648,5.561,37.4,2.561,709.135,3.771,248.0,3.176,4.784,8.827,1.0,1.0,0,740.193,0.1,6.49,4.953,0.099,610.0,22.583,7.426,291.684,272.02,108.75,0.521,0,95896.0,1308.0,0.168,1030.41,48.043,1.594
7.655,8.583,8.583,4.097,6.028,2.323,3.311,0.17,14.309,4.889,17.997,16.824,0,15.418,6.44,3.421,887.18,1.635,7.159,2.619,7.427,25.0,40.437,0,2.191,2.191,2.075,638.0,5.231,6.296,549.0,3.058,1,590.831,3.151,15.325,5.3,5.539,36.377,2.554,605.325,3.839,262.0,2.973,4.879,9.197,0.928,0.928,0,694.981,0.103,6.51,4.829,0.103,613.0,22.833,7.431,286.481,242.594,110.833,0.405,0,86691.0,1256.0,0.169,873.75,47.176,1.532
6.374,8.594,8.594,4.174,6.03,2.526,3.309,0.17,14.63,5.556,18.485,17.233,0,15.829,6.462,3.237,795.49,1.636,7.238,2.481,4.707,24.0,34.417,0,1.935,1.935,1.784,564.0,5.236,6.284,514.0,3.107,0,550.538,2.886,13.737,5.376,5.423,34.383,2.623,522.397,3.645,240.0,2.883,4.78,8.189,0.871,0.871,0,612.521,0.114,6.026,4.572,0.112,522.0,21.167,5.019,266.833,251.611,90.889,0.388,0,63169.0,1100.0,0.189,802.17,42.738,1.488
4.26,6.913,6.913,3.537,5.336,1.266,2.792,0.5,15.25,2.667,19.598,18.159,1,16.632,6.06,2.676,463.73,0.824,7.131,1.677,4.211,16.0,23.691,1,1.28,1.28,1.28,316.0,4.885,5.734,329.0,2.775,1,346.826,2.281,11.769,4.266,4.994,25.67,1.572,340.204,3.495,106.0,2.427,3.904,7.029,-0.457,-0.457,0,334.137,0.158,5.49,4.001,0.144,306.0,12.333,4.319,145.239,143.728,53.5,0.071,1,19581.0,678.0,0.233,508.89,27.033,1.304
7.674,7.525,7.525,3.857,5.748,1.996,3.215,0.17,14.913,4.889,18.849,17.573,0,16.129,6.398,3.078,927.38,1.517,7.345,2.208,6.471,22.25,42.096,0,1.695,1.695,1.583,670.0,5.173,6.263,569.0,2.958,1,610.275,2.634,16.917,5.337,5.447,34.193,2.132,612.064,3.998,190.0,3.033,4.767,9.952,0.509,0.509,0,728.386,0.117,6.308,4.703,0.11,609.0,20.083,7.427,224.795,229.11,104.528,0.318,0,92638.0,1268.0,0.187,897.63,39.795,1.425
8.131,7.529,7.529,3.848,5.749,1.907,3.225,0.0,15.522,4.222,19.866,18.427,0,16.898,6.408,2.981,746.72,1.475,7.474,2.083,4.83,21.25,41.409,0,1.544,1.544,1.501,520.0,5.197,6.166,506.0,3.024,1,537.875,2.522,14.486,5.26,5.392,32.645,1.928,517.082,3.788,180.0,2.962,4.566,8.397,0.827,0.827,0,562.014,0.121,5.848,4.576,0.109,507.0,18.167,4.878,209.102,208.241,85.611,0.202,0,59910.0,1082.0,0.176,777.04,35.986,1.361
7.889,7.757,7.757,3.942,5.754,1.928,3.215,0.17,15.557,4.444,19.882,18.449,0,16.929,6.451,3.118,947.37,1.501,7.517,2.427,4.978,22.5,43.248,0,1.666,1.666,1.618,676.0,5.219,6.113,598.0,3.008,0,639.924,2.625,15.972,5.44,5.419,33.815,1.99,643.356,3.91,190.0,3.115,4.443,9.323,0.666,0.666,0,731.75,0.118,6.36,4.712,0.106,575.0,19.083,6.471,191.845,237.538,101.028,0.285,0,90340.0,1220.0,0.172,952.64,38.495,1.361
7.122,7.516,7.516,3.73,5.7,1.646,2.981,0.17,15.45,3.556,19.839,18.383,1,16.856,6.101,2.787,581.73,0.65,7.238,1.918,4.583,15.75,26.875,1,1.308,1.308,1.221,410.0,4.885,5.813,382.0,2.792,1,410.247,2.297,11.654,4.235,5.096,25.381,1.751,389.356,3.499,96.0,2.083,4.466,6.746,-0.605,-0.605,1,441.764,0.164,5.525,3.806,0.148,303.0,13.667,4.652,155.971,157.16,62.944,0.161,1,26668.0,641.0,0.239,592.59,27.086,1.109
7.209,7.573,7.573,3.848,5.749,1.928,3.271,0.0,15.521,4.444,19.864,18.425,0,16.896,6.419,2.981,750.72,1.517,7.477,2.083,4.829,21.75,41.537,0,1.544,1.544,1.501,524.0,5.214,6.185,506.0,3.073,1,538.304,2.522,15.167,5.261,5.415,33.584,1.984,516.518,3.851,190.0,2.985,4.625,8.843,0.891,0.891,0,565.995,0.118,5.875,4.703,0.106,546.0,18.667,4.881,222.259,211.908,87.111,0.223,0,65157.0,1163.0,0.172,776.83,37.286,1.424
6.788,7.844,7.844,3.918,5.828,1.901,3.118,0.17,16.031,4.889,20.494,19.009,0,17.486,6.396,2.976,698.97,1.283,7.551,2.065,4.921,18.25,36.216,1,1.522,1.522,1.464,484.0,5.131,6.164,480.0,3.01,1,515.22,2.488,12.677,4.83,5.255,29.382,1.943,472.899,3.622,131.0,2.743,4.623,7.625,-0.161,-0.161,0,530.507,0.146,5.847,4.101,0.129,393.0,17.25,6.466,198.145,208.421,82.083,0.21,1,42493.0,817.0,0.219,736.28,32.533,1.286
8.161,8.92,8.92,4.197,6.131,2.09,3.386,0.17,16.025,4.889,20.434,18.968,0,17.451,6.591,3.375,1053.61,1.753,7.724,2.742,6.999,24.0,49.615,0,2.011,2.011,1.908,752.0,5.327,6.293,666.0,3.046,0,716.552,2.965,16.59,5.679,5.463,35.939,2.386,687.283,3.958,223.0,3.133,4.52,9.629,0.883,0.883,0,822.706,0.113,6.492,4.848,0.1,647.0,21.333,7.429,220.912,288.955,113.944,0.326,0,111777.0,1366.0,0.163,1054.97,42.229,1.493
7.719,8.115,8.115,3.92,5.908,1.905,3.135,0.33,15.755,4.889,20.173,18.703,0,17.172,6.463,3.311,740.64,1.608,7.542,2.213,4.72,21.5,42.741,0,1.551,1.551,1.528,508.0,5.228,6.111,518.0,3.011,1,554.737,2.538,13.824,5.433,5.382,31.778,2.08,540.797,3.744,160.0,2.876,4.539,8.157,0.539,0.539,0,548.915,0.127,5.782,4.447,0.115,470.0,18.0,4.948,205.551,192.831,84.667,0.277,1,52299.0,1000.0,0.186,802.01,34.4,1.334
8.194,7.842,7.842,3.875,5.828,1.783,3.075,0.33,15.632,3.778,20.093,18.608,0,17.073,6.324,2.968,641.12,1.266,7.35,2.08,4.637,19.25,32.385,1,1.519,1.519,1.485,442.0,5.112,6.051,444.0,2.953,1,472.217,2.493,12.613,5.084,5.266,29.455,1.905,464.684,3.626,131.0,2.514,4.753,7.587,0.521,0.521,1,477.648,0.138,5.704,4.286,0.124,391.0,15.833,4.944,205.345,175.082,76.167,0.173,1,38294.0,844.0,0.201,684.32,32.2,1.363
6.656,7.568,7.568,3.847,5.749,1.904,3.226,0.17,16.021,4.889,20.491,19.004,0,17.479,6.376,2.981,725.91,1.28,7.542,2.082,4.829,19.25,33.59,1,1.544,1.544,1.501,506.0,5.131,6.174,490.0,3.026,1,523.338,2.522,13.25,4.989,5.218,30.227,1.928,474.353,3.672,150.0,2.744,4.572,7.771,0.285,0.285,0,552.298,0.138,5.887,4.298,0.122,424.0,16.75,4.924,204.172,233.246,79.694,0.197,0,46424.0,913.0,0.209,756.91,34.119,1.419
6.584,7.025,7.025,3.598,5.428,1.329,3.04,0.17,14.96,3.111,19.255,17.823,1,16.357,6.025,2.612,528.44,0.618,6.939,1.552,4.184,15.25,18.692,1,1.237,1.237,1.111,362.0,4.808,5.71,370.0,2.904,1,395.731,2.158,10.0,4.549,5.064,24.147,1.819,378.881,3.309,90.0,2.126,4.313,6.059,-0.607,-0.607,1,390.756,0.177,5.475,3.516,0.161,250.0,14.5,4.224,161.079,162.625,58.167,0.106,1,15747.0,500.0,0.262,576.05,28.1,1.398
7.26,8.22,8.22,3.912,5.935,1.973,3.141,0.17,15.206,4.0,19.436,18.032,0,16.566,6.267,2.986,746.65,0.874,7.262,1.992,4.535,18.75,26.968,0,1.453,1.453,1.315,524.0,5.037,5.857,495.0,2.988,1,527.847,2.374,12.333,5.0,5.193,28.443,2.086,489.607,3.576,134.0,2.666,4.823,7.209,-0.163,-0.163,0,566.889,0.144,5.628,4.012,0.131,370.0,16.667,4.627,198.683,223.664,72.056,0.173,0,38524.0,766.0,0.212,770.0,31.771,1.4
6.519,10.01,10.01,4.184,6.451,2.528,3.319,0.17,14.56,6.889,18.32,17.107,0,15.72,6.572,3.665,969.06,1.759,7.291,2.88,7.426,27.5,44.661,0,2.331,2.331,2.149,692.0,5.342,6.512,609.0,3.156,1,653.861,3.287,15.326,5.733,5.611,38.159,2.716,669.217,3.839,277.0,3.063,4.892,9.172,1.0,1.0,0,752.629,0.1,6.562,4.921,0.099,659.0,24.417,7.43,307.272,271.725,119.083,0.475,0,102293.0,1372.0,0.168,978.0,50.643,1.537
5.702,8.583,8.583,4.09,6.028,2.413,3.38,0.33,14.312,4.5,17.997,16.825,0,15.419,6.473,3.452,978.48,1.93,7.19,2.625,7.427,27.0,45.246,0,2.207,2.207,2.167,704.0,5.278,6.302,605.0,3.06,1,646.467,3.209,15.415,5.36,5.556,37.162,2.631,667.778,3.861,273.0,2.974,4.972,9.362,1.0,1.0,0,764.767,0.096,6.526,5.059,0.092,632.0,22.25,7.432,280.286,255.223,117.25,0.375,0,105377.0,1329.0,0.147,961.92,47.543,1.502
6.278,8.596,8.596,4.103,6.03,2.304,3.437,0.17,15.245,4.0,19.348,17.999,0,16.532,6.52,3.45,1051.59,1.634,7.506,2.706,6.351,24.75,48.133,0,2.084,2.084,1.894,756.0,5.287,6.14,652.0,2.956,0,696.543,3.027,13.897,5.311,5.481,35.147,2.623,692.158,3.656,251.0,3.057,4.721,8.348,0.873,0.873,0,821.475,0.109,6.455,4.715,0.099,542.0,21.25,7.429,230.017,270.92,111.306,0.441,0,97585.0,1141.0,0.161,1035.83,42.281,1.452
6.628,8.59,8.59,4.132,6.029,2.413,3.43,0.17,15.184,3.778,19.25,17.916,0,16.453,6.52,3.506,1051.01,1.635,7.501,2.707,6.351,24.75,47.62,0,2.161,2.161,1.939,756.0,5.287,6.138,651.0,2.954,0,695.823,3.094,14.359,5.303,5.48,35.31,2.623,691.158,3.738,251.0,3.069,4.755,8.578,0.871,0.871,0,821.669,0.108,6.457,4.767,0.098,560.0,21.25,7.429,230.017,270.92,111.306,0.375,0,101169.0,1177.0,0.157,1032.66,42.281,1.439
6.997,8.509,8.509,4.076,5.999,2.285,3.409,0.17,15.25,4.222,19.341,17.998,0,16.534,6.479,3.256,925.74,1.636,7.5,2.517,4.841,24.25,43.256,0,1.884,1.884,1.775,658.0,5.267,6.189,596.0,3.132,0,633.383,2.842,15.154,5.286,5.445,35.431,2.491,599.202,3.805,251.0,2.979,4.929,8.742,0.943,0.943,0,710.773,0.108,6.004,4.826,0.098,591.0,20.833,4.98,250.976,262.933,94.833,0.312,0,83929.0,1241.0,0.157,922.42,41.424,1.45
7.226,8.584,8.584,4.129,6.028,2.069,3.328,0.17,15.584,4.0,19.799,18.409,0,16.917,6.533,3.294,858.9,1.618,7.637,2.595,4.811,23.5,44.65,0,1.887,1.887,1.795,600.0,5.308,6.113,577.0,3.129,0,612.217,2.856,14.237,5.287,5.408,34.596,2.452,581.885,3.718,240.0,3.063,4.519,8.41,0.948,0.948,0,646.915,0.108,5.952,4.814,0.099,541.0,19.333,4.934,216.304,245.87,90.222,0.292,0,76015.0,1175.0,0.157,890.15,38.371,1.434
7.424,8.586,8.586,4.139,6.028,2.405,3.391,0.17,15.634,4.222,19.862,18.466,0,16.972,6.574,3.533,919.27,1.635,7.678,2.707,4.846,25.0,47.92,0,2.18,2.18,1.995,644.0,5.347,6.169,613.0,3.13,0,652.892,3.12,15.2,5.291,5.475,36.081,2.614,622.43,3.805,262.0,3.07,4.779,8.77,0.954,0.954,0,693.281,0.104,6.015,4.94,0.094,608.0,20.667,4.956,243.564,258.749,95.389,0.378,0,88149.0,1309.0,0.15,947.94,41.138,1.473
6.942,8.961,8.961,4.162,6.106,2.521,3.493,0.17,15.733,4.667,20.008,18.593,0,17.093,6.659,3.544,1130.45,1.791,7.727,2.718,6.351,27.25,54.715,0,2.215,2.215,2.085,806.0,5.416,6.235,716.0,3.129,0,763.71,3.217,15.488,5.47,5.561,38.149,2.623,756.158,3.836,295.0,3.071,4.81,9.133,1.0,1.0,0,873.959,0.098,6.507,5.077,0.089,666.0,22.917,7.429,251.828,296.92,118.639,0.418,0,127674.0,1422.0,0.142,1136.54,45.681,1.511
7.52,8.866,8.866,4.165,6.078,2.551,3.526,0.17,15.651,4.444,19.872,18.477,0,16.987,6.659,3.544,1129.87,1.801,7.721,2.764,6.351,27.25,54.273,0,2.215,2.215,2.083,806.0,5.416,6.233,715.0,3.13,0,762.991,3.217,15.953,5.445,5.561,38.309,2.623,755.158,3.876,295.0,3.072,4.779,9.37,1.0,1.0,0,874.154,0.097,6.508,5.122,0.088,686.0,22.917,7.429,251.828,296.92,118.639,0.454,0,131706.0,1463.0,0.141,1133.4,45.681,1.483
6.724,8.862,8.862,4.163,6.078,2.544,3.527,0.17,15.651,4.444,19.872,18.478,0,16.987,6.659,3.544,1129.87,1.811,7.721,2.782,6.351,27.25,54.554,0,2.215,2.215,2.079,806.0,5.416,6.233,715.0,3.13,0,762.991,3.217,15.488,5.441,5.561,38.167,2.623,755.158,3.841,295.0,3.073,4.779,9.147,1.0,1.0,0,874.154,0.097,6.508,5.095,0.088,666.0,22.917,7.429,251.828,296.92,118.639,0.418,0,128122.0,1422.0,0.141,1133.4,45.681,1.487
6.768,8.944,8.944,4.156,6.102,2.5,3.497,0.17,15.734,4.667,20.012,18.595,0,17.095,6.659,3.544,1130.45,1.819,7.727,2.748,6.351,27.25,55.051,0,2.215,2.215,2.075,806.0,5.416,6.236,716.0,3.13,0,763.711,3.216,15.047,5.446,5.561,38.012,2.623,756.158,3.792,295.0,3.073,4.81,8.922,1.0,1.0,0,873.959,0.098,6.507,5.047,0.089,647.0,22.917,7.429,251.828,296.92,118.639,0.482,0,124090.0,1383.0,0.142,1136.55,45.681,1.514
6.999,8.712,8.712,4.145,6.063,2.452,3.429,0.17,15.226,4.667,19.306,17.966,0,16.503,6.548,3.533,1062.47,1.636,7.523,2.708,6.351,25.25,48.633,0,2.197,2.197,1.964,762.0,5.312,6.185,663.0,2.95,0,707.369,3.127,14.75,5.353,5.507,36.042,2.623,703.51,3.776,260.0,3.106,4.752,8.731,0.971,0.971,0,827.849,0.106,6.473,4.806,0.098,590.0,22.083,7.429,243.611,277.253,113.139,0.433,0,106748.0,1237.0,0.158,1052.22,43.581,1.441
7.492,8.555,8.555,4.099,6.021,2.286,3.409,0.17,15.298,4.889,19.406,18.055,0,16.591,6.508,3.293,937.22,1.636,7.522,2.554,4.843,24.75,44.565,0,1.919,1.919,1.833,664.0,5.292,6.23,608.0,3.227,0,645.065,2.888,15.05,5.306,5.473,35.995,2.492,611.554,3.795,260.0,2.979,4.914,8.651,0.966,0.966,0,717.018,0.106,6.029,4.82,0.098,602.0,21.667,4.98,260.972,269.266,96.667,0.362,0,85652.0,1262.0,0.158,942.26,42.724,1.45
6.332,8.64,8.64,4.144,6.04,2.405,3.397,0.17,15.667,4.889,19.901,18.502,0,17.01,6.601,3.533,930.75,1.636,7.696,2.709,4.847,25.5,49.347,0,2.182,2.182,1.995,650.0,5.371,6.211,625.0,3.214,0,664.575,3.12,15.098,5.322,5.501,36.641,2.618,634.782,3.796,271.0,3.143,4.859,8.682,0.975,0.975,0,699.526,0.102,6.04,4.934,0.093,619.0,21.5,4.956,256.533,265.082,97.222,0.428,0,89930.0,1330.0,0.151,967.78,42.438,1.476
7.924,9.163,9.163,4.165,6.174,2.551,3.527,0.17,15.683,5.111,19.911,18.513,0,17.024,6.683,3.547,1141.35,1.802,7.739,2.767,6.351,27.75,55.771,0,2.222,2.222,2.083,812.0,5.438,6.273,727.0,3.214,0,774.674,3.223,15.864,5.935,5.585,38.859,2.623,767.51,3.869,304.0,3.169,4.859,9.283,1.0,1.0,0,880.398,0.096,6.523,5.116,0.088,698.0,23.75,7.429,265.832,303.253,120.472,0.487,0,134033.0,1486.0,0.142,1153.24,46.981,1.489
7.634,9.163,9.163,4.165,6.174,2.551,3.527,0.17,15.683,5.111,19.911,18.513,0,17.024,6.683,3.547,1141.35,1.802,7.739,2.767,6.351,27.75,55.771,0,2.222,2.222,2.083,812.0,5.438,6.273,727.0,3.214,0,774.674,3.223,15.864,5.935,5.585,38.859,2.623,767.51,3.869,304.0,3.169,4.859,9.283,1.0,1.0,0,880.398,0.096,6.523,5.116,0.088,698.0,23.75,7.429,265.832,303.253,120.472,0.487,0,134033.0,1486.0,0.142,1153.24,46.981,1.489
7.911,9.161,9.161,4.228,6.173,2.461,3.528,0.17,15.723,5.778,19.957,18.557,0,17.069,6.674,3.547,1090.43,1.758,7.743,2.71,6.351,26.75,54.017,0,2.221,2.221,2.059,776.0,5.425,6.343,695.0,3.22,0,738.855,3.216,15.326,5.928,5.554,38.06,2.623,728.237,3.818,293.0,3.174,4.778,9.0,1.0,1.0,0,841.735,0.098,6.439,5.016,0.09,659.0,23.25,7.429,256.312,293.221,116.972,0.534,0,120872.0,1408.0,0.151,1098.88,45.514,1.445
7.903,8.634,8.634,4.143,6.039,2.408,3.555,0.17,15.662,4.889,19.896,18.497,0,17.005,6.591,3.491,941.75,1.636,7.69,2.709,4.867,24.75,47.126,0,2.109,2.109,1.865,662.0,5.357,6.192,623.0,3.215,0,660.547,3.012,14.625,5.311,5.451,35.891,2.623,621.1,3.752,260.0,3.132,4.682,8.484,0.973,0.973,0,715.317,0.104,6.005,4.858,0.096,585.0,21.0,4.989,235.129,273.723,95.833,0.391,0,89777.0,1262.0,0.155,963.55,40.757,1.441
8.231,8.634,8.634,4.143,6.039,2.296,3.396,0.17,15.662,4.889,19.896,18.497,0,17.005,6.591,3.491,882.95,1.636,7.69,2.709,4.807,24.5,47.01,0,2.109,2.109,2.002,614.0,5.357,6.192,599.0,3.22,0,635.755,3.088,14.625,5.311,5.462,35.891,2.507,604.237,3.752,260.0,3.132,4.778,8.484,0.973,0.973,0,662.081,0.104,6.004,4.858,0.096,585.0,21.0,4.931,247.013,258.204,93.722,0.391,0,80567.0,1262.0,0.155,926.41,40.971,1.443
7.876,8.667,8.667,4.148,6.049,2.426,3.501,0.17,15.678,5.333,19.913,18.513,0,17.022,6.626,3.546,899.25,1.636,7.709,2.709,4.804,25.5,48.707,0,2.22,2.22,2.053,624.0,5.394,6.256,613.0,3.239,0,650.163,3.202,15.214,5.79,5.51,37.363,2.623,618.237,3.813,282.0,3.16,4.719,8.852,1.0,1.0,0,672.67,0.1,6.051,4.984,0.091,639.0,22.333,4.93,267.138,268.204,97.056,0.464,0,87009.0,1369.0,0.148,948.33,43.571,1.531
7.627,8.641,8.641,4.144,6.04,2.416,3.429,0.17,15.667,4.889,19.902,18.503,0,17.01,6.61,3.539,938.23,1.636,7.699,2.709,4.842,26.0,49.855,0,2.198,2.198,2.002,654.0,5.384,6.243,633.0,3.234,0,670.07,3.134,15.619,5.326,5.519,37.411,2.623,643.692,3.844,282.0,3.145,4.86,8.911,1.0,1.0,0,703.134,0.1,6.068,5.02,0.091,656.0,22.0,4.952,267.166,269.746,98.722,0.428,0,93461.0,1404.0,0.148,978.96,43.738,1.563
6.457,8.566,8.566,4.061,6.023,2.166,3.555,0.17,15.298,4.667,19.43,18.07,0,16.598,6.533,3.306,848.79,1.604,7.514,2.481,4.691,25.0,43.422,0,2.005,2.005,1.895,592.0,5.332,6.237,572.0,3.227,0,604.934,2.978,14.22,5.299,5.471,36.407,2.426,577.237,3.694,271.0,2.81,4.733,8.326,1.0,1.0,0,637.581,0.102,6.034,4.889,0.095,583.0,21.167,4.899,268.385,260.204,93.222,0.366,0,76984.0,1256.0,0.153,884.21,43.471,1.452
7.508,8.68,8.68,4.125,6.057,1.982,3.209,0.17,15.554,5.111,19.811,18.402,0,16.913,6.491,3.321,903.26,1.612,7.542,2.601,6.351,23.25,44.614,0,1.937,1.937,1.865,640.0,5.25,6.257,581.0,2.985,1,619.835,2.906,14.892,5.273,5.458,33.856,2.137,633.057,3.774,227.0,2.99,4.831,8.349,0.754,0.754,0,692.14,0.116,6.363,4.577,0.107,551.0,20.25,7.429,236.859,229.06,103.25,0.37,0,74126.0,1165.0,0.179,922.88,40.71,1.46
6.967,8.68,8.68,4.125,6.057,1.872,3.243,0.17,15.554,5.111,19.811,18.402,0,16.913,6.491,3.321,724.7,1.464,7.542,2.601,4.677,22.5,40.223,0,1.937,1.937,1.886,496.0,5.25,6.179,509.0,3.141,1,544.236,2.915,14.892,5.273,5.439,33.856,2.134,533.057,3.774,227.0,2.99,4.624,8.349,0.754,0.754,0,532.627,0.116,5.966,4.577,0.109,551.0,20.25,4.869,252.504,212.043,85.25,0.37,0,55892.0,1165.0,0.179,788.96,40.067,1.466
7.939,8.675,8.675,4.158,6.055,2.215,3.393,0.17,15.698,5.333,19.943,18.54,0,17.047,6.601,3.516,931.33,1.635,7.7,2.709,4.835,25.5,49.43,0,2.158,2.158,1.957,650.0,5.371,6.219,626.0,3.212,0,665.231,3.073,15.073,5.299,5.502,36.609,2.556,635.782,3.791,271.0,3.108,4.888,8.637,0.948,0.948,0,699.291,0.102,6.036,4.92,0.094,618.0,21.5,4.949,256.533,265.082,97.222,0.395,0,89034.0,1328.0,0.151,970.82,42.438,1.479
7.801,8.648,8.648,4.165,6.047,2.143,3.396,0.17,15.684,5.556,19.918,18.519,0,17.028,6.601,3.544,931.39,1.636,7.7,2.709,4.856,25.5,49.271,0,2.206,2.206,2.038,650.0,5.371,6.237,626.0,3.217,0,665.429,3.158,15.122,5.778,5.502,36.677,2.448,635.782,3.823,271.0,3.198,4.84,8.731,1.0,1.0,0,699.365,0.102,6.034,4.943,0.093,620.0,21.5,4.966,256.533,265.082,97.222,0.432,0,90826.0,1332.0,0.151,971.55,42.438,1.475
