pXC50,MATS3v,SM05_EA.ri.,D.Dtr08,MATS3p,SM14_EA,SM06_EA.ri.,SM08_EA.ri.,Eig01_AEA.ri.,SpMax_AEA.ri.,SM11_EA.ri.,SM03_EA.ri.,SM07_EA.ri.,SM09_EA.ri.,SM10_EA.ri.,SM13_EA,SM12_EA,Eig01_AEA.ed.,SpMax_AEA.ed.,SpMAD_AEA.bo.,Eig01_EA.ri.,SpMax_EA.ri.,SM15_EA,SpDiam_EA.ed.,SM15_AEA.ed.,SM12_EA.ri.,PHI,S2K,S3K,X1A,SpDiam_AEA.ri.,C.003,Rbrid,RCI,RFD,SsssCH,SpMAD_EA.ed.,SM13_EA.ri.,PW2,SpDiam_EA.ri.,SM11_EA.ed.,SM12_EA.ed.,X4v,nR08,SM14_EA.ri.,SM15_EA.ri.,SpDiam_AEA.ed.,SM09_EA,SM10_EA,SM08_EA.ed.,SM09_EA.ed.,RBN,RBF,nRCONR2,SpMin1_Bh.m.,SpMin1_Bh.p.,SpMin1_Bh.s.,SpMin1_Bh.v.,Uindex,SM10_EA.ed.,nCIR,SpMAD_EA.ri.,X3A
5.618,-0.148,6.566,81.435,-0.17,17.405,8.041,10.154,4.403,4.403,13.504,4.139,8.876,11.18,12.388,16.197,15.016,7.158,7.158,1.552,3.346,3.346,18.606,20.184,29.834,14.693,4.803,7.495,3.418,0.427,5.44,0,2,1.167,0.167,0.0,4.627,15.851,0.592,5.346,27.931,30.454,4.395,1,17.04,18.219,6.96,11.447,12.669,20.507,22.921,3,0.059,0,2.032,2.02,1.2,2.022,41.21,25.452,8,1.466,0.167
6.0,-0.015,6.321,0.0,-0.03,16.657,7.758,9.796,4.238,4.238,13.04,3.934,8.561,10.789,11.958,15.496,14.374,6.848,6.848,1.503,3.218,3.218,17.804,18.946,29.142,14.192,5.978,8.624,4.416,0.439,5.342,0,1,1.095,0.095,0.181,4.233,15.316,0.579,5.171,26.785,29.217,4.099,0,16.467,17.611,6.65,10.946,12.136,19.686,21.972,5,0.085,0,2.025,2.085,1.275,2.067,42.116,24.423,5,1.434,0.181
6.0,-0.016,6.287,0.0,-0.08,16.62,7.801,9.849,4.239,4.239,13.086,3.868,8.565,10.82,12.015,15.457,14.336,6.845,6.845,1.514,3.229,3.229,17.766,18.932,29.129,14.251,5.286,7.997,3.924,0.441,5.278,0,1,1.091,0.091,0.18,4.165,15.37,0.572,5.229,26.768,29.199,3.928,0,16.528,17.671,6.646,10.89,12.094,19.672,21.958,4,0.074,0,2.097,2.093,1.476,2.09,39.912,24.408,5,1.472,0.181
6.079,0.009,6.598,85.228,-0.014,17.461,8.064,10.178,4.409,4.409,13.527,4.177,8.905,11.206,12.411,16.255,15.076,7.161,7.161,1.549,3.35,3.35,18.661,20.2,29.878,14.715,5.698,8.343,3.854,0.426,5.446,0,2,1.167,0.167,0.21,4.688,15.874,0.597,5.35,27.955,30.478,5.356,1,17.061,18.241,6.963,11.515,12.732,20.541,22.949,3,0.053,0,2.094,2.034,1.476,2.055,43.204,25.479,8,1.449,0.168
6.416,-0.025,6.323,0.0,-0.108,16.64,7.806,9.838,4.233,4.233,13.053,3.942,8.571,10.804,11.988,15.48,14.363,6.845,6.845,1.515,3.214,3.214,17.783,18.932,29.138,14.209,5.429,8.138,4.115,0.439,5.281,0,1,1.091,0.091,0.121,4.229,15.322,0.579,5.214,26.77,29.2,3.803,0,16.474,17.611,6.646,10.934,12.129,19.68,21.962,4,0.075,0,2.095,2.088,1.476,2.078,42.157,24.411,5,1.453,0.181
6.038,-0.005,6.59,85.228,-0.007,17.461,8.053,10.169,4.409,4.409,13.524,4.168,8.897,11.2,12.405,16.255,15.076,7.161,7.161,1.549,3.35,3.35,18.661,20.2,29.878,14.712,5.673,8.321,3.842,0.426,5.445,0,2,1.167,0.167,0.0,4.688,15.872,0.597,5.35,27.955,30.478,5.057,1,17.06,18.24,6.963,11.515,12.732,20.541,22.949,3,0.054,0,2.041,2.021,1.39,2.026,43.204,25.479,8,1.444,0.168
6.334,-0.008,6.289,0.0,-0.083,16.673,7.785,9.821,4.24,4.24,13.044,3.901,8.548,10.789,11.977,15.509,14.387,6.851,6.851,1.516,3.216,3.216,17.821,18.966,29.151,14.203,5.676,8.36,4.252,0.439,5.293,0,1,1.091,0.091,0.141,4.232,15.319,0.578,5.216,26.801,29.235,3.958,0,16.472,17.611,6.653,10.946,12.145,19.703,21.987,4,0.075,0,2.095,2.083,1.476,2.076,42.086,24.44,5,1.44,0.18
7.951,0.011,6.238,0.0,-0.026,16.937,7.756,9.779,4.282,4.282,12.976,3.856,8.493,10.729,11.921,15.757,14.611,7.013,7.013,1.52,3.198,3.198,18.106,19.479,29.453,14.135,6.455,9.053,4.615,0.438,5.304,1,0,1.0,0.0,0.645,4.329,15.241,0.584,5.198,27.358,29.84,4.614,0,16.392,17.524,6.815,11.123,12.326,20.06,22.43,4,0.073,0,2.114,2.033,1.492,2.063,44.329,24.924,4,1.404,0.179
5.581,-0.201,6.618,89.251,-0.22,17.461,8.075,10.184,4.403,4.403,13.526,4.213,8.915,11.209,12.412,16.261,15.086,7.158,7.158,1.563,3.347,3.347,18.656,20.186,29.888,14.712,5.62,8.305,3.914,0.425,5.444,0,2,1.167,0.167,0.0,4.744,15.867,0.601,5.347,27.948,30.467,4.911,1,17.053,18.23,6.462,11.542,12.752,20.546,22.949,3,0.059,0,2.032,2.019,1.2,2.021,45.346,25.475,8,1.434,0.167
8.367,-0.003,6.395,0.0,-0.063,16.69,7.858,9.878,4.242,4.242,13.088,4.042,8.624,10.846,12.022,15.53,14.41,6.851,6.851,1.504,3.22,3.22,17.836,18.966,29.16,14.242,6.174,8.995,4.747,0.44,5.294,0,1,1.087,0.087,0.108,4.222,15.356,0.582,5.22,26.803,29.236,4.115,0,16.506,17.644,6.649,10.987,12.176,19.71,21.992,4,0.068,0,2.047,2.09,1.336,2.075,46.708,24.443,5,1.444,0.182
10.886,-0.02,6.562,0.0,-0.042,17.289,8.043,10.111,4.358,4.358,13.386,4.158,8.839,11.104,12.299,16.099,14.94,7.127,7.127,1.518,3.292,3.292,18.471,20.059,29.804,14.557,6.581,9.626,4.589,0.433,5.396,0,2,1.154,0.154,0.0,4.486,15.69,0.588,5.292,27.839,30.35,4.977,0,16.859,18.015,6.68,11.427,12.633,20.46,22.856,4,0.069,0,2.021,2.026,1.292,2.027,49.601,25.375,8,1.408,0.171
7.83,0.043,6.491,0.0,0.027,17.304,7.985,10.076,4.369,4.369,13.386,4.071,8.794,11.083,12.286,16.107,14.939,7.132,7.132,1.532,3.305,3.305,18.492,20.075,29.8,14.565,5.906,8.662,4.067,0.429,5.404,0,2,1.16,0.16,0.0,4.549,15.709,0.59,5.305,27.848,30.361,5.119,0,16.885,18.05,6.934,11.401,12.616,20.459,22.859,3,0.054,0,2.08,2.07,1.39,2.077,43.204,25.381,8,1.426,0.168
6.775,0.081,6.468,0.0,0.061,17.25,7.974,10.056,4.356,4.356,13.351,4.029,8.773,11.056,12.257,16.055,14.89,7.126,7.126,1.516,3.292,3.292,18.435,20.056,29.785,14.526,5.958,8.852,4.089,0.432,5.392,0,2,1.154,0.154,0.0,4.423,15.664,0.583,5.292,27.83,30.342,5.089,0,16.835,17.995,6.928,11.355,12.571,20.442,22.843,3,0.051,0,2.048,2.033,1.39,2.037,43.151,25.364,8,1.432,0.17
7.588,-0.014,6.55,0.0,-0.032,17.328,8.03,10.102,4.359,4.359,13.382,4.158,8.829,11.097,12.293,16.142,14.985,7.127,7.127,1.534,3.292,3.292,18.507,20.06,29.839,14.554,6.748,9.629,4.676,0.429,5.397,0,2,1.154,0.154,0.0,4.59,15.688,0.597,5.292,27.847,30.356,5.175,0,16.857,18.014,6.638,11.484,12.684,20.482,22.87,3,0.056,0,2.021,2.026,1.292,2.027,49.546,25.387,8,1.392,0.171
7.069,-0.1,6.347,0.0,-0.102,16.92,7.847,9.887,4.205,4.205,13.079,3.946,8.613,10.848,12.028,15.76,14.633,6.776,6.776,1.547,3.141,3.141,18.064,18.421,29.336,14.223,4.409,6.918,3.15,0.425,5.246,1,4,1.261,0.348,0.092,4.534,15.314,0.591,5.141,26.966,29.374,4.671,0,16.445,17.556,6.454,11.173,12.374,19.896,22.186,3,0.056,0,2.112,2.103,1.493,2.109,35.645,24.615,7,1.46,0.173
4.416,0.073,6.648,0.0,0.063,17.752,8.097,10.295,4.512,4.512,13.786,4.177,9.015,11.387,12.617,16.506,15.279,7.553,7.553,1.51,3.455,3.455,18.995,21.719,30.438,15.007,6.858,9.415,5.114,0.437,5.55,0,0,1.0,0.0,-0.13,4.386,16.211,0.585,5.455,28.74,31.35,6.088,0,17.435,18.655,7.355,11.598,12.847,20.996,23.539,4,0.067,0,2.096,2.098,1.491,2.116,46.595,26.154,4,1.444,0.177
5.242,-0.114,6.653,0.0,-0.128,17.598,8.102,10.269,4.473,4.473,13.707,4.204,8.994,11.337,12.557,16.365,15.155,7.448,7.448,1.523,3.422,3.422,18.826,21.174,30.241,14.916,6.121,8.965,4.984,0.439,5.511,0,0,1.0,0.0,0.0,4.33,16.104,0.584,5.422,28.359,30.933,4.441,0,17.316,18.523,7.25,11.518,12.756,20.735,23.234,5,0.096,0,2.049,2.081,1.22,2.095,48.962,25.813,4,1.454,0.182
7.222,-0.089,6.577,0.0,-0.049,17.361,7.98,10.026,4.343,4.343,13.246,4.225,8.803,11.017,12.175,16.175,15.013,7.152,7.152,1.543,3.225,3.225,18.543,20.071,29.9,14.387,6.619,9.298,4.56,0.435,5.409,0,0,1.0,0.0,0.0,4.619,15.496,0.6,5.225,27.875,30.386,4.025,0,16.636,17.767,6.515,11.507,12.702,20.5,22.895,5,0.089,0,1.978,2.032,1.153,2.008,54.065,25.412,4,1.425,0.176
7.602,-0.103,6.525,0.0,-0.081,17.361,7.938,9.981,4.342,4.342,13.199,4.171,8.753,10.969,12.13,16.175,15.013,7.152,7.152,1.543,3.22,3.22,18.543,20.071,29.9,14.341,7.123,9.724,4.814,0.435,5.408,0,0,1.0,0.0,0.0,4.619,15.45,0.6,5.22,27.875,30.386,4.514,0,16.591,17.722,6.515,11.507,12.702,20.5,22.895,5,0.089,0,1.978,2.009,1.153,1.996,54.065,25.412,4,1.4,0.176
5.301,-0.199,6.634,86.125,-0.215,17.414,8.087,10.19,4.403,4.403,13.526,4.23,8.924,11.213,12.414,16.208,15.03,7.158,7.158,1.554,3.346,3.346,18.613,20.184,29.838,14.711,5.035,7.739,3.622,0.426,5.441,0,2,1.167,0.167,0.0,4.675,15.866,0.598,5.346,27.932,30.455,4.51,1,17.052,18.229,6.572,11.472,12.689,20.51,22.923,3,0.056,0,2.038,2.023,1.2,2.026,43.29,25.453,8,1.47,0.168
7.097,-0.046,6.441,0.0,0.006,17.353,7.845,10.039,4.374,4.374,13.464,3.967,8.792,11.125,12.322,16.154,14.973,7.241,7.241,1.504,3.327,3.327,18.548,19.754,29.979,14.648,6.646,8.559,4.497,0.446,5.537,1,0,1.059,0.0,0.472,4.331,15.815,0.579,5.327,28.171,30.705,5.802,0,16.998,18.177,6.973,11.404,12.619,20.642,23.124,3,0.055,0,2.117,2.065,1.548,2.09,41.447,25.654,3,1.375,0.181
8.262,0.338,5.993,0.0,0.046,16.885,7.319,9.513,4.276,4.276,12.922,3.591,8.305,10.61,11.783,15.708,14.545,7.001,7.001,1.457,3.223,3.223,18.058,18.709,29.365,14.088,6.346,7.057,4.639,0.467,5.327,0,0,1.0,0.0,0.0,4.234,15.243,0.572,5.165,27.317,29.789,2.75,0,16.409,17.571,6.733,11.038,12.225,19.97,22.389,6,0.207,0,1.806,1.893,0.971,1.898,41.456,24.863,1,1.247,0.195
8.398,0.097,6.043,0.0,0.079,16.701,7.52,9.646,4.274,4.274,13.006,3.578,8.375,10.688,11.888,15.515,14.351,6.993,6.993,1.397,3.242,3.242,17.878,18.307,29.205,14.184,12.33,13.993,10.587,0.486,5.279,0,0,1.0,0.0,0.0,3.373,15.335,0.53,5.242,27.244,29.721,4.597,0,16.507,17.671,6.975,10.814,12.028,19.847,22.296,15,0.25,0,2.073,1.987,1.443,2.025,77.15,24.776,1,1.323,0.215
7.699,-0.005,5.687,0.0,-0.045,16.177,7.222,9.322,4.17,4.17,12.649,3.219,8.031,10.344,11.546,15.016,13.877,6.688,6.688,1.285,3.159,3.159,17.327,16.137,28.506,13.818,19.005,18.907,20.296,0.505,5.154,0,0,0.0,0.0,0.0,2.898,14.951,0.517,5.142,26.134,28.51,4.078,0,16.108,17.252,6.682,10.389,11.594,19.013,21.38,20,0.294,0,2.091,1.997,1.461,2.034,134.388,23.759,0,1.285,0.257
7.854,0.166,6.007,0.0,0.094,16.889,7.46,9.598,4.282,4.282,12.98,3.591,8.335,10.654,11.853,15.711,14.551,7.002,7.002,1.38,3.241,3.241,18.061,18.713,29.366,14.159,13.255,14.199,10.492,0.478,5.334,0,0,1.0,0.0,0.0,3.667,15.314,0.548,5.209,27.319,29.791,5.013,0,16.488,17.655,6.985,11.039,12.237,19.972,22.391,15,0.259,0,2.073,1.98,1.443,2.021,82.149,24.865,1,1.263,0.209
7.2,-0.035,6.199,0.0,-0.033,16.684,7.728,9.731,4.23,4.23,12.903,3.771,8.451,10.672,11.855,15.52,14.397,6.859,6.859,1.495,3.173,3.173,17.831,18.845,29.098,14.053,4.881,7.805,3.728,0.433,5.287,0,1,1.08,0.08,0.0,4.207,15.151,0.572,5.173,26.881,29.32,4.071,0,16.293,17.416,6.661,10.952,12.153,19.717,22.041,6,0.107,0,2.043,2.036,1.232,2.037,37.645,24.491,6,1.449,0.177
8.74,-0.057,6.566,0.0,-0.046,17.754,7.973,10.188,4.495,4.495,13.67,4.111,8.927,11.289,12.506,16.509,15.278,7.476,7.476,1.51,3.409,3.409,18.997,21.509,30.367,14.878,4.664,6.412,3.248,0.437,5.589,2,2,1.286,0.286,0.819,4.605,16.07,0.589,5.409,28.543,31.124,4.344,0,17.279,18.485,7.386,11.582,12.83,20.898,23.406,4,0.073,0,2.153,2.131,1.514,2.137,36.715,25.992,6,1.462,0.167
7.393,-0.045,6.566,0.0,-0.034,17.754,7.973,10.188,4.495,4.495,13.67,4.111,8.927,11.289,12.506,16.509,15.278,7.476,7.476,1.51,3.409,3.409,18.997,21.509,30.367,14.878,4.664,6.412,3.248,0.437,5.589,2,2,1.286,0.286,0.725,4.605,16.07,0.589,5.409,28.543,31.124,4.303,0,17.279,18.485,7.386,11.582,12.83,20.898,23.406,4,0.073,0,2.152,2.129,1.507,2.136,36.715,25.992,6,1.462,0.167
6.108,0.013,5.428,0.0,0.035,15.464,7.024,8.856,3.974,3.974,11.756,3.165,7.557,9.657,10.819,14.351,13.292,6.271,6.271,1.358,2.894,2.894,16.547,15.439,27.576,12.858,13.721,15.785,15.554,0.49,5.0,0,0,1.0,0.0,-0.3,3.016,13.86,0.522,4.877,24.719,26.974,2.428,0,14.938,15.971,6.265,9.971,11.154,18.035,20.223,15,0.238,0,2.043,1.961,1.335,1.991,77.822,22.493,1,1.307,0.234
9.155,-0.059,6.522,0.0,-0.057,17.477,7.965,10.159,4.378,4.378,13.585,4.02,8.892,11.238,12.445,16.279,15.1,7.241,7.241,1.508,3.337,3.337,18.669,20.04,30.089,14.774,5.861,8.179,3.941,0.437,5.49,0,1,1.143,0.095,0.0,4.443,15.941,0.583,5.337,28.25,30.777,4.874,0,17.126,18.305,6.973,11.528,12.747,20.75,23.218,2,0.038,0,2.133,2.126,1.539,2.132,39.976,25.743,5,1.381,0.177
5.593,0.013,5.428,0.0,0.035,15.464,7.024,8.856,3.974,3.974,11.756,3.165,7.557,9.657,10.819,14.351,13.292,6.271,6.271,1.358,2.894,2.894,16.547,15.439,27.576,12.858,13.721,15.785,15.554,0.49,5.0,0,0,1.0,0.0,-0.3,3.016,13.86,0.522,4.877,24.719,26.974,2.428,0,14.938,15.971,6.265,9.971,11.154,18.035,20.223,15,0.238,0,2.043,1.961,1.335,1.991,77.822,22.493,1,1.307,0.234
5.6,-0.012,6.182,0.0,-0.016,16.682,7.737,9.734,4.23,4.23,12.898,3.771,8.438,10.664,11.856,15.516,14.395,6.859,6.859,1.499,3.173,3.173,17.828,18.845,29.097,14.052,5.356,8.421,4.084,0.435,5.272,0,1,1.077,0.077,0.0,4.163,15.148,0.57,5.173,26.881,29.32,4.248,0,16.292,17.414,6.661,10.942,12.152,19.716,22.04,6,0.102,0,2.068,2.058,1.416,2.063,39.593,24.491,6,1.447,0.178
5.886,0.01,5.158,0.0,0.003,15.833,6.434,8.397,4.02,4.02,11.431,2.976,7.262,9.349,10.428,14.699,13.575,6.394,6.394,1.285,2.828,2.828,16.961,15.093,27.83,12.488,6.361,6.416,11.009,0.506,4.999,0,0,0.0,0.0,0.0,3.29,13.511,0.538,4.706,25.274,27.572,1.604,0,14.558,15.591,6.354,10.17,11.325,18.387,20.676,7,0.25,0,2.047,1.971,1.41,2.018,37.646,22.978,0,1.285,0.253
7.921,0.071,6.195,0.0,0.084,16.823,7.622,9.739,4.289,4.289,13.091,3.816,8.489,10.783,11.974,15.639,14.476,7.013,7.013,1.39,3.253,3.253,17.999,18.557,29.309,14.265,12.505,14.014,11.534,0.477,5.304,0,0,1.0,0.0,-0.216,3.593,15.414,0.55,5.253,27.354,29.837,4.959,0,16.585,17.748,6.996,10.956,12.16,19.954,22.398,16,0.25,0,2.073,2.077,1.443,2.047,87.135,24.883,1,1.359,0.207
6.47,0.005,6.215,0.0,0.021,16.76,7.741,9.769,4.233,4.233,12.967,3.771,8.489,10.727,11.911,15.596,14.472,6.86,6.86,1.514,3.175,3.175,17.907,18.854,29.205,14.117,4.856,7.781,3.588,0.434,5.337,0,1,1.077,0.077,0.0,4.25,15.218,0.571,5.175,26.945,29.377,3.713,0,16.359,17.482,6.662,11.013,12.22,19.805,22.122,5,0.093,0,2.039,2.048,1.282,2.046,37.603,24.565,6,1.443,0.176
7.0,-0.027,6.182,0.0,0.015,16.682,7.719,9.722,4.23,4.23,12.895,3.771,8.436,10.662,11.848,15.516,14.395,6.859,6.859,1.499,3.173,3.173,17.828,18.845,29.097,14.047,5.33,8.397,4.069,0.435,5.333,0,1,1.077,0.077,0.0,4.163,15.146,0.57,5.173,26.881,29.32,3.89,0,16.289,17.413,6.661,10.942,12.152,19.716,22.04,6,0.105,0,2.043,2.048,1.282,2.046,39.593,24.491,6,1.43,0.178
8.007,0.103,6.503,0.0,0.088,17.334,7.999,10.086,4.366,4.366,13.385,4.071,8.806,11.09,12.29,16.14,14.974,7.142,7.142,1.519,3.297,3.297,18.52,20.122,29.878,14.561,6.389,9.258,4.292,0.431,5.401,0,2,1.154,0.154,0.0,4.49,15.7,0.587,5.297,27.911,30.424,5.41,0,16.871,18.032,6.944,11.439,12.653,20.525,22.925,3,0.051,0,2.041,2.026,1.39,2.027,45.191,25.446,8,1.417,0.169
7.377,-0.036,6.58,0.0,-0.033,17.35,8.013,10.244,4.388,4.388,13.726,4.071,8.973,11.348,12.566,16.149,14.965,7.298,7.298,1.444,3.386,3.386,18.545,19.799,30.068,14.929,8.787,10.594,6.304,0.46,5.388,2,0,1.0,0.0,0.329,4.117,16.113,0.566,5.386,27.905,30.409,4.707,0,17.313,18.508,7.228,11.385,12.602,20.473,22.917,10,0.147,0,2.15,2.104,1.547,2.12,58.409,25.426,2,1.42,0.187
8.161,0.005,5.158,0.0,0.002,15.835,6.555,8.458,4.02,4.02,11.431,2.976,7.262,9.349,10.458,14.699,13.58,6.394,6.394,1.279,2.828,2.828,16.961,15.093,27.831,12.501,10.011,10.076,14.974,0.504,5.013,0,0,0.0,0.0,0.0,3.092,13.511,0.528,4.769,25.274,27.572,2.311,0,14.565,15.591,6.376,10.17,11.337,18.388,20.676,11,0.275,0,2.073,1.987,1.441,2.029,61.912,22.978,0,1.282,0.252
