pXC50,SpMax2_Bh.p.,JGI3,SpMax3_Bh.i.,SpMax2_Bh.v.,SpMax3_Bh.e.,SpMax3_Bh.p.,SpMax3_Bh.v.,SpMax3_Bh.m.,GGI3,RBF,RBN,SpMin2_Bh.i.,IDE,NNRS,RCI,RFD,SpMaxA_AEA.ri.,X3A,HVcpx,SpMax2_Bh.m.,PW4,SpMin2_Bh.e.,Vindex,Yindex,PHI,S2K,AECC,SpMAD_AEA.ed.,SM04_EA.ed.,SpDiam_AEA.ri.,SpMaxA_AEA.ed.,SpMaxA_EA.ed.,SpMaxA_EA.ri.,X4A,X5A,MSD,PW5,NRS,S3K,SpMaxA_EA,SpMax2_Bh.e.,D.Dtr06,BIC4,BIC5,Eig01_AEA.ed.,MATS2v,MWC08,MWC09,MWC10,nCIR,Rbrid,SM03_EA.ed.,SM05_EA.ed.,SM07_EA,SM08_AEA.ed.,SM08_EA,SM09_AEA.ed.,SM09_EA,SM10_AEA.ed.,SM10_EA,SM11_AEA.ed.
8.398,3.849,0.021,3.904,3.848,3.852,3.723,3.717,3.738,0.813,0.107,6,1.875,3.914,0.75,1.091,0.091,0.131,0.193,3.733,3.867,0.168,1.901,0.148,0.376,5.814,8.645,13.815,1.473,10.118,4.981,0.206,0.308,0.098,0.125,0.083,7.981,0.097,3,4.941,0.098,3.931,351.275,0.827,0.84,6.186,-0.031,9.983,10.826,11.674,5,1,7.081,11.587,8.204,15.497,9.506,17.222,10.292,18.957,11.461,20.702
6.939,3.754,0.061,3.72,3.77,3.68,3.558,3.557,3.584,2.271,0.065,3,1.737,3.206,0.5,1.222,0.222,0.187,0.167,3.052,3.839,0.206,1.773,0.229,0.666,3.424,5.321,8.455,1.579,11.291,5.742,0.321,0.615,0.145,0.104,0.066,5.082,0.109,2,2.271,0.147,3.897,88.15,0.894,0.894,8.017,0.082,10.356,11.291,12.231,7,2,8.143,13.668,9.276,16.872,10.607,18.891,11.819,20.927,13.118,22.977
7.481,3.819,0.034,3.844,3.81,3.787,3.675,3.663,3.655,1.028,0.115,6,1.787,3.579,1.0,1.0,0.0,0.162,0.192,3.409,3.816,0.147,1.841,0.202,0.529,4.948,6.932,10.818,1.522,10.075,4.931,0.253,0.366,0.121,0.125,0.08,6.381,0.078,3,4.655,0.12,3.92,161.252,0.767,0.767,6.084,0.008,9.813,10.659,11.509,3,0,7.144,11.63,8.299,15.541,9.51,17.285,10.375,19.036,11.491,20.791
8.0,3.815,0.03,3.835,3.807,3.78,3.671,3.658,3.65,0.778,0.114,5,1.779,3.447,1.0,1.0,0.0,0.176,0.194,3.306,3.814,0.147,1.83,0.211,0.56,4.164,6.052,10.0,1.502,9.894,4.909,0.275,0.396,0.132,0.125,0.082,5.835,0.084,3,4.141,0.13,3.911,142.769,0.786,0.786,6.058,-0.115,9.699,10.54,11.389,3,0,6.969,11.401,8.12,15.317,9.342,17.042,10.179,18.775,11.301,20.515
8.222,3.851,0.039,3.854,3.845,3.806,3.698,3.69,3.698,1.438,0.096,5,1.887,3.793,1.0,1.0,0.0,0.149,0.193,3.582,3.851,0.154,1.917,0.188,0.485,6.006,8.242,12.462,1.494,10.587,5.21,0.254,0.416,0.104,0.127,0.082,7.373,0.083,3,5.333,0.118,3.92,295.164,0.811,0.811,7.111,-0.073,9.964,10.803,11.662,3,0,7.644,12.531,8.844,16.186,10.1,18.06,11.136,19.95,12.331,21.853
8.0,3.797,0.048,3.839,3.808,3.783,3.665,3.654,3.648,1.778,0.116,5,1.772,3.492,1.0,1.0,0.0,0.167,0.192,3.294,3.829,0.163,1.804,0.215,0.577,4.888,6.745,10.304,1.604,10.573,5.249,0.275,0.447,0.119,0.118,0.074,6.118,0.082,3,3.84,0.13,3.923,163.886,0.784,0.784,6.87,-0.067,10.052,10.929,11.808,3,0,7.519,12.305,8.735,16.115,9.956,17.947,10.972,19.79,12.142,21.644
8.097,3.819,0.023,3.832,3.808,3.779,3.668,3.654,3.657,0.59,0.116,5,1.781,3.486,1.0,1.0,0.0,0.171,0.198,3.327,3.835,0.143,1.827,0.203,0.529,4.87,6.651,10.15,1.496,9.865,4.823,0.271,0.379,0.123,0.125,0.083,6.023,0.081,3,4.614,0.129,3.894,141.995,0.82,0.82,5.951,-0.068,9.683,10.522,11.365,3,0,6.952,11.335,8.116,15.297,9.335,17.012,10.17,18.734,11.29,20.461
7.585,3.852,0.016,3.864,3.843,3.82,3.705,3.698,3.706,0.5,0.164,10,1.894,4.035,1.0,1.0,0.0,0.132,0.208,3.841,3.835,0.158,1.927,0.153,0.373,8.21,11.156,14.808,1.409,9.551,4.732,0.201,0.278,0.094,0.139,0.094,8.68,0.087,3,7.26,0.097,3.916,310.057,0.808,0.824,5.616,-0.105,9.61,10.412,11.221,3,0,6.475,10.824,7.567,14.86,8.98,16.523,9.574,18.194,10.795,19.872
8.252,3.865,0.018,3.859,3.859,3.812,3.699,3.691,3.698,0.625,0.096,5,1.894,3.762,0.75,1.091,0.091,0.139,0.191,3.599,3.863,0.174,1.93,0.158,0.406,5.056,7.774,12.4,1.463,10.047,4.969,0.221,0.33,0.102,0.125,0.083,7.236,0.099,3,4.249,0.104,3.947,311.912,0.838,0.838,6.183,-0.066,9.916,10.759,11.607,5,1,6.986,11.531,8.103,15.422,9.427,17.153,10.208,18.895,11.389,20.646
7.26,3.815,0.028,3.834,3.807,3.781,3.671,3.659,3.65,0.778,0.125,6,1.782,3.531,1.0,1.0,0.0,0.169,0.195,3.39,3.813,0.151,1.832,0.205,0.54,4.717,6.72,10.667,1.499,9.941,4.913,0.263,0.38,0.126,0.126,0.081,6.147,0.082,3,4.391,0.125,3.911,152.01,0.791,0.791,6.06,-0.051,9.741,10.585,11.433,3,0,7.018,11.46,8.153,15.364,9.378,17.091,10.214,18.824,11.337,20.564
7.347,3.822,0.04,3.843,3.813,3.788,3.677,3.665,3.663,1.278,0.106,5,1.788,3.609,1.0,1.0,0.0,0.167,0.189,3.404,3.822,0.14,1.841,0.2,0.525,4.775,6.649,10.957,1.523,10.591,5.211,0.284,0.466,0.118,0.124,0.079,6.557,0.074,3,4.814,0.133,3.924,170.494,0.785,0.785,7.111,-0.097,9.934,10.782,11.648,3,0,7.695,12.556,8.897,16.199,10.126,18.073,11.178,19.962,12.36,21.864
8.398,3.837,0.019,3.855,3.83,3.808,3.696,3.688,3.692,0.5,0.122,6,1.876,3.675,1.0,1.0,0.0,0.154,0.203,3.513,3.824,0.162,1.904,0.184,0.471,5.633,8.117,11.591,1.429,9.523,4.733,0.234,0.325,0.109,0.135,0.091,6.835,0.089,3,4.959,0.114,3.899,241.091,0.777,0.799,5.617,-0.076,9.542,10.352,11.171,3,0,6.475,10.824,7.567,14.842,8.944,16.51,9.574,18.185,10.774,19.866
8.155,3.836,0.02,3.856,3.834,3.812,3.696,3.689,3.702,0.625,0.12,6,1.872,3.812,1.0,1.0,0.0,0.143,0.203,3.652,3.849,0.153,1.896,0.177,0.448,5.973,8.385,12.958,1.467,9.736,4.758,0.217,0.301,0.102,0.13,0.088,7.43,0.092,3,5.401,0.106,3.908,269.389,0.811,0.811,5.629,-0.048,9.701,10.521,11.346,3,0,6.763,11.037,7.876,15.083,9.168,16.746,9.864,18.415,11.016,20.089
6.324,3.674,0.061,3.72,3.678,3.674,3.549,3.545,3.564,2.271,0.06,3,1.734,3.206,0.5,1.222,0.222,0.187,0.167,3.052,3.722,0.206,1.772,0.229,0.666,3.732,5.607,8.455,1.579,11.291,5.751,0.321,0.615,0.145,0.104,0.066,5.082,0.109,2,2.422,0.147,3.834,88.15,0.893,0.893,8.017,0.049,10.356,11.291,12.231,7,2,8.143,13.668,9.276,16.872,10.607,18.891,11.819,20.927,13.118,22.977
7.292,3.834,0.028,3.869,3.826,3.824,3.739,3.731,3.728,0.965,0.109,6,1.826,3.75,1.0,1.0,0.0,0.14,0.189,3.575,3.831,0.162,1.874,0.163,0.422,4.986,7.536,12.24,1.49,10.22,4.966,0.22,0.326,0.105,0.124,0.081,7.112,0.088,4,4.581,0.104,3.944,275.008,0.796,0.796,6.169,-0.095,9.988,10.839,11.694,4,0,7.235,11.799,8.373,15.655,9.626,17.408,10.476,19.17,11.619,20.938
7.745,3.842,0.03,3.844,3.835,3.797,3.69,3.682,3.687,0.875,0.102,5,1.882,3.558,1.0,1.0,0.0,0.16,0.198,3.409,3.826,0.167,1.912,0.203,0.534,5.255,7.573,10.727,1.461,9.8,4.874,0.253,0.364,0.116,0.131,0.086,6.318,0.091,3,4.428,0.119,3.902,237.281,0.784,0.806,6.061,-0.096,9.664,10.491,11.329,3,0,6.742,11.244,7.876,15.196,9.191,16.921,9.951,18.657,11.121,20.4
8.097,3.819,0.03,3.832,3.809,3.779,3.674,3.66,3.677,0.778,0.114,5,1.781,3.447,1.0,1.0,0.0,0.176,0.194,3.306,3.835,0.147,1.831,0.211,0.56,4.425,6.278,10.0,1.502,9.894,4.907,0.275,0.396,0.132,0.125,0.082,5.835,0.084,3,4.319,0.13,3.908,142.769,0.786,0.786,6.058,-0.093,9.699,10.54,11.389,3,0,6.969,11.401,8.12,15.317,9.342,17.042,10.179,18.775,11.301,20.515
7.959,3.822,0.027,3.867,3.811,3.812,3.695,3.686,3.689,0.722,0.128,6,1.784,3.553,1.0,1.0,0.0,0.168,0.198,3.39,3.807,0.142,1.835,0.201,0.526,4.697,6.702,10.714,1.492,9.879,4.906,0.263,0.379,0.126,0.127,0.083,6.245,0.081,3,4.64,0.124,3.914,153.012,0.774,0.796,6.058,-0.122,9.698,10.533,11.374,3,0,6.969,11.383,8.112,15.31,9.335,17.031,10.157,18.76,11.276,20.496
8.699,3.754,0.014,3.846,3.744,3.791,3.675,3.662,3.656,0.375,0.096,5,1.818,3.567,1.0,1.0,0.0,0.161,0.202,3.415,3.748,0.162,1.865,0.195,0.506,5.703,7.956,10.762,1.439,9.517,4.737,0.244,0.339,0.114,0.133,0.089,6.375,0.091,3,4.826,0.119,3.867,223.692,0.789,0.789,5.619,-0.104,9.53,10.345,11.167,3,0,6.475,10.824,7.567,14.838,8.936,16.507,9.577,18.184,10.773,19.866
7.569,3.84,0.014,3.922,3.838,3.884,3.818,3.811,3.805,0.563,0.141,9,1.875,4.197,1.0,1.0,0.0,0.109,0.201,3.999,3.855,0.158,1.902,0.132,0.325,7.84,11.199,16.742,1.452,9.983,4.78,0.166,0.231,0.078,0.131,0.088,9.557,0.091,4,7.002,0.081,3.914,491.579,0.82,0.82,5.642,-0.057,9.97,10.791,11.617,4,0,6.986,11.296,8.082,15.321,9.405,16.988,10.079,18.661,11.248,20.339
8.523,3.842,0.03,3.846,3.837,3.8,3.69,3.684,3.694,0.938,0.102,5,1.881,3.634,1.0,1.0,0.0,0.154,0.198,3.488,3.839,0.162,1.909,0.198,0.519,5.425,7.717,11.435,1.479,9.886,4.878,0.242,0.35,0.112,0.129,0.085,6.603,0.092,3,4.634,0.115,3.907,251.397,0.814,0.814,6.061,-0.086,9.738,10.569,11.409,3,0,6.862,11.319,8.001,15.287,9.285,17.006,10.06,18.734,11.214,20.47
8.155,3.821,0.011,3.832,3.804,3.778,3.669,3.654,3.66,0.278,0.128,6,1.783,3.549,1.0,1.0,0.0,0.171,0.199,3.4,3.833,0.146,1.834,0.197,0.506,5.03,6.971,10.75,1.467,9.701,4.819,0.258,0.362,0.123,0.128,0.084,6.226,0.082,3,4.781,0.127,3.888,143.391,0.789,0.789,5.676,-0.082,9.617,10.451,11.287,3,0,6.823,11.136,7.928,15.071,9.171,16.754,9.941,18.441,11.066,20.132
7.658,3.849,0.024,3.9,3.848,3.846,3.717,3.712,3.73,0.938,0.107,6,1.875,3.853,0.75,1.091,0.091,0.135,0.19,3.651,3.867,0.174,1.901,0.154,0.394,5.814,8.645,13.259,1.478,10.253,5.092,0.217,0.341,0.101,0.123,0.082,7.722,0.099,3,4.74,0.102,3.93,338.8,0.834,0.846,6.515,-0.031,10.023,10.874,11.73,5,1,7.182,11.863,8.302,15.665,9.607,17.435,10.452,19.221,11.633,21.02
7.824,3.852,0.023,3.857,3.848,3.811,3.698,3.69,3.697,0.813,0.145,8,1.891,3.925,1.0,1.0,0.0,0.136,0.203,3.747,3.851,0.16,1.918,0.17,0.425,6.956,9.63,13.885,1.469,9.922,4.863,0.215,0.305,0.1,0.132,0.087,8.019,0.086,3,5.762,0.101,3.921,299.664,0.814,0.814,6.021,0.007,9.786,10.609,11.438,3,0,6.917,11.366,8.028,15.332,9.322,17.047,10.076,18.77,11.23,20.501
7.854,3.847,0.02,3.908,3.846,3.858,3.746,3.74,3.755,0.813,0.117,7,1.875,4.061,1.0,1.0,0.0,0.121,0.196,3.867,3.864,0.165,1.901,0.14,0.35,6.714,9.824,15.241,1.467,10.108,4.925,0.192,0.283,0.09,0.128,0.085,8.742,0.094,4,5.757,0.09,3.925,444.137,0.811,0.811,6.143,-0.049,9.989,10.823,11.661,4,0,7.081,11.57,8.188,15.493,9.498,17.212,10.252,18.942,11.42,20.681
6.243,3.743,0.061,3.722,3.762,3.68,3.561,3.559,3.584,2.271,0.065,3,1.732,3.206,0.5,1.222,0.222,0.187,0.167,3.052,3.839,0.206,1.768,0.229,0.666,3.424,5.321,8.455,1.579,11.291,5.742,0.321,0.615,0.145,0.104,0.066,5.082,0.109,2,2.271,0.147,3.896,88.15,0.894,0.894,8.017,0.062,10.356,11.291,12.231,7,2,8.143,13.668,9.276,16.872,10.607,18.891,11.819,20.927,13.118,22.977
6.517,3.84,0.014,3.9,3.837,3.849,3.724,3.719,3.738,0.438,0.145,8,1.874,3.922,1.0,1.0,0.0,0.135,0.207,3.735,3.839,0.153,1.9,0.165,0.412,7.021,9.697,13.76,1.433,9.62,4.681,0.204,0.274,0.095,0.137,0.092,8.018,0.086,3,6.264,0.099,3.908,290.386,0.819,0.819,5.496,-0.081,9.635,10.44,11.251,3,0,6.629,10.907,7.721,14.964,9.061,16.621,9.697,18.284,10.874,19.951
8.699,3.851,0.017,3.863,3.843,3.818,3.704,3.696,3.704,0.5,0.155,9,1.893,3.953,1.0,1.0,0.0,0.137,0.207,3.765,3.834,0.159,1.926,0.159,0.392,7.539,10.376,14.0,1.417,9.544,4.732,0.208,0.288,0.097,0.138,0.093,8.22,0.088,3,6.643,0.101,3.914,292.869,0.801,0.819,5.616,-0.098,9.593,10.396,11.207,3,0,6.475,10.824,7.567,14.856,8.971,16.52,9.574,18.192,10.79,19.87
8.046,3.743,0.015,3.748,3.738,3.679,3.55,3.529,3.504,0.375,0.16,8,1.804,3.707,1.0,1.0,0.0,0.165,0.211,3.565,3.759,0.145,1.86,0.222,0.562,7.181,9.168,12.095,1.435,9.369,4.675,0.25,0.336,0.117,0.137,0.091,6.879,0.085,2,6.15,0.121,3.872,158.108,0.821,0.821,5.494,-0.07,9.38,10.185,10.994,2,0,6.389,10.655,7.484,14.717,8.81,16.373,9.46,18.035,10.628,19.703
8.097,3.842,0.03,3.846,3.837,3.798,3.691,3.682,3.687,0.938,0.102,5,1.88,3.638,1.0,1.0,0.0,0.154,0.198,3.491,3.841,0.162,1.908,0.196,0.513,5.425,7.717,11.478,1.481,9.886,4.873,0.242,0.349,0.112,0.129,0.085,6.636,0.093,3,4.634,0.114,3.908,251.478,0.814,0.814,6.058,-0.086,9.737,10.567,11.407,3,0,6.862,11.319,8.001,15.287,9.285,17.006,10.06,18.734,11.214,20.47
7.481,3.81,0.011,3.84,3.804,3.782,3.667,3.654,3.645,0.278,0.137,7,1.784,3.637,1.0,1.0,0.0,0.163,0.197,3.488,3.812,0.15,1.84,0.19,0.486,5.286,7.392,11.476,1.465,9.72,4.817,0.247,0.346,0.118,0.129,0.085,6.58,0.085,3,5.1,0.121,3.905,152.941,0.803,0.803,5.676,-0.106,9.647,10.48,11.316,3,0,6.823,11.148,7.933,15.081,9.186,16.763,9.949,18.451,11.08,20.142
8.301,3.817,0.008,3.87,3.819,3.823,3.706,3.699,3.734,0.25,0.122,6,1.851,3.809,1.0,1.0,0.0,0.141,0.205,3.646,3.863,0.149,1.876,0.177,0.449,6.248,8.614,12.917,1.47,9.713,4.713,0.213,0.288,0.1,0.13,0.088,7.419,0.091,3,5.574,0.104,3.899,269.547,0.806,0.806,5.53,-0.061,9.69,10.509,11.33,3,0,6.763,11.01,7.865,15.071,9.154,16.729,9.839,18.393,10.988,20.061
7.276,3.8,0.059,3.718,3.788,3.672,3.559,3.554,3.565,2.076,0.065,3,1.727,3.034,0.5,1.25,0.25,0.203,0.162,2.889,3.782,0.194,1.764,0.25,0.751,2.918,4.554,7.55,1.626,11.294,5.744,0.349,0.668,0.158,0.1,0.065,4.556,0.111,2,2.123,0.16,3.9,77.453,0.864,0.864,8.017,0.017,10.343,11.284,12.228,7,2,8.174,13.675,9.304,16.879,10.624,18.896,11.836,20.932,13.131,22.98
8.097,3.828,0.04,3.852,3.818,3.797,3.69,3.677,3.665,1.278,0.107,6,1.803,3.609,1.0,1.0,0.0,0.173,0.189,3.404,3.821,0.14,1.858,0.2,0.525,4.916,6.769,10.957,1.523,10.591,5.35,0.284,0.466,0.133,0.124,0.079,6.557,0.074,3,4.912,0.133,3.932,170.494,0.738,0.738,7.111,0.03,9.934,10.782,11.648,3,0,7.695,12.556,8.897,16.199,10.126,18.073,11.178,19.962,12.36,21.864
7.745,3.801,0.011,3.834,3.798,3.779,3.665,3.653,3.644,0.278,0.128,6,1.782,3.549,1.0,1.0,0.0,0.171,0.199,3.4,3.808,0.146,1.831,0.197,0.506,4.713,6.705,10.75,1.467,9.701,4.816,0.258,0.362,0.123,0.128,0.084,6.226,0.082,3,4.571,0.127,3.894,143.391,0.773,0.789,5.676,-0.066,9.617,10.451,11.287,3,0,6.823,11.136,7.928,15.071,9.171,16.754,9.941,18.441,11.066,20.132
8.155,3.842,0.024,3.87,3.84,3.825,3.703,3.697,3.715,0.875,0.145,8,1.874,3.979,1.0,1.0,0.0,0.132,0.203,3.792,3.857,0.155,1.898,0.169,0.424,7.11,9.75,14.444,1.487,9.999,4.874,0.208,0.295,0.097,0.13,0.086,8.27,0.087,3,5.966,0.098,3.914,313.292,0.814,0.814,6.023,0.021,9.852,10.679,11.511,3,0,7.018,11.433,8.137,15.412,9.405,17.122,10.173,18.84,11.313,20.565
8.721,3.659,0.046,3.646,3.653,3.567,3.39,3.385,3.41,1.813,0.0,0,1.716,2.647,0.25,1.412,0.471,0.214,0.157,2.602,3.659,0.221,1.753,0.299,0.981,2.553,4.067,6.0,1.642,11.383,5.742,0.366,0.709,0.168,0.096,0.062,3.739,0.139,1,1.563,0.168,3.751,106.058,0.886,0.886,8.053,0.086,10.407,11.363,12.321,10,4,8.199,13.76,9.311,16.956,10.649,18.979,11.872,21.017,13.179,23.066
6.759,3.71,0.029,3.799,3.736,3.736,3.559,3.571,3.645,1.0,0.122,6,1.758,3.811,1.0,1.0,0.0,0.141,0.199,3.657,3.848,0.157,1.822,0.18,0.458,6.032,8.437,13.04,1.5,10.07,4.869,0.228,0.336,0.102,0.128,0.083,7.44,0.089,3,5.02,0.107,3.898,282.956,0.814,0.814,6.148,-0.04,9.838,10.673,11.513,3,0,7.066,11.613,8.2,15.526,9.461,17.273,10.283,19.031,11.428,20.797
6.318,3.598,0.082,3.531,3.597,3.445,3.258,3.245,3.263,2.958,0.024,1,1.746,2.623,0.333,1.308,0.308,0.246,0.157,2.556,3.624,0.22,1.777,0.35,1.161,2.564,3.797,5.944,1.709,11.722,5.976,0.432,0.872,0.192,0.099,0.062,3.668,0.124,1,1.514,0.197,3.718,64.455,0.864,0.864,8.646,0.225,10.391,11.355,12.327,6,2,8.521,14.297,9.685,17.426,11.061,19.535,12.383,21.659,13.749,23.792
8.638,3.796,0.057,3.75,3.783,3.706,3.603,3.596,3.599,2.403,0.06,3,1.686,2.947,0.5,1.313,0.375,0.177,0.16,2.801,3.775,0.206,1.727,0.263,0.818,3.392,5.177,7.227,1.649,10.986,5.462,0.287,0.501,0.136,0.099,0.06,4.444,0.122,2,2.35,0.137,3.891,124.258,0.871,0.871,7.172,0.012,10.44,11.377,12.325,7,3,7.84,12.899,9.002,16.461,10.264,18.341,11.349,20.234,12.566,22.137
8.097,3.855,0.048,3.754,3.846,3.707,3.584,3.583,3.611,1.986,0.077,4,1.883,3.423,0.5,1.211,0.211,0.173,0.171,3.266,3.837,0.198,1.909,0.204,0.568,4.171,6.323,10.042,1.575,11.288,5.735,0.297,0.569,0.134,0.106,0.069,5.829,0.113,2,2.807,0.136,3.913,173.659,0.872,0.872,8.017,0.03,10.362,11.292,12.227,7,2,8.143,13.665,9.266,16.871,10.607,18.889,11.811,20.925,13.115,22.975
8.187,3.788,0.031,3.819,3.783,3.749,3.591,3.587,3.606,1.313,0.094,6,1.842,3.768,0.75,1.091,0.091,0.137,0.183,3.592,3.814,0.192,1.901,0.162,0.419,6.438,9.185,12.556,1.49,10.488,5.186,0.223,0.361,0.103,0.121,0.08,7.332,0.103,3,4.535,0.104,3.934,326.317,0.828,0.828,6.691,0.002,10.113,10.98,11.848,5,1,7.38,12.242,8.494,15.945,9.797,17.763,10.72,19.594,11.909,21.434
