pXC50,GGI7,Eig11_AEA.ri.,Eig11_EA.ri.,Eig11_EA,SM05_AEA.dm.,ATSC5p,Eig11_EA.ed.,SM06_AEA.ri.,Psi_i_1,TIC3,SpMax6_Bh.p.,Eig13_AEA.ed.,ATSC5m,SpMin5_Bh.i.,TIC4,TIC5,Eig14_AEA.bo.,SpMin7_Bh.i.,SpMax8_Bh.v.,Eig12_AEA.ed.,SNar,Xt,Eig12_AEA.ri.,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,X1v,RDCHI,SpMin6_Bh.i.,Eig12_EA,Eig12_EA.bo.,SM06_AEA.dm.,Eig14_AEA.ri.,Eig12_EA.ed.,Eig12_EA.ri.,SM07_AEA.ri.,SpMin5_Bh.s.,Yindex,SpMax7_Bh.e.,SpMax6_Bh.v.,Eig13_AEA.ri.,Eig15_AEA.ri.,SpMin7_Bh.p.,Eig11_AEA.ed.,SpMin7_Bh.e.,Eig14_AEA.ed.,X1MulPer,SpMax8_Bh.p.,Eig12_AEA.bo.,SpMax7_Bh.i.,X1sol,Chi0_EA.ri.,GMTI,Eig14_EA.ri.,CATS2D_07_AL,SpMin6_Bh.e.,Chi1_EA.ed.,ATS1p,X1Per,ATS1v,SpMax7_Bh.p.,SpMax3_Bh.i.,X1Kup
5.602,0.084,0.363,-0.543,-0.583,-0.583,7.842,-1.42,-1.42,10.752,153.362,2.671,1.763,22.426,1.126,155.362,157.362,-0.435,0.672,2.383,2.089,13.118,0.276,0.016,9.33,9.33,9.33,9.33,9.33,6.41,2.987,0.854,-0.939,-1.073,-0.939,-0.61,-2.68,-0.884,-2.68,0.573,0.86,2.785,2.635,-0.32,-0.691,0.911,2.329,0.73,1.344,6.155,2.393,0.253,2.858,8.381,12.333,2324.0,-1.434,2,0.927,3.26,3.175,5.068,3.141,2.63,3.499,6.305
8.222,0.202,1.967,0.965,1.0,1.0,13.248,2.275,2.275,16.367,263.668,2.969,2.821,37.188,1.264,265.668,265.668,1.185,1.064,2.827,3.158,20.572,0.22,1.412,14.78,14.78,14.78,14.78,14.78,10.232,4.092,1.124,0.504,0.671,0.504,0.986,1.204,0.449,1.204,0.825,0.399,3.111,2.979,1.351,0.578,1.376,3.414,1.153,2.694,9.061,2.844,1.907,3.206,13.633,19.405,10751.0,0.04,3,1.197,5.21,3.61,7.478,3.558,2.941,3.816,9.354
7.398,0.258,1.862,0.853,0.896,0.896,13.256,2.144,2.144,16.378,258.913,2.968,2.764,37.947,1.243,262.913,262.913,1.2,1.064,2.82,3.235,20.285,0.222,1.601,14.721,14.721,14.721,14.721,14.721,10.159,4.002,1.124,0.641,0.711,0.641,0.792,1.546,0.61,1.546,0.825,0.426,3.111,2.978,1.352,0.689,1.376,3.414,1.153,2.556,8.922,2.884,1.778,3.206,13.56,19.196,10223.0,-0.164,3,1.197,5.024,3.606,7.376,3.553,2.941,3.799,9.269
8.155,0.234,1.967,0.965,1.0,1.0,14.077,2.275,2.275,17.044,278.465,2.969,2.836,39.239,1.311,282.465,282.465,1.242,1.064,2.826,3.414,20.978,0.218,1.779,15.221,15.221,15.221,15.221,15.221,10.659,4.129,1.124,0.824,0.993,0.824,1.055,2.003,0.773,2.003,0.825,0.395,3.111,2.979,1.371,0.733,1.376,3.424,1.153,2.703,9.412,2.887,2.0,3.206,14.06,19.903,11702.0,0.088,4,1.197,5.252,3.652,7.791,3.596,2.941,3.812,9.769
5.301,0.2,1.926,0.911,0.914,0.914,10.718,2.21,2.21,16.702,254.913,2.979,2.9,31.228,1.286,263.668,265.668,1.487,0.994,2.855,3.325,20.978,0.218,1.859,15.222,15.222,15.222,15.222,15.222,9.661,4.099,1.129,0.886,0.974,0.886,1.208,1.975,0.854,1.975,0.791,0.404,3.062,2.993,1.354,0.757,1.28,3.429,1.02,2.718,9.318,2.843,2.072,3.137,13.686,19.75,11508.0,0.222,2,1.198,5.31,3.579,7.689,3.565,2.863,3.769,9.51
8.155,0.295,1.969,0.961,1.0,1.0,14.427,2.275,2.275,17.36,316.265,3.114,2.885,41.375,1.403,326.265,328.265,1.518,1.128,2.87,3.132,21.266,0.217,1.9,15.69,15.69,15.69,15.69,15.69,10.685,4.228,1.207,0.96,1.018,0.96,1.267,1.843,0.889,1.843,0.929,0.473,3.249,3.139,1.513,0.802,1.493,3.414,1.197,2.711,10.263,2.87,2.05,3.312,14.224,21.065,12912.0,0.332,3,1.268,5.738,3.673,8.548,3.641,2.979,3.821,10.521
8.523,0.336,1.92,0.906,1.03,1.03,15.361,2.283,2.283,18.866,345.944,3.143,3.045,43.808,1.502,355.944,357.944,1.563,1.23,2.848,3.282,21.671,0.215,1.844,15.701,15.701,15.701,15.701,15.701,11.524,4.15,1.403,0.87,0.885,0.87,1.299,1.707,0.844,1.707,1.142,0.444,3.249,3.144,1.556,1.165,1.554,3.416,1.301,2.842,11.098,2.859,1.903,3.312,14.207,20.63,11914.0,0.357,6,1.466,5.482,3.731,9.178,3.679,2.979,3.815,11.376
7.111,0.358,2.0,1.0,1.009,1.009,16.398,2.275,2.275,18.51,339.189,3.306,3.002,48.44,1.457,349.189,351.189,1.524,1.129,2.937,3.306,21.553,0.215,1.906,16.174,16.174,16.174,16.174,16.174,12.517,4.234,1.395,1.0,1.057,1.0,1.27,2.0,0.893,2.0,0.932,0.483,3.252,3.289,1.556,0.826,1.503,3.414,1.198,2.793,10.536,2.952,2.074,3.314,15.762,21.451,13753.0,0.337,2,1.44,5.709,3.768,8.82,3.703,2.979,3.824,11.012
8.0,0.43,2.004,0.998,1.047,1.047,16.772,2.284,2.284,20.44,357.54,3.294,3.306,52.758,1.507,367.54,369.54,1.618,1.217,2.958,3.418,23.345,0.207,1.906,17.158,17.158,17.158,17.158,17.158,12.41,4.321,1.402,0.992,1.044,0.992,1.604,2.056,0.893,2.056,1.142,0.429,3.251,3.283,1.618,1.278,1.529,3.618,1.278,3.209,11.935,2.934,2.09,3.314,15.549,22.365,15318.0,0.606,6,1.465,5.882,3.805,9.866,3.758,2.979,3.824,12.252
8.796,0.1,-0.233,-1.156,-1.201,-1.201,5.596,-2.932,-2.932,8.68,136.825,2.485,1.0,17.356,0.927,136.825,136.825,-0.873,0.167,1.845,1.084,9.94,0.317,-0.831,7.403,7.403,7.403,7.403,7.403,6.084,2.685,0.732,-1.745,-1.84,-1.745,-1.0,-4.555,-1.435,-4.555,0.428,0.973,2.301,2.475,-0.9,-1.096,0.714,1.169,0.315,0.712,5.078,1.896,-0.337,2.461,7.2,9.894,1310.0,-1.801,1,0.837,2.784,3.066,4.239,2.968,2.006,3.493,5.293
6.114,0.358,1.803,0.805,0.831,0.831,12.202,1.92,1.92,15.599,261.315,3.149,2.63,33.413,1.353,274.825,278.825,1.091,0.902,2.715,2.854,19.186,0.228,1.415,14.263,14.263,14.263,14.263,14.263,9.374,3.918,1.236,0.444,0.497,0.444,0.752,0.913,0.429,0.913,0.823,0.546,3.014,3.141,0.987,0.66,1.232,3.272,0.967,2.483,9.053,2.735,1.614,3.073,13.063,18.525,9061.0,-0.177,0,1.29,5.133,3.577,7.538,3.543,2.808,3.788,9.281
8.301,0.205,0.521,-0.437,-0.445,-0.445,10.958,-1.116,-1.116,11.208,189.82,2.791,1.555,27.181,1.094,189.82,189.82,-0.092,0.708,2.447,1.781,12.425,0.284,-0.009,9.323,9.323,9.323,9.323,9.323,7.29,2.994,0.915,-1.0,-1.058,-1.0,-0.266,-1.946,-0.949,-1.946,0.762,0.938,2.809,2.778,-0.039,-0.658,1.062,2.163,0.761,1.386,7.003,2.477,0.251,2.858,8.741,12.46,2473.0,-1.196,0,1.012,3.43,3.319,5.893,3.239,2.599,3.586,7.245
8.523,0.292,1.946,0.942,0.978,0.978,13.193,2.275,2.275,16.716,278.465,2.969,2.811,39.145,1.201,282.465,282.465,1.599,1.064,2.893,3.247,20.978,0.218,1.644,15.204,15.204,15.204,15.204,15.204,9.781,4.078,1.124,0.679,0.747,0.679,1.209,1.631,0.652,1.631,0.825,0.419,3.151,2.978,1.355,0.79,1.422,3.414,1.153,2.755,9.335,2.894,1.808,3.235,13.652,19.817,11253.0,0.228,4,1.197,5.223,3.588,7.706,3.57,2.941,3.802,9.601
5.0,0.084,-0.397,-1.339,-1.376,-1.376,4.862,-2.812,-2.812,8.732,149.71,2.296,0.702,14.964,0.972,149.71,149.71,-0.902,0.418,2.01,0.795,10.227,0.313,-0.635,7.403,7.403,7.403,7.403,7.403,5.643,2.764,0.815,-1.605,-1.879,-1.605,-1.0,-4.289,-1.556,-4.289,0.563,0.873,2.416,2.289,-0.848,-1.008,0.909,1.442,0.56,0.487,5.45,2.012,-0.289,2.541,6.898,9.915,1408.0,-1.879,1,0.921,2.92,3.037,4.577,2.97,2.17,3.551,5.59
5.0,0.188,-0.1,-0.9,-1.0,-1.0,2.649,-2.638,-2.638,8.237,126.382,2.288,1.107,9.423,0.734,126.382,126.382,-0.361,0.18,1.854,1.411,11.038,0.301,-0.233,8.398,8.398,8.398,8.398,8.398,4.598,2.864,0.634,-1.151,-1.562,-1.151,-0.677,-2.922,-1.051,-2.922,0.088,0.882,2.477,2.298,-0.472,-0.929,0.87,1.867,0.367,1.0,4.443,1.817,0.136,2.595,7.665,10.808,1914.0,-1.559,0,0.708,3.034,2.883,3.719,2.909,1.974,3.481,4.515
5.0,0.448,2.0,1.0,1.0,1.0,9.955,2.275,2.275,17.926,265.71,2.941,3.247,35.952,1.289,271.22,271.22,1.506,1.064,2.87,3.414,22.076,0.213,1.967,15.834,15.834,15.834,15.834,15.834,10.348,3.877,1.064,1.0,1.0,1.0,1.165,2.136,0.965,2.136,0.825,0.599,3.111,2.91,1.695,0.791,1.376,3.482,1.153,3.031,9.999,2.879,2.0,3.206,13.293,19.852,9071.0,0.219,5,1.153,5.436,3.606,8.227,3.585,2.941,3.876,10.186
6.076,0.347,1.206,0.256,0.28,0.28,5.828,0.703,0.703,13.54,190.15,2.891,2.39,23.301,1.064,190.15,190.15,0.691,0.922,2.672,2.809,17.512,0.239,0.77,12.863,12.863,12.863,12.863,12.863,7.604,3.421,1.062,-0.171,-0.189,-0.171,0.355,-0.406,-0.159,-0.406,0.692,0.729,2.991,2.897,0.537,0.134,1.246,3.038,0.993,2.338,7.243,2.666,1.011,3.078,10.704,15.942,5113.0,-0.48,1,1.153,4.318,3.293,5.978,3.308,2.798,3.84,7.426
5.638,0.482,1.347,0.379,0.508,0.508,6.787,1.364,1.364,14.131,188.15,2.912,2.592,25.473,1.066,190.15,190.15,0.704,0.933,2.709,2.87,17.918,0.236,0.77,13.331,13.331,13.331,13.331,13.331,8.466,3.465,1.064,-0.159,-0.183,-0.159,0.324,-0.401,-0.141,-0.401,0.692,0.717,2.994,2.91,0.657,0.156,1.194,3.414,0.985,2.433,7.344,2.73,1.088,3.075,12.085,16.613,5654.0,-0.412,6,1.153,4.386,3.357,6.04,3.353,2.821,3.833,7.617
5.0,0.478,1.207,0.257,0.281,0.281,8.466,0.709,0.709,14.634,226.801,2.912,2.482,33.792,1.067,226.801,226.801,0.781,0.963,2.792,2.958,17.918,0.236,0.903,13.31,13.31,13.31,13.31,13.31,8.351,3.442,1.064,-0.036,-0.041,-0.036,0.432,-0.098,-0.034,-0.098,0.785,0.746,3.111,2.91,0.756,0.299,1.354,3.114,1.07,2.364,7.925,2.8,1.181,3.206,11.131,16.593,5540.0,-0.444,1,1.153,4.373,3.407,6.55,3.399,2.872,3.813,8.18
5.0,0.084,-0.078,-0.919,-1.0,-1.0,6.123,-2.511,-2.511,9.28,156.219,2.532,0.756,18.269,1.031,156.219,156.219,-0.632,0.652,2.061,1.264,10.92,0.303,-0.628,7.903,7.903,7.903,7.903,7.903,7.027,2.902,0.836,-1.505,-1.544,-1.505,-0.899,-3.145,-1.334,-3.145,0.586,0.778,2.463,2.509,-0.655,-1.0,1.046,1.512,0.767,0.546,5.398,2.057,-0.132,2.588,8.002,10.937,1779.0,-1.712,1,0.947,3.17,3.141,4.489,3.038,2.212,3.515,5.702
8.066,0.203,0.521,-0.428,-0.445,-0.445,11.434,-0.632,-0.632,12.752,203.624,2.938,2.0,28.286,1.101,203.624,203.624,0.284,0.854,2.616,2.207,14.909,0.259,0.459,10.828,10.828,10.828,10.828,10.828,8.023,3.227,1.055,-0.523,-0.598,-0.523,-0.024,-1.193,-0.512,-1.193,0.733,0.776,2.97,2.92,0.289,-0.025,1.242,2.389,0.955,2.0,7.722,2.643,0.692,3.072,9.83,14.224,3514.0,-0.972,5,1.123,3.898,3.39,6.47,3.322,2.735,3.653,7.956
5.079,0.069,-0.544,-1.398,-1.484,-1.484,6.494,-3.404,-3.404,8.691,146.955,2.496,0.75,18.19,0.943,146.955,146.955,-0.876,0.672,2.04,1.238,9.94,0.317,-0.636,7.364,7.364,7.364,7.364,7.364,5.523,2.655,0.792,-1.605,-1.841,-1.605,-1.0,-4.607,-1.554,-4.607,0.508,1.035,2.45,2.451,-0.82,-1.004,1.093,1.444,0.798,0.491,5.258,2.027,-0.368,2.571,6.809,9.751,1276.0,-1.875,1,0.896,2.653,3.026,4.426,2.96,2.205,3.512,5.457
5.0,0.088,0.239,-0.712,-0.735,-0.735,6.678,-1.852,-1.852,10.762,162.974,2.401,1.522,19.457,1.165,162.974,162.974,-0.118,0.803,2.173,1.768,13.405,0.273,0.057,9.421,9.421,9.421,9.421,9.421,7.065,3.204,0.935,-0.919,-1.015,-0.919,-0.634,-2.511,-0.896,-2.511,0.602,0.597,2.428,2.395,-0.307,-0.69,1.077,2.211,0.897,1.361,6.007,2.198,0.248,2.542,8.87,12.274,2903.0,-1.293,1,1.01,3.496,3.234,4.946,3.15,2.376,3.628,6.209
5.0,0.25,1.043,0.086,0.09,0.09,6.736,0.225,0.225,13.461,201.82,2.859,2.365,26.041,1.064,203.82,203.82,0.594,0.929,2.705,2.783,17.107,0.242,0.841,12.347,12.347,12.347,12.347,12.347,7.664,3.356,1.036,-0.104,-0.118,-0.104,0.17,-0.265,-0.098,-0.265,0.667,0.752,2.997,2.848,0.64,-0.1,1.257,2.902,1.007,2.0,7.305,2.702,1.073,3.091,10.72,15.503,4564.0,-0.746,1,1.142,4.192,3.318,6.051,3.311,2.796,3.776,7.506
6.523,0.347,1.179,0.227,0.28,0.28,6.662,0.703,0.703,13.734,190.15,2.938,2.39,25.591,1.067,190.15,190.15,0.691,0.934,2.701,2.809,17.512,0.239,0.761,12.863,12.863,12.863,12.863,12.863,8.397,3.421,1.064,-0.171,-0.189,-0.171,0.299,-0.406,-0.148,-0.406,0.692,0.729,2.989,2.91,0.534,0.119,1.217,3.038,0.999,2.338,7.243,2.735,1.011,3.075,11.675,16.043,5113.0,-0.414,3,1.153,4.318,3.345,5.978,3.331,2.816,3.832,7.5
5.0,0.069,0.445,-0.499,-0.519,-0.519,9.284,-1.305,-1.305,12.16,173.995,2.672,2.0,24.312,1.051,175.995,175.995,-0.221,0.68,2.394,2.31,13.929,0.268,0.034,9.903,9.903,9.903,9.903,9.903,6.88,2.941,0.953,-0.931,-1.051,-0.931,-0.331,-2.53,-0.895,-2.53,0.717,0.934,2.652,2.64,-0.029,-0.617,1.007,2.346,0.77,1.84,6.623,2.415,0.205,2.734,8.326,12.011,2287.0,-1.202,0,1.039,3.229,3.272,5.424,3.211,2.511,3.517,6.815
7.362,0.2,0.379,-0.591,-0.604,-0.604,10.355,-1.271,-1.271,11.052,182.968,2.816,1.555,27.349,1.152,182.968,182.968,-0.064,0.782,2.4,1.923,12.425,0.284,0.186,9.244,9.244,9.244,9.244,9.244,7.173,2.993,0.984,-0.803,-0.922,-0.803,-0.389,-1.958,-0.787,-1.958,0.639,0.931,2.878,2.821,-0.118,-0.792,1.144,2.0,0.885,1.481,6.881,2.447,0.403,2.965,8.796,12.719,2464.0,-1.374,2,1.078,3.325,3.271,5.779,3.202,2.633,3.586,7.102
7.178,0.353,0.1,-0.958,-1.0,-1.0,5.687,-2.0,-2.0,11.027,208.705,2.618,1.385,24.567,1.24,210.705,210.705,0.0,0.792,2.486,1.628,12.137,0.287,0.052,9.855,9.855,9.855,9.855,9.855,6.996,3.12,0.804,-1.0,-1.042,-1.0,-0.035,-2.0,-1.0,-2.0,0.744,1.131,2.874,2.605,0.0,-0.221,1.239,1.937,0.872,1.182,6.687,2.502,0.327,3.009,9.397,12.788,3181.0,-1.091,2,0.934,3.682,3.225,5.62,3.197,2.585,3.683,6.885
5.387,0.137,0.055,-0.865,-0.905,-0.905,9.473,-2.223,-2.223,10.141,169.367,2.724,1.429,23.516,1.089,169.367,169.367,-0.488,0.771,2.297,1.535,11.326,0.297,-0.145,8.34,8.34,8.34,8.34,8.34,6.728,2.85,0.95,-1.137,-1.182,-1.137,-0.8,-2.512,-1.127,-2.512,0.637,0.987,2.698,2.7,-0.66,-0.858,1.143,1.555,0.877,0.752,6.454,2.31,-0.061,2.832,7.847,11.374,1818.0,-1.671,2,1.042,3.104,3.214,5.437,3.13,2.447,3.586,6.672
4.77,0.2,0.199,-0.742,-0.77,-0.77,10.257,-1.648,-1.648,10.784,185.065,2.828,1.555,25.062,1.09,185.065,185.065,-0.336,0.799,2.4,1.592,11.731,0.292,-0.032,8.84,8.84,8.84,8.84,8.84,7.139,2.908,1.0,-1.0,-1.127,-1.0,-0.785,-2.485,-0.963,-2.485,0.71,0.96,2.89,2.807,-0.149,-0.805,1.19,2.0,0.909,1.115,6.79,2.447,0.175,3.007,8.241,11.813,2115.0,-1.641,2,1.092,3.222,3.283,5.746,3.194,2.649,3.586,7.082
6.475,0.134,1.445,0.452,0.459,0.459,11.616,1.038,1.038,13.974,204.101,2.941,2.1,27.311,1.127,223.121,229.121,0.5,0.881,2.715,2.406,16.871,0.243,0.78,11.904,11.904,11.904,11.904,11.904,8.729,3.752,1.064,-0.207,-0.225,-0.207,0.139,-0.479,-0.204,-0.479,0.825,0.464,2.931,2.91,0.423,0.0,1.153,2.882,0.951,2.0,8.493,2.735,0.948,3.009,10.916,15.582,6242.0,-0.849,3,1.153,4.69,3.531,7.066,3.446,2.793,3.812,8.697
6.921,0.484,1.238,0.204,0.199,0.199,7.78,0.472,0.472,13.326,227.556,2.908,2.175,32.845,1.237,229.556,229.556,0.357,0.804,2.57,2.484,14.74,0.26,0.412,11.8,11.8,11.8,11.8,11.8,7.969,3.266,1.029,-0.599,-0.644,-0.599,0.079,-1.629,-0.594,-1.629,0.773,0.968,2.907,2.942,0.102,0.007,1.246,2.632,0.934,1.863,7.619,2.58,0.658,3.019,10.807,14.844,4471.0,-1.0,6,1.085,4.043,3.338,6.319,3.325,2.618,3.683,7.83
5.367,0.297,2.0,1.0,1.037,1.037,16.068,2.365,2.365,18.912,316.896,3.133,3.352,45.973,1.31,330.405,336.405,1.649,1.128,2.904,3.414,22.94,0.209,1.916,16.686,16.686,16.686,16.686,16.686,11.187,4.293,1.227,1.0,1.09,1.0,1.408,2.275,0.901,2.275,0.896,0.426,3.245,3.159,1.697,1.171,1.488,3.598,1.197,3.074,10.788,2.903,2.107,3.309,14.716,21.759,14292.0,0.449,3,1.293,5.835,3.723,8.903,3.692,2.979,3.853,11.024
4.0,0.181,0.499,-0.428,-0.448,-0.448,8.128,-1.08,-1.08,11.001,184.968,2.786,1.649,22.982,1.244,184.968,184.968,0.17,0.774,2.4,2.0,13.118,0.276,0.231,9.835,9.835,9.835,9.835,9.835,7.125,3.195,0.928,-0.694,-0.804,-0.694,-0.059,-1.52,-0.634,-1.52,0.564,0.748,2.842,2.777,-0.024,-0.461,1.062,2.0,0.848,1.555,6.83,2.447,0.555,2.926,9.224,13.256,3221.0,-0.972,0,1.02,3.684,3.267,5.774,3.216,2.634,3.586,7.047
6.0,0.181,0.491,-0.428,-0.448,-0.448,9.59,-1.08,-1.08,11.116,184.968,2.789,1.649,25.878,1.262,184.968,184.968,0.17,0.779,2.4,2.0,13.118,0.276,0.213,9.835,9.835,9.835,9.835,9.835,7.573,3.195,0.929,-0.694,-0.804,-0.694,-0.089,-1.52,-0.614,-1.52,0.566,0.748,2.838,2.778,-0.024,-0.461,1.062,2.0,0.85,1.555,6.83,2.494,0.555,2.925,9.513,13.281,3221.0,-0.972,0,1.021,3.684,3.328,5.774,3.24,2.696,3.586,7.101
5.523,0.224,0.581,-0.327,-0.353,-0.353,8.813,-0.632,-0.632,11.831,190.705,2.808,1.891,24.926,1.189,192.705,194.705,0.414,0.812,2.445,2.222,14.216,0.265,0.521,10.786,10.786,10.786,10.786,10.786,7.546,3.324,0.907,-0.445,-0.465,-0.445,-0.03,-0.943,-0.428,-0.943,0.567,0.739,2.912,2.807,0.267,-0.056,1.114,2.496,0.877,1.555,7.236,2.451,0.562,2.979,10.135,14.481,4148.0,-0.934,0,0.995,3.959,3.319,6.103,3.283,2.708,3.586,7.454
5.301,0.09,1.503,0.489,0.487,0.487,9.642,1.114,1.114,13.508,196.574,2.865,2.137,24.28,1.004,207.329,207.329,0.661,0.821,2.715,2.515,16.989,0.243,0.843,12.331,12.331,12.331,12.331,12.331,7.978,3.704,0.971,-0.105,-0.123,-0.105,0.28,-0.232,-0.097,-0.232,0.685,0.506,2.854,2.841,0.435,0.0,1.062,2.994,0.886,2.0,7.737,2.735,1.159,2.925,10.826,15.854,6511.0,-0.768,2,1.025,4.526,3.442,6.384,3.398,2.735,3.801,7.907
5.301,0.075,1.488,0.474,0.469,0.469,10.568,1.078,1.078,13.533,193.624,2.927,2.1,26.248,1.064,205.133,207.133,0.51,0.821,2.715,2.408,16.583,0.246,0.675,11.865,11.865,11.865,11.865,11.865,8.183,3.641,1.009,-0.325,-0.359,-0.325,0.184,-0.747,-0.324,-0.747,0.825,0.519,2.854,2.91,0.281,0.0,1.062,2.972,0.886,2.0,7.954,2.735,0.873,2.925,10.826,15.344,5794.0,-0.833,3,1.063,4.489,3.468,6.583,3.403,2.735,3.8,8.137
5.301,0.155,1.984,0.983,1.0,1.0,10.817,2.275,2.275,15.513,225.329,2.894,2.967,28.016,1.127,234.084,234.084,1.159,0.96,2.715,3.115,19.879,0.224,1.549,14.303,14.303,14.303,14.303,14.303,9.169,4.01,1.004,0.56,0.632,0.56,0.805,1.305,0.545,1.305,0.685,0.414,3.014,2.879,1.304,0.398,1.216,3.414,1.002,2.556,8.499,2.735,1.74,3.065,12.975,18.175,9698.0,-0.081,1,1.083,4.986,3.526,6.958,3.503,2.835,3.799,8.708
5.301,0.177,1.531,0.517,0.537,0.537,10.684,1.232,1.232,14.576,203.82,2.873,2.38,28.92,1.008,215.329,215.329,0.75,0.824,2.715,2.583,17.8,0.237,0.853,13.266,13.266,13.266,13.266,13.266,9.317,3.807,0.974,0.071,0.085,0.071,0.395,0.154,0.044,0.154,0.685,0.492,2.878,2.845,0.778,0.242,1.062,3.087,0.886,2.332,7.932,2.74,1.358,2.925,12.891,17.11,8021.0,-0.422,2,1.018,4.621,3.523,6.493,3.466,2.793,3.794,8.227
5.209,0.134,0.077,-0.864,-0.894,-0.894,10.671,-1.944,-1.944,10.785,188.213,2.849,1.335,25.244,1.131,200.213,200.213,-0.17,0.929,2.35,1.539,11.731,0.292,-0.018,8.827,8.827,8.827,8.827,8.827,7.005,2.886,0.983,-1.0,-1.0,-1.0,-0.414,-2.506,-0.983,-2.506,0.644,0.982,3.003,2.826,-0.37,-0.764,1.282,2.0,1.033,1.302,6.651,2.394,0.0,3.107,8.22,11.599,2102.0,-1.414,0,1.083,3.184,3.31,5.625,3.213,2.792,3.609,6.973
4.62,0.056,-0.176,-1.149,-1.164,-1.164,6.258,-3.015,-3.015,8.833,132.2,2.628,1.0,15.103,0.916,134.955,134.955,-0.748,0.464,2.191,1.0,9.94,0.317,-0.532,7.438,7.438,7.438,7.438,7.438,5.544,2.639,0.769,-1.532,-2.0,-1.532,-1.0,-4.072,-1.532,-4.072,0.582,1.092,2.516,2.597,-0.874,-1.036,0.792,1.221,0.56,1.0,5.272,2.229,-0.232,2.616,6.754,9.426,1263.0,-1.941,0,0.875,2.757,3.106,4.452,3.018,2.327,3.35,5.521
6.0,0.323,1.64,0.645,0.668,0.668,10.758,1.496,1.496,14.909,230.366,2.941,2.609,31.146,1.174,234.366,238.366,0.8,0.887,2.734,2.856,18.493,0.233,1.178,13.82,13.82,13.82,13.82,13.82,8.757,3.912,1.064,0.231,0.257,0.231,0.486,0.556,0.216,0.556,0.825,0.481,3.023,2.91,0.863,0.36,1.265,3.105,0.977,2.359,8.406,2.735,1.403,3.113,11.704,17.66,8890.0,-0.426,3,1.153,4.942,3.488,6.93,3.468,2.794,3.78,8.612
6.469,0.158,1.967,0.965,1.0,1.0,12.373,2.136,2.136,15.499,262.465,2.97,2.674,32.558,1.38,269.22,269.22,0.903,1.064,2.755,2.993,19.068,0.229,1.605,13.853,13.853,13.853,13.853,13.853,9.552,4.079,1.067,0.633,0.713,0.633,0.661,1.402,0.611,1.402,0.825,0.422,3.111,2.962,1.079,0.349,1.375,3.247,1.144,2.317,9.197,2.759,1.829,3.206,12.704,18.024,9770.0,-0.313,4,1.153,5.258,3.593,7.639,3.537,2.941,3.806,9.457
5.77,0.286,1.188,0.243,0.248,0.248,14.561,0.571,0.571,14.681,231.819,3.006,2.511,36.766,1.201,231.819,231.819,0.667,0.971,2.596,2.688,16.819,0.244,0.652,12.284,12.284,12.284,12.284,12.284,9.538,3.269,1.01,-0.318,-0.348,-0.318,0.461,-0.631,-0.307,-0.631,0.714,0.817,3.043,2.934,0.538,0.071,1.27,2.956,1.052,2.344,7.915,2.624,0.97,3.141,11.282,15.689,4230.0,-0.503,0,1.086,4.044,3.538,6.601,3.448,2.837,3.628,8.374
6.77,0.245,1.785,0.787,0.808,0.808,11.527,1.86,1.86,14.833,242.913,2.941,2.473,31.243,1.293,249.668,249.668,0.79,0.986,2.715,2.925,18.375,0.233,1.495,13.353,13.353,13.353,13.353,13.353,9.052,3.953,1.064,0.526,0.585,0.526,0.502,1.193,0.507,1.193,0.825,0.45,3.08,2.91,0.804,0.142,1.328,3.247,1.073,2.169,8.707,2.735,1.69,3.171,12.204,17.317,8513.0,-0.471,4,1.153,5.03,3.544,7.223,3.491,2.882,3.792,8.957
5.1,0.096,0.489,-0.478,-0.49,-0.49,10.468,-1.34,-1.34,12.564,183.911,2.679,2.086,26.162,1.07,183.911,183.911,0.114,0.725,2.425,2.354,14.334,0.264,0.372,10.387,10.387,10.387,10.387,10.387,7.029,2.975,1.012,-0.6,-0.68,-0.6,-0.154,-1.514,-0.582,-1.514,0.678,0.927,2.757,2.652,0.029,-0.548,1.089,2.59,0.805,2.0,6.727,2.464,0.511,2.877,8.737,12.461,2574.0,-1.099,0,1.084,3.318,3.318,5.573,3.258,2.574,3.513,6.977
6.131,0.286,1.128,0.219,0.253,0.253,12.891,0.437,0.437,14.685,231.819,3.015,2.513,33.811,1.202,231.819,231.819,0.641,1.002,2.612,2.66,16.819,0.244,0.611,12.346,12.346,12.346,12.346,12.346,9.311,3.309,1.033,-0.366,-0.415,-0.366,0.375,-0.921,-0.355,-0.921,0.696,0.776,2.885,3.009,0.558,0.112,1.227,2.894,1.058,2.321,7.926,2.639,0.969,2.98,11.14,15.45,4370.0,-0.576,1,1.107,4.181,3.538,6.609,3.448,2.787,3.663,8.36
7.523,0.376,1.984,0.983,1.0,1.0,12.227,2.275,2.275,18.051,274.825,2.941,3.298,36.33,1.257,274.825,274.825,1.247,1.064,2.836,3.414,22.482,0.211,1.7,16.319,16.319,16.319,16.319,16.319,10.434,4.156,1.121,0.804,0.942,0.804,1.07,1.902,0.704,1.902,0.825,0.401,3.076,2.91,1.622,0.671,1.376,3.511,1.153,2.991,9.699,2.844,2.0,3.145,14.352,20.382,12448.0,0.125,4,1.188,5.462,3.623,7.924,3.61,2.863,3.862,9.936
