pXC50,SM15_EA.bo.,SM14_EA.bo.,SM13_EA.bo.,SM11_EA.bo.,SpMax1_Bh.v.,SpMax1_Bh.e.,SM12_EA.bo.,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,GGI6,MPC08,Eig01_AEA.bo.,SpMax_AEA.bo.,SM10_EA.bo.,GGI5,MPC09,CATS2D_09_AP,piPC10,SM15_EA.ri.,MPC07,SRW09,SpDiam_AEA.ri.,Eig06_AEA.dm.,SM08_EA.ed.,nRCONH2,SM13_EA.ri.,SM15_EA.ed.,SM15_EA,SM09_EA.bo.,SpDiam_AEA.bo.,SM13_EA.ed.,SM14_EA.ed.,CATS2D_02_AP,SM11_EA.ed.,SM12_EA.ed.,Eig01_EA.ri.,SpDiam_EA.ri.,SpMax_EA.ri.,CATS2D_09_DA,piPC09,Eig01_AEA.ri.,SpMax_AEA.ri.,ATS5m,SM07_EA.ed.,SM14_AEA.ed.,SM15_AEA.ed.,piPC06,MPC05,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,ATS7s,SpDiam_EA.ed.,CATS2D_07_PL,CATS2D_05_AP,MPC06,SM14_EA,SM13_AEA.ed.,ATS6m,SM06_EA.ed.,ATS8s,X5A,MPC10,Eig05_AEA.dm.
7.481,23.432,21.889,20.331,17.243,4.116,4.184,18.806,4.759,4.759,7.759,4.759,1.088,5.303,4.791,4.791,15.759,1.852,5.338,0,8.032,17.933,5.147,7.222,5.453,2.743,20.273,1,15.605,37.605,18.375,14.174,5.684,32.615,35.112,1,27.635,30.133,3.279,5.279,3.279,0,7.837,4.348,4.348,4.393,17.723,27.706,29.623,6.67,4.745,3.378,3.378,5.378,3.378,6.281,19.527,3,1,4.934,17.184,25.794,4.329,15.476,6.244,0.067,5.257,3.046
4.372,23.341,21.808,20.26,17.195,4.094,4.171,18.747,4.728,4.728,7.728,4.728,0.719,4.963,4.761,4.761,15.724,1.313,4.984,0,7.798,18.074,4.852,7.209,5.369,2.229,20.166,1,15.768,37.324,18.395,14.153,5.661,32.383,34.856,1,27.455,29.926,3.242,5.242,3.242,0,7.534,4.31,4.31,4.073,17.657,27.635,29.544,6.437,4.554,3.34,3.34,5.34,3.34,6.039,19.241,2,1,4.654,17.22,25.731,4.001,15.41,5.933,0.072,5.017,2.717
5.86,23.497,21.946,20.381,17.275,4.094,4.171,18.846,4.783,4.783,7.783,4.783,0.523,4.787,4.803,4.803,15.778,1.286,4.796,0,7.72,17.855,4.718,7.222,5.365,2.19,20.26,1,15.503,37.779,18.323,14.182,5.581,32.746,35.265,1,27.716,30.239,3.281,5.281,3.281,0,7.484,4.352,4.352,3.952,17.682,27.656,29.592,6.437,4.533,3.383,3.383,5.383,3.383,5.801,19.911,2,1,4.615,17.121,25.727,3.866,15.396,5.6,0.069,4.736,2.507
5.432,22.989,21.474,19.936,16.89,4.078,4.157,18.441,4.626,4.626,7.626,4.626,0.432,4.654,4.66,4.66,15.441,0.983,4.625,0,7.572,17.187,4.605,7.034,5.195,1.787,19.425,1,14.931,36.186,17.589,13.853,5.432,31.365,33.78,1,26.548,28.968,3.134,5.134,3.134,0,7.335,4.193,4.193,3.645,16.935,26.921,28.806,6.311,4.344,3.221,3.221,5.221,3.221,5.59,18.253,2,1,4.454,16.441,25.043,3.565,14.784,5.368,0.071,4.554,2.207
7.229,23.333,21.792,20.235,17.145,4.101,4.172,18.711,4.734,4.734,7.734,4.734,0.652,5.017,4.77,4.77,15.663,1.48,5.056,0,7.854,17.733,4.89,7.222,5.423,2.707,20.103,1,15.399,37.499,18.189,14.069,5.623,32.502,35.003,1,27.507,30.013,3.254,5.254,3.254,1,7.617,4.324,4.324,4.126,17.541,27.498,29.424,6.501,4.595,3.355,3.355,5.355,3.355,6.094,19.431,3,1,4.736,16.996,25.579,4.123,15.277,5.823,0.069,5.03,2.784
4.276,23.544,21.987,20.417,17.298,4.098,4.176,18.875,4.801,4.801,7.801,4.801,0.659,4.883,4.836,4.836,15.794,1.48,4.86,0,7.76,18.119,4.828,7.248,5.412,2.086,20.585,1,15.736,38.368,18.571,14.192,5.612,33.258,35.815,1,28.154,30.712,3.337,5.337,3.337,0,7.543,4.41,4.41,4.098,17.979,27.933,29.882,6.512,4.635,3.439,3.439,5.439,3.439,6.09,20.542,2,1,4.745,17.352,25.989,4.013,15.644,5.784,0.066,4.762,2.412
6.066,23.36,21.828,20.274,17.199,4.115,4.183,18.764,4.734,4.734,7.734,4.734,0.706,5.193,4.766,4.766,15.74,1.417,5.263,0,8.477,17.831,5.024,7.209,5.32,2.162,20.072,0,15.518,37.293,18.208,14.14,5.575,32.335,34.817,0,27.386,29.869,3.255,5.255,3.255,0,8.092,4.317,4.317,4.016,17.534,27.54,29.452,6.672,4.682,3.346,3.346,5.346,3.346,5.888,19.274,2,0,4.796,17.026,25.634,3.991,15.313,5.821,0.07,5.313,2.249
4.551,23.31,21.771,20.214,17.125,4.093,4.17,18.691,4.727,4.727,7.727,4.727,0.625,4.828,4.758,4.758,15.643,1.206,4.771,0,7.613,17.649,4.727,7.209,5.308,2.102,19.966,1,15.325,37.244,18.105,14.048,5.578,32.281,34.766,1,27.319,29.809,3.236,5.236,3.236,0,7.403,4.305,4.305,3.802,17.414,27.414,29.336,6.39,4.466,3.337,3.337,5.337,3.337,5.805,19.216,1,0,4.585,16.915,25.499,3.83,15.168,5.682,0.069,4.673,2.269
5.472,23.315,21.775,20.219,17.131,4.096,4.173,18.697,4.728,4.728,7.728,4.728,0.596,4.942,4.761,4.761,15.65,1.369,4.963,0,7.803,17.692,4.82,7.209,5.329,2.215,19.983,1,15.368,37.265,18.126,14.057,5.614,32.299,34.785,1,27.335,29.827,3.244,5.244,3.244,1,7.543,4.31,4.31,3.96,17.429,27.427,29.347,6.44,4.533,3.34,3.34,5.34,3.34,5.971,19.241,2,1,4.644,16.937,25.513,3.913,15.191,5.78,0.071,4.963,2.615
4.396,23.399,21.863,20.306,17.225,4.112,4.187,18.792,4.748,4.748,7.748,4.748,0.863,5.357,4.805,4.805,15.762,1.661,5.352,0,8.288,18.103,5.215,7.222,5.418,2.216,20.598,0,15.756,38.225,18.581,14.162,5.615,33.155,35.692,0,28.094,30.632,3.309,5.309,3.309,0,8.005,4.391,4.391,4.327,18.008,27.967,29.909,6.749,4.852,3.427,3.427,5.427,3.427,6.254,20.518,1,0,4.997,17.374,26.031,4.314,15.702,6.105,0.066,5.293,2.361
5.674,23.329,21.792,20.239,17.16,4.093,4.17,18.721,4.728,4.728,7.728,4.728,0.632,4.927,4.761,4.761,15.683,1.348,4.913,0,7.791,17.704,4.836,7.209,5.327,2.19,20.002,0,15.384,37.269,18.15,14.097,5.57,32.303,34.789,0,27.342,29.832,3.243,5.243,3.243,0,7.524,4.311,4.311,3.956,17.454,27.451,29.368,6.478,4.554,3.341,3.341,5.341,3.341,5.925,19.244,1,0,4.673,16.965,25.542,3.907,15.227,5.771,0.069,4.898,2.536
5.69,23.333,21.792,20.234,17.144,4.097,4.173,18.711,4.734,4.734,7.734,4.734,0.647,4.92,4.77,4.77,15.66,1.341,4.875,0,7.703,17.747,4.836,7.222,5.328,2.169,20.103,0,15.411,37.501,18.19,14.065,5.582,32.504,35.005,0,27.509,30.014,3.256,5.256,3.256,0,7.512,4.325,4.325,3.967,17.542,27.499,29.425,6.478,4.554,3.355,3.355,5.355,3.355,6.008,19.435,2,0,4.691,16.995,25.58,3.961,15.275,5.791,0.068,4.754,2.25
6.839,23.586,22.028,20.457,17.339,4.11,4.181,18.915,4.813,4.813,7.813,4.813,0.782,4.997,4.841,4.841,15.835,1.452,4.984,1,7.907,18.311,4.89,7.235,5.414,2.533,20.502,1,15.912,38.203,18.527,14.238,5.657,33.116,35.662,1,28.033,30.582,3.376,5.376,3.376,2,7.65,4.411,4.411,4.108,17.902,27.887,29.832,6.551,4.635,3.429,3.429,5.429,3.429,6.194,20.402,3,1,4.745,17.313,25.947,4.054,15.588,6.14,0.067,4.92,2.798
6.645,23.315,21.775,20.219,17.131,4.103,4.176,18.697,4.728,4.728,7.728,4.728,0.596,4.942,4.761,4.761,15.65,1.369,4.963,0,7.803,17.709,4.82,7.209,5.314,2.216,19.983,1,15.385,37.265,18.126,14.057,5.614,32.299,34.785,1,27.335,29.827,3.246,5.246,3.246,1,7.543,4.311,4.311,3.957,17.429,27.427,29.347,6.44,4.533,3.34,3.34,5.34,3.34,5.944,19.241,3,1,4.644,16.937,25.513,3.908,15.191,5.816,0.071,4.963,2.655
6.917,23.504,21.95,20.382,17.267,4.098,4.176,18.843,4.788,4.788,7.788,4.788,0.716,5.024,4.811,4.811,15.767,1.48,5.063,1,7.85,17.914,4.92,7.235,5.425,2.252,20.355,1,15.557,37.96,18.372,14.167,5.663,32.903,35.433,1,27.85,30.383,3.293,5.293,3.293,2,7.635,4.365,4.365,4.132,17.77,27.711,29.651,6.521,4.644,3.396,3.396,5.396,3.396,6.219,20.075,4,1,4.787,17.166,25.778,4.169,15.464,6.045,0.068,4.99,2.665
7.086,23.664,22.116,20.553,17.459,4.108,4.184,19.027,4.819,4.819,7.819,4.819,1.195,5.421,4.851,4.851,15.977,1.866,5.505,1,8.423,18.442,5.283,7.248,5.472,2.777,20.723,1,16.068,38.413,18.702,14.385,5.67,33.318,35.867,1,28.236,30.783,3.374,5.374,3.374,2,8.088,4.421,4.421,4.476,18.136,28.101,30.039,6.863,4.956,3.443,3.443,5.443,3.443,6.554,20.561,3,1,5.106,17.496,26.169,4.499,15.832,6.538,0.067,5.549,2.845
4.486,23.361,21.818,20.26,17.168,4.098,4.174,18.735,4.742,4.742,7.742,4.742,0.713,4.905,4.789,4.789,15.684,1.369,4.852,0,7.725,18.024,4.828,7.222,5.37,2.106,20.284,0,15.662,37.77,18.373,14.091,5.598,32.741,35.259,0,27.719,30.239,3.312,5.312,3.312,0,7.497,4.367,4.367,3.959,17.706,27.721,29.653,6.47,4.543,3.392,3.392,5.392,3.392,5.923,20.027,1,0,4.673,17.171,25.794,3.901,15.435,5.718,0.066,4.771,2.349
4.799,23.315,21.775,20.219,17.131,4.089,4.161,18.697,4.728,4.728,7.728,4.728,0.637,4.949,4.761,4.761,15.65,1.258,4.963,0,7.786,17.318,4.836,7.209,5.342,2.346,19.983,1,15.047,37.265,18.125,14.057,5.645,32.299,34.785,1,27.335,29.827,3.162,5.162,3.162,0,7.529,4.286,4.286,4.518,17.429,27.427,29.347,6.435,4.543,3.34,3.34,5.34,3.34,5.901,19.241,2,1,4.644,16.937,25.513,4.242,15.191,5.798,0.072,4.977,2.735
4.818,23.381,21.851,20.307,17.247,4.094,4.173,18.796,4.728,4.728,7.728,4.728,0.632,4.963,4.761,4.761,15.777,1.411,4.963,0,7.92,17.748,4.875,7.209,5.328,2.244,20.036,0,15.44,37.273,18.189,14.207,5.571,32.311,34.795,0,27.357,29.843,3.243,5.243,3.243,0,7.603,4.311,4.311,4.006,17.496,27.511,29.422,6.533,4.585,3.341,3.341,5.341,3.341,5.962,19.244,1,0,4.7,17.008,25.607,3.937,15.28,5.952,0.069,4.977,2.713
7.032,23.333,21.792,20.235,17.145,4.088,4.161,18.711,4.734,4.734,7.734,4.734,0.692,5.024,4.77,4.77,15.663,1.369,5.056,0,7.838,17.532,4.905,7.222,5.366,2.703,20.103,2,15.231,37.499,18.189,14.069,5.655,32.502,35.003,2,27.507,30.013,3.208,5.208,3.208,0,7.604,4.309,4.309,4.253,17.541,27.498,29.424,6.496,4.605,3.355,3.355,5.355,3.355,6.089,19.431,4,2,4.736,16.996,25.579,4.132,15.278,5.905,0.07,5.043,2.853
4.646,23.366,21.838,20.289,17.226,4.098,4.174,18.785,4.728,4.728,7.728,4.728,0.651,5.13,4.761,4.761,15.771,1.424,5.165,0,8.158,17.833,5.017,7.209,5.33,2.209,20.088,0,15.533,37.285,18.225,14.18,5.571,32.331,34.811,0,27.387,29.867,3.243,5.243,3.243,0,7.826,4.311,4.311,4.102,17.555,27.56,29.469,6.674,4.736,3.341,3.341,5.341,3.341,6.007,19.245,1,0,4.836,17.049,25.659,4.046,15.346,5.865,0.07,5.22,2.592
6.469,23.366,21.832,20.285,17.22,4.098,4.175,18.771,4.734,4.734,7.734,4.734,0.774,5.05,4.77,4.77,15.749,1.424,5.088,0,7.853,18.218,4.927,7.222,5.385,2.271,20.392,1,15.895,37.644,18.54,14.178,5.682,32.683,35.165,1,27.733,30.214,3.256,5.256,3.256,0,7.611,4.324,4.324,4.176,17.876,27.839,29.758,6.499,4.625,3.355,3.355,5.355,3.355,6.213,19.431,2,1,4.754,17.357,25.925,4.151,15.586,6.023,0.071,5.1,2.723
6.602,23.315,21.775,20.218,17.129,4.085,4.161,18.695,4.728,4.728,7.728,4.728,0.495,4.771,4.76,4.76,15.646,1.23,4.691,0,7.615,17.358,4.71,7.209,5.291,2.193,19.979,1,15.076,37.265,18.121,14.051,5.533,32.299,34.785,1,27.335,29.826,3.171,5.171,3.171,0,7.403,4.288,4.288,4.05,17.425,27.422,29.344,6.401,4.466,3.34,3.34,5.34,3.34,5.653,19.24,2,1,4.554,16.93,25.507,3.831,15.18,5.425,0.07,4.595,2.334
5.611,23.317,21.778,20.222,17.138,4.094,4.171,18.702,4.728,4.728,7.728,4.728,0.611,5.004,4.761,4.761,15.661,1.227,5.03,0,7.807,17.688,4.883,7.535,5.381,2.23,19.994,1,15.368,37.266,18.139,14.071,5.706,32.3,34.786,1,27.338,29.828,3.242,5.242,3.242,0,7.542,4.31,4.31,4.052,17.447,27.443,29.361,6.449,4.605,3.34,3.34,5.34,3.34,5.961,19.241,2,1,4.7,16.954,25.533,3.978,15.22,5.78,0.073,5.069,2.717
4.072,23.326,21.79,20.236,17.158,4.094,4.172,18.72,4.729,4.729,7.729,4.729,0.524,5.024,4.761,4.761,15.688,1.181,5.03,0,8.018,17.679,4.89,7.535,5.338,2.089,19.996,0,15.354,37.271,18.141,14.097,5.554,32.305,34.791,0,27.342,29.833,3.241,5.241,3.241,0,7.72,4.311,4.311,3.896,17.446,27.441,29.36,6.508,4.554,3.342,3.342,5.342,3.342,5.7,19.249,0,0,4.691,16.954,25.53,3.894,15.213,5.506,0.068,5.017,2.158
6.243,23.315,21.775,20.219,17.13,4.088,4.16,18.696,4.728,4.728,7.728,4.728,0.55,4.836,4.761,4.761,15.648,1.286,4.771,0,7.651,17.323,4.754,7.209,5.289,2.192,19.983,0,15.05,37.267,18.126,14.053,5.57,32.301,34.787,0,27.337,29.828,3.163,5.163,3.163,0,7.433,4.286,4.286,4.436,17.43,27.428,29.349,6.415,4.489,3.341,3.341,5.341,3.341,5.694,19.244,1,0,4.595,16.936,25.514,4.262,15.189,5.537,0.069,4.682,2.315
7.187,20.008,18.922,17.447,14.885,3.935,3.994,16.439,3.677,3.677,6.677,3.677,0.546,4.317,4.089,4.089,13.985,0.583,4.344,0,6.564,15.59,4.248,0.0,4.83,2.718,17.553,0,13.671,31.511,15.866,12.323,5.058,27.464,29.513,0,23.421,25.493,2.696,4.696,2.696,0,6.311,3.717,3.717,4.138,15.318,25.312,27.004,5.47,4.29,2.739,2.739,4.739,2.739,6.041,13.35,0,0,4.19,14.948,23.624,4.047,13.677,6.04,0.092,4.407,2.841
4.698,23.36,21.817,20.259,17.166,4.093,4.171,18.733,4.742,4.742,7.742,4.742,0.657,4.844,4.788,4.788,15.681,1.313,4.779,0,7.692,17.919,4.787,7.222,5.363,2.108,20.266,1,15.566,37.754,18.359,14.088,5.562,32.726,35.243,1,27.704,30.224,3.292,5.292,3.292,0,7.469,4.36,4.36,3.912,17.689,27.704,29.637,6.457,4.522,3.39,3.39,5.39,3.39,5.868,19.977,2,1,4.635,17.156,25.776,3.811,15.414,5.662,0.067,4.691,2.407
5.592,23.44,21.893,20.332,17.235,4.098,4.175,18.803,4.766,4.766,7.766,4.766,0.713,4.934,4.811,4.811,15.746,1.424,4.883,0,7.808,18.154,4.86,7.235,5.385,2.221,20.373,1,15.773,37.969,18.416,14.155,5.587,32.912,35.443,1,27.86,30.394,3.342,5.342,3.342,0,7.604,4.383,4.383,4.015,17.788,27.763,29.7,6.566,4.595,3.403,3.403,5.403,3.403,6.035,20.162,2,1,4.727,17.209,25.831,3.954,15.49,5.78,0.067,4.754,2.624
5.234,23.315,21.775,20.219,17.131,4.093,4.171,18.697,4.728,4.728,7.728,4.728,0.637,4.963,4.761,4.761,15.65,1.258,4.963,1,7.768,17.677,4.836,7.209,5.366,2.188,19.983,2,15.354,37.265,18.125,14.057,5.646,32.299,34.785,2,27.335,29.827,3.241,5.241,3.241,1,7.525,4.309,4.309,4.005,17.429,27.427,29.347,6.435,4.543,3.34,3.34,5.34,3.34,5.917,19.244,3,2,4.644,16.937,25.513,3.912,15.191,5.865,0.072,4.963,2.735
5.733,22.005,20.563,19.072,16.141,4.038,4.077,17.658,4.336,4.336,7.336,4.336,0.468,4.248,4.406,4.406,14.786,0.451,4.317,0,6.377,16.089,4.19,0.0,5.027,2.15,18.09,0,14.01,33.373,16.31,13.215,5.327,28.952,31.173,0,24.54,26.771,2.893,4.893,2.893,0,6.788,3.912,3.912,3.991,15.755,25.807,27.591,5.817,4.143,2.925,2.925,4.925,2.925,6.022,15.537,0,0,4.111,15.293,24.03,3.947,13.891,5.967,0.089,4.234,2.717
4.921,22.005,20.563,19.072,16.141,4.038,4.077,17.658,4.336,4.336,7.336,4.336,0.468,4.248,4.406,4.406,14.786,0.451,4.317,0,6.377,16.089,4.19,0.0,5.027,2.15,18.09,0,14.01,33.373,16.31,13.215,5.327,28.952,31.173,0,24.54,26.771,2.893,4.893,2.893,0,6.788,3.912,3.912,3.991,15.755,25.807,27.591,5.817,4.143,2.925,2.925,4.925,2.925,6.022,15.537,0,0,4.111,15.293,24.03,3.947,13.891,5.967,0.089,4.234,2.717
5.42,19.784,18.666,17.212,14.645,3.931,3.988,16.169,3.677,3.677,6.677,3.677,0.527,4.205,4.089,4.089,13.708,0.549,4.22,0,6.528,15.401,4.127,0.0,4.83,2.316,17.399,0,13.473,31.417,15.725,12.083,5.01,27.352,29.411,0,23.29,25.374,2.696,4.696,2.696,0,6.264,3.717,3.717,4.075,15.149,25.143,26.837,5.342,4.111,2.739,2.739,4.739,2.739,5.99,13.35,0,0,4.06,14.798,23.452,3.979,13.51,5.952,0.092,4.29,2.841
5.377,18.116,16.925,15.724,13.34,3.716,3.859,14.546,3.337,3.337,5.337,3.337,0.163,2.773,4.04,4.04,12.192,0.333,2.708,0,2.833,15.453,2.833,0.0,4.741,1.6,16.698,0,13.405,31.074,15.027,10.963,5.017,26.924,29.022,0,22.771,24.892,2.799,4.774,2.799,0,2.89,3.752,3.752,3.43,14.434,24.838,26.597,3.296,3.091,2.718,2.718,4.697,2.718,5.525,13.705,0,0,2.996,14.079,23.083,3.342,12.704,5.454,0.118,2.639,1.816
5.252,18.104,16.914,15.715,13.334,3.717,3.861,14.539,3.334,3.334,5.334,3.334,0.245,2.833,4.036,4.036,12.189,0.333,2.773,0,2.89,15.446,2.996,0.0,4.741,1.638,16.69,0,13.402,31.057,15.004,10.96,5.015,26.911,29.006,0,22.76,24.878,2.796,4.771,2.796,0,2.944,3.747,3.747,3.411,14.431,24.835,26.593,3.401,3.091,2.712,2.712,4.692,2.712,5.794,13.668,0,0,3.091,14.063,23.081,3.43,12.701,5.525,0.115,2.708,1.816
4.933,18.102,16.913,15.715,13.334,3.721,3.867,14.539,3.333,3.333,5.333,3.333,0.204,3.091,4.035,4.035,12.191,0.333,2.996,0,2.996,15.446,3.091,0.0,4.747,1.814,16.691,0,13.403,31.056,15.0,10.96,5.017,26.91,29.005,0,22.759,24.877,2.795,4.771,2.795,1,3.296,3.746,3.746,3.507,14.431,24.836,26.594,3.332,3.178,2.71,2.71,4.693,2.71,5.735,13.661,0,0,3.135,14.065,23.082,3.473,12.708,5.873,0.118,2.833,1.817
6.523,18.367,17.176,15.977,13.594,3.734,3.882,14.798,3.366,3.366,5.366,3.366,0.327,2.996,4.093,4.093,12.442,0.556,2.944,0,3.045,15.993,3.135,0.0,4.864,1.816,17.661,0,13.931,32.529,15.949,11.217,5.075,28.235,30.4,0,23.944,26.127,2.861,4.837,2.861,0,3.091,3.861,3.861,3.802,15.346,25.638,27.418,3.611,3.466,2.861,2.861,4.844,2.861,5.898,14.846,0,0,3.296,14.94,23.861,3.663,13.519,5.753,0.109,2.89,1.953
5.757,18.367,17.176,15.977,13.594,3.734,3.882,14.798,3.366,3.366,5.366,3.366,0.327,2.996,4.093,4.093,12.442,0.556,2.944,0,3.045,15.993,3.135,0.0,4.864,1.816,17.661,0,13.931,32.529,15.949,11.217,5.075,28.235,30.4,0,23.944,26.127,2.861,4.837,2.861,0,3.091,3.861,3.861,3.802,15.346,25.638,27.418,3.611,3.466,2.861,2.861,4.844,2.861,5.898,14.846,0,0,3.296,14.94,23.861,3.663,13.519,5.753,0.109,2.89,1.953
5.78,17.154,16.046,14.918,12.69,3.731,3.879,13.831,3.113,3.113,5.113,3.113,0.204,2.944,3.958,3.958,11.646,0.389,2.89,0,2.944,15.196,2.996,0.0,4.788,1.8,17.231,0,13.207,32.039,15.498,10.468,4.94,27.766,29.917,0,23.491,25.661,2.741,4.715,2.741,0,2.996,3.785,3.785,3.714,14.925,25.143,26.912,3.296,3.367,2.802,2.802,4.785,2.802,5.753,14.249,0,0,3.135,14.512,23.378,3.501,13.133,5.587,0.116,2.833,1.84
5.78,19.126,18.045,16.658,14.19,3.867,3.949,15.625,3.477,3.477,6.477,3.477,0.469,3.638,4.109,4.109,13.224,0.674,3.555,0,4.693,16.115,3.664,0.0,4.882,1.953,17.807,0,14.055,32.678,16.082,11.719,5.091,28.376,30.545,0,24.082,26.266,2.869,4.869,2.869,0,4.934,3.873,3.873,3.906,15.494,25.742,27.517,4.573,3.829,2.876,2.876,4.876,2.876,6.052,14.921,0,0,3.714,15.08,23.969,3.866,13.678,5.906,0.099,3.401,2.0
6.094,23.876,22.302,20.72,17.58,4.138,4.208,19.163,4.903,4.903,7.903,4.903,1.265,5.598,4.908,4.908,16.06,1.834,5.656,2,8.415,18.579,5.398,7.67,5.541,2.815,20.832,1,16.166,38.718,18.858,14.467,5.777,33.57,36.146,1,28.433,31.008,3.425,5.425,3.425,2,8.121,4.474,4.474,4.361,18.214,28.174,30.126,6.879,4.942,3.496,3.496,5.496,3.496,6.394,20.91,3,1,5.165,17.631,26.23,4.353,15.888,6.539,0.062,5.69,2.952
6.879,23.878,22.304,20.722,17.583,4.138,4.208,19.165,4.903,4.903,7.903,4.903,1.228,5.598,4.908,4.908,16.063,1.779,5.666,2,8.402,18.581,5.403,7.67,5.541,2.799,20.834,1,16.169,38.718,18.861,14.47,5.777,33.571,36.146,1,28.434,31.009,3.425,5.425,3.425,2,8.127,4.474,4.474,4.368,18.217,28.176,30.127,6.884,4.934,3.496,3.496,5.496,3.496,6.435,20.91,3,1,5.17,17.634,26.232,4.365,15.892,6.56,0.061,5.68,2.975
6.83,24.176,22.583,20.983,17.802,4.175,4.236,19.403,4.997,4.997,7.997,4.997,1.243,5.595,4.926,4.926,16.253,1.841,5.68,2,8.728,18.562,5.398,7.248,5.538,2.644,20.828,1,16.148,38.716,18.841,14.64,5.926,33.569,36.144,1,28.431,31.006,3.423,5.423,3.423,2,8.487,4.472,4.472,4.386,18.209,28.168,30.12,7.063,4.956,3.494,3.494,5.494,3.494,6.426,20.904,3,1,5.159,17.613,26.222,4.391,15.879,6.548,0.063,5.666,2.818
7.0,23.88,22.304,20.719,17.573,4.136,4.206,19.159,4.906,4.906,7.906,4.906,1.298,5.652,4.912,4.912,16.049,1.952,5.749,2,8.409,18.596,5.455,7.261,5.547,2.744,20.893,1,16.177,38.839,18.879,14.45,5.857,33.676,36.259,1,28.522,31.105,3.431,5.431,3.431,2,8.168,4.481,4.481,4.46,18.27,28.206,30.16,6.909,5.004,3.503,3.503,5.503,3.503,6.533,21.013,3,1,5.226,17.648,26.258,4.5,15.928,6.614,0.062,5.73,2.88
7.086,23.876,22.302,20.72,17.58,4.138,4.208,19.162,4.903,4.903,7.903,4.903,1.265,5.576,4.908,4.908,16.059,1.834,5.617,1,8.399,18.579,5.384,7.67,5.525,2.814,20.831,1,16.165,38.718,18.857,14.466,5.758,33.57,36.146,1,28.433,31.008,3.425,5.425,3.425,2,8.108,4.474,4.474,4.344,18.213,28.172,30.124,6.876,4.934,3.496,3.496,5.496,3.496,6.402,20.91,3,1,5.153,17.629,26.227,4.325,15.885,6.563,0.062,5.642,2.951
8.046,23.886,22.313,20.733,17.598,4.138,4.208,19.178,4.903,4.903,7.903,4.903,1.283,5.591,4.908,4.908,16.079,1.834,5.628,1,8.376,18.593,5.398,7.67,5.525,2.772,20.852,1,16.184,38.721,18.879,14.488,5.759,33.575,36.15,1,28.442,31.015,3.425,5.425,3.425,2,8.108,4.475,4.475,4.365,18.239,28.208,30.156,6.882,4.934,3.497,3.497,5.497,3.497,6.464,20.912,3,1,5.165,17.654,26.266,4.377,15.917,6.673,0.061,5.624,2.998
6.967,23.883,22.307,20.722,17.575,4.141,4.211,19.161,4.906,4.906,7.906,4.906,1.243,5.628,4.913,4.913,16.051,1.89,5.687,2,8.395,18.609,5.438,7.678,5.549,2.752,20.895,1,16.19,38.841,18.889,14.453,5.783,33.677,36.26,1,28.524,31.106,3.433,5.433,3.433,2,8.141,4.483,4.483,4.417,18.272,28.208,30.162,6.904,4.963,3.504,3.504,5.504,3.504,6.49,21.019,3,1,5.209,17.658,26.26,4.445,15.929,6.549,0.061,5.677,2.881
7.886,23.883,22.306,20.721,17.575,4.141,4.21,19.161,4.906,4.906,7.906,4.906,1.243,5.606,4.913,4.913,16.05,1.89,5.649,1,8.377,18.609,5.425,7.678,5.533,2.749,20.894,1,16.189,38.841,18.888,14.451,5.764,33.677,36.26,1,28.524,31.106,3.433,5.433,3.433,2,8.129,4.483,4.483,4.401,18.27,28.206,30.161,6.901,4.956,3.504,3.504,5.504,3.504,6.496,21.019,3,1,5.198,17.656,26.257,4.42,15.925,6.57,0.061,5.624,2.88
8.0,23.878,22.304,20.722,17.582,4.138,4.208,19.164,4.903,4.903,7.903,4.903,1.228,5.576,4.908,4.908,16.062,1.779,5.628,1,8.385,18.581,5.389,7.67,5.525,2.797,20.833,1,16.168,38.718,18.86,14.469,5.758,33.571,36.146,1,28.434,31.009,3.425,5.425,3.425,2,8.114,4.474,4.474,4.352,18.215,28.174,30.126,6.881,4.927,3.496,3.496,5.496,3.496,6.442,20.91,3,1,5.159,17.632,26.229,4.339,15.889,6.583,0.061,5.631,2.975
6.963,23.868,22.292,20.708,17.563,4.132,4.203,19.149,4.902,4.902,7.902,4.902,1.243,5.595,4.906,4.906,16.04,1.841,5.68,2,8.36,18.562,5.398,7.248,5.538,2.744,20.828,1,16.148,38.716,18.841,14.442,5.851,33.569,36.144,1,28.431,31.006,3.423,5.423,3.423,2,8.112,4.472,4.472,4.387,18.209,28.168,30.12,6.862,4.956,3.494,3.494,5.494,3.494,6.409,20.904,3,1,5.159,17.613,26.222,4.389,15.879,6.541,0.063,5.666,2.879
8.339,24.288,22.723,21.151,18.023,4.135,4.207,19.599,4.902,4.902,7.902,4.902,1.366,5.677,4.906,4.906,16.5,2.168,5.796,1,8.437,18.738,5.493,7.248,5.562,2.877,21.263,1,16.351,39.076,19.299,14.911,5.852,33.959,36.519,1,28.849,31.409,3.423,5.423,3.423,2,8.166,4.472,4.472,4.592,18.662,28.714,30.681,6.956,5.106,3.494,3.494,5.494,3.494,6.581,20.904,3,1,5.263,18.075,26.751,4.571,16.292,6.692,0.065,5.852,3.01
