pXC50,D.Dtr07,PDI,X5A,H.047,nR07,ATSC7s,SpDiam_EA.ri.,nHM,SpMax2_Bh.m.,P_VSA_m_4,H.051,C.006,GATS7m,P_VSA_i_1,PW5,Eig01_EA.ri.,SpMax_EA.ri.,SpDiam_EA.ed.,RBF,X4A,Eig01_AEA.ed.,SpMax_AEA.ed.,Chi1_EA.dm.,TPSA.Tot.,SpDiam_EA,ATSC7m,SM14_AEA.ed.,SM11_EA.ed.,SM12_EA.ed.,SM13_EA.ed.,GATS5v,SM14_EA.ed.,SM15_EA.ed.,Eig01_EA,SM09_AEA.bo.,SpMax_EA,SM10_EA.ed.,SM12_AEA.ed.,CATS2D_05_NL,ATSC7e,piPC04,SM08_EA.bo.,GATS6i,SM06_EA.ed.,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,SM08_EA.ed.,SpMin5_Bh.i.,SM10_AEA.ed.,SpMin3_Bh.s.,SM13_AEA.ed.,MPC06,SpMax3_Bh.m.,Xindex,ATSC7p,ATSC8s,nCrs,SM15_AEA.ed.,SpDiam_AEA.bo.,LOC,MWC09,MWC10,SM09_EA.ed.,piPC05,piPC06,MATS2m,CATS2D_02_AN
7.0,0.0,0.876,0.089,12,0,117.397,4.915,2,3.85,70.783,1,2,1.348,70.783,0.088,2.915,2.915,15.569,0.2,0.133,6.186,6.186,9.631,130.5,4.93,40.644,26.212,24.752,26.966,29.119,0.851,31.32,33.492,2.93,2.93,2.93,22.632,22.622,1,0.584,4.405,11.095,1.101,14.086,9.14,9.14,9.14,18.331,1.129,19.042,1.032,24.416,3.611,3.737,0.601,11.745,52.023,0,28.009,5.139,2.525,10.373,11.206,20.384,4.8,4.615,-0.163,0
4.0,0.0,0.875,0.081,8,0,124.435,5.049,0,3.78,0.0,3,1,1.058,0.0,0.091,3.049,3.049,18.117,0.136,0.121,6.715,6.715,13.512,106.94,5.143,28.276,26.902,26.229,28.617,30.966,1.067,33.347,35.711,3.143,3.143,3.143,23.91,23.169,2,0.749,4.539,10.935,1.072,14.682,10.796,10.796,10.796,19.249,1.147,19.464,1.03,25.032,3.97,3.577,0.469,7.51,137.253,3,28.776,5.241,1.375,10.703,11.574,21.501,4.894,4.717,-0.041,1
6.071,0.0,0.875,0.093,8,0,73.685,4.774,1,3.756,38.564,2,1,1.223,38.564,0.084,2.774,2.774,14.418,0.188,0.139,6.003,6.003,6.512,105.2,4.828,18.667,25.301,23.7,25.873,27.982,0.898,30.14,32.269,2.828,2.828,2.828,21.632,21.783,2,0.364,4.184,10.585,0.924,13.333,8.583,8.583,8.583,17.44,0.856,18.286,0.875,23.54,3.178,3.553,0.618,5.368,40.225,0,27.067,4.932,2.297,9.943,10.76,19.422,4.6,4.288,-0.132,0
6.77,0.0,0.858,0.089,10,0,142.409,4.862,2,3.877,70.783,1,2,1.334,70.783,0.08,2.862,2.862,16.309,0.188,0.133,6.401,6.401,9.758,130.5,5.109,46.481,26.622,25.617,27.891,30.15,0.841,32.425,34.696,3.109,3.109,3.109,23.381,22.982,4,0.718,4.326,10.871,1.057,14.5,9.969,9.969,9.969,18.908,0.959,19.356,1.017,24.801,3.638,3.723,0.589,12.788,72.428,0,28.445,5.073,2.479,10.392,11.232,21.1,4.722,4.475,0.009,0
7.114,0.0,0.874,0.095,13,0,93.164,4.856,2,3.844,70.783,1,2,1.337,70.783,0.088,2.856,2.856,15.272,0.205,0.138,6.125,6.125,7.724,130.5,4.89,36.462,25.873,24.345,26.543,28.678,0.911,30.863,33.017,2.89,2.89,2.89,22.247,22.309,1,0.472,4.285,10.694,1.002,13.799,8.934,8.934,8.934,17.99,0.959,18.758,0.978,24.089,3.367,3.716,0.604,10.349,35.014,0,27.659,4.999,2.423,10.196,11.019,20.016,4.668,4.328,-0.227,0
6.975,0.0,0.879,0.087,14,0,195.215,4.919,0,3.843,0.0,1,1,1.135,0.0,0.096,2.919,2.919,15.791,0.188,0.126,6.208,6.208,15.866,136.04,4.959,50.981,26.44,25.047,27.273,29.429,0.952,31.64,33.818,2.959,2.959,2.959,22.934,22.876,3,1.058,4.965,11.331,1.01,14.431,9.252,9.252,9.252,18.641,1.517,19.332,1.228,24.656,4.277,3.729,0.416,15.304,210.61,0,28.228,5.087,1.32,10.913,11.756,20.672,5.411,5.18,-0.023,0
4.432,0.0,0.835,0.087,2,0,40.965,5.137,1,3.686,38.564,4,1,1.435,38.564,0.078,3.137,3.137,17.426,0.167,0.129,6.637,6.637,7.228,93.17,5.113,10.088,26.558,25.881,28.251,30.592,0.99,32.952,35.3,3.113,3.113,3.113,23.559,22.803,0,0.19,3.332,9.914,0.922,14.28,10.522,10.522,10.522,18.89,0.275,19.064,0.329,24.679,2.485,3.233,0.705,2.065,13.73,2,28.44,5.219,1.855,10.038,10.91,21.166,3.332,2.708,-0.126,0
5.432,0.0,0.84,0.083,2,0,73.416,5.142,1,3.699,38.564,3,1,1.318,38.564,0.087,3.142,3.142,17.857,0.121,0.124,6.687,6.687,8.555,93.17,5.108,21.734,26.752,26.047,28.43,30.776,0.962,33.15,35.507,3.108,3.108,3.108,23.726,23.001,1,0.355,3.584,10.046,1.036,14.451,10.664,10.664,10.664,19.054,0.868,19.267,0.824,24.875,3.178,3.298,0.717,5.27,21.681,4,28.633,5.229,1.697,10.203,11.061,21.318,3.689,3.401,-0.069,0
4.0,0.0,0.833,0.089,1,0,141.739,4.896,0,3.65,0.0,3,0,1.119,0.0,0.082,2.896,2.896,15.366,0.156,0.13,6.124,6.124,9.655,115.73,4.899,30.907,25.818,24.273,26.486,28.622,0.938,30.82,32.982,2.899,2.899,2.899,22.184,22.275,2,0.794,3.689,10.012,1.155,13.775,8.974,8.974,8.974,17.936,1.064,18.752,0.985,24.044,3.526,3.532,0.618,6.753,165.015,5,27.595,5.049,2.322,10.262,11.09,19.935,3.951,3.738,-0.019,0
5.77,0.0,0.845,0.089,2,0,47.675,5.083,1,3.685,38.564,4,1,1.496,38.564,0.093,3.083,3.083,17.278,0.133,0.13,6.601,6.601,7.228,93.17,5.057,16.358,26.49,25.749,28.107,30.434,0.945,32.783,35.118,3.057,3.057,3.057,23.442,22.748,0,0.222,3.526,9.854,0.876,14.221,10.395,10.395,10.395,18.801,0.77,19.025,0.824,24.617,2.996,3.274,0.712,3.947,17.772,4,28.365,5.173,1.733,10.04,10.89,21.059,3.611,3.219,-0.104,0
7.796,101.736,0.888,0.085,10,1,114.878,4.973,1,3.803,38.564,0,1,1.309,38.564,0.096,2.973,2.973,17.459,0.12,0.125,6.593,6.593,17.277,125.51,5.085,30.815,26.744,25.801,28.146,30.442,0.969,32.778,35.093,3.085,3.085,3.085,23.545,23.063,2,0.606,4.55,10.933,0.929,14.554,10.348,10.348,10.348,18.999,1.27,19.409,1.14,24.9,4.043,3.701,0.432,9.081,101.699,5,28.593,5.186,1.051,10.709,11.564,21.175,4.923,4.685,-0.006,1
8.222,109.721,0.904,0.077,9,1,137.15,5.425,1,3.868,38.564,0,1,1.252,38.564,0.102,3.425,3.425,22.359,0.103,0.115,7.713,7.713,24.045,125.51,5.55,39.922,28.683,29.268,31.928,34.583,1.032,37.243,39.902,3.55,3.55,3.55,26.62,24.648,4,0.766,4.742,11.24,0.957,16.125,14.297,14.297,14.297,21.336,1.463,20.645,1.211,26.662,4.443,3.716,0.356,11.292,106.947,8,30.708,5.577,0.959,11.135,12.033,23.958,5.096,4.944,-0.009,1
8.155,0.0,0.862,0.078,6,0,145.397,5.437,1,3.856,38.564,0,0,1.169,38.564,0.082,3.437,3.437,21.33,0.14,0.119,7.627,7.627,14.712,154.53,5.503,45.439,28.539,28.956,31.586,34.213,0.834,36.844,39.474,3.503,3.503,3.503,26.336,24.532,4,0.733,4.686,11.414,1.147,15.964,13.895,13.895,13.895,21.111,1.456,20.56,1.211,26.532,4.19,3.762,0.44,14.247,226.521,4,30.551,5.55,1.475,10.999,11.881,23.706,5.058,4.954,0.046,0
10.553,0.0,0.905,0.079,7,0,105.579,5.0,1,3.796,32.22,3,1,1.237,32.22,0.095,3.0,3.0,17.688,0.143,0.121,6.623,6.623,13.681,99.98,5.095,27.342,26.674,25.924,28.29,30.612,1.106,32.969,35.306,3.095,3.095,3.095,23.635,22.966,4,0.581,4.683,11.21,0.931,14.515,10.513,10.513,10.513,19.027,1.302,19.289,1.089,24.817,3.989,3.603,0.467,9.22,51.263,5,28.536,5.286,1.317,10.647,11.518,21.244,5.096,5.166,0.131,1
10.0,0.0,0.887,0.076,5,0,153.61,5.066,2,3.784,78.297,0,1,1.365,0.0,0.1,3.066,3.066,18.482,0.108,0.116,6.769,6.769,14.944,77.84,5.186,29.101,27.108,26.472,28.876,31.232,1.016,33.626,35.999,3.186,3.186,3.186,24.149,23.356,3,0.951,4.763,11.667,0.987,14.863,10.974,10.974,10.974,19.464,1.041,19.629,1.049,25.23,4.007,3.588,0.503,8.163,114.271,5,28.991,5.456,1.144,10.777,11.663,21.718,5.179,5.197,0.055,1
10.0,0.0,0.892,0.079,7,0,128.108,5.101,0,3.76,0.0,0,1,1.234,0.0,0.101,3.101,3.101,18.534,0.132,0.117,6.783,6.783,17.898,103.43,5.174,22.606,27.122,26.553,28.959,31.327,1.031,33.725,36.107,3.174,3.174,3.174,24.213,23.358,3,0.814,4.795,11.715,1.041,14.869,11.052,11.052,11.052,19.504,1.166,19.614,1.086,25.238,3.951,3.484,0.501,6.369,191.602,5,29.01,5.46,1.234,10.719,11.598,21.786,5.204,5.186,0.023,1
10.602,0.0,0.907,0.081,7,0,71.206,4.999,1,3.77,38.564,0,1,1.323,38.564,0.098,2.999,2.999,17.677,0.108,0.121,6.623,6.623,12.149,96.41,5.092,23.537,26.635,25.902,28.271,30.596,1.065,32.954,35.293,3.092,3.092,3.092,23.607,22.916,4,0.348,4.55,11.125,0.842,14.449,10.509,10.509,10.509,18.984,1.049,19.224,1.068,24.773,3.784,3.489,0.495,8.109,48.227,5,28.501,5.277,1.144,10.522,11.389,21.211,4.947,4.878,0.02,1
9.921,0.0,0.898,0.075,6,0,96.355,5.111,1,3.766,38.564,0,1,1.381,38.564,0.094,3.111,3.111,18.67,0.109,0.119,6.802,6.802,14.57,96.41,5.195,33.334,27.265,26.642,29.048,31.41,1.175,33.807,36.185,3.195,3.195,3.195,24.311,23.501,3,0.488,4.77,11.607,1.017,14.987,11.073,11.073,11.073,19.612,1.301,19.756,1.211,25.381,4.043,3.475,0.494,10.117,45.181,5,29.152,5.455,1.231,10.812,11.697,21.881,5.147,5.219,0.081,1
5.301,0.0,0.9,0.083,15,0,167.874,5.013,0,3.825,0.0,2,1,1.02,0.0,0.09,3.013,3.013,17.962,0.15,0.124,6.696,6.696,17.203,124.01,5.13,36.282,27.155,26.293,28.652,30.97,0.952,33.325,35.664,3.13,3.13,3.13,24.013,23.458,1,0.867,5.058,11.538,0.896,14.947,10.697,10.697,10.697,19.432,1.472,19.785,1.083,25.304,4.29,3.812,0.335,12.088,174.172,3,29.01,5.241,0.765,11.044,11.906,21.635,5.442,5.237,-0.046,1
5.495,0.0,0.92,0.083,14,0,152.582,5.037,0,3.827,0.0,3,1,1.008,0.0,0.09,3.037,3.037,17.962,0.145,0.124,6.696,6.696,17.898,103.78,5.13,41.955,27.155,26.293,28.652,30.97,1.009,33.325,35.664,3.13,3.13,3.13,24.013,23.458,2,0.736,5.058,11.538,0.973,14.947,10.697,10.697,10.697,19.432,1.482,19.785,1.169,25.304,4.29,3.813,0.335,13.945,170.361,3,29.01,5.241,0.765,11.044,11.906,21.635,5.442,5.237,-0.008,1
7.143,0.0,0.887,0.081,15,0,197.355,5.383,1,3.845,38.564,1,2,1.174,32.22,0.091,3.383,3.383,20.174,0.138,0.122,7.318,7.318,21.066,127.17,5.408,57.318,28.211,28.002,30.514,33.016,1.009,35.531,38.043,3.408,3.408,3.408,25.521,24.321,1,1.141,5.058,11.614,1.154,15.714,12.559,12.559,12.559,20.572,1.501,20.46,1.173,26.263,4.369,3.814,0.346,22.605,233.288,3,30.165,5.418,0.78,11.18,12.059,23.006,5.442,5.237,-0.054,1
6.854,0.0,0.88,0.085,14,0,182.636,5.201,1,3.85,7.958,0,3,1.28,7.958,0.093,3.201,3.201,18.617,0.2,0.123,6.809,6.809,13.867,160.2,5.261,56.068,27.521,27.088,29.497,31.887,1.002,34.292,36.69,3.261,3.261,3.261,24.716,23.744,3,1.058,4.669,11.471,0.959,15.28,11.235,11.235,11.235,19.965,1.482,19.988,1.162,25.631,4.174,3.826,0.403,16.517,313.84,3,29.415,5.468,1.379,10.96,11.837,22.294,4.99,4.687,-0.046,1
6.046,0.0,0.901,0.083,9,0,137.777,5.211,1,3.817,7.028,0,1,1.2,7.028,0.083,3.211,3.211,18.616,0.14,0.125,6.807,6.807,15.052,125.98,5.265,30.072,27.485,27.059,29.471,31.862,1.048,34.269,36.669,3.265,3.265,3.265,24.685,23.702,2,0.911,4.581,11.459,0.979,15.226,11.266,11.266,11.266,19.926,1.216,19.936,1.039,25.592,3.807,3.773,0.44,8.156,170.328,3,29.381,5.481,0.899,10.759,11.643,22.259,4.879,4.613,0.026,1
7.745,0.0,0.89,0.08,8,0,189.121,5.212,1,3.92,7.028,0,1,1.165,7.028,0.08,3.212,3.212,18.617,0.156,0.123,6.807,6.807,20.195,171.8,5.266,32.28,27.557,27.079,29.486,31.873,1.091,34.278,36.675,3.266,3.266,3.266,24.711,23.792,1,1.277,4.807,11.9,0.972,15.304,11.266,11.266,11.266,19.971,1.245,20.045,1.057,25.673,4.043,3.817,0.417,8.508,268.398,3,29.446,5.484,0.989,10.909,11.792,22.293,5.167,5.248,0.041,1
8.444,124.345,0.907,0.08,15,1,172.112,5.052,0,3.84,0.0,0,1,1.17,0.0,0.103,3.052,3.052,18.389,0.148,0.12,6.753,6.753,22.021,106.94,5.164,45.356,27.111,26.479,28.876,31.237,0.989,33.63,36.009,3.164,3.164,3.164,24.152,23.389,7,0.853,5.002,11.385,1.007,14.925,10.999,10.999,10.999,19.485,1.506,19.697,1.178,25.247,4.522,3.714,0.348,13.847,134.129,5,28.98,5.275,0.999,11.026,11.897,21.739,5.441,5.334,-0.05,1
6.097,0.0,0.92,0.077,12,0,212.152,5.277,1,3.923,13.738,0,1,1.065,13.738,0.084,3.277,3.277,19.538,0.172,0.121,7.049,7.049,29.369,206.62,5.343,41.335,27.907,27.72,30.195,32.661,0.999,35.14,37.617,3.343,3.343,3.343,25.276,24.105,1,1.666,5.312,12.364,0.982,15.64,12.169,12.169,12.169,20.407,1.407,20.332,1.058,26.003,4.554,3.919,0.338,14.139,314.591,3,29.816,5.565,0.954,11.26,12.147,22.8,5.739,5.896,0.082,1
8.509,124.345,0.908,0.081,16,1,155.491,4.979,0,3.84,0.0,0,2,1.125,0.0,0.096,2.979,2.979,16.901,0.148,0.123,6.453,6.453,17.211,106.94,5.06,43.338,26.747,25.631,27.921,30.16,0.964,32.442,34.701,3.06,3.06,3.06,23.431,23.112,6,0.769,4.968,11.359,0.995,14.637,9.962,9.962,9.962,18.991,1.504,19.498,1.137,24.927,4.511,3.725,0.344,13.47,138.725,3,28.57,5.176,0.999,10.969,11.831,21.115,5.394,5.281,-0.056,1
7.532,0.0,0.864,0.099,7,0,103.326,4.761,2,3.796,70.783,1,3,1.203,70.783,0.074,2.82,2.82,15.058,0.048,0.147,6.103,6.103,6.991,130.5,4.836,48.35,25.741,24.162,26.352,28.482,0.964,30.658,32.805,2.866,2.866,2.866,22.064,22.165,2,0.574,3.526,9.746,1.003,13.601,8.824,8.824,8.824,17.804,1.005,18.6,1.064,23.952,3.367,3.553,0.64,13.008,71.712,7,27.532,4.993,1.039,9.995,10.8,19.84,3.611,3.526,-0.16,0
7.481,0.0,0.864,0.079,6,0,150.349,5.43,1,3.855,38.564,0,0,1.188,38.564,0.088,3.43,3.43,21.321,0.133,0.12,7.625,7.625,14.712,154.53,5.496,49.281,28.536,28.953,31.582,34.209,0.806,36.84,39.469,3.496,3.496,3.496,26.333,24.53,4,0.738,4.695,11.411,1.12,15.963,13.89,13.89,13.89,21.109,1.268,20.558,1.223,26.529,4.248,3.757,0.444,15.717,230.744,5,30.548,5.565,1.449,11.005,11.884,23.704,5.096,4.982,0.04,0
7.237,0.0,0.872,0.082,7,0,154.233,5.434,1,3.835,38.564,0,1,1.143,38.564,0.093,3.434,3.434,21.268,0.146,0.118,7.625,7.625,13.857,154.53,5.498,37.243,28.487,28.943,31.574,34.203,0.922,36.833,39.463,3.498,3.498,3.498,26.32,24.459,4,0.829,4.619,11.346,1.098,15.904,13.886,13.886,13.886,21.082,1.338,20.461,1.19,26.471,4.025,3.702,0.447,10.756,181.634,4,30.507,5.542,1.343,10.865,11.744,23.687,5.026,4.873,-0.051,0
7.854,111.148,0.889,0.084,10,1,144.966,4.987,1,3.813,38.564,0,1,1.219,38.564,0.103,2.987,2.987,17.691,0.143,0.124,6.627,6.627,17.277,125.51,5.101,41.814,26.815,25.979,28.338,30.653,0.996,33.005,35.338,3.101,3.101,3.101,23.702,23.125,3,0.756,4.601,10.946,1.026,14.644,10.521,10.521,10.521,19.121,1.425,19.463,1.205,24.967,4.19,3.704,0.432,11.913,125.471,5,28.667,5.196,1.215,10.791,11.65,21.32,4.98,4.782,-0.013,1
7.721,0.0,0.873,0.078,9,0,126.69,5.437,1,3.86,38.564,0,0,1.197,38.564,0.081,3.437,3.437,21.33,0.15,0.121,7.627,7.627,18.201,143.53,5.503,45.9,28.542,28.956,31.586,34.213,0.867,36.844,39.474,3.503,3.503,3.503,26.336,24.537,4,0.681,4.726,11.435,1.113,15.97,13.895,13.895,13.895,21.113,1.461,20.568,1.211,26.536,4.248,3.763,0.433,14.545,192.682,4,30.553,5.55,1.521,11.026,11.908,23.707,5.1,5.067,0.053,0
8.155,0.0,0.906,0.085,11,0,139.516,5.217,1,3.821,5.133,0,2,1.252,5.133,0.083,3.217,3.217,18.47,0.146,0.126,6.784,6.784,13.654,116.75,5.247,34.283,27.454,26.968,29.37,31.751,1.067,34.147,36.536,3.247,3.247,3.247,24.604,23.677,3,0.778,4.529,11.443,0.944,15.184,11.137,11.137,11.137,19.864,1.305,19.918,1.085,25.564,3.807,3.813,0.421,9.469,157.001,3,29.346,5.46,0.882,10.749,11.622,22.189,4.852,4.533,-0.056,1
8.585,0.0,0.852,0.082,7,0,155.352,5.087,1,3.816,7.028,0,1,1.204,7.028,0.072,3.192,3.192,18.385,0.143,0.121,6.775,6.775,13.889,125.98,5.213,27.546,27.42,26.906,29.303,31.679,1.073,34.07,36.453,3.238,3.238,3.238,24.546,23.636,1,1.03,3.784,11.091,1.107,15.118,11.059,11.059,11.059,19.809,0.921,19.863,0.909,25.526,3.367,3.407,0.667,5.123,151.225,3,29.315,5.442,2.04,10.493,11.375,22.135,3.871,3.638,0.067,1
8.0,116.002,0.884,0.083,10,1,153.574,4.993,1,3.818,38.564,0,1,1.161,38.564,0.101,2.993,2.993,17.735,0.136,0.122,6.631,6.631,17.277,125.51,5.107,47.336,26.831,26.003,28.365,30.681,0.985,33.035,35.37,3.107,3.107,3.107,23.726,23.144,3,0.767,4.621,10.958,1.063,14.672,10.543,10.543,10.543,19.145,1.462,19.487,1.213,24.984,4.248,3.707,0.432,13.738,150.27,5,28.683,5.199,1.216,10.837,11.7,21.342,5.0,4.823,0.008,1
8.721,0.0,0.855,0.076,5,0,102.429,5.162,0,3.671,0.0,0,1,1.057,0.0,0.105,3.162,3.162,19.065,0.14,0.112,6.979,6.979,16.725,106.94,5.291,25.651,27.401,27.21,29.685,32.143,0.998,34.615,37.081,3.291,3.291,3.291,24.773,23.595,2,0.579,4.205,10.45,0.794,15.135,11.843,11.843,11.843,19.904,1.207,19.819,1.132,25.495,4.22,3.473,0.465,6.775,74.739,7,29.313,5.353,2.069,10.92,11.82,22.287,4.443,4.454,0.013,1
7.125,0.0,0.877,0.085,11,0,104.681,4.96,2,3.929,64.439,4,2,1.001,64.439,0.097,2.96,2.96,17.496,0.195,0.122,6.599,6.599,16.025,125.28,5.078,35.819,26.584,25.783,28.144,30.46,0.984,32.81,35.14,3.078,3.078,3.078,23.499,22.88,2,0.672,4.539,11.124,1.03,14.395,10.405,10.405,10.405,18.898,1.159,19.209,0.796,24.729,3.784,3.647,0.638,10.726,58.067,0,28.444,5.222,2.246,10.492,11.349,21.111,5.003,5.016,0.015,1
6.268,0.0,0.846,0.088,5,0,93.782,4.843,1,3.806,32.22,4,2,1.093,32.22,0.083,2.989,2.989,17.561,0.206,0.119,6.612,6.612,13.749,99.98,5.082,25.699,26.574,25.808,28.175,30.497,1.069,32.852,35.187,3.106,3.106,3.106,23.515,22.851,1,0.595,3.526,10.093,1.022,14.344,10.44,10.44,10.44,18.89,1.022,19.154,0.825,24.71,3.091,3.461,0.634,5.44,30.584,3,28.443,5.182,2.459,10.306,11.173,21.12,3.714,3.434,0.07,1
6.553,0.0,0.864,0.082,9,0,258.341,4.783,2,3.945,38.266,4,4,1.225,38.266,0.092,2.977,2.977,18.514,0.175,0.116,6.818,6.818,14.0,142.5,5.274,47.042,27.341,26.913,29.323,31.716,1.102,34.124,36.526,3.294,3.294,3.294,24.538,23.559,1,1.328,3.97,12.136,0.997,15.081,11.288,11.288,11.288,19.78,1.299,19.795,1.153,25.448,3.738,3.658,0.646,10.539,124.092,2,29.236,5.69,2.222,10.613,11.497,22.117,4.205,4.205,-0.022,1
7.495,0.0,0.869,0.07,5,0,115.507,5.111,1,3.771,38.564,1,2,1.309,38.564,0.099,3.111,3.111,18.397,0.125,0.107,6.76,6.76,12.589,96.41,5.2,33.606,26.985,26.469,28.88,31.256,1.053,33.659,36.047,3.2,3.2,3.2,24.122,23.231,4,0.587,3.97,10.166,1.04,14.776,11.043,11.043,11.043,19.405,1.045,19.504,1.155,25.105,3.97,3.52,0.52,9.09,47.525,5,28.868,5.262,1.913,10.741,11.644,21.69,4.143,4.127,-0.051,1
6.569,0.0,0.855,0.088,5,0,123.79,4.952,1,3.775,32.22,4,2,1.199,32.22,0.097,2.952,2.952,17.425,0.163,0.124,6.592,6.592,13.749,99.98,5.064,37.688,26.522,25.727,28.087,30.403,1.017,32.751,35.08,3.064,3.064,3.064,23.439,22.804,3,0.744,3.738,10.053,1.056,14.297,10.367,10.367,10.367,18.826,1.064,19.114,0.908,24.66,3.526,3.522,0.638,9.548,54.043,6,28.388,5.182,2.266,10.328,11.177,21.05,3.97,3.807,0.056,1
7.721,0.0,0.871,0.082,8,0,107.489,4.964,1,3.757,38.564,1,2,1.158,38.564,0.096,2.964,2.964,17.454,0.143,0.123,6.596,6.596,15.977,96.41,5.074,27.387,26.548,25.758,28.119,30.437,0.987,32.787,35.117,3.074,3.074,3.074,23.47,22.833,3,0.508,4.432,11.044,1.106,14.334,10.391,10.391,10.391,18.859,0.897,19.146,0.808,24.688,3.526,3.505,0.685,7.921,58.858,0,28.413,5.168,1.928,10.333,11.192,21.08,4.874,4.83,-0.002,1
6.046,0.0,0.836,0.099,11,0,94.676,4.658,2,3.848,64.439,4,4,1.044,64.439,0.079,2.859,2.859,16.113,0.256,0.138,6.338,6.338,11.079,125.28,4.884,32.365,25.928,24.67,26.95,29.163,1.063,31.426,33.655,2.94,2.94,2.94,22.49,22.279,1,0.636,3.401,9.886,0.886,13.717,9.43,9.43,9.43,18.064,1.109,18.658,0.839,24.101,3.091,3.642,1.075,8.351,56.741,0,27.759,5.037,2.397,9.923,10.742,20.172,3.555,3.434,-0.062,1
7.143,0.0,0.805,0.104,5,0,88.62,4.702,1,3.615,38.564,1,2,1.241,38.564,0.08,2.916,2.916,16.847,0.167,0.135,6.521,6.521,12.589,96.41,4.907,24.392,26.332,25.311,27.639,29.919,1.07,32.233,34.524,3.02,3.02,3.02,23.057,22.621,1,0.456,3.219,9.817,1.019,14.018,9.992,9.992,9.992,18.505,0.804,18.93,0.74,24.474,2.079,3.313,1.216,4.848,16.908,0,28.193,5.032,1.778,9.803,10.63,20.698,3.178,2.303,0.027,1
8.824,0.0,0.91,0.076,17,0,191.063,5.208,3,4.216,72.397,0,5,1.127,72.397,0.096,3.208,3.208,20.554,0.183,0.115,7.307,7.307,13.674,190.57,5.48,71.348,28.334,28.523,31.068,33.611,0.866,36.162,38.715,3.48,3.48,3.48,25.998,24.446,3,1.111,4.817,11.627,1.014,16.016,13.118,13.118,13.118,20.968,1.493,20.58,1.191,26.388,4.595,3.839,0.326,22.881,251.245,3,30.284,5.519,1.281,11.288,12.198,23.457,5.153,5.001,0.027,1
6.921,0.0,0.871,0.081,8,0,118.016,5.016,1,3.756,38.564,1,2,1.311,38.564,0.098,3.016,3.016,18.047,0.143,0.121,6.712,6.712,12.086,96.41,5.127,27.123,26.825,26.184,28.579,30.935,1.074,33.32,35.688,3.127,3.127,3.127,23.855,23.074,4,0.573,4.441,11.183,1.004,14.559,10.792,10.792,10.792,19.168,0.9,19.345,0.789,24.947,3.526,3.497,0.698,7.937,52.32,0,28.707,5.243,1.928,10.388,11.253,21.435,4.885,4.776,-0.002,1
7.492,0.0,0.872,0.073,5,0,127.831,5.111,1,3.886,32.22,4,2,1.232,32.22,0.098,3.111,3.111,18.413,0.156,0.108,6.76,6.76,13.749,99.98,5.2,38.879,26.993,26.474,28.885,31.26,1.06,33.663,36.052,3.2,3.2,3.2,24.128,23.244,4,0.761,4.06,10.282,1.046,14.793,11.046,11.046,11.046,19.414,1.331,19.524,1.178,25.115,4.078,3.577,0.477,10.455,56.846,5,28.875,5.264,2.208,10.811,11.711,21.696,4.277,4.29,0.052,1
7.26,0.0,0.828,0.097,11,0,85.101,4.646,2,3.792,70.783,1,4,1.109,70.783,0.075,2.857,2.857,16.042,0.235,0.142,6.335,6.335,9.92,121.71,4.848,27.347,25.905,24.642,26.919,29.132,1.057,31.392,33.619,2.934,2.934,2.934,22.46,22.247,1,0.479,3.219,9.709,0.855,13.665,9.408,9.408,9.408,18.029,0.877,18.61,0.835,24.074,2.773,3.571,1.115,7.012,42.259,0,27.739,5.006,2.186,9.745,10.561,20.146,3.258,2.996,-0.167,1
7.319,0.0,0.905,0.078,7,0,106.0,5.019,1,3.913,32.22,4,2,1.089,32.22,0.094,3.019,3.019,17.554,0.156,0.116,6.608,6.608,19.216,99.98,5.107,33.175,26.838,26.005,28.353,30.657,0.984,32.996,35.316,3.107,3.107,3.107,23.732,23.138,3,0.594,4.744,11.456,1.0,14.656,10.45,10.45,10.45,19.153,1.334,19.461,1.16,24.985,4.127,3.612,0.462,10.241,74.722,3,28.694,5.298,2.102,10.763,11.64,21.36,5.217,5.389,0.084,1
9.538,0.0,0.844,0.074,5,0,302.277,4.994,1,3.711,38.564,1,2,1.652,38.564,0.068,3.101,3.101,20.21,0.103,0.127,7.274,7.274,10.496,96.41,5.366,24.811,28.018,27.756,30.261,32.749,1.108,35.253,37.751,3.399,3.399,3.399,25.286,24.107,0,1.552,3.85,10.556,1.411,15.456,12.34,12.34,12.34,20.342,0.765,20.213,0.922,26.061,3.401,3.415,0.72,3.929,53.661,3,29.979,5.417,1.69,10.559,11.457,22.773,3.689,3.584,0.006,1
7.194,0.0,0.877,0.086,8,0,96.541,4.959,1,3.871,32.22,4,2,1.09,32.22,0.096,2.959,2.959,17.434,0.204,0.123,6.593,6.593,15.219,99.98,5.07,34.973,26.57,25.745,28.103,30.416,1.011,32.763,35.09,3.07,3.07,3.07,23.464,22.87,3,0.568,4.558,11.111,1.086,14.378,10.372,10.372,10.372,18.87,1.332,19.203,1.064,24.717,3.871,3.586,0.597,10.212,45.801,0,28.429,5.208,2.331,10.524,11.377,21.081,5.052,5.098,0.087,1
