pXC50,HVcpx,AECC,IDE,MSD,SpMin3_Bh.e.,SpMin3_Bh.i.,SpMin3_Bh.p.,SpMin3_Bh.v.,ATS5s,IAC,TIC0,CATS2D_02_LL,SpMin3_Bh.m.,ATSC5p,Eig04_AEA.dm.,ATS1e,ATS1i,SpMax8_Bh.p.,SpMax8_Bh.v.,SpMaxA_AEA.dm.,SpMax8_Bh.m.,TIC3,TIC4,TIC5,ATSC5v,SpMin2_Bh.i.,ATS8m,ATS6s,Eig10_EA.bo.,Eig10_EA.ri.,SpMaxA_AEA.ri.,SpMaxA_EA,ATSC6v,CATS2D_04_LL,ECC,GGI10,SpMax3_Bh.i.,SpMax3_Bh.p.,SpMax3_Bh.v.,Se,Eig10_AEA.bo.,RDCHI,GGI9,MDDD,SAtot,AMR,ATSC6i,ISIZ,nAT,nBT,Sp,SpMax8_Bh.e.,SpMax8_Bh.i.,SpMin8_Bh.e.,SpMin8_Bh.i.,SpMin8_Bh.m.,SpMin8_Bh.p.,SpMin8_Bh.v.,Sv,VvdwMG,VvdwZAZ,Vx,X0v,ATS4m
7.0,3.436,11.261,3.576,6.322,1.678,1.615,1.853,1.871,5.804,70.076,70.076,5,1.896,12.768,2.288,4.014,4.16,2.751,2.743,0.132,2.76,252.913,255.668,255.668,19.293,1.796,3.181,5.648,1.0,0.965,0.159,0.121,16.524,1,259.0,0.082,3.755,3.54,3.535,51.12,2.0,3.633,0.107,23.323,476.837,97.921,1.361,296.423,52,54,32.37,2.94,3.033,0.925,0.844,1.23,1.186,1.209,29.627,183.514,320.51,439.535,14.142,3.718
6.0,4.636,26.903,4.868,15.11,1.951,1.921,2.04,2.055,7.031,177.924,177.924,36,2.08,34.475,3.488,4.882,5.009,3.502,3.51,0.053,3.567,626.04,651.55,651.55,49.586,1.981,4.77,6.895,2.669,2.172,0.06,0.046,45.91,22,1668.0,0.57,3.978,3.887,3.88,121.432,3.493,6.892,0.607,121.973,1133.54,240.159,4.103,845.55,122,129,79.319,3.668,3.709,1.63,1.587,1.838,1.821,1.828,74.641,449.145,807.58,1087.67,35.437,4.846
7.0,3.549,12.037,3.7,6.9,1.809,1.762,1.928,1.945,5.822,80.506,80.506,10,1.954,14.611,2.783,4.088,4.219,2.739,2.718,0.111,2.866,271.22,273.975,273.975,20.953,1.877,3.896,5.797,1.5,1.0,0.133,0.102,20.021,2,325.0,0.128,3.864,3.702,3.703,54.349,2.5,4.016,0.195,28.313,527.388,115.32,1.7,317.975,55,58,36.722,2.882,2.96,0.886,0.821,1.181,1.106,1.13,33.653,210.957,363.15,506.495,17.261,3.983
7.244,3.555,12.154,3.721,6.989,1.813,1.764,1.942,1.957,5.862,74.231,74.231,10,1.978,14.332,2.492,4.084,4.221,2.783,2.785,0.114,2.826,260.465,271.975,273.975,21.005,1.877,3.398,5.769,1.495,1.0,0.137,0.105,19.194,1,316.0,0.078,3.867,3.699,3.701,54.12,2.496,3.992,0.081,28.615,499.626,107.698,1.636,317.975,55,58,35.37,2.964,3.047,0.94,0.865,1.217,1.181,1.199,32.627,199.043,343.87,477.425,15.374,3.824
7.0,3.082,8.526,3.206,5.092,1.62,1.55,1.819,1.836,5.51,59.077,59.077,4,1.855,9.078,1.938,3.823,3.969,2.7,2.694,0.156,2.687,189.722,192.477,192.477,14.251,1.77,2.767,5.314,-0.078,-0.07,0.188,0.143,11.907,0,162.0,0.029,3.708,3.461,3.461,41.469,0.973,3.249,0.041,13.839,379.443,77.79,0.944,226.477,42,44,26.086,2.854,2.925,0.862,0.794,1.145,1.062,1.107,24.047,148.072,253.95,353.056,11.333,3.482
6.0,3.206,9.3,3.347,5.569,1.704,1.647,1.862,1.881,5.453,57.625,57.625,15,1.909,10.624,1.861,3.903,4.042,2.735,2.715,0.142,2.687,216.311,223.066,223.066,15.802,1.836,2.72,5.384,0.242,0.229,0.176,0.132,13.997,7,186.0,0.033,3.764,3.572,3.564,45.916,1.26,3.391,0.049,15.8,423.947,84.088,1.149,261.066,47,49,29.358,2.854,2.925,0.886,0.821,1.181,1.062,1.107,26.585,163.261,283.85,390.116,12.377,3.451
5.699,3.206,9.3,3.347,5.569,1.704,1.647,1.862,1.881,5.453,57.625,57.625,15,1.909,10.624,1.861,3.903,4.042,2.735,2.715,0.142,2.687,216.311,223.066,223.066,15.802,1.836,2.72,5.384,0.242,0.229,0.176,0.132,13.997,7,186.0,0.033,3.764,3.572,3.564,45.916,1.26,3.391,0.049,15.8,423.947,84.088,1.149,261.066,47,49,29.358,2.854,2.925,0.886,0.821,1.181,1.062,1.107,26.585,163.261,283.85,390.116,12.377,3.451
5.046,3.201,9.222,3.361,5.552,1.494,1.457,1.754,1.745,5.333,53.289,53.289,11,1.745,8.228,1.907,3.719,3.847,2.402,2.391,0.191,2.411,166.621,169.376,169.376,12.223,1.681,2.535,5.102,-0.568,-0.501,0.203,0.151,9.288,5,166.0,0.054,3.607,3.344,3.367,38.592,0.745,3.179,0.066,15.383,369.024,72.217,0.783,206.131,39,40,24.529,2.628,2.713,0.622,0.533,0.986,0.895,0.924,22.719,142.946,250.46,340.548,10.97,3.24
7.0,3.971,16.667,4.194,9.588,1.767,1.716,1.924,1.949,6.357,118.787,118.787,21,1.986,21.739,3.387,4.454,4.582,3.029,3.018,0.102,3.206,445.244,455.999,455.999,30.243,1.921,4.152,6.274,1.938,1.619,0.094,0.072,27.682,12,650.0,0.21,3.977,3.843,3.807,78.37,2.884,5.102,0.348,57.871,728.6,155.488,2.437,497.999,79,84,51.739,3.204,3.253,1.249,1.194,1.513,1.534,1.519,47.899,290.65,516.66,700.947,23.297,4.349
6.523,3.2,9.3,3.345,5.559,1.737,1.682,1.882,1.908,5.548,57.625,57.625,14,1.949,11.319,2.104,3.903,4.042,2.735,2.715,0.147,2.687,210.801,223.066,223.066,16.476,1.831,2.724,5.386,0.161,0.148,0.179,0.136,15.035,9,186.0,0.033,3.779,3.607,3.593,45.916,1.258,3.388,0.049,16.04,424.376,83.749,1.186,261.066,47,49,29.358,2.854,2.925,0.886,0.821,1.181,1.062,1.107,26.585,163.261,283.85,390.116,12.377,3.477
7.0,3.483,11.423,3.632,6.625,1.81,1.761,1.941,1.956,5.818,74.231,74.231,10,1.976,13.633,2.455,4.084,4.221,2.735,2.715,0.114,2.703,260.465,271.975,273.975,20.541,1.876,3.522,5.778,1.5,1.0,0.138,0.105,19.439,1,297.0,0.095,3.866,3.696,3.699,54.12,2.5,3.954,0.119,26.166,499.626,107.698,1.671,317.975,55,58,35.37,2.878,2.962,0.886,0.821,1.181,1.116,1.143,32.627,199.043,343.87,477.425,15.374,3.829
5.523,3.082,8.526,3.206,5.092,1.673,1.616,1.829,1.854,5.527,54.632,54.632,13,1.89,10.994,1.855,3.843,3.98,2.735,2.715,0.155,2.687,197.46,204.215,204.215,15.985,1.817,2.757,5.309,-0.078,-0.072,0.189,0.143,13.832,7,162.0,0.029,3.724,3.539,3.526,43.032,0.973,3.249,0.041,13.839,398.3,79.148,1.094,240.215,44,46,27.597,2.854,2.925,0.886,0.821,1.181,1.062,1.107,25.058,153.668,266.55,366.711,11.67,3.47
4.046,2.578,5.5,2.55,3.384,1.153,1.064,1.376,1.429,4.595,31.725,31.725,11,1.513,4.741,1.077,3.353,3.498,1.449,1.399,0.236,1.366,97.627,100.382,100.382,6.921,1.643,0.203,4.331,-1.5,-1.0,0.295,0.219,4.996,5,66.0,0.0,3.206,2.941,2.91,26.287,0.0,2.539,0.0,5.0,242.653,51.478,0.419,128.382,27,28,17.336,1.837,2.027,0.0,0.0,0.513,0.329,0.403,15.709,99.512,166.32,234.568,7.293,2.659
5.699,3.129,8.778,3.255,5.319,1.58,1.51,1.774,1.799,5.402,53.233,53.233,11,1.835,9.117,1.635,3.799,3.942,2.694,2.663,0.168,2.623,199.82,206.574,206.574,13.414,1.818,2.864,5.16,-0.319,-0.287,0.205,0.155,11.821,4,158.0,0.029,3.649,3.419,3.407,42.032,0.734,3.163,0.041,12.222,404.59,76.331,0.93,233.329,43,44,26.597,2.854,2.925,0.886,0.817,1.181,1.062,1.107,24.058,151.469,261.61,361.346,11.386,3.273
5.0,3.2,9.286,3.338,5.537,1.68,1.612,1.873,1.891,5.72,63.607,63.607,8,1.906,9.735,2.24,3.882,4.015,2.735,2.715,0.161,2.687,204.379,211.133,211.133,14.425,1.829,2.961,5.444,0.927,0.733,0.173,0.132,13.817,0,195.0,0.033,3.765,3.526,3.529,44.578,2.0,3.4,0.064,16.322,418.645,82.857,1.116,247.133,45,47,28.296,2.854,2.925,0.886,0.821,1.181,1.062,1.107,26.267,161.532,283.7,385.897,12.448,3.633
6.523,3.27,9.952,3.41,5.728,1.641,1.575,1.834,1.847,5.63,65.367,65.367,4,1.862,11.243,2.382,3.927,4.061,2.735,2.715,0.142,2.687,216.311,220.311,220.311,16.963,1.817,3.014,5.418,0.556,0.434,0.172,0.131,13.832,0,209.0,0.078,3.722,3.487,3.487,46.461,1.641,3.417,0.088,17.32,429.559,85.375,1.095,261.066,47,49,29.057,2.854,2.925,0.886,0.821,1.181,1.07,1.107,26.794,164.459,286.34,393.04,12.871,3.592
7.301,3.295,10.0,3.424,5.806,1.721,1.668,1.865,1.883,5.749,59.743,59.743,21,1.907,13.748,2.34,3.945,4.069,2.735,2.715,0.129,2.687,212.469,226.078,234.078,19.526,1.92,3.096,5.571,1.0,0.983,0.157,0.12,16.444,9,230.0,0.049,3.78,3.6,3.597,47.032,2.0,3.635,0.111,19.198,437.507,95.082,1.392,268.078,48,51,31.597,2.854,2.925,0.886,0.821,1.181,1.062,1.107,29.058,175.862,304.57,420.864,13.565,3.726
6.611,3.322,10.2,3.484,6.109,1.706,1.643,1.883,1.894,5.974,76.236,76.236,12,1.906,15.17,2.54,4.117,4.252,2.848,2.845,0.119,2.866,279.72,285.72,291.72,22.796,1.873,3.302,5.836,1.0,0.965,0.146,0.111,19.888,2,255.0,0.103,3.785,3.563,3.564,56.112,2.0,3.744,0.161,21.363,505.254,101.872,1.636,332.475,57,60,35.341,3.039,3.121,1.022,0.948,1.314,1.265,1.285,32.374,195.435,343.18,468.621,15.44,3.928
7.0,3.174,9.2,3.309,5.392,1.67,1.616,1.817,1.841,5.538,60.689,60.689,13,1.861,11.586,2.39,3.85,3.979,2.735,2.715,0.148,2.687,200.215,204.215,204.215,16.443,1.817,2.999,5.357,0.0,0.0,0.18,0.137,14.543,7,184.0,0.078,3.723,3.548,3.534,43.356,1.168,3.315,0.072,15.18,419.701,83.953,1.087,240.215,44,46,28.455,2.854,2.925,0.886,0.821,1.181,1.062,1.107,25.885,162.001,281.76,387.043,12.727,3.569
5.0,3.098,8.65,3.243,5.223,1.651,1.594,1.8,1.83,5.403,55.978,55.978,16,1.877,11.345,1.921,3.885,4.017,2.673,2.652,0.148,2.687,206.379,213.133,213.133,16.567,1.75,2.806,5.358,1.0,0.983,0.184,0.142,14.257,9,173.0,0.041,3.746,3.56,3.552,44.032,2.0,3.387,0.091,14.6,395.765,81.897,1.149,247.133,45,48,28.597,2.854,2.925,0.886,0.821,1.181,1.062,1.107,26.058,155.867,271.49,372.076,12.118,3.461
5.097,2.93,7.563,3.018,4.456,1.446,1.382,1.659,1.682,5.4,48.011,48.011,11,1.722,8.723,1.604,3.689,3.833,2.304,2.277,0.214,2.272,159.911,162.666,162.666,12.858,1.747,2.265,5.011,-0.971,-0.77,0.247,0.193,8.802,5,121.0,0.012,3.515,3.282,3.274,37.207,0.5,2.853,0.026,10.484,360.226,65.864,0.704,199.421,38,39,23.455,2.573,2.676,0.576,0.468,0.983,0.89,0.923,21.268,133.748,228.33,318.106,10.154,3.222
7.155,3.413,10.955,3.587,6.504,1.786,1.733,1.928,1.956,5.627,63.561,63.561,16,2.001,12.738,2.224,4.013,4.155,2.787,2.764,0.135,2.737,249.315,261.58,261.58,18.57,1.854,3.052,5.451,1.0,0.983,0.164,0.125,16.597,10,241.0,0.078,3.823,3.657,3.642,51.683,2.0,3.653,0.088,20.43,476.53,92.951,1.306,303.58,53,55,32.881,2.947,3.032,0.973,0.895,1.314,1.2,1.243,29.638,182.445,318.45,436.927,13.791,3.536
5.222,3.059,8.6,3.213,5.154,1.677,1.62,1.832,1.856,5.654,57.625,57.625,14,1.891,12.762,1.88,3.903,4.042,2.735,2.715,0.166,2.687,213.556,220.311,220.311,18.538,1.84,2.882,5.456,0.054,0.051,0.2,0.156,16.378,8,172.0,0.041,3.729,3.544,3.532,45.916,1.079,3.26,0.071,14.7,430.667,83.785,1.281,261.066,47,49,29.358,2.854,2.925,0.886,0.821,1.181,1.062,1.107,26.585,163.261,283.85,390.116,12.593,3.585
5.0,2.868,7.125,2.944,4.354,1.417,1.333,1.658,1.68,5.299,47.208,47.208,8,1.702,7.566,1.556,3.661,3.8,2.218,2.185,0.19,2.161,163.24,169.995,169.995,11.119,1.799,2.175,5.073,-0.85,-0.828,0.231,0.175,10.402,1,114.0,0.0,3.523,3.233,3.232,36.265,0.5,2.883,0.0,8.672,352.437,66.976,0.798,192.75,37,38,23.074,2.452,2.56,0.479,0.371,0.894,0.775,0.81,21.004,132.285,227.01,314.535,9.971,3.199
7.301,3.065,8.609,3.217,5.239,1.705,1.66,1.845,1.868,6.027,67.103,67.103,14,1.903,15.315,2.403,4.003,4.136,2.76,2.744,0.167,2.737,246.913,253.668,253.668,22.16,1.817,3.349,5.801,1.0,0.983,0.184,0.144,20.725,12,198.0,0.041,3.748,3.591,3.584,51.127,2.0,3.404,0.082,17.86,487.022,93.518,1.651,296.423,52,54,32.574,2.946,3.018,0.938,0.868,1.241,1.19,1.208,29.826,183.514,324.6,439.535,14.208,3.906
7.398,3.082,8.526,3.206,5.092,1.685,1.62,1.858,1.889,5.61,59.126,59.126,13,1.936,12.174,1.842,3.957,4.107,2.844,2.818,0.154,2.782,205.464,232.193,232.193,18.02,1.808,2.815,5.399,-0.077,-0.072,0.189,0.143,15.098,7,162.0,0.029,3.738,3.534,3.519,48.683,0.923,3.249,0.041,13.839,431.032,80.203,1.178,282.193,50,52,29.881,3.015,3.104,1.044,0.962,1.386,1.274,1.319,26.638,162.451,285.37,388.14,12.396,3.51
6.097,3.194,9.238,3.322,5.468,1.682,1.626,1.838,1.86,5.745,62.638,62.638,13,1.893,12.145,2.282,3.935,4.067,2.735,2.715,0.142,2.687,229.323,232.078,232.078,17.934,1.839,2.942,5.675,0.577,0.51,0.174,0.132,15.576,7,194.0,0.045,3.737,3.551,3.541,47.243,1.577,3.388,0.081,16.68,450.219,85.548,1.245,268.078,48,50,29.813,2.854,2.925,0.886,0.821,1.181,1.14,1.149,27.299,167.257,292.64,399.867,12.695,3.638
5.398,3.082,8.526,3.206,5.092,1.674,1.616,1.826,1.853,5.422,54.632,54.632,13,1.89,13.51,1.925,3.832,3.968,2.735,2.715,0.184,2.687,197.46,204.215,204.215,17.499,1.822,2.914,5.232,-0.078,-0.07,0.189,0.143,14.917,7,162.0,0.029,3.723,3.543,3.528,42.781,0.973,3.249,0.041,13.839,404.998,85.275,1.209,240.215,44,46,28.79,2.854,2.925,0.886,0.821,1.181,1.062,1.107,25.53,160.803,276.27,384.12,12.565,3.6
5.699,3.218,9.364,3.369,5.648,1.674,1.617,1.831,1.854,5.762,64.028,64.028,13,1.891,12.843,2.439,3.949,4.079,2.736,2.717,0.153,2.695,227.611,234.366,234.366,18.617,1.822,3.02,5.688,1.0,0.983,0.166,0.127,17.611,8,206.0,0.07,3.727,3.54,3.529,48.243,2.0,3.484,0.081,18.595,443.091,88.299,1.437,275.121,49,51,30.813,2.887,2.966,0.906,0.833,1.223,1.123,1.162,28.299,173.922,307.3,416.13,13.539,3.698
7.046,3.286,10.13,3.477,6.021,1.724,1.668,1.878,1.898,5.928,66.508,66.508,21,1.928,15.982,2.386,4.064,4.207,2.735,2.715,0.135,2.687,255.173,257.928,257.928,23.241,1.88,3.238,5.764,1.0,0.983,0.173,0.133,18.575,10,233.0,0.128,3.783,3.596,3.589,54.567,2.0,3.497,0.148,20.836,516.409,97.321,1.515,325.212,56,58,34.643,2.874,3.009,0.934,0.821,1.417,1.239,1.308,31.165,192.038,335.75,460.332,15.04,3.767
6.523,3.291,10.16,3.475,6.067,1.697,1.642,1.899,1.901,6.106,78.185,78.185,9,1.89,11.088,3.029,3.975,4.093,2.873,2.904,0.142,2.866,228.078,236.078,236.078,16.782,1.827,3.351,6.284,1.08,0.985,0.152,0.116,14.934,6,254.0,0.132,3.778,3.562,3.56,48.778,2.093,3.602,0.202,22.691,474.152,93.797,1.193,268.078,48,50,29.904,3.111,3.2,1.045,0.995,1.245,1.352,1.354,28.906,177.387,318.43,424.585,14.043,3.953
5.398,2.977,7.75,3.054,4.67,1.696,1.642,1.841,1.868,5.679,57.625,57.625,14,1.908,12.932,2.012,3.903,4.042,2.611,2.592,0.167,2.599,225.556,232.311,232.311,18.833,1.814,2.744,5.574,-0.153,-0.141,0.203,0.157,17.694,9,155.0,0.0,3.74,3.569,3.555,45.916,0.849,3.193,0.038,12.23,430.667,83.469,1.396,261.066,47,49,29.358,2.852,2.925,0.864,0.759,1.208,1.062,1.119,26.585,163.261,283.85,390.116,12.593,3.642
6.676,3.27,10.0,3.425,5.834,1.746,1.7,1.906,1.917,5.683,65.8,65.8,16,1.933,12.887,2.403,3.955,4.074,2.745,2.73,0.149,2.719,212.469,228.078,234.078,18.076,1.876,3.125,5.715,1.0,0.983,0.169,0.134,17.392,10,240.0,0.041,3.756,3.567,3.563,47.545,2.0,3.674,0.084,22.083,428.824,95.269,1.628,268.078,48,51,31.535,2.864,2.93,0.886,0.825,1.181,1.062,1.107,29.441,177.06,310.64,423.787,13.957,3.844
6.699,4.313,21.489,4.562,12.248,1.773,1.722,1.949,1.961,6.665,147.414,147.414,21,1.991,23.489,3.572,4.618,4.747,3.244,3.264,0.086,3.388,545.387,562.142,562.142,33.475,1.921,4.401,6.516,2.375,1.877,0.08,0.061,30.247,10,1010.0,0.354,3.975,3.845,3.81,92.996,3.196,5.819,0.438,86.394,875.617,181.395,2.73,608.142,93,98,60.182,3.451,3.502,1.455,1.41,1.635,1.665,1.663,56.425,344.746,620.16,832.94,27.527,4.513
6.699,3.174,9.2,3.309,5.392,1.662,1.613,1.806,1.828,5.513,58.883,58.883,13,1.846,10.772,2.39,3.809,3.933,2.735,2.715,0.149,2.687,200.477,204.477,204.477,15.123,1.816,2.992,5.288,0.0,0.0,0.18,0.137,13.353,7,184.0,0.078,3.715,3.555,3.543,41.472,1.178,3.315,0.072,15.18,406.287,84.649,1.02,226.477,42,44,27.694,2.854,2.925,0.864,0.809,1.122,1.062,1.095,25.359,159.074,279.12,379.9,12.52,3.55
5.31,3.176,9.158,3.342,5.485,1.499,1.459,1.756,1.745,5.488,57.29,57.29,11,1.75,9.848,1.907,3.812,3.947,2.66,2.632,0.183,2.594,189.065,191.82,191.82,14.717,1.749,2.667,5.292,-0.336,-0.299,0.21,0.164,10.83,5,174.0,0.054,3.607,3.35,3.369,42.418,0.839,3.181,0.066,16.338,409.61,75.015,0.908,233.329,43,44,26.671,2.818,2.91,0.857,0.773,1.181,1.062,1.107,24.509,154.002,269.08,367.525,12.023,3.376
7.0,3.295,10.083,3.441,5.897,1.721,1.668,1.869,1.884,5.853,65.743,65.743,18,1.907,14.24,2.443,3.99,4.123,2.735,2.715,0.126,2.712,239.438,248.193,248.193,20.601,1.92,3.177,5.72,1.067,0.983,0.153,0.117,17.43,9,242.0,0.083,3.783,3.601,3.599,49.134,2.098,3.667,0.151,20.215,451.913,99.782,1.486,282.193,50,53,32.603,2.896,2.996,0.886,0.821,1.207,1.173,1.201,30.079,182.657,315.57,437.442,14.065,3.819
6.301,3.082,8.526,3.206,5.092,1.673,1.616,1.829,1.854,5.527,54.632,54.632,13,1.89,10.994,1.855,3.843,3.98,2.735,2.715,0.155,2.687,197.46,204.215,204.215,15.985,1.817,2.757,5.309,-0.078,-0.072,0.189,0.143,13.832,7,162.0,0.029,3.724,3.539,3.526,43.032,0.973,3.249,0.041,13.839,398.3,79.148,1.094,240.215,44,46,27.597,2.854,2.925,0.886,0.821,1.181,1.062,1.107,25.058,153.668,266.55,366.711,11.67,3.47
4.398,2.56,5.538,2.557,3.446,1.18,1.099,1.42,1.444,5.11,42.681,42.681,3,1.513,6.315,1.495,3.581,3.73,1.756,1.691,0.231,1.596,133.464,142.974,142.974,9.42,1.683,0.381,4.853,-1.0,-0.992,0.281,0.213,7.851,2,72.0,0.0,3.268,2.992,2.983,33.265,0.0,2.57,0.0,5.621,303.183,54.504,0.564,172.974,34,35,20.074,2.094,2.271,0.172,0.002,0.784,0.563,0.65,18.004,112.29,193.93,265.748,8.413,2.993
7.0,3.108,8.65,3.245,5.242,1.671,1.615,1.829,1.852,5.644,59.55,59.55,12,1.887,11.141,1.933,3.877,4.007,2.735,2.715,0.151,2.687,208.379,213.133,213.133,16.377,1.815,2.846,5.485,0.174,0.152,0.183,0.14,14.025,7,173.0,0.045,3.724,3.538,3.528,44.36,1.186,3.291,0.081,15.0,426.677,80.509,1.111,247.133,45,47,28.052,2.854,2.925,0.886,0.821,1.181,1.062,1.107,25.773,157.665,275.34,376.462,11.988,3.571
6.523,3.414,10.964,3.581,6.477,1.723,1.671,1.871,1.884,6.043,81.551,81.551,17,1.901,19.975,2.998,4.084,4.205,2.925,2.854,0.115,2.866,278.465,281.22,281.22,23.632,1.921,4.126,5.959,1.5,1.0,0.135,0.104,21.669,12,307.0,0.14,3.788,3.649,3.605,54.414,2.5,3.918,0.202,27.23,548.209,120.572,1.864,317.975,55,58,38.478,2.991,3.063,0.994,0.928,1.27,1.189,1.224,34.638,220.495,381.6,529.767,18.354,4.47
5.699,3.188,9.238,3.317,5.452,1.673,1.617,1.833,1.854,5.747,62.638,62.638,12,1.888,12.46,2.035,3.936,4.067,2.735,2.715,0.146,2.687,226.568,229.323,229.323,18.292,1.818,2.946,5.526,0.594,0.509,0.176,0.134,15.803,7,194.0,0.045,3.728,3.54,3.53,47.243,1.597,3.376,0.081,16.472,441.19,85.261,1.265,268.078,48,50,29.813,2.881,2.968,0.908,0.831,1.228,1.131,1.171,27.299,167.257,292.64,399.867,12.949,3.673
6.0,3.066,8.5,3.191,5.042,1.704,1.645,1.866,1.89,5.764,58.414,58.414,13,1.922,13.791,1.88,3.925,4.068,2.735,2.715,0.173,2.687,220.568,227.323,227.323,20.099,1.84,2.86,5.475,0.0,0.0,0.2,0.158,16.569,7,170.0,0.029,3.76,3.566,3.554,46.858,1.071,3.242,0.041,14.69,438.885,81.947,1.293,268.078,48,50,29.739,2.854,2.925,0.886,0.821,1.196,1.073,1.121,26.848,164.724,285.17,393.688,12.723,3.642
5.699,3.067,8.389,3.18,4.955,1.612,1.551,1.8,1.829,5.557,54.004,54.004,11,1.879,10.465,1.875,3.823,3.971,2.659,2.631,0.193,2.594,195.95,198.705,198.705,15.442,1.763,2.57,5.334,-0.544,-0.48,0.222,0.174,13.098,5,151.0,0.033,3.669,3.46,3.446,42.974,0.62,3.026,0.044,13.333,418.67,74.806,1.034,240.215,44,45,26.978,2.818,2.909,0.855,0.773,1.181,1.062,1.107,24.321,152.933,262.93,364.917,11.731,3.404
6.699,3.082,8.526,3.206,5.092,1.665,1.613,1.816,1.839,5.496,52.949,52.949,13,1.872,10.254,1.943,3.802,3.934,2.711,2.694,0.156,2.68,197.722,204.477,204.477,14.763,1.815,2.748,5.242,-0.079,-0.072,0.189,0.143,12.796,7,162.0,0.029,3.716,3.545,3.534,41.149,0.974,3.249,0.041,13.839,384.885,79.844,1.024,226.477,42,44,26.836,2.854,2.925,0.876,0.806,1.169,1.062,1.107,24.531,150.741,263.91,359.568,11.463,3.449
6.523,3.334,10.261,3.507,6.194,1.677,1.61,1.863,1.875,5.647,71.096,71.096,4,1.886,10.941,2.467,3.996,4.118,2.795,2.784,0.128,2.779,229.121,243.121,243.121,16.628,1.826,3.119,5.498,1.0,0.965,0.152,0.115,14.657,0,236.0,0.087,3.777,3.531,3.534,48.789,2.0,3.704,0.087,19.388,434.627,88.793,1.188,275.121,49,52,30.512,2.963,3.041,1.023,0.958,1.335,1.251,1.284,28.509,170.654,300.07,408.156,13.616,3.668
6.0,3.157,9.208,3.313,5.464,1.744,1.696,1.894,1.914,5.976,73.446,73.446,7,1.945,13.552,2.533,4.022,4.158,2.735,2.737,0.154,2.841,244.539,251.294,251.294,20.35,1.831,3.38,5.768,1.138,1.0,0.171,0.135,18.285,6,221.0,0.033,3.814,3.653,3.651,50.563,2.138,3.576,0.071,19.417,462.303,93.996,1.461,289.294,51,54,32.063,2.918,2.957,0.987,0.92,1.249,1.246,1.26,29.815,180.117,316.94,431.246,14.155,3.92
4.699,3.389,10.826,3.566,6.368,1.686,1.63,1.861,1.875,5.792,69.977,69.977,11,1.89,12.584,2.494,3.994,4.132,2.745,2.733,0.141,2.731,244.539,248.539,248.539,18.441,1.82,3.22,5.562,1.0,0.983,0.159,0.121,16.111,8,249.0,0.103,3.753,3.554,3.547,50.345,2.0,3.598,0.108,22.276,471.808,92.23,1.263,289.294,51,53,31.819,2.919,3.005,0.92,0.844,1.225,1.167,1.193,29.321,180.716,318.3,432.708,14.001,3.706
7.0,3.106,8.714,3.262,5.357,1.653,1.583,1.846,1.867,5.676,63.456,63.456,9,1.888,12.11,2.356,3.951,4.095,2.716,2.702,0.144,2.697,225.611,237.611,237.611,18.122,1.825,2.95,5.552,0.178,0.152,0.174,0.133,16.673,2,183.0,0.058,3.734,3.496,3.494,48.018,1.375,3.333,0.12,15.782,440.52,88.994,1.329,275.121,49,51,30.364,2.877,2.993,0.921,0.81,1.351,1.197,1.256,27.606,170.055,294.85,406.694,13.385,3.651
4.699,3.007,7.941,3.109,4.836,1.503,1.426,1.722,1.744,5.353,50.232,50.232,10,1.769,8.26,1.597,3.732,3.873,2.52,2.491,0.178,2.448,181.367,188.122,188.122,12.302,1.812,2.688,5.094,-0.716,-0.591,0.217,0.164,10.679,2,135.0,0.0,3.593,3.331,3.325,39.149,0.653,3.025,0.038,10.394,378.513,71.73,0.841,212.877,40,41,24.836,2.682,2.772,0.717,0.634,1.062,0.937,0.984,22.531,141.877,244.31,337.94,10.679,3.225
4.0,2.956,8.25,3.098,4.868,1.758,1.737,1.902,1.893,6.385,79.876,79.876,9,1.886,18.932,3.153,4.14,4.241,2.853,2.853,0.132,2.925,295.975,299.975,299.975,26.514,1.806,3.439,6.423,1.36,1.284,0.153,0.123,23.529,9,231.0,0.037,3.738,3.611,3.611,55.225,2.371,3.632,0.132,19.923,507.908,101.722,1.974,317.975,55,60,35.176,3.052,3.104,1.062,1.025,1.301,1.321,1.314,33.444,192.508,348.49,461.478,15.933,4.435
7.0,3.296,10.091,3.467,5.98,1.693,1.638,1.899,1.896,5.713,67.803,67.803,11,1.89,11.143,2.407,3.911,4.038,2.735,2.715,0.157,2.687,212.084,216.084,216.084,16.543,1.823,3.161,5.404,1.0,0.983,0.166,0.126,14.223,6,222.0,0.095,3.778,3.559,3.557,45.905,2.0,3.477,0.104,19.174,436.226,86.473,1.095,254.084,46,48,28.75,2.854,2.925,0.886,0.821,1.181,1.087,1.111,26.982,165.528,292.49,395.648,12.856,3.668
5.699,3.563,12.333,3.76,7.205,1.723,1.671,1.877,1.887,6.193,89.082,89.082,18,1.906,15.656,3.063,4.108,4.224,2.843,2.839,0.139,2.866,272.465,281.22,281.22,21.856,1.921,3.752,6.236,1.5,1.155,0.127,0.1,19.2,9,370.0,0.178,3.792,3.604,3.603,55.883,2.5,4.081,0.257,33.92,519.516,109.174,2.039,317.975,55,58,35.631,3.005,3.079,0.99,0.923,1.267,1.204,1.226,34.471,206.505,374.53,495.631,16.53,4.064
