pXC50,nCsp2,Ui,Eig07_EA.bo.,Eta_betaP,Eig06_EA.bo.,piID,Eig03_EA.bo.,SM13_AEA.ri.,Eta_beta,C.,PCD,SpMaxA_AEA.ed.,Eta_FL,piPC03,piPC02,SM02_EA.bo.,Eig05_EA.bo.,SM15_AEA.ri.,Eig12_AEA.bo.,Eig09_AEA.bo.,Eig07_AEA.bo.,Eig15_AEA.dm.,SpMaxA_EA,SpMaxA_EA.ed.,piPC05,piPC08,Eig09_EA.bo.,piPC01,SCBO,Eig08_AEA.bo.,Eig12_AEA.ri.,S0K,SpMaxA_AEA.ri.,Eig15_AEA.bo.,Eig12_EA.ri.,nBM,Uc,Eig12_EA,SM06_AEA.dm.,ZM2Kup,piPC04,SpMaxA_AEA.bo.,piPC06,SpAD_EA.bo.,ZM2Per,ZM2V,Eig08_EA,SM02_AEA.dm.,Chi1_EA.ed.,Eig13_AEA.bo.,Eig08_AEA.ed.,ZM2MulPer,Eig05_AEA.bo.,Mi,nC,Eig12_EA.bo.,SpMax6_Bh.m.,piPC07,Eig09_AEA.ri.,Eig14_AEA.bo.,Eig07_AEA.ed.,Eta_F,P_VSA_e_2,SM02_AEA.bo.,C.028,ZM1Per,Eig06_AEA.bo.,Eig08_EA.ed.,SM03_AEA.ri.
4.0,9,3.0,1.626,12.0,2.053,8.742,3.162,3.162,24.75,41.2,1.827,0.316,4.75,4.491,3.998,4.682,2.287,2.287,0.855,1.782,2.714,-0.639,0.151,0.534,5.591,6.477,0.699,3.401,29.0,2.276,0.117,84.439,0.196,0.13,-0.84,10,3.459,-0.865,-0.865,332.003,5.035,0.207,5.96,43.379,479.47,308.0,0.976,0.976,3.454,0.472,3.48,329.184,3.131,1.127,14,-0.982,2.763,6.282,1.606,0.328,3.919,17.925,62.059,4.687,0,460.58,2.948,2.298,2.298
4.0,16,3.459,2.091,21.0,2.533,10.356,3.719,3.719,40.75,38.6,3.12,0.192,8.173,4.798,4.324,5.011,2.626,2.626,1.73,2.873,2.949,0.259,0.091,0.284,5.776,6.306,2.032,3.761,42.0,2.917,1.527,145.207,0.121,1.135,0.528,19,4.322,0.53,0.53,428.2,5.324,0.133,5.799,60.451,630.16,409.0,1.51,1.51,5.683,1.46,4.182,437.633,3.395,1.138,22,0.615,3.171,5.95,2.414,1.168,4.53,31.54,131.318,4.973,0,575.49,3.283,3.742,3.742
4.0,9,2.807,1.416,10.5,1.5,7.642,2.731,2.731,23.75,36.8,1.462,0.306,4.844,4.171,3.773,4.454,2.104,2.104,0.614,1.582,2.455,-0.852,0.144,0.467,4.867,4.788,0.388,3.332,27.0,2.209,0.269,82.439,0.189,0.081,-0.689,9,3.322,-0.711,-0.711,289.554,4.591,0.203,4.715,37.39,421.53,272.0,1.0,1.0,3.914,0.5,3.247,289.621,2.937,1.14,14,-0.784,2.884,4.621,1.342,0.379,3.272,16.337,79.123,4.527,0,402.3,2.5,2.136,2.136
4.0,14,3.322,2.393,15.0,2.562,9.727,3.446,3.446,35.25,42.3,1.629,0.212,6.82,4.834,4.324,5.011,2.705,2.705,2.5,2.768,3.25,0.722,0.102,0.374,5.693,6.297,1.732,3.784,43.0,3.093,2.0,131.207,0.131,1.579,1.0,12,3.7,1.0,1.0,490.543,5.328,0.135,5.75,63.943,729.96,462.0,1.769,1.769,5.308,2.081,4.893,489.72,3.539,1.126,22,1.5,2.971,6.057,2.489,1.765,5.071,29.763,115.284,5.103,0,664.67,3.448,5.03,5.03
4.1,14,3.392,2.028,16.0,2.658,10.267,3.336,3.336,35.25,41.7,2.773,0.225,7.243,4.942,4.337,5.024,2.77,2.77,1.923,2.594,2.891,0.387,0.106,0.381,5.972,6.48,1.613,3.726,40.5,2.886,1.68,132.606,0.137,1.524,0.684,17,4.17,0.717,0.717,484.563,5.546,0.152,6.264,60.494,708.97,449.0,1.415,1.415,5.205,1.695,4.361,479.65,3.522,1.125,20,0.831,3.188,6.505,2.267,1.584,4.369,27.011,125.425,4.975,0,664.96,3.448,3.91,3.91
4.1,14,3.322,2.0,18.0,2.501,8.388,3.17,3.17,36.5,38.2,1.738,0.215,7.48,4.533,4.159,4.844,2.752,2.752,1.708,2.5,2.962,0.495,0.1,0.334,5.433,5.671,1.5,3.689,39.0,2.858,1.427,132.881,0.132,0.862,0.442,15,4.0,0.494,0.494,411.666,4.984,0.141,5.328,54.877,588.36,386.0,1.414,1.414,5.478,1.596,3.733,413.005,3.527,1.135,21,0.551,3.142,5.558,2.0,1.177,4.336,30.029,135.531,4.89,0,590.65,3.297,3.037,3.037
4.0,10,3.17,2.378,14.0,2.506,9.586,3.419,3.419,34.75,36.5,1.761,0.219,6.072,4.846,4.337,5.024,2.602,2.602,2.151,2.654,3.258,0.963,0.101,0.389,5.787,6.791,1.63,3.784,43.0,2.952,1.984,154.0,0.127,1.524,0.983,11,3.585,1.0,1.0,463.711,5.29,0.141,6.183,63.337,742.18,471.0,1.632,1.632,5.648,2.0,4.643,500.453,3.506,1.131,23,1.0,3.281,6.549,2.296,1.618,5.005,30.197,104.604,5.078,0,682.68,3.438,4.536,4.536
6.048,24,4.044,2.729,27.5,2.999,12.303,3.762,3.762,48.5,51.0,4.219,0.187,9.862,5.251,4.61,5.298,3.375,3.375,2.5,2.868,3.337,0.618,0.089,0.307,6.43,7.922,1.93,3.961,51.5,3.156,2.0,154.0,0.116,2.118,1.0,29,4.907,1.0,1.0,554.887,5.878,0.128,6.912,76.214,818.66,527.0,1.665,1.665,6.119,2.293,4.549,558.088,3.933,1.107,25,1.5,3.281,7.431,2.393,2.14,4.71,38.506,176.208,5.186,4,740.89,3.633,4.685,4.685
5.382,10,3.0,1.596,11.0,1.714,7.411,2.822,2.822,25.5,37.2,1.286,0.224,4.949,4.216,3.882,4.564,1.742,1.742,1.625,2.118,2.602,-0.285,0.107,0.294,4.301,4.637,0.927,3.466,31.0,2.118,1.288,82.042,0.149,0.4,0.292,12,3.7,0.303,0.303,320.752,4.576,0.164,4.366,42.562,459.22,304.0,0.833,0.833,4.812,1.0,3.106,323.618,2.699,1.128,16,0.364,2.915,4.463,1.618,0.473,3.446,16.029,124.99,4.62,0,489.68,2.662,1.806,1.806
6.703,17,3.644,2.446,20.0,2.573,11.183,3.518,3.518,39.25,43.5,3.634,0.217,8.22,5.007,4.382,5.069,2.76,2.76,2.118,2.621,3.144,0.519,0.103,0.356,6.205,7.794,1.613,3.773,42.5,2.667,1.618,132.606,0.134,1.377,0.618,22,4.524,0.647,0.647,475.668,5.668,0.148,6.734,61.903,696.8,447.0,1.555,1.555,5.698,2.118,3.809,476.093,3.429,1.125,20,0.927,3.149,7.281,2.227,1.763,4.518,30.071,135.126,4.978,4,645.21,3.278,3.003,3.003
4.1,10,3.248,2.017,15.0,2.224,9.202,3.91,3.91,33.5,36.4,2.029,0.247,6.396,4.809,4.301,4.987,2.425,2.425,1.794,2.541,2.975,0.268,0.113,0.44,5.587,6.075,1.513,3.701,39.5,2.719,1.482,132.881,0.143,0.938,0.514,14,3.907,0.58,0.58,468.693,5.245,0.159,5.841,58.452,731.23,467.0,1.414,1.414,5.115,1.688,4.102,502.197,3.267,1.13,20,0.674,3.057,6.051,2.237,1.0,4.36,28.006,110.274,4.961,1,682.54,3.055,3.595,3.595
5.328,10,2.807,1.761,10.5,2.229,8.305,3.027,3.027,25.75,37.2,1.473,0.278,5.025,4.469,3.998,4.682,2.366,2.366,0.914,2.062,2.688,-0.266,0.131,0.464,5.341,6.008,1.0,3.466,31.0,2.523,0.692,98.042,0.168,0.468,-0.259,9,3.322,-0.274,-0.274,336.399,4.964,0.183,5.494,45.804,544.29,343.0,1.159,1.159,4.111,0.841,3.738,368.17,3.199,1.125,16,-0.301,2.981,5.693,1.967,0.648,4.495,18.169,155.487,4.741,0,497.24,3.189,2.591,2.591
5.562,15,3.322,1.977,17.5,2.373,10.558,3.359,3.359,32.0,47.1,3.137,0.272,6.229,4.718,4.159,4.844,2.681,2.681,1.184,2.583,2.846,-0.298,0.13,0.445,5.811,6.821,1.581,3.555,34.0,2.66,0.776,96.107,0.168,0.609,-0.176,15,4.0,-0.186,-0.186,385.32,5.316,0.182,6.034,49.96,601.52,382.0,1.181,1.181,4.243,0.886,3.691,406.111,3.447,1.111,16,-0.239,2.906,6.41,2.101,0.821,4.114,20.472,134.83,4.804,0,520.42,3.17,3.055,3.055
4.0,9,3.248,2.202,14.5,2.228,9.404,3.641,3.641,32.0,34.7,2.381,0.234,5.682,4.768,4.23,4.916,2.349,2.349,1.756,2.51,3.073,0.305,0.11,0.386,5.518,6.274,1.513,3.651,37.5,2.563,1.35,126.382,0.143,0.972,0.409,16,4.087,0.491,0.491,454.499,5.343,0.157,5.834,55.434,700.38,449.0,1.168,1.168,4.972,1.497,4.037,480.192,3.185,1.134,17,0.599,3.164,6.12,2.095,1.023,4.608,21.007,143.344,4.881,0,642.18,3.148,3.084,3.084
4.1,8,2.585,1.738,9.5,2.295,8.599,2.895,2.895,28.0,36.8,1.096,0.232,5.158,4.469,4.034,4.718,2.48,2.48,1.826,2.5,2.718,0.143,0.11,0.39,5.177,5.194,1.495,3.584,35.0,2.514,1.627,120.382,0.142,1.083,0.616,8,3.17,0.618,0.618,347.892,4.851,0.148,5.122,51.227,516.67,329.0,1.384,1.384,5.096,1.788,3.772,348.418,3.362,1.137,21,0.689,3.015,5.151,2.027,1.297,4.306,18.822,86.531,4.856,0,474.44,3.286,3.188,3.188
4.106,15,3.524,2.164,18.5,2.334,11.647,3.72,3.72,35.0,44.7,4.017,0.244,6.804,5.042,4.369,5.056,2.869,2.869,1.754,2.556,2.961,-0.369,0.116,0.404,6.249,7.62,1.576,3.676,38.5,2.754,1.218,110.096,0.149,0.795,0.276,21,4.459,0.333,0.333,443.913,5.705,0.167,6.715,59.004,716.18,455.0,1.305,1.305,4.52,1.187,4.224,486.611,3.516,1.115,17,0.459,3.212,7.221,2.125,0.908,4.374,23.296,133.791,4.922,0,657.36,3.102,3.564,3.564
5.939,13,3.0,1.5,14.5,1.958,8.909,3.007,3.007,26.0,46.9,2.277,0.316,5.062,4.425,3.912,4.595,2.069,2.069,0.598,1.694,2.5,-1.0,0.149,0.501,5.436,6.095,0.538,3.367,28.0,2.5,0.141,76.711,0.194,0.086,-0.793,13,3.807,-0.832,-0.832,269.563,4.92,0.207,5.466,40.739,425.74,273.0,1.0,1.0,3.696,0.5,3.268,288.165,2.896,1.104,15,-1.104,2.687,5.779,1.348,0.482,3.56,16.808,129.703,4.585,0,398.87,2.831,2.136,2.136
4.0,15,3.322,2.084,16.0,2.238,10.489,3.433,3.433,33.0,43.8,2.999,0.236,6.784,4.87,4.259,4.945,2.62,2.62,2.0,2.5,2.917,-0.18,0.112,0.388,5.992,7.089,1.5,3.664,38.0,2.653,1.69,114.211,0.146,0.721,0.693,17,4.17,0.756,0.756,374.798,5.458,0.161,6.273,56.654,558.3,357.0,1.407,1.407,5.14,1.818,3.639,379.024,3.322,1.12,21,0.939,3.0,6.674,2.0,1.095,4.023,23.65,126.417,4.89,0,514.86,3.1,3.142,3.142
4.1,14,3.17,1.991,16.0,2.059,9.703,3.336,3.336,30.5,47.4,2.33,0.321,5.848,4.687,4.111,4.796,2.41,2.41,1.248,2.5,2.856,-0.697,0.149,0.618,5.78,6.669,1.498,3.526,33.0,2.537,0.941,94.107,0.187,0.553,-0.078,14,3.907,-0.077,-0.077,350.723,5.283,0.193,5.971,49.017,529.98,335.0,1.031,1.031,4.025,0.768,3.692,352.948,3.263,1.114,18,-0.093,2.76,6.338,2.0,0.579,4.122,21.719,117.289,4.812,0,459.33,2.904,2.567,2.567
4.0,11,2.907,0.927,12.5,1.596,7.736,2.745,2.745,23.75,40.6,1.859,0.323,4.958,4.236,3.778,4.46,2.049,2.049,0.573,1.56,2.118,-1.309,0.15,0.473,4.877,4.774,0.448,3.277,25.5,1.907,0.117,73.059,0.201,-0.118,-0.835,12,3.7,-0.859,-0.859,257.525,4.695,0.221,4.777,35.907,394.13,257.0,0.618,0.618,3.534,0.157,3.0,275.697,2.915,1.12,13,-1.168,2.682,4.871,1.287,-0.093,3.035,14.683,122.407,4.44,0,387.21,2.576,1.372,1.372
4.0,19,3.7,2.512,22.5,2.69,11.168,3.615,3.615,40.75,46.7,3.694,0.203,8.487,4.925,4.376,5.063,2.841,2.841,2.118,2.5,3.259,0.548,0.097,0.309,5.884,6.89,1.5,3.784,43.0,2.75,1.618,126.606,0.129,1.291,0.618,23,4.585,0.666,0.666,484.443,5.484,0.141,6.154,62.619,700.33,453.0,1.306,1.306,5.505,2.118,4.085,482.71,3.54,1.116,21,0.927,3.023,6.5,2.0,1.869,4.609,29.289,154.484,4.987,0,645.41,3.39,3.415,3.415
4.0,8,2.7,0.335,10.5,1.158,7.499,2.109,2.109,19.0,40.9,2.079,0.464,4.112,4.176,3.577,4.256,1.5,1.5,-0.5,0.5,1.473,0.0,0.216,0.727,5.048,5.642,-1.443,3.02,19.5,0.748,-0.879,44.106,0.284,0.0,-1.701,11,3.585,-1.815,-1.815,223.462,4.74,0.313,5.134,28.106,317.2,207.0,-0.645,-0.645,2.547,-0.562,2.224,222.592,2.5,1.134,9,-2.487,2.118,5.433,0.0,-0.654,2.56,10.467,72.396,4.171,0,290.68,2.27,-1.387,-1.387
4.863,13,3.322,2.279,17.5,2.687,10.568,3.343,3.343,35.75,42.6,2.555,0.223,6.388,4.856,4.344,5.03,2.94,2.94,2.06,2.832,3.094,0.79,0.106,0.387,5.87,6.612,1.857,3.738,41.0,2.956,1.815,138.881,0.137,1.074,0.765,15,4.0,0.921,0.921,466.913,5.376,0.143,6.093,62.0,734.59,467.0,1.643,1.643,5.032,1.47,4.699,496.748,3.589,1.114,20,1.003,3.344,6.376,2.421,1.323,4.875,27.043,118.283,5.03,0,734.78,3.452,4.485,4.485
4.0,15,3.322,1.993,16.5,2.077,8.986,3.418,3.418,31.25,43.2,2.25,0.276,6.289,4.59,4.094,4.779,2.217,2.217,1.253,2.5,2.87,-0.428,0.131,0.46,5.498,5.976,1.5,3.555,34.0,2.5,0.756,96.042,0.167,0.5,-0.11,15,4.0,-0.128,-0.128,356.624,5.092,0.182,5.438,49.065,568.7,364.0,1.0,1.0,4.467,0.791,3.538,388.28,3.143,1.111,16,-0.156,2.884,5.705,1.957,0.67,3.628,21.333,178.471,4.771,0,527.98,2.925,2.555,2.555
4.1,18,3.644,2.35,21.0,2.607,11.188,3.653,3.653,40.0,42.6,3.821,0.209,8.043,4.958,4.41,5.097,2.869,2.869,2.306,2.86,3.129,0.446,0.098,0.35,5.939,6.729,2.013,3.818,44.5,2.916,2.023,151.58,0.128,1.178,1.015,20,4.392,1.0,1.0,496.863,5.503,0.139,6.145,65.342,734.55,477.0,1.459,1.459,5.563,2.3,4.161,508.993,3.598,1.124,23,1.193,3.289,6.464,2.35,1.508,4.848,32.551,147.296,5.051,1,697.88,3.393,3.698,3.698
5.332,16,3.644,2.533,21.5,2.637,11.11,3.675,3.675,41.25,41.7,3.259,0.232,8.18,5.064,4.489,5.176,2.886,2.886,2.352,2.78,3.289,0.426,0.107,0.413,6.198,7.279,1.818,3.818,44.5,2.982,1.967,137.207,0.135,1.151,0.965,20,4.392,1.0,1.0,520.346,5.604,0.15,6.576,67.03,814.3,520.0,1.577,1.577,5.187,2.0,4.455,554.248,3.621,1.128,20,1.279,2.983,6.977,2.265,1.369,4.913,35.15,111.852,5.089,1,768.39,3.307,4.376,4.376
4.0,15,3.7,2.475,21.5,2.849,12.127,3.923,3.923,45.75,40.4,3.215,0.197,8.483,5.212,4.613,5.301,2.929,2.929,2.432,2.99,3.233,1.124,0.09,0.35,6.292,7.315,2.122,3.951,51.0,3.135,2.137,170.974,0.114,2.116,1.125,20,4.392,1.174,1.174,606.607,5.784,0.127,6.649,78.342,958.88,603.0,1.751,1.751,6.012,2.324,5.108,640.971,3.647,1.126,23,1.402,3.265,7.073,2.606,2.165,5.314,38.017,121.235,5.257,1,839.02,3.564,5.557,5.557
4.0,8,2.585,1.166,9.5,1.5,7.678,2.901,2.901,22.75,36.8,1.324,0.283,4.391,4.131,3.773,4.454,1.918,1.918,0.661,1.771,2.202,-0.46,0.135,0.426,4.951,5.481,0.674,3.332,27.0,2.127,0.389,88.239,0.178,0.142,-0.582,8,3.17,-0.601,-0.601,314.617,4.504,0.19,5.077,38.699,468.27,300.0,0.931,0.931,3.933,0.5,3.271,319.875,2.888,1.126,14,-0.708,2.822,5.271,1.465,0.462,3.414,15.75,105.564,4.549,0,487.24,2.5,1.979,1.979
4.1,9,2.807,1.582,13.5,2.301,9.212,2.855,2.855,29.0,37.2,2.346,0.261,5.228,4.554,4.025,4.71,2.469,2.469,1.0,2.0,2.556,-0.625,0.123,0.413,5.687,6.525,1.0,3.466,31.0,2.426,0.593,100.042,0.161,0.52,-0.189,12,3.7,-0.265,-0.265,343.676,5.131,0.178,5.895,45.54,521.61,335.0,1.059,1.059,4.429,0.917,3.585,357.157,3.228,1.139,16,-0.314,2.924,6.209,2.0,0.737,3.953,19.198,70.04,4.691,0,488.78,3.176,2.909,2.909
4.0,14,3.322,1.609,15.5,2.217,9.577,3.258,3.258,28.25,46.9,2.98,0.288,5.946,4.683,4.09,4.775,2.298,2.298,0.729,1.847,2.612,-1.0,0.138,0.443,5.781,6.545,0.631,3.466,31.0,2.5,0.225,82.439,0.182,0.332,-0.754,17,4.17,-0.769,-0.769,331.178,5.256,0.204,5.961,45.551,475.55,309.0,1.0,1.0,3.889,0.5,3.414,327.993,3.032,1.129,15,-1.088,2.8,6.18,1.496,0.5,3.588,18.814,108.875,4.663,1,454.56,3.008,2.275,2.275
4.1,19,3.7,2.481,22.0,2.571,11.47,3.814,3.814,38.75,47.8,3.956,0.224,7.472,5.054,4.434,5.121,2.961,2.961,2.153,2.917,3.232,-0.16,0.106,0.363,6.246,7.533,2.052,3.761,42.0,2.967,1.551,126.382,0.139,1.0,0.572,23,4.585,0.655,0.655,414.267,5.705,0.154,6.61,62.932,645.2,416.0,1.488,1.488,5.084,1.196,4.429,441.914,3.558,1.108,22,0.975,3.051,7.054,2.414,1.13,4.618,27.565,169.391,4.994,3,568.89,3.3,4.076,4.076
4.0,13,3.322,2.13,17.5,2.156,9.517,3.45,3.45,37.75,37.9,2.097,0.227,7.292,4.804,4.331,5.017,2.525,2.525,2.237,2.659,2.965,0.866,0.104,0.41,5.747,6.435,1.698,3.784,43.0,2.729,1.952,143.58,0.132,1.618,0.946,15,4.0,1.0,1.0,448.796,5.273,0.146,5.92,63.111,713.68,457.0,1.37,1.37,6.04,2.0,4.029,485.7,3.511,1.128,22,1.191,3.286,6.211,2.211,1.687,4.196,31.716,121.735,5.03,0,671.84,3.127,3.265,3.265
4.0,1,2.0,-2.136,3.5,-1.745,4.094,0.907,0.907,7.5,37.5,0.483,0.665,1.634,2.197,2.485,3.135,-1.316,-1.316,0.0,0.0,-0.779,0.0,0.319,0.74,1.946,0.0,0.0,2.398,10.0,0.0,0.0,24.0,0.463,0.0,0.0,2,1.585,0.0,0.0,86.667,2.079,0.51,2.303,11.36,115.8,80.0,0.0,0.0,1.668,0.0,0.0,87.088,0.445,1.13,6,0.0,1.419,0.0,0.0,0.0,0.088,4.046,48.865,3.497,0,149.3,-0.092,0.0,0.0
6.553,17,3.459,2.544,19.5,2.682,10.609,3.606,3.606,38.25,42.9,3.171,0.203,7.47,4.832,4.331,5.017,2.77,2.77,1.747,2.77,3.294,0.712,0.096,0.315,5.849,6.76,1.698,3.761,42.0,3.201,1.573,143.207,0.125,1.217,0.577,16,4.087,0.586,0.586,487.85,5.349,0.139,6.086,60.52,760.02,486.0,1.763,1.763,5.449,1.561,4.649,520.654,3.541,1.113,21,0.652,3.239,6.413,2.206,1.369,4.812,28.42,155.917,4.997,0,747.04,3.463,5.115,5.115
5.951,18,3.755,2.653,21.5,2.884,11.65,3.518,3.518,44.75,43.1,3.433,0.177,8.825,5.133,4.533,5.22,3.093,3.093,2.296,2.89,3.302,0.734,0.084,0.291,6.26,7.822,1.881,3.942,50.5,3.147,1.984,168.974,0.11,2.118,0.983,23,4.585,1.0,1.0,571.159,5.744,0.121,6.777,74.261,835.3,535.0,1.675,1.675,6.563,2.165,4.533,565.81,3.878,1.124,25,1.198,3.307,7.319,2.605,2.118,4.707,36.108,147.434,5.178,4,766.95,3.54,4.651,4.651
6.096,3,1.585,1.513,2.5,1.642,6.436,1.969,1.969,16.5,33.3,0.427,0.173,1.441,3.401,3.466,4.143,1.752,1.752,1.442,2.086,2.527,-0.025,0.083,0.192,3.401,3.466,1.079,3.401,29.0,2.316,1.397,132.606,0.12,0.761,0.396,2,1.585,0.396,0.396,161.667,3.401,0.131,3.401,36.525,224.75,155.0,1.268,1.268,6.668,1.18,3.241,164.102,2.753,1.138,26,0.409,3.337,3.401,2.07,1.0,3.429,5.365,84.447,4.477,0,252.38,2.653,2.475,2.475
4.0,8,2.807,0.927,10.0,0.927,6.95,2.677,2.677,19.0,40.9,1.584,0.372,3.863,4.021,3.597,4.277,1.506,1.506,-0.118,0.961,2.118,-1.794,0.18,0.512,4.216,4.407,-0.788,3.091,21.0,0.977,-0.654,53.303,0.244,-0.876,-1.466,11,3.585,-1.618,-1.618,238.404,4.534,0.269,4.379,29.422,350.76,233.0,-0.22,-0.22,2.898,-0.118,2.618,248.965,2.523,1.117,9,-2.427,2.251,4.627,0.493,-0.534,3.0,10.043,90.021,4.241,0,349.82,2.118,-0.616,-0.616
4.358,19,3.954,2.526,24.5,2.884,13.493,3.769,3.769,44.25,50.0,5.13,0.212,8.442,5.232,4.575,5.263,3.077,3.077,2.488,3.02,3.246,0.692,0.101,0.362,6.43,7.746,2.217,3.882,47.5,3.189,2.0,138.881,0.129,1.283,0.989,25,4.7,1.0,1.0,583.257,5.902,0.144,6.846,71.674,899.51,571.0,1.69,1.69,5.352,2.172,4.814,607.179,3.662,1.101,19,1.467,3.42,7.337,2.517,2.008,5.052,31.789,147.78,5.137,1,827.77,3.501,5.053,5.053
4.678,10,2.807,1.609,11.0,1.968,8.646,2.922,2.922,23.75,41.7,1.739,0.313,4.634,4.347,3.902,4.585,2.442,2.442,0.658,1.784,2.707,-0.819,0.149,0.525,5.429,6.4,0.704,3.367,28.0,2.151,0.298,86.439,0.194,0.245,-0.682,9,3.322,-0.691,-0.691,291.528,4.915,0.203,5.732,41.334,428.68,277.0,0.831,0.831,3.64,0.466,3.482,293.837,3.259,1.126,15,-0.846,2.748,6.08,1.61,0.353,3.834,16.656,73.055,4.64,0,410.39,2.881,2.059,2.059
6.499,9,2.585,1.146,9.5,1.617,8.269,2.848,2.848,20.25,43.3,1.677,0.365,3.922,4.287,3.773,4.454,2.077,2.077,0.327,1.193,2.248,-1.352,0.174,0.616,5.307,6.084,-0.078,3.219,24.0,1.773,-0.008,69.487,0.225,-0.5,-0.969,8,3.17,-1.0,-1.0,249.669,4.823,0.237,5.565,35.857,371.83,238.0,0.61,0.61,3.049,-0.017,3.36,251.551,2.921,1.121,13,-1.326,2.589,5.816,0.877,-0.162,3.474,13.342,56.768,4.494,0,349.17,2.701,1.611,1.611
4.879,9,2.585,1.04,9.5,1.611,8.37,2.837,2.837,21.0,42.4,1.663,0.345,4.152,4.307,3.795,4.477,1.968,1.968,0.46,1.624,2.162,-1.101,0.164,0.578,5.368,6.202,0.5,3.258,25.0,1.806,0.019,75.059,0.213,-0.458,-0.902,8,3.17,-0.973,-0.973,260.184,4.847,0.223,5.641,37.169,386.12,247.0,0.694,0.694,3.225,0.297,3.365,263.183,2.882,1.122,14,-1.149,2.746,5.922,1.339,-0.038,3.486,13.921,72.894,4.527,0,365.27,2.708,1.738,1.738
4.0,14,3.392,1.823,16.0,2.518,9.536,3.444,3.444,33.0,44.7,2.191,0.249,6.493,4.776,4.216,4.902,2.662,2.662,1.832,2.496,2.784,0.114,0.119,0.42,5.65,6.592,1.413,3.651,37.5,2.6,1.416,116.096,0.154,0.929,0.486,15,4.0,0.618,0.618,440.217,5.298,0.165,5.966,54.888,668.81,425.0,1.191,1.191,4.737,1.76,3.708,451.527,3.444,1.114,17,0.664,2.951,6.361,2.018,1.059,4.115,24.627,126.264,4.903,0,631.89,3.342,2.655,2.655
4.947,9,2.585,1.202,9.5,1.621,8.388,2.864,2.864,21.0,42.4,1.681,0.347,4.167,4.327,3.795,4.477,2.077,2.077,0.451,1.624,2.294,-1.232,0.165,0.587,5.357,6.157,0.494,3.258,25.0,1.785,0.025,75.059,0.214,-0.458,-0.895,8,3.17,-0.948,-0.948,261.184,4.87,0.226,5.63,37.168,389.49,248.0,0.635,0.635,3.201,0.3,3.369,263.973,2.921,1.122,14,-1.107,2.654,5.92,1.332,-0.069,3.48,14.055,72.894,4.527,0,365.87,2.702,1.637,1.637
4.962,22,4.0,2.648,28.0,3.139,11.629,3.945,3.945,49.25,47.9,3.525,0.197,10.038,5.152,4.58,5.268,3.239,3.239,2.631,2.946,3.436,1.0,0.094,0.337,6.243,7.162,2.08,3.951,51.0,3.233,2.095,160.465,0.121,1.566,1.09,24,4.644,1.085,1.085,607.42,5.696,0.129,6.532,75.065,887.98,568.0,1.737,1.737,5.681,2.5,4.865,606.937,3.835,1.114,23,1.607,3.283,6.909,2.494,2.489,5.485,44.125,142.81,5.212,0,845.9,3.752,4.978,4.978
4.004,15,3.459,2.244,17.5,2.507,11.208,3.52,3.52,32.0,51.7,3.782,0.28,5.677,4.934,4.273,4.959,2.592,2.592,0.972,2.62,3.045,-0.426,0.134,0.478,6.168,7.458,1.621,3.584,35.0,2.746,0.453,98.107,0.171,0.6,-0.206,18,4.248,-0.374,-0.374,400.353,5.603,0.19,6.554,52.778,665.41,421.0,1.247,1.247,4.108,0.945,4.185,447.302,3.317,1.088,15,-0.473,3.025,7.033,2.1,0.817,4.691,17.95,118.228,4.836,1,626.25,3.235,3.377,3.377
5.509,21,3.858,2.547,23.0,2.711,13.477,3.768,3.768,42.5,50.0,5.019,0.206,8.422,5.248,4.575,5.263,3.204,3.204,2.498,3.061,3.26,0.688,0.099,0.353,6.458,7.794,2.267,3.882,47.5,3.205,2.005,145.207,0.126,1.345,0.994,24,4.644,1.0,1.0,535.361,5.913,0.14,6.891,72.243,828.86,524.0,1.752,1.752,5.424,2.209,5.002,556.498,3.78,1.101,23,1.473,3.219,7.377,2.607,2.164,5.13,32.652,170.943,5.149,1,730.82,3.441,5.497,5.497
4.0,10,3.0,1.5,12.0,2.076,7.573,3.048,3.048,27.5,36.6,1.156,0.294,5.821,4.366,3.942,4.625,2.567,2.567,1.0,2.233,2.5,-0.421,0.139,0.5,5.072,5.255,1.086,3.466,31.0,2.402,0.709,98.042,0.179,0.445,-0.346,10,3.459,-0.338,-0.338,371.954,4.759,0.187,5.006,44.049,546.09,346.0,1.0,1.0,3.906,0.831,3.639,371.089,3.428,1.14,15,-0.415,2.923,5.083,1.935,0.5,3.792,24.234,89.961,4.723,0,528.39,2.916,2.136,2.136
4.0,14,3.248,1.5,16.0,1.5,9.486,3.0,3.0,26.0,50.0,3.198,0.352,5.39,4.563,3.937,4.62,1.974,1.974,0.5,2.25,2.5,-1.574,0.164,0.57,5.639,6.593,1.128,3.35,27.5,2.293,0.0,45.487,0.216,-0.092,-1.0,17,4.17,-1.0,-1.0,256.649,5.177,0.236,5.829,40.217,379.69,248.0,0.801,0.801,3.558,0.5,3.247,262.671,2.824,1.113,14,-1.5,2.687,6.249,1.709,0.142,3.323,15.113,106.647,4.514,2,330.98,2.5,1.984,1.984
