pXC50,Eig03_EA,SM11_AEA.bo.,Eig03_EA.bo.,SM13_AEA.ri.,RDSQ,Eig06_AEA.bo.,X2,ZM2V,ZM2Per,ATS1m,ATS5m,ZM2MulPer,Eig08_AEA.dm.,SM03_AEA.bo.,ZM2Kup,Psi_e_1,Eig05_AEA.dm.,Eta_epsi,MW,ZM1Per,Eig03_AEA.ri.,Eig13_AEA.bo.,Eig13_AEA.ed.,GGI5,Eig07_AEA.bo.,ZM1MulPer,ATSC6p,Eig08_EA.bo.,MPC01,MWC01,nBO,SRW02,ZM1V,ZM2Mad,SpAD_AEA.ed.,Dz,GGI10,Eig07_EA,SM15_AEA.bo.,XMOD,ATS8m,ATS4m,X3sol,piPC02,SM02_EA.bo.,SRW04,SpAD_EA.ed.,Eig07_AEA.ri.,ATSC4i,ATS2m,Eig15_AEA.ed.,SpMax4_Bh.m.,P_VSA_LogP_5,Eig08_EA.ed.,SM03_AEA.ri.,GMTIV,SM08_AEA.bo.,Eig06_AEA.ed.,SpMax4_Bh.p.,SpMax4_Bh.v.,IC3,Eig07_EA.bo.,ATSC5p,GMTI,SpAD_EA.bo.,S1K,Pol,X5v
6.495,3.02,3.02,3.675,3.675,234.231,3.412,12.307,464.0,741.18,3.58,3.995,493.0,1.583,6.3,494.581,4.834,2.75,26.829,374.77,724.54,3.905,1.191,2.972,1.282,3.161,556.794,5.505,1.974,3.401,3.401,29,4.078,514.0,204.953,46.207,58.833,0.148,1.551,1.551,81.447,3.54,4.13,9.621,4.437,5.124,5.46,139.461,2.515,1.394,4.076,2.475,3.53,118.689,4.004,4.004,30847.0,13.389,5.058,3.224,3.236,4.982,2.324,7.24,7431.0,61.628,16.812,43,2.125
6.921,3.068,3.068,3.703,3.703,247.414,3.412,12.844,476.0,762.24,3.616,4.038,507.38,1.855,6.339,507.426,4.975,2.771,28.129,388.8,740.14,3.93,1.237,3.01,1.369,3.245,567.508,6.48,2.109,3.434,3.434,30,4.111,524.0,213.786,48.698,60.833,0.185,1.77,1.77,84.116,3.632,4.213,10.002,4.472,5.159,5.501,146.336,2.714,1.518,4.112,2.522,3.548,103.803,4.12,4.12,32402.0,13.455,5.067,3.25,3.263,4.99,2.481,8.643,8160.0,63.528,17.761,46,2.275
6.959,3.076,3.076,3.707,3.707,288.662,3.599,14.306,503.0,805.3,3.727,4.225,533.854,2.221,6.427,534.778,5.57,2.807,31.429,428.87,772.36,3.936,2.221,3.149,1.539,3.412,587.536,9.282,2.422,3.555,3.555,34,4.234,544.0,239.285,54.427,66.833,0.217,1.986,1.986,93.365,3.74,4.318,10.849,4.538,5.226,5.624,164.422,2.897,1.725,4.178,2.963,3.586,103.803,5.509,5.509,40325.0,13.51,5.494,3.474,3.486,5.116,2.684,10.434,11999.0,69.495,19.334,50,2.795
6.796,3.072,3.072,3.685,3.685,296.848,3.435,14.788,490.0,785.07,3.765,4.188,517.962,1.704,6.371,522.995,5.709,2.686,33.995,447.92,756.53,3.926,2.006,3.414,1.317,3.257,575.038,11.025,2.32,3.584,3.584,35,4.263,534.0,245.557,55.555,69.333,0.206,1.996,1.996,96.324,3.608,4.289,11.937,4.516,5.204,5.645,167.084,2.934,1.894,4.259,3.101,3.64,69.558,4.491,4.491,44307.0,13.422,5.426,3.457,3.464,5.147,2.38,13.136,13775.0,69.591,20.718,52,3.464
6.824,2.904,2.904,3.497,3.497,270.516,3.4,14.202,475.0,759.09,3.758,4.26,503.593,1.764,6.263,499.308,5.481,2.739,33.681,458.34,771.61,3.813,1.599,3.102,1.289,3.089,602.023,10.317,2.09,3.526,3.526,33,4.205,556.0,237.427,51.874,67.667,0.202,1.973,1.973,95.834,3.741,4.296,11.281,4.379,5.066,5.572,152.102,2.904,1.633,4.253,2.863,3.652,71.343,4.276,4.276,44255.0,13.235,5.349,3.392,3.401,5.109,2.272,11.877,12338.0,62.6,21.603,48,3.14
7.071,3.015,3.015,3.64,3.64,221.121,3.391,12.094,456.0,733.09,3.602,4.006,484.071,1.542,6.226,478.035,4.658,2.383,26.414,384.2,729.34,3.886,1.076,2.876,1.139,3.049,565.147,5.712,1.928,3.367,3.367,28,4.043,522.0,213.599,44.616,56.667,0.148,1.55,1.55,81.04,3.282,4.206,9.829,4.401,5.088,5.434,136.02,2.511,1.208,4.121,2.32,3.531,87.945,3.929,3.929,29344.0,13.335,5.058,3.213,3.227,4.936,2.322,7.557,6898.0,58.979,16.615,41,2.192
6.602,3.067,3.067,3.677,3.677,274.632,3.484,14.093,495.0,797.21,3.745,4.234,524.925,1.874,6.362,518.233,5.393,2.726,31.014,438.3,777.16,3.918,1.43,3.127,1.396,3.4,595.889,9.56,2.416,3.526,3.526,33,4.205,552.0,247.931,52.811,64.667,0.217,1.981,1.981,92.959,3.585,4.381,11.057,4.505,5.193,5.602,160.999,2.895,1.544,4.219,2.884,3.657,73.059,5.506,5.506,38592.0,13.463,5.451,3.464,3.471,5.075,2.658,10.744,11276.0,66.86,19.139,48,2.862
7.131,2.776,2.776,3.541,3.541,242.295,3.226,11.73,371.0,574.98,3.578,3.877,391.63,1.597,6.205,385.561,4.365,2.648,27.8,357.5,496.59,3.759,2.0,3.095,0.896,3.127,350.155,9.713,1.899,3.466,3.466,31,4.143,330.0,193.296,47.99,56.5,0.096,1.541,1.541,82.359,3.395,3.982,10.214,4.314,5.001,5.476,136.484,2.505,1.695,3.889,2.517,3.593,44.598,3.931,3.931,20710.0,13.086,4.709,3.561,3.559,4.789,2.113,10.839,9969.0,59.924,16.627,44,2.963
5.91,2.85,2.85,3.549,3.549,240.276,3.219,12.264,369.0,574.49,3.554,3.853,393.746,1.596,6.227,383.561,4.251,2.715,28.4,359.52,493.93,3.844,2.0,3.022,1.038,3.025,350.416,10.344,1.659,3.434,3.434,30,4.111,328.0,189.962,47.045,56.5,0.147,1.534,1.534,80.293,3.391,4.028,10.133,4.314,5.001,5.468,139.396,2.5,1.93,3.94,2.486,3.495,44.598,3.339,3.339,19058.0,13.239,4.624,3.515,3.502,4.469,2.047,11.867,8849.0,59.269,17.86,46,2.802
6.33,2.729,2.729,3.54,3.54,224.262,3.175,10.84,367.0,571.55,3.535,3.815,392.219,1.596,6.125,384.288,4.041,2.473,27.267,347.46,515.09,3.681,2.0,2.997,0.952,2.962,371.943,8.718,1.613,3.401,3.401,29,4.078,350.0,179.732,45.022,55.5,0.114,1.521,1.521,80.46,3.324,3.953,9.829,4.259,4.945,5.389,124.078,2.474,1.573,3.865,2.359,3.391,44.598,2.702,2.702,20451.0,13.02,4.474,3.296,3.316,4.757,1.953,10.213,8218.0,56.483,16.873,43,2.655
5.951,2.756,2.756,3.541,3.541,265.331,3.225,12.438,391.0,607.25,3.652,3.978,413.721,1.619,6.221,407.673,4.624,2.765,30.5,386.55,529.71,3.713,2.095,3.247,0.976,3.122,375.188,9.539,1.903,3.526,3.526,33,4.205,354.0,204.016,50.245,61.0,0.096,1.544,1.544,88.972,3.55,4.038,11.28,4.341,5.027,5.525,142.205,2.508,1.852,4.005,3.0,3.596,47.722,3.932,3.932,24904.0,13.072,4.701,3.563,3.561,4.822,2.11,11.333,12037.0,62.756,18.457,46,3.127
7.26,2.875,2.875,3.522,3.522,235.821,3.193,12.603,433.0,690.97,3.635,4.034,458.961,1.598,6.161,467.015,4.929,2.554,29.929,394.86,680.45,3.842,1.285,3.101,1.136,2.95,521.976,9.484,1.811,3.434,3.434,30,4.111,484.0,208.997,46.384,60.833,0.131,1.538,1.538,84.976,3.479,4.166,9.901,4.287,4.973,5.468,137.085,2.502,1.591,4.11,2.405,3.551,58.734,3.915,3.915,31284.0,13.114,4.691,3.352,3.37,4.658,2.115,11.319,9273.0,57.715,18.429,43,2.791
6.991,2.769,2.769,3.51,3.51,229.159,3.192,11.517,363.0,566.92,3.599,3.889,382.702,1.597,6.122,369.015,4.217,2.455,27.386,366.93,501.39,3.742,1.362,3.051,0.754,2.951,358.507,10.254,1.814,3.434,3.434,30,4.111,338.0,202.267,46.313,54.333,0.088,1.538,1.538,81.953,3.424,4.072,10.421,4.273,4.959,5.451,133.178,2.502,1.52,3.944,2.405,3.594,13.854,3.923,3.923,19501.0,13.012,4.688,3.561,3.558,4.742,2.113,11.391,9324.0,57.366,16.435,42,3.046
6.413,2.719,2.719,3.504,3.504,201.511,2.966,10.247,343.0,534.91,3.509,3.744,361.812,1.22,6.019,349.015,3.77,1.895,25.386,340.89,476.33,3.664,1.279,2.731,0.729,2.768,342.079,9.38,1.5,3.332,3.332,27,4.007,322.0,182.267,41.961,50.333,0.098,1.447,1.447,75.847,3.303,3.989,9.901,4.201,4.887,5.333,118.044,2.38,1.389,3.891,2.172,3.518,13.854,2.662,2.662,15813.0,12.937,4.428,3.357,3.342,4.658,1.841,11.225,6816.0,52.541,15.768,40,2.736
6.936,3.084,3.084,3.532,3.532,251.502,3.335,13.357,469.0,751.43,3.674,4.09,497.089,1.627,6.236,512.348,5.31,2.558,31.443,412.85,753.03,3.921,1.343,3.101,1.309,2.964,583.968,9.519,1.821,3.466,3.466,31,4.143,540.0,224.653,48.73,64.333,0.139,1.558,1.558,87.802,3.585,4.248,9.901,4.327,5.014,5.525,148.37,2.518,1.808,4.181,2.773,3.564,58.734,3.927,3.927,37145.0,13.314,5.054,3.352,3.372,4.658,2.128,11.384,9916.0,59.727,19.322,47,2.75
6.75,2.828,2.828,3.517,3.517,288.313,3.368,14.023,471.0,761.72,3.743,4.223,499.528,1.675,6.321,505.015,5.731,2.692,33.229,434.93,722.53,3.775,2.0,3.331,1.295,3.155,547.097,11.468,2.11,3.555,3.555,34,4.234,508.0,249.489,54.649,66.833,0.198,1.867,1.867,93.779,4.039,4.414,11.051,4.391,5.078,5.624,166.376,2.803,2.503,4.199,3.051,3.627,58.734,4.198,4.198,35465.0,13.495,5.356,3.584,3.585,4.787,2.292,13.98,12288.0,64.623,19.995,55,3.271
6.025,2.769,2.769,3.51,3.51,229.159,3.192,11.517,379.0,592.76,3.611,3.892,399.768,1.595,6.122,387.832,4.186,2.453,27.486,367.92,524.67,3.726,1.362,3.051,0.754,2.951,375.049,9.559,1.814,3.434,3.434,30,4.111,354.0,205.153,46.313,54.833,0.088,1.538,1.538,82.528,3.429,4.072,10.421,4.273,4.959,5.451,133.178,2.499,1.445,3.953,2.405,3.588,16.549,3.923,3.923,20385.0,13.012,4.688,3.513,3.522,4.444,2.113,10.76,9324.0,57.366,16.398,42,2.745
7.797,2.885,2.885,3.549,3.549,272.849,3.251,13.55,435.0,701.14,3.673,4.206,460.541,1.597,6.252,476.152,5.494,2.636,32.143,400.49,649.95,3.857,2.0,3.247,1.514,3.15,484.751,11.76,2.112,3.526,3.526,33,4.205,452.0,219.106,51.312,64.5,0.138,1.804,1.804,88.296,3.717,4.245,9.993,4.353,5.04,5.572,154.073,2.753,2.238,4.094,2.988,3.593,58.419,3.947,3.947,28636.0,13.252,5.221,3.561,3.559,4.787,2.355,12.293,11271.0,62.648,18.785,48,3.105
6.936,2.885,2.885,3.549,3.549,243.215,3.182,12.279,415.0,669.13,3.589,4.103,439.651,1.523,6.161,456.152,5.04,2.266,30.143,374.45,624.89,3.815,1.487,3.021,1.49,2.958,468.323,10.77,1.789,3.434,3.434,30,4.111,436.0,199.106,47.058,60.5,0.147,1.535,1.535,82.19,3.389,4.176,9.473,4.287,4.973,5.468,138.943,2.499,2.101,4.048,2.498,3.474,58.419,3.833,3.833,24102.0,13.194,4.674,3.372,3.37,4.704,2.134,12.093,8505.0,57.819,18.157,46,2.794
7.62,2.885,2.885,3.549,3.549,264.344,3.189,13.013,423.0,681.17,3.652,4.196,448.153,1.579,6.19,464.152,5.336,2.291,32.743,402.51,636.45,3.821,2.0,3.247,1.57,2.963,476.73,11.338,1.804,3.497,3.497,32,4.174,444.0,207.106,49.737,64.5,0.156,1.536,1.536,88.19,3.638,4.232,9.877,4.314,5.001,5.517,144.113,2.499,2.253,4.094,2.621,3.503,58.419,3.945,3.945,27256.0,13.199,4.681,3.508,3.492,4.898,2.141,12.809,10427.0,60.39,20.068,48,3.025
7.409,2.969,2.969,3.682,3.682,289.245,3.461,14.304,471.0,761.6,3.71,4.253,498.668,1.628,6.321,521.485,5.933,2.638,33.657,418.48,722.53,3.879,2.0,3.247,1.688,3.173,546.743,11.791,2.124,3.555,3.555,34,4.234,508.0,234.762,53.711,68.0,0.154,1.868,1.868,91.121,3.949,4.321,9.993,4.391,5.078,5.624,164.966,2.792,2.457,4.166,3.024,3.603,58.419,4.208,4.208,33953.0,13.428,5.228,3.561,3.562,4.787,2.359,12.356,12000.0,64.486,19.664,52,3.064
6.827,2.942,2.942,3.67,3.67,254.524,3.175,12.855,430.0,696.2,3.612,4.136,456.035,1.631,6.23,471.152,5.207,2.615,29.543,372.43,641.94,3.869,1.344,3.088,1.403,2.996,478.544,9.541,2.071,3.466,3.466,31,4.143,446.0,211.273,48.743,60.5,0.037,1.618,1.618,82.296,3.74,4.19,9.44,4.341,5.027,5.525,148.627,2.614,2.048,4.047,2.543,3.478,61.605,4.097,4.097,23410.0,13.281,5.214,3.335,3.349,4.898,2.186,10.063,8799.0,60.116,16.917,46,2.765
6.398,2.967,2.967,3.657,3.657,243.4,3.169,12.513,426.0,691.81,3.58,4.088,452.652,1.609,6.217,467.152,5.064,2.575,28.243,358.4,636.3,3.871,1.341,3.0,1.278,2.991,474.648,8.32,2.012,3.434,3.434,30,4.111,442.0,207.439,47.433,58.5,0.053,1.551,1.551,79.296,3.666,4.146,9.138,4.327,5.014,5.501,146.364,2.527,1.912,4.023,2.494,3.467,61.605,4.001,4.001,21624.0,13.286,5.202,3.279,3.304,4.571,2.188,8.622,7903.0,58.923,15.99,43,2.49
5.91,2.94,2.94,3.549,3.549,263.312,3.257,13.209,431.0,696.11,3.643,4.182,456.737,1.559,6.238,472.152,5.357,2.626,30.843,386.46,644.25,3.867,1.689,3.247,1.452,3.135,480.72,10.712,2.08,3.497,3.497,32,4.174,448.0,215.273,49.857,62.5,0.089,1.764,1.764,85.296,3.803,4.218,9.69,4.341,5.027,5.549,151.874,2.718,2.098,4.071,2.955,3.582,58.419,3.853,3.853,25882.0,13.255,5.221,3.54,3.54,4.931,2.351,10.761,9953.0,61.495,17.849,45,2.735
8.0,2.969,2.969,3.685,3.685,299.138,3.585,14.711,504.0,811.34,3.746,4.28,534.58,2.129,6.333,563.819,6.093,2.797,35.171,436.47,793.27,3.879,2.0,3.414,1.653,3.198,608.872,11.834,2.26,3.584,3.584,35,4.263,564.0,240.508,55.764,71.5,0.188,1.93,1.93,94.855,3.837,4.365,9.993,4.428,5.115,5.645,167.083,2.853,2.564,4.189,3.006,3.614,76.661,5.07,5.07,43414.0,13.366,5.278,3.56,3.563,4.994,2.362,12.415,13333.0,66.292,20.546,53,3.145
6.285,2.885,2.885,3.549,3.549,272.849,3.251,13.55,447.0,719.68,3.679,4.209,474.181,1.597,6.252,490.265,5.494,2.636,32.243,401.48,671.35,3.855,2.0,3.247,1.514,3.15,501.991,10.867,2.112,3.526,3.526,33,4.205,468.0,220.605,51.312,65.0,0.138,1.804,1.804,88.796,3.723,4.248,9.993,4.353,5.04,5.572,154.073,2.745,2.183,4.097,2.988,3.584,76.514,3.947,3.947,30266.0,13.252,5.221,3.524,3.528,4.952,2.355,11.369,11271.0,62.648,18.725,48,3.008
6.3,2.726,2.726,3.539,3.539,213.986,3.166,10.46,333.0,516.41,3.477,3.728,351.451,1.595,6.109,343.563,3.919,2.379,25.7,330.47,447.57,3.685,1.494,2.768,0.872,2.959,315.939,9.141,1.611,3.367,3.367,28,4.043,298.0,171.187,43.536,52.0,0.106,1.488,1.488,75.799,3.211,3.886,9.694,4.245,4.931,5.361,121.351,2.451,1.591,3.826,2.299,3.399,53.645,2.696,2.696,16066.0,13.017,4.464,3.403,3.393,4.757,1.939,11.434,7375.0,55.094,16.025,42,2.73
6.157,2.726,2.726,3.539,3.539,213.986,3.166,10.46,351.0,542.97,3.485,3.731,370.74,1.595,6.109,365.561,3.917,2.379,25.8,331.46,471.53,3.679,1.494,2.768,0.872,2.959,333.727,8.816,1.611,3.367,3.367,28,4.043,314.0,173.296,43.536,52.5,0.106,1.488,1.488,76.253,3.212,3.891,9.694,4.245,4.931,5.361,121.351,2.445,1.565,3.833,2.299,3.39,44.598,2.696,2.696,16912.0,13.017,4.464,3.374,3.367,4.708,1.939,10.668,7375.0,55.094,15.964,42,2.653
6.81,2.729,2.729,3.54,3.54,224.262,3.175,10.84,337.0,522.65,3.512,3.809,355.789,1.595,6.125,347.563,4.063,2.392,27.0,344.5,453.37,3.689,2.0,2.997,0.952,2.962,320.185,9.944,1.613,3.401,3.401,29,4.078,302.0,175.187,45.022,54.0,0.114,1.521,1.521,78.799,3.313,3.931,9.829,4.259,4.945,5.389,124.078,2.485,1.675,3.855,2.359,3.434,53.645,2.702,2.702,17287.0,13.02,4.474,3.461,3.445,4.854,1.953,11.729,8218.0,56.483,16.972,43,2.865
6.524,2.729,2.729,3.54,3.54,224.262,3.175,10.84,355.0,549.23,3.52,3.811,375.08,1.595,6.125,369.561,4.062,2.392,27.1,345.49,477.33,3.683,2.0,2.997,0.952,2.962,337.972,9.361,1.613,3.401,3.401,29,4.078,318.0,177.296,45.022,54.5,0.114,1.521,1.521,79.253,3.314,3.94,9.829,4.259,4.945,5.389,124.078,2.489,1.648,3.862,2.359,3.429,44.598,2.702,2.702,18147.0,13.02,4.474,3.454,3.437,4.808,1.953,10.719,8218.0,56.483,16.91,43,2.776
6.903,2.875,2.875,3.544,3.544,249.101,3.227,12.816,423.0,672.41,3.607,4.029,448.597,1.599,6.24,461.563,5.073,2.922,30.243,384.44,651.69,3.847,2.0,3.135,1.278,3.131,495.837,9.244,1.896,3.466,3.466,31,4.143,460.0,197.917,48.07,62.5,0.139,1.539,1.539,84.928,3.564,4.068,9.694,4.327,5.014,5.493,140.427,2.5,1.844,4.058,2.521,3.52,98.526,3.928,3.928,31801.0,13.181,4.715,3.401,3.411,4.757,2.116,11.571,9916.0,60.295,18.689,45,2.792
7.251,2.875,2.875,3.544,3.544,249.101,3.227,12.816,441.0,699.03,3.614,4.024,467.89,1.599,6.24,483.561,5.104,2.922,30.343,385.43,675.65,3.847,2.0,3.135,1.278,3.131,513.624,8.916,1.896,3.466,3.466,31,4.143,476.0,200.026,48.07,63.0,0.139,1.539,1.539,85.382,3.565,4.085,9.694,4.327,5.014,5.493,140.427,2.504,1.789,4.064,2.521,3.52,89.478,3.928,3.928,32833.0,13.181,4.715,3.37,3.391,4.708,2.116,10.758,9916.0,60.295,18.627,45,2.708
6.294,2.147,2.147,2.676,2.676,94.138,1.0,6.766,241.0,380.48,3.188,3.045,260.125,0.434,5.602,240.898,2.745,2.704,17.0,219.24,390.86,3.045,-0.796,1.2,0.347,1.0,314.333,1.121,-0.721,2.773,2.773,15,3.434,282.0,146.59,26.476,33.5,0.0,-0.314,-0.314,48.087,0.007,3.536,6.134,3.466,4.143,4.875,81.509,0.632,0.544,3.524,1.0,2.891,0.0,-1.564,-1.564,5418.0,12.92,3.374,2.581,2.63,4.263,-0.331,3.043,1011.0,26.833,9.926,22,2.788
4.837,2.463,2.463,2.923,2.923,164.027,2.85,9.692,335.0,519.56,3.62,3.629,357.248,1.006,5.842,319.614,3.368,2.471,22.938,402.14,538.65,3.376,0.795,2.328,0.598,2.514,418.228,7.329,1.5,3.219,3.219,24,3.892,388.0,191.469,36.614,46.417,0.091,1.316,1.316,80.345,3.516,3.931,9.057,3.989,4.673,5.198,99.365,2.22,0.975,4.063,1.906,3.604,34.461,2.275,2.275,20225.0,12.501,4.232,3.102,3.092,4.831,1.515,6.866,5481.0,44.347,16.154,30,1.985
5.0,2.564,2.564,3.296,3.296,202.066,3.142,10.713,326.0,502.18,3.49,3.605,348.601,1.271,6.041,338.514,3.995,2.607,27.8,349.46,482.28,3.546,1.428,2.682,0.778,2.882,358.074,8.819,1.5,3.367,3.367,28,4.043,336.0,158.31,42.06,55.5,0.087,1.262,1.262,79.116,3.228,3.71,9.306,4.143,4.828,5.323,110.872,2.257,1.331,3.79,2.146,3.335,25.8,2.275,2.275,22697.0,12.73,4.952,3.258,3.272,4.824,1.501,9.129,8934.0,52.28,18.353,38,2.136
5.0,2.564,2.564,3.296,3.296,202.066,3.142,10.713,326.0,502.18,3.49,3.605,348.601,1.271,6.041,338.514,3.995,2.607,27.8,349.46,482.28,3.546,1.428,2.682,0.778,2.882,358.074,8.819,1.5,3.367,3.367,28,4.043,336.0,158.31,42.06,55.5,0.087,1.262,1.262,79.116,3.228,3.71,9.306,4.143,4.828,5.323,110.872,2.257,1.331,3.79,2.146,3.335,25.8,2.275,2.275,22697.0,12.73,4.952,3.258,3.272,4.824,1.501,9.129,8934.0,52.28,18.353,38,2.136
7.21,2.822,2.822,3.52,3.52,254.286,3.356,12.679,432.0,677.12,3.678,3.988,456.741,1.676,6.215,456.682,4.722,2.695,30.414,402.91,644.71,3.772,1.374,3.051,0.892,3.104,482.628,10.352,2.075,3.497,3.497,32,4.174,450.0,223.669,50.551,61.333,0.155,1.808,1.808,88.512,3.581,4.212,10.421,4.353,5.04,5.533,146.301,2.74,1.883,4.054,2.658,3.614,32.096,4.208,4.208,31099.0,13.155,5.24,3.56,3.563,4.962,2.26,11.522,11146.0,61.067,18.177,47,3.087
7.509,3.079,3.079,3.59,3.59,288.192,3.49,14.062,513.0,817.33,3.724,4.199,546.911,2.088,6.335,569.439,5.675,2.995,34.624,433.45,808.61,3.94,2.0,3.138,1.48,3.144,621.858,11.01,2.087,3.555,3.555,34,4.234,576.0,228.034,53.954,71.5,0.231,1.629,1.629,95.52,3.706,4.273,10.475,4.416,5.103,5.595,156.936,2.59,2.059,4.175,2.94,3.529,114.843,4.063,4.063,48434.0,13.334,5.496,3.37,3.392,5.014,2.166,12.344,12693.0,65.184,21.403,53,2.916
7.979,3.035,3.035,3.535,3.535,273.744,3.399,13.956,504.0,805.15,3.743,4.229,536.95,1.705,6.263,551.894,5.482,2.768,34.21,442.88,812.75,3.919,1.773,3.101,1.393,3.238,630.281,11.627,2.112,3.526,3.526,33,4.205,584.0,234.897,52.204,69.333,0.189,1.974,1.974,95.012,3.632,4.321,10.683,4.379,5.066,5.572,153.238,2.889,1.806,4.216,2.859,3.566,84.098,4.324,4.324,46631.0,13.256,5.225,3.352,3.37,4.972,2.415,12.856,11950.0,62.614,21.203,50,3.016
7.699,2.82,2.82,3.519,3.519,253.938,3.257,12.236,400.0,627.54,3.674,4.023,424.043,1.675,6.184,410.56,4.495,2.5,30.152,396.96,562.32,3.772,1.649,3.051,0.844,2.953,404.654,12.339,2.084,3.497,3.497,32,4.174,382.0,218.257,50.082,59.333,0.122,1.557,1.557,88.76,3.543,4.194,11.202,4.327,5.014,5.517,142.907,2.513,1.631,4.016,2.73,3.601,30.097,3.942,3.942,24715.0,13.113,5.201,3.562,3.561,4.997,2.113,12.871,11066.0,60.391,18.262,47,3.241
7.951,2.825,2.825,3.52,3.52,266.857,3.384,12.87,434.0,681.1,3.711,4.111,460.691,1.676,6.229,453.894,4.739,2.702,31.667,414.95,633.69,3.775,1.773,3.051,1.011,3.235,466.812,12.45,2.109,3.526,3.526,33,4.205,438.0,228.167,52.01,62.833,0.147,1.974,1.974,91.99,3.585,4.24,11.202,4.366,5.053,5.557,149.332,2.896,1.723,4.068,2.859,3.612,39.218,4.328,4.328,30706.0,13.168,5.219,3.561,3.563,5.034,2.414,12.934,12007.0,62.265,19.139,49,3.271
7.951,2.83,2.83,3.52,3.52,268.133,3.297,12.773,435.0,684.47,3.711,4.111,461.483,1.676,6.229,454.894,4.762,2.572,31.667,414.95,634.29,3.778,1.673,3.051,0.872,3.244,466.642,12.447,2.113,3.526,3.526,33,4.205,438.0,229.749,52.213,62.833,0.147,1.95,1.95,92.091,3.626,4.291,11.202,4.366,5.053,5.557,149.584,2.869,1.819,4.068,2.86,3.606,39.218,4.253,4.253,30082.0,13.193,5.202,3.561,3.562,5.034,2.443,13.013,11903.0,62.206,19.139,50,3.278
7.432,2.833,2.833,3.52,3.52,267.432,3.334,12.764,435.0,685.22,3.711,4.086,461.723,1.685,6.229,454.894,4.752,2.655,31.667,414.95,634.35,3.78,1.785,3.051,0.955,3.002,466.741,12.43,2.087,3.526,3.526,33,4.205,438.0,230.275,52.215,62.833,0.147,1.628,1.628,92.091,3.585,4.262,11.202,4.366,5.053,5.557,149.695,2.588,1.768,4.068,2.863,3.613,39.218,3.956,3.956,30578.0,13.191,5.346,3.561,3.563,5.034,2.164,12.993,11991.0,62.257,19.139,50,3.254
7.585,2.841,2.841,3.521,3.521,280.657,3.363,13.269,470.0,743.21,3.747,4.135,499.513,1.889,6.271,499.227,5.04,2.698,33.181,432.94,706.4,3.787,1.823,3.264,1.066,3.176,528.862,12.521,2.16,3.555,3.555,34,4.234,494.0,242.687,54.282,66.333,0.188,1.89,1.89,95.421,3.646,4.311,11.202,4.404,5.091,5.595,156.37,2.812,1.842,4.118,2.922,3.624,48.339,4.412,4.412,37241.0,13.263,5.355,3.561,3.566,5.034,2.366,13.023,13028.0,64.101,20.019,53,3.278
8.08,2.836,2.836,3.52,3.52,282.08,3.389,13.301,470.0,742.17,3.747,4.203,499.165,2.086,6.271,499.227,5.045,2.719,33.181,432.94,706.32,3.783,1.788,3.292,0.983,3.25,528.729,12.537,2.154,3.555,3.555,34,4.234,494.0,241.767,54.349,66.333,0.172,1.953,1.953,95.421,3.665,4.352,11.202,4.404,5.091,5.595,156.4,2.882,1.959,4.118,2.903,3.616,48.339,4.401,4.401,36249.0,13.266,5.356,3.561,3.564,4.997,2.469,13.138,12844.0,64.09,20.019,53,3.307
8.085,2.835,2.835,3.52,3.52,281.87,3.411,13.279,470.0,742.43,3.747,4.192,499.271,2.03,6.271,499.227,5.057,2.713,33.181,432.94,706.34,3.782,1.777,3.201,1.038,3.27,528.763,12.558,2.146,3.555,3.555,34,4.234,494.0,242.162,54.253,66.333,0.172,1.997,1.997,95.421,3.665,4.333,11.202,4.404,5.091,5.595,156.318,2.919,1.912,4.118,2.9,3.616,48.339,4.404,4.404,36249.0,13.265,5.363,3.561,3.564,5.034,2.484,13.075,12852.0,64.079,20.019,53,3.305
8.207,2.833,2.833,3.52,3.52,281.12,3.36,13.419,469.0,738.4,3.747,4.159,498.272,2.249,6.271,498.227,5.029,2.696,33.181,432.94,705.68,3.781,1.685,3.305,0.983,3.297,528.865,12.537,2.232,3.555,3.555,34,4.234,494.0,239.659,54.188,66.333,0.188,1.984,1.984,95.32,3.684,4.368,11.202,4.404,5.091,5.595,156.017,2.893,2.004,4.118,2.892,3.618,48.339,5.134,5.134,36809.0,13.245,5.304,3.561,3.565,5.034,2.541,13.044,12944.0,64.113,20.019,52,3.299
7.959,2.969,2.969,3.685,3.685,312.908,3.552,14.796,507.0,819.44,3.777,4.354,539.562,2.07,6.346,562.031,6.095,2.769,36.424,448.51,782.91,3.88,2.0,3.414,1.716,3.179,592.985,13.802,2.164,3.611,3.611,36,4.29,552.0,247.114,57.355,73.0,0.295,1.886,1.886,98.433,3.84,4.407,10.774,4.44,5.127,5.666,170.587,2.809,2.496,4.202,3.046,3.613,83.783,4.574,4.574,42767.0,13.395,5.572,3.561,3.564,5.066,2.36,13.883,14286.0,67.538,21.517,56,3.313
