pXC50,nC,SCBO,nCL,RBN,nBO,Sp,Si,Se,MW,nCsp3,nF,nBT,nX,nHet,X.,nAT,Mi,nH,nSK,Sv,nCsp,nTB,N.,nBM,nCsp2,C.,RBF,nAB
8.959,21,43.0,3,4,33,35.148,53.855,48.876,462.79,4,0,51,3,9,6.3,48,1.122,18,30,33.519,0,0,10.4,19,17,43.8,0.078,18
8.721,24,52.5,3,3,40,39.398,59.436,54.196,526.84,4,0,58,3,11,5.7,53,1.121,18,35,38.035,0,0,13.2,24,20,45.3,0.052,23
7.62,18,39.5,0,3,29,26.159,41.958,38.178,338.34,3,2,41,2,7,5.4,37,1.134,12,25,26.201,0,0,10.8,21,15,48.6,0.073,21
9.097,23,45.0,3,5,35,38.671,60.685,54.643,490.85,6,0,57,3,9,5.6,54,1.124,22,32,36.572,0,0,9.3,19,17,42.6,0.088,18
8.208,18,38.5,0,3,28,27.472,45.662,40.836,339.38,3,2,43,2,7,5.0,40,1.142,15,25,27.034,0,0,12.5,21,15,45.0,0.07,21
8.553,18,38.5,0,3,28,27.472,45.662,40.836,339.38,3,2,43,2,7,5.0,40,1.142,15,25,27.034,0,0,12.5,21,15,45.0,0.07,21
8.013,19,40.5,0,3,30,27.921,45.373,41.062,352.37,4,2,44,2,7,5.0,40,1.134,14,26,27.728,0,0,10.0,21,15,47.5,0.068,21
6.775,29,54.5,0,5,42,44.194,75.118,66.861,519.62,8,3,70,3,9,4.5,66,1.138,28,38,42.82,0,0,7.6,24,21,43.9,0.071,23
7.602,31,57.5,0,8,45,48.171,83.157,73.956,563.68,10,3,77,3,10,4.1,73,1.139,32,41,46.588,0,0,6.8,24,21,42.5,0.104,23
8.155,30,55.5,0,7,43,45.955,78.533,69.745,533.65,9,3,73,3,9,4.3,69,1.138,30,39,44.347,0,0,7.2,24,21,43.5,0.096,23
5.678,32,58.0,0,13,45,51.483,89.182,79.283,571.74,9,0,82,0,10,0.0,79,1.129,37,42,49.11,0,0,6.3,25,23,40.5,0.159,24
5.0,25,54.0,2,9,40,43.585,69.704,63.262,562.52,6,0,65,2,12,3.2,62,1.124,25,37,41.603,0,0,8.1,25,19,40.3,0.138,22
7.854,24,48.5,1,4,36,36.0,57.903,52.549,470.91,3,3,54,4,9,7.8,51,1.135,18,33,35.519,0,0,7.8,24,21,47.1,0.074,23
6.301,14,34.0,0,1,26,23.131,38.575,35.469,313.3,3,0,37,0,9,0.0,34,1.135,11,23,23.547,0,0,14.7,11,11,41.2,0.027,6
4.222,13,35.5,0,2,27,25.932,42.655,38.014,389.26,2,0,40,1,11,2.7,37,1.153,13,24,25.293,0,0,27.0,14,11,35.1,0.05,11
5.638,19,40.5,0,2,28,27.926,40.7,37.127,331.42,1,0,41,0,5,0.0,37,1.1,13,24,26.6,0,0,8.1,25,18,51.4,0.049,25
7.873,19,41.5,0,6,31,31.762,54.944,48.738,381.46,5,1,51,1,9,2.1,48,1.145,20,28,30.936,0,0,14.6,21,14,39.6,0.118,21
5.0,26,52.0,0,13,40,43.478,76.438,67.81,507.63,8,1,70,1,11,1.5,67,1.141,30,37,41.999,0,0,10.4,23,18,38.8,0.186,22
5.824,22,39.0,0,3,29,31.773,51.152,45.811,344.44,3,0,49,0,4,0.0,46,1.112,20,26,30.214,0,0,4.3,19,19,47.8,0.061,18
5.921,22,40.0,0,3,30,30.642,49.333,44.734,365.4,3,2,47,2,5,4.5,44,1.121,17,27,29.959,0,0,2.3,19,19,50.0,0.064,18
5.721,22,40.0,0,3,30,31.711,51.492,46.323,362.43,3,1,49,1,5,2.2,46,1.119,19,27,30.597,0,0,4.3,19,19,47.8,0.061,18
5.119,23,40.0,0,4,30,32.983,53.279,47.92,359.45,4,0,51,0,4,0.0,48,1.11,21,27,31.434,0,0,2.1,19,19,47.9,0.078,18
5.337,22,39.0,1,3,29,31.625,48.598,44.033,363.86,3,0,47,1,4,2.3,44,1.104,18,26,30.02,0,0,2.3,19,19,50.0,0.064,18
4.474,23,42.0,0,3,32,32.341,53.088,48.131,397.42,4,3,50,3,6,6.4,47,1.13,18,29,31.869,0,0,2.1,19,19,48.9,0.06,18
5.31,22,39.0,0,3,29,30.705,48.994,44.222,347.41,3,1,47,1,4,2.3,44,1.113,18,26,29.576,0,0,2.3,19,19,50.0,0.064,18
5.495,22,38.0,0,3,28,30.767,48.654,43.709,329.42,3,0,47,0,3,0.0,44,1.106,19,25,29.192,0,0,2.3,19,19,50.0,0.064,18
5.268,22,40.0,1,3,30,31.563,48.938,44.545,381.85,3,1,47,2,5,4.5,44,1.112,17,27,30.403,0,0,2.3,19,19,50.0,0.064,18
5.409,23,40.0,0,3,30,32.466,52.409,47.105,361.44,4,1,50,1,4,2.1,47,1.115,20,27,31.102,0,0,2.1,19,19,48.9,0.06,18
4.593,23,43.0,0,3,33,33.347,55.587,50.232,412.44,4,3,52,3,7,6.1,49,1.134,19,30,32.89,0,0,4.1,19,19,46.9,0.058,18
5.721,23,40.0,0,3,30,32.466,52.409,47.105,361.44,4,1,50,1,4,2.1,47,1.115,20,27,31.102,0,0,2.1,19,19,48.9,0.06,18
5.367,22,41.0,0,3,31,30.58,49.673,45.247,383.39,3,3,47,3,6,6.8,44,1.129,16,28,30.342,0,0,2.3,19,19,50.0,0.064,18
4.092,22,41.0,0,3,31,30.58,49.673,45.247,383.39,3,3,47,3,6,6.8,44,1.129,16,28,30.342,0,0,2.3,19,19,50.0,0.064,18
6.155,21,39.0,0,2,29,28.881,45.918,41.851,351.37,2,2,44,2,5,4.9,41,1.12,15,26,28.432,0,0,2.4,19,19,51.2,0.045,18
5.125,21,38.0,1,2,28,29.864,45.183,41.149,349.83,2,0,44,1,4,2.4,41,1.102,16,25,28.493,0,0,2.4,19,19,51.2,0.045,18
5.42,21,39.0,1,2,29,29.801,45.522,41.662,367.82,2,1,44,2,5,4.9,41,1.11,15,26,28.876,0,0,2.4,19,19,51.2,0.045,18
5.658,21,37.0,0,2,27,29.006,45.239,40.825,315.39,2,0,44,0,3,0.0,41,1.103,17,24,27.665,0,0,2.4,19,19,51.2,0.045,18
4.573,21,40.0,0,2,29,28.12,43.503,39.967,349.35,0,2,42,2,5,5.1,39,1.115,13,26,27.905,0,0,2.6,20,21,53.8,0.048,18
6.721,27,47.0,0,5,37,40.728,68.232,61.0,444.57,8,0,65,0,6,0.0,61,1.119,28,33,38.75,0,0,3.3,19,19,44.3,0.077,18
5.886,35,64.0,0,13,51,56.949,99.85,88.665,644.82,12,1,92,1,12,1.1,88,1.135,41,47,54.568,0,0,6.8,25,23,39.8,0.141,24
7.398,24,43.0,0,6,33,36.205,60.401,54.232,404.5,5,0,57,0,6,0.0,54,1.119,24,30,34.697,0,0,3.7,19,19,44.4,0.105,18
6.721,27,47.0,0,5,37,40.728,68.232,61.0,444.57,8,0,65,0,6,0.0,61,1.119,28,33,38.75,0,0,3.3,19,19,44.3,0.077,18
6.77,24,43.0,0,6,33,36.205,60.401,54.232,404.5,5,0,57,0,6,0.0,54,1.119,24,30,34.697,0,0,3.7,19,19,44.4,0.105,18
6.959,27,48.0,0,6,37,40.517,67.106,59.891,441.57,6,0,64,0,6,0.0,60,1.118,27,33,38.53,0,0,5.0,20,21,45.0,0.094,18
6.319,23,42.0,0,5,32,32.858,53.958,48.945,395.43,4,2,51,2,6,4.2,48,1.124,19,29,32.2,0,0,2.1,19,19,47.9,0.098,18
6.721,24,43.0,0,6,33,34.62,57.373,51.829,409.46,5,2,54,2,6,3.9,51,1.125,21,30,33.727,0,0,2.0,19,19,47.1,0.111,18
6.276,26,46.0,0,4,36,37.381,61.788,55.712,435.5,7,2,59,2,6,3.6,55,1.123,23,32,36.254,0,0,1.8,19,19,47.3,0.068,18
6.638,27,48.0,0,5,38,39.597,66.413,59.923,465.53,8,2,63,2,7,3.4,59,1.126,25,34,38.496,0,0,1.7,19,19,45.8,0.079,18
7.398,24,44.0,0,6,34,35.074,58.583,53.156,425.46,5,2,55,2,7,3.8,52,1.127,21,31,34.442,0,0,1.9,19,19,46.2,0.109,18
6.638,27,48.0,0,5,38,39.597,66.413,59.923,465.53,8,2,63,2,7,3.4,59,1.126,25,34,38.496,0,0,1.7,19,19,45.8,0.079,18
7.222,24,44.0,0,6,34,35.074,58.583,53.156,425.46,5,2,55,2,7,3.8,52,1.127,21,31,34.442,0,0,1.9,19,19,46.2,0.109,18
6.495,28,49.0,0,6,39,41.358,69.828,62.807,479.56,9,2,66,2,7,3.2,62,1.126,27,35,40.022,0,0,1.6,19,19,45.2,0.091,18
7.097,25,45.0,0,7,35,36.836,61.998,56.04,439.49,6,2,58,2,7,3.6,55,1.127,23,32,35.969,0,0,1.8,19,19,45.5,0.121,18
7.097,27,48.0,0,6,38,40.148,67.702,60.698,464.55,8,2,64,2,7,3.3,60,1.128,26,34,38.802,0,0,3.3,19,19,45.0,0.094,18
7.097,28,49.0,0,7,39,41.909,71.117,63.581,478.58,9,2,67,2,7,3.2,63,1.129,28,35,40.329,0,0,3.2,19,19,44.4,0.104,18
7.0,22,40.0,0,3,30,30.091,48.044,43.96,366.38,3,2,46,2,5,4.7,43,1.117,16,27,29.652,0,0,0.0,19,19,51.2,0.065,18
5.174,24,44.0,0,6,34,34.523,57.294,52.382,426.44,5,2,54,2,7,3.9,51,1.123,20,31,34.135,0,0,0.0,19,19,47.1,0.111,18
5.347,27,48.0,0,6,38,39.597,66.413,59.923,465.53,8,2,63,2,7,3.4,59,1.126,25,34,38.496,0,0,1.7,19,19,45.8,0.095,18
4.991,22,40.0,0,3,30,30.642,49.333,44.734,365.4,3,2,47,2,5,4.5,44,1.121,17,27,29.959,0,0,2.3,19,19,50.0,0.064,18
5.328,23,42.0,0,5,32,32.858,53.958,48.945,395.43,4,2,51,2,6,4.2,48,1.124,19,29,32.2,0,0,2.1,19,19,47.9,0.098,18
4.71,24,43.0,0,6,33,34.62,57.373,51.829,409.46,5,2,54,2,6,3.9,51,1.125,21,30,33.727,0,0,2.0,19,19,47.1,0.111,18
7.699,27,48.0,0,5,38,39.597,66.413,59.923,465.53,8,2,63,2,7,3.4,59,1.126,25,34,38.496,0,0,1.7,19,19,45.8,0.079,18
4.983,24,44.0,0,6,34,35.074,58.583,53.156,425.46,5,2,55,2,7,3.8,52,1.127,21,31,34.442,0,0,1.9,19,19,46.2,0.109,18
6.444,27,48.0,0,5,38,39.597,66.413,59.923,465.53,8,2,63,2,7,3.4,59,1.126,25,34,38.496,0,0,1.7,19,19,45.8,0.079,18
5.284,24,44.0,0,6,34,35.074,58.583,53.156,425.46,5,2,55,2,7,3.8,52,1.127,21,31,34.442,0,0,1.9,19,19,46.2,0.109,18
4.398,27,48.0,0,6,38,40.148,67.702,60.698,464.55,8,2,64,2,7,3.3,60,1.128,26,34,38.802,0,0,3.3,19,19,45.0,0.094,18
4.91,22,39.0,0,3,29,31.773,51.152,45.811,344.44,3,0,49,0,4,0.0,46,1.112,20,26,30.214,0,0,4.3,19,19,47.8,0.061,18
4.029,27,47.0,0,5,37,40.728,68.232,61.0,444.57,8,0,65,0,6,0.0,61,1.119,28,33,38.75,0,0,3.3,19,19,44.3,0.077,18
5.222,24,43.0,0,6,33,36.205,60.401,54.232,404.5,5,0,57,0,6,0.0,54,1.119,24,30,34.697,0,0,3.7,19,19,44.4,0.105,18
4.104,22,40.0,0,3,30,30.642,49.333,44.734,365.4,3,2,47,2,5,4.5,44,1.121,17,27,29.959,0,0,2.3,19,19,50.0,0.064,18
4.428,21,39.0,0,2,29,28.881,45.918,41.851,351.37,2,2,44,2,5,4.9,41,1.12,15,26,28.432,0,0,2.4,19,19,51.2,0.045,18
4.059,26,45.0,0,3,35,36.926,60.579,54.385,419.5,7,2,58,2,5,3.7,54,1.122,23,31,35.539,0,0,1.9,19,19,48.1,0.052,18
6.357,27,48.0,0,5,38,39.597,66.413,59.923,465.53,8,2,63,2,7,3.4,59,1.126,25,34,38.496,0,0,1.7,19,19,45.8,0.079,18
4.0,24,44.0,0,6,34,35.074,58.583,53.156,425.46,5,2,55,2,7,3.8,52,1.127,21,31,34.442,0,0,1.9,19,19,46.2,0.109,18
7.523,27,48.0,0,6,38,40.148,67.702,60.698,464.55,8,2,64,2,7,3.3,60,1.128,26,34,38.802,0,0,3.3,19,19,45.0,0.094,18
4.283,22,39.0,0,3,29,31.773,51.152,45.811,344.44,3,0,49,0,4,0.0,46,1.112,20,26,30.214,0,0,4.3,19,19,47.8,0.061,18
5.983,27,47.0,0,5,37,40.728,68.232,61.0,444.57,8,0,65,0,6,0.0,61,1.119,28,33,38.75,0,0,3.3,19,19,44.3,0.077,18
4.103,24,43.0,0,6,33,36.205,60.401,54.232,404.5,5,0,57,0,6,0.0,54,1.119,24,30,34.697,0,0,3.7,19,19,44.4,0.105,18
5.167,35,63.0,0,13,50,55.944,97.352,86.563,629.8,12,1,90,1,11,1.2,86,1.132,40,46,53.547,0,0,5.8,25,23,40.7,0.144,24
8.398,22,47.0,3,4,37,37.608,58.562,53.305,505.82,5,0,56,3,11,5.8,52,1.126,19,33,36.255,0,0,11.5,19,17,42.3,0.071,18
8.602,18,38.5,1,3,28,27.841,43.978,39.873,356.81,3,1,42,2,7,5.1,39,1.128,14,25,27.172,0,0,10.3,21,15,46.2,0.071,21
7.264,17,35.5,0,3,25,25.284,40.279,36.153,290.35,2,0,39,0,5,0.0,36,1.119,14,22,24.434,0,0,11.1,21,15,47.2,0.077,21
8.699,30,55.5,0,5,43,45.955,78.533,69.745,533.65,9,3,73,3,9,4.3,69,1.138,30,39,44.347,0,0,7.2,24,21,43.5,0.068,23
5.097,36,65.0,0,8,49,54.364,89.637,79.519,584.78,7,0,85,0,8,0.0,80,1.12,36,44,51.46,0,0,7.5,31,29,45.0,0.094,30
6.357,33,61.0,0,10,48,53.489,92.68,82.385,598.77,10,0,86,0,11,0.0,82,1.13,38,44,51.131,0,0,7.3,25,23,40.2,0.116,24
6.0,22,45.5,0,0,35,34.483,57.441,51.56,403.48,7,0,56,0,8,0.0,51,1.126,21,30,33.466,0,0,9.8,21,15,43.1,0.0,21
6.963,24,47.5,0,3,35,35.142,57.959,52.225,436.47,3,3,54,3,8,5.9,51,1.136,19,32,34.691,0,0,7.8,24,21,47.1,0.056,23
6.495,31,57.0,0,8,44,49.057,83.431,73.963,538.71,8,0,78,0,9,0.0,74,1.127,34,40,46.648,0,0,8.1,25,23,41.9,0.103,24
8.18,19,38.5,0,3,28,28.745,47.449,42.432,336.4,4,1,45,1,6,2.4,42,1.13,17,25,27.871,0,0,9.5,21,15,45.2,0.067,21
7.244,30,57.5,0,5,42,42.665,68.789,61.992,512.57,3,3,65,3,8,4.9,61,1.128,23,38,41.745,0,0,6.6,30,27,49.2,0.077,29
8.638,19,41.5,0,3,31,27.858,45.713,41.574,370.36,4,3,44,3,8,7.5,40,1.143,13,27,28.111,0,0,10.0,21,15,47.5,0.068,21
8.523,29,55.5,0,7,43,44.648,76.327,68.189,535.62,8,3,71,3,10,4.5,67,1.139,28,39,43.535,0,0,7.5,24,21,43.3,0.099,23
5.409,15,28.5,0,1,20,21.824,34.571,30.723,235.31,1,0,33,0,3,0.0,31,1.115,13,18,20.698,0,0,9.7,17,14,48.4,0.03,17
7.301,25,48.5,0,4,36,36.904,61.374,55.109,450.5,4,3,57,3,8,5.6,54,1.137,21,33,36.218,0,0,7.4,24,21,46.3,0.07,23
4.0,18,37.0,1,4,29,30.921,52.595,46.516,374.89,6,1,49,2,8,4.3,46,1.143,20,26,29.554,0,0,13.0,16,12,39.1,0.082,16
7.921,24,43.0,0,4,32,34.472,55.907,50.207,388.47,4,1,53,1,5,2.0,50,1.118,21,29,33.124,0,0,4.0,20,20,48.0,0.075,18
5.367,30,52.0,0,6,38,42.057,66.398,59.461,446.58,4,0,64,0,4,0.0,60,1.107,26,34,39.794,0,0,3.3,26,26,50.0,0.094,24
6.678,24,43.0,0,4,32,34.472,55.907,50.207,388.47,4,1,53,1,5,2.0,50,1.118,21,29,33.124,0,0,4.0,20,20,48.0,0.075,18
7.398,24,44.0,0,4,33,34.409,56.247,50.72,406.46,4,2,53,2,6,4.0,50,1.125,20,30,33.507,0,0,4.0,20,20,48.0,0.075,18
6.886,24,43.0,0,4,32,34.472,55.907,50.207,388.47,4,1,53,1,5,2.0,50,1.118,21,29,33.124,0,0,4.0,20,20,48.0,0.075,18
5.319,25,46.0,0,4,35,36.108,60.002,54.116,438.48,5,3,56,3,7,5.7,53,1.132,21,32,35.417,0,0,3.8,20,20,47.2,0.071,18
6.886,28,49.0,0,5,38,42.279,70.521,62.774,455.6,8,0,67,0,6,0.0,63,1.119,29,34,40.057,0,0,4.8,20,20,44.4,0.075,18
7.824,28,51.0,0,4,37,38.989,60.777,55.022,434.52,2,0,59,0,5,0.0,55,1.105,22,33,37.455,0,0,3.6,26,26,50.9,0.068,24
6.745,27,51.0,0,4,37,37.165,57.701,52.651,438.48,1,1,56,1,6,1.9,52,1.11,19,33,36.312,0,0,3.8,26,26,51.9,0.071,24
7.444,28,50.0,0,4,36,38.534,59.567,53.694,418.52,2,0,58,0,4,0.0,54,1.103,22,32,36.74,0,0,3.7,26,26,51.9,0.069,24
7.456,29,51.0,0,4,37,40.296,62.983,56.578,432.55,3,0,61,0,4,0.0,57,1.105,24,33,38.267,0,0,3.5,26,26,50.9,0.066,24
7.854,28,51.0,0,4,37,38.472,59.907,54.207,436.51,2,1,58,1,5,1.9,54,1.109,21,33,37.124,0,0,3.7,26,26,51.9,0.069,24
8.0,29,51.0,0,4,37,40.296,62.983,56.578,432.55,3,0,61,0,4,0.0,57,1.105,24,33,38.267,0,0,3.5,26,26,50.9,0.066,24
8.301,28,51.0,0,4,37,38.472,59.907,54.207,436.51,2,1,58,1,5,1.9,54,1.109,21,33,37.124,0,0,3.7,26,26,51.9,0.069,24
7.432,24,42.0,0,4,31,34.534,55.567,49.694,370.48,4,0,53,0,4,0.0,50,1.111,22,28,32.74,0,0,4.0,20,20,48.0,0.075,18
7.854,25,43.0,0,4,32,36.296,58.983,52.578,384.51,5,0,56,0,4,0.0,53,1.113,24,29,34.267,0,0,3.8,20,20,47.2,0.071,18
6.921,25,43.0,0,4,32,36.296,58.983,52.578,384.51,5,0,56,0,4,0.0,53,1.113,24,29,34.267,0,0,3.8,20,20,47.2,0.071,18
7.456,24,43.0,0,4,32,34.472,55.907,50.207,388.47,4,1,53,1,5,2.0,50,1.118,21,29,33.124,0,0,4.0,20,20,48.0,0.075,18
7.26,27,50.0,0,4,36,37.227,57.362,52.138,420.49,1,0,56,0,5,0.0,52,1.103,20,32,35.928,0,0,3.8,26,26,51.9,0.071,24
7.77,28,51.0,0,4,37,38.989,60.777,55.022,434.52,2,0,59,0,5,0.0,55,1.105,22,33,37.455,0,0,3.6,26,26,50.9,0.068,24
7.62,27,51.0,0,4,37,37.165,57.701,52.651,438.48,1,1,56,1,6,1.9,52,1.11,19,33,36.312,0,0,3.8,26,26,51.9,0.071,24
7.602,28,51.0,0,4,37,38.989,60.777,55.022,434.52,2,0,59,0,5,0.0,55,1.105,22,33,37.455,0,0,3.6,26,26,50.9,0.068,24
7.699,27,51.0,0,4,37,37.165,57.701,52.651,438.48,1,1,56,1,6,1.9,52,1.11,19,33,36.312,0,0,3.8,26,26,51.9,0.071,24
5.921,28,50.0,0,4,36,38.534,59.567,53.694,418.52,2,0,58,0,4,0.0,54,1.103,22,32,36.74,0,0,3.7,26,26,51.9,0.069,24
6.699,25,44.0,0,4,33,35.534,56.567,50.694,382.49,5,0,55,0,4,0.0,51,1.109,22,29,33.74,0,0,3.9,20,20,49.0,0.073,18
5.699,32,54.0,0,5,40,45.58,73.228,65.229,474.64,6,0,70,0,4,0.0,66,1.11,30,36,42.848,0,0,3.0,26,26,48.5,0.071,24
5.824,33,55.0,0,5,41,47.341,76.643,68.112,488.67,7,0,73,0,4,0.0,69,1.111,32,37,44.374,0,0,2.9,26,26,47.8,0.068,24
6.638,27,51.0,0,6,40,44.182,75.969,66.418,468.67,10,0,72,0,8,0.0,67,1.134,32,35,41.493,0,0,11.9,22,17,40.3,0.083,22
7.824,28,51.5,0,4,38,40.336,64.9,57.64,436.57,6,1,63,1,5,1.7,58,1.119,25,33,38.264,0,0,6.9,27,22,48.3,0.063,27
7.409,29,56.5,0,5,40,41.461,61.99,55.949,476.61,1,1,61,1,6,1.8,56,1.107,21,35,39.397,0,0,7.1,33,28,51.8,0.082,33
8.097,29,58.5,0,5,41,41.915,63.199,57.276,492.61,1,1,62,1,7,1.8,57,1.109,21,36,40.112,0,0,7.0,34,28,50.9,0.081,33
7.959,29,60.5,0,5,42,42.37,64.409,58.603,508.61,1,1,63,1,8,1.7,58,1.11,21,37,40.827,0,0,6.9,35,28,50.0,0.079,33
8.523,28,55.5,0,4,39,38.506,58.864,53.316,446.51,0,1,58,1,6,1.9,53,1.111,19,34,37.398,0,0,7.5,33,28,52.8,0.069,33
6.538,31,60.5,0,7,44,44.699,71.528,64.621,520.6,3,1,69,1,8,1.6,64,1.118,25,39,43.408,0,0,6.3,33,28,48.4,0.101,33
7.155,29,56.5,0,5,40,40.267,62.279,56.2,460.54,1,1,61,1,6,1.8,56,1.112,21,35,38.925,0,0,7.1,33,28,51.8,0.082,33
6.131,20,44.5,0,3,31,29.017,44.99,40.658,356.39,0,1,44,1,7,2.5,40,1.125,13,27,28.619,0,0,15.0,27,20,50.0,0.068,27
5.585,21,44.5,0,3,31,29.773,45.907,41.44,355.4,0,1,45,1,6,2.4,41,1.12,14,27,29.124,0,0,12.2,27,21,51.2,0.067,27
6.967,22,44.5,0,3,31,30.529,46.824,42.222,354.41,0,1,46,1,5,2.4,42,1.115,15,27,29.63,0,0,9.5,27,22,52.4,0.065,27
5.524,22,47.5,0,5,34,32.995,53.03,47.752,400.45,2,1,51,1,8,2.1,47,1.128,17,30,32.387,0,0,12.8,27,20,46.8,0.098,27
6.346,24,47.5,0,5,34,34.506,54.864,49.316,398.47,2,1,53,1,6,2.0,49,1.12,19,30,33.398,0,0,8.2,27,22,49.0,0.094,27
6.815,26,52.0,0,3,36,35.29,53.239,48.105,404.47,0,1,53,1,5,2.1,48,1.109,17,31,34.156,0,0,8.3,32,26,54.2,0.057,32
7.796,28,54.5,0,4,38,38.051,57.655,51.989,430.51,0,1,57,1,5,1.9,52,1.109,19,33,36.683,0,0,7.7,33,28,53.8,0.07,33
6.462,29,55.5,0,5,39,39.813,61.07,54.872,444.54,1,1,60,1,5,1.8,55,1.11,21,34,38.21,0,0,7.3,33,28,52.7,0.083,33
5.167,26,49.5,0,4,36,37.875,57.282,52.214,440.55,2,0,56,0,6,0.0,52,1.102,20,32,36.115,0,0,3.8,25,24,50.0,0.071,23
7.523,31,57.0,0,5,43,44.972,72.315,65.218,505.61,5,0,70,0,7,0.0,65,1.113,27,38,43.245,0,0,4.6,26,26,47.7,0.071,24
5.509,29,51.0,0,5,37,40.296,62.983,56.578,432.55,3,0,61,0,4,0.0,57,1.105,24,33,38.267,0,0,3.5,26,26,50.9,0.082,24
7.081,25,44.0,0,4,33,35.534,56.567,50.694,382.49,5,0,55,0,4,0.0,51,1.109,22,29,33.74,0,0,3.9,20,20,49.0,0.073,18
7.569,26,48.5,0,4,35,36.227,56.362,51.138,408.48,2,0,55,0,5,0.0,51,1.105,20,31,34.928,0,0,3.9,25,24,51.0,0.073,23
8.046,26,48.5,0,4,35,36.227,56.362,51.138,408.48,2,0,55,0,5,0.0,51,1.105,20,31,34.928,0,0,3.9,25,24,51.0,0.073,23
8.398,26,49.5,0,4,36,36.165,56.701,51.651,426.47,2,1,55,1,6,2.0,51,1.112,19,32,35.312,0,0,3.9,25,24,51.0,0.073,23
7.538,26,48.5,0,4,35,37.421,56.072,50.887,424.55,2,0,55,0,5,0.0,51,1.099,20,31,35.401,0,0,3.9,25,24,51.0,0.073,23
8.0,26,48.5,0,4,35,37.421,56.072,50.887,424.55,2,0,55,0,5,0.0,51,1.099,20,31,35.401,0,0,3.9,25,24,51.0,0.073,23
5.481,25,44.0,0,5,33,36.233,59.322,53.091,402.5,5,1,56,1,5,1.9,53,1.119,23,30,34.65,0,0,3.8,20,20,47.2,0.089,18
5.357,26,45.0,0,6,34,37.995,62.738,55.974,416.53,6,1,59,1,5,1.8,56,1.12,25,31,36.177,0,0,3.6,20,20,46.4,0.102,18
6.004,21,36.0,0,4,28,31.534,52.567,46.694,334.45,7,0,50,0,4,0.0,47,1.118,22,25,29.74,0,0,4.3,14,14,44.7,0.08,12
6.658,22,40.5,0,4,30,32.228,52.362,47.138,360.44,4,0,50,0,5,0.0,47,1.114,20,27,30.928,0,0,4.3,19,18,46.8,0.08,17
7.495,22,41.5,0,4,31,32.165,52.701,47.651,378.43,4,1,50,1,6,2.1,47,1.121,19,28,31.312,0,0,4.3,19,18,46.8,0.08,17
7.921,22,40.5,0,4,30,33.421,52.072,46.887,376.51,4,0,50,0,5,0.0,47,1.108,20,27,31.401,0,0,4.3,19,18,46.8,0.08,17
7.569,23,41.5,0,4,31,35.182,55.487,49.771,390.54,5,0,53,0,5,0.0,50,1.11,22,28,32.928,0,0,4.0,19,18,46.0,0.075,17
7.77,22,41.5,0,4,31,33.358,52.412,47.4,394.5,4,1,50,1,6,2.1,47,1.115,19,28,31.784,0,0,4.3,19,18,46.8,0.08,17
8.523,23,42.5,0,4,32,35.12,55.827,50.283,408.53,5,1,53,1,6,2.0,50,1.117,21,29,33.311,0,0,4.0,19,18,46.0,0.075,17
7.398,25,48.5,0,4,35,34.921,54.156,49.582,410.45,1,0,53,0,6,0.0,49,1.105,18,31,34.116,0,0,4.1,25,24,51.0,0.075,23
7.699,25,48.5,0,4,35,36.114,53.866,49.331,426.52,1,0,53,0,6,0.0,49,1.099,18,31,34.589,0,0,4.1,25,24,51.0,0.075,23
7.959,26,49.5,0,4,36,37.875,57.282,52.214,440.55,2,0,56,0,6,0.0,52,1.102,20,32,36.115,0,0,3.8,25,24,50.0,0.071,23
8.0,25,49.5,0,4,36,36.051,54.206,49.843,444.51,1,1,53,1,7,2.0,49,1.106,17,32,34.972,0,0,4.1,25,24,51.0,0.075,23
7.921,26,50.5,0,4,37,37.813,57.621,52.727,458.54,2,1,56,1,7,1.9,52,1.108,19,33,36.499,0,0,3.8,25,24,50.0,0.071,23
5.208,24,42.0,0,4,31,34.534,55.567,49.694,370.48,4,0,53,0,4,0.0,50,1.111,22,28,32.74,0,0,4.0,20,20,48.0,0.075,18
5.319,21,36.0,0,4,28,31.534,52.567,46.694,334.45,7,0,50,0,4,0.0,47,1.118,22,25,29.74,0,0,4.3,14,14,44.7,0.08,12
5.328,28,46.0,0,5,35,41.58,69.228,61.229,426.6,8,0,65,0,4,0.0,62,1.117,30,32,38.848,0,0,3.2,20,20,45.2,0.077,18
7.0,29,47.0,0,5,36,43.341,72.643,64.112,440.63,9,0,68,0,4,0.0,65,1.118,32,33,40.374,0,0,3.1,20,20,44.6,0.074,18
5.42,27,50.0,0,4,36,37.227,57.362,52.138,420.49,1,0,56,0,5,0.0,52,1.103,20,32,35.928,0,0,3.8,26,26,51.9,0.071,24
6.456,29,51.0,0,4,37,40.296,62.983,56.578,432.55,3,0,61,0,4,0.0,57,1.105,24,33,38.267,0,0,3.5,26,26,50.9,0.066,24
7.886,29,52.0,0,5,38,40.75,64.192,57.905,448.55,3,0,62,0,5,0.0,58,1.107,24,34,38.982,0,0,3.4,26,26,50.0,0.081,24
6.523,28,51.0,0,4,37,38.472,59.907,54.207,436.51,2,1,58,1,5,1.9,54,1.109,21,33,37.124,0,0,3.7,26,26,51.9,0.069,24
7.398,28,51.0,0,4,37,38.472,59.907,54.207,436.51,2,1,58,1,5,1.9,54,1.109,21,33,37.124,0,0,3.7,26,26,51.9,0.069,24
