pXC50,SpMax1_Bh.e.,piPC08,SpMax1_Bh.i.,piPC07,SRW07,SRW09,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,CATS2D_04_AP,SM14_EA.bo.,SaasN,SM13_EA.bo.,SpMax1_Bh.m.,SM12_EA.bo.,SM15_EA.bo.,SM11_EA.bo.,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,piPC10,NaasN,Eig01_AEA.ri.,SpMax_AEA.ri.,C.043,piPC06,SM15_EA.ed.,SM07_EA.bo.,SM14_EA.ed.,SpDiam_EA.ed.,SM13_EA.ed.,D.Dtr09,SM08_EA.bo.,SaaN,SpMAD_EA.ed.,SpMAD_EA.dm.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,piPC04,D.Dtr05,piPC09,PW3,piPC05,C.030,nR09,CATS2D_02_PL,SM12_EA.ed.,SRW05,nPyrazoles,SM12_EA.dm.,SM14_EA.dm.,Eig04_AEA.ed.,Eta_sh_y,SM04_EA.dm.,nR05,nPyrimidines,SpDiam_AEA.ri.,SM08_EA.dm.,SM10_EA.dm.,SpAD_EA.dm.,SM02_EA.dm.,SM11_EA.ed.
5.097,4.014,6.846,4.047,6.544,0.0,0.0,9.966,9.966,9.966,1,20.163,0.0,18.73,3.978,17.445,21.492,15.973,4.098,4.098,7.098,4.098,13.219,14.759,7.607,0,4.032,4.032,0,6.12,34.855,10.456,32.596,16.61,30.318,0.0,12.123,8.437,4.203,0.176,3.06,3.06,5.06,3.06,5.375,0.0,7.213,0.34,5.916,0,0,0,28.077,0.0,0,2.819,3.078,5.401,0.347,1.952,0,0,5.101,2.35,2.576,5.102,1.812,25.789
5.553,4.023,6.904,4.057,6.585,4.443,6.293,9.97,9.97,9.97,1,20.171,0.0,18.738,3.983,17.452,21.499,15.982,4.098,4.098,7.098,4.098,13.229,14.768,7.686,0,4.036,4.036,0,6.165,35.067,10.469,32.8,16.749,30.512,0.0,12.134,8.514,4.186,0.159,3.063,3.063,5.063,3.063,5.433,93.096,7.296,0.344,5.953,0,0,0,28.261,2.398,0,2.819,3.078,5.402,0.322,1.952,1,0,5.106,2.35,2.576,5.102,1.812,25.962
5.097,4.023,6.91,4.057,6.593,0.0,0.0,9.97,9.97,9.97,1,20.17,0.0,18.737,3.983,17.452,21.499,15.981,4.098,4.098,7.098,4.098,13.228,14.768,7.692,0,4.036,4.036,0,6.169,35.065,10.466,32.798,16.736,30.51,0.0,12.134,8.537,4.145,0.155,3.063,3.063,5.063,3.063,5.438,0.0,7.302,0.34,5.969,0,0,0,28.259,0.0,0,2.819,3.078,5.402,0.311,1.952,0,0,5.105,2.35,2.576,5.102,1.812,25.96
5.097,4.018,6.946,4.046,6.605,0.0,0.0,10.162,10.162,10.162,1,20.408,0.0,18.971,4.065,17.652,21.763,16.183,4.147,4.147,7.147,4.147,13.398,14.927,7.687,0,4.071,4.071,0,6.185,35.345,10.606,33.057,17.124,30.748,0.0,12.251,8.406,4.287,0.17,3.102,3.102,5.102,3.102,5.435,0.0,7.292,0.345,5.968,0,0,0,28.474,0.0,0,2.819,3.078,5.408,0.366,1.952,0,0,5.141,2.35,2.576,5.102,1.812,26.154
5.167,4.015,6.768,4.042,6.495,0.0,0.0,9.964,9.964,9.964,1,20.13,0.0,18.694,4.339,17.412,21.458,15.937,4.096,4.096,7.096,4.096,13.18,14.727,7.544,0,4.024,4.024,0,6.09,34.671,10.414,32.407,16.605,30.127,0.0,12.092,8.408,4.16,0.297,3.056,3.056,5.056,3.056,5.347,0.0,7.167,0.335,5.891,0,0,0,27.882,0.0,0,13.675,15.838,5.401,0.358,5.043,0,0,5.094,9.348,11.511,8.017,3.027,25.596
5.237,4.102,6.873,4.09,6.619,0.0,0.0,12.335,12.335,12.335,1,21.821,0.0,20.29,4.74,18.795,23.336,17.258,4.696,4.696,7.696,4.696,14.244,15.804,7.727,0,4.234,4.234,0,6.178,37.732,11.245,35.232,19.421,32.733,0.0,12.87,8.343,4.345,0.276,3.37,3.37,5.37,3.37,5.402,0.0,7.278,0.346,5.94,0,0,0,30.242,0.0,0,13.675,15.838,5.401,0.271,5.043,0,0,5.304,9.348,11.511,8.017,3.027,27.747
5.252,4.113,6.909,4.098,6.642,0.0,0.0,13.28,13.28,13.28,1,21.966,0.0,20.422,4.746,18.912,23.496,17.365,4.753,4.753,7.753,4.753,14.326,15.893,7.754,0,4.343,4.343,0,6.192,38.809,11.304,36.229,20.917,33.648,0.0,12.931,8.37,4.452,0.267,3.483,3.483,5.483,3.483,5.416,0.0,7.298,0.351,5.952,0,0,0,31.075,0.0,0,13.675,15.838,5.403,0.298,5.043,0,0,5.42,9.348,11.511,8.017,3.027,28.498
5.097,4.106,6.89,4.093,6.628,0.0,0.0,12.403,12.403,12.403,1,21.825,0.0,20.293,4.741,18.799,23.341,17.261,4.698,4.698,7.698,4.698,14.247,15.806,7.741,0,4.239,4.239,0,6.187,37.811,11.246,35.305,19.562,32.799,0.0,12.872,8.373,4.295,0.267,3.375,3.375,5.375,3.375,5.424,0.0,7.302,0.338,5.948,0,0,0,30.302,0.0,0,13.675,15.838,5.401,0.261,5.043,0,0,5.313,9.348,11.511,8.017,3.027,27.801
5.097,4.117,6.925,4.102,6.65,0.0,0.0,13.422,13.422,13.422,1,21.974,0.0,20.429,4.747,18.918,23.504,17.37,4.756,4.756,7.756,4.756,14.33,15.897,7.767,0,4.356,4.356,0,6.201,38.966,11.307,36.375,21.215,33.783,0.0,12.935,8.4,4.389,0.259,3.495,3.495,5.495,3.495,5.438,0.0,7.322,0.354,5.96,0,0,0,31.198,0.0,0,13.675,15.838,5.441,0.287,5.043,0,0,5.446,9.348,11.511,8.017,3.027,28.609
5.097,4.125,6.943,4.108,6.663,0.0,0.0,15.254,15.254,15.254,1,22.241,0.0,20.675,4.753,19.136,23.798,17.568,4.859,4.859,7.859,4.859,14.483,16.064,7.78,0,4.634,4.634,0,6.205,40.874,11.423,38.151,24.026,35.427,0.0,13.054,8.395,4.675,0.259,3.762,3.762,5.762,3.762,5.429,0.0,7.319,0.353,5.963,0,0,0,32.707,0.0,0,13.675,15.838,6.005,0.251,5.043,0,0,5.728,9.348,11.511,8.017,3.027,29.983
5.097,4.118,6.938,4.104,6.662,0.0,0.0,13.439,13.439,13.439,1,21.975,0.0,20.43,4.747,18.919,23.505,17.371,4.756,4.756,7.756,4.756,14.331,15.898,7.796,0,4.36,4.36,0,6.213,38.985,11.311,36.392,21.304,33.799,0.0,12.937,8.43,4.406,0.291,3.499,3.499,5.499,3.499,5.455,0.0,7.344,0.338,5.985,0,0,0,31.213,0.0,0,13.675,15.838,5.488,0.297,5.046,0,0,5.469,9.348,11.511,9.617,3.073,28.622
5.495,4.117,6.932,4.102,6.656,0.0,0.0,13.429,13.429,13.429,1,21.974,0.0,20.43,4.747,18.919,23.505,17.37,4.756,4.756,7.756,4.756,14.33,15.898,7.782,0,4.358,4.358,0,6.207,38.974,11.307,36.383,21.25,33.79,0.0,12.935,8.363,4.344,0.251,3.496,3.496,5.496,3.496,5.446,0.0,7.333,0.347,5.972,0,0,0,31.205,0.0,0,13.675,15.838,5.45,0.28,5.043,0,0,5.457,9.348,11.511,8.017,3.027,28.615
5.357,4.128,6.963,4.11,6.678,4.443,6.326,13.611,13.611,13.611,1,21.983,0.0,20.438,4.75,18.926,23.514,17.377,4.759,4.759,7.759,4.759,14.336,15.903,7.822,0,4.375,4.375,0,6.242,39.173,11.312,36.568,21.578,33.961,0.0,12.94,8.411,4.416,0.295,3.513,3.513,5.513,3.513,5.488,96.696,7.375,0.35,5.998,0,0,0,31.361,2.398,0,13.675,15.838,5.574,0.28,5.05,1,0,5.534,9.348,11.511,9.737,3.097,28.757
5.097,4.093,6.682,4.084,6.487,0.0,0.0,11.659,11.659,11.659,1,21.718,0.0,20.195,4.735,18.699,23.23,17.172,4.662,4.662,7.662,4.662,14.163,15.707,7.53,0,4.184,4.184,0,6.055,36.943,11.167,34.507,18.563,32.071,0.0,12.762,8.428,4.4,0.286,3.316,3.316,5.316,3.316,5.216,0.0,7.101,0.331,5.745,0,0,0,29.646,0.0,0,13.675,15.838,5.401,0.282,5.043,0,0,5.254,9.348,11.511,8.017,3.027,27.213
5.678,4.134,7.6,4.169,7.196,4.727,6.843,11.659,11.659,11.659,1,22.072,0.0,20.551,4.735,19.063,23.576,17.534,4.662,4.662,7.662,4.662,14.52,16.077,8.476,0,4.185,4.185,1,6.688,37.039,11.503,34.612,18.593,32.183,103.651,13.133,13.287,4.653,0.203,3.316,3.316,5.316,3.316,5.699,52.14,7.987,0.343,6.281,0,1,0,29.768,2.398,0,13.675,15.838,6.02,0.32,5.027,1,0,5.256,9.348,11.511,5.9,2.913,27.342
5.854,4.12,7.6,4.128,7.196,4.727,6.843,11.659,11.659,11.659,2,22.072,0.0,20.551,4.735,19.063,23.576,17.534,4.662,4.662,7.662,4.662,14.52,16.077,8.476,0,4.185,4.185,1,6.688,37.039,11.503,34.612,18.593,32.183,103.651,13.133,13.073,4.653,0.203,3.316,3.316,5.316,3.316,5.699,52.14,7.987,0.343,6.281,0,1,0,29.768,2.398,0,13.675,15.838,6.02,0.322,5.027,1,0,5.256,9.348,11.511,5.9,2.913,27.342
5.538,4.11,7.6,4.115,7.196,4.727,6.843,11.659,11.659,11.659,1,22.072,0.0,20.551,4.735,19.063,23.576,17.534,4.662,4.662,7.662,4.662,14.52,16.077,8.476,0,4.184,4.184,1,6.688,37.039,11.503,34.612,18.593,32.183,103.651,13.133,13.429,4.653,0.203,3.316,3.316,5.316,3.316,5.699,52.14,7.987,0.343,6.281,0,1,0,29.768,2.398,0,13.675,15.838,6.02,0.309,5.027,1,0,5.298,9.348,11.511,5.9,2.913,27.342
5.62,4.149,7.6,4.179,7.196,4.727,6.843,11.659,11.659,11.659,0,22.072,0.0,20.551,4.735,19.063,23.576,17.534,4.662,4.662,7.662,4.662,14.52,16.077,8.476,0,4.185,4.185,0,6.688,37.039,11.503,34.612,18.593,32.183,103.651,13.133,8.882,4.653,0.203,3.316,3.316,5.316,3.316,5.699,52.14,7.987,0.343,6.281,0,1,0,29.768,2.398,0,13.675,15.838,6.02,0.317,5.027,1,0,5.256,9.348,11.511,5.9,2.913,27.342
5.0,4.124,7.506,4.134,7.095,0.0,0.0,11.272,11.272,11.272,0,21.396,0.0,19.896,4.091,18.452,22.865,16.939,4.533,4.533,7.533,4.533,13.992,15.543,8.21,0,4.217,4.217,0,6.624,36.404,11.048,34.004,18.666,31.593,0.0,12.692,0.0,4.505,0.257,3.235,3.235,5.235,3.235,5.627,0.0,7.953,0.353,6.259,0,0,0,29.211,0.0,0,11.563,13.468,5.813,0.392,4.172,0,0,5.316,7.795,9.67,6.945,2.616,26.799
5.0,4.033,6.693,4.065,6.337,0.0,0.0,11.235,11.235,11.235,0,19.856,0.0,18.426,3.997,17.091,21.224,15.632,4.096,4.096,7.096,4.096,12.84,14.359,7.139,0,4.179,4.179,0,5.944,36.301,10.04,33.893,18.622,31.472,0.0,11.683,0.0,4.224,0.262,3.219,3.219,5.219,3.219,5.087,0.0,7.05,0.338,5.633,0,0,0,29.076,0.0,0,3.074,3.467,5.099,0.327,1.866,0,0,5.252,2.37,2.705,5.495,1.785,26.649
4.947,4.008,6.19,4.024,5.946,0.0,0.0,10.95,10.95,10.95,0,19.802,0.0,18.371,3.97,17.025,21.177,15.57,4.095,4.095,7.095,4.095,12.777,14.279,6.045,0,4.131,4.131,0,5.7,35.909,9.988,33.525,18.174,31.129,0.0,11.591,0.0,4.22,0.399,3.168,3.168,5.168,3.168,4.908,0.0,6.319,0.339,5.449,0,0,0,28.757,0.0,0,6.88,7.91,5.013,0.332,2.964,0,0,5.234,4.836,5.853,8.389,2.354,26.352
5.489,4.113,7.274,4.129,6.829,0.0,0.0,11.066,11.066,11.066,0,20.973,0.0,19.478,4.076,18.04,22.435,16.528,4.441,4.441,7.441,4.441,13.582,15.137,7.651,0,4.179,4.179,0,6.368,36.111,10.636,33.725,18.298,31.328,0.0,12.29,0.0,4.37,0.278,3.208,3.208,5.208,3.208,5.345,0.0,7.642,0.341,5.992,0,0,0,28.956,0.0,0,6.88,7.91,5.025,0.343,2.906,0,0,5.282,4.831,5.852,6.669,2.202,26.553
5.0,4.119,7.45,4.131,7.022,0.0,0.0,11.344,11.344,11.344,0,21.322,0.0,19.817,4.086,18.37,22.796,16.849,4.532,4.532,7.532,4.532,13.891,15.454,8.054,0,4.225,4.225,0,6.57,36.797,10.934,34.395,18.758,31.981,0.0,12.598,0.0,4.527,0.182,3.256,3.256,5.256,3.256,5.635,0.0,7.872,0.361,6.241,0,0,0,29.591,0.0,0,2.153,2.337,5.718,0.37,1.676,0,0,5.334,1.843,1.986,5.281,1.724,27.17
5.717,4.118,7.396,4.128,6.968,0.0,0.0,11.27,11.27,11.27,0,21.269,0.0,19.756,4.085,18.304,22.747,16.773,4.533,4.533,7.533,4.533,13.798,15.376,8.027,0,4.215,4.215,0,6.49,36.38,10.821,33.977,18.664,31.561,0.0,12.51,4.071,4.386,0.072,3.234,3.234,5.234,3.234,5.525,0.0,7.841,0.351,6.152,0,0,0,29.173,0.0,0,0.283,0.217,5.102,0.348,0.739,0,0,5.313,0.469,0.366,1.72,0.908,26.754
5.0,4.118,7.396,4.128,6.968,0.0,0.0,11.27,11.27,11.27,0,21.269,0.0,19.756,4.085,18.304,22.747,16.773,4.533,4.533,7.533,4.533,13.798,15.376,8.027,0,4.215,4.215,0,6.49,36.38,10.821,33.977,18.664,31.561,0.0,12.51,3.986,4.386,0.072,3.234,3.234,5.234,3.234,5.525,0.0,7.841,0.351,6.152,0,0,0,29.173,0.0,0,0.283,0.217,5.102,0.348,0.739,0,0,5.313,0.469,0.366,1.72,0.908,26.754
5.073,4.034,6.722,4.066,6.361,0.0,0.0,11.235,11.235,11.235,0,19.857,0.0,18.427,3.997,17.093,21.224,15.634,4.096,4.096,7.096,4.096,12.845,14.362,7.19,0,4.179,4.179,0,5.962,36.301,10.054,33.893,18.622,31.473,0.0,11.691,0.0,4.247,0.239,3.219,3.219,5.219,3.219,5.099,0.0,7.089,0.341,5.647,0,0,0,29.077,0.0,0,3.074,3.467,5.1,0.351,1.866,0,0,5.253,2.37,2.705,5.495,1.785,26.65
5.0,4.033,6.71,4.066,6.354,0.0,0.0,11.235,11.235,11.235,0,19.857,0.0,18.427,3.997,17.092,21.224,15.633,4.096,4.096,7.096,4.096,12.843,14.361,7.165,0,4.179,4.179,0,5.955,36.301,10.05,33.893,18.622,31.473,0.0,11.688,0.0,4.325,0.25,3.219,3.219,5.219,3.219,5.093,0.0,7.077,0.328,5.644,0,0,0,29.077,0.0,0,3.074,3.467,5.099,0.363,1.866,0,0,5.253,2.37,2.705,5.495,1.785,26.65
5.721,4.121,7.224,4.135,6.821,0.0,0.0,11.93,11.93,11.93,0,21.289,0.0,19.766,4.086,18.286,22.788,16.75,4.561,4.561,7.561,4.561,13.741,15.313,7.628,0,4.268,4.268,0,6.383,37.198,10.735,34.727,19.322,32.249,0.0,12.398,0.0,4.386,0.278,3.291,3.291,5.291,3.291,5.392,0.0,7.587,0.346,6.026,0,0,0,29.787,0.0,0,6.88,7.91,5.037,0.343,2.906,0,0,5.372,4.831,5.852,6.669,2.202,27.305
5.0,4.036,6.75,4.068,6.382,4.443,6.26,11.235,11.235,11.235,0,19.858,0.0,18.428,3.999,17.095,21.225,15.637,4.096,4.096,7.096,4.096,12.85,14.366,7.248,0,4.179,4.179,0,5.98,36.302,10.064,33.894,18.622,31.475,0.0,11.699,0.0,4.283,0.289,3.219,3.219,5.219,3.219,5.147,51.72,7.123,0.344,5.665,0,0,0,29.08,2.398,0,3.089,3.474,5.23,0.328,2.023,1,0,5.259,2.425,2.734,7.215,2.007,26.655
5.0,4.036,6.733,4.068,6.392,0.0,0.0,11.262,11.262,11.262,0,19.891,0.0,18.463,4.0,17.128,21.258,15.672,4.101,4.101,7.101,4.101,12.885,14.397,7.214,0,4.189,4.189,0,5.98,36.351,10.093,33.945,18.654,31.527,0.0,11.723,0.0,4.361,0.285,3.231,3.231,5.231,3.231,5.117,0.0,7.102,0.35,5.668,0,0,0,29.135,0.0,0,3.097,3.486,5.102,0.352,1.943,0,0,5.263,2.412,2.736,6.277,1.887,26.713
5.0,4.044,6.969,4.078,6.588,0.0,0.0,11.271,11.271,11.271,0,19.984,0.0,18.547,4.007,17.252,21.325,15.777,4.101,4.101,7.101,4.101,13.011,14.56,7.569,0,4.192,4.192,0,6.168,36.39,10.239,33.988,18.666,31.574,0.0,11.93,0.0,4.215,0.237,3.234,3.234,5.234,3.234,5.387,0.0,7.369,0.34,5.935,0,0,0,29.188,0.0,0,3.123,3.505,5.317,0.307,2.011,0,0,5.267,2.454,2.769,6.867,1.966,26.771
5.0,4.114,7.196,4.127,6.791,0.0,0.0,11.27,11.27,11.27,0,21.21,0.0,19.695,4.08,18.226,22.7,16.698,4.531,4.531,7.531,4.531,13.708,15.272,7.636,0,4.211,4.211,0,6.346,36.38,10.721,33.977,18.664,31.561,0.0,12.377,0.0,4.386,0.182,3.234,3.234,5.234,3.234,5.353,0.0,7.589,0.351,5.969,0,0,0,29.173,0.0,0,2.115,2.314,5.102,0.341,1.459,0,0,5.315,1.743,1.924,4.361,1.492,26.754
5.175,4.042,6.809,4.078,6.444,4.443,6.293,11.27,11.27,11.27,0,19.896,0.0,18.469,4.005,17.134,21.263,15.68,4.101,4.101,7.101,4.101,12.894,14.405,7.325,0,4.192,4.192,0,6.029,36.381,10.105,33.977,18.664,31.562,0.0,11.733,0.0,4.459,0.273,3.234,3.234,5.234,3.234,5.164,39.254,7.176,0.356,5.699,0,0,0,29.173,2.398,0,3.097,3.486,5.102,0.346,1.943,1,0,5.27,2.412,2.736,6.277,1.887,26.755
5.699,3.963,5.855,4.008,5.631,0.0,0.0,10.243,10.243,10.243,0,18.68,0.0,17.321,3.921,16.068,19.969,14.677,3.779,3.779,6.535,3.779,12.034,13.49,5.866,0,4.039,4.039,0,5.361,34.987,9.383,32.683,17.133,30.362,0.0,10.973,0.0,4.177,0.421,3.097,3.097,5.097,3.097,4.663,0.0,6.061,0.34,5.13,0,0,0,28.073,0.0,0,3.112,3.493,4.537,0.292,2.088,0,0,5.143,2.464,2.764,7.997,2.089,25.742
5.0,4.112,7.17,4.124,6.783,0.0,0.0,11.235,11.235,11.235,0,21.275,0.0,19.766,6.88,18.318,22.751,16.793,4.531,4.531,7.531,4.531,13.83,15.399,7.555,0,4.201,4.201,0,6.389,36.317,10.872,33.914,18.622,31.5,0.0,12.544,0.0,4.187,0.155,3.219,3.219,5.219,3.219,5.53,0.0,7.541,0.343,6.111,0,0,0,29.112,0.0,0,1.743,1.831,5.295,0.302,1.55,0,0,5.313,1.604,1.666,4.5,1.603,26.695
6.444,4.058,6.526,4.076,6.249,0.0,0.0,11.27,11.27,11.27,0,20.329,0.0,18.876,4.013,17.476,21.75,16.01,4.252,4.252,7.252,4.252,13.154,14.654,6.817,0,4.211,4.211,0,5.918,36.38,10.304,33.977,18.664,31.561,0.0,11.886,0.0,4.386,0.22,3.234,3.234,5.234,3.234,5.068,0.0,6.795,0.351,5.607,0,0,0,29.173,0.0,0,2.153,2.337,5.102,0.343,1.676,0,0,5.315,1.843,1.986,5.281,1.724,26.754
5.772,4.039,6.818,4.072,6.454,0.0,0.0,11.27,11.27,11.27,0,19.896,0.0,18.468,4.021,17.133,21.263,15.679,4.101,4.101,7.101,4.101,12.892,14.404,7.343,0,4.191,4.191,0,6.034,36.38,10.101,33.977,18.664,31.561,0.0,11.733,0.0,4.386,0.507,3.234,3.234,5.234,3.234,5.17,0.0,7.191,0.351,5.719,0,0,0,29.173,0.0,0,13.675,15.838,5.102,0.318,5.065,0,0,5.335,9.349,11.511,12.177,3.178,26.754
6.553,4.039,6.818,4.073,6.454,0.0,0.0,11.27,11.27,11.27,0,19.896,0.0,18.468,4.003,17.133,21.263,15.679,4.101,4.101,7.101,4.101,12.892,14.404,7.343,0,4.191,4.191,0,6.034,36.38,10.101,33.977,18.664,31.561,0.0,11.733,0.0,4.386,0.333,3.234,3.234,5.234,3.234,5.17,0.0,7.191,0.351,5.719,0,0,0,29.173,0.0,0,3.112,3.493,5.102,0.334,2.088,0,0,5.295,2.464,2.764,7.997,2.089,26.754
5.114,4.12,7.433,4.13,6.987,0.0,0.0,11.27,11.27,11.27,0,21.289,0.0,19.779,4.086,18.331,22.765,16.805,4.533,4.533,7.533,4.533,13.841,15.41,8.091,0,4.215,4.215,0,6.542,36.382,10.881,33.978,18.664,31.563,0.0,12.554,0.0,4.455,0.069,3.234,3.234,5.234,3.234,5.552,0.0,7.878,0.351,6.187,0,0,2,29.175,0.0,0,0.283,0.217,5.103,0.379,0.739,0,0,5.314,0.469,0.366,1.72,0.908,26.757
5.0,4.042,6.839,4.077,6.466,0.0,0.0,11.27,11.27,11.27,0,19.897,0.0,18.469,4.004,17.135,21.264,15.681,4.101,4.101,7.101,4.101,12.898,14.408,7.384,0,4.192,4.192,0,6.053,36.382,10.115,33.978,18.664,31.563,0.0,11.741,0.0,4.455,0.315,3.234,3.234,5.234,3.234,5.181,0.0,7.212,0.351,5.732,0,0,0,29.175,0.0,0,3.101,3.487,5.103,0.355,2.007,0,0,5.266,2.427,2.743,7.877,2.023,26.757
5.383,4.115,7.221,4.128,6.818,0.0,0.0,11.273,11.273,11.273,0,21.211,0.0,19.697,4.081,18.228,22.701,16.701,4.531,4.531,7.531,4.531,13.715,15.277,7.688,0,4.213,4.213,0,6.368,36.399,10.738,33.997,18.667,31.584,0.0,12.387,0.0,4.537,0.203,3.236,3.236,5.236,3.236,5.386,0.0,7.628,0.348,5.994,0,0,0,29.199,0.0,0,2.153,2.337,5.284,0.404,1.676,0,0,5.319,1.843,1.986,5.281,1.724,26.783
5.0,4.047,6.874,4.084,6.497,0.0,0.0,11.296,11.296,11.296,0,19.91,0.0,18.485,4.008,17.151,21.276,15.7,4.102,4.102,7.102,4.102,12.922,14.427,7.418,0,4.201,4.201,0,6.079,36.518,10.147,34.121,18.695,31.711,0.0,11.763,0.0,4.553,0.241,3.245,3.245,5.245,3.245,5.214,0.0,7.25,0.357,5.761,0,0,0,29.329,0.0,0,3.097,3.486,5.148,0.39,1.943,0,0,5.275,2.412,2.736,6.277,1.887,26.915
6.143,4.111,7.2,4.125,6.775,0.0,0.0,11.531,11.531,11.531,0,21.263,0.0,19.743,4.08,18.265,22.76,16.732,4.552,4.552,7.552,4.552,13.729,15.298,7.652,0,4.231,4.231,0,6.322,36.708,10.73,34.276,18.794,31.837,0.0,12.389,0.0,4.383,0.362,3.25,3.25,5.25,3.25,5.374,0.0,7.582,0.351,5.98,0,0,0,29.417,0.0,0,6.622,7.682,5.09,0.347,2.853,0,0,5.35,4.574,5.58,8.682,2.353,26.974
6.377,4.109,7.196,4.123,6.791,0.0,0.0,11.27,11.27,11.27,0,21.21,0.0,19.695,4.077,18.226,22.7,16.698,4.531,4.531,7.531,4.531,13.708,15.272,7.636,0,4.205,4.205,0,6.346,36.38,10.721,33.977,18.664,31.561,0.0,12.377,0.0,4.386,0.362,3.234,3.234,5.234,3.234,5.353,0.0,7.589,0.351,5.969,0,0,0,29.173,0.0,0,6.622,7.682,5.102,0.347,2.853,0,0,5.325,4.574,5.58,8.682,2.353,26.754
5.187,4.106,7.217,4.121,6.782,0.0,0.0,10.519,10.519,10.519,0,20.949,0.0,19.455,4.071,18.019,22.409,16.509,4.435,4.435,7.435,4.435,13.569,15.121,7.663,0,4.137,4.137,0,6.334,35.431,10.63,33.108,17.482,30.77,0.0,12.281,0.0,4.368,0.362,3.166,3.166,5.166,3.166,5.326,0.0,7.622,0.346,5.956,0,0,0,28.465,0.0,0,6.622,7.682,5.091,0.347,2.853,0,0,5.256,4.574,5.58,8.682,2.353,26.12
5.614,4.119,7.519,4.129,7.083,0.0,0.0,11.627,11.627,11.627,0,21.511,0.0,19.979,4.092,18.497,23.018,16.952,4.627,4.627,7.627,4.627,13.942,15.524,8.185,0,4.264,4.264,0,6.606,36.85,10.948,34.416,19.236,31.971,0.0,12.625,4.284,4.293,0.333,3.292,3.292,5.292,3.292,5.64,0.0,7.966,0.342,6.26,0,0,0,29.553,0.0,0,6.636,7.688,5.607,0.325,3.037,0,0,5.386,4.635,5.61,10.983,2.577,27.107
6.144,4.119,7.519,4.129,7.083,0.0,0.0,11.627,11.627,11.627,0,21.511,0.0,19.979,4.092,18.497,23.018,16.952,4.627,4.627,7.627,4.627,13.942,15.524,8.185,0,4.264,4.264,0,6.606,36.85,10.948,34.416,19.236,31.971,0.0,12.625,4.109,4.293,0.333,3.292,3.292,5.292,3.292,5.64,0.0,7.966,0.342,6.26,0,0,0,29.553,0.0,0,6.636,7.688,5.607,0.325,3.037,0,0,5.386,4.635,5.61,10.983,2.577,27.107
7.018,4.113,7.512,4.126,7.036,0.0,0.0,10.535,10.535,10.535,0,21.068,0.0,19.57,4.081,18.148,22.524,16.631,4.462,4.462,7.462,4.462,13.707,15.271,8.203,0,4.145,4.145,0,6.563,35.474,10.795,33.152,17.501,30.815,0.0,12.467,4.257,4.252,0.333,3.173,3.173,5.173,3.173,5.591,0.0,7.997,0.337,6.218,0,0,0,28.513,0.0,0,6.636,7.688,5.391,0.325,3.037,0,0,5.265,4.635,5.61,10.983,2.577,26.171
5.77,4.113,7.512,4.126,7.036,0.0,0.0,10.535,10.535,10.535,0,21.068,0.0,19.57,4.081,18.148,22.524,16.631,4.462,4.462,7.462,4.462,13.707,15.271,8.203,0,4.145,4.145,0,6.563,35.474,10.795,33.152,17.501,30.815,0.0,12.467,4.089,4.252,0.333,3.173,3.173,5.173,3.173,5.591,0.0,7.997,0.337,6.218,0,0,0,28.513,0.0,0,6.636,7.688,5.391,0.325,3.037,0,0,5.265,4.635,5.61,10.983,2.577,26.171
6.032,4.115,7.514,4.127,7.062,0.0,0.0,10.788,10.788,10.788,0,21.265,0.0,19.755,4.085,18.307,22.742,16.78,4.531,4.531,7.531,4.531,13.82,15.39,8.21,0,4.177,4.177,0,6.576,35.902,10.872,33.556,17.755,31.198,0.0,12.544,4.29,4.266,0.333,3.203,3.203,5.203,3.203,5.611,0.0,7.987,0.34,6.226,0,0,0,28.869,0.0,0,6.636,7.688,5.36,0.325,3.037,0,0,5.298,4.635,5.61,10.983,2.577,26.505
6.481,4.115,7.514,4.127,7.062,0.0,0.0,10.788,10.788,10.788,0,21.265,0.0,19.755,4.085,18.307,22.742,16.78,4.531,4.531,7.531,4.531,13.82,15.39,8.21,0,4.177,4.177,0,6.576,35.902,10.872,33.556,17.755,31.198,0.0,12.544,4.114,4.266,0.333,3.203,3.203,5.203,3.203,5.611,0.0,7.987,0.34,6.226,0,0,0,28.869,0.0,0,6.636,7.688,5.36,0.325,3.037,0,0,5.298,4.635,5.61,10.983,2.577,26.505
6.119,4.119,7.421,4.13,7.013,0.0,0.0,11.626,11.626,11.626,0,21.494,0.0,19.962,4.091,18.467,23.008,16.926,4.627,4.627,7.627,4.627,13.904,15.472,7.977,0,4.264,4.264,0,6.549,36.85,10.899,34.416,19.236,31.971,0.0,12.543,0.0,4.298,0.389,3.291,3.291,5.291,3.291,5.528,0.0,7.834,0.341,6.149,0,0,0,29.554,0.0,0,6.622,7.682,5.6,0.326,2.963,0,0,5.386,4.583,5.582,13.602,2.633,27.108
