pXC50,CMC.80,Infective.80,Neoplastic.80,DLS_07,Inflammat.80,Hypertens.80,Mv,cRo5,CATS2D_08_LL,H.,SpMax3_Bh.m.,ATSC5p,GATS1v,CATS2D_03_LL,Eta_L_A,Depressant.80,CATS2D_02_DD,SpMin2_Bh.s.,Eig08_AEA.ri.,ATS8m,Eig09_AEA.ri.,Eig01_AEA.dm.,SpMax_AEA.dm.,Eig14_AEA.bo.,SRW08,SpMin4_Bh.e.,RDCHI,Eta_FL_A,Eig09_EA.ri.,Chi1_EA.ri.,Chi1_EA.ed.,SpMaxA_AEA.ed.,X1v,Vindex,Yindex,SpMax3_Bh.i.,CATS2D_08_DL,Eta_betaS,SpMaxA_EA.ed.,S2K,Chi0_EA.ri.,Chi0_EA.dm.,Xt,SNar,SpMaxA_EA,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Eig09_AEA.dm.,X3v,MDDD,TIC2,Sp,AMR,Chi0_EA.ed.,Eig14_AEA.ri.,piPC07,Eig14_EA.ri.,SRW10,CID,ATS7p,SM03_AEA.ed.,TIC3,Psi_i_1,Eig11_EA.ed.,SM06_AEA.ri.,IVDM,Eig08_EA,SM02_AEA.dm.,ATSC2m,SpAD_AEA.dm.,CENT,SpMax8_Bh.i.,Eig12_AEA.ri.,Psi_i_0,X1,SpMaxA_EA.ri.,SpMaxA_AEA.dm.,Eig09_EA,SM03_AEA.dm.,Eig07_EA.ed.,SM02_AEA.ri.,Eig13_EA.ed.,SM08_AEA.ri.,Chi0_EA.bo.,piPC01,SCBO,ATS8v,VAR,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,NdssC,NRS,CMC.50,SpMin5_Bh.m.,ATS1p,ATSC8i,X1Mad,Eig08_EA.ri.,Eig07_EA,SM15_AEA.bo.,Psychotic.80,ATS1i,SpAD_AEA.ed.,ATS2v,ON0V,TIC1,X3,ATS5p,Eig14_EA.ed.,SM09_AEA.ri.,Eig11_AEA.dm.,ATSC1i,SpAD_AEA.ri.,Eig15_EA,SM09_AEA.dm.,S0K,X2,SpMin8_Bh.v.,SpDiam_AEA.dm.,SpMin8_Bh.p.,ATSC5m,nH,C.003,TIC4,ATSC8p,Eig10_EA,SM04_AEA.dm.,SpMin5_Bh.p.,SRW04,SpMaxA_AEA.ri.,SpAD_EA,SpAD_AEA.bo.,PHI,Chi1_EA.dm.
4.9,0,0,0,1.0,0,0,0.645,1,14,47.4,3.767,15.761,0.923,11,0.268,0,0,1.227,2.402,4.154,2.333,3.297,3.297,1.638,8.627,1.626,4.195,0.215,1.251,17.523,5.623,0.205,11.966,0.176,0.479,3.916,0,19.0,0.335,9.884,20.917,24.807,0.213,22.076,0.097,20.223,20.223,20.223,20.223,20.223,1.494,7.611,31.667,261.804,40.279,132.9,11.869,1.345,6.749,0.376,10.261,4.137,4.242,7.453,288.965,18.389,2.597,2.597,4.839,1.489,1.489,25.075,50.231,1734.0,3.083,1.984,21.975,14.508,0.092,0.1,1.372,1.372,5.297,5.297,1.646,1.646,18.131,3.761,42.0,4.086,136.0,16.27,16.27,16.27,16.27,16.27,0,3,0,1.69,3.762,1.544,13.166,1.358,1.777,1.777,0,4.235,50.922,4.078,10.802,193.358,10.989,4.212,0.993,0.993,1.228,0.793,49.694,0.004,0.004,141.207,13.203,1.308,5.297,1.239,45.36,27.0,0,290.965,14.062,1.311,1.311,1.633,5.525,0.126,49.291,49.974,7.22,34.632
6.475,0,0,0,1.0,0,0,0.615,1,20,50.0,3.732,11.736,1.006,8,0.276,0,0,1.23,2.414,3.942,2.285,3.353,3.353,1.29,8.519,1.633,4.108,0.213,1.265,16.183,5.549,0.221,10.621,0.181,0.498,3.903,0,18.0,0.367,9.189,19.758,20.808,0.217,21.266,0.105,19.275,19.275,19.275,19.275,19.275,1.468,5.946,29.071,251.296,37.228,114.516,11.609,1.031,6.505,0.08,10.148,4.076,4.114,7.322,284.457,17.287,2.136,2.136,4.76,1.444,1.444,24.646,46.5,1460.0,3.15,1.806,20.647,13.704,0.099,0.108,1.325,1.325,3.973,3.973,1.615,1.615,17.297,3.689,39.0,4.043,124.0,15.325,15.325,15.325,15.325,15.325,0,3,0,1.618,3.665,1.468,13.036,1.399,1.61,1.61,0,4.231,46.58,3.992,10.126,186.715,10.164,4.068,0.213,0.213,1.077,0.793,45.815,-0.184,-0.184,124.606,12.034,1.343,5.353,1.315,34.171,28.0,1,284.457,11.546,1.0,1.0,1.608,5.442,0.135,45.649,45.74,6.431,19.872
5.444,0,0,0,1.0,0,0,0.662,0,14,46.6,6.867,19.585,0.85,8,0.303,0,0,1.235,2.678,4.704,2.376,3.467,3.467,1.641,8.687,1.634,4.221,0.178,1.35,18.49,5.701,0.199,13.77,0.178,0.484,3.894,0,19.0,0.326,10.856,21.659,24.836,0.211,22.482,0.094,20.723,20.723,20.723,20.723,20.723,1.717,8.88,32.398,264.479,42.83,143.913,12.073,1.349,6.502,0.377,10.335,4.166,4.344,7.519,286.253,19.206,2.666,2.666,4.877,1.774,1.774,19.287,52.079,1853.0,3.052,1.984,22.931,14.919,0.09,0.102,1.407,1.407,5.302,5.302,2.157,2.157,18.684,3.761,42.0,4.173,144.0,16.754,16.754,16.754,16.754,16.754,0,3,0,1.695,3.816,1.564,12.479,1.353,1.879,1.879,0,4.245,52.814,4.131,10.995,196.24,11.352,4.299,0.995,0.995,1.394,0.755,51.536,0.088,0.088,141.58,13.743,1.308,5.467,1.239,80.343,27.0,0,288.253,17.309,1.312,1.312,1.645,5.565,0.122,51.065,51.239,8.403,34.136
6.432,1,0,0,1.0,0,0,0.604,1,16,52.5,3.766,16.329,1.047,12,0.275,0,0,1.235,2.371,3.878,2.266,3.342,3.342,1.629,8.564,1.637,4.167,0.211,1.247,16.65,5.562,0.211,11.491,0.175,0.475,3.93,0,18.0,0.346,9.484,20.236,24.822,0.215,21.671,0.1,19.723,19.723,19.723,19.723,19.723,1.46,7.325,31.122,278.001,40.535,126.085,11.682,1.339,6.451,0.374,10.187,4.107,4.23,7.382,303.51,18.152,2.275,2.275,4.8,1.393,1.393,29.027,47.823,1611.0,3.206,1.984,21.695,14.097,0.095,0.104,1.311,1.311,5.268,5.268,1.525,1.525,17.79,3.714,40.0,4.065,133.0,15.792,15.792,15.792,15.792,15.792,0,3,0,1.7,3.764,1.678,13.294,1.353,1.759,1.759,0,4.299,48.917,4.07,11.733,190.981,10.552,4.241,0.992,0.992,1.077,0.848,47.703,-0.112,-0.112,130.881,12.673,1.408,5.342,1.354,43.483,32.0,0,305.51,14.918,1.047,1.047,1.658,5.485,0.13,47.668,47.928,6.763,34.156
7.959,0,0,0,1.0,0,0,0.593,1,23,53.5,3.779,15.865,1.104,8,0.3,0,0,1.31,2.805,4.067,2.475,3.353,3.353,1.9,8.653,1.739,4.536,0.185,1.459,18.711,6.364,0.19,12.926,0.159,0.42,3.903,0,20.75,0.316,11.617,22.817,22.58,0.203,24.156,0.09,22.292,22.292,22.292,22.292,22.292,1.627,7.217,42.191,319.987,46.035,138.233,13.303,1.591,6.526,0.599,10.272,4.229,4.405,7.474,360.593,20.585,2.275,2.275,4.982,1.857,1.857,32.607,53.937,2378.0,3.245,1.984,24.635,15.991,0.086,0.093,1.5,1.5,5.581,5.581,2.187,2.187,20.313,3.807,44.0,4.23,189.0,17.775,17.775,17.775,17.775,17.775,0,3,0,1.84,3.863,1.929,15.296,1.694,2.06,2.06,0,4.452,54.418,4.179,13.41,220.139,11.558,4.355,1.615,1.615,1.14,0.989,53.263,0.613,0.613,152.465,14.388,1.45,5.353,1.403,46.405,38.0,2,368.858,16.069,1.379,1.379,1.825,5.595,0.116,53.08,53.257,8.594,21.425
5.66,0,0,0,1.0,0,0,0.62,1,20,48.4,3.776,13.903,1.016,8,0.266,0,0,1.239,2.803,4.048,2.468,3.63,3.63,1.898,8.642,1.647,4.426,0.218,1.451,18.229,6.138,0.195,11.644,0.164,0.437,3.903,1,20.75,0.325,10.693,22.106,22.602,0.206,23.463,0.093,21.585,21.585,21.585,21.585,21.585,1.627,6.553,38.426,293.244,40.898,126.046,12.844,1.557,6.532,0.583,10.267,4.199,4.213,7.462,326.405,19.228,2.275,2.275,4.936,1.846,1.846,26.613,53.015,2170.0,3.206,1.984,23.099,15.491,0.088,0.104,1.493,1.493,5.581,5.581,2.14,2.14,19.399,3.807,44.0,4.14,170.0,17.292,17.292,17.292,17.292,17.292,1,3,0,1.65,3.744,1.63,14.652,1.694,1.871,1.871,0,4.328,53.175,4.088,11.193,218.995,11.21,4.215,1.615,1.615,1.14,0.87,51.891,0.209,0.209,150.0,14.046,1.429,5.63,1.376,42.376,30.0,1,326.405,12.937,1.375,1.375,1.695,5.572,0.12,51.69,51.95,7.716,20.603
6.963,0,0,0,1.0,0,0,0.624,1,25,49.3,3.865,16.163,0.994,11,0.26,0,0,1.246,2.805,4.103,2.485,3.353,3.353,2.092,8.747,1.843,4.808,0.23,1.473,20.221,6.959,0.175,13.127,0.135,0.351,3.904,0,22.25,0.292,11.495,24.67,24.71,0.193,26.929,0.083,24.154,24.154,24.154,24.154,24.154,1.63,7.443,46.531,309.449,46.512,144.424,14.506,1.984,6.613,0.983,10.37,4.3,4.408,7.544,361.978,21.714,3.037,3.037,5.086,1.856,1.856,29.577,58.222,2692.0,3.236,2.0,25.848,17.153,0.079,0.086,1.506,1.506,5.848,5.848,2.275,2.275,21.424,3.932,50.0,4.255,200.0,19.292,19.292,19.292,19.292,19.292,0,4,0,1.84,3.894,1.914,16.461,1.694,2.08,2.08,0,4.43,58.441,4.22,12.493,222.587,12.797,4.375,2.145,2.145,1.469,0.951,57.636,0.9,0.9,163.525,15.156,1.429,5.353,1.387,44.333,34.0,1,370.733,15.652,1.423,1.423,1.833,5.673,0.107,57.421,57.699,7.952,25.6
7.244,0,0,0,0.5,0,0,0.615,0,28,50.7,3.853,18.008,1.022,15,0.272,0,0,1.298,2.806,4.203,2.555,3.353,3.353,2.224,8.768,1.866,5.039,0.218,1.552,21.214,7.393,0.167,14.127,0.126,0.322,3.915,0,23.25,0.277,12.842,26.093,26.219,0.188,28.315,0.079,25.568,25.568,25.568,25.568,25.568,1.643,7.977,55.081,334.658,50.035,153.779,15.441,2.0,6.59,1.0,10.382,4.352,4.477,7.565,398.142,23.048,3.179,3.179,5.168,1.857,1.857,32.769,60.767,3145.0,3.26,2.079,27.481,18.153,0.075,0.082,1.558,1.558,5.856,5.856,2.275,2.275,22.838,3.97,52.0,4.379,236.0,20.275,20.275,20.275,20.275,20.275,0,4,0,1.865,3.963,2.172,17.457,1.694,2.11,2.11,0,4.508,61.023,4.281,13.493,237.301,13.355,4.441,2.275,2.275,1.47,1.031,60.217,1.0,1.0,178.75,15.851,1.453,5.353,1.411,49.048,38.0,1,412.407,17.78,1.496,1.496,1.847,5.714,0.102,59.994,60.251,9.068,24.813
9.719,0,0,0,0.5,0,0,0.592,0,23,53.2,3.809,21.418,1.112,9,0.292,0,0,1.418,2.877,4.407,2.628,3.378,3.378,2.5,8.9,1.858,5.676,0.204,1.601,25.358,9.208,0.14,17.091,0.112,0.292,3.929,0,28.25,0.234,16.452,31.6,33.849,0.17,34.553,0.066,30.965,30.965,30.965,30.965,30.965,1.907,9.518,79.012,397.952,60.444,180.821,19.142,2.248,6.736,1.23,10.503,4.53,4.689,7.676,498.996,27.938,3.276,3.276,5.436,1.93,1.93,42.782,71.714,5638.0,3.495,2.474,33.171,21.815,0.063,0.069,1.671,1.671,6.301,6.301,3.043,3.043,28.313,4.111,60.0,4.607,322.0,24.302,24.302,24.302,24.302,24.302,0,5,0,1.993,4.139,2.801,21.189,1.82,2.182,2.182,0,4.74,71.576,4.459,16.3,277.519,15.655,4.65,2.784,2.784,1.609,1.332,71.322,1.0,1.0,224.215,18.447,1.665,5.378,1.654,58.845,50.0,1,538.131,21.935,1.533,1.533,1.972,5.872,0.086,71.274,71.384,11.643,36.664
9.442,0,0,0,0.5,0,0,0.589,0,24,53.6,3.809,22.272,1.121,11,0.297,0,0,1.418,2.878,4.449,2.629,3.378,3.378,2.5,8.909,1.867,5.783,0.199,1.602,25.86,9.436,0.137,17.591,0.109,0.283,3.929,0,28.75,0.229,17.168,32.307,35.681,0.168,35.246,0.065,31.672,31.672,31.672,31.672,31.672,1.907,9.741,84.136,407.053,62.205,185.422,19.628,2.252,6.73,1.234,10.51,4.551,4.701,7.686,511.256,28.605,3.281,3.281,5.468,1.93,1.93,44.22,72.898,6062.0,3.536,2.474,33.987,22.315,0.061,0.068,1.672,1.672,6.37,6.37,3.045,3.045,29.02,4.127,61.0,4.649,348.0,24.802,24.802,24.802,24.802,24.802,0,5,0,1.994,4.167,2.886,21.689,1.82,2.212,2.212,0,4.769,72.789,4.483,16.8,283.669,15.896,4.682,2.786,2.786,1.631,1.371,72.542,1.089,1.089,229.133,18.801,1.724,5.378,1.704,60.251,52.0,1,560.192,22.499,1.558,1.558,1.977,5.889,0.084,72.491,72.576,12.246,39.273
9.738,0,0,0,0.5,0,0,0.596,0,24,52.6,3.81,21.28,1.098,11,0.284,0,0,1.418,2.878,4.447,2.629,3.378,3.378,2.544,8.909,1.865,5.783,0.212,1.602,25.86,9.436,0.137,17.268,0.109,0.283,3.929,0,28.75,0.229,16.982,32.307,32.96,0.168,35.246,0.065,31.672,31.672,31.672,31.672,31.672,1.91,9.432,84.136,418.24,61.444,186.385,19.628,2.252,6.791,1.234,10.51,4.551,4.686,7.686,509.001,28.264,3.281,3.281,5.468,1.93,1.93,42.589,72.999,6062.0,3.52,2.474,33.768,22.315,0.061,0.068,1.672,1.672,6.37,6.37,3.045,3.045,28.838,4.143,62.0,4.642,348.0,24.802,24.802,24.802,24.802,24.802,0,5,0,1.994,4.155,2.853,21.689,1.82,2.212,2.212,0,4.749,72.789,4.469,16.467,292.393,15.896,4.646,2.786,2.786,1.639,1.339,72.542,1.089,1.089,231.133,18.801,1.688,5.378,1.675,57.446,50.0,1,548.136,22.15,1.558,1.558,1.976,5.889,0.084,72.491,72.895,12.019,36.673
8.788,0,0,0,0.5,0,0,0.583,0,17,54.1,3.772,18.826,1.155,4,0.302,0,0,1.418,2.628,4.306,2.497,3.378,3.378,2.33,8.771,1.835,5.154,0.193,1.473,22.348,8.061,0.159,15.143,0.137,0.366,3.928,0,25.25,0.266,14.879,28.04,32.96,0.183,29.989,0.076,27.405,27.405,27.405,27.405,27.405,1.639,8.346,60.97,374.659,53.921,160.617,16.986,2.0,6.675,1.0,10.382,4.405,4.515,7.556,447.314,24.529,3.047,3.047,5.254,1.671,1.671,39.142,62.834,3911.0,3.427,2.255,29.328,19.297,0.071,0.079,1.529,1.529,5.904,5.904,2.275,2.275,25.374,3.97,52.0,4.472,258.0,21.284,21.284,21.284,21.284,21.284,0,4,0,1.868,4.011,2.374,18.671,1.601,1.93,1.93,0,4.64,63.18,4.327,14.717,257.71,13.644,4.535,2.244,2.244,1.516,1.213,62.317,1.0,1.0,194.131,16.155,1.59,5.378,1.568,52.182,46.0,1,476.798,18.042,1.507,1.507,1.853,5.74,0.098,62.264,62.531,10.759,36.673
9.951,0,0,0,0.5,0,0,0.597,0,23,52.1,3.811,21.881,1.1,9,0.286,0,0,1.418,2.878,4.464,2.814,3.602,3.602,2.568,8.951,1.867,5.803,0.208,1.815,26.254,9.481,0.134,17.545,0.109,0.282,3.929,0,29.5,0.225,17.107,32.777,33.852,0.167,35.652,0.064,32.172,32.172,32.172,32.172,32.172,2.185,9.709,85.248,413.977,61.898,186.055,19.781,2.253,6.77,1.235,10.557,4.57,4.694,7.738,515.021,28.831,3.319,3.319,5.493,1.93,1.93,43.154,75.892,6318.0,3.534,2.474,34.323,22.725,0.06,0.071,1.798,1.798,6.379,6.379,3.046,3.046,29.428,4.159,63.0,4.651,342.0,25.263,25.263,25.263,25.263,25.263,1,5,0,1.994,4.162,2.873,22.032,1.824,2.212,2.212,0,4.759,75.007,4.486,16.717,293.544,16.432,4.671,2.789,2.789,1.639,1.356,74.435,1.168,1.168,238.084,19.319,1.712,5.602,1.7,60.486,50.0,1,554.156,22.323,1.669,1.669,1.977,5.916,0.082,74.396,74.712,12.179,37.656
9.406,0,0,0,0.5,0,0,0.574,0,21,55.7,3.801,21.658,1.177,7,0.334,0,0,1.47,2.877,4.38,2.628,3.378,3.378,2.424,8.891,1.84,5.568,0.162,1.6,24.868,9.002,0.143,17.551,0.115,0.302,3.93,0,27.75,0.239,16.295,30.885,32.043,0.172,33.86,0.068,30.258,30.258,30.258,30.258,30.258,1.905,10.199,73.806,388.803,60.967,177.199,18.694,2.244,6.692,1.227,10.499,4.508,4.701,7.667,502.443,28.332,3.274,3.274,5.402,1.93,1.93,46.086,70.347,5227.0,3.477,2.415,32.993,21.315,0.064,0.07,1.67,1.67,5.905,5.905,3.021,3.021,28.357,4.043,56.0,4.586,296.0,23.819,23.819,23.819,23.819,23.819,0,5,0,1.993,4.147,2.77,20.693,1.82,2.086,2.086,0,4.773,70.175,4.478,16.717,262.35,15.338,4.682,2.781,2.781,1.606,1.384,69.97,1.0,1.0,217.329,18.106,1.643,5.378,1.633,60.407,54.0,2,546.682,21.805,1.529,1.529,1.975,5.855,0.087,69.925,69.956,11.72,35.885
9.538,0,0,0,0.5,0,0,0.572,0,19,55.9,3.778,20.042,1.199,4,0.321,0,0,1.418,2.877,4.344,2.627,3.378,3.378,2.334,8.81,1.835,5.313,0.17,1.6,23.358,8.407,0.152,16.39,0.132,0.35,3.929,0,26.25,0.255,15.955,29.031,32.043,0.179,31.087,0.072,28.396,28.396,28.396,28.396,28.396,1.906,8.981,68.128,392.496,58.205,169.876,17.49,2.0,6.675,1.0,10.414,4.451,4.644,7.605,475.083,26.142,3.273,3.273,5.319,1.93,1.93,43.423,66.061,4603.0,3.468,2.343,31.141,20.153,0.068,0.075,1.67,1.67,5.904,5.904,2.784,2.784,26.495,3.989,53.0,4.537,277.0,22.302,22.302,22.302,22.302,22.302,0,4,0,1.981,4.086,2.621,19.527,1.82,2.063,2.063,0,4.726,66.098,4.401,16.717,261.746,14.099,4.615,2.275,2.275,1.605,1.318,65.514,1.0,1.0,203.66,17.337,1.634,5.378,1.622,57.236,52.0,2,517.122,20.495,1.526,1.526,1.899,5.79,0.093,65.486,65.574,11.823,35.885
10.284,0,0,0,0.5,0,0,0.606,0,21,52.1,3.836,23.3,1.03,10,0.3,0,0,1.418,2.917,4.635,2.877,3.378,3.378,2.5,8.934,1.858,5.734,0.193,1.602,26.286,9.244,0.137,18.269,0.11,0.286,3.929,0,28.75,0.229,17.144,32.273,35.61,0.169,34.959,0.065,31.413,31.413,31.413,31.413,31.413,2.204,10.307,82.667,412.689,63.103,193.229,19.229,2.249,6.744,1.23,10.54,4.55,4.723,7.719,510.647,28.566,3.319,3.319,5.461,2.04,2.04,44.596,73.596,6000.0,3.494,2.474,33.925,22.209,0.061,0.068,1.93,1.93,6.351,6.351,3.046,3.046,28.736,4.127,61.0,4.633,352.0,24.768,24.768,24.768,24.768,24.768,0,5,0,1.987,4.18,2.844,20.87,1.82,2.232,2.232,0,4.737,73.527,4.489,16.36,287.691,16.065,4.676,2.785,2.785,1.639,1.327,73.307,1.0,1.0,231.133,19.069,1.659,5.378,1.647,65.794,49.0,1,540.131,23.654,1.67,1.67,1.953,5.9,0.084,72.906,72.974,12.495,37.439
5.02,0,0,0,1.0,0,0,0.6,1,11,51.9,3.928,20.729,1.066,23,0.284,0,0,1.384,2.725,3.966,2.627,4.705,4.705,2.209,8.868,1.757,5.02,0.203,1.624,21.437,7.261,0.177,15.562,0.117,0.292,3.951,0,23.5,0.309,12.72,26.56,26.856,0.187,28.602,0.082,26.048,26.048,26.048,26.048,26.048,1.844,9.832,48.842,363.495,51.495,155.299,15.467,1.984,6.638,0.983,10.515,4.377,4.389,7.696,437.734,24.355,2.836,2.836,5.192,1.734,1.734,37.852,63.038,2812.0,3.39,2.246,28.263,18.514,0.076,0.112,1.63,1.63,6.361,6.361,2.542,2.542,23.775,3.98,52.5,4.205,200.0,20.702,20.702,20.702,20.702,20.702,0,3,0,1.776,4.01,2.107,17.23,1.716,2.166,2.166,0,4.561,62.788,4.341,13.867,255.169,13.852,4.551,2.275,2.275,1.515,1.142,61.594,0.974,0.974,191.421,16.584,1.554,6.705,1.533,62.303,41.0,2,451.244,17.169,1.618,1.618,1.813,5.759,0.104,61.61,61.382,9.139,27.306
5.0,0,0,0,1.0,0,0,0.663,1,18,41.9,3.927,14.613,0.864,12,0.251,0,0,1.27,2.586,4.029,2.579,4.705,4.705,2.244,8.883,1.62,4.799,0.233,1.561,20.39,6.728,0.186,14.127,0.126,0.319,3.964,0,22.25,0.325,10.635,24.717,12.954,0.193,26.929,0.086,24.316,24.316,24.316,24.316,24.316,1.748,9.183,44.562,292.431,43.512,139.041,14.217,2.0,6.933,1.0,10.542,4.32,4.098,7.724,335.65,22.014,3.316,3.316,5.103,1.618,1.618,23.913,63.046,2380.0,3.216,2.251,25.559,17.404,0.079,0.118,1.601,1.601,5.197,5.197,2.733,2.733,21.408,4.016,54.5,4.014,168.0,19.73,19.73,19.73,19.73,19.73,2,3,0,1.624,3.879,1.54,15.677,1.566,1.723,1.723,0,4.333,61.556,4.219,10.783,234.113,13.631,4.202,2.275,2.275,1.532,0.939,60.456,0.8,0.8,178.117,16.122,1.429,6.705,1.376,46.619,26.0,2,345.16,12.279,1.532,1.532,1.723,5.733,0.109,60.407,60.673,7.332,9.408
9.504,0,0,0,0.5,0,0,0.593,0,21,52.6,3.81,21.537,1.101,8,0.289,0,0,1.418,2.998,4.439,2.877,3.378,3.378,2.5,8.934,1.856,5.734,0.204,1.82,25.905,9.244,0.137,17.225,0.11,0.286,3.929,0,29.0,0.229,16.601,32.088,36.006,0.169,34.959,0.065,31.413,31.413,31.413,31.413,31.413,2.204,9.611,82.667,415.84,60.898,182.515,19.229,2.249,6.744,1.231,10.54,4.55,4.696,7.719,513.798,28.35,3.319,3.319,5.461,2.04,2.04,42.952,73.387,6000.0,3.496,2.474,33.646,22.209,0.061,0.068,1.93,1.93,6.351,6.351,3.046,3.046,28.736,4.127,61.0,4.62,352.0,24.768,24.768,24.768,24.768,24.768,0,5,0,1.992,4.143,2.823,21.511,1.944,2.232,2.232,0,4.753,73.527,4.472,16.417,292.941,16.065,4.658,2.785,2.785,1.639,1.345,72.994,1.0,1.0,229.133,19.069,1.664,5.378,1.656,59.87,50.0,1,548.136,21.996,1.67,1.67,1.973,5.9,0.084,72.906,72.974,11.828,37.827
4.658,0,0,0,1.0,0,0,0.608,1,3,50.7,3.928,18.33,1.04,23,0.273,0,0,1.38,2.699,3.832,2.626,4.705,4.705,2.18,8.903,1.754,4.898,0.214,1.623,20.457,6.85,0.186,14.562,0.118,0.294,3.963,0,22.5,0.325,11.413,25.129,26.856,0.192,27.216,0.086,24.634,24.634,24.634,24.634,24.634,1.811,9.158,42.759,335.354,47.972,145.638,14.569,1.812,6.63,0.815,10.567,4.322,4.244,7.677,401.593,23.022,2.818,2.818,5.112,1.714,1.714,34.277,59.878,2436.0,3.343,2.218,26.63,17.514,0.08,0.118,1.63,1.63,5.244,5.244,2.416,2.416,22.361,3.942,50.5,4.031,180.0,19.736,19.736,19.736,19.736,19.736,0,3,0,1.735,3.944,1.823,16.238,1.683,1.86,1.86,0,4.487,59.847,4.259,12.867,239.812,13.219,4.446,2.0,2.0,1.478,1.064,58.403,0.716,0.716,180.117,15.901,1.529,6.705,1.508,54.011,37.0,2,415.102,14.442,1.618,1.618,1.793,5.746,0.109,58.43,58.543,8.046,34.806
4.538,0,0,0,1.0,0,0,0.604,1,6,51.3,3.928,20.478,1.053,23,0.279,0,0,1.367,2.724,3.945,2.626,4.705,4.705,2.195,8.858,1.744,4.9,0.208,1.623,20.948,7.034,0.181,15.089,0.122,0.307,3.939,0,23.0,0.317,12.061,25.854,28.437,0.189,27.909,0.084,25.341,25.341,25.341,25.341,25.341,1.843,9.542,45.465,354.139,49.733,150.482,14.981,1.984,6.641,0.983,10.508,4.351,4.379,7.687,420.578,23.679,2.815,2.815,5.153,1.733,1.733,36.279,61.718,2598.0,3.365,2.162,27.446,18.014,0.078,0.115,1.629,1.629,6.267,6.267,2.495,2.495,23.068,3.961,51.5,4.17,188.0,20.202,20.202,20.202,20.202,20.202,0,3,0,1.754,3.978,2.053,16.733,1.715,2.122,2.122,0,4.525,61.583,4.31,13.367,250.412,13.611,4.532,2.275,2.275,1.423,1.103,60.337,0.749,0.749,184.75,16.231,1.518,6.705,1.493,60.319,39.0,1,430.088,16.276,1.618,1.618,1.802,5.74,0.107,60.365,60.203,8.586,37.306
6.009,0,0,0,1.0,0,0,0.606,1,20,52.3,3.766,17.876,1.044,14,0.274,0,0,1.235,2.46,4.012,2.351,3.35,3.35,1.859,8.617,1.637,4.293,0.214,1.338,17.609,6.002,0.199,12.167,0.175,0.477,3.941,0,19.0,0.326,10.649,21.858,26.975,0.208,23.057,0.094,21.353,21.353,21.353,21.353,21.353,1.494,7.63,33.436,306.434,43.296,135.331,12.865,1.491,6.531,0.524,10.248,4.171,4.358,7.432,335.944,19.227,2.579,2.579,4.899,1.489,1.489,30.274,50.457,1886.0,3.206,2.0,23.088,15.152,0.09,0.099,1.368,1.368,4.391,4.391,1.773,1.773,19.314,3.784,43.0,4.194,144.0,16.763,16.763,16.763,16.763,16.763,0,3,0,1.753,3.826,1.849,14.353,1.428,1.655,1.655,0,4.357,51.859,4.124,12.067,212.603,11.105,4.367,1.357,1.357,1.218,0.893,50.206,0.405,0.405,147.58,13.141,1.429,5.35,1.376,46.789,34.0,0,343.944,16.572,1.311,1.311,1.674,5.533,0.122,50.164,50.548,7.679,38.464
6.585,0,0,0,1.0,0,0,0.599,0,24,51.9,3.811,17.958,1.09,8,0.298,0,0,1.414,2.806,4.241,2.601,3.718,3.718,2.064,8.815,1.829,5.054,0.19,1.587,21.795,7.44,0.163,14.777,0.127,0.327,3.906,0,24.75,0.271,13.322,26.679,29.427,0.187,28.72,0.077,26.068,26.068,26.068,26.068,26.068,2.068,8.545,55.011,358.515,51.256,154.352,15.594,1.984,6.561,0.983,10.435,4.376,4.488,7.624,425.734,23.947,3.181,3.181,5.198,1.858,1.858,36.577,63.521,3234.0,3.263,2.291,28.297,18.564,0.073,0.089,1.614,1.614,5.856,5.856,2.275,2.275,23.959,3.951,51.0,4.417,234.0,20.736,20.736,20.736,20.736,20.736,1,4,0,1.853,3.972,2.283,17.699,1.694,2.111,2.111,0,4.569,63.235,4.31,14.193,250.561,13.89,4.462,2.275,2.275,1.58,1.132,62.206,1.0,1.0,185.421,16.369,1.453,5.718,1.412,52.716,41.0,1,431.244,18.494,1.499,1.499,1.848,5.746,0.1,61.977,62.215,9.637,28.596
