pXC50,MATS2i,SssNH,CATS2D_04_DL,JGI1,nCrs,C.002,P_VSA_i_4,P_VSA_e_3,JGI7,NssCH2,NssNH,C.028,MATS3v,Chi1_EA.ed.,Chi0_EA.ed.,SaaN,nArCN,nTB,NtN,StN,NtsC,StsC,BLI,GATS3v,GMTI,GATS5v,NNRS,nCIR,CATS2D_06_LL,Rbrid,SpMAD_AEA.dm.,Eta_FL_A,GATS3p,ALOGP,ALOGP2,ATS3i,Yindex,JGI6,AMR,IDMT,SpMax2_Bh.p.,Eig15_EA.bo.,CATS2D_05_LL,SpMax7_Bh.m.,ON1V,Eta_alpha,RBN,JGT,Eig14_EA,SM08_AEA.dm.,CATS2D_06_AA,DLS_02,MATS5v,SpMax8_Bh.m.,SpMin1_Bh.p.,C.026,D.Dtr10,Eig12_EA.ed.,SM07_AEA.ri.,IAC,TIC0,GATS2p,GATS2v,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.
5.544,0.081,0.0,0,0.17,1,2,40.003,40.003,0.012,6,0,1,0.066,7.16,15.347,8.744,0,0,0,0.0,0,0.0,0.941,0.916,27306.0,1.135,0.333,16,7,4,1.544,0.231,0.912,5.494,30.188,5.421,0.331,0.016,153.291,52392.5,3.847,1.092,9,3.23,4.862,18.333,9,0.407,1.118,1.118,1,0.5,-0.164,3.209,2.207,4,350.526,3.921,3.921,114.228,114.228,0.854,0.801,26.61,26.61,26.61
5.207,0.069,0.0,0,0.167,1,3,40.003,40.003,0.011,7,0,1,0.071,7.41,15.847,8.753,0,0,0,0.0,0,0.0,0.954,0.917,30123.0,1.102,0.333,16,9,4,1.539,0.225,0.915,6.074,36.898,5.471,0.312,0.016,157.935,58334.0,3.847,1.136,10,3.23,5.112,18.833,10,0.4,1.123,1.123,1,0.33,-0.136,3.215,2.207,4,369.678,3.935,3.935,117.65,117.65,0.878,0.826,27.317,27.317,27.317
5.656,0.095,0.0,0,0.136,1,2,36.879,36.879,0.011,6,0,2,0.002,7.43,15.719,8.578,0,0,0,0.0,0,0.0,0.881,0.959,27604.0,1.014,0.429,17,9,4,1.538,0.274,0.988,5.287,27.957,5.23,0.302,0.014,144.981,48551.9,3.887,1.202,10,3.211,4.019,17.933,7,0.344,1.089,1.089,1,0.67,-0.045,3.07,2.207,4,330.561,3.173,3.173,99.865,99.865,0.841,0.811,26.764,26.764,26.764
5.824,0.081,0.0,0,0.133,1,3,36.879,36.879,0.01,7,0,2,0.017,7.68,16.219,8.587,0,0,0,0.0,0,0.0,0.894,0.953,30429.0,0.973,0.429,17,12,4,1.533,0.267,0.984,5.867,34.426,5.29,0.285,0.014,149.625,54139.6,3.888,1.208,11,3.216,4.269,18.433,8,0.337,1.113,1.113,1,0.67,-0.009,3.083,2.207,4,349.181,3.347,3.347,103.486,103.486,0.866,0.836,27.471,27.471,27.471
5.391,0.068,0.0,0,0.146,1,5,36.879,36.879,0.011,9,0,2,0.065,7.037,14.992,8.521,0,0,0,0.0,0,0.0,0.938,0.926,22367.0,1.015,0.333,16,8,4,1.519,0.237,0.96,5.202,27.065,5.3,0.345,0.016,138.637,40993.6,3.847,0.997,10,3.21,4.47,16.933,9,0.359,0.877,0.877,1,0.67,-0.04,3.071,2.207,4,307.669,2.626,2.626,102.242,102.242,0.893,0.851,25.273,25.273,25.273
5.695,0.055,0.0,0,0.143,1,6,36.879,36.879,0.01,10,0,2,0.071,7.287,15.492,8.531,0,0,0,0.0,0,0.0,0.951,0.926,24748.0,0.979,0.333,16,11,4,1.512,0.231,0.96,5.782,33.436,5.357,0.326,0.015,143.281,45873.5,3.847,1.039,11,3.215,4.72,17.433,10,0.352,0.998,0.998,1,0.5,-0.009,3.084,2.207,4,325.222,2.683,2.683,105.703,105.703,0.917,0.875,25.98,25.98,25.98
4.223,0.117,3.381,2,0.14,0,1,57.83,57.83,0.011,7,1,0,-0.051,4.713,9.987,9.113,0,0,0,0.0,0,0.0,1.012,1.024,6243.0,0.916,1.0,3,2,0,1.436,0.241,1.042,3.496,12.219,5.022,0.54,0.01,97.539,10748.6,3.713,-1.0,2,2.847,3.135,11.0,6,0.302,-0.668,-0.668,0,1.0,0.039,2.687,2.065,0,0.0,-0.218,-0.218,65.314,65.314,0.992,1.003,16.077,16.077,16.077
4.0,0.132,3.348,2,0.14,0,0,57.83,57.83,0.011,7,1,0,-0.061,4.713,9.987,9.014,0,0,0,0.0,0,0.0,0.965,1.036,6243.0,0.846,1.0,3,2,0,1.442,0.255,1.028,2.084,4.342,4.972,0.54,0.01,94.559,10748.6,3.709,-1.0,2,2.793,2.735,10.833,6,0.302,-0.668,-0.668,0,1.0,0.097,2.687,2.063,0,0.0,-0.218,-0.218,68.945,68.945,0.981,1.004,16.077,16.077,16.077
4.0,0.177,3.372,2,0.135,0,0,57.83,57.83,0.012,7,1,0,-0.099,5.007,10.512,9.096,0,0,0,0.0,0,0.0,0.972,1.083,7100.0,0.769,1.0,3,2,0,1.443,0.254,1.078,2.492,6.211,4.992,0.518,0.01,99.31,12527.2,3.71,-0.978,2,2.866,2.885,11.333,7,0.292,-0.428,-0.428,1,1.0,0.162,2.687,2.063,0,0.0,0.544,0.544,72.356,72.356,0.889,0.937,16.784,16.784,16.784
4.971,0.157,3.387,2,0.161,0,0,57.83,57.83,0.015,6,1,0,-0.148,5.689,11.781,9.179,0,0,0,0.0,0,0.0,0.964,1.103,11799.0,0.849,1.0,4,2,0,1.475,0.27,1.108,4.871,23.727,5.07,0.405,0.011,117.684,20608.8,3.847,-0.294,2,2.903,3.101,13.714,6,0.328,0.249,0.249,0,1.0,0.106,2.866,2.072,1,0.0,2.136,2.136,76.667,76.667,0.884,0.934,19.378,19.378,19.378
4.845,0.173,3.394,2,0.161,0,0,57.83,103.785,0.015,6,1,0,-0.146,5.689,11.781,9.198,0,0,0,0.0,0,0.0,1.005,1.094,11799.0,0.824,1.0,4,2,0,1.474,0.261,1.065,4.955,24.552,5.068,0.405,0.011,120.502,20608.8,3.851,-0.294,2,2.976,3.101,14.333,6,0.328,0.249,0.249,0,0.83,0.109,2.866,2.071,1,0.0,2.136,2.136,76.667,76.667,0.804,0.91,19.378,19.378,19.378
5.137,0.069,3.368,2,0.161,0,0,72.791,57.83,0.015,6,1,0,-0.148,5.689,11.781,9.125,0,0,0,0.0,0,0.0,0.928,1.113,11799.0,0.88,1.0,4,2,0,1.474,0.275,1.126,4.412,19.467,5.081,0.405,0.011,113.096,20608.8,3.842,-0.294,2,2.866,3.101,13.286,6,0.328,0.249,0.249,0,1.0,0.094,2.765,2.074,1,0.0,2.136,2.136,76.667,76.667,0.97,0.975,19.378,19.378,19.378
4.0,0.291,3.329,2,0.206,0,0,102.711,57.83,0.017,6,1,0,-0.149,5.957,12.412,9.041,0,0,0,0.0,0,0.0,0.901,1.142,15462.0,0.887,1.0,4,2,0,1.478,0.264,1.166,5.149,26.511,5.123,0.381,0.011,118.853,28775.9,3.85,0.182,2,2.946,3.235,14.357,6,0.405,0.601,0.601,0,0.83,0.102,2.866,2.076,0,0.0,2.275,2.275,87.529,87.529,0.922,0.956,20.85,20.85,20.85
5.086,0.057,6.889,3,0.145,3,2,72.717,72.717,0.008,6,2,0,-0.133,5.907,12.151,9.021,0,0,0,0.0,0,0.0,0.966,1.101,12183.0,0.85,1.0,4,8,0,1.445,0.262,1.117,4.007,16.053,5.168,0.387,0.013,118.046,21067.3,3.844,-0.176,6,2.866,3.35,13.5,7,0.279,0.288,0.288,2,1.0,0.105,2.814,2.072,0,0.0,2.136,2.136,73.941,73.941,1.071,1.069,19.585,19.585,19.585
4.0,0.085,3.311,2,0.152,0,0,54.706,54.706,0.013,5,1,0,-0.132,4.279,8.884,8.86,0,0,0,0.0,0,0.0,1.11,1.083,4825.0,0.84,1.0,3,2,0,1.554,0.259,1.154,1.986,3.946,4.78,0.581,0.009,88.837,7827.19,3.817,-1.201,2,2.687,2.279,10.267,4,0.324,-0.883,-0.883,2,1.0,0.102,2.633,2.042,0,0.0,-1.003,-1.003,64.469,64.469,1.207,1.062,14.499,14.499,14.499
4.0,0.073,3.261,2,0.208,0,0,54.706,54.706,0.016,5,1,0,-0.133,4.239,8.839,8.714,0,0,0,0.0,0,0.0,1.126,1.082,5398.0,0.854,1.0,3,2,0,1.548,0.265,1.129,2.082,4.336,4.847,0.574,0.011,88.314,9045.01,3.855,-1.193,2,2.687,2.307,10.6,4,0.415,-0.882,-0.882,4,1.0,0.107,2.634,2.069,0,0.0,-1.0,-1.0,69.215,69.215,1.212,1.053,14.792,14.792,14.792
4.0,0.124,6.68,2,0.114,0,0,72.717,72.717,0.01,5,2,0,-0.054,4.242,8.798,8.953,0,0,0,0.0,0,0.0,0.952,1.015,4256.0,0.877,1.0,3,2,0,1.452,0.27,1.038,2.087,4.356,4.799,0.596,0.005,82.972,6657.7,3.696,-1.265,2,2.687,2.335,9.5,4,0.248,-1.0,-1.0,0,1.0,0.07,2.629,2.054,0,0.0,-1.275,-1.275,55.207,55.207,1.009,1.02,14.052,14.052,14.052
4.0,0.111,3.357,2,0.154,0,1,57.83,57.83,0.007,6,1,0,-0.042,4.766,10.005,8.968,0,0,0,0.0,0,0.0,0.962,0.999,7144.0,0.929,1.0,3,2,0,1.478,0.257,0.979,2.204,4.857,4.98,0.513,0.015,97.293,12511.9,3.716,-1.0,1,2.801,2.876,11.333,5,0.341,-0.624,-0.624,0,1.0,0.018,2.71,2.06,0,0.0,0.0,0.0,70.355,70.355,0.992,0.983,16.413,16.413,16.413
5.658,0.153,3.464,3,0.143,2,2,54.706,54.706,0.009,5,1,0,-0.054,4.963,10.422,9.188,0,0,0,0.0,0,0.0,0.973,1.034,7970.0,0.885,0.75,5,5,1,1.482,0.247,1.068,4.743,22.498,5.054,0.484,0.011,105.357,13163.7,3.764,-0.899,4,2.866,3.154,12.1,4,0.33,-0.286,-0.286,0,0.83,0.059,2.793,2.138,0,107.718,1.231,1.231,64.843,64.843,0.983,0.983,17.361,17.361,17.361
5.121,0.31,0.0,0,0.214,0,0,10.047,10.047,0.016,2,0,0,-0.264,4.88,10.248,0.0,0,0,0,0.0,0,0.0,0.977,1.293,8642.0,1.05,1.0,3,8,0,1.472,0.274,1.317,3.225,10.399,4.971,0.503,0.015,111.22,16049.0,3.805,-0.808,8,2.859,3.067,12.6,6,0.433,-0.534,-0.534,0,1.0,-0.048,2.687,2.123,2,0.0,0.202,0.202,70.05,70.05,0.689,0.752,17.309,17.309,17.309
6.721,0.06,0.0,0,0.152,2,2,10.047,10.047,0.01,8,0,0,-0.157,8.007,16.674,0.0,0,0,0,0.0,0,0.0,0.956,1.124,35996.0,0.974,0.714,9,16,2,1.497,0.271,1.129,6.541,42.787,5.475,0.243,0.012,167.064,63969.8,3.921,1.615,16,3.319,4.792,19.6,6,0.33,1.292,1.292,0,0.5,0.027,3.076,2.139,2,422.359,3.997,3.997,94.608,94.608,0.918,0.931,28.065,28.065,28.065
6.051,0.197,0.0,0,0.185,2,2,10.047,10.047,0.015,8,0,0,-0.136,8.912,19.382,0.0,0,0,0,0.0,0,0.0,0.931,1.126,56388.0,1.014,0.714,9,12,2,1.511,0.267,1.146,6.476,41.933,5.565,0.226,0.017,192.916,113491.0,3.92,1.658,16,3.404,5.417,22.933,10,0.399,1.399,1.399,2,0.5,-0.022,3.125,2.139,6,523.602,5.134,5.134,131.076,131.076,0.764,0.78,33.441,33.441,33.441
6.485,0.06,0.0,0,0.152,2,2,10.047,10.047,0.012,8,0,0,-0.157,7.985,16.636,0.0,0,0,0,0.0,0,0.0,0.956,1.124,37596.0,0.925,0.714,9,16,2,1.499,0.271,1.129,6.541,42.787,5.475,0.227,0.014,167.064,66550.2,3.921,1.5,16,3.316,4.792,19.6,6,0.335,1.293,1.293,0,0.5,0.079,3.095,2.138,2,445.574,4.01,4.01,94.608,94.608,0.918,0.931,28.065,28.065,28.065
5.863,0.197,0.0,0,0.185,2,2,10.047,10.047,0.016,8,0,0,-0.136,8.889,19.345,0.0,0,0,0,0.0,0,0.0,0.931,1.126,58692.0,0.974,0.714,9,12,2,1.513,0.267,1.146,6.476,41.933,5.565,0.213,0.019,192.916,117673.0,3.921,1.5,16,3.402,5.417,22.933,10,0.403,1.404,1.404,2,0.5,0.018,3.144,2.138,6,551.505,5.149,5.149,131.076,131.076,0.764,0.78,33.441,33.441,33.441
5.963,-0.011,0.0,0,0.14,10,10,3.798,3.798,0.01,12,0,0,-0.061,7.775,16.164,0.0,0,0,0,0.0,0,0.0,1.058,1.063,29199.0,0.955,1.0,6,18,0,1.481,0.204,1.071,8.801,77.461,5.624,0.285,0.017,159.882,53403.6,3.896,1.242,22,3.127,5.618,18.8,7,0.3,1.0,1.0,0,0.5,0.031,3.072,2.134,0,0.0,2.693,2.693,91.16,91.16,1.063,1.07,26.67,26.67,26.67
6.099,0.025,0.0,0,0.14,0,0,3.798,3.798,0.01,2,0,0,-0.137,7.775,16.164,0.0,0,0,0,0.0,0,0.0,0.926,1.09,29199.0,1.007,1.0,6,18,0,1.484,0.305,1.094,7.456,55.586,5.256,0.285,0.017,157.771,53403.6,3.929,1.5,22,3.1,4.132,18.8,7,0.3,1.0,1.0,0,0.5,-0.019,3.034,2.129,0,0.0,2.693,2.693,78.623,78.623,0.943,0.958,26.67,26.67,26.67
5.932,0.196,0.0,0,0.18,2,2,10.047,10.047,0.013,8,0,0,-0.128,10.095,21.865,0.0,0,0,0,0.0,0,0.0,0.926,1.108,79153.0,1.002,0.75,10,16,2,1.515,0.272,1.122,7.994,63.904,5.669,0.201,0.018,218.053,163060.0,3.928,1.784,24,3.42,6.035,25.933,11,0.388,1.502,1.502,2,0.5,-0.008,3.406,2.137,6,593.401,5.158,5.158,142.425,142.425,0.774,0.791,37.665,37.665,37.665
6.498,0.062,0.0,0,0.151,2,2,10.047,10.047,0.012,8,0,0,-0.144,9.136,19.075,0.0,0,0,0,0.0,0,0.0,0.947,1.106,57449.0,0.94,0.75,10,20,2,1.503,0.277,1.109,8.06,64.957,5.588,0.192,0.014,192.2,105545.0,3.927,1.632,24,3.346,5.41,22.6,7,0.336,1.419,1.419,0,0.5,0.069,3.32,2.135,2,542.794,4.162,4.162,105.304,105.304,0.915,0.927,32.289,32.289,32.289
5.815,0.196,0.0,0,0.18,2,2,10.047,10.047,0.016,8,0,0,-0.128,10.041,21.783,0.0,0,0,0,0.0,0,0.0,0.926,1.108,85105.0,0.98,0.75,10,16,2,1.515,0.272,1.122,7.994,63.904,5.669,0.181,0.018,218.053,174243.0,3.928,1.688,24,3.422,6.035,25.933,11,0.396,1.502,1.502,2,0.5,0.015,3.403,2.136,6,650.671,5.158,5.158,142.425,142.425,0.774,0.791,37.665,37.665,37.665
6.26,0.081,0.0,0,0.216,0,0,10.047,10.047,0.014,2,0,0,-0.193,8.615,17.971,0.0,0,0,0,0.0,0,0.0,0.969,1.1,51591.0,0.952,1.0,6,24,0,1.511,0.279,1.084,10.588,112.114,5.386,0.233,0.02,193.484,105032.0,3.891,1.5,16,3.582,4.528,23.457,9,0.443,1.416,1.416,0,0.5,0.078,3.582,2.124,8,0.0,4.963,4.963,114.84,114.84,0.725,0.776,30.875,30.875,30.875
6.24,0.017,0.0,0,0.155,4,5,10.047,10.047,0.014,11,0,0,-0.121,7.479,15.541,0.0,0,0,0,0.0,0,0.0,1.008,1.105,30384.0,1.034,1.0,6,16,0,1.482,0.241,1.091,6.121,37.472,5.495,0.246,0.018,156.038,53947.1,3.87,0.967,18,3.18,4.972,18.1,8,0.318,1.0,1.0,0,0.5,-0.026,3.004,2.114,2,0.0,2.275,2.275,93.275,93.275,0.983,0.991,25.911,25.911,25.911
7.208,-0.001,0.0,0,0.148,6,7,10.047,10.047,0.014,13,0,0,-0.082,7.979,16.541,0.0,0,0,0,0.0,0,0.0,1.031,1.071,34880.0,0.957,1.0,6,16,0,1.476,0.228,1.065,7.034,49.474,5.603,0.239,0.019,165.24,63998.8,3.868,1.247,22,3.198,5.472,19.1,8,0.309,1.0,1.0,0,0.5,0.049,3.055,2.124,2,0.0,2.7,2.7,99.526,99.526,1.015,1.021,27.325,27.325,27.325
5.349,0.054,0.0,0,0.144,0,2,10.047,10.047,0.015,12,0,0,-0.097,8.185,16.99,0.0,0,0,0,0.0,0,0.0,0.985,1.081,38097.0,0.95,1.0,6,18,0,1.481,0.247,1.029,5.031,25.311,5.532,0.229,0.015,163.707,70686.4,3.879,1.249,18,3.26,5.056,19.267,9,0.305,1.0,1.0,0,0.67,0.068,3.056,2.119,2,0.0,2.701,2.701,109.903,109.903,0.933,0.955,28.032,28.032,28.032
6.535,-0.001,0.0,0,0.148,4,7,10.047,10.047,0.011,13,0,0,-0.1,7.913,16.476,0.0,0,0,0,0.0,0,0.0,1.031,1.089,36430.0,1.054,1.0,6,18,0,1.472,0.228,1.078,7.034,49.474,5.586,0.225,0.016,165.24,66268.5,3.892,1.285,18,3.339,5.472,19.1,10,0.307,1.0,1.0,0,0.33,-0.048,3.084,2.108,2,0.0,2.275,2.275,99.526,99.526,1.015,1.021,27.325,27.325,27.325
6.827,-0.017,0.0,0,0.141,6,9,10.047,10.047,0.011,15,0,0,-0.067,8.413,17.476,0.0,0,0,0,0.0,0,0.0,1.051,1.061,41494.0,0.982,1.0,6,18,0,1.467,0.217,1.056,7.946,63.142,5.686,0.22,0.017,174.442,77828.1,3.891,1.298,22,3.345,5.972,20.1,10,0.298,1.0,1.0,0,0.33,0.021,3.115,2.12,2,0.0,2.702,2.702,105.702,105.702,1.043,1.048,28.739,28.739,28.739
6.788,-0.031,0.0,0,0.135,8,11,10.047,10.047,0.012,17,0,0,-0.03,8.913,18.476,0.0,0,0,0,0.0,0,0.0,1.07,1.03,46806.0,0.897,1.0,6,18,0,1.446,0.207,1.03,8.859,78.475,5.783,0.217,0.015,183.644,90237.8,3.891,1.435,26,3.351,6.472,21.1,10,0.286,1.247,1.247,0,0.33,0.098,3.162,2.112,2,0.0,3.079,3.079,111.818,111.818,1.068,1.071,30.153,30.153,30.153
6.429,0.217,0.0,0,0.192,0,4,10.047,10.047,0.016,6,0,0,-0.192,6.948,14.542,0.0,0,0,0,0.0,0,0.0,1.011,1.22,26391.0,0.973,1.0,4,18,0,1.464,0.252,1.236,6.568,43.139,5.381,0.293,0.017,154.76,52249.3,3.894,1.439,19,3.288,4.622,17.6,11,0.389,1.0,1.0,0,0.67,0.022,3.056,2.109,2,0.0,2.275,2.275,93.965,93.965,0.837,0.878,24.308,24.308,24.308
6.173,-0.009,0.0,0,0.144,4,8,10.047,10.047,0.014,14,0,0,-0.091,8.16,16.976,0.0,0,0,0,0.0,0,0.0,1.041,1.083,39715.0,1.049,1.0,6,18,0,1.468,0.223,1.072,7.49,56.1,5.629,0.216,0.016,169.841,73083.3,3.898,1.5,19,3.407,5.722,19.6,11,0.301,1.0,1.0,0,0.33,-0.043,3.13,2.107,2,0.0,2.275,2.275,102.622,102.622,1.03,1.035,28.032,28.032,28.032
6.686,-0.123,7.441,2,0.153,12,14,39.82,39.82,0.012,16,2,0,-0.081,9.18,18.894,0.0,0,0,0,0.0,0,0.0,1.079,1.073,51845.0,0.903,1.0,6,22,0,1.453,0.195,1.075,9.578,91.73,5.824,0.204,0.017,188.317,100791.0,3.895,1.5,27,3.421,6.681,21.6,13,0.293,1.0,1.0,0,0.33,0.093,3.193,2.114,2,0.0,3.038,3.038,114.856,114.856,1.16,1.142,30.756,30.756,30.756
6.607,-0.003,0.0,0,0.144,6,6,10.047,10.047,0.015,12,0,0,-0.066,8.185,16.99,0.0,0,0,0,0.0,0,0.0,1.021,1.05,38097.0,0.944,1.0,6,18,0,1.472,0.235,1.043,7.045,49.638,5.604,0.229,0.015,170.957,70686.4,3.878,1.277,22,3.28,5.5,19.6,8,0.305,1.0,1.0,0,0.5,0.059,3.075,2.12,2,0.0,2.701,2.701,100.725,100.725,1.012,1.019,28.032,28.032,28.032
7.051,0.121,0.0,0,0.229,6,6,0.0,0.0,0.011,14,0,0,-0.176,5.645,11.892,0.0,0,0,0,0.0,0,0.0,1.104,1.19,14035.0,0.802,0.667,8,20,6,1.521,0.173,1.18,2.301,5.295,5.617,0.385,0.021,123.793,22251.4,3.879,0.064,22,2.866,4.924,14.8,5,0.422,1.0,1.0,0,0.67,0.18,2.866,2.195,0,0.0,2.372,2.372,77.92,77.92,0.973,1.004,20.809,20.809,20.809
5.939,0.119,0.0,0,0.243,6,4,0.0,0.0,0.011,12,0,0,-0.189,5.826,12.321,0.0,0,0,0,0.0,0,0.0,1.059,1.207,16189.0,0.856,0.667,8,16,6,1.521,0.179,1.198,0.502,0.252,5.645,0.379,0.021,126.362,27061.4,3.877,0.079,18,2.966,4.779,15.467,5,0.478,1.0,1.0,0,0.67,0.125,2.96,2.194,0,0.0,2.408,2.408,91.023,91.023,0.994,1.006,21.809,21.809,21.809
5.68,0.094,0.0,0,0.244,6,6,0.0,0.0,0.018,14,0,0,-0.203,6.235,13.148,0.0,0,0,0,0.0,0,0.0,1.078,1.228,22527.0,0.798,0.667,8,22,6,1.511,0.171,1.222,1.415,2.001,5.718,0.282,0.019,135.564,38205.4,3.9,0.912,20,3.016,5.217,16.467,7,0.474,1.0,1.0,0,0.5,0.165,2.963,2.189,0,0.0,2.372,2.372,97.158,97.158,1.028,1.038,23.17,23.17,23.17
5.272,0.102,0.0,0,0.244,6,4,0.0,0.0,0.018,12,0,0,-0.201,6.235,13.148,0.0,0,0,0,0.0,0,0.0,1.056,1.215,22527.0,0.786,0.667,8,22,6,1.509,0.185,1.206,0.97,0.941,5.679,0.282,0.019,136.681,38205.4,3.898,1.0,20,3.017,4.994,16.467,6,0.474,1.0,1.0,0,0.5,0.18,2.962,2.189,0,0.0,2.372,2.372,95.416,95.416,1.005,1.018,23.17,23.17,23.17
6.168,0.098,0.0,0,0.238,0,0,15.07,15.07,0.011,3,0,0,-0.224,10.58,21.953,0.0,0,0,0,0.0,0,0.0,0.981,1.123,77397.0,1.042,1.0,7,30,0,1.514,0.271,1.102,12.69,161.036,5.603,0.266,0.019,239.493,171586.0,3.881,2.481,12,3.747,5.531,29.186,12,0.465,1.879,1.879,0,0.33,-0.027,3.582,2.143,12,0.0,5.661,5.661,147.873,147.873,0.671,0.727,37.855,37.855,37.855
6.287,0.119,10.975,6,0.188,0,0,59.73,59.73,0.015,6,3,0,-0.163,8.032,16.667,0.0,0,0,0,0.0,0,0.0,0.949,1.151,26514.0,0.926,0.143,53,36,85,1.53,0.265,1.18,5.411,29.277,5.514,0.433,0.015,177.942,49523.3,3.914,1.5,24,3.323,4.979,20.4,0,0.393,1.0,1.0,0,0.5,0.065,3.117,2.16,3,0.0,5.831,5.831,105.77,105.77,0.842,0.844,28.806,28.806,28.806
6.124,0.103,0.0,0,0.167,4,4,10.047,10.047,0.015,10,0,0,-0.094,7.729,16.494,0.0,0,0,0,0.0,0,0.0,0.978,1.09,34939.0,0.974,0.833,7,10,1,1.496,0.247,1.099,5.767,33.263,5.51,0.255,0.019,164.209,65981.0,3.902,1.311,14,3.155,5.042,19.267,8,0.365,1.0,1.0,1,0.67,0.021,3.07,2.135,4,219.218,3.073,3.073,109.903,109.903,0.877,0.889,27.944,27.944,27.944
8.638,-0.135,3.837,5,0.08,8,15,51.582,51.582,0.006,17,1,4,0.118,8.239,17.146,9.985,0,0,0,0.0,0,0.0,1.128,0.869,33508.0,1.126,0.333,12,30,4,1.542,0.177,0.896,10.166,103.341,5.651,0.246,0.011,167.721,61093.8,4.025,1.402,29,3.378,6.013,19.533,12,0.252,1.247,1.247,0,0.33,-0.115,3.176,2.163,2,674.981,3.217,3.217,103.71,103.71,1.122,1.089,27.639,27.639,27.639
5.708,0.212,0.0,1,0.222,3,2,36.022,36.022,0.022,3,0,0,-0.065,2.962,6.463,0.0,0,0,0,0.0,0,0.0,0.988,1.072,2181.0,0.764,0.5,3,2,1,1.53,0.213,1.161,1.814,3.29,4.63,0.898,0.024,66.462,3704.19,3.446,-1.903,0,2.506,2.218,7.967,3,0.506,-1.57,-1.57,0,1.0,0.142,2.362,1.985,1,0.0,-2.827,-2.827,52.361,52.361,0.92,0.905,11.232,11.232,11.232
6.26,0.291,0.0,0,0.205,3,2,6.249,6.249,0.02,4,0,0,-0.115,3.718,8.254,0.0,0,1,0,0.0,1,2.678,0.99,1.124,3809.0,0.982,0.5,3,6,1,1.53,0.223,1.197,3.974,15.79,4.789,0.841,0.021,84.112,7331.14,3.482,-1.367,5,2.741,2.682,9.967,5,0.485,-0.886,-0.886,0,1.0,-0.015,2.678,1.994,1,0.0,-0.918,-0.918,61.735,61.735,0.795,0.82,14.016,14.016,14.016
5.703,0.176,3.315,1,0.19,3,2,21.135,21.135,0.02,4,1,0,-0.069,3.714,8.119,0.0,0,1,0,0.0,1,2.592,0.983,1.058,3442.0,0.846,0.5,3,6,1,1.501,0.225,1.133,3.438,11.818,4.739,0.819,0.021,78.817,6429.6,3.458,-1.471,5,2.694,2.524,9.467,5,0.452,-1.137,-1.137,0,1.0,0.105,2.557,1.989,1,0.0,-1.675,-1.675,58.439,58.439,0.906,0.91,13.516,13.516,13.516
4.907,0.145,3.324,1,0.182,3,3,21.135,21.135,0.018,5,1,0,-0.066,4.009,8.724,0.0,0,1,0,0.0,1,2.598,1.006,1.061,4009.0,0.982,0.5,3,6,1,1.506,0.214,1.144,3.961,15.693,4.835,0.782,0.02,83.341,7626.66,3.515,-1.444,5,2.737,2.774,9.967,6,0.437,-0.858,-0.858,0,1.0,-0.02,2.557,1.99,1,0.0,-0.907,-0.907,61.735,61.735,0.947,0.949,14.223,14.223,14.223
9.638,-0.07,3.757,4,0.111,8,10,54.706,54.706,0.008,14,1,4,0.103,7.982,16.84,9.946,0,0,0,0.0,0,0.0,1.074,0.875,31269.0,1.152,0.333,12,22,4,1.574,0.203,0.891,6.765,45.771,5.587,0.299,0.01,167.228,58634.7,4.025,1.482,22,3.361,5.554,19.767,10,0.317,1.247,1.247,0,0.33,-0.145,3.136,2.163,2,674.228,3.262,3.262,111.903,111.903,1.055,1.013,27.88,27.88,27.88
4.86,-0.059,11.104,6,0.102,4,7,138.511,138.511,0.009,13,3,4,0.087,9.92,20.582,4.974,0,0,0,0.0,0,0.0,0.99,0.898,55818.0,1.063,0.429,13,27,4,1.481,0.238,0.913,6.037,36.45,5.757,0.229,0.015,201.599,109977.0,4.036,1.65,32,3.5,6.267,23.3,14,0.295,1.369,1.369,0,0.33,-0.058,3.378,2.254,3,852.681,3.409,3.409,124.767,124.767,1.057,1.026,33.57,33.57,33.57
7.0,-0.144,7.642,10,0.087,8,11,69.593,69.593,0.007,13,2,4,0.097,7.239,15.146,9.947,0,0,0,0.0,0,0.0,1.025,0.878,22328.0,1.102,0.333,12,28,4,1.491,0.21,0.909,7.608,57.879,5.51,0.31,0.012,146.604,38885.7,4.018,1.067,24,3.153,5.075,17.1,8,0.268,1.247,1.247,0,0.67,-0.131,3.059,2.165,2,535.982,2.943,2.943,88.935,88.935,1.106,1.06,24.811,24.811,24.811
9.119,-0.09,7.577,8,0.1,4,6,72.717,72.717,0.008,11,2,4,0.072,8.158,17.308,9.84,0,0,0,0.0,0,0.0,0.987,0.897,31441.0,1.125,0.333,12,20,4,1.478,0.242,0.923,7.206,51.928,5.551,0.297,0.01,168.426,58990.0,4.033,1.485,22,3.353,5.208,19.5,12,0.286,1.247,1.247,0,0.5,-0.14,3.153,2.195,2,675.111,3.143,3.143,100.733,100.733,1.045,1.016,28.25,28.25,28.25
