pXC50,nR09,D.Dtr09,Eig02_EA.ri.,Eig02_EA,SM10_AEA.bo.,Eig02_AEA.ri.,nR05,N.072,Eig10_EA.ed.,SM05_AEA.ri.,Eig09_EA.bo.,Eig07_EA.bo.,CATS2D_07_DL,Eig02_EA.ed.,SM11_AEA.dm.,MAXDP,CATS2D_05_AN,CATS2D_07_AL,X5,Eig09_AEA.bo.,SpMax2_Bh.p.,ATS8p,Eig12_AEA.ed.,Eig11_EA,SM05_AEA.dm.,Eta_beta,Eig12_AEA.ri.,Eig11_AEA.bo.,Eig10_AEA.ed.,Eig02_AEA.bo.,MATS6m,Eig01_AEA.dm.,SpMax_AEA.dm.,SNar,Xt,ATSC8i,Eig07_EA,SM15_AEA.bo.,Eig07_AEA.bo.,Eig11_EA.ed.,SM06_AEA.ri.,Eig07_AEA.ri.,Eig11_AEA.ri.,Eig11_EA.ri.,Eig09_EA.ri.,Eig11_EA.bo.,SRW05,ATSC6i,Eig13_AEA.ri.,Eig11_AEA.ed.,Eig13_EA,Eig13_EA.bo.,Eig13_EA.ed.,Eig13_EA.ri.,SM07_AEA.dm.,SM08_AEA.ri.,Eig07_EA.ri.,SpMin4_Bh.e.,SpMin4_Bh.p.,CATS2D_02_DA,Rbrid,ATS6i,ATS7p,MATS6i,X3sol,SdssC,Eig09_AEA.ri.,Eig09_EA
8.638,0,0.0,2.609,2.671,2.671,3.647,0,2,0.0,0.0,0.884,1.5,0,8.66,8.66,5.174,0,6,4.77,1.954,3.829,3.053,2.0,-0.35,-0.35,29.0,0.496,0.945,2.76,4.044,-0.435,4.175,4.175,14.334,0.264,0.54,1.0,1.0,2.5,-0.81,-0.81,2.0,0.634,-0.345,0.73,-0.423,0.0,0.518,0.0,2.312,-1.0,-1.5,-3.0,-1.0,-1.0,-3.0,1.0,1.19,1.4,0,0,3.961,3.144,0.548,7.638,-0.634,1.72,0.775
6.131,0,0.0,1.587,1.732,1.732,2.649,0,2,-8.0,-8.0,-2.0,-1.732,0,5.196,5.196,3.865,0,0,1.013,-0.732,3.243,0.835,0.0,0.0,0.0,10.0,0.0,0.0,0.486,3.0,-0.219,4.13,4.13,5.781,0.416,0.026,-1.414,-1.414,0.0,0.0,0.0,-0.372,0.0,0.0,-1.587,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.47,0.459,0.83,0,0,2.991,1.614,-0.295,3.644,-0.343,-0.816,-1.732
4.0,0,0.0,2.845,3.009,3.009,3.954,1,2,2.275,2.275,1.5,2.258,0,10.345,10.345,5.624,1,5,5.734,2.5,3.861,3.299,3.149,0.922,0.922,37.0,0.904,2.2,3.414,4.296,-0.009,4.754,4.754,17.512,0.239,0.555,1.604,1.604,3.064,2.275,2.275,2.553,1.883,0.876,1.0,1.112,2.398,0.803,0.584,3.414,-0.26,-0.348,-0.608,-0.216,-0.26,-0.608,1.457,1.379,1.631,1,0,4.448,3.423,0.059,11.453,-3.09,2.0,1.0
4.495,0,0.0,2.696,2.676,2.676,3.686,0,1,0.24,0.24,1.22,1.5,0,8.219,8.219,5.159,0,5,4.026,2.348,3.831,3.444,1.852,-0.134,-0.134,27.25,0.297,1.137,2.707,3.989,0.07,3.82,3.82,14.504,0.263,0.639,1.0,1.0,2.5,-0.339,-0.339,2.0,0.845,-0.132,0.908,-0.16,0.0,0.802,0.268,2.469,-0.788,-1.165,-1.763,-0.822,-0.788,-1.763,1.0,1.199,1.442,1,0,4.522,3.635,-0.018,7.261,-0.459,1.932,0.931
4.0,0,0.0,2.855,3.044,3.044,3.986,1,2,2.275,2.275,1.5,2.248,0,10.409,10.409,5.737,0,2,6.185,2.5,3.837,3.503,3.013,0.647,0.647,37.5,1.187,1.845,3.414,4.353,0.02,4.754,4.754,18.205,0.234,0.727,1.612,1.612,3.055,1.189,1.189,2.529,1.542,0.573,1.0,0.754,2.398,1.027,0.889,3.202,-0.147,-0.193,-0.341,-0.117,-0.147,-0.341,1.461,1.369,1.641,0,0,4.748,3.606,-0.05,11.923,-1.827,2.0,1.054
4.921,0,0.0,2.524,2.524,2.524,3.524,0,1,2.136,2.136,1.496,1.5,2,6.966,6.966,5.169,0,6,4.497,2.5,3.853,3.675,2.605,0.397,0.397,29.25,0.927,1.542,3.247,3.897,0.063,3.823,3.823,17.277,0.241,0.934,1.321,1.321,2.513,0.878,0.878,2.311,1.394,0.391,1.0,0.433,0.0,1.147,0.852,2.882,-0.124,-0.144,-0.312,-0.121,-0.124,-0.312,1.304,1.582,1.752,1,0,4.941,3.838,-0.029,8.121,-0.24,2.0,1.0
5.387,0,0.0,2.822,3.016,3.016,3.957,1,2,2.136,2.136,1.5,2.057,0,10.366,10.366,5.861,0,5,6.052,2.5,3.833,3.373,2.976,0.655,0.655,36.75,1.184,1.879,3.247,4.29,-0.123,4.755,4.755,17.8,0.237,0.681,1.602,1.602,2.919,1.185,1.185,2.52,1.551,0.58,1.0,0.778,2.398,1.066,0.882,3.198,-0.195,-0.279,-0.485,-0.205,-0.195,-0.485,1.461,1.358,1.601,0,0,4.75,3.538,-0.143,11.215,-1.746,2.0,1.0
4.62,0,0.0,2.499,2.544,2.544,3.526,0,1,1.268,1.268,1.377,1.5,1,7.022,7.022,4.924,0,7,4.313,2.438,3.838,3.492,2.418,0.176,0.176,28.75,0.844,1.465,3.039,3.906,0.079,3.831,3.831,15.89,0.251,0.679,1.19,1.19,2.5,0.24,0.24,2.139,0.926,0.099,1.0,0.206,0.0,0.822,0.394,2.647,-0.585,-0.725,-1.311,-0.567,-0.585,-1.311,1.095,1.265,1.561,2,0,4.575,3.564,-0.049,7.629,-0.875,2.0,1.0
5.602,0,0.0,2.797,2.998,2.998,3.937,1,2,2.136,2.136,1.5,2.013,0,10.349,10.349,5.583,0,11,5.468,2.5,3.834,3.081,2.618,-0.197,-0.197,33.5,0.43,1.443,3.247,4.265,-0.163,4.755,4.755,16.008,0.25,0.429,1.411,1.411,2.896,-0.498,-0.498,2.388,0.883,-0.208,1.0,-0.284,2.398,0.748,0.417,3.089,-0.589,-0.767,-1.385,-0.59,-0.589,-1.385,1.326,1.355,1.594,0,0,4.365,3.308,-0.005,10.224,-1.708,2.0,1.0
4.585,0,0.0,2.997,3.123,3.123,4.083,1,2,2.302,2.302,1.5,2.261,0,11.059,11.059,5.66,2,5,6.073,2.532,3.863,3.267,3.147,0.913,0.913,37.0,0.904,2.185,3.466,4.432,-0.007,4.754,4.754,17.512,0.239,0.508,1.627,1.627,3.072,2.275,2.275,2.59,1.87,0.867,1.0,1.1,2.398,0.92,0.583,3.414,-0.26,-0.35,-0.611,-0.217,-0.26,-0.611,1.52,1.355,1.598,1,0,4.624,3.44,0.053,11.369,-3.427,2.005,1.0
5.721,0,0.0,2.82,2.998,2.998,3.941,1,2,2.275,2.275,1.5,2.026,0,10.34,10.34,5.623,0,8,5.515,2.5,3.834,3.188,3.083,0.892,0.892,36.25,0.887,2.166,3.414,4.269,-0.064,4.754,4.754,17.107,0.242,0.531,1.463,1.463,2.911,2.136,2.136,2.459,1.853,0.853,1.0,1.082,2.398,0.827,0.473,3.247,-0.507,-0.682,-1.215,-0.482,-0.507,-1.215,1.447,1.36,1.6,1,0,4.435,3.347,-0.148,10.754,-3.067,2.0,1.0
5.268,0,0.0,2.814,3.001,3.001,3.943,1,2,2.412,2.412,1.658,2.153,0,10.352,10.352,5.881,0,11,6.111,2.614,3.835,3.497,3.099,0.89,0.89,37.5,1.261,2.165,3.483,4.268,-0.177,4.755,4.755,18.493,0.233,0.796,1.585,1.585,2.998,2.136,2.136,2.575,1.851,0.852,1.116,1.081,2.398,1.073,0.883,3.247,-0.197,-0.284,-0.495,-0.208,-0.197,-0.495,1.557,1.384,1.65,0,0,4.74,3.642,-0.039,11.241,-2.32,2.119,1.126
4.0,0,0.0,2.883,3.074,3.074,4.019,1,2,2.275,2.275,1.5,2.208,0,10.94,10.94,5.595,0,9,5.674,2.5,3.849,3.198,2.695,0.054,0.054,34.25,0.59,1.574,3.414,4.344,0.058,4.742,4.742,16.414,0.247,0.381,1.542,1.542,3.048,0.125,0.125,2.509,1.045,0.046,1.0,0.072,2.398,0.76,0.429,3.121,-0.475,-0.635,-1.101,-0.37,-0.475,-1.101,1.418,1.321,1.568,0,0,4.414,3.372,-0.018,11.069,-1.572,2.0,1.0
6.638,0,0.0,2.799,3.008,3.008,3.945,1,2,2.136,2.136,1.5,2.014,0,10.355,10.355,5.652,0,8,5.611,2.5,3.835,3.176,2.703,0.101,0.101,34.25,0.798,1.448,3.247,4.28,-0.04,4.755,4.755,16.414,0.247,0.402,1.414,1.414,2.899,0.22,0.22,2.403,0.91,0.06,1.0,0.122,2.398,0.73,0.43,3.157,-0.589,-0.765,-1.385,-0.44,-0.589,-1.385,1.374,1.354,1.592,0,0,4.363,3.368,-0.03,11.539,-1.771,2.0,1.0
5.187,0,0.0,2.805,2.996,2.996,3.937,1,2,2.275,2.275,1.5,2.228,0,10.339,10.339,5.788,0,8,5.957,2.5,3.835,3.415,3.156,0.911,0.911,37.5,1.283,2.167,3.414,4.264,-0.312,4.754,4.754,18.493,0.233,0.694,1.624,1.624,3.058,2.136,2.136,2.617,1.867,0.867,1.0,1.088,2.398,0.983,0.918,3.247,-0.116,-0.152,-0.249,-0.115,-0.116,-0.249,1.6,1.38,1.643,0,0,4.616,3.569,-0.153,11.319,-2.221,2.0,1.0
6.194,0,0.0,2.842,3.007,3.007,3.953,1,2,2.4,2.4,1.563,2.031,0,10.358,10.358,5.801,0,8,5.936,2.562,3.834,3.327,3.089,0.889,0.889,37.0,1.113,2.165,3.469,4.278,-0.067,4.755,4.755,17.8,0.237,0.689,1.486,1.486,2.915,2.136,2.136,2.476,1.85,0.851,1.066,1.081,2.398,1.001,0.883,3.247,-0.197,-0.285,-0.499,-0.209,-0.197,-0.499,1.461,1.36,1.608,0,0,4.695,3.524,0.117,11.189,-2.57,2.073,1.089
6.222,0,0.0,2.795,2.995,2.995,3.934,1,2,2.136,2.136,1.5,2.013,0,10.339,10.339,5.586,0,5,5.3,2.5,3.835,3.166,2.631,-0.151,-0.151,33.25,0.56,1.444,3.247,4.263,0.024,4.754,4.754,16.008,0.25,0.427,1.411,1.411,2.898,-0.356,-0.356,2.396,0.891,-0.103,1.0,-0.2,2.398,0.751,0.43,3.115,-0.589,-0.769,-1.386,-0.59,-0.589,-1.386,1.332,1.355,1.593,0,0,4.359,3.327,-0.093,10.632,-1.647,2.0,1.0
5.824,0,0.0,2.799,3.001,3.001,3.94,1,2,2.275,2.275,1.5,2.242,0,10.342,10.342,5.591,0,6,5.53,2.5,3.849,3.189,2.671,-0.076,-0.076,34.25,0.641,1.454,3.414,4.276,-0.04,4.754,4.754,16.414,0.247,0.403,1.567,1.567,3.052,-0.18,-0.18,2.514,0.918,-0.06,1.0,-0.096,2.398,0.73,0.579,3.164,-0.325,-0.462,-0.759,-0.293,-0.325,-0.759,1.414,1.351,1.583,0,0,4.363,3.378,-0.03,11.043,-1.762,2.0,1.0
5.523,0,0.0,2.733,2.799,2.799,3.778,1,2,2.031,2.031,1.5,1.748,0,9.273,9.273,5.382,0,3,5.203,2.5,3.825,3.064,2.438,-0.154,-0.154,31.5,0.586,1.411,3.247,4.131,-0.05,4.116,4.116,15.72,0.252,0.381,1.234,1.234,2.74,-0.353,-0.353,2.234,0.862,-0.121,1.0,-0.201,2.398,0.682,0.43,2.685,-0.591,-0.781,-1.385,-0.593,-0.591,-1.385,1.204,1.31,1.583,0,0,4.319,3.197,-0.03,8.539,-1.838,2.0,1.0
4.658,0,0.0,2.808,3.03,3.03,3.963,1,2,2.275,2.275,1.5,2.245,0,10.384,10.384,5.632,0,5,5.7,2.5,3.864,3.254,2.735,0.123,0.123,35.0,0.787,1.467,3.414,4.332,-0.125,4.754,4.754,16.819,0.244,0.386,1.568,1.568,3.054,0.276,0.276,2.516,0.954,0.077,1.0,0.147,2.398,0.7,0.581,3.182,-0.28,-0.395,-0.667,-0.247,-0.28,-0.667,1.418,1.35,1.575,0,0,4.358,3.437,-0.056,12.247,-1.857,2.0,1.022
6.658,0,0.0,2.844,3.008,3.008,3.954,1,2,2.136,2.136,1.5,2.014,0,10.355,10.355,5.753,0,11,5.611,2.5,3.836,3.336,2.703,0.101,0.101,33.75,0.873,1.448,3.247,4.28,-0.33,4.755,4.755,16.414,0.247,0.656,1.414,1.414,2.899,0.22,0.22,2.414,1.095,0.099,1.0,0.122,2.398,0.943,0.43,3.157,-0.589,-0.765,-1.385,-0.59,-0.589,-1.385,1.414,1.364,1.601,0,0,4.593,3.465,0.024,10.624,-1.619,2.0,1.0
4.276,0,0.0,2.866,3.065,3.065,4.005,2,2,2.136,2.136,1.484,1.97,0,11.024,11.024,5.623,0,7,6.277,2.5,3.845,3.706,2.967,0.647,0.647,29.75,1.326,1.796,3.44,4.294,0.015,4.432,4.432,17.8,0.237,0.983,1.495,1.495,2.911,1.455,1.455,2.488,1.593,0.607,1.046,0.71,3.045,1.28,0.945,3.247,-0.091,-0.119,-0.198,-0.093,-0.091,-0.198,1.481,1.507,1.736,0,1,5.112,3.781,0.116,9.866,-0.999,2.057,1.085
6.699,0,0.0,2.83,2.841,2.841,3.833,0,2,2.975,2.975,1.779,2.093,5,8.838,8.838,6.669,0,11,6.949,2.782,3.858,4.755,3.414,1.251,1.251,41.5,2.0,2.563,3.651,4.204,0.013,4.057,4.057,24.731,0.201,2.868,1.745,1.745,3.097,2.713,2.713,2.728,2.257,1.252,1.429,1.5,0.0,2.511,2.0,3.56,1.0,1.358,2.136,1.0,1.0,2.136,1.715,1.712,1.886,2,0,5.717,4.703,-0.038,12.493,-1.104,2.437,1.441
6.243,0,0.0,2.661,2.771,2.771,3.719,0,2,2.136,2.136,1.5,2.041,5,8.496,8.496,5.827,0,7,5.51,2.5,3.703,4.1,3.247,1.0,1.0,32.75,1.801,2.352,3.303,4.014,-0.136,3.773,3.773,18.493,0.233,1.625,1.518,1.518,2.923,2.136,2.136,2.514,1.914,0.912,1.003,1.249,0.0,1.584,0.871,3.247,-0.123,-0.144,-0.316,-0.121,-0.123,-0.316,1.509,1.555,1.766,2,0,5.164,4.084,0.041,8.686,-1.033,2.01,1.023
6.0,1,120.579,2.997,3.364,3.364,4.247,1,0,2.868,2.868,1.756,2.623,0,12.24,12.24,5.919,0,4,6.694,2.757,4.085,3.766,3.222,0.758,0.758,38.75,1.059,2.187,3.786,4.836,-0.043,5.19,5.19,18.205,0.234,1.019,1.845,1.845,3.287,1.899,1.899,2.782,1.669,0.673,1.214,1.057,2.398,1.424,0.741,3.578,-0.148,-0.185,-0.355,-0.127,-0.148,-0.355,1.697,1.596,1.734,2,1,4.881,3.838,0.039,12.697,-0.346,2.24,1.228
8.194,0,0.0,3.44,3.456,3.456,4.452,0,2,2.742,2.742,1.665,2.324,4,13.354,13.354,6.443,0,16,7.236,2.67,3.843,4.777,3.485,1.233,1.233,40.5,2.076,2.563,3.857,4.508,-0.149,4.188,4.188,24.731,0.201,3.166,1.76,1.76,3.194,2.659,2.659,2.763,2.212,1.201,1.543,1.538,0.0,2.669,2.0,3.487,1.0,1.5,2.136,1.0,1.0,2.136,1.757,1.809,1.939,2,0,5.795,4.822,0.129,13.386,-1.989,2.565,1.581
6.721,0,0.0,3.493,3.513,3.513,4.508,0,2,5.242,5.242,2.421,3.17,4,13.759,13.759,7.035,0,18,10.968,3.305,3.905,4.935,4.182,1.516,1.516,65.0,2.414,3.115,5.148,4.598,-0.118,4.208,4.208,32.709,0.175,3.543,2.374,2.374,3.868,4.25,4.25,3.373,2.491,1.463,1.91,2.024,0.0,3.276,2.414,4.46,1.414,1.946,3.563,1.414,1.414,3.563,2.367,1.908,1.982,2,0,5.914,4.963,-0.071,18.346,-2.701,2.963,1.997
6.854,0,0.0,3.484,3.513,3.513,4.505,0,2,5.242,5.242,2.421,3.17,4,13.759,13.759,6.966,0,16,10.968,3.305,3.897,4.9,4.182,1.516,1.516,65.5,2.375,3.115,5.148,4.598,-0.167,4.208,4.208,32.709,0.175,3.296,2.374,2.374,3.868,4.25,4.25,3.37,2.487,1.46,1.851,2.024,0.0,2.779,2.373,4.46,1.414,1.946,3.563,1.362,1.414,3.563,2.361,1.9,1.97,2,0,5.79,4.896,0.039,19.063,-3.031,2.939,1.997
6.0,0,0.0,3.147,3.15,3.15,4.149,0,1,3.76,3.76,2.427,2.836,6,10.882,10.882,7.123,0,13,10.186,3.118,4.031,4.593,3.67,1.456,1.456,53.5,2.362,2.924,4.239,4.544,-0.002,3.937,3.937,27.739,0.19,2.156,2.062,2.062,3.466,3.185,3.185,3.056,2.459,1.459,1.618,2.101,0.0,2.197,2.268,4.003,1.268,1.882,2.855,1.268,1.268,2.855,2.05,1.681,1.777,2,2,5.456,4.59,-0.101,14.841,-1.206,2.618,1.618
7.597,2,514.851,3.209,3.266,3.266,4.248,2,3,6.152,6.152,2.593,3.014,5,12.336,12.336,7.935,0,27,14.151,3.513,3.951,5.164,4.633,1.849,1.849,57.25,2.646,2.981,5.174,4.413,0.07,3.983,3.983,40.046,0.158,4.441,2.438,2.438,3.736,5.202,5.202,3.421,2.832,1.805,2.1,2.082,3.045,4.256,2.597,4.845,1.596,1.925,3.863,1.587,1.596,3.863,2.331,1.824,1.921,3,3,6.116,5.117,0.053,20.633,-1.299,3.169,2.195
7.42,0,0.0,3.157,3.175,3.175,4.169,0,2,6.024,6.024,2.643,3.103,6,10.997,10.997,7.431,0,19,13.728,3.418,4.046,4.887,4.549,1.618,1.618,66.5,2.618,3.118,5.175,4.547,0.009,3.938,3.938,36.698,0.165,3.067,2.566,2.566,3.868,4.535,4.535,3.57,2.618,1.618,2.033,2.427,0.0,2.975,2.588,4.692,1.584,2.262,4.289,1.587,1.584,4.289,2.568,1.836,2.016,2,3,5.763,4.864,-0.053,19.97,-1.295,3.043,2.057
4.824,0,0.0,3.016,3.091,3.091,4.068,0,0,7.449,7.449,3.06,3.233,10,10.0,10.0,5.578,0,20,17.759,3.695,3.937,5.257,5.227,2.323,2.323,91.75,3.236,3.632,5.704,4.443,0.123,3.632,3.632,49.358,0.142,4.504,2.575,2.575,3.861,7.241,7.241,3.545,3.27,2.189,2.279,2.962,0.0,4.456,3.154,5.662,2.166,2.692,5.425,2.112,2.166,5.425,2.498,1.886,1.985,3,0,6.252,5.253,-0.119,25.398,-3.564,3.336,2.376
5.022,1,114.223,2.913,2.984,2.984,3.945,1,1,2.996,2.996,2.07,2.453,10,10.088,10.088,5.891,0,8,7.15,2.887,4.033,3.803,3.216,0.779,0.779,38.75,1.622,2.213,3.649,4.421,-0.04,3.917,3.917,20.285,0.222,0.898,1.725,1.725,3.201,1.899,1.899,2.697,1.708,0.708,1.394,1.086,2.398,1.1,1.15,3.584,0.203,0.25,0.591,0.185,0.203,0.591,1.618,1.487,1.585,3,2,4.726,3.853,-0.101,11.859,-0.761,2.396,1.397
5.538,0,0.0,2.86,2.952,2.952,3.924,0,2,2.275,2.275,1.673,2.314,4,9.526,9.526,6.122,0,9,6.771,2.677,3.883,3.918,3.165,0.686,0.686,37.0,1.469,1.951,3.467,4.277,0.105,4.74,4.74,19.592,0.226,1.123,1.871,1.871,3.126,1.413,1.413,2.799,1.59,0.598,1.282,0.793,0.0,1.365,1.342,3.414,0.4,0.436,0.852,0.372,0.4,0.852,1.685,1.574,1.795,1,0,5.103,4.028,0.067,12.51,-1.239,2.321,1.353
4.301,0,0.0,3.005,3.383,3.383,4.258,0,1,1.369,1.369,1.197,1.571,2,12.275,12.275,5.572,0,10,4.821,2.5,3.888,3.812,3.015,0.083,0.083,30.25,0.706,1.413,3.414,4.548,-0.011,5.055,5.055,16.583,0.246,1.612,1.368,1.368,3.14,0.156,0.156,2.328,1.051,0.079,0.731,0.109,3.932,2.034,0.324,3.248,-0.52,-0.579,-1.562,-0.383,-0.52,-1.562,1.285,1.379,1.626,1,0,5.086,3.987,0.086,8.446,-0.953,1.737,0.811
4.222,0,0.0,2.841,2.9,2.9,3.88,0,0,1.212,1.212,1.097,1.747,2,10.159,10.159,5.944,0,4,6.548,2.335,3.754,3.461,2.645,0.47,0.47,30.25,1.035,1.652,3.142,4.281,-0.125,3.828,3.828,16.819,0.244,0.804,1.453,1.453,2.715,0.759,0.759,2.445,1.355,0.411,0.882,0.533,0.0,1.048,0.712,3.004,-0.266,-0.317,-0.659,-0.258,-0.266,-0.659,1.438,1.354,1.559,0,2,4.821,3.628,-0.062,9.135,-0.61,1.888,0.876
4.602,0,0.0,2.835,2.886,2.886,3.869,0,0,0.14,0.14,0.934,1.711,3,10.047,10.047,5.579,0,2,5.956,2.158,3.746,2.874,2.356,-0.157,-0.157,28.5,0.602,1.12,2.994,4.27,-0.192,3.824,3.824,14.74,0.26,0.469,1.209,1.209,2.691,-0.405,-0.405,2.207,0.803,-0.15,0.664,-0.187,0.0,0.741,0.409,2.574,-0.629,-0.824,-1.422,-0.646,-0.629,-1.422,1.197,1.17,1.354,0,2,4.467,3.173,-0.049,8.289,-0.859,1.697,0.628
4.222,0,0.0,2.841,2.9,2.9,3.88,0,0,1.552,1.552,1.203,1.756,2,10.159,10.159,5.99,0,4,6.683,2.356,3.755,3.58,2.684,0.476,0.476,30.75,1.298,1.652,3.219,4.281,-0.098,3.828,3.828,17.512,0.239,0.873,1.482,1.482,2.744,0.773,0.773,2.471,1.359,0.415,1.094,0.537,0.0,1.134,0.812,3.096,-0.151,-0.172,-0.3,-0.143,-0.151,-0.3,1.461,1.439,1.627,0,2,4.911,3.711,-0.053,9.385,-0.605,2.094,1.092
4.26,0,0.0,2.808,2.862,2.862,3.845,0,0,-0.428,-0.428,0.105,1.711,3,9.943,9.943,5.375,0,0,5.503,1.377,3.729,2.204,2.249,-0.405,-0.405,27.5,0.406,1.069,2.727,4.256,-0.344,3.823,3.823,13.353,0.274,0.288,1.199,1.199,2.69,-0.991,-0.991,2.2,0.597,-0.395,0.081,-0.542,0.0,0.49,-0.154,2.357,-1.178,-1.503,-3.009,-1.204,-1.178,-3.009,1.19,1.099,1.31,0,2,4.038,2.701,-0.102,7.868,-0.889,1.058,0.085
4.222,0,0.0,2.84,2.899,2.899,3.879,0,0,0.762,0.762,0.996,1.747,1,10.159,10.159,5.793,0,4,6.338,2.318,3.749,3.013,2.574,0.06,0.06,30.25,0.706,1.483,3.102,4.281,-0.236,3.828,3.828,15.433,0.255,0.508,1.247,1.247,2.716,0.116,0.116,2.238,1.042,0.058,0.665,0.08,0.0,0.822,0.458,2.645,-0.589,-0.827,-1.265,-0.588,-0.589,-1.265,1.225,1.212,1.514,0,2,4.556,3.283,-0.078,8.616,-0.686,1.697,0.63
4.481,0,0.0,2.835,2.886,2.886,3.87,0,0,1.208,1.208,1.096,1.712,4,10.048,10.048,5.705,0,2,6.166,2.335,3.752,3.308,2.477,0.061,0.061,29.5,0.806,1.264,3.075,4.27,-0.086,3.824,3.824,16.126,0.249,0.711,1.453,1.453,2.692,0.121,0.121,2.445,1.039,0.059,0.882,0.07,0.0,0.894,0.608,2.958,-0.387,-0.503,-0.849,-0.375,-0.387,-0.849,1.438,1.352,1.541,0,2,4.658,3.493,-0.034,8.808,-0.844,1.888,0.876
4.222,0,0.0,2.853,2.922,2.922,3.899,0,0,0.972,0.972,1.014,1.788,0,10.376,10.376,6.031,0,5,6.769,2.323,3.751,3.248,2.627,0.397,0.397,31.0,0.855,1.647,3.133,4.296,-0.18,3.832,3.832,16.126,0.249,0.664,1.289,1.289,2.743,0.632,0.632,2.275,1.316,0.36,0.686,0.483,0.0,1.074,0.524,2.79,-0.439,-0.521,-1.043,-0.414,-0.439,-1.043,1.261,1.23,1.538,0,2,4.835,3.511,-0.065,8.836,-0.452,1.711,0.679
5.658,0,0.0,2.806,3.022,3.022,3.958,1,2,2.136,2.136,1.5,2.017,0,10.486,10.486,5.626,0,8,5.274,2.5,3.834,3.091,2.626,-0.153,-0.153,33.5,0.556,1.444,3.247,4.281,-0.051,4.778,4.778,16.008,0.25,0.433,1.414,1.414,2.863,-0.364,-0.364,2.353,0.891,-0.12,1.0,-0.202,2.398,0.734,0.43,3.085,-0.589,-0.769,-1.385,-0.59,-0.589,-1.385,1.269,1.355,1.595,0,0,4.363,3.283,-0.039,10.463,-1.736,2.0,1.0
5.155,0,0.0,2.727,2.782,2.782,3.764,1,2,1.806,1.806,1.5,1.546,0,9.267,9.267,5.341,0,6,4.986,2.5,3.819,2.956,2.411,-0.254,-0.254,30.75,0.43,1.405,3.247,4.103,-0.269,4.116,4.116,15.315,0.256,0.408,1.123,1.123,2.574,-0.604,-0.604,2.114,0.838,-0.27,1.0,-0.367,2.398,0.694,0.28,2.631,-0.755,-1.123,-1.614,-0.779,-0.755,-1.614,1.108,1.312,1.585,0,0,4.321,3.125,-0.01,7.839,-1.721,2.0,1.0
4.553,0,0.0,2.835,2.886,2.886,3.87,0,0,1.551,1.551,1.203,1.752,4,10.048,10.048,5.751,0,2,6.301,2.356,3.753,3.446,2.682,0.295,0.295,30.0,0.843,1.472,3.208,4.27,-0.057,3.824,3.824,16.819,0.244,0.777,1.482,1.482,2.743,0.564,0.564,2.471,1.304,0.296,1.093,0.338,0.0,0.981,0.755,2.994,-0.23,-0.272,-0.508,-0.224,-0.23,-0.508,1.46,1.438,1.621,0,2,4.763,3.587,-0.026,9.058,-0.839,2.094,1.091
4.62,0,0.0,2.835,2.886,2.886,3.87,0,0,0.676,0.676,1.032,1.711,3,10.048,10.048,5.649,0,2,6.099,2.303,3.75,3.108,2.358,-0.106,-0.106,29.0,0.725,1.126,3.014,4.27,-0.202,3.824,3.824,15.433,0.255,0.59,1.374,1.374,2.691,-0.247,-0.247,2.373,0.834,-0.099,0.742,-0.121,0.0,0.805,0.58,2.811,-0.425,-0.559,-1.03,-0.419,-0.425,-1.03,1.372,1.255,1.444,0,2,4.538,3.362,-0.124,8.558,-0.851,1.765,0.715
4.252,0,0.0,2.861,2.906,2.906,3.891,0,0,2.136,2.136,1.71,2.112,4,10.071,10.071,5.828,0,3,7.269,2.69,3.854,3.34,3.08,0.693,0.693,37.0,1.225,2.332,3.581,4.282,-0.184,3.825,3.825,18.611,0.232,0.657,1.517,1.517,2.939,1.786,1.786,2.506,1.752,0.726,1.19,1.049,0.0,0.839,0.813,3.247,-0.137,-0.161,-0.367,-0.129,-0.137,-0.367,1.496,1.276,1.428,0,2,4.557,3.547,-0.051,9.99,-0.905,2.2,1.199
9.759,2,527.173,3.209,3.267,3.267,4.248,2,3,6.4,6.4,2.765,3.185,5,12.336,12.336,8.032,0,33,15.208,3.61,3.952,5.227,4.844,1.972,1.972,64.25,2.83,3.159,5.247,4.413,0.09,3.983,3.983,42.531,0.153,4.561,2.462,2.462,3.788,6.149,6.149,3.462,2.935,1.893,2.226,2.342,3.045,4.436,2.603,5.174,1.6,2.058,4.269,1.6,1.6,4.269,2.455,1.903,1.993,3,3,6.11,5.154,0.055,21.816,-1.306,3.278,2.278
5.658,0,0.0,3.096,3.355,3.355,4.248,2,6,7.802,7.802,2.999,3.305,4,11.866,11.866,6.917,0,25,12.809,3.831,3.862,5.076,5.309,2.241,2.241,66.5,3.062,3.384,5.703,4.453,-0.096,4.802,4.802,42.191,0.154,5.171,2.777,2.777,3.938,6.695,6.695,3.753,3.194,2.107,2.541,2.437,3.045,5.351,2.968,5.572,2.024,2.244,5.947,1.866,2.024,5.947,2.697,1.77,1.96,4,0,6.232,5.171,-0.049,20.693,-9.841,3.569,2.594
