pXC50,Me,nH,AMW,nN,nDB,N.,nHet,nC,H.,C.,nCsp2,nCsp3,nHM,nS,Si,Sv,nAT,RBN,Sp,RBF,Mi,nBO,SCBO,nSK,Mv,X.,nAB,nBT,MW,Se
8.523,1.013,14,8.471,0,2,0.0,4,21,35.9,53.8,21,0,0,0,42.744,27.547,39,2,28.148,0.048,1.096,28,39.0,25,0.706,0.0,18,42,330.35,39.494
8.523,1.011,12,8.886,0,2,0.0,4,16,37.5,50.0,15,1,1,1,35.039,22.492,32,2,23.58,0.059,1.095,22,30.0,20,0.703,0.0,12,34,284.35,32.36
8.602,1.044,9,10.223,0,0,0.0,5,16,30.0,53.3,16,0,1,0,33.533,22.185,30,1,22.21,0.031,1.118,23,31.5,21,0.739,10.0,17,32,306.7,31.305
7.788,0.999,12,7.876,0,0,0.0,2,16,40.0,53.3,16,0,0,0,32.91,20.59,30,1,21.477,0.031,1.097,20,28.5,18,0.686,0.0,17,32,236.28,29.956
8.678,1.022,10,9.009,1,0,3.2,4,17,32.3,54.8,16,0,0,0,34.333,22.468,31,1,22.659,0.03,1.108,23,33.5,21,0.725,3.2,17,33,279.28,31.687
8.201,1.015,11,8.697,0,0,0.0,3,18,34.4,56.3,16,0,0,0,35.25,22.974,32,1,23.415,0.029,1.102,23,33.5,21,0.718,3.1,17,34,278.29,32.469
6.6,1.03,20,8.718,1,2,1.8,8,27,36.4,49.1,24,3,0,0,61.922,37.825,55,6,38.012,0.103,1.126,38,51.5,35,0.688,5.5,23,58,479.48,56.669
5.644,0.983,33,6.579,3,0,4.6,4,28,50.8,43.1,18,10,0,0,72.932,39.681,65,4,42.893,0.058,1.122,36,45.0,32,0.61,0.0,18,69,427.64,63.887
7.975,1.044,9,10.223,0,0,0.0,5,16,30.0,53.3,16,0,1,0,33.533,22.185,30,1,22.21,0.031,1.118,23,31.5,21,0.739,10.0,17,32,306.7,31.305
6.126,0.993,16,7.809,0,0,0.0,2,22,40.0,55.0,22,0,0,0,43.74,27.644,40,2,29.0,0.047,1.094,27,38.5,24,0.691,0.0,23,43,312.38,39.723
8.569,1.022,10,9.009,1,0,3.2,4,17,32.3,54.8,16,0,0,0,34.333,22.468,31,1,22.659,0.03,1.108,23,33.5,21,0.725,3.2,17,33,279.28,31.687
6.706,0.99,29,6.943,2,0,3.3,4,27,48.3,45.0,18,9,0,0,67.359,37.516,60,3,40.063,0.047,1.123,35,44.0,31,0.625,1.7,18,64,416.58,59.414
8.523,1.016,10,9.54,1,0,3.2,4,17,32.3,54.8,16,0,1,0,33.937,22.913,31,1,23.58,0.03,1.095,23,33.5,21,0.739,3.2,17,33,295.73,31.498
8.469,1.044,9,10.223,0,0,0.0,5,16,30.0,53.3,16,0,1,0,33.533,22.185,30,1,22.21,0.031,1.118,23,31.5,21,0.739,10.0,17,32,306.7,31.305
5.581,1.025,10,8.767,0,2,0.0,4,15,34.5,51.7,15,0,0,0,31.914,20.493,29,1,20.625,0.032,1.1,21,29.0,19,0.707,0.0,12,31,254.25,29.727
5.86,1.035,10,9.008,0,2,0.0,5,15,33.3,50.0,15,0,0,0,33.123,21.208,30,1,21.08,0.031,1.104,22,30.0,20,0.707,0.0,12,32,270.25,31.055
8.796,1.016,11,8.476,0,0,0.0,3,16,36.7,53.3,16,0,0,0,33.25,20.974,30,1,21.415,0.031,1.108,21,29.5,19,0.699,3.3,17,32,254.27,30.469
8.585,1.033,9,10.12,1,0,3.2,5,17,29.0,54.8,16,0,1,0,34.277,23.296,31,1,23.517,0.03,1.106,24,34.5,22,0.751,6.5,17,33,313.72,32.011
6.222,1.004,25,8.044,3,1,5.6,7,22,46.3,40.7,13,9,2,0,60.784,34.47,54,6,36.779,0.105,1.126,32,39.0,29,0.638,3.7,12,57,434.4,54.211
5.046,0.989,31,6.56,3,1,5.0,5,24,51.7,40.0,13,11,0,0,67.727,35.869,60,7,38.586,0.111,1.129,32,39.0,29,0.598,0.0,12,63,393.58,59.33
8.046,1.004,14,8.272,0,2,0.0,3,21,36.8,55.3,21,0,0,0,41.535,26.832,38,2,27.693,0.049,1.093,27,38.0,24,0.706,0.0,18,41,314.35,38.167
6.824,1.026,11,10.849,0,2,0.0,5,16,34.4,50.0,15,1,1,0,35.17,23.045,32,2,23.739,0.059,1.099,23,31.0,21,0.72,3.1,12,34,347.17,32.84
8.638,1.033,10,9.075,0,0,0.0,4,16,33.3,53.3,16,0,0,0,33.589,21.357,30,1,21.352,0.031,1.12,22,30.5,20,0.712,6.7,17,32,272.26,30.982
5.45,1.009,21,8.39,3,1,6.4,7,19,44.7,40.4,13,6,2,0,52.954,30.417,47,6,32.256,0.122,1.127,28,35.0,26,0.647,4.3,12,49,394.33,47.443
6.328,1.006,23,8.243,3,1,5.9,7,21,45.1,41.2,13,8,2,0,57.369,32.944,51,6,35.017,0.111,1.125,31,38.0,28,0.646,3.9,12,54,420.37,51.327
8.886,1.011,12,8.886,0,2,0.0,4,16,37.5,50.0,15,1,1,1,35.039,22.492,32,2,23.58,0.059,1.095,22,30.0,20,0.703,0.0,12,34,284.35,32.36
8.155,1.016,11,8.476,0,0,0.0,3,16,36.7,53.3,16,0,0,0,33.25,20.974,30,1,21.415,0.031,1.108,21,29.5,19,0.699,3.3,17,32,254.27,30.469
8.26,1.01,13,8.352,0,0,0.0,3,19,37.1,54.3,16,1,0,0,38.665,24.501,35,1,25.176,0.027,1.105,24,34.5,22,0.7,2.9,17,37,292.32,35.353
8.046,1.02,10,10.172,0,0,0.0,4,16,33.3,53.3,16,0,2,0,32.798,22.245,30,1,23.193,0.031,1.093,22,30.5,20,0.742,6.7,17,32,305.16,30.604
8.959,1.025,11,8.821,0,1,0.0,4,17,34.4,53.1,17,0,0,0,35.459,22.689,32,2,22.869,0.059,1.108,23,32.5,21,0.709,3.1,17,34,282.28,32.796
6.688,0.999,12,7.876,0,0,0.0,2,16,40.0,53.3,16,0,0,0,32.91,20.59,30,1,21.477,0.031,1.097,20,28.5,18,0.686,0.0,17,32,236.28,29.956
8.62,1.007,15,7.842,0,0,0.0,3,18,41.7,50.0,16,2,0,0,40.08,24.027,36,2,24.938,0.053,1.113,23,31.5,21,0.667,2.8,17,38,282.33,36.236
8.097,1.007,14,8.525,0,2,0.0,4,17,40.0,48.6,15,2,1,1,38.455,24.019,35,3,25.341,0.081,1.099,23,31.0,21,0.686,0.0,12,37,298.38,35.244
8.959,1.026,10,9.624,0,0,0.0,4,16,33.3,53.3,16,0,1,0,33.194,21.801,30,1,22.273,0.031,1.106,22,30.5,20,0.727,6.7,17,32,288.71,30.793
6.701,1.017,11,10.683,0,2,0.0,4,16,35.5,51.6,15,1,1,0,33.961,22.33,31,2,23.284,0.061,1.096,22,30.0,20,0.72,3.2,12,33,331.17,31.513
6.602,1.009,15,8.849,0,2,0.0,4,22,36.6,53.7,21,1,1,0,44.894,29.186,41,3,30.313,0.068,1.095,29,40.0,26,0.712,2.4,18,44,362.82,41.374
8.237,0.999,12,7.876,0,0,0.0,2,16,40.0,53.3,16,0,0,0,32.91,20.59,30,1,21.477,0.031,1.097,20,28.5,18,0.686,0.0,17,32,236.28,29.956
8.301,1.016,11,8.476,0,0,0.0,3,16,36.7,53.3,16,0,0,0,33.25,20.974,30,1,21.415,0.031,1.108,21,29.5,19,0.699,3.3,17,32,254.27,30.469
5.8,1.005,21,7.913,1,2,1.9,5,26,40.4,50.0,24,2,0,0,57.488,35.149,52,6,36.438,0.109,1.106,34,47.5,31,0.676,0.0,23,55,411.48,52.247
7.6,0.993,30,7.252,2,2,3.0,5,31,45.5,47.0,24,7,0,0,73.438,42.562,66,6,45.034,0.086,1.113,40,53.5,36,0.645,0.0,23,70,478.63,65.556
5.0,1.002,23,7.234,2,1,4.1,5,21,46.9,42.9,11,10,0,0,55.322,30.651,49,1,32.233,0.019,1.129,30,36.5,26,0.626,2.0,11,53,354.46,49.091
8.469,1.032,9,11.522,1,0,3.4,5,15,31.0,51.7,15,0,1,0,32.174,21.494,29,1,22.012,0.032,1.109,22,30.5,20,0.741,6.9,17,31,334.15,29.916
8.161,1.039,9,9.589,1,0,3.2,5,17,29.0,54.8,16,0,0,0,34.673,22.852,31,1,22.597,0.03,1.118,24,34.5,22,0.737,6.5,17,33,297.27,32.2
5.775,0.991,29,6.926,3,0,5.0,5,26,48.3,43.3,18,8,0,0,67.311,37.342,60,3,39.824,0.047,1.122,35,44.0,31,0.622,0.0,18,64,415.58,59.447
6.2,1.004,21,8.206,1,2,1.8,5,30,37.5,53.6,30,0,0,0,61.488,39.149,56,6,40.438,0.1,1.098,39,55.5,35,0.699,0.0,29,60,459.52,56.247
6.278,0.987,12,7.596,0,0,0.0,1,16,41.4,55.2,16,0,0,0,31.701,19.876,29,1,21.023,0.032,1.093,19,27.5,17,0.685,0.0,17,31,220.28,28.629
8.699,1.006,11,8.429,1,0,3.2,3,17,35.5,54.8,16,0,0,0,33.993,22.085,31,1,22.722,0.03,1.097,22,32.5,20,0.712,0.0,17,33,261.29,31.174
6.611,0.987,12,7.596,0,0,0.0,1,16,41.4,55.2,16,0,0,0,31.701,19.876,29,1,21.023,0.032,1.093,19,27.5,17,0.685,0.0,17,31,220.28,28.629
7.7,0.996,26,7.433,2,2,3.4,5,28,44.1,47.5,24,4,0,0,65.607,38.509,59,6,40.512,0.097,1.112,36,49.5,33,0.653,0.0,23,62,438.56,58.789
6.247,0.999,12,7.876,0,0,0.0,2,16,40.0,53.3,16,0,0,0,32.91,20.59,30,1,21.477,0.031,1.097,20,28.5,18,0.686,0.0,17,32,236.28,29.956
7.886,1.006,11,10.506,0,0,0.0,3,16,36.7,53.3,16,0,1,0,32.752,21.616,30,1,22.83,0.031,1.092,21,29.5,19,0.721,3.3,17,32,315.17,30.185
8.347,1.03,9,11.554,1,0,3.2,5,17,29.0,54.8,16,0,1,0,34.174,23.494,31,1,24.012,0.03,1.102,24,34.5,22,0.758,6.5,17,33,358.17,31.916
5.699,0.999,12,7.876,0,0,0.0,2,16,40.0,53.3,16,0,0,0,32.91,20.59,30,1,21.477,0.031,1.097,20,28.5,18,0.686,0.0,17,32,236.28,29.956
8.0,0.995,28,7.143,2,0,3.3,5,27,46.7,45.0,21,6,0,0,67.022,38.036,60,8,40.273,0.127,1.117,35,46.5,32,0.634,0.0,23,63,428.57,59.672
8.472,1.002,13,7.719,1,0,3.2,3,15,41.9,48.4,12,2,0,0,34.408,20.612,31,3,21.483,0.094,1.11,19,27.0,18,0.665,0.0,12,32,239.29,31.058
5.711,0.987,35,6.633,3,0,4.3,5,29,50.7,42.0,18,11,0,0,77.557,41.923,69,5,45.108,0.068,1.124,38,47.0,34,0.608,0.0,18,73,457.67,68.098
7.237,1.039,9,9.589,1,0,3.2,5,17,29.0,54.8,16,0,0,0,34.673,22.852,31,1,22.597,0.03,1.118,24,34.5,22,0.737,6.5,17,33,297.27,32.2
5.388,1.0,29,7.708,3,1,5.0,7,24,48.3,40.0,13,11,2,0,67.615,37.524,60,7,40.301,0.111,1.127,34,41.0,31,0.625,3.3,12,63,462.46,59.978
8.602,1.007,15,7.842,0,0,0.0,3,18,41.7,50.0,16,2,0,0,40.08,24.027,36,2,24.938,0.053,1.113,23,31.5,21,0.667,2.8,17,38,282.33,36.236
6.599,0.983,33,6.661,3,0,4.5,4,29,50.0,43.9,18,11,0,0,73.932,40.681,66,3,43.893,0.042,1.12,38,47.0,33,0.616,0.0,18,71,439.65,64.887
6.581,0.983,33,6.579,3,0,4.6,4,28,50.8,43.1,18,10,0,0,72.932,39.681,65,4,42.893,0.058,1.122,36,45.0,32,0.61,0.0,18,69,427.64,63.887
7.523,0.999,12,7.876,0,0,0.0,2,16,40.0,53.3,16,0,0,0,32.91,20.59,30,1,21.477,0.031,1.097,20,28.5,18,0.686,0.0,17,32,236.28,29.956
8.252,1.039,9,9.589,1,0,3.2,5,17,29.0,54.8,16,0,0,0,34.673,22.852,31,1,22.597,0.03,1.118,24,34.5,22,0.737,6.5,17,33,297.27,32.2
8.553,1.033,10,9.075,0,0,0.0,4,16,33.3,53.3,16,0,0,0,33.589,21.357,30,1,21.352,0.031,1.12,22,30.5,20,0.712,6.7,17,32,272.26,30.982
8.357,1.01,13,8.244,0,1,0.0,3,18,38.2,52.9,18,0,0,0,37.665,23.501,34,2,24.176,0.056,1.108,23,32.5,21,0.691,2.9,17,36,280.31,34.353
8.854,1.009,11,9.024,0,0,0.0,3,16,36.7,53.3,16,0,1,0,32.854,21.418,30,1,22.335,0.031,1.095,21,29.5,19,0.714,3.3,17,32,270.72,30.28
7.78,0.989,30,7.354,2,0,3.1,5,29,46.9,45.3,20,9,1,1,71.148,41.035,64,6,44.228,0.087,1.112,39,51.5,34,0.641,0.0,25,69,470.68,63.305
8.0,0.995,14,7.585,0,0,0.0,2,17,42.4,51.5,16,1,0,0,36.325,22.117,33,1,23.239,0.029,1.101,21,29.5,19,0.67,0.0,17,35,250.31,32.84
6.728,0.984,31,6.671,3,0,4.8,4,27,50.0,43.5,18,9,0,0,69.517,38.154,62,3,41.131,0.045,1.121,35,44.0,31,0.615,0.0,18,66,413.61,61.003
5.955,0.987,35,6.71,3,0,4.3,5,30,50.0,42.9,18,12,0,0,78.557,42.923,70,4,46.108,0.053,1.122,40,49.0,35,0.613,0.0,18,75,469.68,69.098
8.0,0.994,22,7.409,0,3,0.0,3,25,44.0,50.0,23,2,0,0,55.195,32.939,50,6,34.739,0.115,1.104,30,42.0,28,0.659,0.0,18,52,370.47,49.702
6.167,1.009,12,8.009,0,1,0.0,3,15,40.0,50.0,14,1,0,0,33.119,20.305,30,1,20.932,0.031,1.104,20,27.0,18,0.677,0.0,12,32,240.27,30.284
5.0,1.002,23,7.421,2,3,3.9,5,23,45.1,45.1,15,8,0,0,57.322,32.651,51,3,34.233,0.055,1.124,32,40.5,28,0.64,2.0,11,55,378.48,51.091
6.943,1.005,14,7.833,0,0,0.0,3,17,41.2,50.0,16,1,0,0,37.535,22.832,34,2,23.693,0.056,1.104,22,30.5,20,0.672,0.0,17,36,266.31,34.167
6.701,1.026,11,8.79,1,2,3.1,5,16,34.4,50.0,16,0,0,0,35.412,22.515,32,2,22.631,0.059,1.107,23,33.5,21,0.704,0.0,17,34,281.28,32.829
8.222,1.016,10,9.54,1,0,3.2,4,17,32.3,54.8,16,0,1,0,33.937,22.913,31,1,23.58,0.03,1.095,23,33.5,21,0.739,3.2,17,33,295.73,31.498
8.699,1.016,11,8.476,0,0,0.0,3,16,36.7,53.3,16,0,0,0,33.25,20.974,30,1,21.415,0.031,1.108,21,29.5,19,0.699,3.3,17,32,254.27,30.469
7.602,0.99,28,7.411,2,0,3.3,5,27,46.7,45.0,20,7,1,1,66.733,38.508,60,8,41.466,0.125,1.112,36,48.5,32,0.642,0.0,25,64,444.64,59.421
7.959,0.996,28,7.623,2,0,3.2,6,28,45.2,45.2,20,8,1,1,68.942,40.223,62,6,42.921,0.09,1.112,39,51.5,34,0.649,0.0,25,67,472.65,61.749
7.341,0.994,24,7.714,2,0,3.7,5,25,44.4,46.3,20,5,1,1,59.903,35.454,54,6,37.943,0.103,1.109,34,46.5,30,0.657,0.0,25,58,416.58,53.654
5.0,1.004,21,7.401,2,1,4.3,5,20,45.7,43.5,11,9,0,0,51.907,29.124,46,1,30.472,0.02,1.128,29,35.5,25,0.633,2.2,11,50,340.43,46.207
7.523,1.017,10,9.369,1,0,3.4,4,15,34.5,51.7,15,0,1,0,31.937,20.913,29,1,21.58,0.032,1.101,21,29.5,19,0.721,3.4,17,31,271.71,29.498
4.301,1.011,19,8.799,3,3,6.4,8,20,40.4,42.6,16,4,2,2,52.285,31.797,47,3,33.767,0.06,1.112,31,40.0,28,0.677,0.0,12,50,413.56,47.509
5.301,1.022,14,8.314,1,0,2.8,5,17,38.9,47.2,15,2,0,0,40.373,24.237,36,2,24.637,0.053,1.121,24,32.5,22,0.673,2.8,17,38,299.32,36.782
7.056,1.014,10,10.902,1,0,3.4,4,15,34.5,51.7,15,0,1,0,31.835,21.11,29,1,22.074,0.032,1.098,21,29.5,19,0.728,3.4,17,31,316.16,29.404
6.676,1.012,14,8.496,1,0,2.6,4,21,35.9,53.8,21,0,0,0,43.163,27.522,39,2,28.182,0.048,1.107,28,39.5,25,0.706,2.6,23,42,331.36,39.454
6.668,0.998,26,7.773,2,0,3.4,6,27,44.1,45.8,20,7,1,1,65.527,38.696,59,6,41.159,0.094,1.111,38,50.5,33,0.656,0.0,25,64,458.62,58.865
9.041,1.027,15,8.771,0,1,0.0,5,22,35.7,52.4,20,2,0,0,47.175,29.321,42,2,29.574,0.044,1.123,30,40.0,27,0.698,7.1,18,45,368.37,43.145
8.886,0.991,18,7.486,0,1,0.0,2,22,42.9,52.4,20,2,0,0,46.156,28.171,42,2,29.762,0.044,1.099,27,37.0,24,0.671,0.0,18,45,314.4,41.607
9.046,0.983,33,6.579,1,0,1.5,3,29,50.8,44.6,18,11,0,0,72.56,39.88,65,6,43.097,0.087,1.116,36,45.0,32,0.614,0.0,18,69,427.63,63.894
7.553,1.013,10,8.743,2,0,6.7,4,16,33.3,53.3,15,0,0,0,33.076,21.58,30,1,21.966,0.031,1.103,22,32.5,20,0.719,0.0,17,32,262.28,30.393
7.357,1.017,12,8.524,1,1,3.0,4,17,36.4,51.5,17,0,0,0,36.748,22.995,33,2,23.421,0.057,1.114,23,32.5,21,0.697,3.0,17,35,281.3,33.571
6.656,1.011,13,8.215,1,1,2.9,4,17,38.2,50.0,16,1,0,0,37.618,23.327,34,2,23.938,0.056,1.106,23,32.5,21,0.686,0.0,17,36,279.31,34.385
7.444,1.049,8,12.143,1,0,3.4,6,15,27.6,51.7,15,0,1,0,32.514,21.877,29,1,21.949,0.032,1.121,23,31.5,21,0.754,10.3,17,31,352.14,30.429
7.222,1.002,13,7.979,1,1,3.0,3,17,39.4,51.5,17,0,0,0,36.408,22.612,33,2,23.483,0.057,1.103,22,31.5,20,0.685,0.0,17,35,263.31,33.058
5.63,1.04,10,10.153,3,5,8.6,8,17,28.6,48.6,16,1,1,1,39.044,25.886,35,3,26.011,0.079,1.116,28,38.5,25,0.74,2.9,11,38,355.37,36.411
8.482,1.002,13,7.719,1,0,3.2,3,15,41.9,48.4,12,2,0,0,34.408,20.612,31,3,21.483,0.094,1.11,19,27.0,18,0.665,0.0,12,32,239.29,31.058
6.125,1.039,9,9.589,1,0,3.2,5,17,29.0,54.8,15,0,0,0,34.673,22.852,31,1,22.597,0.03,1.118,24,34.5,22,0.737,6.5,17,33,297.27,32.2
8.276,1.035,9,9.99,1,0,3.4,5,15,31.0,51.7,15,0,1,0,32.277,21.296,29,1,21.517,0.032,1.113,22,30.5,20,0.734,6.9,17,31,289.7,30.011
8.367,1.014,10,10.902,1,0,3.4,4,15,34.5,51.7,15,0,1,0,31.835,21.11,29,1,22.074,0.032,1.098,21,29.5,19,0.728,3.4,17,31,316.16,29.404
7.569,1.022,10,9.009,1,0,3.2,4,17,32.3,54.8,15,0,0,0,34.333,22.468,31,1,22.659,0.03,1.108,23,33.5,21,0.725,3.2,17,33,279.28,31.687
9.337,1.004,17,7.986,1,2,2.3,4,22,39.5,51.2,21,1,0,0,47.448,29.38,43,3,30.46,0.065,1.103,29,40.0,26,0.683,0.0,18,46,343.4,43.153
4.301,1.017,11,8.319,1,2,3.4,4,14,37.9,48.3,14,0,0,0,32.203,19.8,29,3,20.176,0.1,1.11,19,27.0,18,0.683,0.0,12,30,241.26,29.502
7.284,0.998,15,7.581,1,0,2.9,3,17,42.9,48.6,15,2,0,0,38.824,23.139,35,2,24.245,0.054,1.109,22,30.5,20,0.661,0.0,17,37,265.33,34.942
7.102,1.013,14,8.095,1,0,2.9,4,17,40.0,48.6,15,2,0,0,39.163,23.522,35,2,24.182,0.054,1.119,23,31.5,21,0.672,2.9,17,37,283.32,35.454
8.585,1.0,27,7.764,1,1,1.6,6,28,44.3,45.9,21,7,1,1,67.654,39.916,61,7,42.37,0.108,1.109,38,50.0,34,0.654,0.0,22,65,473.63,60.974
8.62,0.992,32,6.919,2,0,3.0,5,29,48.5,43.9,20,9,0,0,73.853,41.089,66,7,43.796,0.1,1.119,38,49.0,34,0.623,0.0,22,70,456.63,65.44
7.231,1.016,16,8.464,2,4,4.5,6,22,36.4,50.0,20,2,0,0,48.741,30.59,44,3,31.159,0.064,1.108,31,43.5,28,0.695,0.0,17,47,372.4,44.698
7.432,0.991,18,7.486,0,1,0.0,2,22,42.9,52.4,20,2,0,0,46.156,28.171,42,3,29.762,0.067,1.099,27,37.0,24,0.671,0.0,18,45,314.4,41.607
7.638,1.027,10,8.527,2,2,7.4,5,12,37.0,44.4,12,0,0,0,30.286,18.294,27,3,18.421,0.107,1.122,18,25.5,17,0.678,0.0,11,28,230.24,27.72
7.551,0.998,15,7.821,3,0,8.1,4,18,40.5,48.6,17,1,0,0,41.196,24.94,37,2,26.04,0.05,1.113,25,35.5,22,0.674,0.0,21,40,289.36,36.934
6.45,0.99,15,7.712,1,0,2.7,2,20,40.5,54.1,20,0,0,0,40.614,25.424,37,2,26.79,0.05,1.098,25,36.0,22,0.687,0.0,22,40,285.36,36.614
8.62,1.05,10,9.54,1,0,3.1,6,16,31.3,50.0,15,1,0,0,36.427,22.762,32,2,22.296,0.059,1.138,24,32.5,22,0.711,9.4,17,34,305.27,33.596
7.924,0.998,15,7.931,1,0,2.6,3,20,39.5,52.6,20,0,0,0,41.824,26.139,38,2,27.245,0.049,1.101,26,37.0,23,0.688,0.0,22,41,301.36,37.942
6.863,0.995,14,7.954,2,0,5.6,3,19,38.9,52.8,19,0,0,0,39.697,24.918,36,2,26.034,0.051,1.103,25,36.0,22,0.692,0.0,22,39,286.35,35.833
6.767,0.98,15,7.482,1,0,2.8,1,20,41.7,55.6,20,0,0,0,39.405,24.709,36,2,26.336,0.051,1.095,24,35.0,21,0.686,0.0,22,39,269.36,35.287
7.821,1.042,11,9.221,2,0,6.1,6,16,33.3,48.5,15,1,0,0,37.716,23.068,33,2,22.847,0.057,1.143,24,32.5,22,0.699,9.1,17,35,304.29,34.371
7.304,1.001,12,8.86,2,0,6.1,4,17,36.4,51.5,17,0,1,1,36.202,23.579,33,2,24.921,0.056,1.097,24,34.5,21,0.715,0.0,21,36,292.38,33.025
5.791,0.986,30,6.009,0,2,0.0,3,20,56.6,37.7,3,17,0,0,59.856,30.046,53,2,32.785,0.036,1.129,26,28.0,23,0.567,0.0,0,56,318.5,52.236
6.827,1.004,13,8.911,2,0,5.6,4,19,36.1,52.8,19,0,1,0,39.641,25.746,36,2,26.892,0.051,1.101,26,37.0,23,0.715,2.8,22,39,320.79,36.156
6.879,0.977,34,5.589,0,1,0.0,2,21,59.6,36.8,2,19,0,0,64.477,31.385,57,2,34.853,0.033,1.131,26,27.0,23,0.551,0.0,0,60,318.55,55.676
7.061,0.985,29,6.48,0,2,0.0,3,20,55.8,38.5,4,16,1,0,58.591,30.159,52,1,33.188,0.018,1.127,26,28.0,23,0.58,1.9,0,55,336.94,51.232
6.593,0.979,30,5.934,0,1,0.0,2,21,56.6,39.6,2,17,0,0,59.647,30.332,53,0,33.33,0.0,1.125,26,29.0,23,0.572,0.0,0,56,314.51,51.909
7.602,0.989,29,6.163,0,2,0.0,3,20,55.8,38.5,4,16,0,0,58.987,29.715,52,1,32.268,0.018,1.134,26,28.0,23,0.571,1.9,0,55,320.49,51.421
7.658,0.989,29,6.163,0,2,0.0,3,20,55.8,38.5,4,16,0,0,58.987,29.715,52,1,32.268,0.018,1.134,26,28.0,23,0.571,1.9,0,55,320.49,51.421
7.214,0.978,32,5.755,0,2,0.0,2,21,58.2,38.2,4,17,0,0,62.062,30.858,55,1,34.091,0.017,1.128,26,28.0,23,0.561,0.0,0,58,316.53,53.792
8.509,1.0,27,7.764,1,1,1.6,6,28,44.3,45.9,21,7,1,1,67.654,39.916,61,7,42.37,0.108,1.109,38,50.0,34,0.654,0.0,22,65,473.63,60.974
8.585,1.0,27,7.764,1,1,1.6,6,28,44.3,45.9,21,7,1,1,67.654,39.916,61,7,42.37,0.108,1.109,38,50.0,34,0.654,0.0,22,65,473.63,60.974
7.658,0.996,20,6.936,0,0,0.0,3,18,48.8,43.9,12,6,0,0,45.78,25.412,41,2,26.978,0.047,1.117,23,29.0,21,0.62,0.0,12,43,284.38,40.818
4.354,1.023,14,8.287,2,2,5.6,6,16,38.9,44.4,14,2,0,0,40.325,24.063,36,3,24.398,0.079,1.12,24,32.0,22,0.668,0.0,12,38,298.32,36.814
4.996,1.035,10,9.009,2,2,6.7,6,14,33.3,46.7,14,0,0,0,33.495,21.009,30,1,20.875,0.031,1.117,22,30.0,20,0.7,0.0,12,32,270.26,31.047
6.668,1.017,11,10.639,0,1,0.0,4,15,36.7,50.0,13,2,1,0,32.961,21.33,30,0,22.284,0.0,1.099,21,28.0,19,0.711,3.3,12,32,319.16,30.513
4.301,1.028,24,7.937,2,5,3.6,10,22,42.9,39.3,13,9,0,0,63.239,35.556,56,2,36.023,0.034,1.129,35,43.0,32,0.635,0.0,6,59,444.48,57.542
5.24,1.023,14,8.287,2,2,5.6,6,16,38.9,44.4,14,2,0,0,40.325,24.063,36,2,24.398,0.053,1.12,24,32.0,22,0.668,0.0,12,38,298.32,36.814
7.161,1.01,16,7.685,0,1,0.0,4,17,43.2,45.9,13,4,0,0,41.159,24.074,37,2,24.909,0.051,1.112,23,30.0,21,0.651,0.0,12,39,284.33,37.378
5.911,1.027,10,9.544,0,2,0.0,5,15,33.3,50.0,15,0,1,1,32.834,21.68,30,1,22.273,0.031,1.094,22,30.0,20,0.723,0.0,12,32,286.32,30.804
8.638,0.996,20,6.936,0,0,0.0,3,18,48.8,43.9,12,6,0,0,45.78,25.412,41,1,26.978,0.023,1.117,23,29.0,21,0.62,0.0,12,43,284.38,40.818
4.318,1.018,16,8.009,2,2,5.1,6,17,41.0,43.6,14,3,0,0,43.741,25.59,39,2,26.159,0.049,1.122,25,33.0,23,0.656,0.0,12,41,312.35,39.698
7.886,0.993,22,6.898,0,1,0.0,3,20,48.9,44.4,14,6,0,0,50.195,27.939,45,2,29.739,0.043,1.115,25,32.0,23,0.621,0.0,12,47,310.42,44.702
5.357,1.012,24,8.563,0,4,0.0,8,26,41.4,44.8,20,6,2,2,64.079,38.985,58,5,41.159,0.081,1.105,38,51.0,34,0.672,0.0,18,62,496.64,58.72
6.796,1.018,23,9.157,0,4,0.0,9,26,39.7,44.8,20,6,3,2,64.023,39.812,58,5,42.017,0.081,1.104,39,52.0,35,0.686,1.7,18,62,531.08,59.044
6.119,1.016,23,9.923,0,4,0.0,9,26,39.7,44.8,20,6,3,2,63.92,40.01,58,5,42.511,0.081,1.102,39,52.0,35,0.69,1.7,18,62,575.53,58.949
4.854,1.018,24,8.689,0,4,0.0,9,26,40.7,44.1,20,6,2,2,65.288,39.699,59,5,41.614,0.079,1.107,39,52.0,35,0.673,0.0,18,63,512.64,60.047
6.097,1.009,23,8.372,1,4,1.7,7,28,39.7,48.3,22,6,1,1,64.033,39.577,58,3,41.301,0.048,1.104,40,53.0,35,0.682,0.0,18,63,485.59,58.534
5.896,1.001,12,8.656,0,0,0.0,3,16,38.7,51.6,16,0,1,1,33.83,21.778,31,2,23.125,0.061,1.091,21,29.5,19,0.703,0.0,17,33,268.35,31.033
5.728,0.995,16,8.011,0,0,0.0,3,18,43.2,48.6,16,2,1,1,40.66,24.831,37,2,26.648,0.051,1.099,23,31.5,21,0.671,0.0,17,39,296.41,36.8
6.665,1.028,12,8.615,2,2,6.1,6,15,36.4,45.5,14,1,0,0,36.91,22.536,33,1,22.636,0.029,1.118,23,31.0,21,0.683,0.0,12,35,284.29,33.931
