pXC50,nN.CO.2,NaaNH,nPyrimidines,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,SpDiam_EA.bo.,C.041,C.042,Eig01_AEA.ed.,SpMax_AEA.ed.,nCconj,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,nROH,P_VSA_MR_3,SpDiam_EA.ed.,O.056,nOHs,Eig07_EA.dm.,NsOH,CATS2D_04_DD,C.009,SM09_EA.dm.,P_VSA_e_3,nOxolanes,SRW09,SpDiam_AEA.dm.,Eig01_AEA.ri.,SpMax_AEA.ri.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,Eig01_AEA.dm.,SpMax_AEA.dm.,SM07_EA.dm.,O.058,CATS2D_03_AP,P_VSA_i_4,ALOGP2,NdO,Eig02_AEA.ed.,SM05_EA.dm.,P_VSA_LogP_4,CATS2D_03_DD,Eig02_EA.bo.,SM12_AEA.ri.,Eig02_EA.ed.,SM11_AEA.dm.,Eig01_EA.ri.,SpMax_EA.ri.,P_VSA_LogP_5,SM14_EA.bo.,SM11_EA.dm.,nPyrroles,C.031,GATS1e,nDB,NdssC,SM15_EA.bo.,SM12_EA.bo.,NaasN,SM13_EA.dm.,SM12_EA.dm.,SpMax2_Bh.s.,SM13_EA.bo.,C.008,JGI6
-2.98,0,0,1,4.623,4.623,4.623,7.623,0,1,6.939,6.939,0,11.692,11.692,11.692,4,181.733,19.421,4,3,0.0,4,1,1,5.947,70.266,1,7.627,5.59,4.239,4.239,3.314,3.314,5.314,3.314,3.59,3.59,4.609,0,0,70.266,0.924,0,6.566,3.25,101.472,1,3.611,3.611,10.294,10.294,3.063,3.063,9.557,21.495,7.276,0,1,1.043,0,0,23.002,18.482,1,8.602,7.946,6.454,19.963,5,0.019
-5.0,0,0,1,4.622,4.622,4.622,7.622,0,1,6.937,6.937,0,11.685,11.685,11.685,3,139.05,19.407,3,2,0.0,3,1,1,0.0,70.266,1,7.627,5.589,4.236,4.236,3.312,3.312,5.312,3.312,3.589,3.589,0.0,0,0,70.266,4.47,0,6.562,0.0,101.472,1,3.457,3.457,10.27,10.27,3.06,3.06,9.557,21.48,0.0,0,1,1.017,0,0,22.989,18.461,1,0.0,1.444,6.453,19.945,3,0.015
8.822,1,1,0,4.241,4.241,4.241,7.241,1,0,7.001,7.001,1,11.881,11.881,11.881,0,0.0,19.881,0,0,0.51,0,0,0,6.601,29.283,0,6.88,5.987,4.305,4.305,3.345,3.345,5.345,3.345,3.987,3.987,5.161,3,0,29.283,32.182,3,6.232,3.692,84.844,0,3.709,3.709,9.302,9.302,3.205,3.205,48.353,20.538,8.029,1,0,0.711,3,3,21.92,17.755,0,9.452,8.839,7.427,19.102,0,0.021
6.301,1,1,0,4.373,4.373,4.373,7.373,1,0,7.008,7.008,1,11.907,11.907,11.907,0,0.0,19.907,0,0,0.0,0,0,0,6.285,122.224,0,7.636,5.987,4.307,4.307,3.36,3.36,5.36,3.36,3.987,3.987,4.95,3,0,76.27,20.915,3,6.739,3.573,120.621,0,4.076,4.076,10.871,10.871,3.177,3.177,35.716,21.049,7.602,0,0,0.688,3,3,22.483,18.18,1,8.913,8.32,7.428,19.592,0,0.024
7.51,1,1,0,4.251,4.251,4.251,7.251,1,0,6.94,6.94,1,11.562,11.562,11.562,0,0.0,19.562,0,0,0.526,0,0,0,6.601,26.158,0,6.88,5.968,4.283,4.283,3.322,3.322,5.322,3.322,3.968,3.968,5.159,3,0,26.158,14.459,3,6.292,3.684,84.844,0,3.9,3.9,9.536,9.536,3.189,3.189,74.643,20.673,8.029,1,0,0.772,3,3,22.06,17.884,0,9.452,8.839,7.427,19.24,0,0.022
7.68,1,1,0,4.241,4.241,4.241,7.241,1,0,7.001,7.001,1,11.881,11.881,11.881,0,0.0,19.881,0,0,0.064,0,0,0,6.601,26.158,0,6.88,5.987,4.305,4.305,3.345,3.345,5.345,3.345,3.987,3.987,5.159,3,0,26.158,31.14,3,6.232,3.684,84.844,0,3.702,3.702,9.302,9.302,3.205,3.205,42.157,20.483,8.029,1,0,0.706,3,3,21.868,17.696,0,9.452,8.839,7.427,19.043,0,0.021
-3.16,0,0,1,4.611,4.611,4.611,7.611,0,1,6.931,6.931,0,11.646,11.646,11.646,3,139.05,19.357,3,2,0.0,3,1,1,0.0,85.153,1,7.627,5.588,4.231,4.231,3.308,3.308,5.308,3.308,3.588,3.588,0.0,0,1,85.153,1.684,0,6.542,0.0,83.461,1,4.43,4.43,10.195,10.195,3.051,3.051,23.375,21.867,0.0,0,0,1.023,0,0,23.369,18.859,1,0.0,1.518,6.453,20.344,3,0.016
8.38,1,1,0,4.241,4.241,4.241,7.241,1,0,7.111,7.111,1,11.881,11.881,11.881,0,0.0,19.881,0,0,0.526,0,0,0,12.078,29.283,0,6.88,6.46,4.305,4.305,3.345,3.345,5.345,3.345,4.46,4.46,9.403,3,0,74.163,35.412,3,7.001,6.737,84.844,0,3.854,3.854,11.659,11.659,3.205,3.205,92.918,20.632,14.759,1,0,0.622,3,3,22.013,17.855,0,17.442,16.1,7.999,19.203,0,0.024
8.26,1,1,0,4.297,4.297,4.297,7.297,1,0,7.004,7.004,1,11.895,11.895,11.895,0,0.0,19.895,0,0,0.526,0,0,0,6.505,76.27,0,7.861,5.987,4.301,4.301,3.352,3.352,5.352,3.352,3.987,3.987,5.086,3,0,76.27,10.041,3,6.501,3.629,120.621,0,3.94,3.94,10.165,10.165,3.177,3.177,69.89,20.895,7.91,0,0,0.806,3,3,22.305,18.07,1,9.309,8.737,7.428,19.459,0,0.023
7.41,1,1,0,4.241,4.241,4.241,7.241,2,0,7.001,7.001,1,11.881,11.881,11.881,0,0.0,19.881,0,0,0.526,0,0,0,7.558,29.283,0,6.88,5.987,4.305,4.305,3.345,3.345,5.345,3.345,3.987,3.987,5.974,4,0,29.283,23.258,4,6.232,4.35,109.989,0,3.702,3.702,9.302,9.302,3.205,3.205,53.157,20.471,9.126,1,0,0.731,4,4,21.855,17.687,0,10.69,10.016,7.433,19.032,0,0.019
7.29,1,1,0,4.241,4.241,4.241,7.241,1,0,7.001,7.001,1,11.881,11.881,11.881,0,0.0,19.881,0,0,0.51,0,0,0,6.613,29.283,0,6.88,5.987,4.305,4.305,3.345,3.345,5.345,3.345,3.987,3.987,5.19,3,0,29.283,42.668,3,6.782,3.759,84.844,0,3.758,3.758,11.162,11.162,3.205,3.205,48.467,20.586,8.034,1,0,0.725,3,3,21.955,17.816,0,9.454,8.842,7.427,19.143,1,0.017
8.222,1,1,0,4.248,4.248,4.248,7.248,1,0,6.967,6.967,1,11.695,11.695,11.695,0,0.0,19.695,0,0,0.0,0,0,0,5.029,58.259,0,7.434,5.979,4.283,4.283,3.332,3.332,5.332,3.332,3.979,3.979,3.851,2,0,73.219,4.535,2,6.25,2.647,102.542,0,3.8,3.8,9.387,9.387,3.164,3.164,48.186,20.553,6.188,0,0,0.646,2,2,21.95,17.751,1,7.336,6.825,7.444,19.121,0,0.021
7.23,1,1,0,4.237,4.237,4.237,7.237,1,0,6.94,6.94,1,11.561,11.561,11.561,0,0.0,19.561,0,0,0.51,0,0,0,6.601,46.068,0,6.88,5.968,4.282,4.282,3.32,3.32,5.32,3.32,3.968,3.968,5.161,3,0,46.068,7.033,3,6.198,3.692,113.401,0,3.697,3.697,9.154,9.154,3.188,3.188,51.143,20.47,8.029,1,0,0.753,3,3,21.853,17.683,0,9.452,8.839,7.427,19.029,0,0.021
-5.0,0,0,1,4.622,4.622,4.622,7.622,0,1,6.937,6.937,0,11.685,11.685,11.685,3,139.05,19.407,3,2,0.0,3,1,1,0.0,70.266,1,7.627,5.589,4.236,4.236,3.312,3.312,5.312,3.312,3.589,3.589,0.0,0,0,70.266,1.171,0,6.562,0.0,101.472,1,3.456,3.456,10.27,10.27,3.06,3.06,6.371,21.462,0.0,0,1,1.04,0,0,22.978,18.429,1,0.0,1.444,6.453,19.928,3,0.018
8.72,1,1,0,4.237,4.237,4.237,7.237,1,0,6.94,6.94,1,11.561,11.561,11.561,0,0.0,19.561,0,0,0.51,0,0,0,6.601,29.283,0,6.88,5.968,4.282,4.282,3.32,3.32,5.32,3.32,3.968,3.968,5.161,3,0,29.283,17.034,3,6.349,3.692,84.844,0,3.702,3.702,9.486,9.486,3.188,3.188,48.038,20.523,8.029,1,0,0.735,3,3,21.903,17.746,0,9.452,8.839,7.426,19.09,1,0.022
8.537,1,1,0,4.237,4.237,4.237,7.237,1,0,6.94,6.94,1,11.561,11.561,11.561,0,0.0,19.561,0,0,0.51,0,0,0,6.601,29.283,0,6.88,5.968,4.282,4.282,3.32,3.32,5.32,3.32,3.968,3.968,5.161,3,0,29.283,15.428,3,6.198,3.692,84.844,0,3.709,3.709,9.199,9.199,3.188,3.188,48.353,20.525,8.029,1,0,0.721,3,3,21.906,17.743,0,9.452,8.839,7.427,19.089,0,0.02
5.606,0,0,1,4.552,4.552,4.552,7.552,0,0,6.749,6.749,0,11.076,11.076,11.076,1,42.683,18.296,1,0,0.0,1,0,0,0.125,53.481,0,7.6,5.334,4.138,4.138,3.214,3.214,5.214,3.214,3.334,3.334,0.188,0,0,53.481,7.752,0,6.457,0.268,63.057,0,3.567,3.567,10.005,10.005,2.966,2.966,17.073,21.267,0.082,0,0,0.931,0,0,22.764,18.274,0,0.054,0.066,5.064,19.752,1,0.014
6.041,0,0,1,4.552,4.552,4.552,7.552,0,0,6.733,6.733,0,11.018,11.018,11.018,0,0.0,18.233,0,0,0.0,0,0,0,0.0,50.357,0,7.89,5.276,4.139,4.139,3.203,3.203,5.203,3.203,3.276,3.276,0.0,0,0,50.357,8.204,0,6.158,0.0,63.057,0,3.567,3.567,9.091,9.091,3.0,3.0,16.276,21.266,0.0,0,1,0.755,0,0,22.763,18.271,0,0.0,0.0,4.785,19.75,0,0.005
7.523,1,1,0,4.248,4.248,4.248,7.248,1,0,6.969,6.969,1,11.705,11.705,11.705,0,0.0,19.705,0,0,0.0,0,0,0,5.029,58.259,0,7.434,5.98,4.284,4.284,3.333,3.333,5.333,3.333,3.98,3.98,3.851,2,0,58.259,8.433,2,6.252,2.647,102.542,0,3.788,3.788,9.399,9.399,3.165,3.165,39.065,20.503,6.188,0,0,0.699,2,2,21.903,17.695,1,7.336,6.825,7.411,19.066,0,0.021
7.347,1,1,0,4.26,4.26,4.26,7.26,1,0,7.0,7.0,1,11.87,11.87,11.87,0,0.0,19.87,0,0,0.0,0,0,0,5.029,75.045,0,7.445,5.986,4.295,4.295,3.345,3.345,5.345,3.345,3.986,3.986,3.851,2,0,75.045,3.693,2,6.312,2.647,131.099,0,3.956,3.956,9.627,9.627,3.174,3.174,50.441,20.669,6.188,0,0,0.719,2,2,22.072,17.853,1,7.336,6.825,7.411,19.232,0,0.017
8.152,1,1,0,4.251,4.251,4.251,7.251,1,0,7.116,7.116,1,11.87,11.87,11.87,0,0.0,19.87,0,0,0.0,0,0,0,12.075,58.259,0,7.434,6.46,4.295,4.295,3.345,3.345,5.345,3.345,4.46,4.46,9.392,2,0,103.14,13.979,2,7.0,6.706,102.542,0,3.884,3.884,11.69,11.69,3.173,3.173,87.131,20.67,14.758,0,0,0.595,2,2,22.066,17.872,1,17.441,16.1,7.999,19.243,0,0.023
7.854,1,1,0,4.249,4.249,4.249,7.249,1,0,7.116,7.116,1,11.705,11.705,11.705,0,0.0,19.705,0,0,0.0,0,0,0,12.075,58.259,0,7.434,6.46,4.284,4.284,3.333,3.333,5.333,3.333,4.46,4.46,9.392,2,0,103.14,11.492,2,6.969,6.706,102.542,0,3.884,3.884,11.69,11.69,3.165,3.165,87.131,20.664,14.758,0,0,0.6,2,2,22.059,17.866,1,17.441,16.1,7.999,19.237,0,0.024
7.886,1,1,0,4.248,4.248,4.248,7.248,1,0,6.969,6.969,1,11.705,11.705,11.705,0,0.0,19.705,0,0,0.0,0,0,0,5.029,58.259,0,7.434,5.98,4.284,4.284,3.333,3.333,5.333,3.333,3.98,3.98,3.851,2,0,73.219,7.039,2,6.252,2.647,102.542,0,3.8,3.8,9.399,9.399,3.165,3.165,48.186,20.554,6.188,0,0,0.641,2,2,21.95,17.752,1,7.336,6.825,7.444,19.121,0,0.021
6.939,1,1,0,4.275,4.275,4.275,7.275,1,0,7.001,7.001,1,11.883,11.883,11.883,0,0.0,19.883,0,0,0.0,0,0,0,6.285,76.27,0,7.535,5.987,4.297,4.297,3.348,3.348,5.348,3.348,3.987,3.987,4.95,3,0,76.27,13.978,3,6.348,3.573,120.621,0,3.954,3.954,9.753,9.753,3.175,3.175,30.82,20.732,7.602,0,0,0.709,3,3,22.137,17.917,1,8.913,8.32,7.428,19.297,0,0.024
6.674,1,1,0,4.275,4.275,4.275,7.275,1,0,7.001,7.001,1,11.883,11.883,11.883,0,0.0,19.883,0,0,0.0,0,0,0,6.285,76.27,0,7.535,5.987,4.297,4.297,3.348,3.348,5.348,3.348,3.987,3.987,4.95,3,0,76.27,13.298,3,6.348,3.573,120.621,0,3.954,3.954,9.753,9.753,3.175,3.175,32.346,20.732,7.602,0,0,0.703,3,3,22.137,17.917,1,8.913,8.32,7.428,19.297,0,0.024
8.47,1,1,0,4.237,4.237,4.237,7.237,1,0,6.94,6.94,1,11.561,11.561,11.561,0,0.0,19.561,0,0,0.51,0,0,0,6.601,29.283,0,6.88,5.968,4.282,4.282,3.32,3.32,5.32,3.32,3.968,3.968,5.161,3,0,29.283,15.428,3,6.198,3.692,84.844,0,3.697,3.697,9.154,9.154,3.188,3.188,48.353,20.513,8.029,1,0,0.721,3,3,21.894,17.732,0,9.452,8.839,7.427,19.077,0,0.022
8.09,1,1,0,4.237,4.237,4.237,7.237,1,0,6.94,6.94,1,11.561,11.561,11.561,0,0.0,19.561,0,0,0.51,0,0,0,6.601,75.237,0,6.88,5.968,4.282,4.282,3.32,3.32,5.32,3.32,3.968,3.968,5.161,3,0,29.283,19.267,3,6.349,3.692,84.844,0,3.702,3.702,9.486,9.486,3.188,3.188,47.907,20.523,8.029,1,0,0.731,3,3,21.903,17.746,0,9.452,8.839,7.426,19.09,1,0.022
6.475,1,1,0,4.251,4.251,4.251,7.251,1,0,7.0,7.0,1,11.87,11.87,11.87,0,0.0,19.87,0,0,0.0,0,0,0,5.029,94.641,0,7.789,5.986,4.295,4.295,3.345,3.345,5.345,3.345,3.986,3.986,3.851,2,0,94.641,10.613,2,6.254,2.647,143.944,0,3.983,3.983,9.418,9.418,3.173,3.173,54.628,20.778,6.188,0,1,0.679,2,2,22.171,17.983,1,7.336,6.825,7.411,19.351,0,0.019
5.311,1,1,0,4.099,4.099,4.099,6.778,1,1,7.039,7.039,1,11.948,11.948,11.948,0,0.0,19.948,0,0,0.0,0,0,0,5.029,39.82,0,6.629,5.872,4.284,4.284,3.336,3.336,5.336,3.336,3.987,3.987,3.851,2,0,39.82,0.177,2,6.133,2.647,92.17,0,3.093,3.093,8.555,8.555,3.161,3.161,16.786,19.78,6.188,0,0,0.749,2,2,21.179,16.984,0,7.336,6.825,7.411,18.369,1,0.0
8.31,1,1,0,4.241,4.241,4.241,7.241,1,0,7.001,7.001,1,11.881,11.881,11.881,0,22.0,19.881,0,0,0.8,0,0,0,6.601,29.283,0,6.88,5.988,4.305,4.305,3.345,3.345,5.345,3.345,3.988,3.988,5.161,3,0,29.283,9.01,3,6.232,3.692,106.844,0,3.702,3.702,9.303,9.303,3.205,3.205,44.852,20.483,8.029,1,0,0.789,3,3,21.868,17.696,0,9.452,8.839,7.427,19.043,0,0.019
7.88,0,0,0,4.828,4.828,4.828,7.828,0,0,6.85,6.85,0,11.418,11.418,11.418,0,0.0,18.933,0,0,0.0,0,0,0,0.0,84.295,0,7.322,5.285,4.218,4.218,3.273,3.273,5.273,3.273,3.285,3.285,0.0,0,2,84.295,5.247,0,6.152,0.0,51.949,0,3.895,3.895,9.084,9.084,3.091,3.091,15.143,22.105,0.0,0,1,0.927,0,0,23.661,18.998,0,0.0,0.0,5.078,20.537,0,0.016
-3.42,0,0,1,4.623,4.623,4.623,7.623,0,1,6.937,6.937,0,11.685,11.685,11.685,4,181.733,19.407,4,3,0.0,4,1,1,5.947,70.266,1,7.627,5.59,4.237,4.237,3.312,3.312,5.312,3.312,3.59,3.59,4.609,0,0,70.266,0.055,0,6.562,3.25,101.472,1,3.611,3.611,10.27,10.27,3.061,3.061,9.557,21.493,7.276,0,1,1.063,0,0,22.999,18.479,1,8.602,7.946,6.454,19.96,4,0.016
-3.49,0,0,1,4.581,4.581,4.581,7.581,0,1,6.948,6.948,0,11.683,11.683,11.683,2,96.367,19.438,2,2,0.0,2,1,1,6.251,103.164,1,8.097,5.872,4.244,4.244,3.317,3.317,5.317,3.317,3.872,3.872,4.75,1,1,103.164,2.951,1,6.614,3.201,125.082,1,3.39,3.39,10.427,10.427,3.073,3.073,12.662,21.331,7.721,0,0,1.012,1,1,22.841,18.312,1,9.171,8.576,6.494,19.807,4,0.022
-3.52,0,1,1,4.617,4.617,4.617,7.617,0,1,6.938,6.938,0,11.688,11.688,11.688,3,139.05,19.413,3,2,0.0,3,1,1,0.0,87.052,1,7.997,5.589,4.236,4.236,3.312,3.312,5.312,3.312,3.589,3.589,0.0,0,0,87.052,2.518,0,6.563,0.0,101.472,1,4.473,4.473,10.28,10.28,3.056,3.056,37.587,21.928,0.0,1,0,1.03,0,0,23.435,18.911,1,0.0,1.518,6.453,20.403,3,0.016
7.337,1,1,0,4.259,4.259,4.259,7.259,1,0,7.0,7.0,1,11.87,11.87,11.87,0,0.0,19.87,0,0,0.0,0,0,0,5.029,75.045,0,7.445,5.986,4.295,4.295,3.345,3.345,5.345,3.345,3.986,3.986,3.851,2,0,75.045,4.744,2,6.311,2.647,131.099,0,3.937,3.937,9.623,9.623,3.174,3.174,44.927,20.63,6.188,0,0,0.724,2,2,22.036,17.81,1,7.336,6.825,7.411,19.19,0,0.016
7.658,1,1,0,4.259,4.259,4.259,7.259,1,0,7.0,7.0,1,11.87,11.87,11.87,0,0.0,19.87,0,0,0.0,0,0,0,5.029,75.045,0,7.445,5.986,4.295,4.295,3.345,3.345,5.345,3.345,3.986,3.986,3.851,2,0,75.045,2.686,2,6.311,2.647,142.87,0,3.937,3.937,9.623,9.623,3.174,3.174,56.731,20.63,6.188,0,0,0.724,2,2,22.036,17.81,1,7.336,6.825,7.411,19.19,0,0.016
-2.16,0,1,1,4.619,4.619,4.619,7.619,0,1,6.939,6.939,0,11.693,11.693,11.693,3,139.05,19.423,3,2,0.0,3,1,1,6.248,151.017,1,7.997,5.621,4.238,4.238,3.314,3.314,5.314,3.314,3.621,3.621,4.75,1,0,105.063,20.805,1,6.566,3.201,113.311,1,4.499,4.499,10.316,10.316,3.059,3.059,80.41,22.001,7.714,1,0,0.965,1,1,23.498,19.004,1,9.16,8.557,6.498,20.478,3,0.015
7.377,1,1,0,4.251,4.251,4.251,7.251,1,0,7.0,7.0,1,11.87,11.87,11.87,0,0.0,19.87,0,0,0.0,0,0,0,5.029,77.856,0,7.789,5.986,4.295,4.295,3.345,3.345,5.345,3.345,3.986,3.986,3.851,2,0,77.856,17.25,2,6.254,2.647,122.139,0,3.983,3.983,9.418,9.418,3.173,3.173,55.057,20.778,6.188,0,0,0.658,2,2,22.171,17.983,1,7.336,6.825,7.411,19.351,0,0.019
-5.0,0,0,1,4.623,4.623,4.623,7.623,0,1,6.939,6.939,0,11.692,11.692,11.692,3,139.05,19.421,3,2,0.0,3,1,1,0.0,70.266,1,7.627,5.589,4.238,4.238,3.314,3.314,5.314,3.314,3.589,3.589,0.0,0,0,70.266,3.27,0,6.565,0.0,101.472,1,3.459,3.459,10.294,10.294,3.063,3.063,6.371,21.464,0.0,0,1,1.023,0,0,22.981,18.431,1,0.0,1.444,6.453,19.93,4,0.02
7.569,1,1,0,4.247,4.247,4.247,7.247,1,0,6.94,6.94,1,11.562,11.562,11.562,0,0.0,19.562,0,0,0.0,0,0,0,5.029,58.259,0,7.434,5.968,4.272,4.272,3.321,3.321,5.321,3.321,3.968,3.968,3.851,2,0,73.219,3.171,2,6.224,2.647,102.542,0,3.799,3.799,9.293,9.293,3.155,3.155,48.186,20.548,6.188,0,0,0.653,2,2,21.945,17.747,1,7.336,6.825,7.444,19.116,0,0.021
7.77,1,1,0,4.241,4.241,4.241,7.241,1,0,7.001,7.001,1,11.881,11.881,11.881,0,22.0,19.881,0,0,0.672,0,0,0,6.608,26.158,0,6.88,5.988,4.305,4.305,3.345,3.345,5.345,3.345,3.988,3.988,5.165,3,0,26.158,9.184,3,6.25,3.688,106.844,0,3.82,3.82,9.418,9.418,3.205,3.205,45.342,20.591,8.037,1,0,0.772,3,3,21.974,17.804,0,9.463,8.848,7.427,19.156,0,0.016
7.69,1,1,0,4.241,4.241,4.241,7.241,2,0,7.001,7.001,1,11.881,11.881,11.881,0,0.0,19.881,0,0,0.526,0,0,0,7.53,29.283,0,6.88,5.987,4.305,4.305,3.345,3.345,5.345,3.345,3.987,3.987,5.961,4,0,29.283,23.192,4,6.232,4.35,109.989,0,3.702,3.702,9.302,9.302,3.205,3.205,55.214,20.477,9.083,1,0,0.733,4,4,21.86,17.693,0,10.631,9.949,7.433,19.037,0,0.018
7.511,1,1,0,4.275,4.275,4.275,7.275,1,0,7.001,7.001,1,11.883,11.883,11.883,0,0.0,19.883,0,0,0.0,0,0,0,6.285,76.27,0,7.535,5.987,4.297,4.297,3.348,3.348,5.348,3.348,3.987,3.987,4.95,3,0,91.23,11.33,3,6.348,3.573,120.621,0,3.954,3.954,9.753,9.753,3.175,3.175,38.281,20.732,7.602,0,0,0.656,3,3,22.137,17.917,1,8.913,8.32,7.445,19.297,0,0.024
7.531,1,1,0,4.275,4.275,4.275,7.275,1,0,7.001,7.001,1,11.883,11.883,11.883,0,0.0,19.883,0,0,0.0,0,0,0,6.285,76.27,0,7.535,5.987,4.297,4.297,3.348,3.348,5.348,3.348,3.987,3.987,4.95,3,0,76.27,9.989,3,6.348,3.573,120.621,0,3.954,3.954,9.753,9.753,3.175,3.175,29.16,20.699,7.602,0,0,0.706,3,3,22.106,17.878,1,8.913,8.32,7.428,19.26,0,0.023
6.851,1,2,0,4.24,4.24,4.24,6.983,1,0,7.002,7.002,1,11.881,11.881,11.881,0,0.0,19.881,0,0,0.0,0,1,0,5.029,73.146,0,7.322,5.988,4.297,4.297,3.347,3.347,5.347,3.347,3.988,3.988,3.851,2,0,73.146,2.572,2,6.236,2.647,102.542,0,3.63,3.63,9.315,9.315,3.175,3.175,45.682,20.349,6.188,0,0,0.74,2,2,21.768,17.515,0,7.336,6.825,7.411,18.915,0,0.023
7.509,1,1,0,4.251,4.251,4.251,7.251,1,0,7.002,7.002,1,11.882,11.882,11.882,0,0.0,19.882,0,0,0.0,0,0,0,5.029,58.259,0,7.434,5.988,4.298,4.298,3.348,3.348,5.348,3.348,3.988,3.988,3.851,2,0,73.219,12.951,2,6.258,2.647,102.542,0,3.802,3.802,9.428,9.428,3.176,3.176,43.102,20.562,6.188,0,0,0.633,2,2,21.959,17.759,1,7.336,6.825,7.444,19.129,0,0.021
-5.31,0,0,1,4.588,4.588,4.588,7.588,0,1,6.931,6.931,0,11.65,11.65,11.65,3,139.05,19.375,3,2,0.0,3,1,1,0.0,70.266,1,7.627,5.586,4.226,4.226,3.302,3.302,5.302,3.302,3.586,3.586,0.0,0,0,70.266,0.077,0,6.553,0.0,95.233,1,3.498,3.498,10.234,10.234,3.05,3.05,33.429,21.369,0.0,0,0,1.056,0,0,22.873,18.358,1,0.0,1.444,6.453,19.84,3,0.016
8.28,1,1,0,4.237,4.237,4.237,7.237,1,0,6.94,6.94,1,11.561,11.561,11.561,0,0.0,19.561,0,0,0.51,0,0,0,6.601,29.283,0,6.88,5.968,4.282,4.282,3.32,3.32,5.32,3.32,3.968,3.968,5.161,3,0,29.283,10.65,3,6.198,3.692,84.844,0,3.697,3.697,9.154,9.154,3.188,3.188,44.852,20.47,8.029,1,0,0.74,3,3,21.853,17.683,0,9.452,8.839,7.427,19.029,0,0.021
8.2,1,1,0,4.237,4.237,4.237,7.237,1,0,6.94,6.94,1,11.561,11.561,11.561,0,0.0,19.561,0,0,0.51,0,0,0,6.601,29.283,0,6.88,5.968,4.282,4.282,3.32,3.32,5.32,3.32,3.968,3.968,5.161,3,0,29.283,15.428,3,6.451,3.692,84.844,0,3.839,3.839,9.941,9.941,3.188,3.188,48.353,20.591,8.029,1,0,0.721,3,3,21.974,17.806,0,9.452,8.839,7.427,19.157,0,0.021
5.62,0,0,0,4.838,4.838,4.838,7.838,0,0,6.932,6.932,0,11.737,11.737,11.737,0,0.0,19.348,0,0,0.0,0,0,0,0.125,54.522,0,7.322,5.373,4.256,4.256,3.314,3.314,5.314,3.314,3.373,3.373,0.188,0,0,54.522,15.187,0,6.224,0.268,51.949,0,3.896,3.896,9.157,9.157,3.119,3.119,18.268,22.135,0.082,0,1,0.819,0,0,23.693,19.026,0,0.054,0.066,5.016,20.566,0,0.019
-2.96,0,0,1,4.617,4.617,4.617,7.617,0,1,6.931,6.931,0,11.646,11.646,11.646,4,181.733,19.357,4,3,0.0,4,1,1,5.947,85.153,1,7.627,5.589,4.232,4.232,3.308,3.308,5.308,3.308,3.589,3.589,4.609,0,1,85.153,0.103,0,6.542,3.25,83.461,1,3.611,3.611,10.173,10.173,3.055,3.055,9.557,21.476,7.276,0,1,1.088,0,0,22.982,18.465,1,8.602,7.946,6.454,19.945,4,0.017
6.0,0,0,1,4.86,4.86,4.86,7.86,1,0,6.883,6.883,0,11.574,11.574,11.574,0,0.0,19.137,0,0,0.0,0,0,0,4.464,122.645,0,7.796,5.576,4.249,4.249,3.306,3.306,5.306,3.306,3.576,3.576,3.407,1,0,122.645,8.74,1,6.186,2.324,110.543,0,4.337,4.337,9.239,9.239,3.121,3.121,25.68,22.386,5.504,0,2,0.83,1,1,23.93,19.306,1,6.531,6.091,5.272,20.829,0,0.017
5.6,0,0,0,4.832,4.832,4.832,7.832,0,0,6.871,6.871,1,11.525,11.525,11.525,0,0.0,19.072,0,0,0.0,0,0,0,0.0,69.409,0,7.627,5.583,4.233,4.233,3.288,3.288,5.288,3.288,3.583,3.583,0.0,1,0,69.409,10.35,1,6.154,0.0,81.799,0,3.896,3.896,9.085,9.085,3.105,3.105,24.651,22.141,0.0,0,1,0.824,1,1,23.692,19.047,0,0.0,1.599,5.244,20.578,0,0.015
6.3,0,0,0,4.832,4.832,4.832,7.832,0,0,6.87,6.87,0,11.522,11.522,11.522,0,0.0,19.066,0,0,0.0,0,0,0,5.75,69.409,0,7.322,5.605,4.23,4.23,3.286,3.286,5.286,3.286,3.605,3.605,4.409,1,0,69.409,18.601,1,6.153,3.032,81.799,0,3.896,3.896,9.084,9.084,3.102,3.102,18.329,22.128,7.068,0,1,0.744,1,1,23.68,19.03,0,8.374,7.771,5.243,20.56,0,0.015
5.775,1,1,0,4.241,4.241,4.241,7.241,1,0,7.001,7.001,1,11.881,11.881,11.881,0,0.0,19.881,0,0,0.0,0,0,0,5.029,76.202,0,7.434,5.987,4.295,4.295,3.345,3.345,5.345,3.345,3.987,3.987,3.851,2,0,76.202,19.663,2,6.232,2.647,115.51,0,3.994,3.994,9.333,9.333,3.174,3.174,72.79,20.752,6.188,0,1,0.754,2,2,22.136,17.965,0,7.336,6.837,7.411,19.318,0,0.017
