pXC50,TPSA.Tot.,CATS2D_05_LL,nS,SpMax1_Bh.s.,CATS2D_06_LL,CATS2D_07_LL,Eta_alpha_A,P_VSA_s_6,GATS4e,SpMax1_Bh.m.,X1A,CATS2D_04_AL,PCR,Eig02_AEA.dm.,SaaS,JGI3,AMW,Eig01_AEA.dm.,SpMax_AEA.dm.,NaaS,PCD,MATS1i,P_VSA_e_3,P_VSA_i_4,GATS4i,MATS4p,SpDiam_AEA.dm.,SpMAD_AEA.bo.,P_VSA_i_1,P_VSA_MR_8,nHet,MATS6p,P_VSA_m_4,P_VSA_s_3,RBF,CATS2D_06_PL,nHM,CATS2D_02_AP,CATS2D_04_PL,CATS2D_05_PL,Eta_B_A,nCONN,NdS,S.108,SdS,SsNH2,GATS4v,GATS1e,GATS7m,AAC,AECC,ALOGP,ALOGP2,AMR,ARR,ATS1e,ATS1i,ATS1m,ATS1p,ATS1s,ATS1v,ATS2e
8.222,73.71,4,1,8.201,9,8,0.502,148.861,0.961,4.056,0.439,8,1.35,3.314,0.0,0.037,9.538,3.89,3.89,0,2.377,0.088,52.562,67.522,0.999,-0.095,5.89,1.539,45.192,45.192,6,0.075,84.341,24.569,0.054,4,2,1,2,3,0.029,1,1,1,5.092,5.784,1.092,0.601,1.5,1.79,9.0,4.311,18.584,90.392,0.5,3.672,3.781,3.445,3.324,4.879,3.289,4.157
7.0,65.52,3,1,4.994,3,3,0.512,72.597,1.199,4.228,0.448,4,1.539,2.934,1.525,0.025,9.51,2.953,2.953,1,3.57,0.115,51.337,51.337,1.157,-0.006,4.953,1.479,31.278,31.278,5,-0.11,70.426,44.407,0.114,0,2,0,0,0,0.017,0,0,0,0.0,0.0,1.022,0.637,1.144,1.657,10.857,4.893,23.937,90.656,0.739,3.607,3.705,3.445,3.327,4.789,3.265,4.029
8.268,19.03,2,0,5.431,2,1,0.483,39.088,1.098,3.904,0.479,1,1.241,2.51,0.0,0.06,6.677,3.172,3.172,0,1.148,-0.302,19.91,19.91,1.05,-0.09,5.069,1.532,0.0,0.0,2,-0.068,0.0,7.619,0.125,0,0,0,0,0,0.021,0,0,0,0.0,0.0,1.045,1.188,0.573,1.325,5.583,2.73,7.453,51.58,0.417,3.229,3.377,2.698,2.744,4.393,2.7,3.67
8.222,25.24,1,0,7.428,3,6,0.483,25.145,1.72,4.107,0.442,6,1.442,3.081,0.0,0.061,7.138,3.72,3.72,0,2.941,-0.222,5.023,5.023,1.147,-0.113,5.72,1.528,0.0,0.0,3,-0.094,0.0,17.47,0.073,0,0,0,0,0,0.024,0,0,0,0.0,0.0,1.047,0.693,0.952,1.385,8.667,3.618,13.092,84.905,0.696,3.743,3.865,3.29,3.334,4.826,3.296,4.256
5.796,27.82,1,0,4.972,2,5,0.489,0.0,1.135,4.076,0.448,0,1.453,2.727,0.0,0.037,6.767,3.047,3.047,0,2.94,0.026,34.796,34.796,1.096,-0.099,5.047,1.451,0.0,0.0,2,-0.005,0.0,17.405,0.128,0,0,0,0,0,0.013,0,0,0,0.0,0.0,1.043,1.188,0.891,1.249,9.632,3.857,14.879,79.637,0.762,3.686,3.82,3.187,3.298,4.69,3.244,4.192
6.0,41.9,9,0,7.427,16,14,0.487,91.956,1.296,4.031,0.447,12,1.338,3.263,0.0,0.033,7.973,3.792,3.792,0,2.352,-0.03,19.665,19.665,1.204,-0.148,5.792,1.496,0.0,0.0,5,0.044,39.149,27.646,0.089,0,1,0,0,0,0.023,0,0,0,0.0,0.0,1.098,0.622,1.056,1.579,9.625,4.067,16.539,94.599,0.462,3.849,3.956,3.478,3.437,4.958,3.404,4.377
5.0,27.82,2,0,4.975,4,7,0.488,0.0,1.389,4.078,0.443,0,1.478,2.675,0.0,0.035,7.171,3.054,3.054,0,3.034,0.038,34.796,34.796,1.039,-0.068,5.054,1.473,0.0,0.0,2,0.025,0.0,12.336,0.091,0,0,0,0,0,0.015,0,0,0,0.0,0.0,1.035,1.194,0.892,1.28,8.0,3.807,14.494,71.828,0.842,3.53,3.658,3.085,3.159,4.59,3.118,4.001
5.0,27.82,3,0,4.973,4,8,0.489,0.0,1.3,4.078,0.444,0,1.453,3.007,0.0,0.044,6.767,3.124,3.124,0,2.94,0.026,34.796,34.796,1.112,-0.133,5.124,1.483,0.0,0.0,2,0.023,0.0,12.765,0.103,0,0,0,0,0,0.018,0,0,0,0.0,0.0,1.085,1.188,0.861,1.249,8.789,3.914,15.316,79.301,0.762,3.686,3.82,3.187,3.298,4.7,3.244,4.192
8.0,16.96,2,0,4.936,4,7,0.489,0.0,1.302,4.099,0.442,1,1.472,2.679,0.0,0.053,6.951,3.258,3.258,0,3.048,-0.108,19.91,19.91,1.244,-0.282,5.258,1.493,0.0,0.0,2,0.099,0.0,12.336,0.083,0,0,0,0,0,0.018,0,0,0,0.0,0.0,1.228,1.099,0.952,1.264,8.0,4.013,16.104,76.725,0.8,3.611,3.741,3.144,3.222,4.648,3.176,4.106
7.137,19.03,2,0,4.97,2,4,0.49,0.0,1.079,4.078,0.448,2,1.432,2.76,0.0,0.047,6.475,3.092,3.092,0,2.856,-0.096,19.91,19.91,0.987,0.0,5.092,1.468,0.0,0.0,2,0.109,0.0,19.94,0.133,0,0,0,0,0,0.017,0,0,0,0.0,0.0,0.947,1.104,1.173,1.221,10.333,4.849,23.517,89.533,0.696,3.821,3.958,3.285,3.413,4.788,3.351,4.355
6.886,44.89,2,0,7.429,4,7,0.48,25.145,1.508,4.085,0.441,3,1.469,2.89,0.0,0.041,7.876,3.583,3.583,0,3.009,0.044,34.796,34.796,1.022,-0.024,5.583,1.499,0.0,0.0,3,-0.009,0.0,14.935,0.063,0,0,0,0,0,0.019,0,0,0,0.0,0.0,0.96,0.771,1.193,1.453,7.889,3.2,10.237,70.277,0.8,3.514,3.626,3.137,3.146,4.681,3.126,3.963
5.678,27.82,1,0,4.972,3,6,0.489,0.0,1.349,4.077,0.446,0,1.465,2.759,0.0,0.039,6.951,3.05,3.05,0,2.986,0.031,34.796,34.796,1.041,-0.042,5.05,1.462,0.0,0.0,2,0.066,0.0,14.871,0.111,0,0,0,0,0,0.014,0,0,0,0.0,0.0,0.993,1.19,0.975,1.264,8.833,3.536,12.504,74.883,0.8,3.611,3.742,3.137,3.231,4.641,3.183,4.102
5.0,27.82,4,0,4.971,3,4,0.49,0.0,1.202,4.076,0.453,0,1.432,2.719,0.0,0.034,6.475,3.047,3.047,0,2.856,0.019,34.796,34.796,1.007,-0.04,5.047,1.434,0.0,0.0,2,-0.055,0.0,22.474,0.156,0,0,0,0,0,0.012,0,0,0,0.0,0.0,0.996,1.188,0.989,1.221,11.238,4.77,22.75,88.839,0.696,3.821,3.96,3.279,3.421,4.782,3.357,4.349
7.222,19.03,3,0,4.97,4,8,0.49,0.0,1.133,4.079,0.443,3,1.304,2.966,0.0,0.057,5.88,3.199,3.199,0,1.989,-0.107,19.91,19.91,1.059,-0.069,5.199,1.499,0.0,0.0,2,0.038,0.0,22.252,0.083,0,0,0,0,0,0.022,0,0,0,0.0,0.0,1.014,1.126,0.926,1.192,8.7,5.055,25.551,85.728,0.455,3.88,4.029,3.259,3.43,4.72,3.353,4.487
7.155,36.1,1,0,7.428,3,6,0.482,25.145,1.869,4.086,0.443,5,1.446,2.916,0.0,0.048,7.343,3.693,3.693,0,2.92,-0.102,19.91,19.91,0.988,0.046,5.693,1.515,0.0,0.0,3,0.083,0.0,17.47,0.079,0,0,0,0,0,0.022,0,0,0,0.0,0.0,0.921,0.73,1.27,1.406,8.65,3.412,11.644,80.009,0.727,3.672,3.792,3.24,3.278,4.778,3.245,4.166
6.114,36.1,3,0,7.428,4,8,0.483,25.145,1.51,4.087,0.442,6,1.306,2.955,0.0,0.054,6.321,3.722,3.722,0,2.024,-0.106,19.91,19.91,1.071,-0.074,5.722,1.519,0.0,0.0,3,0.045,0.0,24.851,0.064,0,0,0,0,0,0.024,0,0,0,0.0,0.0,1.019,0.743,1.118,1.334,8.619,4.395,19.318,85.559,0.435,3.869,4.007,3.303,3.42,4.8,3.359,4.463
7.921,36.1,3,0,7.428,4,8,0.483,25.145,1.51,4.087,0.442,6,1.306,2.955,0.0,0.054,6.321,3.722,3.722,0,2.024,-0.106,19.91,19.91,1.071,-0.074,5.722,1.519,0.0,0.0,3,0.045,0.0,24.851,0.064,0,0,0,0,0,0.024,0,0,0,0.0,0.0,1.019,0.743,1.118,1.334,8.619,4.395,19.318,85.559,0.435,3.869,4.007,3.303,3.42,4.8,3.359,4.463
5.009,8.17,3,0,4.93,4,8,0.49,0.0,1.123,4.1,0.442,4,1.304,3.064,0.0,0.065,5.806,3.308,3.308,0,2.024,-0.209,5.023,5.023,1.181,-0.157,5.308,1.505,0.0,0.0,2,-0.031,0.0,22.252,0.078,0,0,0,0,0,0.024,0,0,0,0.0,0.0,1.122,1.053,0.898,1.18,8.714,5.261,27.675,90.624,0.435,3.938,4.087,3.309,3.478,4.771,3.399,4.553
7.268,25.24,3,0,7.428,4,8,0.483,25.145,1.44,4.108,0.441,7,1.306,3.106,0.0,0.065,6.218,3.746,3.746,0,2.059,-0.209,5.023,5.023,1.185,-0.155,5.746,1.527,0.0,0.0,3,-0.032,0.0,24.851,0.06,0,0,0,0,0,0.026,0,0,0,0.0,0.0,1.102,0.71,1.049,1.316,8.636,4.601,21.17,90.456,0.417,3.927,4.066,3.351,3.469,4.847,3.405,4.531
7.187,8.17,3,0,4.93,4,8,0.49,0.0,1.123,4.1,0.442,4,1.304,3.064,0.0,0.065,5.806,3.308,3.308,0,2.024,-0.209,5.023,5.023,1.181,-0.157,5.308,1.505,0.0,0.0,2,-0.031,0.0,22.252,0.078,0,0,0,0,0,0.024,0,0,0,0.0,0.0,1.122,1.053,0.898,1.18,8.714,5.261,27.675,90.624,0.435,3.938,4.087,3.309,3.478,4.771,3.399,4.553
7.357,25.24,2,0,7.428,2,4,0.484,25.145,1.643,4.106,0.447,5,1.423,3.071,0.0,0.057,6.81,3.713,3.713,0,2.865,-0.202,5.023,5.023,1.16,-0.153,5.713,1.506,0.0,0.0,3,-0.032,0.0,22.539,0.106,0,0,0,0,0,0.022,0,0,0,0.0,0.0,1.102,0.701,1.002,1.346,10.304,4.396,19.322,94.261,0.64,3.871,3.999,3.374,3.453,4.907,3.403,4.404
5.658,44.89,4,0,7.429,3,4,0.483,25.145,1.458,4.083,0.451,2,1.425,2.883,0.0,0.035,6.962,3.568,3.568,0,2.84,0.022,34.796,34.796,1.015,-0.044,5.568,1.464,0.0,0.0,3,-0.062,0.0,25.073,0.136,0,0,0,0,0,0.016,0,0,0,0.0,0.0,1.004,0.776,1.162,1.365,11.182,4.44,19.714,89.069,0.667,3.809,3.936,3.322,3.411,4.858,3.363,4.322
5.0,36.1,4,0,7.428,3,4,0.484,25.145,1.719,4.086,0.449,4,1.416,2.902,0.0,0.044,6.81,3.685,3.685,0,2.803,-0.091,19.91,19.91,1.016,-0.028,5.685,1.477,0.0,0.0,3,-0.007,0.0,25.073,0.128,0,0,0,0,0,0.019,0,0,0,0.0,0.0,0.993,0.74,1.109,1.346,11.087,4.646,21.585,93.965,0.64,3.871,4.0,3.368,3.46,4.903,3.409,4.399
8.222,8.17,2,0,4.933,4,7,0.489,0.0,1.161,4.101,0.441,3,1.46,2.993,0.0,0.061,6.767,3.299,3.299,0,3.003,-0.233,5.023,5.023,1.246,-0.251,5.299,1.516,0.0,0.0,2,-0.023,0.0,12.336,0.077,0,0,0,0,0,0.022,0,0,0,0.0,0.0,1.196,1.012,0.868,1.249,7.947,4.367,19.066,80.96,0.762,3.687,3.817,3.199,3.281,4.703,3.23,4.202
9.036,36.1,2,0,7.428,2,4,0.483,25.145,1.763,4.086,0.447,4,1.425,2.902,0.0,0.045,6.962,3.685,3.685,0,2.84,-0.094,19.91,19.91,1.022,-0.033,5.685,1.494,0.0,0.0,3,0.121,0.0,22.539,0.114,0,0,0,0,0,0.02,0,0,0,0.0,0.0,1.002,0.736,1.189,1.365,10.273,4.19,17.554,89.364,0.667,3.809,3.935,3.327,3.403,4.863,3.357,4.327
8.398,36.1,1,0,7.428,2,5,0.483,25.145,1.757,4.086,0.445,5,1.435,2.904,0.0,0.042,7.138,3.685,3.685,0,2.879,-0.098,19.91,19.91,1.099,-0.082,5.685,1.497,0.0,0.0,3,0.006,0.0,20.004,0.098,0,0,0,0,0,0.021,0,0,0,0.0,0.0,1.04,0.733,1.147,1.385,9.429,3.734,13.94,84.763,0.696,3.743,3.866,3.284,3.342,4.821,3.303,4.25
8.301,44.89,2,0,7.429,2,4,0.483,25.145,1.507,4.083,0.449,2,1.435,2.884,0.0,0.036,7.138,3.568,3.568,0,2.879,0.026,34.796,34.796,1.025,-0.054,5.568,1.468,0.0,0.0,3,0.005,0.0,22.539,0.122,0,0,0,0,0,0.016,0,0,0,0.0,0.0,1.016,0.773,1.064,1.385,10.381,3.984,15.871,84.468,0.696,3.743,3.867,3.279,3.351,4.816,3.309,4.244
6.77,44.89,1,0,7.429,2,5,0.482,25.145,1.502,4.084,0.447,2,1.446,2.884,0.0,0.038,7.343,3.568,3.568,0,2.92,0.031,34.796,34.796,1.117,-0.115,5.568,1.481,0.0,0.0,3,0.052,0.0,20.004,0.105,0,0,0,0,0,0.017,0,0,0,0.0,0.0,1.064,0.771,1.093,1.406,9.55,3.528,12.445,79.867,0.727,3.672,3.793,3.234,3.287,4.773,3.252,4.16
8.155,8.17,1,0,4.93,2,5,0.49,0.0,0.962,4.099,0.445,4,1.438,2.821,0.0,0.054,6.475,3.279,3.279,0,2.919,-0.211,5.023,5.023,1.202,-0.176,5.279,1.49,0.0,0.0,2,-0.169,0.0,17.405,0.111,0,0,0,0,0,0.021,0,0,0,0.0,0.0,1.114,1.021,0.866,1.221,9.524,4.599,21.152,89.829,0.696,3.822,3.957,3.29,3.405,4.793,3.344,4.36
7.051,8.17,2,0,4.93,2,4,0.491,0.0,1.058,4.099,0.447,3,1.429,2.773,0.0,0.057,6.358,3.278,3.278,0,2.88,-0.201,5.023,5.023,1.134,-0.13,5.278,1.479,0.0,0.0,2,-0.031,0.0,19.94,0.125,0,0,0,0,0,0.02,0,0,0,0.0,0.0,1.08,1.026,1.001,1.209,10.364,5.055,25.556,94.43,0.667,3.883,4.02,3.333,3.462,4.836,3.397,4.43
6.0,25.24,4,0,7.428,3,4,0.485,25.145,1.611,4.106,0.449,5,1.414,3.071,0.0,0.056,6.676,3.713,3.713,0,2.829,-0.193,5.023,5.023,1.146,-0.137,5.713,1.49,0.0,0.0,3,-0.129,0.0,25.073,0.12,0,0,0,0,0,0.021,0,0,0,0.0,0.0,1.088,0.705,0.962,1.329,11.125,4.852,23.541,98.862,0.615,3.93,4.059,3.413,3.507,4.945,3.453,4.471
8.0,19.03,2,0,4.972,4,7,0.489,0.0,1.211,4.08,0.441,2,1.465,2.921,0.0,0.051,6.951,3.164,3.164,0,2.986,-0.108,19.91,19.91,1.072,-0.08,5.164,1.503,0.0,0.0,2,0.089,0.0,12.336,0.083,0,0,0,0,0,0.019,0,0,0,0.0,0.0,1.033,1.099,0.952,1.264,7.944,4.161,17.311,76.063,0.8,3.611,3.741,3.144,3.222,4.649,3.176,4.106
7.222,19.03,1,0,4.971,3,6,0.489,0.0,1.131,4.079,0.443,3,1.453,2.892,0.0,0.056,6.767,3.118,3.118,0,2.94,-0.104,19.91,19.91,0.948,0.081,5.118,1.487,0.0,0.0,2,0.061,0.0,14.871,0.103,0,0,0,0,0,0.019,0,0,0,0.0,0.0,0.861,1.1,1.042,1.249,8.737,4.072,16.581,80.177,0.762,3.686,3.819,3.193,3.29,4.697,3.237,4.198
5.143,8.17,1,0,4.931,3,6,0.49,0.0,1.099,4.1,0.443,4,1.449,2.93,0.0,0.065,6.61,3.284,3.284,0,2.959,-0.222,5.023,5.023,1.115,-0.087,5.284,1.498,0.0,0.0,2,-0.096,0.0,14.871,0.095,0,0,0,0,0,0.022,0,0,0,0.0,0.0,1.023,1.016,0.803,1.234,8.75,4.278,18.3,85.074,0.727,3.756,3.89,3.246,3.345,4.749,3.289,4.285
9.0,19.03,1,0,4.97,2,5,0.49,0.0,0.98,4.078,0.446,3,1.442,2.804,0.0,0.044,6.61,3.095,3.095,0,2.897,-0.1,19.91,19.91,1.053,-0.037,5.095,1.477,0.0,0.0,2,-0.034,0.0,17.405,0.119,0,0,0,0,0,0.018,0,0,0,0.0,0.0,0.973,1.102,1.004,1.234,9.5,4.393,19.3,84.932,0.727,3.756,3.891,3.24,3.353,4.744,3.296,4.279
5.0,34.03,2,0,7.429,4,7,0.481,25.145,1.325,4.106,0.441,4,1.464,3.046,0.0,0.061,7.585,3.622,3.622,0,3.026,-0.105,19.91,19.91,1.217,-0.237,5.622,1.516,0.0,0.0,3,0.098,0.0,14.935,0.057,0,0,0,0,0,0.022,0,0,0,0.0,0.0,1.123,0.729,1.187,1.429,7.895,3.406,11.597,75.174,0.762,3.596,3.712,3.193,3.209,4.734,3.183,4.072
8.456,36.1,2,0,7.428,4,7,0.481,25.145,1.832,4.088,0.441,5,1.457,2.925,0.0,0.053,7.585,3.717,3.717,0,2.963,-0.105,19.91,19.91,1.1,-0.105,5.717,1.522,0.0,0.0,3,0.091,0.0,14.935,0.057,0,0,0,0,0,0.022,0,0,0,0.0,0.0,1.046,0.729,1.187,1.429,7.842,3.406,11.597,75.174,0.762,3.596,3.712,3.193,3.209,4.734,3.183,4.072
7.824,25.24,2,0,7.428,4,7,0.482,25.145,1.654,4.109,0.44,6,1.452,3.094,0.0,0.065,7.343,3.742,3.742,0,2.982,-0.234,5.023,5.023,1.264,-0.266,5.742,1.537,0.0,0.0,3,-0.032,0.0,14.935,0.053,0,0,0,0,0,0.025,0,0,0,0.0,0.0,1.173,0.69,1.027,1.406,7.85,3.611,13.042,80.07,0.727,3.673,3.79,3.246,3.269,4.784,3.238,4.17
7.523,44.89,1,0,7.429,3,6,0.481,25.145,1.647,4.084,0.444,2,1.457,2.888,0.0,0.034,7.585,3.572,3.572,0,2.963,0.036,34.796,34.796,1.062,-0.054,5.572,1.489,0.0,0.0,3,0.089,0.0,17.47,0.086,0,0,0,0,0,0.018,0,0,0,0.0,0.0,1.013,0.771,1.299,1.429,8.737,3.207,10.282,75.112,0.762,3.596,3.713,3.187,3.219,4.727,3.191,4.067
4.12,32.67,11,0,7.427,16,17,0.483,41.808,1.615,3.973,0.445,11,1.343,3.258,0.0,0.035,6.962,3.791,3.791,0,2.317,0.019,19.665,19.665,1.143,-0.075,5.791,1.506,0.0,0.0,3,-0.054,0.0,22.087,0.068,0,0,0,0,0,0.022,0,0,0,0.0,0.0,1.012,0.534,1.115,1.365,8.318,3.905,15.249,88.372,0.5,3.806,3.93,3.328,3.412,4.862,3.361,4.335
4.71,41.9,10,0,7.427,15,15,0.477,52.808,1.38,3.972,0.449,12,1.34,3.259,0.0,0.033,7.172,3.791,3.791,0,2.33,-0.031,19.665,19.665,1.194,-0.114,5.791,1.491,0.0,0.0,4,0.019,0.0,24.145,0.089,0,0,0,0,0,0.019,0,0,0,0.0,0.0,1.076,0.654,1.093,1.446,9.087,3.402,11.576,89.794,0.48,3.843,3.957,3.386,3.409,4.933,3.376,4.369
6.7,32.67,9,0,7.427,17,14,0.503,120.105,1.392,4.05,0.443,11,1.341,3.264,0.0,0.035,8.904,3.792,3.792,0,2.337,0.024,19.665,19.665,1.165,-0.135,5.792,1.511,0.0,0.0,5,0.0,78.297,25.903,0.073,0,2,0,0,0,0.026,0,0,0,0.0,0.0,1.05,0.499,1.084,1.617,9.043,4.748,22.54,92.94,0.48,3.755,3.858,3.479,3.411,4.87,3.366,4.277
5.0,32.67,10,0,8.201,16,16,0.475,56.768,1.178,3.979,0.443,11,1.341,3.262,0.0,0.035,7.39,3.791,3.791,0,2.337,0.009,19.665,34.625,0.996,-0.072,5.791,1.511,0.0,0.0,4,-0.055,0.0,31.208,0.068,0,0,0,0,0,0.026,0,0,0,0.0,0.0,1.034,0.494,1.103,1.501,9.043,4.111,16.896,88.588,0.48,3.818,3.937,3.38,3.41,4.937,3.375,4.349
5.25,32.67,11,0,7.427,16,17,0.483,41.808,1.615,3.973,0.445,11,1.343,3.258,0.0,0.035,6.962,3.791,3.791,0,2.317,0.019,19.665,19.665,1.143,-0.075,5.791,1.506,0.0,0.0,3,-0.032,0.0,22.087,0.068,0,0,0,0,0,0.022,0,0,0,0.0,0.0,1.012,0.534,1.173,1.365,8.5,3.905,15.249,88.372,0.5,3.806,3.93,3.328,3.412,4.862,3.361,4.335
5.0,32.67,10,0,7.427,17,15,0.493,80.957,1.41,4.032,0.443,11,1.341,3.262,0.0,0.035,7.782,3.792,3.792,0,2.337,0.02,19.665,19.665,1.153,-0.103,5.792,1.511,0.0,0.0,4,-0.04,39.149,25.588,0.068,0,1,0,0,0,0.026,0,0,0,0.0,0.0,1.032,0.508,1.137,1.501,9.043,4.569,20.879,93.177,0.48,3.814,3.929,3.426,3.44,4.889,3.39,4.344
6.0,32.67,9,0,8.203,15,14,0.465,71.728,1.117,3.978,0.443,11,1.341,3.264,0.0,0.035,8.061,3.792,3.792,0,2.337,0.004,19.665,49.585,0.919,-0.054,5.792,1.511,0.0,0.0,5,-0.021,0.0,37.144,0.073,0,0,0,0,0,0.026,0,0,0,0.0,0.0,1.039,0.49,1.098,1.617,9.043,3.83,14.667,83.763,0.48,3.764,3.875,3.391,3.348,4.965,3.335,4.288
4.13,41.9,10,0,7.427,16,15,0.478,52.808,1.308,3.978,0.447,12,1.338,3.261,0.0,0.033,7.01,3.791,3.791,0,2.352,-0.031,19.665,19.665,1.192,-0.121,5.791,1.496,0.0,0.0,4,0.008,0.0,27.331,0.083,0,0,0,0,0,0.023,0,0,0,0.0,0.0,1.09,0.656,1.153,1.425,9.625,3.889,15.121,94.835,0.462,3.903,4.021,3.424,3.466,4.976,3.427,4.437
5.92,32.67,9,0,8.201,16,14,0.484,95.917,1.214,4.031,0.443,11,1.341,3.264,0.0,0.035,8.482,3.792,3.792,0,2.337,0.011,19.665,34.625,1.001,-0.094,5.792,1.511,0.0,0.0,5,0.007,39.149,31.523,0.073,0,1,0,0,0,0.026,0,0,0,0.0,0.0,1.044,0.493,1.058,1.669,9.043,4.289,18.393,88.352,0.48,3.76,3.866,3.436,3.38,4.919,3.35,4.283
6.07,32.67,10,0,7.427,17,16,0.493,80.957,1.41,4.031,0.443,11,1.341,3.262,0.0,0.035,7.782,3.791,3.791,0,2.337,0.02,19.665,19.665,1.153,-0.103,5.791,1.511,0.0,0.0,4,-0.032,39.149,25.588,0.068,0,1,0,0,0,0.026,0,0,0,0.0,0.0,1.032,0.508,1.043,1.501,9.043,4.569,20.879,93.177,0.48,3.814,3.929,3.426,3.44,4.889,3.39,4.344
6.09,32.67,10,0,8.201,15,16,0.474,56.768,1.251,3.973,0.445,11,1.343,3.26,0.0,0.035,7.599,3.791,3.791,0,2.317,0.01,19.665,34.625,0.996,-0.057,5.791,1.506,0.0,0.0,4,-0.022,0.0,28.023,0.073,0,0,0,0,0,0.022,0,0,0,0.0,0.0,1.012,0.492,1.101,1.528,8.5,3.624,13.136,83.547,0.5,3.752,3.868,3.339,3.35,4.893,3.321,4.274
4.2,41.9,10,0,7.427,15,16,0.477,52.808,1.38,3.972,0.449,12,1.34,3.259,0.0,0.033,7.172,3.791,3.791,0,2.33,-0.031,19.665,19.665,1.194,-0.114,5.791,1.491,0.0,0.0,4,0.022,0.0,24.145,0.089,0,0,0,0,0,0.019,0,0,0,0.0,0.0,1.076,0.654,1.103,1.446,9.261,3.402,11.576,89.794,0.48,3.843,3.957,3.386,3.409,4.933,3.376,4.369
6.08,41.9,9,0,7.427,16,14,0.487,91.956,1.296,4.031,0.447,12,1.338,3.263,0.0,0.033,7.973,3.792,3.792,0,2.352,-0.03,19.665,19.665,1.204,-0.148,5.792,1.497,0.0,0.0,5,0.019,39.149,27.646,0.089,0,1,0,0,0,0.023,0,0,0,0.0,0.0,1.098,0.622,1.112,1.579,9.792,4.067,16.539,94.599,0.462,3.849,3.956,3.478,3.437,4.958,3.404,4.377
5.14,41.9,10,0,7.427,16,16,0.478,52.808,1.308,3.978,0.447,12,1.338,3.261,0.0,0.033,7.01,3.791,3.791,0,2.352,-0.031,19.665,19.665,1.192,-0.121,5.791,1.497,0.0,0.0,4,-0.008,0.0,27.331,0.083,0,0,0,0,0,0.023,0,0,0,0.0,0.0,1.09,0.656,1.109,1.425,9.792,3.889,15.121,94.835,0.462,3.903,4.021,3.424,3.466,4.976,3.427,4.437
8.0,131.36,4,0,7.429,3,2,0.447,249.562,0.959,4.006,0.432,5,1.382,3.116,0.0,0.059,9.445,3.756,3.756,0,2.665,0.28,0.0,0.0,1.013,-0.053,5.756,1.546,0.0,0.0,7,-0.036,0.0,21.991,0.029,0,0,0,0,0,0.036,0,0,0,0.0,0.0,0.983,1.065,0.966,1.516,7.909,1.504,2.261,75.428,0.5,3.653,3.689,3.355,3.153,5.103,3.218,4.032
8.187,25.24,1,0,7.428,2,5,0.483,25.145,1.626,4.107,0.444,6,1.432,3.072,0.0,0.055,6.962,3.714,3.714,0,2.902,-0.211,5.023,5.023,1.238,-0.208,5.714,1.511,0.0,0.0,3,-0.147,0.0,20.004,0.091,0,0,0,0,0,0.023,0,0,0,0.0,0.0,1.143,0.697,0.962,1.365,9.455,3.94,15.52,89.66,0.667,3.809,3.934,3.333,3.395,4.867,3.351,4.333
6.0,41.9,9,0,8.201,15,14,0.469,67.768,1.154,3.978,0.447,12,1.338,3.263,0.0,0.033,7.591,3.792,3.792,0,2.352,-0.03,19.665,34.625,1.045,-0.11,5.792,1.497,0.0,0.0,5,0.021,0.0,33.266,0.089,0,0,0,0,0,0.023,0,0,0,0.0,0.0,1.1,0.585,1.09,1.579,9.792,3.608,13.017,90.01,0.462,3.853,3.964,3.435,3.407,5.003,3.389,4.382
7.0,34.03,2,0,7.429,2,4,0.483,25.145,1.38,4.104,0.448,3,1.432,3.037,0.0,0.055,6.962,3.61,3.61,0,2.902,-0.094,19.91,19.91,1.179,-0.192,5.61,1.483,0.0,0.0,3,-0.02,0.0,22.539,0.114,0,0,0,0,0,0.019,0,0,0,0.0,0.0,1.129,0.736,0.989,1.365,10.409,4.19,17.554,89.364,0.667,3.809,3.935,3.327,3.403,4.862,3.357,4.327
4.0,32.67,11,0,7.427,17,17,0.484,41.808,1.538,3.979,0.443,11,1.341,3.26,0.0,0.035,6.81,3.791,3.791,0,2.337,0.017,19.665,19.665,1.145,-0.087,5.791,1.511,0.0,0.0,3,-0.062,0.0,25.273,0.064,0,0,0,0,0,0.026,0,0,0,0.0,0.0,1.031,0.54,1.176,1.346,9.043,4.391,19.283,93.413,0.48,3.869,3.995,3.369,3.469,4.908,3.413,4.406
5.85,32.67,9,0,8.201,16,14,0.484,95.917,1.214,4.031,0.443,11,1.341,3.264,0.0,0.035,8.482,3.792,3.792,0,2.337,0.011,19.665,34.625,1.001,-0.094,5.792,1.511,0.0,0.0,5,-0.027,39.149,31.523,0.073,0,1,0,0,0,0.026,0,0,0,0.0,0.0,1.044,0.493,1.113,1.669,9.043,4.289,18.393,88.352,0.48,3.76,3.866,3.436,3.38,4.919,3.35,4.283
6.602,44.89,3,0,7.429,4,8,0.482,25.145,1.487,4.085,0.443,3,1.446,3.03,0.0,0.044,7.343,3.595,3.595,0,2.92,0.031,34.796,34.796,1.112,-0.124,5.595,1.518,0.0,0.0,3,0.039,0.0,15.364,0.079,0,0,0,0,0,0.022,0,0,0,0.0,0.0,1.055,0.771,1.081,1.406,8.7,3.584,12.845,79.53,0.727,3.672,3.793,3.234,3.287,4.781,3.252,4.16
