pXC50,SpMin3_Bh.v.,SpMin3_Bh.p.,SpMin8_Bh.p.,Sp,IDDE,SpMin3_Bh.m.,TIC2,LLS_02,SpMin6_Bh.p.,SpMax2_Bh.v.,SpMin4_Bh.m.,S2K,Eta_epsi,Eig08_AEA.bo.,TIC4,Eig12_AEA.ri.,Eig08_AEA.ri.,SM05_EA.bo.,Eig08_EA.ri.,P_VSA_LogP_3,SpMaxA_AEA.dm.,IC4,Eta_C,Eig06_AEA.ri.,ATS6e,NaasN,DLS_cons,NdO,ATS2i,Uindex,ATS7i,SpMin4_Bh.s.,SpMax5_Bh.e.,TIE,ATSC2i,ATSC6m,ATS3e,SpMax7_Bh.s.,N.073,P_VSA_i_3,GGI9,SpMax4_Bh.i.,CIC0,ATSC8v,SM07_EA.bo.,DLS_07,ZM2MulPer,ATSC1m,TPSA.NO.,P_VSA_MR_1,ATS4e,SpMin5_Bh.e.,SM10_EA.bo.,SpMax8_Bh.p.,nHAcc,ATSC1v,SpMax7_Bh.m.,Rperim,SpMax7_Bh.p.,SpMax5_Bh.i.,ATS5i,nH,nR06,ATS4i,ATSC3m,Eig07_EA.bo.,SpMax8_Bh.i.,Eig02_AEA.bo.
8.201,2.01,2.004,1.814,78.222,5.596,2.008,558.007,0.5,1.912,3.996,1.981,20.77,67.652,3.715,685.93,3.05,3.379,8.836,2.325,204.38,0.068,6.017,68.479,3.662,5.882,1,0.4,5,5.54,104.971,6.145,1.166,3.869,166.326,2.791,84.501,5.631,4.813,1,724.366,0.678,3.916,5.158,38.106,11.791,0.0,1004.86,25.352,147.77,541.471,5.78,1.866,16.299,3.521,11,13.431,3.756,41,3.634,3.897,6.047,51,6,5.99,68.321,3.445,3.736,4.705
7.463,2.009,2.001,1.792,74.001,5.463,2.008,510.885,0.38,1.911,3.99,1.981,19.273,62.786,3.661,629.072,2.986,3.362,8.744,2.286,213.427,0.072,5.879,61.324,3.502,5.766,1,0.34,4,5.475,94.747,6.005,1.162,3.869,138.781,2.623,77.021,5.574,4.761,1,675.679,0.607,3.916,5.092,33.493,11.687,0.0,931.535,24.065,118.67,517.928,5.712,1.865,16.181,3.52,9,12.784,3.734,41,3.618,3.897,5.959,48,6,5.934,65.224,3.445,3.73,4.54
7.9,2.01,2.003,1.813,79.432,5.496,2.008,584.319,0.38,1.911,3.995,1.981,21.43,69.019,3.718,700.506,3.05,3.378,8.836,2.317,204.38,0.067,6.039,71.009,3.659,5.885,1,0.36,5,5.557,107.583,6.155,1.165,3.869,171.581,2.792,84.178,5.648,4.815,1,758.908,0.704,3.916,5.187,40.053,11.791,0.0,1023.35,25.726,144.97,529.7,5.785,1.866,16.299,3.521,11,13.782,3.755,41,3.633,3.897,6.051,52,6,5.99,70.013,3.445,3.734,4.706
8.444,2.01,2.003,1.805,75.91,5.305,2.008,541.498,0.5,1.911,3.995,1.981,20.116,66.419,3.701,657.685,3.05,3.369,8.833,2.308,204.38,0.069,5.979,66.253,3.641,5.834,1,0.4,5,5.494,102.38,6.066,1.165,3.869,168.937,2.675,80.467,5.604,4.965,1,731.736,0.643,3.916,5.085,34.431,11.788,0.0,1005.15,23.701,155.97,506.157,5.755,1.866,16.297,3.521,11,12.647,3.753,41,3.631,3.897,6.016,48,6,5.963,65.41,3.445,3.733,4.702
8.125,2.014,2.006,1.825,79.432,5.465,2.01,584.319,0.38,1.912,4.0,1.982,20.982,69.019,3.713,700.506,3.05,3.406,8.886,2.345,195.332,0.067,6.039,72.75,3.644,5.956,1,0.36,5,5.553,107.637,6.201,1.179,3.869,179.779,2.807,91.66,5.657,4.963,1,778.821,0.653,3.916,5.187,39.528,11.856,0.0,1023.68,25.806,155.97,553.242,5.81,1.868,16.386,3.522,11,13.775,3.765,41,3.638,3.898,6.106,52,6,6.014,70.107,3.445,3.739,4.801
4.056,1.965,1.956,1.376,43.756,4.62,1.972,282.362,0.88,1.6,3.792,1.863,10.77,36.052,3.1,342.665,2.0,2.675,7.936,1.649,85.286,0.102,5.192,33.424,3.033,5.243,1,0.9,1,5.035,54.245,5.583,1.072,3.597,57.765,1.564,44.391,5.073,4.149,1,440.969,0.282,3.801,4.589,22.423,10.894,1.0,445.2,14.787,40.51,353.133,5.211,1.565,15.421,2.941,4,8.64,3.172,23,2.97,3.676,5.501,33,3,5.452,38.481,2.341,3.206,4.06
8.301,2.036,2.034,1.885,95.018,5.845,2.018,706.579,0.5,1.95,3.994,2.011,25.73,82.419,3.893,891.49,3.284,3.539,8.931,2.41,195.332,0.057,6.278,94.067,3.677,6.097,1,0.42,6,5.795,125.992,6.363,1.179,3.874,216.796,3.513,109.284,5.88,4.967,1,937.849,1.048,3.941,5.51,49.368,11.885,0.0,1141.56,33.281,171.32,706.266,6.042,1.874,16.4,3.64,14,17.615,3.777,47,3.665,3.911,6.314,67,7,6.269,89.365,3.445,3.81,4.796
8.046,2.036,2.034,1.884,93.563,5.741,2.018,690.76,0.5,1.949,3.999,2.008,25.074,80.252,3.724,874.325,3.259,3.502,8.901,2.383,195.332,0.059,6.245,91.269,3.677,6.081,1,0.42,5,5.784,120.671,6.362,1.186,3.87,194.573,3.478,106.457,5.865,4.812,1,912.704,0.905,3.942,5.509,49.751,11.86,0.0,1098.56,33.564,154.25,706.266,6.026,1.868,16.384,3.631,13,17.617,3.766,47,3.664,3.912,6.309,67,7,6.258,88.497,3.445,3.804,4.796
8.222,2.017,2.013,1.819,79.984,5.496,2.008,580.136,0.5,1.911,3.999,1.982,20.982,68.952,3.718,706.058,3.05,3.398,8.886,2.345,195.332,0.067,6.035,72.374,3.672,5.948,1,0.4,5,5.569,107.622,6.216,1.167,3.869,171.904,2.857,90.839,5.654,4.811,1,747.909,0.688,3.917,5.207,40.975,11.854,0.0,1018.15,26.394,147.77,565.013,5.816,1.868,16.382,3.522,11,13.991,3.763,41,3.638,3.899,6.104,53,6,6.023,69.933,3.445,3.737,4.796
8.222,2.016,2.013,1.815,77.671,5.533,2.008,563.474,0.38,1.911,3.998,1.982,20.331,67.719,3.705,677.661,3.05,3.394,8.883,2.34,195.332,0.068,5.997,70.043,3.65,5.902,1,0.36,5,5.524,105.002,6.137,1.166,3.869,175.153,2.741,86.834,5.627,4.965,1,755.279,0.653,3.917,5.136,36.026,11.852,0.0,1018.44,24.758,155.97,529.7,5.793,1.867,16.38,3.522,11,13.212,3.761,41,3.638,3.899,6.077,50,6,5.998,67.018,3.445,3.736,4.793
7.959,2.016,2.012,1.808,75.762,5.461,2.008,532.943,0.38,1.911,3.994,1.982,19.487,64.086,3.702,652.93,3.023,3.376,8.799,2.304,204.809,0.071,5.936,64.829,3.502,5.817,1,0.34,4,5.505,97.276,6.07,1.164,3.869,143.003,2.691,81.165,5.599,4.758,1,699.221,0.617,3.916,5.145,35.061,11.754,0.0,945.544,25.112,118.67,541.471,5.751,1.866,16.26,3.521,9,13.346,3.749,41,3.634,3.899,6.026,50,6,5.97,67.071,3.445,3.734,4.651
8.18,2.02,2.016,1.828,79.432,5.465,2.009,586.783,0.38,1.911,3.999,1.982,20.982,69.019,3.713,700.506,3.05,3.406,8.886,2.347,195.332,0.067,6.039,73.134,3.651,5.955,1,0.36,5,5.553,107.637,6.2,1.176,3.87,179.773,2.809,91.792,5.658,4.964,1,778.821,0.653,3.917,5.187,39.528,11.856,0.0,1023.82,25.806,155.97,517.928,5.81,1.868,16.386,3.522,11,13.775,3.765,41,3.639,3.899,6.106,52,6,6.014,70.325,3.445,3.739,4.801
8.319,2.025,2.022,1.835,81.194,5.495,2.011,606.786,0.38,1.911,4.0,1.984,21.196,70.319,3.784,714.709,3.05,3.493,8.898,2.382,195.332,0.066,6.006,76.875,3.653,6.005,1,0.34,5,5.58,110.307,6.259,1.181,3.87,186.565,2.878,96.711,5.689,4.965,1,802.363,0.693,3.917,5.236,42.964,11.866,0.0,1034.16,26.844,155.97,506.157,5.851,1.87,16.397,3.523,11,14.335,3.769,41,3.64,3.9,6.134,54,6,6.06,72.746,3.445,3.744,4.82
8.114,2.013,2.009,1.796,80.432,5.495,2.007,592.136,0.38,1.911,4.003,1.981,20.349,69.719,3.878,705.568,3.109,3.501,8.907,2.383,195.332,0.065,6.03,74.689,3.677,5.973,1,0.34,5,5.564,100.835,6.218,1.17,3.875,170.809,2.847,92.43,5.668,4.965,1,778.821,0.662,3.922,5.203,40.541,11.873,0.0,1043.11,25.81,155.97,506.157,5.817,1.867,16.401,3.573,11,13.882,3.792,44,3.645,3.905,6.113,52,6,6.018,70.909,3.445,3.764,4.828
9.0,2.037,2.036,1.993,231.206,7.361,2.043,1971.91,0.25,2.006,3.97,2.029,85.717,230.733,4.099,2686.09,3.782,3.944,9.136,2.907,170.144,0.02,7.125,409.021,3.971,7.201,0,0.31,28,6.735,765.372,7.538,1.321,3.914,2785.78,8.154,321.404,6.916,7.435,1,2627.25,4.174,3.963,6.894,164.372,11.694,0.0,2645.79,83.07,1150.46,1082.94,7.044,1.828,15.751,3.685,68,43.849,3.793,32,3.697,3.947,7.331,184,4,7.274,239.119,3.309,3.904,4.263
8.301,2.035,2.033,1.983,231.348,7.31,2.04,2020.58,0.25,2.001,3.965,2.039,90.92,232.6,4.076,2677.06,3.783,3.876,9.085,2.841,264.987,0.021,7.101,405.356,3.934,7.186,0,0.34,27,6.724,891.179,7.52,1.298,3.902,3179.45,8.053,319.465,6.901,7.434,1,2562.39,3.622,3.96,6.856,154.458,11.642,0.0,2642.43,83.408,1226.81,1012.32,7.022,1.823,15.708,3.668,71,43.009,3.786,27,3.672,3.941,7.295,183,4,7.252,237.461,3.288,3.89,4.172
4.959,2.014,2.024,1.981,228.388,7.285,2.021,1942.78,0.38,1.996,3.849,2.019,92.618,230.1,4.06,2630.41,3.733,3.884,8.871,2.849,137.446,0.021,6.959,412.93,3.909,7.202,0,0.34,29,6.737,1635.6,7.539,1.318,3.87,6094.9,7.784,330.015,6.919,7.435,0,2620.53,3.557,3.922,6.877,165.207,11.236,0.0,2476.19,86.249,1218.36,1081.99,7.041,1.818,14.865,3.652,71,44.361,3.777,12,3.668,3.917,7.306,190,2,7.282,245.88,3.269,3.879,4.15
4.664,1.83,1.824,1.246,41.943,4.337,1.846,278.235,0.88,1.62,3.84,1.807,10.424,37.433,3.191,321.206,2.0,2.75,7.939,1.695,66.334,0.119,5.019,36.051,2.926,5.206,0,0.95,2,4.931,66.805,5.289,0.94,3.527,105.742,1.325,42.515,5.036,4.467,0,412.88,0.375,3.634,4.519,18.401,10.726,1.0,507.808,13.255,111.64,258.964,5.213,1.51,14.971,2.788,7,7.921,3.221,16,3.183,3.58,5.423,30,3,5.404,33.217,2.335,3.061,4.449
5.208,1.82,1.801,1.324,40.37,4.607,1.86,267.355,0.75,1.69,3.943,1.856,8.378,32.367,3.057,310.149,1.976,2.592,8.24,1.583,85.286,0.096,5.169,29.493,3.039,5.118,0,0.78,0,4.927,43.186,5.417,1.001,3.523,39.388,1.423,36.678,4.99,4.065,0,352.362,0.242,3.676,4.567,20.744,11.263,1.0,446.264,13.278,38.25,258.964,4.995,1.576,15.828,2.859,4,7.955,3.093,25,3.106,3.578,5.245,29,4,5.218,32.811,2.388,3.051,4.493
4.836,1.921,1.923,1.365,40.824,4.688,1.906,269.207,0.75,1.587,3.943,1.855,8.954,33.833,3.054,317.51,2.014,2.592,8.238,1.583,85.286,0.093,5.205,30.296,3.037,5.142,0,0.86,0,4.944,45.223,5.444,0.997,3.521,41.863,1.424,37.2,4.998,4.086,0,363.362,0.252,3.676,4.525,20.95,11.262,1.0,468.048,13.311,47.48,306.049,5.031,1.515,15.828,2.941,5,7.847,3.097,26,3.101,3.576,5.318,29,5,5.245,32.982,2.388,3.206,4.493
4.0,1.921,1.923,1.376,42.586,4.802,1.907,289.432,0.75,1.606,3.943,1.906,9.566,35.133,3.055,337.735,2.108,2.593,8.238,1.584,85.286,0.09,5.277,32.203,3.046,5.178,0,0.84,0,4.995,47.368,5.49,1.132,3.553,44.959,1.491,38.944,5.053,4.092,0,386.904,0.308,3.705,4.608,22.251,11.262,1.0,472.648,14.227,47.48,341.362,5.089,1.568,15.828,2.941,5,8.394,3.127,26,3.116,3.626,5.334,31,5,5.311,35.192,2.388,3.206,4.493
4.0,1.935,1.935,1.376,42.586,4.802,1.925,289.432,0.75,1.609,3.943,1.901,9.566,35.133,2.949,337.735,2.059,2.585,8.238,1.568,85.286,0.09,5.277,32.055,3.006,5.124,0,0.84,0,4.995,47.439,5.383,1.127,3.561,45.441,1.491,37.314,5.053,4.086,0,386.904,0.317,3.682,4.608,21.495,11.26,1.0,472.765,14.227,47.48,341.362,5.09,1.566,15.824,2.941,5,8.394,3.128,26,3.116,3.628,5.326,31,5,5.311,35.181,2.402,3.206,4.478
4.0,1.827,1.809,1.488,43.682,4.537,1.86,271.415,0.75,1.739,3.947,1.86,8.519,34.3,3.071,313.944,2.033,2.692,8.269,1.669,85.286,0.088,4.83,33.09,3.261,5.197,0,0.75,0,5.045,42.832,5.495,1.211,3.565,40.229,1.658,39.973,5.128,4.07,0,376.675,0.321,3.864,4.752,23.417,11.284,1.0,460.513,14.814,32.26,282.506,5.124,1.577,15.841,2.859,4,8.84,3.116,30,3.118,3.633,5.332,32,4,5.369,37.849,2.404,3.052,4.497
5.569,1.991,1.984,1.394,51.324,4.949,1.986,328.359,0.75,1.699,3.957,1.921,11.693,44.467,3.459,407.294,2.354,3.072,8.683,2.038,129.237,0.122,5.359,41.645,3.398,5.444,0,0.72,3,5.064,76.407,5.445,1.116,3.623,148.396,1.605,56.586,5.228,4.759,0,562.412,0.404,3.868,4.757,21.171,11.706,1.0,644.768,18.236,123.93,364.904,5.455,1.604,16.315,3.141,7,9.485,3.319,24,3.37,3.655,5.62,35,4,5.658,43.068,2.794,3.312,4.572
6.886,2.039,2.036,1.761,68.768,5.28,2.013,489.338,0.38,1.906,3.958,1.981,19.029,60.581,3.628,598.97,2.864,3.36,8.628,2.285,195.332,0.077,5.93,56.88,3.5,5.7,0,0.36,5,5.413,96.606,5.928,1.171,3.813,163.281,2.549,74.219,5.529,4.811,0,626.362,0.733,3.912,4.978,29.914,11.567,0.0,876.154,22.822,130.81,497.575,5.672,1.774,16.066,3.513,11,12.037,3.615,36,3.543,3.845,5.893,45,6,5.897,61.705,3.189,3.707,4.385
6.8,2.037,2.032,1.76,69.688,5.352,2.012,491.047,0.38,1.904,3.961,1.981,19.266,60.152,3.628,606.97,2.807,3.36,8.628,2.285,195.332,0.077,6.01,58.022,3.5,5.701,0,0.34,5,5.41,96.603,5.923,1.171,3.812,156.017,2.436,76.031,5.526,4.759,0,665.511,0.703,3.912,4.978,30.64,11.57,0.0,876.29,22.371,130.81,482.615,5.67,1.777,16.07,3.514,10,12.016,3.616,36,3.544,3.842,5.892,45,6,5.893,63.314,3.188,3.707,4.393
7.237,2.036,2.031,1.76,69.688,5.352,2.012,486.905,0.38,1.904,3.962,1.981,19.266,60.152,3.628,604.97,2.679,3.36,8.64,2.285,195.332,0.077,5.99,58.229,3.501,5.703,0,0.34,5,5.41,96.605,5.923,1.171,3.812,157.075,2.436,78.737,5.526,4.757,0,665.511,0.709,3.912,4.978,30.708,11.589,0.0,877.085,22.371,130.81,482.615,5.672,1.778,16.094,3.513,10,12.016,3.615,36,3.544,3.842,5.892,45,6,5.893,62.878,3.188,3.707,4.453
4.438,1.793,1.783,1.245,35.421,4.651,1.855,255.71,1.0,1.588,3.731,1.807,9.431,32.733,2.946,276.465,1.748,2.343,7.585,1.308,28.429,0.138,5.027,30.275,2.841,5.111,0,1.0,2,4.826,51.676,5.29,0.94,3.45,83.281,1.183,38.58,4.949,4.451,0,365.796,0.199,3.625,4.253,15.978,10.352,1.0,425.814,11.593,111.64,211.88,4.978,1.48,14.567,2.76,7,6.837,2.922,15,2.825,3.52,5.203,26,2,5.145,32.109,2.003,2.999,4.168
4.277,1.786,1.79,1.112,34.898,4.482,1.809,231.403,1.0,1.561,3.784,1.806,9.579,32.233,3.105,266.913,1.851,2.343,7.691,1.308,75.81,0.133,5.133,26.327,2.85,5.042,0,0.9,2,4.691,54.529,5.205,0.937,3.451,82.433,1.056,33.407,4.805,4.466,0,318.712,0.196,3.625,4.149,13.857,10.495,1.0,468.585,9.487,111.64,164.795,4.875,1.446,14.78,2.761,7,5.708,2.934,16,2.853,3.52,5.127,22,3,5.001,25.501,2.251,2.973,4.241
6.241,1.989,1.974,1.697,63.802,5.094,2.004,486.654,0.63,1.842,3.883,1.981,16.823,56.133,3.628,544.693,2.548,3.36,8.528,2.285,119.522,0.09,5.558,59.013,3.576,5.743,0,0.52,5,5.413,101.633,5.945,1.171,3.781,182.036,2.307,82.748,5.523,4.725,0,684.446,0.701,3.89,5.004,25.315,11.442,0.0,733.056,25.601,136.8,459.073,5.758,1.716,15.923,3.281,10,12.933,3.503,24,3.501,3.813,5.946,49,4,6.017,64.981,2.999,3.563,4.444
7.339,2.043,2.037,1.766,71.802,5.377,2.013,513.272,0.38,1.909,3.964,1.981,19.275,61.733,3.64,630.14,2.705,3.36,8.643,2.285,204.809,0.076,5.945,61.691,3.584,5.799,0,0.34,5,5.456,99.28,6.017,1.172,3.828,167.374,2.497,82.781,5.584,4.75,0,684.446,0.764,3.912,5.136,35.254,11.576,0.0,866.511,25.106,136.8,459.073,5.751,1.809,16.068,3.521,10,13.225,3.618,36,3.609,3.855,6.02,49,6,5.972,65.945,3.183,3.715,4.462
6.509,2.046,2.039,1.764,71.802,5.307,2.013,513.862,0.38,1.91,3.958,1.982,19.275,61.733,3.72,624.895,2.797,3.36,8.631,2.32,204.809,0.076,5.895,60.953,3.588,5.743,0,0.34,5,5.456,99.346,5.93,1.172,3.839,166.768,2.497,79.528,5.584,4.751,0,684.446,0.687,3.912,5.136,30.351,11.553,0.0,865.871,25.106,136.8,459.073,5.75,1.826,16.038,3.521,10,13.225,3.615,36,3.599,3.867,6.008,49,6,5.975,65.911,3.208,3.71,4.395
6.208,1.984,1.977,1.697,60.546,5.11,1.983,447.962,0.5,1.864,3.89,1.976,17.061,53.067,3.578,512.831,2.538,3.193,8.491,2.169,157.427,0.089,5.762,47.858,3.499,5.514,0,0.42,5,5.278,88.016,5.728,1.077,3.795,142.784,2.158,63.153,5.385,4.753,0,567.507,0.591,3.905,4.81,23.525,11.434,0.0,768.983,20.721,140.46,376.675,5.513,1.721,15.946,3.281,10,10.651,3.611,30,3.52,3.821,5.718,40,5,5.739,54.888,2.999,3.563,4.371
6.097,2.034,2.032,1.76,68.074,5.259,2.012,496.233,0.5,1.904,3.943,1.981,18.829,59.167,3.628,598.876,2.673,3.36,8.588,2.285,176.38,0.078,5.989,54.976,3.5,5.687,0,0.4,5,5.405,93.885,5.903,1.17,3.808,149.292,2.457,73.927,5.508,4.755,0,626.362,0.693,3.912,5.001,29.76,11.538,0.0,853.284,23.12,143.7,482.615,5.659,1.74,16.049,3.513,11,11.961,3.615,36,3.541,3.838,5.885,45,6,5.886,60.709,3.183,3.705,4.376
6.796,2.038,2.032,1.759,68.824,5.259,2.013,472.863,0.38,1.905,3.967,1.981,18.723,58.367,3.628,584.876,2.678,3.36,8.614,2.285,214.285,0.078,5.849,55.085,3.5,5.673,0,0.44,5,5.379,93.885,5.901,1.171,3.819,149.669,2.356,72.222,5.501,4.749,0,626.362,0.693,3.912,5.057,30.085,11.562,0.5,840.863,23.045,127.57,435.531,5.632,1.807,16.068,3.52,9,12.197,3.615,36,3.598,3.846,5.847,45,6,5.852,60.367,3.184,3.705,4.399
6.409,2.008,2.007,1.697,62.881,5.299,2.009,460.283,0.5,1.883,3.9,1.981,17.918,59.51,3.628,543.867,2.667,3.36,8.596,2.284,157.427,0.082,5.786,55.266,3.5,5.593,0,0.42,5,5.373,99.8,5.853,1.155,3.802,192.186,2.942,66.766,5.459,6.999,0,579.278,0.711,3.911,4.748,24.326,11.531,0.0,868.336,20.316,130.81,435.531,5.633,1.718,16.024,3.281,13,10.835,3.614,30,3.514,3.827,5.862,41,5,5.857,56.53,2.999,3.563,4.537
7.122,1.994,1.98,1.697,64.716,5.148,1.998,467.533,0.5,1.872,3.89,1.981,18.382,55.933,3.449,551.117,2.551,3.257,8.524,2.158,157.427,0.085,5.801,53.595,3.5,5.62,0,0.45,5,5.357,93.825,5.813,1.149,3.8,151.277,2.343,75.404,5.443,4.727,0,614.591,0.631,3.908,4.893,27.576,11.47,0.0,794.174,22.903,130.81,470.844,5.607,1.718,15.974,3.281,10,11.734,3.615,30,3.514,3.824,5.831,44,5,5.832,59.866,2.999,3.563,4.371
6.306,2.052,2.043,1.762,72.12,5.28,2.014,531.619,0.5,1.912,3.9,2.0,20.065,62.267,3.516,650.222,2.68,3.36,8.536,2.285,157.427,0.077,5.965,62.739,3.5,5.755,0,0.5,5,5.528,96.592,6.045,1.174,3.823,157.849,2.701,80.025,5.651,4.738,0,708.76,0.653,3.911,5.168,35.372,11.475,0.0,818.001,27.55,142.84,517.928,5.773,1.835,15.977,3.514,11,14.085,3.615,36,3.546,3.875,5.974,53,6,6.024,73.284,2.999,3.711,4.371
5.736,2.002,2.001,1.697,62.875,5.223,2.005,464.858,0.38,1.881,3.921,1.981,17.771,58.81,3.628,531.877,2.672,3.36,8.61,2.285,166.904,0.082,5.719,54.392,3.548,5.55,0,0.53,5,5.34,99.867,5.782,1.117,3.805,186.657,2.891,63.733,5.438,6.999,0,567.507,0.656,3.911,4.756,23.596,11.531,0.5,868.87,19.677,127.57,376.675,5.595,1.74,16.01,3.281,12,10.712,3.615,30,3.521,3.828,5.774,40,5,5.818,54.797,3.182,3.563,4.442
7.149,1.965,1.937,1.282,39.495,4.696,1.968,253.173,0.75,1.548,3.828,1.8,8.432,31.433,3.019,300.457,2.022,2.662,8.219,1.628,118.183,0.131,5.365,27.68,3.0,4.846,0,0.86,1,4.804,43.645,4.998,1.031,3.443,46.685,1.293,31.251,4.898,4.197,0,284.109,0.263,3.724,4.34,13.612,11.271,1.0,472.506,11.582,71.24,235.422,4.888,1.5,15.908,2.865,4,6.836,3.197,20,3.041,3.497,5.081,25,3,5.096,33.769,2.366,3.126,4.363
7.745,1.966,1.953,1.279,41.733,4.676,1.968,252.417,0.63,1.554,3.857,1.829,8.697,32.933,3.17,308.475,2.251,2.708,8.282,1.675,165.565,0.117,5.412,27.381,3.169,4.885,0,0.76,1,4.783,45.219,5.008,0.993,3.495,47.73,1.227,31.224,4.905,4.271,0,260.567,0.321,3.772,4.38,13.252,11.316,1.0,533.689,10.32,71.24,211.88,4.913,1.558,15.944,2.88,4,6.177,3.228,26,3.051,3.555,5.091,23,4,5.105,30.878,2.702,3.112,4.363
6.502,1.922,1.897,1.265,37.182,4.64,1.954,239.629,0.88,1.501,3.824,1.732,7.845,30.2,3.012,272.913,2.0,2.629,8.225,1.606,85.286,0.134,5.248,25.439,3.045,4.768,0,0.9,1,4.728,41.594,4.894,0.899,3.442,42.423,1.156,26.682,4.78,4.176,0,283.338,0.224,3.663,4.196,12.296,11.277,1.0,484.81,9.909,54.45,223.651,4.777,1.39,15.912,2.867,4,6.039,3.035,20,2.976,3.478,5.002,22,3,4.947,28.969,2.373,3.077,4.363
6.742,1.953,1.937,1.369,40.705,4.75,1.954,264.969,0.75,1.548,3.824,1.8,9.032,32.8,3.019,312.253,2.022,2.668,8.225,1.631,85.286,0.127,5.384,29.117,3.045,4.902,0,0.84,1,4.849,45.763,5.01,1.031,3.445,47.843,1.305,32.244,4.911,4.197,0,330.422,0.273,3.723,4.39,13.678,11.277,1.0,493.133,11.927,54.45,270.735,4.908,1.5,15.912,2.94,4,7.207,3.204,20,3.056,3.497,5.148,26,3,5.1,34.147,2.373,3.153,4.364
7.276,1.944,1.936,1.208,41.637,4.572,1.945,254.417,0.63,1.554,3.856,1.829,9.254,34.467,3.179,310.475,2.251,2.713,8.288,1.678,178.447,0.114,5.447,28.905,3.171,4.902,0,0.76,1,4.771,47.174,5.006,0.993,3.494,51.745,1.189,30.46,4.908,4.281,0,314.488,0.331,3.771,4.311,12.687,11.321,1.0,580.02,9.714,74.68,220.021,4.914,1.558,15.947,2.854,5,5.929,3.229,26,3.04,3.555,5.098,22,4,5.085,30.055,2.752,3.056,4.364
6.548,1.922,1.897,1.275,39.057,4.503,1.97,254.661,0.75,1.631,3.866,1.782,7.885,31.833,3.012,296.21,2.127,2.646,8.247,1.633,85.286,0.107,5.197,27.805,3.157,4.86,0,0.84,1,4.842,43.673,4.953,0.901,3.512,47.75,1.276,28.723,4.924,4.138,0,330.422,0.254,3.668,4.467,13.803,11.292,1.0,470.399,11.725,54.45,270.735,4.948,1.517,15.92,2.858,4,7.181,3.082,20,3.029,3.569,5.157,26,3,5.152,29.827,2.386,3.087,4.364
6.79,1.968,1.937,1.376,42.58,4.514,2.023,280.755,0.75,1.669,3.866,1.801,9.056,34.433,3.019,336.304,2.229,2.698,8.247,1.674,85.286,0.102,5.338,31.546,3.157,4.984,0,0.84,1,4.951,47.919,5.063,1.031,3.515,53.507,1.418,33.417,5.038,4.162,0,377.507,0.303,3.728,4.636,15.21,11.292,1.0,478.722,13.567,54.45,317.82,5.06,1.523,15.92,2.967,4,8.307,3.226,20,3.254,3.573,5.283,30,3,5.278,34.368,2.386,3.157,4.364
7.432,2.019,2.001,1.365,44.819,4.593,2.052,284.432,0.63,1.672,3.871,1.829,9.313,35.933,3.194,344.49,2.252,2.733,8.308,1.702,132.667,0.092,5.383,31.244,3.23,5.018,0,0.73,1,4.933,49.166,5.073,0.993,3.523,54.135,1.381,33.919,5.043,4.198,0,353.965,0.361,3.776,4.666,14.876,11.335,1.0,539.905,12.533,54.45,294.278,5.081,1.562,15.956,2.983,4,7.764,3.3,26,3.335,3.58,5.291,28,4,5.286,32.55,2.864,3.146,4.364
6.767,1.873,1.841,1.267,34.733,4.533,1.851,233.828,0.88,1.424,3.672,1.724,6.903,28.033,2.773,251.438,1.938,2.427,8.117,1.421,47.381,0.136,5.029,25.95,2.707,4.85,0,0.9,1,4.769,35.599,4.974,0.898,3.418,36.515,1.293,30.377,4.829,3.987,0,284.109,0.132,3.644,4.138,12.145,11.205,1.0,406.401,10.811,48.46,235.422,4.822,1.382,15.865,2.865,4,6.367,2.954,20,2.941,3.459,5.097,23,3,5.028,31.092,2.044,3.081,4.389
7.071,1.873,1.841,1.369,38.256,4.418,1.851,258.847,0.88,1.548,3.676,1.8,8.063,30.633,2.795,290.457,1.938,2.487,8.117,1.476,47.381,0.128,5.187,29.618,2.824,4.975,0,0.9,1,4.885,39.566,5.082,1.031,3.418,41.538,1.43,35.43,4.954,4.062,0,331.194,0.181,3.69,4.342,13.46,11.205,1.0,414.724,12.768,48.46,282.506,4.948,1.493,15.865,2.941,4,7.494,3.109,20,2.974,3.491,5.23,27,3,5.17,35.6,2.051,3.153,4.389
7.367,1.875,1.845,1.342,40.495,4.476,1.851,255.746,0.75,1.528,3.855,1.839,8.328,32.133,2.949,298.475,2.099,2.589,8.192,1.54,112.773,0.114,5.236,29.367,3.093,4.997,0,0.82,1,4.866,41.446,5.111,1.006,3.504,42.64,1.41,34.993,4.963,4.144,0,307.651,0.239,3.721,4.373,13.413,11.257,1.0,478.156,11.554,45.23,258.964,4.992,1.536,15.903,2.935,4,6.944,3.078,26,2.941,3.562,5.246,25,4,5.203,34.006,2.128,3.143,4.405
