pXC50,Eig05_EA,piPC10,P_VSA_e_2,SM13_AEA.bo.,ATS5i,ATS6p,CATS2D_08_AL,S2K,ATSC6v,nCar,P_VSA_p_3,P_VSA_v_3,ATS7i,CIC0,SpMax8_Bh.i.,ATS3p,ATS4i,ATS4p,ATSC4m,P_VSA_e_1,P_VSA_i_2,P_VSA_m_1,P_VSA_p_1,P_VSA_s_2,P_VSA_v_1,ATSC7i,ATSC5v,ATSC6p,ATSC8m,ATSC8p,ATSC8v,ATSC1v,P_VSA_LogP_7,P_VSA_MR_1,Eig05_AEA.ri.,Eig05_EA.ri.,ATSC3v,ATSC4p,ATSC5p,ATS5p,ATSC4v,SpMin3_Bh.p.,NsssN,Chi1_EA.dm.,GGI8,SpMin7_Bh.m.,Hypnotic.80,PHI,ATSC3p,GATS2p,P_VSA_i_3,ATS6m,Eig02_EA.dm.,MATS2p,MATS1s,ATSC3m,SpMin3_Bh.i.,C.006,Eig03_EA.dm.,ATSC2v,Eig04_EA.dm.,Eig04_AEA.dm.
6.053,1.245,6.116,82.337,1.245,4.373,3.333,0,5.442,7.041,9,82.337,82.337,4.308,3.284,2.506,3.545,4.491,3.465,19.279,153.024,76.529,153.024,153.024,153.024,153.024,0.6,6.886,5.662,12.827,3.625,4.863,3.814,129.482,117.711,2.222,1.216,7.903,6.187,5.512,3.412,7.605,1.714,0,15.687,0.117,1.014,1,3.919,6.555,1.173,197.337,3.231,0.0,-0.097,-0.157,20.351,1.435,1,0.0,6.703,0.0,2.123
5.0,1.618,6.766,87.945,1.618,4.945,3.827,0,5.935,11.789,9,87.945,87.945,4.831,3.691,2.843,3.974,5.018,3.976,30.47,211.88,82.376,211.88,211.88,211.88,211.88,0.992,12.721,9.048,22.425,6.419,9.015,5.094,188.338,211.88,2.618,1.618,12.483,9.586,9.601,3.943,12.688,1.721,1,21.662,0.207,1.239,1,4.149,9.981,0.822,256.193,3.714,0.4,0.181,-0.138,28.404,1.509,0,0.0,9.124,0.0,2.161
5.87,1.778,6.688,81.115,1.778,4.846,3.691,2,5.722,10.466,9,81.115,81.115,4.655,3.652,2.769,3.91,4.846,3.892,25.611,200.109,75.308,200.109,200.109,200.109,200.109,0.894,11.644,7.839,20.828,5.84,7.067,5.048,176.567,164.795,2.744,1.714,12.059,9.053,8.644,3.828,11.778,1.716,0,17.945,0.19,1.113,1,3.939,9.406,1.13,244.422,3.566,0.0,-0.06,-0.126,26.915,1.509,1,0.0,9.288,0.0,2.385
8.161,2.524,8.781,139.669,2.524,5.473,4.462,11,9.776,21.342,16,139.669,139.669,5.488,4.473,3.206,4.42,5.46,4.447,41.769,341.362,139.669,341.362,356.322,341.362,341.362,2.321,21.979,14.951,44.784,14.493,21.474,7.808,317.82,311.566,3.478,2.408,19.103,14.898,14.804,4.442,21.236,1.928,2,34.48,0.442,1.519,0,6.341,13.558,0.886,366.507,4.259,0.8,0.091,0.004,37.86,1.754,6,0.563,13.523,0.075,2.923
8.222,2.524,8.781,140.527,2.524,5.487,4.461,11,9.776,21.15,16,140.527,140.527,5.486,4.473,3.206,4.427,5.463,4.454,41.796,341.362,140.527,341.362,356.322,341.362,341.362,2.324,22.159,14.799,45.019,15.008,22.098,7.867,317.82,309.238,3.48,2.417,19.24,15.163,14.875,4.444,21.549,1.931,2,34.48,0.442,1.519,0,6.341,13.671,0.907,366.507,4.256,0.8,0.08,0.018,38.088,1.758,6,0.563,13.643,0.075,2.923
5.55,1.781,6.313,55.221,1.781,4.949,3.818,0,5.502,12.595,6,55.221,55.221,4.868,3.588,2.717,3.882,4.821,3.911,24.273,188.338,49.414,188.338,188.338,188.338,188.338,0.885,12.667,10.015,19.816,4.781,6.599,4.954,188.338,188.338,2.758,1.736,11.317,8.621,9.922,3.945,11.417,1.682,0,16.289,0.148,1.073,1,3.843,8.337,1.185,275.334,3.64,0.368,-0.098,-0.145,25.063,1.49,2,0.265,9.132,0.0,2.562
8.158,2.276,7.565,152.55,2.276,5.456,4.2,7,8.191,19.08,14,152.55,152.55,5.218,4.335,3.259,4.469,5.43,4.489,44.414,306.049,121.272,306.049,306.049,306.049,306.049,1.596,21.24,14.237,31.786,11.035,13.696,7.388,337.326,282.506,3.233,2.162,18.635,17.044,16.718,4.373,21.697,1.926,2,35.87,0.315,1.537,0,5.28,14.534,0.766,367.338,4.046,1.058,0.203,0.0,37.433,1.689,4,0.86,13.523,0.8,3.196
8.371,2.312,7.572,152.55,2.312,5.422,4.216,7,8.191,18.526,14,152.55,152.55,5.205,4.335,3.211,4.464,5.436,4.465,45.247,306.049,121.272,306.049,306.049,306.049,306.049,1.593,20.503,14.33,34.593,11.223,13.599,7.388,337.326,282.506,3.284,2.239,18.634,17.027,15.782,4.344,21.746,1.929,2,33.952,0.34,1.523,0,5.28,14.534,0.766,367.338,4.03,1.058,0.203,-0.001,37.394,1.69,4,0.86,13.523,0.8,3.113
7.839,2.192,7.416,152.55,2.192,5.407,4.175,9,8.499,19.043,14,152.55,152.55,5.153,4.335,3.163,4.452,5.424,4.451,44.887,306.049,121.272,306.049,306.049,306.049,306.049,1.518,20.708,14.323,30.921,10.744,13.92,7.388,337.326,258.964,3.151,2.099,19.054,16.654,16.045,4.332,21.2,1.928,2,36.017,0.286,1.534,0,5.479,14.74,0.812,367.338,3.939,1.058,0.156,0.01,38.695,1.702,4,0.86,13.512,0.8,3.082
8.47,2.196,7.475,139.681,2.196,5.353,4.121,6,7.908,17.242,13,139.681,139.681,5.143,4.158,3.127,4.38,5.342,4.376,39.817,270.735,108.404,270.735,270.735,270.735,270.735,1.483,18.607,12.946,30.91,10.343,12.629,6.45,290.242,247.193,3.152,2.094,16.632,15.014,14.489,4.257,18.908,1.909,2,32.482,0.315,1.501,0,5.012,13.073,0.784,332.025,3.969,1.058,0.176,0.01,35.081,1.689,4,0.86,11.767,0.8,3.083
8.478,2.196,7.475,139.681,2.196,5.365,4.111,6,7.908,17.019,13,139.681,139.681,5.114,4.158,3.126,4.39,5.351,4.387,40.108,270.735,108.404,270.735,270.735,270.735,270.735,1.448,18.859,12.847,31.174,10.402,12.853,6.45,278.471,247.193,3.153,2.096,16.722,15.281,14.72,4.261,19.273,1.908,2,32.482,0.315,1.496,0,5.012,13.165,0.764,332.025,3.98,1.058,0.196,0.014,34.797,1.68,4,0.86,11.755,0.8,3.083
8.208,2.398,7.831,160.326,2.398,5.39,4.172,7,8.462,17.459,14,160.326,160.326,5.155,4.224,3.18,4.452,5.39,4.453,41.472,270.735,129.049,270.735,270.735,270.735,270.735,1.569,19.252,13.461,32.258,11.011,13.296,6.472,302.013,247.193,3.376,2.341,17.254,16.073,15.341,4.323,19.796,1.923,2,34.826,0.396,1.502,0,5.409,13.912,0.768,332.025,4.05,1.725,0.189,0.035,34.682,1.691,4,1.058,11.986,0.86,3.336
8.071,2.591,7.91,143.296,2.591,5.409,4.192,7,8.752,17.195,14,143.296,143.296,5.19,4.165,3.248,4.447,5.416,4.447,43.054,270.735,112.018,270.735,270.735,270.735,270.735,1.559,19.023,13.521,33.722,10.928,13.175,6.469,302.013,247.193,3.544,2.464,17.023,16.246,15.052,4.32,19.64,1.95,2,37.625,0.406,1.502,0,5.687,13.932,0.796,382.772,4.223,1.725,0.184,0.022,34.649,1.69,4,1.058,11.963,0.86,3.336
7.799,2.196,7.475,129.348,2.196,5.345,4.095,5,7.873,16.858,12,129.348,129.348,5.113,4.081,3.115,4.356,5.333,4.353,38.131,258.964,98.07,258.964,258.964,258.964,258.964,1.426,18.216,12.578,30.572,9.929,12.183,6.085,266.7,235.422,3.149,2.089,15.865,14.457,14.18,4.238,18.355,1.897,2,32.482,0.315,1.496,0,4.975,12.453,0.747,320.254,3.977,1.058,0.214,0.018,33.656,1.677,4,0.86,11.113,0.8,3.083
7.845,2.378,7.836,160.326,2.378,5.389,4.191,7,8.462,17.438,14,160.326,160.326,5.163,4.224,3.205,4.452,5.39,4.448,41.928,270.735,129.049,270.735,270.735,270.735,270.735,1.572,19.215,13.504,32.308,10.988,13.237,6.472,302.013,247.193,3.35,2.303,17.254,16.087,15.276,4.328,19.81,1.923,2,34.826,0.361,1.502,0,5.409,13.912,0.768,332.025,4.105,1.725,0.189,0.035,34.682,1.69,4,1.058,11.986,0.86,3.336
8.523,2.378,7.668,146.332,2.378,5.421,4.216,6,8.686,18.487,13,146.332,146.332,5.226,4.238,3.244,4.416,5.395,4.43,41.891,294.278,115.054,294.278,294.278,294.278,294.278,1.632,19.96,13.953,33.737,11.204,13.892,6.917,325.555,270.735,3.296,2.183,17.016,15.492,15.347,4.33,19.576,1.916,2,37.133,0.361,1.558,0,5.648,13.411,0.742,366.567,4.109,1.058,0.231,0.004,36.184,1.689,4,0.86,12.465,0.86,3.134
6.924,2.254,7.473,150.015,2.254,5.36,4.091,8,7.944,15.745,14,150.015,150.015,5.09,4.24,3.134,4.417,5.367,4.401,41.986,282.506,118.738,282.506,282.506,282.506,282.506,1.446,19.161,12.137,31.581,11.156,13.749,6.816,313.784,258.964,3.191,2.112,17.661,16.0,14.789,4.245,20.36,1.917,2,34.726,0.371,1.512,0,5.05,13.929,0.787,343.796,3.96,1.058,0.172,0.004,35.988,1.689,4,0.86,12.466,0.8,3.083
8.509,2.31,7.668,156.666,2.31,5.464,4.259,6,8.722,19.846,14,156.666,156.666,5.253,4.317,3.278,4.457,5.419,4.481,44.297,306.049,125.388,306.049,306.049,306.049,306.049,1.638,21.086,15.142,34.971,11.183,13.374,7.282,337.326,282.506,3.246,2.155,18.034,16.679,16.5,4.394,20.846,1.921,2,38.838,0.315,1.566,0,5.688,14.359,0.745,378.338,4.12,1.058,0.229,0.006,37.065,1.689,4,0.86,13.082,0.86,3.243
5.914,2.33,7.559,144.04,2.33,5.372,4.169,6,8.348,17.446,14,183.188,183.188,5.143,4.134,3.132,4.458,5.365,4.445,43.084,270.735,112.762,270.735,270.735,270.735,270.735,1.498,19.202,13.741,34.052,11.227,13.266,6.472,302.013,247.193,3.251,2.13,17.33,16.306,15.499,4.304,19.78,1.908,2,33.123,0.315,1.499,0,5.449,14.253,0.736,371.174,4.149,1.058,0.187,0.003,38.905,1.689,4,0.86,12.016,0.8,3.247
8.719,2.312,7.572,144.04,2.312,5.372,4.168,7,8.348,17.45,14,183.188,183.188,5.143,4.134,3.131,4.445,5.366,4.435,42.602,270.735,112.762,270.735,270.735,270.735,270.735,1.489,19.204,13.733,32.034,11.092,13.25,6.472,302.013,247.193,3.23,2.121,17.328,16.245,15.626,4.318,19.773,1.909,2,33.123,0.34,1.501,0,5.449,14.126,0.736,371.174,4.079,1.058,0.187,0.002,36.714,1.689,4,0.86,12.016,0.8,3.154
8.268,2.196,7.475,126.918,2.196,5.381,4.109,9,7.731,16.984,14,126.918,126.918,5.147,4.297,3.155,4.357,5.375,4.348,39.048,282.506,126.918,282.506,282.506,282.506,282.506,1.441,18.543,12.27,27.553,9.135,12.268,6.682,282.506,258.964,3.179,2.164,17.234,14.321,13.5,4.236,19.062,1.955,2,32.482,0.315,1.507,0,4.827,13.045,0.902,353.304,3.938,1.058,0.088,0.003,32.92,1.674,4,0.86,12.062,0.8,3.083
5.0,1.563,5.432,71.195,1.563,4.944,3.752,0,6.038,12.586,6,71.195,71.195,4.809,3.79,2.796,3.896,4.935,3.9,28.278,235.422,65.387,235.422,235.422,235.422,235.422,0.859,13.339,9.569,19.414,5.572,7.751,5.765,235.422,188.338,2.532,1.513,12.923,9.449,9.965,3.878,12.983,1.752,0,9.55,0.094,1.157,1,4.612,9.623,1.116,279.735,3.461,0.0,-0.01,-0.137,28.288,1.513,2,0.0,10.033,0.0,1.842
8.495,2.313,8.776,148.213,2.313,5.301,4.324,11,8.765,18.286,16,148.213,148.213,5.243,4.346,3.155,4.294,5.295,4.345,34.44,294.278,148.213,294.278,309.238,294.278,294.278,1.939,19.585,12.995,32.851,11.386,16.211,6.648,270.735,264.481,3.257,2.175,15.969,13.094,13.593,4.351,18.372,1.925,1,25.774,0.388,1.513,0,5.679,11.59,0.913,294.278,4.109,0.8,0.055,0.048,30.799,1.755,3,0.0,11.445,0.0,2.922
7.623,2.73,7.831,151.484,2.73,5.436,4.182,7,8.828,17.432,14,151.484,151.484,5.199,4.109,3.215,4.46,5.455,4.464,44.063,270.735,120.206,270.735,315.616,278.495,270.735,1.767,19.219,13.727,36.411,11.695,13.274,6.522,302.013,247.193,3.69,2.6,17.303,17.235,16.591,4.336,19.787,1.931,2,36.635,0.557,1.501,0,5.861,14.672,0.761,332.025,4.168,1.725,0.209,-0.041,34.076,1.691,4,1.058,12.058,0.86,3.336
5.0,1.245,5.069,69.089,1.245,4.576,3.51,2,5.829,9.297,6,69.089,69.089,4.569,3.646,2.768,3.727,4.765,3.614,24.493,211.88,63.282,211.88,211.88,211.88,211.88,0.724,9.08,7.062,17.81,5.204,6.626,5.245,211.88,105.94,2.235,1.232,11.337,7.835,6.776,3.555,10.479,1.745,0,17.406,0.117,1.022,1,4.383,8.403,1.224,256.193,3.252,0.0,-0.125,-0.14,27.183,1.528,2,0.0,9.141,0.0,2.166
8.107,2.173,7.486,150.015,2.173,5.372,4.169,8,7.944,17.575,14,150.015,150.015,5.219,4.24,3.133,4.417,5.367,4.411,42.046,282.506,118.738,282.506,282.506,282.506,282.506,1.592,18.946,13.406,31.606,11.06,13.704,6.816,313.784,258.964,3.145,2.097,17.675,15.931,14.977,4.29,19.991,1.917,2,32.482,0.315,1.498,0,5.05,13.93,0.787,343.796,3.976,1.058,0.172,0.005,35.964,1.689,4,0.86,12.466,0.8,3.083
7.845,2.629,7.895,161.799,2.629,5.456,4.284,7,9.346,19.583,14,161.799,161.799,5.264,4.335,3.268,4.488,5.456,4.499,45.745,306.049,130.521,306.049,306.049,306.049,306.049,1.703,20.66,15.093,39.225,12.461,14.834,7.255,337.326,282.506,3.598,2.529,18.227,17.139,16.278,4.4,20.821,1.928,2,34.58,0.467,1.565,0,6.164,14.723,0.733,403.483,4.256,1.674,0.244,-0.003,36.651,1.69,4,1.058,13.11,0.86,3.336
6.921,2.684,8.485,173.624,2.684,5.483,4.354,11,9.531,19.488,18,173.624,173.624,5.3,4.394,3.276,4.52,5.464,4.519,43.829,306.049,142.346,306.049,306.049,306.049,306.049,1.892,20.721,15.005,38.294,12.908,14.936,7.24,325.555,282.506,3.647,2.571,18.503,16.731,16.183,4.433,21.015,1.955,2,32.482,0.5,1.561,0,5.995,14.472,0.833,367.338,4.273,1.058,0.118,0.004,37.568,1.714,4,0.86,13.011,0.8,3.126
7.421,2.255,7.477,150.015,2.255,5.36,4.103,7,7.944,15.442,14,150.015,150.015,5.108,4.24,3.135,4.417,5.367,4.401,41.986,282.506,118.738,282.506,282.506,282.506,282.506,1.494,19.174,12.086,34.425,11.872,14.879,6.816,313.784,258.964,3.194,2.114,17.661,16.0,14.789,4.245,20.36,1.917,2,34.726,0.315,1.504,0,5.05,13.929,0.787,343.796,4.008,1.058,0.172,0.004,35.988,1.689,4,0.86,12.466,0.8,3.083
8.428,2.378,7.668,135.998,2.378,5.414,4.188,5,8.65,17.586,12,135.998,135.998,5.217,4.165,3.233,4.383,5.375,4.404,40.567,282.506,104.72,282.506,282.506,282.506,282.506,1.598,19.134,13.243,33.092,10.736,13.231,6.553,302.013,258.964,3.291,2.169,16.107,15.019,14.635,4.299,18.996,1.905,2,37.133,0.361,1.539,0,5.609,12.596,0.759,354.796,4.111,1.058,0.215,0.007,33.931,1.667,4,0.86,11.726,0.86,3.134
5.0,1.927,6.823,85.231,1.927,4.998,3.924,0,5.935,13.808,9,85.231,85.231,4.982,3.63,2.84,3.907,4.833,3.991,23.751,200.109,79.424,200.109,200.109,200.109,200.109,1.079,13.462,10.79,25.873,6.394,8.245,4.939,176.567,200.109,2.887,1.848,10.923,9.326,10.695,4.042,11.936,1.715,0,18.055,0.117,1.223,1,4.149,8.445,1.079,255.422,3.834,0.68,-0.006,-0.13,22.82,1.512,0,0.0,8.863,0.0,2.633
6.658,1.794,6.522,101.979,1.794,4.807,3.829,1,6.185,10.364,12,101.979,101.979,4.806,3.874,2.858,3.779,4.739,3.769,20.131,200.109,101.979,200.109,200.109,200.109,200.109,1.093,11.389,7.219,21.428,7.737,11.221,4.881,200.109,200.109,2.765,1.736,9.996,7.569,7.776,3.809,10.979,1.706,1,26.824,0.182,1.157,1,4.112,6.946,1.019,242.792,3.659,0.812,-0.037,-0.127,20.221,1.418,3,0.269,8.078,0.067,2.493
5.02,0.605,0.0,59.392,0.605,4.042,2.412,0,3.51,3.896,6,59.392,59.392,3.307,3.193,1.802,3.157,4.309,3.006,13.172,117.711,59.392,117.711,117.711,117.711,117.711,0.137,4.891,2.463,0.97,0.301,0.498,3.212,117.711,82.398,1.524,0.55,6.375,4.135,3.188,2.774,6.091,1.269,0,8.174,0.0,0.52,0,2.629,4.311,1.196,160.394,1.577,0.0,-0.082,-0.285,12.64,0.933,0,0.0,5.192,0.0,1.0
9.161,2.203,7.481,82.938,2.203,5.203,4.007,3,8.171,14.67,8,82.938,82.938,5.213,4.083,3.199,4.059,5.131,4.048,31.217,270.735,82.938,270.735,270.735,270.735,270.735,1.287,13.494,9.557,26.901,6.3,10.601,6.144,270.735,223.651,3.123,2.022,13.014,8.792,8.938,4.026,13.326,1.761,2,34.891,0.231,1.513,0,5.642,8.658,0.853,328.88,3.8,0.933,0.164,-0.044,29.77,1.522,5,0.86,10.266,0.86,2.795
9.252,2.086,7.332,130.88,2.086,5.162,4.159,4,6.481,16.107,12,170.029,170.029,4.96,3.976,2.911,4.247,5.126,4.243,39.693,247.193,98.661,247.193,247.193,247.193,247.193,1.254,18.086,12.531,30.693,9.254,12.188,5.794,279.413,223.651,2.949,1.711,15.148,14.704,13.673,4.207,18.586,1.904,2,22.821,0.226,1.149,0,4.374,11.931,0.706,286.342,3.963,0.916,0.195,0.022,32.13,1.671,4,0.8,9.982,0.172,2.866
9.205,2.086,7.332,130.88,2.086,5.162,4.159,4,6.481,16.107,12,170.029,170.029,4.96,3.976,2.911,4.247,5.126,4.243,39.693,247.193,98.661,247.193,247.193,247.193,247.193,1.254,18.086,12.531,30.693,9.254,12.188,5.794,279.413,223.651,2.949,1.711,15.148,14.704,13.673,4.207,18.586,1.904,2,22.821,0.226,1.149,0,4.374,11.931,0.706,286.342,3.963,0.916,0.195,0.022,32.13,1.671,4,0.8,9.982,0.172,2.866
6.69,1.718,5.388,75.418,1.718,5.104,3.812,3,5.067,13.586,6,75.418,75.418,5.103,4.094,3.009,3.932,5.085,3.989,28.342,258.964,75.418,258.964,258.964,258.964,258.964,0.978,14.846,8.768,15.483,4.701,7.584,6.148,258.964,258.964,2.71,1.702,12.984,10.858,9.994,3.924,15.702,1.681,0,19.526,0.117,1.417,1,3.796,8.894,0.858,301.648,3.236,0.368,0.235,-0.158,22.97,1.364,2,0.265,10.34,0.0,2.458
9.699,1.993,5.254,134.966,1.993,5.205,4.013,3,10.67,16.381,12,134.966,134.966,5.083,4.19,2.983,4.045,5.092,4.094,33.327,294.278,129.159,294.278,294.278,294.278,294.278,1.253,16.892,11.655,31.952,9.189,12.595,7.091,294.278,200.109,2.944,1.89,13.771,11.777,12.88,4.116,15.296,1.866,0,26.437,0.21,1.329,0,8.573,10.655,1.025,371.59,3.71,0.86,0.026,-0.185,33.066,1.63,3,0.86,11.405,0.4,2.675
8.398,2.524,8.781,150.003,2.524,5.509,4.483,9,9.814,21.988,17,150.003,150.003,5.498,4.533,3.206,4.445,5.466,4.477,42.008,353.133,150.003,353.133,368.093,353.133,353.133,2.355,23.194,15.441,45.336,15.727,22.857,8.171,329.591,321.009,3.48,2.416,19.781,15.83,15.699,4.47,22.294,1.929,2,34.48,0.442,1.523,0,6.383,14.065,0.911,378.278,4.254,0.8,0.068,0.0,39.036,1.758,6,0.563,14.096,0.075,2.923
8.745,2.506,8.782,155.199,2.506,5.449,4.457,11,10.002,21.026,18,155.199,155.199,5.442,4.419,3.206,4.408,5.414,4.433,39.688,329.591,155.199,329.591,344.551,329.591,329.591,2.238,21.786,15.17,42.522,14.67,20.48,7.429,294.278,299.794,3.457,2.384,18.4,14.849,15.175,4.444,20.226,1.968,2,30.188,0.365,1.513,0,6.43,13.58,0.918,365.736,4.255,0.8,0.046,0.007,36.073,1.77,6,0.655,12.773,0.13,2.888
9.161,2.524,8.781,136.024,2.524,5.449,4.429,14,9.737,20.057,15,136.024,136.024,5.463,4.351,3.206,4.38,5.42,4.416,39.802,329.591,136.024,329.591,344.551,329.591,329.591,2.234,20.857,14.263,43.249,13.565,19.811,7.359,317.82,299.794,3.481,2.418,17.721,14.266,14.09,4.41,19.93,1.928,2,32.688,0.442,1.513,0,6.3,12.835,0.892,365.736,4.264,0.8,0.095,0.022,35.599,1.754,6,0.655,12.672,0.13,2.923
8.056,2.531,8.782,149.352,2.531,5.54,4.52,12,10.038,23.879,16,149.352,149.352,5.565,4.612,3.206,4.5,5.572,4.522,47.319,388.446,149.352,388.446,403.406,388.446,388.446,2.446,24.413,16.675,46.058,15.506,22.765,8.804,364.904,311.566,3.483,2.412,21.449,16.756,16.556,4.506,23.939,1.931,2,38.184,0.455,1.582,0,6.601,15.214,0.894,413.591,4.28,0.8,0.098,0.012,41.021,1.764,4,0.555,15.29,0.0,2.922
9.337,2.37,7.829,115.345,2.37,5.465,4.335,4,8.792,19.109,12,115.345,115.345,5.419,4.272,3.199,4.267,5.359,4.327,38.164,294.278,115.345,294.278,294.278,294.278,294.278,1.871,18.453,13.149,36.158,11.152,16.733,6.845,282.506,247.193,3.317,2.232,15.751,11.797,12.775,4.35,17.169,1.776,2,39.46,0.351,1.513,0,5.865,10.813,0.925,350.93,4.178,0.86,0.093,-0.023,33.793,1.539,2,0.86,11.848,0.8,2.886
6.77,2.383,5.783,93.043,2.383,5.501,4.014,5,8.416,15.822,6,93.043,93.043,5.12,4.211,3.14,4.316,5.529,4.317,47.084,329.591,93.043,329.591,374.471,329.591,329.591,1.538,18.63,11.139,34.286,9.908,14.557,7.448,329.591,339.158,3.306,2.187,18.658,15.415,12.969,4.171,22.037,1.893,3,32.778,0.342,1.422,0,6.029,13.574,1.056,379.881,3.849,1.798,-0.004,0.011,40.979,1.658,5,0.8,13.291,0.8,3.24
