pXC50,ATS8i,SddssS,nS..O.2,P_VSA_s_1,CATS2D_08_LL,NddssS,S.110,ATSC3p,SdO,SpMax3_Bh.v.,ATSC4p,ATSC2p,ATSC1p,ATS1p,CATS2D_07_LL,ATSC6p,ATS2p,ATSC5p,ATSC3v,DBI,nS,SpMax3_Bh.e.,P_VSA_LogP_3,Sp,X2v,SpMin6_Bh.s.,MATS6e,X4sol,AMR,X1v,ATSC2v,VvdwMG,Vx,ATSC4m,ATS4p,ATS3p,ATSC8p,ATSC5m,X1sol,X5v,ATSC4v,ATSC1v,ATSC3m,ATSC7p,ATS1v,ATS5v,ATSC8m,Eta_alpha,ATS4m,SpMin2_Bh.v.,ATS4v,X0sol,X4v,GATS8p,ATS5m,ATS3v,ATS6p,SpDiam_EA.bo.,X0v,X1Kup,ATS5p,HDcpx,ATSC5v,CATS2D_01_LL,ZM1Mad,ATSC7m,O.058,VvdwZAZ,SpMax3_Bh.i.
6.172,3.962,0.0,0,0.0,4,0,0,8.283,0.0,3.557,8.385,6.162,3.011,3.498,5,7.018,3.929,7.964,9.893,3.24,2,3.664,37.905,28.739,8.395,0.269,-0.24,10.174,100.344,9.792,7.005,167.359,400.116,22.519,3.796,3.929,4.166,25.035,12.514,4.202,9.626,3.674,20.607,5.328,3.426,3.526,10.468,12.081,3.943,1.703,3.622,16.648,5.859,0.667,3.883,3.742,3.495,7.233,14.718,7.818,3.745,1.65,6.388,9,198.878,17.914,0,285.81,3.687
5.337,4.757,-3.464,1,6.046,11,1,1,13.382,25.543,3.783,15.086,9.222,5.832,3.724,8,13.499,4.117,15.271,16.847,3.464,1,3.852,138.713,37.705,9.37,0.825,0.038,9.798,119.1,11.48,11.93,217.778,523.14,39.318,4.311,4.303,9.406,39.602,14.842,3.559,19.036,7.195,36.031,11.193,3.65,4.083,25.901,14.3,4.068,2.059,4.168,20.519,5.16,1.083,3.884,4.18,4.109,7.862,17.424,10.042,4.252,1.714,20.62,12,202.47,30.647,2,375.95,3.884
6.569,5.455,-3.681,1,6.046,6,1,1,19.454,39.649,3.818,22.973,13.362,8.028,4.052,7,23.901,4.485,24.523,23.916,4.301,1,3.913,100.808,53.597,14.229,0.901,0.109,16.283,168.291,16.849,16.455,312.252,753.654,70.382,4.757,4.71,17.268,68.489,21.995,5.678,28.229,9.481,54.038,20.701,4.005,4.572,51.92,21.129,4.789,2.078,4.64,31.552,8.333,0.943,4.548,4.613,4.669,7.869,26.538,14.606,4.73,1.81,32.448,7,329.777,65.747,3,554.78,3.941
5.021,4.991,0.0,0,0.0,9,0,0,11.006,12.608,3.505,12.903,8.587,5.054,3.621,10,11.852,4.049,12.179,14.421,3.24,0,3.652,47.381,34.75,7.703,0.705,0.182,10.386,108.999,9.879,11.372,196.585,471.429,33.726,4.271,4.235,9.895,33.704,13.563,3.483,17.012,6.482,27.484,11.425,3.601,4.129,26.834,13.3,4.175,1.996,4.201,19.413,4.59,1.018,4.061,4.184,4.151,7.734,16.464,9.755,4.205,1.714,15.827,11,174.654,32.415,1,339.21,3.694
6.0,5.022,0.0,0,0.0,8,0,0,11.007,12.621,3.495,12.966,8.587,5.054,3.621,12,12.417,4.049,12.676,14.421,3.24,0,3.642,47.381,34.75,7.649,0.714,0.156,10.575,108.999,9.885,11.372,196.585,471.429,33.317,4.293,4.24,10.131,36.412,13.58,3.498,17.003,6.482,27.499,12.036,3.601,4.165,27.704,13.3,4.214,1.995,4.229,19.413,4.692,0.974,4.089,4.193,4.188,7.734,16.464,9.761,4.242,1.715,16.463,11,174.654,32.383,1,339.21,3.682
7.367,2.918,0.0,0,0.0,0,0,0,3.963,0.0,2.954,3.559,3.221,2.088,2.705,0,1.326,3.064,2.245,6.1,1.581,0,3.214,18.011,14.727,2.874,0.0,-0.364,3.541,45.261,4.137,4.824,88.449,207.575,15.019,3.042,3.192,0.651,10.512,5.915,0.917,5.717,2.935,13.169,1.388,2.712,2.406,2.994,5.467,2.896,1.798,2.943,8.389,1.445,0.0,2.239,3.138,2.084,6.747,7.092,4.032,2.522,1.462,3.608,1,69.641,4.325,0,145.64,3.296
6.166,3.976,0.0,0,0.0,4,0,0,7.755,0.0,3.524,7.346,5.896,3.236,3.393,3,5.293,3.807,6.275,9.237,3.24,1,3.681,37.905,26.625,6.995,0.24,-0.298,8.769,89.312,8.429,6.634,153.09,365.299,20.186,3.626,3.766,3.9,20.037,11.377,3.199,8.698,3.695,16.941,4.523,3.379,3.423,9.598,11.152,3.769,1.71,3.541,14.924,4.691,0.67,3.682,3.668,3.293,7.233,13.145,7.643,3.518,1.65,5.161,9,168.005,11.547,0,266.95,3.705
9.097,5.618,-3.668,1,6.046,6,1,1,20.075,39.841,3.819,24.179,14.416,8.902,4.083,7,24.393,4.51,25.285,26.305,4.301,1,3.924,100.808,55.404,14.085,0.901,0.16,15.398,168.764,16.715,19.067,314.771,759.801,66.11,4.807,4.737,18.905,71.588,21.418,5.633,31.924,11.172,54.673,22.208,4.03,4.627,55.152,20.7,4.606,2.086,4.682,30.552,8.224,0.89,4.484,4.638,4.715,7.869,26.27,15.168,4.788,1.81,34.961,13,298.739,63.051,3,558.96,3.963
6.886,5.165,0.0,0,0.0,2,0,0,11.489,13.117,3.69,10.675,8.575,4.871,3.456,7,12.221,3.915,10.539,15.426,3.873,0,3.81,90.065,29.932,7.07,0.503,0.126,6.796,87.523,8.518,11.375,173.52,415.15,36.865,4.032,4.064,9.617,35.11,10.658,2.441,14.762,6.323,34.281,12.686,3.43,4.023,33.389,11.038,3.99,1.885,3.982,15.579,3.983,0.972,4.059,3.991,4.115,7.023,13.627,8.396,4.066,1.68,14.399,10,148.758,36.762,1,313.14,3.851
8.42,5.134,-3.579,1,6.046,12,1,1,17.635,37.913,3.755,19.776,12.582,7.751,3.904,8,18.445,4.32,20.494,23.051,4.243,1,3.86,81.856,46.421,11.454,0.825,0.239,11.16,140.045,14.017,16.682,267.068,643.405,54.192,4.576,4.538,12.594,54.265,17.617,4.695,25.87,9.806,48.557,14.92,3.834,4.338,37.105,16.967,4.286,2.082,4.431,25.251,6.553,1.038,4.12,4.418,4.385,7.864,21.597,12.523,4.527,1.76,28.495,12,237.563,43.242,3,476.27,3.895
6.105,5.498,0.0,0,0.0,10,0,0,17.526,12.652,3.743,19.729,12.903,7.76,3.934,14,18.618,4.34,18.988,24.367,4.359,0,3.843,132.667,48.381,10.733,0.939,0.01,9.554,145.381,13.014,18.016,273.665,659.502,50.201,4.522,4.52,16.003,46.136,16.898,3.416,27.519,10.677,43.639,17.512,3.865,4.339,42.983,17.067,4.115,2.065,4.357,24.675,4.83,0.988,4.086,4.387,4.502,6.887,21.451,12.937,4.506,1.761,26.634,23,188.393,43.928,1,482.2,3.903
9.854,5.533,-3.672,1,6.046,10,1,1,21.809,40.046,3.838,24.288,15.37,9.229,4.142,10,25.616,4.573,25.69,27.188,4.301,1,3.957,148.19,57.853,14.378,0.958,0.171,16.619,178.209,17.659,19.051,327.502,790.864,65.417,4.826,4.781,19.378,67.801,23.175,6.359,29.896,11.086,57.05,22.583,4.097,4.694,56.093,22.133,4.679,2.12,4.733,31.977,8.746,1.152,4.558,4.695,4.748,7.864,26.955,16.098,4.828,1.828,33.912,19,318.198,64.165,3,580.11,3.991
8.91,5.076,0.0,0,0.0,1,0,0,12.065,13.18,3.743,14.161,8.153,4.914,3.524,8,10.904,3.966,12.221,15.828,3.24,0,3.808,94.762,32.125,7.98,0.524,-0.371,8.28,93.43,9.006,10.952,182.391,436.794,38.829,4.208,4.19,10.274,34.511,11.959,3.286,19.055,6.444,31.349,11.973,3.494,4.078,28.071,11.9,4.049,2.05,4.111,17.546,3.96,0.983,4.067,4.116,4.107,7.195,14.827,8.88,4.131,1.691,15.829,12,157.063,28.805,1,320.83,3.841
6.129,5.077,0.0,0,0.0,7,0,0,9.555,12.749,3.756,11.845,7.395,4.384,3.517,10,12.15,3.914,13.019,13.326,3.674,0,3.827,94.334,32.086,6.419,0.523,-0.055,7.497,100.018,8.442,10.401,188.062,450.631,29.368,4.211,4.106,9.968,36.066,12.037,2.131,16.519,6.071,24.192,11.148,3.472,4.107,28.672,12.033,3.953,1.946,4.095,17.864,3.352,1.11,3.985,4.015,4.186,7.165,14.645,8.375,4.228,1.692,18.499,16,137.432,29.824,1,320.11,3.86
5.796,3.907,0.0,0,0.0,1,0,0,6.487,11.928,3.198,6.006,4.949,3.104,2.994,1,3.415,3.407,4.442,9.528,2.646,0,3.385,0.0,19.46,4.155,0.135,-0.436,4.393,56.839,5.535,7.253,114.428,270.963,22.122,3.422,3.569,2.726,15.82,7.22,1.74,8.855,4.265,20.158,3.11,2.972,3.039,7.873,6.9,3.327,1.779,3.327,10.836,2.358,1.157,2.997,3.488,2.894,6.371,9.031,5.441,3.123,1.536,6.544,2,86.053,10.823,1,206.23,3.45
6.149,5.082,0.0,0,0.0,4,0,0,11.395,12.727,3.743,13.217,8.637,5.084,3.616,11,14.869,4.012,14.766,16.296,4.0,0,3.808,103.81,35.608,6.98,0.623,-0.112,7.919,108.78,9.531,12.297,207.247,497.442,33.195,4.289,4.19,10.184,39.652,13.143,2.458,18.715,7.155,29.356,13.126,3.562,4.191,27.586,13.033,3.994,1.957,4.163,19.115,3.798,0.886,3.993,4.078,4.268,7.154,15.844,9.465,4.333,1.704,21.11,18,143.432,34.489,1,354.71,3.841
5.658,5.096,0.0,0,0.0,7,0,0,12.211,12.884,3.695,11.303,9.145,5.222,3.51,12,10.96,3.96,10.484,16.716,3.937,0,3.81,108.075,31.694,7.331,0.809,0.109,6.683,92.1,9.064,12.277,183.113,438.555,38.454,4.062,4.114,10.584,36.434,11.209,2.606,16.106,6.85,37.038,11.174,3.478,3.967,30.704,11.538,3.931,2.018,3.979,16.123,4.009,1.069,4.005,4.025,4.003,7.004,14.31,8.94,4.027,1.687,14.917,11,150.758,33.165,1,330.44,3.851
9.002,5.114,-3.586,1,6.046,10,1,1,16.961,37.677,3.748,19.136,11.976,7.46,3.866,8,17.616,4.281,19.308,21.818,4.243,1,3.855,81.856,45.114,11.177,0.825,0.238,11.16,137.041,13.568,15.492,261.472,629.751,54.043,4.54,4.508,11.953,52.5,17.617,4.59,24.628,9.163,45.385,14.653,3.81,4.309,37.042,16.8,4.292,2.079,4.408,25.251,6.392,0.982,4.121,4.397,4.354,7.864,21.298,12.033,4.482,1.76,26.577,11,240.773,42.862,3,467.76,3.889
4.824,4.955,0.0,0,0.0,12,0,0,11.865,13.111,3.7,11.285,8.661,4.883,3.553,17,10.903,3.998,10.561,14.538,3.937,0,3.81,136.504,32.171,7.469,0.567,0.106,8.178,98.707,9.181,10.705,186.122,445.897,33.664,4.07,4.124,10.104,32.193,12.176,2.554,14.263,5.91,31.326,11.185,3.537,4.003,26.407,12.538,4.021,1.978,4.019,17.278,4.15,1.068,4.076,4.066,4.028,7.018,14.843,9.061,4.038,1.708,13.384,13,169.091,29.22,1,333.86,3.851
5.925,4.809,0.0,0,0.0,1,0,0,13.232,12.976,3.604,13.927,9.345,5.527,3.578,3,11.496,4.005,12.765,17.523,3.606,0,3.751,28.429,35.199,7.998,0.825,-0.043,7.784,105.767,10.379,12.213,208.173,499.701,41.977,4.166,4.217,8.67,42.029,13.693,3.034,18.354,7.08,42.176,10.369,3.543,3.954,34.075,13.162,4.043,1.982,4.041,20.115,4.169,1.087,4.019,4.099,3.967,7.072,17.065,9.525,4.06,1.699,16.635,10,180.966,41.172,1,372.6,3.785
5.0,4.888,0.0,0,0.0,1,0,0,13.33,13.087,3.604,13.697,9.321,5.432,3.594,3,11.916,4.027,13.075,18.086,3.606,0,3.752,28.429,35.75,8.099,0.825,-0.025,7.784,107.717,10.49,12.655,210.971,506.528,41.969,4.208,4.242,9.063,43.729,13.693,3.117,19.059,7.271,43.767,10.594,3.551,3.992,36.293,13.229,4.033,1.983,4.065,20.115,4.27,1.112,4.013,4.114,4.03,7.072,17.157,9.65,4.125,1.699,18.155,10,178.923,42.982,1,374.81,3.787
9.0,4.97,0.0,0,0.0,10,0,0,16.129,12.87,3.759,17.919,11.399,6.953,3.799,6,15.612,4.218,17.78,21.609,3.24,1,3.851,94.943,41.75,10.033,0.825,0.179,9.747,126.601,12.444,15.593,236.153,567.973,47.425,4.445,4.426,10.913,47.376,15.274,4.31,24.265,9.215,44.883,13.056,3.717,4.176,30.896,14.8,4.062,2.044,4.259,21.213,5.891,1.058,3.943,4.271,4.241,6.948,19.073,11.28,4.383,1.721,25.254,10,197.565,37.391,1,412.07,3.885
8.921,5.543,-3.689,1,6.046,10,1,1,21.886,40.032,3.838,24.34,15.423,9.265,4.141,8,25.663,4.571,25.735,26.502,4.359,1,3.957,138.713,57.79,14.522,0.958,0.209,16.619,178.425,17.759,18.589,328.7,793.787,65.197,4.825,4.779,19.478,67.918,23.175,6.393,29.338,10.798,56.972,22.616,4.103,4.705,57.012,22.419,4.708,2.119,4.741,31.977,8.765,1.151,4.604,4.704,4.747,7.864,27.255,16.173,4.827,1.833,33.459,17,328.029,65.043,3,586.18,3.992
9.96,5.231,-3.588,1,6.046,10,1,1,17.582,37.939,3.749,19.392,12.557,7.803,3.902,8,18.23,4.312,19.464,22.751,4.359,1,3.856,81.856,46.875,11.406,0.825,0.225,11.518,141.789,14.156,16.413,271.064,653.156,54.652,4.559,4.53,13.103,54.306,18.117,4.654,25.11,9.697,48.315,16.136,3.843,4.344,40.74,17.3,4.326,2.079,4.43,25.959,6.477,0.94,4.16,4.418,4.41,7.864,22.005,12.628,4.509,1.767,26.832,11,245.437,46.766,3,485.06,3.89
5.644,4.948,0.0,0,0.0,0,0,0,11.813,0.0,3.556,12.871,9.022,5.711,3.551,0,11.065,3.948,12.739,17.717,3.937,0,3.729,65.392,34.648,6.669,0.871,-0.025,5.794,98.889,9.369,13.671,196.633,471.545,33.871,4.161,4.122,7.172,36.441,11.305,2.079,19.224,8.416,32.341,8.915,3.469,3.893,21.764,11.133,3.656,1.955,3.96,16.383,3.719,0.773,3.542,3.946,3.942,6.846,15.02,9.274,4.116,1.65,19.353,12,114.348,25.071,0,341.81,3.78
9.538,5.55,-3.708,1,6.046,10,1,1,21.969,40.014,3.838,24.471,15.476,9.3,4.14,8,25.656,4.57,25.829,25.807,4.416,1,3.958,129.237,57.728,14.608,0.958,0.193,16.619,178.642,17.871,18.121,329.898,796.711,65.428,4.822,4.777,19.556,69.098,23.175,6.412,28.218,10.507,56.613,22.685,4.11,4.716,57.627,22.705,4.776,2.119,4.759,31.977,8.84,1.148,4.668,4.718,4.746,7.864,27.556,16.259,4.825,1.837,32.756,15,337.86,66.251,3,592.25,3.992
4.033,4.474,0.0,0,0.0,1,0,0,8.737,12.246,3.322,9.069,6.137,3.948,3.239,1,7.706,3.657,7.648,13.062,3.391,0,3.54,0.0,25.75,5.701,0.563,-0.162,5.379,74.528,7.004,9.553,149.999,357.757,32.416,3.868,3.885,4.755,27.528,9.024,2.395,14.128,5.806,26.619,6.931,3.205,3.621,14.873,8.8,3.677,1.842,3.74,13.991,3.06,1.362,3.489,3.787,3.673,6.375,12.055,6.871,3.743,1.608,12.11,2,107.801,24.883,1,269.13,3.603
5.0,4.665,0.0,0,0.0,0,0,0,8.349,11.891,3.416,9.18,6.842,4.714,3.347,0,6.899,3.662,8.801,12.243,4.183,0,3.609,47.381,29.267,4.939,0.832,-0.083,4.337,85.268,7.703,10.089,173.52,415.15,26.141,3.81,3.794,5.767,29.311,10.185,1.017,13.167,6.607,25.656,6.006,3.294,3.536,18.434,9.9,3.474,1.954,3.664,15.502,2.04,0.902,3.369,3.679,3.489,6.605,13.379,7.584,3.702,1.622,13.182,8,102.827,17.814,1,306.21,3.641
9.699,5.543,-3.689,1,6.046,10,1,1,21.888,40.032,3.838,24.378,15.423,9.265,4.141,8,25.624,4.571,25.751,26.507,4.359,1,3.958,138.713,57.79,14.492,0.958,0.22,16.619,178.425,17.765,18.589,328.7,793.787,65.555,4.824,4.779,19.478,68.209,23.175,6.377,29.068,10.798,56.897,22.597,4.103,4.703,57.012,22.419,4.723,2.119,4.745,31.977,8.792,1.151,4.591,4.706,4.748,7.864,27.255,16.179,4.827,1.832,33.317,17,328.029,64.827,3,586.18,3.992
6.1,5.042,0.0,0,0.0,3,0,0,10.58,13.097,3.73,11.58,7.821,4.854,3.59,5,13.375,3.975,12.261,14.968,3.082,0,3.843,125.454,34.296,6.981,0.702,-0.12,8.263,106.664,9.495,10.739,197.055,472.575,31.436,4.125,4.106,10.017,31.928,13.31,2.672,16.208,6.455,28.884,13.507,3.556,4.099,27.329,12.967,3.927,2.004,4.02,18.476,3.779,0.885,3.985,4.001,4.239,6.825,15.329,9.396,4.195,1.703,16.39,11,150.92,34.825,1,340.14,3.858
6.9,5.205,0.0,0,0.0,8,0,0,12.295,13.45,3.802,13.343,8.268,4.845,3.709,13,14.871,4.112,13.309,16.32,3.24,0,3.858,123.191,38.318,8.447,0.73,0.041,9.246,123.883,10.972,11.132,225.982,543.156,38.342,4.247,4.282,14.13,34.479,15.192,3.201,17.671,6.483,37.479,16.746,3.658,4.195,48.496,15.062,4.12,2.014,4.129,21.924,4.318,1.032,4.167,4.167,4.405,6.945,18.189,10.206,4.302,1.733,17.316,13,194.415,47.998,1,393.73,3.882
5.509,3.743,0.0,0,0.0,0,0,0,6.018,11.106,3.108,4.979,5.041,3.043,2.941,2,3.181,3.372,3.593,9.282,2.55,0,3.294,18.011,18.006,4.019,0.185,-0.15,3.568,48.812,5.248,7.517,103.766,244.95,17.693,3.208,3.461,1.841,12.305,6.292,1.719,7.63,4.307,20.645,2.863,2.894,2.796,5.692,6.067,2.796,1.851,3.041,9.259,2.36,0.753,2.679,3.323,2.833,5.059,8.084,5.185,2.925,1.483,5.429,3,74.586,9.539,1,182.78,3.371
9.222,5.045,-3.527,1,6.046,10,1,1,16.383,25.892,3.76,18.35,11.592,7.185,3.815,6,15.625,4.234,18.029,21.78,3.674,1,3.852,81.856,42.205,10.737,0.825,0.242,10.247,126.078,12.944,15.66,240.149,577.724,50.273,4.474,4.447,11.331,49.882,15.774,4.476,24.617,9.244,46.064,13.177,3.738,4.209,33.81,15.133,4.157,2.083,4.309,22.097,6.224,1.023,4.002,4.31,4.251,7.863,19.481,11.463,4.403,1.731,25.552,10,215.348,39.175,2,420.86,3.888
8.854,5.533,-3.679,1,6.046,8,1,1,22.12,40.111,3.838,24.632,15.368,9.107,4.156,10,26.225,4.59,26.154,26.973,4.359,1,3.957,138.713,58.711,14.959,0.958,0.165,17.113,183.014,18.137,18.674,335.834,811.196,66.206,4.843,4.8,19.74,69.376,23.857,6.537,29.633,10.774,58.704,23.101,4.111,4.711,56.851,22.848,4.733,2.119,4.749,33.347,8.955,1.107,4.618,4.714,4.766,7.864,28.011,16.228,4.844,1.832,33.865,17,339.718,67.956,3,595.32,3.991
9.292,5.529,-3.676,1,6.046,12,1,1,22.718,40.163,3.838,25.596,15.573,9.138,4.164,8,26.646,4.6,26.958,27.175,4.359,1,3.957,138.713,59.205,15.346,0.958,0.21,17.608,185.832,18.558,18.709,339.415,819.934,73.537,4.866,4.818,21.061,76.095,24.163,6.703,29.954,10.763,61.76,23.627,4.114,4.718,71.412,23.467,4.856,2.119,4.764,33.847,9.29,1.197,4.697,4.725,4.765,7.864,28.841,16.253,4.858,1.832,34.146,17,390.069,69.25,3,599.39,3.991
8.39,4.92,0.0,0,0.0,3,0,0,9.415,0.0,3.599,10.983,7.135,4.543,3.416,8,11.007,3.791,11.604,12.718,3.24,0,3.763,94.762,29.29,6.02,0.469,-0.137,6.569,88.265,7.726,9.731,168.067,401.844,30.795,4.017,3.959,9.236,31.781,10.633,1.898,14.709,6.103,24.841,9.858,3.374,3.937,23.028,10.567,3.857,1.939,3.931,15.579,2.836,1.188,3.775,3.884,4.014,7.066,13.399,7.623,4.052,1.655,15.653,12,127.049,24.112,0,291.12,3.822
6.291,5.518,0.0,0,0.0,8,0,0,14.767,13.173,3.739,20.61,10.781,6.779,3.834,7,18.265,4.258,21.124,21.7,4.416,0,3.869,37.905,45.239,10.537,0.843,0.048,10.287,135.873,12.66,15.891,261.261,629.236,57.376,4.654,4.526,14.965,67.81,15.692,3.944,28.99,9.383,43.523,16.582,3.806,4.458,46.195,16.69,4.403,2.041,4.526,23.75,5.748,0.911,4.222,4.453,4.519,7.114,21.769,12.452,4.633,1.769,32.131,6,226.638,53.787,1,467.94,3.918
9.699,4.947,-3.446,1,6.046,11,1,1,15.997,25.574,3.757,17.543,11.099,6.785,3.778,8,14.797,4.203,16.986,21.351,3.464,1,3.846,91.332,39.989,10.375,0.825,0.032,9.798,119.615,12.421,15.164,226.561,544.568,47.814,4.413,4.408,10.656,45.917,14.842,4.371,23.454,8.826,44.588,12.308,3.69,4.147,30.051,14.3,4.09,2.084,4.242,20.519,6.09,1.061,3.905,4.256,4.195,7.862,18.15,10.981,4.34,1.714,23.822,12,202.47,34.95,2,394.77,3.885
5.454,5.761,0.0,0,0.0,11,0,0,16.57,13.266,3.76,22.305,12.306,7.685,3.947,9,23.192,4.36,23.671,24.448,4.583,0,3.869,37.905,49.762,12.056,0.9,0.034,11.032,147.744,14.215,18.031,282.644,681.412,62.268,4.745,4.61,18.603,72.355,17.248,4.728,31.566,10.614,48.464,22.413,3.913,4.626,57.489,18.19,4.505,2.041,4.62,25.449,6.402,0.781,4.409,4.527,4.765,7.114,23.468,14.008,4.785,1.792,35.406,10,246.638,69.659,1,507.48,3.921
7.478,5.381,-6.809,1,11.853,6,2,2,21.494,51.287,3.822,23.563,15.249,9.146,4.026,4,23.124,4.452,23.586,25.943,4.69,2,3.934,87.663,51.955,14.862,0.958,0.217,14.605,155.229,17.281,18.748,298.241,719.468,71.747,4.723,4.669,16.823,68.914,20.802,6.413,28.523,10.884,64.037,20.065,3.96,4.56,54.981,19.3,4.587,2.101,4.614,28.882,9.143,1.181,4.41,4.559,4.612,7.864,24.96,14.24,4.713,1.796,31.74,9,318.839,65.089,4,531.37,3.946
4.52,3.704,0.0,0,0.0,2,0,0,4.71,0.0,3.055,3.672,3.921,2.551,2.921,2,2.801,3.287,2.375,7.172,2.739,0,3.254,18.952,18.034,3.668,0.08,-0.195,3.74,56.96,4.921,5.844,107.375,253.754,13.505,2.873,3.238,2.627,7.935,6.898,1.103,5.6,3.602,15.014,2.946,2.889,2.606,6.764,6.633,2.708,1.786,2.754,9.803,1.989,0.941,2.542,3.09,2.756,5.91,8.148,4.844,2.673,1.494,3.365,4,74.681,7.66,0,194.37,3.303
7.35,4.92,0.0,0,0.0,3,0,0,9.415,0.0,3.599,10.983,7.135,4.543,3.416,8,11.007,3.791,11.604,12.718,3.24,0,3.763,94.762,29.29,6.02,0.469,-0.137,6.569,88.265,7.726,9.731,168.067,401.844,30.795,4.017,3.959,9.236,31.781,10.633,1.898,14.709,6.103,24.841,9.858,3.374,3.937,23.028,10.567,3.857,1.939,3.931,15.579,2.836,1.188,3.775,3.884,4.014,7.066,13.399,7.623,4.052,1.655,15.653,12,127.049,24.112,0,291.12,3.822
5.796,4.799,0.0,0,0.0,5,0,0,10.536,12.209,3.205,9.671,7.901,4.595,3.323,7,5.8,3.801,6.868,15.617,2.55,0,3.406,0.0,26.052,6.364,0.747,-0.165,5.696,70.682,7.679,11.655,144.335,343.937,30.323,3.809,3.979,7.111,23.809,8.754,3.002,14.347,6.527,30.513,6.737,3.258,3.347,18.616,8.567,3.366,1.992,3.623,12.535,4.109,1.141,3.185,3.823,3.438,5.236,11.437,7.603,3.49,1.586,10.197,8,104.946,18.891,1,256.92,3.44
4.682,3.677,0.0,0,0.0,2,0,0,6.458,0.0,3.344,5.245,5.245,3.223,3.189,2,3.821,3.571,3.455,8.576,2.739,0,3.473,37.905,22.733,4.858,0.197,0.067,5.222,72.453,6.472,6.764,133.694,317.973,16.723,3.174,3.535,2.672,9.76,8.916,1.471,6.918,4.029,17.805,3.365,3.173,2.941,6.746,8.919,3.119,1.891,3.1,12.209,2.551,0.818,2.944,3.441,3.005,6.871,10.603,6.37,2.978,1.59,4.138,7,108.512,9.789,0,241.1,3.506
5.32,3.446,0.0,0,0.0,2,0,0,4.753,0.0,3.171,3.931,4.134,2.626,2.974,2,2.727,3.329,2.775,7.04,2.915,0,3.334,0.0,19.034,3.811,0.08,-0.216,3.917,59.805,5.202,5.977,114.04,270.017,13.172,2.918,3.268,2.263,9.052,7.398,1.127,5.789,3.621,14.251,2.777,2.943,2.685,5.285,7.133,2.764,1.767,2.804,10.51,2.022,1.151,2.622,3.128,2.785,6.102,8.7,5.125,2.75,1.516,3.723,5,78.681,7.093,0,209.03,3.378
4.565,3.699,0.0,0,0.0,3,0,0,6.455,0.0,3.347,5.224,5.245,3.223,3.189,2,3.793,3.571,3.437,8.568,2.739,0,3.478,37.905,22.733,4.885,0.218,-0.114,5.222,72.453,6.466,6.764,133.694,317.973,16.576,3.177,3.536,2.7,9.541,8.916,1.483,7.052,4.029,17.877,3.383,3.173,2.935,7.319,8.919,3.051,1.891,3.083,12.209,2.529,0.807,2.937,3.432,3.005,6.707,10.603,6.364,2.98,1.588,4.279,7,108.512,9.722,0,241.1,3.509
6.061,4.025,0.0,0,0.0,3,0,0,8.269,11.502,3.164,8.267,6.464,3.359,3.134,3,3.917,3.632,6.662,10.615,3.742,0,3.356,0.0,22.796,7.379,0.398,-0.177,4.854,71.058,7.121,7.768,142.354,339.103,24.877,3.553,3.692,5.04,32.903,9.116,2.126,10.681,4.087,30.98,4.536,3.106,3.158,24.529,9.043,3.463,1.799,3.411,14.836,2.987,1.497,3.73,3.584,2.995,5.205,12.341,5.967,3.201,1.584,8.06,2,188.054,18.136,1,254.5,3.407
7.699,2.901,0.0,0,0.0,0,0,0,4.36,0.0,2.895,3.429,3.649,1.849,2.797,0,1.081,3.277,1.511,7.165,1.581,0,3.096,32.897,15.523,3.906,0.0,-0.402,4.511,49.472,4.642,5.608,90.648,212.94,15.273,2.962,3.259,0.646,9.183,6.326,1.497,5.91,2.953,15.265,0.902,2.809,2.599,3.129,5.933,2.874,1.667,2.858,8.836,2.462,0.474,2.678,3.121,2.311,6.398,7.31,4.546,2.619,1.483,2.986,2,84.703,5.401,0,146.49,3.19
7.6,5.195,0.0,0,0.0,5,0,0,12.897,13.183,3.746,13.216,9.19,5.354,3.669,7,16.026,4.072,13.333,17.577,3.162,0,3.838,85.286,36.716,8.721,0.733,-0.028,8.026,113.724,10.847,12.815,210.828,506.179,42.502,4.204,4.217,13.785,35.006,13.781,3.215,17.877,7.382,41.44,17.404,3.602,4.142,58.156,13.967,4.027,2.041,4.067,19.64,4.209,0.931,4.077,4.077,4.363,6.749,17.274,10.034,4.27,1.703,18.293,12,215.247,55.549,1,366.81,3.879
5.4,5.24,0.0,0,0.0,5,0,0,11.633,35.345,3.805,12.911,8.464,5.143,3.687,8,14.548,4.082,13.308,16.179,3.606,0,3.888,132.667,37.756,7.808,0.732,0.05,9.117,121.598,10.51,11.443,221.176,531.429,36.313,4.243,4.24,12.114,34.535,15.114,3.028,17.595,6.778,30.746,15.337,3.656,4.198,33.952,14.7,4.074,2.04,4.152,21.631,4.125,0.914,4.084,4.155,4.357,6.995,17.262,10.397,4.292,1.74,17.599,14,173.553,39.304,1,389.25,3.921
6.477,4.263,0.0,0,0.0,4,0,0,7.838,33.184,3.271,7.141,6.01,3.42,3.209,6,4.086,3.645,4.846,11.054,3.082,0,3.558,55.916,23.159,5.384,0.233,0.016,5.935,71.683,6.848,7.858,137.82,328.04,24.992,3.515,3.754,4.427,17.683,9.631,2.135,9.846,4.291,23.58,4.723,3.205,3.197,12.451,9.133,3.433,1.975,3.446,14.113,3.032,1.214,3.244,3.683,3.219,6.98,10.95,6.741,3.217,1.613,6.311,6,120.762,13.791,1,246.74,3.564
