pXC50,P_VSA_v_2,SAacc,P_VSA_p_2,TPSA.NO.,GMTI,SpMin4_Bh.e.,X0v,SpMax5_Bh.e.,CSI,SMTIV,X0sol,SpMax5_Bh.i.,SpMaxA_EA.ri.,UNIP,Xu,Psi_i_s,SMTI,SpMin5_Bh.i.,RDCHI,SpMaxA_AEA.ri.,IDDM,Sv,Eig07_EA,SM15_AEA.bo.,SpMaxA_EA,Eta_epsi,Eig15_EA.ed.,SM10_AEA.ri.,ECC,ON1,LPRS,SpMin5_Bh.v.,SpMax6_Bh.s.,Chi0_EA.ed.,X1sol,SpMin5_Bh.e.,SpMaxA_AEA.bo.,ATS1v,Dz,IVDM,X1,IDM,SpMax4_Bh.s.,SpMin5_Bh.m.,X1Mad,SpMaxA_AEA.ed.,ATS8p,MDDD,TIC5,BID,nSK,Psi_e_0,Eig15_EA,SM09_AEA.dm.,CID,Chi0_EA.ri.,VAR,SpMax8_Bh.s.,Chi0_EA.bo.,TIC4,TIC2,VvdwZAZ,Eig07_AEA.ri.,Eig15_AEA.ri.,Uindex,SpMin4_Bh.p.
8.222,70.941,70.941,70.941,51.22,15194.0,1.682,19.435,3.58,954.0,22109.0,22.761,3.628,0.094,159.0,30.641,66.0,14814.0,1.54,4.396,0.123,4.969,39.901,1.665,1.665,0.094,34.933,0.431,0.431,453.0,7.444,171.898,1.738,4.255,13.54,15.618,1.587,0.136,3.739,67.0,4.94,15.618,8.678,4.558,1.758,15.249,0.2,4.167,38.988,372.665,3.502,32,11.849,0.256,0.256,4.188,22.257,170.0,4.025,19.691,372.665,317.014,436.36,2.644,1.214,61.487,1.847
8.097,176.88,174.981,176.88,123.75,28021.0,1.751,24.299,3.556,1251.0,44941.0,30.139,3.603,0.073,194.0,36.933,95.944,26458.0,1.555,4.879,0.095,5.36,47.663,2.144,2.144,0.074,44.852,2.791,2.791,578.0,9.389,237.35,1.825,4.76,17.149,20.673,1.617,0.102,3.917,91.333,5.322,20.384,9.523,4.945,1.804,19.236,0.156,4.64,52.286,429.593,3.765,42,15.595,1.154,1.154,4.466,29.383,229.0,4.484,24.944,429.593,384.083,518.87,3.098,2.122,68.4,1.877
8.097,176.88,174.981,176.88,123.75,28021.0,1.752,24.299,3.565,1251.0,44807.0,30.139,3.614,0.073,194.0,36.933,95.944,26458.0,1.571,4.879,0.095,5.36,47.663,2.144,2.144,0.074,44.852,2.791,2.791,578.0,9.389,237.35,1.835,4.759,17.149,20.673,1.632,0.102,3.917,91.333,5.322,20.384,9.523,4.945,1.822,19.245,0.156,4.636,52.286,429.593,3.765,42,15.6,1.154,1.154,4.466,29.378,229.0,4.457,24.944,429.593,380.308,518.87,3.099,2.122,68.4,1.879
7.585,72.84,70.941,72.84,56.15,17165.0,1.732,21.141,3.599,1006.0,24652.0,24.338,3.637,0.09,169.0,32.023,69.0,16871.0,1.589,4.514,0.119,5.055,42.976,1.919,1.919,0.093,38.233,0.714,0.714,481.0,7.972,185.272,1.829,4.18,14.282,16.566,1.647,0.132,3.799,71.5,5.02,16.566,8.871,4.609,1.845,16.099,0.195,4.372,43.516,416.838,3.56,34,12.611,0.45,0.45,4.244,23.722,184.0,3.992,21.139,416.838,354.208,467.3,2.895,1.361,67.417,1.905
7.26,81.941,81.941,81.941,60.45,21017.0,1.716,21.031,3.601,1152.0,31522.0,25.33,3.637,0.083,181.0,33.55,76.333,20098.0,1.559,4.723,0.109,5.134,43.089,2.097,2.097,0.083,37.9,1.66,1.66,537.0,8.194,199.434,1.737,4.332,14.844,17.567,1.595,0.119,3.828,76.0,5.112,17.567,9.03,4.835,1.747,17.038,0.177,4.228,49.043,379.683,3.615,36,13.279,0.727,0.727,4.313,25.2,218.0,4.203,21.808,377.683,324.119,465.87,3.058,1.725,62.244,1.899
7.824,136.298,134.399,136.298,95.17,15180.0,1.556,21.771,3.499,826.0,25862.0,26.198,3.544,0.09,141.0,31.673,81.278,15200.0,1.447,4.183,0.118,5.099,41.368,1.825,1.825,0.091,39.819,0.606,0.606,400.0,7.972,186.518,1.759,4.51,13.575,16.993,1.495,0.126,3.749,76.833,5.023,16.705,8.997,4.894,1.78,15.602,0.194,4.357,37.164,369.899,3.589,35,13.014,0.352,0.352,4.263,23.968,164.0,4.407,20.703,369.899,331.899,467.88,2.773,1.248,70.029,1.748
7.301,62.417,62.417,62.417,58.12,17059.0,1.54,19.475,3.431,981.0,25074.0,22.949,3.479,0.086,165.0,30.932,67.333,15906.0,1.372,4.409,0.115,5.02,38.75,2.061,2.061,0.089,35.367,1.372,1.372,444.0,7.361,177.089,1.681,4.464,13.166,16.105,1.439,0.125,3.735,71.0,4.979,16.105,8.76,4.593,1.694,15.363,0.187,3.961,34.07,310.755,3.532,33,12.171,0.544,0.544,4.24,23.536,134.0,4.047,20.455,298.491,275.33,411.92,2.972,1.508,48.197,1.736
7.31,176.88,174.981,176.88,123.75,28021.0,1.752,24.299,3.558,1251.0,44877.0,30.139,3.606,0.073,194.0,36.933,95.944,26458.0,1.565,4.879,0.095,5.36,47.663,2.144,2.144,0.074,44.852,2.791,2.791,578.0,9.389,237.35,1.83,4.76,17.149,20.673,1.626,0.102,3.917,91.333,5.322,20.384,9.523,4.944,1.813,19.236,0.156,4.638,52.286,429.593,3.765,42,15.596,1.154,1.154,4.466,29.383,229.0,4.487,24.944,429.593,384.083,518.87,3.099,2.123,68.4,1.878
4.051,51.072,49.785,51.072,44.99,17134.0,1.54,19.039,3.423,982.0,25143.0,22.786,3.47,0.085,165.0,30.95,67.167,15938.0,1.312,4.43,0.115,5.02,38.509,2.061,2.061,0.089,34.0,1.414,1.414,444.0,7.444,177.099,1.591,4.464,13.477,16.211,1.363,0.128,3.736,70.0,4.989,16.211,8.761,4.634,1.605,15.599,0.187,3.927,34.129,304.811,3.532,33,12.135,0.584,0.584,4.243,23.795,134.0,4.089,20.059,290.547,246.983,393.35,2.972,1.539,48.184,1.707
6.658,52.91,52.91,52.91,44.98,18235.0,1.592,20.169,3.443,1013.0,26124.0,23.656,3.49,0.083,173.0,31.657,68.0,17050.0,1.408,4.469,0.112,5.063,40.562,2.061,2.061,0.087,35.9,1.434,1.434,460.0,7.611,183.948,1.643,4.464,13.669,16.605,1.453,0.121,3.784,72.0,5.023,16.605,8.851,4.58,1.664,15.998,0.182,4.07,36.0,334.98,3.56,34,12.543,0.59,0.59,4.27,24.235,142.0,4.081,21.11,320.716,277.987,435.09,2.972,1.548,50.333,1.783
8.0,52.91,52.91,52.91,44.98,15896.0,1.458,19.368,3.428,916.0,23585.0,22.432,3.474,0.086,156.0,30.177,64.0,14737.0,1.366,4.362,0.117,4.977,37.696,2.061,2.061,0.091,33.567,1.337,1.337,412.0,7.194,170.05,1.602,4.432,12.977,16.165,1.39,0.127,3.721,68.0,4.943,15.711,8.671,4.58,1.631,14.627,0.192,3.873,31.844,293.498,3.502,32,11.804,0.536,0.536,4.212,23.281,126.0,4.009,20.033,281.234,258.072,404.34,2.972,1.465,46.067,1.669
5.943,69.695,69.695,69.695,57.87,17134.0,1.484,19.168,3.425,982.0,25070.0,22.786,3.474,0.084,165.0,30.95,67.167,15938.0,1.334,4.43,0.114,5.02,38.53,2.061,2.061,0.089,34.7,1.414,1.414,444.0,7.444,177.099,1.623,4.464,13.477,16.211,1.397,0.124,3.731,70.5,4.989,16.211,8.761,4.58,1.649,15.542,0.187,3.927,34.129,308.149,3.532,33,12.162,0.584,0.584,4.243,23.845,134.0,4.195,20.61,295.884,254.4,411.49,2.972,1.522,48.184,1.694
6.824,52.011,50.112,52.011,43.07,15803.0,1.598,19.283,3.474,834.0,23627.0,23.217,3.515,0.082,135.0,30.205,67.778,14301.0,1.452,4.362,0.112,5.018,36.788,1.917,1.917,0.088,30.752,1.909,1.909,368.0,7.083,172.472,1.641,4.335,13.391,16.884,1.494,0.123,3.733,68.333,4.997,16.187,8.812,4.721,1.652,15.164,0.184,3.996,30.981,275.438,3.533,33,12.127,0.686,0.686,4.256,23.447,131.0,4.139,19.292,271.438,214.054,385.12,2.862,1.571,43.056,1.696
8.187,176.88,174.981,176.88,123.75,28021.0,1.751,24.299,3.56,1251.0,44871.0,30.139,3.609,0.073,194.0,36.933,95.944,26458.0,1.549,4.879,0.095,5.36,47.663,2.144,2.144,0.074,44.852,2.791,2.791,578.0,9.389,237.35,1.823,4.76,17.149,20.673,1.611,0.102,3.917,91.333,5.322,20.384,9.523,4.945,1.803,19.243,0.156,4.638,52.286,429.593,3.765,42,15.598,1.154,1.154,4.466,29.382,229.0,4.456,24.944,429.593,380.308,518.87,3.096,2.122,68.4,1.877
9.42,117.446,115.547,117.446,94.39,13329.0,1.602,19.964,3.54,833.0,22082.0,23.716,3.585,0.096,144.0,29.943,76.583,13230.0,1.455,4.096,0.131,4.972,37.98,1.838,1.838,0.104,36.333,0.061,0.061,400.0,7.056,168.607,1.768,4.492,12.137,15.934,1.515,0.145,3.68,70.0,4.888,15.145,8.695,5.08,1.746,13.695,0.226,4.073,34.063,321.386,3.502,32,12.209,0.024,0.024,4.175,21.447,128.0,4.244,18.529,321.386,303.511,413.23,2.793,0.977,61.316,1.798
6.0,128.02,109.458,128.02,91.98,8085.0,1.467,15.713,3.303,514.0,13702.0,19.397,3.371,0.101,84.0,25.004,60.611,7519.0,1.28,3.756,0.138,4.725,28.965,1.755,1.755,0.108,26.919,-0.682,-0.682,230.0,5.722,129.297,1.619,4.338,10.588,13.811,1.345,0.151,3.479,58.333,4.691,13.114,8.258,4.892,1.513,11.906,0.226,3.664,21.358,206.122,3.342,27,9.909,-0.285,-0.285,4.051,19.077,94.0,3.802,15.695,206.122,186.612,296.67,2.684,0.611,35.354,1.701
6.745,94.694,92.795,94.694,63.3,6223.0,1.474,14.896,3.287,458.0,11065.0,18.242,3.348,0.111,75.0,23.47,56.278,6019.0,1.259,3.569,0.152,4.61,27.449,1.414,1.414,0.119,24.719,-1.05,-1.05,211.0,5.528,116.815,1.531,4.326,10.221,12.883,1.328,0.167,3.415,53.333,4.579,12.186,8.029,4.765,1.525,11.074,0.25,3.455,20.022,190.666,3.269,25,9.166,-0.424,-0.424,3.966,17.77,98.0,3.794,14.748,190.666,175.057,297.93,2.355,0.449,35.514,1.663
6.921,52.011,50.112,52.011,43.07,20011.0,1.641,21.318,3.663,1069.0,27466.0,24.631,3.694,0.078,164.0,32.272,67.944,18136.0,1.553,4.621,0.107,5.098,41.422,1.941,1.941,0.083,35.152,2.136,2.136,473.0,7.556,189.35,1.699,4.311,14.291,17.867,1.58,0.117,3.839,72.333,5.084,17.17,8.95,4.62,1.697,16.147,0.175,4.116,39.102,332.405,3.589,35,12.947,1.0,1.0,4.31,24.809,188.0,3.991,21.319,332.405,281.147,438.54,2.887,1.955,47.161,1.824
7.699,80.28,78.381,80.28,43.07,7685.0,1.537,18.241,3.319,500.0,12391.0,20.285,3.387,0.104,87.0,25.161,55.472,7475.0,1.346,3.679,0.142,4.722,32.199,1.732,1.732,0.111,26.402,-1.05,-1.05,233.0,5.653,130.282,1.561,4.219,10.118,14.456,1.383,0.156,3.635,55.667,4.66,12.832,8.248,4.515,1.567,11.098,0.233,3.986,23.35,214.045,3.341,27,9.982,-0.424,-0.424,4.032,18.257,90.0,3.783,15.388,214.045,198.435,359.25,2.665,0.452,39.809,1.628
6.523,52.011,50.112,52.011,43.07,4368.0,1.355,14.705,3.008,345.0,7946.0,17.121,3.089,0.124,60.0,20.735,46.528,4172.0,1.231,3.285,0.17,4.434,24.233,1.414,1.414,0.133,21.019,-2.146,-2.146,156.0,4.694,97.02,1.321,3.812,8.585,11.922,1.244,0.187,3.306,46.083,4.388,10.648,7.666,4.363,1.148,9.226,0.28,2.842,13.273,153.245,3.15,22,8.075,-0.865,-0.865,3.844,15.673,54.0,3.494,12.71,153.245,137.635,261.8,2.355,-0.079,29.555,1.546
6.859,236.906,236.906,236.906,173.35,27036.0,1.608,26.572,3.642,1220.0,51816.0,32.286,3.678,0.068,214.0,37.731,113.889,27406.0,1.534,4.787,0.097,5.392,49.939,2.067,2.067,0.077,51.833,1.89,1.89,601.0,9.667,246.441,1.819,6.23,16.472,22.075,1.6,0.109,3.943,98.667,5.311,20.327,9.592,6.999,1.793,17.544,0.165,4.721,59.379,455.545,3.788,43,16.941,0.846,0.846,4.462,29.212,229.0,4.876,26.013,440.525,396.751,568.21,3.1,1.733,97.545,1.81
4.886,45.055,45.055,45.055,33.2,5655.0,1.347,14.221,3.318,445.0,9055.0,17.018,3.352,0.12,67.0,22.622,50.778,5405.0,1.207,3.5,0.158,4.553,28.326,1.448,1.448,0.121,24.752,-1.517,-1.517,203.0,5.306,110.259,1.44,3.946,9.783,12.047,1.241,0.171,3.453,50.333,4.532,11.758,7.91,4.4,1.513,11.193,0.258,3.47,16.924,209.329,3.231,24,8.877,-0.642,-0.642,3.933,16.989,92.0,3.666,14.874,209.329,183.72,308.2,2.424,0.292,33.477,1.515
6.187,52.011,50.112,52.011,43.07,15818.0,1.64,20.172,3.598,976.0,23609.0,23.639,3.655,0.084,145.0,30.663,66.611,14870.0,1.516,4.397,0.115,5.007,38.368,1.924,1.924,0.09,32.552,1.577,1.577,442.0,7.278,174.829,1.687,4.323,13.567,16.832,1.553,0.127,3.747,68.333,4.989,16.135,8.782,4.631,1.668,15.113,0.189,3.961,37.065,299.702,3.532,33,12.157,0.659,0.659,4.242,23.317,204.0,4.086,19.725,299.702,267.173,413.66,2.866,1.571,47.87,1.808
7.046,70.941,70.941,70.941,51.22,15402.0,1.687,19.694,3.583,987.0,22063.0,22.761,3.636,0.093,161.0,30.723,65.0,15013.0,1.54,4.427,0.122,4.967,40.428,1.818,1.818,0.093,35.533,0.523,0.523,469.0,7.417,172.307,1.756,4.202,13.498,15.601,1.592,0.133,3.752,67.0,4.94,15.601,8.676,4.524,1.776,15.229,0.197,4.2,40.426,383.683,3.501,32,11.874,0.279,0.279,4.188,22.211,170.0,3.934,19.948,383.683,328.073,449.9,2.821,1.264,61.492,1.851
6.398,63.011,61.111,63.011,52.3,18602.0,1.641,21.511,3.583,946.0,27431.0,25.173,3.629,0.08,155.0,31.815,71.694,17008.0,1.548,4.444,0.108,5.104,40.083,2.11,2.11,0.084,34.719,1.92,1.92,421.0,7.25,187.403,1.688,4.338,13.26,17.485,1.567,0.117,3.803,73.333,5.049,16.788,8.97,4.742,1.67,15.643,0.175,4.072,34.189,308.743,3.589,35,12.91,0.686,0.686,4.303,24.04,145.0,4.104,20.282,308.743,277.092,427.39,3.04,1.571,47.012,1.824
7.523,52.011,50.112,52.011,43.07,15678.0,1.64,20.749,3.612,923.0,22767.0,23.803,3.666,0.084,144.0,30.591,64.944,14742.0,1.534,4.356,0.115,5.009,39.422,1.944,1.944,0.09,33.752,1.597,1.597,419.0,7.111,174.579,1.718,4.29,13.088,16.688,1.576,0.127,3.772,68.333,4.979,15.991,8.785,4.611,1.742,14.969,0.189,4.143,36.123,316.149,3.532,33,12.193,0.65,0.65,4.24,22.894,175.0,3.842,19.486,312.149,272.11,418.94,2.895,1.571,47.848,1.823
7.0,52.011,50.112,52.011,43.07,15678.0,1.64,20.335,3.602,923.0,23437.0,23.803,3.654,0.084,144.0,30.591,66.944,14742.0,1.514,4.356,0.115,5.009,38.368,1.944,1.944,0.09,32.552,1.597,1.597,419.0,7.111,174.579,1.686,4.324,13.088,16.688,1.55,0.127,3.747,68.333,4.979,15.991,8.785,4.632,1.666,14.969,0.189,3.944,36.123,290.947,3.532,33,12.151,0.65,0.65,4.24,22.894,175.0,4.104,19.302,290.947,262.418,413.66,2.895,1.571,47.848,1.806
4.481,45.055,45.055,45.055,33.2,8008.0,1.623,16.558,3.337,591.0,12105.0,19.303,3.404,0.108,88.0,25.353,55.444,7726.0,1.287,3.753,0.142,4.72,32.907,1.516,1.516,0.109,28.652,-0.799,-0.799,272.0,6.0,131.044,1.549,4.081,11.028,13.458,1.347,0.154,3.589,56.333,4.694,13.169,8.23,4.401,1.594,12.623,0.233,3.751,23.567,263.668,3.341,27,10.041,-0.392,-0.392,4.041,18.859,124.0,3.79,16.735,263.668,230.839,360.1,2.49,0.559,39.96,1.793
6.0,141.146,122.584,141.146,114.18,15867.0,1.605,19.728,3.552,836.0,25612.0,24.087,3.594,0.081,134.0,30.623,75.778,14534.0,1.422,4.327,0.11,5.059,36.776,1.909,1.909,0.086,35.186,2.088,2.088,372.0,7.306,177.551,1.655,4.594,13.654,17.311,1.468,0.121,3.698,74.333,5.031,16.614,8.915,4.94,1.605,15.102,0.18,4.097,31.235,276.825,3.562,34,12.57,0.783,0.783,4.279,24.3,145.0,4.267,20.688,276.825,261.215,381.66,2.847,1.698,44.772,1.748
8.488,152.996,152.996,152.996,109.75,20764.0,1.601,24.636,3.616,1094.0,35079.0,28.829,3.662,0.075,185.0,34.833,91.25,21023.0,1.526,4.513,0.106,5.253,47.683,2.061,2.061,0.085,47.067,1.271,1.271,536.0,9.125,216.837,1.759,4.621,15.567,19.54,1.556,0.12,3.899,87.0,5.183,18.719,9.297,4.988,1.749,16.906,0.181,4.623,48.387,438.734,3.693,39,14.839,0.636,0.636,4.369,27.519,213.0,4.463,24.652,419.489,368.269,533.16,2.972,1.525,83.489,1.803
5.469,45.055,45.055,45.055,33.2,6276.0,1.41,15.143,3.337,445.0,9813.0,17.889,3.399,0.116,72.0,23.449,52.444,6026.0,1.287,3.551,0.152,4.613,29.853,1.47,1.47,0.117,26.052,-1.54,-1.54,204.0,5.417,116.762,1.544,3.922,9.923,12.42,1.345,0.165,3.5,52.333,4.579,12.131,8.028,4.389,1.584,11.573,0.249,3.554,18.128,225.329,3.269,25,9.27,-0.608,-0.608,3.969,17.274,88.0,3.706,15.105,225.329,197.719,325.5,2.441,0.289,35.539,1.625
4.387,28.269,28.269,28.269,20.31,5733.0,1.411,14.217,3.343,426.0,8054.0,16.518,3.41,0.121,68.0,22.672,47.667,5470.0,1.311,3.507,0.158,4.555,29.531,1.414,1.414,0.121,24.867,-2.0,-2.0,194.0,5.25,110.538,1.571,3.883,9.784,11.737,1.372,0.171,3.498,49.5,4.532,11.737,7.905,4.32,1.635,11.556,0.258,3.487,16.861,206.311,3.23,24,8.916,-0.838,-0.838,3.933,16.63,82.0,3.618,14.683,206.311,178.311,316.59,2.414,0.162,33.531,1.626
6.523,52.011,50.112,52.011,43.07,20011.0,1.641,21.164,3.655,1069.0,27832.0,24.631,3.683,0.078,164.0,32.272,68.944,18136.0,1.534,4.621,0.107,5.098,40.895,1.941,1.941,0.083,34.552,2.136,2.136,473.0,7.556,189.35,1.687,4.324,14.291,17.867,1.559,0.117,3.827,72.333,5.084,17.17,8.95,4.632,1.667,16.147,0.175,4.007,39.102,317.659,3.589,35,12.933,1.0,1.0,4.31,24.809,188.0,4.103,21.241,317.659,271.155,435.9,2.887,1.955,47.161,1.824
5.824,71.785,71.785,71.785,59.04,9604.0,1.485,16.143,3.303,714.0,15156.0,19.062,3.355,0.102,119.0,26.562,57.0,9365.0,1.252,3.991,0.14,4.723,32.444,1.443,1.443,0.107,31.233,-0.768,-0.768,339.0,6.333,136.977,1.565,4.301,11.329,13.245,1.286,0.153,3.52,59.5,4.698,13.245,8.172,4.58,1.59,12.467,0.226,3.766,29.761,270.499,3.339,27,9.98,-0.394,-0.394,4.024,19.504,122.0,3.875,17.366,262.235,239.215,352.09,2.388,0.562,47.33,1.679
5.523,45.899,44.0,45.899,40.8,9065.0,1.502,15.865,3.252,689.0,13367.0,18.355,3.315,0.103,118.0,25.89,52.833,8807.0,1.257,3.957,0.142,4.672,31.992,1.519,1.519,0.107,30.067,-0.877,-0.877,326.0,5.972,131.226,1.57,4.14,10.714,12.69,1.291,0.154,3.508,56.5,4.642,12.69,8.052,4.496,1.579,12.025,0.225,3.675,28.03,280.499,3.303,26,9.623,-0.446,-0.446,3.987,18.458,100.0,3.784,16.419,278.499,249.38,344.62,2.47,0.498,44.782,1.689
4.301,41.93,41.93,41.93,29.96,6326.0,1.436,15.273,3.334,466.0,9687.0,17.889,3.4,0.116,73.0,23.494,51.778,6073.0,1.287,3.559,0.152,4.612,30.359,1.459,1.459,0.117,25.952,-1.578,-1.578,214.0,5.417,116.949,1.548,3.946,9.92,12.42,1.347,0.165,3.53,51.833,4.579,12.131,8.023,4.391,1.594,11.678,0.249,3.713,18.704,232.311,3.269,25,9.29,-0.628,-0.628,3.969,17.15,88.0,3.729,15.105,232.311,206.701,331.8,2.436,0.296,35.568,1.627
7.699,90.47,88.57,90.47,76.86,14602.0,1.546,18.46,3.38,905.0,22521.0,21.794,3.452,0.088,154.0,29.692,65.333,13861.0,1.366,4.301,0.121,4.931,36.487,1.762,1.762,0.093,35.433,0.603,0.603,419.0,7.083,164.64,1.665,4.462,12.594,15.139,1.423,0.136,3.64,68.5,4.888,15.139,8.574,4.58,1.692,14.199,0.198,3.872,32.778,309.394,3.471,31,11.457,0.312,0.312,4.167,22.331,124.0,4.045,19.562,301.129,281.355,382.79,2.709,1.191,49.849,1.752
4.301,45.055,45.055,45.055,33.2,8687.0,1.672,17.643,3.336,572.0,13004.0,20.389,3.403,0.108,94.0,26.059,57.694,8413.0,1.287,3.744,0.14,4.777,34.433,1.734,1.734,0.108,29.952,-1.014,-1.014,266.0,5.917,137.47,1.549,4.183,10.561,13.631,1.347,0.149,3.63,58.333,4.716,13.342,8.338,4.405,1.594,12.806,0.232,3.78,23.776,260.691,3.376,28,10.418,-0.417,-0.417,4.069,18.758,96.0,3.786,16.668,260.691,235.081,377.4,2.723,0.531,42.185,1.823
6.0,74.975,74.975,45.055,33.2,6877.0,1.408,14.688,3.347,485.0,11543.0,16.518,3.411,0.112,77.0,24.238,64.0,6640.0,1.279,3.594,0.147,4.669,29.792,1.493,1.493,0.113,27.995,-1.52,-1.52,224.0,5.611,123.134,1.544,4.281,10.096,11.737,1.339,0.16,3.499,57.0,4.624,12.542,8.142,4.897,1.575,12.071,0.241,3.434,19.799,225.329,3.306,26,9.75,-0.608,-0.608,4.003,17.742,94.0,3.833,15.553,225.329,199.329,322.43,2.447,0.338,37.632,1.626
7.602,79.47,77.571,79.47,67.63,12652.0,1.545,17.129,3.38,845.0,19084.0,20.217,3.452,0.093,141.0,28.226,60.167,11922.0,1.364,4.214,0.129,4.834,34.245,1.613,1.613,0.099,32.667,0.436,0.436,388.0,6.556,151.303,1.663,4.341,11.86,14.19,1.422,0.144,3.587,63.5,4.8,14.19,8.373,4.508,1.692,13.398,0.21,3.736,29.501,294.947,3.407,29,10.72,0.256,0.256,4.106,20.796,118.0,3.887,18.192,292.947,269.437,356.7,2.523,1.167,45.159,1.752
5.575,98.738,98.738,98.738,62.66,8335.0,1.441,14.779,3.357,669.0,12307.0,17.648,3.429,0.107,112.0,25.051,55.167,7991.0,1.265,3.87,0.146,4.62,30.509,1.58,1.58,0.11,28.4,-1.609,-1.609,312.0,5.583,124.439,1.563,4.06,10.215,12.131,1.343,0.164,3.479,54.0,4.583,12.131,7.938,4.549,1.575,11.69,0.234,3.477,22.742,256.539,3.266,25,9.3,-0.642,-0.642,3.95,17.238,92.0,3.901,15.492,256.539,219.155,328.21,2.56,0.313,42.247,1.656
8.097,68.796,66.897,68.796,55.96,18067.0,1.64,20.792,3.649,978.0,27390.0,24.277,3.673,0.08,152.0,31.341,68.611,16366.0,1.468,4.523,0.109,5.057,38.523,1.941,1.941,0.085,33.019,1.925,1.925,432.0,7.306,181.349,1.674,4.352,13.846,17.775,1.51,0.12,3.773,70.833,5.041,16.67,8.877,4.626,1.65,15.108,0.18,4.154,35.862,300.009,3.561,34,12.526,0.698,0.698,4.282,24.341,170.0,3.838,20.135,296.009,252.035,402.61,2.879,1.602,45.125,1.803
6.174,60.015,60.015,45.055,33.2,6326.0,1.409,14.387,3.337,466.0,9941.0,16.518,3.404,0.116,73.0,23.494,56.333,6073.0,1.284,3.559,0.152,4.612,29.409,1.459,1.459,0.117,26.481,-1.578,-1.578,214.0,5.417,116.949,1.552,3.954,9.92,11.737,1.346,0.165,3.487,53.5,4.579,12.131,8.023,4.593,1.597,11.764,0.249,3.442,18.704,225.329,3.269,25,9.312,-0.628,-0.628,3.969,17.2,88.0,3.731,15.105,225.329,199.719,316.36,2.436,0.328,35.568,1.626
8.523,68.47,66.571,68.47,58.4,11647.0,1.544,16.855,3.379,814.0,18225.0,20.01,3.451,0.096,134.0,27.44,58.778,10931.0,1.361,4.144,0.133,4.783,32.831,1.545,1.545,0.102,30.986,-0.497,-0.497,372.0,6.222,144.479,1.659,4.327,11.337,13.941,1.421,0.149,3.556,60.833,4.748,13.652,8.268,4.508,1.691,12.724,0.217,3.636,27.862,276.913,3.374,28,10.349,-0.272,-0.272,4.072,19.867,120.0,3.887,17.27,276.913,257.403,345.82,2.488,0.659,42.892,1.75
6.301,46.954,45.055,46.954,38.13,9743.0,1.568,16.189,3.427,693.0,13053.0,18.803,3.497,0.1,115.0,26.201,54.333,9130.0,1.326,3.956,0.138,4.729,33.101,1.655,1.655,0.106,28.967,-1.013,-1.013,315.0,5.917,135.204,1.655,3.962,10.864,13.131,1.396,0.154,3.58,56.5,4.694,13.131,8.181,4.35,1.67,12.807,0.224,3.679,25.048,269.254,3.34,27,10.04,-0.431,-0.431,4.037,18.661,99.0,3.674,16.413,269.254,229.28,344.99,2.614,0.562,40.456,1.783
6.921,57.47,55.571,57.47,49.17,9582.0,1.638,16.323,3.462,770.0,12930.0,18.192,3.539,0.107,126.0,26.203,49.167,9312.0,1.448,4.087,0.147,4.668,33.396,1.449,1.449,0.113,30.833,-0.736,-0.736,362.0,6.0,132.642,1.741,3.94,11.336,12.775,1.505,0.165,3.551,55.5,4.655,12.775,8.04,4.281,1.772,12.285,0.24,3.743,29.071,315.566,3.302,26,9.689,-0.323,-0.323,3.99,18.401,142.0,3.663,16.834,311.566,246.508,353.0,2.417,0.636,44.904,1.813
5.882,151.961,151.961,151.961,107.95,19949.0,1.601,23.166,3.57,1071.0,33165.0,27.656,3.637,0.075,182.0,34.268,86.667,20155.0,1.46,4.527,0.103,5.216,45.77,2.035,2.035,0.079,45.533,1.386,1.386,524.0,9.028,210.593,1.724,4.58,15.482,18.396,1.516,0.112,3.834,85.0,5.159,18.396,9.219,4.909,1.751,17.245,0.164,4.488,47.0,419.467,3.668,38,14.128,0.657,0.657,4.347,27.04,208.0,4.457,24.467,400.222,351.003,507.92,2.971,1.564,80.105,1.803
6.301,79.47,77.571,79.47,67.63,12652.0,1.582,17.129,3.36,845.0,19092.0,20.217,3.422,0.093,141.0,28.226,60.167,11922.0,1.359,4.214,0.129,4.834,34.245,1.613,1.613,0.099,32.667,0.436,0.436,388.0,6.556,151.303,1.646,4.432,11.86,14.19,1.398,0.144,3.587,63.5,4.8,14.19,8.373,4.522,1.654,13.388,0.21,3.77,29.501,294.947,3.407,29,10.718,0.256,0.256,4.106,20.939,118.0,3.858,18.192,292.947,270.947,356.7,2.522,1.161,45.159,1.779
6.417,151.961,151.961,151.961,107.95,16995.0,1.557,21.752,3.562,929.0,29181.0,26.242,3.625,0.079,165.0,32.67,83.667,17179.0,1.449,4.346,0.108,5.14,42.717,2.023,2.023,0.083,42.933,0.603,0.603,455.0,8.528,195.664,1.717,4.58,14.352,17.396,1.507,0.118,3.766,81.0,5.076,17.396,9.063,4.909,1.749,16.237,0.173,4.407,41.568,377.441,3.616,36,13.356,0.396,0.396,4.294,25.662,156.0,4.457,23.053,358.196,324.686,473.32,2.959,1.27,73.473,1.802
