pXC50,piID,piPC03,piPC04,SM04_EA.bo.,piPC06,piPC08,piPC10,PCD,piPC07,piPC09,nAB,nBM,Uc,piPC02,SM02_EA.bo.,Eig09_EA.bo.,nCsp2,Ui,nCIC,Eta_betaP,SM05_AEA.bo.,SpMax2_Bh.e.,X5,TRS,nCIR,SpMax2_Bh.i.,Eig09_AEA.bo.,Eig12_AEA.bo.,SpMax2_Bh.v.,Wap,SpMaxA_AEA.dm.,MPC10,Qindex,MPC08,SM03_AEA.bo.,Eta_beta,TPC,Eig12_EA.bo.,Eig04_EA.bo.,SM14_AEA.ri.,MPC06,GNar,MPC04,Xindex,SpMax2_Bh.p.,SpMin3_Bh.p.,SM04_EA.ri.,MPC05,MPC07,MPC09,X5sol,X4,SpMin3_Bh.e.,SpMin3_Bh.i.,Eig12_EA.ri.,Eig08_AEA.bo.,SRW08,PCR,Eig09_EA,SM03_AEA.dm.,MPC03,MWC05,Eig12_AEA.ri.,MWC06,IDDE,SRW10,Eig09_AEA.ri.,Eig09_EA.ed.
4.254,7.696,4.252,4.665,6.611,5.194,5.594,5.876,1.9,5.548,5.741,6,10,3.459,3.839,4.522,-0.076,9,3.0,1,12.0,8.373,3.816,2.696,6,1,3.873,1.154,0.665,3.643,1847.0,0.189,3.296,10,3.332,5.753,23.75,5.796,-1.0,2.344,2.344,3.367,1.808,3.584,0.598,3.633,1.717,5.457,3.466,3.466,3.367,2.696,4.975,1.492,1.41,-1.0,2.286,8.024,1.328,-0.066,-0.066,3.466,7.013,0.0,7.861,3.422,9.617,0.943,-0.162
4.254,5.198,3.401,3.611,5.844,3.367,0.0,0.0,0.498,0.0,0.0,0,2,1.585,3.135,3.807,-1.727,2,1.585,1,3.0,7.979,3.552,1.733,5,1,3.621,-0.384,0.0,3.36,353.0,0.354,0.0,9,0.0,5.22,9.5,4.7,0.0,1.328,1.328,2.639,1.736,2.996,0.799,3.351,1.479,5.315,3.045,0.0,0.0,1.733,2.166,1.229,1.138,0.0,0.0,7.626,1.106,-1.467,-1.467,2.944,6.581,0.0,7.466,2.231,9.248,-0.499,-5.134
4.254,7.529,4.223,4.447,6.872,4.758,4.782,4.902,1.177,4.823,4.858,6,9,3.322,3.942,4.625,0.647,7,2.807,2,10.5,8.611,3.923,3.98,12,2,3.947,1.824,1.0,3.836,4209.0,0.196,3.761,14,3.714,5.867,24.0,6.353,-0.588,2.694,2.694,3.892,1.933,3.714,0.405,3.85,1.817,5.683,3.892,3.932,3.664,4.131,5.11,1.67,1.659,-0.532,2.0,8.255,1.185,0.554,0.554,3.664,7.212,0.489,8.065,3.823,9.871,1.534,1.241
4.254,7.389,4.099,4.476,6.476,4.857,5.271,4.917,1.323,5.161,5.061,6,9,3.322,3.818,4.5,0.434,9,2.807,2,10.5,8.336,3.906,3.299,9,2,3.945,1.552,0.69,3.79,2906.0,0.173,3.367,12,3.611,5.757,23.5,6.066,-0.673,2.715,2.715,3.555,1.968,3.555,0.384,3.796,1.686,5.517,3.638,3.664,3.497,3.548,4.478,1.406,1.377,-0.551,1.737,8.056,1.218,0.4,0.4,3.466,7.083,0.472,7.918,4.107,9.618,1.298,0.665
4.254,7.748,4.197,4.721,6.416,5.101,5.703,5.732,1.983,5.44,5.815,12,12,3.7,3.714,4.394,-0.548,12,2.807,2,12.0,8.044,3.808,3.75,12,2,3.841,0.729,0.5,3.743,1708.0,0.187,2.565,10,3.497,5.527,21.75,5.765,-1.491,2.067,2.067,3.611,2.028,3.611,0.505,3.753,1.81,5.286,3.807,3.611,3.219,3.75,4.439,1.561,1.478,-1.0,1.973,7.864,1.344,-0.49,-0.49,3.367,6.893,0.0,7.743,2.793,9.462,0.478,-1.206
4.254,9.117,4.715,5.366,7.015,6.283,7.001,7.106,2.156,6.641,7.024,10,11,3.585,4.065,4.749,1.053,7,2.807,3,10.0,8.68,3.805,5.815,16,4,3.826,2.154,0.885,3.638,7827.0,0.152,4.625,19,4.868,5.955,25.75,6.96,-0.402,2.919,2.919,4.644,1.991,4.29,0.43,3.615,1.805,5.77,4.511,4.754,4.82,5.815,7.278,1.561,1.527,-0.29,2.45,8.487,1.31,0.819,0.819,3.97,7.542,0.566,8.474,4.187,10.193,1.76,2.029
4.254,9.29,4.641,5.209,6.972,6.075,6.894,6.895,2.128,6.494,6.868,10,11,3.585,4.099,4.783,1.132,8,2.807,3,10.0,8.624,3.843,5.576,17,4,3.921,2.244,1.218,3.652,11908.0,0.137,4.654,18,4.673,5.978,27.0,7.162,-0.096,2.634,2.634,4.369,2.015,4.094,0.332,3.643,1.877,5.745,4.317,4.5,4.691,5.576,6.761,1.681,1.627,-0.084,2.35,8.418,1.297,1.0,1.0,3.892,7.444,0.875,8.318,4.324,10.042,1.967,2.275
4.254,11.457,5.076,5.643,7.543,6.435,7.283,7.946,3.574,6.853,7.592,11,18,4.248,4.519,5.207,2.011,16,3.755,4,20.5,9.233,4.014,7.992,22,5,4.0,2.949,2.324,3.879,28154.0,0.159,5.288,27,5.147,6.428,40.5,7.883,1.099,3.619,3.619,4.868,2.001,4.585,0.315,3.962,1.818,6.093,4.787,4.997,5.198,9.268,10.162,1.726,1.739,0.834,2.987,8.848,1.453,1.414,1.414,4.263,7.861,1.847,8.793,4.215,10.561,2.381,3.881
4.254,8.482,4.545,5.096,6.851,5.653,6.185,6.577,2.042,5.946,6.364,11,12,3.7,3.946,4.63,0.429,10,2.907,3,12.5,8.479,3.874,4.083,16,4,3.9,1.624,0.495,3.748,4419.0,0.185,4.078,16,4.205,5.79,24.5,6.439,-1.062,2.407,2.407,4.043,2.086,3.951,0.412,3.73,1.713,5.562,4.025,4.143,4.111,4.083,5.901,1.462,1.396,-0.795,2.146,8.181,1.317,0.345,0.345,3.689,7.229,0.172,8.121,3.684,9.829,1.303,0.861
4.254,9.645,4.76,5.346,7.131,6.017,6.655,6.632,2.756,6.372,6.473,15,16,4.087,4.182,4.868,0.835,10,3.248,3,15.5,8.672,3.898,4.803,16,4,3.971,2.008,1.075,3.695,8784.0,0.179,4.234,17,4.29,5.996,30.75,6.89,-0.149,2.856,2.856,4.19,2.041,4.043,0.328,3.688,1.737,5.495,4.143,4.263,4.19,6.262,6.599,1.494,1.435,-0.123,2.566,8.312,1.4,0.669,0.669,3.829,7.367,0.79,8.241,4.35,9.922,1.544,1.499
4.254,7.955,4.345,4.947,6.662,5.558,6.037,6.046,2.109,5.763,6.116,11,11,3.585,3.778,4.46,-0.571,7,2.7,2,10.0,8.265,3.75,3.156,11,2,3.798,0.903,0.0,3.579,1931.0,0.19,2.944,12,3.555,5.606,19.75,5.846,-1.569,2.481,2.481,3.761,1.958,3.714,0.533,3.56,1.358,5.216,3.761,3.664,3.367,3.524,4.789,1.127,1.077,-1.159,1.0,7.967,1.361,-0.452,-0.452,3.434,6.993,-0.432,7.881,3.375,9.607,0.439,-1.158
4.254,6.474,3.879,4.231,6.238,4.102,4.454,4.275,1.399,4.381,4.275,5,8,3.17,3.504,4.182,-1.22,8,2.7,1,9.0,7.971,3.666,1.94,5,1,3.674,0.429,-0.32,3.536,699.0,0.251,1.792,7,2.565,5.389,17.25,5.075,-2.456,1.657,1.657,2.708,1.842,3.091,0.617,3.523,1.461,4.954,2.996,2.708,2.079,2.317,2.825,1.327,1.33,-1.589,0.557,7.471,1.276,-1.0,-1.0,2.996,6.541,-0.716,7.359,3.379,8.977,0.082,-2.042
4.254,7.041,3.966,4.342,6.227,4.416,4.522,4.2,1.119,4.418,4.355,6,7,3.0,3.624,4.304,0.37,7,2.322,2,8.0,8.004,3.861,3.078,11,2,3.926,1.437,0.534,3.695,2615.0,0.178,3.178,10,3.219,5.506,20.0,5.922,-0.86,2.046,2.046,3.296,2.025,3.526,0.387,3.697,1.751,5.231,3.497,3.258,3.178,3.078,4.603,1.577,1.507,-0.697,1.618,7.84,1.189,0.354,0.354,3.401,6.899,0.303,7.709,4.037,9.369,1.303,0.799
4.254,7.216,4.147,4.624,6.367,5.147,5.284,4.681,1.248,5.337,4.883,6,7,3.0,3.651,4.331,0.154,6,2.585,2,10.0,8.203,3.746,3.791,12,2,3.791,1.614,0.209,3.56,2267.0,0.221,3.219,11,3.664,5.61,21.75,5.969,-1.0,2.023,2.023,3.807,1.994,3.714,0.496,3.543,1.55,5.274,3.871,3.829,3.401,3.791,5.023,1.298,1.257,-0.846,1.793,8.023,1.209,0.108,0.108,3.526,7.029,0.055,7.889,3.461,9.659,1.023,0.164
4.254,11.652,5.154,5.723,7.417,6.494,7.289,7.807,3.392,6.911,7.608,23,25,4.7,4.582,5.27,2.097,21,3.858,5,25.5,9.074,3.996,9.625,29,6,4.03,2.929,2.53,3.913,47910.0,0.112,5.352,27,5.247,6.434,48.75,8.261,1.5,3.33,3.33,4.99,2.12,4.644,0.25,3.911,1.945,6.178,4.905,5.136,5.338,10.446,11.372,1.828,1.793,1.004,3.129,8.87,1.411,1.58,1.58,4.357,7.904,2.023,8.799,4.67,10.54,2.569,4.277
4.254,8.391,4.595,5.089,7.108,5.675,6.03,6.146,2.131,5.958,6.002,12,16,4.087,4.111,4.796,1.475,15,3.459,2,18.0,8.747,3.869,4.744,12,2,3.897,2.5,0.819,3.801,3227.0,0.206,3.526,14,3.951,5.988,31.0,6.26,-0.892,2.617,2.617,4.025,1.933,3.932,0.495,3.806,1.752,5.695,4.111,4.043,3.738,5.909,5.874,1.601,1.572,-0.626,2.529,8.323,1.34,1.0,1.0,3.738,7.302,0.333,8.192,3.754,10.002,2.0,2.136
7.421,13.458,5.241,5.894,7.572,6.793,7.716,8.43,5.306,7.219,8.098,27,28,4.858,4.577,5.265,2.206,22,3.954,5,27.0,9.032,4.039,8.317,29,7,4.051,2.982,2.5,3.965,43116.0,0.107,5.407,25,5.193,6.353,47.5,8.152,1.5,3.275,3.275,4.844,2.186,4.511,0.266,3.948,1.964,6.09,4.762,4.99,5.323,8.317,10.043,1.752,1.703,0.939,3.027,8.721,1.651,1.504,1.504,4.205,7.749,1.942,8.647,4.707,10.392,2.496,3.672
7.509,11.495,4.984,5.626,7.305,6.541,7.523,8.209,4.146,7.03,7.856,22,22,4.524,4.334,5.021,1.613,17,3.585,4,21.0,8.782,3.882,6.524,23,5,3.899,2.577,1.523,3.811,14586.0,0.123,4.984,20,4.934,6.108,37.5,7.349,0.294,2.935,2.935,4.615,2.161,4.263,0.335,3.812,1.918,5.778,4.533,4.779,4.984,6.738,7.647,1.756,1.715,0.178,2.82,8.479,1.564,1.103,1.103,3.97,7.514,1.097,8.411,4.418,10.142,2.056,2.685
5.886,13.407,5.265,5.958,7.581,6.935,7.949,8.678,5.162,7.442,8.27,26,26,4.755,4.554,5.242,1.956,18,3.807,5,22.5,9.029,4.054,8.691,28,7,4.076,2.85,2.456,3.957,46107.0,0.1,5.561,25,5.394,6.326,43.0,8.245,1.447,3.163,3.163,5.004,2.186,4.595,0.286,3.939,1.938,6.06,4.86,5.204,5.472,9.004,10.239,1.758,1.716,0.916,2.904,8.74,1.626,1.421,1.421,4.248,7.8,1.917,8.716,4.574,10.431,2.378,3.058
5.886,11.438,4.993,5.638,7.304,6.548,7.402,8.001,3.701,6.963,7.624,16,18,4.248,4.353,5.04,1.941,15,3.459,4,17.5,8.883,3.982,6.977,22,6,4.008,2.838,1.953,3.904,24148.0,0.124,5.22,22,5.069,6.19,35.75,7.737,0.858,3.134,3.134,4.754,2.097,4.419,0.314,3.895,1.895,6.013,4.625,4.905,5.106,6.977,8.942,1.676,1.62,0.681,2.924,8.599,1.478,1.419,1.419,4.094,7.655,1.675,8.564,4.607,10.267,2.385,3.411
6.086,12.284,5.088,5.738,7.382,6.669,7.637,8.38,4.375,7.159,7.986,22,23,4.585,4.422,5.109,1.829,18,3.7,5,22.0,8.898,3.993,7.534,28,7,4.011,2.765,2.145,3.922,30494.0,0.122,5.357,24,5.165,6.217,39.75,7.909,1.002,3.103,3.103,4.804,2.241,4.454,0.287,3.915,1.926,6.025,4.691,4.99,5.252,7.534,9.144,1.757,1.716,0.709,2.904,8.619,1.553,1.382,1.382,4.127,7.671,1.704,8.579,4.47,10.294,2.37,3.05
5.167,11.033,4.951,5.583,7.26,6.485,7.301,7.879,3.465,6.879,7.545,16,18,4.248,4.301,4.987,1.727,15,3.459,4,17.5,8.825,3.991,6.591,22,6,4.008,2.684,1.885,3.919,19488.0,0.132,5.094,21,4.97,6.129,34.0,7.567,0.764,3.071,3.071,4.682,2.13,4.357,0.324,3.912,1.805,5.981,4.564,4.82,5.011,6.591,8.364,1.547,1.536,0.602,2.767,8.536,1.458,1.291,1.291,4.043,7.592,1.606,8.5,4.324,10.209,2.218,2.867
7.745,12.617,5.119,5.776,7.409,6.715,7.695,8.442,4.609,7.213,8.024,22,23,4.585,4.446,5.133,1.941,18,3.7,5,22.0,8.921,3.983,7.82,28,7,4.011,2.838,2.148,3.906,34526.0,0.12,5.421,24,5.204,6.237,41.0,8.008,1.006,3.161,3.161,4.844,2.231,4.489,0.281,3.898,1.922,5.998,4.727,5.03,5.293,7.82,9.474,1.757,1.716,0.713,2.904,8.643,1.576,1.414,1.414,4.159,7.699,1.704,8.607,4.431,10.318,2.37,3.051
5.108,12.551,5.128,5.804,7.433,6.738,7.628,8.322,4.317,7.195,7.925,21,22,4.524,4.466,5.153,2.028,17,3.644,5,20.0,8.985,4.052,7.833,27,9,4.074,2.924,2.384,3.962,45405.0,0.113,5.505,26,5.268,6.286,38.75,8.234,1.326,3.311,3.311,4.942,2.177,4.564,0.275,3.944,1.897,6.134,4.779,5.124,5.352,7.833,9.986,1.676,1.62,0.885,3.02,8.706,1.524,1.475,1.475,4.205,7.773,1.886,8.694,4.593,10.39,2.45,3.418
5.337,12.787,5.152,5.816,7.447,6.752,7.648,8.359,4.494,7.209,7.96,21,23,4.585,4.489,5.176,2.099,19,3.755,5,21.0,8.989,4.052,8.042,27,9,4.074,2.973,2.386,3.962,49510.0,0.11,5.533,25,5.268,6.301,40.75,8.293,1.333,3.309,3.309,4.949,2.193,4.564,0.266,3.944,1.861,6.117,4.787,5.124,5.38,8.042,9.998,1.617,1.576,0.897,3.02,8.697,1.542,1.476,1.476,4.22,7.773,1.897,8.688,4.651,10.378,2.439,3.033
5.959,13.724,5.239,5.923,7.526,6.878,7.868,8.66,5.23,7.398,8.235,27,27,4.807,4.549,5.236,2.095,20,3.858,6,24.5,9.019,4.055,8.676,33,10,4.08,2.904,2.5,3.966,63658.0,0.102,5.659,28,5.38,6.328,44.0,8.494,1.5,3.497,3.497,5.017,2.312,4.625,0.252,3.949,1.927,6.121,4.868,5.226,5.501,8.676,10.517,1.757,1.716,0.916,3.02,8.746,1.616,1.421,1.421,4.263,7.812,1.917,8.732,4.522,10.435,2.377,3.053
5.301,12.012,5.046,5.709,7.376,6.65,7.548,8.139,4.443,7.079,7.888,21,22,4.524,4.366,5.053,1.739,17,3.644,4,20.0,8.825,4.024,6.822,23,6,4.043,2.689,2.033,3.947,19946.0,0.132,5.017,20,4.942,6.14,36.75,7.568,0.84,3.057,3.057,4.654,2.154,4.317,0.323,3.934,1.82,5.88,4.575,4.787,5.011,6.822,8.177,1.569,1.556,0.598,2.892,8.512,1.587,1.292,1.292,4.007,7.549,1.595,8.448,4.294,10.184,2.218,2.866
5.041,12.134,5.088,5.753,7.428,6.71,7.596,8.238,4.462,7.125,7.951,21,22,4.524,4.404,5.091,1.739,18,3.644,4,20.5,8.888,4.041,6.964,23,6,4.054,2.689,2.035,3.965,22581.0,0.128,5.13,21,4.997,6.186,37.5,7.673,0.846,3.181,3.181,4.718,2.124,4.369,0.319,3.947,1.821,5.968,4.615,4.836,5.088,6.964,8.589,1.572,1.558,0.619,2.981,8.578,1.581,1.292,1.292,4.06,7.607,1.622,8.511,4.547,10.26,2.218,2.867
7.268,12.134,5.088,5.753,7.428,6.71,7.596,8.238,4.462,7.125,7.951,21,22,4.524,4.404,5.091,1.739,18,3.644,4,20.5,8.888,4.038,6.964,23,6,4.048,2.689,2.035,3.963,22581.0,0.128,5.13,21,4.997,6.186,37.5,7.673,0.846,3.181,3.181,4.718,2.124,4.369,0.319,3.946,1.82,5.96,4.615,4.836,5.088,6.964,8.589,1.57,1.557,0.618,2.981,8.578,1.581,1.292,1.292,4.06,7.607,1.622,8.511,4.547,10.26,2.218,2.867
6.848,12.228,5.125,5.784,7.475,6.764,7.641,8.31,4.459,7.184,8.006,21,22,4.524,4.44,5.127,1.741,18,3.644,4,20.5,8.948,4.041,7.223,23,6,4.051,2.691,2.035,3.964,25239.0,0.123,5.215,22,5.043,6.23,38.25,7.769,0.847,3.292,3.292,4.771,2.097,4.407,0.315,3.946,1.82,6.003,4.663,4.898,5.147,6.964,8.777,1.567,1.556,0.62,3.024,8.638,1.574,1.292,1.292,4.111,7.662,1.623,8.568,4.236,10.328,2.219,2.867
7.062,12.203,5.095,5.762,7.44,6.717,7.614,8.256,4.465,7.137,7.966,21,22,4.524,4.428,5.115,2.028,18,3.644,4,20.5,8.921,4.039,7.064,23,6,4.05,2.923,2.133,3.965,24538.0,0.121,5.176,22,5.05,6.224,38.0,7.738,0.964,3.183,3.183,4.745,2.097,4.394,0.316,3.948,1.906,6.02,4.635,4.875,5.13,7.064,8.838,1.678,1.626,0.675,2.983,8.613,1.577,1.473,1.473,4.078,7.64,1.671,8.545,4.533,10.291,2.447,3.411
6.991,12.54,5.131,5.781,7.467,6.739,7.64,8.312,4.681,7.156,8.01,21,23,4.585,4.474,5.162,2.203,20,3.755,4,21.5,8.958,4.039,7.323,23,6,4.05,2.981,2.379,3.964,29175.0,0.113,5.257,22,5.069,6.276,40.75,7.859,1.231,3.183,3.183,4.771,2.09,4.407,0.3,3.948,1.896,6.033,4.654,4.89,5.193,7.323,8.981,1.652,1.603,0.871,3.016,8.637,1.596,1.504,1.504,4.111,7.668,1.874,8.566,4.582,10.304,2.497,3.677
8.387,13.378,5.209,5.885,7.532,6.86,7.856,8.62,5.369,7.351,8.267,27,27,4.807,4.514,5.201,2.095,21,3.858,5,25.0,8.958,4.042,7.907,29,7,4.055,2.903,2.391,3.97,35021.0,0.107,5.384,24,5.187,6.269,43.25,8.01,1.343,3.213,3.213,4.836,2.231,4.466,0.282,3.954,1.952,6.004,4.736,5.004,5.313,7.907,9.369,1.759,1.719,0.914,2.983,8.657,1.67,1.421,1.421,4.143,7.685,1.916,8.589,4.459,10.341,2.376,3.051
7.796,14.459,5.31,5.963,7.623,6.949,7.961,8.779,5.585,7.44,8.401,27,27,4.807,4.656,5.345,2.281,21,3.858,6,25.0,9.121,4.042,10.088,35,8,4.056,3.064,2.683,3.971,108998.0,0.083,5.743,30,5.442,6.455,49.25,8.874,1.764,3.231,3.231,5.05,2.209,4.673,0.217,3.956,1.977,6.221,4.956,5.231,5.609,10.088,11.695,1.84,1.793,1.144,3.215,8.895,1.629,1.745,1.745,4.369,7.918,2.159,8.814,4.786,10.563,2.723,5.159
6.355,10.228,4.831,5.451,7.173,6.329,7.138,7.585,3.251,6.704,7.334,16,17,4.17,4.201,4.887,1.119,14,3.322,3,16.5,8.699,3.881,5.58,17,4,3.897,2.194,1.067,3.811,8869.0,0.148,4.585,17,4.682,6.009,31.75,6.977,-0.271,2.858,2.858,4.466,2.041,4.143,0.39,3.811,1.803,5.721,4.382,4.564,4.654,5.794,6.866,1.544,1.533,-0.194,2.69,8.384,1.466,0.933,0.933,3.871,7.421,0.687,8.317,4.089,10.043,1.885,2.098
6.085,10.3,4.839,5.464,7.189,6.34,7.166,7.617,3.248,6.722,7.362,16,17,4.17,4.23,4.916,1.56,14,3.322,3,16.5,8.738,3.881,5.681,17,4,3.897,2.593,1.067,3.811,9758.0,0.14,4.663,18,4.754,6.054,32.25,7.052,-0.256,2.862,2.862,4.5,2.015,4.174,0.386,3.811,1.894,5.797,4.407,4.615,4.718,5.895,7.115,1.675,1.62,-0.185,2.82,8.427,1.461,1.12,1.12,3.892,7.46,0.696,8.358,4.502,10.081,2.095,2.755
6.255,11.577,5.025,5.637,7.355,6.449,7.322,7.925,4.067,6.844,7.591,22,23,4.585,4.41,5.097,1.949,18,3.7,4,23.0,8.871,3.881,6.933,23,5,3.897,2.82,2.148,3.811,18532.0,0.121,5.024,21,4.942,6.205,41.75,7.509,0.993,3.244,3.244,4.625,2.12,4.317,0.313,3.811,1.934,5.876,4.564,4.762,4.997,7.147,8.32,1.745,1.693,0.69,2.869,8.556,1.542,1.403,1.403,4.043,7.589,1.689,8.479,4.459,10.204,2.349,3.016
5.602,12.889,5.165,5.849,7.475,6.788,7.805,8.515,5.088,7.303,8.091,26,26,4.755,4.454,5.142,1.623,18,3.807,5,22.5,8.89,4.043,7.279,28,7,4.07,2.584,2.218,3.943,26618.0,0.114,5.268,23,5.153,6.202,40.0,7.8,1.109,2.956,2.956,4.787,2.277,4.431,0.302,3.925,1.941,5.922,4.663,4.984,5.193,7.279,8.932,1.758,1.716,0.768,2.904,8.575,1.652,1.115,1.115,4.094,7.631,1.762,8.539,4.164,10.253,2.068,2.709
6.602,12.958,5.203,5.887,7.523,6.837,7.852,8.564,5.073,7.339,8.153,26,26,4.755,4.489,5.176,1.623,18,3.807,5,22.5,8.949,4.041,7.607,28,7,4.066,2.584,2.236,3.945,29275.0,0.112,5.347,24,5.22,6.246,40.75,7.886,1.131,3.074,3.074,4.844,2.241,4.477,0.298,3.929,1.927,5.946,4.718,5.03,5.278,7.9,9.245,1.757,1.716,0.771,2.904,8.636,1.643,1.115,1.115,4.143,7.687,1.767,8.598,4.287,10.325,2.068,2.719
5.796,12.981,5.19,5.884,7.515,6.85,7.847,8.557,5.095,7.348,8.145,26,26,4.755,4.489,5.176,1.657,18,3.807,5,22.5,8.943,4.04,7.573,28,7,4.067,2.607,2.261,3.944,29340.0,0.111,5.338,24,5.215,6.246,40.75,7.886,1.167,3.021,3.021,4.86,2.241,4.477,0.3,3.927,1.928,5.943,4.718,5.043,5.268,7.855,9.293,1.757,1.716,0.796,2.904,8.625,1.646,1.138,1.138,4.127,7.677,1.797,8.591,4.47,10.309,2.081,2.794
5.377,11.781,5.088,5.764,7.43,6.691,7.602,8.154,4.171,7.122,7.795,20,21,4.459,4.401,5.088,1.574,15,3.585,4,18.0,8.913,4.042,6.764,22,6,4.063,2.6,2.088,3.944,20332.0,0.125,5.112,22,5.081,6.199,35.5,7.61,0.903,3.048,3.048,4.754,2.101,4.407,0.333,3.927,1.899,5.963,4.615,4.905,5.081,7.057,8.713,1.676,1.621,0.579,2.924,8.592,1.548,1.132,1.132,4.078,7.642,1.575,8.555,4.47,10.274,2.104,2.777
6.076,12.958,5.203,5.887,7.523,6.837,7.852,8.564,5.073,7.339,8.153,26,26,4.755,4.489,5.176,1.623,18,3.807,5,22.5,8.949,4.047,7.607,28,7,4.072,2.584,2.236,3.95,29275.0,0.111,5.347,24,5.22,6.246,40.5,7.886,1.131,3.074,3.074,4.844,2.241,4.477,0.298,3.933,1.941,5.994,4.718,5.03,5.278,7.607,9.245,1.758,1.716,0.775,2.904,8.636,1.643,1.115,1.115,4.143,7.687,1.769,8.598,4.287,10.325,2.068,2.719
5.456,12.958,5.203,5.887,7.523,6.837,7.852,8.564,5.073,7.339,8.153,26,26,4.755,4.489,5.176,1.623,18,3.807,5,22.5,8.949,4.043,7.607,28,7,4.069,2.584,2.236,3.942,29275.0,0.112,5.347,24,5.22,6.246,40.75,7.886,1.131,3.074,3.074,4.844,2.241,4.477,0.298,3.922,1.934,5.968,4.718,5.03,5.278,7.279,9.245,1.757,1.716,0.773,2.904,8.636,1.643,1.115,1.115,4.143,7.687,1.768,8.598,4.287,10.325,2.068,2.719
6.523,13.045,5.235,5.921,7.566,6.897,7.893,8.608,5.079,7.387,8.204,26,26,4.755,4.522,5.209,1.702,18,3.807,5,22.5,9.006,4.047,7.848,28,7,4.07,2.64,2.265,3.953,32017.0,0.11,5.416,25,5.278,6.287,41.25,7.966,1.171,3.227,3.227,4.913,2.208,4.522,0.298,3.936,1.936,6.011,4.771,5.094,5.347,8.121,9.554,1.758,1.716,0.806,2.904,8.695,1.638,1.201,1.201,4.19,7.739,1.803,8.656,4.459,10.393,2.142,2.885
6.854,13.208,5.255,5.947,7.575,6.913,7.923,8.645,5.127,7.415,8.239,26,26,4.755,4.533,5.22,1.911,18,3.807,5,22.5,9.016,4.053,8.333,28,7,4.075,2.801,2.379,3.957,37117.0,0.106,5.476,25,5.328,6.3,41.75,8.081,1.326,3.16,3.16,4.949,2.2,4.564,0.296,3.938,1.934,6.034,4.82,5.136,5.398,8.645,9.912,1.758,1.716,0.879,2.904,8.716,1.634,1.421,1.421,4.22,7.769,1.887,8.688,4.522,10.413,2.372,3.058
6.456,13.407,5.265,5.958,7.581,6.935,7.949,8.678,5.162,7.442,8.27,26,26,4.755,4.554,5.242,1.956,18,3.807,5,22.5,9.029,4.053,8.691,28,7,4.076,2.85,2.456,3.957,46107.0,0.1,5.561,25,5.394,6.326,43.0,8.245,1.447,3.163,3.163,5.004,2.186,4.595,0.286,3.939,1.937,6.058,4.86,5.204,5.472,9.004,10.239,1.758,1.716,0.916,2.904,8.74,1.626,1.421,1.421,4.248,7.8,1.917,8.716,4.574,10.431,2.378,3.058
7.523,11.221,4.979,5.613,7.288,6.519,7.342,7.945,3.55,6.922,7.587,16,18,4.248,4.327,5.014,1.734,15,3.459,4,17.5,8.848,3.99,6.877,22,6,4.012,2.687,1.945,3.919,22212.0,0.13,5.176,21,5.017,6.151,34.75,7.671,0.845,3.13,3.13,4.727,2.124,4.394,0.317,3.912,1.806,5.973,4.605,4.868,5.063,6.877,8.693,1.549,1.536,0.624,2.807,8.562,1.463,1.292,1.292,4.078,7.623,1.627,8.531,4.441,10.236,2.218,2.867
5.0,12.369,5.123,5.744,7.439,6.66,7.514,8.263,3.513,7.083,7.877,17,18,4.248,4.567,5.255,2.285,14,3.392,5,19.0,9.176,3.965,10.541,29,8,4.007,3.138,2.614,3.861,95898.0,0.106,5.844,31,5.572,6.479,45.75,8.856,1.628,3.186,3.186,5.209,2.059,4.745,0.255,3.851,1.903,6.242,5.056,5.403,5.694,9.89,11.968,1.705,1.638,1.329,3.326,8.994,1.397,1.829,1.829,4.407,8.007,2.363,8.926,4.807,10.681,2.819,5.525
4.254,8.323,4.394,5.017,6.736,5.906,6.517,6.314,2.59,6.257,6.795,11,12,3.7,3.75,4.431,-0.985,10,2.907,2,12.0,8.168,3.549,3.207,12,3,3.59,0.68,-0.18,3.432,1715.0,0.242,2.708,10,3.497,5.51,20.75,5.733,-2.2,2.149,2.149,3.664,2.034,3.526,0.542,3.427,1.376,5.147,3.738,3.638,3.401,3.207,4.001,1.109,1.061,-1.503,0.956,7.825,1.452,-0.685,-0.685,3.296,6.808,-0.598,7.676,3.236,9.493,0.277,-1.542
9.046,12.533,5.18,5.822,7.497,6.694,7.635,8.343,4.192,7.155,7.963,22,23,4.585,4.525,5.212,2.009,19,3.7,5,22.5,9.056,3.975,8.55,28,7,4.012,2.864,2.488,3.882,52819.0,0.112,5.557,27,5.298,6.348,42.75,8.341,1.466,3.261,3.261,4.913,2.145,4.595,0.258,3.882,1.956,6.124,4.82,5.094,5.416,8.789,10.485,1.778,1.733,1.075,2.912,8.796,1.503,1.414,1.414,4.277,7.833,2.085,8.747,4.907,10.487,2.384,3.712
7.523,12.504,5.171,5.825,7.492,6.705,7.638,8.343,4.163,7.151,7.959,22,23,4.585,4.525,5.212,1.997,19,3.7,5,22.5,9.051,3.975,8.409,28,7,4.012,2.87,2.488,3.881,52819.0,0.112,5.557,27,5.298,6.348,42.75,8.341,1.466,3.263,3.263,4.92,2.145,4.595,0.256,3.88,1.956,6.12,4.812,5.088,5.412,8.575,10.563,1.778,1.733,1.073,3.006,8.786,1.499,1.47,1.47,4.263,7.824,2.082,8.74,4.907,10.473,2.443,4.051
