pXC50,SpDiam_EA.ri.,SM08_EA.ri.,SM12_EA.ri.,SM13_EA.ri.,SM14_EA.ri.,Eig01_EA.ri.,SpMax_EA.ri.,SM10_EA.ri.,SM11_EA.ri.,SM15_EA.ri.,SM09_EA.ri.,SM07_EA.ri.,SM06_EA.ri.,SM05_EA.ri.,GGI5,Eig02_EA.ri.,SM04_EA.ri.,Eig03_EA.ed.,SM12_AEA.dm.,MWC10,TWC,BIC0,NdssC,Eig01_AEA.ri.,SpMax_AEA.ri.,MWC09,Eig03_AEA.ed.,CATS2D_07_AL,Eig03_EA.ri.,SM04_EA.ed.,SIC0,SpDiam_AEA.ri.,MWC08,AAC,IC0,SM03_EA.ri.,Eig02_AEA.ri.,SpDiam_EA.ed.,X.,MATS5s,SdO,Eig02_AEA.ed.,SM05_AEA.ed.,SM02_EA.ed.,CATS2D_02_LL,MWC06,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,Eig03_AEA.ri.,SM06_AEA.ed.,Eig02_EA.ed.,SM11_AEA.dm.,SM07_AEA.ed.,SM03_AEA.ed.,SM15_AEA.ed.,SpMin2_Bh.s.,nX,ATS6s,SM06_EA,SM04_AEA.ed.,SRW10,SM06_EA.ed.,nDB,SM07_EA.ed.,SM08_EA.ed.
7.187,5.406,10.447,15.061,16.236,17.432,3.406,3.406,12.724,13.866,18.623,11.515,9.178,8.282,6.831,1.872,3.065,6.323,9.652,9.652,12.696,13.193,0.248,4,4.424,4.424,11.756,6.353,13,2.806,11.324,0.265,5.498,10.821,1.552,1.552,4.365,4.117,20.555,0.0,0.079,26.39,6.756,11.273,7.083,13,8.952,12.79,12.79,12.79,3.859,13.085,11.057,11.057,14.925,7.792,30.152,1.212,0,6.352,8.423,9.502,10.688,15.969,3,18.25,20.822
8.481,5.384,10.405,15.002,16.17,17.36,3.384,3.384,12.676,13.812,18.545,11.468,9.134,8.242,6.78,1.688,3.058,6.282,9.841,9.841,12.663,13.159,0.253,4,4.404,4.404,11.723,6.415,11,2.823,11.292,0.271,5.479,10.788,1.568,1.568,4.294,4.117,20.385,0.0,0.023,26.246,6.746,11.237,7.045,12,8.92,12.599,12.599,12.599,3.881,13.052,11.02,11.02,14.896,7.752,30.099,1.203,0,6.262,8.389,9.463,10.653,15.925,3,18.19,20.75
5.0,4.975,9.572,13.568,14.57,15.641,2.975,2.975,11.537,12.481,16.675,10.405,8.331,7.711,6.224,0.962,2.706,6.013,7.651,7.651,12.034,12.582,0.264,1,4.042,4.042,11.164,5.572,3,2.553,10.538,0.277,5.126,10.314,1.681,1.681,3.966,3.759,17.2,1.5,-0.059,12.293,5.728,10.769,6.744,7,8.604,10.306,10.306,10.306,3.626,12.463,8.122,8.122,14.183,7.512,28.478,1.171,1,6.191,7.967,9.113,10.305,14.676,1,16.637,19.036
6.928,5.389,10.408,14.999,16.167,17.358,3.389,3.389,12.674,13.807,18.543,11.466,9.136,8.253,6.789,1.601,3.041,6.298,9.55,9.55,12.623,13.123,0.245,4,4.395,4.395,11.689,6.323,11,2.797,11.243,0.262,5.463,10.759,1.524,1.524,4.309,4.078,20.276,0.0,0.049,26.194,6.661,11.21,7.029,16,8.901,12.545,12.545,12.545,3.841,13.015,10.735,10.735,14.85,7.742,30.012,1.232,0,6.246,8.362,9.445,10.637,15.851,3,18.107,20.663
8.208,5.378,10.4,14.978,16.142,17.329,3.378,3.378,12.66,13.79,18.511,11.454,9.13,8.249,6.786,1.601,3.042,6.297,9.55,9.55,12.623,13.123,0.245,4,4.392,4.392,11.689,6.323,13,2.813,11.243,0.262,5.459,10.759,1.524,1.524,4.309,4.079,20.276,0.0,0.1,26.163,6.661,11.21,7.029,16,8.901,12.545,12.545,12.545,3.846,13.015,10.735,10.735,14.85,7.742,30.012,1.235,0,6.214,8.362,9.445,10.637,15.851,3,18.107,20.663
8.036,5.387,10.446,15.039,16.207,17.396,3.387,3.387,12.714,13.85,18.58,11.51,9.183,8.287,6.841,1.75,3.082,6.328,9.698,9.698,12.684,13.181,0.248,4,4.405,4.405,11.744,6.384,14,2.827,11.317,0.265,5.48,10.812,1.552,1.552,4.373,4.122,20.403,0.0,0.026,26.323,6.776,11.272,7.081,14,8.947,12.646,12.646,12.646,3.856,13.083,11.107,11.107,14.923,7.792,30.126,1.242,0,6.277,8.419,9.502,10.69,15.948,3,18.217,20.78
8.721,5.376,10.388,14.957,16.121,17.307,3.376,3.376,12.642,13.771,18.488,11.44,9.125,8.246,6.799,1.629,3.028,6.305,9.57,9.57,12.66,13.16,0.27,4,4.392,4.392,11.725,6.329,12,2.8,11.269,0.29,5.467,10.793,1.675,1.675,4.35,4.081,20.282,1.8,0.094,26.111,6.668,11.246,7.067,10,8.934,12.55,12.55,12.55,3.844,13.047,10.764,10.764,14.877,7.782,30.021,1.205,1,6.281,8.398,9.484,10.673,15.867,3,18.118,20.674
8.268,5.375,10.377,14.949,16.113,17.3,3.375,3.375,12.633,13.762,18.481,11.43,9.112,8.233,6.781,1.629,3.023,6.291,9.57,9.57,12.66,13.16,0.27,4,4.392,4.392,11.725,6.329,14,2.795,11.269,0.29,5.467,10.793,1.675,1.675,4.327,4.079,20.282,1.8,0.094,26.219,6.668,11.246,7.067,12,8.934,12.55,12.55,12.55,3.844,13.047,10.764,10.764,14.877,7.782,30.021,1.209,1,6.244,8.398,9.484,10.673,15.867,3,18.118,20.674
7.602,5.376,10.403,14.969,16.132,17.318,3.376,3.376,12.655,13.783,18.498,11.455,9.143,8.263,6.82,1.629,3.034,6.321,9.57,9.57,12.66,13.16,0.248,4,4.392,4.392,11.725,6.329,15,2.807,11.269,0.265,5.468,10.793,1.552,1.552,4.373,4.082,20.282,0.0,0.089,26.279,6.668,11.246,7.067,14,8.934,12.55,12.55,12.55,3.846,13.047,10.764,10.764,14.877,7.782,30.021,1.233,0,6.268,8.398,9.484,10.673,15.867,3,18.118,20.674
6.548,5.377,10.465,15.015,16.174,17.357,3.377,3.377,12.71,13.834,18.534,11.514,9.211,8.327,6.894,1.865,3.05,6.38,9.594,9.594,12.705,13.204,0.239,4,4.394,4.394,11.769,6.338,15,2.835,11.319,0.253,5.469,10.838,1.52,1.52,4.446,4.093,20.285,0.0,0.093,26.521,6.672,11.307,7.12,17,8.98,12.551,12.551,12.551,3.859,13.109,10.781,10.781,14.939,7.838,30.055,1.273,0,6.338,8.454,9.543,10.719,15.903,3,18.146,20.697
6.5,5.392,10.748,15.404,16.583,17.778,3.392,3.392,13.054,14.209,18.969,11.848,9.495,8.532,7.128,2.094,3.31,6.498,10.701,10.701,12.755,13.253,0.234,4,4.407,4.407,11.816,6.656,15,2.998,11.497,0.248,5.482,10.887,1.505,1.505,4.637,4.313,20.298,0.0,0.095,26.635,7.108,11.45,7.21,20,9.027,12.559,12.559,12.559,4.047,13.284,11.717,11.717,15.145,7.924,30.462,1.279,0,6.373,8.637,9.656,10.783,16.157,3,18.446,20.989
8.046,5.375,10.387,14.956,16.119,17.305,3.375,3.375,12.641,13.769,18.486,11.44,9.125,8.246,6.799,1.74,3.026,6.305,9.574,9.574,12.659,13.158,0.27,4,4.392,4.392,11.723,6.329,12,2.801,11.269,0.29,5.467,10.793,1.675,1.675,4.35,4.079,20.281,1.8,0.03,26.114,6.665,11.246,7.067,11,8.934,12.547,12.547,12.547,3.846,13.047,10.752,10.752,14.877,7.782,30.02,1.205,1,6.308,8.398,9.484,10.673,15.866,3,18.116,20.672
6.717,5.375,10.377,14.948,16.112,17.299,3.375,3.375,12.633,13.762,18.48,11.43,9.112,8.233,6.781,1.74,3.023,6.291,9.574,9.574,12.659,13.158,0.27,4,4.392,4.392,11.723,6.329,12,2.796,11.269,0.29,5.467,10.793,1.675,1.675,4.327,4.078,20.281,1.8,0.051,26.201,6.665,11.246,7.067,13,8.934,12.547,12.547,12.547,3.845,13.047,10.752,10.752,14.877,7.782,30.02,1.209,1,6.26,8.398,9.484,10.673,15.866,3,18.116,20.672
6.0,5.197,10.099,14.455,15.556,16.687,3.197,3.197,12.252,13.319,17.806,11.092,8.866,8.04,6.611,1.445,2.948,6.155,9.484,9.484,12.536,13.041,0.267,0,4.272,4.272,11.61,6.325,8,2.763,11.14,0.285,5.376,10.688,1.619,1.619,4.212,4.052,19.301,0.0,-0.018,0.0,6.592,11.166,6.987,6,8.843,11.657,11.657,11.657,3.885,12.96,10.509,10.509,14.777,7.705,29.714,1.189,0,6.22,8.318,9.408,10.578,15.624,0,17.782,20.282
5.0,4.985,9.557,13.781,14.846,15.938,3.046,3.046,11.648,12.682,17.017,10.524,8.358,7.548,6.15,0.903,2.813,5.702,8.302,8.302,11.889,12.415,0.274,1,4.155,4.155,10.994,5.963,5,2.528,10.61,0.289,5.236,10.101,1.567,1.567,3.769,3.883,18.665,0.0,-0.035,12.035,6.327,10.679,6.497,1,8.318,11.145,11.145,11.145,3.58,12.469,9.527,9.527,14.283,7.238,29.176,0.99,0,5.78,7.817,8.928,10.075,15.061,1,17.192,19.673
5.0,5.18,9.856,14.176,15.272,16.408,3.18,3.18,11.984,13.035,17.527,10.815,8.606,7.835,6.38,0.847,2.77,5.992,8.159,8.159,12.051,12.583,0.276,1,4.209,4.209,11.162,5.886,1,2.619,10.705,0.296,5.253,10.281,1.634,1.634,4.027,3.851,18.697,2.2,0.141,12.167,6.094,10.809,6.683,16,8.516,11.471,11.471,11.471,3.656,12.567,8.874,8.874,14.354,7.43,29.198,1.122,1,5.779,7.973,9.09,10.266,15.123,1,17.278,19.767
6.602,6.045,11.947,17.262,18.609,19.963,4.045,4.045,14.586,15.917,21.321,13.248,10.603,9.376,7.967,2.986,3.691,6.957,13.783,13.783,13.236,13.697,0.187,3,5.043,5.043,12.236,7.631,5,3.519,12.598,0.191,6.043,11.25,1.206,1.206,5.23,4.698,28.011,0.0,-0.033,26.433,8.091,12.166,7.606,50,9.269,17.916,17.916,17.916,4.523,14.185,15.374,15.374,16.231,8.276,33.007,1.584,0,6.709,9.378,10.187,11.238,17.98,3,20.691,23.527
5.0,5.116,9.724,13.978,15.053,16.17,3.116,3.116,11.822,12.853,17.267,10.665,8.483,7.727,6.282,1.035,2.771,5.9,8.121,8.121,12.147,12.661,0.29,0,4.196,4.196,11.232,5.838,5,2.605,10.724,0.315,5.279,10.33,1.675,1.675,3.968,3.854,18.39,0.0,-0.108,0.0,6.389,10.802,6.671,8,8.521,11.176,11.176,11.176,3.636,12.566,9.753,9.753,14.356,7.405,29.151,1.03,0,5.791,7.958,9.076,10.312,15.131,0,17.239,19.729
6.854,5.709,11.207,16.204,17.471,18.749,3.709,3.709,13.683,14.93,20.028,12.408,9.902,8.823,7.394,2.737,3.461,6.638,12.128,12.128,13.422,13.871,0.249,1,4.888,4.888,12.405,7.068,4,3.106,12.272,0.269,6.014,11.39,1.547,1.547,4.765,4.519,26.593,0.0,0.009,13.164,7.514,11.906,7.505,14,9.363,17.076,17.076,17.076,4.173,13.864,13.895,13.895,15.858,8.157,32.453,1.279,0,6.447,9.076,9.995,11.114,17.511,1,20.164,22.975
6.538,5.603,11.095,15.901,17.125,18.365,3.603,3.603,13.47,14.666,19.604,12.23,9.813,8.823,7.385,3.053,3.318,6.748,11.917,11.917,13.474,13.932,0.226,2,4.733,4.733,12.47,6.996,22,3.089,12.174,0.242,5.865,11.471,1.495,1.495,4.821,4.427,24.412,0.0,-0.031,27.424,7.445,11.907,7.595,20,9.48,15.525,15.525,15.525,4.161,13.806,13.614,13.614,15.736,8.263,31.717,1.349,0,6.789,9.055,10.052,11.225,17.185,2,19.696,22.418
4.509,5.281,10.428,14.854,15.976,17.124,3.281,3.281,12.615,13.703,18.264,11.445,9.195,8.335,6.923,2.239,3.034,6.417,9.942,9.942,12.466,12.991,0.253,4,4.285,4.285,11.567,6.484,8,2.877,11.245,0.266,5.325,10.679,1.629,1.629,4.514,4.095,19.361,0.0,0.071,51.051,6.684,11.305,7.102,12,8.897,11.778,11.778,11.778,3.915,13.101,10.654,10.654,14.922,7.847,29.917,1.158,0,6.736,8.424,9.547,10.655,15.741,4,17.902,20.413
4.0,5.018,9.712,13.845,14.887,15.963,3.018,3.018,11.756,12.764,17.023,10.65,8.538,7.749,6.398,1.122,2.831,5.937,8.518,8.518,12.162,12.683,0.286,1,4.166,4.166,11.256,6.009,7,2.653,10.839,0.299,5.249,10.365,1.73,1.73,4.115,3.928,18.574,1.8,-0.153,11.197,6.355,10.952,6.777,7,8.578,11.242,11.242,11.242,3.719,12.726,9.502,9.502,14.523,7.523,29.299,1.165,1,5.863,8.09,9.211,10.32,15.228,1,17.339,19.802
8.456,5.318,10.307,14.916,16.083,17.265,3.349,3.349,12.59,13.734,18.444,11.398,9.068,8.11,6.722,1.396,3.101,6.097,10.022,10.022,12.323,12.838,0.288,0,4.451,4.451,11.411,6.465,4,2.727,11.303,0.302,5.519,10.503,1.728,1.728,4.253,4.191,21.008,3.8,0.043,0.0,6.817,11.238,6.929,4,8.684,13.298,13.298,13.298,3.895,13.108,11.27,11.27,15.009,7.656,30.73,1.149,2,6.022,8.415,9.413,10.487,16.09,0,18.477,21.06
4.0,5.016,9.476,13.591,14.631,15.711,3.016,3.016,11.505,12.505,16.774,10.394,8.29,7.541,6.164,0.886,2.653,5.768,8.274,8.274,12.028,12.55,0.272,0,4.165,4.165,11.123,5.939,7,2.535,10.651,0.284,5.247,10.233,1.617,1.617,3.901,3.72,18.573,1.9,-0.143,0.0,6.012,10.769,6.627,7,8.45,11.241,11.241,11.241,3.645,12.529,8.547,8.547,14.315,7.375,29.076,1.165,1,5.754,7.923,9.044,10.176,15.033,0,17.149,19.626
5.0,5.132,10.072,14.356,15.436,16.547,3.132,3.132,12.192,13.24,17.644,11.052,8.866,8.032,6.655,1.337,2.956,6.146,9.592,9.592,12.281,12.805,0.291,1,4.307,4.307,11.38,6.298,6,2.8,11.175,0.308,5.38,10.492,1.775,1.775,4.307,4.043,20.259,1.9,-0.001,36.771,6.646,11.203,6.954,11,8.707,12.338,12.338,12.338,3.939,13.028,10.465,10.465,14.88,7.693,30.165,1.212,1,5.977,8.387,9.417,10.497,15.765,3,18.015,20.542
5.0,5.026,9.556,13.657,14.688,15.776,3.026,3.026,11.577,12.555,16.835,10.435,8.317,7.635,6.17,0.958,2.672,5.877,8.482,8.482,12.051,12.585,0.284,0,4.104,4.104,11.167,5.997,7,2.542,10.62,0.298,5.183,10.289,1.715,1.715,3.884,3.801,17.498,3.7,0.093,0.0,6.11,10.793,6.693,5,8.534,10.547,10.547,10.547,3.611,12.528,8.93,8.93,14.287,7.449,28.798,1.181,2,5.806,7.958,9.094,10.315,14.876,0,16.895,19.32
5.0,5.111,9.41,13.738,14.836,15.963,3.111,3.111,11.545,12.606,17.078,10.391,8.187,7.382,5.968,0.656,2.547,5.542,7.507,7.507,11.933,12.439,0.261,0,4.251,4.251,11.007,5.683,0,2.241,10.575,0.278,5.323,10.086,1.437,1.437,3.619,3.594,19.444,0.0,-0.036,0.0,6.007,10.556,6.382,4,8.245,11.909,11.909,11.909,3.331,12.356,8.489,8.489,14.185,7.101,29.314,1.033,0,5.303,7.706,8.797,10.014,15.162,0,17.402,19.95
5.0,4.993,10.025,14.131,15.159,16.232,2.993,2.993,12.055,13.045,17.281,10.934,8.817,8.072,6.662,1.514,2.921,6.263,9.271,9.271,12.344,12.879,0.271,1,4.212,4.212,11.46,6.194,2,2.802,11.104,0.289,5.283,10.586,1.716,1.716,4.358,3.965,18.855,4.9,0.048,13.105,6.23,11.215,7.043,10,8.831,11.744,11.744,11.744,3.853,12.998,9.365,9.365,14.809,7.793,29.83,1.134,3,6.37,8.431,9.473,10.582,15.535,1,17.711,20.169
5.0,5.224,10.111,14.469,15.574,16.715,3.224,3.224,12.26,13.322,17.841,11.087,8.858,8.066,6.607,1.295,2.892,6.196,8.375,8.375,12.421,12.937,0.297,2,4.274,4.274,11.51,5.962,2,2.77,11.06,0.321,5.346,10.606,1.805,1.805,4.221,3.967,19.521,6.1,-0.107,11.063,6.595,11.113,6.956,15,8.798,11.854,11.854,11.854,3.788,12.893,10.436,10.436,14.7,7.69,29.654,1.091,3,6.209,8.254,9.373,10.554,15.545,2,17.725,20.24
4.398,5.07,9.868,14.074,15.133,16.233,3.07,3.07,11.946,12.964,17.312,10.802,8.634,7.881,6.42,0.875,2.927,6.058,8.722,8.722,12.212,12.738,0.271,1,4.174,4.174,11.316,6.065,14,2.607,10.815,0.294,5.256,10.425,1.642,1.642,4.02,3.949,18.687,0.0,0.084,12.541,6.231,10.911,6.786,9,8.645,11.286,11.286,11.286,3.666,12.675,9.327,9.327,14.467,7.527,29.248,1.092,0,5.801,8.079,9.188,10.362,15.21,1,17.328,19.797
7.527,5.375,10.341,14.935,16.103,17.289,3.375,3.375,12.612,13.752,18.472,11.421,9.109,8.166,6.792,1.904,3.013,6.169,10.612,10.612,12.636,13.12,0.303,1,4.474,4.474,11.673,6.694,4,2.798,11.436,0.318,5.531,10.726,1.784,1.784,4.364,4.159,21.109,6.1,-0.084,12.822,7.042,11.323,7.031,5,8.825,13.114,13.114,13.114,3.955,13.185,11.813,11.813,15.071,7.731,30.58,1.264,3,6.28,8.499,9.498,10.557,16.199,1,18.544,21.133
5.0,4.848,9.285,13.18,14.14,15.181,2.848,2.848,11.209,12.115,16.17,10.092,8.06,7.44,5.986,0.764,2.669,5.73,7.336,7.336,11.692,12.248,0.269,0,3.914,3.914,10.838,5.48,2,2.572,10.249,0.283,4.983,9.989,1.588,1.588,3.753,3.771,15.607,0.0,-0.108,0.0,6.074,10.524,6.463,9,8.29,9.236,9.236,9.236,3.614,12.224,8.785,8.785,13.945,7.239,28.081,1.132,0,5.638,7.7,8.856,10.048,14.312,0,16.195,18.531
8.0,5.278,10.575,15.002,16.124,17.27,3.278,3.278,12.764,13.855,18.408,11.601,9.356,8.471,7.092,2.525,3.109,6.528,10.031,10.031,12.593,13.114,0.278,5,4.282,4.282,11.687,6.504,10,2.926,11.466,0.294,5.366,10.797,1.775,1.775,4.698,4.267,19.451,4.5,-0.18,62.153,6.99,11.504,7.256,13,9.006,11.882,11.882,11.882,3.979,13.323,11.775,11.775,15.168,7.997,30.372,1.18,3,6.826,8.672,9.722,10.775,16.03,5,18.255,20.769
7.301,5.386,10.759,15.354,16.521,17.709,3.386,3.386,13.029,14.165,18.892,11.828,9.504,8.59,7.168,2.348,3.278,6.607,10.02,10.02,12.856,13.356,0.236,4,4.419,4.419,11.921,6.503,12,2.925,11.532,0.248,5.505,10.994,1.53,1.53,4.697,4.281,20.434,0.0,0.102,51.234,6.99,11.522,7.309,24,9.141,12.434,12.434,12.434,3.962,13.334,11.775,11.775,15.17,8.028,30.308,1.313,0,6.677,8.66,9.747,10.909,16.122,4,18.357,20.911
8.398,5.278,10.328,14.735,15.854,17.002,3.278,3.278,12.503,13.587,18.142,11.338,9.102,8.248,6.845,1.903,2.933,6.339,9.415,9.415,12.382,12.909,0.264,4,4.281,4.281,11.487,6.253,8,2.866,11.131,0.279,5.372,10.601,1.648,1.648,4.45,3.983,19.322,0.0,0.033,49.712,6.504,11.213,7.027,12,8.825,11.775,11.775,11.775,3.905,12.998,10.027,10.027,14.808,7.773,29.734,1.14,0,6.514,8.344,9.465,10.582,15.591,4,17.743,20.242
7.827,6.164,11.757,17.277,18.678,20.084,4.164,4.164,14.495,15.88,21.493,13.107,10.371,9.118,7.673,3.384,3.552,6.71,10.265,10.265,13.311,13.754,0.209,5,5.238,5.238,12.282,6.664,12,2.984,12.541,0.214,6.31,11.259,1.334,1.334,4.922,4.613,29.615,0.0,0.017,38.728,8.134,11.967,7.441,18,9.225,19.884,19.884,19.884,3.971,14.003,15.581,15.581,16.082,8.103,33.354,1.267,0,6.936,9.243,9.991,11.052,18.21,5,21.097,24.067
8.004,5.32,10.127,14.683,15.841,17.017,3.32,3.32,12.379,13.507,18.189,11.191,8.889,7.975,6.576,1.532,2.967,6.009,8.526,8.526,12.396,12.888,0.265,1,4.382,4.382,11.448,6.06,4,2.498,11.068,0.279,5.439,10.51,1.542,1.542,4.132,4.029,20.258,0.0,-0.127,12.786,6.715,11.007,6.786,5,8.631,12.524,12.524,12.524,3.533,12.83,10.721,10.721,14.679,7.492,29.929,1.263,0,6.009,8.141,9.221,10.343,15.721,1,18.001,20.568
5.424,5.208,9.855,14.297,15.422,16.567,3.208,3.208,12.053,13.149,17.705,10.887,8.63,7.749,6.353,1.331,2.908,5.821,7.682,7.682,12.041,12.551,0.259,1,4.269,4.269,11.121,5.7,1,2.449,10.79,0.271,5.326,10.213,1.486,1.486,3.941,3.945,19.466,0.0,-0.109,12.661,6.588,10.779,6.569,5,8.389,11.839,11.839,11.839,3.51,12.589,10.287,10.287,14.426,7.292,29.559,1.261,0,5.974,7.905,9.006,10.103,15.37,1,17.597,20.126
9.046,6.167,11.873,17.384,18.78,20.181,4.167,4.167,14.609,15.991,21.585,13.224,10.489,9.224,7.785,3.467,3.71,6.788,13.422,13.422,13.394,13.836,0.213,5,5.241,5.241,12.361,7.621,11,3.188,12.674,0.218,6.312,11.337,1.36,1.36,5.022,4.778,29.694,0.0,-0.01,38.824,8.306,12.091,7.535,15,9.294,19.888,19.888,19.888,4.248,14.138,16.366,16.366,16.222,8.191,33.454,1.221,0,7.01,9.366,10.1,11.137,18.328,5,21.199,24.158
5.0,5.103,9.629,13.862,14.929,16.048,3.103,3.103,11.714,12.731,17.141,10.546,8.362,7.644,6.146,1.077,2.698,5.827,7.837,7.837,11.983,12.507,0.275,0,4.171,4.171,11.083,5.772,3,2.525,10.53,0.299,5.206,10.188,1.58,1.58,3.776,3.728,18.235,2.6,0.005,0.0,6.079,10.641,6.535,9,8.404,11.08,11.08,11.08,3.554,12.392,8.826,8.826,14.173,7.281,28.926,1.081,1,5.609,7.818,8.93,10.115,14.917,0,17.035,19.507
5.604,5.1,9.618,13.87,14.946,16.062,3.1,3.1,11.713,12.746,17.159,10.558,8.375,7.632,6.171,1.292,2.769,5.834,7.249,7.249,11.827,12.361,0.203,1,4.174,4.174,10.937,5.491,2,2.353,10.533,0.206,5.23,10.069,1.268,1.268,3.83,3.775,18.655,0.0,-0.016,12.687,6.211,10.631,6.497,17,8.326,11.194,11.194,11.194,3.415,12.398,9.113,9.113,14.196,7.256,29.103,1.357,0,6.096,7.771,8.91,10.024,14.966,1,17.099,19.592
5.0,5.122,9.765,13.978,15.048,16.164,3.122,3.122,11.836,12.855,17.26,10.684,8.527,7.807,6.355,1.278,2.714,6.03,8.973,8.973,12.271,12.799,0.269,0,4.181,4.181,11.379,6.128,7,2.58,10.882,0.281,5.25,10.491,1.692,1.692,4.046,3.898,18.287,3.1,0.097,0.0,6.254,11.017,6.884,4,8.719,11.06,11.06,11.06,3.692,12.771,9.396,9.396,14.549,7.636,29.199,1.233,2,6.127,8.165,9.298,10.5,15.213,0,17.281,19.737
7.377,5.407,10.572,15.17,16.34,17.532,3.407,3.407,12.842,13.977,18.719,11.632,9.297,8.412,6.943,1.588,3.128,6.454,10.375,10.375,12.821,13.316,0.221,4,4.426,4.426,11.878,6.579,13,2.892,11.426,0.236,5.487,10.941,1.429,1.429,4.446,4.192,20.537,0.0,0.032,26.552,6.864,11.372,7.189,20,9.07,12.679,12.679,12.679,3.95,13.184,11.464,11.464,15.025,7.896,30.243,1.196,0,6.361,8.534,9.603,10.752,16.066,3,18.34,20.906
6.523,5.405,10.466,15.104,16.281,17.478,3.405,3.405,12.758,13.905,18.669,11.544,9.191,8.28,6.818,1.723,3.111,6.302,10.243,10.243,12.699,13.193,0.248,4,4.422,4.422,11.754,6.535,13,2.866,11.318,0.265,5.509,10.813,1.539,1.539,4.308,4.167,20.497,0.0,0.003,26.182,6.82,11.25,7.055,14,8.936,12.66,12.66,12.66,3.918,13.068,11.317,11.317,14.915,7.76,30.165,1.203,0,6.452,8.405,9.474,10.612,15.978,3,18.265,20.833
5.638,5.279,10.38,14.785,15.903,17.049,3.279,3.279,12.556,13.638,18.186,11.389,9.148,8.297,6.883,1.989,2.943,6.383,9.307,9.307,12.372,12.901,0.253,4,4.281,4.281,11.48,6.221,3,2.899,11.126,0.266,5.31,10.598,1.602,1.602,4.472,3.971,19.32,0.0,0.058,49.804,6.503,11.216,7.033,15,8.829,11.775,11.775,11.775,3.927,12.998,10.016,10.016,14.807,7.781,29.728,1.211,0,6.586,8.347,9.47,10.586,15.582,4,17.736,20.232
5.097,5.407,10.676,15.257,16.421,17.605,3.407,3.407,12.94,14.075,18.785,11.747,9.433,8.505,7.105,2.029,3.126,6.512,10.365,10.365,12.828,13.323,0.232,5,4.426,4.426,11.883,6.577,13,2.938,11.545,0.245,5.497,10.952,1.508,1.508,4.653,4.19,20.534,0.0,-0.165,39.112,6.863,11.488,7.262,18,9.085,12.678,12.678,12.678,4.088,13.313,11.457,11.457,15.162,7.971,30.357,1.199,0,6.42,8.682,9.7,10.799,16.187,4,18.46,21.005
7.523,5.275,10.27,14.678,15.798,16.948,3.275,3.275,12.445,13.527,18.089,11.275,9.035,8.195,6.777,1.76,2.886,6.297,9.304,9.304,12.317,12.846,0.247,3,4.277,4.277,11.424,6.219,6,2.87,11.062,0.26,5.355,10.545,1.551,1.551,4.38,3.933,19.307,0.0,0.005,36.985,6.488,11.148,6.974,13,8.777,11.77,11.77,11.77,3.908,12.928,9.949,9.949,14.735,7.722,29.672,1.202,0,6.444,8.284,9.406,10.533,15.523,3,17.684,20.186
8.262,5.278,10.28,14.696,15.817,16.969,3.278,3.278,12.459,13.542,18.111,11.286,9.041,8.201,6.778,1.584,2.936,6.296,9.351,9.351,12.334,12.861,0.234,3,4.281,4.281,11.438,6.228,6,2.839,11.069,0.247,5.363,10.552,1.458,1.458,4.379,3.983,19.322,0.0,0.133,37.256,6.504,11.145,6.969,19,8.774,11.775,11.775,11.775,3.882,12.927,10.027,10.027,14.736,7.713,29.681,1.198,0,6.44,8.281,9.4,10.53,15.536,3,17.696,20.201
5.0,5.255,9.95,14.546,15.715,16.898,3.319,3.319,12.223,13.367,18.079,11.039,8.731,7.776,6.426,0.511,2.803,5.803,7.783,7.783,11.676,12.228,0.292,1,4.324,4.324,10.814,5.63,0,2.377,10.597,0.304,5.526,9.968,1.706,1.706,4.011,3.826,18.723,0.0,-0.063,12.249,6.056,10.709,6.518,5,8.262,11.698,11.698,11.698,3.537,12.506,8.732,8.732,14.337,7.28,29.57,1.203,0,5.319,7.971,8.959,9.953,15.115,1,17.376,19.847
5.886,5.18,9.495,13.955,15.083,16.238,3.18,3.18,11.698,12.794,17.381,10.514,8.24,7.399,5.95,0.406,2.517,5.503,6.732,6.732,11.809,12.323,0.347,0,4.249,4.249,10.896,5.471,1,2.013,10.511,0.38,5.321,9.989,1.809,1.809,3.549,3.632,19.112,3.7,0.002,0.0,6.038,10.521,6.34,3,8.175,11.765,11.765,11.765,3.167,12.318,8.593,8.593,14.144,7.069,29.251,0.867,1,5.062,7.669,8.765,9.941,15.083,0,17.317,19.853
6.398,5.407,10.559,15.159,16.329,17.523,3.407,3.407,12.829,13.964,18.711,11.617,9.28,8.402,6.927,1.668,3.126,6.452,10.363,10.363,12.812,13.309,0.225,4,4.426,4.426,11.872,6.577,14,2.887,11.422,0.24,5.47,10.938,1.463,1.463,4.439,4.189,20.534,0.0,0.036,26.575,6.862,11.375,7.194,16,9.073,12.678,12.678,12.678,3.943,13.184,11.457,11.457,15.023,7.904,30.239,1.2,0,6.389,8.535,9.607,10.775,16.059,3,18.334,20.9
