pXC50,P_VSA_e_3,P_VSA_LogP_3,GGI7,Eig02_AEA.ed.,SM11_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,N.069,nArNH2,Eig02_AEA.ri.,SM12_EA.bo.,SaaN,Eig02_EA.ri.,SM08_EA.bo.,Eig02_EA,SM10_AEA.bo.,Chi0_EA.dm.,SM07_EA.bo.,Yindex,P_VSA_e_5,Eig08_EA.ed.,SM03_AEA.ri.,GGI3,GATS6p,IC2,SM07_EA,Eig13_EA.ri.,Vindex,Xindex,Eig01_AEA.ed.,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_AEA.ed.,SpMax_EA.ed.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpDiam_EA.ed.,SpMax_EA,JGI6,Eig05_EA,SM13_AEA.bo.,nRCOOH,SpDiam_AEA.ri.,Eig08_AEA.ed.,SpMin4_Bh.m.,SM03_EA.ed.,ATS7e,NssCH2,Eig06_EA.ri.,ICR,SpMin1_Bh.s.,Eig02_AEA.bo.,SM15_EA.ed.,GGI4,ATSC7e,ATSC7m,ATS8m,Eig13_EA,Eig13_EA.bo.,SM07_AEA.dm.,GATS8i,RBF,SM08_EA,ATS7i,HVcpx
6.5,99.365,141.604,0.382,6.074,15.736,13.009,14.569,2,2,3.769,17.213,7.971,2.667,11.968,2.824,2.824,22.233,10.268,0.551,22.0,3.129,3.129,1.188,1.055,4.33,8.256,-0.159,0.206,0.327,6.188,9.236,9.236,6.188,9.236,2.951,2.951,4.951,15.607,2.951,0.016,1.999,1.999,0,4.983,3.636,1.573,7.111,4.552,2,1.527,2.939,1.209,4.198,33.743,1.298,0.35,22.009,3.41,-0.17,-0.205,-0.17,1.098,0.128,9.524,4.796,3.458
4.959,117.376,115.439,0.474,6.116,16.927,13.935,15.495,2,2,3.887,18.46,7.977,2.873,12.604,2.892,2.892,23.342,10.971,0.444,170.309,5.011,5.011,2.347,1.009,4.845,8.768,0.789,0.174,0.286,6.78,11.107,11.107,6.78,11.107,3.187,3.187,5.187,17.997,3.187,0.014,2.315,2.315,2,5.236,4.645,1.742,7.588,4.733,5,2.153,3.222,1.326,4.206,36.154,1.752,0.849,25.43,3.709,0.806,1.079,0.806,1.048,0.175,10.007,4.934,3.794
5.638,101.265,79.85,0.408,6.116,16.927,13.935,15.495,1,1,3.887,18.461,7.797,2.873,12.603,2.892,2.892,20.768,10.971,0.472,203.485,4.968,4.968,2.222,1.019,4.888,8.768,0.59,0.183,0.298,6.78,11.107,11.107,6.78,11.107,3.188,3.188,5.188,17.998,3.188,0.016,2.28,2.28,2,5.224,4.645,1.733,7.588,4.674,4,2.14,3.208,1.283,4.206,36.155,1.832,0.83,22.898,3.628,0.609,0.716,0.609,0.954,0.167,10.004,4.859,3.715
4.796,87.603,70.802,0.523,6.142,15.909,13.167,14.657,1,1,3.906,17.354,8.054,2.879,12.019,2.92,2.92,27.381,10.442,0.473,203.485,5.121,5.121,2.313,0.943,5.023,8.788,0.96,0.182,0.297,6.503,10.18,10.18,6.503,10.18,3.084,3.084,5.084,17.074,3.084,0.018,2.329,2.329,2,5.121,4.645,1.702,7.612,4.945,6,2.154,3.248,1.455,4.233,35.027,2.28,0.804,32.96,3.774,1.0,1.064,1.0,0.929,0.145,10.011,5.178,3.801
5.0,87.603,70.802,0.656,6.193,15.915,13.173,14.664,1,1,3.913,17.36,8.062,2.883,12.03,2.933,2.933,29.328,10.448,0.499,203.485,5.121,5.121,2.313,0.982,5.143,8.811,0.968,0.189,0.305,6.503,10.183,10.183,6.503,10.183,3.085,3.085,5.085,17.077,3.085,0.017,2.334,2.334,2,5.122,4.645,1.723,7.647,5.048,7,2.155,3.254,1.456,4.24,35.114,2.28,0.815,35.765,3.964,1.0,1.178,1.0,0.983,0.156,10.043,5.276,3.791
7.409,134.162,94.223,0.38,6.174,16.992,13.993,15.562,2,2,3.859,18.528,12.49,2.767,12.659,2.905,2.905,23.752,11.007,0.632,22.0,3.51,3.51,2.188,0.971,4.58,8.682,-0.11,0.229,0.357,6.835,11.231,11.231,6.835,11.231,3.212,3.212,5.212,18.468,3.212,0.016,2.054,2.054,0,5.26,4.223,1.592,7.526,4.519,1,1.821,2.713,1.228,4.267,36.329,1.862,0.427,21.455,3.506,-0.116,-0.142,-0.116,1.076,0.106,9.934,4.758,3.298
7.658,134.162,84.747,0.451,6.523,17.085,14.09,15.651,2,2,4.004,18.615,12.503,2.881,12.745,3.061,3.061,27.046,11.105,0.604,33.0,3.553,3.553,2.75,1.09,4.415,8.823,0.05,0.221,0.347,6.835,11.231,11.231,6.835,11.231,3.212,3.212,5.212,18.467,3.212,0.015,2.061,2.061,0,5.26,4.248,1.59,7.67,4.735,1,1.867,2.834,1.228,4.42,36.51,2.333,0.458,28.024,3.6,0.054,0.067,0.054,0.838,0.118,10.074,5.03,3.389
4.301,122.4,70.802,0.656,6.193,16.017,13.261,14.758,1,1,3.913,17.468,7.697,2.872,12.114,2.933,2.933,31.512,10.523,0.499,203.485,5.121,5.121,2.313,0.945,5.19,8.811,0.91,0.189,0.305,6.503,10.183,10.183,6.503,10.183,3.085,3.085,5.085,17.077,3.085,0.017,2.334,2.334,2,5.105,4.645,1.707,7.647,4.906,5,2.154,3.254,1.223,4.241,35.114,2.28,0.931,29.129,3.96,1.0,1.193,1.0,0.991,0.167,10.043,5.111,3.791
4.456,54.706,66.334,0.656,6.193,16.706,13.78,15.332,0,0,3.914,18.222,8.297,2.883,12.522,2.933,2.933,26.498,10.882,0.499,203.485,5.121,5.121,2.313,0.96,5.117,8.811,0.97,0.189,0.305,6.503,10.183,10.183,6.503,10.183,3.085,3.085,5.085,17.077,3.085,0.017,2.334,2.334,2,5.124,4.645,1.742,7.647,4.908,4,2.155,3.254,1.255,4.241,35.114,2.28,0.734,29.301,3.95,1.0,1.396,1.0,1.073,0.164,10.043,5.108,3.791
5.2,99.365,113.176,0.139,5.321,15.102,12.391,13.982,2,2,3.442,16.599,7.837,2.409,11.411,2.463,2.463,11.769,9.665,0.926,0.0,-0.913,-0.913,0.75,0.948,3.704,7.623,-1.397,0.324,0.491,6.093,8.872,8.872,6.093,8.872,2.889,2.889,4.889,15.188,2.889,0.017,1.338,1.338,0,4.924,2.359,1.235,6.447,3.543,1,1.0,2.232,1.203,3.867,32.76,0.764,0.089,8.189,1.71,-1.525,-2.0,-1.525,0.941,0.071,8.897,3.843,2.848
4.1,102.49,37.905,0.156,5.888,15.255,12.575,14.056,0,0,3.579,16.68,0.0,2.513,11.481,2.619,2.619,17.564,9.897,1.045,11.0,0.354,0.354,2.438,0.796,3.922,8.933,-1.0,0.349,0.519,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.04,1.76,1.76,0,5.533,3.094,1.496,7.748,3.838,0,1.0,2.377,1.147,3.992,38.93,1.298,0.269,11.319,2.394,-1.0,-1.5,-1.0,1.057,0.056,10.211,4.123,2.819
4.88,102.49,37.905,0.106,5.905,15.263,12.573,14.058,0,0,3.572,16.691,0.0,2.5,11.473,2.614,2.614,14.878,9.886,1.188,0.0,-0.812,-0.812,2.563,0.807,3.873,8.921,-1.239,0.379,0.549,7.517,13.405,13.405,7.517,13.405,3.503,3.503,5.503,21.404,3.503,0.021,1.675,1.675,0,5.534,3.076,1.417,7.724,3.771,0,1.161,2.092,1.141,3.989,38.935,1.178,0.376,11.933,1.529,-1.367,-1.63,-1.367,0.51,0.031,10.2,4.072,2.615
4.52,102.49,37.905,0.16,7.114,15.576,12.867,14.328,0,0,4.302,16.993,0.0,3.236,11.707,3.307,3.307,19.314,10.162,1.069,0.0,0.638,0.638,2.938,0.78,3.534,9.345,-1.0,0.353,0.523,7.518,13.409,13.409,7.518,13.409,3.509,3.509,5.509,21.417,3.509,0.042,1.928,1.928,0,5.544,3.434,1.499,8.131,4.393,0,1.413,2.202,1.292,4.422,39.058,1.396,0.123,18.451,2.574,-1.0,-1.0,-1.0,1.065,0.045,10.609,4.657,2.802
4.721,102.49,70.802,0.523,6.116,15.964,13.204,14.697,1,1,3.887,17.414,8.089,2.873,12.044,2.892,2.892,28.138,10.465,0.474,203.485,5.12,5.12,2.5,0.954,5.104,8.874,0.79,0.183,0.298,6.882,11.484,11.484,6.882,11.484,3.23,3.23,5.23,18.728,3.23,0.016,2.34,2.34,2,5.277,4.645,1.762,7.724,5.049,6,2.154,3.223,1.476,4.206,36.643,2.431,0.937,37.291,3.79,0.817,0.887,0.817,1.037,0.154,10.114,5.292,3.79
5.18,102.49,37.905,0.106,5.905,15.263,12.573,14.058,0,0,3.544,16.691,0.0,2.421,11.473,2.614,2.614,15.011,9.886,1.188,0.0,-0.812,-0.812,2.563,0.802,3.873,8.921,-1.027,0.379,0.549,7.517,13.405,13.405,7.517,13.405,3.503,3.503,5.503,21.404,3.503,0.021,1.675,1.675,0,5.534,3.076,1.417,7.724,3.68,0,1.06,2.092,1.153,3.989,38.935,1.178,0.079,73.054,2.714,-1.367,-1.63,-1.367,0.751,0.031,10.2,3.952,2.615
5.31,133.549,37.905,0.122,5.916,15.357,12.659,14.146,0,0,3.632,16.785,0.0,2.604,11.554,2.649,2.649,16.575,9.959,1.12,0.0,0.574,0.574,2.563,0.769,3.953,8.936,-1.0,0.364,0.534,7.517,13.406,13.406,7.517,13.406,3.503,3.503,5.503,21.406,3.503,0.026,1.721,1.721,0,5.535,3.079,1.417,7.748,3.826,0,1.189,2.147,1.15,4.088,38.935,1.218,0.162,10.423,1.773,-1.0,-1.31,-1.0,0.653,0.03,10.216,4.101,2.745
5.57,102.49,66.334,0.358,5.952,15.789,13.084,14.584,0,0,3.747,17.227,0.0,2.593,11.984,2.834,2.834,22.962,10.376,0.598,11.0,3.526,3.526,2.875,0.795,4.355,9.119,-0.255,0.219,0.345,7.517,13.406,13.406,7.517,13.406,3.503,3.503,5.503,21.406,3.503,0.019,2.251,2.251,0,5.534,4.043,1.501,7.926,4.446,1,1.876,2.828,1.158,4.217,38.936,1.751,0.355,19.741,3.587,-0.281,-0.328,-0.281,0.959,0.085,10.391,4.666,3.352
6.15,99.365,151.081,0.234,5.584,15.448,12.756,14.35,2,2,3.621,16.945,7.971,2.55,11.798,2.664,2.664,19.314,10.047,0.548,11.0,2.643,2.643,1.0,0.999,4.058,8.015,-0.431,0.206,0.328,6.097,8.897,8.897,6.097,8.897,2.901,2.901,4.901,15.225,2.901,0.014,1.94,1.94,0,4.937,3.496,1.458,6.862,4.344,2,1.48,2.877,1.208,4.045,32.905,1.067,0.271,17.393,3.119,-0.45,-0.555,-0.45,1.11,0.116,9.302,4.589,3.403
5.523,117.376,105.963,0.234,5.951,16.942,13.935,15.502,2,2,3.731,18.477,7.925,2.54,12.585,2.828,2.828,18.204,10.936,0.644,9.507,2.128,2.128,1.785,0.951,4.414,8.531,-0.478,0.234,0.365,6.78,11.107,11.107,6.78,11.107,3.188,3.188,5.188,17.998,3.188,0.021,1.98,1.98,0,5.236,3.589,1.271,7.326,3.858,1,1.625,2.643,1.12,4.214,36.127,1.303,0.293,11.161,3.469,-0.615,-0.751,-0.615,1.008,0.088,9.777,4.035,3.184
7.2,99.365,94.223,0.467,6.094,15.9,13.127,14.633,2,2,3.842,17.354,7.553,2.759,11.956,2.883,2.883,19.052,10.352,0.866,11.0,1.316,1.316,1.875,0.658,4.374,8.895,-0.7,0.305,0.468,7.253,12.266,12.266,7.253,12.266,3.385,3.385,5.385,19.747,3.385,0.028,1.991,1.991,0,5.333,3.146,1.374,7.687,3.913,1,1.32,2.489,1.222,4.243,37.61,1.644,0.394,10.078,3.414,-0.922,-1.0,-0.922,0.706,0.086,10.139,4.126,3.067
6.658,120.5,115.439,0.467,6.139,16.942,13.954,15.511,2,2,3.902,18.473,7.961,2.878,12.622,2.915,2.915,26.293,10.995,0.494,170.309,5.091,5.091,2.597,1.005,5.074,8.872,0.795,0.189,0.305,6.786,11.135,11.135,6.786,11.135,3.198,3.198,5.198,18.028,3.198,0.017,2.299,2.299,2,5.245,4.645,1.686,7.684,4.759,3,2.144,3.222,1.223,4.231,36.21,1.907,0.925,24.755,3.705,0.815,1.142,0.815,0.966,0.161,10.099,4.947,3.716
5.84,99.365,94.223,0.248,5.93,15.574,12.84,14.365,2,2,3.719,17.031,7.693,2.631,11.736,2.767,2.767,14.688,10.092,0.877,85.367,0.191,0.191,1.125,0.944,4.142,8.033,-1.299,0.311,0.476,6.105,8.922,8.922,6.105,8.922,2.92,2.92,4.92,15.264,2.92,0.027,1.414,1.414,0,4.959,2.415,1.231,6.823,3.73,1,1.317,2.419,1.196,4.164,33.083,1.067,0.301,9.821,2.479,-1.414,-1.838,-1.414,0.916,0.067,9.25,3.975,2.971
4.523,102.49,70.802,0.507,6.116,15.872,13.127,14.623,1,1,3.886,17.32,8.003,2.868,11.986,2.892,2.892,27.189,10.401,0.452,203.485,5.12,5.12,1.813,1.0,4.951,8.675,0.683,0.177,0.289,6.502,10.175,10.175,6.502,10.175,3.079,3.079,5.079,17.069,3.079,0.013,2.289,2.289,2,5.116,4.645,1.654,7.509,4.838,6,2.152,3.233,1.449,4.206,34.944,2.16,0.858,29.831,3.689,0.722,0.788,0.722,1.027,0.153,9.906,5.068,3.803
4.0,103.164,70.802,0.491,6.177,16.685,13.741,15.305,1,1,3.865,18.206,16.019,2.808,12.474,2.901,2.901,19.771,10.812,0.609,110.512,2.76,2.76,1.813,0.826,4.822,8.579,-0.317,0.222,0.347,6.503,10.183,10.183,6.503,10.183,3.085,3.085,5.085,17.077,3.085,0.02,2.036,2.036,0,5.105,3.73,1.523,7.416,4.274,2,1.781,2.855,1.16,4.216,35.028,1.64,0.303,13.028,3.564,-0.347,-0.447,-0.347,0.917,0.119,9.823,4.468,3.372
4.0,121.174,70.802,0.656,6.193,16.706,13.78,15.332,1,1,3.913,18.222,16.045,2.872,12.522,2.933,2.933,27.234,10.882,0.499,203.485,5.121,5.121,2.313,0.94,5.258,8.811,0.91,0.189,0.305,6.503,10.183,10.183,6.503,10.183,3.085,3.085,5.085,17.077,3.085,0.017,2.334,2.334,2,5.105,4.645,1.712,7.647,4.814,4,2.154,3.254,1.223,4.241,35.114,2.28,0.904,24.823,3.953,1.0,1.396,1.0,0.989,0.172,10.043,5.0,3.791
7.33,101.265,121.794,0.449,6.093,16.262,13.429,14.949,2,2,3.831,17.732,8.055,2.756,12.22,2.872,2.872,25.34,10.593,0.704,22.0,2.813,2.813,2.09,1.124,4.441,8.577,-0.035,0.245,0.373,6.8,11.245,11.245,6.8,11.245,3.183,3.183,5.183,18.19,3.183,0.021,2.115,2.115,0,5.202,3.777,1.754,7.416,4.953,3,1.835,2.662,1.228,4.24,36.328,1.488,0.595,33.144,3.551,-0.038,-0.046,-0.038,0.955,0.137,9.839,5.201,3.2
6.19,99.365,103.699,0.233,5.39,15.259,12.558,14.114,2,2,3.519,16.734,7.82,2.438,11.536,2.568,2.568,13.37,9.844,0.873,0.0,-0.237,-0.237,0.813,1.018,3.94,7.781,-1.27,0.311,0.476,6.094,8.875,8.875,6.094,8.875,2.893,2.893,4.893,15.192,2.893,0.022,1.414,1.414,0,4.927,2.359,1.228,6.605,3.562,1,1.0,2.399,1.203,3.982,32.776,0.956,0.126,9.376,2.761,-1.414,-1.856,-1.414,1.025,0.071,9.021,3.841,2.953
5.49,99.365,103.699,0.229,5.573,15.314,12.605,14.158,2,2,3.622,16.786,7.973,2.581,11.572,2.643,2.643,18.235,9.88,0.69,11.0,1.848,1.848,1.063,0.941,4.571,7.843,-0.516,0.259,0.411,6.097,8.897,8.897,6.097,8.897,2.9,2.9,4.9,15.225,2.9,0.017,1.701,1.701,0,4.939,3.094,1.58,6.676,4.365,5,1.334,2.892,1.256,4.036,32.877,0.916,0.109,17.925,3.04,-0.537,-0.621,-0.537,0.891,0.159,9.124,4.632,3.368
5.19,102.49,37.905,0.215,5.917,15.291,12.6,14.083,0,0,3.614,16.718,0.0,2.541,11.497,2.657,2.657,18.642,9.91,1.042,11.0,0.639,0.639,2.563,0.843,3.971,8.938,-0.96,0.347,0.515,7.517,13.406,13.406,7.517,13.406,3.503,3.503,5.503,21.406,3.503,0.026,1.741,1.741,0,5.534,3.124,1.5,7.748,4.175,1,1.199,2.332,1.148,4.019,38.935,1.218,0.275,15.701,2.561,-1.0,-1.11,-1.0,1.055,0.077,10.221,4.437,2.855
6.57,102.49,85.286,0.264,5.917,15.427,12.752,14.289,0,0,3.651,16.888,0.0,2.61,11.741,2.678,2.678,20.795,10.073,0.636,11.0,2.649,2.649,2.5,0.862,4.024,8.999,-0.394,0.23,0.358,7.517,13.406,13.406,7.517,13.406,3.503,3.503,5.503,21.406,3.503,0.016,2.177,2.177,0,5.535,3.559,1.506,7.816,4.498,1,1.623,2.672,1.19,4.031,38.935,1.369,0.312,20.486,3.165,-0.413,-0.517,-0.413,0.723,0.085,10.291,4.743,3.243
6.33,102.49,75.81,0.295,5.917,15.583,12.904,14.419,0,0,3.689,17.029,0.0,2.64,11.855,2.72,2.72,24.433,10.22,0.597,11.0,2.712,2.712,2.813,0.878,4.289,9.058,-0.255,0.219,0.345,7.517,13.406,13.406,7.517,13.406,3.503,3.503,5.503,21.406,3.503,0.017,2.211,2.211,0,5.535,3.585,1.727,7.879,4.642,2,1.936,2.828,1.207,4.081,38.936,1.6,0.343,23.977,3.343,-0.281,-0.328,-0.281,0.755,0.094,10.341,4.898,3.357
5.64,102.49,85.286,0.205,5.889,15.398,12.732,14.269,0,0,3.597,16.858,0.0,2.511,11.731,2.652,2.652,18.53,10.064,0.576,0.0,2.275,2.275,2.375,0.733,4.008,8.995,-0.366,0.214,0.34,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.022,2.223,2.223,0,5.538,3.531,1.499,7.816,4.286,1,1.615,2.838,1.185,4.01,38.93,1.449,0.145,20.301,3.118,-0.4,-0.484,-0.4,1.32,0.085,10.287,4.544,3.313
3.38,99.365,94.223,0.17,5.633,15.485,12.761,14.293,2,2,3.663,16.946,7.677,2.591,11.681,2.703,2.703,16.082,10.025,0.904,85.367,-0.891,-0.891,1.5,0.855,4.073,7.948,-1.292,0.317,0.482,6.1,8.917,8.917,6.1,8.917,2.913,2.913,4.913,15.247,2.913,0.028,1.879,1.879,0,4.952,2.397,1.233,6.742,3.732,1,1.306,2.257,1.195,4.114,32.935,0.987,0.394,9.453,2.203,-1.356,-1.826,-1.356,0.77,0.067,9.171,3.942,2.879
7.081,134.162,94.223,0.389,6.165,16.992,13.993,15.562,2,2,3.847,18.528,12.482,2.744,12.659,2.899,2.899,24.127,11.007,0.595,22.0,3.546,3.546,2.188,1.024,4.58,8.682,-0.11,0.219,0.346,6.835,11.231,11.231,6.835,11.231,3.212,3.212,5.212,18.467,3.212,0.015,2.038,2.038,0,5.26,4.243,1.576,7.526,4.483,1,1.817,2.855,1.228,4.265,36.326,1.942,0.332,21.087,3.407,-0.116,-0.142,-0.116,0.959,0.106,9.933,4.76,3.384
6.44,133.549,75.81,0.295,5.917,15.635,12.95,14.465,0,0,3.688,17.08,0.0,2.637,11.898,2.72,2.72,24.119,10.257,0.597,11.0,2.712,2.712,2.813,0.887,4.36,9.058,-0.255,0.219,0.345,7.517,13.406,13.406,7.517,13.406,3.503,3.503,5.503,21.406,3.503,0.017,2.211,2.211,0,5.535,3.585,1.506,7.879,4.536,1,1.929,2.828,1.19,4.137,38.936,1.6,0.34,20.81,3.333,-0.281,-0.328,-0.281,0.751,0.083,10.341,4.777,3.357
5.55,102.49,75.81,0.267,5.889,15.538,12.869,14.385,0,0,3.645,16.984,0.0,2.581,11.831,2.69,2.69,20.955,10.196,0.561,0.0,2.629,2.629,2.688,0.721,4.272,9.041,-0.343,0.21,0.334,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.025,2.24,2.24,0,5.535,3.547,1.536,7.858,4.431,1,1.816,2.857,1.209,4.058,38.93,1.64,0.112,20.612,3.468,-0.362,-0.452,-0.362,1.196,0.08,10.323,4.71,3.341
5.64,102.49,75.81,0.267,5.889,15.517,12.853,14.37,0,0,3.617,16.963,0.0,2.526,11.823,2.672,2.672,20.131,10.188,0.552,0.0,2.275,2.275,2.438,0.704,4.169,9.038,-0.255,0.207,0.332,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.023,2.245,2.245,0,5.542,3.545,1.499,7.858,4.291,1,1.767,2.837,1.186,4.036,38.93,1.64,0.142,20.375,3.344,-0.281,-0.328,-0.281,1.308,0.085,10.319,4.544,3.4
5.6,99.365,103.699,0.229,5.573,15.314,12.605,14.158,2,2,3.6,16.786,7.99,2.53,11.573,2.643,2.643,17.161,9.88,0.612,11.0,2.544,2.544,1.063,1.023,4.335,7.843,-0.442,0.236,0.383,6.097,8.897,8.897,6.097,8.897,2.9,2.9,4.9,15.225,2.9,0.016,1.82,1.82,0,4.937,3.393,1.806,6.676,4.554,7,1.396,3.088,1.375,4.036,32.877,0.916,0.349,22.142,3.145,-0.46,-0.518,-0.46,1.015,0.18,9.14,4.832,3.549
9.398,145.32,84.747,0.432,6.086,15.933,13.149,14.659,2,2,3.794,17.391,7.956,2.654,11.975,2.851,2.851,23.767,10.367,0.667,89.828,3.452,3.452,1.938,1.194,4.839,8.373,-0.016,0.25,0.398,6.434,9.88,9.88,6.434,9.88,3.049,3.049,5.049,16.814,3.049,0.022,2.104,2.104,1,5.049,3.802,1.669,7.191,4.713,6,1.839,3.087,1.331,4.225,34.524,1.498,0.889,37.584,4.161,-0.023,-0.026,-0.023,1.285,0.196,9.615,4.931,3.537
5.39,102.49,37.905,0.259,5.917,15.291,12.6,14.086,0,0,3.615,16.719,0.0,2.542,11.504,2.659,2.659,18.642,9.91,0.525,11.0,2.948,2.948,2.563,0.905,3.75,8.938,0.199,0.21,0.35,7.517,13.406,13.406,7.517,13.406,3.503,3.503,5.503,21.406,3.503,0.016,1.941,1.941,0,5.534,3.589,1.871,7.748,4.97,11,1.762,3.322,1.436,4.02,38.935,1.218,0.348,32.474,3.435,0.213,0.253,0.213,0.994,0.188,10.246,5.259,3.802
6.42,99.365,94.223,0.233,5.756,15.53,12.802,14.331,2,2,3.698,16.989,7.882,2.612,11.715,2.747,2.747,20.396,10.063,0.873,22.0,0.668,0.668,1.5,1.169,4.036,8.024,-0.849,0.307,0.469,6.103,8.948,8.948,6.103,8.948,2.923,2.923,4.923,15.282,2.923,0.024,1.916,1.916,0,4.962,2.842,1.552,6.862,4.238,1,1.308,2.439,1.206,4.143,33.09,1.147,0.475,17.149,2.815,-0.913,-1.127,-0.913,1.318,0.111,9.258,4.516,3.012
5.9,135.387,75.81,0.326,5.93,15.686,13.007,14.508,0,0,3.794,17.122,0.0,2.8,11.938,2.79,2.79,23.619,10.324,0.56,36.145,3.005,3.005,2.813,0.881,4.329,9.116,-0.255,0.209,0.333,7.517,13.406,13.406,7.517,13.406,3.503,3.503,5.503,21.406,3.503,0.017,2.295,2.295,0,5.534,3.798,1.506,7.934,4.546,1,1.985,2.911,1.166,4.167,38.936,1.64,0.515,21.834,3.359,-0.28,-0.328,-0.28,0.903,0.098,10.39,4.768,3.443
6.91,99.365,141.604,0.351,6.073,15.736,13.009,14.569,2,2,3.769,17.213,7.989,2.667,11.968,2.824,2.824,22.233,10.268,0.583,22.0,3.111,3.111,1.188,1.007,4.33,8.256,-0.249,0.214,0.337,6.189,9.24,9.24,6.189,9.24,2.952,2.952,4.952,15.6,2.952,0.017,1.999,1.999,0,4.984,3.63,1.574,7.111,4.555,2,1.545,2.889,1.209,4.198,33.747,1.298,0.339,21.628,3.513,-0.272,-0.325,-0.272,1.081,0.128,9.524,4.786,3.399
7.668,150.947,103.699,0.507,6.116,16.685,13.754,15.31,2,2,3.887,18.204,16.495,2.872,12.494,2.892,2.892,21.774,10.851,0.452,160.801,5.12,5.12,1.813,1.082,4.907,8.675,0.705,0.177,0.289,6.502,10.175,10.175,6.502,10.175,3.079,3.079,5.079,17.069,3.079,0.013,2.289,2.289,2,5.103,4.645,1.692,7.509,4.708,4,2.153,3.233,1.268,4.207,34.944,2.16,0.892,24.726,3.664,0.722,0.841,0.722,1.047,0.164,9.906,4.918,3.803
6.45,102.49,84.747,0.358,6.092,16.02,13.212,14.726,2,2,3.825,17.482,7.957,2.748,12.013,2.867,2.867,23.375,10.4,0.883,22.0,0.986,0.986,2.313,1.351,4.193,8.494,-0.637,0.309,0.471,6.737,10.924,10.924,6.737,10.924,3.146,3.146,5.146,17.845,3.146,0.024,2.051,2.051,0,5.169,3.197,1.59,7.341,4.728,1,1.546,2.504,1.224,4.234,35.907,1.738,0.607,28.519,3.225,-0.694,-0.872,-0.694,1.085,0.114,9.728,5.064,3.095
7.523,150.947,103.699,0.613,6.188,16.705,13.779,15.331,2,2,3.926,18.221,16.74,2.886,12.518,2.931,2.931,22.987,10.882,0.489,160.801,5.121,5.121,2.313,1.035,5.09,8.809,0.914,0.187,0.302,6.503,10.183,10.183,6.503,10.183,3.085,3.085,5.085,17.077,3.085,0.018,2.333,2.333,2,5.113,4.645,1.831,7.647,4.918,4,2.154,3.263,1.364,4.239,35.103,2.28,0.875,31.125,3.889,1.0,1.324,1.0,1.151,0.164,10.036,5.14,3.798
11.0,145.32,84.747,0.526,6.086,15.956,13.189,14.687,2,2,3.795,17.408,7.924,2.722,12.021,2.851,2.851,28.122,10.434,0.641,157.656,3.658,3.658,2.313,1.081,4.981,8.579,0.364,0.242,0.388,6.434,9.88,9.88,6.434,9.88,3.049,3.049,5.049,16.814,3.049,0.019,2.175,2.175,2,5.049,4.136,1.748,7.402,4.872,6,1.897,3.091,1.371,4.225,34.569,1.818,1.018,43.017,4.383,0.398,0.467,0.398,1.232,0.211,9.801,5.092,3.657
6.67,99.365,103.699,0.155,5.475,15.287,12.578,14.134,2,2,3.53,16.761,7.878,2.417,11.548,2.596,2.596,13.53,9.856,0.906,0.0,-0.797,-0.797,1.063,0.608,4.088,7.793,-1.244,0.318,0.484,6.096,8.889,8.889,6.096,8.889,2.897,2.897,4.897,15.214,2.897,0.023,1.414,1.414,0,4.931,2.359,1.234,6.605,3.552,1,1.06,2.258,1.211,4.007,32.82,0.876,0.065,21.575,2.878,-1.414,-1.868,-1.414,1.043,0.071,9.035,3.812,2.878
6.49,99.365,111.449,0.264,6.094,16.676,13.768,15.281,2,2,3.856,18.164,7.761,2.795,12.445,2.891,2.891,16.439,10.87,0.728,52.858,1.118,1.118,1.313,0.778,4.242,8.571,-0.972,0.271,0.428,6.455,10.195,10.195,6.455,10.195,3.139,3.139,5.139,16.517,3.139,0.029,1.956,1.956,0,5.138,3.197,1.384,7.38,3.917,1,1.317,2.709,1.206,4.257,34.95,1.316,0.268,14.888,2.99,-1.0,-1.336,-1.0,0.9,0.114,9.779,4.184,3.18
5.796,120.5,103.699,0.521,6.452,16.105,13.346,14.826,2,2,3.938,17.548,8.232,2.907,12.165,2.952,2.952,30.89,10.606,0.453,185.946,5.335,5.335,3.167,0.911,5.004,9.154,1.0,0.17,0.272,7.101,12.293,12.293,7.101,12.293,3.373,3.373,5.373,19.884,3.373,0.02,2.398,2.398,2,5.408,4.99,1.713,7.97,4.877,5,2.155,3.213,1.378,4.269,37.684,2.716,0.897,29.607,3.814,1.0,1.27,1.0,0.968,0.115,10.407,5.09,3.703
