pXC50,CATS2D_01_DD,nRNHO,CATS2D_05_NL,CATS2D_06_NL,nRCOOH,CATS2D_04_NL,CATS2D_02_AN,CATS2D_01_AN,CATS2D_01_DN,CATS2D_02_NL,P_VSA_LogP_3,O.057,O.056,CATS2D_04_DA,CATS2D_04_AN,CATS2D_07_NL,CATS2D_08_DA,SpMAD_AEA.dm.,MATS5s,CATS2D_08_DL,CATS2D_07_DA,Eig02_AEA.dm.,MATS2s,CATS2D_03_DA,P_VSA_LogP_4,CATS2D_07_DL,CATS2D_07_AA,MATS7s,CATS2D_06_DA,Eig03_AEA.ed.,SpMAD_AEA.bo.,SsOH,Eig02_AEA.bo.,Eig02_EA.ed.,SM11_AEA.dm.,SpMax8_Bh.m.,CATS2D_09_DA,MATS7v,CATS2D_06_DL,N.,GATS2e,Eig02_EA.bo.,SM12_AEA.ri.,GATS2s,Eig03_AEA.dm.,SaaN,SsSH,Eig02_AEA.ed.,Eig02_EA.dm.,SaaS,Eig02_EA.ri.,Eig02_AEA.ri.,Eig03_EA.ed.,SM12_AEA.dm.,MATS7e,CATS2D_09_AN,CATS2D_08_AN,Eig09_AEA.ed.,Hy,Eta_F_A,ATS7s
4.444,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,0,1.673,-0.057,5,0,3.936,0.192,2,74.163,8,2,-0.184,2,5.929,1.5,8.894,4.255,8.779,8.779,2.761,1,-0.053,5,6.5,0.519,3.951,3.951,0.506,3.778,0.0,0.0,6.226,2.105,0.0,2.717,3.766,8.217,8.217,-0.164,0,0,3.434,0.377,1.182,6.202
5.222,1,1,0,0,0,0,0,1,1,2,124.423,1,1,1,0,0,0,1.682,-0.114,5,3,3.936,0.202,2,142.901,8,5,0.074,2,5.929,1.514,17.839,4.255,8.799,8.799,2.765,1,-0.04,5,6.5,0.513,3.951,3.951,0.501,3.778,0.0,0.0,6.229,2.105,0.0,2.752,3.784,8.22,8.22,0.13,1,0,3.777,1.062,1.268,6.482
5.222,1,1,0,0,0,0,0,0,0,0,128.092,0,1,1,0,0,2,1.657,-0.095,5,1,3.849,0.125,2,59.699,5,3,-0.057,0,5.929,1.483,8.928,4.213,8.589,8.589,2.771,3,-0.097,5,8.7,0.54,3.685,3.685,0.502,3.778,0.0,0.0,6.032,2.11,0.0,2.783,3.785,8.222,8.222,-0.032,0,0,3.456,1.023,1.136,6.15
5.222,0,0,4,6,1,1,1,1,1,1,62.665,1,0,0,2,1,0,1.631,-0.098,1,0,3.778,0.285,1,113.051,6,2,-0.097,0,5.929,1.533,9.445,4.258,9.532,9.532,2.877,1,-0.066,4,4.0,0.414,3.952,3.952,0.403,3.753,0.0,0.0,6.457,2.375,0.0,2.809,3.849,8.223,8.223,-0.07,2,1,3.783,-0.252,1.161,6.316
5.481,0,0,4,3,1,1,1,1,1,1,72.141,1,0,0,2,1,0,1.637,-0.017,1,0,3.816,0.268,1,113.051,3,8,0.028,0,6.159,1.539,9.318,4.359,9.484,9.484,2.88,2,-0.044,4,7.0,0.481,4.059,4.059,0.441,3.778,0.0,0.0,6.362,2.612,0.0,2.746,3.873,8.519,8.519,0.066,4,2,3.778,-0.132,1.299,6.498
5.886,0,0,4,4,1,1,1,1,1,1,110.046,1,0,0,2,2,0,1.601,0.066,2,0,3.778,0.253,1,113.051,4,2,-0.196,0,6.083,1.532,9.434,4.353,9.233,9.233,2.874,1,-0.05,4,4.3,0.434,4.25,4.25,0.43,3.749,0.0,0.0,6.25,2.375,0.0,2.866,3.876,8.443,8.443,-0.168,2,1,3.778,-0.268,1.243,6.207
4.444,0,0,2,2,1,1,1,1,1,1,43.474,1,0,0,3,0,0,1.611,0.095,0,0,3.778,0.29,1,113.051,2,2,-0.225,0,5.928,1.535,9.078,4.254,8.34,8.34,2.687,1,-0.045,2,7.7,0.461,3.951,3.951,0.419,3.48,0.0,0.0,6.119,2.375,0.0,2.719,3.761,8.163,8.163,-0.176,2,1,3.113,-0.086,1.095,5.954
5.097,1,1,0,0,0,0,0,0,0,0,152.852,0,1,1,0,0,0,1.667,-0.03,6,0,3.936,0.177,2,74.163,8,2,-0.165,2,6.105,1.507,8.999,4.354,9.261,9.261,2.903,1,-0.044,5,6.1,0.516,4.25,4.25,0.508,3.778,0.0,0.0,6.273,2.105,0.0,2.87,3.88,8.61,8.61,-0.151,0,0,3.791,0.309,1.25,6.259
4.495,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,0,1.675,-0.094,4,0,3.936,0.179,2,74.163,8,2,-0.109,2,5.929,1.5,8.877,4.255,8.779,8.779,2.764,1,-0.014,5,7.0,0.557,3.951,3.951,0.527,3.778,0.0,0.0,6.226,2.105,0.0,2.716,3.766,8.217,8.217,-0.054,0,0,3.434,0.414,1.186,6.113
4.268,1,1,0,0,0,0,0,0,0,0,133.899,0,1,1,0,0,0,1.667,-0.076,5,0,3.936,0.178,2,74.163,8,2,-0.108,2,5.929,1.494,8.858,4.255,8.773,8.773,2.687,1,-0.071,5,7.0,0.536,3.951,3.951,0.523,3.778,0.0,0.0,6.225,2.105,0.0,2.715,3.765,8.217,8.217,-0.061,0,0,3.414,0.403,1.191,6.099
4.959,1,1,0,0,0,0,0,0,0,0,113.12,0,1,1,0,0,0,1.662,-0.089,3,0,3.936,0.182,2,74.163,7,2,-0.118,2,5.929,1.501,8.821,4.255,8.775,8.775,2.687,1,-0.061,5,7.5,0.552,3.951,3.951,0.524,3.778,0.0,0.0,6.226,2.105,0.999,2.712,3.763,8.217,8.217,-0.066,0,0,3.414,0.47,1.106,6.01
5.046,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,3,1.673,-0.1,4,2,3.975,0.157,2,99.307,4,4,-0.107,1,5.929,1.497,8.849,4.265,10.136,10.136,2.742,3,-0.057,5,8.5,0.538,3.953,3.953,0.538,3.778,0.0,0.0,6.549,2.109,0.0,2.88,3.977,8.222,8.222,-0.11,0,0,3.791,1.065,1.268,6.428
5.046,1,1,0,0,0,1,0,1,1,2,124.423,1,1,1,0,2,0,1.686,-0.091,7,0,3.936,0.202,2,142.901,8,2,-0.128,5,5.929,1.516,17.992,4.255,8.899,8.899,2.766,3,-0.062,5,6.5,0.513,3.951,3.951,0.501,3.778,0.0,0.0,6.243,2.105,0.0,2.765,3.797,8.225,8.225,-0.082,0,1,3.764,1.062,1.279,6.213
4.854,1,1,0,0,0,0,0,0,0,0,118.616,0,1,1,0,0,1,1.643,-0.089,5,0,3.778,0.134,2,54.995,6,2,-0.1,1,5.633,1.477,8.875,4.189,8.222,8.222,2.772,3,-0.016,5,9.1,0.532,3.669,3.669,0.494,3.68,0.0,0.0,5.929,2.11,0.0,2.701,3.746,7.629,7.629,-0.063,0,0,3.482,1.055,1.123,6.012
4.301,1,1,0,0,0,0,0,0,0,0,133.899,0,1,1,0,0,0,1.656,-0.035,6,0,3.932,0.184,2,74.163,7,2,-0.124,2,5.928,1.476,8.877,4.254,8.407,8.407,2.755,1,-0.067,4,6.5,0.532,3.951,3.951,0.514,3.778,0.0,0.0,6.04,2.105,0.0,2.711,3.758,8.208,8.208,-0.081,0,0,3.454,0.377,1.158,6.106
5.208,0,0,2,3,1,1,1,1,1,1,66.334,1,0,0,1,2,1,1.591,0.071,2,0,3.778,0.157,1,93.883,3,2,-0.068,0,5.928,1.513,9.219,4.249,8.739,8.739,2.743,3,-0.089,4,7.1,0.52,3.89,3.89,0.483,3.576,0.0,0.0,6.069,2.377,0.0,2.711,3.791,8.219,8.219,-0.014,2,1,3.769,0.377,1.175,6.21
6.398,0,0,2,2,1,1,1,1,1,1,43.712,1,0,0,2,0,0,1.691,0.183,0,0,3.778,0.094,1,113.051,2,2,-0.181,0,6.183,1.55,9.158,4.442,10.663,10.663,2.807,1,-0.099,2,4.9,0.649,4.121,4.121,0.625,3.762,0.0,0.0,6.771,2.375,0.0,2.869,4.024,8.543,8.543,-0.17,2,1,3.794,-0.118,1.353,6.704
5.046,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,0,1.685,-0.077,5,0,3.936,0.165,2,104.441,8,5,0.005,2,5.929,1.514,8.918,4.255,8.799,8.799,2.765,1,-0.069,5,6.3,0.541,3.951,3.951,0.528,3.778,0.0,0.0,6.229,2.105,0.0,2.8,3.791,8.22,8.22,0.022,0,0,3.777,0.364,1.24,6.383
4.678,0,0,4,4,1,1,1,1,1,1,91.094,1,0,0,2,1,0,1.594,0.021,1,0,3.778,0.258,1,113.051,4,2,-0.136,0,5.928,1.523,9.262,4.255,8.58,8.58,2.687,1,-0.077,4,4.9,0.449,3.951,3.951,0.444,3.749,0.0,0.0,6.182,2.375,0.0,2.715,3.763,8.203,8.203,-0.075,2,1,3.414,-0.198,1.184,6.041
6.046,0,0,2,3,1,1,1,1,1,1,85.286,1,0,0,0,2,1,1.598,-0.058,2,1,3.778,0.219,1,98.588,3,3,-0.018,0,5.928,1.508,9.344,4.209,8.577,8.577,2.734,3,-0.104,4,6.8,0.444,3.685,3.685,0.408,3.694,0.0,0.0,6.029,2.377,0.0,2.773,3.782,8.219,8.219,0.005,2,1,3.414,0.341,1.128,6.154
5.0,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,0,1.677,-0.189,6,0,3.936,0.225,2,99.307,8,2,-0.129,5,6.227,1.517,9.007,4.255,10.157,10.157,2.966,2,-0.179,5,6.7,0.516,3.951,3.951,0.472,3.778,0.0,0.0,6.446,2.186,0.0,2.926,4.07,8.784,8.784,-0.051,0,0,4.31,0.957,1.23,6.356
5.509,0,0,4,4,1,1,1,1,1,1,81.617,1,0,0,2,0,0,1.6,-0.006,2,0,3.778,0.247,1,142.901,4,2,-0.142,3,5.928,1.523,9.358,4.255,8.596,8.596,2.733,2,0.004,4,6.3,0.457,3.951,3.951,0.448,3.749,0.0,0.0,6.184,2.375,0.0,2.716,3.765,8.205,8.205,-0.078,2,1,3.777,0.364,1.241,6.181
7.886,1,1,0,0,0,0,0,0,0,0,118.616,0,1,1,0,0,3,1.661,-0.183,5,1,3.911,0.191,2,29.85,7,3,-0.01,0,5.929,1.472,8.908,4.258,9.275,9.275,2.851,3,-0.074,4,9.3,0.542,3.952,3.952,0.445,3.806,0.0,0.0,6.294,2.612,0.0,2.779,3.836,8.22,8.22,0.038,0,0,3.466,0.414,1.136,6.118
8.097,1,1,0,0,0,0,0,0,0,0,128.092,0,1,1,0,0,4,1.658,-0.154,6,4,3.851,0.123,2,59.699,5,2,0.019,1,6.032,1.483,8.94,4.208,9.569,9.569,2.852,2,-0.152,4,8.7,0.54,3.685,3.685,0.504,3.803,0.0,0.0,6.369,2.11,0.0,2.823,3.871,8.584,8.584,0.013,0,0,3.466,1.023,1.16,6.355
5.523,0,0,1,2,1,1,1,1,1,1,81.617,1,0,0,1,3,2,1.615,-0.115,3,5,3.865,0.215,1,138.196,3,5,0.049,1,6.358,1.521,9.257,4.399,10.234,10.234,2.771,0,-0.14,3,6.7,0.474,4.096,4.096,0.48,3.799,0.0,0.0,6.563,2.377,0.0,2.937,4.019,9.501,9.501,0.015,0,0,3.718,0.399,1.286,6.688
5.357,0,0,2,4,1,1,1,1,1,1,81.617,1,0,0,2,2,4,1.628,0.033,2,2,3.81,0.269,1,113.051,4,6,-0.015,0,6.362,1.533,9.324,4.387,9.894,9.894,2.774,0,-0.124,2,7.0,0.453,4.094,4.094,0.433,3.775,0.0,0.0,6.479,2.612,0.0,2.89,3.944,9.392,9.392,-0.018,0,0,3.68,-0.146,1.353,6.691
5.481,0,0,3,4,1,1,1,1,1,1,81.617,1,0,0,2,1,2,1.601,-0.062,3,1,3.808,0.245,1,142.901,4,5,0.07,3,6.159,1.522,9.375,4.383,9.792,9.792,2.774,1,-0.027,3,6.3,0.457,4.092,4.092,0.449,3.747,0.0,0.0,6.42,2.375,0.0,2.879,3.931,8.47,8.47,0.063,0,0,3.723,0.364,1.267,6.599
7.921,1,1,0,0,0,0,0,0,0,0,109.139,0,1,1,0,0,3,1.656,-0.039,6,3,3.808,0.09,2,54.995,5,3,0.042,2,6.072,1.489,8.841,4.265,9.575,9.575,2.847,2,-0.13,4,9.1,0.584,3.89,3.89,0.549,3.681,0.0,0.0,6.369,2.11,0.0,2.819,3.88,8.746,8.746,0.043,0,0,3.743,1.059,1.208,6.511
5.046,0,0,4,4,1,1,1,1,1,1,81.617,1,0,0,2,0,0,1.605,-0.001,0,0,3.778,0.258,1,113.051,4,2,-0.138,0,5.928,1.528,9.285,4.255,8.589,8.589,2.732,1,-0.014,4,4.9,0.475,3.951,3.951,0.448,3.749,0.0,0.0,6.183,2.375,0.0,2.715,3.764,8.204,8.204,-0.069,2,1,3.414,-0.18,1.179,6.055
4.824,1,1,0,0,0,0,0,0,0,0,109.139,0,1,1,0,0,1,1.655,0.021,5,0,3.778,0.092,2,54.995,5,2,-0.057,1,5.929,1.49,8.829,4.249,8.754,8.754,2.779,3,-0.068,5,9.1,0.584,3.89,3.89,0.547,3.686,0.0,0.0,6.072,2.11,0.0,2.711,3.795,8.222,8.222,-0.019,0,0,3.791,1.059,1.183,6.248
4.959,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,0,1.661,-0.087,6,0,3.936,0.179,2,104.012,8,2,-0.117,5,5.929,1.498,8.938,4.255,8.784,8.784,2.767,2,0.005,5,8.0,0.53,3.951,3.951,0.516,3.778,0.0,0.0,6.227,2.105,0.0,2.717,3.768,8.218,8.218,-0.065,0,0,3.791,1.032,1.249,6.232
8.046,1,1,0,0,0,0,0,0,0,0,133.899,0,1,1,0,0,4,1.67,-0.1,7,2,3.937,0.167,2,102.719,6,6,0.099,2,6.386,1.506,9.029,4.395,10.062,10.062,2.852,2,-0.117,3,8.3,0.556,4.177,4.177,0.524,3.806,4.143,0.0,6.528,2.105,0.0,2.908,3.959,9.64,9.64,0.058,0,0,3.744,0.342,1.3,6.643
8.097,1,1,0,0,0,1,0,1,1,2,124.423,1,1,1,0,2,3,1.687,-0.145,8,1,3.937,0.2,2,142.901,7,5,0.041,5,6.219,1.515,18.01,4.383,9.799,9.799,2.852,4,-0.094,4,6.5,0.513,4.093,4.093,0.502,3.806,0.0,0.0,6.422,2.105,0.0,2.883,3.934,8.811,8.811,0.013,1,1,3.743,1.062,1.305,6.613
8.0,1,1,0,0,0,0,0,0,0,0,113.12,0,1,1,0,0,3,1.663,-0.152,4,1,3.937,0.18,2,74.163,6,5,0.116,2,6.202,1.501,8.833,4.383,9.795,9.795,2.682,2,-0.092,4,7.5,0.552,4.092,4.092,0.526,3.806,0.0,0.0,6.421,2.105,0.958,2.874,3.929,8.68,8.68,0.076,0,0,3.466,0.47,1.132,6.481
5.602,0,0,3,2,1,1,1,1,1,1,62.665,2,0,3,2,3,0,1.642,0.1,5,1,3.778,0.23,1,155.734,4,2,-0.132,0,5.931,1.54,19.398,4.259,9.46,9.46,2.865,1,-0.098,5,4.8,0.534,3.952,3.952,0.486,3.752,0.0,0.0,6.422,2.375,0.0,2.727,3.826,8.228,8.228,-0.112,2,1,3.78,0.424,1.225,6.336
8.0,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,3,1.686,-0.128,6,1,3.937,0.164,2,104.441,7,8,0.197,2,6.205,1.513,8.93,4.383,9.795,9.795,2.852,2,-0.094,4,6.3,0.541,4.092,4.092,0.529,3.806,0.0,0.0,6.421,2.105,0.0,2.882,3.932,8.707,8.707,0.14,0,0,3.743,0.364,1.265,6.73
5.0,0,0,3,4,1,1,1,1,1,1,81.617,1,0,0,2,1,2,1.604,-0.064,1,1,3.808,0.261,1,113.051,4,5,0.106,0,6.158,1.527,9.316,4.383,9.792,9.792,2.774,0,-0.046,3,4.9,0.464,4.092,4.092,0.445,3.747,0.0,0.0,6.42,2.375,0.0,2.878,3.93,8.462,8.462,0.081,0,0,3.466,-0.18,1.147,6.512
4.721,0,0,0,0,0,0,0,0,0,0,116.975,0,0,0,0,0,3,1.582,0.19,5,0,3.807,0.179,3,148.157,4,1,-0.139,2,5.869,1.493,0.0,4.14,8.801,8.801,2.93,1,-0.031,6,8.9,0.488,3.723,3.723,0.549,3.769,7.446,4.043,6.083,1.924,1.075,2.773,3.834,8.165,8.165,-0.18,0,0,3.694,1.663,1.096,6.314
4.745,0,0,2,2,1,1,1,1,1,1,43.712,1,0,0,2,0,0,1.634,0.103,0,0,3.778,0.303,1,113.051,2,2,-0.155,0,5.844,1.528,8.915,4.253,8.232,8.232,2.389,1,-0.018,2,5.9,0.469,3.951,3.951,0.419,3.731,0.0,0.0,5.93,2.375,0.0,2.708,3.753,7.688,7.688,-0.061,2,1,2.819,-0.074,1.043,5.554
7.721,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,3,1.658,-0.116,5,1,3.937,0.167,2,74.163,7,5,0.121,2,6.203,1.484,8.922,4.383,9.795,9.795,2.852,3,-0.111,4,6.4,0.694,4.092,4.092,0.545,3.806,0.0,0.0,6.421,2.105,0.0,2.879,3.931,8.687,8.687,0.039,0,0,3.466,0.388,1.242,6.593
5.208,0,0,1,4,1,1,1,1,1,1,75.81,1,0,0,1,3,2,1.572,-0.046,3,3,3.8,0.188,1,93.883,5,3,0.153,1,5.545,1.498,9.255,4.159,9.527,9.527,2.737,0,-0.147,3,7.1,0.473,3.636,3.636,0.442,3.568,0.0,0.0,6.361,2.377,0.0,2.789,3.856,7.361,7.361,0.19,0,0,3.466,0.365,1.167,6.409
7.959,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,6,1.686,-0.028,6,2,3.939,0.205,2,74.163,6,6,-0.006,2,6.367,1.506,8.905,4.387,9.909,9.909,2.852,4,-0.109,3,8.9,0.525,4.094,4.094,0.496,3.807,0.0,0.0,6.487,2.612,0.0,2.891,3.945,9.439,9.439,-0.034,0,0,3.73,0.433,1.359,6.708
7.194,1,1,0,0,0,0,0,0,0,0,86.518,0,1,1,0,0,3,1.701,-0.19,3,1,3.945,0.169,2,74.163,6,5,0.043,2,6.36,1.538,8.703,4.385,9.911,9.911,2.951,2,-0.143,5,8.3,0.517,4.092,4.092,0.577,3.807,0.0,0.0,6.528,2.612,0.0,2.87,3.938,9.257,9.257,-0.013,0,0,3.466,0.584,1.087,6.502
5.523,0,0,1,2,1,1,1,1,1,1,81.617,1,0,0,1,3,2,1.61,-0.15,3,5,3.866,0.26,1,138.196,3,5,0.088,1,6.36,1.52,9.312,4.399,10.247,10.247,2.886,0,-0.092,3,6.3,0.406,4.096,4.096,0.435,3.799,0.0,0.0,6.566,2.377,0.0,2.944,4.024,9.509,9.509,0.033,0,0,3.716,0.364,1.259,6.702
5.602,0,0,3,3,1,1,1,1,1,1,72.141,1,0,0,2,1,3,1.619,-0.088,2,1,3.808,0.273,2,138.196,5,11,0.164,0,6.421,1.532,9.549,4.384,10.163,10.163,3.019,2,-0.174,3,4.8,0.581,4.093,4.093,0.433,3.768,0.0,0.0,6.449,2.375,0.0,2.928,4.073,9.801,9.801,0.103,2,1,4.309,0.304,1.295,6.931
8.097,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,5,1.674,-0.151,5,5,3.976,0.155,2,99.307,4,5,-0.018,2,6.366,1.496,8.861,4.399,10.291,10.291,2.852,2,-0.111,4,8.5,0.538,4.096,4.096,0.54,3.808,0.0,0.0,6.579,2.109,0.0,2.945,4.028,9.545,9.545,-0.038,0,0,3.743,1.065,1.292,6.647
4.921,0,0,3,4,1,1,1,1,1,1,81.617,1,0,0,2,1,2,1.605,-0.077,1,1,3.808,0.216,1,113.051,4,5,0.066,0,6.158,1.527,9.263,4.383,9.792,9.792,2.687,0,-0.091,3,4.9,0.5,4.092,4.092,0.477,3.747,0.0,0.0,6.42,2.375,0.0,2.878,3.93,8.462,8.462,0.058,0,0,3.466,-0.18,1.236,6.534
4.745,0,0,2,4,1,1,1,1,1,1,91.094,1,0,0,2,3,2,1.59,-0.003,3,1,3.808,0.259,1,113.051,4,5,0.137,0,5.963,1.503,9.298,4.38,9.759,9.759,2.772,0,-0.142,2,4.5,0.448,4.091,4.091,0.438,3.741,0.0,0.0,6.406,2.375,0.0,2.871,3.922,8.082,8.082,0.104,0,0,3.466,-0.218,1.176,6.503
8.046,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,5,1.674,-0.19,5,5,3.976,0.192,2,99.307,4,5,0.001,2,6.367,1.495,8.907,4.399,10.305,10.305,2.9,2,-0.07,4,8.0,0.481,4.096,4.096,0.503,3.808,0.0,0.0,6.582,2.109,0.0,2.954,4.033,9.55,9.55,-0.037,0,0,3.743,1.032,1.266,6.661
4.569,0,0,3,4,1,1,1,1,1,1,91.094,1,0,0,2,2,2,1.595,-0.047,2,1,3.808,0.256,1,113.051,4,5,0.11,0,6.157,1.522,9.279,4.383,9.792,9.792,2.687,0,-0.111,3,4.9,0.449,4.092,4.092,0.445,3.747,0.0,0.0,6.419,2.375,0.0,2.878,3.93,8.453,8.453,0.091,0,0,3.466,-0.198,1.211,6.509
5.796,0,0,3,5,1,1,1,1,1,1,110.046,1,0,0,2,4,2,1.605,-0.016,4,1,3.809,0.25,1,113.051,5,5,0.111,0,6.384,1.531,9.492,4.395,10.038,10.038,2.83,0,-0.125,3,4.3,0.434,4.177,4.177,0.433,3.749,0.0,0.0,6.52,2.375,0.0,2.92,3.961,9.631,9.631,0.088,0,0,3.725,-0.268,1.282,6.612
8.046,1,1,0,0,0,0,0,0,0,0,114.947,0,1,1,0,0,3,1.695,-0.142,5,1,3.937,0.203,2,74.163,6,11,0.197,2,6.355,1.512,8.916,4.389,9.807,9.807,3.02,3,-0.083,4,8.9,0.55,4.095,4.095,0.505,3.815,0.0,0.0,6.427,2.612,0.0,2.881,3.939,9.468,9.468,0.142,0,0,3.744,0.441,1.332,6.841
8.0,1,1,0,0,0,0,0,0,0,0,147.044,0,1,1,0,0,3,1.637,-0.089,8,3,3.808,0.122,2,54.995,6,3,0.053,2,6.365,1.484,9.01,4.399,10.132,10.132,2.853,2,-0.063,4,8.0,0.493,4.096,4.096,0.483,3.679,0.0,0.0,6.496,2.11,0.0,2.953,3.996,9.546,9.546,0.023,0,0,3.743,0.933,1.217,6.413
8.155,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,5,1.675,-0.163,5,5,3.976,0.18,2,99.307,4,5,0.004,2,6.366,1.496,8.884,4.399,10.291,10.291,2.894,2,-0.112,5,8.5,0.52,4.096,4.096,0.524,3.808,0.0,0.0,6.579,2.109,0.0,2.945,4.028,9.545,9.545,-0.024,0,0,3.743,1.065,1.265,6.633
5.569,0,0,1,2,1,1,1,1,1,1,81.617,1,0,0,1,3,2,1.615,-0.121,3,5,3.865,0.25,1,138.196,3,5,0.087,1,6.358,1.521,9.284,4.399,10.234,10.234,2.882,0,-0.14,4,6.7,0.446,4.096,4.096,0.455,3.799,0.0,0.0,6.563,2.377,0.0,2.937,4.019,9.501,9.501,0.039,0,0,3.718,0.399,1.258,6.675
8.0,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,5,1.669,-0.128,5,5,3.976,0.193,2,99.307,4,5,-0.047,2,6.366,1.496,8.897,4.399,10.291,10.291,2.852,2,-0.112,5,8.0,0.481,4.096,4.096,0.502,3.808,0.0,0.0,6.579,2.109,0.0,2.946,4.028,9.545,9.545,-0.076,0,0,3.743,1.032,1.262,6.689
7.721,1,1,0,0,0,0,0,0,0,0,118.616,0,1,1,0,0,3,1.639,-0.12,7,3,3.808,0.131,2,54.995,6,3,0.117,2,5.6,1.474,8.884,4.169,9.564,9.564,2.852,2,-0.111,4,9.1,0.532,3.636,3.636,0.496,3.676,0.0,0.0,6.368,2.11,0.0,2.812,3.866,7.435,7.435,0.134,0,0,3.466,1.055,1.145,6.371
5.222,0,0,3,6,1,1,1,1,1,1,62.665,1,0,0,2,2,2,1.631,-0.14,2,1,3.809,0.283,1,113.051,6,5,0.12,0,6.36,1.532,9.462,4.387,9.907,9.907,2.97,0,-0.081,3,4.0,0.414,4.094,4.094,0.405,3.75,0.0,0.0,6.495,2.375,0.0,2.903,3.952,9.334,9.334,0.086,0,0,3.73,-0.252,1.188,6.689
5.678,0,0,3,4,1,2,1,2,2,3,81.617,2,0,0,2,4,2,1.622,-0.079,4,1,3.808,0.266,1,181.789,4,5,0.026,3,6.181,1.541,18.394,4.383,9.796,9.796,2.774,2,-0.107,3,4.5,0.44,4.093,4.093,0.437,3.748,0.0,0.0,6.421,2.375,0.0,2.883,3.934,8.669,8.669,0.02,1,2,3.705,0.388,1.299,6.585
5.18,0,0,1,4,1,1,1,1,1,1,75.81,1,0,0,1,2,2,1.573,-0.09,2,3,3.8,0.226,1,93.883,5,3,0.083,1,5.591,1.501,9.291,4.166,9.528,9.528,2.775,0,-0.1,3,7.1,0.441,3.668,3.668,0.402,3.569,0.0,0.0,6.361,2.377,0.0,2.789,3.857,7.582,7.582,0.085,0,0,3.477,0.365,1.139,6.312
5.187,0,0,1,3,1,1,1,1,1,1,66.334,1,0,0,1,3,2,1.592,0.004,3,3,3.8,0.156,1,93.883,4,3,0.044,1,6.068,1.513,9.236,4.264,9.544,9.544,2.776,0,-0.161,3,7.1,0.52,3.89,3.89,0.484,3.575,0.0,0.0,6.363,2.377,0.0,2.803,3.876,8.726,8.726,0.066,0,0,3.716,0.377,1.2,6.49
8.046,1,1,0,0,0,0,0,0,0,0,143.376,0,1,1,0,0,3,1.67,-0.072,8,1,3.937,0.184,2,74.163,8,5,0.144,2,6.418,1.52,9.134,4.489,10.851,10.851,3.032,3,-0.085,4,7.0,0.593,4.315,4.315,0.496,3.806,0.0,0.0,6.733,2.105,0.0,3.025,4.068,9.785,9.785,0.072,0,0,4.086,0.282,1.325,6.754
8.0,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,4,1.689,-0.156,5,1,3.937,0.206,2,74.163,6,5,0.053,2,6.219,1.508,8.898,4.384,9.799,9.799,2.852,5,-0.103,4,8.9,0.525,4.093,4.093,0.494,3.806,0.0,0.0,6.422,2.612,0.0,2.881,3.933,8.811,8.811,0.011,0,0,3.743,0.433,1.342,6.598
4.658,0,0,1,2,1,1,1,1,1,1,43.712,1,0,0,2,1,2,1.636,0.025,1,1,3.807,0.301,1,113.051,2,5,0.164,0,5.841,1.527,8.932,4.378,9.733,9.733,2.39,0,-0.18,1,5.9,0.469,4.09,4.09,0.421,3.73,0.0,0.0,6.401,2.375,0.0,2.864,3.915,7.652,7.652,0.108,0,0,2.822,-0.074,1.07,6.244
4.367,0,0,1,2,1,1,1,1,1,1,43.474,1,0,0,3,1,2,1.612,0.022,1,1,3.796,0.288,1,113.051,2,7,0.037,0,6.098,1.534,9.096,4.381,9.775,9.775,2.545,0,-0.066,1,7.7,0.461,4.091,4.091,0.421,3.478,0.0,0.0,6.415,2.375,0.0,2.886,3.93,8.189,8.189,0.032,0,0,3.111,-0.086,1.122,6.463
7.26,1,1,0,0,0,0,0,0,0,0,133.899,0,1,1,0,0,3,1.657,-0.089,7,1,3.933,0.182,2,74.163,6,5,0.1,2,6.032,1.476,8.889,4.38,9.759,9.759,2.793,2,-0.128,3,6.5,0.532,4.091,4.091,0.516,3.806,0.0,0.0,6.406,2.105,0.0,2.871,3.922,8.342,8.342,0.048,0,0,3.466,0.377,1.184,6.539
7.155,1,1,0,0,0,0,0,0,0,0,86.518,0,1,1,0,0,3,1.673,-0.263,3,1,3.948,0.28,2,74.163,3,5,-0.059,2,6.36,1.538,8.521,4.385,9.911,9.911,2.545,2,-0.157,2,8.3,0.452,4.092,4.092,0.532,3.807,0.0,0.0,6.528,2.612,0.0,2.878,3.944,9.257,9.257,-0.057,0,0,3.466,0.584,1.227,6.721
