pXC50,nCsp3,nF,nN,nHet,Si,nAT,nBT,Se,nH,nX,X.,nCsp2,Sp,SCBO,Mv,nBO,nSK,Mi,RBN
6.851,3,0,3,4,29.365,26,28,26.167,11,0,0.0,8,17.517,23.0,0.649,17,15,1.129,0
6.735,1,0,1,4,33.203,30,32,30.502,11,0,0.0,14,21.176,30.0,0.693,21,19,1.107,2
7.456,6,0,3,6,52.86,47,50,47.24,21,0,0.0,14,31.233,38.0,0.637,29,26,1.125,4
7.036,1,1,1,3,30.123,27,29,27.36,10,1,3.7,13,19.205,27.0,0.695,19,17,1.116,0
6.71,5,0,3,5,51.858,46,48,45.854,22,0,0.0,14,30.159,35.0,0.62,26,24,1.127,3
4.854,2,0,2,6,60.697,55,59,55.098,22,0,0.0,25,39.637,53.0,0.684,37,33,1.104,6
7.678,0,1,1,5,30.127,27,29,28.131,8,1,3.7,14,19.352,30.0,0.728,21,19,1.116,1
6.506,0,0,2,3,28.867,26,28,26.065,10,0,0.0,13,18.512,26.0,0.687,18,16,1.11,0
6.62,0,0,1,4,26.257,24,26,24.611,7,2,8.3,13,19.222,27.0,0.771,19,17,1.094,0
5.123,0,0,0,5,33.123,30,32,31.055,10,0,0.0,15,21.08,30.0,0.707,22,20,1.104,1
8.31,2,0,3,4,43.196,39,43,38.934,15,0,0.0,18,28.04,39.5,0.691,28,24,1.108,1
7.951,3,3,3,7,41.215,36,39,37.472,12,3,8.3,14,24.853,36.0,0.697,27,24,1.145,1
8.114,2,0,3,5,36.724,33,36,33.374,12,1,3.0,14,24.137,33.0,0.704,24,21,1.113,1
6.62,10,0,3,5,56.481,50,53,49.68,25,0,0.0,10,32.302,34.5,0.606,28,25,1.13,3
7.051,6,0,3,7,48.654,43,45,43.683,19,0,0.0,11,27.926,33.5,0.631,26,24,1.131,4
7.509,7,0,3,5,46.235,41,44,41.029,19,0,0.0,10,27.017,31.5,0.627,25,22,1.128,1
6.772,0,0,2,3,25.452,23,25,23.182,8,0,0.0,12,16.75,25.0,0.71,17,15,1.107,0
8.229,5,0,4,5,49.524,44,47,43.803,20,0,0.0,14,29.569,36.0,0.637,27,24,1.126,4
6.34,11,0,3,5,59.896,53,56,52.563,27,0,0.0,10,34.063,35.5,0.6,29,26,1.13,4
6.936,13,0,4,6,66.81,59,63,58.549,30,0,0.0,10,37.83,39.5,0.599,33,29,1.132,3
8.009,6,0,5,6,55.438,49,52,48.789,23,0,0.0,14,32.336,38.0,0.624,29,26,1.131,4
6.425,10,0,3,7,57.61,51,54,51.083,25,0,0.0,9,33.404,36.5,0.612,29,26,1.13,4
6.936,0,0,2,3,25.452,23,25,23.182,8,0,0.0,12,16.75,24.0,0.71,17,15,1.107,0
7.222,10,0,7,12,64.983,57,60,58.051,25,0,0.0,10,37.358,43.0,0.63,35,32,1.14,6
6.699,7,0,3,9,66.029,59,62,59.738,25,0,0.0,18,40.313,48.0,0.655,37,34,1.119,8
7.412,6,0,4,9,60.488,54,57,54.745,22,0,0.0,17,37.341,46.0,0.664,35,32,1.12,7
7.49,6,0,3,9,50.416,45,47,45.989,18,1,2.2,12,31.926,37.0,0.674,29,27,1.12,6
6.699,11,0,5,9,69.312,61,64,61.421,29,0,0.0,12,38.983,43.0,0.611,35,32,1.136,6
5.456,6,0,3,9,50.416,45,47,45.989,18,1,2.2,12,31.926,37.0,0.674,29,27,1.12,6
6.111,9,0,4,7,59.773,53,57,53.225,24,0,0.0,13,35.0,42.0,0.632,33,29,1.128,3
7.097,6,0,3,8,56.989,51,54,51.643,21,0,0.0,16,35.335,43.5,0.664,33,30,1.117,6
6.046,12,0,7,11,70.893,62,65,62.741,29,0,0.0,10,39.233,44.0,0.61,36,33,1.143,6
5.301,10,0,7,11,72.893,64,67,64.741,29,0,0.0,14,41.233,48.0,0.622,38,35,1.139,6
7.262,10,0,5,10,66.816,59,62,59.614,27,0,0.0,12,38.87,43.0,0.626,35,32,1.132,6
8.237,2,0,4,5,41.694,37,39,37.036,16,0,0.0,14,25.046,32.0,0.648,23,21,1.127,3
6.721,1,3,3,7,36.799,32,34,33.589,10,3,9.4,14,22.091,33.0,0.705,24,22,1.15,2
8.921,1,3,3,7,36.799,32,34,33.589,10,3,9.4,14,22.091,33.0,0.705,24,22,1.15,2
6.538,0,0,3,6,35.784,32,34,32.822,11,0,0.0,15,22.426,33.0,0.697,23,21,1.118,3
8.027,0,0,3,5,32.309,29,31,29.491,10,1,3.4,14,21.375,30.0,0.714,21,19,1.114,2
8.097,1,3,3,7,36.799,32,34,33.589,10,3,9.4,14,22.091,33.0,0.705,24,22,1.15,2
8.398,0,0,4,5,33.448,30,32,30.385,10,0,0.0,14,21.762,33.0,0.713,22,20,1.115,2
8.201,0,0,3,5,33.575,30,32,30.494,11,0,0.0,14,20.972,30.0,0.687,21,19,1.119,2
4.0,0,0,2,5,32.286,29,31,29.72,10,0,0.0,14,20.421,30.0,0.7,21,19,1.113,2
8.167,1,0,3,5,36.99,33,35,33.378,13,0,0.0,14,22.733,31.0,0.671,22,20,1.121,3
8.229,1,0,3,6,35.784,32,35,32.822,11,0,0.0,14,22.426,33.0,0.697,24,21,1.118,2
6.409,0,0,1,3,21.163,19,20,19.407,7,0,0.0,9,13.199,18.5,0.686,13,12,1.114,0
6.745,0,0,2,4,26.661,24,26,24.509,8,0,0.0,12,17.205,25.5,0.711,18,16,1.111,0
8.699,1,0,3,6,38.199,34,36,34.705,13,0,0.0,14,23.188,32.0,0.672,23,21,1.124,3
6.276,2,0,3,7,54.654,49,52,49.683,19,0,0.0,21,33.926,46.0,0.676,33,30,1.115,6
8.097,0,0,4,7,34.867,31,33,32.04,10,0,0.0,14,21.671,34.0,0.704,23,21,1.125,3
5.854,0,0,1,3,24.163,22,24,22.407,7,0,0.0,12,16.199,24.5,0.729,17,15,1.098,0
5.155,0,0,1,2,19.953,18,19,18.08,7,0,0.0,9,12.744,17.5,0.684,12,11,1.109,0
7.071,10,0,3,6,70.866,63,65,61.992,33,0,0.0,14,42.404,41.0,0.608,32,30,1.125,8
7.638,2,0,2,4,38.907,35,38,35.16,14,0,0.0,15,24.489,33.0,0.675,24,21,1.112,1
6.432,2,0,2,4,28.076,25,27,25.393,10,0,0.0,9,16.966,23.0,0.663,17,15,1.123,0
8.155,2,0,3,4,40.196,36,39,35.934,15,0,0.0,15,25.04,33.0,0.665,24,21,1.117,1
7.42,2,0,2,3,26.867,24,26,24.065,10,0,0.0,9,16.512,22.0,0.661,16,14,1.119,0
8.155,2,0,3,4,36.78,33,36,33.051,13,0,0.0,14,23.279,32.0,0.679,23,20,1.115,1
8.0,2,0,3,5,42.405,38,41,38.262,15,0,0.0,16,26.495,36.0,0.675,26,23,1.116,2
7.638,3,0,2,3,51.943,47,51,46.483,20,0,0.0,21,33.319,43.0,0.67,31,27,1.105,3
8.097,2,0,3,4,35.78,32,35,32.051,13,0,0.0,13,22.279,30.5,0.669,22,19,1.118,1
8.301,4,0,3,4,47.026,42,45,41.702,19,0,0.0,15,28.563,35.0,0.643,26,23,1.12,3
8.301,3,3,2,6,42.132,37,40,38.254,13,3,8.1,15,25.608,36.0,0.692,27,24,1.139,1
7.328,1,0,2,3,23.452,21,23,21.182,8,0,0.0,9,14.75,21.0,0.683,15,13,1.117,0
8.046,2,0,3,4,42.196,38,42,37.934,15,0,0.0,17,27.04,38.0,0.683,27,23,1.11,1
5.0,3,1,2,3,39.243,35,38,34.902,15,1,2.9,14,24.279,31.0,0.66,23,20,1.121,1
6.638,4,6,2,9,46.566,40,43,42.676,12,6,15.0,15,27.182,40.0,0.707,31,28,1.164,1
7.585,7,0,3,5,59.481,53,56,52.68,25,0,0.0,16,35.302,40.5,0.628,31,28,1.122,6
7.602,7,3,3,7,59.291,52,55,52.89,22,3,5.8,16,34.66,42.5,0.649,33,30,1.14,5
6.604,2,1,4,6,46.034,41,45,41.549,15,1,2.4,18,28.983,41.5,0.691,30,26,1.123,2
7.222,7,1,3,6,59.821,53,56,53.192,24,1,1.9,16,35.239,41.0,0.635,32,29,1.129,6
7.244,2,1,5,7,46.532,41,44,41.651,16,1,2.4,16,27.989,38.0,0.667,28,25,1.135,3
8.42,4,0,3,4,47.026,42,45,41.702,19,0,0.0,15,28.563,35.0,0.643,26,23,1.12,3
8.194,5,0,3,4,50.441,45,48,44.585,21,0,0.0,15,30.324,36.0,0.634,27,24,1.121,3
5.523,1,0,1,2,31.784,29,32,28.847,11,0,0.0,15,21.267,29.5,0.702,21,18,1.096,0
7.959,2,1,2,4,38.037,34,37,34.345,13,1,2.9,15,23.972,33.0,0.685,24,21,1.119,1
8.161,4,0,3,4,47.026,42,45,41.702,19,0,0.0,15,28.563,35.0,0.643,26,23,1.12,3
6.66,2,1,3,6,42.455,38,41,38.523,14,1,2.6,16,27.625,37.0,0.698,27,24,1.117,2
8.041,3,1,3,6,46.16,41,44,41.658,16,1,2.4,16,28.193,38.0,0.672,28,25,1.126,2
6.514,3,1,2,5,43.662,39,42,39.556,15,1,2.6,16,27.188,37.0,0.681,27,24,1.12,2
6.16,4,0,2,4,34.907,31,33,31.16,14,0,0.0,9,20.489,25.0,0.633,19,17,1.126,1
7.469,6,0,3,4,65.687,59,63,58.236,27,0,0.0,22,40.608,48.5,0.646,36,32,1.113,6
6.092,3,0,3,5,34.99,31,33,31.378,13,0,0.0,10,20.733,27.0,0.649,20,18,1.129,2
5.925,1,0,2,4,22.396,20,21,20.505,7,1,5.0,8,14.608,19.5,0.708,14,13,1.12,0
6.523,1,0,2,3,34.282,31,34,30.949,12,0,0.0,15,22.273,30.5,0.69,22,19,1.106,0
5.523,7,0,4,6,59.564,53,57,52.898,24,0,0.0,16,35.546,42.5,0.637,33,29,1.124,3
7.886,1,0,3,6,42.199,38,41,38.705,13,0,0.0,18,27.188,39.5,0.706,28,25,1.111,3
8.222,2,1,3,6,42.745,38,41,38.774,14,1,2.6,16,26.432,37.0,0.685,27,24,1.125,2
6.917,3,0,3,5,34.99,31,33,31.378,13,0,0.0,10,20.733,27.0,0.649,20,18,1.129,2
7.921,6,0,3,5,56.066,50,53,49.796,23,0,0.0,16,33.54,39.5,0.635,30,27,1.121,5
6.464,4,0,4,8,55.863,50,54,50.534,20,0,0.0,18,35.125,47.0,0.673,34,30,1.117,6
6.971,4,0,3,5,49.235,44,47,44.029,19,0,0.0,16,30.017,37.5,0.652,28,25,1.119,3
7.131,6,0,4,5,54.939,49,53,48.687,22,0,0.0,16,33.33,41.5,0.644,31,27,1.121,4
8.081,7,0,3,5,59.481,53,56,52.68,25,0,0.0,16,35.302,40.5,0.628,31,28,1.122,6
8.023,8,1,3,9,63.159,56,60,56.923,24,1,1.8,15,37.796,46.5,0.648,36,32,1.128,6
7.796,6,1,3,5,55.196,49,52,48.981,22,1,2.0,16,33.023,39.5,0.641,30,27,1.126,5
5.523,4,0,2,6,58.697,53,57,53.098,22,0,0.0,21,37.637,48.5,0.672,35,31,1.107,6
7.959,2,0,2,4,37.641,34,37,34.156,13,1,2.9,15,24.892,33.0,0.698,24,21,1.107,1
6.979,2,0,2,3,26.867,24,26,24.065,10,0,0.0,9,16.512,22.0,0.661,16,14,1.119,0
6.475,1,1,1,3,32.123,29,32,29.36,10,1,3.4,15,21.205,30.5,0.716,22,19,1.108,0
5.066,11,0,4,5,61.185,54,57,53.338,28,0,0.0,10,34.614,35.0,0.595,29,26,1.133,5
6.604,11,0,3,4,58.687,52,55,51.236,27,0,0.0,10,33.608,34.0,0.598,28,25,1.129,5
8.387,4,1,3,7,48.369,43,46,43.985,16,1,2.3,16,29.648,40.0,0.681,30,27,1.125,3
6.301,1,0,2,5,34.286,31,34,31.72,10,0,0.0,15,22.421,34.5,0.719,24,21,1.106,1
6.745,1,0,3,6,48.614,44,48,44.589,15,0,0.0,22,31.949,46.5,0.713,33,29,1.105,3
8.42,4,1,3,7,48.369,43,46,43.985,16,1,2.3,16,29.648,40.0,0.681,30,27,1.125,3
5.0,0,0,2,4,28.661,26,29,26.509,8,0,0.0,14,19.205,30.5,0.733,21,18,1.102,0
7.481,4,0,3,7,49.239,44,47,44.8,17,0,0.0,16,30.165,40.0,0.673,30,27,1.119,4
7.444,2,0,2,5,40.116,36,38,36.487,14,0,0.0,15,24.943,33.0,0.676,24,22,1.114,4
7.126,6,1,4,7,67.319,60,65,60.294,25,1,1.7,22,41.245,52.5,0.662,40,35,1.122,4
7.699,3,0,3,5,44.82,40,42,40.145,17,0,0.0,15,27.256,34.0,0.655,25,23,1.121,4
6.959,2,0,2,5,41.116,37,40,37.487,14,0,0.0,16,25.943,35.5,0.685,26,23,1.111,2
7.049,4,0,3,5,49.235,44,47,44.029,19,0,0.0,16,30.017,37.5,0.652,28,25,1.119,3
6.959,3,0,3,5,43.82,39,41,39.145,17,0,0.0,14,26.256,32.0,0.646,24,22,1.124,3
7.252,1,0,3,7,52.66,48,52,48.298,17,0,0.0,23,36.551,49.0,0.72,35,31,1.097,5
6.18,1,0,1,6,36.332,33,36,33.905,11,0,0.0,15,24.278,35.5,0.718,25,22,1.101,1
8.222,6,0,4,9,80.148,72,77,72.28,30,0,0.0,27,50.387,64.5,0.666,47,42,1.113,6
7.796,11,0,4,9,85.268,76,81,76.298,34,0,0.0,22,50.716,60.5,0.639,47,42,1.122,6
6.125,0,0,2,4,22.246,20,22,20.625,6,0,0.0,10,14.443,23.0,0.726,16,14,1.112,0
6.022,8,0,3,5,47.651,42,44,41.912,21,0,0.0,8,26.779,28.5,0.601,23,21,1.135,5
7.097,10,0,5,7,67.893,60,64,59.767,29,0,0.0,14,39.074,44.5,0.614,35,31,1.132,7
8.0,9,0,4,6,65.394,58,61,57.665,28,0,0.0,15,38.069,42.5,0.618,33,30,1.127,5
6.921,4,0,2,4,37.641,34,38,34.156,13,1,2.9,13,24.892,33.5,0.698,25,21,1.107,0
8.312,6,1,4,7,55.489,49,52,49.527,21,1,2.0,15,32.722,40.0,0.646,31,28,1.132,3
6.155,2,0,2,4,35.491,32,35,32.276,12,0,0.0,14,22.727,32.5,0.691,23,20,1.109,0
5.699,1,0,2,4,32.076,29,32,29.393,10,0,0.0,14,20.966,31.5,0.71,22,19,1.106,0
5.523,4,0,2,4,39.907,36,40,36.16,14,0,0.0,14,25.489,35.5,0.684,26,22,1.109,0
7.301,3,0,3,5,44.82,40,42,40.145,17,0,0.0,15,27.256,34.0,0.655,25,23,1.121,4
5.654,3,0,1,3,25.578,23,25,23.291,9,0,0.0,8,15.96,21.0,0.676,16,14,1.112,0
5.0,4,0,2,4,39.907,36,40,36.16,14,0,0.0,14,25.489,35.5,0.684,26,22,1.109,0
7.824,11,0,4,7,72.019,64,68,63.876,30,0,0.0,16,42.284,48.5,0.626,38,34,1.125,5
5.0,3,0,1,4,35.203,32,36,32.502,11,0,0.0,14,23.176,34.5,0.712,25,21,1.1,0
6.979,6,0,6,8,56.315,50,55,50.451,20,0,0.0,16,34.273,47.0,0.665,35,30,1.126,4
7.921,8,0,5,11,72.026,64,68,64.942,27,0,0.0,18,43.324,55.0,0.651,41,37,1.125,5
7.046,2,0,3,5,41.405,37,39,37.262,15,0,0.0,15,25.495,33.0,0.666,24,22,1.119,3
7.824,8,0,4,6,61.979,55,58,54.781,26,0,0.0,15,36.307,41.5,0.624,32,29,1.127,4
7.229,5,0,2,5,44.531,40,44,40.371,16,0,0.0,14,27.705,37.5,0.672,28,24,1.113,2
5.0,6,0,2,3,44.528,40,44,39.6,18,0,0.0,13,27.557,34.5,0.649,26,22,1.113,0
8.097,7,3,4,12,73.752,65,69,66.934,25,3,4.6,21,44.438,58.5,0.671,44,40,1.135,5
8.0,3,0,5,8,64.857,58,62,58.443,23,0,0.0,24,40.245,54.0,0.672,39,35,1.118,6
8.097,9,0,4,8,79.644,71,75,71.087,32,0,0.0,22,47.5,56.5,0.638,43,39,1.122,7
7.745,4,0,3,4,38.78,35,39,35.051,13,0,0.0,13,25.279,36.5,0.698,26,22,1.108,0
7.569,2,0,4,7,58.654,53,57,53.207,20,0,0.0,24,38.671,52.0,0.697,37,33,1.107,5
7.523,4,0,2,4,37.539,34,38,34.062,13,1,2.9,13,25.387,33.5,0.704,25,21,1.104,0
5.0,5,0,2,4,45.737,41,44,40.927,18,0,0.0,14,28.012,35.5,0.651,26,23,1.116,3
7.699,5,0,4,9,66.488,60,66,60.745,22,0,0.0,24,43.341,60.0,0.698,44,38,1.108,6
7.745,5,0,4,10,55.577,50,55,51.054,18,0,0.0,17,36.466,51.0,0.7,37,32,1.112,4
5.585,1,0,2,3,22.452,20,21,20.182,8,0,0.0,8,13.75,18.0,0.667,13,12,1.123,0
7.252,8,0,4,8,64.693,58,63,58.302,24,0,0.0,18,40.648,52.0,0.667,39,34,1.115,6
7.77,4,0,2,5,42.116,38,42,38.487,14,0,0.0,15,26.943,38.5,0.693,28,24,1.108,1
7.538,8,0,3,8,63.405,57,62,57.527,23,0,0.0,18,40.097,52.0,0.673,39,34,1.112,5
7.377,7,0,4,8,61.278,55,60,55.418,22,0,0.0,18,38.887,51.0,0.676,38,33,1.114,5
7.602,3,0,4,7,45.408,41,46,41.556,14,0,0.0,17,30.387,44.0,0.716,32,27,1.108,1
7.721,3,0,6,9,51.405,46,51,46.76,16,0,0.0,18,33.398,48.0,0.704,35,30,1.117,3
6.523,7,0,4,5,58.355,52,56,51.571,24,0,0.0,16,35.091,41.0,0.636,32,28,1.122,3
7.602,7,1,3,5,60.611,54,58,53.865,24,1,1.9,18,36.785,44.0,0.647,34,30,1.122,3
7.737,6,0,3,4,54.856,49,52,48.469,23,0,0.0,16,33.086,38.0,0.634,29,26,1.12,5
5.745,9,0,3,4,62.687,56,60,55.236,27,0,0.0,16,37.608,42.0,0.627,33,29,1.119,3
7.602,7,0,4,6,58.299,52,56,51.894,23,1,1.9,16,35.949,42.0,0.652,33,29,1.121,3
7.602,7,1,4,7,58.638,52,56,52.407,22,2,3.8,16,35.887,43.0,0.659,34,30,1.128,3
6.298,6,0,4,5,54.939,49,53,48.687,22,0,0.0,16,33.33,40.0,0.644,31,27,1.121,3
7.796,7,1,3,5,58.611,52,55,51.865,24,1,1.9,16,34.785,40.0,0.634,31,28,1.127,5
6.155,10,0,7,12,68.398,60,63,60.934,27,0,0.0,11,39.12,44.0,0.624,36,33,1.14,6
7.444,7,0,3,7,56.195,50,53,50.2,23,0,0.0,13,33.642,40.0,0.633,30,27,1.124,5
8.201,5,0,4,5,49.524,44,47,43.803,20,0,0.0,14,29.569,36.0,0.637,27,24,1.126,3
6.951,7,0,4,5,51.939,46,49,45.687,22,0,0.0,12,30.33,35.0,0.62,27,24,1.129,2
5.523,10,0,7,11,64.063,56,59,56.974,25,0,0.0,10,35.711,42.0,0.621,34,31,1.144,6
7.199,11,3,6,14,70.334,61,64,63.254,25,3,4.9,11,39.688,47.0,0.641,39,36,1.153,6
4.658,0,0,1,3,17.897,16,16,16.404,6,1,6.3,7,11.602,14.0,0.697,10,10,1.119,1
5.041,0,0,1,3,19.163,17,17,17.407,7,0,0.0,7,11.199,14.0,0.649,10,10,1.127,1
8.143,6,0,4,5,52.939,47,50,46.687,22,0,0.0,14,31.33,37.0,0.629,28,25,1.126,4
6.614,14,0,4,6,70.225,62,66,61.432,32,0,0.0,10,39.591,40.5,0.595,34,30,1.133,4
5.0,0,0,2,4,35.076,32,36,32.393,10,0,0.0,18,23.966,38.0,0.737,26,22,1.096,0
6.046,7,0,3,8,52.911,47,49,47.796,20,1,2.1,12,32.04,37.0,0.653,29,27,1.126,6
5.092,0,0,2,4,20.246,18,19,18.625,6,0,0.0,8,12.443,18.0,0.696,13,12,1.125,0
6.9,1,0,3,5,36.99,33,35,33.378,13,0,0.0,14,22.733,31.0,0.671,22,20,1.121,3
8.097,2,0,2,4,37.641,34,37,34.156,13,1,2.9,15,24.892,33.0,0.698,24,21,1.107,1
7.167,2,0,3,4,36.78,33,36,33.051,13,0,0.0,14,23.279,32.0,0.679,23,20,1.115,1
7.194,7,0,3,4,58.272,52,55,51.352,25,0,0.0,16,34.847,39.0,0.626,30,27,1.121,6
7.046,4,0,3,5,48.235,43,45,43.029,19,0,0.0,15,29.017,35.0,0.644,26,24,1.122,5
7.903,3,0,3,4,50.026,45,49,44.702,19,0,0.0,19,31.563,41.5,0.667,30,26,1.112,3
8.155,8,1,4,7,62.319,55,58,55.294,25,1,1.8,15,36.245,42.5,0.631,33,30,1.133,4
6.097,8,0,3,8,62.82,56,60,56.411,25,0,0.0,15,37.858,45.5,0.641,35,31,1.122,6
8.086,3,0,2,4,42.322,38,41,38.043,16,0,0.0,15,26.25,34.0,0.662,25,22,1.114,2
7.228,10,0,6,11,65.899,58,61,58.832,26,0,0.0,11,38.114,43.0,0.628,35,32,1.136,6
8.056,3,0,3,5,41.405,37,40,37.262,15,0,0.0,14,25.495,34.0,0.666,25,22,1.119,2
7.921,5,0,4,6,50.734,45,48,45.131,20,0,0.0,14,30.023,37.0,0.638,28,25,1.127,4
6.097,7,0,3,7,59.485,53,56,53.451,23,0,0.0,16,35.449,43.5,0.645,33,30,1.122,6
6.824,9,0,7,12,61.567,54,57,55.167,23,0,0.0,10,35.597,42.0,0.637,34,31,1.14,5
7.35,7,0,3,9,55.199,49,51,49.971,21,0,0.0,12,32.79,38.0,0.644,30,28,1.127,7
8.301,2,1,2,4,38.037,34,37,34.345,13,1,2.9,15,23.972,33.0,0.685,24,21,1.119,1
6.35,1,1,3,8,43.459,39,43,40.294,12,1,2.6,18,28.773,44.0,0.729,31,27,1.114,2
7.347,10,0,9,15,75.478,66,71,67.832,27,0,0.0,14,42.631,55.0,0.64,44,39,1.144,5
8.301,4,1,3,7,45.954,41,45,42.102,14,1,2.4,16,28.887,41.5,0.701,31,27,1.121,3
8.222,3,3,2,6,42.132,37,40,38.254,13,3,8.1,15,25.608,36.0,0.692,27,24,1.139,1
7.06,0,0,4,5,35.863,32,34,32.269,12,0,0.0,15,22.523,31.5,0.685,22,20,1.121,2
7.509,5,0,4,6,50.734,45,48,45.131,20,0,0.0,14,30.023,37.0,0.638,28,25,1.127,4
6.678,7,0,3,5,44.235,39,41,39.029,19,0,0.0,8,25.017,28.0,0.608,22,20,1.134,3
7.699,3,1,2,4,30.622,27,29,27.462,11,1,3.7,9,18.21,23.5,0.658,18,16,1.134,0
7.215,6,0,4,5,44.524,39,40,38.803,20,0,0.0,8,24.569,26.0,0.59,20,19,1.142,5
6.06,5,0,5,7,45.817,40,41,40.349,19,0,0.0,9,25.267,29.0,0.606,22,21,1.145,4
7.721,9,0,4,5,52.355,46,48,45.571,24,0,0.0,8,29.091,30.0,0.588,24,22,1.138,4
7.276,8,0,4,5,48.939,43,45,42.687,22,0,0.0,8,27.33,29.0,0.594,23,21,1.138,4
7.531,6,0,4,5,42.109,37,39,36.92,18,0,0.0,8,23.807,27.0,0.608,21,19,1.138,2
6.014,0,0,2,3,22.452,20,21,20.182,8,0,0.0,9,13.75,18.0,0.667,13,12,1.123,0
7.033,4,0,3,5,29.285,26,28,26.244,11,0,0.0,6,18.165,21.5,0.657,17,15,1.126,0
4.222,0,0,1,4,29.787,27,29,27.618,9,0,0.0,14,19.415,29.0,0.714,20,18,1.103,1
5.0,4,0,3,5,29.285,26,28,26.244,11,0,0.0,6,18.165,22.0,0.657,17,15,1.126,0
4.907,8,0,2,6,41.866,37,38,37.331,18,0,0.0,5,24.114,24.5,0.611,20,19,1.132,6
7.602,3,0,4,5,31.863,28,30,28.269,12,0,0.0,8,18.523,24.0,0.64,18,16,1.138,2
6.523,8,0,3,8,57.694,51,53,51.778,23,0,0.0,12,32.904,38.0,0.626,30,28,1.131,7
4.824,0,0,2,3,34.282,31,33,30.949,12,0,0.0,16,22.273,30.5,0.69,21,19,1.106,2
8.222,7,0,4,5,45.524,40,42,39.803,20,0,0.0,8,25.569,28.0,0.6,22,20,1.138,3
5.697,0,0,1,4,29.787,27,29,27.618,9,0,0.0,14,19.415,29.0,0.714,20,18,1.103,1
7.352,5,0,4,5,38.694,34,36,34.036,16,0,0.0,8,22.046,26.0,0.617,20,18,1.138,2
7.762,7,0,4,5,45.524,40,42,39.803,20,0,0.0,8,25.569,28.0,0.6,22,20,1.138,3
8.262,10,0,4,5,53.355,47,50,46.571,24,0,0.0,8,30.091,32.0,0.597,26,23,1.135,3
6.65,0,0,2,4,39.617,36,38,35.909,14,0,0.0,18,26.682,34.5,0.697,24,22,1.1,4
6.62,4,0,2,6,41.451,37,38,37.447,16,0,0.0,11,25.352,29.5,0.65,22,21,1.12,7
6.456,0,0,1,2,26.369,24,26,23.964,9,0,0.0,13,17.506,24.0,0.702,17,15,1.099,0
7.79,8,0,4,5,48.939,43,45,42.687,22,0,0.0,8,27.33,29.0,0.594,23,21,1.138,3
6.745,8,0,4,5,46.524,41,44,40.803,20,0,0.0,8,26.569,30.0,0.61,24,21,1.135,3
7.783,6,0,4,5,42.109,37,39,36.92,18,0,0.0,8,23.807,27.0,0.608,21,19,1.138,4
8.31,8,0,4,5,48.939,43,45,42.687,22,0,0.0,8,27.33,29.0,0.594,23,21,1.138,4
8.277,8,0,4,5,48.939,43,45,42.687,22,0,0.0,8,27.33,29.0,0.594,23,21,1.138,3
8.5,9,0,4,5,49.939,44,47,43.687,22,0,0.0,8,28.33,31.0,0.603,25,22,1.135,3
8.134,6,0,4,5,52.939,47,50,46.687,22,0,0.0,14,31.33,37.0,0.629,28,25,1.126,5
5.432,2,0,2,3,30.282,27,28,26.949,12,0,0.0,10,18.273,22.5,0.644,16,15,1.122,2
7.674,6,0,4,5,42.109,37,39,36.92,18,0,0.0,8,23.807,27.0,0.608,21,19,1.138,2
7.721,6,0,4,5,42.109,37,39,36.92,18,0,0.0,8,23.807,27.0,0.608,21,19,1.138,2
7.215,5,1,3,7,52.2,46,48,46.752,20,1,2.2,14,30.171,36.0,0.638,28,26,1.135,5
8.658,6,0,3,4,35.196,31,33,30.934,15,0,0.0,6,20.04,22.5,0.611,18,16,1.135,0
7.357,2,3,2,6,36.716,32,34,33.371,11,3,9.4,13,21.847,31.0,0.69,23,21,1.147,0
6.745,0,0,3,4,31.365,28,30,28.167,11,0,0.0,13,19.517,27.0,0.675,19,17,1.12,0
5.215,0,0,2,5,28.87,26,28,26.836,8,0,0.0,13,18.659,30.0,0.722,20,18,1.11,1
7.678,5,0,5,6,50.607,45,48,45.022,19,0,0.0,14,30.813,40.0,0.656,29,26,1.125,3
7.268,11,0,5,6,61.683,54,56,53.44,29,0,0.0,8,33.62,33.0,0.577,27,25,1.142,7
6.0,4,0,5,6,37.777,33,35,33.254,15,0,0.0,8,21.29,26.0,0.62,20,18,1.145,2
6.77,7,0,5,9,51.361,45,47,45.636,21,0,0.0,8,29.131,34.0,0.615,26,24,1.141,4
7.745,8,0,4,6,48.883,43,45,43.011,21,1,2.3,8,28.188,30.0,0.613,24,22,1.137,3
6.745,3,0,4,6,34.073,30,32,30.596,12,0,0.0,9,19.977,27.0,0.654,20,18,1.136,2
7.229,6,0,4,6,44.318,39,41,39.247,18,0,0.0,9,25.262,30.0,0.621,23,21,1.136,2
8.398,11,0,4,5,56.77,50,53,49.454,26,0,0.0,8,31.853,33.0,0.592,27,24,1.135,3
8.0,0,1,1,7,31.256,28,30,29.535,8,1,3.6,13,20.455,32.0,0.734,22,20,1.116,1
7.432,1,1,1,5,33.542,30,32,31.014,10,1,3.3,14,21.114,31.0,0.706,22,20,1.118,2
4.0,0,0,1,10,35.465,32,34,34.08,9,0,0.0,13,23.528,37.0,0.735,25,23,1.108,2
7.538,5,2,3,8,52.539,46,48,47.265,19,2,4.3,14,30.108,37.0,0.646,29,27,1.142,5
6.62,5,3,3,9,52.879,46,48,47.778,18,3,6.5,14,30.046,38.0,0.654,30,28,1.15,5
