pXC50,SpMin3_Bh.i.,SpMin4_Bh.m.,SpMin6_Bh.v.,ATS2i,SpMin4_Bh.e.,SpMin5_Bh.i.,SpMin3_Bh.e.,SpMax5_Bh.i.,SpMin4_Bh.v.,SpMin6_Bh.m.,SpMin8_Bh.e.,SpMin4_Bh.i.,SpMin3_Bh.p.,Mp,SpMax5_Bh.p.,SpMin5_Bh.v.,SpMax5_Bh.e.,SpMax5_Bh.v.,TIC2,SpMin4_Bh.s.,TIC3,SpMax3_Bh.p.,ATS1i,SpMin3_Bh.v.,SpMin5_Bh.e.,SpMax3_Bh.v.,MDDD,SpMin8_Bh.m.,CSI,IDMT,SpMin6_Bh.e.,Chi1_EA.ed.,SpMin5_Bh.p.,Si,Eta_betaS,TIC1,AECC,nBT,SpMin8_Bh.v.,ATS2e,UNIP,ECC,Eig11_EA.bo.,ATS5i,Xu,Chi1_EA.ri.,nH,RDCHI,SpMin6_Bh.p.,ATS3e,P_VSA_m_2,SpMin4_Bh.p.,ATS3i,SpMax6_Bh.i.,VAR,ON1,SpMax4_Bh.i.,LPRS,ON0V,Chi0_EA.ed.,ISIZ,nAT,SpMin8_Bh.i.,SpMin3_Bh.s.,ATS1e,SpMin7_Bh.v.,ON1V,CIC0,Sv,SssNH
4.301,1.401,1.446,1.29,4.365,1.312,1.144,1.448,3.377,1.597,1.232,0.564,1.262,1.759,0.659,3.069,1.485,3.33,3.099,172.666,0.423,186.666,3.418,3.849,1.715,1.178,3.382,20.479,0.923,470.0,9651.49,0.998,4.121,1.502,43.242,13.25,142.137,10.909,38,0.916,4.203,84,240.0,-0.625,4.479,22.282,11.109,16,3.388,1.298,4.456,129.427,1.662,4.668,3.14,94,5.139,3.519,104.03,6.867,8.783,199.421,38,0.517,0.776,3.725,1.064,2.297,3.371,24.293,7.064
4.301,1.437,1.449,1.193,4.203,1.269,0.981,1.466,3.009,1.475,1.227,0.616,1.219,1.581,0.693,2.817,1.308,2.922,2.805,113.806,0.511,127.315,3.328,3.643,1.593,1.021,3.327,10.778,0.855,266.0,3998.73,0.934,3.349,1.239,34.408,11.5,98.909,6.889,33,0.828,4.049,45,124.0,-0.757,4.26,17.534,10.183,13,2.972,1.177,4.211,109.774,1.494,4.348,2.976,44,3.889,3.303,74.201,6.367,7.052,153.58,31,0.561,0.683,3.547,0.877,1.765,3.507,20.612,0.0
5.567,1.449,1.181,1.107,4.087,1.248,0.876,1.39,3.053,1.481,1.098,0.573,1.181,1.578,0.709,2.801,1.119,3.036,2.842,117.332,0.484,129.697,3.511,3.572,1.604,0.904,3.432,11.928,0.572,339.0,5468.02,0.886,3.41,1.153,33.332,11.5,100.087,8.632,31,0.838,3.999,59,164.0,-1.016,4.039,19.124,10.072,11,3.1,1.062,4.174,116.662,1.436,4.303,2.925,50,4.153,3.301,82.986,5.7,7.217,147.207,30,0.534,0.609,3.519,0.915,1.618,3.139,20.702,0.0
4.879,1.561,1.67,1.368,4.542,1.361,1.253,1.602,3.278,1.593,1.401,0.886,1.292,1.776,0.675,2.952,1.581,3.187,2.964,173.681,0.754,189.555,3.604,3.966,1.782,1.32,3.619,18.083,1.181,469.0,10450.3,1.065,4.205,1.546,48.235,15.0,148.294,9.25,45,1.107,4.359,78,222.0,0.277,4.858,23.042,12.938,19,3.443,1.333,4.538,151.231,1.601,4.705,3.193,74,5.222,3.402,112.464,9.267,8.948,233.329,43,0.821,0.914,3.847,1.261,2.518,3.911,27.708,0.0
4.301,1.498,1.564,1.275,4.424,1.381,1.096,1.538,3.227,1.568,1.227,0.67,1.318,1.681,0.729,3.002,1.43,3.14,2.973,169.015,0.7,188.666,3.583,3.867,1.709,1.174,3.568,15.314,1.038,405.0,7589.87,1.006,4.059,1.385,42.243,14.0,134.467,8.318,41,1.001,4.265,65,183.0,0.142,4.795,21.127,12.962,16,3.366,1.282,4.503,154.591,1.562,4.686,3.103,63,4.667,3.31,98.672,7.21,8.523,199.421,38,0.596,1.024,3.75,1.052,2.294,3.785,25.777,0.0
4.301,1.494,1.482,1.308,4.44,1.298,1.196,1.552,3.009,1.623,1.326,0.886,1.233,1.699,0.688,2.793,1.473,2.971,2.765,165.911,0.469,171.911,3.481,3.864,1.718,1.259,3.523,18.628,1.092,432.0,8417.78,1.087,4.015,1.507,42.823,14.25,140.592,9.227,40,1.107,4.279,71,203.0,0.084,4.708,21.671,12.45,16,3.412,1.354,4.479,135.989,1.669,4.659,2.95,70,4.806,3.534,100.945,7.433,8.515,199.421,38,0.804,0.924,3.749,1.306,2.311,3.49,24.863,0.0
4.301,1.595,1.811,1.467,4.857,1.596,1.415,1.652,3.508,1.812,1.513,1.071,1.539,1.893,0.658,3.347,1.61,3.476,3.353,251.746,0.989,282.965,3.502,4.254,1.884,1.453,3.52,31.173,1.38,878.0,24625.9,1.214,5.851,1.604,64.106,19.5,197.433,13.367,60,1.307,4.678,144,401.0,1.253,5.253,28.968,16.993,27,4.277,1.473,4.932,163.575,1.805,5.13,3.334,136,6.611,3.696,157.447,10.267,12.256,332.475,57,0.999,1.04,4.135,1.429,3.304,4.35,35.53,2.954
4.561,1.38,1.354,1.107,4.182,1.224,1.115,1.404,3.241,1.552,1.181,0.654,1.191,1.663,0.701,2.899,1.441,3.215,2.962,134.814,0.232,152.465,3.339,3.747,1.6,1.148,3.398,18.541,0.92,458.0,9618.4,0.886,4.077,1.486,37.076,15.0,112.407,9.435,35,0.939,4.087,76,217.0,0.088,4.365,22.42,12.481,10,3.445,1.08,4.313,166.505,1.653,4.453,2.958,79,4.972,3.406,107.219,5.983,8.644,166.465,33,0.577,0.443,3.652,1.077,1.758,3.267,23.525,2.597
4.973,1.434,1.642,1.429,4.634,1.455,1.152,1.49,3.33,1.62,1.424,0.703,1.401,1.749,0.642,3.066,1.447,3.272,3.079,195.46,0.825,211.46,3.365,4.003,1.762,1.205,3.365,19.614,1.015,501.0,10036.9,1.153,4.364,1.461,49.86,15.5,154.002,10.217,46,1.011,4.444,83,235.0,0.396,4.96,22.675,13.017,21,3.541,1.376,4.68,108.598,1.605,4.892,3.206,92,5.194,3.508,108.261,8.05,9.413,240.215,44,0.645,0.938,3.885,1.217,2.779,3.892,26.95,0.0
4.509,1.43,1.47,1.091,4.204,1.25,0.825,1.476,3.003,1.478,1.046,0.642,1.195,1.628,0.696,2.766,1.107,2.957,2.79,136.465,0.573,156.465,3.372,3.719,1.641,0.886,3.369,13.24,0.926,381.0,6313.36,0.87,3.855,1.115,37.037,12.5,111.936,8.8,35,0.892,4.067,62,176.0,-0.34,4.503,19.957,11.235,13,3.307,1.062,4.33,141.54,1.48,4.515,2.925,66,4.417,3.361,88.772,5.793,8.116,166.465,33,0.565,0.741,3.614,0.913,1.841,3.458,22.302,3.224
4.301,1.522,1.604,1.468,4.652,1.446,1.296,1.572,3.328,1.587,1.521,1.078,1.411,1.73,0.733,3.188,1.513,3.263,3.138,233.059,0.78,248.568,3.74,4.057,1.738,1.314,3.687,23.15,1.292,555.0,14789.2,1.228,5.134,1.46,53.072,16.5,174.859,9.444,51,1.259,4.485,93,255.0,0.927,4.913,25.454,15.677,21,3.806,1.424,4.677,178.11,1.557,4.85,3.277,96,5.972,3.601,131.464,9.517,10.942,268.078,48,1.018,0.944,3.952,1.345,2.883,4.106,32.18,0.0
4.301,1.568,1.738,1.322,4.54,1.521,1.398,1.614,3.301,1.717,1.326,0.872,1.462,1.747,0.702,3.165,1.633,3.217,3.082,209.95,0.801,220.705,3.609,3.995,1.771,1.441,3.607,21.0,1.153,548.0,13495.8,1.092,4.653,1.621,49.238,17.0,172.931,10.038,46,1.125,4.375,92,261.0,0.951,4.86,24.726,14.316,18,3.606,1.283,4.578,165.154,1.704,4.741,3.194,90,5.806,3.566,125.636,8.683,10.092,240.215,44,0.798,0.916,3.88,1.191,2.476,3.767,29.39,2.552
4.301,1.436,1.434,1.107,4.152,1.325,0.927,1.473,2.925,1.544,1.053,0.725,1.309,1.597,0.747,2.754,1.188,2.854,2.715,118.8,0.465,134.452,3.559,3.667,1.615,0.977,3.546,13.26,0.864,355.0,5848.0,0.886,4.047,1.235,33.368,13.25,99.555,7.85,33,0.976,4.041,57,157.0,0.619,4.241,19.637,11.992,10,3.363,1.11,4.153,145.151,1.582,4.323,2.843,54,4.361,3.324,87.167,5.55,8.483,147.207,30,0.647,0.738,3.576,1.072,1.719,3.151,21.568,0.0
4.301,1.664,1.725,1.468,4.852,1.5,1.256,1.712,3.407,1.638,1.513,1.096,1.497,1.851,0.651,3.123,1.626,3.306,3.089,224.851,0.869,250.07,3.607,4.171,1.874,1.351,3.606,18.905,1.302,465.0,12942.1,1.238,4.66,1.584,59.607,17.25,167.108,8.0,56,1.336,4.665,78,216.0,0.996,5.391,24.674,14.753,26,3.533,1.496,4.997,108.079,1.664,5.214,3.262,92,6.042,3.669,127.772,10.233,10.374,303.58,53,1.038,1.098,4.051,1.429,3.9,4.284,32.509,0.0
4.301,1.827,1.518,1.148,4.415,1.319,1.04,1.854,3.165,1.548,1.181,0.88,1.254,1.938,0.685,2.966,1.293,3.118,2.97,159.29,0.673,197.065,3.788,3.964,1.952,1.084,3.781,19.747,1.088,505.0,12562.4,0.886,4.865,1.292,47.946,15.0,125.939,9.52,45,1.107,4.284,85,238.0,0.874,4.771,24.197,13.658,18,3.719,1.181,4.572,153.661,1.563,4.747,3.001,83,5.611,3.463,120.343,7.333,10.235,233.329,43,0.821,1.036,3.865,1.107,2.303,3.913,28.402,0.0
4.237,1.364,1.377,0.823,4.127,1.182,0.828,1.416,2.956,1.389,0.877,0.449,1.127,1.582,0.723,2.747,1.083,2.916,2.753,110.772,0.444,122.382,3.306,3.548,1.58,0.869,3.313,6.215,0.754,215.0,2963.2,0.638,3.181,1.089,29.867,11.5,91.263,5.529,30,0.708,3.989,37,94.0,-0.644,4.297,16.116,10.076,10,2.901,0.799,4.261,99.528,1.376,4.428,2.699,29,3.583,3.265,66.417,5.067,6.766,128.382,27,0.374,0.669,3.451,0.789,1.729,3.279,18.865,0.0
4.301,1.509,1.238,1.187,4.306,1.139,0.9,1.532,2.972,1.385,1.181,0.844,1.069,1.684,0.751,2.801,1.301,2.955,2.798,108.796,0.321,124.015,3.596,3.853,1.664,0.982,3.609,18.458,0.845,502.0,11365.2,0.886,4.831,1.407,39.705,16.0,99.086,9.12,38,1.107,4.187,78,228.0,1.164,4.488,23.73,14.818,10,3.633,1.292,4.36,207.973,1.455,4.53,2.925,81,5.444,3.661,117.793,6.469,10.244,179.525,35,0.734,0.747,3.737,1.107,1.959,3.366,25.88,0.0
4.366,1.397,1.513,1.107,4.335,1.153,0.913,1.44,3.06,1.429,1.144,0.377,1.064,1.639,0.678,2.894,1.182,3.026,2.855,124.955,0.825,134.465,3.321,3.686,1.656,0.948,3.316,10.962,0.811,303.0,4045.77,0.886,3.376,1.197,37.08,10.5,100.691,8.529,34,0.736,4.155,51,145.0,-1.0,4.554,17.55,9.552,16,3.058,1.062,4.394,70.44,1.376,4.614,2.925,45,3.861,3.206,71.833,5.76,7.044,166.465,33,0.297,0.939,3.575,0.95,2.037,3.458,20.691,0.0
4.301,1.525,1.651,1.521,4.644,1.395,1.162,1.559,3.34,1.643,1.57,0.985,1.348,1.788,0.633,3.056,1.543,3.267,3.056,210.046,0.745,222.046,3.454,4.041,1.769,1.239,3.468,21.414,1.24,390.0,9315.26,1.187,4.297,1.527,53.192,14.25,156.007,8.478,48,1.197,4.448,73,195.0,-0.03,4.996,22.215,12.214,24,3.359,1.489,4.623,146.369,1.641,4.827,3.305,85,5.417,3.506,106.252,9.583,9.425,261.066,47,0.918,0.778,3.916,1.383,2.875,4.082,27.982,6.286
5.049,1.582,1.513,1.306,4.553,1.249,1.136,1.615,3.22,1.478,1.136,0.88,1.216,1.814,0.665,3.019,1.429,3.191,3.026,206.705,0.825,213.46,3.484,4.019,1.794,1.153,3.496,25.142,1.088,693.0,16435.3,1.151,4.914,1.376,49.867,17.25,178.731,12.5,46,1.148,4.412,117,325.0,0.95,4.711,25.844,14.846,18,3.922,1.283,4.636,117.188,1.508,4.806,3.206,98,5.778,3.522,131.012,7.533,10.354,240.215,44,0.855,0.956,3.924,1.198,2.367,3.606,28.534,2.336
4.301,1.616,1.699,1.604,4.863,1.536,1.408,1.634,3.578,1.742,1.599,1.153,1.51,1.842,0.669,3.288,1.63,3.522,3.293,256.973,0.901,282.947,3.725,4.251,1.813,1.462,3.743,28.75,1.44,606.0,22777.7,1.432,6.264,1.631,62.983,21.75,205.686,8.625,60,1.429,4.707,107,276.0,1.331,5.15,28.842,18.379,24,4.109,1.588,4.967,179.174,1.752,5.186,3.301,111,7.083,3.774,162.132,10.433,13.305,325.212,56,1.064,0.945,4.146,1.53,3.811,4.216,36.213,2.912
4.301,1.362,1.518,1.073,4.168,1.246,0.947,1.433,3.098,1.504,1.07,0.478,1.169,1.716,0.72,2.815,1.258,3.001,2.776,128.07,0.544,144.07,3.341,3.67,1.704,1.001,3.269,11.667,0.743,321.0,4771.6,0.868,3.307,1.234,34.933,11.25,113.315,8.611,32,0.774,3.995,56,155.0,-0.97,4.187,18.349,10.086,13,3.068,1.039,4.149,139.715,1.484,4.335,2.922,48,3.944,3.234,77.562,6.093,6.871,153.58,31,0.407,0.636,3.536,1.052,1.663,3.198,20.734,6.06
5.827,1.177,1.181,1.009,3.913,0.886,0.821,1.191,2.925,1.107,0.964,0.0,0.867,1.42,0.764,2.735,1.032,2.854,2.715,86.096,0.218,106.096,3.167,3.437,1.374,0.884,3.161,9.702,0.381,262.0,3448.78,0.812,3.216,1.007,27.628,10.5,68.096,7.059,27,0.23,3.824,42,120.0,-1.116,3.83,16.824,9.718,8,2.959,0.99,4.037,98.647,1.062,4.182,2.853,45,3.694,2.935,69.011,4.593,6.772,116.096,25,0.0,0.325,3.366,0.734,1.433,2.884,18.414,0.0
4.0,1.653,1.641,1.187,4.482,1.46,1.097,1.714,3.276,1.673,1.175,0.871,1.409,1.88,0.667,2.97,1.408,3.186,2.976,175.722,0.814,207.722,3.519,3.951,1.903,1.169,3.501,19.032,1.083,446.0,9434.25,0.928,4.47,1.4,47.235,14.25,139.948,9.174,44,1.066,4.315,73,211.0,0.347,4.717,22.368,12.718,19,3.496,1.193,4.578,137.266,1.684,4.798,3.049,82,5.25,3.485,106.695,7.667,9.603,226.477,42,0.808,1.031,3.835,1.132,2.69,3.87,26.708,0.0
4.301,1.561,1.51,1.221,4.289,1.328,1.122,1.571,3.272,1.514,1.202,0.717,1.319,1.691,0.733,3.059,1.414,3.24,3.075,138.608,0.59,161.362,3.616,3.774,1.677,1.161,3.623,17.333,0.946,482.0,9902.94,1.049,4.326,1.408,39.329,14.75,107.714,9.125,39,0.983,4.2,74,219.0,1.049,4.498,22.805,13.092,12,3.48,1.246,4.431,136.337,1.546,4.534,2.956,87,5.167,3.365,111.135,7.167,9.226,186.117,36,0.677,0.787,3.712,1.107,2.174,3.818,26.02,0.0
4.301,1.433,1.552,1.227,4.384,1.371,1.128,1.482,3.257,1.529,1.157,0.718,1.359,1.723,0.7,3.026,1.469,3.183,3.01,175.911,0.604,183.911,3.341,3.857,1.735,1.208,3.354,15.645,1.008,374.0,8413.2,0.999,4.12,1.418,42.534,14.5,149.812,7.739,40,1.006,4.248,66,178.0,0.258,4.668,21.718,12.894,15,3.292,1.285,4.411,148.255,1.503,4.558,3.185,73,5.139,3.376,103.985,7.567,8.985,199.421,38,0.647,0.873,3.758,1.191,2.287,3.477,25.557,0.0
4.516,1.507,1.642,1.107,4.481,1.401,1.138,1.577,2.979,1.647,1.181,0.75,1.323,1.751,0.684,2.798,1.459,2.92,2.787,156.479,0.891,172.131,3.59,3.876,1.793,1.214,3.581,16.88,0.968,434.0,7853.91,0.886,4.033,1.433,44.017,13.25,127.608,9.571,41,0.952,4.301,75,201.0,0.049,4.667,21.19,11.955,18,3.468,1.062,4.576,120.176,1.642,4.811,2.96,58,4.667,3.351,96.44,6.819,8.553,206.131,39,0.696,1.106,3.752,1.028,2.453,3.758,24.995,3.217
4.741,1.543,1.513,1.364,4.704,1.442,1.064,1.598,3.347,1.696,1.173,0.789,1.416,1.872,0.663,2.955,1.429,3.306,3.028,208.379,0.781,220.379,3.446,4.082,1.835,1.153,3.472,26.867,1.077,760.0,21804.9,1.069,5.461,1.46,52.199,22.0,184.769,11.667,48,1.067,4.577,123,350.0,1.162,4.894,28.22,18.006,15,4.039,1.376,4.779,163.315,1.77,4.933,3.206,124,6.326,3.632,153.645,8.005,11.41,247.133,45,0.782,0.825,3.991,1.1,2.487,3.388,30.631,3.928
4.301,1.452,1.507,1.177,4.315,1.314,1.22,1.495,3.153,1.572,1.175,0.677,1.231,1.655,0.72,2.954,1.465,3.076,2.938,132.709,0.649,154.709,3.399,3.787,1.657,1.263,3.39,12.78,0.939,389.0,6066.2,0.996,3.922,1.45,37.989,13.0,110.974,8.6,37,0.879,4.166,61,172.0,0.0,4.427,19.783,11.93,14,3.367,1.146,4.343,150.478,1.592,4.547,2.959,60,4.25,3.414,87.989,6.317,8.145,172.974,34,0.565,0.757,3.667,1.022,1.951,3.527,22.907,6.948
4.301,1.613,1.586,1.464,4.731,1.292,1.144,1.677,3.343,1.628,1.513,1.004,1.255,1.868,0.641,3.017,1.542,3.28,3.049,204.101,0.825,229.611,3.534,4.113,1.87,1.209,3.541,25.588,1.183,623.0,16274.0,1.153,4.834,1.528,55.824,18.0,162.101,11.0,51,1.305,4.554,107,297.0,0.935,5.234,25.934,15.056,22,3.789,1.475,4.758,129.378,1.718,4.944,3.295,96,6.139,3.55,134.216,9.41,10.644,275.121,49,0.922,1.006,4.002,1.429,2.765,3.91,30.575,0.0
4.301,1.454,1.302,1.159,4.147,1.11,0.908,1.477,3.072,1.333,1.08,0.394,1.08,1.654,0.669,2.813,1.21,3.041,2.841,132.49,0.369,148.0,3.378,3.663,1.634,0.928,3.391,14.244,0.758,302.0,5240.95,0.893,3.58,1.236,35.827,11.5,112.98,7.789,33,0.751,4.025,53,148.0,-0.792,4.447,18.889,9.99,13,3.076,1.151,4.302,92.416,1.389,4.482,3.02,57,4.25,3.228,81.997,5.483,7.526,160.0,32,0.335,0.711,3.573,0.865,1.767,3.419,21.041,2.856
4.539,1.621,1.702,1.429,4.828,1.543,1.147,1.68,3.378,1.764,1.513,0.883,1.49,1.933,0.636,3.075,1.443,3.314,3.109,221.58,0.825,237.58,3.519,4.223,1.926,1.2,3.535,28.968,1.137,712.0,20608.4,1.153,5.813,1.484,60.564,20.5,189.97,11.276,56,1.14,4.649,117,327.0,1.132,5.05,27.697,17.118,24,4.164,1.376,4.875,157.856,1.784,5.087,3.206,126,6.417,3.675,148.12,9.15,12.087,303.58,53,0.839,1.057,4.104,1.429,3.069,4.043,32.729,2.945
4.336,1.257,1.417,1.087,4.181,1.199,0.867,1.301,3.009,1.487,1.093,0.587,1.137,1.54,0.719,2.891,1.308,2.925,2.797,120.187,0.479,124.942,3.279,3.618,1.542,0.934,3.239,11.869,0.451,266.0,3760.45,0.904,3.014,1.239,33.62,11.25,107.168,7.706,31,0.721,4.001,48,131.0,-1.0,4.121,17.111,9.856,13,2.902,1.038,4.023,102.944,1.456,4.159,2.969,44,3.806,3.239,70.486,6.4,6.482,147.207,30,0.564,0.575,3.508,0.977,1.515,3.097,19.787,3.092
4.301,1.503,1.631,1.367,4.423,1.303,1.155,1.556,3.343,1.564,1.283,0.649,1.233,1.798,0.662,3.031,1.526,3.267,3.08,167.716,0.718,189.367,3.416,3.877,1.78,1.196,3.429,17.322,1.007,466.0,9310.17,1.1,3.99,1.499,44.946,13.0,132.355,10.318,41,0.959,4.256,83,227.0,-0.552,4.719,22.106,11.419,18,3.425,1.338,4.487,132.509,1.62,4.676,3.186,72,4.917,3.476,103.348,7.783,8.481,212.877,40,0.565,0.993,3.761,1.199,2.346,3.783,25.402,3.223
4.301,1.459,1.636,1.128,4.483,1.296,0.994,1.512,3.159,1.559,1.226,0.748,1.212,1.69,0.669,2.95,1.311,3.1,2.922,157.157,0.898,174.666,3.391,3.813,1.717,1.051,3.378,11.975,1.038,324.0,4839.39,0.886,3.425,1.298,42.701,10.5,112.666,8.667,39,1.03,4.279,57,156.0,-0.704,4.714,18.439,9.805,20,3.112,1.067,4.594,75.149,1.512,4.838,2.925,50,4.028,3.352,77.824,6.926,7.163,199.421,38,0.629,0.999,3.684,1.107,2.537,3.817,23.029,0.0
4.301,1.482,1.564,1.249,4.214,1.212,1.031,1.491,3.231,1.527,1.224,0.709,1.152,1.599,0.71,2.945,1.4,3.156,2.945,145.954,0.574,156.709,3.117,3.701,1.624,1.11,3.13,13.0,0.848,332.0,6292.51,1.026,3.391,1.358,37.827,12.0,127.69,8.15,35,0.926,4.065,63,163.0,-0.446,4.503,19.824,10.867,14,3.143,1.255,4.163,147.544,1.507,4.277,3.137,56,4.611,3.287,88.678,7.267,7.623,172.974,34,0.672,0.715,3.614,1.051,1.849,3.409,22.82,0.0
4.301,1.475,1.513,1.301,4.685,1.359,1.064,1.52,3.227,1.625,1.17,0.78,1.311,1.85,0.636,2.941,1.429,3.177,2.91,181.82,0.825,202.574,3.375,4.017,1.791,1.153,3.428,23.396,0.986,602.0,14451.5,0.987,4.725,1.376,50.032,18.5,158.045,10.885,45,1.039,4.54,95,283.0,0.559,4.901,25.203,15.306,17,3.721,1.369,4.761,111.205,1.669,4.94,3.206,110,5.549,3.53,127.425,7.438,9.87,233.329,43,0.782,0.969,3.919,1.067,2.45,3.386,27.642,4.104
4.301,1.62,1.623,1.28,4.574,1.456,1.064,1.675,3.206,1.603,1.3,0.78,1.419,1.887,0.675,2.957,1.429,3.111,2.956,185.678,0.825,207.329,3.531,3.986,1.888,1.153,3.543,16.389,1.077,419.0,9722.88,1.078,4.844,1.376,48.235,16.0,148.619,7.917,46,1.041,4.413,68,190.0,1.0,5.023,22.74,14.016,19,3.567,1.27,4.669,145.18,1.592,4.87,3.151,70,5.333,3.506,110.619,7.55,10.202,233.329,43,0.707,0.979,3.878,1.158,2.571,3.911,27.708,0.0
4.301,1.516,1.468,1.379,4.279,1.333,1.164,1.551,3.457,1.559,1.268,0.737,1.308,1.751,0.7,3.034,1.508,3.396,3.133,158.75,0.448,184.75,3.641,3.844,1.72,1.194,3.659,23.498,1.01,600.0,13973.4,1.147,4.86,1.506,41.492,16.0,122.696,11.28,39,1.003,4.176,104,282.0,1.187,4.461,24.785,13.538,12,3.813,1.437,4.362,184.689,1.669,4.513,3.079,94,5.611,3.502,123.189,6.683,10.276,192.75,37,0.666,0.727,3.753,1.063,1.992,3.473,26.052,2.348
4.301,1.738,1.513,1.328,4.588,1.408,1.119,1.792,3.275,1.599,1.248,0.879,1.434,1.921,0.715,3.121,1.429,3.261,3.105,173.82,0.825,199.329,3.671,3.962,1.945,1.153,3.66,20.506,1.071,562.0,12414.7,1.129,4.606,1.376,47.786,15.75,143.355,10.16,46,1.107,4.455,94,254.0,1.0,4.738,24.198,14.378,18,3.693,1.355,4.728,104.411,1.563,4.908,3.206,80,5.361,3.537,120.171,7.65,9.807,233.329,43,0.821,1.076,3.88,1.131,2.728,3.695,28.776,0.0
4.908,1.369,1.413,1.109,4.202,1.219,1.114,1.395,3.232,1.547,1.074,0.56,1.188,1.663,0.693,2.922,1.429,3.2,2.969,140.814,0.421,160.465,3.332,3.735,1.591,1.161,3.391,16.124,0.91,402.0,8085.8,0.855,3.979,1.438,36.993,14.25,121.162,8.636,35,0.874,4.1,67,190.0,0.038,4.347,21.381,12.033,11,3.36,1.115,4.31,128.903,1.634,4.465,3.003,72,4.861,3.321,100.062,5.933,8.545,166.465,33,0.496,0.587,3.647,1.015,1.796,3.316,23.031,2.621
4.333,1.024,1.052,0.43,3.793,1.071,0.532,1.092,2.655,1.331,0.295,0.0,0.989,1.387,0.71,2.392,0.922,2.582,2.348,70.929,0.071,76.929,3.034,3.265,1.36,0.634,3.02,4.056,0.0,110.0,1030.79,0.048,2.088,0.875,22.744,8.25,66.929,4.417,21,0.0,3.601,22,53.0,-2.505,3.837,11.566,6.943,8,2.327,0.324,3.642,86.018,1.315,3.822,2.206,17,2.583,2.826,40.298,4.333,4.438,86.439,20,0.0,0.418,3.142,0.269,1.107,2.583,13.326,0.0
4.301,1.394,1.542,1.367,4.593,1.289,1.064,1.459,3.206,1.511,1.351,0.744,1.239,1.695,0.625,2.941,1.429,3.111,2.91,182.703,0.825,193.722,3.29,3.942,1.708,1.153,3.296,14.608,1.042,330.0,6691.83,1.073,3.756,1.376,47.86,13.5,132.257,7.762,43,1.066,4.39,58,163.0,-0.391,5.002,20.324,11.153,21,3.132,1.362,4.68,93.023,1.497,4.904,3.184,61,4.917,3.385,92.789,7.667,8.395,226.477,42,0.685,0.967,3.818,1.229,2.679,3.818,24.95,0.0
4.0,1.505,1.479,1.112,4.406,1.322,0.908,1.562,3.146,1.561,1.143,0.763,1.267,1.783,0.68,2.826,1.253,3.068,2.842,145.362,0.589,167.362,3.357,3.841,1.79,0.977,3.364,12.916,0.989,329.0,6064.12,0.892,3.792,1.28,40.405,14.0,122.508,7.048,39,0.973,4.261,52,148.0,0.008,4.75,19.894,12.197,15,3.206,1.099,4.538,144.289,1.57,4.714,2.957,55,4.611,3.448,90.743,6.7,8.357,186.117,36,0.714,0.983,3.727,1.016,2.263,3.593,23.655,6.146
4.301,1.469,1.472,1.13,4.266,1.355,1.168,1.491,3.206,1.59,1.122,0.685,1.297,1.688,0.752,3.04,1.39,3.157,3.039,158.117,0.452,184.117,3.473,3.819,1.636,1.216,3.455,17.521,0.9,539.0,11055.4,0.952,4.47,1.395,39.831,15.5,127.588,10.125,39,0.9,4.165,86,243.0,0.611,4.484,23.367,14.128,12,3.66,1.131,4.404,153.646,1.591,4.55,2.99,80,5.111,3.466,113.944,6.443,9.346,186.117,36,0.667,0.685,3.734,1.057,1.977,3.468,26.153,0.0
4.792,1.31,1.248,1.046,4.092,1.1,0.855,1.362,3.0,1.302,1.047,0.527,1.056,1.622,0.707,2.755,1.148,2.976,2.776,142.39,0.289,158.0,3.36,3.7,1.598,0.88,3.303,14.9,0.808,401.0,7076.97,0.818,3.903,1.177,35.993,12.5,114.39,9.65,33,0.841,3.963,73,193.0,-0.38,4.199,20.504,10.946,12,3.347,1.038,4.196,150.098,1.299,4.361,2.896,58,4.556,3.212,91.157,5.383,8.205,160.0,32,0.47,0.394,3.591,0.976,1.565,3.16,21.81,5.482
4.301,1.344,1.417,1.2,4.304,1.249,0.818,1.381,3.058,1.426,1.128,0.575,1.218,1.521,0.736,2.815,1.308,2.991,2.801,132.07,0.528,132.07,3.432,3.696,1.558,0.934,3.382,9.402,0.669,272.0,4436.81,0.9,3.294,1.239,34.703,13.25,116.361,6.421,34,0.803,4.161,46,122.0,-0.568,4.454,18.094,11.902,12,3.039,1.176,4.341,94.636,1.441,4.465,3.009,42,3.833,3.181,78.902,6.417,6.932,153.58,31,0.513,0.835,3.603,1.007,1.807,3.098,21.282,0.0
4.301,1.41,1.417,1.308,4.428,1.172,1.04,1.492,3.117,1.426,1.294,0.784,1.127,1.694,0.661,2.889,1.308,3.083,2.894,128.975,0.469,135.73,3.299,3.822,1.742,1.068,3.271,11.801,0.913,290.0,5244.65,0.934,3.31,1.239,42.029,12.0,115.937,7.474,38,0.983,4.219,56,142.0,-1.0,4.849,18.883,10.21,18,3.038,1.239,4.437,126.138,1.469,4.673,3.009,41,4.194,3.437,82.161,7.85,7.127,192.75,37,0.748,0.989,3.69,1.251,2.357,3.545,22.675,2.91
