pXC50,Eig01_AEA.dm.,SpDiam_AEA.dm.,SpMax_AEA.dm.,NddssS,P_VSA_s_1,S.110,SddssS,SpMin1_Bh.v.,Eta_sh_x,SpMax3_Bh.v.,nSO2N,nS,P_VSA_i_1,ATSC3m,SpMax3_Bh.e.,MATS1m,SdO,CATS2D_06_AA,X3Av,X5Av,SpMin2_Bh.v.,X4Av,SpDiam_AEA.bo.,H.052,ATSC3p,Eig01_EA.bo.,SM11_AEA.ri.,SM12_EA.bo.,SM13_EA.bo.,SM14_EA.bo.,SM15_EA.bo.,SpDiam_EA.bo.,SpMax_EA.bo.,NdO,SpMax1_Bh.p.,MATS4e,SpMin1_Bh.i.,X2v,SM09_EA.bo.,SM10_EA.bo.,SM11_EA.bo.,SpMax4_Bh.p.,SpMax3_Bh.i.,nDB,SM13_EA.ed.,SM14_EA.ed.,SM15_EA.ed.,ATSC4m,GATS4e,ATS1m,SM05_EA.bo.,SM07_EA.bo.,N.068,SM06_EA.bo.,SM08_EA.bo.,SM12_AEA.ed.,SM13_AEA.ed.,SpMax3_Bh.s.,GATS4s,GATS3m,SM08_AEA.bo.,SpMax4_Bh.e.,MATS1p,Hypertens.50,SM11_AEA.ed.
4.523,4.727,6.727,4.727,1,5.807,1,-3.664,2.092,0.08,3.519,1,2,37.085,24.885,3.658,0.165,36.238,3,0.141,0.052,1.915,0.086,5.88,0,9.836,4.765,4.765,18.851,20.382,21.93,23.474,7.765,4.765,3,4.103,-0.344,1.99,7.729,14.245,15.798,17.304,3.143,3.627,3,33.975,36.587,39.197,28.797,1.552,3.647,8.151,11.202,1,9.877,12.793,24.582,26.592,6.999,1.539,1.398,13.248,3.287,-0.022,0,22.58
5.18,4.732,6.732,4.732,1,5.807,1,-3.738,2.072,0.083,3.492,1,1,5.807,20.61,3.636,0.212,36.401,3,0.116,0.04,1.964,0.068,5.873,2,8.589,4.785,4.785,18.895,20.428,21.984,23.532,7.785,4.785,3,4.108,-0.311,1.985,6.651,14.264,15.834,17.337,3.2,3.61,3,34.305,36.942,39.577,23.284,1.509,3.556,8.146,11.206,0,9.904,12.822,24.7,26.718,6.999,1.482,1.224,13.276,3.333,-0.062,0,22.689
4.509,3.538,5.538,3.538,0,0.0,0,0.0,2.028,0.0,3.117,0,0,0.0,12.114,3.34,-0.059,11.213,0,0.075,0.022,1.948,0.041,5.007,0,5.072,4.031,4.031,17.322,18.639,20.068,21.415,7.031,4.031,1,3.897,-0.098,1.91,3.855,13.063,14.595,15.857,3.066,3.393,2,30.073,32.349,34.603,13.691,1.224,3.161,7.389,10.249,0,9.292,11.906,22.966,24.807,6.401,1.17,0.903,12.597,3.243,0.196,0,21.13
4.046,3.617,5.617,3.617,0,0.0,0,0.0,2.128,0.0,3.423,0,0,0.0,13.656,3.523,0.032,11.373,1,0.077,0.022,1.794,0.041,5.356,0,5.051,4.507,4.507,18.202,19.657,21.163,22.642,7.507,4.507,1,4.019,-0.069,2.026,4.638,13.718,15.275,16.682,3.098,3.554,1,30.864,33.239,35.601,14.817,1.002,3.257,7.78,10.758,0,9.657,12.411,23.047,24.9,4.996,0.931,1.068,12.803,3.318,0.012,0,21.202
4.569,3.616,5.616,3.616,0,0.0,0,0.0,2.135,0.0,3.384,0,0,0.0,11.687,3.494,-0.027,11.388,0,0.075,0.021,1.948,0.039,5.255,0,5.539,4.524,4.524,18.265,19.717,21.231,22.71,7.524,4.524,1,4.036,-0.11,2.041,4.428,13.758,15.335,16.734,3.003,3.511,1,31.022,33.396,35.757,12.762,0.998,3.231,7.785,10.783,0,9.704,12.467,23.206,25.065,6.351,0.951,0.918,12.839,3.225,0.144,0,21.354
5.398,3.744,5.744,3.744,0,0.0,0,0.0,2.086,0.0,3.295,0,0,0.0,11.503,3.516,0.009,22.335,1,0.072,0.02,1.844,0.037,5.452,0,5.612,4.248,4.248,17.531,18.905,20.367,21.773,7.248,4.248,2,3.988,-0.009,2.001,4.275,13.191,14.728,16.044,3.033,3.52,2,31.502,33.927,36.339,11.006,0.833,3.266,7.485,10.342,0,9.346,11.985,23.299,25.178,6.351,0.69,0.969,12.721,3.263,0.01,0,21.426
4.252,3.692,5.692,3.692,0,0.0,0,0.0,2.074,0.0,3.371,0,0,0.0,17.867,3.575,-0.022,22.371,0,0.094,0.03,1.887,0.053,5.316,2,7.098,3.822,3.822,16.466,17.687,19.077,20.339,6.822,3.822,2,3.926,0.158,1.946,4.663,12.38,13.883,15.035,3.043,3.607,4,30.076,32.374,34.651,19.164,0.622,3.218,7.026,9.716,0,8.888,11.345,22.822,24.657,6.465,0.655,1.077,12.468,3.208,0.093,0,20.992
4.194,3.698,5.698,3.698,0,0.0,0,0.0,2.143,0.0,3.419,0,0,0.0,19.03,3.53,0.06,23.133,0,0.094,0.028,1.99,0.052,5.449,0,7.583,4.354,4.354,17.747,19.165,20.651,22.094,7.354,4.354,2,4.049,-0.183,2.058,4.996,13.314,14.873,16.238,3.021,3.561,2,30.0,32.281,34.539,22.105,1.436,3.258,7.439,10.388,0,9.342,12.055,22.887,24.711,4.888,1.616,0.969,12.568,3.263,-0.082,0,21.068
4.161,4.48,6.48,4.48,0,0.0,0,0.0,1.97,0.0,3.363,0,1,32.22,12.126,3.525,0.036,11.817,1,0.093,0.029,1.92,0.05,5.406,0,4.351,4.457,4.457,18.012,19.457,20.965,22.436,7.457,4.457,1,3.889,0.027,1.785,4.794,13.51,15.092,16.482,3.02,3.554,1,30.222,32.55,34.865,12.634,0.895,3.386,7.531,10.535,0,9.492,12.234,22.69,24.528,4.902,0.828,0.989,12.59,3.277,-0.011,0,20.859
4.0,3.777,5.777,3.777,0,0.0,0,0.0,2.051,0.0,3.456,0,0,0.0,17.322,3.59,0.01,24.386,0,0.086,0.023,1.989,0.044,5.585,0,7.907,4.762,4.762,18.822,20.347,21.903,23.446,7.762,4.762,2,4.083,-0.094,1.939,6.256,14.193,15.776,17.261,3.251,3.614,2,32.762,35.279,37.789,24.07,0.894,3.545,8.113,11.147,0,9.943,12.797,23.906,25.823,6.351,0.862,0.795,13.168,3.468,-0.009,0,21.998
4.0,4.46,6.46,4.46,0,0.0,0,0.0,2.049,0.04,3.456,0,0,0.0,15.28,3.592,0.007,24.266,0,0.077,0.021,1.987,0.04,5.592,0,8.1,4.762,4.762,18.859,20.378,21.929,23.468,7.762,4.762,2,4.083,-0.151,1.938,6.233,14.253,15.826,17.305,3.232,3.615,2,33.122,35.621,38.116,20.909,0.95,3.591,8.219,11.228,0,10.014,12.86,24.423,26.36,7.999,0.907,0.857,13.359,3.483,-0.012,0,22.491
4.0,5.419,7.419,5.419,1,5.807,1,-5.863,2.043,0.09,3.788,1,1,5.807,18.609,3.888,0.103,47.892,0,0.091,0.025,1.985,0.046,5.914,0,8.938,4.762,4.762,19.39,20.925,22.477,24.021,7.762,4.762,4,4.088,-0.039,1.935,8.856,14.756,16.324,17.835,3.438,3.906,4,34.839,37.491,40.144,21.15,0.73,3.931,8.631,11.691,0,10.366,13.3,25.376,27.429,7.999,0.668,0.811,13.738,3.573,-0.101,0,23.332
4.0,5.419,7.419,5.419,1,5.807,1,-5.85,2.042,0.093,3.788,1,1,5.807,16.402,3.888,0.099,47.349,0,0.09,0.024,1.979,0.046,5.913,0,8.579,4.696,4.696,19.262,20.783,22.324,23.857,7.696,4.696,4,4.074,-0.06,1.935,8.481,14.658,16.219,17.716,3.4,3.905,4,34.761,37.421,40.08,20.355,0.787,3.908,8.566,11.611,0,10.304,13.217,25.306,27.363,7.999,0.719,0.826,13.675,3.547,-0.108,0,23.257
4.751,3.766,5.766,3.766,0,0.0,0,0.0,2.042,0.0,3.509,0,0,0.0,21.134,3.65,0.01,24.205,0,0.087,0.024,1.976,0.044,5.64,0,8.357,4.76,4.76,18.814,20.339,21.895,23.438,7.76,4.76,2,4.083,-0.197,1.932,6.432,14.184,15.768,17.252,3.262,3.679,2,32.786,35.306,37.82,23.084,1.081,3.545,8.106,11.139,0,9.935,12.789,23.894,25.813,6.351,1.066,0.981,13.157,3.472,-0.009,0,21.983
4.513,3.769,5.769,3.769,0,0.0,0,0.0,2.043,0.0,3.515,0,0,0.0,24.328,3.652,0.012,24.41,0,0.087,0.024,1.984,0.045,5.65,0,9.257,4.766,4.766,18.83,20.356,21.914,23.458,7.766,4.766,2,4.088,-0.184,1.934,6.64,14.196,15.781,17.267,3.322,3.682,2,32.933,35.463,37.989,24.527,1.071,3.579,8.113,11.148,0,9.944,12.799,23.94,25.863,6.351,1.055,0.92,13.172,3.5,-0.009,0,22.027
4.0,4.322,6.322,4.322,1,5.807,1,-3.647,2.043,0.057,3.778,1,1,5.807,26.132,3.888,0.135,47.96,0,0.095,0.026,1.99,0.05,5.709,0,9.719,4.76,4.76,19.144,20.659,22.198,23.727,7.76,4.76,4,4.086,-0.038,1.932,9.085,14.562,16.118,17.603,3.492,3.906,4,32.854,35.362,37.866,27.849,0.916,3.863,8.512,11.536,0,10.254,13.139,24.092,26.001,7.425,0.801,0.927,13.505,3.615,-0.098,0,22.191
4.118,3.788,5.788,3.788,0,0.0,0,0.0,2.04,0.0,3.623,0,0,0.0,23.776,3.739,0.014,24.753,1,0.088,0.025,2.034,0.046,5.764,0,9.746,4.768,4.768,18.838,20.363,21.921,23.465,7.768,4.768,2,4.104,-0.218,1.938,7.17,14.209,15.792,17.276,3.267,3.768,2,32.968,35.5,38.026,26.971,1.222,3.602,8.142,11.168,0,9.967,12.815,24.018,25.934,6.351,1.297,0.911,13.229,3.475,0.012,0,22.112
4.523,4.729,6.729,4.729,1,5.807,1,-3.435,2.116,0.078,3.607,1,1,5.807,35.518,3.744,0.25,37.226,3,0.14,0.053,1.975,0.086,5.945,9,11.372,4.764,4.764,18.778,20.322,21.879,23.432,7.764,4.764,3,4.085,-0.231,1.987,7.994,14.131,15.695,17.22,3.409,3.785,3,34.199,36.827,39.453,38.919,1.567,3.609,8.005,11.061,1,9.698,12.651,24.683,26.698,6.999,1.558,1.176,13.169,3.494,-0.113,1,22.675
4.523,4.729,6.729,4.729,1,5.807,1,-3.435,2.116,0.078,3.607,1,1,5.807,35.518,3.744,0.25,37.226,3,0.14,0.053,1.975,0.086,5.945,9,11.372,4.764,4.764,18.778,20.322,21.879,23.432,7.764,4.764,3,4.085,-0.231,1.987,7.994,14.131,15.695,17.22,3.409,3.785,3,34.199,36.827,39.453,38.919,1.567,3.609,8.005,11.061,1,9.698,12.651,24.683,26.698,6.999,1.558,1.176,13.169,3.494,-0.113,1,22.675
4.523,4.725,6.725,4.725,1,5.807,1,-3.419,2.114,0.078,3.617,1,1,5.807,35.37,3.754,0.25,37.09,3,0.138,0.053,1.98,0.086,5.932,5,11.572,4.759,4.759,18.765,20.308,21.865,23.417,7.759,4.759,3,4.083,-0.241,1.986,8.191,14.121,15.684,17.208,3.425,3.792,3,33.968,36.576,39.184,37.703,1.585,3.609,7.999,11.053,1,9.692,12.643,24.597,26.607,6.999,1.569,1.227,13.152,3.512,-0.113,1,22.594
4.523,4.725,6.725,4.725,1,5.807,1,-3.409,2.114,0.078,3.62,1,1,5.807,35.393,3.758,0.25,37.006,3,0.142,0.054,1.982,0.083,5.931,6,11.598,4.759,4.759,18.765,20.308,21.864,23.416,7.759,4.759,3,4.082,-0.22,1.985,8.167,14.121,15.684,17.208,3.432,3.795,3,33.957,36.565,39.172,37.555,1.534,3.609,7.999,11.053,1,9.691,12.642,24.594,26.603,6.999,1.558,1.231,13.151,3.522,-0.113,1,22.591
4.523,4.734,6.734,4.734,1,5.807,1,-3.484,2.124,0.075,3.616,1,1,5.807,37.508,3.755,0.246,37.69,3,0.141,0.051,1.983,0.087,5.96,12,12.03,4.769,4.769,18.792,20.337,21.896,23.45,7.769,4.769,3,4.089,-0.183,1.992,8.45,14.144,15.707,17.233,3.411,3.791,3,34.491,37.142,39.791,44.411,1.467,3.64,8.029,11.076,1,9.715,12.664,24.789,26.809,6.999,1.434,1.143,13.213,3.495,-0.106,1,22.776
4.523,4.725,6.725,4.725,1,5.807,1,-3.579,2.106,0.08,3.595,1,1,5.807,34.709,3.736,0.226,36.84,3,0.133,0.049,1.96,0.081,5.932,6,10.825,4.759,4.759,18.765,20.308,21.865,23.417,7.759,4.759,3,4.081,-0.259,1.983,7.74,14.121,15.684,17.208,3.406,3.776,3,33.968,36.576,39.184,35.626,1.502,3.614,7.999,11.053,1,9.692,12.643,24.597,26.607,6.999,1.555,1.247,13.152,3.497,-0.087,1,22.594
4.523,4.725,6.725,4.725,1,5.807,1,-3.579,2.106,0.08,3.595,1,1,5.807,34.709,3.736,0.226,36.84,3,0.133,0.049,1.96,0.081,5.932,6,10.825,4.759,4.759,18.765,20.308,21.865,23.417,7.759,4.759,3,4.081,-0.259,1.983,7.74,14.121,15.684,17.208,3.406,3.776,3,33.968,36.576,39.184,35.626,1.502,3.614,7.999,11.053,1,9.692,12.643,24.597,26.607,6.999,1.555,1.247,13.152,3.497,-0.087,1,22.594
4.523,4.729,6.729,4.729,1,5.807,1,-3.426,2.125,0.082,3.589,1,1,5.807,31.992,3.733,0.254,36.747,3,0.139,0.053,2.02,0.086,5.945,7,10.353,4.764,4.764,18.78,20.324,21.881,23.434,7.764,4.764,3,4.085,-0.227,1.995,7.64,14.135,15.698,17.222,3.381,3.768,3,34.201,36.828,39.454,36.347,1.493,3.576,8.012,11.067,1,9.704,12.656,24.688,26.702,6.999,1.46,1.202,13.18,3.475,-0.121,1,22.68
4.523,4.729,6.729,4.729,1,5.807,1,-3.442,2.123,0.075,3.621,1,1,5.807,38.08,3.754,0.246,37.556,3,0.143,0.053,2.025,0.087,5.945,9,12.239,4.764,4.764,18.777,20.321,21.879,23.432,7.764,4.764,3,4.085,-0.214,1.992,8.347,14.129,15.694,17.219,3.429,3.798,3,34.199,36.827,39.452,42.201,1.563,3.64,8.002,11.059,1,9.698,12.65,24.682,26.696,6.999,1.54,1.139,13.167,3.511,-0.106,1,22.674
4.523,4.729,6.729,4.729,1,5.807,1,-3.546,2.106,0.079,3.593,1,1,5.807,34.133,3.735,0.248,37.073,3,0.135,0.049,1.958,0.082,5.945,9,10.469,4.764,4.764,18.778,20.322,21.879,23.432,7.764,4.764,3,4.048,-0.207,1.943,7.802,14.131,15.695,17.22,3.39,3.777,3,34.199,36.827,39.453,37.465,1.446,3.615,8.005,11.061,1,9.698,12.651,24.683,26.698,6.999,1.465,1.098,13.169,3.485,-0.145,1,22.675
4.523,4.729,6.729,4.729,1,5.807,1,-3.464,2.117,0.12,3.631,1,1,5.807,37.087,3.758,0.232,37.427,0,0.143,0.055,1.993,0.089,5.945,7,12.153,4.764,4.764,18.785,20.327,21.882,23.434,7.764,4.764,3,4.083,-0.247,1.987,9.08,14.152,15.709,17.23,3.454,3.802,3,34.259,36.877,39.495,48.065,1.721,3.614,8.076,11.101,1,9.738,12.678,24.863,26.874,6.999,1.644,1.264,13.283,3.537,-0.082,0,22.857
4.523,4.729,6.729,4.729,2,11.615,2,-6.759,2.119,0.147,3.664,2,2,11.615,41.498,3.782,0.325,49.371,3,0.169,0.06,1.992,0.106,5.946,7,12.983,4.765,4.765,19.24,20.779,22.326,23.87,7.765,4.765,4,4.114,-0.264,1.993,10.1,14.61,16.164,17.692,3.438,3.821,4,34.508,37.12,39.729,44.143,1.495,3.835,8.446,11.533,1,10.106,13.109,25.044,27.061,6.999,1.445,1.182,13.527,3.51,-0.148,1,23.031
4.91,4.327,6.327,4.327,0,0.0,0,0.0,2.043,0.0,3.37,0,1,32.22,14.726,3.488,0.037,11.355,0,0.109,0.031,1.942,0.057,5.066,0,6.609,3.914,3.914,16.775,17.991,19.421,20.689,6.914,3.914,1,3.949,-0.036,1.949,4.882,12.587,14.16,15.291,3.128,3.491,2,29.745,32.034,34.311,15.777,0.963,3.266,7.102,9.866,0,9.097,11.592,22.542,24.365,4.797,0.962,0.994,12.434,3.203,0.111,0,20.726
5.06,4.689,6.689,4.689,1,5.807,1,-3.91,2.084,0.073,3.574,1,1,5.807,19.392,3.704,0.183,46.081,0,0.111,0.033,1.993,0.061,5.656,0,8.197,4.704,4.704,18.713,20.223,21.763,23.29,7.704,4.704,4,4.073,0.019,1.996,6.642,14.132,15.693,17.169,3.297,3.715,5,32.867,35.384,37.9,23.176,0.977,3.621,8.103,11.114,0,9.869,12.729,24.094,26.05,7.428,0.908,1.108,13.217,3.476,-0.021,1,22.143
5.18,4.327,6.327,4.327,0,0.0,0,0.0,2.036,0.0,3.382,0,1,32.22,15.759,3.493,0.013,11.407,0,0.112,0.032,1.932,0.057,5.082,0,6.504,3.938,3.938,16.892,18.123,19.544,20.823,6.938,3.938,1,3.954,-0.086,1.949,5.459,12.725,14.272,15.425,3.133,3.49,2,29.757,32.047,34.324,16.819,0.969,3.37,7.268,10.015,0,9.193,11.698,22.586,24.403,4.945,0.988,1.056,12.537,3.203,0.104,0,20.778
4.804,5.18,7.18,5.18,1,6.046,1,-3.273,2.09,0.077,3.583,0,1,6.046,17.71,3.688,0.112,34.23,0,0.115,0.033,1.982,0.06,5.516,0,7.597,4.661,4.661,18.634,20.13,21.658,23.172,7.661,4.661,3,4.1,-0.143,2.009,7.163,14.093,15.642,17.102,3.292,3.68,4,32.033,34.475,36.916,18.183,1.018,3.589,8.109,11.1,0,9.864,12.705,23.848,25.775,6.999,0.999,1.071,13.18,3.438,0.018,0,21.927
4.719,4.327,6.327,4.327,0,0.0,0,0.0,2.036,0.0,3.378,0,1,32.22,15.759,3.491,0.013,11.423,0,0.111,0.032,1.933,0.058,5.093,0,6.504,3.955,3.955,16.923,18.163,19.585,20.873,6.955,3.955,1,3.954,-0.059,1.949,5.463,12.745,14.292,15.455,3.131,3.491,2,29.82,32.115,34.396,16.139,0.942,3.37,7.268,10.025,0,9.196,11.708,22.603,24.422,4.943,0.961,1.056,12.54,3.203,0.104,0,20.793
4.714,5.18,7.18,5.18,1,6.046,1,-3.277,2.09,0.077,3.582,0,1,6.046,17.71,3.687,0.112,34.253,0,0.114,0.033,1.982,0.061,5.517,0,7.597,4.661,4.661,18.64,20.136,21.663,23.177,7.661,4.661,3,4.1,-0.127,2.009,7.167,14.098,15.648,17.108,3.286,3.68,4,32.04,34.481,36.921,17.44,1.002,3.589,8.109,11.103,0,9.866,12.709,23.853,25.779,6.999,0.986,1.071,13.181,3.437,0.018,0,21.932
5.578,4.46,6.46,4.46,0,0.0,0,0.0,2.047,0.056,3.094,0,0,0.0,9.92,3.336,-0.031,11.018,0,0.075,0.022,1.939,0.041,5.244,0,5.377,3.963,3.963,17.112,18.394,19.81,21.126,6.963,3.963,1,3.909,-0.143,1.922,4.054,12.919,14.437,15.659,3.017,3.383,1,32.061,34.507,36.951,14.762,1.057,3.244,7.388,10.167,0,9.232,11.799,23.842,25.773,7.999,1.037,0.792,12.76,3.279,0.088,0,21.917
4.886,3.569,5.569,3.569,0,0.0,0,0.0,2.024,0.0,3.429,0,0,0.0,17.282,3.594,-0.013,11.538,0,0.09,0.027,1.992,0.051,5.101,2,7.116,3.89,3.89,16.642,17.835,19.268,20.52,6.89,3.89,1,3.879,-0.134,1.893,4.485,12.475,14.052,15.155,3.208,3.601,2,27.673,29.802,31.875,18.105,1.131,3.26,7.068,9.789,0,9.054,11.514,21.888,23.622,6.402,1.194,1.029,12.35,3.345,0.071,0,20.159
6.854,3.632,5.632,3.632,0,0.0,0,0.0,2.053,0.0,3.092,0,0,0.0,15.078,3.278,-0.014,10.977,0,0.089,0.03,1.854,0.05,5.175,0,5.395,4.24,4.24,17.467,18.841,20.306,21.712,7.24,4.24,1,3.974,0.138,1.972,4.436,13.114,14.661,15.975,2.938,3.26,1,30.965,33.348,35.714,7.671,0.951,3.276,7.375,10.254,0,9.258,11.912,23.12,24.992,6.35,0.959,0.992,12.567,2.987,0.137,0,21.254
4.078,4.164,6.164,4.164,0,0.0,0,0.0,2.013,0.055,3.513,0,0,0.0,18.346,3.638,0.062,12.283,0,0.081,0.023,1.968,0.043,5.798,0,6.702,4.148,4.148,17.311,18.647,20.091,21.461,7.148,4.148,1,3.98,-0.077,1.888,5.098,13.033,14.563,15.838,2.926,3.678,1,35.836,38.592,41.348,18.433,1.263,3.233,7.388,10.223,0,9.258,11.866,25.157,27.228,4.699,1.104,0.987,12.991,3.112,0.016,0,23.092
8.393,3.637,5.637,3.637,0,0.0,0,0.0,2.055,0.0,3.092,0,0,0.0,12.471,3.278,-0.014,10.977,0,0.094,0.029,1.852,0.052,5.135,0,5.34,4.197,4.197,17.401,18.756,20.211,21.6,7.197,4.197,1,3.974,0.144,1.972,4.38,13.081,14.622,15.917,2.938,3.26,1,30.402,32.73,35.036,12.559,0.851,3.276,7.375,10.241,0,9.254,11.894,23.005,24.854,6.35,0.864,0.91,12.561,2.998,0.137,0,21.161
7.319,3.673,5.673,3.673,0,0.0,0,0.0,2.018,0.0,3.427,0,0,0.0,24.876,3.544,-0.004,12.934,0,0.096,0.026,1.937,0.056,5.488,0,7.786,4.624,4.624,18.614,20.097,21.618,23.12,7.624,4.624,1,4.049,-0.134,1.941,6.576,14.077,15.638,17.083,3.147,3.598,1,32.161,34.624,37.079,49.448,1.4,3.655,8.051,11.074,0,9.885,12.713,23.749,25.643,5.1,1.42,0.886,13.082,3.291,0.038,0,21.861
4.511,5.18,7.18,5.18,1,6.046,1,-3.254,2.091,0.082,3.578,0,1,6.046,17.02,3.685,0.19,34.139,0,0.113,0.032,1.996,0.059,5.509,0,7.55,4.661,4.661,18.615,20.113,21.644,23.16,7.661,4.661,3,4.1,-0.108,2.009,6.586,14.059,15.615,17.079,3.278,3.68,4,32.032,34.474,36.915,17.454,1.002,3.506,8.04,11.052,0,9.816,12.668,23.836,25.765,6.999,0.975,1.037,13.127,3.435,0.03,0,21.911
4.633,5.18,7.18,5.18,1,6.046,1,-3.3,2.09,0.08,3.58,0,1,6.046,16.274,3.689,0.166,34.123,0,0.109,0.03,1.988,0.057,5.516,0,7.637,4.661,4.661,18.634,20.13,21.658,23.172,7.661,4.661,3,4.1,-0.139,2.009,6.727,14.093,15.642,17.102,3.277,3.683,4,32.033,34.475,36.916,16.848,0.977,3.55,8.109,11.1,0,9.864,12.705,23.848,25.775,7.475,0.965,1.078,13.18,3.441,0.031,0,21.927
5.638,3.641,5.641,3.641,0,0.0,0,0.0,1.942,0.0,2.873,0,0,0.0,43.267,2.96,-0.015,10.525,0,0.116,0.038,1.333,0.085,5.017,0,3.51,4.134,4.134,17.079,18.454,19.895,21.291,7.134,4.134,1,3.903,-0.067,1.875,3.859,12.786,14.286,15.618,2.361,2.956,1,30.056,32.383,34.683,54.397,1.197,3.246,7.124,9.957,0,8.869,11.536,22.677,24.531,6.35,1.184,1.211,12.233,2.658,0.162,0,20.829
8.226,3.643,5.643,3.643,0,0.0,0,0.0,1.948,0.0,2.839,0,0,0.0,7.677,2.971,-0.059,10.449,0,0.088,0.027,1.337,0.053,5.017,0,2.722,4.134,4.134,17.079,18.454,19.895,21.291,7.134,4.134,1,3.872,-0.101,1.871,2.933,12.786,14.286,15.618,2.345,2.966,1,30.056,32.383,34.683,8.725,1.19,2.906,7.124,9.957,0,8.869,11.536,22.677,24.531,6.35,1.217,1.19,12.233,2.663,0.25,0,20.829
4.0,3.721,5.721,3.721,0,0.0,0,0.0,2.041,0.0,3.424,0,0,0.0,16.199,3.571,0.004,23.88,0,0.082,0.022,1.969,0.041,5.482,0,7.01,4.66,4.66,18.579,20.076,21.612,23.129,7.66,4.66,2,4.068,-0.149,1.934,5.726,14.008,15.581,17.034,3.192,3.589,2,31.855,34.299,36.733,18.143,0.996,3.476,7.993,10.999,0,9.839,12.65,23.539,25.423,6.351,0.976,1.037,13.04,3.436,-0.007,0,21.663
5.5,3.613,5.613,3.613,0,0.0,0,0.0,2.037,0.0,3.071,0,0,0.0,12.141,3.279,-0.018,11.143,0,0.097,0.028,1.932,0.05,5.25,0,5.331,4.15,4.15,17.505,18.856,20.294,21.671,7.15,4.15,1,3.928,-0.057,1.925,4.814,13.219,14.736,16.039,3.022,3.291,1,30.691,33.021,35.33,26.104,1.146,3.291,7.528,10.388,0,9.355,12.008,23.225,25.083,5.018,1.028,0.839,12.688,3.217,0.096,0,21.372
7.481,4.376,6.376,4.376,0,0.0,0,0.0,2.045,0.03,3.788,0,0,0.0,68.332,3.83,-0.004,12.733,0,0.101,0.026,1.913,0.059,5.83,0,7.92,4.417,4.417,18.339,19.751,21.22,22.654,7.417,4.417,1,4.05,-0.23,1.985,9.611,13.966,15.486,16.855,3.19,3.833,1,36.419,39.22,42.021,125.199,1.224,4.046,8.171,11.078,0,9.955,12.679,25.493,27.576,6.466,0.962,0.897,13.489,3.33,0.073,0,23.419
4.362,3.358,5.358,3.358,0,0.0,0,0.0,2.002,0.0,3.241,0,0,0.0,21.124,3.459,0.022,0.0,0,0.118,0.039,1.826,0.07,5.086,5,7.513,3.714,3.714,16.007,17.157,18.561,19.764,6.714,3.714,0,3.923,-0.154,1.901,4.543,11.94,13.482,14.55,3.045,3.534,1,28.875,31.098,33.303,18.288,1.236,3.093,6.653,9.318,0,8.578,10.997,22.092,23.879,4.375,1.117,0.971,12.042,3.128,-0.021,0,20.311
4.16,3.732,5.732,3.732,0,0.0,0,0.0,2.024,0.0,3.05,0,0,0.0,16.759,3.268,0.004,10.778,0,0.122,0.04,1.824,0.074,5.021,0,6.867,3.559,3.559,15.488,16.525,17.959,19.059,6.559,3.559,1,3.929,-0.129,1.9,3.956,11.458,13.042,13.991,2.754,3.271,1,29.152,31.384,33.599,16.876,1.251,2.883,6.355,8.92,0,8.287,10.633,22.332,24.137,4.754,1.296,1.019,11.895,2.919,0.101,0,20.531
4.292,4.172,6.172,4.172,0,0.0,0,0.0,2.028,0.075,3.042,0,0,0.0,16.645,3.271,0.004,11.324,0,0.11,0.038,1.793,0.067,5.612,0,6.952,3.965,3.965,16.603,17.91,19.328,20.665,6.965,3.965,1,3.943,-0.129,1.914,3.96,12.398,13.9,15.155,2.735,3.272,1,35.087,37.786,40.485,18.095,1.487,2.883,6.844,9.634,0,8.65,11.237,24.853,26.92,4.749,1.489,0.895,12.53,2.869,0.101,0,22.789
4.61,3.648,5.648,3.648,0,0.0,0,0.0,1.998,0.0,3.025,0,0,0.0,15.518,3.128,0.009,11.351,0,0.111,0.035,1.779,0.064,5.001,0,5.724,3.747,3.747,16.179,17.359,18.75,19.976,6.747,3.747,1,3.92,-0.232,1.9,3.934,12.119,13.633,14.741,2.735,3.174,2,28.299,30.478,32.632,13.502,1.447,2.955,6.797,9.481,0,8.674,11.124,21.921,23.69,4.434,1.631,0.984,12.115,2.919,0.031,0,20.156
4.0,3.79,5.79,3.79,0,0.0,0,0.0,2.074,0.0,3.358,0,0,0.0,14.459,3.514,-0.009,10.843,0,0.089,0.025,1.913,0.046,5.141,0,6.569,4.08,4.08,17.069,18.372,19.817,21.162,7.08,4.08,1,3.97,-0.124,1.978,4.165,12.805,14.356,15.587,2.793,3.542,1,30.243,32.543,34.824,15.936,1.156,3.108,7.212,10.02,0,9.127,11.698,22.984,24.828,6.351,1.144,0.935,12.491,3.006,0.088,0,21.145
4.0,3.777,5.777,3.777,0,0.0,0,0.0,2.042,0.0,3.454,0,0,0.0,18.029,3.589,0.008,24.253,0,0.083,0.023,1.973,0.042,5.581,0,7.415,4.762,4.762,18.82,20.345,21.901,23.444,7.762,4.762,2,4.082,-0.12,1.934,6.101,14.188,15.772,17.257,3.209,3.612,2,32.761,35.278,37.789,19.857,0.92,3.511,8.106,11.141,0,9.936,12.792,23.896,25.815,6.351,0.902,1.02,13.157,3.452,-0.008,0,21.987
