pXC50,CATS2D_03_DN,CATS2D_04_DD,SsOH,ATSC3s,MATS6e,GATS6e,CATS2D_05_DN,ATSC4s,Eta_C_A,MATS6s,CATS2D_02_NN,MAXDN,GATS4e,nO,X5Av,CATS2D_03_AN,Eta_sh_x,P_VSA_s_1,MATS4e,MCD,GATS2p,ATSC1s,CATS2D_04_DA,O.056,nPO4,P.117,D.Dtr05,SpMax7_Bh.s.,ATSC2e,MATS2p,MATS3e,CATS2D_04_NN,P_VSA_e_5,P_VSA_m_3,ATSC2s,nROH,X2Av,MATS4s,ATS4s,ATSC5e,O.059,MATS1p,SpMax8_Bh.s.,NssO,SssO,ATSC6s,CATS2D_01_AN,CATS2D_07_DN,SpMax6_Bh.s.,CATS2D_08_DD,BAC,P_VSA_LogP_3,Eig05_EA,SM13_AEA.bo.,Eig05_AEA.ri.,Eig05_EA.ed.,SM14_AEA.dm.,P_VSA_i_1,DBI,MATS5p,ATSC8s,ATS6s,Eig03_AEA.ri.,Eig03_EA,SM11_AEA.bo.,ATSC3m,Eig02_EA.ri.
7.056,5,3,57.158,264.306,0.122,0.883,4,421.574,1.012,0.167,2,6.474,0.649,12,0.037,7,0.233,22.85,0.325,0.469,0.671,125.727,13,6,3,3,166.111,6.351,1.994,0.222,-0.221,1,307.292,307.292,233.629,6,0.204,0.341,6.895,2.357,3,-0.357,6.34,3,11.978,373.649,8,1,6.4,2,108.0,266.791,2.735,2.735,3.732,9.221,9.221,22.85,5.385,-0.09,294.699,6.699,4.119,3.173,3.173,29.392,3.432
5.076,12,6,108.561,692.698,0.359,0.697,12,970.393,1.243,0.301,6,7.572,0.623,32,0.057,24,0.248,68.974,0.411,0.361,0.591,290.802,30,11,7,7,471.168,7.417,4.382,0.298,-0.336,5,725.982,725.982,441.58,11,0.22,0.364,7.805,6.361,10,-0.455,7.411,10,39.955,973.31,21,10,7.43,6,485.0,449.609,3.232,3.232,4.159,11.159,11.159,68.974,7.681,-0.119,869.234,7.752,4.314,3.318,3.318,59.854,3.444
5.252,8,4,89.329,572.813,0.232,0.828,8,799.032,1.183,0.197,4,7.292,0.729,26,0.047,16,0.206,49.267,0.307,0.415,0.647,229.619,22,9,5,5,394.139,7.411,3.614,0.25,-0.271,3,605.505,605.505,365.159,9,0.207,0.279,7.551,5.225,8,-0.414,7.411,8,33.653,794.729,15,6,7.413,4,325.0,375.345,3.14,3.14,4.125,10.976,10.976,49.267,6.708,-0.076,692.187,7.481,4.176,3.241,3.241,55.205,3.358
5.009,10,5,98.943,633.503,0.302,0.757,10,886.944,1.214,0.254,5,7.432,0.672,29,0.052,20,0.228,59.12,0.364,0.386,0.615,260.51,26,10,6,6,432.629,7.411,4.006,0.277,-0.305,4,665.743,665.743,404.523,10,0.214,0.326,7.686,5.796,9,-0.437,7.411,9,36.821,886.157,18,8,7.422,5,401.0,412.477,3.218,3.218,4.155,11.156,11.156,59.12,7.211,-0.099,782.945,7.626,4.247,3.263,3.263,57.686,3.41
5.435,3,2,46.072,263.94,-0.088,1.028,1,339.83,1.027,-0.097,1,6.133,0.851,12,0.032,3,0.158,12.997,0.121,0.423,0.711,113.391,8,5,2,2,80.611,6.4,1.609,0.139,-0.2,0,308.343,308.343,187.823,5,0.207,0.173,6.583,2.09,3,-0.313,6.346,3,13.059,279.291,5,1,6.437,2,106.0,196.762,2.395,2.395,3.334,7.603,7.603,12.997,4.359,0.032,228.138,6.212,3.854,2.887,2.887,27.671,2.988
6.0,0,0,36.922,200.531,-0.008,0.995,1,227.22,0.981,0.0,0,5.582,1.06,9,0.028,0,0.094,3.143,-0.135,0.5,0.834,81.368,3,4,1,1,63.995,6.23,1.175,0.014,-0.086,0,248.105,248.105,143.699,4,0.188,-0.112,6.029,1.607,2,-0.204,4.609,2,9.4,222.529,2,0,6.4,0,68.0,159.63,1.931,1.931,2.878,5.876,5.876,3.143,3.464,0.048,126.391,6.121,3.807,2.868,2.868,24.161,2.98
4.0,0,0,36.9,188.304,-0.041,1.068,1,229.16,0.908,0.016,0,5.596,0.945,9,0.025,0,0.102,3.143,-0.018,0.5,1.01,74.653,4,4,1,1,63.151,6.23,1.187,-0.038,-0.119,0,248.105,248.105,146.526,4,0.173,-0.038,6.172,1.802,2,-0.25,4.591,2,9.337,234.266,2,0,6.4,0,68.0,169.107,1.879,1.879,2.909,5.526,5.526,3.143,3.464,0.124,122.264,6.169,3.819,2.862,2.862,22.516,3.042
6.0,3,2,47.027,273.019,-0.081,1.013,1,398.268,0.942,-0.064,1,6.189,0.927,13,0.028,3,0.128,12.997,0.088,0.5,0.829,108.407,7,5,2,2,105.741,6.437,1.776,0.093,-0.126,0,333.488,333.488,202.563,5,0.184,0.098,6.804,2.348,3,-0.307,6.4,3,13.31,317.114,5,1,6.494,2,106.0,253.62,2.738,2.738,3.746,8.577,8.577,12.997,4.848,0.054,328.337,6.498,3.959,3.0,3.0,33.0,3.049
4.0,0,0,37.798,203.797,-0.023,1.02,1,260.337,0.888,0.009,0,5.655,1.137,10,0.024,0,0.073,3.143,-0.146,0.567,0.991,75.527,2,4,1,1,89.125,6.4,1.242,-0.037,-0.032,0,273.25,273.25,148.801,4,0.166,-0.147,6.386,1.865,2,-0.21,6.23,2,9.601,256.216,2,0,6.437,0,68.0,216.488,2.351,2.351,3.302,7.845,7.845,3.143,4.062,0.076,213.075,6.431,3.95,2.988,2.988,28.148,3.042
6.0,3,2,46.126,250.352,-0.068,1.0,1,374.214,0.937,-0.053,1,6.127,0.928,12,0.03,3,0.169,12.997,0.062,0.423,0.751,107.673,7,5,2,2,80.611,6.4,1.678,0.16,-0.186,0,308.343,308.343,193.807,5,0.193,0.098,6.653,2.056,3,-0.377,6.346,3,13.107,289.407,5,1,6.437,2,106.0,206.238,2.34,2.34,3.291,7.69,7.69,12.997,4.359,0.02,260.513,6.234,3.899,2.944,2.944,26.667,3.024
6.249,5,3,55.444,313.202,0.15,0.825,4,472.476,0.987,0.187,2,6.538,0.783,15,0.041,7,0.217,22.85,0.221,0.367,0.664,139.68,11,6,3,3,97.82,6.437,2.101,0.233,-0.264,1,368.582,368.582,236.323,6,0.209,0.222,6.956,2.638,4,-0.424,6.4,4,16.538,404.49,8,1,6.495,1,152.0,243.37,2.734,2.734,3.731,8.972,8.972,22.85,5.099,-0.048,318.712,6.707,4.107,3.112,3.112,30.065,3.104
4.0,0,0,36.973,183.16,0.004,0.984,1,247.066,0.881,0.04,0,5.572,1.154,9,0.025,0,0.102,3.143,-0.193,0.5,0.925,74.707,2,4,1,1,63.995,6.23,1.202,0.023,-0.078,0,248.105,248.105,144.379,4,0.171,-0.182,6.148,1.552,2,-0.299,4.608,2,9.44,230.259,2,0,6.4,0,68.0,169.107,1.864,1.864,2.838,5.646,5.646,3.143,3.464,0.03,150.838,6.146,3.885,2.932,2.932,22.151,3.017
6.0,3,2,46.106,239.903,-0.068,0.984,1,296.664,0.946,-0.087,1,6.095,0.805,11,0.032,3,0.169,12.997,0.149,0.44,0.788,102.535,8,5,2,2,77.611,6.346,1.561,0.068,-0.201,0,283.198,283.198,179.986,5,0.203,0.202,6.503,1.835,3,-0.318,6.23,3,13.22,240.498,5,1,6.4,2,87.0,206.238,2.21,2.21,3.194,6.519,6.519,58.189,4.301,0.053,219.499,6.109,3.845,2.854,2.854,25.678,2.96
6.0,5,3,45.56,313.062,0.055,0.942,3,466.275,1.091,0.028,2,6.602,0.657,17,0.04,7,0.243,32.703,0.303,0.4,0.7,143.642,11,5,4,4,178.107,6.437,2.636,0.17,-0.244,1,354.454,354.454,265.176,5,0.219,0.309,6.994,3.301,6,-0.452,6.352,6,26.703,435.036,11,2,7.41,1,158.0,195.135,2.78,2.78,3.755,9.405,9.405,32.703,5.568,-0.019,346.002,6.824,4.11,3.116,3.116,39.257,3.284
4.0,0,0,37.189,185.878,-0.056,1.125,1,217.105,0.981,-0.001,0,5.604,0.924,9,0.026,0,0.093,3.143,0.004,0.458,1.057,68.428,4,4,1,1,71.583,6.23,1.201,-0.063,-0.032,0,248.105,248.105,145.894,4,0.179,-0.027,6.22,1.773,2,-0.227,4.591,2,9.429,258.208,2,0,6.4,0,74.0,169.107,1.9,1.9,2.909,5.836,5.836,3.143,3.742,0.065,114.929,6.32,3.83,2.873,2.873,28.964,3.045
6.451,5,3,57.16,380.212,0.157,0.827,4,455.16,1.226,0.165,2,6.717,0.863,14,0.056,6,0.216,19.059,0.137,0.344,0.717,152.184,11,6,1,1,106.33,6.435,1.97,0.305,-0.056,1,365.738,365.738,254.172,6,0.278,0.212,6.899,2.839,3,-0.245,6.4,3,13.404,395.506,6,1,6.495,1,204.0,243.1,2.737,2.737,3.732,9.133,9.133,19.059,5.568,-0.064,300.921,6.709,4.158,3.202,3.202,33.663,3.159
7.379,5,3,55.421,300.252,0.178,0.793,4,390.459,0.996,0.198,2,6.507,0.667,14,0.044,7,0.217,22.85,0.317,0.379,0.703,133.779,12,6,3,3,94.82,6.4,1.983,0.157,-0.281,1,343.437,343.437,219.905,6,0.218,0.333,6.848,2.41,4,-0.383,6.351,4,16.662,350.888,8,1,6.437,1,129.0,243.37,2.725,2.725,3.684,8.882,8.882,68.042,5.05,-0.024,273.621,6.631,4.1,3.109,3.109,28.432,3.104
5.745,5,3,55.516,340.622,0.134,0.851,5,441.757,0.962,0.124,2,6.586,0.722,15,0.037,7,0.207,22.85,0.275,0.344,0.718,150.262,12,6,3,3,104.397,6.494,2.005,0.209,-0.29,1,368.582,368.582,230.004,6,0.201,0.265,6.964,2.71,4,-0.414,6.437,4,16.407,405.728,8,1,6.727,1,158.0,243.37,2.734,2.734,3.731,8.97,8.97,22.85,5.292,-0.024,318.874,6.77,4.105,3.111,3.111,25.795,3.104
5.252,5,3,55.313,330.016,0.109,0.878,4,454.434,0.983,0.135,2,6.554,0.741,15,0.04,7,0.219,22.85,0.247,0.367,0.718,146.365,12,6,3,3,97.821,6.437,2.049,0.202,-0.263,1,368.582,368.582,233.042,6,0.206,0.257,6.935,2.66,4,-0.384,6.4,4,16.417,415.934,8,1,6.495,1,152.0,233.894,2.733,2.733,3.73,8.964,8.964,22.85,5.099,-0.035,318.272,6.739,4.104,3.111,3.111,28.626,3.104
6.62,4,2,47.261,308.139,0.087,0.901,3,402.949,0.991,0.12,2,6.36,0.749,14,0.047,7,0.217,25.283,0.26,0.379,0.768,128.135,10,5,3,3,94.82,6.4,1.852,0.116,-0.289,1,331.45,331.45,199.76,5,0.242,0.276,6.855,2.499,4,-0.291,6.354,4,16.925,360.389,8,1,6.494,1,129.0,206.238,2.725,2.725,3.709,8.882,8.882,60.434,5.05,0.045,268.232,6.617,4.101,3.109,3.109,30.402,3.104
4.845,5,3,45.732,283.001,0.202,0.73,4,417.129,0.979,0.238,2,6.515,0.644,15,0.042,7,0.217,22.85,0.333,0.367,0.671,127.033,12,5,3,3,98.421,6.437,2.178,0.228,-0.298,1,336.898,336.898,220.97,5,0.21,0.373,6.91,2.907,5,-0.436,6.351,5,21.869,379.104,8,1,6.45,1,132.0,200.687,2.727,2.727,3.714,8.931,8.931,22.85,5.148,0.018,278.78,6.711,4.103,3.11,3.11,29.966,3.104
6.081,5,3,55.424,325.25,0.146,0.834,4,430.048,1.086,0.163,2,6.54,0.698,15,0.044,7,0.201,22.85,0.297,0.367,0.589,143.858,12,6,3,3,97.82,6.437,2.001,0.171,-0.296,1,368.582,368.582,226.556,6,0.228,0.297,6.903,2.609,4,-0.268,6.4,4,16.52,385.931,8,1,6.495,1,152.0,233.894,2.733,2.733,3.729,8.964,8.964,79.632,5.099,-0.046,284.987,6.685,4.103,3.111,3.111,34.508,3.104
6.319,5,3,55.431,314.905,0.098,0.893,4,456.62,1.01,0.13,2,6.54,0.74,15,0.041,7,0.217,22.85,0.249,0.367,0.695,138.915,12,6,3,3,97.821,6.437,2.105,0.213,-0.268,1,368.582,368.582,235.749,6,0.211,0.262,6.939,2.632,4,-0.399,6.4,4,16.526,416.685,8,1,6.495,1,152.0,233.894,2.733,2.733,3.73,8.964,8.964,22.85,5.099,-0.045,318.981,6.731,4.104,3.111,3.111,29.714,3.104
6.328,5,3,46.745,258.923,0.184,0.713,4,497.027,1.196,0.22,2,6.552,0.719,14,0.041,7,0.21,22.85,0.264,0.314,0.706,113.441,12,5,3,3,117.932,6.437,2.235,0.172,-0.222,1,325.899,325.899,243.772,5,0.228,0.257,7.001,2.493,4,-0.348,6.351,4,17.352,394.909,8,1,6.449,1,213.0,200.687,2.781,2.781,3.74,9.017,9.017,68.042,5.958,-0.006,328.328,6.855,4.156,3.207,3.207,39.479,3.308
6.747,6,3,79.714,510.534,0.145,0.916,6,705.602,1.15,0.124,3,7.046,0.799,23,0.042,12,0.18,39.414,0.236,0.449,0.689,198.115,18,8,4,4,355.698,7.411,3.203,0.216,-0.231,2,545.267,545.267,322.944,8,0.198,0.22,7.395,4.648,7,-0.387,7.402,7,30.442,697.962,12,4,7.411,3,257.0,338.213,2.997,2.997,3.989,10.312,10.312,39.414,6.164,-0.045,595.79,7.313,4.163,3.237,3.237,52.342,3.277
4.461,2,3,29.322,202.785,-0.128,1.074,0,306.634,0.858,-0.094,0,5.973,0.938,11,0.024,0,0.103,4.017,-0.039,0.627,0.884,113.478,8,3,0,0,0.0,6.999,1.401,-0.011,-0.142,0,300.517,300.517,271.022,3,0.174,-0.059,6.898,2.304,0,-0.072,6.999,0,0.0,366.881,6,1,6.999,1,179.0,267.917,2.837,2.837,3.732,9.464,9.464,4.017,5.431,0.036,333.853,6.904,4.236,3.32,3.32,21.337,3.084
5.569,0,0,0.0,29.494,-0.121,1.435,0,38.333,0.875,-0.071,0,1.956,0.837,1,0.035,0,0.036,0.0,0.068,0.643,0.883,9.696,0,0,0,0,0.0,3.913,0.231,0.121,-0.048,0,25.145,25.145,25.92,0,0.207,0.123,5.845,0.365,0,0.048,3.79,0,0.0,38.401,0,0,4.087,0,27.0,94.762,2.244,2.244,3.226,6.047,6.047,32.22,3.873,-0.282,47.65,5.766,3.626,2.654,2.654,29.181,2.691
4.824,0,0,0.0,50.762,-0.116,0.888,0,71.962,0.838,-0.113,0,6.033,0.746,3,0.021,0,0.069,0.0,-0.017,0.563,0.914,22.429,0,0,0,0,0.0,4.73,1.313,0.108,-0.034,0,47.145,92.025,164.978,0,0.16,0.073,6.141,1.231,0,-0.063,4.248,2,9.814,106.708,0,0,4.812,0,55.0,94.762,2.378,2.378,3.34,7.257,7.257,0.0,4.69,0.029,68.246,6.019,3.83,2.892,2.892,22.927,2.717
4.824,0,0,0.0,40.502,-0.015,1.048,0,59.415,0.964,0.014,0,2.023,1.071,2,0.024,0,0.067,0.0,0.038,0.581,0.925,12.511,0,0,0,0,0.0,4.186,0.299,0.124,0.007,0,36.145,36.145,34.055,0,0.2,0.116,6.113,0.661,0,-0.023,4.02,1,6.118,45.746,0,0,4.247,0,54.0,94.762,2.359,2.359,3.327,7.21,7.21,0.0,4.583,-0.003,51.467,5.892,3.831,2.892,2.892,32.641,3.313
4.824,0,0,0.0,38.697,-0.04,1.104,0,52.826,0.897,-0.004,0,2.02,1.195,2,0.024,0,0.035,0.0,-0.012,0.6,0.978,11.301,0,0,0,0,0.0,4.139,0.285,0.062,0.025,0,36.145,36.145,31.963,0,0.19,0.075,6.027,0.607,0,-0.024,4.02,1,6.053,43.036,0,0,4.194,0,41.0,94.762,2.104,2.104,3.082,5.784,5.784,0.0,4.243,0.005,47.848,5.829,3.777,2.815,2.815,30.613,2.908
5.194,0,0,0.0,61.443,-0.149,0.946,0,60.84,0.771,-0.14,0,6.031,0.869,3,0.021,0,0.036,0.0,-0.086,0.581,0.976,25.271,0,0,0,0,0.0,4.726,1.297,0.034,-0.026,0,47.145,92.025,159.513,0,0.148,0.03,6.057,1.186,0,-0.065,4.216,2,9.741,108.304,0,0,4.812,0,42.0,94.762,2.264,2.264,3.212,6.474,6.474,0.0,4.359,0.041,75.673,5.964,3.778,2.817,2.817,21.922,2.697
8.222,5,3,56.206,314.742,0.158,0.783,4,448.823,1.006,0.181,2,6.569,0.744,15,0.034,7,0.185,22.85,0.215,0.429,0.684,139.219,11,6,3,3,107.641,6.437,2.31,0.219,-0.192,1,354.437,369.397,249.65,6,0.198,0.228,6.981,3.095,4,-0.37,6.4,5,21.645,413.71,8,1,6.495,1,155.0,262.323,2.738,2.738,3.734,8.977,8.977,22.85,5.292,-0.014,341.632,6.78,4.112,3.118,3.118,32.071,3.151
7.377,5,3,56.16,253.714,0.19,0.773,4,370.964,1.023,0.286,2,6.486,0.638,14,0.046,7,0.195,22.85,0.35,0.438,0.685,118.794,11,6,3,3,177.704,6.351,2.141,0.225,-0.243,1,329.292,329.292,230.441,6,0.223,0.399,6.827,2.216,4,-0.332,6.34,5,22.216,312.393,8,1,6.4,1,111.0,262.323,2.735,2.735,3.732,8.974,8.974,54.128,5.196,-0.053,246.779,6.591,4.101,3.11,3.11,33.354,3.104
5.883,4,2,70.093,446.608,0.032,1.027,4,605.251,1.115,0.03,2,6.801,0.887,20,0.036,8,0.148,29.56,0.146,0.489,0.75,166.012,14,7,3,3,317.302,7.406,2.768,0.17,-0.185,1,485.028,485.028,277.15,7,0.188,0.145,7.211,4.065,6,-0.351,6.499,6,27.167,594.42,9,2,7.411,2,197.0,301.081,2.802,2.802,3.781,9.377,9.377,29.56,5.568,-0.004,492.647,7.11,4.159,3.234,3.234,49.0,3.14
6.187,5,3,56.342,351.218,0.196,0.775,4,472.763,1.012,0.244,2,6.578,0.736,16,0.04,7,0.225,28.896,0.231,0.417,0.77,149.693,11,6,3,3,111.034,6.495,2.261,0.161,-0.238,1,387.75,387.75,278.9,6,0.228,0.201,7.005,2.86,4,-0.336,6.437,4,16.837,455.989,8,1,6.999,1,180.0,277.845,2.961,2.961,3.923,10.047,10.047,28.896,5.701,-0.017,345.794,6.898,4.155,3.249,3.249,36.173,3.148
8.398,5,3,56.371,294.273,0.175,0.758,4,460.039,1.041,0.188,2,6.567,0.699,14,0.035,7,0.179,22.85,0.262,0.417,0.659,129.781,11,6,3,3,111.265,6.437,2.28,0.24,-0.175,1,343.437,358.397,249.314,6,0.203,0.253,7.016,3.105,4,-0.363,6.4,4,16.875,405.955,8,1,6.495,1,180.0,262.323,2.784,2.784,3.744,9.24,9.24,22.85,5.477,-0.008,344.655,6.789,4.114,3.122,3.122,35.597,3.161
7.26,5,3,56.155,286.068,0.163,0.837,4,437.834,1.099,0.221,2,6.507,0.656,14,0.043,7,0.199,22.85,0.322,0.469,0.735,122.493,11,6,3,3,97.137,6.4,2.179,0.163,-0.113,1,343.437,343.437,245.974,6,0.219,0.313,6.926,2.588,4,-0.348,6.351,4,16.976,388.982,8,1,6.437,1,108.0,243.37,2.735,2.735,3.732,8.975,8.975,22.85,5.099,-0.014,287.051,6.703,4.11,3.114,3.114,42.231,3.127
7.523,5,3,55.908,284.493,0.171,0.822,4,409.444,1.007,0.221,2,6.512,0.724,14,0.043,7,0.201,22.85,0.294,0.452,0.695,129.312,11,6,3,3,179.818,6.4,2.017,0.202,-0.23,1,343.437,343.437,225.926,6,0.222,0.298,6.888,2.521,4,-0.339,6.351,4,16.845,372.744,8,1,6.437,1,108.0,260.496,2.735,2.735,3.732,8.975,8.975,54.128,5.099,-0.006,257.763,6.666,4.11,3.115,3.115,30.782,3.107
7.056,5,3,56.188,297.097,0.162,0.833,4,437.901,0.948,0.192,2,6.545,0.705,14,0.036,7,0.188,22.85,0.294,0.441,0.696,132.766,11,6,3,3,104.27,6.437,2.08,0.202,-0.192,1,343.437,343.437,233.465,6,0.202,0.26,6.95,2.59,4,-0.375,6.4,4,16.87,390.426,8,1,6.494,1,132.0,271.799,2.735,2.735,3.733,8.975,8.975,22.85,5.244,-0.009,282.964,6.741,4.111,3.115,3.115,30.515,3.14
6.155,5,3,56.209,254.295,0.216,0.749,4,372.274,1.029,0.281,2,6.489,0.657,14,0.046,7,0.195,22.85,0.337,0.438,0.685,118.905,11,6,3,3,174.745,6.351,2.141,0.225,-0.214,1,329.292,329.292,230.041,6,0.223,0.4,6.837,2.211,4,-0.332,6.34,5,22.317,315.034,8,1,6.4,1,111.0,262.323,2.735,2.735,3.732,8.975,8.975,54.128,5.196,-0.06,257.294,6.607,4.105,3.114,3.114,33.555,3.104
6.409,5,3,55.918,255.734,0.139,0.901,4,386.849,0.984,0.252,2,6.49,0.659,14,0.038,7,0.206,22.85,0.354,0.452,0.721,119.504,12,6,3,3,171.084,6.351,2.113,0.178,-0.205,1,327.799,327.799,229.781,6,0.21,0.409,6.839,2.33,4,-0.376,6.34,4,16.925,310.406,8,1,6.4,1,108.0,262.323,2.734,2.734,3.732,8.974,8.974,22.85,5.099,-0.005,257.499,6.593,4.105,3.11,3.11,31.861,3.106
8.0,5,3,56.149,293.042,0.135,0.856,4,423.496,1.004,0.196,2,6.534,0.714,14,0.038,7,0.19,22.85,0.279,0.455,0.675,130.784,11,6,3,3,100.509,6.4,2.097,0.202,-0.215,1,343.437,343.437,230.563,6,0.21,0.289,6.921,2.663,4,-0.37,6.351,4,16.883,386.659,8,1,6.437,1,129.0,271.799,2.735,2.735,3.732,8.975,8.975,22.85,5.148,-0.015,278.291,6.703,4.111,3.115,3.115,32.107,3.131
7.921,5,3,56.213,297.208,0.168,0.835,4,438.238,0.95,0.22,2,6.549,0.705,14,0.036,7,0.188,22.85,0.294,0.441,0.696,132.766,11,6,3,3,104.017,6.437,2.08,0.202,-0.192,1,343.437,343.437,233.465,6,0.202,0.256,6.947,2.582,4,-0.375,6.4,4,16.867,405.157,8,1,6.495,1,132.0,271.799,2.735,2.735,3.732,8.975,8.975,22.85,5.244,-0.017,291.885,6.773,4.111,3.115,3.115,30.515,3.144
6.854,5,3,56.373,265.792,0.171,0.817,4,411.948,1.041,0.226,2,6.528,0.682,14,0.04,7,0.183,22.85,0.32,0.441,0.758,120.343,11,6,3,3,104.017,6.4,2.109,0.172,-0.194,1,343.437,343.437,233.86,6,0.218,0.311,6.934,2.544,4,-0.316,6.351,4,17.003,381.781,8,1,6.437,1,132.0,271.799,2.735,2.735,3.732,8.975,8.975,55.07,5.244,-0.01,260.528,6.734,4.111,3.115,3.115,34.817,3.136
6.656,5,3,55.811,291.878,0.161,0.83,4,408.584,0.96,0.216,2,6.523,0.723,15,0.038,7,0.208,22.85,0.267,0.452,0.701,132.373,11,6,3,3,179.818,6.4,2.116,0.19,-0.194,1,352.944,352.944,227.785,6,0.204,0.306,6.89,2.726,4,-0.398,6.351,4,16.757,371.926,8,1,6.437,1,108.0,264.586,2.735,2.735,3.732,8.975,8.975,22.85,5.099,0.004,261.047,6.678,4.11,3.115,3.115,29.76,3.135
4.757,5,3,56.32,270.071,0.14,0.845,4,420.98,1.019,0.189,2,6.525,0.674,14,0.037,7,0.193,22.85,0.309,0.455,0.695,121.059,11,6,3,3,99.175,6.4,2.129,0.205,-0.172,1,343.437,343.437,233.887,6,0.208,0.313,6.933,2.512,4,-0.358,6.351,4,16.995,412.201,8,1,6.437,1,129.0,271.799,2.735,2.735,3.732,8.976,8.976,22.85,5.148,-0.071,283.723,6.759,4.113,3.119,3.119,34.38,3.192
7.456,5,3,56.205,267.16,0.193,0.789,4,423.77,1.005,0.237,2,6.523,0.655,14,0.038,7,0.193,22.85,0.333,0.455,0.695,120.948,11,6,3,3,100.646,6.4,2.129,0.205,-0.176,1,343.437,343.437,234.553,6,0.209,0.325,6.931,2.511,4,-0.358,6.351,4,16.944,374.35,8,1,6.437,1,129.0,271.799,2.735,2.735,3.732,8.975,8.975,22.85,5.148,-0.023,254.836,6.718,4.111,3.115,3.115,34.135,3.139
6.83,5,3,56.233,267.271,0.122,0.887,4,424.383,1.008,0.173,2,6.523,0.655,14,0.038,7,0.193,22.85,0.333,0.455,0.695,120.948,11,6,3,3,100.509,6.4,2.129,0.205,-0.176,1,343.437,343.437,234.553,6,0.209,0.32,6.928,2.501,4,-0.358,6.351,4,16.955,391.202,8,1,6.437,1,129.0,271.799,2.735,2.735,3.732,8.975,8.975,22.85,5.148,-0.031,268.378,6.732,4.111,3.115,3.115,34.135,3.141
7.114,5,3,56.004,326.653,0.184,0.785,4,443.464,0.974,0.222,2,6.549,0.718,14,0.036,7,0.195,22.85,0.243,0.455,0.711,141.026,11,6,3,3,100.646,6.437,2.135,0.183,-0.219,1,343.437,358.397,238.684,6,0.202,0.242,6.942,2.771,4,-0.368,6.4,4,16.774,420.085,8,1,6.495,1,129.0,271.799,2.735,2.735,3.732,8.975,8.975,22.85,5.148,-0.02,306.424,6.773,4.111,3.115,3.115,31.17,3.134
6.267,5,3,56.134,292.931,0.186,0.806,4,422.625,1.001,0.231,2,6.532,0.714,14,0.038,7,0.19,22.85,0.279,0.455,0.675,130.784,11,6,3,3,100.646,6.4,2.097,0.202,-0.215,1,343.437,343.437,230.563,6,0.21,0.295,6.924,2.655,4,-0.37,6.351,4,16.884,385.409,8,1,6.437,1,129.0,271.799,2.735,2.735,3.732,8.975,8.975,22.85,5.148,-0.004,277.611,6.727,4.111,3.115,3.115,32.107,3.131
7.658,5,3,55.911,258.872,0.192,0.823,4,368.245,0.995,0.276,2,6.469,0.639,13,0.049,7,0.206,22.85,0.377,0.467,0.712,120.058,11,6,3,3,164.856,6.351,1.971,0.187,-0.211,1,318.292,318.292,218.825,6,0.229,0.415,6.791,2.044,4,-0.333,6.34,4,17.032,302.807,8,1,6.4,1,89.0,271.799,2.734,2.734,3.731,8.973,8.973,54.128,5.05,-0.075,248.6,6.557,4.1,3.11,3.11,32.552,3.104
8.097,5,3,56.002,269.182,0.177,0.824,4,371.388,1.04,0.266,2,6.484,0.661,13,0.048,7,0.196,22.85,0.344,0.452,0.683,125.364,11,6,3,3,171.084,6.351,1.99,0.201,-0.251,1,318.292,318.292,221.138,6,0.232,0.39,6.805,2.132,4,-0.338,6.34,4,17.026,308.259,8,1,6.4,1,108.0,262.323,2.734,2.734,3.732,8.974,8.974,54.128,5.099,-0.065,261.213,6.561,4.101,3.11,3.11,31.335,3.104
8.523,5,3,55.847,300.016,0.157,0.785,4,386.7,1.009,0.223,2,6.504,0.659,13,0.046,7,0.202,22.85,0.316,0.452,0.713,135.159,11,6,3,3,171.084,6.4,2.031,0.185,-0.256,1,318.292,333.252,227.529,6,0.223,0.333,6.833,2.195,4,-0.331,6.351,4,16.892,319.24,8,1,6.437,1,108.0,262.323,2.734,2.734,3.732,8.974,8.974,54.128,5.099,-0.078,302.797,6.568,4.101,3.11,3.11,30.452,3.104
5.0,0,0,0.0,38.529,0.037,1.17,0,33.646,0.671,0.118,0,2.032,0.916,4,0.023,0,0.0,0.0,0.064,0.68,0.818,6.238,2,0,0,0,73.142,4.237,0.334,0.114,-0.079,0,56.652,56.652,23.578,0,0.153,-0.026,5.704,0.462,0,-0.074,3.737,2,10.381,47.814,0,0,4.276,0,21.0,85.286,2.061,2.061,2.972,5.896,5.896,0.0,3.082,0.075,56.703,5.694,3.604,2.619,2.619,17.584,2.73
4.959,1,1,9.578,75.24,-0.011,1.117,0,136.883,0.678,0.005,0,5.645,0.987,5,0.022,0,0.063,1.339,0.021,0.714,0.928,38.991,4,1,0,0,0.0,4.79,0.45,-0.033,-0.06,0,133.699,133.699,97.3,1,0.163,0.017,6.312,0.978,0,0.036,4.679,0,0.0,180.743,2,0,5.067,0,38.0,168.095,2.401,2.401,3.411,7.141,7.141,1.339,3.464,0.071,130.601,6.294,3.722,2.74,2.74,16.249,3.032
