pXC50,CATS2D_08_AL,CATS2D_07_AL,CATS2D_05_AA,Eig02_EA.dm.,CATS2D_06_AL,P_VSA_e_3,SpAD_EA.dm.,SM02_EA.dm.,ATS6m,ATSC7p,ATS7v,C.008,ATS7p,Eig03_EA.dm.,C.040,P_VSA_s_6,SsOH,X5sol,MAXDP,P_VSA_s_5,SssNH,CATS2D_05_DA,Eig04_EA.dm.,ATSC6s,CATS2D_07_DD,Hy,nHAcc,P_VSA_m_3,P_VSA_v_2,SAacc,SAdon,SdssC,NssNH,NsOH,MATS5s,CATS2D_09_DD,GATS2p,CATS2D_05_DL,H.050,MLOGP,nHDon,nO,PHI,Uindex,X3v,CATS2D_07_DL,ATSC8i,SpMin4_Bh.p.,SpMax2_Bh.v.,C.005,CATS2D_02_PL,ATSC1i,ATSC8s,CATS2D_02_DA,CATS2D_03_DA,CATS2D_03_DD,CATS2D_03_DL,CATS2D_04_DL,CATS2D_06_DA,CATS2D_06_DD,CATS2D_08_DA,CATS2D_08_DL,CATS2D_09_DA,CATS2D_09_DL,CATS2D_09_DP,DLS_01
6.873,5,4,2,0.86,3,65.483,14.411,3.267,4.429,13.242,3.944,0,4.018,0.86,0,122.193,0.0,7.172,5.879,62.359,2.271,1,0.86,145.682,0,-0.201,10,122.193,141.722,141.722,16.405,0.0,1,0,-0.145,0,0.631,0,1,2.166,1,5,8.645,72.785,6.403,0,1.628,1.66,3.837,4,0,0.924,295.871,2,0,0,2,3,1,0,0,0,0,0,0,0.75
6.859,7,4,2,0.86,3,65.483,14.411,3.267,4.545,15.439,4.096,1,4.161,0.86,0,122.193,0.0,8.344,6.009,62.359,2.317,1,0.86,140.587,0,-0.232,10,122.193,141.722,141.722,16.405,0.0,1,0,-0.124,0,0.729,0,1,2.2,1,5,8.23,63.994,7.481,1,1.927,1.66,3.844,3,0,0.997,337.361,2,0,0,2,3,1,0,0,0,0,0,0,0.75
5.281,7,4,2,0.86,3,65.483,14.411,3.267,4.545,15.439,4.096,1,4.161,0.86,0,122.193,0.0,8.344,6.009,62.359,2.317,1,0.86,140.587,0,-0.232,10,122.193,141.722,141.722,16.405,0.0,1,0,-0.124,0,0.729,0,1,2.2,1,5,8.23,63.994,7.481,1,1.927,1.66,3.844,3,0,0.997,337.361,2,0,0,2,3,1,0,0,0,0,0,0,0.75
5.208,7,4,2,0.86,3,65.483,16.131,3.322,4.48,13.731,4.031,0,4.095,0.86,0,133.193,0.0,8.328,5.985,62.359,2.295,1,0.86,159.186,0,-0.217,11,133.193,152.722,152.722,16.405,0.0,1,0,-0.096,0,0.717,0,1,1.451,1,6,9.117,67.186,7.375,0,1.811,1.669,3.838,2,0,0.998,308.09,2,0,0,2,3,1,0,0,0,0,0,0,0.75
6.076,7,4,2,0.86,3,68.608,16.011,3.303,4.493,14.585,4.075,0,4.15,0.86,0,122.193,0.0,8.612,6.019,62.359,2.31,1,0.86,145.13,0,-0.231,11,122.193,144.847,144.847,16.405,0.0,1,0,-0.064,0,0.686,0,1,1.659,1,5,9.347,70.407,7.868,0,1.883,1.689,3.838,3,0,1.075,307.513,2,0,0,2,3,1,0,0,0,0,0,0,0.75
6.277,5,4,2,0.86,3,65.483,14.411,3.267,4.49,14.713,4.095,1,4.161,0.86,0,122.193,0.0,7.843,5.986,62.359,2.308,1,0.86,140.183,0,-0.232,10,122.193,141.722,141.722,16.405,0.0,1,0,-0.1,0,0.721,0,1,2.2,1,5,8.23,64.023,7.709,1,2.126,1.763,3.842,3,0,0.997,349.438,2,0,0,2,3,1,0,0,1,0,0,0,0.75
5.678,5,4,2,0.86,3,65.483,14.411,3.267,4.49,14.713,4.095,1,4.161,0.86,0,122.193,0.0,7.843,5.986,62.359,2.308,1,0.86,140.183,0,-0.232,10,122.193,141.722,141.722,16.405,0.0,1,0,-0.1,0,0.721,0,1,2.2,1,5,8.23,64.023,7.709,1,2.126,1.763,3.842,3,0,0.997,349.438,2,0,0,2,3,1,0,0,1,0,0,0,0.75
5.0,3,2,2,0.86,2,62.359,11.091,3.17,4.177,9.113,3.455,0,3.518,0.86,0,126.153,0.0,6.265,5.62,62.359,2.022,1,0.0,154.411,0,-0.142,9,126.153,142.558,142.558,16.405,0.0,1,0,-0.217,0,0.678,0,1,2.912,1,4,6.107,55.006,5.594,0,0.923,1.523,3.834,2,0,0.807,259.456,2,0,0,2,3,1,0,0,0,0,0,0,1.0
7.569,8,5,1,1.94,6,27.384,15.705,3.007,4.413,22.076,4.494,0,4.665,1.058,3,125.583,0.0,10.745,6.413,18.011,3.176,1,0.933,86.21,0,-0.415,8,86.435,113.818,113.818,18.011,0.144,1,0,-0.084,0,0.964,4,1,3.909,1,4,10.491,71.799,9.171,1,2.385,1.93,3.863,0,0,1.251,73.182,1,0,0,4,2,0,0,0,1,0,3,0,0.75
6.854,8,5,1,2.055,6,27.384,16.699,3.123,4.415,21.653,4.483,0,4.648,1.058,2,136.583,0.0,10.745,6.393,18.011,3.145,1,0.933,90.499,0,-0.392,9,97.435,124.818,124.818,18.011,-0.387,1,0,-0.113,0,0.964,4,1,3.395,1,5,10.459,71.799,8.788,0,2.319,1.902,3.862,0,0,1.22,77.858,1,0,0,4,2,0,0,0,0,0,3,0,0.75
7.523,8,7,1,1.704,10,45.394,16.285,2.971,4.473,19.97,4.525,0,4.653,1.058,2,125.583,0.0,11.989,6.466,36.022,6.179,1,0.933,105.214,1,0.083,9,86.435,131.829,131.829,36.022,-0.145,2,0,0.006,0,0.986,6,2,3.715,2,4,11.047,71.168,9.71,0,2.511,1.988,3.866,0,0,1.277,75.339,3,0,0,6,6,0,0,0,0,1,2,0,0.75
7.523,8,5,1,1.416,9,25.778,14.346,2.883,4.515,21.154,4.529,0,4.672,1.058,2,144.751,0.0,12.91,6.469,18.011,3.123,1,0.933,125.084,0,-0.393,9,105.603,131.381,131.381,18.011,-0.16,1,0,-0.041,0,1.006,4,1,3.468,1,5,10.663,71.138,11.531,0,2.507,1.975,3.919,0,0,1.268,88.964,1,0,0,4,2,0,0,0,1,0,2,0,0.75
7.114,7,4,1,2.055,10,27.384,16.699,3.123,4.419,22.045,4.492,0,4.657,1.058,2,136.583,0.0,10.791,6.352,18.011,3.135,0,0.933,83.971,0,-0.4,9,97.435,124.818,124.818,18.011,-0.344,1,0,-0.114,0,0.981,4,1,3.576,1,5,11.022,74.465,9.075,0,2.314,1.907,3.863,0,0,1.259,100.444,1,0,0,3,4,1,0,2,0,0,0,0,0.75
5.4,8,9,1,0.933,12,9.373,8.933,2.37,4.307,20.564,4.379,1,4.558,0.8,1,103.442,0.0,7.546,6.499,0.0,0.0,0,0.564,48.892,0,-0.805,4,25.145,34.518,34.518,0.0,0.22,0,0,-0.146,0,0.871,0,0,4.466,0,1,8.25,51.625,7.552,0,2.131,1.769,3.865,1,0,0.911,79.41,0,0,0,0,0,0,0,0,0,0,0,0,0.75
6.1,7,9,1,0.86,9,9.373,10.052,2.454,4.212,19.051,4.368,1,4.538,0.835,1,36.145,0.0,7.212,6.532,0.0,0.0,0,0.8,53.353,0,-0.831,5,36.145,45.518,45.518,0.0,0.218,0,0,-0.041,0,0.971,0,0,3.278,0,2,7.52,49.063,6.837,0,2.237,1.751,3.834,2,0,0.942,59.666,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6.4,7,11,1,0.835,11,9.373,8.332,2.318,4.173,19.098,4.344,1,4.52,0.8,1,25.145,0.0,6.991,6.494,0.0,0.0,0,0.543,48.432,0,-0.858,4,25.145,34.518,34.518,0.0,0.254,0,0,-0.049,0,0.993,0,0,3.798,0,1,6.989,46.652,6.786,0,2.169,1.752,3.854,1,0,0.933,58.493,0,0,0,0,0,0,0,0,0,0,0,0,1.0
5.798,9,9,1,0.835,9,9.373,8.332,2.318,4.289,19.098,4.347,1,4.514,0.8,1,103.442,0.0,7.592,6.501,0.0,0.0,0,0.543,54.513,0,-0.799,4,25.145,34.518,34.518,0.0,0.179,0,0,-0.039,0,0.88,0,0,4.535,0,1,7.677,49.082,7.426,0,2.1,1.751,3.852,1,0,0.872,71.335,0,0,0,0,0,0,0,0,0,0,0,0,0.75
6.4,6,4,1,0.835,3,9.373,8.332,2.318,3.887,12.734,3.888,1,4.075,0.8,1,103.442,0.0,5.528,5.925,0.0,0.0,0,0.543,39.807,0,-0.751,4,25.145,34.518,34.518,0.0,0.206,0,0,-0.067,0,0.866,0,0,3.526,0,1,6.752,41.722,6.071,0,1.229,1.748,3.766,1,0,0.74,50.155,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7.796,9,9,1,0.835,9,9.373,8.332,2.318,4.289,19.098,4.347,1,4.514,0.8,1,103.442,0.0,7.592,6.501,0.0,0.0,0,0.543,54.513,0,-0.799,4,25.145,34.518,34.518,0.0,0.179,0,0,-0.039,0,0.88,0,0,4.535,0,1,7.677,49.082,7.426,0,2.1,1.751,3.852,1,0,0.872,71.335,0,0,0,0,0,0,0,0,0,0,0,0,0.75
6.3,2,7,1,0.8,3,6.249,7.101,2.259,3.84,13.342,3.898,1,4.093,0.625,1,64.294,0.0,7.111,6.057,0.0,0.0,0,0.111,29.421,0,-0.79,3,25.145,31.394,31.394,0.0,0.281,0,0,-0.022,0,0.9,0,0,3.711,0,1,5.514,35.846,6.82,0,1.323,1.748,3.769,0,0,0.712,30.27,0,0,0,0,0,0,0,0,0,0,0,0,1.0
5.1,3,7,1,0.8,4,6.249,7.101,2.259,3.891,14.177,3.987,1,4.177,0.625,1,64.294,0.0,7.724,6.125,0.0,0.0,0,0.111,30.44,0,-0.798,3,25.145,31.394,31.394,0.0,0.284,0,0,-0.003,0,0.922,0,0,3.93,0,1,6.046,37.96,7.07,0,1.491,1.677,3.769,0,0,0.752,30.81,0,0,0,0,0,0,0,0,0,0,0,0,1.0
8.222,10,13,3,1.988,11,9.373,19.313,3.86,4.387,19.349,4.405,1,4.538,0.875,1,100.438,0.0,10.354,6.67,0.0,0.0,0,0.86,71.742,0,-0.751,6,61.29,70.663,70.663,0.0,-0.127,0,0,0.113,0,0.893,0,0,2.835,0,3,7.165,47.41,7.994,0,2.231,1.868,3.881,0,0,0.881,99.449,0,0,0,0,0,0,0,0,0,0,0,0,1.0
8.921,9,13,3,1.988,10,9.373,17.593,3.829,4.349,19.05,4.367,1,4.517,0.875,1,89.438,0.0,9.742,6.627,0.0,0.0,0,0.8,67.319,0,-0.774,5,50.29,59.663,59.663,0.0,-0.083,0,0,0.124,0,0.929,0,0,3.607,0,2,6.679,45.33,8.089,0,2.165,1.751,3.881,0,0,0.867,79.079,0,0,0,0,0,0,0,0,0,0,0,0,1.0
9.398,12,12,3,1.973,10,9.373,13.744,2.919,4.484,18.908,4.421,1,4.547,0.937,2,139.587,0.0,9.583,6.748,0.0,0.0,0,0.8,92.861,0,-0.758,6,61.29,70.663,70.663,0.0,-0.302,0,0,0.125,0,0.91,0,0,3.77,0,3,7.352,49.595,7.931,0,2.195,1.751,3.873,0,0,0.89,103.249,0,0,0,0,0,0,0,0,0,0,0,0,0.75
6.2,2,10,1,0.8,8,68.988,7.101,2.259,4.289,18.177,4.348,1,4.501,0.625,1,25.145,0.0,8.687,6.637,62.74,0.0,2,0.111,45.574,0,-0.425,3,25.145,48.179,31.394,16.786,0.255,0,0,0.038,0,0.895,1,1,4.021,1,1,6.379,43.293,7.535,2,2.141,1.781,3.91,0,0,0.866,52.106,0,0,0,3,0,0,0,1,2,0,2,0,1.0
7.5,5,10,2,0.86,8,6.249,8.821,2.403,4.159,18.492,4.253,2,4.436,0.8,1,75.293,0.0,8.087,6.421,0.0,0.0,0,0.625,41.149,0,-0.785,4,36.145,42.393,42.393,0.0,0.221,0,0,0.076,0,0.925,0,0,3.548,0,2,7.358,44.404,7.422,0,1.988,1.751,3.78,0,0,0.844,48.991,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7.8,3,10,1,0.8,10,6.249,7.101,2.259,4.237,20.485,4.375,1,4.556,0.625,1,25.145,0.0,8.823,6.667,0.0,0.0,0,0.111,42.566,0,-0.863,3,25.145,31.394,31.394,0.0,0.297,0,0,-0.001,0,0.945,0,0,4.462,0,1,6.315,43.293,8.134,0,2.226,1.751,3.91,0,0,0.872,55.288,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7.5,5,11,1,0.8,7,6.249,7.101,2.259,4.15,17.582,4.248,1,4.413,0.625,1,64.294,0.0,9.023,6.634,0.0,0.0,0,0.111,41.435,0,-0.831,3,25.145,31.394,31.394,0.0,0.254,0,0,0.004,0,0.916,0,0,4.73,0,1,6.518,43.293,8.17,0,1.935,1.751,3.902,0,0,0.819,45.789,0,0,0,0,0,0,0,0,0,0,0,0,0.75
6.7,5,12,1,0.8,8,6.249,7.101,2.259,4.148,17.226,4.256,1,4.417,0.625,1,64.294,0.0,8.911,6.5,0.0,0.0,0,0.111,37.42,0,-0.831,3,25.145,31.394,31.394,0.0,0.26,0,0,-0.03,0,0.916,0,0,4.73,0,1,6.518,43.384,8.18,0,1.965,1.751,3.905,0,0,0.819,47.783,0,0,0,0,0,0,0,0,0,0,0,0,0.75
5.8,12,12,3,1.918,10,9.373,11.738,2.765,4.461,19.946,4.445,1,4.587,0.8,2,128.587,0.0,8.137,6.654,0.0,0.0,0,0.666,87.078,0,-0.781,5,50.29,59.663,59.663,0.0,-0.226,0,0,0.118,0,0.924,0,0,4.274,0,2,8.209,53.868,7.598,0,2.237,1.751,3.855,0,0,0.896,103.664,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7.5,10,9,1,0.835,9,9.373,8.332,2.318,4.377,20.721,4.434,1,4.604,0.8,1,103.442,0.0,7.907,6.66,0.0,0.0,0,0.543,62.872,0,-0.805,4,25.145,34.518,34.518,0.0,0.197,0,0,-0.012,0,0.921,0,0,4.734,0,1,8.25,51.443,7.686,0,2.287,1.751,3.855,0,0,0.911,75.129,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7.1,7,11,1,0.835,9,9.373,8.332,2.318,4.207,18.265,4.322,1,4.486,0.8,1,64.294,0.0,7.225,6.461,0.0,0.0,0,0.543,52.275,0,-0.825,4,25.145,34.518,34.518,0.0,0.21,0,0,-0.047,0,0.947,0,0,4.066,0,1,7.216,46.652,6.827,0,2.102,1.751,3.84,1,0,0.883,54.58,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7.1,13,15,5,0.8,11,7.767,7.57,2.253,4.654,22.023,4.493,1,4.64,0.624,1,147.755,0.0,8.971,6.684,0.0,0.0,0,0.375,117.492,0,-0.729,6,69.458,77.225,77.225,0.0,-0.193,0,0,0.151,0,0.975,0,0,3.635,0,3,8.341,56.356,8.721,0,2.359,1.775,3.886,1,0,0.943,136.953,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7.3,10,9,1,0.835,13,9.373,8.332,2.318,4.491,22.632,4.553,1,4.713,0.8,1,103.442,0.0,8.416,6.903,0.0,0.0,0,0.543,57.451,0,-0.817,4,25.145,34.518,34.518,0.0,0.233,0,0,-0.032,0,0.976,0,0,5.122,0,1,7.921,49.514,8.191,0,2.521,1.751,3.869,0,0,0.973,74.493,0,0,0,0,0,0,0,0,0,0,0,0,0.5
6.7,9,11,1,0.835,11,9.373,8.332,2.318,4.205,19.75,4.386,1,4.563,0.8,1,25.145,0.0,7.175,6.561,0.0,0.0,0,0.543,48.51,0,-0.863,4,25.145,34.518,34.518,0.0,0.255,0,0,-0.025,0,0.965,0,0,3.999,0,1,7.22,49.082,7.275,0,2.299,1.758,3.876,1,0,0.972,61.637,0,0,0,0,0,0,0,0,0,0,0,0,1.0
8.301,13,14,3,1.2,14,26.158,12.668,2.658,4.395,19.83,4.494,1,4.614,0.86,2,78.075,0.0,9.7,6.847,0.0,0.0,0,0.8,70.532,0,-0.794,7,61.29,87.448,87.448,0.0,-0.243,0,0,0.131,0,0.944,0,0,2.132,0,3,7.217,51.762,7.631,0,2.442,1.877,3.894,0,0,1.012,117.64,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7.0,7,9,1,1.989,11,9.373,15.982,3.401,4.307,19.312,4.378,1,4.514,0.835,1,70.025,0.0,6.991,6.468,0.0,0.0,0,0.8,90.375,0,-0.781,7,70.025,79.398,79.398,0.0,-0.028,0,0,-0.006,0,0.985,0,0,4.367,0,1,7.534,54.039,6.958,0,2.189,1.753,3.859,1,0,1.144,191.18,0,0,0,0,0,0,0,0,0,0,0,0,0.75
6.3,9,7,1,0.835,11,9.373,8.332,2.318,4.231,18.719,4.331,1,4.503,0.8,1,64.294,0.0,7.141,6.45,0.0,0.0,0,0.543,48.991,0,-0.825,4,25.145,34.518,34.518,0.0,0.22,0,0,-0.044,0,0.947,0,0,4.066,0,1,7.216,46.686,6.863,0,2.103,1.751,3.84,1,0,0.883,67.655,0,0,0,0,0,0,0,0,0,0,0,0,1.0
8.097,12,10,1,0.86,10,9.373,10.052,2.454,4.489,22.277,4.533,1,4.685,0.835,1,114.442,0.0,8.279,6.824,0.0,0.0,0,0.8,74.911,0,-0.788,5,36.145,45.518,45.518,0.0,0.159,0,0,-0.021,0,0.88,0,0,4.141,0,2,9.404,56.343,7.87,0,2.485,1.766,3.855,1,0,0.96,95.432,0,0,0,0,0,0,0,0,0,0,0,0,0.75
8.523,13,12,3,1.2,11,26.158,12.668,2.658,4.506,18.861,4.448,1,4.558,0.86,2,156.373,0.0,10.196,6.788,0.0,0.0,0,0.8,91.159,0,-0.737,7,61.29,87.448,87.448,0.0,-0.421,0,0,0.131,0,0.865,0,0,2.668,0,3,7.634,51.762,7.78,0,2.257,1.871,3.884,0,0,0.912,123.064,0,0,0,0,0,0,0,0,0,0,0,0,0.75
9.222,12,12,3,1.2,10,26.158,10.948,2.549,4.473,18.56,4.412,1,4.537,0.8,2,145.373,0.0,9.583,6.745,0.0,0.0,0,0.6,85.407,0,-0.758,6,50.29,76.448,76.448,0.0,-0.377,0,0,0.138,0,0.905,0,0,3.427,0,2,7.145,49.595,7.875,0,2.194,1.751,3.884,0,0,0.9,102.267,0,0,0,0,0,0,0,0,0,0,0,0,1.0
8.301,10,15,5,1.982,10,9.373,12.741,2.911,4.313,17.302,4.344,1,4.461,0.8,1,100.438,0.0,8.864,6.58,0.0,0.0,0,0.718,69.81,0,-0.774,6,61.29,70.663,70.663,0.0,-0.567,0,0,0.173,0,0.957,0,0,3.241,0,3,6.404,45.33,7.129,0,2.018,1.751,3.868,0,0,0.862,88.573,0,0,0,0,0,0,0,0,0,0,0,0,1.0
9.398,12,14,3,1.973,13,9.373,13.744,2.919,4.368,20.033,4.47,1,4.607,0.937,2,61.29,0.0,9.087,6.807,0.0,0.0,0,0.8,72.691,0,-0.817,6,61.29,70.663,70.663,0.0,-0.124,0,0,0.125,0,0.99,0,0,3.234,0,3,6.94,49.595,7.783,0,2.402,1.766,3.889,0,0,0.991,96.622,0,0,0,0,0,0,0,0,0,0,0,0,1.0
5.1,5,11,1,0.8,10,6.249,7.101,2.259,4.161,18.731,4.341,1,4.505,0.625,1,25.145,0.0,8.051,6.572,0.0,0.0,0,0.111,42.667,0,-0.895,3,25.145,31.394,31.394,0.0,0.278,0,0,-0.049,0,1.035,0,0,4.584,0,1,6.154,43.356,7.14,0,2.132,1.751,3.911,0,0,0.861,55.073,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7.6,3,10,1,0.8,8,6.249,7.101,2.259,4.279,22.645,4.437,1,4.633,0.625,1,64.294,0.0,9.176,6.686,0.0,0.0,0,0.111,40.829,0,-0.831,3,25.145,31.394,31.394,0.0,0.324,0,0,0.036,0,0.977,0,0,4.969,0,1,7.094,43.293,9.255,0,2.45,1.751,3.868,0,0,0.931,46.852,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7.2,5,7,1,0.8,7,24.259,7.57,2.253,4.185,16.985,4.254,1,4.41,0.624,1,103.442,0.0,7.339,6.27,18.011,3.231,0,0.375,52.23,0,-0.382,4,25.145,49.404,49.404,18.011,0.144,1,0,0.002,0,0.949,3,1,4.334,1,1,7.448,46.761,7.073,2,1.875,1.751,3.845,0,0,0.832,70.196,0,2,0,1,1,1,0,0,4,0,1,0,0.75
6.0,3,10,1,0.8,8,6.249,7.101,2.259,4.255,19.707,4.359,1,4.533,0.625,1,64.294,0.0,9.176,6.634,0.0,0.0,0,0.111,44.102,0,-0.831,3,25.145,31.394,31.394,0.0,0.254,0,0,0.001,0,0.916,0,0,4.73,0,1,6.518,43.293,8.176,0,2.15,1.751,3.91,0,0,0.819,50.573,0,0,0,0,0,0,0,0,0,0,0,0,0.75
9.0,12,14,3,1.2,13,26.158,10.948,2.549,4.357,19.573,4.459,1,4.594,0.8,2,67.075,0.0,9.087,6.804,0.0,0.0,0,0.6,66.581,0,-0.817,6,50.29,76.448,76.448,0.0,-0.2,0,0,0.144,0,0.982,0,0,2.891,0,2,6.739,49.595,7.726,0,2.383,1.76,3.895,0,0,1.001,96.466,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6.1,4,8,2,0.86,6,6.249,8.821,2.403,3.849,11.521,3.829,1,3.988,0.8,1,75.293,0.0,7.111,6.002,0.0,0.0,0,0.625,33.315,0,-0.751,4,36.145,42.393,42.393,0.0,0.201,0,0,0.05,0,0.835,0,0,2.681,0,2,5.485,35.846,6.42,0,1.199,1.74,3.733,0,0,0.686,34.489,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6.6,3,8,1,0.8,10,6.249,7.101,2.259,4.203,19.464,4.343,1,4.523,0.625,1,25.145,0.0,8.404,6.582,0.0,0.0,0,0.111,42.971,0,-0.858,3,25.145,31.394,31.394,0.0,0.295,0,0,-0.015,0,0.972,0,0,4.26,0,1,6.08,41.25,7.886,0,2.155,1.751,3.91,0,0,0.831,48.23,0,0,0,0,0,0,0,0,0,0,0,0,0.75
8.699,12,10,1,1.988,10,40.432,13.155,3.091,4.429,19.443,4.432,1,4.58,0.809,2,134.502,0.0,8.121,6.667,16.602,0.0,0,0.8,93.207,0,-0.781,5,25.145,65.577,65.577,0.0,0.057,0,0,-0.006,0,0.926,0,0,3.868,0,1,8.407,53.861,7.566,0,2.251,1.751,3.855,0,0,0.896,102.767,0,0,0,0,0,0,0,0,0,0,0,0,1.0
5.7,2,7,1,0.8,3,6.249,7.101,2.259,3.918,15.0,4.029,1,4.224,0.625,1,64.294,0.0,7.232,6.21,0.0,0.0,0,0.111,36.071,0,-0.798,3,25.145,31.394,31.394,0.0,0.288,0,0,0.001,0,0.922,0,0,3.93,0,1,6.046,37.881,7.07,0,1.566,1.751,3.768,0,0,0.752,32.101,0,0,0,0,0,0,0,0,0,0,0,0,1.0
5.1,4,6,1,0.8,4,9.373,8.701,2.354,3.923,14.275,4.011,1,4.194,0.8,1,64.294,0.0,8.015,6.169,0.0,0.0,0,0.625,30.529,0,-0.769,4,25.145,34.518,34.518,0.0,0.272,0,0,0.007,0,0.819,0,0,3.122,0,1,6.25,40.162,7.217,0,1.553,1.677,3.761,1,0,0.813,35.861,0,0,0,0,0,0,0,0,0,0,0,0,1.0
8.222,13,10,1,1.988,11,40.432,14.875,3.156,4.464,19.732,4.468,1,4.6,0.86,2,145.501,0.0,8.733,6.71,16.602,0.0,0,0.809,97.433,0,-0.758,6,36.145,76.577,76.577,0.0,0.028,0,0,-0.004,0,0.886,0,0,3.096,0,2,8.963,56.355,7.471,0,2.311,1.869,3.855,0,0,0.906,123.217,0,0,0,0,0,0,0,0,0,0,0,0,0.75
5.0,17,25,12,2.341,19,247.801,58.931,4.541,5.613,50.686,5.581,12,5.643,2.341,13,683.222,49.306,19.926,8.041,178.882,22.742,13,2.024,684.864,3,14.181,30,540.301,788.102,771.316,458.093,-13.818,9,5,0.156,11,1.246,19,21,-5.945,19,18,33.593,267.032,16.731,18,7.442,1.987,3.902,0,2,2.671,996.509,12,12,10,23,17,15,12,13,23,15,27,2,0.25
6.498,5,5,1,0.916,5,70.213,7.614,1.972,4.003,10.815,3.815,1,3.979,0.86,1,36.145,0.0,6.111,5.398,63.965,3.157,0,0.8,43.825,0,-0.371,5,36.145,60.404,60.404,18.011,0.0,1,0,-0.11,0,0.8,1,1,3.239,1,2,8.397,53.021,5.591,2,1.178,1.784,3.845,2,0,0.829,29.725,1,1,0,2,2,0,0,0,0,1,0,0,1.0
8.62,16,16,8,2.376,15,214.325,45.579,4.331,5.46,43.188,5.424,8,5.487,2.341,9,470.896,29.583,17.592,7.815,142.861,18.18,9,2.009,462.231,3,9.543,23,405.101,619.426,596.971,336.705,-9.536,7,3,0.135,9,1.226,16,15,-3.497,15,14,24.522,179.518,14.739,14,6.748,1.986,3.914,0,2,2.096,763.334,9,9,8,18,15,9,9,14,18,13,22,2,0.25
8.53,16,18,7,2.341,16,208.655,40.355,4.171,5.459,43.886,5.415,8,5.492,2.009,9,420.149,29.271,17.28,7.802,142.861,18.793,8,1.997,439.669,3,9.574,21,354.354,563.01,546.224,336.705,-8.486,7,3,0.153,10,1.225,17,15,-3.704,15,12,24.559,171.872,14.714,15,6.799,1.966,3.892,0,2,2.09,618.561,9,8,8,20,16,10,10,10,19,14,23,2,0.25
5.95,4,2,0,0.8,6,3.124,6.327,2.168,3.834,9.814,3.873,1,4.008,0.636,1,114.442,0.0,5.1,5.593,0.0,0.0,0,0.0,52.895,0,-0.782,3,36.145,39.269,39.269,0.0,-0.367,0,0,0.017,0,0.711,0,0,4.883,0,2,6.813,48.043,4.479,0,1.186,1.574,3.847,2,0,0.565,66.484,0,0,0,0,0,0,0,0,0,0,0,0,0.75
8.638,13,15,5,1.99,15,205.531,26.02,3.695,5.039,29.272,5.051,6,5.112,1.965,6,369.372,9.804,12.254,7.427,106.839,13.553,5,1.936,263.639,2,10.154,15,193.553,399.084,382.298,248.214,-4.262,5,1,0.2,6,1.208,16,15,-0.454,13,7,19.403,135.36,10.371,14,4.602,1.966,3.885,0,1,1.672,418.597,6,6,6,14,13,6,7,6,17,6,18,3,0.25
6.2,6,5,1,0.916,5,70.213,7.614,1.972,4.032,11.341,3.872,1,4.035,0.86,1,36.145,0.0,6.319,5.55,63.965,3.184,0,0.8,53.523,0,-0.382,5,36.145,60.404,60.404,18.011,0.008,1,0,-0.05,0,0.78,2,1,3.445,1,2,8.607,55.891,6.265,2,1.285,1.796,3.856,2,0,0.867,29.828,1,1,0,2,2,0,0,0,0,1,0,0,1.0
6.8,10,8,2,1.058,9,42.27,12.022,2.623,4.245,15.924,4.332,2,4.447,0.916,2,70.797,0.0,8.366,6.23,36.022,6.087,1,0.86,108.401,0,0.111,8,70.797,113.067,113.067,36.022,-0.513,2,0,0.137,0,1.017,6,2,2.23,2,4,10.576,70.825,6.945,3,2.153,1.903,3.873,2,0,1.148,68.686,2,3,1,3,4,2,0,0,3,1,4,0,0.75
5.0,9,6,2,1.058,9,42.27,12.022,2.623,4.313,17.572,4.354,2,4.498,0.916,2,61.29,0.0,9.11,6.264,36.022,6.225,1,0.86,93.559,0,0.111,7,61.29,103.56,103.56,36.022,-0.282,2,0,0.157,0,0.908,6,2,2.978,2,3,10.922,70.825,8.06,3,2.284,1.903,3.874,2,0,1.166,61.209,2,2,1,4,4,1,0,0,3,1,4,0,0.75
6.3,9,7,2,1.058,7,42.27,12.022,2.623,4.134,15.746,4.293,2,4.428,0.916,2,61.29,0.0,7.005,6.088,36.022,6.123,1,0.86,85.409,0,0.121,7,61.29,103.56,103.56,36.022,-0.315,2,0,0.109,0,1.026,6,2,2.671,2,3,11.242,74.2,6.332,4,2.079,1.903,3.841,2,0,1.102,66.742,2,2,1,4,5,1,0,0,2,1,2,0,1.0
