pXC50,IDE,MSD,AECC,IAC,TIC0,HVcpx,SAdon,VAR,SpMax5_Bh.e.,nROH,NsOH,SsOH,SpMax5_Bh.i.,P_VSA_v_2,ATS8e,TIC4,TIC5,TIC3,RBN,TPSA.Tot.,X1v,Sp,ATS3e,SpMax5_Bh.v.,ATS2i,CATS2D_07_NL,CATS2D_01_AN,CATS2D_01_DN,SAacc,SAtot,ECC,SpMin3_Bh.s.,X1Per,ATS2s,P_VSA_e_5,ATS7p,P_VSA_m_3,P_VSA_p_2,VvdwMG,Vx,Eta_epsi,X1MulPer,SpMax8_Bh.i.,SpMax4_Bh.p.,S1K,P_VSA_p_1,SpMin3_Bh.i.,SpMax6_Bh.e.,SpMax6_Bh.v.,ATS8i,TIC1,VvdwZAZ,nFuranes,LLS_01,Sv,CSI,ATS1m,MATS2s,UNIP,ATSC2e,ATS5e,nCsp3,ATS6i,SpMax6_Bh.i.,ATS8p
8.398,3.976,8.221,14.414,78.829,78.829,3.791,42.683,138.0,3.544,1,1,8.966,3.582,117.069,4.431,256.423,256.423,248.423,6,79.46,10.141,34.995,4.813,3.368,4.753,2,1,1,117.069,486.764,418.0,1.133,8.095,5.68,77.562,3.678,77.562,117.069,200.452,480.864,30.7,9.843,2.925,3.638,18.384,258.964,1.745,3.222,2.991,4.608,182.365,347.57,0,0.17,33.477,939.0,3.651,0.222,142.0,0.272,4.715,8,4.773,3.237,3.631
9.398,4.09,8.895,15.344,92.384,92.384,3.875,42.683,168.0,3.566,1,1,8.969,3.6,146.989,4.493,281.975,281.975,273.975,6,79.46,10.726,36.631,4.969,3.383,4.848,2,1,1,146.989,518.508,491.0,1.133,8.474,6.016,77.562,3.73,107.483,117.069,212.441,510.116,35.029,10.4,2.996,3.646,21.087,288.884,1.745,3.224,3.002,4.663,201.917,377.01,0,0.17,35.77,1086.0,3.754,0.227,171.0,0.592,4.798,9,4.908,3.239,3.676
7.959,4.059,8.69,15.194,78.578,78.578,3.865,42.683,158.0,3.563,1,1,8.98,3.595,117.069,4.425,260.423,260.423,239.668,6,79.46,10.196,36.233,4.78,3.388,4.696,2,1,1,117.069,506.185,471.0,1.132,8.162,5.732,77.562,3.742,77.562,117.069,210.855,506.246,31.5,9.88,2.925,3.673,19.53,235.422,1.749,3.223,3.004,4.596,170.56,363.35,0,0.17,34.95,1048.0,3.697,0.188,161.0,0.27,4.702,4,4.779,3.238,3.666
7.77,4.049,8.633,15.121,92.319,92.319,3.855,42.683,171.0,3.581,1,1,9.072,3.613,128.069,4.675,290.457,290.457,281.702,8,116.93,11.646,39.097,4.842,3.38,4.788,1,1,1,128.069,558.583,499.0,1.089,8.636,5.807,88.562,4.029,88.562,128.069,228.909,550.299,34.533,10.453,2.995,3.687,21.961,258.964,1.796,3.363,3.189,4.871,211.754,393.29,0,0.17,37.378,1101.0,3.84,0.216,169.0,0.326,4.747,6,4.959,3.427,3.963
8.284,3.948,8.144,13.897,81.116,81.116,3.723,42.683,138.0,3.478,1,1,8.963,3.53,117.069,4.516,249.48,249.48,241.48,6,79.46,9.785,35.756,4.841,3.313,4.782,2,1,1,117.069,529.178,403.0,1.133,7.769,5.706,77.562,3.684,77.562,117.069,207.846,498.904,31.3,9.294,3.009,3.523,19.658,282.506,1.745,3.219,2.98,4.701,188.009,359.93,0,0.17,34.003,869.0,3.629,0.25,141.0,0.282,4.807,8,4.825,3.235,3.663
7.678,3.938,8.102,13.828,94.985,94.985,3.687,107.161,143.0,3.532,2,2,17.644,3.528,161.39,4.853,314.149,314.149,310.149,11,124.59,11.221,38.387,4.969,3.343,4.892,1,2,2,159.491,599.54,401.0,1.079,7.71,6.056,126.593,4.042,126.593,161.39,227.357,546.512,34.033,9.192,3.153,3.559,23.692,317.82,1.672,3.256,3.1,5.137,216.4,395.28,0,0.17,35.442,811.0,3.801,0.451,140.0,0.777,5.061,10,5.248,3.313,3.941
6.0,3.948,8.144,13.897,81.116,81.116,3.723,42.683,138.0,3.479,1,1,8.963,3.53,113.786,4.514,239.48,245.48,231.48,6,79.46,9.783,35.756,4.843,3.312,4.782,2,1,1,113.786,528.587,403.0,1.131,7.766,5.711,77.336,3.682,77.336,113.786,207.846,498.904,31.3,9.292,3.009,3.522,19.658,282.506,1.745,3.218,2.981,4.702,184.009,359.93,0,0.17,34.003,869.0,3.628,0.255,141.0,0.309,4.806,8,4.826,3.235,3.661
7.921,3.989,8.299,14.448,81.519,81.519,3.795,42.683,138.0,3.527,1,1,8.956,3.58,128.069,4.374,250.913,250.913,246.913,7,88.69,9.63,34.449,4.787,3.351,4.737,2,1,1,128.069,509.868,419.0,1.103,7.652,5.734,88.562,3.682,88.562,128.069,202.25,485.249,31.467,9.222,2.989,3.434,19.62,258.964,1.744,3.223,2.994,4.54,189.12,351.42,0,0.17,33.191,904.0,3.642,0.228,143.0,0.347,4.67,7,4.859,3.238,3.593
9.097,4.059,8.69,15.194,85.775,85.775,3.865,42.683,158.0,3.572,1,1,8.988,3.607,117.069,4.552,289.763,289.763,276.253,6,79.46,11.141,38.517,4.999,3.392,4.886,2,1,1,117.069,538.917,471.0,1.134,8.929,5.755,77.562,3.824,77.562,117.069,219.637,527.674,33.3,10.824,3.162,3.655,20.264,306.049,1.746,3.227,3.026,4.74,197.095,382.17,0,0.17,36.53,1048.0,3.71,0.223,161.0,0.278,4.883,10,4.953,3.245,3.736
4.602,3.157,5.116,8.0,69.977,69.977,2.996,0.0,71.0,3.306,0,0,0.0,3.371,57.6,4.797,201.294,201.294,190.274,4,46.34,9.62,31.819,4.98,3.103,4.846,0,0,0,57.6,439.992,184.0,0.955,7.749,5.4,34.879,4.041,34.879,57.6,176.25,421.811,26.833,9.411,3.084,3.477,15.535,329.591,1.545,3.111,2.91,5.092,115.892,308.58,0,0.33,29.321,410.0,3.442,0.097,66.0,0.171,4.937,15,5.239,3.206,3.826
9.301,4.09,8.895,15.344,92.384,92.384,3.875,42.683,168.0,3.566,1,1,8.969,3.6,146.989,4.493,281.975,281.975,273.975,6,79.46,10.726,36.631,4.969,3.383,4.848,2,1,1,146.989,518.508,491.0,1.133,8.474,6.016,77.562,3.73,107.483,117.069,212.441,510.116,35.029,10.4,2.996,3.646,21.087,288.884,1.745,3.224,3.002,4.663,201.917,377.01,0,0.17,35.77,1086.0,3.754,0.227,171.0,0.592,4.798,9,4.908,3.239,3.676
4.602,3.405,5.78,9.92,75.177,75.177,3.257,0.0,84.0,3.206,0,0,0.0,3.301,76.874,4.322,207.458,207.458,201.458,2,67.53,8.436,29.086,4.484,2.994,4.533,0,0,0,74.975,427.673,248.0,0.84,5.981,5.565,25.145,3.639,55.065,46.954,175.74,420.565,27.062,7.147,2.954,3.115,17.748,230.029,1.483,3.14,2.912,4.531,155.848,312.4,0,0.33,27.947,521.0,3.572,0.048,87.0,0.308,4.606,4,5.015,3.233,3.469
9.301,4.011,8.44,14.567,82.33,82.33,3.809,42.683,148.0,3.559,1,1,8.977,3.595,117.069,4.481,269.975,269.975,261.975,6,79.46,10.641,36.756,4.927,3.38,4.83,2,1,1,117.069,512.841,437.0,1.211,8.512,5.725,77.562,3.735,77.562,117.069,210.045,504.269,32.0,10.333,2.979,3.648,19.322,282.506,1.745,3.223,3.0,4.656,189.975,364.87,0,0.17,35.003,977.0,3.681,0.221,151.0,0.265,4.781,9,4.885,3.239,3.679
7.3,4.444,11.651,19.286,120.666,120.666,4.137,167.855,191.0,3.594,3,3,27.091,3.62,300.611,4.973,373.488,387.488,348.469,18,219.59,13.158,42.767,5.158,3.394,5.038,1,2,2,294.941,710.561,675.0,1.167,9.427,6.281,204.84,4.04,204.84,300.611,259.729,625.498,42.633,11.301,3.371,3.613,29.335,329.591,1.703,3.55,3.272,5.247,255.939,454.65,0,0.17,40.651,1379.0,3.982,0.386,254.0,1.045,5.164,13,5.36,3.568,3.983
8.7,3.901,7.899,13.409,80.551,80.551,3.679,149.844,110.0,3.43,3,3,26.786,3.482,177.029,4.573,262.009,276.009,240.989,14,122.82,9.699,32.142,4.897,3.244,4.798,1,2,2,177.029,553.173,295.0,1.152,6.702,5.912,144.132,3.649,144.132,177.029,192.433,461.296,29.033,7.904,2.913,3.47,21.779,317.82,1.586,3.244,3.051,4.877,157.913,340.2,0,0.0,28.948,552.0,3.566,0.478,104.0,0.782,4.826,13,5.079,3.325,3.554
7.892,3.883,7.858,13.294,91.721,91.721,3.682,59.469,156.0,3.427,1,1,9.147,3.451,217.67,4.431,264.366,264.366,264.366,5,125.03,10.216,33.983,4.782,3.209,4.709,2,1,1,200.884,495.292,452.0,1.086,8.081,6.368,88.562,3.741,133.443,172.789,206.055,494.535,36.31,9.915,3.135,3.383,22.158,197.905,1.664,3.394,3.126,4.592,215.695,366.75,0,0.17,34.782,982.0,3.812,0.49,162.0,1.358,4.857,5,4.819,3.416,3.63
6.539,3.898,7.944,13.353,91.721,91.721,3.7,42.683,154.0,3.428,1,1,9.152,3.452,202.783,4.379,264.366,264.366,264.366,5,114.17,10.204,33.983,4.783,3.194,4.718,2,1,1,200.884,498.038,454.0,1.086,8.061,6.369,88.562,3.7,133.443,157.903,206.055,494.535,36.31,9.895,3.144,3.383,22.158,209.676,1.668,3.394,3.125,4.532,209.411,366.75,0,0.17,34.782,987.0,3.816,0.488,164.0,1.374,4.857,5,4.83,3.419,3.615
6.854,3.815,7.411,12.893,80.643,80.643,3.625,42.683,124.0,3.501,1,1,8.817,3.534,124.944,4.356,248.856,248.856,246.856,7,85.45,9.33,33.301,4.711,3.306,4.644,0,1,1,124.944,517.661,361.0,1.022,7.11,5.714,88.562,3.629,88.562,124.944,201.589,483.638,30.452,8.524,3.009,3.408,20.373,235.422,1.523,3.183,3.002,4.517,182.798,350.69,0,0.17,31.998,751.0,3.623,0.249,124.0,0.331,4.724,6,4.869,3.254,3.609
5.893,3.922,7.953,13.759,81.116,81.116,3.73,60.694,133.0,3.522,1,1,9.131,3.566,131.955,4.411,271.254,271.254,259.254,6,88.25,10.016,35.756,4.906,3.343,4.789,1,1,1,131.955,524.755,399.0,1.11,8.042,5.721,77.562,3.68,77.562,131.955,207.846,498.904,31.3,9.636,3.009,3.521,19.658,270.735,1.593,3.253,3.032,4.602,194.161,359.93,0,0.17,34.003,860.0,3.625,0.23,138.0,0.235,4.811,8,4.899,3.257,3.612
6.228,3.891,7.78,13.621,78.969,78.969,3.703,42.683,132.0,3.516,1,1,8.846,3.544,113.945,4.53,279.22,279.22,268.2,6,76.22,10.357,36.512,4.929,3.32,4.808,0,1,1,113.945,525.308,395.0,1.108,8.326,5.707,77.562,3.758,77.562,113.945,210.644,505.731,31.2,10.025,3.172,3.452,19.695,294.278,1.724,3.184,3.004,4.722,183.249,366.23,0,0.17,34.509,855.0,3.618,0.258,136.0,0.239,4.911,9,4.966,3.254,3.709
6.076,3.966,8.158,14.333,82.306,82.306,3.771,42.683,150.0,3.554,1,1,8.79,3.586,113.945,4.628,299.008,299.008,287.988,7,76.22,10.857,38.273,4.987,3.363,4.865,2,1,1,113.945,551.385,430.0,1.11,8.742,5.737,77.562,3.852,77.562,113.945,220.236,529.136,32.5,10.515,3.181,3.509,20.654,317.82,1.725,3.254,3.071,4.838,189.757,383.53,0,0.17,36.036,928.0,3.649,0.259,146.0,0.252,4.969,10,5.039,3.306,3.806
7.678,4.143,9.212,16.029,99.672,99.672,3.936,60.694,178.0,3.574,1,1,8.992,3.604,161.875,4.666,317.775,317.775,309.775,6,88.25,11.736,40.154,5.143,3.389,4.963,2,1,1,161.875,572.1,545.0,1.164,9.318,6.077,77.562,3.865,107.483,131.955,231.626,556.927,37.629,11.417,3.206,3.643,22.986,324.198,1.715,3.396,3.171,4.857,226.678,411.61,0,0.17,38.824,1196.0,3.804,0.233,189.0,0.537,5.057,11,5.072,3.418,3.792
5.0,3.739,7.082,12.259,72.151,72.151,3.564,42.683,108.0,3.31,1,1,9.09,3.335,113.945,4.314,240.366,240.366,228.856,4,76.22,9.4,32.989,4.802,3.117,4.681,0,1,1,113.945,473.155,331.0,1.107,7.563,5.65,77.562,3.573,77.562,113.945,191.459,458.92,28.6,9.095,3.112,3.361,17.786,247.193,1.724,3.112,2.958,4.494,164.15,331.63,0,0.17,31.455,721.0,3.553,0.273,115.0,0.214,4.784,7,4.776,3.206,3.555
6.575,3.558,6.341,10.833,61.738,61.738,3.405,0.0,84.0,3.17,0,0,0.0,3.257,46.116,4.195,219.329,219.329,206.309,3,38.92,8.811,31.08,4.736,3.001,4.637,0,0,0,46.116,422.479,260.0,1.106,7.117,5.385,9.734,3.489,9.734,46.116,176.802,423.156,24.967,8.53,2.925,3.333,15.291,258.964,1.724,3.111,2.954,4.397,137.171,299.39,0,0.67,29.026,576.0,3.442,0.264,92.0,0.155,4.681,7,4.645,3.206,3.484
7.959,4.09,8.906,15.364,96.06,96.06,3.879,60.694,168.0,3.562,1,1,8.981,3.593,161.875,4.583,309.763,309.763,301.763,6,88.25,11.236,38.392,5.081,3.378,4.911,2,1,1,161.875,546.023,507.0,1.164,8.909,6.056,77.562,3.784,107.483,131.955,222.033,533.522,36.329,10.925,2.995,3.636,22.035,300.656,1.649,3.394,3.166,4.768,219.16,394.31,0,0.17,37.297,1116.0,3.777,0.231,177.0,0.549,4.973,10,5.024,3.416,3.74
6.678,3.815,7.411,12.893,78.276,78.276,3.625,42.683,124.0,3.512,1,1,8.827,3.546,124.944,4.385,265.403,265.403,257.403,7,85.45,9.263,34.205,4.751,3.317,4.716,0,1,1,124.944,522.336,361.0,1.037,7.362,5.715,88.562,3.735,88.562,124.944,202.849,486.711,30.667,8.769,3.019,3.409,20.094,270.735,1.523,3.185,3.007,4.553,183.162,352.78,0,0.17,32.697,751.0,3.577,0.271,124.0,0.279,4.804,7,5.036,3.254,3.627
7.398,3.838,7.585,13.097,91.322,91.322,3.619,42.683,152.0,3.525,1,1,8.807,3.555,169.825,4.404,265.403,265.403,263.403,7,85.45,9.58,34.017,4.777,3.323,4.749,0,1,1,169.825,530.838,406.0,1.032,7.57,6.263,88.562,3.718,133.443,124.944,206.443,495.482,35.21,9.131,3.02,3.409,22.832,280.302,1.523,3.285,3.047,4.563,196.591,370.99,0,0.17,33.847,838.0,3.695,0.442,141.0,1.062,4.853,7,5.081,3.33,3.622
5.0,3.828,7.486,12.966,77.144,77.144,3.638,42.683,132.0,3.526,1,1,8.832,3.559,136.18,4.376,263.029,263.029,261.029,7,96.35,9.358,34.443,4.746,3.356,4.67,0,1,1,136.18,529.975,376.0,1.03,7.451,5.725,88.336,3.738,88.336,136.18,206.586,495.831,30.767,8.914,3.026,3.409,20.638,247.193,1.527,3.186,3.036,4.533,192.829,364.8,0,0.17,33.17,780.0,3.594,0.2,131.0,0.268,4.789,6,4.972,3.254,3.674
5.967,4.109,8.957,15.813,88.863,88.863,3.905,42.683,186.0,3.585,1,1,8.726,3.622,113.945,4.775,339.245,339.245,317.735,9,76.22,11.857,41.796,5.094,3.407,4.972,2,1,1,113.945,603.539,506.0,1.185,9.575,5.795,77.562,3.998,77.562,113.945,239.421,575.947,35.1,11.495,3.206,3.592,22.579,364.904,1.725,3.422,3.232,4.998,201.903,418.13,0,0.17,39.089,1087.0,3.708,0.259,169.0,0.277,5.078,12,5.172,3.464,3.976
7.824,4.09,8.906,15.364,96.06,96.06,3.879,60.694,168.0,3.562,1,1,8.969,3.593,161.875,4.583,309.763,309.763,301.763,6,88.25,11.263,38.392,5.083,3.379,4.91,2,1,1,161.875,546.452,507.0,1.19,8.933,6.058,77.562,3.787,107.483,131.955,222.033,533.522,36.329,10.962,2.994,3.631,22.035,300.656,1.62,3.41,3.2,4.768,215.55,394.31,0,0.17,37.297,1116.0,3.777,0.232,177.0,0.542,4.973,10,5.031,3.431,3.74
7.62,3.937,8.083,13.839,94.643,94.643,3.709,42.683,152.0,3.505,1,1,8.798,3.532,186.61,4.359,249.814,249.814,249.814,7,98.34,9.468,32.358,4.726,3.299,4.67,0,1,1,186.61,520.843,429.0,0.983,7.149,6.253,88.562,3.589,133.443,141.73,202.386,485.581,35.095,8.702,3.021,3.404,23.048,233.218,1.51,3.183,3.002,4.515,197.66,362.6,0,0.17,32.642,886.0,3.742,0.403,150.0,1.191,4.711,6,4.806,3.254,3.547
6.0,3.812,7.388,12.852,76.402,76.402,3.621,42.683,116.0,3.494,1,1,8.809,3.531,130.73,4.359,253.928,253.928,251.928,7,89.11,9.028,32.995,4.728,3.297,4.683,0,1,1,130.73,503.959,347.0,0.986,7.238,5.656,77.562,3.573,77.562,130.73,196.054,470.133,29.3,8.59,3.009,3.427,19.096,258.964,1.572,3.183,3.002,4.543,177.564,337.69,0,0.17,31.477,724.0,3.536,0.265,118.0,0.247,4.706,7,4.87,3.254,3.545
6.086,3.851,7.635,13.069,86.206,86.206,3.632,42.683,132.0,3.494,1,1,8.796,3.532,160.65,4.387,253.928,253.928,251.928,7,89.11,9.183,32.87,4.772,3.297,4.704,0,1,1,160.65,509.627,379.0,0.986,7.286,5.963,77.562,3.569,107.483,130.73,198.451,475.98,32.329,8.748,3.009,3.427,20.917,265.342,1.565,3.183,3.002,4.559,189.016,349.83,0,0.17,32.243,786.0,3.62,0.244,134.0,0.586,4.724,7,4.875,3.254,3.539
5.0,3.84,7.48,13.407,76.402,76.402,3.673,42.683,138.0,3.503,1,1,8.809,3.54,130.73,4.392,262.683,262.683,260.683,8,89.11,9.172,32.995,4.725,3.307,4.683,0,1,1,130.73,500.203,362.0,0.99,7.39,5.652,77.562,3.611,77.562,130.73,196.054,470.133,29.3,8.805,3.01,3.426,19.096,258.964,1.563,3.184,3.003,4.591,177.564,337.69,0,0.17,31.477,756.0,3.536,0.256,119.0,0.243,4.728,7,4.787,3.254,3.556
7.796,4.09,8.906,15.364,96.06,96.06,3.879,60.694,168.0,3.562,1,1,8.969,3.593,161.875,4.583,309.763,309.763,301.763,6,88.25,11.263,38.392,5.083,3.379,4.91,2,1,1,161.875,546.452,507.0,1.19,8.933,6.058,77.562,3.787,107.483,131.955,222.033,533.522,36.329,10.962,2.994,3.631,22.035,300.656,1.62,3.41,3.2,4.768,215.55,394.31,0,0.17,37.297,1116.0,3.777,0.232,177.0,0.542,4.973,10,5.031,3.431,3.74
5.0,3.812,7.388,12.852,76.646,76.646,3.621,42.683,116.0,3.49,1,1,8.802,3.528,141.73,4.331,241.814,241.814,239.814,7,98.34,8.706,31.688,4.667,3.287,4.634,0,1,1,141.73,490.94,347.0,0.987,6.93,5.7,88.562,3.575,88.562,141.73,190.458,456.478,29.467,8.281,3.009,3.406,19.059,235.422,1.523,3.183,3.001,4.505,177.656,329.18,0,0.17,30.665,724.0,3.551,0.273,118.0,0.367,4.661,6,4.784,3.254,3.502
7.367,3.815,7.411,12.893,80.643,80.643,3.625,42.683,124.0,3.5,1,1,8.824,3.533,124.944,4.353,248.856,248.856,246.856,7,85.45,9.745,33.796,4.707,3.308,4.642,0,1,1,124.944,524.021,361.0,1.025,7.11,5.697,88.562,3.642,88.562,124.944,205.17,492.375,29.833,8.524,3.009,3.409,20.562,235.422,1.523,3.183,3.002,4.515,182.798,354.76,0,0.17,32.195,751.0,3.717,0.263,124.0,0.315,4.718,6,4.862,3.254,3.635
7.367,3.828,7.486,12.966,81.351,81.351,3.638,42.683,132.0,3.512,1,1,8.826,3.562,161.408,4.369,255.928,255.928,255.928,7,113.92,9.2,33.483,4.724,3.304,4.668,0,1,1,159.754,525.814,376.0,1.021,7.335,5.726,78.828,3.662,78.828,161.408,203.788,489.003,30.9,8.76,3.027,3.409,20.512,235.422,1.52,3.186,3.034,4.566,191.87,354.41,0,0.17,32.466,780.0,3.607,0.216,131.0,0.305,4.748,6,4.947,3.254,3.591
6.699,3.985,8.289,14.467,84.544,84.544,3.798,60.694,142.0,3.534,1,1,8.963,3.578,131.955,4.517,290.965,290.965,282.965,7,88.25,10.489,37.517,4.966,3.358,4.848,2,1,1,131.955,550.831,434.0,1.19,8.421,5.755,77.562,3.781,77.562,131.955,217.438,522.309,32.6,10.092,3.009,3.524,20.616,294.278,1.62,3.408,3.198,4.708,204.988,377.23,0,0.17,35.53,932.0,3.656,0.245,149.0,0.248,4.905,9,5.001,3.431,3.707
7.097,4.052,8.646,15.161,87.926,87.926,3.859,60.694,156.0,3.562,1,1,8.866,3.606,131.955,4.6,310.904,310.904,298.904,8,88.25,10.989,39.279,5.022,3.392,4.904,2,1,1,131.955,576.908,470.0,1.231,8.83,5.784,77.562,3.869,77.562,131.955,227.03,545.714,33.9,10.584,3.018,3.526,21.578,317.82,1.663,3.484,3.289,4.814,212.948,394.53,0,0.17,37.057,1006.0,3.685,0.247,160.0,0.262,4.971,10,5.101,3.522,3.806
7.699,4.057,8.695,15.219,89.172,89.172,3.868,60.694,158.0,3.567,1,1,8.988,3.6,131.955,4.637,317.775,317.775,304.265,6,88.25,11.677,40.279,5.11,3.387,4.946,2,1,1,131.955,566.861,487.0,1.19,9.387,5.809,77.562,3.875,77.562,131.955,229.229,551.08,34.6,11.385,3.17,3.638,21.21,317.82,1.724,3.411,3.203,4.839,209.413,399.47,0,0.17,38.057,1078.0,3.734,0.235,167.0,0.254,5.044,11,5.071,3.432,3.797
6.022,3.815,7.411,12.893,82.446,82.446,3.625,42.683,124.0,3.493,1,1,8.812,3.528,141.73,4.34,241.814,241.814,241.814,7,98.34,9.19,32.546,4.68,3.294,4.633,0,1,1,141.73,512.342,361.0,0.987,6.992,5.728,88.562,3.598,88.562,141.73,198.791,476.811,30.552,8.382,3.009,3.407,20.309,223.651,1.523,3.183,3.002,4.504,185.166,344.39,0,0.17,31.492,751.0,3.63,0.254,124.0,0.416,4.681,6,4.779,3.254,3.553
7.222,4.002,8.421,14.594,91.945,91.945,3.804,60.694,158.0,3.559,1,1,8.971,3.591,146.915,4.593,305.763,305.763,300.253,6,88.25,11.283,38.455,5.059,3.377,4.898,2,1,1,146.915,543.618,467.0,1.211,9.03,5.851,77.562,3.787,92.523,131.955,220.835,530.598,34.814,10.996,2.979,3.632,21.148,297.467,1.62,3.409,3.199,4.775,211.463,388.24,0,0.17,36.913,1034.0,3.742,0.163,162.0,0.274,4.98,10,5.029,3.431,3.739
7.0,3.985,8.289,14.467,84.544,84.544,3.798,60.694,142.0,3.534,1,1,8.963,3.578,131.955,4.517,290.965,290.965,282.965,7,88.25,10.489,37.517,4.966,3.358,4.848,2,1,1,131.955,550.831,434.0,1.19,8.421,5.755,77.562,3.781,77.562,131.955,217.438,522.309,32.6,10.092,3.009,3.524,20.616,294.278,1.62,3.408,3.198,4.708,204.988,377.23,0,0.17,35.53,932.0,3.656,0.245,149.0,0.248,4.905,9,5.001,3.431,3.707
5.0,3.828,7.486,12.966,74.342,74.342,3.638,42.683,132.0,3.536,1,1,8.842,3.567,119.395,4.43,268.158,270.158,264.158,7,83.46,9.498,35.199,4.776,3.372,4.68,0,1,1,119.395,535.294,376.0,1.032,7.569,5.712,88.336,3.793,88.336,119.395,209.384,502.658,30.667,9.057,3.026,3.41,20.702,258.964,1.533,3.186,3.045,4.594,185.12,371.1,1,0.17,33.675,780.0,3.587,0.195,131.0,0.18,4.823,6,5.056,3.254,3.726
5.0,3.814,7.424,12.9,83.931,83.931,3.63,42.683,141.0,3.541,1,1,8.879,3.578,126.673,4.618,279.744,279.744,277.744,7,111.45,10.601,37.398,4.789,3.38,4.727,0,1,1,126.673,569.641,387.0,1.04,7.77,5.716,78.828,3.996,78.828,126.673,223.313,536.645,31.567,9.276,3.123,3.41,21.994,270.735,1.539,3.186,3.04,4.83,200.258,391.82,0,0.17,35.169,801.0,3.694,0.207,133.0,0.187,4.843,7,5.106,3.254,3.915
5.0,3.809,7.399,12.867,80.149,80.149,3.616,42.683,141.0,3.549,1,1,8.89,3.583,111.787,4.572,292.192,294.192,288.192,7,75.25,9.984,37.512,4.847,3.38,4.781,0,1,1,109.888,566.012,386.0,1.043,7.941,5.727,78.828,3.969,78.828,111.787,221.775,532.89,31.9,9.467,3.172,3.411,21.677,294.278,1.55,3.186,3.047,4.758,197.725,390.61,0,0.17,35.509,799.0,3.617,0.195,132.0,0.214,4.992,7,5.292,3.254,3.858
9.155,3.981,8.444,14.229,97.217,97.217,3.686,42.683,193.0,3.525,1,1,8.796,3.549,245.764,4.402,255.928,255.928,253.928,7,109.24,9.793,33.313,4.807,3.328,4.724,0,1,1,245.764,542.861,498.0,0.984,7.693,6.596,88.562,3.663,178.323,156.004,210.977,506.545,39.952,9.432,3.196,3.401,26.066,254.556,1.509,3.186,3.034,4.549,203.663,394.92,0,0.17,34.964,1020.0,3.821,0.419,178.0,1.826,4.801,6,4.986,3.254,3.603
7.167,4.007,8.439,14.581,85.775,85.775,3.812,60.694,148.0,3.555,1,1,8.99,3.589,131.955,4.573,297.763,297.763,289.763,6,88.25,11.151,38.517,5.043,3.375,4.894,2,1,1,131.955,540.356,452.0,1.211,8.946,5.779,77.562,3.789,77.562,131.955,219.637,527.674,33.3,10.858,2.979,3.637,20.264,294.278,1.649,3.393,3.166,4.762,206.666,382.17,0,0.17,36.53,1005.0,3.706,0.229,157.0,0.248,4.959,10,5.004,3.416,3.743
6.921,3.828,7.486,12.966,80.389,80.389,3.638,42.683,132.0,3.519,1,1,8.849,3.551,126.673,4.357,263.029,263.029,261.029,7,111.45,10.174,35.637,4.735,3.366,4.658,0,1,1,126.673,543.564,376.0,1.036,7.451,5.679,78.828,3.814,78.828,126.673,213.721,513.239,30.267,8.914,3.026,3.41,21.018,247.193,1.53,3.186,3.038,4.512,192.829,374.52,0,0.17,33.642,780.0,3.665,0.192,131.0,0.195,4.771,6,4.965,3.254,3.792
6.337,3.828,7.486,12.966,79.092,79.092,3.638,42.683,132.0,3.512,1,1,8.824,3.546,152.721,4.364,255.928,255.928,251.928,7,109.24,9.235,33.688,4.723,3.321,4.653,0,1,1,152.721,525.268,376.0,1.025,7.355,5.732,88.336,3.683,88.336,152.721,203.788,489.003,30.867,8.794,3.02,3.409,20.575,235.422,1.524,3.186,3.034,4.528,185.87,358.5,0,0.17,32.665,780.0,3.601,0.217,131.0,0.335,4.752,6,4.929,3.254,3.613
5.0,3.809,7.399,12.867,83.928,83.928,3.616,42.683,141.0,3.541,1,1,8.872,3.579,145.113,4.514,279.744,279.744,275.744,7,101.03,9.721,36.0,4.802,3.363,4.756,0,1,1,143.214,555.985,386.0,1.039,7.725,5.738,78.828,3.878,78.828,145.113,216.179,519.236,32.1,9.205,3.112,3.41,21.551,270.735,1.542,3.186,3.042,4.702,198.258,378.01,0,0.17,34.498,799.0,3.631,0.199,132.0,0.278,4.894,7,5.193,3.254,3.759
6.0,3.812,7.388,12.852,76.402,76.402,3.621,42.683,116.0,3.49,1,1,8.81,3.528,130.73,4.379,253.928,253.928,251.928,7,89.11,9.028,32.995,4.729,3.287,4.683,0,1,1,130.73,503.959,347.0,0.987,7.235,5.656,77.562,3.621,77.562,130.73,196.054,470.133,29.3,8.591,3.009,3.429,19.096,258.964,1.589,3.183,3.002,4.562,178.319,337.69,0,0.17,31.477,724.0,3.536,0.264,118.0,0.247,4.709,7,4.799,3.254,3.554
7.886,3.828,7.486,12.966,79.092,79.092,3.638,42.683,132.0,3.513,1,1,8.825,3.545,156.004,4.364,255.928,255.928,253.928,7,109.24,9.237,33.688,4.721,3.321,4.654,0,1,1,156.004,525.859,376.0,1.026,7.358,5.727,88.562,3.686,88.562,156.004,203.788,489.003,30.867,8.797,3.019,3.409,20.575,235.422,1.523,3.186,3.034,4.528,189.87,358.5,0,0.17,32.665,780.0,3.602,0.213,131.0,0.31,4.749,6,4.925,3.254,3.613
