pXC50,P_VSA_e_5,P_VSA_m_3,MATS1e,CATS2D_04_AP,CATS2D_06_AN,P_VSA_p_2,SAacc,O.,CATS2D_02_DA,CATS2D_05_DP,CATS2D_05_PP,nPO4,O.056,P.117,P_VSA_MR_3,SdsssP,ATSC1e,CATS2D_01_AN,CATS2D_08_DD,Eig03_AEA.ri.,nO,CATS2D_08_AN,NsOH,SpMax7_Bh.s.,SpMax6_Bh.s.,P_VSA_v_2,Eta_epsi_A,IC1,ATSC2e,CATS2D_01_DN,CATS2D_02_DD,CATS2D_06_DN,NdsssP,nP,CATS2D_08_PN,nROH,SsssCH,nOHs,CATS2D_08_DP,nC..N.N2,ATSC1s,SaasN,nN.,nCconj,TPSA.NO.,CATS2D_02_AP,Eig03_EA.ri.,ATSC3e,CATS2D_09_DP,CATS2D_03_AP,Eta_betaS_A,Psi_i_s,TPSA.Tot.,P_VSA_s_6,SpMax5_Bh.s.,GATS1e,CATS2D_09_AP,CATS2D_09_DA,nHet,P_VSA_p_4,SAdon,IC3,P_VSA_LogP_3,Eig03_EA,SM11_AEA.bo.,CATS2D_07_DD,H.050,Hy,nHDon
4.194,0.0,149.601,-0.041,0,0,57.402,205.839,0.0,0,0,0,0,0,0,0.0,0.0,0.819,0,0,3.96,0,0,0,7.999,8.156,207.003,0.922,3.717,1.976,0,0,0,0,0,0,0,0.0,0,0,0,152.536,0.0,0,0,49.56,0,2.722,2.037,0,0,0.705,122.5,49.56,199.59,8.165,0.643,0,0,16,0.0,0.0,4.368,18.952,3.072,3.072,0,0,-0.511,0
4.194,143.263,143.263,-0.087,0,0,182.164,182.164,11.6,2,0,0,0,0,0,0.0,0.0,0.222,0,0,3.591,5,0,1,4.614,4.946,182.164,0.709,3.786,0.433,0,0,0,0,0,0,0,0.0,0,0,0,26.915,0.0,0,4,117.5,0,2.54,0.707,0,0,0.629,81.444,145.74,182.412,6.468,0.712,0,0,10,0.0,78.46,5.083,85.286,2.623,2.623,0,3,0.994,3
4.301,103.973,118.933,-0.073,0,1,155.555,170.515,7.5,2,0,0,0,0,0,0.0,0.0,0.151,1,0,3.804,4,0,1,4.713,4.751,170.515,0.671,3.803,0.396,1,0,0,0,0,0,1,0.0,0,0,0,17.896,0.0,0,1,101.41,0,2.75,0.548,0,0,0.643,88.833,126.71,152.504,5.058,0.706,0,0,9,0.0,60.694,5.36,113.715,2.83,2.83,0,2,0.191,2
4.194,25.145,25.145,-0.008,0,0,78.626,76.727,2.3,1,0,0,0,0,0,0.0,0.0,0.03,0,0,3.4,1,0,0,3.773,3.884,78.626,0.554,3.235,0.198,0,0,0,0,0,0,0,0.289,0,0,0,6.114,1.787,0,1,59.81,0,2.362,0.299,0,0,0.659,46.5,59.81,58.716,3.914,0.757,0,0,5,0.0,18.011,4.488,37.476,2.428,2.428,0,1,-0.31,1
4.194,50.29,50.29,-0.026,0,0,103.097,103.097,3.7,3,0,0,0,0,0,0.0,0.0,0.046,0,0,3.617,2,0,0,3.652,3.837,103.097,0.541,2.794,0.277,0,0,0,0,0,0,0,1.766,0,0,0,6.008,0.0,0,0,70.56,0,2.618,0.334,0,0,0.64,52.75,95.86,67.075,4.252,0.673,0,0,6,0.0,36.022,4.43,0.0,2.619,2.619,0,2,0.273,2
4.194,33.0,33.0,-0.007,0,0,68.225,66.326,7.9,0,0,0,0,0,0,0.0,0.0,0.083,0,0,3.181,3,0,0,3.971,4.167,68.225,0.62,3.46,0.396,0,0,0,0,0,0,0,0.0,0,0,0,9.878,1.83,0,0,58.4,0,2.085,0.376,0,0,0.655,48.222,97.2,120.656,4.46,0.888,0,0,7,0.0,0.0,4.056,28.429,2.247,2.247,0,1,-0.197,0
4.194,22.0,22.0,0.016,0,0,40.684,38.785,5.1,0,0,0,0,0,0,0.0,0.0,0.016,0,0,3.033,2,0,0,3.523,3.721,40.684,0.555,3.138,0.193,0,0,0,0,0,0,0,0.0,0,0,0,6.2,2.079,0,0,36.28,0,1.916,0.272,0,0,0.645,38.833,36.28,38.785,3.93,0.892,0,0,4,0.0,0.0,4.753,46.952,2.128,2.128,0,0,-0.776,0
4.194,42.683,42.683,-0.054,0,0,45.808,45.808,3.0,0,0,0,0,0,0,0.0,0.0,0.039,0,0,3.132,1,0,1,3.474,3.574,45.808,0.537,3.135,0.096,0,0,0,0,0,0,0,0.795,0,0,0,6.252,0.0,0,1,23.47,0,2.061,0.133,0,0,0.594,34.0,55.56,87.875,3.726,0.969,0,0,3,0.0,42.683,4.234,37.905,2.175,2.175,0,1,-0.291,1
4.194,22.0,22.0,0.082,0,0,55.326,38.663,4.2,0,0,0,0,0,0,0.0,0.0,0.072,0,0,2.821,2,0,0,3.722,3.897,55.326,0.532,3.064,0.161,0,0,0,0,0,0,0,0.0,0,0,0,8.69,0.0,0,0,47.14,0,1.792,0.379,0,0,0.591,43.833,47.14,38.663,4.016,0.845,0,0,4,0.0,16.663,4.829,37.905,1.864,1.864,0,1,-0.354,1
4.194,135.657,135.657,-0.079,0,0,154.096,152.32,11.4,2,0,0,0,0,0,0.0,0.0,0.146,2,1,3.55,4,0,2,4.569,4.7,154.096,0.673,2.945,0.309,2,0,0,0,0,0,2,0.0,0,0,0,20.44,1.349,0,2,92.42,0,2.522,0.365,0,0,0.62,62.667,92.42,152.32,4.953,0.775,0,0,6,0.0,85.367,4.412,94.762,2.559,2.559,0,2,0.321,2
4.194,0.0,0.0,0.261,0,0,68.551,66.775,0.0,0,0,0,0,0,0,0.0,0.0,0.051,0,0,3.386,0,0,0,3.467,3.672,68.551,0.59,3.394,0.128,0,0,0,0,0,0,0,0.0,0,0,0,7.825,1.803,0,1,55.96,0,2.268,0.175,0,0,0.645,39.25,81.26,66.775,3.835,0.6,0,0,6,0.0,0.0,4.05,28.429,2.463,2.463,0,0,-0.672,0
4.194,85.367,85.367,-0.104,0,0,88.491,88.491,5.4,0,0,0,0,0,0,0.0,0.0,0.045,0,0,3.385,2,0,2,3.677,3.768,88.491,0.568,3.285,0.085,0,0,0,0,0,0,0,0.381,0,0,0,9.202,0.0,0,0,43.7,0,2.33,0.211,0,0,0.638,43.5,43.7,85.367,4.215,0.97,0,0,3,0.0,85.367,4.811,47.381,2.423,2.423,0,2,0.262,2
4.194,27.429,27.429,-0.112,0,0,47.339,47.339,6.7,0,0,0,0,0,0,11.0,-2.449,0.076,0,0,3.731,3,0,0,3.682,4.115,47.339,0.601,3.571,0.411,0,0,0,1,1,0,0,0.0,0,0,0,9.483,0.0,0,1,50.44,0,2.668,0.521,0,0,0.71,52.306,92.34,85.374,4.33,1.003,0,0,8,6.939,0.0,4.658,66.06,2.767,2.767,0,0,-0.672,0
4.301,34.652,34.652,-0.013,0,0,104.674,102.775,4.5,1,0,0,0,0,0,0.0,0.0,0.086,0,0,3.772,2,0,0,4.126,4.604,104.674,0.65,3.941,0.241,0,0,0,0,0,0,0,0.0,0,0,0,7.96,1.961,0,6,89.18,0,2.696,0.334,0,0,0.672,66.333,117.42,99.773,4.66,0.758,0,0,8,0.0,31.672,5.17,106.073,2.81,2.81,0,1,-0.302,1
4.301,152.77,152.77,-0.08,0,0,173.905,173.905,11.8,2,0,0,0,0,0,0.0,0.0,0.16,1,0,3.677,6,0,1,4.757,5.074,173.905,0.67,3.812,0.452,1,0,0,0,0,0,1,0.0,0,0,0,19.48,0.0,0,4,118.61,0,2.663,0.566,0,0,0.636,87.667,146.85,152.77,6.351,0.726,0,0,9,0.0,60.694,5.305,104.239,2.684,2.684,0,2,0.222,2
4.301,47.145,47.145,-0.086,0,0,98.727,98.727,8.6,1,0,0,0,0,0,0.0,0.0,0.093,0,0,3.212,3,0,0,3.811,4.132,98.727,0.659,3.74,0.363,0,0,0,0,0,0,0,0.0,0,0,0,5.471,0.0,0,2,73.34,0,2.086,0.298,0,0,0.67,52.0,101.58,80.716,4.472,0.842,0,0,7,0.0,18.011,4.572,47.381,2.304,2.304,0,1,-0.22,1
4.301,36.145,36.145,-0.034,0,0,72.166,72.166,4.5,2,0,0,0,0,0,0.0,0.0,0.037,0,0,3.523,2,0,0,3.693,3.942,72.166,0.553,3.146,0.243,0,1,0,0,0,0,0,0.0,0,0,0,8.288,0.0,0,0,50.36,0,2.469,0.166,0,0,0.602,49.083,50.36,36.145,4.255,0.83,0,0,4,0.0,36.022,4.26,75.81,2.556,2.556,0,2,0.259,2
4.301,144.177,144.177,0.182,0,0,240.18,227.063,11.6,2,0,0,0,0,0,101.494,0.0,0.35,0,0,3.747,5,0,1,4.981,5.233,240.18,0.74,3.983,0.552,0,0,0,0,0,0,0,0.0,0,0,0,32.029,0.862,0,1,180.43,1,2.682,0.621,0,1,0.642,87.667,212.52,272.255,6.472,0.497,1,5,13,0.0,75.581,4.833,66.334,2.781,2.781,0,3,1.065,3
4.194,61.29,61.29,-0.098,0,0,112.198,112.198,8.8,2,0,0,0,0,0,0.0,0.0,0.07,0,0,3.325,3,0,0,3.906,4.343,112.198,0.626,3.22,0.231,0,0,0,0,0,0,0,0.0,0,0,0,9.519,0.0,0,2,81.42,1,2.25,0.227,0,0,0.613,52.0,81.42,94.187,4.685,0.782,0,0,5,0.0,50.908,4.514,75.81,2.37,2.37,0,3,1.103,3
4.301,69.144,69.144,-0.074,0,0,87.155,87.155,13.2,1,0,0,0,0,0,0.0,0.0,0.121,0,0,3.564,5,0,0,3.998,4.209,87.155,0.654,3.326,0.523,0,0,0,0,0,0,0,0.0,0,0,0,7.708,0.0,0,1,66.02,0,2.481,0.54,0,0,0.685,53.167,66.02,69.144,4.288,0.85,0,0,6,0.0,18.011,4.722,56.857,2.597,2.597,0,1,-0.284,1
4.194,11.0,11.0,-0.068,0,0,47.021,47.021,2.6,0,0,0,0,0,0,0.0,0.0,0.024,0,0,3.162,1,0,0,3.765,3.968,47.021,0.597,3.499,0.16,0,1,0,0,0,0,0,0.0,0,0,0,5.583,0.0,0,0,33.29,0,1.984,0.236,0,0,0.602,47.444,90.68,95.341,4.317,0.878,0,0,6,0.0,36.022,4.805,75.81,2.29,2.29,0,2,0.348,2
4.301,45.652,45.652,-0.042,0,0,115.674,113.774,6.7,1,0,0,0,0,0,0.0,0.0,0.126,0,0,3.772,3,0,0,4.311,4.653,115.674,0.668,4.007,0.357,0,0,0,0,0,0,0,0.0,0,0,0,8.472,1.919,0,6,98.41,0,2.696,0.435,0,0,0.683,69.833,126.65,110.773,4.731,0.809,0,0,9,0.0,31.672,5.208,106.073,2.81,2.81,0,1,-0.283,1
4.194,11.0,11.0,0.047,0,0,62.153,60.989,2.9,0,0,0,0,0,0,0.0,0.0,0.125,0,0,3.462,1,0,0,3.908,4.288,62.153,0.7,3.44,0.259,0,0,0,0,0,0,0,0.0,0,0,0,5.987,0.0,0,0,52.31,0,2.376,0.456,0,0,0.656,53.722,80.55,139.286,4.393,0.653,0,0,8,0.0,0.0,4.653,75.81,2.519,2.519,0,0,-0.658,0
4.194,92.973,92.973,-0.068,0,0,130.894,130.894,6.1,1,0,0,0,0,0,0.0,0.0,0.047,0,0,3.554,3,0,1,4.006,4.41,130.894,0.6,3.749,0.184,0,0,0,0,0,0,1,0.0,0,0,0,10.893,0.0,0,6,84.22,0,2.533,0.206,0,0,0.643,66.333,84.22,109.759,4.754,0.75,0,0,6,0.0,60.694,5.11,66.334,2.568,2.568,0,2,0.212,2
4.194,0.0,0.0,-0.012,0,0,65.672,64.385,0.0,0,0,0,0,0,0,0.0,0.0,0.148,0,0,3.37,0,0,0,3.74,4.435,65.672,0.785,3.654,0.259,0,0,0,0,0,0,0,0.0,0,0,0,10.627,0.0,0,0,53.98,0,2.243,0.419,0,0,0.655,52.917,53.98,181.831,4.664,0.645,0,0,8,0.0,0.0,4.324,37.905,2.447,2.447,0,0,-0.61,0
4.301,146.656,146.656,-0.14,0,0,166.566,166.566,13.2,0,0,0,0,0,0,0.0,0.0,0.193,0,0,3.538,5,0,2,4.457,4.61,166.566,0.703,3.836,0.411,0,0,0,0,0,0,0,0.0,0,0,0,23.548,0.0,0,5,101.13,0,2.477,0.519,0,0,0.663,68.833,129.37,163.442,4.83,0.857,0,3,8,0.0,85.367,5.09,75.81,2.574,2.574,0,2,0.327,2
4.194,50.747,50.747,0.264,0,0,109.653,102.084,4.4,1,0,0,0,0,0,50.747,0.0,0.15,0,0,3.538,2,0,0,3.865,4.44,109.653,0.61,3.548,0.231,0,0,0,0,0,0,0,0.0,0,0,0,7.593,2.172,0,1,88.03,0,2.526,0.252,0,0,0.635,62.167,88.03,84.195,4.659,0.428,0,0,7,0.0,17.888,4.758,66.334,2.546,2.546,0,1,-0.294,1
4.194,75.892,75.892,0.183,0,0,102.697,97.027,6.0,1,0,0,0,0,0,50.747,0.0,0.122,0,0,3.65,3,0,0,4.089,4.599,102.697,0.602,3.321,0.24,0,0,0,0,0,0,0,0.0,0,0,0,8.173,0.0,0,1,78.16,0,2.632,0.176,0,0,0.629,69.333,78.16,75.892,4.738,0.427,0,0,6,0.0,18.011,4.997,104.239,2.659,2.659,0,1,-0.371,1
4.194,47.145,47.145,-0.049,0,0,71.404,71.404,7.7,2,0,0,0,0,0,0.0,0.0,0.048,0,0,3.284,3,0,0,3.65,3.853,71.404,0.595,3.18,0.396,0,0,0,0,0,0,0,0.0,0,0,0,4.418,0.0,0,0,54.04,0,2.183,0.494,0,0,0.713,44.167,54.04,47.145,4.213,0.857,0,0,6,0.0,18.011,4.343,28.429,2.354,2.354,0,1,-0.222,1
4.301,331.535,331.535,-0.197,1,0,367.556,367.556,15.8,1,1,0,0,3,0,128.05,0.0,0.36,0,1,3.967,9,0,6,6.449,6.456,367.556,0.667,4.194,0.544,0,0,0,0,0,0,5,-6.593,1,0,0,69.861,0.0,0,7,201.85,1,2.947,1.116,1,0,0.644,99.5,201.85,364.432,6.471,0.95,0,2,11,0.0,288.997,5.372,156.479,2.976,2.976,4,8,4.964,8
4.194,72.29,72.29,-0.03,0,0,105.187,105.187,7.8,0,0,0,0,0,0,0.0,0.0,0.025,0,0,3.332,4,0,0,4.131,4.298,105.187,0.556,3.153,0.327,0,0,0,0,0,0,0,1.303,0,0,0,9.786,0.0,0,1,78.62,0,2.27,0.457,0,0,0.594,57.0,78.62,105.187,4.473,0.748,2,2,5,0.0,32.897,4.51,70.802,2.364,2.364,0,2,0.255,2
4.194,0.0,0.0,0.284,0,0,69.531,67.755,0.0,2,0,0,0,0,0,0.0,0.0,0.09,0,0,3.471,0,0,0,3.674,3.768,69.531,0.602,3.252,0.159,0,0,0,0,0,0,0,0.317,0,0,0,8.776,1.865,0,0,55.63,0,2.412,0.199,0,0,0.625,45.083,55.63,49.744,3.834,0.548,0,0,6,0.0,18.011,4.572,85.286,2.505,2.505,0,1,-0.265,1
4.301,45.652,45.652,-0.044,0,0,66.787,66.787,6.1,1,0,0,0,0,0,11.0,0.0,0.071,0,0,3.651,3,0,0,4.059,4.61,66.787,0.628,3.568,0.315,0,0,0,0,0,0,0,0.0,0,0,0,6.963,0.0,0,1,54.71,0,2.6,0.619,0,0,0.655,65.556,54.71,123.949,4.617,0.739,0,1,7,0.0,18.011,4.962,85.286,2.684,2.684,0,1,-0.336,1
4.194,25.145,25.145,0.108,0,0,59.696,59.696,2.2,1,0,0,0,0,0,0.0,0.0,0.076,0,0,2.879,1,0,0,3.71,3.787,59.696,0.514,2.817,0.158,0,0,0,0,0,0,0,0.0,0,0,0,7.646,0.0,0,1,41.46,0,1.874,0.274,0,0,0.538,41.333,69.7,41.808,4.051,0.619,0,0,4,0.0,17.888,4.361,18.952,1.899,1.899,0,1,-0.32,1
4.194,11.0,11.0,0.042,0,0,77.897,61.234,2.9,1,0,0,0,0,0,0.0,0.0,0.045,0,0,3.312,1,0,0,3.706,3.729,77.897,0.605,3.403,0.141,0,0,0,0,0,0,0,0.0,0,0,0,5.652,0.0,0,0,63.69,0,2.232,0.291,0,0,0.65,42.833,63.69,61.234,3.835,0.822,0,0,5,0.0,16.663,4.653,66.334,2.362,2.362,0,1,-0.271,1
4.194,0.0,0.0,0.044,0,0,36.695,19.91,0.0,0,0,0,0,0,0,0.0,0.0,0.053,0,0,3.375,0,0,0,3.725,3.892,36.695,0.526,3.249,0.121,0,0,0,0,0,0,0,0.0,0,0,0,9.12,0.0,0,1,31.39,0,2.304,0.19,0,0,0.62,44.5,31.39,16.786,4.125,1.019,0,1,3,0.0,16.786,4.605,75.81,2.421,2.421,0,1,-0.412,1
4.194,84.942,84.942,-0.119,0,0,106.077,106.077,17.4,3,0,0,0,0,0,0.0,0.0,0.163,0,0,3.088,4,0,0,3.598,3.623,106.077,0.729,3.588,0.392,0,0,0,0,0,0,0,0.0,0,0,0,18.056,0.0,0,0,79.62,0,2.08,0.63,0,0,0.7,44.667,79.62,84.942,3.998,0.752,0,0,6,0.0,18.011,4.35,30.692,2.079,2.079,0,1,-0.069,1
4.194,75.892,75.892,0.198,0,0,99.573,93.903,6.7,1,0,0,0,0,0,50.747,0.0,0.124,0,0,3.514,3,0,0,3.98,4.651,99.573,0.615,3.189,0.208,0,0,0,0,0,0,0,0.0,0,0,0,6.024,0.0,0,1,74.92,0,2.474,0.139,0,0,0.593,66.5,100.22,75.892,4.711,0.382,0,0,6,0.0,18.011,4.942,113.715,2.556,2.556,0,1,-0.346,1
4.301,0.0,0.0,0.034,0,0,39.146,39.146,0.0,0,0,0,0,0,0,0.0,0.0,0.085,0,0,3.281,0,0,0,3.76,3.977,39.146,0.495,2.73,0.229,0,1,0,0,0,0,0,1.606,0,0,0,8.317,0.0,0,0,27.3,0,2.267,0.304,0,0,0.606,46.5,59.39,45.192,4.002,1.13,0,0,4,0.0,36.022,4.312,28.429,2.312,2.312,0,2,0.175,2
4.301,130.748,130.748,-0.034,1,0,198.061,198.061,13.3,5,0,0,0,0,0,0.0,0.0,0.204,0,1,3.498,6,0,0,4.78,4.89,198.061,0.684,3.595,0.641,0,1,0,0,0,0,0,0.0,0,0,0,34.634,0.0,0,3,144.66,1,2.495,0.797,0,0,0.616,81.917,153.04,163.645,6.999,0.662,0,0,10,0.0,67.313,4.986,100.57,2.502,2.502,0,4,1.768,4
4.301,0.0,0.0,0.021,0,0,37.921,37.921,0.0,1,0,0,0,0,0,0.0,0.0,0.046,0,0,3.54,0,0,0,3.85,3.925,37.921,0.551,3.28,0.177,0,0,0,0,0,0,0,0.0,0,0,0,9.12,0.0,0,0,28.16,0,2.509,0.127,0,0,0.602,54.0,85.55,61.978,3.992,0.96,0,0,5,0.0,18.011,4.981,94.762,2.554,2.554,0,1,-0.382,1
4.194,20.507,20.507,-0.001,0,0,72.763,70.864,4.2,0,0,0,0,0,0,11.0,0.0,0.001,0,0,3.443,2,0,0,4.032,4.079,72.763,0.582,3.35,0.223,0,0,0,0,0,0,0,0.0,0,0,0,6.361,2.08,0,0,65.97,0,2.406,0.427,0,0,0.683,53.0,65.97,70.864,4.169,0.864,0,0,6,0.0,0.0,4.986,68.597,2.464,2.464,0,0,-0.76,0
4.301,146.656,146.656,-0.097,0,0,166.566,166.566,10.4,0,0,0,0,0,0,0.0,0.0,0.127,0,1,3.782,5,0,2,4.722,4.765,166.566,0.647,3.563,0.293,0,0,0,0,0,0,1,-0.949,0,0,0,16.239,0.0,0,4,99.96,0,2.707,0.526,0,0,0.642,76.833,99.96,163.442,4.896,0.82,0,0,7,0.0,85.367,5.194,104.239,2.808,2.808,0,2,0.21,2
4.194,59.797,59.797,-0.046,0,0,77.808,77.808,8.3,0,0,0,0,0,0,0.0,0.0,0.098,0,0,3.656,3,0,0,3.991,4.41,77.808,0.669,3.701,0.206,0,0,0,0,0,0,0,-0.192,0,0,0,9.668,0.0,0,4,59.31,0,2.529,0.507,0,0,0.63,58.222,59.31,138.094,4.632,0.642,0,0,6,0.0,18.011,4.559,59.121,2.667,2.667,0,1,-0.284,1
4.194,36.145,36.145,0.021,0,0,36.145,36.145,4.4,0,0,0,0,0,0,0.0,0.0,0.039,0,0,3.51,2,0,0,3.687,3.768,36.145,0.521,2.92,0.124,0,0,0,0,0,0,0,2.013,0,0,0,6.477,0.0,0,0,26.3,0,2.482,0.187,0,0,0.607,41.417,26.3,36.145,3.891,0.651,0,0,2,0.0,0.0,4.803,28.429,2.531,2.531,0,0,-0.891,0
4.194,42.683,42.683,-0.13,2,0,143.948,143.948,2.0,3,0,0,0,0,0,0.0,0.0,0.054,0,0,3.569,1,0,1,3.973,4.127,143.948,0.579,3.666,0.264,0,1,0,0,0,0,0,0.0,0,0,1,10.982,0.0,0,1,96.42,1,2.508,0.181,0,0,0.625,61.833,121.72,125.937,4.716,1.044,0,0,7,0.0,93.591,4.784,75.81,2.615,2.615,0,4,1.662,4
4.301,88.313,88.313,0.047,0,0,89.831,89.831,11.3,0,0,0,0,0,0,0.0,0.0,0.117,0,0,3.845,6,0,0,4.407,4.495,89.831,0.611,3.079,0.672,0,0,0,0,0,0,0,-0.502,0,0,0,16.805,0.0,0,0,74.3,0,2.752,0.624,0,0,0.643,66.917,82.68,88.313,4.497,0.715,0,0,8,0.0,0.0,4.232,53.189,2.893,2.893,0,0,-0.707,0
4.194,45.879,45.879,0.064,0,0,83.486,83.486,8.3,2,0,0,0,0,0,11.0,0.0,0.094,0,0,3.076,3,0,0,3.778,3.794,83.486,0.616,3.602,0.276,0,0,0,0,0,0,0,0.0,0,0,0,7.604,0.0,0,1,64.36,0,2.013,0.346,0,0,0.625,46.667,89.66,65.476,3.959,0.713,0,0,6,0.0,18.011,4.739,47.381,2.119,2.119,0,1,-0.222,1
4.194,56.652,56.652,-0.002,0,0,107.989,107.989,7.7,1,0,0,0,0,0,0.0,0.0,0.081,0,0,3.705,4,0,0,4.308,4.496,107.989,0.621,3.354,0.368,0,0,0,0,0,0,0,0.0,0,0,0,8.823,0.0,0,0,86.48,0,2.678,0.369,0,0,0.637,70.5,86.48,89.978,4.67,0.787,0,0,7,0.0,18.011,4.734,113.715,2.72,2.72,0,1,-0.361,1
4.301,86.843,86.843,-0.137,0,0,156.436,156.436,9.3,2,0,0,0,1,0,42.683,0.0,0.15,0,0,3.536,4,0,1,4.094,4.361,156.436,0.66,3.794,0.382,0,1,0,0,0,0,1,0.0,0,0,0,13.049,0.0,0,0,113.42,0,2.526,0.639,0,0,0.685,65.333,113.42,120.414,4.912,0.924,0,2,8,0.0,78.705,4.868,132.496,2.542,2.542,0,3,0.981,3
4.236,61.29,61.29,-0.032,0,0,100.436,100.436,5.5,3,0,0,0,0,0,0.0,0.0,0.026,0,0,3.661,3,0,0,3.955,4.323,100.436,0.567,3.5,0.313,0,0,0,0,0,0,0,0.077,0,0,0,7.32,0.0,0,1,70.67,0,2.578,0.346,0,0,0.634,63.333,70.67,61.29,4.377,0.762,0,1,6,0.0,36.022,5.122,75.81,2.705,2.705,0,2,0.212,2
4.716,50.29,50.29,-0.026,0,0,76.448,76.448,4.0,0,0,0,0,0,0,0.0,0.0,0.057,0,0,3.649,2,0,0,4.232,4.365,76.448,0.619,3.194,0.339,0,0,0,0,0,0,0,0.0,0,0,0,5.642,0.0,0,6,56.75,0,2.49,0.609,0,0,0.688,63.889,84.99,145.373,4.654,0.63,0,0,9,0.0,0.0,4.709,0.0,2.724,2.724,0,0,-0.671,0
4.194,9.507,9.507,0.021,0,0,61.273,59.496,3.8,0,0,0,0,0,0,0.0,0.0,0.114,0,0,3.375,1,0,0,3.468,3.621,61.273,0.706,3.719,0.205,0,0,0,0,0,0,0,0.0,0,0,0,4.911,1.523,0,1,56.21,0,2.246,0.333,0,0,0.645,42.639,123.25,98.06,4.004,0.782,0,0,8,0.0,0.0,4.7,49.644,2.427,2.427,0,1,-0.094,0
4.194,72.29,72.29,-0.032,0,0,120.135,120.135,10.5,0,0,0,0,0,0,0.0,0.0,0.079,0,0,3.504,4,0,0,4.238,4.472,120.135,0.654,3.569,0.376,0,0,0,0,0,0,0,0.0,0,0,0,10.96,0.0,0,4,89.28,0,2.47,0.42,0,0,0.615,64.0,89.28,120.135,4.795,0.714,0,0,6,0.0,0.0,4.86,75.81,2.523,2.523,0,0,-0.74,0
4.194,22.0,22.0,-0.043,0,0,73.582,73.582,4.7,1,0,0,0,0,0,0.0,0.0,0.028,0,0,3.631,2,0,0,4.019,4.205,73.582,0.612,3.444,0.244,0,0,0,0,0,0,0,0.0,0,0,0,6.778,0.0,0,0,56.27,0,2.579,0.183,0,0,0.654,54.667,84.51,55.571,4.265,0.899,0,0,6,0.0,18.011,4.722,85.286,2.661,2.661,0,1,-0.332,1
4.194,72.29,72.29,-0.034,0,0,81.663,81.663,7.7,0,0,0,0,0,0,0.0,0.0,0.079,0,0,3.687,4,0,0,4.264,4.338,81.663,0.626,3.471,0.531,0,0,0,0,0,0,0,-0.399,0,0,0,7.381,0.0,0,0,62.32,0,2.569,0.591,0,0,0.7,68.611,62.32,111.438,4.425,0.726,0,0,8,0.0,0.0,5.008,66.334,2.752,2.752,0,0,-0.726,0
4.301,92.973,92.973,-0.086,0,0,145.78,145.78,5.7,2,0,0,0,0,0,0.0,0.0,0.054,0,0,3.659,3,0,1,4.417,4.763,145.78,0.608,3.3,0.145,0,0,0,0,0,0,0,0.0,0,0,0,11.103,0.0,0,2,90.79,0,2.615,0.256,0,0,0.617,76.667,90.79,109.759,4.783,0.773,0,0,6,0.0,78.705,5.004,132.667,2.682,2.682,0,3,0.791,3
4.194,36.145,36.145,0.024,0,0,73.82,73.82,4.5,1,0,0,0,0,0,11.0,0.0,0.052,0,0,3.545,2,0,0,3.85,4.09,73.82,0.6,3.481,0.225,0,0,0,0,0,0,0,0.0,0,0,0,5.451,0.0,0,1,54.46,0,2.487,0.403,0,0,0.635,56.417,54.46,52.93,4.326,0.703,0,0,6,0.0,17.888,4.778,85.286,2.584,2.584,0,1,-0.332,1
4.301,67.828,67.828,0.051,0,0,152.92,151.143,4.9,1,0,0,0,0,0,0.0,0.0,0.154,0,0,3.597,2,0,1,3.812,4.289,152.92,0.672,4.108,0.294,0,0,0,0,0,0,0,0.0,0,0,0,12.025,1.631,0,1,106.68,0,2.524,0.35,0,0,0.639,64.167,160.22,151.143,4.711,0.684,0,0,10,0.0,42.683,4.815,47.381,2.641,2.641,0,1,-0.199,1
4.194,55.313,70.273,0.071,0,0,56.831,71.792,9.1,0,0,0,0,0,0,0.0,0.0,0.104,0,0,3.02,3,0,0,3.892,4.201,71.792,0.63,3.117,0.46,0,0,0,0,0,0,0,0.0,0,0,0,15.534,0.0,0,0,46.61,0,1.901,0.411,0,0,0.603,48.417,54.99,70.273,4.254,0.54,0,0,6,0.0,0.0,4.006,34.236,2.107,2.107,0,0,-0.634,0
4.194,59.797,59.797,-0.024,0,0,85.956,85.956,6.3,0,0,0,0,0,0,0.0,0.0,0.04,0,0,3.578,3,0,0,4.034,4.2,85.956,0.603,3.396,0.345,0,0,0,0,0,0,0,0.0,0,0,0,6.469,0.0,0,6,71.58,0,2.436,0.542,0,0,0.683,61.333,103.67,121.775,4.366,0.742,0,0,8,0.0,0.0,4.663,30.692,2.661,2.661,0,0,-0.684,0
4.301,34.652,34.652,-0.029,0,0,71.348,71.348,5.7,0,0,0,0,0,0,0.0,0.0,0.033,0,0,3.232,2,0,0,3.828,3.871,71.348,0.63,2.841,0.178,0,0,0,0,0,0,0,0.0,0,0,0,4.472,0.0,0,3,59.23,0,2.173,0.25,0,0,0.659,51.167,59.23,68.223,4.129,0.756,0,0,5,0.0,0.0,4.558,106.502,2.278,2.278,0,0,-0.762,0
