pXC50,nO,nH,SCBO,nCsp3,nCsp2,nHet,nN,RBN,Si,nAT,Sp,Se,nDB,AMW,nBT
4.229,2,32.0,52.0,8,21,8,5,11,77.667,69.0,46.455,68.858,3,7.509,72.0
5.638,2,37.0,54.0,11,22,5,3,8,83.972,75.0,49.87,73.981,3,6.77,79.0
5.036,2,31.0,53.0,9,20,5,3,4,74.727,67.0,45.586,66.33,2,7.129,71.0
5.372,2,9.0,27.0,0,14,3,1,0,28.578,26.0,18.96,26.291,2,8.586,28.0
5.572,3,24.0,40.0,4,19,5,2,6,58.192,52.0,34.75,51.905,1,7.24,54.0
5.0,1,30.0,48.0,7,21,5,2,10,69.859,63.0,44.421,62.054,1,7.536,66.0
5.0,1,25.0,37.0,8,14,4,2,5,57.132,51.0,34.461,50.458,0,7.234,54.0
6.022,28,167.0,217.5,58,52,63,35,64,390.707,340.0,208.178,345.045,25,7.142,345.0
8.416,21,137.0,159.0,50,33,48,27,60,308.688,268.0,161.575,271.22,21,6.901,269.0
8.572,22,143.0,178.5,50,42,51,29,64,328.724,286.0,174.564,289.518,21,7.02,289.0
9.523,26,156.0,197.5,59,40,60,34,45,362.714,315.0,191.456,319.871,25,7.108,320.0
8.432,40,233.0,293.5,89,62,85,45,91,538.828,469.0,286.008,475.731,35,7.077,477.0
9.301,26,161.0,195.5,61,39,59,33,56,368.461,320.0,193.735,324.42,24,7.006,324.0
8.262,19,131.0,156.5,47,34,46,27,58,297.023,258.0,156.382,260.915,19,6.928,260.0
7.229,21,141.0,166.5,51,35,50,29,63,319.099,277.0,167.348,280.307,20,6.923,279.0
8.68,21,140.0,173.5,50,38,51,30,62,321.182,279.0,169.592,282.525,21,7.006,282.0
5.0,21,141.0,166.5,51,35,50,29,63,319.099,277.0,167.348,280.307,20,6.923,279.0
6.975,19,126.0,169.5,42,45,45,26,56,295.694,258.0,159.854,261.046,18,7.133,263.0
5.4,24,174.0,203.0,62,46,58,32,77,390.29,340.0,208.445,343.001,22,6.968,343.0
9.222,40,227.0,292.5,86,62,87,45,89,530.423,462.0,284.019,469.233,35,7.232,470.0
5.319,4,35.0,57.0,10,23,7,3,9,83.976,75.0,50.017,74.752,4,7.169,79.0
9.638,56,286.0,374.5,110,80,110,54,127,672.798,586.0,358.082,596.324,47,7.207,596.0
8.15,21,141.0,175.0,50,40,50,29,62,323.099,281.0,171.348,284.307,21,6.995,284.0
8.936,20,139.0,166.5,50,36,49,29,62,315.475,274.0,166.132,277.096,21,6.933,276.0
8.58,21,137.0,166.0,50,34,51,29,62,313.189,272.0,165.473,275.616,21,7.065,274.0
4.959,2,35.0,53.0,10,22,5,3,7,80.557,72.0,48.108,71.098,3,6.857,76.0
4.921,2,31.0,49.0,7,22,5,3,9,72.727,65.0,43.586,64.33,3,6.979,68.0
6.444,14,118.0,159.0,36,44,42,28,53,275.568,240.0,148.786,242.195,16,7.068,245.0
6.343,14,122.0,161.0,38,44,42,28,55,282.398,246.0,152.308,247.962,16,7.009,251.0
8.111,18,120.0,157.5,40,39,46,27,54,281.682,245.0,150.979,248.493,18,7.231,248.0
8.222,18,120.0,155.5,40,39,44,26,54,279.239,243.0,149.115,246.067,18,7.087,246.0
9.301,26,161.0,205.5,60,45,59,33,59,373.461,325.0,198.735,329.42,24,7.083,331.0
7.959,18,123.0,158.5,42,38,46,27,56,286.073,249.0,153.53,252.129,18,7.162,252.0
8.886,40,227.0,292.5,86,62,87,45,89,530.423,462.0,284.019,469.233,35,7.232,470.0
8.284,38,227.0,283.5,86,60,83,43,89,523.423,456.0,279.86,462.259,33,7.143,463.0
9.049,57,289.0,377.5,110,81,112,55,131,679.921,592.0,361.304,602.636,48,7.21,601.0
6.229,28,163.0,215.5,56,52,63,35,64,383.877,334.0,204.655,339.278,25,7.186,339.0
6.583,57,288.0,373.5,112,79,109,52,129,674.841,588.0,359.048,598.214,46,7.186,598.0
5.262,14,118.0,161.0,36,44,44,28,55,277.408,242.0,152.081,244.347,16,7.274,247.0
6.745,24,162.0,195.5,59,43,56,32,73,367.959,320.0,194.581,323.547,22,6.941,324.0
5.848,13,92.0,107.0,34,24,29,16,37,205.473,179.0,108.933,180.461,12,6.825,181.0
7.26,21,141.0,166.5,51,35,50,29,63,319.099,277.0,167.348,280.307,20,6.923,279.0
6.801,21,143.0,180.5,50,43,50,29,62,328.515,286.0,175.11,289.191,20,7.006,290.0
9.301,57,285.0,376.5,108,81,113,55,132,674.01,587.0,359.429,597.945,48,7.278,596.0
9.0,25,161.0,195.5,59,43,56,31,73,366.67,319.0,194.03,322.772,22,6.965,323.0
5.681,28,186.0,223.0,66,50,66,36,85,422.782,368.0,225.332,372.252,26,7.058,371.0
6.547,14,120.0,160.0,37,44,42,28,54,278.983,243.0,150.547,245.078,16,7.038,248.0
9.461,54,279.0,354.5,107,73,107,53,129,650.635,566.0,343.883,575.916,46,7.156,573.0
5.959,2,38.0,50.0,15,16,6,3,7,84.331,75.0,49.489,74.189,3,6.936,79.0
8.18,38,227.0,283.5,86,60,83,43,89,523.423,456.0,279.86,462.259,33,7.143,463.0
9.409,44,264.0,334.0,94,72,104,58,131,614.721,534.0,326.048,542.469,42,7.193,539.0
6.005,22,180.0,231.0,60,62,58,34,79,411.699,360.0,225.07,362.317,22,7.054,367.0
9.523,58,286.0,376.5,109,81,112,54,131,675.217,588.0,358.991,598.978,48,7.237,597.0
4.523,2,31.0,54.0,9,22,7,3,6,77.03,69.0,48.063,68.861,3,7.95,73.0
5.523,21,141.0,166.5,51,35,50,29,63,319.099,277.0,167.348,280.307,20,6.923,279.0
5.0,2,23.0,40.0,4,19,5,2,6,56.927,51.0,35.154,50.902,1,7.744,53.0
4.0,3,31.0,49.0,6,21,8,5,12,74.517,66.0,43.29,65.978,3,7.176,68.0
5.0,4,35.0,54.0,8,22,9,5,14,83.557,74.0,48.267,74.072,4,7.158,76.0
5.0,2,15.0,39.0,5,14,7,3,1,45.708,41.0,29.972,41.793,1,9.47,45.0
5.0,3,20.0,46.5,7,16,7,4,2,55.943,50.0,34.478,50.458,1,8.009,55.0
5.0,0,15.0,43.0,3,17,7,5,3,48.662,43.0,30.472,43.836,1,8.73,46.0
5.0,4,26.0,37.0,11,12,4,0,1,59.235,53.0,34.716,52.796,4,6.915,56.0
5.0,3,20.0,45.0,5,18,7,4,2,55.943,50.0,34.478,50.458,2,8.009,54.0
4.928,2,6.0,28.0,1,12,8,0,2,29.574,27.0,23.625,28.898,0,15.07,28.0
5.0,4,19.0,42.0,6,15,7,3,3,52.654,47.0,31.926,47.683,2,8.03,51.0
5.0,2,16.0,41.0,6,14,8,3,1,50.254,44.0,29.83,45.567,1,8.804,48.0
5.0,2,21.0,47.0,5,20,5,3,2,56.651,51.0,35.779,50.912,1,7.755,56.0
5.0,2,16.0,38.0,5,14,6,3,1,45.764,41.0,29.114,41.469,1,8.63,45.0
5.0,2,20.0,46.5,7,15,8,6,2,56.315,50.0,34.273,50.451,1,8.01,55.0
5.0,3,20.0,46.5,7,16,7,4,2,55.943,50.0,34.478,50.458,1,8.009,55.0
4.451,2,19.0,31.0,4,14,3,1,4,44.654,40.0,26.767,39.709,0,7.034,42.0
4.837,0,26.0,24.0,12,5,2,2,5,50.979,45.0,28.148,43.807,3,5.743,47.0
6.3,2,26.0,38.0,8,14,6,3,4,60.84,54.0,35.921,53.887,2,7.407,56.0
5.854,3,45.0,54.0,20,14,8,3,7,98.937,87.0,55.006,86.752,2,6.688,91.0
7.1,2,24.0,45.0,5,20,6,3,5,61.425,55.0,38.159,55.003,2,7.89,58.0
8.0,2,28.0,47.0,7,20,6,3,5,68.255,61.0,41.682,60.771,2,7.574,64.0
6.9,2,25.0,42.0,9,14,9,3,4,65.274,57.0,37.495,58.309,2,8.21,59.0
5.5,2,28.0,47.0,7,20,6,3,5,68.255,61.0,41.682,60.771,2,7.574,64.0
6.8,2,28.0,41.0,10,14,6,3,4,65.255,58.0,38.682,57.771,2,7.345,61.0
8.4,2,27.0,51.0,8,20,9,3,5,72.69,64.0,43.256,65.192,2,8.282,67.0
8.6,3,30.0,49.0,8,20,7,3,6,72.88,65.0,43.898,64.981,2,7.57,68.0
8.3,2,30.0,48.0,8,20,6,3,5,71.671,64.0,43.444,63.654,2,7.438,67.0
5.8,2,29.0,46.0,7,20,5,3,5,68.311,61.0,40.824,60.447,2,7.01,64.0
7.9,2,26.0,51.0,8,19,10,4,5,71.773,63.0,42.5,64.41,2,8.429,66.0
5.6,2,28.0,39.0,9,14,6,3,4,64.255,57.0,37.682,56.771,2,7.263,59.0
7.9,2,27.0,55.0,5,25,7,4,6,71.338,64.0,44.926,63.989,2,7.985,68.0
5.6,3,31.0,48.0,8,20,6,3,6,72.936,65.0,43.04,64.658,2,7.04,68.0
7.6,3,29.0,49.0,8,19,8,4,6,71.963,64.0,43.142,64.2,2,7.704,67.0
5.2,3,26.0,41.0,9,14,7,3,4,63.05,56.0,37.375,56.214,2,7.642,59.0
6.7,3,28.0,40.0,9,14,7,3,5,65.465,58.0,38.137,58.098,2,7.414,60.0
6.8,2,25.0,42.0,9,14,9,3,4,65.274,57.0,37.495,58.309,2,8.21,59.0
7.7,2,30.0,42.0,11,14,6,3,4,68.671,61.0,40.444,60.654,2,7.214,64.0
6.5,2,23.0,45.0,5,19,7,4,5,60.508,54.0,37.404,54.222,2,8.055,57.0
6.5,3,26.0,41.0,9,14,7,3,4,63.05,56.0,37.375,56.214,2,7.642,59.0
7.2,2,28.0,47.0,7,20,6,3,5,68.651,61.0,40.762,60.96,2,7.305,64.0
6.5,2,31.0,47.0,8,20,5,3,5,71.727,64.0,42.586,63.33,2,6.9,67.0
8.2,2,28.0,55.0,5,26,6,3,6,72.255,65.0,45.682,64.771,2,7.847,69.0
6.2,2,28.0,50.0,8,20,8,3,5,72.746,64.0,42.398,64.869,2,7.744,67.0
7.1,2,25.0,42.0,9,14,9,3,4,65.274,57.0,37.495,58.309,2,8.21,59.0
7.3,2,28.0,39.0,9,14,6,3,5,64.255,57.0,37.682,56.771,2,7.263,59.0
6.5,3,28.0,40.0,9,14,7,3,5,65.465,58.0,38.137,58.098,2,7.414,60.0
5.005,2,16.0,36.0,4,14,7,2,6,45.545,41.0,30.375,41.651,1,9.642,43.0
5.0,1,28.0,43.5,10,13,9,5,8,67.863,60.0,40.853,60.105,0,7.895,63.0
5.0,3,19.0,46.0,6,17,8,4,3,56.283,50.0,34.415,50.971,2,8.369,54.0
5.0,1,26.0,42.5,9,13,9,5,7,64.448,57.0,39.091,57.221,0,8.064,60.0
7.947,13,90.0,106.0,33,24,29,16,36,202.057,176.0,107.172,177.577,12,6.862,178.0
8.292,44,198.0,277.5,75,62,83,38,92,479.285,418.0,257.774,427.034,35,7.449,426.0
4.451,4,12.0,36.5,0,17,6,2,3,38.91,35.0,24.636,35.931,3,8.809,37.0
5.0,2,24.0,39.0,4,19,4,2,6,56.983,51.0,34.296,50.578,1,7.068,53.0
5.0,3,26.0,41.0,5,19,5,2,7,61.607,55.0,36.512,54.789,1,7.1,57.0
5.0,3,22.0,42.5,4,19,5,2,4,55.777,50.0,33.989,50.022,1,7.489,53.0
5.0,2,26.0,40.0,5,19,4,2,7,60.398,54.0,36.057,53.461,1,6.936,56.0
5.0,3,24.0,40.0,4,19,5,2,6,58.192,52.0,34.75,51.905,1,7.24,54.0
5.0,2,29.0,42.0,6,19,5,3,7,66.311,59.0,38.824,58.447,1,6.84,61.0
5.0,3,28.0,42.0,6,19,5,2,6,65.022,58.0,38.273,57.672,1,6.975,60.0
5.958,2,27.0,44.5,6,19,5,3,5,63.896,57.0,38.063,56.563,1,7.045,60.0
5.0,3,23.0,41.0,4,19,6,2,6,58.136,52.0,35.608,52.229,1,7.902,54.0
4.828,1,15.0,34.5,3,15,6,2,6,43.36,39.0,29.131,39.571,0,9.787,41.0
4.523,2,28.0,38.5,12,10,7,3,6,64.571,57.0,37.409,57.036,1,7.326,60.0
4.523,1,24.0,35.5,10,10,6,3,3,56.531,50.0,33.432,49.941,1,7.471,53.0
5.0,2,27.0,49.0,5,22,6,3,8,66.816,60.0,41.711,59.64,2,7.627,63.0
6.0,1,28.0,47.0,6,21,5,2,9,66.444,60.0,42.659,59.171,1,7.678,63.0
5.432,1,32.0,45.0,9,19,4,2,10,71.354,64.0,43.535,62.861,1,6.948,67.0
5.0,1,28.0,46.0,6,21,4,2,8,65.524,59.0,41.012,58.094,1,7.265,62.0
5.0,2,28.0,47.0,6,21,5,2,9,66.733,60.0,41.466,59.421,1,7.411,63.0
5.658,1,30.0,39.0,9,15,4,2,9,64.939,58.0,38.773,56.978,1,6.804,60.0
5.0,1,30.0,47.0,7,21,4,2,9,68.939,62.0,42.773,60.978,1,7.14,65.0
