pXC50,Chi0_EA.dm.,Eig08_AEA.dm.,Eig09_EA,SM03_AEA.dm.,Chi1_EA.dm.,Eig09_AEA.ed.,Eig09_AEA.dm.,Eig09_EA.ed.,SM04_AEA.ri.,Eig08_AEA.ri.,Eig09_AEA.ri.,Eig08_EA.ed.,SM03_AEA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,Eig08_EA.ri.,Eig10_AEA.dm.,Eig08_EA,SM02_AEA.dm.,Eig07_AEA.dm.,Eig10_AEA.ed.,Eig08_AEA.bo.,Eig09_EA.ri.,Eig09_AEA.bo.,Eig15_AEA.dm.,Eta_betaS,ZM2Mad,Eig08_AEA.ed.,Eig15_AEA.bo.,SpMax7_Bh.i.,ATS2m,X3,SpMax8_Bh.v.,Sv,SpMax8_Bh.m.,IVDM,X1,Eig07_EA.bo.,MW,Psi_i_0,Eig15_EA.bo.,Eig07_EA,SM15_AEA.bo.,Eta_FL,Eig13_AEA.bo.,Eig15_EA.ed.,SM10_AEA.ri.,Eig07_AEA.bo.,ATS1m,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Chi1_EA.ri.,SpMax8_Bh.p.,X4,Eig15_EA,SM09_AEA.dm.,Eig14_AEA.bo.,Psi_e_0,Eig13_EA.bo.,Chi0_EA.ri.,SpMaxA_AEA.bo.,SpMax7_Bh.m.,X0sol,CID,SMTIV
5.8,20.28,2.002,1.414,1.414,25.585,4.149,1.643,3.626,3.626,2.667,2.403,4.814,4.814,3.171,3.171,1.642,1.467,1.685,1.685,2.17,3.956,3.107,1.397,2.861,0.014,18.5,205.285,4.804,1.109,3.156,4.021,10.968,2.734,32.113,2.815,4.765,13.829,2.466,390.45,19.842,-0.357,1.815,1.815,8.336,1.571,-0.723,-0.723,3.222,3.618,19.102,19.102,19.102,19.102,19.102,16.069,2.733,9.565,-0.269,-0.269,1.197,10.724,0.364,19.259,0.143,2.942,19.836,4.099,18281.0
7.2,25.99,1.951,1.413,1.413,30.71,4.407,1.567,3.88,3.88,2.635,2.374,4.754,4.754,2.355,2.355,1.62,1.546,1.64,1.64,2.205,3.65,3.033,1.355,2.728,0.375,18.5,193.084,4.707,1.042,3.297,3.983,10.606,2.88,34.22,2.944,4.756,13.85,2.338,398.53,20.383,-0.277,1.823,1.823,6.772,1.513,-0.524,-0.524,3.173,3.612,19.24,19.24,19.24,19.24,19.24,15.616,2.856,8.825,-0.24,-0.24,1.183,10.811,0.203,19.62,0.149,2.998,20.259,4.082,16865.0
5.8,9.533,1.546,1.232,1.232,13.162,3.609,1.264,2.86,2.86,2.465,2.16,3.983,3.983,2.644,2.644,1.43,1.173,1.521,1.521,1.575,3.54,2.979,1.139,2.702,-0.124,19.0,196.204,4.411,0.966,2.965,3.908,9.957,2.715,29.673,2.763,4.716,13.276,2.27,360.43,19.104,-0.228,1.528,1.528,7.522,1.913,-0.512,-0.512,3.018,3.589,18.809,18.809,18.809,18.809,18.809,16.159,2.735,8.484,-0.209,-0.209,1.182,9.963,0.741,19.271,0.153,2.797,17.347,4.048,13660.0
5.8,7.215,1.0,0.744,0.744,11.409,3.247,0.878,1.744,1.744,1.956,1.703,2.136,2.136,0.489,0.489,0.953,0.641,1.0,1.0,1.177,2.627,2.481,0.711,2.204,-1.0,12.75,124.048,3.264,0.417,2.854,3.534,7.045,2.472,22.94,2.535,4.283,9.865,1.5,265.34,14.065,-1.5,1.163,1.163,5.939,0.656,-2.347,-2.347,2.5,3.244,14.008,14.008,14.008,14.008,14.008,11.247,2.468,5.816,-1.0,-1.0,0.5,7.328,-1.173,14.24,0.203,2.621,13.786,3.746,6300.0
5.9,13.185,2.007,1.414,1.414,11.288,4.04,1.597,3.523,3.523,2.466,2.306,4.152,4.152,3.176,3.176,1.441,1.278,1.507,1.507,2.094,4.01,2.944,1.198,2.82,0.166,18.25,217.406,4.354,1.022,3.06,4.088,10.813,2.761,33.197,2.909,4.788,13.991,2.248,427.36,20.35,-0.38,1.871,1.871,7.635,1.745,-0.827,-0.827,3.128,3.701,19.463,19.463,19.463,19.463,19.463,16.729,2.786,8.58,-0.33,-0.33,1.445,10.649,0.669,19.974,0.142,3.187,21.38,4.103,20430.0
6.6,23.134,2.009,1.496,1.496,32.19,4.322,1.912,3.998,3.998,2.522,2.483,4.185,4.185,3.571,3.571,1.476,1.563,1.611,1.611,2.196,4.16,2.939,1.461,2.919,0.934,22.0,237.239,4.405,2.091,3.314,4.139,12.951,2.921,37.487,2.95,5.033,16.64,2.664,454.53,23.613,0.901,1.925,1.925,10.202,2.5,1.527,1.527,3.33,3.802,23.566,23.566,23.566,23.566,23.566,19.322,2.927,10.838,0.663,0.663,2.208,12.492,1.5,24.105,0.12,3.051,23.493,4.269,29175.0
5.8,23.655,1.699,1.558,1.558,23.807,4.414,1.677,4.059,4.059,2.533,2.523,4.649,4.649,3.143,3.143,1.509,1.523,1.575,1.575,2.251,3.989,3.009,1.498,2.904,0.952,22.75,240.422,4.712,1.882,3.264,4.148,13.093,2.92,40.67,2.968,5.051,16.742,2.421,453.64,25.068,0.81,2.163,2.163,8.066,2.431,1.928,1.928,3.354,3.81,23.739,23.739,23.739,23.739,23.739,20.13,2.918,11.227,0.695,0.695,2.222,12.609,1.405,24.197,0.122,3.087,22.907,4.28,24539.0
6.3,25.707,2.202,1.214,1.214,31.855,3.74,2.046,2.86,2.86,2.57,2.191,4.471,4.471,2.275,2.275,1.506,1.844,1.609,1.609,2.562,3.52,3.017,1.164,2.92,0.656,19.75,203.006,4.467,1.336,3.136,4.06,10.442,2.818,33.008,2.95,4.82,14.351,2.382,429.9,20.383,-0.112,1.928,1.928,7.406,1.697,-0.182,-0.182,3.33,3.685,19.834,19.834,19.834,19.834,19.834,16.494,2.8,7.935,-0.086,-0.086,1.428,11.073,0.672,20.285,0.137,3.099,22.173,4.117,22480.0
5.8,10.612,1.546,1.23,1.23,14.867,3.626,1.268,2.86,2.86,2.464,2.158,3.983,3.983,2.636,2.636,1.43,1.19,1.519,1.519,1.576,3.607,2.979,1.138,2.702,0.329,19.75,202.032,4.412,1.182,3.063,4.012,10.752,2.715,32.441,2.763,4.781,13.965,2.27,392.48,20.139,-0.18,1.528,1.528,7.839,1.825,-0.325,-0.325,3.019,3.635,19.524,19.524,19.524,19.524,19.524,16.555,2.735,8.496,-0.143,-0.143,1.37,10.689,0.733,19.996,0.148,2.798,19.562,4.104,16648.0
5.8,30.162,2.405,1.911,1.911,48.926,4.844,2.257,5.254,5.254,3.062,2.916,6.253,6.253,5.056,5.056,1.995,2.031,2.109,2.109,2.601,4.681,3.487,1.909,3.334,1.252,29.0,320.014,5.172,2.651,3.497,4.463,16.298,3.081,48.034,3.27,5.384,21.102,3.052,585.74,30.488,1.72,2.31,2.31,12.275,2.831,2.615,2.615,3.68,4.077,29.825,29.825,29.825,29.825,29.825,25.41,3.104,14.665,1.17,1.17,2.682,15.903,1.958,30.485,0.097,3.413,29.528,4.511,52665.0
5.8,14.352,1.759,1.0,1.0,13.516,3.414,1.128,2.275,2.275,2.131,2.0,3.046,3.046,1.317,1.317,1.107,1.0,1.17,1.17,2.166,3.105,2.68,1.0,2.5,-0.043,15.0,188.388,3.932,0.599,2.925,3.988,8.805,2.685,26.593,2.729,4.507,11.618,1.867,388.23,16.43,-1.001,1.31,1.31,6.725,1.049,-1.943,-1.943,2.854,3.599,16.326,16.326,16.326,16.326,16.326,13.47,2.686,7.072,-0.784,-0.784,0.913,8.796,-0.279,16.926,0.173,2.762,18.104,3.908,11275.0
6.3,13.245,1.457,1.028,1.028,20.57,3.564,1.037,2.559,2.559,2.372,2.0,3.443,3.443,2.275,2.275,1.327,1.0,1.434,1.434,1.547,3.414,2.895,1.0,2.524,-0.606,16.5,174.411,4.004,0.672,2.968,3.916,8.873,2.543,27.337,2.786,4.532,11.687,2.128,343.85,17.08,-0.873,1.547,1.547,5.633,0.954,-1.751,-1.751,2.978,3.512,16.394,16.394,16.394,16.394,16.394,14.245,2.531,7.745,-0.689,-0.689,0.843,8.863,-0.433,16.88,0.17,2.866,17.018,3.929,10403.0
5.8,14.665,1.892,1.435,1.435,17.662,4.169,1.491,3.57,3.57,2.615,2.375,4.817,4.817,3.162,3.162,1.544,1.335,1.695,1.695,2.047,4.039,3.115,1.341,2.889,0.41,21.0,222.024,4.748,1.361,3.206,4.103,11.613,2.735,34.351,2.866,4.859,14.787,2.435,424.5,21.334,0.063,1.796,1.796,8.122,1.825,0.124,0.124,3.183,3.703,20.524,20.524,20.524,20.524,20.524,17.607,2.733,9.4,0.05,0.05,1.37,11.516,0.775,21.046,0.14,2.955,20.433,4.163,19756.0
5.8,15.288,2.0,1.618,1.618,16.618,4.272,1.637,4.098,4.098,2.656,2.614,4.465,4.465,3.948,3.948,1.619,1.618,1.683,1.683,2.405,4.234,3.118,1.612,3.045,1.046,23.5,235.502,4.466,2.15,3.423,4.166,12.781,2.966,41.858,3.062,5.118,17.547,2.427,479.63,25.64,0.977,1.91,1.91,10.064,2.617,1.617,1.617,3.171,3.835,24.601,24.601,24.601,24.601,24.601,20.487,2.961,11.212,0.689,0.689,2.589,13.296,1.666,25.034,0.113,3.251,24.907,4.325,30936.0
5.8,27.005,1.844,1.409,1.409,35.733,4.063,1.788,3.426,3.426,2.433,2.349,4.183,4.183,2.537,2.537,1.382,1.189,1.482,1.482,2.25,3.488,2.874,1.313,2.844,0.51,20.25,204.028,4.402,1.185,3.05,4.11,10.384,2.768,32.594,2.784,4.862,14.741,2.465,430.42,20.402,-0.124,1.845,1.845,9.065,1.532,-0.285,-0.285,3.254,3.686,20.306,20.306,20.306,20.306,20.306,17.215,2.767,8.097,-0.103,-0.103,1.471,11.887,0.328,20.895,0.135,2.892,19.933,4.149,28134.0
5.8,10.589,0.607,-0.461,-0.461,12.349,2.365,0.167,-1.125,-1.125,0.775,0.437,-0.415,-0.415,-2.564,-2.564,-0.143,-0.617,-0.179,-0.179,0.962,2.254,1.233,-0.384,0.969,-1.864,10.5,122.62,2.476,-0.5,1.978,3.522,5.913,1.269,15.354,1.713,3.837,7.254,0.854,220.62,10.091,-2.68,0.589,0.589,4.425,-0.111,-5.928,-5.928,2.086,3.093,10.154,10.154,10.154,10.154,10.154,8.791,1.251,5.119,-1.911,-1.911,-0.42,5.492,-1.879,10.393,0.276,2.028,10.914,3.471,3126.0
5.8,8.618,1.188,1.0,1.0,5.975,3.414,1.0,1.902,1.902,2.109,2.0,2.275,2.275,1.578,1.578,1.105,0.716,1.116,1.116,1.261,3.225,2.5,1.0,2.181,-0.887,14.0,193.831,3.593,0.63,2.925,3.868,8.138,2.545,26.39,2.63,4.433,10.982,1.729,330.45,16.08,-1.29,1.187,1.187,5.977,0.921,-2.616,-2.616,2.657,3.624,15.248,15.248,15.248,15.248,15.248,12.731,2.54,6.901,-0.891,-0.891,0.654,8.638,-0.627,15.513,0.188,2.687,16.699,3.865,9949.0
5.8,19.509,1.534,1.088,1.088,26.986,3.456,1.279,2.441,2.441,2.376,2.051,4.166,4.166,2.275,2.275,1.34,1.133,1.44,1.44,1.826,3.414,2.931,1.044,2.566,-0.104,17.0,182.634,4.362,0.901,3.015,3.838,10.186,2.715,28.391,2.687,4.637,12.652,2.207,348.39,17.867,-0.522,1.534,1.534,7.625,1.633,-0.949,-0.949,3.034,3.529,17.817,17.817,17.817,17.817,17.817,14.819,2.735,7.925,-0.426,-0.426,1.301,9.555,0.498,18.218,0.161,2.838,18.096,3.999,14493.0
6.9,1.644,0.677,-0.315,-0.315,0.676,2.378,0.137,-0.737,-0.737,1.499,0.519,1.421,1.421,-1.694,-1.694,0.514,-0.651,0.58,0.58,1.0,2.356,2.052,-0.183,1.037,-1.875,10.0,135.202,3.202,-0.42,2.435,3.686,5.986,1.784,18.175,2.118,3.954,7.843,1.5,273.14,11.343,-2.6,1.0,1.0,4.589,0.057,-4.789,-4.789,2.5,3.262,11.069,11.069,11.069,11.069,11.069,9.426,1.858,5.139,-1.889,-1.889,-0.077,5.858,-1.723,11.348,0.256,2.542,11.958,3.533,3392.0
5.9,14.121,1.669,1.0,1.0,13.532,3.672,1.141,2.377,2.377,2.186,1.971,3.308,3.308,2.316,2.316,1.172,1.095,1.215,1.215,1.917,3.435,2.621,0.964,2.51,-0.363,16.5,198.791,4.186,0.785,3.041,3.96,9.74,2.679,27.557,2.717,4.579,12.169,2.025,353.43,17.34,-0.728,1.534,1.534,7.015,1.481,-1.591,-1.591,2.886,3.587,17.162,17.162,17.162,17.162,17.162,14.381,2.683,8.104,-0.569,-0.569,1.311,9.185,0.289,17.602,0.169,2.814,17.742,3.965,11999.0
6.0,20.779,1.505,1.211,1.211,33.334,3.587,1.239,2.975,2.975,2.424,2.159,3.448,3.448,2.542,2.542,1.417,1.172,1.437,1.437,1.597,3.492,2.888,1.145,2.688,0.003,17.75,223.269,4.123,1.0,2.966,4.02,9.705,2.715,29.885,2.687,4.685,12.987,2.184,379.48,18.744,-0.83,1.52,1.52,8.06,1.38,-1.485,-1.485,2.996,3.758,18.074,18.074,18.074,18.074,18.074,15.61,2.735,8.058,-0.616,-0.616,1.134,10.152,0.107,18.503,0.16,2.763,19.105,4.037,15566.0
5.8,8.387,1.0,0.608,0.608,7.661,3.03,0.714,1.392,1.392,1.619,1.496,1.541,1.541,-0.083,-0.083,0.621,0.436,0.685,0.685,1.181,2.451,2.319,0.533,1.771,-1.0,12.5,125.305,3.14,0.0,2.892,3.608,6.294,2.491,23.294,2.592,4.255,9.648,1.5,289.79,13.827,-1.5,1.0,1.0,5.368,0.5,-2.652,-2.652,2.5,3.289,13.345,13.345,13.345,13.345,13.345,11.076,2.504,4.672,-1.0,-1.0,0.146,7.308,-1.095,13.747,0.203,2.63,14.872,3.718,6826.0
5.8,8.307,1.511,1.232,1.232,7.558,3.583,1.323,2.759,2.759,2.433,2.162,3.152,3.152,2.665,2.665,1.399,1.202,1.495,1.495,1.546,3.502,2.962,1.15,2.696,-0.063,17.75,175.477,3.642,0.958,3.065,3.882,9.854,2.715,32.235,2.73,4.772,13.776,2.217,371.47,19.776,-0.371,1.546,1.546,8.113,2.086,-0.805,-0.805,3.045,3.578,19.43,19.43,19.43,19.43,19.43,15.923,2.735,8.179,-0.311,-0.311,1.687,10.312,0.92,19.778,0.146,2.873,19.184,4.077,17788.0
5.8,11.483,1.442,1.065,1.065,13.19,3.343,1.276,2.328,2.328,2.153,2.0,2.695,2.695,2.136,2.136,1.129,1.0,1.239,1.239,1.514,3.247,2.697,1.0,2.5,-0.258,16.75,153.973,3.506,0.919,2.994,3.778,8.701,2.715,31.762,2.687,4.724,13.293,2.091,361.48,19.037,-0.509,1.495,1.495,7.716,1.653,-0.974,-0.974,2.929,3.53,18.69,18.69,18.69,18.69,18.69,14.993,2.735,6.769,-0.406,-0.406,1.037,9.917,0.578,19.079,0.142,2.795,18.736,4.029,16699.0
7.6,21.256,2.259,1.717,1.717,25.279,4.55,1.915,4.675,4.675,2.784,2.687,5.353,5.353,4.095,4.095,1.696,1.508,1.873,1.873,2.307,4.424,3.267,1.632,3.138,0.819,22.5,260.387,4.899,2.156,3.307,4.247,12.882,2.852,39.155,2.987,5.067,17.012,2.773,486.62,24.443,1.02,2.09,2.09,9.6,2.5,1.74,1.74,3.465,3.877,23.903,23.903,23.903,23.903,23.903,20.075,2.869,11.461,0.774,0.774,2.303,12.915,1.5,24.393,0.122,3.293,23.847,4.294,32415.0
5.8,16.265,2.047,1.697,1.697,17.95,4.748,1.9,4.818,4.818,2.747,2.617,5.506,5.506,3.645,3.645,1.695,1.491,1.805,1.805,2.417,4.26,3.172,1.545,3.115,0.428,22.5,241.246,4.98,1.476,3.192,4.155,11.563,2.849,36.878,2.891,4.962,15.782,2.639,450.54,23.126,0.308,2.14,2.14,7.998,2.217,0.693,0.693,3.478,3.778,21.911,21.911,21.911,21.911,21.911,19.305,2.845,10.05,0.265,0.265,1.762,12.319,1.108,22.465,0.129,2.956,21.424,4.228,22584.0
6.1,1.644,0.677,-0.315,-0.315,0.676,2.378,0.137,-0.737,-0.737,1.54,0.548,1.421,1.421,-1.694,-1.694,0.536,-0.651,0.58,0.58,1.0,2.356,2.052,-0.186,1.037,-1.875,9.5,134.51,3.202,-0.42,2.381,3.685,5.986,1.763,18.175,2.032,3.954,7.843,1.5,273.14,11.343,-2.6,1.0,1.0,4.525,0.057,-4.789,-4.789,2.5,3.263,11.069,11.069,11.069,11.069,11.069,9.336,1.784,5.139,-1.889,-1.889,-0.077,5.858,-1.723,11.3,0.256,2.573,11.958,3.533,3380.0
5.8,16.178,1.438,1.0,1.0,22.484,3.45,1.155,2.352,2.352,2.276,1.953,2.985,2.985,2.136,2.136,1.264,1.0,1.293,1.293,1.519,3.247,2.774,0.942,2.5,-0.213,16.5,167.213,3.574,0.516,2.801,3.902,8.115,2.486,24.079,2.534,4.498,11.449,1.993,333.3,15.634,-1.0,1.405,1.405,7.278,0.882,-2.249,-2.249,2.854,3.454,15.817,15.817,15.817,15.817,15.817,13.806,2.426,7.103,-1.0,-1.0,0.852,9.323,-0.774,16.357,0.181,2.641,14.656,3.907,12380.0
5.8,20.593,1.906,1.388,1.388,25.689,4.156,1.519,3.411,3.411,2.683,2.382,4.771,4.771,2.992,2.992,1.618,1.374,1.731,1.731,1.971,3.583,3.013,1.376,2.848,0.27,18.5,221.205,4.597,1.174,3.104,4.098,10.779,2.715,31.17,2.76,4.757,13.687,2.44,387.5,19.779,-0.279,1.79,1.79,7.9,1.861,-0.526,-0.526,3.201,3.68,19.309,19.309,19.309,19.309,19.309,16.565,2.735,9.848,-0.219,-0.219,1.311,10.317,0.719,19.729,0.149,2.938,19.441,4.091,16535.0
5.8,11.234,1.105,1.0,1.0,11.281,3.414,1.0,2.275,2.275,2.0,1.99,2.958,2.958,1.832,1.832,1.0,0.934,1.071,1.071,1.494,3.34,2.533,0.974,2.5,-0.566,15.5,197.998,3.996,0.5,2.923,3.998,8.715,2.467,24.11,2.626,4.469,11.187,2.174,344.8,15.679,-1.138,1.483,1.483,6.743,1.015,-2.362,-2.362,2.961,3.572,15.687,15.687,15.687,15.687,15.687,13.911,2.436,7.317,-0.897,-0.897,0.514,8.383,-0.454,16.266,0.177,2.687,16.665,3.888,10889.0
5.8,17.621,1.148,1.0,1.0,23.806,3.29,1.0,2.136,2.136,2.0,1.984,2.275,2.275,1.621,1.621,1.0,1.0,1.0,1.0,1.455,3.247,2.5,0.983,2.5,-0.868,14.0,143.728,3.414,0.5,2.925,3.611,8.104,2.633,24.655,2.687,4.392,10.648,1.718,293.35,15.151,-1.499,1.279,1.279,6.428,0.754,-2.765,-2.765,2.71,3.332,14.845,14.845,14.845,14.845,14.845,12.232,2.589,6.023,-1.0,-1.0,0.5,8.089,-0.687,15.075,0.195,2.687,15.527,3.824,8700.0
6.0,15.488,1.732,1.15,1.15,13.868,3.702,1.31,3.133,3.133,2.513,2.083,3.275,3.275,2.483,2.483,1.488,1.186,1.542,1.542,1.841,3.647,2.763,1.063,2.603,0.618,19.25,241.993,4.172,1.461,3.175,4.23,10.808,2.736,34.248,3.014,4.851,14.614,2.475,482.44,21.138,0.299,1.768,1.768,7.764,2.176,0.573,0.573,3.201,3.844,20.482,20.482,20.482,20.482,20.482,17.341,2.796,8.855,0.261,0.261,2.118,11.038,0.927,21.11,0.143,3.275,22.278,4.136,22457.0
5.8,24.991,1.908,1.364,1.364,38.643,4.174,1.689,3.613,3.613,2.441,2.352,3.83,3.83,3.022,3.022,1.41,1.438,1.464,1.464,1.983,3.919,2.908,1.346,2.87,0.324,18.25,199.43,4.215,1.084,3.053,3.979,10.81,2.753,29.799,2.796,4.723,13.457,2.126,377.38,18.866,-0.224,1.536,1.536,8.663,1.588,-0.418,-0.418,2.966,3.6,18.765,18.765,18.765,18.765,18.765,15.668,2.745,8.83,-0.186,-0.186,1.264,10.327,0.295,19.108,0.145,2.906,19.836,4.071,16953.0
5.8,10.605,1.41,1.185,1.185,17.803,3.568,1.196,2.688,2.688,2.34,2.141,2.967,2.967,2.428,2.428,1.325,1.0,1.374,1.374,1.467,3.475,2.5,1.13,2.426,-0.743,15.75,157.852,3.599,0.656,2.961,3.778,8.743,2.598,26.816,2.649,4.483,11.31,1.774,308.43,16.611,-0.9,1.414,1.414,5.507,0.852,-1.963,-1.963,2.69,3.42,15.999,15.999,15.999,15.999,15.999,13.413,2.587,7.471,-0.809,-0.809,0.727,8.49,-0.451,16.317,0.177,2.791,15.648,3.892,8428.0
5.8,16.552,2.028,1.437,1.437,20.843,4.269,1.493,3.644,3.644,2.618,2.376,4.818,4.818,3.194,3.194,1.545,1.393,1.7,1.7,2.047,4.039,3.116,1.342,2.891,0.602,22.0,230.291,4.748,1.37,3.206,4.132,11.927,2.735,35.066,2.866,4.907,15.325,2.461,440.5,21.869,0.348,1.848,1.848,8.556,1.825,0.477,0.477,3.212,3.743,21.394,21.394,21.394,21.394,21.394,18.231,2.733,9.735,0.335,0.335,1.593,11.877,0.777,22.083,0.137,2.967,21.14,4.194,21790.0
6.8,12.692,1.201,1.0,1.0,15.59,3.414,1.0,2.275,2.275,2.15,2.0,2.789,2.789,1.73,1.73,1.146,0.853,1.165,1.165,1.6,3.303,2.526,1.0,2.5,-0.913,14.25,149.351,3.618,0.5,3.038,3.72,8.238,2.611,27.015,2.687,4.443,11.097,1.711,308.42,16.129,-1.336,1.359,1.359,6.193,0.941,-2.187,-2.187,2.645,3.371,15.508,15.508,15.508,15.508,15.508,12.5,2.579,6.809,-1.0,-1.0,0.5,8.464,-0.43,15.618,0.187,2.744,16.397,3.868,8133.0
6.7,10.767,1.474,1.0,1.0,8.38,3.387,1.085,2.136,2.136,2.02,2.0,2.602,2.602,1.705,1.705,1.01,1.0,1.057,1.057,1.764,3.26,2.905,1.0,2.522,-0.669,15.25,182.008,3.54,0.644,2.925,3.878,8.935,2.64,24.875,2.687,4.469,11.258,2.154,317.4,15.927,-1.199,1.473,1.473,7.028,1.075,-2.005,-2.005,2.952,3.49,15.955,15.955,15.955,15.955,15.955,13.561,2.627,7.801,-0.824,-0.824,0.745,8.408,-0.451,16.389,0.181,2.73,16.165,3.888,9317.0
5.8,13.355,1.534,1.236,1.236,19.165,3.586,1.332,2.979,2.979,2.278,2.199,3.079,3.079,2.362,2.362,1.269,1.043,1.298,1.298,1.59,3.435,2.752,1.184,2.541,-0.337,16.75,182.869,4.025,0.827,3.009,3.877,9.865,2.715,29.004,2.722,4.637,12.631,2.122,346.43,18.174,-0.791,1.525,1.525,7.541,1.895,-1.528,-1.528,2.943,3.534,17.706,17.706,17.706,17.706,17.706,14.675,2.735,8.208,-0.592,-0.592,1.245,9.566,0.577,17.95,0.159,2.799,18.096,4.001,11930.0
5.8,11.248,1.812,1.601,1.601,11.545,4.499,1.601,4.429,4.429,2.633,2.577,4.684,4.684,3.928,3.928,1.587,1.495,1.693,1.693,1.835,4.302,3.1,1.559,2.999,0.673,21.25,240.428,4.553,2.089,3.161,4.136,12.788,2.836,36.563,2.871,4.935,15.483,2.689,421.54,22.905,0.952,1.821,1.821,8.545,2.5,1.663,1.663,3.305,3.737,21.756,21.756,21.756,21.756,21.756,18.92,2.835,11.324,0.663,0.663,2.202,11.835,1.5,22.085,0.129,2.974,21.872,4.221,20503.0
5.8,15.053,1.892,1.435,1.435,17.95,4.168,1.491,3.57,3.57,2.615,2.375,4.817,4.817,3.161,3.161,1.544,1.322,1.695,1.695,2.047,4.039,3.115,1.341,2.889,0.235,20.5,216.079,4.748,1.059,3.191,4.09,10.729,2.735,32.824,2.864,4.809,14.226,2.434,410.47,20.518,-0.386,1.795,1.795,8.06,1.762,-0.707,-0.707,3.182,3.673,19.602,19.602,19.602,19.602,19.602,17.302,2.733,9.265,-0.298,-0.298,1.361,11.149,0.697,20.164,0.145,2.926,19.725,4.131,18168.0
5.8,15.462,1.689,1.455,1.455,11.488,4.603,1.631,4.411,4.411,2.574,2.395,4.872,4.872,3.305,3.305,1.536,1.39,1.62,1.62,2.079,4.125,3.052,1.364,2.824,0.396,20.25,236.91,4.772,1.37,3.064,4.138,12.243,2.66,32.824,2.755,4.818,14.386,2.273,410.47,20.921,0.255,1.713,1.713,7.268,2.042,0.444,0.444,3.065,3.704,20.135,20.135,20.135,20.135,20.135,17.491,2.645,10.516,0.215,0.215,1.456,11.191,0.862,20.57,0.14,2.852,19.303,4.144,17753.0
5.5,30.549,2.283,1.741,1.741,40.024,4.549,2.144,4.681,4.681,2.83,2.713,5.416,5.416,4.157,4.157,1.726,1.723,1.927,1.927,2.36,4.42,3.329,1.669,3.153,0.897,24.25,264.603,4.9,2.218,3.407,4.287,13.405,3.089,43.977,3.144,5.174,18.389,2.617,534.72,26.618,1.088,2.092,2.092,9.553,2.5,2.008,2.008,3.446,3.937,25.739,25.739,25.739,25.739,25.739,21.015,3.106,11.22,0.788,0.788,2.449,14.097,1.5,26.368,0.116,3.362,26.554,4.36,40593.0
6.0,13.404,1.0,-0.151,-0.151,12.222,2.63,0.156,-0.346,-0.346,1.933,0.776,2.275,2.275,-0.677,-0.677,0.796,0.087,1.0,1.0,1.108,2.421,2.0,-0.099,1.088,-1.245,12.25,189.281,3.414,-0.257,2.545,4.037,6.865,1.933,20.773,2.147,4.09,8.665,1.265,359.2,12.838,-1.802,1.015,1.015,3.353,0.0,-3.471,-3.471,2.309,3.521,12.069,12.069,12.069,12.069,12.069,10.726,1.92,5.982,-1.407,-1.407,-0.074,6.654,-1.111,12.549,0.236,2.818,14.198,3.636,4624.0
6.8,5.392,1.0,0.899,0.899,5.814,3.247,1.0,1.963,1.963,1.959,1.817,2.136,2.136,1.049,1.049,0.957,0.664,1.0,1.0,1.109,2.811,2.5,0.818,2.203,-1.0,13.0,129.316,3.313,0.5,2.925,3.565,7.037,2.506,23.467,2.538,4.283,9.898,1.5,267.36,14.301,-1.5,1.0,1.0,5.285,0.507,-2.517,-2.517,2.5,3.262,14.113,14.113,14.113,14.113,14.113,11.378,2.497,6.153,-1.0,-1.0,0.5,7.358,-0.877,14.43,0.212,2.687,13.786,3.744,5511.0
5.8,12.324,1.231,0.868,0.868,12.223,3.35,1.066,2.067,2.067,2.103,1.868,2.849,2.849,1.372,1.372,1.1,0.853,1.116,1.116,1.458,3.148,2.407,0.867,2.027,-0.891,13.0,150.82,3.63,0.4,2.927,3.712,8.24,2.635,24.665,2.583,4.334,10.254,1.698,279.36,15.288,-1.396,1.377,1.377,4.653,0.85,-2.389,-2.389,2.691,3.313,14.483,14.483,14.483,14.483,14.483,11.968,2.641,7.62,-1.0,-1.0,0.546,7.834,-0.794,14.537,0.197,2.64,14.397,3.803,5859.0
5.8,10.237,1.131,1.0,1.0,9.091,3.414,1.11,2.275,2.275,2.002,2.0,2.561,2.561,2.275,2.275,1.0,1.0,1.024,1.024,1.714,3.414,2.52,1.0,2.5,-0.218,15.75,164.467,3.485,0.788,2.925,3.856,9.022,2.715,30.041,2.687,4.642,12.652,1.898,366.87,18.121,-0.663,1.372,1.372,7.204,1.284,-1.247,-1.247,2.829,3.524,17.731,17.731,17.731,17.731,17.731,14.225,2.735,6.975,-0.519,-0.519,1.044,9.589,0.073,17.995,0.153,2.687,18.855,3.987,14732.0
