pXC50,C.016,NdsCH,nR.Cs,SdsCH,SpMin1_Bh.s.,JGI4,ATSC6p,nCrs,N.,ATSC5p,Hy,CATS2D_06_LL,CATS2D_03_AA,Eta_sh_y,BIC3,Eig01_EA.ri.,SpDiam_EA.ri.,SpMax_EA.ri.,SM09_EA.ri.,P_VSA_LogP_6,Eta_C_A,H.050,nHDon,SAdon,SpMin2_Bh.m.,SpMin1_Bh.m.,ATSC6v,MCD,P_VSA_e_3,ATSC5v,nCs,SpMin1_Bh.v.,MPC10,X5v,SM05_EA.ri.,SM04_AEA.ed.,MWC07,PCD,SM05_EA,SM07_EA.ri.,SM05_AEA.ed.,DBI,Eig03_EA.bo.,SM13_AEA.ri.,SM08_EA.ri.,SpMin3_Bh.i.,Eig01_AEA.ed.,SpMax_AEA.ed.,SssssC,CATS2D_05_LL,MATS1m,SM03_EA.ri.,CIC3,MWC08,SM15_EA.ri.,Eig02_EA.ed.,SM11_AEA.dm.,GATS3s,ATS6i,MWC09,SM06_AEA.ed.,SM08_AEA.ed.,SM07_AEA.ed.,SpMin3_Bh.v.,P_VSA_i_4,D.Dtr05,SpMin3_Bh.m.
5.0,0,0,0,0.0,1.34,0.042,69.183,0,8.2,61.424,29.147,25,0,0.386,0.759,2.984,4.984,2.984,12.303,13.67,2.028,40,40,974.982,2.039,2.04,103.665,0.102,539.036,96.037,36,2.039,6.182,10.292,8.096,10.685,10.856,0.938,8.146,10.215,12.387,14.23,3.506,3.506,11.379,1.783,6.438,6.438,0.0,13,-0.034,5.816,1.873,11.71,18.593,9.792,9.792,0.96,7.231,12.556,14.121,17.65,15.877,2.018,539.036,746.633,2.027
5.155,0,0,0,0.0,1.403,0.041,98.975,3,8.2,84.14,39.621,31,1,0.388,0.74,3.058,5.058,3.058,12.619,1.899,2.327,53,51,1164.95,2.026,2.038,147.504,0.052,715.345,128.425,49,2.033,6.319,14.033,8.377,10.954,11.109,0.557,8.427,10.514,12.67,16.432,3.363,3.363,11.673,1.777,6.716,6.716,0.0,22,-0.038,6.079,2.153,11.968,18.957,10.254,10.254,0.952,7.538,12.819,14.418,17.975,16.189,2.011,715.345,971.364,2.015
6.0,0,0,0,0.0,1.338,0.042,64.763,0,8.8,55.433,35.149,26,0,0.413,0.701,2.994,4.922,2.994,12.32,1.899,2.092,46,46,1096.45,2.017,2.029,97.707,0.0,601.032,86.976,37,2.027,6.098,9.283,8.1,10.648,10.789,0.395,8.135,10.223,12.359,14.595,3.343,3.343,11.378,1.767,6.438,6.438,0.0,13,-0.054,5.827,2.354,11.647,18.631,9.659,9.659,0.98,7.197,12.494,14.102,17.646,15.867,2.004,601.032,0.0,2.002
5.0,0,0,0,0.0,1.341,0.043,75.05,3,7.5,65.504,30.699,28,1,0.391,0.753,3.076,5.076,3.076,12.386,1.899,2.083,42,42,1058.45,2.04,2.041,112.024,0.132,523.476,101.554,42,2.04,6.332,11.541,8.158,10.759,10.938,0.963,8.222,10.287,12.465,14.3,3.625,3.625,11.458,1.894,6.757,6.757,0.0,16,-0.035,5.872,1.946,11.798,18.71,9.834,9.834,0.947,7.289,12.651,14.204,17.743,15.965,2.034,523.476,773.178,2.039
5.0,0,0,0,0.0,1.336,0.041,64.777,3,9.2,55.781,30.542,19,1,0.401,0.768,3.074,5.074,3.074,12.335,15.814,1.986,41,41,937.399,2.017,2.041,99.196,0.091,573.158,87.465,35,2.033,6.105,9.855,8.079,10.659,10.829,1.361,8.135,10.222,12.375,13.784,3.34,3.34,11.385,1.767,6.756,6.756,0.0,14,-0.035,5.78,1.778,11.692,18.702,10.338,10.338,0.967,7.178,12.548,14.124,17.682,15.895,2.004,573.158,1261.99,2.001
4.033,0,0,0,0.0,1.507,0.024,14.688,9,3.1,17.117,-0.879,1,1,0.251,0.788,3.098,5.098,3.098,10.479,0.0,1.211,0,0,0.0,2.11,2.146,22.223,0.815,6.249,25.387,11,2.119,4.625,4.405,6.036,8.907,9.246,1.17,6.217,8.278,10.612,2.739,2.816,2.816,9.576,1.676,6.691,6.691,0.0,5,0.092,3.636,1.173,10.113,17.099,9.054,9.054,0.795,5.571,10.98,12.362,15.945,14.142,1.953,6.249,0.0,1.968
5.41,0,0,0,0.0,1.5,0.031,14.576,3,3.2,15.895,-0.884,1,1,0.242,0.791,3.098,5.098,3.098,10.437,0.0,1.017,0,0,0.0,2.063,2.145,21.491,0.786,6.249,23.324,5,2.118,4.625,3.755,6.023,8.886,9.235,2.034,6.176,8.246,10.569,2.915,2.817,2.817,9.551,1.706,6.691,6.691,0.0,5,0.085,3.652,1.089,10.097,17.056,7.79,7.79,0.822,5.439,10.957,12.298,15.843,14.058,1.958,6.249,0.0,1.97
4.0,0,0,0,0.0,1.477,0.033,8.66,2,2.1,10.227,-0.412,2,1,0.217,0.787,2.691,4.691,2.691,9.433,0.0,0.818,1,1,42.683,1.988,2.113,12.498,0.783,3.124,14.872,3,2.087,4.111,2.377,5.469,8.457,8.803,1.882,5.673,7.479,10.049,2.55,2.715,2.715,8.812,1.742,5.617,5.617,0.0,5,0.05,3.295,1.016,9.625,15.219,7.167,7.167,0.869,4.884,10.439,11.671,14.97,13.314,1.946,3.124,0.0,1.963
4.0,0,0,0,0.0,1.48,0.029,8.478,2,6.3,9.832,-0.326,3,0,0.258,0.799,2.858,4.858,2.858,9.98,4.276,0.903,1,1,18.011,1.989,2.115,13.085,0.739,24.259,14.976,4,2.089,4.174,2.476,5.804,8.631,8.919,1.123,5.969,7.916,10.293,2.646,2.637,2.637,9.163,1.562,6.409,6.409,0.0,6,0.06,3.528,0.964,9.759,16.13,7.788,7.788,0.822,5.0,10.594,11.994,15.477,13.725,1.834,24.259,74.372,1.856
4.0,0,0,0,0.0,1.481,0.029,10.699,2,5.7,11.889,-0.408,4,0,0.263,0.794,2.969,4.969,2.969,10.197,2.144,0.876,1,1,42.683,2.029,2.116,15.864,0.808,21.809,17.39,4,2.092,4.522,3.005,5.909,8.848,9.198,2.869,6.176,8.074,10.533,2.739,2.995,2.995,9.363,1.751,6.717,6.717,0.0,8,0.065,3.596,0.965,10.067,16.557,7.788,7.788,0.647,5.145,10.931,12.263,15.811,14.025,1.959,21.809,62.001,1.981
4.0,0,0,0,0.0,1.482,0.031,11.801,2,5.4,12.582,-0.419,7,0,0.253,0.789,2.969,4.969,2.969,10.197,2.144,0.909,1,1,42.683,2.035,2.116,17.272,0.778,21.809,18.402,5,2.092,4.419,3.154,5.909,8.858,9.21,2.841,6.176,8.074,10.54,2.915,2.994,2.994,9.369,1.755,6.717,6.717,0.0,11,0.065,3.596,1.02,10.076,16.557,7.788,7.788,0.641,5.188,10.938,12.267,15.813,14.028,1.964,21.809,66.514,1.986
4.0,0,0,0,0.0,1.482,0.031,9.523,2,5.9,10.565,-0.342,4,0,0.246,0.793,2.857,4.857,2.857,9.98,4.276,0.937,1,1,18.011,1.998,2.116,14.415,0.708,24.259,15.965,5,2.09,4.078,2.625,5.804,8.643,8.934,1.107,5.969,7.916,10.301,2.828,2.638,2.638,9.17,1.612,6.409,6.409,0.0,8,0.059,3.528,1.025,9.772,16.13,7.788,7.788,0.813,5.05,10.603,12.0,15.479,13.728,1.875,24.259,79.611,1.909
4.0,0,0,0,0.0,1.483,0.03,12.51,2,5.1,13.185,-0.429,10,0,0.244,0.796,2.969,4.969,2.969,10.197,2.144,0.94,1,1,42.683,2.04,2.117,18.287,0.75,21.809,19.422,6,2.091,4.357,3.262,5.909,8.867,9.223,2.814,6.176,8.074,10.546,3.082,2.994,2.994,9.375,1.759,6.717,6.717,0.0,11,0.064,3.596,1.002,10.086,16.557,7.788,7.788,0.635,5.256,10.946,12.272,15.815,14.03,1.969,21.809,71.008,1.992
6.551,2,2,2,4.526,1.516,0.017,12.774,6,2.4,12.849,-0.879,11,0,0.152,0.817,3.506,5.506,3.506,11.305,14.96,0.992,0,0,0.0,1.965,2.14,17.544,0.947,3.124,18.18,6,2.122,3.555,2.853,6.269,8.871,9.065,1.183,6.447,8.799,10.747,2.121,2.454,2.454,10.131,1.671,7.963,7.963,0.075,17,0.06,3.632,0.817,9.974,18.821,7.07,7.07,0.703,5.236,10.88,12.692,16.704,14.684,1.895,18.084,0.0,1.927
6.489,2,3,2,5.55,1.518,0.017,13.415,6,2.3,13.381,-0.886,14,0,0.144,0.823,3.508,5.508,3.508,11.336,0.0,0.964,0,0,0.0,1.968,2.144,19.249,0.9,3.124,19.187,6,2.125,3.761,2.959,6.326,8.899,9.103,1.325,6.463,8.844,10.77,2.345,2.494,2.494,10.171,1.676,7.963,7.963,0.155,19,0.061,3.678,0.779,10.011,18.835,7.391,7.391,0.388,5.268,10.918,12.712,16.717,14.699,1.907,3.124,0.0,1.95
6.375,2,2,2,4.312,1.518,0.018,13.685,6,2.3,13.757,-0.807,14,0,0.136,0.805,3.51,5.51,3.51,11.436,0.0,1.052,0,0,0.0,1.966,2.143,19.006,0.818,3.124,18.886,6,2.125,4.078,3.024,6.496,9.169,9.253,1.248,6.868,8.973,11.064,3.24,2.749,2.749,10.276,1.675,7.964,7.964,-4.488,19,0.039,3.921,0.915,10.17,18.877,11.675,11.675,0.329,5.318,11.076,13.015,17.007,15.0,1.907,48.005,0.0,1.943
8.222,2,2,2,4.568,1.517,0.018,14.232,6,2.1,14.273,-0.851,12,0,0.18,0.824,3.507,5.507,3.507,11.328,0.0,1.011,0,0,0.0,1.965,2.14,20.354,0.818,3.124,20.333,6,2.122,4.078,3.001,6.352,8.958,9.164,1.342,6.524,8.842,10.815,2.915,2.676,2.676,10.163,1.673,7.963,7.963,0.11,19,0.067,3.787,0.814,10.072,18.827,7.613,7.613,0.865,5.359,10.974,12.744,16.732,14.721,1.901,3.124,0.0,1.932
5.066,2,2,2,4.621,1.517,0.025,14.189,6,2.0,15.013,-0.851,8,0,0.18,0.763,3.511,5.511,3.511,11.348,0.0,1.049,0,0,0.0,1.964,2.137,20.116,0.818,3.124,21.533,6,2.121,4.043,3.128,6.365,8.991,9.212,1.253,6.553,8.862,10.849,2.646,2.604,2.604,10.182,1.673,7.965,7.965,0.144,15,0.082,3.765,1.204,10.125,18.845,8.065,8.065,0.821,5.386,11.036,12.775,16.754,14.748,1.9,3.124,0.0,1.915
6.221,2,2,2,4.663,1.518,0.014,15.353,6,2.0,15.082,-0.858,14,0,0.172,0.805,3.51,5.51,3.51,11.42,11.771,1.061,0,0,0.0,1.968,2.144,22.116,1.0,3.124,21.567,6,2.125,4.554,3.306,6.461,9.052,9.294,1.303,6.594,8.953,10.906,2.236,2.587,2.587,10.268,1.676,7.964,7.964,0.206,19,0.096,3.819,0.95,10.202,18.869,9.127,9.127,0.763,5.426,11.11,12.83,16.8,14.799,1.907,3.124,59.923,1.95
4.604,0,0,0,0.0,1.284,0.054,8.255,2,4.9,12.047,-0.738,0,1,0.246,0.803,2.62,4.62,2.62,9.021,0.0,1.161,0,0,0.0,1.862,1.984,10.17,0.55,6.249,12.768,3,2.002,3.332,2.414,5.171,8.502,8.715,1.119,5.916,7.122,10.168,3.082,2.573,2.573,8.388,1.507,6.198,6.198,0.0,2,0.001,3.052,0.945,9.549,14.671,7.178,7.178,0.666,4.585,10.38,11.866,15.323,13.587,1.793,6.249,64.929,1.86
6.135,2,2,2,4.669,1.517,0.018,16.199,6,1.8,16.141,-0.913,20,0,0.149,0.802,3.507,5.507,3.507,11.353,0.0,0.974,0,0,0.0,2.035,2.141,22.766,0.923,3.124,22.835,6,2.123,4.595,3.449,6.392,9.049,9.296,2.248,6.553,8.879,10.883,2.646,3.26,3.26,10.214,1.74,7.963,7.963,0.19,23,0.077,3.793,0.95,10.191,18.831,7.515,7.515,0.915,5.42,11.085,12.793,16.756,14.756,1.93,3.124,0.0,1.965
7.432,2,2,2,4.681,1.517,0.009,12.655,6,2.4,12.804,-0.927,14,0,0.101,0.77,3.504,5.504,3.504,11.285,0.0,0.971,0,0,0.0,1.968,2.145,18.088,1.0,3.124,18.436,6,2.124,3.367,2.83,6.209,8.797,8.993,1.145,6.365,8.766,10.686,2.0,2.372,2.372,10.107,1.672,7.962,7.962,0.324,19,0.076,3.514,1.08,9.899,18.809,6.623,6.623,0.891,5.22,10.803,12.646,16.68,14.65,1.901,3.124,0.0,1.95
7.252,2,3,2,6.122,1.518,0.016,13.62,6,4.4,13.562,-0.385,14,0,0.138,0.833,3.508,5.508,3.508,11.334,0.0,0.982,1,1,42.806,1.969,2.144,19.855,0.857,16.372,19.661,6,2.125,3.932,3.0,6.321,8.909,9.125,1.428,6.463,8.84,10.777,2.55,2.519,2.519,10.169,1.676,7.963,7.963,0.169,19,0.056,3.678,0.745,10.032,18.834,7.458,7.458,0.475,5.316,10.938,12.716,16.718,14.702,1.908,16.372,0.0,1.951
4.745,0,0,0,0.0,1.099,0.048,1.4,0,10.0,1.772,2.641,0,0,0.428,0.905,2.807,4.744,2.807,9.547,5.449,0.659,4,4,118.264,1.354,1.835,1.423,0.385,52.494,2.025,2,1.867,0.0,0.482,5.433,8.232,8.31,1.038,5.771,7.51,9.959,2.915,2.286,2.286,8.651,1.032,6.378,6.378,0.0,0,-0.066,3.214,0.2,9.156,15.63,7.437,7.437,0.845,3.356,10.0,11.715,15.279,13.491,1.379,52.494,38.214,1.173
4.469,0,0,0,0.0,1.102,0.048,2.04,0,10.0,2.249,2.641,0,0,0.387,0.905,2.788,4.725,2.788,9.489,5.449,0.76,4,4,118.264,1.331,1.832,1.577,0.385,98.448,2.156,2,1.867,0.0,0.611,5.398,8.232,8.31,1.038,5.771,7.465,9.959,2.915,2.286,2.286,8.605,1.032,6.378,6.378,0.0,0,-0.024,3.19,0.2,9.156,15.534,7.437,7.437,0.879,3.338,10.0,11.715,15.279,13.491,1.379,52.494,38.214,1.168
4.742,0,0,0,0.0,0.971,0.0,0.0,1,15.4,0.074,2.348,0,1,0.337,0.891,2.714,4.413,2.714,8.96,0.0,0.499,3,3,53.522,1.294,1.741,0.0,0.714,53.522,0.199,1,1.771,0.0,0.082,4.821,7.366,7.432,0.206,4.875,6.923,9.043,1.0,1.117,1.117,8.029,0.412,5.893,5.893,0.0,0,-0.015,2.556,0.308,8.228,14.973,3.106,3.106,1.005,0.0,9.022,10.755,14.236,12.488,1.063,53.522,15.767,1.02
4.0,0,0,0,0.0,1.474,0.033,7.798,2,2.2,9.224,-0.455,6,0,0.214,0.791,2.692,4.692,2.692,9.551,34.061,0.787,1,1,42.683,2.003,2.112,11.177,0.783,3.124,13.298,3,2.086,4.111,2.311,5.542,8.457,8.803,2.847,5.673,7.577,10.049,2.55,2.961,2.961,8.914,1.739,5.617,5.617,0.0,8,0.037,3.338,0.929,9.625,15.379,7.167,7.167,0.816,4.685,10.439,11.671,14.97,13.314,1.943,3.124,0.0,1.967
6.155,0,0,0,0.0,1.703,0.067,4.128,6,2.9,5.917,0.38,0,0,0.078,0.725,3.668,5.668,3.668,11.915,0.0,1.36,2,2,32.897,1.74,2.245,6.104,0.769,32.897,9.137,6,2.212,0.0,3.434,6.924,9.078,9.15,0.0,6.957,9.414,10.961,3.082,2.935,2.935,10.699,1.309,7.489,7.489,1.425,0,0.069,4.346,1.339,10.177,19.554,10.925,10.925,1.461,4.78,11.066,12.876,16.754,14.809,1.616,32.897,0.0,1.665
4.0,0,0,0,0.0,1.478,0.035,9.166,2,2.0,10.591,-0.465,6,0,0.205,0.799,2.691,4.691,2.691,9.551,34.061,0.824,1,1,42.683,2.008,2.114,13.146,0.75,3.124,15.262,4,2.088,4.078,2.459,5.542,8.472,8.821,2.805,5.673,7.577,10.06,2.739,2.947,2.947,8.924,1.746,5.616,5.616,0.0,10,0.037,3.338,0.913,9.639,15.378,7.155,7.155,0.829,4.84,10.452,11.679,14.974,13.319,1.952,3.124,0.0,1.974
5.0,0,0,0,0.0,1.376,0.017,9.371,0,4.2,10.859,-0.896,1,1,0.167,0.755,2.699,4.699,2.699,9.369,0.0,0.806,0,0,0.0,2.047,2.083,13.907,0.818,6.249,16.011,3,2.074,3.97,2.271,5.299,8.397,8.762,1.861,5.565,7.371,10.018,2.449,2.581,2.581,8.745,1.675,6.143,6.143,0.0,3,0.074,3.052,1.198,9.585,15.232,6.975,6.975,0.999,5.001,10.407,11.684,15.102,13.381,1.916,6.249,0.0,1.938
4.0,0,0,0,0.0,1.474,0.025,7.039,2,7.1,8.247,-0.385,6,0,0.186,0.803,2.691,4.691,2.691,9.434,45.832,0.785,1,1,16.663,1.977,2.112,10.316,0.81,36.45,12.1,3,2.085,3.97,2.033,5.414,8.327,8.704,2.51,5.525,7.463,9.914,2.449,2.689,2.689,8.78,1.599,5.617,5.617,0.0,8,0.066,3.152,0.827,9.524,15.237,7.04,7.04,0.765,4.662,10.337,11.536,14.841,13.181,1.728,36.45,67.772,1.74
4.155,0,0,0,0.0,1.478,0.028,8.122,2,6.7,9.421,-0.399,6,0,0.178,0.81,2.691,4.691,2.691,9.365,45.832,0.815,1,1,16.786,1.984,2.114,11.947,0.773,36.695,13.875,4,2.087,3.97,2.178,5.369,8.344,8.724,2.463,5.525,7.403,9.927,2.646,2.651,2.651,8.735,1.606,5.616,5.616,0.0,8,0.062,3.126,0.817,9.54,15.152,7.005,7.005,0.799,4.796,10.351,11.545,14.846,13.188,1.776,36.695,73.011,1.808
4.0,0,0,0,0.0,1.478,0.035,8.165,2,6.7,9.42,-0.369,4,0,0.218,0.821,2.706,4.706,2.706,9.468,60.792,0.831,1,1,16.786,1.964,2.108,11.635,0.739,36.695,13.866,4,2.085,4.111,2.212,5.503,8.457,8.803,2.483,5.707,7.516,10.049,2.739,2.789,2.789,8.815,1.605,5.629,5.629,0.0,7,0.05,3.295,0.756,9.624,15.259,7.026,7.026,0.784,4.806,10.44,11.672,14.973,13.316,1.775,51.655,77.56,1.804
4.0,0,0,0,0.0,1.478,0.028,8.182,2,6.7,9.592,-0.399,6,0,0.178,0.81,2.691,4.691,2.691,9.435,45.832,0.825,1,1,16.663,1.985,2.114,12.125,0.773,36.45,14.041,4,2.087,3.97,2.182,5.414,8.344,8.724,2.463,5.525,7.463,9.927,2.646,2.651,2.651,8.791,1.635,5.616,5.616,0.0,8,0.065,3.152,0.817,9.54,15.236,7.005,7.005,0.815,4.819,10.351,11.545,14.846,13.188,1.782,36.45,73.011,1.819
4.0,0,0,0,0.0,1.478,0.028,8.575,2,4.3,9.823,-0.444,6,0,0.176,0.815,2.691,4.691,2.691,9.444,57.603,0.826,1,1,16.786,1.985,2.114,12.508,0.773,19.91,14.241,4,2.087,3.97,2.208,5.418,8.344,8.724,2.463,5.525,7.47,9.927,2.646,2.651,2.651,8.798,1.641,5.616,5.616,0.0,8,0.058,3.152,0.799,9.54,15.248,7.005,7.005,0.923,4.821,10.351,11.545,14.846,13.188,1.783,19.91,73.011,1.821
4.469,0,0,0,0.0,1.474,0.025,6.943,2,7.1,8.167,-0.385,4,0,0.186,0.803,2.691,4.691,2.691,9.365,45.832,0.775,1,1,16.786,1.977,2.112,10.173,0.81,36.695,11.988,3,2.084,3.97,2.033,5.369,8.327,8.704,2.51,5.525,7.403,9.914,2.449,2.689,2.689,8.724,1.558,5.617,5.617,0.0,8,0.063,3.126,0.827,9.524,15.153,7.04,7.04,0.748,4.626,10.337,11.536,14.841,13.181,1.725,36.695,67.772,1.712
4.0,0,0,0,0.0,1.434,0.039,8.382,2,6.5,9.73,0.235,5,0,0.127,0.815,3.171,5.171,3.171,10.538,45.832,0.851,2,2,59.469,1.98,2.095,12.08,0.739,36.695,14.258,4,2.08,4.043,2.171,6.031,8.697,8.9,2.423,6.256,8.295,10.42,3.082,3.16,3.16,9.556,1.605,6.998,6.998,-0.557,6,0.04,3.616,0.799,9.752,17.349,7.008,7.008,1.527,4.849,10.583,12.201,15.875,14.023,1.773,36.695,77.383,1.799
5.301,0,0,0,0.0,1.453,0.016,7.301,2,7.1,9.12,-0.385,4,0,0.186,0.803,2.851,4.851,2.851,9.659,45.832,0.772,1,1,16.786,1.938,2.114,10.896,0.81,36.695,13.391,3,2.092,3.932,1.989,5.458,8.381,8.742,2.506,5.602,7.589,10.007,2.449,2.603,2.603,8.9,1.58,6.143,6.143,0.0,5,0.063,3.126,0.827,9.568,15.824,7.004,7.004,0.796,4.757,10.393,11.677,15.101,13.378,1.755,36.695,68.246,1.785
4.252,0,0,0,0.0,1.474,0.025,7.324,2,4.7,8.467,-0.432,6,0,0.184,0.808,2.691,4.691,2.691,9.443,57.603,0.787,1,1,16.786,1.978,2.112,10.656,0.81,19.91,12.305,3,2.085,3.97,2.06,5.418,8.327,8.704,2.51,5.525,7.47,9.914,2.449,2.689,2.689,8.787,1.606,5.617,5.617,0.0,8,0.059,3.152,0.808,9.524,15.249,7.04,7.04,0.863,4.663,10.337,11.536,14.841,13.181,1.729,19.91,67.772,1.745
4.523,0,0,0,0.0,1.208,0.045,6.854,0,9.3,7.935,-0.199,0,3,0.388,0.845,3.153,5.153,3.153,10.787,23.542,0.72,1,1,18.011,1.837,2.023,8.631,0.556,28.704,9.283,1,2.097,4.956,1.795,6.378,9.097,9.395,2.178,6.553,8.59,10.849,3.742,3.478,3.478,9.793,1.449,6.837,6.837,0.0,3,0.051,4.016,0.529,10.306,17.468,10.34,10.34,0.714,4.939,11.215,12.639,16.286,14.453,1.751,28.704,65.813,1.757
