pXC50,ATSC3i,IC5,TIC5,ATSC4i,TIC4,ATSC4m,CATS2D_08_LL,ATS2e,ATS4e,ATSC2p,ATS3e,ATS2i,ATS2v,SpMin4_Bh.e.,SpMin8_Bh.p.,SpMin4_Bh.v.,SpMin4_Bh.i.,ATS3v,TIC3,ATSC5i,ATSC2i,SpMin3_Bh.p.,ATS8v,X2v,ATSC4p,ATS1i,ATS1v,X1Kup,BLTA96,BLTD48,BLTF96,MLOGP,MLOGP2,IC4,X1v,CATS2D_09_LL,X1MulPer,ATS1e,ATSC1i,ATS3p,SpMax6_Bh.m.,X1Per,CATS2D_07_LL,ATS5e,Chi1_EA.bo.,Psi_i_1,ATS5i,SpMin4_Bh.p.,ATS2p,Sv,ATSC8i,ATS4i,SpMin2_Bh.v.,SpMax8_Bh.i.,ATSC3v,ATSC2m,ATS1p,SpMin4_Bh.s.,Si,ATSC4v,nBT,SpMin3_Bh.v.,SpMax6_Bh.e.,SpMax7_Bh.i.,H.046
5.0,1.907,5.195,275.315,2.343,275.315,47.954,3,4.679,5.358,10.965,5.094,4.871,4.046,1.438,1.235,1.662,1.37,4.324,269.315,2.39,1.315,1.808,3.305,8.964,19.94,4.164,3.543,9.494,-5.17,-5.06,-4.74,3.935,15.487,5.195,9.535,2,9.12,4.037,0.725,4.459,3.031,7.496,8,5.469,11.783,16.89,5.778,1.626,4.146,30.826,0.895,5.603,1.932,3.079,22.445,24.473,3.616,0.993,59.73,28.446,56,1.82,3.224,3.193,21
5.77,2.03,5.231,287.71,2.481,287.71,51.891,3,4.73,5.442,11.598,5.166,4.927,4.069,1.439,1.251,1.663,1.371,4.358,279.71,2.477,1.384,1.833,3.367,9.385,21.118,4.201,3.558,9.782,-5.26,-5.14,-4.81,4.026,16.207,5.231,9.824,2,9.408,4.07,0.758,4.502,3.05,7.728,8,5.54,12.115,17.292,5.856,1.626,4.178,31.353,0.974,5.7,1.951,3.096,24.142,26.098,3.636,1.057,62.145,30.429,58,1.854,3.246,3.197,23
6.444,2.312,5.476,350.49,2.744,350.49,57.336,15,4.871,5.52,12.516,5.293,5.057,4.228,1.652,1.394,1.834,1.605,4.468,343.735,2.684,1.616,1.919,3.984,10.577,21.345,4.361,3.745,11.654,-4.84,-4.75,-4.46,3.61,13.031,5.476,11.722,11,11.303,4.229,0.904,4.601,3.204,9.277,21,5.568,14.785,20.795,5.874,1.816,4.322,37.901,1.636,5.78,2.021,3.196,26.131,29.585,3.808,1.146,72.059,31.246,68,1.935,3.375,3.315,18
5.662,2.024,5.281,290.465,2.452,290.465,50.976,2,4.73,5.434,11.663,5.177,4.925,4.067,1.439,1.26,1.661,1.371,4.347,280.955,2.426,1.384,1.834,3.373,9.321,21.424,4.201,3.558,9.844,-5.26,-5.14,-4.81,4.026,16.207,5.281,9.886,0,9.525,4.07,0.758,4.502,3.054,7.806,9,5.524,12.232,17.319,5.85,1.627,4.18,31.353,1.004,5.699,1.957,3.104,24.568,26.112,3.636,1.061,62.145,30.737,58,1.858,3.247,3.2,24
5.538,2.069,5.302,302.21,2.505,302.21,54.051,3,4.762,5.47,11.823,5.197,4.952,4.11,1.465,1.277,1.692,1.404,4.393,290.7,2.487,1.418,1.85,3.518,9.804,21.669,4.234,3.606,10.196,-4.58,-4.5,-4.23,3.346,11.198,5.302,10.251,3,9.811,4.109,0.781,4.525,3.066,8.053,11,5.543,12.881,18.187,5.845,1.672,4.207,33.068,1.132,5.722,1.962,3.12,24.206,26.51,3.674,0.976,64.355,30.813,60,1.871,3.252,3.204,20
6.143,2.154,5.323,319.394,2.553,319.394,55.756,1,4.825,5.494,11.538,5.234,5.035,4.115,1.532,1.394,1.768,1.453,4.397,315.394,2.489,1.524,1.868,3.624,9.726,20.353,4.294,3.614,10.467,-4.26,-4.2,-3.97,3.031,9.185,5.323,10.548,1,10.059,4.153,0.858,4.527,3.065,8.289,8,5.566,13.25,18.264,5.875,1.732,4.212,33.901,1.276,5.751,1.957,3.194,24.721,29.201,3.685,1.034,68.059,30.143,63,1.884,3.244,3.275,18
6.046,2.111,5.302,307.498,2.555,307.498,53.712,4,4.779,5.486,12.19,5.212,4.979,4.105,1.474,1.28,1.699,1.407,4.385,297.988,2.55,1.449,1.85,3.51,9.827,22.301,4.251,3.601,10.256,-5.47,-5.35,-5.0,4.245,18.016,5.302,10.297,3,9.863,4.118,0.797,4.537,3.056,8.112,11,5.569,12.598,17.961,5.892,1.675,4.218,32.88,1.14,5.751,1.965,3.12,25.323,27.495,3.682,1.063,65.56,31.958,61,1.871,3.248,3.205,24
6.721,2.455,4.97,342.959,2.914,342.959,63.154,4,4.953,5.625,13.162,5.368,5.168,4.222,1.604,1.405,1.799,1.544,4.511,338.959,2.931,1.725,1.894,3.977,11.307,23.543,4.425,3.73,11.831,-4.89,-4.8,-4.5,3.664,13.427,4.97,11.904,4,11.282,4.281,0.974,4.642,3.204,9.365,14,5.727,14.801,20.283,6.019,1.766,4.325,38.482,1.918,5.884,1.996,3.215,27.826,33.403,3.809,1.181,78.304,34.72,72,1.915,3.381,3.317,18
7.959,3.047,5.248,393.613,3.402,393.613,73.253,21,5.105,5.787,16.325,5.58,5.295,4.449,1.65,1.445,1.832,1.603,4.699,383.122,3.01,2.06,1.923,4.302,14.061,27.19,4.533,3.9,14.024,-5.69,-5.56,-5.18,4.464,19.924,5.248,14.089,12,13.624,4.396,1.088,4.852,3.204,11.087,30,5.716,18.367,25.672,6.018,1.814,4.552,43.008,2.373,6.076,2.153,3.304,35.077,38.469,3.972,1.247,84.719,40.454,81,1.937,3.372,3.315,27
8.161,2.95,5.292,386.347,3.348,384.347,71.162,16,5.082,5.759,16.532,5.559,5.269,4.438,1.649,1.445,1.825,1.603,4.694,363.328,3.079,1.98,1.916,4.202,13.733,28.08,4.498,3.885,13.844,-6.1,-5.94,-5.53,4.865,23.673,5.265,13.892,14,13.459,4.366,1.029,4.851,3.203,10.938,27,5.725,17.875,25.303,6.02,1.801,4.547,41.987,2.315,6.036,2.152,3.304,35.305,37.467,3.963,1.252,82.221,40.51,79,1.933,3.34,3.313,32
5.796,2.373,5.184,342.136,2.815,342.136,62.114,9,4.897,5.617,13.298,5.322,5.092,4.221,1.62,1.338,1.807,1.565,4.5,338.136,2.627,1.619,1.897,3.913,11.578,23.997,4.376,3.72,11.361,-5.62,-5.49,-5.12,4.386,19.237,5.184,11.421,6,10.832,4.243,0.902,4.64,3.197,8.985,14,5.6,14.487,20.049,5.888,1.776,4.319,37.648,1.798,5.889,1.978,3.194,27.592,31.147,3.792,1.148,74.6,34.658,69,1.919,3.326,3.249,23
5.796,2.089,5.315,302.965,2.527,302.965,51.377,2,4.785,5.457,12.243,5.211,4.988,4.098,1.416,1.292,1.623,1.359,4.366,293.455,2.54,1.456,1.82,3.454,10.134,22.12,4.248,3.607,10.416,-5.6,-5.47,-5.1,4.365,19.054,5.315,10.451,0,10.08,4.109,0.805,4.529,3.065,8.219,9,5.545,13.101,18.571,5.872,1.592,4.222,32.165,1.104,5.729,1.953,3.136,25.547,27.911,3.692,1.012,64.351,31.671,61,1.851,3.259,3.211,22
5.495,2.433,5.218,349.634,2.88,349.634,66.46,6,4.92,5.632,14.388,5.334,5.116,4.236,1.627,1.337,1.81,1.575,4.513,345.634,2.69,1.665,1.886,3.938,12.83,26.136,4.387,3.738,11.482,-5.41,-5.29,-4.94,4.178,17.458,5.218,12.777,6,10.832,4.251,0.938,4.681,3.217,8.985,12,5.612,14.487,20.462,5.902,1.773,4.362,38.099,1.868,5.907,1.982,3.209,28.315,33.73,3.854,1.148,75.739,35.433,70,1.929,3.363,3.252,21
5.602,0.61,4.624,120.211,0.652,120.211,12.412,0,3.854,4.123,3.945,4.085,3.957,3.434,1.09,0.438,1.293,1.065,3.495,111.457,0.546,0.462,1.456,1.747,4.011,5.585,3.458,3.044,5.171,-4.74,-4.66,-4.38,3.514,12.347,4.624,5.2,0,5.048,3.38,0.278,3.573,2.591,4.164,0,3.915,6.527,9.56,4.14,1.299,3.481,18.064,0.15,4.308,1.945,2.322,6.552,7.324,3.068,0.293,28.495,6.841,28,1.43,2.729,2.412,2
4.0,1.676,4.986,224.379,1.807,224.379,40.452,0,4.589,5.176,9.091,5.028,4.786,3.885,1.436,1.073,1.658,1.372,4.113,220.379,1.643,1.2,1.767,2.767,7.717,15.055,4.016,3.377,8.346,-3.62,-3.59,-3.42,2.39,5.712,4.986,8.402,0,8.142,3.885,0.643,4.247,2.889,6.588,4,5.16,10.75,14.817,5.481,1.622,3.98,25.773,0.504,5.438,1.925,2.901,18.95,22.815,3.444,1.043,50.9,21.865,48,1.785,3.043,3.031,10
7.208,1.7,5.345,347.454,1.786,347.454,34.568,20,4.765,5.081,10.137,5.043,4.886,4.215,1.824,1.452,1.926,1.794,4.3,329.454,1.765,1.296,1.995,4.236,8.933,13.429,4.36,3.861,12.344,-5.8,-5.66,-5.27,4.567,20.853,5.345,12.467,16,12.116,4.27,0.79,4.359,3.473,10.023,29,5.077,15.508,21.898,5.255,1.905,4.253,43.444,1.744,5.265,2.005,3.269,16.645,21.141,3.879,1.073,71.943,16.31,69,1.995,3.519,3.279,0
7.301,2.001,5.345,347.454,1.978,347.454,33.933,15,4.782,5.099,10.254,5.069,4.896,4.237,1.812,1.452,1.912,1.787,4.326,341.454,1.851,1.527,1.995,4.282,9.215,13.54,4.369,3.877,12.493,-6.25,-6.09,-5.66,5.02,25.2,5.345,12.666,14,12.304,4.284,0.939,4.355,3.482,10.12,23,5.083,16.318,22.637,5.258,1.907,4.25,44.21,2.16,5.277,2.004,3.269,15.224,19.083,3.876,1.073,72.622,15.13,69,1.993,3.523,3.289,0
6.886,1.826,5.347,390.347,2.004,390.347,38.708,15,4.896,5.205,11.502,5.122,5.024,4.291,1.818,1.488,1.924,1.797,4.401,380.738,2.074,1.47,1.996,4.415,9.658,15.191,4.476,3.94,13.307,-4.93,-4.83,-4.53,3.696,13.659,5.347,13.513,14,12.988,4.389,0.912,4.441,3.484,10.773,23,5.241,17.163,23.673,5.439,1.92,4.311,47.927,2.06,5.379,2.004,3.289,17.235,25.903,3.945,1.073,81.192,18.482,77,1.994,3.53,3.369,0
6.509,1.7,5.345,347.454,1.786,347.454,34.638,22,4.765,5.081,10.137,5.043,4.886,4.215,1.824,1.452,1.926,1.794,4.3,331.454,1.767,1.296,1.995,4.247,8.933,13.429,4.36,3.861,12.344,-5.8,-5.66,-5.27,4.567,20.853,5.345,12.467,14,12.116,4.27,0.79,4.359,3.473,10.023,33,5.072,15.508,21.898,5.25,1.905,4.253,43.444,1.755,5.265,2.004,3.269,16.645,21.141,3.879,1.072,71.943,16.289,69,1.994,3.517,3.284,0
7.49,1.153,4.684,168.608,1.234,168.608,25.79,0,4.274,4.727,6.511,4.595,4.474,3.609,1.266,0.836,1.552,1.182,3.799,166.608,1.107,0.876,1.62,2.059,5.458,10.078,3.785,3.178,6.472,-4.18,-4.12,-3.9,2.952,8.715,4.684,6.517,0,6.229,3.656,0.499,3.921,2.768,5.152,1,4.669,7.907,11.225,4.962,1.517,3.7,21.477,0.287,4.972,1.894,2.645,12.732,16.269,3.241,0.702,40.445,14.3,38,1.655,2.956,2.857,7
6.94,1.352,4.684,168.608,1.47,168.608,29.107,0,4.289,4.84,6.597,4.645,4.479,3.649,1.301,0.901,1.567,1.23,3.885,168.608,1.366,0.99,1.602,1.596,5.778,11.105,3.792,3.194,6.497,-4.58,-4.5,-4.23,3.346,11.193,4.684,6.568,0,6.269,3.669,0.572,3.976,2.68,5.15,0,4.852,8.381,11.653,5.144,1.544,3.712,21.861,0.257,5.075,1.863,2.744,12.632,15.979,3.239,0.724,40.784,15.385,38,1.638,2.828,2.835,7
6.82,1.076,4.543,140.825,1.054,140.825,17.94,0,4.118,4.429,5.379,4.396,4.293,3.518,1.207,0.769,1.513,1.108,3.671,140.825,1.022,0.844,1.569,1.596,4.679,7.367,3.652,3.106,5.871,-4.24,-4.18,-3.95,3.007,9.042,4.543,5.94,0,5.714,3.539,0.497,3.735,2.632,4.676,0,4.467,7.458,10.516,4.736,1.474,3.565,19.807,0.267,4.619,1.853,2.594,8.935,12.391,3.135,0.663,34.954,9.347,33,1.601,2.752,2.738,4
6.0,0.925,4.543,140.825,0.941,140.825,18.249,0,4.102,4.411,5.324,4.371,4.284,3.495,1.208,0.769,1.515,1.109,3.646,138.825,0.926,0.734,1.568,1.377,4.535,7.303,3.643,3.088,5.796,-3.84,-3.8,-3.61,2.61,6.813,4.543,5.84,0,5.62,3.524,0.421,3.739,2.552,4.627,0,4.443,7.047,10.147,4.723,1.474,3.569,19.424,0.147,4.609,1.86,2.594,9.631,12.919,3.137,0.665,34.614,9.923,33,1.605,2.751,2.707,4
5.796,2.133,5.11,311.736,2.459,311.736,54.04,9,4.809,5.468,12.064,5.22,4.997,4.151,1.621,1.333,1.805,1.566,4.395,302.226,2.269,1.482,1.891,3.809,10.548,20.834,4.3,3.669,10.722,-5.59,-5.46,-5.1,4.36,19.013,5.11,10.781,6,10.273,4.172,0.831,4.53,3.155,8.517,14,5.419,13.649,18.96,5.692,1.776,4.244,35.595,1.586,5.74,1.975,3.151,24.361,28.045,3.734,1.148,68.77,29.945,64,1.91,3.236,3.247,18
6.94,1.136,4.736,175.24,1.224,175.24,25.747,0,4.31,4.722,6.414,4.6,4.498,3.614,1.249,0.859,1.556,1.169,3.81,175.24,1.138,0.875,1.618,2.288,5.321,9.903,3.816,3.196,6.542,-3.61,-3.59,-3.42,2.384,5.685,4.736,6.629,0,6.328,3.698,0.511,3.908,2.865,5.22,0,4.731,8.33,11.469,5.02,1.53,3.682,22.192,0.319,4.946,1.868,2.687,12.193,16.861,3.238,0.679,41.654,13.882,39,1.645,3.019,2.858,4
7.647,0.9,4.543,140.825,0.923,140.825,18.608,0,4.112,4.422,5.279,4.387,4.282,3.544,1.207,0.765,1.511,1.109,3.699,140.825,0.91,0.717,1.56,1.801,5.116,7.427,3.641,3.125,5.926,-4.36,-4.3,-4.05,3.134,9.823,4.543,6.318,0,5.714,3.534,0.409,3.794,2.856,4.676,1,4.458,7.458,10.624,4.721,1.47,3.616,20.251,0.127,4.607,1.848,2.594,9.368,12.459,3.174,0.664,34.558,9.591,33,1.597,2.752,2.703,4
7.22,0.906,4.543,140.825,0.93,140.825,19.221,0,4.109,4.419,5.436,4.382,4.279,3.555,1.207,0.762,1.511,1.11,3.711,140.825,0.932,0.715,1.557,1.88,5.595,7.78,3.639,3.134,5.944,-4.49,-4.42,-4.16,3.26,10.626,4.543,6.733,0,5.714,3.531,0.402,3.824,2.871,4.676,1,4.454,7.458,10.709,4.717,1.469,3.642,20.449,0.143,4.603,1.846,2.594,9.56,11.628,3.194,0.665,34.456,9.691,33,1.596,2.751,2.696,4
7.975,2.574,5.336,378.858,3.159,366.858,67.967,8,4.995,5.707,13.586,5.417,5.216,4.235,1.586,1.48,1.789,1.524,4.547,349.348,3.23,1.784,1.899,3.971,11.141,25.385,4.453,3.739,12.21,-5.4,-5.28,-4.93,4.167,17.364,5.167,12.297,8,11.734,4.306,1.002,4.688,3.167,9.723,10,5.835,15.018,20.672,6.138,1.755,4.349,39.008,1.796,5.973,2.0,3.324,29.708,35.065,3.821,1.206,80.719,37.696,74,1.917,3.306,3.385,25
8.136,2.484,5.355,364.173,3.009,352.173,65.813,6,4.956,5.685,13.073,5.377,5.175,4.207,1.594,1.42,1.798,1.531,4.508,334.663,2.964,1.72,1.893,3.887,11.314,24.163,4.412,3.702,11.599,-5.19,-5.08,-4.76,3.959,15.677,5.179,11.688,6,11.099,4.267,0.964,4.654,3.204,9.21,8,5.739,14.68,20.0,6.039,1.764,4.317,37.482,1.662,5.965,1.985,3.227,28.82,33.706,3.782,1.189,77.304,36.095,71,1.913,3.329,3.358,25
8.264,2.791,5.538,437.469,3.424,429.469,73.127,14,5.088,5.759,14.774,5.48,5.291,4.373,1.681,1.513,1.872,1.632,4.658,411.96,3.598,1.954,1.914,4.36,12.679,26.693,4.561,3.892,13.719,-5.86,-5.72,-5.33,4.634,21.478,5.436,13.843,14,13.147,4.427,1.105,4.775,3.236,10.893,16,5.853,17.417,23.99,6.136,1.853,4.463,45.25,2.583,6.012,2.029,3.333,31.028,38.019,3.957,1.124,89.344,39.283,83,1.927,3.422,3.383,25
5.432,2.124,5.267,294.947,2.543,286.947,55.781,0,4.779,5.512,11.063,5.219,4.986,4.062,1.446,1.272,1.674,1.379,4.361,269.437,2.409,1.461,1.841,3.371,9.489,20.654,4.232,3.543,9.785,-4.32,-4.26,-4.02,3.092,9.558,5.124,9.865,0,9.441,4.09,0.81,4.504,3.05,7.751,2,5.565,12.698,17.369,5.882,1.641,4.165,31.374,0.97,5.788,1.95,3.101,24.546,28.05,3.613,1.07,63.643,30.799,59,1.854,3.243,3.209,19
6.921,1.235,4.787,181.911,1.459,181.911,28.398,0,4.315,4.851,6.945,4.651,4.483,3.708,1.312,0.918,1.563,1.259,3.954,181.911,1.436,0.888,1.602,2.265,5.934,10.845,3.836,3.266,6.983,-3.29,-3.28,-3.14,2.063,4.258,4.787,7.061,0,6.744,3.724,0.53,4.033,2.94,5.56,0,4.891,8.754,12.469,5.155,1.565,3.769,23.687,0.354,5.058,1.874,2.771,12.762,15.741,3.304,0.725,42.737,15.004,40,1.638,3.126,2.833,9
8.492,2.864,5.71,462.508,3.439,450.508,72.895,29,5.107,5.767,15.451,5.519,5.317,4.387,1.728,1.568,1.922,1.667,4.654,430.244,3.589,2.023,1.929,4.519,12.69,27.021,4.582,3.914,14.341,-6.57,-6.4,-5.93,5.344,28.562,5.562,14.426,23,13.855,4.442,1.135,4.792,3.269,11.473,34,5.862,17.611,24.414,6.154,1.895,4.496,46.062,2.955,6.03,2.028,3.377,32.816,38.849,3.992,1.236,91.55,39.88,85,1.949,3.426,3.461,26
8.629,2.694,5.297,391.951,3.251,379.951,71.545,10,5.033,5.789,14.276,5.454,5.255,4.283,1.635,1.43,1.835,1.577,4.584,347.877,3.113,1.854,1.918,4.147,12.772,26.552,4.492,3.774,12.389,-5.6,-5.47,-5.11,4.371,19.109,5.134,12.478,10,11.79,4.345,1.041,4.739,3.235,9.804,18,5.802,15.658,21.363,6.114,1.817,4.395,40.535,2.054,6.081,2.013,3.23,31.549,36.411,3.859,1.237,84.135,39.674,77,1.937,3.399,3.376,28
7.924,2.718,5.444,391.97,3.226,379.97,69.426,10,5.035,5.733,14.341,5.477,5.247,4.297,1.62,1.424,1.818,1.562,4.588,348.95,3.223,1.88,1.92,4.049,11.963,25.952,4.476,3.785,12.796,-5.6,-5.47,-5.11,4.371,19.109,5.277,12.883,10,12.403,4.333,1.032,4.736,3.232,10.181,14,5.814,16.18,22.184,6.116,1.795,4.409,40.008,1.923,6.005,2.064,3.229,31.487,36.468,3.864,1.241,81.719,38.523,76,1.936,3.358,3.37,25
7.0,2.14,5.289,301.455,2.631,301.455,56.766,0,4.783,5.52,10.771,5.198,4.992,4.081,1.434,1.352,1.657,1.371,4.393,281.945,2.552,1.474,1.841,3.477,9.527,21.28,4.246,3.567,9.866,-4.45,-4.38,-4.13,3.218,10.355,5.289,9.959,0,9.464,4.107,0.821,4.525,3.077,7.812,2,5.582,12.946,17.642,5.888,1.627,4.174,32.374,1.053,5.785,1.948,3.189,24.438,28.085,3.633,1.011,64.643,31.41,60,1.851,3.275,3.201,17
7.538,2.219,5.289,312.056,2.714,300.056,59.412,0,4.829,5.572,11.372,5.251,5.044,4.101,1.446,1.39,1.674,1.379,4.417,276.547,2.639,1.527,1.848,3.524,9.889,22.093,4.28,3.582,10.162,-4.54,-4.47,-4.21,3.315,10.987,5.086,10.256,0,9.754,4.137,0.849,4.555,3.082,8.032,2,5.648,13.16,17.991,5.961,1.641,4.201,32.901,1.108,5.841,1.957,3.203,25.617,29.605,3.653,1.07,67.059,32.762,62,1.859,3.287,3.229,19
8.341,2.672,5.62,432.768,3.202,420.768,69.319,15,5.069,5.728,14.65,5.48,5.293,4.289,1.641,1.552,1.852,1.579,4.575,401.258,3.325,1.9,1.902,4.243,11.766,25.658,4.53,3.809,13.241,-5.8,-5.66,-5.28,4.573,20.909,5.465,13.326,12,12.744,4.381,1.079,4.72,3.236,10.573,18,5.843,15.982,21.929,6.144,1.826,4.408,42.062,2.294,5.994,1.997,3.376,31.062,37.705,3.895,1.237,87.55,38.127,80,1.923,3.422,3.411,29
8.019,2.687,5.656,435.523,3.191,423.523,69.086,12,5.069,5.74,14.763,5.485,5.292,4.29,1.654,1.515,1.861,1.593,4.572,396.503,3.184,1.903,1.918,4.134,11.876,25.991,4.53,3.809,13.243,-5.8,-5.66,-5.28,4.573,20.909,5.5,13.332,14,12.786,4.381,1.079,4.729,3.236,10.609,12,5.824,16.145,21.979,6.134,1.842,4.413,42.062,1.97,6.016,2.0,3.364,31.733,37.664,3.895,1.253,87.55,38.58,80,1.941,3.421,3.393,30
8.66,2.561,5.421,384.858,3.084,372.858,67.28,8,4.995,5.711,13.648,5.415,5.216,4.238,1.623,1.43,1.825,1.562,4.536,349.838,3.034,1.783,1.904,4.037,11.644,25.001,4.453,3.739,12.099,-5.4,-5.28,-4.93,4.167,17.364,5.252,12.188,8,11.592,4.306,1.002,4.686,3.234,9.618,14,5.775,15.163,20.667,6.085,1.8,4.352,39.008,1.853,5.991,1.993,3.23,29.921,35.042,3.821,1.229,80.719,37.255,74,1.926,3.387,3.375,26
8.676,2.842,5.684,454.735,3.512,446.735,72.266,24,5.091,5.749,14.936,5.484,5.278,4.432,1.765,1.523,1.927,1.721,4.699,426.47,3.733,1.982,1.948,4.55,12.857,27.347,4.578,3.96,14.436,-6.46,-6.28,-5.83,5.226,27.312,5.584,14.56,20,13.949,4.452,1.11,4.811,3.259,11.498,32,5.858,18.475,25.79,6.138,1.914,4.514,47.723,2.95,5.994,2.043,3.361,30.98,37.084,4.017,1.092,89.929,39.31,85,1.961,3.423,3.392,19
8.021,2.408,5.287,343.679,2.938,331.679,63.745,4,4.916,5.645,12.436,5.34,5.133,4.172,1.536,1.395,1.753,1.467,4.488,314.17,2.934,1.659,1.882,3.748,10.764,24.044,4.37,3.663,11.134,-4.98,-4.88,-4.58,3.748,14.05,5.103,11.221,4,10.658,4.225,0.926,4.626,3.095,8.809,6,5.749,14.16,19.328,6.055,1.712,4.277,35.955,1.377,5.912,1.977,3.219,27.593,32.381,3.741,1.094,73.889,35.522,68,1.897,3.292,3.264,19
7.223,3.156,5.64,451.225,3.86,443.225,79.262,14,5.133,5.816,15.11,5.516,5.319,4.433,1.691,1.596,1.89,1.641,4.715,423.715,3.902,2.678,1.944,4.565,13.437,26.982,4.59,3.938,14.351,-6.98,-6.79,-6.28,5.754,33.106,5.54,14.553,14,13.897,4.465,1.358,4.799,3.401,11.413,16,5.906,19.508,26.022,6.17,1.882,4.486,47.609,3.667,6.058,2.069,3.388,30.262,38.43,3.971,1.133,91.656,38.466,84,1.942,3.481,3.496,25
7.484,2.798,5.516,424.768,3.376,416.768,73.859,14,5.067,5.76,14.338,5.48,5.262,4.376,1.688,1.592,1.888,1.638,4.659,395.258,3.495,1.955,1.942,4.366,12.755,26.016,4.544,3.884,13.693,-6.24,-6.08,-5.65,5.009,25.086,5.413,13.819,14,13.189,4.412,1.11,4.768,3.385,10.893,16,5.835,17.564,24.281,6.112,1.882,4.457,44.933,2.577,6.011,2.063,3.38,30.32,36.322,3.941,1.126,87.221,38.261,81,1.94,3.462,3.489,25
8.14,2.61,5.601,414.48,3.114,402.48,67.498,12,5.033,5.713,14.192,5.45,5.254,4.26,1.64,1.474,1.845,1.579,4.548,380.97,3.108,1.841,1.91,4.093,11.522,25.296,4.492,3.774,12.743,-5.6,-5.47,-5.11,4.371,19.109,5.439,12.832,12,12.295,4.345,1.041,4.701,3.235,10.193,12,5.799,15.645,21.312,6.108,1.825,4.381,40.535,1.89,5.987,1.994,3.31,30.69,36.347,3.859,1.246,84.135,37.571,77,1.933,3.419,3.381,28
7.928,2.521,5.505,390.858,3.06,378.858,65.813,8,4.995,5.677,13.509,5.408,5.217,4.229,1.599,1.444,1.81,1.533,4.526,361.348,3.149,1.775,1.893,4.006,11.184,24.725,4.453,3.739,12.18,-5.4,-5.28,-4.93,4.167,17.364,5.336,12.266,8,11.69,4.306,1.002,4.667,3.236,9.678,12,5.8,15.071,20.6,6.105,1.777,4.341,39.008,1.832,5.942,1.986,3.242,29.062,35.057,3.821,1.207,80.719,36.649,74,1.911,3.42,3.379,24
7.032,1.41,4.988,219.46,1.379,219.46,24.302,4,4.443,4.766,7.244,4.723,4.585,3.87,1.416,1.062,1.626,1.36,4.005,219.46,1.262,1.082,1.863,3.311,6.583,9.686,3.989,3.482,8.533,-5.14,-5.03,-4.71,3.908,15.273,4.988,8.639,2,8.335,3.896,0.639,4.037,2.968,6.834,7,4.756,11.116,15.42,4.977,1.596,3.892,29.29,0.752,4.938,1.97,2.925,11.035,15.361,3.492,0.932,49.203,11.105,47,1.869,3.134,2.971,5
5.854,1.236,4.988,219.46,1.268,219.46,25.306,6,4.438,4.761,7.113,4.717,4.577,3.888,1.416,1.062,1.626,1.36,4.026,219.46,1.245,0.955,1.86,3.343,7.02,9.78,3.982,3.495,8.588,-5.25,-5.14,-4.8,4.017,16.136,4.988,9.017,4,8.335,3.892,0.552,4.08,3.12,6.834,8,4.754,11.116,15.529,4.974,1.596,3.928,29.735,0.669,4.928,1.962,2.925,11.401,15.199,3.52,0.932,48.807,11.291,47,1.868,3.132,2.959,5
6.334,1.72,5.102,306.149,1.788,306.149,36.343,6,4.739,5.093,9.559,5.005,4.917,4.08,1.63,1.353,1.851,1.557,4.253,303.394,1.811,1.374,1.881,3.617,8.131,13.415,4.285,3.701,11.051,-4.86,-4.77,-4.47,3.627,13.158,5.102,11.174,3,10.713,4.174,0.819,4.301,3.167,8.872,9,5.145,13.739,18.897,5.376,1.834,4.125,37.75,0.966,5.267,2.012,3.21,16.368,24.291,3.73,1.036,67.232,17.137,63,1.883,3.306,3.338,5
6.68,1.405,5.133,261.784,1.43,261.784,27.962,4,4.583,4.864,8.423,4.836,4.739,3.947,1.457,1.099,1.725,1.387,4.087,257.784,1.459,1.121,1.866,3.445,7.034,10.882,4.126,3.573,9.535,-4.67,-4.59,-4.32,3.444,11.862,5.133,9.65,3,9.273,4.027,0.665,4.13,3.148,7.642,7,4.912,12.099,16.574,5.138,1.696,3.98,32.675,0.759,5.032,1.98,2.956,13.255,20.126,3.593,0.934,56.903,13.547,54,1.871,3.277,3.165,5
6.151,1.467,5.172,263.784,1.495,263.784,28.573,4,4.573,4.9,8.091,4.843,4.727,3.965,1.446,1.127,1.695,1.398,4.111,261.029,1.453,1.156,1.869,3.468,7.335,11.093,4.134,3.586,9.542,-4.23,-4.17,-3.94,3.004,9.025,5.172,9.654,3,9.261,4.031,0.697,4.151,3.155,7.644,7,4.914,12.339,16.967,5.132,1.7,3.995,33.17,0.785,5.08,1.996,2.985,12.516,18.828,3.601,0.932,56.986,13.833,54,1.872,3.278,3.17,5
6.936,1.324,5.054,242.568,1.393,242.568,26.969,4,4.524,4.841,7.816,4.761,4.674,3.909,1.416,1.087,1.627,1.36,4.058,238.568,1.39,1.053,1.865,3.403,6.805,10.555,4.069,3.529,8.94,-4.46,-4.39,-4.13,3.229,10.428,5.054,9.062,2,8.677,3.974,0.624,4.097,3.051,7.161,7,4.867,11.538,15.939,5.1,1.6,3.936,31.149,0.732,5.01,1.976,2.939,12.119,18.498,3.544,0.932,53.488,12.922,51,1.87,3.226,3.148,5
