pXC50,nCsp3,H.,Mv,nCsp2,nBM,RBF,nAB,AMW,N.,Mp,nH,SCBO,nC,nN,nDB,RBN,Sp,C.,Me,Mi,MW,nAT,nB,nBO,nBR,nBT
4.241,3,42.9,0.644,10,9,0.083,6,8.382,8.6,0.674,15,27.0,13,3,3,3,23.597,37.1,1.019,1.13,293.38,35,0,21,0,36
4.097,2,31.3,0.693,9,15,0.152,11,10.117,21.9,0.681,10,32.5,11,7,4,5,21.784,34.4,1.056,1.153,323.73,32,0,23,0,33
4.577,6,40.7,0.664,17,19,0.125,16,9.34,1.9,0.684,22,45.0,23,1,3,7,36.915,42.6,1.025,1.118,504.36,54,0,34,1,56
4.233,4,43.9,0.657,14,17,0.068,17,7.914,7.3,0.703,18,34.5,18,3,0,3,28.83,43.9,0.996,1.116,324.46,41,0,26,0,44
4.097,1,39.4,0.671,14,17,0.086,17,8.1,9.1,0.689,13,30.5,15,3,0,3,22.733,45.5,1.011,1.121,267.31,33,0,22,0,35
4.652,3,41.5,0.668,15,18,0.116,17,8.279,7.3,0.705,17,35.5,18,3,1,5,28.904,43.9,1.005,1.116,339.45,41,0,26,0,43
4.097,2,40.0,0.692,15,15,0.146,12,10.059,7.5,0.745,16,35.0,18,3,2,6,29.801,45.0,1.003,1.109,402.34,40,0,25,1,41
4.097,4,43.5,0.646,16,21,0.061,21,7.575,8.7,0.674,20,39.5,20,4,0,3,31.023,43.5,1.003,1.125,348.44,46,0,29,0,49
4.097,2,33.3,0.715,16,25,0.13,25,9.774,14.3,0.745,14,44.5,18,6,0,6,31.284,42.9,1.023,1.117,410.52,42,0,32,0,46
4.097,1,34.1,0.729,20,22,0.085,17,10.067,4.5,0.77,15,45.5,21,2,5,4,33.858,47.7,1.019,1.098,442.97,44,0,32,0,47
4.097,2,41.7,0.676,15,14,0.079,12,8.261,2.8,0.719,15,31.0,17,1,2,3,25.892,47.2,1.001,1.104,297.4,36,0,23,0,38
4.097,5,45.5,0.622,12,13,0.133,12,7.554,4.5,0.639,20,32.0,17,2,1,6,28.137,38.6,1.018,1.131,332.39,44,0,25,0,45
4.097,4,43.8,0.659,8,12,0.091,12,8.701,12.5,0.723,14,25.0,12,4,0,3,23.125,37.5,0.999,1.122,278.44,32,0,19,0,33
4.097,3,36.4,0.693,10,10,0.118,6,9.873,9.1,0.718,12,29.0,13,3,4,4,23.693,39.4,1.033,1.123,325.8,33,0,22,0,34
4.097,8,52.8,0.589,6,6,0.053,6,6.482,2.8,0.632,19,22.0,14,1,0,2,22.767,38.9,0.992,1.129,233.34,36,0,19,0,38
4.777,0,28.0,0.752,13,13,0.037,12,10.531,4.0,0.761,7,27.0,13,1,1,1,19.029,52.0,1.043,1.119,263.28,25,0,20,0,27
4.097,2,43.8,0.672,12,12,0.152,12,8.701,0.0,0.735,14,25.0,14,0,0,5,23.534,43.8,1.0,1.099,278.42,32,0,19,0,33
4.097,6,44.2,0.64,13,15,0.13,12,8.435,7.7,0.678,23,40.0,19,4,3,7,35.233,36.5,1.017,1.134,438.6,52,0,31,0,54
4.55,0,36.0,0.716,12,14,0.077,12,11.085,8.0,0.755,9,25.0,12,2,2,2,18.864,48.0,1.012,1.108,277.13,25,0,17,1,26
4.097,2,45.7,0.638,12,14,0.111,12,7.897,5.7,0.683,16,28.0,14,2,2,4,23.898,40.0,1.003,1.121,276.39,35,0,20,0,36
4.316,0,21.1,0.831,8,9,0.05,6,13.355,15.8,0.891,4,23.0,9,3,2,1,16.932,47.4,1.035,1.089,253.75,19,0,16,0,20
4.097,5,39.5,0.681,13,17,0.109,16,9.012,7.0,0.721,17,38.0,18,3,1,5,31.006,41.9,1.015,1.113,387.52,43,0,29,0,46
4.097,3,30.3,0.71,8,17,0.171,15,10.74,18.2,0.717,10,34.5,11,6,2,6,23.67,33.3,1.056,1.136,354.41,33,0,25,0,35
4.272,0,33.3,0.721,18,19,0.028,17,8.767,3.0,0.733,11,35.5,18,1,2,1,24.176,54.5,1.015,1.097,289.3,33,0,25,0,36
4.272,1,38.3,0.681,20,22,0.143,18,8.734,4.3,0.703,18,44.0,21,2,4,7,33.023,44.7,1.021,1.112,410.48,47,0,31,0,49
4.097,3,44.4,0.653,13,13,0.135,11,8.049,2.8,0.691,16,28.5,16,1,2,5,24.864,44.4,1.004,1.116,289.78,36,0,21,0,37
4.19,6,47.1,0.618,14,17,0.132,16,7.225,7.8,0.647,24,38.0,20,4,1,7,33.0,39.2,1.004,1.133,368.48,51,0,29,0,53
4.227,8,57.6,0.566,3,2,0.212,0,6.466,3.0,0.635,19,16.0,11,1,2,7,20.961,33.3,0.984,1.132,213.38,33,0,14,0,33
4.097,4,42.5,0.643,9,14,0.146,12,8.922,15.0,0.675,17,32.0,13,6,2,6,27.017,32.5,1.024,1.144,356.88,40,0,24,0,41
4.097,2,37.8,0.675,15,14,0.077,12,8.495,0.0,0.677,14,33.0,17,0,2,3,25.057,45.9,1.031,1.113,314.31,37,0,25,0,39
4.524,1,34.1,0.719,17,20,0.14,17,10.34,2.4,0.75,14,40.5,18,1,3,6,30.761,43.9,1.034,1.103,423.92,41,0,29,0,43
4.097,2,44.2,0.646,17,19,0.089,18,7.382,11.6,0.683,19,36.0,19,5,1,4,29.358,44.2,0.993,1.126,317.43,43,0,26,0,45
4.097,2,37.5,0.701,14,14,0.059,12,8.929,3.1,0.729,12,30.0,16,1,2,2,23.341,50.0,1.012,1.105,285.74,32,0,22,0,34
4.46,6,55.6,0.561,6,6,0.111,6,6.232,5.6,0.605,20,19.0,12,2,0,4,21.773,33.3,0.995,1.143,224.34,36,0,16,0,36
4.097,3,42.5,0.647,14,17,0.071,16,7.809,10.0,0.669,17,34.0,17,4,1,3,26.745,42.5,1.011,1.136,312.38,40,0,25,0,42
4.097,7,52.2,0.599,12,12,0.125,12,6.445,4.3,0.649,24,30.0,19,2,0,6,29.841,41.3,0.984,1.126,296.45,46,0,24,0,48
4.097,19,45.6,0.628,14,10,0.071,0,7.502,0.0,0.649,36,58.0,33,0,10,6,51.25,41.8,1.015,1.121,592.69,79,0,48,0,84
4.097,3,40.5,0.659,13,17,0.103,15,8.036,8.1,0.674,15,33.5,16,3,2,4,24.949,43.2,1.016,1.125,297.34,37,0,24,0,39
4.097,3,32.5,0.711,13,22,0.14,20,10.087,12.5,0.73,13,42.0,16,5,2,6,29.188,40.0,1.038,1.121,403.48,40,0,30,0,43
4.097,4,43.6,0.643,13,16,0.122,15,7.676,2.6,0.664,17,32.5,17,1,1,5,25.915,43.6,1.012,1.119,299.35,39,0,24,0,41
4.097,2,34.6,0.722,8,8,0.111,6,11.108,7.7,0.774,9,23.0,10,2,2,3,20.119,38.5,1.033,1.11,288.8,26,0,18,0,27
4.278,4,44.1,0.642,9,12,0.114,11,8.158,8.8,0.681,15,26.5,13,3,1,4,23.142,38.2,1.01,1.127,277.38,34,0,20,0,35
4.097,2,39.3,0.693,10,12,0.103,10,9.527,7.1,0.742,11,25.0,12,2,2,3,20.779,42.9,1.012,1.112,266.77,28,0,18,0,29
4.097,5,48.9,0.619,14,13,0.167,12,7.381,4.3,0.663,23,32.0,19,2,1,8,31.154,40.4,0.998,1.126,346.89,47,0,25,0,48
4.097,11,49.2,0.611,11,13,0.129,11,7.248,8.5,0.656,29,40.5,22,5,2,8,38.722,37.3,0.997,1.132,427.63,59,0,33,0,62
4.097,2,39.5,0.685,16,15,0.075,12,8.563,2.6,0.72,15,34.0,18,1,3,3,27.347,47.4,1.009,1.104,325.41,38,0,25,0,40
4.097,0,35.1,0.697,16,19,0.103,17,9.211,16.2,0.713,13,36.5,16,6,2,4,26.392,43.2,1.022,1.13,340.8,37,0,26,0,39
4.097,5,45.7,0.633,10,9,0.054,6,7.324,5.7,0.664,16,27.0,15,2,3,2,23.25,42.9,1.001,1.123,256.33,35,0,21,0,37
4.097,3,39.4,0.676,11,16,0.086,15,8.708,9.1,0.709,13,30.5,14,3,1,3,23.381,42.4,1.014,1.118,287.37,33,0,22,0,35
4.097,3,34.8,0.691,16,18,0.213,12,10.397,6.5,0.693,16,43.0,19,3,6,10,31.881,41.3,1.044,1.124,478.28,46,0,31,1,47
4.097,1,38.3,0.689,23,22,0.08,18,8.137,4.3,0.712,18,45.0,24,2,4,4,33.466,51.1,1.005,1.105,382.44,47,0,32,0,50
4.097,3,40.7,0.666,22,24,0.121,22,7.898,7.4,0.69,22,49.0,25,4,2,7,37.239,46.3,1.006,1.118,426.51,54,0,36,0,58
4.467,7,38.5,0.674,15,16,0.071,11,8.702,7.7,0.693,20,46.5,22,4,5,4,36.034,42.3,1.023,1.121,452.53,52,0,36,0,56
4.097,4,53.3,0.572,6,6,0.167,6,6.543,6.7,0.608,16,17.0,10,2,0,5,18.25,33.3,1.001,1.144,196.28,30,0,14,0,30
4.097,0,27.3,0.725,15,17,0.086,11,9.917,9.1,0.698,9,37.5,15,3,6,3,23.028,45.5,1.058,1.121,327.27,33,0,26,0,35
4.097,1,35.1,0.699,25,29,0.098,23,9.028,8.8,0.713,20,58.5,26,5,6,6,40.659,45.6,1.024,1.115,514.58,57,0,41,0,61
4.097,2,41.5,0.663,17,19,0.093,17,7.79,7.3,0.689,17,36.5,19,3,2,4,28.256,46.3,1.004,1.118,319.39,41,0,26,0,43
4.115,0,27.3,0.74,15,17,0.086,11,10.404,9.1,0.734,9,37.5,15,3,6,3,24.222,45.5,1.051,1.112,343.34,33,0,26,0,35
4.275,5,45.5,0.646,14,17,0.064,17,7.693,6.8,0.695,20,35.5,19,3,0,3,30.591,43.2,0.994,1.117,338.49,44,0,27,0,47
4.936,9,46.4,0.617,12,14,0.102,11,7.331,10.7,0.643,26,41.5,21,6,3,6,36.012,37.5,1.008,1.139,410.53,56,0,33,0,59
4.097,1,32.1,0.735,10,13,0.172,11,11.173,14.3,0.783,9,27.5,11,4,2,5,21.915,39.3,1.031,1.115,312.83,28,0,20,0,29
4.097,4,38.8,0.659,16,18,0.2,12,8.437,6.1,0.659,19,43.0,20,3,6,10,32.29,40.8,1.034,1.128,413.42,49,0,31,0,50
4.097,2,31.7,0.718,15,20,0.14,16,11.383,12.2,0.728,13,42.0,17,5,4,6,29.864,41.5,1.044,1.127,466.7,41,0,30,1,43
4.097,3,46.2,0.649,7,8,0.077,6,7.858,7.7,0.71,12,20.0,11,2,1,2,18.466,42.3,0.988,1.115,204.32,26,0,14,0,26
4.097,5,48.4,0.643,7,7,0.031,6,9.654,6.5,0.721,15,21.0,12,2,1,1,22.341,38.7,0.99,1.118,299.26,31,0,17,1,32
4.359,3,33.3,0.698,10,15,0.216,11,10.234,11.1,0.712,12,34.5,13,4,4,8,25.636,36.1,1.048,1.126,368.43,36,0,25,0,37
4.097,2,34.4,0.667,9,15,0.152,11,9.04,21.9,0.654,11,31.5,11,7,4,5,20.926,34.4,1.046,1.155,289.29,32,0,22,0,33
4.097,0,33.3,0.733,21,19,0.091,12,9.139,7.1,0.759,14,45.0,23,3,5,4,31.898,54.8,1.006,1.099,383.85,42,0,30,0,44
4.097,6,43.2,0.648,7,12,0.103,10,8.877,5.4,0.688,16,30.0,13,2,2,4,25.455,35.1,1.023,1.124,328.45,37,0,23,0,39
4.144,5,44.7,0.637,15,18,0.143,17,7.477,6.4,0.665,21,37.5,20,3,1,7,31.233,42.6,1.005,1.125,351.44,47,0,28,0,49
4.097,4,39.1,0.677,13,19,0.125,16,9.565,10.9,0.715,18,41.0,17,5,3,6,32.875,37.0,1.025,1.126,439.99,46,0,30,0,48
4.312,6,42.6,0.639,14,16,0.125,12,8.325,5.6,0.657,23,43.0,20,3,4,7,35.46,37.0,1.028,1.13,449.53,54,0,33,0,56
4.097,8,50.0,0.612,12,12,0.135,12,7.218,4.0,0.658,25,33.0,20,2,0,7,32.915,40.0,0.996,1.127,360.92,50,0,27,0,52
4.097,2,33.3,0.699,13,16,0.216,11,9.677,5.6,0.7,12,35.5,15,2,5,8,25.193,41.7,1.046,1.118,348.36,36,0,25,0,37
4.231,12,53.1,0.583,12,12,0.152,12,6.478,3.1,0.625,34,38.0,24,2,0,10,40.012,37.5,0.995,1.132,414.6,64,0,32,0,66
4.562,0,30.6,0.712,15,17,0.079,11,10.038,8.3,0.707,11,38.5,15,3,6,3,25.437,41.7,1.052,1.12,361.36,36,0,27,0,38
4.979,2,44.4,0.658,14,17,0.079,17,7.845,8.3,0.711,16,30.5,16,3,0,3,25.614,44.4,0.99,1.114,282.42,36,0,22,0,38
4.097,3,38.5,0.681,14,15,0.098,12,8.754,7.7,0.708,15,35.0,17,3,3,4,27.597,43.6,1.017,1.116,341.42,39,0,26,0,41
4.947,2,38.7,0.692,13,13,0.03,12,8.818,3.2,0.729,12,28.0,15,1,1,1,22.614,48.4,1.01,1.112,273.35,31,0,21,0,33
4.097,11,50.0,0.601,11,13,0.172,10,7.188,8.1,0.644,31,41.0,22,5,3,11,39.938,35.5,1.001,1.136,445.65,62,0,33,0,64
4.097,3,35.7,0.672,14,16,0.136,12,8.889,7.1,0.661,15,39.0,17,3,4,6,27.767,40.5,1.045,1.13,373.35,42,0,29,0,44
4.097,6,46.5,0.637,10,9,0.044,6,8.106,9.3,0.695,20,31.0,16,4,3,2,29.864,37.2,0.999,1.125,348.54,43,0,25,0,45
4.097,1,33.3,0.742,13,18,0.143,16,11.24,6.1,0.804,11,34.0,14,2,2,5,26.528,42.4,1.025,1.097,370.93,33,0,24,0,35
4.097,5,44.1,0.652,19,21,0.148,18,9.025,5.1,0.694,26,47.0,24,3,3,9,40.972,40.7,1.009,1.12,532.5,59,0,35,1,61
4.301,3,40.4,0.675,17,20,0.143,17,8.884,2.1,0.711,19,41.5,20,1,3,7,33.426,42.6,1.018,1.109,417.54,47,0,30,0,49
4.097,6,48.9,0.627,13,13,0.085,12,7.256,4.4,0.683,22,32.0,19,2,1,4,30.728,42.2,0.988,1.117,326.5,45,0,25,0,47
4.097,0,31.3,0.711,15,21,0.088,17,9.259,9.4,0.703,10,36.5,15,3,4,3,22.5,46.9,1.038,1.118,296.28,32,0,24,0,34
4.249,2,43.2,0.653,15,17,0.077,17,7.577,5.4,0.682,16,31.5,17,2,0,3,25.25,45.9,1.001,1.117,280.35,37,0,23,0,39
4.097,2,34.9,0.719,17,16,0.087,12,9.99,7.0,0.765,15,41.0,19,3,4,4,32.892,44.2,1.019,1.102,429.58,43,0,31,0,46
4.097,4,33.3,0.704,14,23,0.188,20,9.9,11.1,0.72,15,46.0,18,5,3,9,32.403,40.0,1.038,1.121,445.52,45,0,33,0,48
4.387,2,38.5,0.683,9,11,0.036,11,9.012,7.7,0.716,10,23.5,11,2,0,1,18.614,42.3,1.018,1.115,234.3,26,0,18,0,28
4.109,6,44.9,0.622,12,14,0.118,11,7.56,12.2,0.643,22,37.5,18,6,3,6,31.489,36.7,1.014,1.142,370.46,49,0,29,0,51
4.886,0,32.0,0.754,13,13,0.037,12,10.47,4.0,0.8,8,26.0,13,1,1,1,20.011,52.0,1.015,1.089,261.74,25,0,19,0,27
4.097,8,48.4,0.61,16,16,0.206,12,7.074,6.5,0.641,30,43.0,24,4,4,13,39.739,38.7,1.003,1.133,438.58,62,0,33,0,63
4.097,5,43.9,0.65,10,13,0.07,11,8.452,14.6,0.705,18,32.5,15,6,2,3,28.898,36.6,1.002,1.13,346.53,41,0,25,0,43
4.097,8,47.5,0.611,15,18,0.159,17,7.206,8.2,0.639,29,43.5,23,5,1,10,38.983,37.7,1.007,1.136,439.57,61,0,34,0,63
4.479,3,41.0,0.663,15,15,0.098,12,7.907,5.1,0.685,16,34.0,18,2,3,4,26.705,46.2,1.01,1.116,308.36,39,0,25,0,41
4.35,12,55.3,0.583,19,16,0.128,12,6.01,3.9,0.643,42,46.0,31,3,4,10,48.864,40.8,0.974,1.126,456.76,76,0,36,0,78
4.799,0,28.0,0.77,13,13,0.037,12,11.189,4.0,0.798,7,27.0,13,1,1,1,19.949,52.0,1.035,1.103,279.73,25,0,20,0,27
4.097,2,36.4,0.683,13,15,0.057,12,8.615,6.1,0.686,12,32.0,15,2,3,2,22.636,45.5,1.028,1.118,284.29,33,0,23,0,35
4.097,2,44.4,0.634,9,11,0.071,11,7.565,7.4,0.657,12,21.5,11,2,0,2,17.727,40.7,1.01,1.129,204.25,27,0,16,0,28
4.77,0,28.0,0.787,13,13,0.037,12,11.847,4.0,0.835,7,27.0,13,1,1,1,20.869,52.0,1.027,1.087,296.18,25,0,20,0,27
4.097,1,35.3,0.709,17,19,0.027,17,8.48,5.9,0.727,12,35.5,18,2,2,1,24.727,52.9,1.008,1.103,288.32,34,0,25,0,37
4.097,16,52.9,0.596,13,13,0.053,12,6.338,4.3,0.649,37,45.0,29,3,1,4,45.415,41.4,0.981,1.125,443.69,70,0,38,0,75
4.097,3,34.5,0.702,24,28,0.129,22,9.182,3.4,0.709,20,59.0,27,2,6,8,41.148,46.6,1.032,1.109,532.56,58,0,42,0,62
4.244,0,38.5,0.7,13,14,0.074,12,8.911,3.8,0.736,10,25.0,13,1,2,2,19.125,50.0,1.007,1.105,231.69,26,0,17,0,27
4.493,1,41.9,0.658,11,13,0.063,11,8.367,16.1,0.701,13,26.5,12,5,2,2,21.722,38.7,1.004,1.131,259.37,31,0,19,0,32
4.374,1,30.0,0.723,12,19,0.094,16,10.111,10.0,0.726,9,34.0,13,3,3,3,21.767,43.3,1.045,1.117,303.32,30,0,23,0,32
4.097,7,44.6,0.642,13,15,0.138,12,8.662,7.1,0.685,25,42.0,20,4,3,8,38.369,35.7,1.016,1.128,485.08,56,0,33,0,58
4.225,2,38.5,0.665,9,9,0.037,6,8.393,7.7,0.67,10,23.0,11,2,3,1,17.421,42.3,1.028,1.126,218.23,26,0,17,0,27
4.851,0,30.8,0.751,13,14,0.036,12,9.704,7.7,0.785,8,29.0,14,2,1,1,20.398,53.8,1.01,1.091,252.31,26,0,20,0,28
4.097,0,37.1,0.692,16,19,0.054,17,9.011,2.9,0.715,13,34.5,16,1,2,2,25.04,45.7,1.023,1.107,315.37,35,0,24,0,37
4.75,0,32.0,0.737,13,13,0.037,12,9.812,4.0,0.764,8,26.0,13,1,1,1,19.091,52.0,1.022,1.105,245.29,25,0,19,0,27
4.947,0,29.6,0.739,13,15,0.069,12,10.085,7.4,0.752,8,30.0,13,2,3,2,20.307,48.1,1.034,1.103,272.3,27,0,21,0,29
4.928,0,32.0,0.737,13,13,0.037,12,9.812,4.0,0.764,8,26.0,13,1,1,1,19.091,52.0,1.022,1.105,245.29,25,0,19,0,27
5.148,0,30.8,0.751,13,14,0.036,12,9.704,7.7,0.785,8,29.0,14,2,1,1,20.398,53.8,1.01,1.091,252.31,26,0,20,0,28
4.195,0,37.0,0.67,11,13,0.071,12,8.528,14.8,0.675,10,25.0,11,4,1,2,18.216,40.7,1.026,1.135,230.25,27,0,18,0,28
4.097,2,32.6,0.707,17,21,0.089,12,9.638,4.7,0.707,14,46.0,19,2,9,4,30.409,44.2,1.044,1.113,414.42,43,0,31,0,45
4.097,1,36.0,0.712,27,29,0.036,28,8.369,0.0,0.733,18,52.0,28,0,1,2,36.671,56.0,1.005,1.091,418.46,50,0,37,0,55
4.097,7,44.4,0.646,16,15,0.088,12,7.881,5.6,0.683,24,42.0,23,3,3,5,36.887,42.6,1.005,1.125,425.57,54,0,33,0,57
4.903,1,34.4,0.723,14,14,0.088,12,9.963,6.3,0.757,11,31.0,15,2,2,3,24.233,46.9,1.021,1.105,318.8,32,0,23,0,34
4.097,2,44.4,0.651,9,11,0.071,11,8.16,7.4,0.701,12,21.5,11,2,0,2,18.921,40.7,1.001,1.119,220.32,27,0,16,0,28
4.097,2,38.1,0.692,27,29,0.104,24,8.837,6.3,0.726,24,60.0,29,4,5,7,45.75,46.0,1.011,1.108,556.71,63,0,43,0,67
4.225,4,43.5,0.671,14,17,0.17,12,9.319,0.0,0.74,20,38.0,18,0,5,8,34.023,39.1,1.01,1.102,428.66,46,0,27,0,47
4.097,4,45.0,0.626,12,12,0.122,12,7.658,0.0,0.639,18,29.0,16,0,0,5,25.58,40.0,1.023,1.125,306.34,40,0,23,0,41
4.83,1,37.5,0.697,14,14,0.059,12,8.886,6.3,0.73,12,30.0,15,2,2,2,23.375,46.9,1.011,1.107,284.36,32,0,22,0,34
4.27,2,33.3,0.721,9,9,0.04,6,11.754,4.2,0.74,8,23.0,11,1,3,1,17.767,45.8,1.035,1.11,282.1,24,0,17,1,25
4.097,2,42.1,0.67,14,17,0.103,12,8.854,0.0,0.716,16,34.0,16,0,5,4,27.205,42.1,1.014,1.105,336.46,38,0,23,0,39
4.524,0,38.2,0.692,16,19,0.083,17,8.805,2.9,0.723,13,33.5,16,1,2,3,24.585,47.1,1.014,1.104,299.37,34,0,23,0,36
4.097,2,29.6,0.728,8,11,0.107,6,10.976,14.8,0.748,8,28.0,10,4,5,3,20.205,37.0,1.048,1.122,296.36,27,0,20,0,28
4.097,5,28.6,0.751,11,8,0.182,0,12.11,0.0,0.783,12,40.0,16,0,8,8,32.897,38.1,1.063,1.095,508.63,42,0,32,0,44
4.353,4,45.0,0.635,13,15,0.098,12,7.459,5.0,0.662,18,32.0,17,2,3,4,26.466,42.5,1.006,1.124,298.37,40,0,23,0,41
4.827,1,34.4,0.709,14,14,0.088,12,9.448,6.3,0.729,11,31.0,15,2,2,3,23.313,46.9,1.027,1.117,302.35,32,0,23,0,34
4.097,3,44.4,0.654,23,24,0.052,23,7.306,5.6,0.694,24,46.5,26,3,1,3,37.466,48.1,0.989,1.112,394.53,54,0,34,0,58
4.896,1,37.5,0.697,14,14,0.088,12,8.886,6.3,0.73,12,30.0,15,2,2,3,23.375,46.9,1.011,1.107,284.36,32,0,22,0,34
4.428,1,38.9,0.695,7,7,0.0,6,9.179,5.6,0.744,7,16.0,8,1,1,0,13.392,44.4,1.009,1.104,165.23,18,0,12,0,19
4.917,1,37.5,0.697,14,14,0.059,12,8.886,6.3,0.73,12,30.0,15,2,2,2,23.375,46.9,1.011,1.107,284.36,32,0,22,0,34
4.241,1,31.3,0.71,14,12,0.088,6,9.321,6.3,0.698,10,33.0,15,2,6,3,22.33,46.9,1.043,1.116,298.27,32,0,24,0,34
4.097,19,53.5,0.59,10,6,0.013,0,6.347,0.0,0.638,38,43.0,29,0,6,1,45.285,40.8,0.987,1.123,450.67,71,0,37,0,75
4.097,7,44.4,0.654,16,15,0.088,12,8.186,5.6,0.7,24,42.0,23,3,3,5,37.807,42.6,1.001,1.117,442.02,54,0,33,0,57
4.511,0,23.1,0.77,10,20,0.103,20,11.63,30.8,0.792,6,33.0,10,8,0,3,20.58,38.5,1.042,1.131,302.38,26,0,23,0,29
4.097,2,40.0,0.686,12,10,0.031,6,8.545,6.7,0.731,12,27.0,14,2,4,1,21.921,46.7,1.001,1.107,256.35,30,0,20,0,32
4.097,1,34.0,0.717,21,23,0.12,17,9.629,4.3,0.743,16,48.5,22,2,6,6,34.909,46.8,1.025,1.102,452.54,47,0,34,0,50
4.097,0,26.7,0.764,5,10,0.0,10,12.285,26.7,0.821,4,17.0,5,4,0,0,12.318,33.3,1.037,1.122,184.27,15,0,12,0,16
4.097,4,45.0,0.635,13,15,0.098,12,7.459,5.0,0.662,18,32.0,17,2,3,4,26.466,42.5,1.006,1.124,298.37,40,0,23,0,41
4.127,4,45.6,0.646,23,24,0.066,23,7.168,5.3,0.688,26,47.5,27,3,1,4,39.228,47.4,0.988,1.114,408.56,57,0,35,0,61
4.097,7,45.0,0.629,17,22,0.175,22,7.493,8.3,0.654,27,47.0,24,5,0,11,39.222,40.0,1.009,1.132,449.56,60,0,36,0,63
4.622,6,52.2,0.599,13,13,0.085,12,6.445,4.3,0.649,24,30.0,19,2,1,4,29.841,41.3,0.984,1.126,296.45,46,0,23,0,47
4.097,0,29.2,0.753,20,26,0.098,22,9.971,16.7,0.784,14,56.0,24,8,0,5,37.625,50.0,1.013,1.106,478.6,48,0,37,0,51
4.097,4,41.5,0.647,13,11,0.143,6,8.082,2.4,0.654,17,33.0,17,1,5,6,26.824,41.5,1.028,1.124,331.35,41,0,25,0,42
4.19,6,47.8,0.619,13,13,0.104,12,7.096,4.3,0.652,22,33.0,19,2,1,5,29.989,41.3,1.0,1.126,326.43,46,0,26,0,48
4.097,4,48.0,0.625,18,18,0.154,18,6.97,4.0,0.666,24,37.0,22,2,0,8,33.296,44.0,0.992,1.12,348.48,50,0,28,0,52
4.573,5,44.4,0.664,12,16,0.174,12,9.259,0.0,0.734,20,36.0,17,0,4,8,33.023,37.8,1.01,1.104,416.65,45,0,26,0,46
4.159,1,39.1,0.682,9,11,0.042,11,9.072,8.7,0.712,9,20.5,10,2,0,1,16.369,43.5,1.017,1.122,208.66,23,0,15,0,24
5.038,2,38.7,0.692,13,13,0.03,12,8.818,3.2,0.729,12,28.0,15,1,1,1,22.614,48.4,1.01,1.112,273.35,31,0,21,0,33
4.097,1,40.0,0.676,7,10,0.048,10,9.013,10.0,0.72,8,18.0,8,2,0,1,14.398,40.0,1.013,1.119,180.25,20,0,13,0,21
4.447,0,34.4,0.712,17,16,0.059,12,8.665,3.1,0.724,11,33.0,17,1,4,2,23.176,53.1,1.016,1.1,277.29,32,0,23,0,34
4.097,2,47.8,0.6,6,6,0.087,6,7.357,4.3,0.616,11,15.0,8,1,0,2,14.176,34.8,1.022,1.139,169.2,23,0,12,0,23
4.097,1,35.5,0.712,16,18,0.0,15,8.429,3.2,0.733,11,33.5,17,1,3,0,22.722,54.8,1.006,1.097,261.29,31,0,23,0,34
4.097,0,20.8,0.756,9,16,0.16,12,11.636,20.8,0.729,5,30.0,9,5,4,4,17.494,37.5,1.079,1.135,279.26,24,0,20,0,25
4.848,2,41.2,0.643,11,13,0.143,12,8.068,11.8,0.653,14,28.0,13,4,1,5,22.193,38.2,1.024,1.138,274.31,34,0,21,0,35
4.097,0,29.2,0.727,10,13,0.12,12,10.386,12.5,0.731,7,25.0,10,3,1,3,17.551,41.7,1.047,1.12,249.27,24,0,18,0,25
4.097,3,44.9,0.654,21,23,0.038,22,7.194,6.1,0.699,22,43.0,24,3,1,2,34.25,49.0,0.984,1.111,352.49,49,0,31,0,53
4.097,2,40.9,0.67,17,20,0.13,18,8.239,13.6,0.71,18,39.0,19,6,2,6,31.25,43.2,1.0,1.123,362.5,44,0,28,0,46
4.097,7,44.4,0.654,16,15,0.105,12,8.186,5.6,0.7,24,42.0,23,3,3,6,37.807,42.6,1.001,1.117,442.02,54,0,33,0,57
4.821,2,40.0,0.681,14,14,0.081,12,8.525,5.7,0.718,14,31.0,16,2,2,3,25.137,45.7,1.007,1.109,298.39,35,0,23,0,37
4.097,1,34.6,0.703,12,14,0.036,12,8.74,3.8,0.708,9,27.0,13,1,2,1,18.415,50.0,1.024,1.107,227.23,26,0,19,0,28
4.097,0,28.6,0.745,12,16,0.172,12,11.013,7.1,0.765,8,31.0,12,2,4,5,21.409,42.9,1.047,1.104,308.36,28,0,21,0,29
4.097,2,33.3,0.69,14,16,0.216,12,9.258,2.8,0.673,12,35.0,16,1,4,8,24.239,44.4,1.052,1.127,333.29,36,0,25,0,37
4.097,0,31.3,0.728,17,19,0.057,16,9.072,6.3,0.732,10,36.0,17,2,3,2,23.421,53.1,1.022,1.103,290.29,32,0,25,0,35
4.097,3,35.7,0.687,15,17,0.209,12,9.305,4.8,0.689,15,39.0,18,2,5,9,28.926,42.9,1.04,1.122,390.8,42,0,28,0,43
4.616,1,34.4,0.729,14,14,0.088,12,11.352,6.3,0.773,11,31.0,15,2,2,3,24.727,46.9,1.018,1.102,363.25,32,0,23,1,34
4.706,2,38.9,0.694,16,15,0.105,12,8.661,2.8,0.725,14,33.0,18,1,3,4,26.102,50.0,1.007,1.105,311.78,36,0,24,0,38
