pXC50,Sv,MW,nSK,SCBO,RBN,nBO
4.8,30.185,397.43,28,41.5,7,30
4.796,38.313,480.58,34,48.5,9,37
4.85,22.229,285.27,21,31.0,4,22
5.409,33.947,502.32,32,41.0,11,33
4.6,25.373,351.36,24,33.5,6,25
4.721,67.079,867.92,61,76.0,27,61
4.052,31.831,479.45,30,44.0,5,31
5.538,67.329,791.97,58,80.0,23,62
4.0,66.361,799.97,58,78.5,25,61
5.046,25.539,390.27,23,34.0,4,25
5.523,39.322,559.49,37,52.0,11,39
5.509,67.38,811.95,59,81.0,22,63
5.42,68.095,827.95,60,82.0,23,64
4.3,31.261,398.4,29,41.5,9,31
5.367,66.823,792.96,58,80.0,22,62
4.699,15.35,210.17,15,21.0,4,15
5.553,59.791,719.87,52,69.0,22,54
4.0,60.506,735.87,53,70.0,22,55
6.493,46.234,524.64,40,63.0,9,45
5.337,66.614,775.97,57,79.0,22,61
7.25,47.26,603.53,41,64.0,9,46
4.638,63.802,753.92,55,75.5,23,58
4.921,64.614,751.95,55,75.5,23,58
4.62,65.516,788.01,56,77.5,24,59
4.785,27.218,344.34,25,35.0,2,27
6.229,54.942,685.76,49,65.0,18,51
6.174,54.507,647.79,47,63.0,19,49
6.06,51.453,619.73,45,61.0,18,47
6.689,38.971,551.57,36,53.5,9,39
5.261,48.013,561.68,42,63.0,9,47
5.721,41.992,569.56,38,53.0,11,40
5.523,39.766,575.94,37,52.0,11,39
6.92,51.19,600.77,44,67.0,11,49
5.249,34.051,417.44,31,47.0,8,34
4.863,29.3,411.4,27,38.5,7,29
6.569,44.605,493.7,36,48.0,18,38
5.167,41.729,576.56,38,51.0,11,40
5.708,32.525,403.41,30,46.0,7,33
4.0,40.169,490.56,36,52.0,10,38
7.301,44.667,704.5,42,60.5,12,45
4.07,44.487,523.63,39,58.0,11,42
7.682,45.754,691.48,42,58.0,13,44
6.222,38.939,541.5,36,51.0,11,38
4.796,38.356,486.6,34,48.0,9,36
4.642,15.392,359.98,15,19.5,4,15
5.0,20.299,290.19,21,31.0,1,23
5.854,20.081,363.22,19,27.0,5,20
6.167,25.171,705.59,23,30.0,2,24
4.627,45.841,460.82,33,37.0,4,36
4.156,27.976,350.34,26,41.0,3,29
6.886,48.07,616.77,43,67.0,9,48
6.62,46.543,602.74,42,66.0,8,47
8.0,42.662,631.07,41,61.0,7,45
5.424,33.116,398.44,30,48.0,4,34
4.0,73.64,845.17,61,79.0,12,64
4.294,29.337,353.4,26,38.0,5,29
7.119,41.129,559.11,37,57.0,7,41
4.569,25.524,325.42,22,28.5,3,23
6.523,40.302,524.67,36,56.0,7,40
6.337,40.43,579.52,37,57.0,7,41
7.319,41.017,540.67,37,57.0,8,41
4.893,45.502,472.78,34,40.0,1,38
6.959,39.8,589.53,36,56.0,7,40
6.796,48.505,654.74,45,69.0,8,50
6.027,32.346,412.51,29,44.0,5,32
4.772,50.765,626.65,46,66.0,5,51
6.854,47.355,600.77,42,66.0,8,47
7.456,40.302,524.67,36,56.0,7,40
4.79,29.91,403.45,27,35.0,12,27
7.796,44.004,671.56,41,61.0,7,45
4.807,44.976,470.76,34,41.0,1,38
6.921,46.212,604.73,42,66.0,8,47
6.854,46.656,621.18,42,66.0,8,47
5.31,47.808,580.62,43,64.0,5,48
6.553,40.43,579.52,37,57.0,7,41
5.215,31.48,407.48,28,39.0,10,29
5.046,25.495,400.27,23,31.5,6,24
5.149,38.395,404.65,29,34.0,6,32
4.078,33.808,433.53,30,42.0,7,32
5.386,33.278,358.51,27,39.0,2,30
7.097,39.158,528.63,36,56.0,7,40
4.097,27.315,326.37,24,35.0,1,27
5.31,44.788,456.78,33,39.0,1,37
4.523,15.725,198.18,15,24.5,0,17
4.435,35.808,457.55,32,47.0,6,35
4.566,34.299,373.53,28,40.0,2,31
7.824,39.542,546.62,37,57.0,7,41
4.0,37.433,447.53,33,48.0,9,35
4.848,44.788,456.78,33,39.0,2,37
4.021,32.281,419.5,29,41.0,6,31
4.191,33.093,417.53,29,41.0,6,31
6.721,38.356,486.6,34,48.0,9,36
5.796,57.872,694.78,51,72.0,8,56
4.03,36.952,493.54,34,47.0,8,36
4.604,35.281,455.53,32,48.0,5,35
4.721,29.502,386.47,26,34.0,6,27
4.432,32.281,419.5,29,41.0,6,31
5.959,47.872,678.68,44,61.0,14,46
7.201,40.27,535.65,37,59.0,7,41
5.141,26.214,326.41,23,34.0,3,25
5.0,19.703,259.23,19,28.5,3,20
4.844,45.502,472.78,34,40.0,1,38
5.398,41.615,609.5,40,55.0,11,42
6.699,34.789,580.38,34,48.5,8,36
6.244,24.442,396.23,23,34.5,5,25
8.827,87.803,1023.35,71,84.5,26,73
5.638,34.534,435.54,30,41.0,12,31
6.0,26.398,430.25,25,34.5,7,26
5.523,23.662,387.22,22,30.5,6,23
6.444,29.758,457.33,27,36.5,7,28
6.208,29.398,466.28,28,41.0,7,30
8.398,42.714,622.96,38,52.5,9,41
5.699,40.742,530.67,36,51.5,10,39
7.131,43.294,623.59,38,53.5,11,41
4.762,31.084,370.43,27,37.0,4,29
4.229,21.778,262.27,20,33.0,1,23
4.724,30.842,364.42,27,40.0,3,30
4.74,30.557,368.41,27,38.0,2,30
8.0,42.595,644.0,38,53.5,10,41
8.398,43.294,623.59,38,53.5,10,41
4.187,26.359,304.36,23,35.0,4,25
4.076,24.832,290.33,22,34.0,3,24
5.208,45.502,472.78,34,40.0,1,38
6.31,39.223,521.64,36,57.0,6,41
5.26,30.755,389.45,28,43.5,4,31
4.071,30.9,413.43,29,42.0,7,31
4.796,22.324,363.26,21,31.5,2,23
5.0,38.84,503.65,35,56.0,6,40
4.921,31.851,405.59,27,38.5,4,30
5.77,34.79,505.09,31,44.5,5,34
5.553,33.997,431.49,31,47.0,6,34
5.886,41.517,571.65,39,60.0,6,44
4.886,31.992,418.39,30,42.0,7,32
4.827,25.074,296.34,22,32.0,5,23
6.208,39.865,582.54,36,57.0,6,41
4.387,22.195,308.41,20,30.5,2,22
4.796,21.496,328.82,20,30.5,2,22
6.167,30.716,463.32,28,40.5,8,30
6.409,29.549,440.34,26,35.5,7,28
6.509,30.264,456.34,27,36.5,7,29
5.796,39.865,582.54,36,57.0,6,41
6.398,40.335,528.66,37,60.0,6,42
9.0,46.932,702.68,42,59.5,12,45
7.131,44.001,744.4,38,59.5,6,43
6.721,33.812,497.4,30,40.5,7,32
6.523,41.887,588.52,37,51.5,9,40
6.387,39.667,538.09,36,57.0,6,41
6.328,40.335,528.66,37,60.0,6,42
4.032,29.315,350.39,26,38.0,7,28
5.398,23.662,387.22,22,30.5,6,23
5.678,31.21,476.32,29,42.5,7,31
6.357,32.495,530.37,31,45.5,8,33
8.523,43.414,602.55,38,52.5,9,41
5.0,26.943,355.39,25,37.0,4,27
7.854,48.579,695.67,43,59.5,12,46
6.328,40.335,528.66,37,60.0,6,42
4.699,23.023,381.23,22,33.0,5,24
4.432,33.313,471.91,31,42.5,7,33
4.444,42.103,579.03,39,54.5,10,42
5.0,44.135,592.07,40,55.5,11,43
4.807,44.6,442.8,32,37.0,1,36
4.745,32.678,478.41,29,41.0,7,32
5.796,38.785,534.53,33,45.0,7,36
4.699,44.6,442.8,32,37.0,1,36
4.495,48.622,641.24,42,56.5,12,45
5.921,30.818,402.35,28,41.0,6,30
5.886,43.565,569.72,39,57.0,10,43
4.569,44.915,601.08,41,59.5,9,45
4.539,26.646,379.45,25,39.0,6,27
4.71,24.405,349.42,23,37.0,4,25
6.155,37.452,530.6,35,50.0,7,38
7.495,53.178,700.83,48,69.5,14,52
5.367,30.788,372.39,28,43.0,0,33
5.64,31.503,388.39,29,44.0,0,34
6.18,44.505,606.7,41,60.0,8,45
5.538,44.505,606.7,41,60.0,8,45
5.252,31.503,388.39,29,44.0,0,34
7.658,53.705,702.85,48,68.0,14,52
5.298,34.618,505.54,33,47.0,7,35
6.886,45.265,584.75,40,59.0,10,44
6.77,47.032,632.74,43,63.5,10,47
6.699,50.086,660.8,45,65.5,12,49
6.745,44.739,582.73,40,60.5,10,44
7.0,43.978,604.68,41,61.5,8,45
6.921,51.651,686.8,47,68.5,13,51
4.699,46.217,488.78,35,41.0,2,39
6.602,43.212,568.7,39,59.5,9,43
5.097,142.526,1862.92,127,158.0,58,129
3.947,31.405,419.35,29,41.0,7,31
4.854,20.042,352.08,19,26.5,2,20
3.65,20.583,299.19,20,28.0,4,21
4.914,40.183,539.63,37,55.5,11,40
6.155,50.43,641.78,45,60.5,18,47
5.387,43.45,648.55,40,58.5,13,43
5.9,22.778,395.11,22,30.5,3,23
4.26,36.631,441.59,31,42.0,5,34
6.481,20.548,351.09,19,26.5,2,20
4.283,39.545,610.49,37,54.5,10,40
4.86,39.273,587.51,36,54.5,9,39
4.0,75.167,859.2,62,80.0,13,65
4.014,42.875,589.63,39,57.5,12,42
4.536,42.898,579.65,40,61.5,11,44
5.102,38.779,574.51,35,52.5,10,38
4.559,41.898,567.64,39,58.5,12,42
7.796,34.167,443.42,31,46.0,6,34
8.155,30.525,484.2,29,42.5,5,31
4.42,35.0,499.33,33,46.0,9,35
4.854,18.901,275.15,16,24.0,2,17
4.229,40.103,555.01,37,51.5,9,40
6.699,65.866,879.86,60,74.0,25,60
5.194,69.141,802.01,59,83.0,23,63
6.337,43.747,545.56,39,59.0,9,43
6.747,42.76,726.38,37,59.0,6,42
5.959,36.996,505.4,33,51.0,8,37
4.409,26.756,335.33,25,38.5,4,27
4.523,18.558,223.24,17,27.0,0,19
5.921,44.087,641.46,43,62.5,10,47
4.0,38.469,495.1,33,50.5,8,36
4.382,28.654,326.42,24,33.0,3,26
5.318,36.407,427.57,32,47.5,5,36
4.509,16.966,216.2,16,24.5,2,17
4.668,33.423,397.46,30,47.0,5,33
4.62,32.243,453.44,28,41.5,7,30
5.1,21.273,309.29,21,30.5,4,22
5.137,30.545,388.48,27,37.5,7,29
5.161,38.784,531.51,36,52.5,8,39
7.367,39.158,528.63,36,56.0,7,40
5.013,20.2,320.32,20,30.5,2,21
4.796,31.567,387.48,28,43.0,5,31
5.0,40.302,524.67,36,56.0,7,40
4.0,40.169,490.56,36,52.0,10,38
6.0,67.462,885.91,62,77.0,27,62
7.194,44.122,588.71,40,59.0,9,44
5.62,33.172,450.82,30,43.0,7,32
4.267,37.754,495.62,34,51.5,10,37
6.509,41.767,609.56,37,52.5,10,40
7.15,49.663,586.74,43,66.0,10,48
3.827,37.736,542.36,36,50.0,10,38
6.167,46.422,538.62,41,65.0,9,46
9.0,65.952,768.02,55,69.0,10,56
6.553,39.667,538.09,36,57.0,6,41
9.412,86.277,1009.32,70,83.5,26,72
6.921,47.09,558.7,41,64.0,9,46
6.0,21.569,301.25,21,27.0,7,21
4.262,60.672,746.84,54,73.0,20,57
4.854,30.358,368.42,27,38.0,5,29
5.444,67.079,867.92,61,76.0,27,61
4.699,32.182,454.98,29,42.5,7,31
5.648,32.095,383.42,29,45.0,5,32
6.097,59.958,730.84,53,72.0,19,56
5.341,25.515,317.31,24,39.0,2,27
7.174,41.452,578.64,39,59.0,7,43
6.959,39.542,546.62,37,57.0,7,41
6.26,41.082,533.68,37,58.0,7,42
5.095,44.976,470.76,34,41.0,1,38
5.921,36.315,594.41,35,49.5,8,37
6.824,49.785,644.78,45,70.0,10,50
4.0,76.091,892.19,64,81.0,14,66
6.013,42.18,490.65,36,55.5,9,40
4.678,40.395,428.67,31,38.0,8,33
7.367,55.53,630.77,48,75.0,11,54
6.569,38.84,503.65,35,56.0,6,40
4.0,69.768,823.04,58,69.0,7,64
7.585,46.512,576.65,42,67.0,8,47
5.066,41.552,464.59,36,58.5,5,41
6.086,68.221,720.15,52,63.0,11,57
6.187,65.265,674.12,49,60.0,9,54
6.18,68.221,720.15,52,63.0,11,57
6.229,63.109,625.14,45,51.0,13,49
8.932,84.649,995.33,71,88.0,15,72
5.398,45.755,564.57,42,64.0,9,46
5.065,53.368,546.91,40,50.0,4,45
4.444,28.857,390.3,27,39.0,7,29
6.108,57.002,569.02,41,47.0,9,45
5.854,45.349,626.67,43,63.5,13,46
4.222,24.262,298.31,22,32.0,3,24
5.335,61.727,650.06,47,57.5,9,52
5.224,51.986,556.86,40,48.0,6,44
6.276,65.98,690.12,50,61.0,10,55
6.208,116.078,1457.46,108,162.0,32,120
6.292,64.566,694.53,49,60.0,9,54
5.0,24.724,321.79,22,30.0,4,24
6.201,68.221,720.15,52,63.0,11,57
5.573,53.368,546.91,40,50.0,4,45
5.48,57.631,603.97,44,55.0,5,49
6.244,64.121,678.08,49,60.0,9,54
5.544,48.932,528.8,38,46.0,4,42
5.627,56.399,687.75,51,75.5,14,56
6.26,60.925,644.12,45,52.0,10,49
4.886,27.359,316.37,24,37.0,4,26
4.222,45.436,580.59,41,52.0,6,45
5.278,47.303,581.61,43,63.0,10,47
6.26,65.265,674.12,49,60.0,9,54
4.194,24.475,379.17,23,33.0,4,24
6.276,43.513,534.54,40,62.0,8,44
4.495,23.45,300.28,22,32.0,4,23
4.523,21.33,319.16,19,28.0,3,20
4.137,34.708,390.51,29,41.0,3,32
5.345,54.125,653.73,48,68.0,14,52
4.523,35.234,392.53,29,40.0,4,32
4.638,23.229,297.28,22,34.0,4,24
5.523,35.08,560.2,32,47.0,6,34
4.449,31.74,358.47,27,41.5,5,31
4.222,31.513,390.42,28,37.0,1,31
4.811,49.051,513.84,37,44.0,3,41
4.635,36.964,473.47,34,46.0,7,36
4.74,31.798,386.43,28,38.0,2,31
4.39,33.794,374.52,28,41.5,8,31
4.222,35.61,420.49,31,44.0,1,35
4.827,36.664,424.53,31,42.0,3,34
4.721,37.379,440.53,32,43.0,3,35
4.74,38.094,456.53,33,44.0,3,36
4.222,29.745,370.38,27,38.0,1,30
4.222,29.557,356.4,26,36.0,1,29
4.222,30.272,372.4,27,37.0,1,30
4.857,36.137,422.51,31,43.0,3,34
4.222,29.745,370.38,27,38.0,2,30
5.314,33.658,438.42,31,40.0,10,32
4.403,32.046,342.52,25,32.0,3,27
5.036,46.621,469.83,34,40.0,1,38
5.322,45.094,455.8,33,39.0,1,37
5.222,37.322,590.23,34,49.0,7,36
4.797,35.131,460.42,33,45.0,8,35
4.781,35.131,460.42,33,45.0,8,35
6.215,64.566,694.53,49,60.0,9,54
5.095,44.788,456.78,33,39.0,1,37
5.119,32.315,386.42,29,44.0,1,34
4.564,33.267,372.5,28,42.5,5,32
4.161,28.719,319.43,24,35.5,6,26
4.131,24.907,285.37,21,29.0,7,22
5.365,44.261,454.76,33,40.0,1,37
4.58,37.476,422.56,31,42.0,6,33
4.674,36.761,406.56,30,41.0,6,32
4.796,35.234,392.53,29,40.0,5,31
4.407,35.422,406.51,30,42.0,3,33
4.83,36.761,406.56,30,41.0,8,31
5.678,47.841,484.84,35,41.0,3,39
5.876,50.895,512.9,37,43.0,5,41
4.879,44.261,454.76,33,40.0,1,37
5.583,44.073,440.78,32,38.0,1,36
5.967,34.6,406.45,31,50.0,4,35
5.721,41.357,506.61,37,57.0,7,41
5.327,15.735,200.21,14,17.0,3,15
4.451,34.304,430.51,31,47.0,5,34
5.721,38.115,464.57,34,53.5,5,38
4.521,34.304,430.51,31,47.0,5,34
5.959,42.884,520.64,38,58.0,8,42
4.854,38.115,464.57,34,53.5,5,38
5.959,41.357,506.61,37,57.0,7,41
4.71,36.733,474.52,34,51.0,6,37
5.317,18.788,228.27,16,19.0,5,17
5.529,17.262,214.24,15,18.0,4,16
4.907,46.932,504.78,36,42.0,2,40
5.307,45.502,472.78,34,40.0,1,38
4.237,28.412,341.46,25,40.0,3,27
4.066,30.654,371.49,27,42.0,4,29
4.143,32.895,401.52,29,44.0,5,31
5.444,16.02,196.22,14,18.0,0,16
5.297,44.788,456.78,33,39.0,1,37
5.409,45.502,472.78,34,40.0,1,38
5.353,46.314,470.81,34,40.0,2,38
5.545,45.073,452.79,33,40.0,1,37
4.231,29.03,354.38,26,37.0,3,28
6.114,66.608,809.87,60,88.5,16,66
4.523,46.405,502.76,36,43.0,2,40
4.523,45.69,486.76,35,42.0,2,39
4.523,45.502,472.78,34,40.0,2,38
4.523,46.217,488.78,35,41.0,3,39
4.77,36.842,436.48,33,51.0,4,37
4.536,36.127,420.48,32,50.0,4,36
5.208,38.557,464.49,35,54.0,5,39
4.726,46.217,488.78,35,41.0,2,39
4.523,45.502,472.78,34,40.0,2,38
4.963,46.217,488.78,35,41.0,2,39
5.092,45.69,486.76,35,42.0,2,39
6.046,38.557,464.49,35,54.0,5,39
6.0,39.272,480.49,36,55.0,5,40
4.418,24.745,325.3,24,37.0,4,26
4.484,38.038,552.95,37,55.0,7,40
4.2,38.038,552.95,37,55.0,7,40
5.125,35.362,484.95,33,51.0,7,36
5.032,30.534,402.47,28,42.0,6,30
6.824,74.748,794.23,58,74.0,13,64
4.523,30.337,365.41,27,39.0,5,29
4.633,22.638,302.25,22,32.0,1,24
4.714,37.716,533.42,35,53.0,8,38
6.143,60.056,597.08,43,49.0,11,47
5.4,47.555,604.62,44,63.0,14,46
5.9,50.474,610.73,44,58.0,16,45
4.712,35.362,484.95,33,51.0,7,36
4.839,34.918,468.5,33,51.0,7,36
4.26,35.745,502.94,34,52.0,7,37
4.015,25.142,362.35,25,40.0,4,27
5.951,51.711,646.63,48,72.0,11,53
5.602,34.534,450.51,32,50.0,7,35
4.812,35.362,484.95,33,51.0,7,36
5.339,55.986,604.9,44,56.0,5,49
4.357,61.595,801.93,55,69.0,24,55
4.726,35.362,484.95,33,51.0,7,36
6.131,63.738,660.09,48,59.0,9,53
5.613,62.081,759.81,56,81.0,16,61
6.056,53.948,540.96,39,45.0,7,43
5.565,55.798,590.92,43,54.0,5,48
6.347,65.662,705.09,51,64.0,10,56
5.384,50.883,611.69,45,64.0,12,49
9.174,67.677,767.07,54,62.0,21,56
6.06,123.238,1517.62,112,164.0,36,124
6.284,65.98,690.12,50,61.0,10,55
4.523,17.031,209.21,16,26.0,0,18
6.208,55.798,590.92,43,54.0,5,48
5.34,32.267,360.49,27,40.5,7,30
4.264,27.6,322.38,24,35.0,3,26
5.539,51.986,556.86,40,48.0,6,44
6.357,66.168,704.1,51,63.0,9,57
6.056,123.238,1517.62,112,164.0,36,124
4.523,24.853,293.34,22,33.0,3,24
4.523,28.127,324.4,24,34.0,2,27
5.886,63.758,685.2,47,52.0,20,50
4.686,35.234,392.53,29,40.0,7,30
4.745,27.71,345.34,26,41.0,2,29
6.268,55.798,590.92,43,54.0,5,48
4.786,54.534,585.91,42,50.0,6,46
4.469,20.305,240.27,18,27.0,3,19
6.244,63.738,660.09,48,59.0,9,53
5.187,36.324,452.51,32,40.0,15,32
6.229,66.76,699.13,51,65.0,9,57
4.571,29.214,332.43,25,38.5,5,28
4.796,26.832,314.35,24,38.0,2,27
6.143,116.078,1457.46,108,162.0,32,120
4.454,30.74,346.46,26,39.5,6,29
6.222,65.98,690.12,50,61.0,10,55
5.092,53.675,545.93,40,50.0,3,45
5.496,54.577,575.91,42,53.0,3,47
4.06,26.116,314.37,23,33.0,7,24
5.699,52.109,623.79,45,59.5,18,47
4.37,33.794,374.52,28,41.5,8,31
4.523,26.38,307.37,23,34.0,2,25
4.523,27.71,345.34,26,41.0,2,29
4.222,37.476,422.56,31,42.0,6,33
4.666,36.949,420.54,31,43.0,6,33
4.824,38.491,487.5,35,47.0,8,37
5.42,42.884,520.64,38,58.0,8,42
6.066,20.064,234.26,18,29.0,1,20
4.493,36.545,460.54,33,49.0,6,36
4.558,36.964,473.47,34,46.0,7,36
4.472,36.545,460.54,33,49.0,6,36
5.699,36.842,436.48,33,51.0,4,37
4.747,31.272,384.41,28,39.0,3,31
5.699,37.345,554.39,38,50.0,7,40
4.724,38.191,438.56,32,43.0,6,34
4.222,30.272,372.4,27,37.0,1,30
4.222,30.272,372.4,27,37.0,1,30
4.699,44.412,428.82,31,35.0,0,35
5.174,37.926,451.64,31,40.0,5,33
2.682,40.815,446.63,33,46.0,8,35
4.69,30.604,410.36,29,38.0,8,30
4.559,30.604,410.36,29,38.0,8,30
4.538,24.428,337.22,21,33.5,3,23
4.523,17.537,208.22,16,26.0,0,18
5.114,37.557,452.48,34,52.0,4,38
4.523,45.878,500.74,36,44.0,2,40
4.893,45.502,472.78,34,40.0,2,38
4.523,46.217,488.78,35,41.0,2,39
5.785,13.01,158.16,12,19.0,0,13
5.131,45.502,472.78,34,40.0,2,38
4.695,29.332,302.5,22,27.0,1,25
5.301,36.842,436.48,33,51.0,4,37
4.932,35.362,484.95,33,51.0,7,36
5.009,34.856,485.94,33,52.0,7,36
4.59,38.038,552.95,37,55.0,7,40
4.943,34.918,468.5,33,51.0,7,36
5.824,24.745,325.3,24,37.0,4,26
4.431,30.534,402.47,28,42.0,6,30
4.947,36.061,464.54,33,51.0,7,36
6.4,49.114,607.67,44,60.5,15,46
6.2,54.871,695.82,49,66.5,18,51
6.2,57.543,723.24,51,69.0,18,53
7.538,48.436,621.65,45,72.0,9,50
6.5,49.254,595.72,43,57.0,15,44
4.745,31.095,371.41,28,43.0,5,31
5.7,51.63,647.7,47,66.0,14,49
6.6,46.555,592.61,43,61.0,13,45
6.8,57.431,704.8,51,69.0,18,53
5.3,60.705,735.86,53,70.0,21,55
5.9,66.823,792.96,58,80.0,20,61
5.8,55.178,673.79,48,61.0,20,49
5.7,48.576,604.67,43,55.0,18,44
8.398,41.767,609.56,37,52.5,10,40
5.4,56.839,709.77,51,68.0,19,53
4.3,33.481,425.42,31,44.5,9,33
5.845,51.589,540.86,40,53.5,1,46
6.0,58.597,727.78,53,74.0,18,56
6.4,55.376,694.83,49,66.5,18,51
5.602,43.873,541.61,39,52.0,14,40
6.591,53.925,669.76,48,63.0,19,49
5.538,33.62,419.55,29,38.0,7,32
6.451,30.05,381.56,25,32.0,5,27
5.56,33.62,419.55,29,38.0,7,32
4.469,30.605,408.81,29,44.5,4,32
6.6,46.081,588.7,41,56.0,15,42
4.8,29.207,382.35,28,42.5,7,30
4.387,33.687,436.49,31,48.5,6,34
4.7,44.136,550.63,39,49.0,16,39
5.164,38.432,444.57,32,41.0,11,34
6.416,29.336,359.48,25,34.5,7,27
4.1,28.966,376.34,28,44.0,5,31
5.7,28.186,367.33,27,40.5,4,29
6.292,27.809,345.45,24,33.5,6,26
5.4,28.966,376.34,28,43.5,4,30
5.108,34.708,390.51,29,41.0,2,33
5.0,28.68,380.33,28,43.5,5,30
4.7,32.6,398.45,29,40.0,6,31
4.7,48.045,566.72,41,54.0,13,43
6.942,31.576,395.59,26,33.0,7,28
6.06,38.094,456.53,33,44.0,10,35
5.2,35.744,458.46,33,45.0,10,34
4.569,33.59,408.43,31,50.0,5,34
7.119,53.903,672.83,47,61.0,19,48
6.268,45.84,576.61,42,60.0,12,44
5.7,48.539,579.72,42,56.0,13,44
6.6,51.093,628.68,46,65.5,15,49
5.9,22.417,299.25,22,33.0,2,24
5.1,57.419,703.82,50,63.0,22,51
6.6,58.211,713.81,52,73.0,17,55
6.777,31.576,395.59,26,33.0,7,28
6.7,55.716,676.79,49,66.5,17,51
6.4,54.785,693.72,50,68.0,20,52
6.5,52.432,628.73,46,64.5,16,49
6.215,51.094,527.86,39,52.0,1,45
5.0,50.168,611.71,44,58.0,12,46
5.328,46.158,561.64,41,57.0,12,43
6.877,56.716,688.8,50,68.0,18,52
5.921,44.744,566.05,40,56.0,11,42
6.414,30.05,381.56,25,32.0,5,27
5.0,47.378,576.65,42,58.0,13,45
5.7,52.189,638.74,46,61.0,15,48
6.4,58.64,733.8,53,73.0,19,55
5.4,52.813,622.79,45,59.0,15,47
5.3,45.873,565.63,41,56.0,11,43
6.867,33.103,409.62,27,34.0,7,29
6.2,50.905,614.7,45,63.5,16,48
5.4,51.189,626.73,45,59.0,17,46
4.9,40.577,507.54,37,52.5,10,39
4.602,30.777,392.46,28,43.0,3,32
6.195,41.103,505.7,35,50.0,7,39
7.019,30.05,381.56,25,32.0,7,27
4.0,34.884,439.53,32,53.5,5,36
6.982,30.05,381.56,25,32.0,7,27
4.959,25.922,408.26,24,35.0,4,26
6.247,45.684,547.79,38,53.0,9,42
6.517,30.238,395.54,26,34.0,7,28
4.0,33.39,414.52,30,49.5,5,34
6.2,50.248,647.71,46,67.5,12,49
5.4,48.576,604.67,43,55.0,18,44
5.1,48.179,588.67,43,60.5,12,46
6.446,35.157,425.67,28,34.0,13,29
5.921,42.97,511.63,37,49.0,13,38
4.535,28.127,324.4,24,34.0,3,26
7.7,61.979,757.87,55,75.0,21,57
5.606,40.862,488.58,35,45.0,12,37
5.4,31.427,409.37,30,44.5,6,32
4.292,27.832,326.36,25,40.0,3,28
6.368,29.336,359.48,25,34.5,7,27
5.52,39.62,470.56,34,45.0,11,36
4.658,31.208,389.85,28,43.0,5,31
4.3,26.998,341.34,25,36.0,6,26
5.4,28.299,385.77,27,40.5,4,29
4.6,32.766,409.42,30,43.5,8,33
6.893,55.43,686.86,48,62.0,20,49
4.1,28.853,357.4,26,36.5,4,28
5.1,41.566,518.57,37,48.0,15,38
5.2,31.546,394.41,29,42.5,7,31
4.8,45.211,541.66,39,51.0,14,40
5.4,29.492,378.36,28,42.5,5,30
5.377,34.708,390.51,29,41.0,2,33
5.747,47.062,490.8,36,46.0,1,41
6.828,30.576,383.58,25,31.0,10,26
5.1,29.395,396.33,29,44.5,5,31
6.2,59.43,734.9,52,70.0,20,54
6.427,33.63,411.64,27,33.0,12,28
6.175,41.103,505.7,35,50.0,7,39
7.097,30.05,381.56,25,32.0,7,27
2.499,40.815,446.63,33,46.0,9,35
5.13,41.147,484.59,35,46.0,12,37
4.3,33.261,422.42,31,46.5,8,34
5.1,27.471,351.33,26,39.5,4,28
6.285,45.684,547.79,38,53.0,9,42
4.0,26.186,343.31,25,36.0,4,27
4.553,33.61,417.52,30,45.5,7,33
4.921,39.95,471.54,36,58.5,4,41
7.287,30.05,381.56,25,32.0,7,27
4.4,26.778,338.34,25,38.0,4,27
6.947,32.103,397.61,26,32.0,11,27
5.2,39.675,477.56,35,49.5,10,37
6.783,33.103,409.62,27,34.0,7,29
7.2,54.731,707.27,48,62.0,19,49
2.903,33.708,378.5,28,40.0,6,30
4.9,32.6,398.45,29,40.0,6,31
4.456,39.26,493.98,35,50.5,7,38
5.658,44.918,618.84,40,59.5,8,44
6.337,44.295,612.19,40,60.5,9,44
5.745,43.467,577.75,39,59.5,9,43
4.932,31.181,352.46,26,36.0,7,27
6.229,44.295,612.19,40,60.5,9,44
5.77,53.903,672.83,47,61.0,19,48
6.268,55.43,686.86,48,62.0,20,49
4.712,34.422,394.5,29,40.0,9,30
6.187,42.444,493.59,37,56.0,8,41
5.06,41.072,520.54,38,54.0,7,41
5.668,27.788,336.36,25,37.0,6,27
2.551,57.157,678.78,50,71.0,9,54
2.785,56.442,662.78,49,70.0,9,53
2.924,55.728,646.78,48,69.0,9,52
6.257,27.809,345.45,24,33.5,6,26
4.762,32.896,380.47,28,39.0,8,29
4.535,34.422,394.5,29,40.0,9,30
6.215,31.961,361.47,27,39.0,6,29
5.222,34.244,455.48,32,47.0,5,35
5.097,28.216,458.27,27,38.0,4,29
5.097,28.216,458.27,27,38.0,4,29
5.097,28.216,458.27,27,38.0,4,29
5.857,53.116,554.89,41,54.5,2,47
5.264,49.61,519.85,38,48.0,2,43
5.757,55.411,576.95,42,52.5,5,47
4.959,25.922,408.26,24,35.0,4,26
5.75,48.083,505.82,37,47.0,1,42
6.036,28.412,320.41,24,35.0,6,26
5.83,49.304,520.83,38,48.5,1,43
5.046,31.567,387.48,28,43.0,5,31
5.783,46.062,478.79,35,44.5,1,40
5.49,30.892,526.27,31,42.0,4,33
4.638,25.922,408.26,24,35.0,4,26
4.824,25.539,390.27,23,34.0,4,25
5.301,28.216,458.27,27,38.0,4,29
