pXC50,SaaNH,NaaNH,C.035,Eig02_EA.ed.,SM11_AEA.dm.,Eig02_AEA.ed.,SpMax1_Bh.s.,Eig02_EA.ri.,nN.CO.2,PCR,PCD,Eig01_AEA.dm.,SpMax_AEA.dm.,Eig02_AEA.ri.,nCONN,piID,H.049,MPC09,SpMax2_Bh.s.,N.072,Eig02_EA.bo.,SM12_AEA.ri.,Eig02_EA,SM10_AEA.bo.,TWC,MPC06,Rperim,MWC09,X4A,MWC08,SsssN,MWC10,SM08_EA,SdO,nCIC,TRS,O.058,SM14_EA,SM15_EA,MPC08,SM06_EA,MWC07,SM04_EA.ed.,SM05_AEA.ed.,Eig03_AEA.ed.,SM06_AEA.ed.,SM08_EA.bo.,SaaN,SM13_EA,X5A,SM03_EA.ed.,SM07_AEA.ed.,MPC07,nCIR,SM11_EA,SM12_EA,MATS2e,NdssC,X3A,SM04_AEA.ed.,D.Dtr05,MPC10,SM10_EA,SM08_EA.ed.,SM07_EA,N.075,NaaN,nAB
8.699,3.038,1,1,9.154,9.154,6.198,7.444,2.749,1,1.318,2.225,3.968,3.968,3.807,1,9.231,0,4.762,7.411,2,3.697,3.697,2.84,2.84,12.528,4.543,15,11.1,0.108,10.187,2.424,12.016,10.044,24.06,3,17,2,16.934,18.108,4.71,7.898,9.275,10.708,10.77,5.845,12.569,12.046,4.332,15.752,0.066,7.57,14.391,4.615,4,13.413,14.595,0.149,2,0.179,9.004,44.165,4.754,12.29,19.858,8.794,1,1,11
7.097,3.12,1,1,10.736,10.736,6.673,7.444,3.041,1,1.456,3.438,3.968,3.968,4.071,1,10.969,0,5.136,7.411,2,4.137,4.137,3.083,3.083,12.731,4.745,19,11.3,0.104,10.376,2.467,12.225,10.24,24.316,4,23,2,17.169,18.343,5.05,8.061,9.453,10.93,10.935,6.004,12.752,12.618,4.447,15.987,0.065,7.763,14.591,4.89,6,13.641,14.826,0.266,2,0.171,9.153,38.906,5.142,12.509,20.179,8.976,1,1,16
9.456,2.965,1,1,9.93,9.93,6.454,7.444,2.877,1,1.326,2.252,3.968,3.968,3.941,1,9.161,0,4.745,7.411,2,3.871,3.871,2.971,2.971,12.576,4.554,15,11.144,0.107,10.228,2.345,12.068,10.125,23.996,3,17,2,17.037,18.211,4.71,7.957,9.306,10.793,10.837,5.933,12.646,12.172,4.264,15.857,0.064,7.65,14.476,4.605,4,13.517,14.697,0.183,2,0.176,9.059,39.258,4.644,12.386,19.981,8.885,1,1,11
6.533,0.0,0,1,9.64,9.64,6.356,6.471,2.686,0,1.559,3.971,3.373,3.373,3.799,0,11.072,0,4.844,5.176,0,3.925,3.925,2.857,2.857,12.531,4.554,18,11.099,0.105,10.177,0.0,12.025,9.98,0.0,4,22,0,16.939,18.119,4.875,7.803,9.253,10.679,10.647,5.645,12.457,12.971,12.486,15.751,0.066,7.496,14.296,4.718,7,13.392,14.585,0.224,0,0.165,8.879,62.53,4.82,12.257,20.061,8.694,3,3,20
9.097,3.004,1,1,9.148,9.148,6.197,7.444,2.731,1,1.324,2.202,3.968,3.968,3.797,1,9.001,0,4.654,7.411,2,3.684,3.684,2.833,2.833,12.486,4.477,15,11.058,0.106,10.142,2.401,11.976,10.019,23.901,3,17,2,16.925,18.101,4.615,7.865,9.227,10.679,10.739,5.845,12.541,12.033,4.283,15.742,0.065,7.542,14.366,4.511,4,13.4,14.582,0.193,2,0.18,8.969,37.582,4.522,12.272,19.849,8.775,1,1,11
7.886,3.055,1,1,9.215,9.215,6.21,7.444,2.778,1,1.325,2.213,3.968,3.968,3.824,1,9.012,0,4.615,7.411,2,3.709,3.709,2.85,2.85,12.493,4.466,15,11.064,0.106,10.149,2.451,11.983,10.025,23.961,3,17,2,16.934,18.11,4.635,7.867,9.232,10.688,10.74,5.851,12.543,12.04,4.338,15.752,0.066,7.542,14.369,4.533,4,13.409,14.591,0.285,2,0.178,8.97,36.796,4.522,12.28,19.859,8.779,1,1,11
7.77,3.09,1,1,9.302,9.302,6.232,7.475,2.758,1,1.301,2.263,3.987,3.987,3.82,1,9.77,0,5.124,7.444,2,3.702,3.702,2.855,2.855,12.698,4.787,15,11.268,0.108,10.353,2.776,12.187,10.142,36.029,3,17,3,17.043,18.223,5.05,8.013,9.439,10.839,10.874,5.976,12.666,12.078,4.43,15.855,0.069,7.698,14.486,4.913,4,13.507,14.694,0.202,3,0.174,9.12,62.509,5.124,12.385,20.071,8.879,1,1,11
8.699,2.965,1,1,9.148,9.148,6.197,7.444,2.744,1,1.324,2.202,3.968,3.968,3.801,1,9.001,0,4.654,7.411,2,3.684,3.684,2.833,2.833,12.486,4.477,15,11.058,0.106,10.142,2.359,11.976,10.019,23.866,3,17,2,16.925,18.101,4.615,7.865,9.227,10.679,10.739,5.845,12.541,12.033,4.245,15.742,0.065,7.542,14.366,4.511,4,13.4,14.582,0.177,2,0.18,8.969,37.582,4.522,12.272,19.849,8.775,1,1,11
8.886,3.131,1,1,9.302,9.302,6.232,7.445,2.758,1,1.294,2.265,3.987,3.987,3.82,1,9.98,0,5.17,7.428,3,3.702,3.702,2.855,2.855,12.729,4.82,15,11.301,0.111,10.39,2.815,12.216,10.164,37.224,3,17,3,17.047,18.226,5.088,8.046,9.482,10.859,10.904,5.976,12.691,12.086,4.482,15.861,0.071,7.714,14.506,4.949,4,13.516,14.702,0.157,3,0.178,9.157,73.402,5.193,12.398,20.074,8.895,1,1,11
8.456,2.925,1,1,9.148,9.148,6.197,8.201,2.74,1,1.324,2.202,3.968,3.968,3.8,1,9.001,0,4.654,7.444,2,3.684,3.684,2.833,2.833,12.486,4.477,15,11.058,0.106,10.142,2.314,11.976,10.019,23.83,3,17,2,16.925,18.101,4.615,7.865,9.227,10.679,10.739,5.845,12.541,12.033,4.204,15.742,0.065,7.542,14.366,4.511,4,13.4,14.582,0.132,2,0.18,8.969,37.582,4.522,12.272,19.849,8.775,1,1,11
8.481,3.138,1,1,9.3,9.3,6.234,7.444,2.786,1,1.305,2.191,3.986,3.986,3.847,1,9.377,0,4.942,7.411,2,3.727,3.727,2.88,2.88,12.652,4.691,15,11.222,0.11,10.304,4.771,12.143,10.164,24.901,3,17,2,17.063,18.24,4.852,8.01,9.386,10.856,10.888,5.975,12.696,12.085,4.453,15.881,0.064,7.732,14.525,4.787,4,13.54,14.721,0.235,2,0.173,9.113,49.526,4.997,12.414,20.081,8.918,1,1,11
7.097,3.075,1,1,9.324,9.324,6.239,7.444,2.812,1,1.321,2.249,3.968,3.968,3.872,1,9.256,0,4.796,7.411,2,3.753,3.753,2.904,2.904,12.57,4.554,15,11.142,0.106,10.227,4.438,12.059,10.114,24.144,3,17,2,16.988,18.159,4.745,7.962,9.313,10.775,10.84,5.946,12.644,12.08,4.379,15.811,0.066,7.644,14.469,4.635,4,13.481,14.657,0.186,2,0.178,9.067,41.825,4.754,12.358,19.908,8.876,1,1,11
6.301,3.019,1,1,9.387,9.387,6.241,7.444,2.82,1,1.318,2.26,3.968,3.968,3.887,1,9.361,0,4.89,7.411,2,3.844,3.844,2.92,2.92,12.614,4.625,15,11.185,0.105,10.27,2.379,12.104,10.114,24.198,3,17,2,16.991,18.163,4.836,7.971,9.352,10.783,10.844,5.888,12.639,12.146,4.336,15.813,0.066,7.65,14.456,4.71,4,13.48,14.658,0.007,2,0.179,9.079,44.129,4.883,12.357,19.904,8.872,1,1,11
7.71,0.0,0,0,9.572,9.572,6.335,7.428,2.743,0,1.423,3.148,3.954,3.954,3.81,1,10.593,0,5.153,5.174,2,3.717,3.717,2.845,2.845,12.694,4.762,19,11.26,0.103,10.331,2.844,12.193,10.133,12.76,4,23,1,17.138,18.332,5.063,7.96,9.402,10.834,10.814,5.895,12.621,12.018,0.0,15.937,0.066,7.662,14.456,4.913,7,13.558,14.76,0.364,3,0.167,9.047,32.345,5.118,12.416,20.24,8.852,0,0,12
5.75,0.0,0,1,9.818,9.818,6.394,6.471,2.851,0,1.566,4.313,3.38,3.38,3.925,0,11.93,0,5.147,5.179,0,4.039,4.039,2.962,2.962,12.707,4.762,19,11.277,0.107,10.357,0.0,12.2,10.159,0.0,4,23,0,17.053,18.224,5.106,8.003,9.437,10.862,10.858,6.099,12.662,13.065,12.603,15.873,0.068,7.711,14.492,4.942,7,13.535,14.718,-0.041,0,0.168,9.093,36.956,5.252,12.413,20.156,8.881,3,3,21
10.48,3.092,1,1,10.004,10.004,6.466,7.444,2.885,1,1.301,2.185,3.987,3.987,3.95,1,9.437,0,5.056,7.411,2,3.876,3.876,2.981,2.981,12.71,4.762,15,11.277,0.107,10.355,2.808,12.206,10.192,25.371,3,17,2,17.132,18.312,5.004,8.025,9.429,10.897,10.898,6.022,12.708,12.185,4.428,15.945,0.066,7.738,14.542,4.875,4,13.593,14.78,0.249,2,0.169,9.123,50.686,5.024,12.459,20.169,8.934,1,1,11
6.0,2.901,1,1,9.324,9.324,6.239,7.475,2.861,1,1.336,2.352,3.968,3.968,3.889,1,9.359,0,4.796,7.444,2,3.805,3.805,2.904,2.904,12.57,4.554,15,11.142,0.106,10.227,2.259,12.059,10.114,35.012,3,17,3,16.988,18.159,4.745,7.962,9.313,10.775,10.84,5.946,12.644,12.128,4.204,15.811,0.066,7.644,14.469,4.635,4,13.481,14.657,0.243,3,0.178,9.067,41.825,4.754,12.358,19.908,8.876,1,1,11
8.845,0.0,0,0,9.593,9.593,6.34,7.428,2.727,0,1.383,3.077,3.957,3.957,3.801,1,11.115,0,5.537,4.954,2,3.647,3.647,2.841,2.841,12.835,4.97,25,11.401,0.105,10.474,3.121,12.333,10.204,13.195,5,29,1,17.184,18.377,5.421,8.055,9.548,10.913,10.892,5.989,12.689,11.973,0.0,15.981,0.067,7.719,14.517,5.209,8,13.603,14.809,0.328,3,0.168,9.139,40.389,5.591,12.473,20.298,8.895,0,0,12
8.032,0.0,0,0,9.591,9.591,6.339,7.431,2.726,0,1.413,3.162,3.959,3.959,3.8,1,10.811,0,5.333,7.426,3,3.647,3.647,2.839,2.839,12.766,4.89,19,11.331,0.103,10.4,2.783,12.266,10.165,24.823,4,23,2,17.172,18.367,5.283,7.999,9.469,10.878,10.849,5.981,12.654,11.988,0.0,15.969,0.065,7.695,14.487,5.112,7,13.586,14.791,0.322,4,0.169,9.087,37.359,5.308,12.446,20.29,8.874,0,0,12
6.137,0.0,0,0,10.051,10.051,6.474,7.428,2.822,0,1.48,3.957,3.956,3.956,3.896,1,12.204,0,5.525,5.174,2,3.727,3.727,2.932,2.932,12.883,4.984,25,11.45,0.106,10.526,2.856,12.379,10.286,13.145,5,29,1,17.267,18.46,5.38,8.134,9.603,10.994,10.979,6.085,12.779,12.248,0.0,16.065,0.068,7.811,14.61,5.182,8,13.689,14.892,0.28,3,0.17,9.222,49.416,5.598,12.556,20.386,8.987,0,0,18
7.532,3.018,1,1,11.859,11.859,6.998,7.717,3.075,1,1.313,2.391,4.684,4.684,4.277,1,10.023,0,5.147,7.444,2,4.231,4.231,3.335,3.335,12.827,4.828,15,11.395,0.111,10.483,4.454,12.318,10.615,50.369,3,17,4,17.724,18.925,5.05,8.365,9.563,11.234,11.184,6.229,13.035,12.896,4.379,16.518,0.065,8.165,14.913,4.927,4,14.119,15.326,0.253,2,0.174,9.373,64.52,5.215,12.949,20.806,9.357,1,1,11
6.699,3.019,1,1,10.161,10.161,6.503,7.444,2.889,1,1.323,2.291,3.968,3.968,3.964,1,9.392,0,4.89,7.411,2,3.892,3.892,3.0,3.0,12.64,4.644,15,11.21,0.106,10.291,2.376,12.132,10.165,24.209,3,17,2,17.069,18.243,4.828,8.001,9.372,10.846,10.882,5.947,12.69,12.196,4.34,15.89,0.065,7.708,14.52,4.736,4,13.551,14.731,0.007,2,0.177,9.105,44.414,4.868,12.422,20.033,8.92,1,1,11
5.155,2.765,1,0,8.105,8.105,5.96,7.444,2.397,1,1.197,1.171,3.974,3.974,3.445,1,7.121,1,3.219,7.411,2,3.076,3.076,2.471,2.471,12.188,4.025,9,10.761,0.106,9.851,2.626,11.674,9.786,23.636,2,11,2,16.766,17.95,3.714,7.601,8.938,10.477,10.487,5.928,12.305,11.468,4.029,15.577,0.068,7.322,14.148,3.892,3,13.215,14.404,0.27,2,0.174,8.703,30.161,2.773,12.069,19.796,8.545,1,1,5
7.437,3.062,1,1,11.86,11.86,6.998,7.715,3.169,1,1.295,2.33,4.727,4.727,4.292,1,10.222,0,5.215,7.444,2,4.235,4.235,3.342,3.342,12.925,4.89,21,11.495,0.111,10.577,4.139,12.418,10.758,50.803,4,23,4,18.028,19.258,5.1,8.461,9.656,11.395,11.292,6.229,13.17,12.958,4.411,16.795,0.066,8.281,15.079,5.024,5,14.343,15.575,0.277,2,0.172,9.458,67.218,5.357,13.145,21.256,9.475,1,1,11
9.125,3.032,1,1,9.148,9.148,6.197,7.444,2.728,1,1.324,2.202,3.968,3.968,3.797,1,9.001,0,4.654,7.411,2,3.684,3.684,2.833,2.833,12.486,4.477,15,11.058,0.106,10.142,2.431,11.976,10.019,23.925,3,17,2,16.925,18.101,4.615,7.865,9.227,10.679,10.739,5.845,12.541,12.033,4.311,15.742,0.065,7.542,14.366,4.511,4,13.4,14.582,0.223,2,0.18,8.969,37.582,4.522,12.272,19.849,8.775,1,1,11
7.903,2.828,1,1,9.886,9.886,6.443,8.201,2.829,1,1.33,2.244,3.968,3.968,3.907,1,9.044,0,4.595,7.444,2,3.803,3.803,2.944,2.944,12.521,4.477,15,11.091,0.106,10.173,2.238,12.013,10.08,23.824,3,17,2,17.009,18.185,4.635,7.901,9.253,10.752,10.782,5.929,12.598,12.1,4.118,15.827,0.065,7.597,14.435,4.564,4,13.482,14.665,0.132,2,0.177,8.999,36.168,4.477,12.348,19.966,8.832,1,1,11
8.377,0.0,0,0,9.643,9.643,6.35,7.428,2.764,0,1.384,3.12,3.957,3.957,3.831,1,11.254,0,5.591,4.953,2,3.743,3.743,2.867,2.867,12.875,5.011,25,11.44,0.105,10.515,3.151,12.373,10.244,13.306,5,29,1,17.204,18.395,5.468,8.103,9.587,10.949,10.941,5.99,12.733,12.053,0.0,16.004,0.066,7.766,14.555,5.242,8,13.632,14.834,0.342,3,0.168,9.192,42.317,5.663,12.504,20.31,8.945,0,0,12
8.886,3.147,1,1,9.302,9.302,6.232,7.445,2.758,1,1.391,3.345,3.987,3.987,3.82,2,11.9,0,5.303,7.428,5,3.702,3.702,2.855,2.855,12.928,5.017,21,11.504,0.117,10.612,2.808,12.402,10.332,38.116,4,23,3,17.099,18.267,5.242,8.275,9.721,11.012,11.117,5.976,12.876,12.353,4.518,15.921,0.074,7.89,14.664,5.142,5,13.604,14.781,0.18,4,0.184,9.4,118.88,5.323,12.515,20.106,9.061,1,1,17
8.26,3.092,1,1,9.559,9.559,6.295,7.444,2.945,1,1.451,3.4,3.968,3.968,3.961,1,10.931,0,5.124,7.411,2,4.172,4.172,2.969,2.969,12.683,4.718,19,11.254,0.106,10.337,2.46,12.173,10.178,24.228,4,23,2,17.045,18.213,4.99,8.028,9.42,10.846,10.896,6.068,12.698,12.536,4.403,15.869,0.066,7.7,14.522,4.828,6,13.539,14.718,0.266,2,0.175,9.128,40.774,5.147,12.422,19.97,8.921,1,1,16
7.77,3.365,1,0,9.078,9.078,6.15,5.257,2.718,0,1.588,4.263,3.285,3.285,3.761,0,11.514,0,4.977,4.889,0,3.886,3.886,2.785,2.785,12.502,4.615,19,11.072,0.106,10.156,0.0,11.992,9.89,0.0,4,23,0,16.718,17.879,4.913,7.766,9.239,10.577,10.602,5.874,12.389,12.915,8.996,15.544,0.068,7.413,14.204,4.762,7,13.22,14.401,0.225,0,0.169,8.856,27.934,4.927,12.117,19.733,8.598,2,2,21
8.481,3.037,1,1,11.86,11.86,6.998,7.717,3.067,1,1.307,2.343,4.683,4.683,4.281,1,9.974,0,5.112,7.444,2,4.234,4.234,3.339,3.339,12.813,4.828,15,11.381,0.112,10.473,4.491,12.303,10.611,49.906,3,17,4,17.711,18.911,4.997,8.364,9.554,11.227,11.183,6.227,13.034,12.892,4.382,16.507,0.065,8.165,14.911,4.927,4,14.111,15.316,0.253,2,0.175,9.373,70.387,5.247,12.943,20.795,9.355,1,1,11
8.0,3.008,1,1,9.93,9.93,6.454,7.444,2.902,1,1.326,2.252,3.968,3.968,3.948,1,9.161,0,4.745,7.411,2,3.871,3.871,2.971,2.971,12.576,4.554,15,11.144,0.107,10.228,2.392,12.068,10.125,24.035,3,17,2,17.037,18.211,4.71,7.957,9.306,10.793,10.837,5.933,12.646,12.172,4.307,15.857,0.064,7.65,14.476,4.605,4,13.517,14.697,0.267,2,0.176,9.059,39.258,4.644,12.386,19.981,8.885,1,1,11
8.917,0.0,0,0,9.643,9.643,6.35,7.428,2.764,0,1.389,3.126,3.957,3.957,3.831,1,11.163,0,5.568,4.953,2,3.743,3.743,2.867,2.867,12.87,4.997,24,11.435,0.104,10.508,3.137,12.369,10.242,13.251,5,28,1,17.206,18.397,5.451,8.097,9.579,10.948,10.937,5.99,12.731,12.053,0.0,16.007,0.064,7.766,14.554,5.231,8,13.636,14.836,0.339,3,0.167,9.185,97.866,5.628,12.505,20.31,8.956,0,0,12
8.456,3.087,1,1,9.257,9.257,6.222,7.444,2.887,1,1.428,3.242,3.968,3.968,3.9,1,10.813,0,5.03,7.411,2,3.885,3.885,2.909,2.909,12.673,4.7,21,11.247,0.109,10.337,2.455,12.158,10.174,24.281,4,23,2,17.015,18.181,4.92,8.039,9.429,10.841,10.905,6.111,12.702,12.265,4.399,15.84,0.068,7.7,14.522,4.812,5,13.516,14.693,0.276,2,0.178,9.142,51.366,5.124,12.405,19.951,8.914,1,1,17
5.994,0.0,0,0,9.572,9.572,6.335,7.435,2.733,0,1.369,2.748,3.991,3.991,3.807,1,10.192,0,5.153,7.423,3,3.711,3.711,2.845,2.845,12.694,4.762,19,11.26,0.103,10.331,2.496,12.193,10.133,24.789,4,23,2,17.138,18.332,5.063,7.96,9.402,10.834,10.814,5.895,12.621,11.953,0.0,15.937,0.066,7.662,14.456,4.913,7,13.558,14.76,0.208,3,0.167,9.047,32.345,5.118,12.416,20.24,8.852,0,0,12
8.699,2.946,1,0,9.987,9.987,6.463,7.444,2.882,1,1.322,2.283,3.983,3.983,3.947,1,9.373,0,4.913,7.411,2,3.873,3.873,2.978,2.978,12.641,4.644,15,11.21,0.108,10.291,2.398,12.135,10.159,24.686,3,17,2,17.084,18.261,4.86,7.991,9.367,10.846,10.868,6.014,12.677,12.18,4.341,15.9,0.066,7.695,14.51,4.727,4,13.555,14.738,0.203,2,0.172,9.092,45.68,4.852,12.423,20.072,8.91,1,1,11
8.757,3.006,1,1,9.148,9.148,6.197,7.444,2.749,1,1.324,2.202,3.968,3.968,3.803,1,9.001,0,4.654,7.411,2,3.684,3.684,2.833,2.833,12.486,4.477,15,11.058,0.106,10.142,2.403,11.976,10.019,23.903,3,17,2,16.925,18.101,4.615,7.865,9.227,10.679,10.739,5.845,12.541,12.033,4.286,15.742,0.065,7.542,14.366,4.511,4,13.4,14.582,0.242,2,0.18,8.969,37.582,4.522,12.272,19.849,8.775,1,1,11
6.391,0.0,0,0,10.204,10.204,6.535,7.434,2.802,0,1.352,2.67,4.026,4.026,3.892,1,10.254,0,5.298,7.422,3,3.659,3.659,2.936,2.936,12.825,4.905,19,11.388,0.102,10.447,4.364,12.331,10.272,25.736,4,23,2,17.386,18.596,5.242,8.055,9.507,11.001,10.921,6.032,12.752,11.952,0.0,16.17,0.065,7.794,14.609,5.094,7,13.758,14.975,0.282,3,0.163,9.131,36.448,5.273,12.595,20.523,8.976,0,0,12
7.959,0.0,0,0,9.565,9.565,6.333,7.428,2.722,0,1.426,3.124,3.954,3.954,3.794,1,10.459,0,5.056,5.174,2,3.647,3.647,2.831,2.831,12.653,4.71,19,11.219,0.103,10.289,2.824,12.153,10.095,12.675,4,23,1,17.125,18.321,5.011,7.907,9.358,10.801,10.759,5.894,12.574,11.943,0.0,15.922,0.066,7.609,14.416,4.868,7,13.535,14.742,0.337,3,0.166,8.986,29.764,5.004,12.389,20.235,8.8,0,0,12
6.81,0.0,0,0,9.572,9.572,6.335,7.435,2.749,0,1.369,2.748,3.991,3.991,3.812,1,10.192,0,5.153,7.423,3,3.711,3.711,2.845,2.845,12.694,4.762,19,11.26,0.103,10.331,2.588,12.193,10.133,24.843,4,23,2,17.138,18.332,5.063,7.96,9.402,10.834,10.814,5.895,12.621,11.953,0.0,15.937,0.066,7.662,14.456,4.913,7,13.558,14.76,0.303,3,0.167,9.047,32.345,5.118,12.416,20.24,8.852,0,0,12
8.31,0.0,0,0,9.643,9.643,6.35,8.201,2.747,0,1.384,3.12,3.957,3.957,3.826,1,11.254,0,5.591,7.428,2,3.743,3.743,2.867,2.867,12.875,5.011,25,11.44,0.105,10.515,2.789,12.373,10.244,13.184,5,29,1,17.204,18.395,5.468,8.103,9.587,10.949,10.941,5.99,12.733,12.053,0.0,16.004,0.066,7.766,14.555,5.242,8,13.632,14.834,0.18,3,0.168,9.192,42.317,5.663,12.504,20.31,8.945,0,0,12
8.201,0.0,0,0,9.591,9.591,6.339,7.431,2.729,0,1.47,3.843,3.959,3.959,3.802,1,12.019,0,5.509,7.426,3,3.647,3.647,2.84,2.84,12.873,4.99,25,11.44,0.108,10.52,2.795,12.367,10.246,25.845,5,29,2,17.195,18.385,5.407,8.115,9.599,10.951,10.95,5.984,12.738,12.149,0.0,15.995,0.068,7.766,14.558,5.215,8,13.625,14.827,0.311,4,0.17,9.206,48.008,5.583,12.501,20.304,8.944,0,0,18
9.377,0.0,0,0,9.593,9.593,6.34,7.428,2.727,0,1.388,3.083,3.957,3.957,3.802,1,11.024,0,5.513,4.954,2,3.647,3.647,2.841,2.841,12.83,4.956,24,11.396,0.105,10.467,3.107,12.329,10.203,13.14,5,28,1,17.186,18.379,5.403,8.048,9.539,10.912,10.887,5.989,12.686,11.972,0.0,15.984,0.065,7.719,14.516,5.198,8,13.608,14.811,0.323,3,0.167,9.132,93.595,5.553,12.474,20.298,8.906,0,0,12
6.361,0.0,0,0,9.615,9.615,6.343,7.435,2.765,0,1.37,2.758,3.991,3.991,3.826,1,10.203,0,5.136,7.423,3,3.736,3.736,2.858,2.858,12.701,4.762,19,11.266,0.103,10.337,2.598,12.2,10.139,24.882,4,23,2,17.147,18.34,5.081,7.962,9.406,10.841,10.815,5.898,12.623,11.961,0.0,15.945,0.066,7.662,14.458,4.913,7,13.566,14.768,0.303,3,0.165,9.047,31.693,5.112,12.424,20.247,8.856,0,0,12
9.509,3.195,1,1,9.281,9.281,6.229,7.444,2.741,1,1.172,1.159,3.981,3.981,3.801,1,7.898,0,4.615,7.411,2,3.306,3.306,2.835,2.835,12.505,4.489,14,11.075,0.107,10.153,2.777,11.998,10.014,24.589,3,16,2,16.965,18.147,4.673,7.839,9.233,10.7,10.71,5.909,12.524,11.713,4.491,15.778,0.065,7.535,14.36,4.564,4,13.424,14.611,0.296,2,0.172,8.932,88.34,4.394,12.286,19.947,8.762,1,1,5
6.137,0.0,0,0,10.286,10.286,6.564,6.498,2.83,0,1.29,2.177,3.59,3.59,3.975,0,9.684,1,5.13,6.453,0,3.389,3.389,3.043,3.043,12.734,4.745,19,11.303,0.106,10.386,0.0,12.226,10.197,0.0,4,21,0,17.07,18.237,5.056,8.045,9.465,10.867,10.892,5.97,12.687,12.432,12.788,15.896,0.066,7.714,14.508,4.89,5,13.567,14.744,0.0,0,0.171,9.134,170.635,5.147,12.445,20.089,8.942,3,3,10
7.649,0.0,0,0,10.159,10.159,6.539,6.498,2.811,0,1.307,2.087,3.588,3.588,3.954,0,8.885,1,4.615,6.453,0,3.365,3.365,3.022,3.022,12.549,4.477,14,11.117,0.106,10.198,0.0,12.043,10.088,0.0,3,16,0,17.006,18.176,4.644,7.904,9.272,10.751,10.764,5.9,12.575,12.409,11.795,15.829,0.065,7.603,14.408,4.543,4,13.492,14.671,-0.11,0,0.17,8.988,85.493,4.454,12.358,20.015,8.84,3,3,10
8.18,0.0,0,0,8.82,8.82,6.083,7.474,2.751,0,1.5,3.845,3.627,3.627,3.806,0,11.533,0,5.215,7.429,1,3.607,3.607,2.832,2.832,12.693,4.82,21,11.264,0.108,10.353,1.319,12.181,10.083,22.925,4,23,2,16.944,18.116,5.17,7.971,9.441,10.78,10.805,5.986,12.586,12.634,4.708,15.76,0.069,7.621,14.4,5.017,5,13.421,14.609,0.145,3,0.174,9.069,56.576,5.236,12.312,20.103,8.79,1,1,16
6.754,0.0,0,0,9.909,9.909,6.44,6.476,2.866,0,1.467,3.164,3.354,3.354,3.925,0,9.941,0,4.564,5.158,0,4.001,4.001,2.953,2.953,12.47,4.407,15,11.039,0.111,10.135,0.0,11.958,9.994,0.0,3,17,0,16.843,18.004,4.605,7.844,9.216,10.663,10.702,5.589,12.497,12.763,12.761,15.674,0.068,7.529,14.317,4.5,4,13.355,14.527,0.072,0,0.17,8.942,41.176,4.489,12.237,19.862,8.746,3,3,16
6.051,0.0,0,0,10.267,10.267,6.561,6.498,2.824,0,1.406,3.154,3.589,3.589,3.969,0,10.92,1,5.176,6.453,0,3.649,3.649,3.037,3.037,12.767,4.771,20,11.337,0.109,10.428,0.0,12.254,10.235,0.0,4,22,0,17.074,18.237,5.063,8.104,9.515,10.899,10.949,5.952,12.734,12.573,12.74,15.902,0.069,7.761,14.547,4.905,5,13.58,14.755,-0.046,0,0.174,9.201,127.253,5.215,12.467,20.088,8.976,3,3,16
9.638,3.321,1,1,9.293,9.293,6.23,7.444,2.744,1,1.254,1.932,3.988,3.988,3.805,1,9.547,0,5.226,7.411,2,3.615,3.615,2.839,2.839,12.744,4.82,20,11.315,0.109,10.402,2.999,12.232,10.172,25.942,4,22,2,17.053,18.231,5.136,8.051,9.49,10.861,10.904,5.978,12.692,11.999,4.64,15.867,0.068,7.714,14.508,4.956,5,13.525,14.71,0.287,2,0.175,9.156,132.426,5.215,12.407,20.075,8.908,1,1,11
6.951,0.0,0,0,9.429,9.429,6.293,7.433,2.702,0,1.417,3.094,3.696,3.696,3.81,0,10.505,2,4.963,5.089,0,3.643,3.643,2.861,2.861,12.651,4.682,18,11.225,0.111,10.322,0.0,12.134,10.095,12.33,4,20,1,16.805,17.949,4.927,8.001,9.417,10.765,10.825,6.013,12.607,12.6,8.954,15.65,0.069,7.67,14.415,4.844,5,13.368,14.527,0.048,1,0.174,9.083,60.431,4.977,12.283,19.879,8.842,2,2,16
6.857,0.0,0,0,9.401,9.401,6.288,7.433,2.694,0,1.503,3.911,3.695,3.695,3.8,0,11.692,2,5.142,5.09,0,3.642,3.642,2.85,2.85,12.648,4.718,21,11.226,0.117,10.334,0.0,12.123,10.065,12.54,4,23,1,16.753,17.894,5.05,7.995,9.443,10.754,10.833,6.013,12.603,12.679,9.008,15.596,0.074,7.618,14.404,4.92,5,13.314,14.478,0.041,1,0.181,9.106,70.797,5.209,12.241,19.85,8.781,2,2,22
8.276,0.0,0,0,8.8,8.8,6.076,8.201,2.688,0,1.506,3.374,3.178,3.178,3.72,0,10.043,0,4.477,6.47,0,3.764,3.764,2.737,2.737,12.195,4.304,16,10.772,0.114,9.893,0.0,11.665,9.591,0.0,3,18,0,16.087,17.19,4.431,7.57,9.002,10.251,10.408,5.223,12.151,12.443,8.698,14.961,0.072,7.168,13.919,4.317,4,12.744,13.881,0.038,0,0.181,8.7,0.0,4.382,11.708,18.995,8.336,2,2,17
