pXC50,MSD,Yindex,IDE,Eig07_EA,SM15_AEA.bo.,DECC,AECC,Eig07_AEA.ri.,UNIP,Eig08_EA.ri.,HVcpx,Eig07_EA.ed.,SM02_AEA.ri.,Vindex,Chi0_EA.dm.,Eig07_EA.ri.,SpMax3_Bh.i.,Eig08_EA.ed.,SM03_AEA.ri.,RDCHI,Eig08_AEA.ri.,X4sol,Eig06_EA,SM14_AEA.bo.,SpMax8_Bh.e.,Eig08_AEA.ed.,CSI,Xindex,ICR,Eig09_EA.ri.,X0v,ECC,IDMT,Eig11_AEA.ri.,Eig07_AEA.ed.,GMTI,X4v,SpMax5_Bh.m.,CATS2D_08_DP,SMTI,AMR,MDDD,SpMax3_Bh.v.,IDET,SpMax8_Bh.v.,SpMin3_Bh.v.,Eta_alpha,Xu,Eig06_AEA.ed.,SpMax8_Bh.m.,X2sol,SpAD_AEA.ed.,SpMax3_Bh.p.,SpMax8_Bh.p.,SpMax7_Bh.p.,Eig11_EA.ri.,Eig10_EA.ri.,MW,Eig11_EA.ed.,SM06_AEA.ri.,SpMin3_Bh.p.,CATS2D_04_DL,Psi_i_1,SMTIV,X1sol,X3sol,Eig09_AEA.ed.,ATSC5m,Eig12_EA.ed.
6.2,6.176,0.521,3.519,1.351,1.351,1.594,10.72,2.323,93.0,1.209,3.405,3.5,3.5,0.19,9.121,1.304,3.857,3.195,3.195,3.795,2.254,7.964,1.741,1.741,2.854,3.978,591.0,0.299,2.889,1.019,13.918,268.0,12751.8,2.0,4.09,7607.0,2.859,3.28,0,7142.0,98.136,21.357,3.744,1055.72,2.715,1.928,12.248,24.324,4.635,2.687,11.383,42.884,3.745,2.735,2.735,1.0,1.0,347.82,2.136,2.136,1.931,5,14.324,12472.0,12.492,9.692,3.5,15.553,1.436
5.7,5.538,0.708,3.269,1.784,1.784,1.37,8.759,2.714,95.0,1.309,3.066,4.984,4.984,0.234,18.873,1.634,3.78,3.609,3.609,3.789,2.333,11.092,1.894,1.894,2.809,4.383,544.0,0.348,2.548,1.116,16.064,254.0,17013.6,1.853,4.854,8927.0,4.342,3.465,0,8677.0,105.915,25.12,3.632,1327.14,2.587,1.733,13.7,26.587,5.174,2.847,12.994,50.679,3.62,2.562,2.731,0.844,0.965,409.45,1.859,1.859,1.729,2,16.123,16213.0,14.47,11.892,3.782,22.693,1.372
5.7,6.311,0.551,3.556,1.106,1.106,1.811,10.783,2.074,87.0,1.0,3.416,2.646,2.646,0.207,8.707,1.068,3.782,2.275,2.275,3.653,2.0,6.466,1.401,1.401,2.854,3.414,533.0,0.33,2.893,1.0,12.938,248.0,10518.3,1.885,3.495,6215.0,2.463,3.048,0,5960.0,91.545,21.07,3.644,899.559,2.715,1.849,11.133,23.018,3.887,2.687,9.661,37.456,3.638,2.735,2.735,0.878,0.983,302.4,2.134,2.134,1.85,4,13.012,9488.0,11.237,8.136,3.366,21.595,-0.782
5.7,5.617,0.637,3.304,1.552,1.552,1.281,8.962,2.527,81.0,1.287,3.146,4.147,4.147,0.217,21.736,1.513,3.876,2.991,2.991,3.754,2.308,8.097,1.742,1.742,2.854,3.693,507.0,0.328,2.493,1.157,15.068,233.0,13172.9,1.984,4.558,7452.0,3.733,3.125,0,7130.0,103.679,21.923,3.756,1073.7,2.715,1.961,12.633,24.648,4.834,2.687,11.577,45.962,3.746,2.735,2.874,0.983,1.129,342.47,2.136,2.136,1.94,2,15.93,10904.0,12.592,9.409,3.517,27.632,0.676
5.7,6.514,0.497,3.592,1.445,1.445,1.749,10.885,2.411,99.0,1.205,3.412,3.18,3.18,0.183,13.843,1.394,3.856,2.908,2.908,3.96,2.222,7.999,1.653,1.653,2.793,3.601,623.0,0.289,2.921,1.0,14.073,283.0,14779.3,1.858,3.925,8707.0,2.539,3.175,0,8140.0,102.142,25.349,3.701,1167.31,2.621,1.721,12.233,25.345,4.434,2.681,11.176,43.09,3.684,2.613,2.735,0.859,0.991,344.41,2.136,2.136,1.733,1,14.247,13645.0,12.793,9.283,3.477,16.231,1.949
5.7,3.835,0.963,2.727,1.0,1.0,0.934,6.294,2.014,44.0,0.32,2.694,2.481,2.481,0.312,17.388,1.009,3.39,0.806,0.806,2.883,1.307,5.48,1.339,1.339,2.445,3.012,234.0,0.455,1.971,-0.104,9.45,107.0,3216.23,0.202,3.565,2165.0,1.995,2.74,0,2122.0,66.782,8.401,3.16,370.835,2.231,1.527,8.133,16.487,3.859,2.207,7.595,29.336,3.142,2.253,2.378,-0.826,-0.434,224.28,-1.972,-1.972,1.528,6,9.886,3451.0,8.237,6.381,2.784,14.292,-2.523
5.8,6.409,0.522,3.538,1.511,1.511,1.584,10.522,2.467,90.0,1.06,3.338,3.652,3.652,0.199,13.263,1.436,3.596,2.449,2.449,3.64,2.068,7.436,1.548,1.548,2.681,3.455,523.0,0.321,2.736,1.0,12.411,242.0,10710.9,1.216,4.095,6312.0,2.409,3.117,0,6065.0,86.831,17.705,3.282,895.024,2.407,1.633,10.833,23.037,4.186,2.576,10.439,37.799,3.246,2.363,2.674,0.239,0.605,329.37,0.571,0.571,1.69,5,12.05,11824.0,11.631,8.615,3.393,15.641,-0.423
6.6,4.874,0.773,3.137,1.0,1.0,1.22,8.35,2.0,55.0,0.957,3.041,2.469,2.469,0.264,8.984,1.0,3.706,2.136,2.136,3.288,1.959,6.153,1.33,1.33,2.643,3.313,357.0,0.399,2.471,0.821,11.004,167.0,5984.34,0.725,3.495,3591.0,2.228,2.96,0,3551.0,80.595,14.52,3.443,596.009,2.435,1.817,9.433,19.7,3.635,2.49,8.163,33.143,3.447,2.43,2.661,-0.165,0.497,268.35,-0.336,-0.336,1.813,3,11.364,5885.0,9.898,7.037,3.247,16.803,-1.407
5.7,4.245,1.001,2.914,0.69,0.69,1.016,7.125,1.562,39.0,0.239,2.81,1.211,1.211,0.34,11.313,0.594,3.42,0.448,0.448,2.846,1.114,5.098,0.927,0.927,2.297,2.563,235.0,0.508,2.227,-0.18,9.842,114.0,2998.2,0.033,2.873,1790.0,2.09,2.914,0,1892.0,68.365,9.625,3.176,349.72,1.953,1.679,7.767,16.066,3.35,2.118,6.736,25.659,3.237,1.962,2.182,-0.716,-0.656,238.35,-1.955,-1.955,1.664,1,8.763,3415.0,8.421,5.894,2.33,15.532,-2.853
7.7,7.375,0.433,3.775,1.806,1.806,2.031,12.536,2.8,127.0,1.414,3.584,4.929,4.929,0.165,18.168,1.713,3.867,4.02,4.02,4.048,2.442,9.63,1.993,1.993,2.993,4.393,768.0,0.267,3.04,1.409,16.301,351.0,19567.8,1.994,4.64,11064.0,3.88,3.398,1,10420.0,114.657,27.929,3.749,1427.04,2.759,1.886,13.667,27.201,5.034,2.898,13.029,48.421,3.76,2.76,2.942,0.98,1.0,389.52,2.275,2.275,1.904,9,15.97,17392.0,13.962,11.15,4.04,31.339,1.811
6.4,5.688,0.667,3.366,1.531,1.531,1.458,9.375,2.495,81.0,1.195,3.239,4.291,4.291,0.237,12.47,1.473,3.634,3.536,3.536,3.512,2.218,7.867,1.689,1.689,2.78,4.225,476.0,0.367,2.705,0.669,14.678,225.0,10807.1,1.299,4.403,5937.0,2.831,3.244,0,5870.0,95.7,18.444,3.501,929.135,2.653,1.737,12.2,23.187,4.577,2.829,11.17,41.229,3.492,2.72,2.758,0.345,0.448,384.25,0.595,0.595,1.764,4,13.123,10744.0,12.089,9.6,3.474,23.043,-0.02
5.7,6.166,0.578,3.525,1.387,1.387,1.754,10.652,2.36,84.0,1.144,3.382,3.491,3.491,0.214,14.539,1.339,3.696,3.01,3.01,3.607,2.198,7.599,1.478,1.478,2.854,3.584,522.0,0.339,2.914,1.0,13.132,245.0,10336.9,0.899,4.104,5948.0,2.89,3.011,0,5788.0,91.11,20.442,3.566,891.795,2.692,1.62,11.133,22.867,4.192,2.687,10.544,37.861,3.594,2.689,2.735,0.0,0.577,326.4,0.0,0.0,1.656,5,12.501,10390.0,11.56,8.923,3.247,19.633,-0.267
5.7,6.264,0.474,3.508,1.92,1.92,1.525,10.29,2.896,116.0,1.547,3.371,5.811,5.811,0.166,27.218,1.852,3.89,4.986,4.986,4.135,2.593,11.082,2.116,2.116,2.917,4.795,726.0,0.254,2.75,1.505,15.919,319.0,21991.4,2.3,4.962,12942.0,4.089,3.326,0,11720.0,105.914,25.819,3.723,1631.12,2.766,1.87,14.138,28.431,5.261,2.833,13.04,58.033,3.693,2.754,2.799,1.282,1.411,420.41,3.716,3.716,1.898,2,18.358,21448.0,14.293,12.033,4.567,19.496,3.014
5.7,6.438,0.604,3.529,2.088,2.088,1.523,10.813,3.039,116.0,1.681,3.319,5.888,5.888,0.209,17.09,1.962,3.898,5.383,5.383,4.036,2.735,9.09,2.15,2.15,2.981,4.956,734.0,0.318,2.827,1.479,18.318,346.0,24625.0,2.107,5.005,12182.0,3.408,3.325,0,11958.0,118.112,31.508,3.691,1750.48,2.742,1.971,14.805,29.219,5.192,2.893,13.606,56.043,3.681,2.733,2.865,1.095,1.194,438.53,2.855,2.855,1.968,1,18.129,20913.0,14.376,11.072,4.733,27.532,2.365
5.7,6.751,0.593,3.598,2.081,2.081,1.621,11.029,3.013,129.0,1.61,3.39,5.904,5.904,0.205,18.709,1.927,3.89,4.82,4.82,4.192,2.67,9.41,2.176,2.176,2.981,4.748,790.0,0.314,2.882,1.537,19.38,375.0,29837.1,2.205,5.07,14272.0,3.325,3.443,0,14074.0,124.872,36.225,3.684,2018.48,2.741,1.971,15.638,30.771,5.209,2.867,14.372,58.565,3.675,2.733,2.87,1.187,1.339,468.56,3.166,3.166,1.968,1,19.048,24666.0,15.376,11.385,4.581,29.376,2.65
5.7,4.646,0.735,3.026,1.206,1.206,1.088,7.714,2.109,56.0,1.0,2.927,2.852,2.852,0.243,1.628,1.078,3.819,2.275,2.275,3.363,2.0,7.684,1.414,1.414,2.65,3.435,361.0,0.361,2.398,0.983,11.718,162.0,6513.98,1.121,3.627,4212.0,3.094,2.841,0,3969.0,81.269,13.986,3.677,635.374,2.48,1.674,10.319,20.259,4.409,2.623,9.211,37.161,3.697,2.483,2.63,0.208,0.829,295.36,0.658,0.658,1.703,0,12.261,7219.0,10.387,8.355,3.414,10.086,-0.409
5.7,4.539,0.768,3.012,1.0,1.0,1.136,7.222,2.027,49.0,0.97,2.925,2.337,2.337,0.266,2.428,1.023,3.503,2.314,2.314,3.078,1.972,5.467,1.225,1.225,2.333,3.426,282.0,0.404,2.281,0.385,9.974,130.0,4276.05,0.254,3.439,2801.0,2.015,2.77,0,2730.0,70.479,10.617,3.324,460.808,2.173,1.687,8.633,17.868,3.715,2.154,7.955,30.793,3.316,2.19,2.554,-0.754,-0.496,236.29,-1.974,-1.974,1.693,1,10.315,4573.0,8.737,6.695,3.032,12.802,-2.0
5.7,7.711,0.422,3.809,1.804,1.804,2.049,12.267,2.783,143.0,1.529,3.55,4.974,4.974,0.162,16.455,1.725,3.864,4.357,4.357,4.16,2.536,8.968,2.138,2.138,2.854,4.52,799.0,0.262,2.881,1.406,15.943,368.0,24181.3,2.0,4.683,13186.0,3.663,3.381,0,12475.0,108.031,30.333,3.766,1656.9,2.715,1.873,14.01,28.786,5.203,2.808,12.028,50.949,3.781,2.735,2.879,1.0,1.092,431.44,2.275,2.275,1.864,5,16.499,25221.0,13.141,10.036,4.032,18.531,2.231
5.7,8.46,0.388,4.008,2.076,2.076,2.665,14.472,3.047,185.0,1.859,3.801,6.192,6.192,0.146,29.411,2.007,3.927,5.327,5.327,4.625,2.931,10.951,2.449,2.449,3.097,4.754,1137.0,0.233,3.295,1.465,19.263,521.0,40774.5,2.413,5.171,21126.0,4.046,3.384,0,19799.0,133.341,49.198,3.831,2525.09,2.938,1.978,16.819,33.281,5.499,2.999,15.316,62.116,3.83,2.929,2.954,1.399,1.417,483.53,3.738,3.738,1.976,9,20.43,34895.0,17.012,13.427,4.399,32.704,3.612
5.7,5.769,0.659,3.347,1.812,1.812,1.358,9.379,2.778,97.0,1.527,3.204,4.673,4.673,0.222,19.707,1.746,3.821,4.043,4.043,3.835,2.541,9.333,1.904,1.904,2.856,4.41,582.0,0.334,2.66,1.312,15.586,272.0,17619.1,1.984,4.623,9294.0,3.398,3.154,0,9004.0,110.303,26.193,3.699,1358.73,2.715,1.877,13.6,26.763,4.939,2.737,12.666,51.019,3.69,2.735,2.871,0.983,1.105,386.44,2.474,2.474,1.887,2,16.293,15989.0,13.99,11.18,4.131,24.457,2.136
5.7,6.477,0.583,3.578,1.598,1.598,1.615,11.0,2.559,98.0,1.118,3.409,4.433,4.433,0.214,22.43,1.495,3.862,2.678,2.678,3.825,2.145,7.333,1.909,1.909,2.869,3.593,607.0,0.336,2.888,0.915,15.007,286.0,14815.1,1.572,4.451,7993.0,2.92,3.289,0,7807.0,96.578,24.183,3.696,1162.84,2.635,1.793,12.381,25.283,4.795,2.697,11.575,41.968,3.681,2.671,2.8,0.58,0.618,371.86,1.372,1.372,1.751,3,14.419,14026.0,12.835,9.485,3.414,19.453,0.936
5.7,6.542,0.649,3.505,1.804,1.804,1.453,9.7,2.724,117.0,1.466,3.271,5.034,5.034,0.229,23.318,1.652,3.8,4.496,4.496,3.969,2.576,7.556,2.197,2.197,2.854,4.562,602.0,0.353,2.553,1.291,15.791,291.0,21556.3,2.0,4.663,10558.0,2.651,3.308,0,10519.0,106.195,30.8,3.564,1524.79,2.655,1.845,13.638,28.078,5.049,2.786,12.393,49.746,3.512,2.621,2.735,1.0,1.069,438.83,2.275,2.275,1.869,4,15.426,22808.0,13.207,9.442,4.359,20.347,1.541
8.4,8.933,0.403,4.093,2.089,2.089,2.684,15.314,3.054,185.0,1.741,3.869,5.71,5.71,0.155,27.434,2.012,3.88,4.969,4.969,4.634,2.776,11.441,2.223,2.223,3.246,4.717,1137.0,0.251,3.386,1.6,21.0,536.0,40165.4,2.179,4.903,19841.0,4.865,3.467,1,19136.0,147.412,51.086,3.781,2435.13,3.081,1.953,17.167,32.929,5.269,3.04,15.43,58.33,3.788,3.1,3.123,1.178,1.227,483.69,2.609,2.609,1.944,10,19.907,30062.0,17.432,13.152,4.505,40.363,2.585
5.7,4.393,0.901,2.937,1.176,1.176,0.98,7.15,2.06,52.0,0.765,2.861,3.075,3.075,0.296,14.107,0.976,3.421,2.538,2.538,3.05,1.857,8.191,1.587,1.587,2.385,3.647,303.0,0.436,2.228,0.453,12.245,143.0,5470.59,0.571,4.192,3186.0,2.962,3.028,1,3223.0,77.403,12.12,3.111,558.062,2.137,1.722,9.976,19.156,4.772,2.438,9.925,36.812,3.415,2.09,2.359,-0.108,-0.097,393.17,-0.642,-0.642,1.761,1,11.369,6604.0,10.407,9.028,2.991,45.021,-1.428
8.6,9.41,0.357,4.177,2.221,2.221,2.777,16.692,3.182,217.0,2.047,3.981,6.668,6.668,0.136,26.913,2.133,3.962,5.876,5.876,4.873,3.096,13.003,2.388,2.388,3.256,5.03,1405.0,0.221,3.528,1.793,22.913,651.0,54424.2,2.506,5.349,26815.0,5.444,3.556,1,25420.0,156.799,59.813,3.818,3095.37,3.065,1.95,18.8,35.771,5.487,3.115,18.004,67.935,3.811,3.082,3.148,1.48,1.67,539.72,4.267,4.267,1.961,9,22.362,41774.0,19.161,15.536,4.958,46.189,3.178
5.7,6.246,0.619,3.48,1.847,1.847,1.44,10.129,2.789,109.0,1.547,3.268,5.579,5.579,0.212,16.265,1.734,3.885,4.818,4.818,3.981,2.619,8.884,2.147,2.147,2.904,4.748,666.0,0.323,2.719,1.344,17.395,314.0,22220.4,2.055,5.013,11159.0,3.264,3.317,0,10937.0,113.578,29.798,3.664,1618.02,2.735,1.943,14.305,28.422,5.193,2.864,13.194,53.676,3.642,2.733,2.852,1.046,1.209,424.5,2.652,2.652,1.951,1,17.458,19356.0,13.96,10.251,4.268,24.111,2.145
8.0,8.728,0.32,4.04,2.03,2.03,2.352,14.833,3.027,190.0,1.798,3.838,6.233,6.233,0.123,16.112,2.008,3.904,5.212,5.212,4.849,2.817,11.988,2.269,2.269,3.029,4.801,1208.0,0.199,3.274,1.649,19.401,534.0,42262.1,2.394,5.226,23666.0,4.527,3.501,0,21307.0,137.858,43.676,3.779,2545.19,2.88,1.899,17.1,33.517,5.261,2.922,16.017,62.445,3.763,2.876,3.199,1.371,1.501,476.57,3.703,3.703,1.9,3,21.416,34295.0,17.636,13.869,4.755,30.721,2.795
5.7,4.016,0.966,2.78,1.167,1.167,0.926,6.333,2.106,42.0,0.463,2.712,3.287,3.287,0.31,14.277,1.069,3.38,1.451,1.451,2.924,1.442,7.874,1.604,1.604,1.993,3.44,244.0,0.452,2.135,-0.096,11.962,114.0,3889.18,0.225,4.131,2434.0,3.325,3.145,0,2443.0,78.272,9.778,3.22,425.275,1.661,1.46,9.967,17.368,4.649,2.423,10.379,33.025,3.263,1.81,2.299,-0.507,-0.475,341.22,-1.657,-1.657,1.492,2,10.252,5359.0,9.833,8.387,2.656,14.408,-2.135
5.7,7.117,0.563,3.685,2.137,2.137,1.789,11.629,3.07,140.0,1.678,3.476,6.013,6.013,0.198,17.082,1.978,3.883,5.642,5.642,4.309,2.759,9.241,2.366,2.366,2.981,5.011,854.0,0.304,2.929,1.431,18.844,407.0,33534.6,2.068,5.052,15857.0,3.21,3.56,0,15638.0,120.939,41.404,3.683,2192.45,2.747,1.974,15.71,31.705,5.41,2.894,13.532,59.363,3.675,2.735,2.87,1.056,1.218,490.51,2.678,2.678,1.967,1,19.102,30663.0,15.02,11.27,4.419,26.106,2.339
7.7,8.815,0.366,4.074,2.093,2.093,2.571,15.278,3.048,188.0,1.834,3.864,5.71,5.71,0.14,21.644,1.992,3.945,5.514,5.514,4.702,2.917,12.289,2.294,2.294,3.04,4.901,1198.0,0.225,3.398,1.687,20.09,550.0,42347.1,2.306,4.994,21836.0,5.071,3.459,1,20516.0,140.416,50.25,3.807,2566.87,2.853,1.937,17.186,33.496,5.377,2.993,16.155,62.251,3.803,2.869,3.097,1.288,1.595,502.62,3.862,3.862,1.935,9,20.603,36034.0,17.428,13.374,4.58,36.564,2.9
5.7,4.823,0.809,3.068,1.056,1.056,1.211,7.571,2.008,56.0,1.0,2.945,2.358,2.358,0.27,5.822,1.001,3.77,2.136,2.136,3.349,2.0,6.31,1.385,1.385,2.738,3.392,338.0,0.403,2.429,0.983,11.684,159.0,6788.02,1.16,3.436,3974.0,2.413,2.802,0,3922.0,82.688,15.905,3.556,644.234,2.539,1.863,10.033,20.446,3.526,2.627,8.517,34.518,3.544,2.528,2.735,0.225,0.741,279.37,0.419,0.419,1.857,0,11.955,6416.0,10.398,7.287,3.247,18.094,-0.914
6.8,8.731,0.319,4.075,1.992,1.992,2.782,15.606,2.928,168.0,1.701,3.892,5.887,5.887,0.123,26.301,1.865,3.934,5.291,5.291,4.79,2.74,11.214,2.267,2.267,3.111,4.851,1167.0,0.2,3.389,1.676,20.01,515.0,33872.3,2.088,5.061,19707.0,5.441,3.585,0,17711.0,138.702,50.25,3.782,2151.78,2.91,1.775,16.267,31.593,5.263,2.921,15.367,58.096,3.795,2.941,3.019,1.082,1.409,458.68,2.937,2.937,1.776,3,21.415,25295.0,16.68,12.989,4.747,37.869,2.768
6.2,4.386,0.832,2.949,0.795,0.795,1.068,7.056,1.759,46.0,0.564,2.854,1.963,1.963,0.28,11.833,0.762,3.506,1.372,1.372,3.069,1.532,5.659,1.229,1.229,2.396,3.0,274.0,0.418,2.261,0.445,9.728,127.0,4179.62,0.387,3.343,2694.0,1.936,2.842,0,2648.0,66.997,11.432,3.318,451.237,2.154,1.651,8.367,17.768,3.69,2.208,7.774,30.505,3.291,2.163,2.364,-0.623,-0.09,241.27,-1.692,-1.692,1.683,1,9.949,4720.0,8.775,6.77,2.894,12.538,-2.018
7.4,4.338,0.832,2.92,1.316,1.316,0.914,7.111,2.294,46.0,0.741,2.842,2.935,2.935,0.281,12.37,1.285,3.477,1.971,1.971,3.023,1.741,5.925,1.354,1.354,2.597,3.519,277.0,0.42,2.177,-0.061,10.372,128.0,4137.91,0.375,3.615,2666.0,2.326,2.878,0,2625.0,72.469,10.136,3.33,446.832,2.382,1.795,8.633,17.691,4.182,2.366,8.135,31.924,3.324,2.386,2.435,-0.622,-0.509,238.31,-1.473,-1.473,1.771,2,10.534,4183.0,8.648,6.782,2.85,13.652,-2.127
5.7,7.121,0.44,3.729,1.521,1.521,1.901,11.889,2.481,116.0,1.392,3.544,4.156,4.156,0.167,11.017,1.458,3.877,3.18,3.18,4.061,2.397,8.13,1.878,1.878,2.854,4.01,708.0,0.269,2.967,1.181,15.222,321.0,17472.8,2.0,4.355,10189.0,3.152,3.299,0,9503.0,107.094,26.617,3.731,1308.79,2.715,1.866,12.933,26.422,4.792,2.687,11.767,45.31,3.716,2.735,2.802,1.0,1.034,358.48,2.136,2.136,1.87,4,15.774,14739.0,13.187,9.831,3.586,23.926,1.552
5.7,5.478,0.638,3.311,1.053,1.053,1.497,8.857,2.039,69.0,1.0,3.144,2.642,2.642,0.232,12.427,1.033,3.639,2.275,2.275,3.365,2.0,6.244,1.511,1.511,2.738,3.414,401.0,0.363,2.529,0.962,12.303,186.0,7410.69,0.784,3.684,4466.0,3.212,3.082,0,4350.0,81.7,14.939,3.398,695.406,2.425,1.763,9.933,20.859,4.042,2.484,9.178,35.641,3.391,2.411,2.665,-0.173,0.573,286.42,-0.45,-0.45,1.756,5,12.989,6588.0,10.148,7.712,3.406,27.049,-1.215
5.7,5.303,0.755,3.237,1.465,1.465,1.208,8.833,2.397,73.0,1.087,3.085,3.971,3.971,0.259,14.113,1.314,3.561,3.015,3.015,3.424,2.142,8.795,1.898,1.898,2.634,4.006,448.0,0.392,2.48,1.0,14.984,212.0,10210.3,0.915,4.403,5529.0,3.822,3.402,0,5513.0,97.47,17.271,3.431,893.309,2.465,1.7,12.443,22.899,4.997,2.857,12.52,42.058,3.453,2.469,2.735,0.11,0.679,399.69,0.423,0.423,1.715,5,13.229,11838.0,12.654,11.195,3.637,13.068,-0.275
5.7,4.52,0.9,2.995,0.543,0.543,1.073,7.235,1.43,46.0,0.117,2.899,0.961,0.961,0.316,10.216,0.476,3.323,0.279,0.279,2.892,1.038,5.493,1.265,1.265,2.083,2.84,252.0,0.482,2.257,-0.342,9.706,123.0,3699.83,0.143,2.993,2189.0,2.039,2.941,0,2278.0,64.378,10.201,3.023,407.317,1.646,1.525,8.067,17.037,4.124,2.093,8.103,28.243,3.004,1.676,2.357,-0.775,-0.627,251.28,-2.131,-2.131,1.522,2,8.804,4792.0,8.505,6.636,2.278,12.746,-2.608
5.7,6.662,0.557,3.624,1.486,1.486,1.846,11.077,2.454,104.0,1.179,3.437,4.008,4.008,0.208,11.666,1.421,3.782,2.976,2.976,3.806,2.207,8.312,1.879,1.879,2.854,3.895,610.0,0.33,2.888,1.0,15.206,288.0,15032.0,1.984,4.319,8206.0,3.154,3.488,0,7974.0,102.699,24.544,3.645,1177.78,2.715,1.845,12.895,25.382,4.554,2.687,11.948,42.594,3.639,2.735,2.735,0.978,0.983,387.28,2.136,2.136,1.845,4,14.395,14952.0,13.14,9.49,3.482,27.855,0.362
5.7,4.146,0.824,2.889,1.0,1.0,1.078,6.938,2.0,40.0,0.377,2.845,2.136,2.136,0.283,9.679,1.0,3.393,1.074,1.074,2.933,1.332,5.126,1.143,1.143,2.197,3.154,245.0,0.425,2.281,-0.436,8.397,111.0,2907.23,0.011,3.247,2077.0,1.709,2.687,0,2005.0,59.726,8.594,3.171,346.721,1.774,1.552,7.533,16.007,3.507,1.944,7.068,27.43,3.136,1.748,2.248,-0.954,-0.676,211.24,-2.347,-2.347,1.625,2,9.046,3529.0,7.826,5.907,2.539,8.748,-2.498
5.7,5.254,0.623,3.255,1.0,1.0,1.357,8.737,2.0,60.0,0.863,3.118,2.275,2.275,0.23,15.894,1.0,3.558,2.089,2.089,3.273,1.863,5.893,1.414,1.414,2.387,3.397,364.0,0.361,2.55,0.406,11.127,166.0,5551.5,0.493,3.414,3615.0,2.512,3.091,0,3469.0,74.065,12.188,3.329,556.676,2.107,1.706,9.248,19.229,4.098,2.375,8.803,31.946,3.311,2.121,2.587,-0.375,0.085,275.76,-1.199,-1.199,1.699,6,11.211,6044.0,9.509,7.097,3.067,14.216,-1.644
5.7,6.061,0.614,3.486,1.417,1.417,1.611,10.167,2.362,86.0,1.289,3.304,3.673,3.673,0.224,16.178,1.326,3.645,2.994,2.994,3.588,2.323,6.229,1.648,1.648,2.629,3.575,517.0,0.351,2.757,0.915,12.003,244.0,11325.4,0.971,4.14,6326.0,2.067,3.116,0,6195.0,78.386,21.375,3.459,962.087,2.398,1.679,10.69,23.5,4.528,2.527,9.114,39.253,3.44,2.369,2.65,0.037,0.882,333.3,0.106,0.106,1.715,4,12.408,12975.0,10.22,7.224,3.385,13.092,-0.62
8.2,9.385,0.35,4.175,2.225,2.225,2.711,16.711,3.177,211.0,2.018,3.959,6.629,6.629,0.135,25.408,2.112,3.946,6.388,6.388,4.84,3.085,12.912,2.415,2.415,3.199,5.156,1378.0,0.219,3.514,1.793,22.043,635.0,50960.5,2.34,5.314,25478.0,5.292,3.509,1,24085.0,151.3,56.817,3.811,2934.72,2.942,1.951,18.233,35.115,5.405,3.065,18.082,65.111,3.806,2.941,3.112,1.324,1.627,528.69,4.052,4.052,1.951,8,21.808,40245.0,18.651,14.289,4.909,42.282,2.921
7.8,7.229,0.458,3.736,1.879,1.879,1.983,11.897,2.879,129.0,1.657,3.51,4.963,4.963,0.172,26.744,1.879,3.878,4.62,4.62,4.054,2.664,9.592,1.938,1.938,3.046,4.553,751.0,0.275,2.962,1.528,16.72,345.0,21015.1,2.15,4.618,11591.0,3.89,3.273,0,10974.0,114.783,28.785,3.765,1516.83,2.912,1.882,13.867,27.795,4.981,2.911,13.157,50.418,3.764,2.919,3.008,1.145,1.434,385.5,3.017,3.017,1.875,12,16.9,17463.0,13.902,10.503,4.406,28.182,1.806
5.7,5.944,0.564,3.411,2.045,2.045,1.333,10.0,3.01,105.0,1.631,3.279,5.328,5.328,0.193,9.117,1.951,3.875,5.095,5.095,3.966,2.687,10.659,2.174,2.174,2.874,4.698,660.0,0.292,2.698,1.318,17.25,300.0,19562.6,2.002,4.982,10745.0,4.478,3.399,0,10145.0,115.367,25.102,3.767,1483.97,2.715,1.907,14.405,27.506,5.046,2.781,13.317,54.93,3.786,2.735,2.777,1.0,1.251,423.53,3.086,3.086,1.9,2,17.9,17693.0,14.068,11.493,4.621,22.274,2.275
5.7,4.407,0.991,2.824,1.396,1.396,0.888,6.522,2.348,58.0,1.119,2.703,3.22,3.22,0.311,17.673,1.316,3.693,2.905,2.905,3.177,2.127,7.15,1.414,1.414,2.874,3.868,312.0,0.449,2.054,0.996,13.145,150.0,7929.43,0.788,4.097,4224.0,2.837,2.912,0,4308.0,85.929,13.69,3.527,714.561,2.57,1.782,10.719,21.363,4.578,2.499,10.148,41.105,3.522,2.618,2.64,-0.108,0.491,312.38,-0.242,-0.242,1.806,4,13.138,7621.0,10.431,7.98,3.609,24.216,-0.762
5.7,5.066,0.777,3.164,1.195,1.195,1.256,8.318,2.129,62.0,1.0,3.046,2.493,2.493,0.263,7.449,1.109,3.772,2.275,2.275,3.41,2.0,6.31,1.414,1.414,2.77,3.427,387.0,0.395,2.517,0.983,11.984,183.0,7937.0,1.183,3.438,4505.0,2.424,2.881,0,4467.0,82.905,17.76,3.557,730.903,2.543,1.863,10.319,21.345,3.88,2.634,8.517,36.508,3.543,2.528,2.735,0.246,0.746,297.36,0.467,0.467,1.857,0,12.324,7978.0,10.398,7.287,3.414,17.306,-0.36
