pXC50,ATSC1i,Eig12_EA.bo.,Eig12_EA.ri.,ATS7e,ATSC6i,ATSC2i,ATSC7i,Eig06_AEA.dm.,Eig15_AEA.bo.,ATS8i,Eta_betaS,Chi1_EA.ed.,ATSC8i,Eig06_EA,SM14_AEA.bo.,SpMaxA_AEA.bo.,Chi0_EA.bo.,S1K,Chi0_EA.ed.,Uindex,ATS7i,GMTI,RDCHI,Eig15_EA.ri.,ATS6v,CENT,S2K,Eig12_EA,Eig12_EA.ed.,SM06_AEA.dm.,SM07_AEA.ri.,SpMaxA_EA.bo.,Eig14_EA.ri.,ATS6e,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Chi0_EA.ri.,ATS5m,ATS8v,LPRS,ATS1s,IDMT,SMTI,ATS7v,ATSC8m,Xu,X1,ATS6i,SpMaxA_EA.ri.,Eta_epsi,ATS4m,ATS8p,SpMax8_Bh.s.,X0,Dz,IDDM,XMOD,TIC1,SpMin3_Bh.v.,Se,ATS1i,CID,GMTIV,SMTIV,ATS3s
4.0,0.522,-1.154,-0.796,3.572,0.737,0.825,0.471,1.56,-0.019,3.568,12.0,3.449,0.4,1.414,1.414,0.222,11.106,12.302,7.486,27.72,3.767,3027.0,3.101,-1.279,3.094,390.0,4.741,-0.825,-2.035,-0.825,-2.035,0.22,-1.189,3.891,12.939,12.939,12.939,12.939,12.939,13.281,3.527,2.46,80.999,4.772,4959.53,3022.0,2.734,6.345,18.625,9.203,4.088,0.148,19.648,3.588,2.482,3.452,13.405,42.0,4.218,62.208,110.907,1.61,29.756,3.616,3.686,10678.0,5772.0,5.445
4.0,0.559,-0.183,-0.145,4.049,0.76,0.889,0.684,1.584,0.5,4.157,14.5,4.405,0.622,1.532,1.532,0.179,12.768,13.105,9.122,30.03,4.281,5581.0,3.589,-0.875,3.335,604.0,5.316,-0.151,-0.442,-0.151,-0.442,0.176,-0.765,4.176,15.24,15.24,15.24,15.24,15.24,15.5,3.426,3.098,101.449,4.9,8560.75,5162.0,3.199,10.706,21.789,10.793,4.397,0.117,21.967,3.538,3.16,3.652,14.941,47.0,4.433,67.097,117.679,1.814,36.153,3.838,3.849,14277.0,8378.0,5.508
4.0,0.907,0.859,0.696,4.635,1.447,1.325,1.345,2.479,1.41,4.797,21.0,5.714,1.218,2.227,2.227,0.143,18.074,23.57,12.072,61.51,4.843,14596.0,4.276,0.102,3.847,1954.0,10.02,0.795,1.678,0.795,1.678,0.139,0.244,4.705,20.806,20.806,20.806,20.806,20.806,21.412,4.055,3.681,171.597,5.307,30254.4,14483.0,3.766,23.287,30.486,15.151,4.91,0.091,35.548,4.112,3.72,4.646,23.303,72.5,4.967,105.689,216.319,1.868,54.578,4.198,4.179,53434.0,27894.0,6.182
4.0,0.644,-0.42,-0.362,4.358,1.002,1.034,0.888,2.352,0.476,4.371,15.5,4.037,0.755,2.104,2.104,0.184,13.414,14.79,8.504,31.793,4.612,5496.0,3.471,-0.816,3.546,616.0,5.114,-0.373,-0.982,-0.373,-0.982,0.174,-0.765,4.501,15.143,15.143,15.143,15.143,15.143,15.402,3.705,3.3,105.73,4.849,8992.47,5219.0,3.34,17.769,22.087,10.932,4.73,0.122,24.967,3.941,3.386,3.664,16.19,50.5,4.501,77.572,146.538,1.668,40.549,3.921,3.869,16200.0,9077.0,5.73
4.0,0.865,1.575,1.034,4.667,1.555,1.345,1.374,2.42,2.226,4.859,22.25,6.44,1.349,2.121,2.121,0.125,19.558,21.776,13.526,50.314,4.871,18707.0,4.527,0.761,3.987,2084.0,9.063,1.061,2.702,1.061,2.702,0.124,0.953,4.775,23.085,23.085,23.085,23.085,23.085,23.375,4.164,3.825,184.395,5.361,34782.3,17390.0,3.9,21.476,31.836,16.491,4.973,0.087,34.448,4.218,3.905,4.377,23.656,74.0,5.058,103.358,202.619,1.983,54.745,4.225,4.267,54907.0,29949.0,6.036
4.0,0.77,1.5,0.926,4.398,1.072,1.182,1.028,2.24,1.391,4.602,19.75,5.655,1.04,1.993,1.993,0.141,17.247,20.106,11.91,47.469,4.592,13670.0,4.251,0.032,3.704,1456.0,8.674,1.0,2.275,1.0,2.275,0.14,0.233,4.507,20.223,20.223,20.223,20.223,20.223,20.681,3.908,3.642,157.731,5.23,24850.2,12858.0,3.701,17.187,28.986,14.508,4.702,0.094,30.6,4.131,3.741,4.064,21.087,65.0,4.881,95.166,180.985,1.928,48.643,4.11,4.135,41314.0,22568.0,5.864
4.0,0.49,-0.061,-0.044,4.171,0.869,0.769,0.747,1.885,0.537,4.155,14.5,4.422,0.555,1.7,1.7,0.175,13.445,13.854,9.223,31.929,4.378,6014.0,3.611,-0.833,3.537,656.0,5.449,-0.045,-0.112,-0.045,-0.112,0.161,-0.595,4.296,15.74,15.74,15.74,15.74,15.74,15.876,3.611,3.014,107.27,4.948,9641.66,5636.0,3.323,11.451,22.559,11.204,4.489,0.122,22.633,3.605,3.115,3.674,15.811,49.0,4.49,69.238,119.412,1.764,37.16,3.838,3.887,16681.0,9479.0,5.586
4.0,0.459,-1.423,-1.012,3.2,0.406,0.686,0.271,1.455,-0.29,3.145,12.0,3.208,0.134,1.414,1.414,0.237,9.921,10.052,6.791,23.473,3.447,2113.0,2.86,-1.611,2.693,196.0,3.714,-1.0,-2.444,-1.0,-2.444,0.218,-1.325,3.629,11.569,11.569,11.569,11.569,11.569,11.806,3.173,1.334,67.424,4.708,3145.79,2075.0,2.196,4.667,16.386,8.254,3.858,0.162,17.367,3.566,1.63,3.318,11.828,37.5,4.067,52.115,86.602,1.401,26.604,3.558,3.589,6677.0,3782.0,5.385
4.0,0.581,1.139,0.693,4.215,0.955,0.93,0.826,2.392,1.098,4.321,17.75,5.256,0.725,2.038,2.038,0.153,15.963,19.31,11.019,42.75,4.422,10734.0,4.016,-0.228,3.644,1100.0,8.155,0.824,2.132,0.824,2.132,0.152,-0.167,4.397,18.809,18.809,18.809,18.809,18.809,19.482,4.403,3.428,142.315,5.077,19048.0,10125.0,3.475,16.66,27.062,13.508,4.576,0.101,27.186,4.443,3.565,3.884,19.673,59.083,4.78,98.86,163.193,1.884,42.665,3.956,4.07,37675.0,19121.0,5.716
4.0,0.611,-0.507,-0.357,4.214,0.983,0.918,0.831,2.161,0.51,4.21,15.25,4.144,0.664,1.685,1.685,0.183,12.868,15.466,8.725,36.565,4.413,4980.0,3.381,-0.865,3.52,704.0,5.989,-0.401,-0.891,-0.401,-0.891,0.173,-0.673,4.332,15.085,15.085,15.085,15.085,15.085,15.464,3.759,3.113,105.583,5.019,8991.94,4956.0,3.369,13.129,22.092,10.952,4.527,0.126,23.967,3.915,3.137,4.148,16.56,51.333,4.494,72.181,126.245,1.683,35.207,3.79,3.863,19922.0,10013.0,5.689
6.3,1.294,2.112,1.445,5.244,2.557,2.116,2.514,2.709,2.686,5.462,31.25,8.888,2.44,2.47,2.47,0.091,27.829,29.758,18.806,64.388,5.452,42981.0,5.493,1.315,4.531,5486.0,13.198,1.489,4.038,1.489,4.038,0.09,1.353,5.285,31.902,31.902,31.902,31.902,31.902,32.582,4.527,4.433,272.506,5.599,85862.2,39253.0,4.495,39.986,40.526,22.551,5.505,0.061,47.181,4.501,4.505,4.347,31.459,98.5,5.487,140.562,281.715,2.025,79.141,4.603,4.576,105678.0,61987.0,6.331
5.7,0.741,1.225,0.852,4.534,1.346,1.207,1.144,2.246,1.287,4.598,19.0,5.49,0.958,1.975,1.975,0.145,16.987,18.226,11.517,39.823,4.779,11765.0,4.089,-0.078,3.799,1217.0,7.213,0.893,2.221,0.893,2.221,0.143,0.178,4.672,19.809,19.809,19.809,19.809,19.809,20.226,3.997,3.548,147.498,5.142,20074.5,10822.0,3.643,18.196,27.568,14.097,4.893,0.099,29.033,4.163,3.671,3.887,19.957,61.5,4.83,91.257,184.775,1.896,48.098,4.111,4.121,31201.0,17781.0,5.78
4.0,0.415,-0.854,-0.618,3.826,0.553,0.639,0.453,1.945,-0.096,3.659,13.0,3.221,0.312,1.442,1.442,0.225,11.451,11.932,7.241,27.586,4.063,2754.0,2.979,-1.455,3.03,362.0,4.21,-0.583,-1.33,-0.583,-1.33,0.22,-1.064,4.008,12.895,12.895,12.895,12.895,12.895,13.295,3.41,2.25,79.543,4.814,4601.82,2789.0,2.694,7.057,18.22,9.151,4.191,0.157,20.167,3.664,2.313,3.542,13.569,43.0,4.22,59.156,106.617,1.561,30.047,3.607,3.686,9985.0,5398.0,5.542
4.0,0.932,1.159,0.948,4.907,1.882,1.458,1.799,2.314,1.254,5.192,21.0,5.644,1.704,2.132,2.132,0.14,18.155,21.203,12.107,49.139,5.118,11821.0,4.073,-0.063,4.153,1767.0,8.602,1.0,2.072,1.0,2.072,0.139,0.556,5.006,20.731,20.731,20.731,20.731,20.731,21.358,4.123,3.928,159.209,5.255,23280.7,11521.0,4.1,32.015,28.722,14.876,5.258,0.094,33.481,4.106,4.035,3.984,22.01,67.5,4.92,94.046,211.602,1.978,56.287,4.253,4.165,32135.0,19179.0,5.95
5.3,0.619,-0.048,-0.036,4.245,0.874,0.91,0.815,1.851,0.572,4.294,15.75,4.351,0.665,1.646,1.646,0.173,13.436,15.929,9.259,36.789,4.459,5632.0,3.556,-0.73,3.568,748.0,7.085,-0.04,-0.096,-0.04,-0.096,0.158,-0.623,4.308,15.61,15.61,15.61,15.61,15.61,16.235,3.995,3.24,107.78,4.951,9845.52,5494.0,3.454,38.089,22.589,11.152,4.513,0.11,23.833,3.863,3.39,3.638,16.234,49.75,4.496,79.23,146.26,1.78,38.585,3.895,3.869,17577.0,9858.0,5.488
4.0,0.514,0.604,0.36,4.024,0.879,0.872,0.753,1.58,0.623,3.995,14.5,4.774,0.575,1.526,1.526,0.174,13.605,14.194,9.862,32.054,4.224,6623.0,3.767,-0.8,3.476,693.0,6.371,0.408,1.068,0.408,1.068,0.171,-0.557,4.183,16.154,16.154,16.154,16.154,16.154,16.53,3.613,3.149,109.057,4.862,10382.8,6120.0,3.329,8.789,22.964,11.382,4.394,0.112,22.067,3.623,3.243,3.674,15.485,47.5,4.492,73.738,115.182,1.828,37.683,3.851,3.895,16477.0,9779.0,5.36
4.0,0.478,-1.197,-0.785,3.674,0.668,0.728,0.467,1.184,-0.272,3.534,11.5,3.32,0.306,1.16,1.16,0.233,10.523,10.842,7.243,25.676,3.958,2669.0,3.037,-1.551,3.06,352.0,4.185,-0.799,-1.893,-0.799,-1.893,0.231,-1.133,4.01,12.439,12.439,12.439,12.439,12.439,12.642,3.193,2.379,74.936,4.743,4152.86,2632.0,2.677,5.841,17.726,8.792,4.277,0.152,17.8,3.395,2.499,3.288,12.535,38.0,4.141,54.449,88.336,1.57,29.942,3.653,3.64,7081.0,4389.0,5.244
4.0,0.363,-1.5,-1.0,3.428,0.418,0.591,0.359,1.184,-0.5,3.406,10.25,3.177,0.251,1.143,1.143,0.244,9.449,9.254,6.594,21.835,3.667,2077.0,2.933,-1.765,2.769,230.0,3.546,-1.0,-2.498,-1.0,-2.498,0.225,-1.642,3.575,11.016,11.016,11.016,11.016,11.016,11.097,2.893,2.013,63.653,4.551,2907.23,2005.0,2.516,5.679,16.007,7.826,3.796,0.166,15.767,3.078,2.113,3.01,10.958,34.0,3.974,48.399,83.05,1.629,26.065,3.49,3.533,5726.0,3407.0,5.203
6.0,0.565,-0.373,-0.227,4.054,0.695,0.845,0.675,1.847,0.389,4.065,15.0,4.202,0.528,1.607,1.607,0.18,12.513,15.279,8.739,34.461,4.255,5061.0,3.481,-0.758,3.48,650.0,6.647,-0.312,-0.789,-0.312,-0.789,0.165,-0.729,4.05,14.74,14.74,14.74,14.74,14.74,15.305,4.005,3.074,101.45,4.862,8587.5,4915.0,3.311,24.866,21.754,10.614,4.206,0.111,22.152,3.861,3.213,3.637,15.527,47.083,4.432,78.062,130.567,1.78,34.698,3.79,3.825,17490.0,9282.0,5.455
4.0,0.852,1.5,1.0,4.831,1.658,1.353,1.607,2.386,2.245,5.027,22.0,6.656,1.574,2.187,2.187,0.125,19.695,22.146,13.832,50.08,5.05,18215.0,4.56,0.738,4.127,2254.0,9.678,1.0,2.275,1.0,2.275,0.124,0.953,4.842,23.239,23.239,23.239,23.239,23.239,23.725,4.238,3.97,183.4,5.316,33951.8,16934.0,4.078,26.036,31.721,16.564,5.035,0.084,33.833,4.282,4.07,4.042,23.493,72.0,5.054,106.555,209.522,1.97,56.083,4.252,4.27,49043.0,27979.0,5.895
5.2,0.994,1.737,1.183,5.104,2.037,1.592,2.0,2.498,2.158,5.236,24.0,7.12,1.806,2.26,2.26,0.118,21.615,23.989,14.981,54.361,5.348,19881.0,4.656,0.926,4.32,2678.0,10.902,1.212,2.674,1.212,2.674,0.117,1.0,5.072,24.817,24.817,24.817,24.817,24.817,25.483,4.254,4.115,196.615,5.357,39300.8,18845.0,4.243,33.126,32.98,17.602,5.287,0.079,37.367,4.215,4.21,3.984,24.907,76.0,5.133,109.516,235.249,1.996,65.541,4.408,4.326,45030.0,28608.0,5.961
4.0,0.707,1.352,0.906,4.246,1.092,1.143,0.899,1.838,0.912,4.539,17.0,5.138,0.914,1.717,1.717,0.155,15.882,17.897,10.809,40.518,4.411,9986.0,4.017,-0.425,3.659,1150.0,7.629,0.963,2.136,0.963,2.136,0.154,0.181,4.48,18.361,18.361,18.361,18.361,18.361,18.735,3.82,3.43,136.226,5.069,17494.2,9433.0,3.529,20.002,26.391,13.114,4.705,0.103,27.533,3.843,3.537,3.674,18.803,57.0,4.724,85.451,166.627,1.772,46.88,4.071,4.036,24900.0,15087.0,5.668
4.0,0.638,0.0,0.0,4.265,0.837,0.923,0.771,1.902,0.608,4.326,16.5,4.495,0.626,1.681,1.681,0.168,13.629,16.392,9.418,39.197,4.463,6207.0,3.6,-0.748,3.576,840.0,6.967,0.0,0.0,0.0,0.0,0.154,-0.64,4.303,15.947,15.947,15.947,15.947,15.947,16.356,3.806,3.231,114.045,5.036,11148.6,6081.0,3.471,18.853,23.383,11.525,4.496,0.114,25.252,3.781,3.316,3.872,17.104,52.833,4.558,76.021,151.015,1.781,38.898,3.909,3.906,21081.0,11348.0,5.657
4.0,1.2,1.818,1.317,4.967,2.298,2.221,1.746,2.693,2.287,5.024,25.5,6.968,1.64,2.411,2.411,0.112,22.464,26.14,14.607,59.469,5.18,25315.0,4.8,0.946,4.15,2818.0,10.714,1.365,3.594,1.365,3.594,0.112,1.0,5.021,25.212,25.212,25.212,25.212,25.212,25.935,4.353,3.933,214.318,5.486,50016.6,23776.0,4.042,25.489,34.974,18.186,5.212,0.078,42.257,4.349,3.967,4.75,26.863,87.5,5.219,116.887,246.742,1.967,63.261,4.362,4.369,89726.0,45166.0,6.275
4.0,0.645,0.0,0.0,4.32,1.017,1.014,0.9,2.264,0.681,4.425,16.0,4.336,0.804,1.679,1.679,0.174,14.474,16.806,9.519,39.303,4.553,6155.0,3.575,-0.651,3.55,756.0,7.241,0.0,0.0,0.0,0.0,0.155,-0.543,4.432,16.326,16.326,16.326,16.326,16.326,16.999,3.748,3.353,114.147,4.988,11181.5,6074.0,3.45,17.426,23.367,11.618,4.668,0.113,25.6,3.881,3.477,3.809,17.104,52.0,4.558,77.29,159.304,1.813,42.323,3.955,3.908,17855.0,10494.0,5.548
4.0,0.826,1.664,1.112,4.547,1.249,1.265,1.185,2.311,1.188,4.71,19.75,5.909,1.228,2.007,2.007,0.137,17.93,21.066,12.377,49.725,4.75,14645.0,4.331,-0.172,3.787,1674.0,9.31,1.129,2.586,1.129,2.586,0.136,0.549,4.617,20.878,20.878,20.878,20.878,20.878,21.244,4.023,3.771,164.313,5.267,27136.9,13808.0,3.79,19.611,29.699,14.991,4.82,0.092,32.014,4.084,3.87,4.177,21.794,68.0,4.929,98.523,179.404,1.97,49.938,4.125,4.167,48371.0,25254.0,5.953
4.0,0.51,-1.356,-1.031,3.942,0.619,0.781,0.512,1.369,-0.403,4.252,10.75,2.75,0.388,1.333,1.333,0.26,9.159,11.901,5.779,28.164,4.181,1837.0,2.699,-1.707,3.096,259.0,3.725,-1.0,-3.0,-1.0,-3.0,0.255,-1.213,4.088,10.419,10.419,10.419,10.419,10.419,10.558,3.279,2.437,68.179,4.719,3299.42,1994.0,2.901,13.249,16.449,7.787,4.333,0.184,19.067,3.454,2.717,3.467,12.793,37.0,4.06,48.94,110.691,1.565,33.036,3.729,3.545,4840.0,3349.0,5.477
4.0,0.605,0.955,0.55,4.105,0.925,0.976,0.842,2.018,0.895,4.158,16.5,4.742,0.747,1.753,1.753,0.167,14.338,16.246,9.912,35.987,4.252,7522.0,3.762,-0.513,3.581,849.0,6.581,0.663,1.668,0.663,1.668,0.165,-0.375,4.232,16.947,16.947,16.947,16.947,16.947,17.542,3.941,3.325,120.543,5.003,12650.8,7080.0,3.467,11.863,24.306,12.114,4.406,0.109,24.7,3.961,3.424,3.827,17.389,53.5,4.612,83.9,153.505,1.734,38.524,3.877,3.963,23319.0,12629.0,5.581
4.0,0.693,0.294,0.181,4.253,1.01,1.154,0.889,1.835,0.547,4.368,15.5,4.674,0.77,1.7,1.7,0.172,14.667,15.793,9.725,33.986,4.452,6929.0,3.732,-0.692,3.592,786.0,6.653,0.202,0.549,0.202,0.549,0.171,-0.637,4.37,16.447,16.447,16.447,16.447,16.447,16.829,3.795,3.286,114.541,4.929,11368.8,6500.0,3.44,15.377,23.558,11.704,4.555,0.114,25.433,3.75,3.374,3.662,16.518,51.0,4.554,76.894,160.176,1.711,43.88,4.018,3.927,16178.0,10105.0,5.608
5.0,1.118,1.985,1.302,5.141,2.312,1.841,2.19,2.702,2.613,5.267,30.25,8.63,2.015,2.414,2.414,0.095,26.832,28.471,18.201,60.266,5.347,38734.0,5.399,1.016,4.455,4846.0,12.744,1.419,4.022,1.419,4.022,0.094,1.144,5.197,30.695,30.695,30.695,30.695,30.695,31.727,4.557,4.307,257.453,5.546,75308.8,35151.0,4.366,35.5,39.156,21.64,5.396,0.063,44.867,4.469,4.38,4.358,29.882,94.5,5.424,140.276,280.188,1.977,73.491,4.525,4.534,102339.0,57391.0,6.187
4.5,0.827,0.962,0.811,4.519,1.211,1.261,1.127,2.174,0.912,4.627,18.25,5.408,1.087,1.89,1.89,0.144,16.471,19.778,11.287,49.998,4.737,10576.0,4.082,-0.354,3.729,1348.0,9.292,0.821,1.793,0.821,1.793,0.132,-0.23,4.547,18.723,18.723,18.723,18.723,18.723,19.128,3.738,3.627,144.121,5.165,20408.5,10392.0,3.683,17.541,27.432,13.508,4.776,0.097,30.081,3.826,3.715,3.963,19.933,61.0,4.772,84.998,177.225,1.909,50.301,4.131,4.057,29968.0,17682.0,5.847
4.0,0.753,0.931,0.564,4.149,0.883,1.539,0.918,2.093,0.5,4.105,17.25,4.701,0.888,1.9,1.9,0.159,14.762,16.984,9.821,38.16,4.325,8305.0,3.804,-0.7,3.528,1020.0,6.366,0.659,1.649,0.659,1.649,0.157,-0.433,4.167,17.16,17.16,17.16,17.16,17.16,17.832,3.742,3.252,127.61,5.074,14521.1,7913.0,3.442,8.622,25.143,12.398,4.283,0.102,27.543,3.978,3.257,4.185,18.311,60.0,4.67,83.762,139.346,1.703,37.993,3.834,3.997,34553.0,16315.0,5.736
4.0,0.73,1.5,0.926,4.327,0.977,1.116,0.965,2.237,1.179,4.536,19.25,5.625,0.963,1.99,1.99,0.146,16.8,19.148,11.767,45.121,4.512,12623.0,4.215,-0.16,3.645,1362.0,8.45,1.0,2.136,1.0,2.136,0.144,0.184,4.392,19.723,19.723,19.723,19.723,19.723,20.185,3.847,3.547,150.827,5.197,22455.1,11821.0,3.638,16.413,28.229,14.097,4.577,0.097,29.3,4.083,3.641,4.064,20.217,63.0,4.83,92.702,155.431,1.927,45.76,4.052,4.105,39407.0,21074.0,5.816
4.0,0.415,-1.398,-0.905,3.551,0.465,0.65,0.44,1.121,-0.111,3.677,10.75,3.518,0.384,1.121,1.121,0.233,9.937,9.943,7.311,23.947,3.778,2786.0,3.164,-1.464,2.866,296.0,4.321,-0.93,-2.347,-0.93,-2.347,0.23,-1.342,3.624,11.93,11.93,11.93,11.93,11.93,12.101,2.799,2.684,71.308,4.609,3914.21,2630.0,2.806,6.414,17.44,8.416,3.855,0.146,16.4,2.944,2.789,3.091,11.502,35.5,4.064,51.932,74.901,1.582,27.84,3.567,3.593,6948.0,4255.0,5.085
4.0,0.518,-0.948,-0.67,4.212,0.827,0.79,0.694,1.808,0.0,4.236,12.75,3.758,0.591,1.546,1.546,0.205,11.754,12.943,7.919,29.845,4.451,3598.0,3.228,-1.018,3.385,462.0,5.136,-0.751,-1.84,-0.751,-1.84,0.19,-1.0,4.284,13.43,13.43,13.43,13.43,13.43,13.75,3.464,2.99,87.547,4.853,5963.88,3552.0,3.192,12.418,19.629,9.648,4.481,0.139,21.233,3.458,3.107,3.529,14.113,43.5,4.296,60.643,132.364,1.735,35.262,3.788,3.735,9718.0,5952.0,5.471
4.0,0.48,-1.0,-0.716,3.893,0.707,0.792,0.554,1.383,-0.071,4.098,11.75,3.338,0.487,1.371,1.371,0.226,10.701,12.068,7.135,27.673,4.117,2869.0,3.003,-1.344,3.199,316.0,4.288,-0.744,-2.0,-0.744,-2.0,0.228,-1.089,4.106,12.569,12.569,12.569,12.569,12.569,12.711,3.286,2.674,79.986,4.76,4700.58,2871.0,2.975,11.151,18.364,9.075,4.357,0.152,19.667,3.628,2.856,3.467,13.569,40.0,4.22,55.892,118.696,1.731,34.716,3.76,3.687,6476.0,4429.0,5.458
4.0,0.805,1.347,0.984,4.848,1.576,1.278,1.523,2.276,1.302,4.93,19.0,5.558,1.171,2.116,2.116,0.144,17.247,20.454,11.675,47.306,5.121,12476.0,4.124,-0.076,3.991,1446.0,8.505,1.0,2.275,1.0,2.275,0.143,0.186,4.816,20.016,20.016,20.016,20.016,20.016,20.425,4.072,3.57,155.529,5.203,23200.3,11881.0,3.822,27.355,28.579,14.419,5.025,0.097,30.933,4.182,3.73,3.981,21.25,63.5,4.877,93.186,199.831,1.887,52.865,4.187,4.134,32355.0,19309.0,5.823
4.0,0.661,-0.115,-0.095,4.384,0.931,1.007,0.935,1.809,0.5,4.698,15.75,4.538,0.895,1.544,1.544,0.178,14.065,16.493,9.527,39.353,4.602,6209.0,3.609,-0.808,3.582,824.0,7.033,-0.104,-0.244,-0.104,-0.244,0.176,-0.69,4.374,15.999,15.999,15.999,15.999,15.999,16.337,3.632,3.413,114.61,5.021,11432.9,6177.0,3.547,19.9,23.493,11.542,4.584,0.119,25.933,3.756,3.529,3.774,17.104,52.0,4.551,72.623,158.938,1.877,44.131,4.01,3.909,16415.0,10189.0,5.656
4.0,0.955,1.728,1.178,4.824,1.648,1.506,1.572,2.531,2.258,5.044,23.0,6.774,1.55,2.294,2.294,0.119,20.87,24.286,14.156,54.779,5.035,21836.0,4.702,0.688,4.099,2634.0,10.29,1.182,2.9,1.182,2.9,0.118,0.998,4.888,24.187,24.187,24.187,24.187,24.187,24.667,4.29,4.035,199.473,5.397,42347.1,20516.0,4.046,29.904,33.496,17.368,5.099,0.08,37.2,4.397,4.152,4.243,25.233,77.0,5.134,112.531,251.611,1.94,62.178,4.355,4.319,58490.0,33754.0,6.047
4.0,0.367,-1.5,-1.0,3.487,0.552,0.558,0.376,1.161,-0.36,3.026,9.75,3.144,0.154,1.131,1.131,0.259,9.231,9.278,6.658,21.618,3.785,1899.0,2.863,-1.74,2.871,246.0,3.56,-1.0,-2.347,-1.0,-2.347,0.257,-1.638,3.857,11.121,11.121,11.121,11.121,11.121,11.234,3.098,1.14,62.453,4.611,2709.12,1856.0,2.226,4.17,15.679,7.86,4.095,0.176,15.767,3.262,1.432,3.173,10.958,34.0,3.977,48.647,72.211,1.636,26.065,3.501,3.533,5177.0,3144.0,5.164
4.0,0.833,1.5,0.979,4.368,1.044,1.255,1.042,2.315,1.188,4.611,20.25,5.675,1.047,2.022,2.022,0.141,17.222,19.67,11.887,47.482,4.563,13774.0,4.266,-0.158,3.65,1472.0,8.389,1.0,2.275,1.0,2.275,0.14,0.184,4.453,20.17,20.17,20.17,20.17,20.17,20.55,3.852,3.57,157.95,5.276,25039.3,12955.0,3.636,15.61,29.033,14.491,4.648,0.095,31.248,4.011,3.618,4.342,21.087,67.0,4.88,91.965,164.381,1.966,47.298,4.098,4.135,46448.0,23943.0,5.954
4.0,0.522,-0.189,-0.106,4.247,0.942,0.825,0.802,2.118,0.678,4.277,15.0,4.479,0.679,1.976,1.976,0.174,13.639,15.034,9.41,33.843,4.464,6344.0,3.596,-0.624,3.61,768.0,5.84,-0.15,-0.333,-0.15,-0.333,0.172,-0.451,4.377,16.24,16.24,16.24,16.24,16.24,16.551,3.674,3.308,112.784,4.967,10574.5,6007.0,3.475,13.208,23.129,11.614,4.605,0.118,23.652,3.828,3.398,3.674,16.681,50.833,4.557,74.754,132.853,1.846,38.258,3.865,3.926,19488.0,10638.0,5.565
4.0,0.772,1.074,0.755,4.411,1.409,1.187,1.182,2.264,1.109,4.567,18.5,5.138,1.138,2.032,2.032,0.143,16.233,19.124,10.877,44.94,4.618,11123.0,3.979,-0.258,3.738,1251.0,7.318,0.775,2.162,0.775,2.162,0.142,-0.098,4.686,19.102,19.102,19.102,19.102,19.102,19.259,3.921,3.532,148.086,5.233,20463.7,10619.0,3.605,16.742,27.604,13.829,4.933,0.098,30.248,4.06,3.559,4.391,20.706,63.5,4.832,86.63,180.204,1.89,48.643,4.105,4.099,32402.0,18281.0,5.949
4.0,0.89,0.618,0.6,4.824,1.535,1.392,1.417,2.546,1.042,5.057,18.5,5.039,1.43,1.936,1.936,0.149,17.408,21.284,11.043,52.559,5.053,10261.0,3.936,-0.238,3.935,1395.0,8.934,0.618,0.791,0.618,0.791,0.14,0.063,4.949,19.24,19.24,19.24,19.24,19.24,19.62,3.954,3.851,148.127,5.199,20612.1,10241.0,3.895,29.772,27.641,13.85,5.221,0.104,32.648,4.03,3.927,3.997,21.129,63.5,4.825,87.002,203.264,1.836,56.178,4.238,4.082,26966.0,16865.0,5.954
4.0,1.025,1.581,1.026,4.902,1.721,1.608,1.696,2.631,2.326,5.09,24.75,7.008,1.617,2.387,2.387,0.113,21.947,25.89,14.712,59.444,5.122,25382.0,4.853,0.957,4.156,3142.0,10.936,1.081,2.951,1.081,2.951,0.113,1.0,4.893,25.394,25.394,25.394,25.394,25.394,25.899,4.345,4.068,214.706,5.448,50775.0,23992.0,4.11,30.845,35.103,18.279,5.086,0.076,39.3,4.429,4.162,4.244,26.811,81.5,5.21,118.739,260.381,1.938,65.28,4.403,4.369,69411.0,39868.0,6.113
4.0,0.493,-0.779,-0.578,3.811,0.588,0.738,0.5,1.737,0.5,3.939,13.75,3.951,0.46,1.304,1.304,0.195,11.838,13.277,8.344,32.257,3.98,4374.0,3.358,-1.0,3.13,561.0,5.346,-0.608,-1.409,-0.608,-1.409,0.183,-0.946,3.946,14.137,14.137,14.137,14.137,14.137,14.41,3.405,2.912,94.883,4.952,7343.52,4287.0,3.039,8.021,20.832,10.148,4.131,0.129,21.6,3.549,2.933,3.674,14.82,47.0,4.36,64.809,99.399,1.658,32.04,3.691,3.781,16295.0,8396.0,5.546
4.0,0.49,-0.171,-0.128,4.069,0.755,0.795,0.665,1.614,0.583,4.202,14.5,4.158,0.604,1.45,1.45,0.185,13.213,13.165,8.882,29.811,4.269,4854.0,3.419,-0.781,3.424,534.0,5.038,-0.129,-0.32,-0.129,-0.32,0.174,-0.665,4.215,15.248,15.248,15.248,15.248,15.248,15.545,3.518,3.09,99.119,4.878,7741.35,4597.0,3.265,11.862,21.222,10.758,4.408,0.126,21.933,3.709,3.17,3.527,15.104,47.0,4.431,67.189,115.614,1.633,36.16,3.814,3.849,12919.0,7600.0,5.531
