pXC50,N.,nCsp,nTB,Mp,AMW,Mv,nH,Si,nHM,X.,H.,Se,nAT,nBR,nBT,Sp,Mi,Sv,C.
5.2,1.6,0,0,0.673,7.01,0.632,29,67.939,0,0.0,47.5,60.454,61,0,64,41.029,1.114,38.541,45.9
5.2,8.3,0,0,0.687,8.134,0.669,19,54.073,0,2.1,39.6,48.643,48,0,51,32.961,1.127,32.113,45.8
5.3,7.1,0,0,0.643,7.117,0.611,27,63.734,0,1.8,48.2,56.178,56,0,58,36.006,1.138,34.22,39.3
5.2,13.6,0,0,0.694,8.192,0.674,17,49.821,0,2.3,38.6,44.425,44,0,48,30.54,1.132,29.673,45.5
5.2,8.6,0,0,0.687,7.581,0.655,15,39.196,0,0.0,42.9,34.934,35,0,37,24.04,1.12,22.94,45.7
5.2,8.2,0,0,0.715,8.722,0.677,20,54.827,2,4.1,40.8,49.334,49,0,52,35.046,1.119,33.197,44.9
7.8,10.7,0,0,0.687,8.117,0.669,22,62.94,0,0.0,39.3,56.662,56,0,60,38.489,1.124,37.487,44.6
5.2,7.7,0,0,0.667,6.979,0.626,31,73.099,0,0.0,47.7,64.323,65,0,70,43.381,1.125,40.67,43.1
5.2,7.9,0,0,0.72,8.942,0.697,14,42.349,1,2.6,36.8,38.585,38,0,41,27.352,1.114,26.482,47.4
5.8,18.2,0,0,0.645,8.827,0.656,16,50.694,0,0.0,36.4,45.985,44,0,46,28.364,1.152,28.852,34.1
5.2,4.1,0,0,0.672,7.764,0.65,21,55.117,0,2.0,42.9,49.534,49,0,51,32.926,1.125,31.839,44.9
5.2,10.0,1,1,0.676,8.598,0.66,20,56.595,1,2.0,40.0,51.211,50,0,52,33.796,1.132,33.008,40.0
5.2,5.6,0,0,0.708,8.065,0.684,14,39.907,0,0.0,38.9,36.16,36,0,39,25.489,1.109,24.633,50.0
5.2,12.0,0,0,0.67,7.85,0.649,21,56.861,0,2.0,42.0,50.52,50,0,53,33.517,1.137,32.441,42.0
5.2,10.0,0,0,0.717,8.368,0.686,27,77.979,1,0.0,38.6,70.28,70,0,76,50.211,1.114,48.034,47.1
6.8,2.6,0,0,0.724,10.217,0.7,14,42.084,1,2.6,36.8,38.825,38,1,40,27.506,1.107,26.593,47.4
5.2,7.0,0,0,0.646,6.963,0.61,21,48.651,0,0.0,48.8,42.912,43,0,45,27.779,1.131,26.235,39.5
5.2,7.0,0,0,0.716,9.29,0.701,15,48.42,1,4.7,34.9,44.247,43,0,47,30.779,1.126,30.135,46.5
7.0,11.9,0,0,0.683,8.187,0.651,18,47.551,1,2.4,42.9,42.345,42,0,45,28.671,1.132,27.337,40.5
5.2,11.3,0,0,0.664,8.009,0.648,22,60.615,0,3.8,41.5,53.916,53,0,56,35.216,1.144,34.351,41.5
5.2,7.7,0,0,0.678,7.379,0.644,29,72.893,0,0.0,44.6,64.767,65,0,69,44.074,1.121,41.858,44.6
5.2,19.2,0,0,0.62,7.183,0.594,50,120.613,0,0.0,48.1,104.945,104,0,105,64.444,1.16,61.76,30.8
5.2,10.0,0,0,0.663,7.443,0.634,27,68.106,0,1.7,45.0,60.17,60,0,64,39.802,1.135,38.021,41.7
5.2,6.5,0,0,0.681,7.205,0.642,21,51.441,0,0.0,45.7,45.585,46,0,48,31.324,1.118,29.52,45.7
5.2,6.5,0,0,0.722,8.12,0.678,19,50.946,1,0.0,41.3,45.778,46,0,49,33.211,1.108,31.181,47.8
5.2,8.3,0,0,0.673,8.967,0.679,17,54.962,0,6.3,35.4,49.996,48,0,50,32.29,1.145,32.594,43.8
5.8,10.0,0,0,0.765,11.031,0.768,5,22.19,1,5.0,25.0,20.949,20,0,22,15.301,1.109,15.354,50.0
5.2,9.8,0,0,0.681,8.06,0.644,18,46.238,1,0.0,43.9,41.323,41,0,43,27.909,1.128,26.39,39.0
5.2,9.5,0,0,0.689,8.295,0.676,16,47.113,0,0.0,38.1,42.691,42,0,45,28.955,1.122,28.391,45.2
5.2,11.9,0,0,0.727,9.701,0.72,13,46.91,1,0.0,31.0,43.429,42,0,45,30.54,1.117,30.261,45.2
6.1,8.0,0,0,0.776,10.926,0.727,9,27.499,1,4.0,36.0,24.967,25,1,27,19.409,1.1,18.175,52.0
4.8,10.7,0,0,0.717,7.903,0.685,11,31.156,0,0.0,39.3,27.84,28,0,30,20.063,1.113,19.171,50.0
5.2,4.9,0,0,0.715,9.306,0.695,22,68.083,2,1.6,36.1,62.771,61,0,64,43.591,1.116,42.378,44.3
5.2,17.6,0,0,0.647,8.068,0.637,21,58.604,0,0.0,41.2,52.2,51,0,54,32.983,1.149,32.498,35.3
5.2,12.5,0,0,0.643,7.67,0.623,25,64.529,0,3.6,44.6,56.901,56,0,59,35.983,1.152,34.899,37.5
5.2,6.4,0,0,0.732,8.509,0.698,18,51.97,1,2.1,38.3,47.025,47,0,51,34.421,1.106,32.821,51.1
5.2,10.8,0,0,0.662,7.685,0.64,16,41.903,0,0.0,43.2,37.363,37,0,39,24.5,1.133,23.676,40.5
5.3,16.1,0,0,0.685,8.687,0.681,11,35.156,0,0.0,35.5,31.814,31,0,33,21.222,1.134,21.117,41.9
5.2,19.3,0,0,0.617,7.12,0.59,53,126.526,0,0.0,48.6,109.93,109,0,110,67.211,1.161,64.308,30.3
5.2,7.5,0,0,0.715,8.836,0.689,15,44.534,1,0.0,37.5,40.665,40,0,43,28.597,1.113,27.557,45.0
5.3,11.4,0,0,0.708,8.625,0.679,17,49.322,1,0.0,38.6,44.542,44,0,47,31.154,1.121,29.885,43.2
5.2,8.3,0,0,0.685,8.05,0.647,16,40.555,1,2.8,44.4,36.142,36,0,37,24.659,1.127,23.294,41.7
5.2,6.1,0,0,0.689,7.581,0.658,21,54.651,0,0.0,42.9,48.912,49,0,52,33.779,1.115,32.235,46.9
6.9,9.3,0,0,0.679,8.889,0.656,22,61.139,2,1.9,40.7,55.498,54,0,56,36.659,1.132,35.437,37.0
5.8,10.9,0,0,0.693,8.813,0.691,16,51.951,0,2.2,34.8,47.305,46,0,49,31.898,1.129,31.796,45.7
5.2,6.0,0,0,0.671,7.23,0.635,23,56.066,0,0.0,46.0,49.796,50,0,52,33.54,1.121,31.762,44.0
5.2,10.3,0,0,0.706,8.39,0.675,23,65.196,1,1.7,39.7,58.48,58,0,62,40.926,1.124,39.155,44.8
5.2,10.5,0,0,0.666,7.904,0.647,24,65.031,0,3.5,42.1,57.8,57,0,61,37.978,1.141,36.878,42.1
5.3,8.0,0,0,0.776,10.926,0.727,9,27.499,1,4.0,36.0,24.967,25,1,27,19.409,1.1,18.175,52.0
5.2,8.6,2,1,0.716,8.718,0.679,23,64.697,2,0.0,39.7,58.596,58,0,61,41.54,1.115,39.367,43.1
5.2,6.6,0,0,0.693,7.878,0.667,25,68.319,0,1.6,41.0,61.294,61,0,65,42.245,1.12,40.693,47.5
5.2,7.7,0,0,0.624,6.343,0.577,21,44.441,0,0.0,53.8,38.585,39,0,40,24.324,1.14,22.52,35.9
7.4,14.7,0,0,0.687,9.803,0.708,10,39.381,0,8.8,29.4,35.909,34,0,36,23.341,1.158,24.079,44.1
5.2,11.1,0,0,0.727,8.611,0.693,17,50.112,1,0.0,37.8,45.214,45,0,49,32.699,1.114,31.17,46.7
5.6,12.5,0,0,0.773,10.775,0.753,9,35.522,2,3.1,28.1,33.113,32,0,35,24.722,1.11,24.11,46.9
5.2,8.1,0,0,0.689,7.928,0.666,15,41.405,0,0.0,40.5,37.262,37,0,39,25.495,1.119,24.655,45.9
5.2,10.0,0,0,0.731,9.649,0.685,20,55.784,2,2.0,40.0,50.211,50,1,53,36.574,1.116,34.248,44.0
5.2,10.0,0,0,0.782,11.755,0.732,7,22.084,1,5.0,35.0,20.084,20,1,22,15.648,1.104,14.648,50.0
4.8,14.3,0,0,0.637,6.796,0.597,14,32.069,0,0.0,50.0,27.825,28,0,29,17.83,1.145,16.72,35.7
5.2,15.2,0,0,0.645,7.434,0.62,15,37.777,0,0.0,45.5,33.254,33,0,34,21.29,1.145,20.456,36.4
5.2,12.5,0,0,0.715,9.195,0.7,14,44.93,1,2.5,35.0,40.905,40,0,43,28.602,1.123,27.998,45.0
5.2,8.3,0,0,0.662,7.301,0.63,22,54.149,0,0.0,45.8,48.014,48,0,51,31.784,1.128,30.256,41.7
5.2,7.0,0,0,0.694,8.776,0.693,15,48.033,0,0.0,34.9,44.244,43,0,46,29.858,1.117,29.799,46.5
5.2,14.0,0,0,0.66,7.173,0.624,20,48.896,0,0.0,46.5,42.796,43,0,46,28.364,1.137,26.816,39.5
5.2,11.1,0,0,0.661,8.157,0.649,22,61.825,0,3.7,40.7,55.243,54,0,57,35.671,1.145,35.066,40.7
5.2,11.1,0,0,0.657,7.8,0.62,17,41.053,1,2.8,47.2,36.243,36,0,37,23.665,1.14,22.316,36.1
5.2,9.3,0,0,0.664,7.173,0.628,20,48.524,0,0.0,46.5,42.803,43,0,45,28.569,1.128,27.015,41.9
7.2,14.7,1,1,0.764,9.335,0.732,11,37.657,1,0.0,32.4,34.236,34,0,37,25.96,1.108,24.875,50.0
5.2,13.6,0,0,0.683,7.873,0.659,18,49.69,0,0.0,40.9,44.24,44,0,47,30.057,1.129,29.004,43.2
5.2,7.1,0,0,0.651,6.748,0.608,21,47.441,0,0.0,50.0,41.585,42,0,44,27.324,1.13,25.52,40.5
5.2,14.0,0,0,0.634,7.358,0.61,20,49.315,0,0.0,46.5,43.451,43,0,45,27.273,1.147,26.246,34.9
5.2,9.1,0,0,0.697,7.664,0.665,23,61.438,0,0.0,41.8,54.789,55,0,60,38.336,1.117,36.563,47.3
5.5,6.7,0,0,0.701,7.588,0.667,19,50.026,0,0.0,42.2,44.702,45,0,48,31.563,1.112,29.993,48.9
5.9,3.7,0,0,0.763,9.456,0.731,9,29.498,1,0.0,33.3,27.367,27,0,29,20.608,1.093,19.745,51.9
5.2,12.0,0,0,0.669,8.209,0.656,20,57.2,0,4.0,40.0,51.032,50,0,53,33.455,1.144,32.824,42.0
5.2,6.4,0,0,0.686,7.69,0.658,20,52.781,0,2.1,42.6,47.098,47,0,50,32.262,1.123,30.904,46.8
5.2,12.0,0,0,0.669,8.209,0.656,20,57.2,0,4.0,40.0,51.032,50,0,54,33.455,1.144,32.824,42.0
5.2,4.0,0,0,0.694,8.009,0.673,20,55.571,0,0.0,40.0,50.465,50,0,53,34.682,1.111,33.643,48.0
5.2,15.6,0,0,0.717,11.225,0.649,14,36.498,1,3.1,43.8,32.323,32,0,34,22.949,1.141,20.773,34.4
5.4,8.1,0,0,0.67,7.226,0.634,17,41.611,0,0.0,45.9,36.818,37,0,39,24.801,1.125,23.467,43.2
6.3,2.6,0,0,0.684,7.352,0.649,17,42.239,0,0.0,44.7,37.825,38,0,41,26.006,1.112,24.665,47.4
5.2,21.4,0,0,0.821,13.43,0.803,3,15.798,2,14.3,21.4,14.836,14,0,15,11.494,1.128,11.246,42.9
5.2,4.4,0,0,0.703,8.153,0.668,19,50.096,1,2.2,42.2,45.134,45,0,47,31.631,1.113,30.041,46.7
5.9,7.7,0,0,0.716,8.958,0.71,13,43.875,0,5.1,33.3,39.96,39,0,42,27.915,1.125,27.706,51.3
6.3,10.3,0,0,0.692,9.149,0.673,11,32.704,1,0.0,37.9,29.898,29,0,30,20.074,1.128,19.503,37.9
5.2,9.1,0,0,0.671,7.691,0.645,19,49.864,0,2.3,43.2,44.316,44,0,47,29.506,1.133,28.398,43.2
6.4,7.3,0,0,0.702,7.693,0.67,17,45.611,0,0.0,41.5,40.818,41,0,44,28.801,1.112,27.467,48.8
5.2,10.3,0,0,0.666,8.009,0.651,16,44.113,0,0.0,41.0,39.691,39,0,42,25.955,1.131,25.391,41.0
5.9,10.4,1,1,0.755,9.924,0.737,15,53.29,2,4.2,31.3,49.113,48,0,52,36.222,1.11,35.352,50.0
5.2,5.5,0,0,0.674,8.035,0.646,24,61.844,1,1.8,43.6,55.658,55,0,58,37.068,1.124,35.546,41.8
5.2,5.8,0,0,0.696,7.799,0.653,23,57.986,1,0.0,44.2,51.872,52,0,55,36.188,1.115,33.949,44.2
5.2,10.5,0,0,0.688,8.327,0.654,16,42.823,1,0.0,42.1,38.44,38,0,40,26.148,1.127,24.863,39.5
5.2,8.6,0,0,0.659,6.896,0.617,34,79.012,0,0.0,48.6,69.309,70,0,75,46.148,1.129,43.218,41.4
6.0,10.9,0,0,0.688,8.944,0.688,16,52.626,0,6.5,34.8,47.56,46,0,49,31.625,1.144,31.659,45.7
5.2,9.5,0,0,0.702,8.2,0.683,16,46.903,0,0.0,38.1,42.363,42,0,45,29.5,1.117,28.676,47.6
5.7,7.0,0,0,0.704,7.986,0.679,17,47.82,0,0.0,39.5,43.145,43,0,46,30.256,1.112,29.181,48.8
5.2,6.1,0,0,0.741,8.849,0.696,19,54.075,2,0.0,38.8,49.182,49,0,53,36.313,1.104,34.082,46.9
6.6,12.2,0,0,0.688,7.996,0.649,18,46.342,1,2.4,43.9,41.018,41,0,44,28.216,1.13,26.622,41.5
5.2,7.5,0,0,0.681,7.684,0.655,17,44.82,0,0.0,42.5,40.145,40,0,43,27.256,1.121,26.181,45.0
5.2,10.4,0,0,0.682,8.114,0.665,19,54.026,0,0.0,39.6,48.676,48,0,51,32.722,1.126,31.939,43.8
5.2,10.0,0,0,0.713,9.082,0.679,16,44.997,2,5.0,40.0,40.567,40,0,42,28.523,1.125,27.143,42.5
6.1,9.8,0,0,0.67,8.382,0.661,20,58.457,0,5.9,39.2,52.327,51,0,54,34.148,1.146,33.713,43.1
5.2,12.0,0,0,0.636,7.13,0.606,24,57.145,0,0.0,48.0,50.218,50,0,51,31.796,1.143,30.299,36.0
5.2,8.6,0,0,0.73,9.138,0.684,14,39.06,2,2.9,40.0,35.334,35,0,37,25.546,1.116,23.954,42.9
5.2,8.6,0,0,0.687,7.581,0.655,15,39.196,0,0.0,42.9,34.934,35,0,37,24.04,1.12,22.94,45.7
5.2,4.4,0,0,0.684,7.387,0.649,20,50.152,0,0.0,44.4,44.811,45,0,47,30.773,1.114,29.214,46.7
5.2,12.8,0,0,0.674,8.435,0.666,18,53.785,0,4.3,38.3,48.149,47,0,51,31.694,1.144,31.297,42.6
5.2,11.4,0,0,0.715,10.169,0.721,13,50.471,1,9.1,29.5,46.265,44,0,47,31.449,1.147,31.703,45.5
5.9,9.5,0,0,0.838,14.552,0.78,6,23.157,3,9.5,28.6,21.811,21,1,22,17.608,1.103,16.378,42.9
5.2,7.7,0,0,0.741,8.918,0.712,14,43.14,1,2.6,35.9,39.258,39,0,42,28.898,1.106,27.767,51.3
5.0,13.6,0,0,0.725,8.695,0.674,9,24.661,1,0.0,40.9,22.033,22,0,23,15.949,1.121,14.832,40.9
5.2,6.8,1,1,0.716,9.306,0.704,15,48.953,1,0.0,34.1,45.32,44,0,47,31.506,1.113,30.986,45.5
6.3,10.4,1,1,0.719,8.489,0.702,17,53.402,0,0.0,35.4,48.465,48,0,52,34.506,1.113,33.697,50.0
5.2,6.3,0,0,0.697,8.03,0.675,19,53.445,0,0.0,39.6,48.356,48,0,51,33.472,1.113,32.423,47.9
5.2,4.9,0,0,0.697,7.376,0.658,18,45.528,0,0.0,43.9,40.6,41,0,43,28.557,1.11,26.972,48.8
5.2,4.2,0,0,0.689,7.135,0.646,22,53.358,0,0.0,45.8,47.367,48,0,51,33.08,1.112,31.026,47.9
5.3,7.1,0,0,0.756,9.083,0.716,10,30.787,1,0.0,35.7,28.142,28,0,30,21.159,1.1,20.052,50.0
5.2,14.3,0,0,0.698,8.2,0.678,16,47.275,0,0.0,38.1,42.356,42,0,45,29.296,1.126,28.477,45.2
5.2,6.9,0,0,0.699,7.734,0.669,12,32.282,0,0.0,41.4,28.949,29,0,31,20.273,1.113,19.392,48.3
5.2,13.9,1,1,0.704,9.926,0.724,10,41.381,0,8.3,27.8,37.909,36,0,38,25.341,1.149,26.079,47.2
5.2,5.5,0,0,0.686,7.462,0.652,32,81.434,0,0.0,43.8,72.76,73,0,79,50.046,1.116,47.605,46.6
5.2,10.0,0,0,0.664,8.42,0.644,17,45.472,1,2.5,42.5,40.898,40,0,42,26.574,1.137,25.745,37.5
6.3,14.7,0,0,0.715,9.687,0.706,11,38.285,1,0.0,32.4,35.218,34,0,36,24.324,1.126,24.019,41.2
5.2,7.1,0,0,0.8,13.186,0.78,7,31.308,2,10.7,25.0,29.396,28,1,30,22.387,1.118,21.844,50.0
8.5,12.5,0,0,0.71,8.218,0.688,18,53.69,0,0.0,37.5,48.24,48,0,52,34.057,1.119,33.004,47.9
5.2,11.1,0,0,0.668,7.454,0.638,16,40.694,0,0.0,44.4,36.036,36,0,38,24.046,1.13,22.961,41.7
5.4,5.4,0,0,0.736,9.364,0.695,14,40.956,2,0.0,37.8,37.64,37,0,39,27.239,1.107,25.722,43.2
5.2,13.3,0,0,0.664,7.945,0.621,14,34.199,1,0.0,46.7,30.229,30,0,31,19.932,1.14,18.622,33.3
5.2,7.7,0,0,0.675,7.164,0.636,24,58.355,0,0.0,46.2,51.571,52,0,55,35.091,1.122,33.068,44.2
5.2,10.6,0,0,0.712,8.288,0.674,19,52.527,1,0.0,40.4,47.098,47,0,50,33.461,1.118,31.697,44.7
7.7,5.4,0,0,0.719,8.822,0.69,14,41.036,1,0.0,37.8,37.564,37,0,39,26.591,1.109,25.535,45.9
5.2,13.3,0,0,0.703,9.342,0.71,14,51.164,0,4.4,31.1,46.709,45,0,50,31.625,1.137,31.959,46.7
5.2,10.7,0,0,0.66,7.831,0.641,24,64.031,0,3.6,42.9,56.8,56,0,59,36.978,1.143,35.878,41.1
5.2,10.0,0,0,0.653,7.809,0.635,26,68.655,0,3.3,43.3,61.01,60,0,63,39.194,1.144,38.119,40.0
6.1,14.3,1,1,0.681,7.581,0.65,15,39.568,0,0.0,42.9,34.927,35,0,37,23.836,1.131,22.741,42.9
5.2,9.3,0,0,0.696,8.584,0.673,21,60.571,1,0.0,38.9,54.963,54,0,57,37.585,1.122,36.368,42.6
5.2,9.7,0,0,0.763,9.528,0.734,10,34.415,1,3.2,32.3,31.429,31,0,34,23.648,1.11,22.742,51.6
5.9,6.7,0,0,0.709,7.876,0.68,12,33.282,0,0.0,40.0,29.949,30,0,32,21.273,1.109,20.392,50.0
5.2,19.6,0,0,0.646,7.705,0.626,40,105.955,0,0.0,43.5,93.207,92,0,94,59.387,1.152,57.61,34.8
5.2,7.0,0,0,0.726,10.033,0.725,13,48.89,1,9.3,30.2,44.945,43,0,46,31.199,1.137,31.187,48.8
5.2,5.2,0,0,0.696,8.337,0.682,22,64.824,0,1.7,37.9,58.963,58,0,62,40.387,1.118,39.575,48.3
5.2,8.5,0,0,0.696,8.222,0.679,18,52.528,0,0.0,38.3,47.574,47,0,50,32.716,1.118,31.918,46.8
5.2,11.4,1,1,0.685,8.451,0.66,18,49.761,1,2.3,40.9,44.673,44,0,46,30.125,1.131,29.052,40.9
5.2,13.6,0,0,0.686,9.973,0.698,14,50.863,1,9.1,31.8,46.429,44,0,46,30.182,1.156,30.696,40.9
5.2,7.8,2,1,0.692,7.558,0.646,29,71.603,1,0.0,45.3,63.516,64,0,67,44.267,1.119,41.33,43.8
5.2,15.6,0,0,0.705,12.287,0.668,12,36.711,1,3.1,37.5,33.422,32,0,34,22.551,1.147,21.39,31.3
5.2,10.3,0,0,0.691,7.937,0.655,29,76.394,1,0.0,42.6,68.163,68,0,72,46.972,1.123,44.561,42.6
5.2,11.3,0,0,0.664,8.009,0.648,22,60.615,0,3.8,41.5,53.916,53,0,56,35.216,1.144,34.351,41.5
5.2,12.0,0,0,0.817,13.485,0.747,8,27.671,1,4.0,32.0,25.353,25,0,27,20.415,1.107,18.676,48.0
5.2,6.7,0,0,0.7,7.943,0.675,24,66.773,0,0.0,40.0,60.225,60,0,65,42.0,1.113,40.498,48.3
6.2,8.7,0,0,0.874,14.836,0.823,5,24.927,3,4.3,21.7,24.007,23,1,25,20.091,1.084,18.925,47.8
5.2,6.1,0,0,0.691,8.241,0.674,32,92.367,0,3.7,39.0,83.283,82,0,89,56.625,1.126,55.303,47.6
5.2,10.5,0,0,0.655,8.605,0.655,22,65.919,0,7.0,38.6,59.152,57,0,60,37.307,1.156,37.359,40.4
5.2,11.5,1,1,0.665,7.501,0.637,27,69.059,0,0.0,44.3,61.203,61,0,65,40.563,1.132,38.847,41.0
5.2,10.2,0,0,0.701,8.519,0.676,23,66.405,1,1.7,39.0,59.807,59,0,63,41.381,1.126,39.87,44.1
5.2,10.8,1,1,0.71,8.172,0.687,14,41.279,0,0.0,37.8,37.153,37,0,39,26.284,1.116,25.434,48.6
5.2,5.9,0,0,0.715,11.48,0.747,8,39.655,1,17.6,23.5,36.985,34,0,36,24.307,1.166,25.405,47.1
5.2,13.8,0,0,0.69,8.354,0.675,11,32.994,0,3.4,37.9,29.454,29,0,31,20.006,1.138,19.576,44.8
5.2,7.9,0,0,0.679,7.352,0.644,17,42.611,0,0.0,44.7,37.818,38,0,40,25.801,1.121,24.467,44.7
8.3,15.6,2,2,0.694,8.791,0.691,11,36.156,0,0.0,34.4,32.814,32,0,33,22.222,1.13,22.117,43.8
5.2,6.3,2,1,0.683,7.281,0.632,30,70.52,1,0.0,47.6,62.298,63,0,68,43.023,1.119,39.836,42.9
5.2,7.5,0,0,0.7,8.471,0.675,21,59.302,1,1.9,39.6,53.665,53,0,57,37.097,1.119,35.799,45.3
6.1,10.0,0,0,0.727,10.512,0.721,6,22.375,1,0.0,30.0,21.029,20,0,21,14.545,1.119,14.428,40.0
4.9,15.8,0,0,0.684,8.483,0.675,7,21.535,0,0.0,36.8,19.4,19,0,20,12.994,1.133,12.833,42.1
5.2,10.3,0,0,0.689,8.32,0.676,11,32.575,0,0.0,37.9,29.494,29,0,31,19.972,1.123,19.601,44.8
5.2,3.7,0,0,0.672,7.41,0.633,38,90.75,1,1.2,46.9,80.843,81,0,85,54.398,1.12,51.233,43.2
5.2,6.3,0,0,0.689,7.447,0.654,14,35.697,0,0.0,43.8,31.833,32,0,34,22.034,1.116,20.918,46.9
6.5,8.2,0,0,0.68,7.316,0.644,22,54.939,0,0.0,44.9,48.687,49,0,52,33.33,1.121,31.542,44.9
5.2,9.3,0,0,0.636,6.661,0.594,22,48.939,0,0.0,51.2,42.687,43,0,45,27.33,1.138,25.542,37.2
5.7,6.1,0,0,0.817,12.112,0.781,9,36.243,4,9.1,27.3,34.324,33,0,35,26.949,1.098,25.776,48.5
8.4,3.8,0,0,0.712,9.665,0.699,9,28.917,1,0.0,34.6,27.022,26,0,27,18.517,1.112,18.175,42.3
5.2,4.8,0,0,0.732,9.221,0.699,16,46.625,2,4.8,38.1,42.574,42,0,44,30.727,1.11,29.342,47.6
5.2,10.7,0,0,0.631,6.867,0.596,28,63.976,0,0.0,50.0,55.985,56,0,57,35.319,1.142,33.353,35.7
5.2,12.0,0,0,0.71,8.45,0.694,9,27.95,0,0.0,36.0,25.284,25,0,27,17.756,1.118,17.359,48.0
5.2,9.1,0,0,0.694,8.356,0.66,14,37.14,1,3.0,42.4,33.258,33,0,35,22.898,1.125,21.767,42.4
5.2,5.7,0,0,0.669,8.18,0.659,14,39.325,0,0.0,40.0,35.814,35,0,37,23.398,1.124,23.063,42.9
8.2,12.5,0,0,0.708,8.593,0.696,17,54.03,0,2.1,35.4,48.752,48,0,52,33.995,1.126,33.387,47.9
5.2,10.2,0,0,0.724,9.298,0.694,18,54.996,2,2.0,36.7,50.014,49,0,53,35.5,1.122,33.982,42.9
5.2,7.1,0,0,0.671,8.08,0.657,17,47.239,0,0.0,40.5,42.8,42,0,44,28.165,1.125,27.611,42.9
5.2,14.7,0,0,0.687,9.803,0.708,10,39.381,0,8.8,29.4,35.909,34,0,36,23.341,1.158,24.079,44.1
5.2,9.1,0,0,0.688,8.01,0.655,28,74.105,1,0.0,42.4,66.389,66,0,70,45.421,1.123,43.255,42.4
5.2,5.8,0,0,0.683,7.413,0.649,23,58.066,0,0.0,44.2,51.796,52,0,55,35.54,1.117,33.762,46.2
5.2,11.6,1,1,0.676,8.731,0.658,17,48.74,1,0.0,39.5,44.196,43,0,44,29.063,1.133,28.314,37.2
5.9,6.4,0,0,0.747,9.779,0.706,17,51.999,3,0.0,36.2,48.029,47,0,50,35.108,1.106,33.172,42.6
5.2,10.2,0,0,0.707,8.643,0.679,19,55.413,1,4.1,38.8,49.68,49,0,53,34.642,1.131,33.275,44.9
5.2,10.6,0,0,0.694,9.009,0.695,16,53.626,0,6.4,34.0,48.56,47,0,50,32.625,1.141,32.659,46.8
5.2,10.0,1,1,0.669,7.809,0.647,17,45.449,0,2.5,42.5,40.432,40,0,42,26.745,1.136,25.871,42.5
6.2,2.4,0,0,0.7,9.108,0.687,15,45.581,1,0.0,36.6,42.327,41,0,44,28.71,1.112,28.185,43.9
5.2,17.9,0,0,0.693,8.905,0.664,11,31.867,1,0.0,39.3,28.564,28,0,29,19.415,1.138,18.589,35.7
5.2,20.5,0,0,0.721,9.755,0.714,12,44.156,1,0.0,30.8,40.313,39,0,42,28.125,1.132,27.842,41.0
5.2,8.2,0,0,0.675,7.435,0.632,34,82.141,1,0.0,46.6,72.712,73,0,76,49.25,1.125,46.12,41.1
5.2,7.3,0,0,0.719,8.327,0.699,15,45.405,0,0.0,36.6,41.262,41,0,45,29.495,1.107,28.655,51.2
5.2,7.9,0,0,0.677,7.825,0.654,16,42.95,0,2.6,42.1,38.331,38,0,40,25.739,1.13,24.85,44.7
5.2,6.8,0,0,0.682,7.578,0.652,19,49.235,0,0.0,43.2,44.029,44,0,46,30.017,1.119,28.708,45.5
5.2,11.4,0,0,0.697,8.64,0.667,14,39.408,1,0.0,40.0,35.556,35,0,37,24.387,1.126,23.336,40.0
5.2,4.4,0,0,0.682,7.787,0.658,19,50.492,0,2.2,42.2,45.323,45,0,47,30.711,1.122,29.597,46.7
6.4,10.4,1,1,0.747,10.132,0.723,16,53.243,1,2.1,33.3,48.694,48,1,52,35.858,1.109,34.723,50.0
7.0,10.3,0,0,0.686,7.803,0.66,24,65.145,0,0.0,41.4,58.218,58,0,62,39.796,1.123,38.299,44.8
5.2,8.0,0,0,0.634,6.756,0.596,38,85.261,0,0.0,50.7,74.73,75,0,79,47.58,1.137,44.702,37.3
5.2,6.7,0,0,0.688,7.544,0.638,21,50.361,1,0.0,46.7,44.662,45,0,48,30.972,1.119,28.707,42.2
5.2,6.1,0,0,0.665,7.827,0.647,14,37.116,0,0.0,42.4,33.487,33,0,35,21.943,1.125,21.348,42.4
5.2,7.5,0,0,0.706,9.196,0.686,20,59.456,2,3.8,37.7,54.316,53,0,56,37.409,1.122,36.341,43.4
5.2,9.6,0,0,0.704,8.645,0.679,20,58.492,1,1.9,38.5,52.822,52,0,55,36.614,1.125,35.321,44.2
5.2,11.1,0,0,0.662,7.824,0.642,23,61.485,0,1.9,42.6,54.731,54,0,57,35.733,1.139,34.682,40.7
5.2,11.4,0,0,0.693,8.169,0.675,17,49.402,0,0.0,38.6,44.465,44,0,47,30.506,1.123,29.697,45.5
5.2,8.3,0,0,0.677,8.0,0.648,26,67.631,1,1.7,43.3,60.534,60,0,64,40.625,1.127,38.874,41.7
5.2,6.8,0,0,0.642,7.168,0.612,21,49.86,0,0.0,47.7,44.24,44,0,45,28.233,1.133,26.95,38.6
6.1,10.5,0,0,0.69,7.659,0.659,24,63.936,0,0.0,42.1,56.891,57,0,61,39.341,1.122,37.584,45.6
5.2,11.4,0,0,0.738,11.463,0.75,9,40.186,2,14.3,25.7,37.338,35,0,37,25.813,1.148,26.239,45.7
5.4,7.4,0,0,0.667,7.491,0.639,24,60.773,0,0.0,44.4,54.225,54,0,57,36.0,1.125,34.498,42.6
