pXC50,nCIR,LLS_02,TRS,nCIC,SssNH,ATSC5e,nR.Cs,Eig04_AEA.dm.,DELS,SpMax3_Bh.i.,X1A,CATS2D_04_DL,Eig02_AEA.bo.,C.003,nCrt,ATSC5s,Eig09_EA.bo.,Eig09_AEA.bo.,nHDon,MATS4e,N.067,nRNHR,Hy,MATS4s,ATS8e,CATS2D_03_DL,MATS1v,Eig09_EA.ed.,SM04_AEA.ri.,ATSC8v,H.050,SpMax3_Bh.m.,Eig08_AEA.bo.,Eig11_AEA.ri.,DLS_02,Eig10_EA,SM04_AEA.dm.,ATSC7p,Eig10_AEA.ri.,ATS7s,Eig10_EA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,nCt,ATSC8p,CATS2D_05_DL,ATS4s,NssNH,ATSC7i,ATSC7e,Xindex,MPC10,Eig14_AEA.ed.,Eig11_EA.bo.,Eig01_EA.ri.,SpDiam_EA.ri.,SpMax_EA.ri.,CATS2D_04_DA,CATS2D_07_DD,Vindex,ATS5s,CATS2D_02_DL,Eig12_AEA.ed.,SM02_AEA.bo.,ATS6v
6.0,12,0.63,35,6,0.0,0.635,0,3.407,31.784,3.901,0.425,0,4.588,3,3,86.233,1.988,2.989,0,-0.111,0,0,-0.862,-0.039,5.642,0,0.029,5.224,5.224,35.266,0,3.795,3.198,2.503,0.5,1.655,1.655,26.571,2.655,6.464,1.652,4.652,4.652,3,24.508,0,6.538,0,3.198,0.577,0.25,6.232,3.558,1.624,3.713,5.713,3.713,0,0,0.164,6.612,0,4.079,5.283,4.757
6.495,10,1.0,23,4,0.0,0.827,1,3.436,41.615,3.833,0.424,4,4.642,4,5,128.159,1.732,2.732,2,-0.048,0,0,0.115,-0.023,5.553,4,0.057,4.0,4.0,28.623,2,3.66,2.8,2.146,1.0,1.424,1.424,22.625,2.425,6.392,1.394,3.437,3.437,5,18.884,5,6.567,0,2.616,0.604,0.326,5.974,3.311,1.196,3.73,5.73,3.73,0,0,0.213,6.601,2,4.022,5.069,4.547
7.495,10,0.88,23,4,0.0,0.952,2,3.434,46.062,3.83,0.426,2,4.627,4,4,162.756,1.732,2.732,1,-0.026,0,0,-0.434,-0.011,5.505,2,0.047,4.0,4.0,28.482,1,3.656,2.81,2.144,0.83,1.28,1.28,21.812,2.288,6.432,1.27,3.135,3.135,4,18.808,1,6.582,0,2.709,0.715,0.332,5.991,3.509,1.192,3.732,5.732,3.732,0,0,0.218,6.663,1,3.914,5.075,4.518
7.0,10,1.0,23,4,0.0,0.543,0,3.162,23.22,3.737,0.425,0,4.564,3,3,68.953,1.273,2.406,0,-0.094,0,0,-0.843,-0.036,5.046,0,0.02,3.018,3.018,16.954,0,3.554,2.563,1.73,1.0,1.003,1.003,15.412,2.03,5.939,1.019,2.163,2.163,3,11.057,0,6.342,0,1.822,0.378,0.354,5.733,3.046,0.751,3.711,5.711,3.711,0,0,0.236,6.411,0,3.366,4.89,4.282
7.071,10,0.88,23,4,0.0,0.771,1,3.4,32.752,3.832,0.427,2,4.56,5,5,111.156,1.732,2.732,1,-0.023,0,0,-0.457,0.002,5.535,2,0.048,4.0,4.0,28.32,1,3.658,2.807,2.138,0.83,1.271,1.271,22.266,2.279,6.325,1.263,2.994,2.994,5,18.872,2,6.508,0,2.574,0.517,0.327,5.905,3.173,1.175,3.724,5.724,3.724,0,0,0.214,6.571,1,3.83,5.024,4.513
6.0,11,0.63,29,5,0.0,2.111,0,3.771,78.444,3.92,0.423,0,4.633,4,3,392.862,2.094,3.013,0,-0.026,0,0,-0.745,-0.007,5.762,0,0.021,5.591,5.591,33.541,0,3.794,3.392,2.589,0.67,1.739,1.739,27.363,2.721,6.823,1.703,5.28,5.28,4,23.775,0,6.8,0,3.579,1.397,0.279,6.207,4.032,1.725,3.713,5.713,3.713,0,0,0.182,7.076,0,4.467,5.33,4.765
5.301,10,0.88,23,4,0.0,0.473,1,2.627,25.926,3.686,0.424,4,4.545,6,5,60.808,1.217,2.222,2,-0.044,0,0,0.137,-0.037,4.966,4,0.093,2.958,2.958,16.19,2,3.532,2.602,1.612,0.83,0.994,0.994,14.151,1.984,5.948,0.982,2.622,2.622,6,11.116,6,6.261,0,1.625,0.418,0.349,5.687,2.756,0.643,3.72,5.72,3.72,0,0,0.231,6.29,2,3.172,4.852,4.175
6.0,11,0.63,29,5,0.0,0.621,0,3.605,42.824,3.914,0.425,0,4.584,4,3,106.1,1.988,2.988,0,-0.133,0,0,-0.799,-0.045,5.63,0,0.023,5.22,5.22,31.95,0,3.789,3.014,2.259,0.67,1.596,1.596,25.751,2.587,6.447,1.58,4.65,4.65,4,20.725,0,6.599,0,3.058,0.553,0.28,6.103,3.56,1.582,3.713,5.713,3.713,0,0,0.183,6.593,0,4.063,5.228,4.7
7.0,10,0.88,23,4,0.0,0.522,0,3.1,23.967,3.814,0.435,0,4.56,3,3,58.085,1.33,2.406,0,-0.105,0,0,-0.858,-0.058,5.332,0,0.019,3.157,3.157,23.413,0,3.593,2.644,2.018,1.0,1.159,1.159,17.582,2.147,6.087,1.143,2.938,2.938,3,15.601,0,6.372,0,2.131,0.416,0.32,5.787,3.064,1.109,3.709,5.709,3.709,0,0,0.208,6.427,0,3.367,4.942,4.385
6.0,10,1.0,23,4,0.0,0.525,0,3.401,24.94,3.773,0.429,0,4.566,3,3,58.45,1.475,2.478,0,-0.115,0,0,-0.853,-0.063,5.336,0,0.019,3.109,3.109,23.166,0,3.585,2.634,1.836,1.0,1.191,1.191,19.101,2.18,6.141,1.175,2.99,2.99,3,15.288,0,6.35,0,2.244,0.439,0.34,5.805,3.16,0.868,3.711,5.711,3.711,0,0,0.224,6.434,0,3.367,4.934,4.438
4.0,6,1.0,17,3,0.0,0.247,4,2.567,22.137,3.602,0.434,1,4.216,1,1,40.717,0.655,1.775,1,-0.119,0,0,-0.37,-0.131,3.834,1,0.059,0.65,0.65,5.604,1,3.465,2.232,0.707,1.0,0.0,0.0,5.56,0.998,5.034,0.0,0.0,0.0,1,4.101,1,5.8,0,0.624,0.146,0.407,4.644,2.142,-0.334,3.648,5.648,3.648,1,0,0.268,5.597,2,2.433,4.644,3.343
6.924,7,1.0,24,4,0.0,0.481,1,2.934,34.517,3.792,0.432,0,4.25,0,0,73.454,1.5,2.51,0,-0.194,0,0,-0.798,-0.148,4.169,0,0.014,3.202,3.202,6.652,0,3.712,2.82,1.841,1.0,1.0,1.0,6.946,2.0,5.651,1.0,2.275,2.275,0,5.561,0,5.93,0,0.878,0.395,0.298,5.147,2.709,0.978,3.146,5.146,3.146,0,0,0.189,5.828,0,2.874,4.927,3.661
6.429,7,1.0,24,4,0.0,0.411,1,3.321,36.891,3.8,0.441,0,4.276,0,0,85.877,1.864,2.823,0,-0.216,0,0,-0.805,-0.15,4.559,0,-0.007,3.526,3.526,10.074,0,3.72,3.057,2.0,1.0,1.192,1.192,10.758,2.182,5.77,1.167,3.238,3.238,0,7.719,0,6.26,0,1.254,0.221,0.264,5.278,2.869,1.487,3.146,5.146,3.146,0,0,0.163,6.167,0,3.458,5.094,4.005
5.481,7,1.0,24,4,0.0,0.349,1,2.913,29.338,3.793,0.438,0,4.251,0,0,52.775,1.5,2.512,0,-0.194,0,0,-0.813,-0.157,4.296,0,0.001,3.228,3.228,7.454,0,3.712,2.825,1.998,1.0,1.066,1.066,7.89,2.0,5.609,1.0,2.275,2.275,0,6.078,0,5.965,0,0.935,0.341,0.281,5.193,2.778,1.164,3.146,5.146,3.146,0,0,0.176,5.901,0,3.182,4.97,3.784
6.593,7,1.0,24,4,2.671,0.383,1,3.321,33.975,3.795,0.435,0,4.251,0,0,69.549,1.86,2.819,1,-0.16,0,0,-0.371,-0.094,4.313,2,0.016,3.509,3.509,7.313,1,3.715,3.057,2.0,1.0,1.169,1.169,7.856,2.161,5.648,1.147,3.203,3.203,0,6.031,0,6.031,1,0.95,0.387,0.275,5.215,2.795,1.479,3.146,5.146,3.146,0,0,0.171,5.982,3,3.414,5.024,3.796
5.921,7,1.0,24,4,0.0,0.385,1,2.885,28.535,3.792,0.435,0,4.251,0,0,55.805,1.5,2.511,0,-0.195,0,0,-0.806,-0.165,4.242,0,0.0,3.217,3.217,7.319,0,3.712,2.824,1.841,1.0,1.0,1.0,7.122,2.0,5.558,1.0,2.275,2.275,0,5.898,0,5.95,0,0.853,0.358,0.289,5.17,2.749,0.978,3.146,5.146,3.146,0,0,0.183,5.856,0,2.934,4.949,3.711
6.177,7,1.0,24,4,2.816,0.34,1,3.321,36.393,3.797,0.44,2,4.257,0,0,71.207,1.816,2.788,1,-0.215,0,0,-0.393,-0.151,4.55,3,0.016,3.489,3.489,10.372,1,3.718,2.943,2.102,1.0,1.224,1.224,9.564,2.218,5.714,1.207,3.177,3.177,0,7.888,0,6.162,1,1.135,0.221,0.264,5.257,2.866,1.479,3.146,5.146,3.146,0,0,0.163,6.05,2,3.414,5.063,3.922
6.434,7,0.88,24,4,0.0,0.911,1,3.321,54.903,3.793,0.43,0,4.522,0,0,151.195,1.799,2.76,0,-0.007,0,0,-0.751,-0.039,4.392,0,0.012,3.415,3.415,6.903,0,3.715,2.956,2.1,1.0,1.171,1.171,7.595,2.142,5.772,1.121,2.898,2.898,0,6.842,0,6.317,0,1.139,0.518,0.295,5.283,2.803,1.466,3.146,5.146,3.146,0,0,0.188,6.116,0,3.458,5.03,3.78
6.873,7,1.0,24,4,0.0,0.395,1,2.972,34.969,3.792,0.432,0,4.252,0,0,71.038,1.711,2.654,0,-0.066,0,0,-0.798,-0.072,4.184,0,0.014,3.191,3.191,6.343,0,3.711,2.824,1.84,1.0,1.104,1.104,6.951,2.106,5.526,1.097,2.554,2.554,0,5.599,0,5.982,0,0.887,0.283,0.3,5.153,2.702,0.977,3.146,5.146,3.146,0,0,0.191,5.804,0,2.865,4.927,3.668
5.921,7,0.88,24,4,0.0,0.878,1,3.321,52.309,3.795,0.429,0,4.44,0,0,150.377,1.816,2.781,0,-0.195,0,0,-0.751,-0.131,4.303,0,0.012,3.496,3.496,6.852,0,3.718,2.965,2.0,1.0,1.15,1.15,7.228,2.143,5.583,1.126,3.173,3.173,0,6.089,0,6.205,0,0.961,0.474,0.279,5.215,2.812,1.472,3.146,5.146,3.146,0,0,0.175,6.002,0,3.414,5.03,3.705
6.096,7,1.0,24,4,0.0,0.297,1,2.756,28.338,3.793,0.432,0,4.25,0,0,56.319,1.5,2.51,2,-0.191,0,0,0.213,-0.15,4.226,2,0.048,3.202,3.202,7.107,2,3.711,2.82,1.841,1.0,1.0,1.0,6.936,2.0,5.534,1.0,2.275,2.275,0,5.663,0,5.923,0,0.848,0.227,0.298,5.147,2.709,0.978,3.146,5.146,3.146,0,0,0.189,5.808,2,2.874,4.927,3.673
6.0,7,0.88,24,4,0.0,1.152,1,3.321,53.372,3.794,0.429,0,4.454,0,0,150.578,1.806,2.77,0,-0.187,0,0,-0.751,-0.14,4.285,0,0.012,3.483,3.483,6.808,0,3.717,2.961,2.082,1.0,1.158,1.158,7.47,2.142,6.069,1.124,3.148,3.148,0,6.214,0,6.191,0,1.058,0.865,0.287,5.236,2.791,1.466,3.146,5.146,3.146,0,0,0.181,6.152,0,3.458,5.03,3.743
7.26,10,1.0,23,4,2.936,0.975,0,3.46,38.769,3.832,0.428,3,4.58,4,4,129.973,1.8,2.821,1,0.035,0,0,-0.412,0.085,5.628,0,0.013,4.654,4.654,30.823,1,3.678,2.988,2.218,0.83,1.61,1.61,22.188,2.614,6.464,1.61,3.836,3.836,4,19.918,2,6.658,1,2.699,0.696,0.323,5.914,3.367,1.249,3.724,5.724,3.724,1,0,0.211,6.654,2,4.059,5.075,4.573
8.301,3,0.88,18,3,0.0,0.354,0,2.831,29.761,3.833,0.447,2,4.072,0,0,55.741,1.5,2.5,1,-0.141,0,0,-0.37,-0.059,4.001,1,0.04,2.275,2.275,5.673,1,3.811,2.507,1.959,1.0,1.0,1.0,6.956,2.0,5.289,1.0,2.275,2.275,0,5.478,2,5.762,0,0.741,0.206,0.308,4.489,2.222,1.356,3.038,5.038,3.038,0,0,0.19,5.677,1,2.926,4.894,3.572
5.553,3,0.88,18,3,0.0,0.196,0,2.708,28.217,3.838,0.451,1,4.031,0,0,41.939,1.5,2.5,1,-0.18,0,0,-0.408,-0.143,4.073,1,0.042,2.275,2.275,6.381,1,3.738,2.52,1.999,1.0,1.0,1.0,7.146,2.0,5.422,1.0,2.275,2.275,0,5.228,2,5.775,0,0.832,0.222,0.305,4.443,2.295,1.384,3.038,5.038,3.038,0,0,0.188,5.641,1,2.962,4.879,3.642
6.947,3,0.75,18,3,0.0,2.246,0,3.558,88.381,3.856,0.439,2,4.354,0,0,370.927,1.873,2.838,1,-0.237,0,0,-0.292,-0.199,4.465,2,0.043,3.559,3.559,6.371,1,3.783,2.937,2.0,0.67,1.253,1.253,8.502,2.195,6.886,1.149,3.125,3.125,0,7.438,1,6.445,0,2.753,2.317,0.307,4.771,3.221,1.5,3.084,5.084,3.084,0,0,0.19,6.36,1,3.414,5.127,3.784
6.328,3,1.0,18,3,0.0,0.198,2,2.539,27.819,3.836,0.451,1,4.04,0,0,38.881,1.5,2.5,1,-0.168,0,0,-0.408,-0.133,4.001,1,0.043,2.275,2.275,5.891,1,3.741,2.567,1.999,1.0,1.0,1.0,6.954,2.0,5.404,1.0,2.275,2.275,0,4.888,2,5.715,0,0.807,0.225,0.305,4.443,2.295,1.429,3.038,5.038,3.038,0,0,0.188,5.612,1,2.962,4.902,3.625
7.569,3,0.88,18,3,0.0,0.318,0,2.799,29.226,3.838,0.447,2,4.085,0,0,68.613,1.5,2.501,1,-0.076,0,0,-0.408,0.007,4.169,1,0.042,2.29,2.29,7.533,1,3.741,2.837,1.963,1.0,1.0,1.0,8.079,2.0,5.536,1.0,2.275,2.275,0,5.82,2,5.835,0,0.94,0.277,0.32,4.466,2.428,1.377,3.125,5.125,3.125,0,0,0.2,5.794,1,2.849,4.894,3.701
6.924,3,1.0,18,3,0.0,0.323,0,2.607,28.757,3.85,0.449,2,4.093,0,0,61.974,1.5,2.5,1,-0.2,0,0,-0.396,-0.138,4.108,2,0.044,2.275,2.275,6.508,1,3.768,2.5,1.883,1.0,1.0,1.0,6.211,2.0,5.589,1.0,2.136,2.136,0,5.431,1,5.821,0,0.723,0.293,0.309,4.344,2.147,1.253,3.043,5.043,3.043,0,0,0.191,5.552,1,3.081,4.856,3.513
6.102,4,0.88,24,4,0.0,0.311,0,2.706,31.177,3.85,0.445,2,4.261,0,0,62.657,1.872,2.781,1,-0.19,0,0,-0.457,-0.106,4.634,2,0.049,2.88,2.88,12.938,1,3.772,2.838,2.0,0.83,1.0,1.0,11.644,2.0,5.97,1.0,2.275,2.275,0,9.883,1,6.042,0,1.333,0.316,0.269,4.86,3.247,1.5,3.044,5.044,3.044,0,0,0.168,5.902,1,3.414,5.094,4.086
6.658,10,1.0,23,4,0.0,0.827,1,3.436,41.615,3.833,0.424,4,4.642,4,5,128.159,1.732,2.732,2,-0.048,0,0,0.115,-0.023,5.553,4,0.057,4.0,4.0,28.623,2,3.66,2.8,2.146,1.0,1.424,1.424,22.625,2.425,6.392,1.394,3.437,3.437,5,18.884,5,6.567,0,2.616,0.604,0.326,5.974,3.311,1.196,3.73,5.73,3.73,0,0,0.213,6.601,2,4.022,5.069,4.547
5.0,11,0.75,26,5,3.624,0.333,1,2.627,13.948,3.769,0.408,6,4.574,4,4,29.212,1.032,2.032,2,-0.03,1,1,0.15,-0.014,4.703,4,0.111,2.717,2.717,12.669,2,3.577,2.332,1.113,1.0,0.651,0.651,11.063,1.647,5.464,0.648,1.572,1.572,4,8.555,5,6.024,1,1.303,0.201,0.334,5.572,2.782,0.143,3.72,5.72,3.72,0,0,0.225,6.035,3,2.992,4.779,3.943
4.796,11,0.88,26,5,3.615,0.332,1,2.862,15.349,3.767,0.408,4,4.576,4,4,32.261,1.032,2.033,1,-0.033,1,1,-0.455,-0.008,4.617,2,0.097,2.717,2.717,11.892,1,3.586,2.335,1.171,1.0,0.651,0.651,10.381,1.654,5.434,0.653,1.572,1.572,4,8.062,2,6.012,1,1.233,0.19,0.334,5.572,2.782,0.154,3.721,5.721,3.721,0,0,0.225,6.029,1,2.992,4.804,3.908
6.367,10,1.0,23,4,0.0,0.347,2,2.802,16.399,3.616,0.425,3,4.593,3,3,41.675,1.11,2.15,2,-0.018,0,0,0.173,-0.023,4.687,3,0.096,2.483,2.483,12.172,2,3.451,2.592,1.293,1.0,0.672,0.672,11.241,1.668,5.732,0.669,1.582,1.582,3,8.17,5,6.012,0,1.339,0.34,0.357,5.485,2.664,0.319,3.708,5.708,3.708,0,0,0.238,6.061,2,2.981,4.796,3.994
10.0,11,0.63,29,5,5.45,2.486,2,3.871,97.471,3.91,0.419,9,4.691,4,4,413.59,2.197,3.162,2,0.051,1,1,0.201,0.039,5.35,9,0.064,5.532,5.532,20.973,2,3.874,3.274,2.441,0.67,1.632,1.632,17.623,2.622,6.344,1.603,4.655,4.655,4,18.511,6,6.795,2,2.551,1.367,0.27,6.043,3.871,1.698,3.717,5.717,3.717,1,1,0.175,6.811,5,4.302,5.286,4.425
7.267,10,1.0,24,4,0.0,0.499,2,3.318,27.941,3.628,0.42,2,4.575,3,4,84.555,1.225,2.235,1,-0.086,0,0,-0.396,-0.063,4.668,2,0.058,2.974,2.974,12.013,1,3.513,2.63,1.367,1.0,0.762,0.762,10.508,1.755,5.852,0.755,1.917,1.917,4,8.226,2,6.23,0,1.299,0.437,0.359,5.613,2.817,0.403,3.674,5.674,3.674,0,0,0.24,6.189,1,3.122,4.875,3.987
7.656,10,1.0,24,4,0.0,0.53,2,3.318,29.089,3.647,0.424,2,4.584,3,4,88.702,1.338,2.36,1,-0.078,0,0,-0.408,-0.044,4.791,2,0.056,2.974,2.974,13.81,1,3.522,2.649,1.6,1.0,0.896,0.896,12.1,1.895,5.926,0.892,2.138,2.138,4,9.442,2,6.261,0,1.472,0.46,0.355,5.677,2.886,0.645,3.675,5.675,3.675,0,0,0.237,6.283,1,3.154,4.898,4.1
7.138,10,1.0,24,4,0.0,0.501,3,3.318,30.677,3.664,0.427,2,4.585,3,4,96.497,1.564,2.605,1,-0.081,0,0,-0.419,-0.041,4.858,2,0.053,2.974,2.974,15.115,1,3.533,2.752,1.702,1.0,1.064,1.064,13.613,2.062,6.009,1.06,2.415,2.415,4,10.417,2,6.282,0,1.641,0.478,0.349,5.724,2.967,0.78,3.676,5.676,3.676,0,0,0.231,6.319,1,3.173,4.942,4.178
7.577,10,1.0,24,4,0.0,0.625,2,3.583,42.327,3.706,0.432,2,4.586,3,4,117.491,1.605,2.651,1,-0.047,0,0,-0.393,-0.057,5.136,2,0.035,3.452,3.452,18.979,1,3.582,2.766,2.042,1.0,1.263,1.263,14.932,2.27,6.31,1.252,2.974,2.974,4,13.367,2,6.406,0,1.877,0.831,0.32,5.855,3.11,1.117,3.676,5.676,3.676,0,0,0.208,6.421,1,3.412,5.037,4.331
6.672,10,1.0,23,4,0.0,0.34,2,2.847,26.433,3.589,0.42,2,4.312,4,4,64.542,1.073,2.099,1,-0.104,0,0,-0.399,-0.088,4.179,2,0.094,2.594,2.594,7.022,1,3.475,2.45,0.965,1.0,0.628,0.628,7.362,1.633,5.419,0.63,1.505,1.505,4,5.156,2,6.024,0,0.855,0.241,0.361,5.407,2.454,-0.073,3.657,5.657,3.657,0,0,0.24,5.87,1,2.711,4.754,3.636
6.959,10,0.88,23,4,3.263,0.718,1,3.409,33.229,3.808,0.418,6,4.65,4,4,106.172,1.611,2.63,2,0.002,0,0,0.111,0.005,5.422,4,0.069,3.115,3.115,25.53,2,3.624,2.752,1.983,0.83,1.162,1.162,19.986,2.166,6.251,1.162,2.977,2.977,5,17.032,5,6.483,1,2.323,0.495,0.334,5.889,3.16,1.02,3.901,5.901,3.901,0,0,0.219,6.515,5,3.676,5.03,4.424
7.585,10,0.88,23,4,0.0,1.027,1,3.421,46.074,3.833,0.427,2,4.613,5,5,166.364,1.679,2.71,1,0.081,0,0,-0.434,0.102,5.545,1,0.048,4.0,4.0,28.305,1,3.662,2.732,2.198,0.83,1.389,1.389,22.426,2.377,6.394,1.349,3.425,3.425,5,18.915,2,6.718,0,2.669,0.621,0.329,5.984,3.235,1.234,3.731,5.731,3.731,0,0,0.215,6.675,1,4.006,5.056,4.529
7.076,10,1.0,23,4,0.0,0.319,1,2.901,21.544,3.556,0.415,0,4.581,3,3,44.756,0.682,1.724,0,-0.1,0,0,-0.891,-0.081,4.198,0,0.083,1.58,1.58,7.003,0,3.398,2.145,0.885,0.83,0.147,0.147,7.992,1.186,5.41,0.152,0.348,0.348,3,4.968,0,6.001,0,0.918,0.194,0.392,5.252,2.502,-0.142,3.716,5.716,3.716,0,0,0.268,5.916,0,2.784,4.718,3.692
6.367,10,1.0,23,4,0.0,0.392,0,2.53,21.028,3.587,0.415,2,4.532,3,3,43.786,0.765,1.768,1,-0.138,0,0,-0.399,-0.095,4.596,4,0.068,1.865,1.865,9.761,1,3.417,2.2,1.002,0.83,0.296,0.296,9.21,1.333,5.532,0.303,0.669,0.669,3,6.358,2,6.161,0,1.105,0.247,0.39,5.371,2.539,0.023,3.696,5.696,3.696,0,0,0.266,6.058,2,3.047,4.71,3.849
8.0,4,1.0,17,3,0.0,0.206,0,2.34,19.283,3.537,0.443,2,3.936,0,0,23.881,1.106,2.199,2,-0.125,0,0,0.311,-0.135,3.912,2,0.062,2.123,2.123,5.455,2,3.467,2.5,0.613,1.0,0.378,0.378,4.673,1.32,5.059,0.353,0.945,0.945,0,4.272,1,5.446,0,0.581,0.176,0.373,4.205,1.78,-0.457,3.043,5.043,3.043,1,0,0.241,5.175,3,2.203,4.663,3.274
10.023,12,0.63,35,6,7.158,0.606,2,3.414,31.335,3.915,0.424,12,4.585,4,4,90.585,2.119,3.084,2,-0.01,1,1,0.038,-0.005,5.417,10,0.074,4.515,4.515,29.788,2,3.796,3.103,2.317,0.5,1.591,1.591,21.372,2.583,6.3,1.575,3.987,3.987,4,21.062,8,6.44,2,2.525,0.476,0.238,5.958,3.532,1.627,3.714,5.714,3.714,1,1,0.153,6.507,6,3.947,5.247,4.544
7.599,12,0.63,35,6,3.253,0.617,2,3.365,28.704,3.899,0.423,2,4.576,4,4,98.942,1.972,2.958,1,-0.035,0,0,-0.486,0.018,5.47,4,0.057,4.515,4.515,30.921,1,3.773,2.979,2.31,0.5,1.55,1.55,22.872,2.545,6.311,1.541,3.809,3.809,4,21.483,2,6.423,1,2.743,0.387,0.252,6.047,3.531,1.658,3.719,5.719,3.719,0,0,0.164,6.521,3,3.738,5.231,4.609
6.662,10,0.88,23,4,0.0,0.381,0,2.597,16.276,3.831,0.428,0,4.557,6,4,37.886,1.316,2.316,0,-0.095,0,0,-0.922,-0.052,5.417,0,0.043,3.413,3.413,26.146,0,3.613,2.636,1.863,0.83,1.173,1.173,19.805,2.164,6.002,1.16,2.977,2.977,6,17.907,0,6.33,0,2.283,0.282,0.323,5.743,3.136,0.869,3.72,5.72,3.72,0,0,0.21,6.343,0,3.367,4.913,4.406
8.149,11,0.88,29,5,3.657,0.746,2,3.374,30.52,3.813,0.42,4,4.591,4,4,85.127,1.351,2.353,1,-0.02,1,1,-0.394,-0.032,5.117,4,0.046,3.182,3.182,18.534,1,3.649,2.629,1.952,1.0,1.069,1.069,16.098,2.047,5.983,1.039,2.739,2.739,4,12.268,4,6.295,1,1.859,0.476,0.297,5.796,3.173,1.0,3.716,5.716,3.716,1,0,0.196,6.32,3,3.376,4.956,4.242
6.36,10,0.88,23,4,3.261,0.623,1,3.384,29.061,3.803,0.418,4,4.624,4,4,91.018,1.272,2.296,1,0.013,0,0,0.141,0.022,5.261,2,0.053,3.148,3.148,22.837,2,3.634,2.652,1.687,1.0,1.032,1.032,18.962,2.029,6.025,1.02,2.835,2.835,5,16.644,2,6.353,1,2.108,0.333,0.342,5.765,3.057,0.706,3.728,5.728,3.728,0,0,0.225,6.389,4,3.367,4.963,4.298
9.398,13,0.88,34,6,3.24,0.573,2,3.351,27.358,3.903,0.414,2,4.616,4,4,85.142,1.972,2.97,1,-0.046,0,0,-0.457,-0.012,5.104,4,0.065,4.514,4.514,20.517,1,3.779,2.999,2.179,0.83,1.543,1.543,16.619,2.538,6.013,1.533,3.742,3.742,4,14.18,2,6.333,1,2.025,0.333,0.258,6.028,3.518,1.578,3.718,5.718,3.718,0,0,0.168,6.346,3,3.776,5.15,4.325
6.592,3,0.63,18,3,2.928,0.808,0,3.085,38.183,3.909,0.453,4,4.212,1,0,106.671,2.103,2.962,2,-0.11,0,0,0.082,-0.057,5.208,5,0.018,4.404,4.404,21.953,2,3.829,3.013,2.264,0.5,1.499,1.499,16.754,2.486,6.142,1.475,3.39,3.39,1,16.013,2,6.273,1,1.987,0.311,0.293,4.898,3.414,1.763,3.116,5.116,3.116,0,0,0.18,6.342,3,3.631,5.162,4.319
7.398,4,1.0,17,3,0.0,0.231,0,2.487,18.796,3.546,0.442,1,3.937,0,0,24.046,0.889,2.035,2,-0.161,0,0,0.311,-0.136,3.74,3,0.062,1.66,1.66,5.11,2,3.485,2.5,0.546,1.0,0.367,0.367,4.252,1.32,5.065,0.348,0.941,0.941,0,3.813,2,5.404,0,0.541,0.324,0.353,4.205,1.723,-0.529,2.983,4.983,2.983,0,0,0.224,5.173,3,2.161,4.663,3.17
10.0,17,0.75,41,7,3.69,0.7,2,3.39,33.48,3.915,0.406,4,4.585,8,8,72.273,2.0,3.0,1,-0.026,1,1,-0.472,-0.014,5.418,4,0.092,6.0,6.0,28.689,1,3.797,3.101,2.587,0.5,1.863,1.863,18.952,2.841,6.081,1.816,5.325,5.325,8,20.071,4,6.458,1,2.179,0.479,0.225,6.111,3.646,1.625,3.712,5.712,3.712,1,0,0.144,6.413,3,4.284,5.165,4.352
5.757,6,1.0,18,3,0.0,0.204,0,2.478,13.771,3.465,0.43,0,4.025,1,1,32.358,-0.159,1.053,0,-0.149,0,0,-0.807,-0.157,2.884,0,0.021,-0.356,-0.356,1.985,0,3.409,1.562,0.205,0.83,-0.347,-0.347,3.434,0.614,4.649,-0.317,-0.905,-0.905,1,1.721,0,5.507,0,0.3,0.15,0.456,4.234,1.496,-0.868,3.181,5.181,3.181,0,0,0.312,5.377,0,2.0,4.46,3.023
5.857,10,0.88,23,4,0.0,0.451,0,2.696,18.652,3.833,0.43,0,4.561,7,5,44.423,1.58,2.589,0,-0.06,0,0,-0.927,-0.019,5.565,0,0.04,4.245,4.245,30.24,0,3.617,2.654,1.919,0.83,1.308,1.308,25.226,2.308,6.27,1.308,3.411,3.411,7,20.766,0,6.407,0,2.879,0.377,0.327,5.866,3.179,0.928,3.738,5.738,3.738,0,0,0.213,6.483,0,3.609,4.97,4.623
9.699,11,0.75,29,5,3.235,0.576,2,3.353,26.424,3.892,0.422,2,4.567,4,4,83.918,1.66,2.685,1,-0.068,0,0,-0.448,-0.035,5.13,4,0.052,3.964,3.964,20.655,1,3.768,2.916,2.0,1.0,1.16,1.16,16.997,2.16,6.029,1.157,2.855,2.855,4,14.036,2,6.337,1,2.046,0.362,0.286,5.82,3.199,1.309,3.718,5.718,3.718,0,0,0.186,6.367,3,3.531,5.059,4.314
6.585,6,1.0,18,3,0.0,0.222,2,2.537,19.247,3.436,0.429,2,4.125,0,0,52.607,0.0,1.24,1,-0.083,0,0,-0.353,-0.112,3.129,2,0.074,0.0,0.0,2.219,1,3.477,1.916,0.358,1.0,-0.162,-0.162,4.636,0.75,5.222,-0.125,-0.407,-0.407,0,2.118,2,5.652,0,0.425,0.319,0.44,4.564,1.932,-0.698,3.616,5.616,3.616,0,0,0.298,5.536,1,2.359,4.63,3.217
