pXC50,S.107,C.044,NaaS,nR05,SRW05,CATS2D_04_PL,NaaN,CATS2D_05_AA,TPSA.Tot.,CATS2D_04_AP,nS,CATS2D_01_AA,P_VSA_i_1,CATS2D_02_AL,D.Dtr05,SM13_EA.bo.,MATS2m,SM12_EA.bo.,Eig01_AEA.bo.,SpMax_AEA.bo.,CATS2D_03_AP,SpMax4_Bh.m.,CATS2D_04_AA,CATS2D_03_DA,CATS2D_07_AA,SpDiam_EA.bo.,nThiazoles,SaaN,SpDiam_AEA.dm.,P_VSA_m_4,Eig02_EA.bo.,SM12_AEA.ri.,Eig01_AEA.dm.,SpMax_AEA.dm.,C.034,SaaS,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,NaaaC,JGI5,SpMax1_Bh.m.,Eig01_EA,SM09_AEA.bo.,SpMax_EA,nHM,SpMax2_Bh.m.,D.Dtr09,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,P_VSA_MR_8,Eig01_AEA.ed.,SpMax_AEA.ed.,CATS2D_07_DA,TRS,P_VSA_MR_7,SM15_EA.bo.,Rperim,CATS2D_04_DL,SRW09,SpDiam_EA.ed.,X2sol,SpMin1_Bh.v.,DLS_06,X5v,SRW07
6.538,0,0,0,0,0.0,0,0,0,78.02,0,1,0,5.569,0,0.0,19.678,0.204,18.164,4.768,4.768,0,2.499,0,3,0,6.543,0,0.0,5.327,5.569,1.504,1.504,3.779,3.779,0,0.0,4.543,4.543,4.543,0,0.0,4.716,3.323,3.323,3.323,1,3.101,0.0,11.84,11.84,11.84,0.0,7.198,7.198,0,0,5.569,22.705,0,0,0.0,18.231,4.957,1.953,1.0,0.0,0.0
6.62,0,0,0,0,0.0,2,0,1,152.76,0,1,0,5.807,0,0.0,20.146,-0.024,18.613,4.843,4.843,1,3.341,0,2,0,7.704,0,0.0,6.684,5.807,3.435,3.435,4.684,4.684,0,0.0,4.704,4.704,4.704,0,0.033,4.729,3.377,3.377,3.377,1,3.749,0.0,12.24,12.24,12.24,0.0,7.248,7.248,2,6,5.807,23.236,6,3,0.0,19.751,9.817,2.068,0.67,1.171,0.0
9.097,1,0,0,1,2.398,0,0,4,195.5,1,3,1,43.834,3,64.586,20.821,0.19,19.282,4.889,4.889,1,3.7,4,1,4,7.76,0,0.0,7.233,43.834,4.628,4.628,5.233,5.233,0,0.0,4.76,4.76,4.76,0,0.032,4.774,3.417,3.417,3.417,3,4.713,0.0,12.534,12.534,12.534,32.22,7.313,7.313,2,11,11.615,23.914,11,0,6.823,19.938,13.786,2.057,0.83,3.079,4.727
7.921,0,0,0,0,0.0,0,0,0,120.6,0,1,2,5.807,1,0.0,20.272,-0.079,18.75,4.85,4.85,0,3.172,0,2,4,7.708,0,0.0,6.728,44.956,4.049,4.049,4.728,4.728,0,0.0,4.708,4.708,4.708,0,0.051,4.734,3.381,3.381,3.381,2,4.01,0.0,12.365,12.365,12.365,0.0,7.291,7.291,3,6,50.626,23.338,6,3,0.0,19.57,8.483,2.075,1.0,1.13,0.0
7.796,0,0,0,0,0.0,0,0,0,74.78,0,1,0,5.807,0,0.0,20.078,0.024,18.533,4.988,4.988,0,1.581,0,2,0,6.685,0,0.0,6.588,5.807,2.4,2.4,5.43,5.43,0,0.0,4.685,4.685,4.685,0,0.0,4.74,3.679,3.679,3.679,1,3.098,0.0,14.343,14.343,14.343,0.0,8.096,8.096,0,0,5.807,23.166,0,0,0.0,22.382,4.371,1.887,1.0,0.0,0.0
6.857,0,0,0,0,0.0,0,0,2,95.09,0,1,0,5.807,2,0.0,20.519,0.27,18.976,5.282,5.282,0,3.648,0,2,0,7.814,0,0.0,7.442,5.807,3.947,3.947,5.442,5.442,0,0.0,4.814,4.814,4.814,0,0.035,4.753,4.177,4.177,4.177,1,3.829,0.0,18.867,18.867,18.867,0.0,9.164,9.164,0,6,5.807,23.632,6,2,0.0,29.917,11.422,2.072,0.83,3.05,0.0
7.066,0,0,0,0,0.0,2,0,0,178.21,0,2,0,11.615,0,0.0,20.783,-0.03,19.253,4.858,4.858,1,3.671,0,1,0,7.709,0,0.0,6.686,11.615,4.657,4.657,4.686,4.686,0,0.0,4.709,4.709,4.709,0,0.036,4.749,3.394,3.394,3.394,2,4.715,0.0,12.508,12.508,12.508,0.0,7.308,7.308,0,12,28.02,23.865,12,4,0.0,19.853,14.431,2.102,0.67,2.293,0.0
6.721,0,0,0,0,0.0,0,0,2,104.32,0,1,0,5.807,4,0.0,20.328,0.111,18.792,4.951,4.951,0,3.642,0,2,0,7.766,0,0.0,6.733,5.807,3.484,3.484,4.733,4.733,0,0.0,4.766,4.766,4.766,0,0.032,4.743,3.559,3.559,3.559,1,3.829,0.0,13.979,13.979,13.979,0.0,7.734,7.734,0,12,5.807,23.438,12,2,0.0,22.361,13.273,2.099,1.0,3.384,0.0
8.0,1,2,1,1,2.398,0,2,1,206.78,1,2,1,37.085,3,62.838,20.067,0.2,18.536,4.81,4.81,2,3.408,3,3,2,7.32,0,6.769,6.454,37.085,3.478,3.478,4.663,4.663,0,0.638,4.673,4.673,4.673,0,0.031,4.776,3.327,3.327,3.327,2,4.024,0.0,11.699,11.699,11.699,31.278,7.118,7.118,3,5,39.133,23.14,5,0,6.605,18.726,10.618,1.899,0.67,1.389,4.595
8.222,1,2,1,1,2.398,0,2,3,261.33,1,3,1,42.893,2,96.728,20.802,0.104,19.269,4.864,4.864,2,3.767,4,4,4,7.717,0,6.702,6.687,42.893,4.661,4.661,4.687,4.687,0,0.457,4.717,4.717,4.717,0,0.027,4.796,3.402,3.402,3.402,3,4.717,0.0,12.511,12.511,12.511,31.278,7.309,7.309,2,11,61.346,23.886,11,2,6.605,19.873,16.476,2.066,0.5,2.928,4.595
8.0,0,0,0,0,0.0,0,0,2,103.88,0,1,0,5.807,0,0.0,20.595,0.037,19.045,4.962,4.962,0,3.047,0,2,0,7.835,0,0.0,6.754,5.807,4.086,4.086,4.754,4.754,0,0.0,4.835,4.835,4.835,0,0.031,4.741,3.538,3.538,3.538,1,3.846,0.0,13.549,13.549,13.549,0.0,7.555,7.555,0,6,5.807,23.715,6,1,0.0,21.627,8.191,2.044,1.0,1.407,0.0
8.222,1,0,0,1,2.398,0,0,4,251.69,1,3,1,43.834,3,99.963,20.826,0.221,19.288,4.89,4.89,1,3.759,4,2,4,7.761,0,0.0,7.233,43.834,4.628,4.628,5.233,5.233,0,0.0,4.761,4.761,4.761,0,0.027,4.774,3.417,3.417,3.417,3,4.713,0.0,12.534,12.534,12.534,32.22,7.313,7.313,2,11,11.615,23.917,11,0,6.823,19.941,17.345,2.061,0.5,3.373,4.727
7.161,0,0,0,0,0.0,2,2,1,190.57,0,1,0,5.807,2,0.0,20.072,-0.017,18.569,4.801,4.801,1,3.596,2,2,2,7.66,0,7.99,6.661,5.807,3.714,3.714,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.024,4.728,3.314,3.314,3.314,1,3.865,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,12,39.378,23.127,12,3,0.0,18.536,13.037,2.071,0.5,1.445,0.0
7.409,0,0,0,0,0.0,1,0,0,150.75,0,1,0,5.807,0,0.0,20.095,0.056,18.578,4.809,4.809,0,3.263,0,1,0,7.671,0,0.0,6.663,5.807,3.751,3.751,4.663,4.663,0,0.0,4.671,4.671,4.671,0,0.027,4.729,3.327,3.327,3.327,1,3.803,0.0,11.698,11.698,11.698,0.0,7.118,7.118,0,6,5.807,23.157,6,1,0.0,18.712,10.269,2.06,0.67,1.11,0.0
6.71,0,0,0,0,0.0,1,0,0,109.67,0,1,0,5.807,0,0.0,20.039,-0.004,18.515,4.805,4.805,0,3.038,0,1,2,7.665,0,0.0,6.662,5.807,3.455,3.455,4.662,4.662,0,0.0,4.665,4.665,4.665,0,0.031,4.728,3.32,3.32,3.32,1,3.758,0.0,11.69,11.69,11.69,0.0,7.116,7.116,1,6,5.807,23.112,6,2,0.0,18.667,8.612,2.066,1.0,1.033,0.0
7.208,0,0,0,0,0.0,1,0,0,150.75,0,1,0,5.807,0,0.0,20.095,0.021,18.578,4.809,4.809,0,3.556,0,1,0,7.671,0,0.0,6.662,5.807,3.751,3.751,4.662,4.662,0,0.0,4.671,4.671,4.671,0,0.027,6.88,3.327,3.327,3.327,2,4.726,0.0,11.698,11.698,11.698,45.954,7.118,7.118,0,6,5.807,23.157,6,1,0.0,18.712,11.54,2.053,0.67,1.754,0.0
6.699,0,0,0,0,0.0,0,0,2,150.14,0,1,2,5.807,6,0.0,20.401,0.114,18.877,4.95,4.95,0,3.575,0,2,2,7.765,0,0.0,6.733,5.807,3.951,3.951,4.733,4.733,0,0.0,4.765,4.765,4.765,0,0.037,4.743,3.554,3.554,3.554,1,3.945,0.0,13.927,13.927,13.927,0.0,7.728,7.728,0,12,11.477,23.489,12,1,0.0,22.281,13.359,2.102,0.83,2.726,0.0
7.046,0,0,0,0,0.0,0,0,0,74.78,0,1,0,5.807,0,0.0,20.116,-0.055,18.583,4.841,4.841,0,2.687,0,2,0,7.695,0,0.0,6.726,5.807,3.393,3.393,4.726,4.726,0,0.0,4.695,4.695,4.695,0,0.064,4.732,3.368,3.368,3.368,1,3.722,0.0,12.334,12.334,12.334,0.0,7.285,7.285,0,6,5.807,23.203,6,4,0.0,19.398,6.052,2.049,1.0,0.758,0.0
6.688,0,0,0,0,0.0,2,0,0,109.67,0,1,0,5.807,0,0.0,20.145,-0.004,18.611,4.843,4.843,0,3.049,0,1,0,7.704,0,0.0,6.684,5.807,3.434,3.434,4.684,4.684,0,0.0,4.704,4.704,4.704,0,0.04,4.729,3.377,3.377,3.377,1,3.742,0.0,12.24,12.24,12.24,0.0,7.248,7.248,2,6,5.807,23.235,6,3,0.0,19.751,8.515,2.068,1.0,1.067,0.0
8.046,1,0,0,1,2.398,0,0,5,253.7,1,3,1,43.834,3,100.028,20.825,0.18,19.287,4.89,4.89,2,3.755,4,3,4,7.761,0,0.0,7.233,43.834,4.628,4.628,5.233,5.233,0,0.0,4.761,4.761,4.761,0,0.025,4.774,3.417,3.417,3.417,3,4.713,0.0,12.534,12.534,12.534,32.22,7.313,7.313,2,11,11.615,23.916,11,0,6.823,19.941,16.979,2.061,0.5,3.389,4.727
7.921,1,2,1,1,2.398,0,2,2,235.88,1,2,1,37.085,3,80.502,20.068,0.182,18.539,4.81,4.81,2,3.516,3,4,2,7.32,0,6.773,6.454,37.085,3.478,3.478,4.663,4.663,0,0.608,4.673,4.673,4.673,0,0.027,4.776,3.327,3.327,3.327,2,4.024,0.0,11.699,11.699,11.699,31.278,7.118,7.118,3,5,39.133,23.141,5,0,6.605,18.726,12.301,1.91,0.5,1.539,4.595
7.854,1,1,1,1,2.398,0,1,0,150.8,0,2,0,37.085,2,42.054,20.46,0.176,18.936,4.837,4.837,1,3.362,0,2,1,7.748,1,3.921,6.665,37.085,4.242,4.242,4.665,4.665,1,0.968,4.748,4.748,4.748,2,0.027,4.784,3.355,3.355,3.355,2,4.156,76.689,11.786,11.786,11.786,31.278,7.132,7.132,2,11,22.593,23.537,9,1,6.862,19.001,10.928,1.999,0.83,2.298,4.727
7.222,0,0,0,0,0.0,1,0,0,150.75,0,1,0,5.807,0,0.0,20.095,0.049,18.578,4.809,4.809,0,3.315,0,1,0,7.671,0,0.0,6.663,44.956,3.751,3.751,4.663,4.663,0,0.0,4.671,4.671,4.671,0,0.027,4.73,3.327,3.327,3.327,2,3.951,0.0,11.698,11.698,11.698,0.0,7.118,7.118,0,6,44.956,23.157,6,1,0.0,18.712,11.169,2.055,0.67,1.417,0.0
7.796,0,0,0,0,0.0,0,0,0,74.78,0,1,0,5.807,0,0.0,20.172,0.006,18.644,4.85,4.85,0,2.656,0,2,0,7.702,0,0.0,6.73,5.807,3.742,3.742,4.73,4.73,0,0.0,4.702,4.702,4.702,0,0.064,4.732,3.412,3.412,3.412,1,3.794,0.0,12.407,12.407,12.407,0.0,7.302,7.302,0,6,5.807,23.251,6,4,0.0,19.755,6.686,2.061,1.0,1.026,0.0
7.886,0,0,0,0,0.0,0,0,2,103.88,0,1,0,5.807,0,0.0,20.597,0.122,19.047,4.963,4.963,0,3.223,0,2,0,7.835,0,0.0,6.754,5.807,4.087,4.087,4.754,4.754,0,0.0,4.835,4.835,4.835,0,0.024,4.741,3.542,3.542,3.542,1,3.847,0.0,13.565,13.565,13.565,0.0,7.558,7.558,0,6,5.807,23.717,6,3,0.0,21.654,9.122,2.054,1.0,1.944,0.0
7.77,0,0,0,0,0.0,0,0,2,103.88,0,1,0,5.807,0,0.0,20.359,0.189,18.819,5.251,5.251,0,3.238,0,2,0,6.756,0,0.0,7.167,5.807,3.932,3.932,5.429,5.429,0,0.0,4.756,4.756,4.756,0,0.034,4.745,4.162,4.162,4.162,1,3.784,0.0,18.719,18.719,18.719,0.0,9.14,9.14,0,0,5.807,23.45,0,1,0.0,29.653,7.144,1.995,1.0,1.088,0.0
7.569,0,0,0,0,0.0,0,0,0,74.78,0,1,0,5.807,0,0.0,20.344,-0.16,18.803,5.249,5.249,0,2.734,0,2,0,6.752,0,0.0,7.175,5.807,3.93,3.93,5.438,5.438,0,0.0,4.752,4.752,4.752,0,0.029,4.742,4.161,4.161,4.161,1,3.783,0.0,18.71,18.71,18.71,0.0,9.14,9.14,0,0,5.807,23.435,0,0,0.0,29.628,5.005,1.944,1.0,0.479,0.0
6.81,0,0,0,0,0.0,0,0,0,117.87,0,1,0,5.807,0,0.0,20.144,0.019,18.61,4.854,4.854,1,3.201,2,1,0,7.704,0,0.0,6.69,5.807,3.44,3.44,4.69,4.69,0,0.0,4.704,4.704,4.704,0,0.036,4.736,3.389,3.389,3.389,1,3.755,0.0,12.497,12.497,12.497,0.0,7.306,7.306,0,6,5.807,23.234,6,4,0.0,19.811,8.513,2.08,1.0,1.387,0.0
6.611,0,0,0,0,0.0,2,0,0,123.66,0,1,0,5.807,0,0.0,20.145,-0.031,18.611,4.843,4.843,1,2.843,0,1,0,7.704,0,0.0,6.684,5.807,3.434,3.434,4.684,4.684,0,0.0,4.704,4.704,4.704,0,0.043,4.729,3.377,3.377,3.377,1,3.739,0.0,12.24,12.24,12.24,0.0,7.248,7.248,2,6,5.807,23.235,6,3,0.0,19.751,8.135,2.067,1.0,1.031,0.0
6.836,0,0,0,0,0.0,2,0,0,109.67,0,1,0,5.807,0,0.0,20.027,-0.004,18.504,4.801,4.801,0,3.023,0,1,0,7.66,0,0.0,6.661,5.807,3.46,3.46,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.039,4.728,3.313,3.313,3.313,1,3.764,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,6,5.807,23.097,6,2,0.0,18.535,8.6,2.066,1.0,0.949,0.0
8.097,1,2,1,1,2.398,0,2,1,233.87,1,2,1,37.085,3,80.417,20.07,0.232,18.542,4.81,4.81,1,3.507,3,3,3,7.32,0,6.802,6.454,37.085,3.478,3.478,4.663,4.663,0,0.621,4.673,4.673,4.673,0,0.027,4.776,3.327,3.327,3.327,2,4.024,0.0,11.699,11.699,11.699,31.278,7.118,7.118,3,5,39.133,23.142,5,0,6.605,18.726,12.667,1.92,0.5,1.539,4.595
7.347,0,0,0,0,0.0,1,0,1,152.76,0,1,0,5.807,0,0.0,20.093,-0.013,18.575,4.809,4.809,1,3.324,0,2,0,7.671,0,0.0,6.663,5.807,3.751,3.751,4.663,4.663,0,0.0,4.671,4.671,4.671,0,0.027,4.729,3.327,3.327,3.327,1,3.8,0.0,11.698,11.698,11.698,0.0,7.118,7.118,0,6,5.807,23.156,6,1,0.0,18.711,9.902,2.06,0.67,1.126,0.0
7.319,0,0,0,0,0.0,0,0,2,95.09,0,1,0,5.807,2,0.0,20.726,0.138,19.174,5.033,5.033,0,3.635,0,2,0,7.88,0,0.0,6.794,5.807,4.122,4.122,4.794,4.794,0,0.0,4.88,4.88,4.88,0,0.027,4.748,3.648,3.648,3.648,1,3.857,0.0,14.603,14.603,14.603,0.0,7.859,7.859,0,12,5.807,23.861,12,3,0.0,23.386,12.01,2.087,1.0,3.174,0.0
7.796,0,0,0,0,0.0,0,0,2,103.88,0,1,0,5.807,0,0.0,20.35,0.061,18.809,5.25,5.25,0,3.238,0,2,0,6.753,0,0.0,7.166,5.807,3.931,3.931,5.428,5.428,0,0.0,4.753,4.753,4.753,0,0.034,4.744,4.161,4.161,4.161,1,3.784,0.0,18.714,18.714,18.714,0.0,9.14,9.14,0,0,5.807,23.441,0,0,0.0,29.639,6.652,1.979,1.0,0.973,0.0
7.292,0,0,0,0,0.0,1,0,0,219.29,0,2,0,11.615,0,0.0,20.94,-0.001,19.394,4.944,4.944,0,3.644,0,1,2,7.836,0,0.0,6.75,89.912,4.598,4.598,4.75,4.75,0,0.0,4.836,4.836,4.836,0,0.045,4.781,3.505,3.505,3.505,4,4.681,0.0,12.81,12.81,12.81,0.0,7.379,7.379,1,6,89.912,24.047,6,2,0.0,20.871,15.764,2.087,0.5,2.881,0.0
6.337,0,0,0,0,0.0,0,0,0,74.78,0,1,0,5.807,0,0.0,19.532,-0.176,18.053,4.692,4.692,0,2.687,0,2,0,7.485,0,0.0,6.562,5.807,3.397,3.397,4.562,4.562,0,0.0,4.485,4.485,4.485,0,0.021,4.72,3.206,3.206,3.206,1,3.784,0.0,10.947,10.947,10.947,0.0,6.727,6.727,0,6,5.807,22.526,6,3,0.0,17.179,6.587,2.054,1.0,0.93,0.0
7.699,0,0,0,0,0.0,0,0,2,103.88,0,1,0,5.807,0,0.0,20.362,0.267,18.822,5.252,5.252,0,3.238,0,2,0,6.757,0,0.0,7.169,5.807,3.933,3.933,5.429,5.429,0,0.0,4.757,4.757,4.757,0,0.033,4.746,4.162,4.162,4.162,1,3.784,0.0,18.719,18.719,18.719,0.0,9.141,9.141,0,0,5.807,23.452,0,3,0.0,29.654,8.074,2.019,1.0,1.607,0.0
7.921,0,0,0,0,0.0,0,0,2,112.08,0,1,0,5.807,1,0.0,20.269,-0.032,18.727,4.888,4.888,0,2.657,0,2,0,7.746,0,0.0,6.748,5.807,3.598,3.598,4.748,4.748,0,0.0,4.746,4.746,4.746,0,0.032,4.734,3.436,3.436,3.436,1,3.742,0.0,12.898,12.898,12.898,0.0,7.411,7.411,0,6,5.807,23.373,6,6,0.0,20.671,7.497,2.06,1.0,1.004,0.0
7.387,1,0,0,1,2.398,0,0,4,197.14,1,2,1,38.027,3,61.572,19.954,0.304,18.433,4.817,4.817,1,3.244,3,1,2,7.271,0,0.0,6.682,38.027,3.453,3.453,5.232,5.232,0,0.0,4.632,4.632,4.632,0,0.021,4.748,3.349,3.349,3.349,2,3.902,0.0,11.767,11.767,11.767,32.22,7.13,7.13,3,5,5.807,23.008,5,0,6.823,18.98,11.134,1.879,0.83,1.714,4.727
8.0,1,0,0,1,2.398,0,0,4,224.6,1,3,1,43.834,3,82.066,20.824,0.187,19.286,4.89,4.89,2,3.745,4,2,4,7.761,0,0.0,7.233,43.834,4.628,4.628,5.233,5.233,0,0.0,4.761,4.761,4.761,0,0.028,4.774,3.417,3.417,3.417,3,4.713,0.0,12.534,12.534,12.534,32.22,7.313,7.313,2,11,11.615,23.916,11,0,6.823,19.941,15.296,2.061,0.67,3.25,4.727
7.523,0,0,0,0,0.0,0,0,2,113.11,0,1,0,5.807,2,0.0,20.137,0.07,18.605,4.853,4.853,0,3.004,0,2,0,7.701,0,0.0,6.687,5.807,3.435,3.435,4.687,4.687,0,0.0,4.701,4.701,4.701,0,0.043,4.735,3.395,3.395,3.395,1,3.725,0.0,12.51,12.51,12.51,0.0,7.309,7.309,0,6,5.807,23.224,6,3,0.0,19.892,8.982,2.068,1.0,1.419,0.0
7.066,0,0,0,0,0.0,0,0,2,144.96,0,1,0,5.807,0,0.0,20.147,0.073,18.615,4.854,4.854,0,3.244,2,1,0,7.704,0,0.0,6.69,5.807,3.441,3.441,4.69,4.69,0,0.0,4.704,4.704,4.704,0,0.037,4.736,3.39,3.39,3.39,1,3.755,0.0,12.498,12.498,12.498,0.0,7.307,7.307,4,6,5.807,23.235,6,4,0.0,19.83,10.562,2.08,0.83,1.573,0.0
7.208,0,0,0,0,0.0,1,0,0,192.2,0,2,0,11.615,0,0.0,20.938,-0.073,19.391,4.944,4.944,1,3.529,0,1,0,7.836,0,0.0,6.75,89.912,4.598,4.598,4.75,4.75,0,0.0,4.836,4.836,4.836,0,0.052,4.781,3.505,3.505,3.505,4,4.681,0.0,12.81,12.81,12.81,0.0,7.379,7.379,2,6,89.912,24.046,6,2,0.0,20.87,13.715,2.087,0.67,2.756,0.0
8.301,2,2,2,2,3.045,0,2,2,371.48,0,4,0,74.17,8,347.933,21.154,0.118,19.631,4.837,4.837,2,4.151,0,4,6,7.748,2,7.832,6.665,74.17,4.748,4.748,4.665,4.665,2,1.606,4.748,4.748,4.748,4,0.027,4.793,3.355,3.355,3.355,4,4.776,611.595,11.786,11.786,11.786,62.555,7.132,7.132,2,22,45.186,24.23,18,0,7.554,19.001,28.439,1.982,0.17,5.445,5.416
2.49,0,0,0,0,0.0,2,1,2,135.8,0,1,0,5.807,3,0.0,20.279,-0.075,18.766,4.86,4.86,0,3.298,0,1,0,7.719,0,3.687,6.686,5.807,3.935,3.935,4.686,4.686,0,0.0,4.719,4.719,4.719,0,0.033,4.73,3.406,3.406,3.406,1,3.901,0.0,12.443,12.443,12.443,0.0,7.288,7.288,0,12,22.593,23.348,12,3,0.0,20.273,11.079,2.079,1.0,1.566,0.0
7.523,0,0,0,0,0.0,2,2,0,160.9,0,2,0,11.615,2,0.0,20.922,0.001,19.396,5.252,5.252,0,3.784,4,0,0,7.762,0,6.381,7.428,11.615,4.66,4.66,5.428,5.428,0,0.0,4.762,4.762,4.762,0,0.033,4.749,4.162,4.162,4.162,2,4.725,0.0,18.719,18.719,18.719,0.0,9.14,9.14,0,12,61.591,24.002,12,3,0.0,29.653,14.386,2.073,0.67,2.117,0.0
4.824,0,0,0,0,0.0,1,0,0,123.09,0,2,0,68.397,0,0.0,21.043,-0.042,19.52,5.32,5.32,0,3.938,0,0,0,7.766,0,0.0,7.429,11.615,4.668,4.668,5.429,5.429,0,0.0,4.766,4.766,4.766,0,0.036,10.695,4.29,4.29,4.29,3,4.754,0.0,19.749,19.749,19.749,56.782,9.351,9.351,0,6,28.02,24.107,6,1,0.0,31.37,14.308,2.068,0.83,3.458,0.0
4.31,0,0,0,0,0.0,1,0,0,123.09,0,2,0,68.397,0,0.0,20.793,-0.037,19.259,5.001,5.001,0,3.606,0,0,0,7.707,0,0.0,7.419,11.615,4.662,4.662,5.419,5.419,0,0.0,4.707,4.707,4.707,0,0.039,10.695,3.692,3.692,3.692,3,4.752,0.0,14.444,14.444,14.444,56.782,8.105,8.105,0,6,28.02,23.875,6,1,0.0,22.694,12.26,2.064,1.0,2.548,0.0
6.187,0,0,0,0,0.0,1,0,0,97.64,0,1,0,5.807,1,0.0,20.449,-0.106,18.946,4.805,4.805,0,3.298,0,0,2,7.665,0,0.0,6.662,5.807,4.428,4.428,4.662,4.662,0,0.0,4.665,4.665,4.665,0,0.031,4.728,3.324,3.324,3.324,1,3.989,0.0,11.693,11.693,11.693,0.0,7.116,7.116,1,12,5.807,23.488,12,2,0.0,19.693,10.094,2.068,1.0,1.451,0.0
6.62,0,0,0,0,0.0,2,0,0,123.09,0,2,0,11.615,0,0.0,21.037,-0.103,19.496,4.957,4.957,0,3.723,0,0,0,7.833,0,0.0,6.751,11.615,4.66,4.66,4.751,4.751,0,0.0,4.833,4.833,4.833,0,0.037,4.746,3.529,3.529,3.529,2,4.722,0.0,13.495,13.495,13.495,0.0,7.546,7.546,2,12,11.615,24.141,12,4,0.0,21.495,12.656,2.089,1.0,2.348,0.0
7.409,1,2,1,1,2.398,0,2,1,242.12,1,2,1,37.085,3,94.197,20.067,0.145,18.538,4.81,4.81,1,3.554,3,4,2,7.32,0,6.818,6.454,37.085,3.478,3.478,4.663,4.663,0,0.62,4.673,4.673,4.673,0,0.025,4.776,3.327,3.327,3.327,2,4.024,0.0,11.699,11.699,11.699,31.278,7.118,7.118,3,5,39.133,23.14,5,0,6.605,18.726,13.595,1.933,0.33,1.733,4.595
6.796,0,0,0,0,0.0,1,0,0,191.63,0,3,0,17.422,0,0.0,21.388,-0.202,19.841,5.254,5.254,0,3.985,0,0,0,7.854,0,0.0,7.429,95.72,4.743,4.743,5.429,5.429,0,0.0,4.854,4.854,4.854,0,0.046,4.802,4.162,4.162,4.162,5,4.726,0.0,18.719,18.719,18.719,0.0,9.141,9.141,0,6,112.125,24.493,6,2,0.0,29.655,16.747,2.1,0.67,4.095,0.0
4.377,0,0,0,0,0.0,1,0,0,123.09,0,2,0,11.615,0,0.0,20.793,-0.041,19.259,5.001,5.001,0,3.227,0,0,0,7.707,0,0.0,7.419,50.764,4.662,4.662,5.419,5.419,0,0.0,4.707,4.707,4.707,0,0.039,4.756,3.692,3.692,3.692,3,4.718,0.0,14.444,14.444,14.444,0.0,8.105,8.105,0,6,67.169,23.875,6,1,0.0,22.694,11.518,2.067,1.0,1.795,0.0
6.009,0,0,0,0,0.0,2,0,0,109.67,0,1,0,5.807,1,0.0,20.439,-0.11,18.937,4.801,4.801,0,3.354,0,1,0,7.66,0,0.0,6.661,5.807,4.427,4.427,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.036,4.728,3.314,3.314,3.314,1,3.987,0.0,11.657,11.657,11.657,0.0,7.111,7.111,2,12,23.696,23.476,12,4,0.0,19.657,10.424,2.065,1.0,1.356,0.0
7.854,1,1,1,1,2.398,0,1,1,135.97,0,2,0,37.085,4,126.734,20.749,0.013,19.251,5.278,5.278,1,3.792,0,1,3,7.748,1,3.385,7.034,37.085,4.284,4.284,5.034,5.034,1,0.109,4.748,4.748,4.748,2,0.034,4.784,4.276,4.276,4.276,2,4.156,221.821,19.649,19.649,19.649,31.278,9.33,9.33,1,11,22.593,23.773,9,0,6.862,31.202,12.696,1.976,0.83,2.79,4.727
8.046,1,2,1,1,2.398,0,2,2,177.11,1,3,1,42.893,2,91.035,20.92,-0.123,19.381,5.252,5.252,1,3.78,4,2,4,7.413,0,5.277,7.267,42.893,4.668,4.668,5.429,5.429,0,-0.407,4.766,4.766,4.766,0,0.034,4.799,4.162,4.162,4.162,3,4.724,0.0,18.719,18.719,18.719,31.278,9.14,9.14,2,5,61.346,24.008,5,0,6.605,29.653,11.614,1.953,0.83,2.305,4.595
7.538,0,0,0,0,0.0,2,0,0,177.64,0,3,0,17.422,0,0.0,21.368,-0.045,19.84,5.32,5.32,0,3.938,0,0,0,7.764,0,0.0,7.429,17.422,4.707,4.707,5.429,5.429,0,0.0,4.764,4.764,4.764,0,0.036,4.765,4.29,4.29,4.29,3,4.73,0.0,19.749,19.749,19.749,0.0,9.351,9.351,0,12,50.232,24.441,12,4,0.0,31.37,18.877,2.108,0.5,3.582,0.0
7.102,0,0,0,0,0.0,1,0,0,178.21,0,2,0,11.615,0,0.0,20.789,-0.03,19.258,4.861,4.861,1,3.671,0,1,4,7.713,0,0.0,6.687,11.615,4.657,4.657,4.687,4.687,0,0.0,4.713,4.713,4.713,0,0.032,4.752,3.399,3.399,3.399,2,4.711,0.0,12.51,12.51,12.51,0.0,7.308,7.308,2,12,28.02,23.872,12,4,0.0,19.876,14.443,2.103,0.67,2.434,0.0
6.62,0,0,0,0,0.0,2,0,0,175.48,0,1,0,5.807,0,0.0,20.028,-0.015,18.507,4.801,4.801,0,3.438,0,3,0,7.66,0,0.0,6.661,5.807,3.429,3.429,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.045,4.728,3.313,3.313,3.313,1,3.778,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,6,5.807,23.097,6,4,0.0,18.533,12.868,2.079,0.83,1.501,0.0
