pXC50,SsssCH,CATS2D_09_AA,CATS2D_07_AA,CATS2D_04_DL,MATS7e,MATS5e,GATS8s,Eig02_AEA.dm.,SpAD_EA.dm.,ATSC8s,MATS7s,SpMAD_EA.dm.,ATSC6e,GATS8e,SpMax4_Bh.e.,MATS3i,ATSC6s,CATS2D_06_AL,ATSC5s,SpMin2_Bh.e.,SsssN,CATS2D_06_AA,SpMin5_Bh.s.,SpMax4_Bh.v.,SaaS,SpMaxA_EA,SpMax4_Bh.m.,SssssC,SM08_EA.dm.,SM10_EA.dm.,GATS7e,ATSC7s,SpMaxA_EA.ed.,SaaaC,SM06_EA.dm.,Eig01_AEA.dm.,SpDiam_AEA.dm.,SpMax_AEA.dm.,Eig05_EA.ri.,MATS8p,MATS5s,ATS7m,Eig10_EA.ri.,HDcpx,IDM,Psi_e_0,Psi_e_1,Eig09_EA.bo.,GATS7s,C.008,MATS8i,Eig11_EA.ri.,MAXDP,SM02_EA.dm.,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,ON1,SpMax4_Bh.p.,GATS4v,Eig09_AEA.bo.,IDE
6.0,-0.351,1,1,2,-0.136,0.096,1.012,3.887,12.047,104.671,-0.156,0.241,1.1,0.902,3.75,-0.029,108.661,11,140.575,1.933,4.269,2,1.02,3.618,0.0,0.073,3.74,-0.975,2.738,2.955,1.205,122.214,0.305,0.0,2.568,3.932,5.932,3.932,2.461,-0.033,0.065,4.636,1.74,1.832,9.711,16.818,7.374,2.394,1.392,1,-0.001,1.505,6.994,2.479,24.341,24.341,24.341,24.341,24.341,9.958,3.62,1.171,3.244,3.998
7.347,-0.351,1,1,2,-0.136,0.096,1.012,3.887,12.047,104.671,-0.156,0.241,1.1,0.902,3.75,-0.029,108.661,11,140.575,1.933,4.269,2,1.02,3.618,0.0,0.073,3.74,-0.975,2.738,2.955,1.205,122.214,0.305,0.0,2.568,3.932,5.932,3.932,2.461,-0.033,0.065,4.636,1.74,1.832,9.711,16.818,7.374,2.394,1.392,1,-0.001,1.505,6.994,2.479,24.341,24.341,24.341,24.341,24.341,9.958,3.62,1.171,3.244,3.998
7.5,0.494,0,1,0,-0.007,0.028,0.817,3.499,4.586,64.407,-0.061,0.135,0.483,0.794,3.642,-0.138,59.368,4,66.853,1.899,4.259,0,0.933,3.5,0.0,0.097,3.61,-0.616,2.015,2.275,1.003,61.913,0.343,0.0,1.786,3.682,5.682,3.682,2.179,-0.032,-0.006,4.223,1.192,1.75,8.723,11.919,5.014,1.712,1.046,0,-0.03,1.0,5.913,1.577,16.714,16.714,16.714,16.714,16.714,6.944,3.507,0.993,2.694,3.718
6.9,-0.311,3,0,0,-0.062,0.138,1.06,3.877,24.496,179.193,-0.074,0.454,1.422,0.991,3.82,0.023,132.56,13,198.179,1.899,7.836,4,1.085,3.651,0.0,0.057,3.737,0.0,8.275,10.091,0.959,141.369,0.194,0.0,6.511,4.034,6.034,4.034,2.444,0.138,0.12,4.86,1.684,1.854,9.998,18.706,8.028,2.481,0.965,1,0.139,1.547,6.575,3.578,26.549,26.549,26.549,26.549,26.549,11.083,3.648,0.993,3.267,4.307
6.8,-0.124,2,0,0,-0.071,0.128,1.068,3.882,23.741,162.847,-0.09,0.432,1.238,1.01,3.866,-0.036,128.287,17,187.8,1.913,8.338,4,1.085,3.717,0.0,0.056,3.761,0.0,8.352,10.158,1.058,143.607,0.191,0.0,6.592,4.034,6.034,4.034,2.476,0.132,0.109,4.87,1.844,1.858,10.052,19.103,8.205,2.481,1.089,1,0.142,1.55,6.662,3.585,27.015,27.015,27.015,27.015,27.015,11.25,3.717,0.963,3.359,4.348
7.4,-0.283,3,0,0,-0.08,0.142,0.933,3.874,22.776,151.617,-0.09,0.456,1.291,0.948,3.789,-0.053,130.048,12,173.251,1.898,7.542,4,0.992,3.638,0.0,0.062,3.729,0.0,8.275,10.091,1.02,147.32,0.21,0.0,6.51,4.034,6.034,4.034,2.403,0.123,0.13,4.778,1.548,1.841,9.826,17.539,7.44,2.481,0.988,1,0.107,1.482,6.358,3.536,24.529,24.529,24.529,24.529,24.529,10.417,3.639,0.954,3.25,4.199
7.6,-0.83,3,0,0,-0.064,0.151,0.926,3.879,22.776,194.006,-0.071,0.43,1.465,0.937,3.854,-0.008,149.083,12,204.649,1.902,7.582,4,1.085,3.683,0.0,0.059,3.765,0.0,8.275,10.091,0.948,152.916,0.198,0.0,6.51,4.034,6.034,4.034,2.483,0.128,0.155,4.828,1.843,1.849,9.941,18.339,7.968,2.481,0.895,2,0.121,1.547,6.461,3.536,26.049,26.049,26.049,26.049,26.049,10.75,3.673,0.955,3.338,4.284
9.1,0.096,0,1,2,0.009,-0.032,0.869,3.682,9.526,75.659,-0.021,0.232,0.647,0.848,3.75,-0.053,98.045,9,80.485,1.939,4.239,1,0.961,3.621,0.0,0.086,3.672,-0.338,5.292,6.524,0.939,85.695,0.343,0.0,4.129,3.839,5.839,3.839,2.19,-0.052,-0.032,4.367,1.312,1.792,9.221,14.119,5.962,1.979,0.901,0,-0.046,1.212,6.067,2.436,20.173,20.173,20.173,20.173,20.173,8.403,3.623,1.039,2.877,3.888
7.3,-0.287,2,0,1,-0.058,0.137,0.944,3.866,21.897,154.539,-0.071,0.447,1.358,0.958,3.783,-0.016,136.339,12,176.74,1.897,5.962,4,0.988,3.635,0.0,0.063,3.727,0.0,8.268,10.085,0.955,138.109,0.214,0.0,6.501,4.034,6.034,4.034,2.355,0.136,0.13,4.753,1.547,1.836,9.766,17.155,7.289,2.481,0.889,1,0.116,1.442,6.343,3.517,23.998,23.998,23.998,23.998,23.998,10.306,3.637,0.969,3.232,4.167
7.63,-7.6,2,1,10,-0.197,0.237,1.226,3.888,36.254,534.188,-0.151,0.625,2.35,1.184,3.791,0.036,348.652,15,419.447,1.925,0.0,2,1.131,3.632,0.0,0.053,3.78,0.0,9.48,11.569,1.524,401.239,0.178,1.621,7.481,4.093,6.093,4.093,2.666,-0.057,0.235,5.292,2.069,1.882,10.298,20.689,9.388,2.721,1.536,6,-0.074,1.952,7.255,4.159,28.597,28.597,28.597,28.597,28.597,11.972,3.623,0.9,3.537,3.848
8.0,0.023,0,3,3,0.046,0.04,0.83,3.687,11.191,89.234,0.039,0.26,0.611,0.806,3.747,-0.088,92.139,7,86.295,1.938,4.086,0,0.961,3.612,0.0,0.08,3.883,-0.796,6.035,7.437,0.909,116.368,0.307,0.0,4.69,3.8,5.8,3.8,2.282,-0.047,0.015,4.561,1.368,1.803,9.361,14.899,6.361,2.189,0.879,0,-0.02,1.223,6.371,2.644,21.073,21.073,21.073,21.073,21.073,8.861,3.615,1.024,3.06,4.037
9.5,0.109,0,1,2,0.006,-0.004,0.831,3.682,6.115,63.299,-0.047,0.161,0.47,0.821,3.747,-0.116,69.738,6,65.1,1.936,4.188,0,0.96,3.612,0.0,0.091,3.67,-0.761,2.046,2.289,0.97,71.345,0.347,0.0,1.851,3.8,5.8,3.8,2.176,-0.051,-0.008,4.274,1.211,1.771,8.975,13.029,5.564,1.945,0.981,0,-0.034,1.189,5.985,1.793,18.679,18.679,18.679,18.679,18.679,7.694,3.615,1.05,2.819,3.849
8.0,-0.035,0,1,2,-0.016,0.045,1.031,3.787,11.34,122.88,-0.017,0.277,0.959,0.967,3.747,-0.126,155.252,6,94.636,1.942,3.931,4,0.961,3.613,0.0,0.084,3.686,-0.814,7.797,9.67,0.829,92.463,0.322,0.0,5.962,3.8,5.8,3.8,2.282,-0.015,0.023,4.365,1.289,1.791,9.215,14.156,6.139,1.981,0.719,0,-0.01,1.209,6.137,2.845,20.13,20.13,20.13,20.13,20.13,8.306,3.615,1.063,2.893,3.942
8.0,0.011,0,1,3,-0.031,-0.019,0.939,3.712,10.227,90.347,-0.059,0.244,0.714,0.899,3.747,-0.072,121.543,9,83.963,1.938,4.064,2,0.96,3.612,0.0,0.082,3.673,-0.797,5.285,6.514,0.977,100.09,0.314,0.0,4.128,3.8,5.8,3.8,2.279,-0.06,-0.005,4.399,1.38,1.798,9.294,14.53,6.214,2.009,0.978,0,-0.053,1.302,6.436,2.49,20.657,20.657,20.657,20.657,20.657,8.556,3.615,1.049,2.881,3.946
8.4,0.044,0,1,3,0.004,-0.009,0.731,3.683,10.227,99.526,-0.027,0.244,0.581,0.794,3.747,-0.064,88.862,7,83.495,1.938,4.107,0,0.961,3.613,0.0,0.082,3.675,-0.789,5.285,6.514,0.906,82.176,0.314,0.0,4.128,3.8,5.8,3.8,2.283,-0.079,-0.014,4.373,1.366,1.796,9.281,14.513,6.192,2.226,0.867,0,-0.031,1.216,6.231,2.49,20.646,20.646,20.646,20.646,20.646,8.528,3.615,1.057,3.1,4.044
9.7,0.032,0,1,2,0.01,0.012,1.002,3.683,6.115,92.94,-0.014,0.157,0.704,0.972,3.747,-0.094,112.603,6,75.993,1.936,4.036,0,0.96,3.612,0.0,0.088,3.673,-0.789,2.046,2.289,0.789,83.201,0.338,0.0,1.851,3.8,5.8,3.8,2.244,-0.046,0.008,4.315,1.215,1.778,9.056,13.429,5.805,1.95,0.752,0,0.017,1.192,5.974,1.793,19.146,19.146,19.146,19.146,19.146,7.861,3.615,1.065,2.821,3.895
8.0,-0.722,1,0,6,-0.174,0.122,1.421,4.089,18.402,124.774,-0.133,0.418,0.703,1.33,3.813,-0.053,99.204,10,153.774,1.919,2.439,1,1.135,3.652,1.429,0.08,3.803,-1.019,9.388,11.529,1.595,97.055,0.316,2.053,7.283,4.215,6.215,4.215,2.394,-0.017,0.183,4.462,1.441,1.805,9.368,15.062,6.578,2.117,1.645,1,-0.009,1.398,6.837,3.549,21.742,21.742,21.742,21.742,21.742,8.875,3.692,0.91,2.984,3.993
6.3,-0.765,3,0,6,-0.17,0.056,1.367,3.72,14.222,131.318,-0.153,0.323,0.915,1.102,3.824,0.023,119.925,11,161.302,1.915,2.327,2,1.117,3.631,0.0,0.08,3.702,-1.096,6.173,7.469,1.403,111.493,0.316,1.441,4.925,4.089,6.089,4.089,2.402,-0.038,0.152,4.418,1.511,1.805,9.368,15.049,6.583,2.117,1.61,1,-0.025,1.456,6.793,2.937,21.742,21.742,21.742,21.742,21.742,8.875,3.621,0.936,2.984,3.993
8.5,0.517,0,0,8,-0.184,0.107,1.318,3.72,14.222,130.431,-0.141,0.284,0.827,1.139,3.889,-0.022,106.297,14,162.68,1.919,2.626,0,1.191,3.774,1.432,0.07,3.803,-1.027,6.173,7.469,1.579,111.139,0.278,2.055,4.925,4.089,6.089,4.089,2.427,-0.029,0.181,4.529,1.527,1.83,9.695,16.966,7.464,2.225,1.792,2,-0.016,1.509,6.979,2.937,24.697,24.697,24.697,24.697,24.697,9.903,3.776,0.973,3.032,4.204
7.9,-0.37,3,1,6,-0.118,0.049,1.629,3.733,19.214,153.117,-0.103,0.369,1.043,1.358,3.889,0.025,150.408,11,185.599,1.919,4.368,3,1.157,3.754,1.402,0.067,3.803,-1.091,6.545,7.84,1.385,122.899,0.267,2.001,5.294,4.089,6.089,4.089,2.552,-0.034,0.098,4.585,1.547,1.84,9.818,17.743,7.834,2.226,1.464,2,0.003,1.51,6.967,3.241,25.658,25.658,25.658,25.658,25.658,10.347,3.748,1.009,3.032,4.269
7.7,-0.806,2,0,9,-0.156,0.111,1.41,3.728,15.457,134.174,-0.137,0.315,0.778,1.205,3.825,0.02,117.467,13,160.788,1.919,2.333,1,1.135,3.633,1.404,0.075,3.705,-1.296,6.442,7.819,1.5,112.023,0.312,1.998,5.116,4.248,6.248,4.248,2.411,0.004,0.208,4.653,1.535,1.83,9.66,16.542,7.3,2.225,1.728,1,0.01,1.489,7.39,3.012,24.218,24.218,24.218,24.218,24.218,9.694,3.623,1.02,3.032,3.975
6.7,-0.775,1,0,8,-0.215,0.191,1.37,3.723,12.502,122.903,-0.161,0.26,0.712,1.282,3.861,-0.029,106.139,14,146.428,1.919,2.427,1,1.163,3.696,1.413,0.074,3.733,-1.206,6.171,7.469,1.843,116.887,0.294,2.014,4.92,4.12,6.12,4.12,2.412,-0.036,0.251,4.612,1.532,1.825,9.597,16.174,7.159,2.224,1.929,1,-0.043,1.496,7.275,2.856,23.75,23.75,23.75,23.75,23.75,9.403,3.697,0.919,3.032,3.933
8.3,-0.328,4,1,6,-0.119,0.075,1.627,3.734,19.214,152.53,-0.112,0.369,0.99,1.349,3.889,0.033,146.655,10,185.08,1.919,4.349,2,1.191,3.743,1.402,0.067,3.803,-1.092,6.545,7.84,1.411,125.54,0.267,2.001,5.294,4.089,6.089,4.089,2.575,-0.048,0.109,4.586,1.544,1.84,9.818,17.743,7.834,2.226,1.513,2,-0.042,1.51,6.967,3.241,25.658,25.658,25.658,25.658,25.658,10.347,3.734,1.009,3.032,4.269
5.5,-0.136,1,0,7,-0.174,0.149,1.405,3.72,12.502,125.451,-0.132,0.272,0.794,1.345,3.882,0.01,108.626,11,159.777,1.919,2.505,1,1.136,3.73,1.435,0.076,3.758,-1.037,6.171,7.469,1.678,103.906,0.302,2.059,4.92,4.087,6.087,4.087,2.412,-0.036,0.19,4.524,1.506,1.817,9.515,15.833,6.893,2.116,1.711,2,-0.02,1.419,7.028,2.856,22.703,22.703,22.703,22.703,22.703,9.319,3.734,0.975,2.984,4.01
8.1,-0.818,2,0,6,-0.181,0.042,1.12,3.72,13.302,168.442,-0.137,0.277,0.854,1.106,3.889,0.004,121.879,10,216.609,1.919,3.407,1,1.145,3.78,1.396,0.073,3.803,-1.082,6.171,7.469,1.306,143.183,0.289,1.992,4.92,4.089,6.089,4.089,2.413,-0.029,0.037,4.526,1.517,1.825,9.63,16.767,7.595,2.226,1.278,1,-0.022,1.508,6.88,2.874,23.683,23.683,23.683,23.683,23.683,9.542,3.787,0.991,3.032,4.179
7.6,-0.797,2,0,9,-0.156,0.146,1.429,3.728,15.337,134.382,-0.121,0.307,0.771,1.317,3.857,0.008,114.384,13,162.355,1.919,4.755,1,1.141,3.67,1.409,0.073,3.737,-1.291,6.441,7.819,1.624,108.79,0.306,2.005,5.113,4.248,6.248,4.248,2.417,0.008,0.232,4.665,1.546,1.835,9.72,16.918,7.441,2.226,1.745,1,0.004,1.521,7.424,2.986,24.685,24.685,24.685,24.685,24.685,9.861,3.661,1.008,3.061,4.03
6.7,-0.136,1,0,7,-0.174,0.149,1.405,3.72,12.502,125.451,-0.132,0.272,0.794,1.345,3.882,0.01,108.626,11,159.777,1.919,2.505,1,1.136,3.73,1.435,0.076,3.758,-1.037,6.171,7.469,1.678,103.906,0.302,2.059,4.92,4.087,6.087,4.087,2.412,-0.036,0.19,4.524,1.506,1.817,9.515,15.833,6.893,2.116,1.711,2,-0.02,1.419,7.028,2.856,22.703,22.703,22.703,22.703,22.703,9.319,3.734,0.975,2.984,4.01
6.9,-0.755,2,0,10,-0.097,0.065,1.452,3.72,15.88,144.236,-0.1,0.369,0.757,1.176,3.823,-0.008,104.373,7,175.115,1.91,2.328,1,1.139,3.63,0.0,0.081,3.762,-1.069,6.291,7.559,1.353,114.998,0.323,0.0,5.073,4.089,6.089,4.089,2.305,-0.011,0.131,4.589,1.456,1.805,9.367,15.02,6.424,2.041,1.633,1,0.03,1.29,6.737,3.064,21.211,21.211,21.211,21.211,21.211,8.931,3.621,1.0,2.922,4.033
8.6,0.346,0,1,6,-0.031,0.088,0.873,3.721,14.222,137.583,-0.002,0.279,0.688,0.883,3.889,-0.081,113.904,9,172.488,1.911,2.555,0,1.191,3.766,1.207,0.069,3.793,-1.106,6.173,7.469,1.116,169.228,0.272,1.464,4.925,4.089,6.089,4.089,2.455,0.036,0.141,4.594,1.778,1.836,9.758,17.382,7.728,2.291,1.174,1,0.043,1.513,6.996,2.937,25.192,25.192,25.192,25.192,25.192,10.042,3.769,0.912,3.108,4.227
8.5,0.205,0,1,6,-0.1,0.059,0.58,4.089,21.873,268.084,-0.079,0.405,0.868,0.594,3.889,-0.115,141.254,10,211.125,1.928,2.528,0,1.191,3.766,0.963,0.065,3.794,-5.714,10.745,13.419,0.952,182.509,0.257,0.868,8.1,4.461,6.461,4.461,2.619,0.045,0.071,4.631,1.779,1.85,9.938,18.987,8.914,2.293,0.966,1,0.105,1.513,7.031,3.656,26.666,26.666,26.666,26.666,26.666,10.542,3.769,0.914,3.113,4.312
8.5,0.397,0,2,6,-0.056,0.107,1.082,3.721,15.942,128.778,-0.076,0.307,0.716,0.984,3.889,-0.083,104.1,9,166.705,1.914,2.567,0,1.191,3.766,1.382,0.067,3.793,-1.058,6.174,7.469,1.252,131.037,0.267,1.902,4.931,4.089,6.089,4.089,2.463,0.031,0.186,4.604,1.778,1.84,9.819,17.705,7.753,2.291,1.546,1,0.041,1.513,7.068,3.013,25.619,25.619,25.619,25.619,25.619,10.375,3.769,0.938,3.108,4.262
8.4,0.407,0,2,6,-0.094,0.13,1.19,3.721,15.822,121.615,-0.093,0.288,0.791,1.108,3.889,-0.015,105.433,9,170.2,1.928,4.862,0,1.211,3.766,1.458,0.064,3.794,-1.049,6.173,7.469,1.417,116.598,0.253,2.069,4.927,4.089,6.089,4.089,2.593,-0.009,0.18,4.669,1.779,1.854,9.995,18.849,8.184,2.291,1.62,1,-0.003,1.514,7.181,2.987,27.018,27.018,27.018,27.018,27.018,11.153,3.769,0.98,3.11,4.349
8.0,-0.759,2,0,6,-0.153,0.045,1.352,3.72,14.222,128.87,-0.144,0.316,0.849,1.122,3.824,0.013,116.853,11,161.36,1.913,2.329,1,1.135,3.631,1.318,0.078,3.707,-1.067,6.173,7.469,1.331,109.154,0.309,1.739,4.925,4.089,6.089,4.089,2.4,0.018,0.131,4.477,1.456,1.811,9.439,15.42,6.756,2.12,1.558,1,-0.003,1.418,6.86,2.937,22.209,22.209,22.209,22.209,22.209,9.069,3.621,0.914,2.995,4.016
6.7,-0.789,1,0,8,-0.116,0.181,1.236,3.723,12.502,136.574,-0.087,0.245,0.798,1.206,3.823,-0.013,113.329,14,153.832,1.919,2.489,1,1.17,3.655,1.414,0.07,3.692,-1.217,6.171,7.469,1.595,126.726,0.277,2.013,4.92,4.12,6.12,4.12,2.412,0.024,0.256,4.7,1.532,1.845,9.849,17.673,7.592,2.224,1.663,1,0.001,1.524,7.391,2.856,25.165,25.165,25.165,25.165,25.165,10.653,3.659,0.931,3.032,4.099
7.1,-0.749,2,0,7,-0.161,0.078,1.362,3.72,14.222,130.6,-0.144,0.323,0.786,1.146,3.824,0.011,109.677,9,160.065,1.927,2.332,1,1.133,3.631,0.0,0.08,3.702,-1.056,6.173,7.469,1.433,110.978,0.316,1.802,4.925,4.089,6.089,4.089,2.401,-0.02,0.164,4.42,1.485,1.805,9.368,15.042,6.569,2.117,1.632,1,-0.019,1.456,6.813,2.937,21.742,21.742,21.742,21.742,21.742,8.875,3.621,0.94,2.984,3.993
7.0,-0.747,2,0,7,-0.137,0.078,1.466,3.72,14.222,136.866,-0.127,0.316,0.66,1.246,3.824,0.007,102.238,10,162.648,1.927,2.334,1,1.187,3.631,0.0,0.078,3.702,-1.047,6.173,7.469,1.463,113.426,0.309,2.023,4.925,4.089,6.089,4.089,2.403,0.012,0.143,4.45,1.531,1.811,9.438,15.417,6.706,2.121,1.667,1,0.025,1.456,6.864,2.937,22.225,22.225,22.225,22.225,22.225,9.125,3.621,0.958,2.993,4.032
7.0,-0.796,2,0,8,-0.185,0.138,1.347,3.723,14.222,125.343,-0.165,0.29,0.732,1.141,3.825,0.005,109.573,14,152.854,1.919,2.333,1,1.135,3.634,1.407,0.073,3.705,-1.22,6.173,7.469,1.622,122.975,0.288,2.003,4.925,4.12,6.12,4.12,2.412,-0.033,0.233,4.629,1.532,1.83,9.661,16.537,7.29,2.224,1.888,1,-0.041,1.496,7.295,2.937,24.25,24.25,24.25,24.25,24.25,9.653,3.624,0.985,3.032,3.983
8.6,0.356,0,1,0,-0.001,0.003,0.825,3.682,8.942,63.614,-0.04,0.263,0.425,0.83,3.639,-0.094,59.82,5,66.166,1.898,4.22,0,0.963,3.497,0.0,0.088,3.61,0.0,6.292,7.813,0.979,68.983,0.282,0.0,4.822,3.741,5.741,3.741,2.162,-0.076,-0.03,4.22,1.192,1.75,8.721,11.918,4.98,1.685,0.93,0,-0.061,1.0,5.903,2.509,16.628,16.628,16.628,16.628,16.628,7.222,3.503,1.037,2.681,3.746
8.0,0.052,0,1,2,-0.009,0.057,0.817,3.685,9.509,71.588,-0.023,0.232,0.478,0.806,3.747,-0.091,83.546,6,80.532,1.937,4.119,0,0.96,3.613,0.0,0.084,3.762,-0.783,4.979,6.007,1.029,92.298,0.322,0.0,3.992,3.8,5.8,3.8,2.279,-0.032,0.038,4.409,1.239,1.791,9.214,14.096,5.984,1.985,1.004,0,-0.034,1.204,6.254,2.466,20.128,20.128,20.128,20.128,20.128,8.444,3.615,1.026,2.923,3.96
8.3,0.038,0,1,3,-0.007,-0.002,0.738,3.684,11.191,100.271,-0.033,0.26,0.642,0.772,3.747,-0.088,91.917,7,85.987,1.938,4.104,0,0.961,3.613,0.0,0.08,3.882,-0.792,6.035,7.437,0.906,85.301,0.307,0.0,4.69,3.8,5.8,3.8,2.283,-0.054,-0.006,4.465,1.367,1.802,9.351,14.891,6.352,2.244,0.874,0,-0.024,1.216,6.28,2.644,21.056,21.056,21.056,21.056,21.056,8.861,3.615,1.037,3.113,4.093
7.0,-0.742,2,0,7,-0.157,0.083,1.382,3.72,14.222,128.847,-0.145,0.316,0.788,1.177,3.823,0.017,110.72,11,161.062,1.919,2.338,1,1.09,3.63,1.428,0.078,3.702,-1.045,6.173,7.469,1.463,108.854,0.309,2.047,4.925,4.087,6.087,4.087,2.394,-0.056,0.165,4.513,1.456,1.812,9.445,15.438,6.72,2.115,1.684,1,-0.043,1.412,6.98,2.937,22.242,22.242,22.242,22.242,22.242,9.125,3.621,0.967,2.984,3.989
6.4,-0.958,1,0,6,-0.165,0.105,1.282,3.72,12.502,139.562,-0.129,0.278,0.733,1.203,3.865,-0.036,108.909,10,159.167,1.919,2.311,1,1.166,3.702,1.418,0.078,3.743,-1.04,6.171,7.469,1.436,109.019,0.309,2.032,4.92,4.089,6.089,4.089,2.412,0.001,0.154,4.456,1.51,1.81,9.436,15.45,6.796,2.132,1.478,2,0.016,1.4,6.845,2.856,22.209,22.209,22.209,22.209,22.209,9.042,3.701,0.908,3.032,4.047
7.8,-2.272,0,1,9,-0.107,0.287,1.452,3.687,16.958,226.749,-0.043,0.369,0.883,1.352,3.796,0.026,146.044,11,205.39,1.933,0.0,0,1.033,3.637,0.0,0.067,3.72,0.0,6.752,8.035,1.471,193.923,0.225,1.864,5.503,3.831,5.831,3.831,2.439,-0.049,0.241,4.75,1.505,1.822,9.551,15.791,6.931,2.337,1.473,3,-0.034,1.5,6.78,3.269,22.77,22.77,22.77,22.77,22.77,9.278,3.619,0.992,3.252,3.761
8.0,-0.38,2,0,1,-0.035,0.131,0.961,3.863,21.556,164.024,-0.054,0.449,1.427,0.969,3.78,-0.016,148.591,12,189.537,1.897,5.9,4,0.987,3.633,0.0,0.065,3.726,0.0,8.264,10.083,0.888,133.592,0.218,0.0,6.496,4.034,6.034,4.034,2.354,0.152,0.135,4.728,1.547,1.832,9.706,16.772,7.172,2.481,0.792,1,0.127,1.441,6.324,3.507,23.588,23.588,23.588,23.588,23.588,9.972,3.635,0.951,3.232,4.123
8.8,0.511,0,1,3,0.013,-0.057,0.857,3.682,9.838,63.334,-0.017,0.281,0.573,0.833,3.641,-0.106,74.128,5,75.534,1.898,4.255,0,0.965,3.498,0.0,0.086,3.611,0.0,6.533,8.007,0.884,65.626,0.274,0.0,5.088,3.809,5.809,3.809,2.16,-0.077,-0.075,4.238,1.192,1.757,8.808,12.234,5.067,1.75,0.864,0,-0.054,1.0,5.932,2.637,17.066,17.066,17.066,17.066,17.066,7.556,3.505,1.051,2.753,3.792
8.2,0.43,0,1,7,-0.112,0.101,1.268,4.089,20.122,133.805,-0.09,0.411,0.657,1.204,3.86,-0.087,94.379,9,164.998,1.906,2.57,0,1.195,3.761,0.0,0.071,3.793,-1.027,9.389,11.529,1.422,119.554,0.284,0.0,7.283,4.401,6.401,4.401,2.455,0.077,0.15,4.552,1.513,1.831,9.693,16.97,7.326,2.071,1.573,1,0.091,1.407,6.962,3.591,24.152,24.152,24.152,24.152,24.152,10.097,3.767,0.939,3.045,4.237
7.3,0.398,0,2,6,-0.031,0.096,1.142,3.719,15.942,134.169,-0.056,0.319,0.696,1.036,3.886,-0.081,108.911,8,172.175,1.915,2.563,0,1.191,3.766,0.0,0.07,3.793,-1.053,6.174,7.469,1.249,134.685,0.278,0.0,4.931,4.086,6.086,4.086,2.455,0.031,0.183,4.54,1.775,1.835,9.756,17.299,7.428,2.132,1.543,1,0.046,1.512,6.911,3.013,24.636,24.636,24.636,24.636,24.636,10.319,3.769,0.949,3.101,4.278
7.3,0.42,0,1,6,-0.133,0.134,1.113,4.086,20.122,126.818,-0.115,0.402,0.693,1.07,3.884,-0.071,106.037,9,168.164,1.919,2.568,0,1.192,3.766,0.0,0.07,3.793,-1.031,9.389,11.529,1.512,118.621,0.278,0.0,7.283,4.327,6.327,4.327,2.455,0.021,0.194,4.537,1.776,1.835,9.753,17.313,7.436,2.132,1.671,1,0.034,1.512,6.913,3.591,24.62,24.62,24.62,24.62,24.62,10.319,3.769,0.948,3.101,4.301
8.0,0.346,0,1,6,-0.015,0.072,0.921,3.719,14.222,143.282,0.009,0.29,0.685,0.929,3.885,-0.081,118.655,8,183.472,1.913,2.551,0,1.191,3.766,0.0,0.071,3.793,-1.101,6.173,7.469,1.126,171.727,0.283,0.0,4.925,4.086,6.086,4.086,2.455,0.037,0.125,4.532,1.773,1.83,9.693,16.972,7.397,2.132,1.188,1,0.049,1.512,6.839,2.937,24.209,24.209,24.209,24.209,24.209,9.986,3.769,0.921,3.1,4.244
7.2,-0.283,3,0,0,-0.08,0.142,0.933,3.874,22.776,151.617,-0.09,0.456,1.291,0.948,3.789,-0.053,130.048,12,173.251,1.898,7.542,4,0.992,3.638,0.0,0.062,3.729,0.0,8.275,10.091,1.02,147.32,0.21,0.0,6.51,4.034,6.034,4.034,2.403,0.123,0.13,4.778,1.548,1.841,9.826,17.539,7.44,2.481,0.988,1,0.107,1.482,6.358,3.536,24.529,24.529,24.529,24.529,24.529,10.417,3.639,0.954,3.25,4.199
7.6,0.4,0,1,7,-0.111,0.112,1.301,3.721,14.222,142.547,-0.081,0.263,0.622,1.239,3.892,-0.091,94.984,9,170.274,1.928,2.57,0,1.211,3.77,0.0,0.065,3.793,-1.056,6.173,7.469,1.488,128.824,0.257,0.0,4.925,4.089,6.089,4.089,2.618,0.053,0.151,4.607,1.784,1.849,9.933,18.443,8.023,2.313,1.623,1,0.073,1.644,7.092,2.937,26.641,26.641,26.641,26.641,26.641,10.792,3.772,0.944,3.143,4.363
7.9,0.425,0,1,6,-0.125,0.14,1.103,3.719,14.222,126.655,-0.111,0.29,0.676,1.092,3.888,-0.095,104.327,9,166.035,1.928,2.568,0,1.192,3.766,0.0,0.071,3.793,-1.027,6.173,7.469,1.501,118.506,0.283,0.0,4.925,4.086,6.086,4.086,2.455,0.028,0.202,4.505,1.776,1.83,9.692,16.941,7.297,2.132,1.648,1,0.04,1.512,6.882,2.937,24.192,24.192,24.192,24.192,24.192,9.986,3.769,0.936,3.101,4.258
