pXC50,SpMax4_Bh.p.,SpMin3_Bh.s.,SpMax4_Bh.v.,SpMin4_Bh.s.,nCrs,NssNH,SsssN,MATS6m,SssNH,ATSC5v,SM11_EA.dm.,ON1V,Eig04_EA.ri.,ATSC2v,C.008,SpMin4_Bh.i.,ATSC5p,X1Kup,ATSC1p,SM09_EA.dm.,nCONN,X1MulPer,Eig04_AEA.ri.,CATS2D_04_DA,SM15_EA.dm.,X1Per,ATSC4v,Eig04_EA,SM12_AEA.bo.,ATSC3v,ATSC4p,SpMin8_Bh.s.,ATSC2p,ATS1v,Hy,ATSC3i,SM07_EA.dm.,CATS2D_07_AL,SpMax3_Bh.m.,ATS2v,Sp,C.041,ATS2p,P_VSA_p_1,CATS2D_02_DD,CATS2D_05_LL,P_VSA_e_1,P_VSA_m_1,P_VSA_s_2,P_VSA_v_1,Psi_i_1,NRS,C.031,ATSC3p,nBT,X1v,ATS3e,ATSC5i,ATS3p,SpMin5_Bh.s.,SpMin1_Bh.e.,ISIZ,nAT,P_VSA_LogP_7,ATSC4i,P_VSA_e_3,SpMin7_Bh.i.,SpMin8_Bh.m.
7.926,3.589,1.188,3.585,0.961,4,0,2.553,-0.122,0.0,12.969,0.312,3.228,2.201,11.423,0,1.507,8.887,8.979,4.76,0.351,0,8.799,3.306,0,0.236,7.266,14.76,2.346,2.346,15.252,10.061,0.325,7.883,3.476,-0.823,1.359,0.384,6,3.714,3.823,31.847,0,3.911,294.278,0,8,294.278,294.278,294.278,294.278,15.323,4,0,10.475,52,9.077,4.8,1.134,3.999,0.768,2.013,275.121,49,270.735,1.272,36.695,0.845,1.181
7.872,3.381,1.192,3.401,0.979,4,0,4.31,-0.24,0.0,16.084,7.263,3.276,2.272,12.2,0,1.485,11.479,8.702,5.001,5.913,0,8.367,3.363,0,9.936,6.932,17.261,2.427,2.427,16.145,12.109,0.455,8.25,3.449,-0.815,1.357,4.544,4,3.678,3.821,32.222,0,3.929,317.82,0,9,317.82,317.82,317.82,317.82,14.709,3,0,11.307,52,9.128,4.84,1.204,4.083,0.867,2.013,282.193,50,317.82,1.341,6.249,0.924,1.237
8.612,3.385,1.178,3.384,1.038,4,0,4.095,-0.06,0.0,14.706,7.263,3.443,2.244,11.956,0,1.493,10.532,8.734,5.036,5.913,0,8.479,3.334,0,9.936,7.019,15.451,2.393,2.393,15.381,10.885,0.325,8.076,3.435,-0.815,1.506,4.544,4,3.648,3.802,31.302,0,3.892,332.78,0,7,317.82,317.82,317.82,317.82,14.595,3,0,10.698,52,8.838,4.846,1.428,4.023,0.939,2.009,282.193,50,317.82,1.509,6.249,0.922,1.117
8.888,3.544,1.211,3.528,1.175,4,1,2.224,-0.196,2.849,13.774,7.069,3.545,2.26,12.664,0,1.507,10.171,9.235,5.469,5.751,0,8.966,3.355,0,9.674,7.423,15.779,2.417,2.417,16.142,11.098,0.469,9.044,3.5,-0.356,1.796,4.415,3,3.648,3.88,33.001,0,3.954,347.74,0,9,317.82,317.82,317.82,317.82,15.715,3,0,11.65,55,9.351,4.954,1.656,4.068,0.941,2.001,303.58,53,317.82,1.712,21.135,0.879,1.289
5.0,3.441,1.051,3.433,0.985,0,0,4.895,-0.133,0.0,18.599,0.373,3.136,2.092,11.26,0,1.612,13.138,9.382,5.125,0.441,0,9.132,3.128,0,0.264,7.553,18.626,2.16,2.16,15.837,13.286,0.572,8.088,3.569,-0.419,1.55,0.515,4,3.613,3.946,35.057,0,4.005,294.278,0,1,294.278,294.278,294.278,294.278,16.344,3,0,11.277,56,9.506,4.858,1.692,4.221,0.825,1.914,303.58,53,294.278,1.686,6.249,1.064,1.396
5.0,3.467,1.084,3.463,0.998,0,0,7.264,-0.148,0.0,21.003,0.598,3.536,2.183,13.056,0,1.613,14.475,10.258,5.69,0.681,0,9.868,3.25,0,0.45,8.251,22.415,2.303,2.303,18.312,15.416,0.574,8.747,3.649,-0.853,1.746,0.762,4,3.613,4.028,39.131,0,4.095,364.904,0,1,364.904,364.904,364.904,364.904,17.588,3,0,12.727,63,10.4,4.961,1.907,4.329,0.859,1.914,354.413,60,364.904,1.961,9.373,1.124,1.513
5.0,3.561,1.108,3.565,1.067,3,0,7.708,-0.117,0.0,24.17,0.598,4.336,2.31,15.656,0,1.686,16.627,12.004,6.559,0.681,0,11.701,3.412,0,0.45,9.677,25.218,2.479,2.479,22.174,17.326,0.825,10.555,3.772,-0.867,2.077,0.762,4,3.689,4.165,43.654,0,4.245,411.989,0,6,411.989,411.989,411.989,411.989,20.41,4,0,15.184,71,12.138,5.159,2.139,4.464,0.992,1.914,406.428,67,411.989,2.204,9.373,1.125,1.513
5.0,3.555,1.096,3.563,1.032,0,0,7.551,-0.123,0.0,23.599,0.598,4.003,2.294,14.22,0,1.623,16.303,11.542,6.266,0.681,0,11.261,3.405,0,0.45,9.258,24.082,2.479,2.479,20.166,16.671,0.814,9.834,3.747,-0.836,1.96,0.762,7,3.654,4.133,42.347,0,4.193,388.446,0,1,388.446,388.446,388.446,388.446,19.949,4,0,14.052,69,11.716,5.104,2.103,4.418,0.979,1.914,391.454,65,388.446,2.114,9.373,1.124,1.513
5.26,3.56,1.101,3.564,1.052,0,0,10.095,-0.141,0.0,25.302,0.644,4.236,2.34,15.379,0,1.655,17.072,12.048,6.477,0.746,0,11.689,3.447,0,0.472,9.666,26.861,2.515,2.515,22.091,18.357,0.821,10.023,3.784,-0.841,2.13,0.854,7,3.701,4.179,44.66,0,4.248,423.76,0,1,423.76,423.76,423.76,423.76,20.731,4,0,15.066,73,12.218,5.167,2.24,4.49,0.988,1.914,421.488,69,423.76,2.311,12.497,1.125,1.541
5.0,3.565,1.106,3.567,1.074,0,0,10.107,-0.136,0.0,30.758,0.644,4.857,2.412,17.229,0,1.743,21.374,14.23,7.6,0.746,0,13.843,3.508,0,0.472,11.437,29.676,2.571,2.571,24.429,20.762,0.825,11.887,3.961,-0.844,2.445,0.854,8,3.878,4.348,52.637,0,4.406,470.844,0,1,470.844,470.844,470.844,470.844,24.766,5,0,17.016,85,14.434,5.301,2.812,4.638,1.013,1.914,505.754,80,470.844,2.693,12.497,1.437,1.573
5.0,3.568,1.106,3.569,1.073,0,0,10.117,-0.034,0.0,29.367,0.644,4.677,2.399,16.389,0,1.743,20.517,13.872,7.128,0.746,0,13.493,3.494,0,0.472,11.1,28.858,2.556,2.556,23.808,20.402,0.825,11.487,3.939,-0.84,2.362,0.854,7,3.888,4.335,51.279,0,4.401,435.531,0,1,435.531,435.531,435.531,435.531,24.352,5,0,16.825,81,14.383,5.275,2.626,4.628,1.011,1.915,474.842,76,435.531,2.56,12.497,1.437,1.573
5.0,2.979,0.55,3.003,0.178,0,0,0.0,-0.07,0.0,2.035,0.0,1.313,1.815,2.7,0,1.081,2.283,4.935,1.759,0.0,0,4.755,2.906,0,0.0,3.933,2.827,1.968,1.968,2.892,2.833,0.0,3.32,3.021,-0.709,0.826,0.0,1,3.302,3.308,18.818,0,3.34,100.547,0,2,70.627,70.627,70.627,70.627,9.146,2,0,3.93,25,5.821,3.808,0.559,3.283,0.102,1.917,110.039,24,90.133,0.65,47.845,0.395,0.497
5.959,3.341,1.094,3.357,1.047,0,0,3.902,0.03,0.0,16.504,1.768,3.501,2.297,11.815,0,1.45,11.967,10.032,5.676,1.404,0,9.717,3.397,0,2.538,8.041,17.148,2.454,2.454,15.635,12.805,0.487,8.786,3.618,-0.759,1.436,1.074,8,3.692,3.961,38.347,0,4.004,341.362,0,6,341.362,341.362,341.362,341.362,16.914,3,0,11.811,61,10.57,4.936,1.389,4.159,0.825,1.92,347.076,59,341.362,1.446,6.249,1.064,1.417
5.742,3.32,1.128,3.343,1.07,3,0,3.922,0.041,0.0,16.53,1.768,3.484,2.315,12.322,1,1.476,11.961,9.881,5.631,1.404,0,9.503,3.402,0,2.538,7.927,17.729,2.456,2.456,16.314,13.197,0.483,8.936,3.607,-0.785,1.463,1.074,8,3.757,3.968,37.892,0,4.027,341.362,0,6,341.362,341.362,341.362,341.362,16.746,3,0,12.173,60,10.382,4.93,1.377,4.179,0.825,1.92,339.763,58,341.362,1.483,6.249,1.11,1.417
7.921,3.391,1.142,3.387,1.066,3,0,4.05,0.044,0.0,19.04,1.768,4.007,2.312,13.858,0,1.493,13.379,10.846,6.333,1.404,0,10.499,3.4,0,2.538,8.786,19.008,2.455,2.455,17.949,13.43,0.606,9.694,3.676,-0.799,1.632,1.074,11,3.722,4.016,41.012,0,4.074,400.217,0,7,400.217,400.217,400.217,400.217,17.784,3,0,12.742,67,11.038,5.034,1.603,4.225,0.825,1.92,391.454,65,400.217,1.664,6.249,1.117,1.448
8.62,3.391,1.152,3.383,1.121,3,0,4.688,0.068,0.0,17.721,0.373,3.905,2.118,13.916,0,1.494,12.619,10.497,6.145,0.441,0,10.136,3.228,0,0.264,8.462,20.003,2.308,2.308,18.644,14.262,0.605,9.719,3.643,-0.819,1.587,0.515,7,3.721,3.993,39.961,0,4.078,388.446,0,7,388.446,388.446,388.446,388.446,17.144,3,0,13.374,64,10.984,5.015,1.453,4.235,0.865,1.925,369.16,62,388.446,1.592,6.249,1.064,1.417
7.745,3.318,1.147,3.326,0.873,0,1,4.314,-0.043,3.49,15.53,0.373,3.24,2.034,11.381,0,1.42,10.287,9.383,4.88,0.441,0,8.979,3.131,2,0.264,7.608,17.571,2.213,2.213,14.885,11.398,0.469,7.414,3.558,-0.358,1.505,0.515,7,3.557,3.898,36.62,0,3.951,329.591,0,6,329.591,329.591,329.591,329.591,15.748,2,0,10.046,59,9.547,4.827,1.488,4.116,0.802,2.015,332.475,57,317.82,1.608,57.83,0.973,1.417
6.824,3.319,1.123,3.327,0.926,2,0,4.526,0.058,0.0,16.458,0.373,3.505,2.11,13.044,0,1.422,11.842,9.848,5.805,0.441,0,9.431,3.218,0,0.264,7.91,20.025,2.296,2.296,17.862,14.343,0.507,9.179,3.602,-0.813,1.527,0.515,6,3.73,3.967,38.199,0,4.043,364.904,0,8,364.904,364.904,364.904,364.904,16.521,3,0,13.031,61,10.34,4.958,1.376,4.221,0.859,1.927,347.076,59,364.904,1.59,6.249,1.118,1.417
7.056,3.347,1.156,3.341,1.12,2,0,4.601,0.079,0.0,18.225,0.373,3.594,2.193,12.995,2,1.506,12.977,9.863,5.805,0.441,0,9.41,3.312,0,0.264,7.887,19.688,2.392,2.392,16.991,14.25,0.503,9.116,3.602,-0.813,1.505,0.515,4,3.736,3.966,38.199,0,4.035,364.904,0,6,364.904,364.904,364.904,364.904,16.511,3,0,12.356,61,10.345,4.957,1.509,4.196,0.865,1.925,347.076,59,364.904,1.559,6.249,1.125,1.417
6.87,3.318,1.122,3.325,0.869,0,0,4.278,0.054,0.0,14.58,0.373,3.105,2.03,11.325,0,1.42,10.465,8.75,5.266,0.441,0,8.303,3.13,0,0.264,7.036,17.218,2.212,2.212,14.867,12.346,0.469,7.905,3.501,-0.798,1.266,0.515,6,3.556,3.828,35.438,0,3.898,341.362,0,6,341.362,341.362,341.362,341.362,14.322,2,0,10.977,56,9.246,4.783,1.223,4.063,0.801,1.925,317.975,55,341.362,1.345,6.249,0.933,1.417
4.072,3.121,0.9,3.16,0.825,0,1,2.207,-0.173,3.324,9.564,0.082,2.354,2.096,7.374,0,1.34,6.417,7.45,3.024,0.125,0,7.357,3.201,3,0.035,6.038,9.953,2.275,2.275,9.554,7.018,0.0,5.405,3.331,1.865,1.337,0.188,4,3.626,3.714,26.54,0,3.728,167.984,0,2,153.024,153.024,153.024,153.024,13.585,3,0,6.688,43,7.584,4.6,1.174,3.83,0.561,1.91,212.877,40,153.024,1.24,104.389,0.821,1.164
5.842,3.607,1.152,3.613,1.06,0,0,6.896,0.069,0.0,27.522,14.758,4.529,2.601,15.78,0,1.681,19.489,13.279,7.452,12.074,0,12.968,3.638,0,20.124,10.662,26.898,2.663,2.663,22.229,19.838,0.698,11.845,3.894,-0.789,2.472,9.389,8,3.787,4.288,48.444,0,4.322,468.64,0,10,423.76,423.76,431.519,423.76,23.394,4,0,16.511,79,13.526,5.247,2.533,4.537,1.037,2.02,467.161,75,423.76,2.755,9.373,1.178,1.513
5.584,3.625,1.122,3.633,1.055,0,0,6.772,-0.087,0.0,26.045,1.829,4.531,2.404,16.157,0,1.563,17.744,13.01,7.019,1.502,0,12.612,3.526,0,2.559,10.443,26.691,2.601,2.601,22.543,18.624,0.715,10.964,3.864,-0.805,2.175,1.222,9,3.787,4.257,48.33,0,4.309,447.302,0,10,447.302,447.302,447.302,447.302,22.55,4,0,15.953,79,13.227,5.23,2.323,4.518,0.868,2.02,467.161,75,435.531,2.366,11.272,1.376,1.578
8.186,3.699,1.16,3.41,1.003,3,0,2.52,-0.129,0.0,16.637,0.082,4.535,2.491,12.129,0,1.627,19.272,12.343,7.175,0.125,0,11.89,3.535,0,0.035,9.861,17.236,2.571,2.571,16.253,19.569,0.765,12.076,3.561,-0.788,2.615,0.188,5,3.748,3.935,44.631,0,4.295,317.82,0,21,317.82,317.82,317.82,317.82,21.467,3,0,16.205,72,12.466,5.145,3.063,4.493,0.952,1.963,413.947,68,317.82,3.102,24.259,1.304,1.513
6.573,3.412,1.121,3.42,1.055,0,0,6.724,0.043,0.0,24.472,7.263,4.096,2.274,14.801,0,1.511,16.566,11.407,6.407,5.913,0,11.032,3.369,0,9.936,9.13,24.42,2.433,2.433,20.165,16.984,0.698,9.972,3.728,-0.805,1.915,4.546,8,3.764,4.111,42.563,0,4.171,411.989,0,10,411.989,411.989,411.989,411.989,19.402,3,0,14.121,70,11.592,5.125,2.021,4.392,0.858,2.02,406.428,67,411.989,2.072,9.373,1.177,1.513
6.293,3.505,1.151,3.501,1.078,0,0,6.82,0.037,0.0,26.341,7.263,4.596,2.311,16.591,0,1.596,17.968,12.35,7.077,5.913,0,11.905,3.411,0,9.936,9.904,26.076,2.474,2.474,22.59,17.928,0.698,11.122,3.799,-0.817,2.094,4.546,8,3.783,4.187,46.086,0,4.255,459.073,0,10,459.073,459.073,459.073,459.073,20.75,3,0,15.645,76,12.536,5.221,2.198,4.472,1.053,2.02,451.857,73,459.073,2.258,9.373,1.178,1.513
7.42,3.424,1.057,3.422,0.862,3,1,2.389,-0.018,3.535,19.286,0.312,3.546,2.271,12.863,1,1.417,13.356,9.909,5.71,0.351,0,9.618,3.365,1,0.236,7.977,19.175,2.428,2.428,16.785,13.395,0.563,8.967,3.597,-0.419,1.528,0.384,5,3.769,3.932,36.58,0,4.01,341.362,0,10,341.362,341.362,341.362,341.362,16.938,3,0,11.815,60,10.042,4.907,1.624,4.181,0.825,2.02,332.475,57,341.362,1.64,21.135,1.064,1.439
8.131,3.627,1.058,3.608,0.917,6,0,5.148,0.092,0.0,24.968,0.373,4.154,2.386,14.705,2,1.424,17.257,11.41,6.559,0.441,0,11.094,3.403,0,0.264,9.141,22.964,2.428,2.428,18.996,16.149,0.698,10.125,3.722,-0.858,1.748,0.515,7,3.786,4.042,41.103,0,4.126,400.217,0,10,400.217,400.217,400.217,400.217,19.757,4,0,13.26,68,11.549,5.03,2.048,4.316,0.851,2.02,384.0,64,400.217,1.961,6.249,1.064,1.513
8.53,3.375,1.08,3.384,1.05,0,0,4.841,-0.009,0.0,21.377,0.373,3.721,2.267,13.511,0,1.474,14.702,10.427,6.044,0.441,0,10.13,3.361,0,0.264,8.358,21.862,2.424,2.424,18.512,15.171,0.563,9.459,3.645,-0.819,1.696,0.515,7,3.694,4.023,38.796,0,4.081,376.675,0,10,376.675,376.675,376.675,376.675,17.732,3,0,13.117,64,10.609,5.021,1.767,4.287,0.857,2.02,361.775,61,376.675,1.832,6.249,1.064,1.445
8.51,3.411,1.152,3.412,1.056,3,0,4.718,-0.012,0.0,21.839,0.373,3.935,2.271,14.445,1,1.507,15.061,10.894,6.39,0.441,0,10.598,3.364,0,0.264,8.735,22.547,2.427,2.427,19.747,15.821,0.592,10.278,3.683,-0.825,1.99,0.515,7,3.75,4.073,40.04,0,4.138,403.406,0,10,388.446,388.446,390.626,388.446,18.579,3,0,14.305,66,11.067,5.099,1.816,4.336,0.859,2.02,376.569,63,388.446,2.037,6.249,1.064,1.446
7.854,3.411,1.15,3.413,1.056,3,0,4.186,-0.026,0.0,21.038,0.373,3.876,2.272,14.058,0,1.507,15.191,10.923,6.422,0.441,0,10.633,3.367,0,0.264,8.749,22.167,2.431,2.431,19.179,15.893,0.613,10.346,3.692,-0.799,2.169,0.515,8,3.781,4.09,39.978,0,4.135,406.595,0,11,376.675,376.675,378.499,376.675,18.952,3,0,14.364,66,11.117,5.117,2.016,4.334,0.859,2.02,376.569,63,376.675,2.129,6.249,1.041,1.428
8.022,3.429,1.176,3.427,1.057,2,0,4.883,0.006,0.0,23.693,0.373,4.154,2.272,15.672,0,1.526,16.126,11.408,6.742,0.441,0,11.08,3.365,0,0.264,9.172,25.02,2.428,2.428,21.838,17.231,0.698,10.838,3.726,-0.425,1.939,0.515,8,3.76,4.119,42.319,0,4.195,411.989,0,11,411.989,411.989,411.989,411.989,19.314,3,0,15.267,70,11.573,5.155,1.958,4.411,0.861,2.02,406.428,67,411.989,2.093,6.249,1.123,1.506
7.398,3.428,1.167,3.431,1.057,2,0,4.443,0.035,0.0,22.294,12.157,4.078,2.278,14.725,0,1.522,15.949,11.485,6.795,9.943,0,11.216,3.413,0,16.579,9.216,23.425,2.501,2.501,20.544,17.434,0.653,10.985,3.739,-0.781,2.24,7.722,8,3.786,4.139,41.677,0,4.183,433.327,0,11,388.446,388.446,396.206,388.446,19.996,3,0,15.306,69,11.704,5.159,2.199,4.395,0.859,2.02,398.93,66,388.446,2.502,6.249,1.077,1.447
6.975,3.471,1.164,3.458,1.056,0,0,4.567,-0.032,0.0,22.122,0.373,3.776,2.273,14.454,0,1.545,15.833,10.933,6.889,0.441,0,10.448,3.37,0,0.264,8.601,22.442,2.437,2.437,19.512,16.078,0.604,11.195,3.711,-0.767,1.855,0.515,7,3.787,4.106,40.898,0,4.181,376.675,0,10,376.675,376.675,376.675,376.675,19.354,3,0,14.719,66,12.764,5.11,1.838,4.363,0.859,2.02,376.569,63,376.675,1.939,6.249,1.09,1.445
8.398,3.382,1.117,3.387,1.054,1,0,4.884,-0.011,0.0,19.264,0.373,3.554,2.27,12.861,0,1.478,13.339,9.889,5.677,0.441,0,9.589,3.363,0,0.264,7.944,19.611,2.426,2.426,17.154,13.667,0.503,8.925,3.592,-0.843,1.543,0.515,7,3.732,3.949,36.58,0,4.023,353.133,0,10,353.133,353.133,353.133,353.133,16.859,3,0,12.163,60,10.032,4.913,1.621,4.202,0.857,2.02,332.475,57,353.133,1.666,6.249,1.021,1.346
8.022,3.395,1.089,3.401,1.058,2,0,4.152,-0.034,0.0,19.842,0.373,3.626,2.272,13.137,0,1.481,14.146,10.423,6.081,0.441,0,10.143,3.366,0,0.264,8.333,20.616,2.43,2.43,17.716,14.747,0.563,9.77,3.653,-0.792,2.052,0.515,7,3.784,4.054,38.216,0,4.092,383.053,0,10,353.133,353.133,354.957,353.133,18.285,3,0,13.476,63,10.617,5.053,1.827,4.27,0.887,2.02,354.413,60,353.133,1.899,6.249,1.175,1.443
9.155,3.569,1.213,3.567,1.162,6,0,5.271,0.032,0.0,24.975,0.373,4.546,2.34,16.599,1,1.507,17.286,12.05,6.903,0.441,0,11.787,3.447,0,0.264,9.701,24.956,2.515,2.515,22.889,17.346,0.728,11.464,3.759,-0.863,2.045,0.515,8,3.725,4.167,42.864,0,4.252,423.76,0,15,423.76,423.76,423.76,423.76,20.383,3,0,15.835,71,12.186,5.203,2.059,4.445,1.049,2.02,406.428,67,423.76,2.107,6.249,1.172,1.513
6.374,3.4,1.064,3.399,0.962,0,1,2.404,0.01,3.201,16.038,0.082,3.321,2.244,11.957,0,1.469,11.614,9.647,5.675,0.125,0,9.22,3.273,1,0.035,7.676,16.195,2.293,2.293,14.988,12.147,0.502,9.348,3.593,-0.394,1.426,0.188,2,3.69,3.91,37.466,0,4.003,317.82,0,10,317.82,317.82,317.82,317.82,16.011,3,0,11.521,58,10.891,4.82,1.374,4.12,0.825,1.946,325.212,56,350.039,1.416,21.135,1.064,1.358
7.77,3.451,1.026,3.442,0.825,3,2,0.0,0.044,6.635,11.628,0.0,2.96,2.232,9.681,1,1.323,8.623,8.764,4.335,0.0,0,8.467,3.286,1,0.0,7.029,11.707,2.33,2.33,12.422,9.075,0.215,7.282,3.506,0.213,1.109,0.0,1,3.767,3.792,33.557,0,3.877,235.422,0,10,235.422,235.422,235.422,235.422,14.988,3,0,9.67,50,9.538,4.653,1.043,3.971,0.777,1.944,268.078,48,235.422,1.028,36.022,0.929,1.169
8.398,3.411,1.152,3.412,1.056,3,0,4.718,-0.012,0.0,21.839,0.373,3.935,2.271,14.445,1,1.507,15.061,10.894,6.39,0.441,0,10.598,3.364,0,0.264,8.735,22.547,2.427,2.427,19.747,15.821,0.592,10.278,3.683,-0.825,1.99,0.515,7,3.75,4.073,40.04,0,4.138,403.406,0,10,388.446,388.446,390.626,388.446,18.579,3,0,14.305,66,11.067,5.099,1.816,4.336,0.859,2.02,376.569,63,388.446,2.037,6.249,1.064,1.446
8.013,3.455,1.119,3.417,1.062,0,1,2.613,-0.023,3.274,19.479,0.082,3.696,2.219,14.58,0,1.514,14.366,10.287,6.553,0.125,0,9.718,3.267,1,0.035,8.095,19.267,2.305,2.305,18.17,14.391,0.643,11.664,3.646,-0.394,1.647,0.188,3,3.881,3.982,40.182,0,4.132,364.904,0,11,364.904,364.904,364.904,364.904,16.904,3,0,14.061,62,12.546,4.936,1.644,4.235,0.837,1.956,354.413,60,429.343,1.652,21.135,1.064,1.446
7.955,3.388,1.064,3.387,0.96,0,1,2.407,-0.002,3.216,16.153,0.082,3.321,2.221,11.957,0,1.458,11.66,9.647,5.675,0.125,0,9.22,3.267,1,0.035,7.676,16.203,2.305,2.305,14.988,12.152,0.501,9.348,3.593,-0.394,1.426,0.188,4,3.69,3.91,37.466,0,4.003,317.82,0,10,317.82,317.82,317.82,317.82,16.011,3,0,11.521,58,10.891,4.82,1.384,4.12,0.825,1.946,325.212,56,350.039,1.417,21.135,1.064,1.359
7.959,3.387,1.027,3.387,0.96,0,1,2.388,0.023,3.174,14.2,0.082,3.135,2.218,10.234,0,1.458,10.486,9.281,4.808,0.125,0,8.979,3.28,1,0.035,7.411,14.703,2.325,2.325,13.911,11.138,0.28,7.957,3.558,-0.358,1.273,0.188,4,3.689,3.896,35.773,0,3.958,270.735,0,8,270.735,270.735,270.735,270.735,15.781,3,0,10.927,54,10.105,4.798,1.212,4.101,0.825,1.944,296.423,52,270.735,1.236,21.135,1.002,1.201
7.796,3.329,1.041,3.337,1.019,0,0,4.722,0.057,0.0,20.22,0.373,3.791,2.182,12.653,0,1.428,14.204,9.931,5.425,0.441,0,9.523,3.355,0,0.264,7.915,20.139,2.437,2.437,17.331,14.291,0.483,8.855,3.592,-0.778,1.539,0.515,6,3.626,3.968,37.847,0,4.051,341.362,0,6,341.362,341.362,341.362,341.362,16.56,2,0,12.565,59,10.744,4.941,1.673,4.264,0.869,1.999,332.475,57,329.591,1.685,23.034,1.121,1.3
7.97,3.387,1.03,3.387,0.96,0,1,2.396,-0.034,3.189,14.157,0.082,3.148,2.206,10.523,0,1.458,10.217,9.146,4.905,0.125,0,8.878,3.248,1,0.035,7.349,14.691,2.28,2.28,14.007,10.815,0.28,7.863,3.534,-0.382,1.291,0.188,4,3.689,3.862,34.915,0,3.925,282.506,0,10,282.506,282.506,282.506,282.506,15.299,3,0,10.516,54,9.621,4.786,1.222,4.048,0.825,1.945,296.423,52,282.506,1.249,21.135,1.002,1.201
8.487,3.387,1.017,3.386,0.96,0,1,2.376,-0.042,3.138,13.911,0.082,3.148,2.217,10.365,0,1.458,10.068,9.091,4.997,0.125,0,8.878,3.25,1,0.035,7.351,14.314,2.271,2.271,13.459,10.464,0.28,7.758,3.521,-0.382,1.436,0.188,4,3.688,3.843,33.995,0,3.888,297.467,0,8,282.506,282.506,282.506,282.506,15.191,3,0,10.156,54,9.243,4.793,1.283,4.003,0.825,1.945,296.423,52,282.506,1.343,21.135,1.0,1.207
7.9,3.388,1.073,3.388,0.961,0,1,2.339,0.004,3.081,14.215,14.758,3.282,2.293,10.491,0,1.458,10.881,9.668,5.405,12.074,0,9.485,3.414,1,20.124,7.811,14.681,2.472,2.472,13.925,11.663,0.282,8.461,3.587,-0.349,1.643,9.389,4,3.689,3.924,35.631,0,3.94,327.387,0,10,282.506,282.506,290.266,282.506,16.559,3,0,10.849,57,9.871,4.849,1.527,4.07,0.825,1.949,317.975,55,282.506,1.736,21.135,1.064,1.211
7.888,3.388,1.07,3.388,0.96,0,1,2.322,-0.019,3.045,14.147,14.758,3.269,2.278,10.207,0,1.458,11.051,9.804,5.353,12.074,0,9.586,3.417,1,20.124,7.87,14.659,2.504,2.504,13.804,12.389,0.28,8.635,3.609,-0.329,1.615,9.389,4,3.689,3.956,36.489,0,3.973,315.616,0,10,270.735,270.735,278.495,270.735,17.041,3,0,11.272,57,10.355,4.859,1.54,4.118,0.825,1.948,317.975,55,270.735,1.656,21.135,1.064,1.208
9.159,3.415,1.102,3.402,1.034,3,0,4.999,0.012,0.0,14.341,0.373,3.447,1.96,11.98,0,1.482,9.839,8.9,5.02,0.441,0,8.71,2.99,0,0.264,7.186,16.556,2.011,2.011,16.1,11.219,0.551,7.92,3.445,-0.858,1.423,0.515,5,3.633,3.795,32.364,0,3.895,329.591,0,6,329.591,329.591,329.591,329.591,14.233,3,0,10.794,53,9.003,4.862,1.154,4.044,0.825,1.944,289.294,51,329.591,1.336,6.249,1.064,1.328
9.109,3.604,1.211,3.597,1.139,5,0,4.884,-0.03,0.0,18.435,0.158,4.201,2.534,14.445,1,1.529,12.016,11.295,5.681,0.237,0,10.976,3.65,0,0.068,9.083,19.364,2.7,2.7,18.832,12.728,0.596,9.606,3.695,-0.825,1.901,0.346,6,3.758,4.094,39.927,0,4.17,364.904,0,8,364.904,364.904,364.904,364.904,19.248,4,0,12.268,65,11.399,5.056,1.74,4.306,1.027,2.059,361.775,61,353.133,1.866,56.605,1.295,1.492
8.268,3.432,1.065,3.403,0.988,0,1,2.511,-0.02,3.226,16.695,0.082,3.321,2.219,12.831,0,1.467,12.558,9.787,5.864,0.125,0,9.22,3.267,1,0.035,7.676,16.348,2.305,2.305,15.616,12.509,0.502,10.664,3.618,-0.394,1.487,0.188,3,3.883,3.939,38.659,0,4.077,317.82,0,11,317.82,317.82,317.82,317.82,16.345,3,0,12.501,58,12.046,4.81,1.429,4.161,0.825,1.946,325.212,56,382.259,1.439,21.135,1.064,1.359
7.886,3.431,1.027,3.403,0.987,0,1,2.492,0.002,3.184,14.716,0.082,3.135,2.216,11.091,0,1.467,11.271,9.422,4.931,0.125,0,8.979,3.279,1,0.035,7.411,14.827,2.325,2.325,14.551,11.461,0.335,9.141,3.584,-0.358,1.342,0.188,3,3.889,3.925,36.966,0,4.035,270.735,0,9,270.735,270.735,270.735,270.735,16.114,3,0,11.881,54,11.26,4.788,1.253,4.142,0.825,1.944,296.423,52,302.955,1.262,21.135,1.008,1.19
9.699,3.588,1.136,3.602,0.992,3,0,2.598,0.053,0.0,19.332,0.082,4.234,2.536,13.482,1,1.572,12.671,11.634,5.761,0.125,0,11.292,3.608,0,0.035,9.377,18.721,2.65,2.65,16.845,12.628,0.605,9.249,3.739,-0.781,1.866,0.188,11,3.762,4.113,41.625,0,4.161,353.133,0,11,353.133,353.133,353.133,353.133,19.958,4,0,11.355,67,11.778,5.029,1.849,4.291,0.946,2.054,376.569,63,341.362,1.915,71.675,1.319,1.5
