pXC50,CATS2D_09_LL,IC3,Eig04_EA.bo.,SM14_AEA.ri.,P_VSA_e_2,X1A,P_VSA_p_3,P_VSA_v_3,LOC,SpMin2_Bh.p.,nBnz,SpMin2_Bh.e.,Eig04_AEA.bo.,SpMax1_Bh.m.,D.Dtr06,SpMaxA_AEA.dm.,SpMax7_Bh.s.,GGI10,Eig06_AEA.bo.,SpMax2_Bh.p.,C.024,SpMin6_Bh.i.,ATSC5m,Eig08_EA.ed.,SM03_AEA.ri.,SpDiam_EA.bo.,ATSC6p,SpMin5_Bh.v.,ATSC5p,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,GGI9,NaaCH,ZM1V,SpMin6_Bh.e.,CATS2D_06_AP,RBN,NRS,SpMin5_Bh.p.,SpMax2_Bh.m.,ATSC5i,SpMin2_Bh.v.,ZM1MulPer,D.Dtr09,IC2,ATSC6v,ATS8m,ZM1Kup,ATSC4i,ATSC3i,ATSC7p,SpMax3_Bh.m.,ATSC6i,D.Dtr05,SpMin2_Bh.i.,SpMAD_AEA.ri.,ATS3p,X3v,RBF,Eig04_EA,SM12_AEA.bo.,C.034,nH,MSD,ATS4p,SaaaC,RDCHI,SpMax4_Bh.p.,SpMax6_Bh.s.,IC5,Eig12_EA.bo.,IDE,GGI8,Eig12_EA,SM06_AEA.dm.,SpMax4_Bh.v.,P_VSA_m_2,CATS2D_04_AP,SpMax2_Bh.v.,GMTI,ATSC4p,IC4,HVcpx,ATSC7v,P_VSA_p_1,ATS7i,Eig10_AEA.ri.,ATS5p,NsOH,SpMin4_Bh.e.,NaaaC,piPC02,SM02_EA.bo.,CSI,Hypnotic.80,GMTIV,SpMax4_Bh.m.,SpMin4_Bh.p.,SpMax2_Bh.i.,SMTI,PJI2,Depressant.80,ATSC1m,SpMin6_Bh.s.,Eig12_EA.ed.,SM07_AEA.ri.,ATS3v,SpMax1_Bh.p.,SpMaxA_EA,ATS4v,nPyrroles,CATS2D_08_LL,SpMin6_Bh.p.,Eig03_EA.bo.,SM13_AEA.ri.,SpMax4_Bh.i.,C.019,MW,SpMin4_Bh.v.,Chi0_EA.ri.,XMOD,P_VSA_LogP_7,UNIP,CIC0,SpMaxA_AEA.ri.,ECC,Eig13_EA.ed.,SM08_AEA.ri.,Chi0_EA.ed.,ATSC3v,CID,S2K,ATS6e,X1,Eig13_AEA.ri.,P_VSA_s_4,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.
7.721,0,4.631,2.598,2.598,94.077,0.406,94.077,94.077,0.548,1.949,2,1.876,3.375,4.133,94.163,0.155,3.506,0.0,3.067,3.698,5,0.977,28.235,2.876,2.876,7.512,9.197,1.453,12.188,4.512,4.512,4.512,0.0,5,214.0,1.076,0,0,1,1.409,3.696,1.462,1.967,223.437,104.588,4.18,13.137,1.079,217.645,1.463,1.269,6.958,3.503,1.107,18.855,1.851,1.584,4.174,5.746,0.0,2.237,2.237,0,19,3.721,4.229,0.0,3.113,3.145,3.61,4.888,-0.382,2.618,0.0,-0.322,-0.322,3.13,97.201,0,3.693,3404.0,12.273,4.888,2.614,10.004,223.651,4.607,1.331,4.063,0,1.386,0,4.111,4.796,275.0,0,5673.0,3.132,1.561,3.817,3122.0,0.75,1,8.888,0.581,-0.959,-0.959,4.066,4.138,0.146,4.078,0,0,1.318,3.166,3.166,3.389,0,261.39,1.597,13.968,59.184,223.651,48.0,4.139,0.188,118.0,-1.3,-1.3,7.699,14.222,3.783,3.533,4.56,9.754,0.518,67.727,11.844,11.844,11.844
6.036,5,4.907,2.635,2.635,93.852,0.465,93.852,93.852,1.114,1.893,1,1.681,3.405,3.948,82.969,0.153,3.918,0.049,2.527,3.728,2,1.145,34.912,1.5,1.5,7.241,9.089,1.605,10.766,4.241,4.241,4.241,0.166,2,284.0,1.215,0,7,2,1.582,3.766,1.404,1.901,300.797,0.0,4.446,13.877,3.45,325.185,1.354,1.265,8.418,3.384,1.212,69.764,1.614,1.431,3.967,4.637,0.135,2.081,2.081,0,28,5.443,4.033,0.0,3.355,3.211,4.012,5.064,0.255,3.254,0.223,0.24,0.24,3.189,114.987,0,3.728,4811.0,10.348,4.947,3.091,12.346,317.82,4.961,1.302,4.019,0,1.454,0,3.839,4.522,412.0,0,10273.0,3.222,1.67,3.933,4979.0,0.833,1,12.58,0.583,0.354,0.354,3.883,3.898,0.133,3.936,0,4,1.543,2.86,2.86,3.478,0,320.48,1.696,16.322,70.767,317.82,73.0,4.244,0.174,203.0,-0.846,-0.846,9.181,13.845,3.846,8.553,4.955,11.155,0.451,61.493,11.529,11.529,11.529
6.0,4,5.018,2.852,2.852,81.317,0.447,120.466,120.466,1.181,1.932,1,1.733,3.601,4.059,132.797,0.136,4.033,0.149,2.945,3.741,2,1.164,39.938,2.949,2.949,7.206,10.401,1.667,11.137,4.206,4.206,4.206,0.198,2,380.0,1.215,0,6,2,1.665,3.787,1.362,1.948,407.75,0.0,4.604,14.526,3.621,403.033,1.417,1.413,9.193,3.617,1.194,74.427,1.665,1.485,4.095,5.369,0.111,2.241,2.241,0,26,6.257,4.084,0.0,3.712,3.351,4.113,5.21,0.328,3.525,0.248,0.278,0.278,3.381,105.577,0,3.74,7539.0,10.975,5.133,3.367,13.137,294.278,5.04,1.96,4.047,0,1.494,0,4.016,4.7,597.0,0,19068.0,3.471,1.714,3.949,7466.0,1.0,1,11.527,0.705,0.615,0.615,4.006,3.905,0.115,3.983,0,4,1.474,2.932,2.932,3.606,0,379.93,1.738,17.881,81.933,294.278,97.0,4.085,0.15,283.0,0.276,0.276,10.318,15.275,3.982,8.593,4.857,12.507,1.153,42.423,13.743,13.743,13.743
5.0,5,4.72,2.822,2.822,106.657,0.431,106.657,106.657,0.721,1.997,1,1.881,3.576,4.074,247.914,0.154,4.258,0.077,3.052,3.87,6,1.064,29.675,3.661,3.661,7.474,7.744,1.429,9.956,4.474,4.474,4.474,0.182,8,426.0,1.139,0,3,3,1.446,3.918,1.416,1.988,457.31,115.288,4.286,11.765,3.426,553.602,1.708,1.635,7.014,3.649,1.161,61.601,1.851,1.531,3.997,4.863,0.063,2.428,2.428,0,19,7.012,3.98,2.031,3.896,3.275,4.385,4.72,0.898,3.708,0.23,0.641,0.641,3.276,146.476,0,3.875,9110.0,10.497,4.72,3.484,9.786,256.76,4.786,2.0,3.867,0,1.499,2,4.245,4.931,670.0,0,29469.0,3.355,1.711,4.006,8560.0,0.875,1,8.14,0.442,1.497,1.497,3.935,3.999,0.114,3.882,1,4,1.376,3.289,3.289,3.477,0,360.42,1.705,18.009,79.37,188.338,114.0,3.871,0.144,305.0,0.065,0.065,10.08,11.842,4.001,6.843,4.603,12.504,0.981,81.201,14.327,14.327,14.327
7.8,3,4.928,2.624,2.624,66.236,0.458,112.19,112.19,1.025,1.881,1,1.676,3.395,6.88,74.588,0.167,3.863,0.012,2.52,3.728,2,1.071,38.572,1.204,1.204,7.219,7.728,1.524,8.666,4.219,4.219,4.219,0.122,2,316.0,1.123,0,5,2,1.504,3.865,1.051,1.889,340.429,0.0,4.559,10.136,3.679,324.253,1.084,1.078,7.22,3.749,0.845,63.151,1.61,1.456,3.85,4.581,0.116,2.072,2.072,0,21,5.218,3.838,0.0,3.212,3.178,4.009,4.928,-0.5,3.186,0.223,-0.413,-0.413,3.163,87.371,0,3.726,3869.0,9.353,4.928,3.023,8.742,223.651,4.511,1.24,3.719,1,1.34,0,3.795,4.477,353.0,1,10877.0,3.309,1.59,3.91,3991.0,1.0,1,8.286,0.508,-0.885,-0.885,3.759,3.885,0.144,3.721,0,3,1.376,2.857,2.857,3.442,0,357.28,1.612,14.58,72.144,223.651,65.0,3.752,0.188,173.0,-1.751,-1.751,8.125,11.563,3.756,7.473,4.56,10.079,0.207,41.785,10.644,10.644,10.644
5.866,1,4.784,2.426,2.426,74.987,0.445,74.987,74.987,1.657,1.871,1,1.672,3.359,4.739,112.005,0.248,4.33,0.05,2.857,3.823,3,0.87,29.115,2.229,2.229,7.701,9.067,1.416,9.888,4.701,4.701,4.701,0.116,3,428.0,0.969,0,5,1,1.379,3.927,1.268,1.891,471.609,0.0,4.465,10.221,3.276,562.733,1.142,1.155,7.89,3.524,1.37,0.0,1.692,1.513,3.793,4.575,0.122,2.152,2.152,0,18,5.208,3.803,0.0,3.207,3.34,4.784,4.784,-0.762,3.226,0.217,-0.67,-0.67,3.317,85.248,0,3.713,4093.0,9.18,4.784,3.085,8.228,244.989,4.825,0.918,3.787,0,1.479,0,3.961,4.644,383.0,0,15336.0,3.29,1.645,3.852,4310.0,0.833,1,10.121,0.501,-1.937,-1.937,3.734,3.987,0.161,3.683,0,3,1.238,2.638,2.638,3.531,0,337.4,1.672,14.519,73.944,200.109,67.0,3.447,0.196,191.0,-2.261,-2.261,8.141,11.236,3.799,6.573,4.665,10.243,0.0,37.254,11.312,11.312,11.312
7.398,1,5.226,2.62,2.62,135.192,0.449,135.192,135.192,0.726,2.066,2,1.912,3.571,3.975,416.48,0.109,4.141,0.115,3.188,3.85,7,1.235,48.48,3.376,3.376,7.091,15.118,1.723,16.148,4.091,4.091,4.091,0.167,7,384.0,1.286,0,8,3,1.699,3.893,2.104,2.064,404.78,0.0,4.418,22.799,3.561,428.83,2.049,1.935,13.087,3.659,1.964,0.0,1.879,1.459,4.379,6.729,0.114,2.479,2.479,0,35,8.494,4.422,0.0,4.423,3.46,4.332,5.447,1.108,3.95,0.168,1.0,1.0,3.463,159.451,0,3.855,16453.0,15.691,5.357,3.706,20.087,400.217,5.464,2.272,4.402,0,1.59,0,4.248,4.934,960.0,0,35968.0,3.526,1.795,3.997,15525.0,0.889,0,16.064,0.825,2.289,2.289,4.278,3.963,0.092,4.303,0,3,1.53,3.0,3.0,3.681,0,437.64,1.8,22.884,98.692,400.217,170.0,4.645,0.12,443.0,2.275,2.275,13.317,20.458,4.202,11.174,5.283,15.707,1.967,94.348,17.152,17.152,17.152
6.097,2,4.897,2.674,2.674,93.049,0.427,93.049,93.049,1.0,1.838,1,1.702,3.456,4.28,99.547,0.145,3.692,0.029,3.09,3.844,3,0.937,31.351,2.646,2.646,7.176,10.635,1.49,12.092,4.176,4.176,4.176,0.081,3,280.0,0.995,0,2,1,1.441,3.927,1.355,1.88,298.637,51.466,4.6,13.205,2.97,281.493,1.463,1.402,8.812,3.497,1.211,29.977,1.659,1.523,4.137,6.158,0.043,2.201,2.201,2,21,4.768,4.149,0.0,3.336,3.329,3.999,5.037,-0.194,3.1,0.167,-0.174,-0.174,3.302,79.782,0,3.805,4516.0,12.818,4.99,3.027,10.948,211.88,4.747,1.471,4.05,2,1.404,0,4.073,4.758,402.0,0,10463.0,3.318,1.558,3.868,4352.0,0.833,1,10.216,0.567,-0.422,-0.422,3.998,4.074,0.133,3.984,0,5,1.208,3.171,3.171,3.505,0,315.47,1.588,15.341,69.706,243.158,61.0,3.937,0.172,183.0,-0.875,-0.875,8.69,15.067,3.848,5.535,4.674,10.669,0.51,37.254,12.319,12.319,12.319
6.979,1,4.946,2.559,2.559,93.426,0.429,93.426,93.426,0.951,1.903,2,1.787,3.295,4.067,117.931,0.15,3.507,0.0,2.879,3.717,6,0.905,30.245,2.674,2.674,7.347,11.341,1.492,12.355,4.347,4.347,4.347,0.016,6,230.0,0.952,0,2,1,1.457,3.72,1.498,1.916,242.874,0.0,4.386,16.117,2.299,241.795,1.441,1.329,8.624,3.505,1.327,0.0,1.758,1.511,4.099,4.961,0.044,1.99,1.99,0,21,4.264,4.153,0.0,3.214,3.257,3.827,5.041,-0.306,2.88,0.078,-0.268,-0.268,3.238,96.55,0,3.713,3794.0,11.583,5.041,2.811,12.169,235.422,4.817,1.311,4.115,1,1.415,0,4.043,4.727,325.0,0,7308.0,3.215,1.599,3.825,3646.0,0.8,1,9.704,0.492,-0.585,-0.585,3.995,4.062,0.14,4.025,0,3,1.201,2.782,2.782,3.471,0,279.41,1.63,14.786,62.904,235.422,56.0,4.118,0.182,147.0,-1.339,-1.339,8.6,14.337,3.81,4.974,4.796,10.292,0.485,68.807,11.835,11.835,11.835
6.606,1,4.763,2.581,2.581,78.07,0.429,78.07,78.07,0.444,1.918,0,1.764,3.518,4.026,273.305,0.129,3.962,0.115,3.119,3.719,1,1.217,33.992,4.265,4.265,6.725,10.016,1.708,10.137,3.725,3.725,3.725,0.166,3,362.0,1.278,0,6,3,1.683,3.843,1.399,1.916,384.674,119.845,4.135,14.941,3.451,403.697,1.616,1.758,8.403,3.641,1.253,198.217,1.735,1.525,4.226,6.875,0.102,2.438,2.438,0,27,7.694,4.107,0.0,4.215,3.461,4.075,4.836,1.0,3.825,0.204,1.0,1.0,3.468,121.014,0,3.739,12521.0,11.045,4.836,3.591,13.443,317.82,5.082,2.097,3.983,0,1.62,0,4.119,4.804,822.0,0,28159.0,3.537,1.829,3.984,11280.0,1.0,0,12.533,0.817,2.136,2.136,4.12,3.999,0.108,4.002,0,0,1.527,2.915,2.915,3.7,0,381.53,1.823,19.836,86.11,294.278,134.0,4.259,0.139,360.0,1.674,1.674,11.392,18.072,4.086,7.476,4.809,13.72,1.693,55.897,15.8,15.8,15.8
7.921,4,5.02,2.835,2.835,78.718,0.448,117.867,117.867,1.166,1.932,1,1.734,3.52,4.055,126.877,0.135,3.99,0.099,2.701,3.741,2,1.164,40.303,2.871,2.871,7.194,10.717,1.694,11.32,4.194,4.194,4.194,0.167,2,332.0,1.218,0,6,2,1.673,3.787,1.374,1.949,354.113,0.0,4.492,15.203,3.586,343.298,1.442,1.439,9.217,3.575,1.204,71.183,1.665,1.474,4.111,5.377,0.109,2.185,2.185,0,28,6.105,4.101,0.0,3.668,3.356,4.059,5.209,0.18,3.479,0.232,0.179,0.179,3.364,102.978,0,3.74,6872.0,11.353,5.133,3.307,13.41,317.82,5.069,1.959,4.06,0,1.51,0,3.942,4.625,549.0,0,15108.0,3.459,1.717,3.95,6776.0,0.857,1,12.622,0.707,0.29,0.29,3.995,3.906,0.118,3.973,0,4,1.476,2.859,2.859,3.612,0,365.95,1.744,17.432,78.929,317.82,91.0,4.19,0.154,259.0,0.069,0.069,10.16,16.237,3.947,8.607,4.871,12.097,0.926,42.423,13.286,13.286,13.286
6.483,1,4.735,2.096,2.096,71.567,0.439,71.567,71.567,1.207,1.878,1,1.714,2.956,4.011,63.199,0.189,3.316,0.0,2.398,3.595,3,0.786,23.567,0.778,0.778,7.09,7.833,1.483,9.098,4.09,4.09,4.09,0.016,3,176.0,0.882,0,3,1,1.443,3.634,1.07,1.893,183.787,0.0,4.399,11.612,2.122,191.381,1.109,1.07,5.403,3.304,0.918,0.0,1.662,1.482,3.821,4.332,0.075,1.736,1.736,0,21,4.162,3.83,0.0,2.955,3.147,3.429,4.735,-0.823,2.887,0.057,-0.712,-0.712,3.136,74.691,0,3.597,2203.0,8.855,4.735,2.809,8.075,247.193,4.581,0.539,3.753,0,1.313,0,3.651,4.331,256.0,1,3816.0,3.154,1.547,3.783,2218.0,0.8,1,9.571,0.471,-1.578,-1.578,3.692,3.996,0.175,3.68,0,3,1.147,2.609,2.609,3.385,0,231.37,1.571,12.217,51.771,247.193,42.0,3.97,0.227,119.0,-3.444,-3.444,7.045,12.117,3.586,4.432,4.545,8.347,-0.236,51.261,9.296,9.296,9.296
6.125,6,4.977,2.835,2.835,91.391,0.456,130.54,130.54,1.86,1.975,1,1.811,3.52,4.055,165.088,0.114,4.045,0.135,2.9,3.753,2,1.418,49.601,3.505,3.505,7.194,13.896,1.753,14.759,4.194,4.194,4.194,0.212,2,352.0,1.488,0,11,2,1.722,3.792,1.758,2.006,374.921,0.0,4.202,20.308,3.85,363.298,1.826,1.823,12.435,3.601,1.592,92.389,1.749,1.445,4.337,6.627,0.157,2.185,2.185,0,38,8.058,4.329,0.0,4.25,3.446,4.069,5.536,0.926,3.933,0.264,0.926,0.926,3.423,115.65,0,3.75,12627.0,14.871,5.337,3.689,18.465,435.531,5.36,2.203,4.294,0,1.627,0,4.034,4.718,889.0,0,24343.0,3.575,1.813,3.954,12456.0,1.0,0,16.986,0.946,1.77,1.77,4.189,3.908,0.1,4.172,0,6,1.686,2.86,2.86,3.661,0,436.1,1.841,20.968,93.929,435.531,144.0,4.65,0.13,423.0,0.855,0.855,12.66,21.758,4.123,12.162,5.15,14.597,1.391,42.423,15.786,15.786,15.786
7.187,1,4.813,2.794,2.794,60.745,0.422,99.894,99.894,0.476,2.054,0,1.838,3.622,4.056,446.418,0.112,4.093,0.176,3.373,3.736,0,1.316,51.762,5.23,5.23,6.725,12.835,1.743,15.221,3.725,3.725,3.725,0.191,2,430.0,1.362,0,6,3,1.713,3.976,1.918,2.047,458.793,237.115,4.093,18.299,3.651,449.9,2.163,2.168,10.878,3.716,1.526,65.622,1.774,1.536,4.495,9.305,0.087,2.49,2.49,0,32,8.266,4.462,0.0,4.509,3.528,4.33,5.0,1.305,3.926,0.259,1.102,1.102,3.539,103.689,0,3.755,17936.0,17.026,5.0,3.681,16.136,376.675,5.209,2.39,4.31,0,1.592,0,4.241,4.927,1016.0,0,40665.0,3.654,1.809,3.988,15992.0,0.889,0,14.591,0.825,2.522,2.522,4.378,4.045,0.095,4.322,0,2,1.603,3.105,3.105,3.757,0,458.06,1.797,22.633,100.648,353.133,164.0,4.432,0.122,440.0,2.275,2.275,12.673,23.546,4.221,8.433,5.09,15.614,1.967,27.468,18.254,18.254,18.254
5.623,7,5.388,3.135,3.135,113.238,0.419,113.238,113.238,0.424,2.01,2,1.924,3.693,4.15,196.574,0.104,4.086,0.139,3.309,3.973,6,1.266,34.043,5.156,5.156,7.615,12.384,1.769,12.481,4.615,4.615,4.615,0.192,6,444.0,1.324,0,5,2,1.735,4.06,1.82,2.01,472.936,289.459,4.681,16.959,3.576,541.581,1.962,2.027,11.429,3.743,1.698,154.819,1.906,1.542,4.277,6.887,0.086,2.325,2.325,3,23,7.336,4.248,3.503,4.3,3.495,4.309,5.464,1.188,3.763,0.216,1.103,1.103,3.48,152.744,0,3.989,14174.0,13.156,5.464,3.579,15.113,288.884,5.127,2.401,4.139,0,1.648,4,4.505,5.193,876.0,0,37650.0,3.479,1.82,4.1,12639.0,1.0,0,10.358,0.793,2.604,2.604,4.204,4.099,0.097,4.137,1,7,1.569,3.365,3.365,3.674,0,407.5,1.833,21.069,92.059,258.964,133.0,4.167,0.124,379.0,1.659,1.659,11.965,16.247,4.167,7.092,4.922,14.67,1.679,59.982,17.328,17.328,17.328
6.572,11,5.324,3.135,3.135,110.703,0.417,110.703,110.703,0.434,2.01,2,1.922,3.694,4.151,181.926,0.107,4.064,0.189,3.309,3.972,6,1.167,31.673,5.155,5.155,7.615,11.626,1.765,11.856,4.615,4.615,4.615,0.173,6,440.0,1.224,0,4,2,1.735,4.058,1.741,2.008,468.775,267.582,4.703,15.959,3.638,537.581,1.883,1.946,10.006,3.74,1.621,142.711,1.905,1.546,4.233,6.637,0.073,2.328,2.328,3,21,6.83,4.203,3.455,4.174,3.429,4.309,5.404,1.069,3.661,0.243,0.927,0.927,3.419,150.21,0,3.988,12435.0,12.363,5.404,3.494,13.026,265.342,5.025,2.396,4.089,0,1.595,4,4.494,5.182,792.0,0,33789.0,3.44,1.777,4.098,11090.0,0.875,0,9.359,0.626,2.171,2.171,4.168,4.099,0.099,4.099,1,7,1.499,3.365,3.365,3.613,0,393.47,1.789,20.361,89.059,235.422,119.0,4.061,0.128,342.0,1.626,1.626,11.465,14.854,4.135,6.564,4.866,14.17,1.62,59.982,16.828,16.828,16.828
6.384,1,4.954,2.794,2.794,74.629,0.422,113.777,113.777,0.476,2.054,0,1.838,3.622,4.064,446.418,0.112,4.094,0.176,3.373,3.736,0,1.31,47.75,5.23,5.23,6.749,12.467,1.72,14.435,3.749,3.749,3.749,0.191,2,440.0,1.355,0,6,3,1.696,3.977,1.835,2.047,469.511,237.115,4.325,17.517,3.645,459.9,2.076,2.097,10.611,3.717,1.498,65.622,1.774,1.536,4.461,8.823,0.09,2.49,2.49,0,30,8.266,4.416,0.0,4.509,3.528,4.333,5.019,1.373,3.926,0.259,1.102,1.102,3.539,117.573,0,3.756,17936.0,16.075,5.019,3.681,15.476,353.133,5.163,2.39,4.262,0,1.591,0,4.27,4.956,1016.0,0,42380.0,3.654,1.809,3.988,15992.0,0.889,0,13.553,0.825,2.522,2.522,4.354,4.054,0.095,4.288,0,2,1.6,3.161,3.161,3.757,0,456.04,1.797,22.633,100.648,329.591,164.0,4.369,0.122,440.0,2.275,2.275,12.673,22.007,4.221,8.288,5.04,15.614,1.967,46.42,18.254,18.254,18.254
6.174,2,4.589,2.601,2.601,88.452,0.45,88.452,88.452,1.726,1.919,1,1.732,3.425,4.739,133.052,0.219,4.317,0.099,2.928,3.825,3,1.081,40.431,2.241,2.241,7.701,14.343,1.661,14.43,4.701,4.701,4.701,0.231,3,446.0,1.155,0,7,1,1.632,3.935,1.754,1.937,490.284,0.0,4.298,18.652,3.661,582.045,1.512,1.424,12.365,3.616,1.882,0.0,1.705,1.509,4.006,5.404,0.14,2.193,2.193,0,24,5.604,4.103,0.0,3.408,3.348,4.782,4.589,-0.445,3.314,0.374,-0.445,-0.445,3.32,83.827,0,3.716,5672.0,12.057,4.589,3.16,15.241,327.387,5.294,1.628,4.181,0,1.539,0,4.034,4.718,440.0,0,18931.0,3.293,1.738,3.865,5975.0,0.833,0,13.366,0.623,-0.632,-0.632,3.929,3.99,0.142,3.97,0,6,1.379,2.806,2.806,3.586,0,379.49,1.785,16.64,82.756,282.506,82.0,3.858,0.174,221.0,-1.173,-1.173,9.388,14.286,3.922,8.072,5.118,11.692,0.482,49.203,12.749,12.749,12.749
5.849,1,4.758,2.478,2.478,109.985,0.445,109.985,109.985,1.0,1.957,2,1.845,3.421,3.99,103.363,0.145,3.783,0.0,2.88,3.773,7,0.844,30.391,2.136,2.136,7.103,11.034,1.473,11.951,4.103,4.103,4.103,0.031,7,256.0,0.908,0,3,2,1.465,3.768,1.484,1.965,274.856,0.0,4.301,15.084,2.886,275.944,1.455,1.277,10.255,3.559,1.339,0.0,1.819,1.481,4.054,4.339,0.067,2.255,2.255,0,21,4.694,4.113,0.0,3.293,3.254,4.022,4.961,-0.543,3.002,0.171,-0.44,-0.44,3.247,113.11,0,3.768,4209.0,11.88,4.915,2.888,14.243,223.651,5.014,1.371,4.099,2,1.42,0,4.007,4.691,338.0,1,10286.0,3.253,1.592,3.862,4190.0,0.8,1,9.603,0.28,-0.812,-0.812,3.956,3.983,0.132,3.971,0,3,1.14,3.062,3.062,3.453,0,295.41,1.628,15.183,65.882,223.651,60.0,4.069,0.174,160.0,-1.446,-1.446,9.03,13.619,3.83,6.447,4.817,10.686,0.395,78.934,11.825,11.825,11.825
6.427,1,4.629,2.491,2.491,66.721,0.441,66.721,66.721,0.454,2.004,0,1.834,3.372,3.931,271.67,0.136,3.962,0.073,3.116,3.714,1,1.165,35.708,2.898,2.898,6.623,9.87,1.605,10.425,3.623,3.623,3.623,0.122,3,338.0,1.215,0,6,3,1.613,3.838,1.396,2.03,359.658,123.941,3.842,15.112,3.419,379.697,1.613,1.695,8.097,3.63,1.227,64.046,1.767,1.487,4.204,6.246,0.102,2.238,2.238,0,29,7.584,4.135,0.0,4.093,3.439,4.048,4.7,1.0,3.807,0.221,0.914,0.914,3.434,109.665,0,3.734,10821.0,11.155,4.7,3.595,13.415,341.362,5.111,1.967,4.008,0,1.61,0,3.998,4.682,760.0,0,24140.0,3.455,1.823,3.972,10038.0,1.0,1,13.355,0.812,2.136,2.136,4.094,3.87,0.11,4.006,0,0,1.42,2.581,2.581,3.675,0,371.54,1.819,19.095,83.211,317.82,127.0,4.302,0.143,344.0,1.433,1.433,11.215,18.219,4.041,8.558,4.849,13.237,1.615,36.944,14.8,14.8,14.8
6.0,1,4.638,2.167,2.167,74.101,0.442,74.101,74.101,1.168,1.885,1,1.681,3.044,3.998,62.457,0.177,3.387,0.0,2.47,3.609,3,1.003,28.508,1.419,1.419,7.085,9.631,1.527,11.13,4.085,4.085,4.085,0.016,3,180.0,1.094,0,3,1,1.505,3.643,1.298,1.905,187.818,46.387,4.29,14.178,2.129,195.381,1.299,1.23,6.701,3.315,1.12,26.784,1.61,1.486,3.951,4.628,0.07,1.89,1.89,0,23,4.148,3.997,0.0,2.982,3.213,3.498,4.833,-0.735,2.869,0.057,-0.634,-0.634,3.197,77.225,0,3.609,2471.0,10.55,4.833,2.792,10.003,270.735,4.803,0.674,3.948,0,1.44,0,3.676,4.357,268.0,1,4186.0,3.195,1.643,3.797,2484.0,0.8,1,10.396,0.569,-1.365,-1.365,3.815,3.989,0.164,3.841,0,3,1.337,2.607,2.607,3.434,0,245.4,1.682,12.932,54.771,270.735,45.0,4.099,0.213,125.0,-2.225,-2.225,7.485,13.978,3.643,5.024,4.755,8.847,-0.005,51.261,9.779,9.779,9.779
6.0,1,4.854,2.711,2.711,94.139,0.441,94.139,94.139,0.715,2.055,1,1.834,3.521,4.039,308.835,0.12,4.34,0.107,3.426,3.718,4,1.214,31.938,3.217,3.217,7.242,9.346,1.577,9.684,4.242,4.242,4.242,0.146,6,476.0,1.228,0,7,3,1.664,3.844,1.36,2.028,514.601,138.928,4.181,13.649,3.535,544.813,1.516,1.543,7.407,3.693,1.216,73.125,1.767,1.5,4.102,5.478,0.127,2.44,2.44,0,22,8.181,4.057,0.0,4.278,3.449,4.618,5.008,1.39,3.941,0.27,1.0,1.0,3.464,142.753,0,3.739,13962.0,9.83,4.97,3.735,11.641,258.964,4.989,2.095,3.964,0,1.606,0,4.317,5.004,921.0,0,43464.0,3.619,1.817,3.982,13146.0,1.0,0,9.677,0.751,2.275,2.275,4.063,3.947,0.101,3.996,0,0,1.583,3.55,3.55,3.729,0,410.48,1.816,20.806,92.937,235.422,151.0,4.001,0.13,423.0,2.136,2.136,11.996,13.614,4.136,8.863,4.805,14.542,1.917,71.043,16.251,16.251,16.251
5.728,15,5.259,2.928,2.928,118.623,0.429,118.623,118.623,0.352,2.011,2,1.925,3.642,4.142,231.917,0.116,3.729,0.11,3.217,3.867,8,1.168,36.713,3.766,3.766,7.615,13.894,1.645,14.372,4.615,4.615,4.615,0.137,8,308.0,1.228,0,5,2,1.632,3.845,1.911,2.028,325.446,147.13,4.385,19.661,3.458,352.089,1.971,1.932,12.508,3.733,1.839,37.028,1.895,1.504,4.306,6.514,0.086,2.313,2.313,2,27,6.465,4.309,2.197,4.009,3.452,3.991,5.31,0.91,3.582,0.163,0.708,0.708,3.433,138.533,0,3.857,9754.0,14.659,5.31,3.403,17.298,321.009,5.215,2.233,4.241,0,1.607,2,4.287,4.973,676.0,0,19959.0,3.414,1.768,3.964,8913.0,1.0,0,12.387,0.823,1.807,1.807,4.181,4.093,0.109,4.149,1,13,1.407,3.356,3.356,3.64,0,362.53,1.803,19.076,81.569,306.049,102.0,4.452,0.14,298.0,1.15,1.15,11.263,18.981,4.06,7.22,5.024,13.293,1.456,78.934,15.38,15.38,15.38
