pXC50,GATS5s,GATS6s,nDB,SRW07,SRW09,SdO,GATS4p,SaaN,PW5,MATS4p,nImidazoles,GATS5e,SpMAD_EA.dm.,SM06_EA.dm.,SM04_EA.dm.,SpMaxA_EA.dm.,SM08_EA.dm.,SM12_EA.dm.,SM10_EA.dm.,SM02_EA.dm.,Eig01_EA.dm.,SM14_EA.dm.,SpMax_EA.dm.,X4A,SpAD_EA.dm.,GATS4v,NdssC,SpDiam_EA.dm.,Eig01_AEA.dm.,SpDiam_AEA.dm.,SpMax_AEA.dm.,Eig02_EA.dm.,Eig03_EA.dm.,C.032,SpMin1_Bh.i.,MATS7p,MATS4v,C.034,O.058,GATS6e,X3A,SdssC,NdO,D.Dtr05,nR05,C.028,GATS4i,GATS7v,SRW05,SpMin1_Bh.e.,Eig02_AEA.dm.,X5A,F.084,SM07_EA.dm.,nPyrimidines,Eig04_EA.dm.,SM05_EA.dm.,SM09_EA.dm.,SM11_EA.dm.,SM13_EA.dm.,SM15_EA.dm.,SM03_EA.dm.,MATS7v,P_VSA_LogP_6,Eig03_AEA.dm.,JGI6,N.075,NaaN,GATS7p
5.1,1.076,1.285,1,0.0,0.0,0.0,0.993,8.237,0.089,0.002,0,1.167,0.064,0.593,0.739,0.032,0.469,0.283,0.366,0.908,0.86,0.217,0.86,0.135,1.72,0.972,0,1.72,2.974,4.974,2.974,0.0,0.0,0,1.898,0.1,0.027,0,0,1.295,0.203,0.0,0,0.0,0,0,0.984,0.843,0.0,1.928,2.795,0.092,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,2.545,0.012,2,2,0.858
5.1,1.781,1.169,1,4.595,6.605,12.27,0.957,4.273,0.094,-0.031,0,1.775,0.127,3.244,2.415,0.055,4.156,6.091,5.111,1.758,1.656,7.083,1.656,0.12,3.806,0.96,1,2.912,3.564,5.564,3.564,0.247,0.0,0,1.994,0.052,0.024,1,1,1.133,0.178,-0.253,1,63.841,1,0,1.099,0.975,2.398,2.01,3.135,0.075,0,3.407,0,0.0,2.324,4.464,5.504,6.531,7.551,1.195,-0.063,5.022,2.881,0.015,1,1,0.892
5.1,1.025,1.041,2,0.0,0.0,23.702,1.038,3.943,0.088,-0.066,0,0.914,0.463,8.067,5.479,0.116,10.736,16.1,13.417,3.38,3.825,18.783,3.825,0.125,15.294,1.013,2,5.335,4.46,6.46,4.46,1.656,1.058,0,1.889,0.063,-0.045,0,2,1.044,0.192,-1.047,2,0.0,0,1,1.08,1.015,0.0,1.914,3.562,0.082,0,9.391,0,0.86,6.701,12.075,14.758,17.441,20.124,3.949,0.001,4.276,3.555,0.025,1,1,0.905
5.1,0.775,1.969,2,4.844,7.066,11.411,0.986,0.0,0.119,-0.029,0,0.776,0.222,1.647,1.564,0.065,1.773,2.093,1.924,1.543,1.11,2.272,1.11,0.104,3.779,1.048,1,2.22,3.638,5.638,3.638,0.779,0.0,0,1.902,-0.134,-0.117,2,1,1.408,0.169,-0.285,1,17.239,1,0,1.054,1.465,2.398,1.915,3.133,0.069,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,10.285,2.776,0.023,0,0,1.507
5.1,1.569,0.877,2,4.727,6.804,23.548,1.169,3.978,0.085,-0.101,0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,1.065,0,0.0,4.458,6.458,4.458,0.0,0.0,0,1.996,-0.088,-0.084,1,2,0.825,0.181,0.0,2,57.587,1,0,1.039,1.1,2.398,2.013,3.121,0.074,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.125,4.472,2.791,0.021,1,1,0.983
5.1,0.949,1.425,3,4.595,6.581,0.0,1.053,3.968,0.088,-0.09,0,0.826,0.156,0.879,1.148,0.03,0.668,0.378,0.505,1.496,0.86,0.281,0.86,0.117,4.51,1.103,4,1.72,3.602,5.602,3.602,0.795,0.6,0,1.934,-0.264,-0.127,1,0,1.279,0.182,0.094,0,65.432,1,0,1.068,1.122,2.398,1.957,2.962,0.076,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.206,2.144,2.906,0.018,1,1,1.232
5.1,1.294,0.834,4,5.352,7.391,33.611,0.971,4.464,0.09,0.004,1,1.458,0.409,7.44,5.38,0.092,9.54,13.789,11.658,3.451,2.95,15.928,2.95,0.12,13.084,1.008,1,5.9,4.558,6.558,4.558,2.612,0.98,0,1.903,0.05,-0.03,2,1,0.865,0.186,-0.562,3,156.516,2,1,1.098,0.953,3.045,1.925,3.783,0.08,0,6.556,0,0.0,4.506,8.548,10.509,12.452,14.386,2.361,0.011,7.593,3.545,0.011,1,1,0.889
5.1,0.782,1.221,0,4.727,6.843,0.0,0.79,4.324,0.11,0.034,0,0.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.949,0,0.0,3.2,5.2,3.2,0.0,0.0,0,1.932,-0.043,-0.033,0,0,1.362,0.176,0.0,0,27.787,1,0,0.995,1.216,2.398,1.952,2.788,0.074,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.065,11.771,2.394,0.015,1,1,1.358
5.1,0.923,0.979,5,0.0,0.0,61.547,1.078,0.0,0.093,-0.099,0,0.814,0.331,7.44,5.38,0.07,9.54,13.789,11.658,3.461,2.95,15.928,2.95,0.122,13.884,1.121,1,5.9,4.691,6.691,4.691,2.612,0.98,0,1.995,0.018,-0.16,0,3,0.917,0.189,-0.906,5,0.0,0,0,1.017,0.932,0.0,2.001,4.406,0.078,1,6.556,0,0.4,4.506,8.548,10.509,12.452,14.386,2.361,0.035,14.96,3.799,0.017,0,0,1.008
5.1,1.105,1.699,2,5.687,7.695,12.802,0.875,15.403,0.099,0.075,0,0.934,0.16,1.348,1.481,0.03,1.243,1.086,1.157,1.679,0.98,1.026,0.98,0.114,5.28,0.835,1,1.96,3.64,5.64,3.64,0.86,0.8,0,1.876,0.063,0.091,0,1,1.294,0.176,-0.511,1,252.44,3,1,0.977,0.904,3.434,1.898,3.277,0.072,0,0.188,0,0.0,0.268,0.125,0.082,0.054,0.035,0.325,-0.02,4.656,3.073,0.016,4,4,0.787
5.1,0.802,0.731,1,4.727,6.823,12.417,1.106,11.894,0.094,-0.109,0,0.759,0.215,4.047,2.953,0.056,5.252,7.771,6.502,2.194,1.907,9.051,1.907,0.118,7.312,1.075,1,3.306,3.599,5.599,3.599,0.8,0.8,0,1.918,-0.06,-0.064,0,1,0.782,0.186,-0.145,1,75.772,1,1,1.009,0.973,2.398,1.94,3.404,0.075,2,4.414,0,0.149,3.061,5.75,7.068,8.374,9.674,1.738,-0.044,29.92,3.079,0.016,3,3,0.98
5.1,1.328,1.694,3,4.595,6.605,13.145,0.979,0.0,0.121,-0.051,0,1.157,0.143,1.461,1.483,0.032,1.49,1.62,1.547,1.611,1.058,1.702,1.058,0.106,4.724,0.941,4,2.117,3.712,5.712,3.712,0.782,0.522,0,2.001,-0.079,-0.011,0,1,1.586,0.169,2.062,1,63.783,1,0,1.096,1.052,2.398,2.017,3.251,0.067,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.0,3.089,0.016,0,0,1.073
5.1,0.75,0.802,0,4.727,6.862,0.0,0.896,8.452,0.106,0.068,0,0.88,0.035,0.008,0.05,0.017,0.001,0.0,0.0,0.278,0.4,0.0,0.4,0.112,0.8,0.919,0,0.8,3.275,5.275,3.275,0.0,0.0,0,1.92,-0.182,0.032,0,0,0.983,0.178,0.0,0,40.308,1,0,0.954,1.154,2.398,1.943,2.748,0.071,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.228,14.099,2.489,0.015,2,2,1.091
6.1,0.946,0.788,2,4.727,6.823,21.433,0.955,8.473,0.096,-0.015,1,1.0,0.274,5.948,4.155,0.119,7.794,11.563,9.67,2.527,2.612,13.468,2.612,0.115,6.025,0.997,0,4.612,3.781,5.781,3.781,0.4,0.0,0,1.908,0.076,-0.003,1,0,0.893,0.185,0.0,2,40.767,1,1,0.925,0.998,2.398,1.934,3.044,0.076,0,6.556,0,0.0,4.506,8.548,10.509,12.452,14.386,2.361,0.032,4.472,2.741,0.024,2,2,0.939
5.1,0.972,1.096,10,0.0,0.0,25.548,1.004,0.0,0.087,0.073,0,0.955,0.422,4.074,3.435,0.029,4.905,6.794,5.828,3.157,1.656,7.781,1.656,0.125,24.046,0.968,10,2.912,3.548,5.548,3.548,1.656,1.072,0,1.922,-0.017,0.07,0,2,1.102,0.202,0.338,2,0.0,0,0,1.063,0.95,0.0,1.947,3.548,0.084,0,4.187,0,1.072,3.211,5.194,6.212,7.231,8.247,2.246,0.062,16.148,3.194,0.018,0,0,1.027
5.4,0.576,1.034,2,5.352,7.434,11.458,1.177,4.287,0.099,-0.106,0,0.625,0.213,2.911,2.413,0.05,3.474,4.704,4.077,2.038,1.392,5.345,1.392,0.107,5.963,1.129,1,2.783,3.449,5.449,3.449,1.058,0.532,0,1.938,-0.189,-0.177,1,1,0.889,0.174,-0.169,1,99.773,2,0,1.174,1.103,3.045,1.953,3.349,0.068,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.148,38.387,3.245,0.017,1,1,1.163
5.1,0.746,1.015,2,4.727,6.823,23.023,0.911,8.877,0.095,-0.015,0,0.9,0.061,0.047,0.182,0.017,0.012,0.001,0.003,0.623,0.522,0.0,0.522,0.115,1.843,0.976,0,1.043,4.662,6.662,4.662,0.4,0.0,1,1.963,0.112,-0.019,0,2,1.174,0.18,0.0,2,61.449,1,0,1.019,0.889,2.398,1.961,3.181,0.076,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,13.67,2.807,0.019,2,2,0.781
6.1,0.76,0.976,1,0.0,0.0,0.0,0.884,8.074,0.088,0.133,0,0.794,0.082,0.593,0.739,0.041,0.469,0.283,0.366,0.908,0.86,0.217,0.86,0.13,1.72,0.877,0,1.72,3.174,5.174,3.174,0.0,0.0,0,1.885,-0.003,0.135,0,0,0.848,0.203,0.0,0,0.0,0,0,0.812,0.956,0.0,1.91,2.793,0.088,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,42.22,2.515,0.016,2,2,1.019
5.1,1.117,1.522,1,4.727,6.823,0.0,1.078,8.223,0.095,-0.087,0,1.11,0.055,0.593,0.739,0.028,0.469,0.283,0.366,0.908,0.86,0.217,0.86,0.124,1.72,1.062,0,1.72,3.171,5.171,3.171,0.0,0.0,0,1.918,0.049,-0.064,1,0,1.374,0.189,0.0,0,67.608,1,0,1.029,0.883,2.398,1.941,2.953,0.084,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,13.915,2.617,0.01,2,2,0.928
5.1,1.213,0.782,2,0.0,0.0,24.63,1.115,8.551,0.101,-0.146,0,1.402,0.199,1.237,1.478,0.025,1.029,0.684,0.845,1.805,0.86,0.546,0.86,0.116,6.76,1.093,0,1.72,4.704,6.704,4.704,0.86,0.86,1,1.97,0.037,-0.183,0,2,0.863,0.184,0.0,2,0.0,0,0,1.177,0.821,0.0,1.966,3.375,0.077,0,0.0,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.228,4.227,3.208,0.019,2,2,0.913
5.3,0.893,0.902,2,4.727,6.823,23.201,1.131,4.143,0.102,-0.145,0,0.856,0.202,3.766,2.981,0.05,4.606,6.391,5.484,2.295,1.656,7.321,1.656,0.114,6.68,1.099,2,3.093,3.6,5.6,3.6,1.437,0.247,0,1.991,0.066,-0.117,0,2,0.937,0.179,-1.923,2,72.473,1,1,1.167,0.974,2.398,2.009,3.555,0.075,1,3.407,0,0.0,2.324,4.464,5.504,6.531,7.551,1.195,0.086,19.236,3.24,0.02,1,1,0.924
5.1,1.072,1.067,1,0.0,0.0,0.0,0.884,8.221,0.085,0.094,0,1.112,0.139,1.865,1.723,0.04,2.048,2.495,2.261,1.635,1.151,2.743,1.151,0.138,4.022,0.904,0,2.302,2.966,4.966,2.966,0.86,0.0,0,1.885,-0.077,0.077,0,0,1.034,0.207,0.0,0,0.0,0,0,0.872,0.993,0.0,1.913,2.852,0.093,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.034,0.0,2.575,0.011,2,2,1.025
5.1,1.165,0.76,1,5.352,7.434,12.267,1.051,8.9,0.102,-0.016,0,1.168,0.098,3.244,2.415,0.042,4.156,6.091,5.111,1.758,1.656,7.083,1.656,0.112,3.806,0.967,1,2.912,3.563,5.563,3.563,0.247,0.0,0,1.947,-0.048,0.011,1,1,0.76,0.174,-0.453,1,173.227,2,0,1.046,1.051,3.045,1.966,3.328,0.071,1,3.407,0,0.0,2.324,4.464,5.504,6.531,7.551,1.195,-0.068,45.852,2.947,0.016,2,2,1.021
8.1,0.609,0.646,0,5.861,7.784,0.0,0.636,18.116,0.103,0.285,1,0.711,0.022,0.008,0.05,0.011,0.001,0.0,0.0,0.278,0.4,0.0,0.4,0.104,0.8,0.633,0,0.8,3.419,5.419,3.419,0.0,0.0,1,1.896,-0.239,0.325,1,0,0.836,0.168,0.0,0,67.127,1,3,0.806,1.203,3.932,1.924,3.35,0.065,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.224,46.347,3.15,0.015,4,4,1.253
5.5,1.038,1.042,0,4.727,6.843,0.0,0.873,4.361,0.11,0.018,0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.937,0,0.0,3.2,5.2,3.2,0.0,0.0,0,1.952,-0.105,-0.015,1,0,1.032,0.176,0.0,0,27.787,1,1,1.104,1.299,2.398,1.97,2.788,0.074,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,2.144,2.394,0.015,1,1,1.392
5.1,1.186,1.074,1,4.727,6.843,0.0,1.096,4.428,0.104,-0.105,1,0.987,0.232,4.968,3.594,0.081,6.379,9.217,7.797,2.376,2.035,10.638,2.035,0.116,5.789,1.069,1,4.069,4.069,6.069,4.069,0.86,0.0,0,1.902,-0.111,-0.125,1,0,0.752,0.182,0.384,0,48.484,1,1,0.952,1.075,2.398,1.915,3.269,0.074,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,2.144,3.026,0.017,1,1,1.266
5.1,0.822,0.81,3,4.727,6.88,34.74,0.964,4.274,0.091,-0.031,0,0.979,0.141,3.26,2.476,0.044,4.159,6.091,5.112,1.944,1.656,7.083,1.656,0.116,5.345,0.992,1,2.912,4.308,6.308,4.308,0.769,0.247,0,1.945,-0.063,-0.012,1,3,0.925,0.179,-0.327,3,85.246,1,0,1.132,1.081,2.398,1.964,3.563,0.074,0,3.407,0,0.0,2.324,4.464,5.504,6.531,7.551,1.195,-0.134,53.182,3.364,0.018,1,1,1.013
5.6,1.078,0.937,1,4.727,6.823,12.952,1.013,4.278,0.102,-0.03,0,1.059,0.043,0.593,0.739,0.022,0.469,0.283,0.366,0.908,0.86,0.217,0.86,0.117,1.72,1.003,1,1.72,3.65,5.65,3.65,0.0,0.0,0,1.977,0.03,-0.029,1,1,1.085,0.181,-0.476,1,90.191,1,0,1.007,0.97,2.398,1.994,3.162,0.076,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,28.875,3.019,0.014,1,1,0.947
5.1,1.515,1.064,1,0.0,0.0,12.081,1.006,3.929,0.081,-0.07,0,1.363,0.216,4.037,2.904,0.1,5.25,7.771,6.501,1.953,1.907,9.051,1.907,0.133,4.112,1.004,1,3.306,3.714,5.714,3.714,0.149,0.0,0,1.878,-0.175,-0.059,0,1,0.857,0.2,0.129,1,0.0,0,0,0.948,1.143,0.0,1.924,2.786,0.084,0,4.409,0,0.0,3.032,5.75,7.068,8.374,9.674,1.593,-0.145,0.0,2.552,0.014,1,1,1.184
5.3,1.227,1.384,1,0.0,0.0,11.975,1.089,11.452,0.099,-0.131,0,1.243,0.441,8.065,5.464,0.147,10.736,16.1,13.417,3.244,3.825,18.783,3.825,0.116,11.457,1.049,1,5.335,4.47,6.47,4.47,1.656,0.247,0,2.019,0.153,-0.098,0,1,1.279,0.176,-0.652,1,0.0,0,1,1.009,0.893,0.0,2.04,3.569,0.076,0,9.391,0,0.0,6.701,12.075,14.758,17.441,20.124,3.949,0.149,6.604,3.049,0.021,3,3,0.842
5.4,1.489,1.478,1,4.844,7.081,12.273,1.258,8.544,0.114,-0.211,0,1.506,0.119,3.244,2.415,0.052,4.156,6.091,5.111,1.758,1.656,7.083,1.656,0.107,3.806,1.116,1,2.912,3.564,5.564,3.564,0.247,0.0,0,1.986,0.044,-0.134,1,1,1.508,0.168,-0.263,1,41.574,1,0,1.232,0.99,2.398,2.006,3.431,0.068,0,3.407,1,0.0,2.324,4.464,5.504,6.531,7.551,1.195,0.002,7.962,2.917,0.016,2,2,0.834
5.1,0.628,0.765,0,5.352,7.413,0.0,1.082,11.774,0.102,-0.088,0,0.687,0.066,0.593,0.739,0.033,0.469,0.283,0.366,0.908,0.86,0.217,0.86,0.111,1.72,1.039,0,1.72,3.275,5.275,3.275,0.0,0.0,0,1.885,-0.037,-0.084,2,0,0.649,0.178,0.0,0,100.166,2,0,1.065,1.126,3.045,1.899,2.988,0.073,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041,2.104,2.859,0.015,3,3,1.069
5.1,1.002,1.527,3,0.0,0.0,0.0,0.984,3.909,0.09,-0.019,0,1.062,0.116,0.469,0.722,0.033,0.302,0.124,0.194,1.093,0.795,0.079,0.795,0.12,2.79,1.022,4,1.59,3.602,5.602,3.602,0.6,0.0,0,1.917,0.017,-0.033,0,0,1.552,0.188,0.199,0,0.0,0,0,0.919,0.938,0.0,1.945,2.825,0.081,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019,0.0,2.667,0.017,1,1,0.918
5.8,1.058,1.461,2,5.283,7.31,12.176,1.026,8.352,0.093,-0.032,1,0.979,0.064,1.338,1.255,0.032,1.422,1.599,1.51,1.176,1.058,1.69,1.058,0.115,2.117,1.012,1,2.117,3.456,5.456,3.456,0.0,0.0,0,1.945,0.07,-0.036,1,1,1.134,0.183,-0.129,1,165.413,2,0,0.999,0.944,3.045,1.962,3.298,0.074,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,26.616,2.9,0.016,2,2,0.906
5.1,0.892,1.502,0,5.416,7.526,0.0,0.943,4.233,0.11,-0.019,0,0.897,0.091,0.18,0.356,0.045,0.087,0.019,0.041,0.655,0.68,0.009,0.68,0.105,1.36,1.078,0,1.36,3.375,5.375,3.375,0.0,0.0,0,1.868,-0.607,-0.095,0,0,1.66,0.167,0.0,0,33.554,2,1,1.039,1.782,3.045,1.885,2.83,0.07,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,11.771,2.278,0.019,1,1,2.54
5.1,0.935,0.716,0,0.0,0.0,0.0,1.077,7.883,0.092,-0.047,0,0.992,0.133,0.597,0.763,0.045,0.47,0.283,0.367,1.029,0.86,0.217,0.86,0.132,2.52,1.067,0,1.72,2.987,4.987,2.987,0.4,0.0,1,1.867,-0.127,-0.071,0,0,0.622,0.199,0.0,0,0.0,0,0,0.971,1.051,0.0,1.895,2.773,0.087,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,4.227,2.401,0.015,2,2,1.074
5.5,1.198,0.595,1,0.0,0.0,12.957,0.928,8.184,0.127,-0.022,0,1.132,0.055,0.239,0.379,0.028,0.156,0.066,0.102,0.673,0.8,0.043,0.8,0.102,1.6,0.923,1,1.2,3.764,5.764,3.764,0.0,0.0,1,1.986,-0.313,-0.039,0,1,0.656,0.163,-0.295,1,0.0,0,0,0.904,1.339,0.0,2.007,3.294,0.06,0,0.188,1,0.0,0.268,0.125,0.082,0.054,0.035,0.325,-0.332,6.555,2.962,0.025,2,2,1.311
5.1,1.293,0.868,1,5.352,7.413,12.131,0.891,4.635,0.101,0.067,1,1.039,0.171,3.814,2.844,0.058,4.826,6.88,5.851,2.024,1.674,7.91,1.674,0.112,4.949,0.893,1,3.349,3.687,5.687,3.687,0.8,0.0,0,1.908,-0.165,0.06,1,1,0.765,0.175,-0.35,1,128.054,2,1,0.942,1.106,3.045,1.93,3.166,0.071,0,0.188,0,0.0,0.268,0.125,0.082,0.054,0.035,0.325,-0.114,2.144,3.04,0.018,1,1,1.15
5.1,0.948,0.778,3,2.708,5.38,34.558,1.101,0.0,0.103,-0.133,0,0.88,0.318,5.957,4.21,0.084,7.796,11.563,9.67,2.787,2.612,13.468,2.612,0.112,9.862,1.133,1,4.612,3.783,5.783,3.783,1.058,0.86,0,1.974,-0.082,-0.172,0,1,0.767,0.177,-0.364,3,0.0,0,0,1.067,1.056,0.0,1.99,3.62,0.069,0,6.556,0,0.4,4.506,8.548,10.509,12.452,14.386,2.361,-0.06,0.0,3.153,0.022,0,0,1.081
6.1,0.978,1.247,0,4.727,6.843,0.0,0.896,13.345,0.103,0.037,0,1.078,0.031,0.008,0.05,0.015,0.001,0.0,0.0,0.278,0.4,0.0,0.4,0.115,0.8,0.916,0,0.8,3.164,5.164,3.164,0.0,0.0,1,1.879,-0.122,0.032,0,0,1.379,0.178,0.0,0,44.209,1,1,0.984,1.159,2.398,1.912,2.985,0.076,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.185,13.67,2.601,0.014,3,3,1.115
7.9,0.645,0.621,0,4.844,7.081,0.0,0.632,17.514,0.105,0.28,1,0.76,0.072,0.597,0.763,0.025,0.47,0.283,0.367,1.029,0.86,0.217,0.86,0.106,2.52,0.666,0,1.72,3.423,5.423,3.423,0.4,0.0,1,1.894,-0.219,0.296,1,0,0.747,0.175,0.0,0,65.362,1,2,0.758,1.151,2.398,1.92,3.228,0.066,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.192,51.162,3.153,0.015,4,4,1.228
5.1,1.234,0.93,0,0.0,0.0,0.0,1.015,9.102,0.117,-0.062,0,1.163,0.166,0.602,0.787,0.043,0.471,0.283,0.367,1.138,0.86,0.217,0.86,0.116,3.32,0.991,0,1.72,3.314,5.314,3.314,0.4,0.4,0,1.96,-0.231,-0.061,0,0,0.857,0.18,0.0,0,0.0,0,2,1.318,1.271,0.0,1.984,3.035,0.072,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.238,4.656,2.463,0.028,2,2,1.253
7.1,1.092,0.91,0,5.416,7.535,0.0,1.023,9.013,0.109,0.001,1,1.409,0.157,4.962,3.563,0.078,6.378,9.217,7.797,2.228,2.035,10.638,2.035,0.108,4.069,0.978,0,4.069,4.058,6.058,4.058,0.0,0.0,0,1.91,-0.078,-0.051,1,0,1.184,0.172,0.0,0,98.824,2,2,1.096,0.959,3.045,1.933,3.349,0.069,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,13.915,2.877,0.019,2,2,1.072
5.1,1.176,1.423,1,5.352,7.413,12.831,0.883,12.608,0.1,0.057,0,1.533,0.139,1.746,1.543,0.041,1.994,2.551,2.264,1.487,1.2,2.851,1.2,0.109,4.029,0.871,1,2.293,3.722,5.722,3.722,0.522,0.293,0,1.935,-0.025,0.069,2,1,1.546,0.176,-0.131,1,131.326,2,1,1.035,1.011,3.045,1.956,3.056,0.071,0,1.001,0,0.0,0.653,1.37,1.754,2.143,2.535,0.325,-0.031,4.901,2.904,0.019,3,3,1.016
5.1,1.38,1.105,0,0.0,0.0,0.0,1.123,8.325,0.077,-0.128,0,1.587,0.144,0.732,0.938,0.037,0.57,0.334,0.438,1.235,0.86,0.252,0.86,0.133,3.32,1.076,0,1.72,3.161,5.161,3.161,0.8,0.0,0,1.882,-0.18,-0.082,0,0,1.04,0.198,0.0,0,0.0,0,0,1.055,1.1,0.0,1.916,2.944,0.088,0,0.188,0,0.0,0.268,0.125,0.082,0.054,0.035,0.325,-0.115,0.0,2.729,0.009,2,2,1.167
5.1,0.887,1.422,0,0.0,0.0,0.0,1.158,12.947,0.099,-0.165,0,0.98,0.202,1.061,1.294,0.034,0.861,0.544,0.69,1.593,0.86,0.424,0.86,0.127,5.04,1.15,0,1.72,3.192,5.192,3.192,0.86,0.8,1,1.818,-0.009,-0.171,0,0,1.778,0.195,0.0,0,0.0,0,1,1.025,1.016,0.0,1.857,2.863,0.084,0,0.188,1,0.0,0.268,0.125,0.082,0.054,0.035,0.325,-0.122,9.042,2.698,0.008,3,3,0.892
5.1,0.641,0.962,0,4.844,7.081,0.0,0.796,14.214,0.11,0.152,1,0.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.819,0,0.0,3.595,5.595,3.595,0.0,0.0,0,2.044,-0.124,0.14,1,0,1.063,0.164,0.0,0,63.425,1,3,0.905,1.104,2.398,2.066,3.323,0.065,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.125,16.243,3.012,0.018,3,3,1.104
6.1,0.593,1.115,1,4.727,6.862,11.008,0.984,4.179,0.11,-0.094,0,0.708,0.144,2.922,2.253,0.072,3.619,5.047,4.33,1.635,1.437,5.769,1.437,0.109,2.873,1.043,1,2.873,3.59,5.59,3.59,0.0,0.0,0,1.963,-0.126,-0.094,2,1,1.077,0.175,-0.893,1,32.413,1,0,1.118,1.201,2.398,1.983,3.12,0.072,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,2.104,2.527,0.023,1,1,1.228
7.5,0.583,0.654,0,4.844,7.081,0.0,0.642,17.534,0.108,0.281,1,0.618,0.024,0.008,0.05,0.012,0.001,0.0,0.0,0.278,0.4,0.0,0.4,0.105,0.8,0.667,0,0.8,3.411,5.411,3.411,0.0,0.0,1,1.895,-0.287,0.299,1,0,0.794,0.17,0.0,0,59.977,1,3,0.77,1.242,2.398,1.923,3.35,0.066,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.282,46.347,3.132,0.016,4,4,1.287
5.1,0.519,0.762,0,4.727,6.823,0.0,1.011,4.213,0.1,-0.036,0,0.707,0.057,0.593,0.739,0.029,0.469,0.283,0.366,0.908,0.86,0.217,0.86,0.119,1.72,1.03,0,1.72,3.162,5.162,3.162,0.0,0.0,0,1.935,0.103,-0.039,1,0,1.037,0.185,0.0,0,63.669,1,0,0.928,0.891,2.398,1.957,3.025,0.08,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,28.875,2.889,0.013,1,1,0.866
5.8,0.697,0.622,0,5.82,7.947,0.0,0.611,17.74,0.105,0.274,1,0.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0,0.692,0,0.0,3.665,5.665,3.665,0.0,0.0,0,1.899,-0.132,0.225,1,0,0.676,0.165,0.0,0,186.255,3,2,0.739,1.127,3.434,1.927,3.43,0.062,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.122,32.677,3.14,0.016,4,4,1.14
5.2,1.067,0.871,3,0.0,0.0,25.489,0.953,4.051,0.11,0.007,0,0.901,0.15,3.814,2.844,0.051,4.826,6.88,5.851,2.024,1.674,7.91,1.674,0.11,4.949,0.985,3,3.349,3.82,5.82,3.82,0.8,0.0,0,2.004,-0.092,-0.064,0,2,0.929,0.174,-1.071,2,0.0,0,0,0.937,1.045,0.0,2.023,3.458,0.066,0,0.188,0,0.0,0.268,0.125,0.082,0.054,0.035,0.325,-0.107,11.771,3.239,0.022,1,1,1.062
