pXC50,Eig11_AEA.bo.,Eig12_AEA.bo.,SpMax8_Bh.m.,Eig11_EA.bo.,nCrs,CATS2D_05_DA,ATS3m,Eig12_AEA.ri.,ZM2Per,ZM1Mad,SpMax4_Bh.e.,ATSC8s,X4sol,SM04_AEA.bo.,ATSC5m,CATS2D_05_AA,Eig10_AEA.bo.,MPC03,Eig15_AEA.bo.,MWC03,ZM2,ATS8s,MWC04,MWC05,Eig01_AEA.bo.,SpMax_AEA.bo.,Eig14_AEA.bo.,piPC02,SM02_EA.bo.,Eig12_AEA.ed.,Eig13_AEA.bo.,O.058,MAXDP,MATS4e,SM04_EA.bo.,Eta_B,ATSC7m,NdO,Eig03_AEA.dm.,Eig09_AEA.bo.,MAXDN,Eig09_EA.bo.,MWC06,Eig12_AEA.dm.,Eta_C_A,TIC1,Eig11_EA.ed.,SM06_AEA.ri.,Eig11_EA,SM05_AEA.dm.,nCs,GATS1p,Eig04_AEA.dm.,X4,X0sol,ATSC8e,X1sol,Eig01_AEA.ed.,Eig01_EA.ed.,SM10_AEA.dm.,SpDiam_EA.ed.,SpMax_AEA.ed.,SpMax_EA.ed.,SM15_EA.ed.,SM11_EA.bo.
7.092,2.837,2.784,3.284,1.893,3,0,4.447,2.293,893.13,250.291,3.842,144.853,11.046,7.721,43.983,1,2.879,4.277,2.072,6.116,226.0,6.296,6.982,7.829,4.281,4.281,2.5,4.538,5.226,3.839,2.747,3,6.22,-0.156,7.308,1.068,27.111,3,3.576,2.882,2.714,2.046,8.694,1.868,0.907,245.079,3.423,3.423,1.414,1.414,4,0.914,3.173,10.775,27.363,1.122,18.373,6.503,10.179,10.179,16.978,6.503,10.179,35.044,15.882
6.863,2.837,2.784,3.292,1.893,3,0,4.579,2.29,893.13,300.642,3.842,135.791,11.3,7.721,48.787,1,2.879,4.277,2.072,6.116,226.0,6.273,6.982,7.829,4.281,4.281,2.5,4.538,5.226,3.839,2.747,3,6.225,-0.15,7.308,1.068,25.834,3,3.576,2.882,2.711,2.046,8.694,1.856,0.955,249.079,3.423,3.423,1.414,1.414,4,0.841,3.169,10.775,27.863,1.054,18.662,6.503,10.179,10.179,16.978,6.503,10.179,35.044,15.882
6.381,2.837,2.784,3.247,1.893,3,0,4.376,2.31,854.55,234.771,3.847,121.349,10.728,7.721,42.771,1,2.879,4.277,2.072,6.116,226.0,6.268,6.982,7.829,4.281,4.281,2.5,4.538,5.226,3.839,2.747,3,6.241,-0.133,7.308,1.068,31.156,3,3.576,2.882,2.705,2.046,8.694,1.653,0.911,254.486,3.423,3.423,1.414,1.414,4,0.991,3.114,10.775,26.863,0.824,18.084,6.503,10.179,10.179,16.978,6.503,10.179,35.044,15.882
6.333,2.873,2.801,3.185,1.908,3,0,4.362,2.368,838.45,229.252,3.853,135.923,11.022,7.762,49.539,1,2.881,4.331,2.335,6.168,238.0,6.392,7.038,7.889,4.352,4.352,2.5,4.57,5.257,3.846,2.747,3,6.355,-0.082,7.335,1.158,43.48,3,3.576,3.068,2.7,2.206,8.76,1.669,1.001,279.444,3.549,3.549,1.414,1.414,4,1.101,3.17,11.323,27.941,0.786,18.706,6.506,10.189,10.189,16.987,6.506,10.189,35.409,15.956
8.677,2.864,2.795,3.042,1.9,3,1,4.338,2.349,858.61,226.131,3.845,135.472,10.788,7.731,45.287,2,2.88,4.304,2.073,6.138,231.0,6.352,7.004,7.854,4.3,4.3,2.5,4.549,5.236,3.841,2.747,3,6.284,-0.122,7.317,1.03,36.03,3,3.576,2.903,2.708,2.06,8.72,1.669,0.902,264.626,3.491,3.491,1.414,1.414,4,1.114,3.111,11.089,27.07,0.971,18.334,6.503,10.18,10.18,16.979,6.503,10.18,35.129,15.906
8.208,2.864,2.795,3.25,1.9,3,1,4.411,2.315,897.13,241.65,3.844,149.772,11.042,7.731,43.495,2,2.88,4.304,2.073,6.138,231.0,6.364,7.004,7.854,4.3,4.3,2.5,4.549,5.236,3.841,2.747,3,6.276,-0.148,7.317,1.03,34.099,3,3.576,2.903,2.713,2.06,8.72,1.883,0.899,259.962,3.491,3.491,1.414,1.414,4,1.031,3.136,11.089,27.57,1.23,18.622,6.503,10.18,10.18,16.979,6.503,10.18,35.129,15.906
5.95,2.5,2.5,3.057,1.5,0,1,4.357,2.0,745.9,220.564,3.696,54.643,11.031,7.599,41.973,1,2.698,4.205,2.0,6.019,205.0,5.812,6.884,7.738,4.447,4.447,2.3,4.437,5.124,3.488,2.413,2,5.627,0.108,7.209,0.839,38.357,2,3.202,2.808,2.794,1.88,8.606,1.199,0.896,204.983,2.641,2.641,1.095,1.095,2,0.909,3.023,10.121,25.079,0.416,16.996,6.681,10.61,10.61,17.294,6.681,10.61,35.628,15.929
5.167,2.5,2.5,2.913,1.5,0,1,4.242,2.0,745.9,197.187,3.697,70.816,9.031,7.599,38.175,1,2.698,4.205,2.0,6.019,205.0,5.922,6.884,7.738,4.447,4.447,2.3,4.437,5.124,3.488,2.413,2,5.865,0.192,7.209,0.839,31.294,2,3.202,2.808,2.953,1.88,8.606,1.199,0.837,204.983,2.641,2.641,1.095,1.095,2,1.041,3.009,10.121,22.338,0.521,15.597,6.681,10.61,10.61,17.294,6.681,10.61,35.628,15.929
6.629,2.5,2.5,3.056,1.5,3,3,4.434,2.0,792.39,249.802,3.764,201.064,11.517,7.732,51.341,3,2.647,4.29,1.938,6.103,223.0,6.443,6.987,7.858,4.951,4.951,2.0,4.466,5.153,3.544,2.366,4,6.175,-0.128,7.339,1.112,47.857,4,3.663,2.926,4.783,1.95,8.745,1.218,1.014,249.401,2.702,2.702,1.094,1.094,5,1.309,3.14,10.274,26.122,1.087,17.935,7.733,13.965,13.965,22.343,7.733,13.965,39.552,17.268
7.721,3.028,2.809,3.269,1.93,3,3,4.628,2.216,1021.66,293.856,3.816,223.723,14.757,8.009,53.354,3,3.146,4.533,2.5,6.315,276.0,6.531,7.206,8.087,4.95,4.95,2.681,4.723,5.412,3.89,2.762,4,6.182,-0.161,7.609,1.122,52.619,4,4.036,3.421,4.818,2.469,8.98,1.991,0.943,284.135,4.15,4.15,1.505,1.505,5,1.177,3.827,13.495,31.519,1.175,22.011,7.733,13.964,13.964,22.341,7.733,13.964,39.585,17.424
6.545,2.931,2.875,3.218,2.07,6,2,4.555,2.387,941.39,292.573,3.833,208.364,14.109,7.898,54.106,2,3.064,4.394,2.181,6.192,244.0,6.63,7.093,7.973,4.953,4.953,2.334,4.694,5.382,3.983,2.565,3,6.832,-0.012,7.692,1.142,51.642,3,3.116,3.118,4.911,2.427,8.876,1.432,1.041,246.802,4.333,4.333,1.589,1.589,7,1.028,3.056,12.026,28.113,1.246,19.568,7.728,13.94,13.94,22.276,7.728,13.94,39.531,17.646
6.87,2.917,2.796,3.136,1.95,3,3,4.61,2.453,966.78,291.347,3.831,207.656,14.169,7.916,60.639,3,2.927,4.5,2.435,6.293,270.0,6.549,7.18,8.057,4.951,4.951,2.5,4.677,5.366,3.981,2.5,4,6.27,-0.156,7.556,1.177,59.921,4,3.663,3.168,4.809,2.347,8.945,1.663,1.017,291.84,4.082,4.082,1.521,1.521,5,1.256,3.302,12.925,30.812,1.178,21.456,7.733,13.965,13.965,22.343,7.733,13.965,39.561,17.35
6.907,2.681,2.5,3.136,1.724,3,3,4.524,2.107,930.42,275.632,3.812,211.8,13.315,7.834,52.232,4,2.806,4.419,2.43,6.217,250.0,6.496,7.098,7.97,4.95,4.95,2.5,4.61,5.298,3.615,2.5,4,6.13,-0.192,7.465,1.019,48.447,4,3.663,3.028,4.789,2.061,8.854,1.399,0.933,269.263,2.876,2.876,1.222,1.222,5,1.264,3.202,12.053,28.364,1.206,20.113,7.733,13.964,13.964,22.341,7.733,13.964,39.553,17.278
6.485,2.919,2.864,3.136,1.994,3,3,4.615,2.414,942.14,290.468,3.832,200.761,14.093,7.943,64.186,3,2.934,4.511,2.5,6.304,273.0,6.544,7.194,8.072,4.951,4.951,2.5,4.696,5.384,4.256,2.504,4,6.275,-0.145,7.591,1.304,61.619,4,3.663,3.168,4.803,2.347,8.962,1.663,1.075,288.274,4.082,4.082,1.522,1.522,5,1.232,3.314,12.85,30.975,1.093,21.328,7.733,13.965,13.965,22.343,7.733,13.965,39.563,17.396
6.699,2.5,2.5,3.136,1.5,3,4,4.507,2.075,876.48,266.569,3.782,226.718,12.498,7.774,53.986,4,2.681,4.357,2.042,6.163,237.0,6.535,7.043,7.913,4.95,4.95,2.35,4.511,5.198,3.614,2.498,5,6.106,-0.23,7.353,1.057,53.388,5,3.679,2.948,4.796,1.987,8.797,1.51,1.009,266.134,2.872,2.872,1.221,1.221,5,1.313,3.663,11.236,28.243,1.305,19.489,7.733,13.964,13.964,22.341,7.733,13.964,39.552,17.256
7.004,2.927,2.808,3.143,1.95,3,3,4.6,2.462,971.6,289.162,3.832,209.718,14.169,7.959,56.39,3,3.168,4.5,2.5,6.293,270.0,6.527,7.18,8.057,4.951,4.951,2.5,4.696,5.384,3.981,2.662,4,6.263,-0.147,7.577,1.177,54.529,4,3.827,3.181,4.817,2.347,8.945,1.665,0.982,286.374,4.082,4.082,1.521,1.521,5,1.201,3.663,12.925,30.812,1.1,21.456,7.733,13.965,13.965,22.343,7.733,13.965,39.561,17.364
6.845,2.927,2.838,3.37,1.951,3,3,4.624,2.375,1037.66,300.645,3.833,260.25,14.131,7.981,57.713,4,3.162,4.511,2.5,6.315,276.0,6.65,7.2,8.072,4.951,4.951,2.5,4.741,5.429,4.236,2.5,4,6.259,-0.169,7.633,1.321,53.841,6,3.778,3.169,4.828,2.347,8.958,1.718,0.975,289.356,4.082,4.082,1.522,1.522,5,1.209,3.663,12.888,31.682,1.451,21.812,7.733,13.965,13.965,22.343,7.733,13.965,39.554,17.393
6.654,2.881,2.634,3.137,1.949,3,3,4.552,2.339,902.92,282.135,3.833,203.958,13.55,7.876,57.681,3,2.927,4.443,2.5,6.256,260.0,6.533,7.135,8.001,4.951,4.951,2.5,4.649,5.338,3.826,2.5,4,6.257,-0.123,7.504,1.142,57.503,4,3.663,3.168,4.799,2.347,8.883,1.64,1.011,281.136,4.081,4.081,1.515,1.515,5,1.226,3.166,12.306,29.942,1.096,20.99,7.733,13.965,13.965,22.343,7.733,13.965,39.552,17.289
7.174,2.808,2.681,3.143,1.868,3,3,4.575,2.21,955.42,283.162,3.816,213.275,14.03,7.925,54.031,3,3.028,4.477,2.5,6.267,263.0,6.51,7.152,8.029,4.95,4.95,2.5,4.668,5.357,3.888,2.662,4,6.16,-0.163,7.539,1.071,51.417,4,3.827,3.181,4.8,2.223,8.917,1.642,0.945,272.282,3.275,3.275,1.476,1.476,5,1.195,3.663,12.768,29.942,1.135,21.062,7.733,13.964,13.964,22.341,7.733,13.964,39.56,17.345
6.996,2.856,2.681,3.161,1.724,3,3,4.565,2.208,952.24,283.162,3.816,228.699,13.777,7.924,54.341,3,3.028,4.466,2.5,6.263,262.0,6.563,7.144,8.017,4.95,4.95,2.5,4.668,5.357,3.889,2.5,4,6.155,-0.177,7.535,1.088,49.762,4,3.827,3.13,4.797,2.069,8.901,1.781,0.94,272.282,3.633,3.633,1.295,1.295,5,1.195,3.663,12.515,29.942,1.153,21.045,7.733,13.964,13.964,22.341,7.733,13.964,39.553,17.309
8.143,2.837,2.784,3.149,1.893,3,0,4.376,2.301,854.61,234.771,3.843,127.48,10.793,7.721,46.291,1,2.879,4.277,2.072,6.116,226.0,6.281,6.982,7.829,4.281,4.281,2.5,4.538,5.226,3.839,2.747,3,6.228,-0.127,7.308,1.068,30.326,3,3.576,2.882,2.709,2.046,8.694,1.669,0.91,254.486,3.423,3.423,1.414,1.414,4,0.991,3.16,10.775,26.863,0.881,18.084,6.503,10.179,10.179,16.978,6.503,10.179,35.044,15.882
7.31,2.837,2.784,3.014,1.893,3,0,4.3,2.335,816.03,219.252,3.848,111.176,10.475,7.721,44.164,1,2.879,4.277,2.072,6.116,226.0,6.26,6.982,7.829,4.281,4.281,2.5,4.538,5.226,3.839,2.747,3,6.249,-0.111,7.308,1.068,33.198,3,3.575,2.882,2.7,2.046,8.694,1.649,0.914,256.33,3.423,3.423,1.414,1.414,4,1.074,3.077,10.775,26.363,0.653,17.796,6.503,10.179,10.179,16.978,6.503,10.179,35.044,15.882
8.076,2.837,2.784,3.215,1.893,3,0,4.517,2.294,854.61,285.123,3.843,117.701,11.111,7.721,57.802,1,2.879,4.277,2.072,6.116,226.0,6.244,6.982,7.829,4.281,4.281,2.5,4.538,5.226,3.839,2.747,3,6.242,-0.124,7.308,1.068,31.854,3,3.576,2.882,2.703,2.046,8.694,1.668,0.967,254.486,3.423,3.423,1.414,1.414,4,0.908,3.142,10.775,27.363,0.811,18.373,6.503,10.179,10.179,16.978,6.503,10.179,35.044,15.882
6.91,2.806,2.5,3.136,1.877,3,3,4.545,2.117,905.64,278.468,3.831,199.981,13.454,7.871,56.256,3,2.927,4.443,2.43,6.244,257.0,6.507,7.127,7.999,4.951,4.951,2.5,4.64,5.328,3.826,2.5,4,6.247,-0.149,7.505,1.126,53.255,4,3.663,3.168,4.799,2.347,8.885,1.609,0.988,268.483,3.891,3.891,1.497,1.497,5,1.22,3.202,12.21,29.235,1.063,20.507,7.733,13.965,13.965,22.343,7.733,13.965,39.554,17.298
7.174,2.696,2.679,3.275,1.726,3,3,4.634,2.209,993.75,312.751,3.816,235.888,14.576,7.913,58.255,4,3.027,4.477,2.39,6.275,265.0,6.577,7.162,8.038,4.95,4.95,2.5,4.666,5.354,3.889,2.5,5,6.156,-0.184,7.535,1.215,51.621,5,3.663,3.054,4.797,2.138,8.927,1.648,1.031,282.132,3.758,3.758,1.388,1.388,5,1.133,3.554,12.533,30.458,1.345,21.326,7.733,13.964,13.964,22.341,7.733,13.964,39.554,17.343
9.699,3.232,3.085,3.582,2.481,4,5,4.815,2.7,1179.53,367.787,3.867,309.258,16.471,8.022,58.927,7,3.232,4.554,2.5,6.354,287.0,6.797,7.256,8.137,4.96,4.96,2.66,4.758,5.447,4.618,2.869,5,6.721,-0.04,7.663,1.517,62.616,5,3.681,3.252,5.125,2.483,9.04,2.375,1.1,301.941,4.963,4.963,1.87,1.87,6,0.996,3.67,13.481,34.716,2.172,23.271,7.74,14.012,14.012,22.447,7.74,14.012,39.62,17.457
10.0,3.232,3.232,3.582,2.481,7,7,4.821,2.7,1178.98,371.426,3.869,353.18,16.643,8.027,57.395,4,3.252,4.554,2.569,6.365,290.0,6.896,7.263,8.137,4.959,4.959,2.661,4.766,5.455,4.732,2.947,5,6.752,-0.034,7.664,1.533,69.584,5,3.681,3.257,5.146,2.483,9.037,2.376,1.132,313.471,5.035,5.035,1.879,1.879,9,0.979,3.668,13.645,35.423,2.351,23.754,7.739,14.008,14.008,22.442,7.739,14.008,39.614,17.456
9.516,3.222,3.032,3.451,2.451,5,3,4.691,2.747,1159.41,322.458,3.893,332.969,15.432,8.088,72.28,3,3.435,4.625,2.832,6.491,329.0,7.046,7.344,8.181,4.543,4.543,2.974,4.892,5.582,4.629,2.98,6,6.909,-0.159,7.643,1.353,74.536,6,3.65,3.544,2.727,2.715,9.038,2.224,1.178,419.875,5.15,5.15,1.803,1.803,14,1.105,3.595,15.432,41.332,1.697,27.991,7.597,13.729,13.729,20.772,7.597,13.729,39.299,16.618
10.432,3.227,2.98,3.458,2.418,5,3,4.707,2.747,1137.23,320.618,3.893,345.316,14.835,8.057,77.311,3,3.474,4.585,2.818,6.472,323.0,7.08,7.317,8.141,4.543,4.543,2.874,4.84,5.529,4.628,2.974,7,6.896,-0.146,7.511,1.429,76.62,7,3.65,3.544,2.74,2.706,8.988,2.303,1.204,425.707,5.097,5.097,1.826,1.826,14,1.132,3.595,14.835,42.625,1.71,28.329,7.597,13.729,13.729,20.772,7.597,13.729,39.296,15.74
5.971,3.229,2.985,3.442,2.54,5,3,4.722,2.747,1208.36,326.722,3.893,342.0,15.573,8.113,71.954,3,3.518,4.654,2.845,6.506,334.0,7.059,7.365,8.21,4.552,4.552,2.923,4.907,5.597,4.637,2.974,6,6.95,-0.19,7.688,1.426,74.122,6,3.635,3.544,2.735,2.866,9.073,2.225,1.187,418.876,5.178,5.178,1.789,1.789,13,1.122,3.595,15.573,41.495,1.889,27.918,7.597,13.729,13.729,20.773,7.597,13.729,39.308,16.859
9.523,3.232,3.079,3.582,2.481,6,5,4.858,2.7,1191.05,375.787,3.867,340.862,17.369,8.032,67.117,7,3.232,4.575,2.571,6.382,295.0,6.908,7.279,8.155,4.96,4.96,2.66,4.775,5.464,4.618,2.88,5,6.875,-0.004,7.665,1.517,74.197,5,3.681,3.252,5.146,2.483,9.055,2.375,1.167,319.86,4.963,4.963,1.879,1.879,8,1.015,3.67,14.379,36.13,2.323,24.271,7.74,14.012,14.012,22.447,7.74,14.012,39.62,17.457
8.097,3.003,2.91,3.312,2.14,5,0,4.712,2.449,1112.61,336.16,3.84,143.096,13.787,8.036,57.717,0,3.097,4.605,2.5,6.358,288.0,6.317,7.283,8.196,4.932,4.932,2.523,4.773,5.462,4.372,2.579,1,5.228,-0.09,7.719,1.349,50.698,1,3.747,3.182,5.809,2.438,9.127,1.648,1.081,273.984,4.471,4.471,1.519,1.519,7,0.869,3.372,13.687,28.148,1.07,19.447,8.096,15.69,15.69,24.74,8.096,15.69,41.326,17.407
7.081,3.003,2.932,3.317,2.139,8,0,4.727,2.459,1021.99,331.613,3.859,81.579,15.724,8.011,67.293,0,3.097,4.663,2.5,6.402,301.0,6.229,7.315,8.229,4.932,4.932,2.523,4.79,5.479,4.327,2.652,1,5.335,-0.084,7.703,1.074,58.791,1,3.374,3.132,2.646,2.35,9.152,1.649,1.141,299.983,4.47,4.47,1.537,1.537,10,0.934,3.098,14.924,31.261,0.656,22.02,8.096,15.69,15.69,24.74,8.096,15.69,41.315,17.377
7.658,2.998,2.743,3.307,2.139,5,0,4.67,2.449,981.93,312.947,3.836,87.154,14.313,7.975,61.904,0,3.055,4.585,2.5,6.326,279.0,6.195,7.244,8.16,4.932,4.932,2.5,4.747,5.436,3.937,2.524,1,5.276,-0.106,7.684,1.149,52.727,1,3.373,3.098,2.653,2.311,9.086,1.638,1.083,281.94,4.27,4.27,1.518,1.518,7,0.927,2.977,13.513,29.725,0.728,20.358,8.096,15.69,15.69,24.74,8.096,15.69,41.314,17.375
6.422,3.44,3.154,3.561,2.669,5,3,4.825,2.747,1217.75,398.328,3.893,326.096,16.182,8.122,78.064,3,3.543,4.654,2.974,6.524,340.0,7.042,7.377,8.214,4.543,4.543,2.98,4.922,5.611,4.672,3.003,6,6.909,-0.167,7.68,1.459,81.053,6,3.641,3.565,2.725,2.812,9.071,2.436,1.255,437.098,5.212,5.212,2.076,2.076,15,1.004,3.595,15.713,43.909,1.717,29.462,7.597,13.729,13.729,20.772,7.597,13.729,39.3,16.683
7.523,3.208,3.013,3.543,2.47,5,4,4.812,2.735,1215.95,390.328,3.893,338.219,16.005,8.112,72.493,3,3.544,4.644,2.881,6.503,333.0,7.06,7.362,8.205,4.543,4.543,2.974,4.907,5.597,4.637,2.982,6,7.011,-0.181,7.682,1.442,77.325,6,3.635,3.56,2.735,2.856,9.068,2.232,1.229,416.829,5.178,5.178,1.803,1.803,13,0.982,3.595,15.535,42.495,1.827,28.479,7.597,13.729,13.729,20.773,7.597,13.729,39.301,16.734
8.745,3.222,3.032,3.451,2.451,5,3,4.693,2.747,1186.83,324.722,3.893,339.509,15.432,8.088,71.384,3,3.435,4.625,2.832,6.491,329.0,7.048,7.344,8.181,4.543,4.543,2.974,4.892,5.582,4.629,2.98,6,6.903,-0.163,7.643,1.353,73.67,6,3.65,3.544,2.73,2.715,9.038,2.224,1.175,416.019,5.15,5.15,1.803,1.803,14,1.122,3.595,15.432,41.332,1.787,27.991,7.597,13.729,13.729,20.772,7.597,13.729,39.299,16.618
6.31,3.205,3.012,3.446,2.468,5,3,4.712,2.747,1178.55,324.458,3.893,333.712,15.465,8.112,72.0,3,3.544,4.644,2.892,6.503,333.0,7.046,7.361,8.203,4.543,4.543,2.974,4.907,5.597,4.637,2.983,6,6.954,-0.176,7.682,1.442,75.248,6,3.635,3.588,2.731,2.887,9.065,2.232,1.187,422.732,5.178,5.178,1.803,1.803,13,1.105,3.595,15.465,41.495,1.771,27.902,7.597,13.729,13.729,20.773,7.597,13.729,39.301,16.726
7.337,2.999,2.823,3.3,2.139,5,0,4.669,2.449,981.52,312.892,3.84,79.454,14.335,7.975,64.165,3,3.059,4.585,2.5,6.326,279.0,6.237,7.245,8.162,4.932,4.932,2.521,4.747,5.436,3.937,2.528,1,5.284,-0.063,7.684,1.149,53.845,1,3.376,3.098,2.654,2.306,9.089,1.641,1.09,279.94,4.227,4.227,1.518,1.518,7,0.927,2.991,13.535,29.725,0.58,20.358,8.096,15.69,15.69,24.74,8.096,15.69,41.315,17.38
6.479,2.872,2.804,3.284,1.914,3,0,4.5,2.323,949.79,260.122,3.844,237.612,11.046,7.763,43.973,1,2.881,4.317,2.096,6.151,234.0,6.522,7.022,7.876,4.385,4.385,2.5,4.57,5.257,3.902,2.747,3,6.889,-0.17,7.361,1.158,26.441,3,3.576,2.998,2.745,2.161,8.746,1.889,0.934,254.747,3.602,3.602,1.414,1.414,4,0.914,3.292,11.054,27.363,1.708,18.373,6.51,10.205,10.205,17.055,6.51,10.205,35.211,16.09
5.835,2.872,2.804,3.317,1.914,3,0,4.666,2.313,949.79,322.162,3.843,160.427,11.835,7.763,52.79,1,2.881,4.317,2.096,6.151,234.0,6.379,7.022,7.876,4.385,4.385,2.5,4.57,5.257,3.902,2.747,3,6.278,-0.167,7.361,1.158,28.276,3,3.576,2.998,2.722,2.161,8.746,1.868,1.013,254.747,3.602,3.602,1.414,1.414,4,0.798,3.298,11.054,29.233,1.342,19.361,6.51,10.205,10.205,17.055,6.51,10.205,35.211,16.09
6.201,2.872,2.804,3.294,1.914,3,0,4.613,2.313,911.33,306.642,3.847,136.739,11.548,7.763,53.416,1,2.881,4.317,2.096,6.151,234.0,6.358,7.022,7.876,4.385,4.385,2.5,4.57,5.257,3.902,2.747,3,6.305,-0.132,7.361,1.158,27.832,3,3.576,2.998,2.711,2.161,8.746,1.866,1.017,264.155,3.602,3.602,1.414,1.414,4,0.86,3.231,11.054,28.733,1.024,19.072,6.51,10.205,10.205,17.055,6.51,10.205,35.211,16.09
6.201,2.872,2.804,3.285,1.914,3,0,4.546,2.323,949.79,271.81,3.844,170.357,11.582,7.763,48.812,1,2.881,4.317,2.096,6.151,234.0,6.4,7.022,7.876,4.385,4.385,2.5,4.57,5.257,3.902,2.747,3,6.273,-0.174,7.361,1.158,30.311,3,3.576,2.998,2.725,2.161,8.746,1.889,0.965,249.238,3.602,3.602,1.414,1.414,4,0.861,3.299,11.054,28.733,1.41,19.072,6.51,10.205,10.205,17.055,6.51,10.205,35.211,16.09
6.405,2.872,2.804,3.284,1.914,3,0,4.485,2.323,911.33,256.291,3.847,144.253,11.294,7.763,48.399,1,2.881,4.317,2.096,6.151,234.0,6.378,7.022,7.876,4.385,4.385,2.5,4.57,5.257,3.902,2.747,3,6.299,-0.138,7.361,1.158,29.486,3,3.576,2.998,2.714,2.161,8.746,1.887,0.969,260.155,3.602,3.602,1.414,1.414,4,0.932,3.233,11.054,28.233,1.093,18.784,6.51,10.205,10.205,17.055,6.51,10.205,35.211,16.09
7.201,2.872,2.804,3.28,1.914,3,0,4.482,2.372,911.27,256.291,3.844,147.746,11.328,7.763,52.397,1,2.881,4.317,2.096,6.151,234.0,6.387,7.022,7.876,4.385,4.385,2.5,4.57,5.257,3.902,2.747,3,6.281,-0.139,7.361,1.158,34.355,3,3.576,2.998,2.72,2.161,8.746,1.673,0.968,260.155,3.602,3.602,1.414,1.414,4,0.932,3.296,11.054,28.233,1.178,18.784,6.51,10.205,10.205,17.055,6.51,10.205,35.211,16.09
7.357,2.872,2.804,3.19,1.914,3,0,4.433,2.374,911.27,244.602,3.845,210.114,10.793,7.763,47.075,1,2.881,4.317,2.096,6.151,234.0,6.511,7.022,7.876,4.385,4.385,2.5,4.57,5.257,3.902,2.747,3,6.91,-0.135,7.361,1.158,30.302,3,3.576,2.998,2.74,2.161,8.746,1.672,0.937,264.155,3.602,3.602,1.414,1.414,4,0.991,3.289,11.054,26.863,1.466,18.084,6.51,10.205,10.205,17.055,6.51,10.205,35.211,16.09
7.509,2.846,2.785,3.151,1.894,3,0,4.416,2.301,908.18,244.602,3.843,148.578,10.793,7.762,46.36,1,2.88,4.304,2.072,6.146,233.0,6.322,7.017,7.865,4.288,4.288,2.5,4.57,5.257,4.037,2.747,3,6.229,-0.1,7.355,1.175,29.652,3,3.576,3.236,2.722,2.342,8.733,1.889,0.926,264.155,3.836,3.836,1.462,1.462,4,0.991,3.164,11.011,26.863,1.071,18.084,6.503,10.179,10.179,16.978,6.503,10.179,35.069,15.986
6.128,2.866,2.814,3.151,1.935,3,0,4.433,2.321,910.94,244.602,3.843,148.578,10.793,7.763,46.442,1,2.88,4.317,2.072,6.151,234.0,6.322,7.02,7.871,4.334,4.334,2.5,4.57,5.257,3.864,2.747,3,6.229,-0.146,7.361,1.158,29.652,3,3.576,3.158,2.722,2.32,8.74,1.887,0.927,264.155,3.59,3.59,1.414,1.414,4,0.991,3.228,11.057,26.863,1.071,18.084,6.503,10.179,10.179,16.979,6.503,10.179,35.218,16.085
7.022,2.692,2.523,3.181,1.756,7,0,4.537,2.252,828.9,281.423,3.789,75.497,12.502,7.846,56.176,0,2.996,4.454,2.013,6.209,248.0,5.927,7.136,8.064,4.932,4.932,2.281,4.582,5.27,3.738,2.5,1,5.144,-0.149,7.519,0.954,52.819,1,3.464,3.04,2.625,2.209,8.999,1.514,1.113,233.289,3.199,3.199,1.495,1.495,9,0.868,2.843,11.702,25.156,0.553,17.553,8.096,15.69,15.69,24.74,8.096,15.69,41.315,17.289
7.721,2.9,2.53,2.917,2.09,0,0,4.359,2.029,880.67,226.459,3.799,57.778,11.674,7.865,35.072,0,3.003,4.407,2.278,6.159,236.0,5.842,7.074,7.983,4.88,4.88,2.5,4.647,5.335,3.648,2.5,1,4.925,-0.169,7.606,1.075,36.703,1,3.372,3.081,2.725,2.24,8.905,1.416,0.898,226.382,3.026,3.026,1.415,1.415,2,0.919,2.775,11.177,25.242,0.51,17.058,7.85,14.408,14.408,23.458,7.85,14.408,40.083,17.324
8.0,2.9,2.53,2.918,2.09,0,0,4.512,2.029,880.67,276.81,3.799,54.125,12.172,7.865,52.96,0,3.003,4.407,2.278,6.159,236.0,5.818,7.074,7.983,4.88,4.88,2.5,4.647,5.335,3.648,2.5,1,4.953,-0.172,7.606,1.075,39.446,1,3.372,3.081,2.687,2.24,8.905,1.416,0.959,226.382,3.026,3.026,1.415,1.415,2,0.836,2.775,11.177,25.742,0.475,17.346,7.85,14.408,14.408,23.458,7.85,14.408,40.083,17.324
7.658,2.64,2.523,3.086,1.693,5,0,4.598,2.143,964.11,300.44,3.628,125.725,11.914,7.885,52.951,0,2.996,4.454,2.006,6.205,247.0,5.946,7.138,8.057,4.932,4.932,2.278,4.593,5.281,3.738,2.5,1,5.667,-0.062,7.544,1.229,47.779,1,3.747,3.044,5.936,2.221,8.996,1.514,1.099,234.131,3.199,3.199,1.495,1.495,7,0.874,3.241,11.634,24.165,0.896,16.481,8.096,15.69,15.69,24.74,8.096,15.69,41.351,17.333
