pXC50,nROH,SsOH,NsOH,O.057,Eig10_AEA.dm.,ATS5s,nArNHR,nPyrimidines,IC4,C.035,Eig08_AEA.bo.,nDB,nTriazoles,SpMax8_Bh.v.,Eig12_AEA.bo.,CATS2D_02_AA,SpMin3_Bh.i.,CATS2D_04_AN,nCconj,nBnz,IC5,NdO,O.058,Eig12_EA.bo.,Eig12_EA.ri.,Eig12_AEA.ri.,Eig12_EA.ed.,SM07_AEA.ri.,SpMax3_Bh.p.,ATS1s,ATS5m,C.044,P_VSA_i_2,CATS2D_03_DA,CATS2D_01_AN,CATS2D_01_DN,CATS2D_02_NL,CATS2D_01_AA,H.051,SpAD_AEA.ed.,Eig10_AEA.ri.,ATS3v,ATS6v,P_VSA_e_5,Eig06_AEA.dm.,CATS2D_03_AA,Eig10_EA.ri.,N.075,NaaN,Eig08_AEA.dm.,SpAD_AEA.dm.,CATS2D_09_NL,SpMax7_Bh.m.,CATS2D_08_NL,Eig11_AEA.bo.,P_VSA_i_3,Eig10_EA,SM04_AEA.dm.,nCbH,RDSQ,CATS2D_03_NL,ATS5v,Pol,MPC01,MWC01,nBO
6.824,1,9.647,1,1,1.461,6.047,0,0,5.159,0,2.844,3,0,2.7,1.49,1,1.65,0,4,1,5.159,2,2,0.286,0.222,1.166,0.35,0.35,3.609,5.222,3.926,0,131.36,0,0,0,0,0,0,44.337,1.958,3.86,3.753,103.973,2.762,0,0.956,1,1,1.736,45.604,0,2.852,0,1.831,268.769,1.0,1.0,3,218.208,0,3.84,43,3.367,3.367,28
7.013,1,9.644,1,1,1.505,6.113,0,0,5.198,0,2.852,3,0,2.735,1.518,1,1.674,0,4,2,5.198,2,2,0.314,0.243,1.19,0.362,0.362,3.633,5.266,3.979,0,141.339,0,0,0,0,0,0,46.446,2.067,3.91,3.817,103.973,2.787,0,1.057,0,0,2.109,47.869,0,2.874,0,1.831,268.769,1.083,1.083,6,231.433,0,3.887,46,3.401,3.401,29
6.863,1,9.635,1,1,1.548,6.178,0,0,5.016,0,3.197,3,0,2.753,1.63,1,1.673,0,4,2,5.016,2,2,0.365,0.278,1.246,0.371,0.371,3.633,5.317,4.036,0,140.984,0,0,0,0,0,0,48.521,2.067,3.932,3.844,103.973,2.788,0,1.058,0,0,2.409,50.287,0,2.913,0,1.832,256.997,1.084,1.084,5,245.237,0,3.905,49,3.434,3.434,30
7.18,1,9.698,1,1,1.505,6.182,0,0,5.246,0,3.104,3,0,2.759,1.712,1,1.676,0,4,2,5.246,2,2,0.371,0.281,1.251,0.383,0.383,3.634,5.294,4.09,0,148.345,0,0,0,0,0,0,47.84,2.065,3.971,3.954,114.973,2.769,0,1.056,0,0,2.231,48.726,0,3.034,0,1.834,315.082,1.08,1.08,6,244.772,0,4.025,48,3.434,3.434,30
7.229,1,9.72,1,1,1.462,6.135,0,0,5.314,0,2.893,3,0,2.759,1.83,1,1.678,0,4,2,5.314,2,2,0.373,0.281,1.252,0.382,0.382,3.635,5.264,4.036,0,151.234,0,0,0,0,0,0,46.981,2.041,3.979,3.963,114.973,2.727,0,1.035,0,0,1.801,48.298,0,3.028,0,2.132,350.395,1.048,1.048,7,240.547,0,4.03,46,3.434,3.434,30
7.119,1,9.717,1,1,1.571,6.083,0,0,5.267,0,2.896,3,0,2.759,1.832,2,1.673,0,4,2,5.267,2,2,0.533,0.414,1.383,1.073,1.073,3.638,5.258,3.992,0,140.234,0,0,0,0,0,0,49.116,2.085,3.968,3.881,125.973,2.793,0,1.075,0,0,1.993,50.806,0,2.99,0,2.185,314.31,1.104,1.104,6,251.339,0,3.944,47,3.466,3.466,31
7.585,1,9.699,1,1,1.461,6.101,0,0,5.246,0,2.881,3,0,2.759,1.584,1,1.677,0,4,2,5.246,2,2,0.372,0.281,1.252,0.382,0.382,3.634,5.242,3.991,0,148.7,0,0,0,0,0,0,45.532,2.04,3.947,3.891,114.973,2.702,0,1.035,0,0,1.745,46.824,0,3.0,0,1.83,326.853,1.046,1.046,7,230.112,0,3.967,45,3.401,3.401,29
7.18,1,9.737,1,1,1.615,6.12,0,0,5.214,0,2.924,3,0,2.759,1.894,1,1.682,0,4,2,5.254,2,2,0.797,0.599,1.573,1.56,1.56,3.639,5.285,4.037,0,142.769,0,0,0,0,0,0,50.445,2.091,4.032,3.933,125.973,2.79,1,1.079,0,0,2.183,52.127,0,3.014,0,2.457,337.853,1.117,1.117,6,262.82,0,4.011,50,3.497,3.497,32
7.469,1,9.685,1,1,1.505,6.259,0,0,5.304,0,3.065,3,0,2.759,1.83,1,1.677,0,4,2,5.304,2,2,0.373,0.281,1.252,0.382,0.382,3.634,5.315,4.104,0,147.989,0,0,0,0,0,0,48.707,2.089,3.961,3.926,114.973,2.808,0,1.077,0,0,2.336,49.655,0,3.028,0,2.558,303.311,1.111,1.111,7,252.414,0,4.003,47,3.466,3.466,31
7.509,1,9.76,1,1,1.505,6.162,0,0,5.354,0,3.186,3,0,2.759,1.83,1,1.73,0,4,2,5.354,2,2,0.783,0.703,1.697,1.73,1.73,3.685,5.296,4.109,0,145.42,0,0,0,0,0,0,50.91,2.089,4.05,4.07,114.973,2.799,0,1.077,0,0,2.276,52.966,0,3.035,0,2.559,373.937,1.111,1.111,7,270.124,0,4.114,48,3.526,3.526,33
7.959,1,9.16,1,1,1.476,6.101,0,0,5.278,0,2.894,3,0,2.768,1.856,0,1.649,1,4,2,5.278,2,2,0.776,0.709,1.719,1.741,1.741,3.787,5.159,3.874,0,108.347,0,1,1,2,0,0,46.935,1.833,3.943,3.713,103.973,2.587,0,0.824,0,0,2.234,47.413,0,3.149,1,2.081,347.066,0.904,0.904,6,231.14,2,3.708,43,3.434,3.434,30
7.387,1,9.08,1,1,1.606,6.013,0,0,5.249,0,2.894,3,0,2.765,1.856,0,1.649,1,4,2,5.249,2,2,0.776,0.674,1.67,1.741,1.741,3.719,5.176,3.864,0,109.928,0,1,1,1,0,0,46.935,1.8,3.899,3.679,114.973,2.607,0,0.788,0,0,2.237,47.722,0,3.107,1,2.081,334.523,0.904,0.904,6,231.14,0,3.658,43,3.434,3.434,30
6.883,1,9.123,1,1,1.61,6.165,0,0,5.184,0,2.789,3,0,2.732,1.584,0,1.637,1,4,2,5.184,2,2,0.481,0.367,1.294,0.624,0.624,3.676,5.114,3.85,0,114.494,0,1,1,1,0,0,43.679,1.7,3.865,3.612,103.973,2.545,0,0.695,0,0,2.145,46.5,1,2.864,1,1.862,268.769,0.787,0.787,7,212.463,1,3.718,40,3.367,3.367,28
7.824,1,9.083,1,1,2.141,6.528,0,0,4.993,0,2.954,3,0,2.753,1.876,0,1.636,1,4,2,4.993,2,2,0.8,0.635,1.63,1.743,1.743,3.676,5.288,4.149,0,113.073,0,1,1,1,0,0,50.399,2.104,3.912,3.723,103.973,2.864,0,1.1,0,0,2.533,53.062,1,2.913,1,2.109,221.684,1.115,1.115,6,262.194,1,3.82,46,3.497,3.497,32
6.167,2,18.848,2,1,1.171,6.377,0,0,5.297,0,2.831,3,0,2.733,1.584,0,1.636,1,4,2,5.297,2,2,0.481,0.367,1.294,0.624,0.624,3.677,5.194,3.901,0,117.764,0,1,1,1,0,0,46.135,2.055,3.934,3.651,146.656,2.539,0,1.048,0,0,1.862,45.753,1,2.862,1,1.991,323.223,1.052,1.052,7,225.509,2,3.784,43,3.401,3.401,29
6.979,1,9.196,1,1,2.152,5.995,0,0,5.059,0,2.933,3,0,2.785,1.857,0,1.65,1,4,2,5.059,2,2,0.776,0.629,1.622,1.741,1.741,3.803,5.142,4.293,0,187.584,0,1,1,1,0,0,49.128,1.888,3.988,3.809,103.973,2.607,0,0.824,0,0,2.54,52.245,0,3.331,2,2.101,272.604,1.051,1.051,5,246.201,1,3.767,46,3.466,3.466,31
7.237,1,8.985,1,1,1.86,6.812,0,0,4.993,0,3.052,3,0,2.746,1.877,0,1.633,1,4,2,4.993,2,2,0.8,0.675,1.673,1.743,1.743,3.663,5.409,4.334,0,119.748,0,1,1,1,0,0,55.367,2.164,3.949,3.768,114.973,2.912,0,1.158,0,0,2.625,54.787,1,3.047,1,2.109,209.142,1.177,1.177,4,295.647,0,3.877,54,3.555,3.555,34
8.398,1,9.052,1,1,2.142,6.805,0,0,4.993,0,3.052,3,0,2.769,1.877,0,1.633,1,4,2,4.993,2,2,0.8,0.635,1.63,1.743,1.743,3.675,5.386,4.355,0,112.363,0,1,1,1,0,0,55.367,2.164,3.967,3.789,103.973,3.006,0,1.157,0,0,2.636,57.217,1,3.047,1,2.109,198.142,1.177,1.177,4,295.647,1,3.892,54,3.555,3.555,34
6.688,1,9.017,1,1,1.594,6.537,0,0,4.993,0,2.954,3,0,2.746,1.876,0,1.636,1,4,2,4.993,2,2,0.8,0.675,1.673,1.743,1.743,3.664,5.313,4.124,0,120.459,0,1,1,1,0,0,50.399,2.106,3.893,3.7,114.973,2.74,0,1.103,0,0,2.453,50.542,1,2.913,1,2.109,232.684,1.115,1.115,6,262.194,0,3.804,46,3.497,3.497,32
6.762,1,9.194,1,1,1.892,5.931,0,0,4.869,0,2.891,3,0,2.715,1.854,0,1.65,1,4,2,4.869,2,2,0.771,0.623,1.616,1.741,1.741,3.803,5.058,4.227,0,193.915,0,1,1,1,0,0,44.673,1.806,3.912,3.753,103.973,2.573,0,0.764,0,0,2.377,47.838,0,3.236,2,2.087,256.997,0.976,0.976,7,220.152,1,3.731,40,3.401,3.401,29
7.959,1,9.117,1,1,1.398,6.417,0,0,5.033,0,2.866,3,0,2.753,1.662,0,1.636,1,4,2,5.033,2,2,0.483,0.37,1.311,0.905,0.905,3.676,5.185,3.961,0,119.943,0,1,1,2,0,0,45.87,1.827,3.914,3.669,103.973,2.568,0,0.823,0,0,1.632,46.205,1,2.913,1,1.876,280.54,0.843,0.843,6,227.408,2,3.783,43,3.401,3.401,29
4.0,0,0.0,0,0,0.51,5.555,1,1,4.554,1,2.5,0,1,2.378,0.971,4,1.525,0,0,1,4.554,0,0,-0.514,-0.369,0.542,-1.012,-1.012,3.416,4.966,3.537,1,89.967,1,0,0,0,1,5,39.178,1.353,3.639,3.453,0.0,2.012,1,0.372,3,3,1.0,37.65,0,2.687,0,1.342,153.024,0.385,0.385,4,184.168,0,3.483,35,3.258,3.258,25
4.0,0,0.0,0,0,0.551,5.754,1,1,4.487,1,2.5,0,1,2.459,0.977,4,1.525,0,0,1,4.487,0,0,-0.512,-0.364,0.542,-1.011,-1.011,3.527,4.918,3.689,1,80.573,1,0,0,0,1,5,46.403,1.353,3.716,3.491,0.0,2.119,1,0.372,3,3,1.0,43.159,0,2.687,0,1.353,153.024,0.385,0.385,4,212.798,0,3.546,39,3.332,3.332,27
4.0,0,0.0,0,0,0.862,5.61,1,1,4.446,1,2.5,0,1,2.57,0.986,4,1.624,0,0,1,4.446,0,0,-0.505,-0.361,0.55,-1.028,-1.028,3.503,5.009,3.608,1,96.258,1,0,0,0,1,4,41.145,1.729,3.727,3.556,0.0,2.09,1,0.738,3,3,1.095,39.905,0,2.687,0,1.356,176.567,0.782,0.782,4,196.003,0,3.562,37,3.296,3.296,26
4.0,0,0.0,0,0,0.892,5.8,1,1,4.395,1,2.5,0,1,2.57,0.992,4,1.624,0,0,1,4.395,0,0,-0.503,-0.356,0.549,-1.027,-1.027,3.543,4.964,3.75,1,86.863,1,0,0,0,1,4,47.754,1.731,3.798,3.59,0.0,2.211,1,0.74,3,3,1.098,45.29,0,2.687,0,1.367,176.567,0.784,0.784,4,224.988,0,3.621,41,3.367,3.367,28
4.0,0,0.0,0,0,0.889,5.664,1,1,4.245,1,2.707,0,1,2.57,0.989,4,1.705,0,0,1,4.245,0,0,-0.503,-0.359,0.552,-1.029,-1.029,3.577,5.053,3.674,1,105.083,1,0,0,0,1,3,43.035,1.743,3.833,3.649,0.0,2.133,1,0.751,3,3,1.369,42.158,0,2.687,0,1.358,200.109,0.794,0.794,4,209.261,0,3.636,39,3.332,3.332,27
4.0,0,0.0,0,0,0.921,5.844,1,1,4.211,1,2.707,0,1,2.57,0.995,4,1.705,0,0,1,4.211,0,0,-0.501,-0.354,0.551,-1.027,-1.027,3.593,5.01,3.808,1,95.689,1,0,0,0,1,3,49.409,1.746,3.897,3.68,0.0,2.264,1,0.754,3,3,1.369,47.429,0,2.687,0,1.368,200.109,0.797,0.797,4,238.6,0,3.69,43,3.401,3.401,29
4.0,0,0.0,0,0,0.892,5.708,1,1,4.751,1,2.508,0,1,2.715,1.211,4,1.676,0,0,1,4.751,0,0,0.049,0.037,0.985,0.105,0.105,3.554,5.044,3.677,1,98.792,1,0,0,0,1,4,42.874,1.747,3.794,3.63,0.0,2.101,1,0.755,3,3,1.266,40.69,0,2.817,0,1.364,200.109,0.797,0.797,4,206.608,0,3.647,39,3.332,3.332,27
4.0,0,0.0,0,0,0.923,5.882,1,1,4.695,1,2.508,0,1,2.715,1.213,4,1.676,0,0,1,4.695,0,0,0.061,0.045,0.992,0.13,0.13,3.572,5.001,3.811,1,89.398,1,0,0,0,1,4,50.115,1.75,3.86,3.662,0.0,2.224,1,0.758,3,3,1.266,46.033,0,2.82,0,1.374,200.109,0.8,0.8,4,235.917,0,3.701,43,3.401,3.401,29
4.0,0,0.0,0,0,0.553,5.194,1,1,4.479,1,2.5,0,1,2.301,0.776,4,1.358,0,0,1,4.479,0,0,-0.544,-0.395,0.46,-1.186,-1.186,3.682,4.783,3.504,1,76.232,1,0,0,0,1,4,37.392,1.043,3.582,3.489,0.0,1.978,1,0.118,3,3,1.0,36.986,0,2.687,0,1.082,192.173,0.145,0.145,4,169.254,0,3.448,31,3.219,3.219,24
4.0,0,0.0,0,0,0.214,5.212,1,1,4.708,1,2.665,0,1,2.298,0.868,4,1.358,0,0,1,4.708,0,0,-0.521,-0.31,0.448,-0.978,-0.978,3.682,4.783,3.505,1,76.232,1,0,0,0,1,4,37.38,0.919,3.582,3.501,0.0,1.956,1,-0.026,3,3,1.265,36.595,0,2.628,0,0.992,192.173,-0.028,-0.028,4,169.919,0,3.468,31,3.219,3.219,24
4.0,0,0.0,0,0,0.902,5.565,1,1,4.524,1,2.773,0,1,2.378,1.017,4,1.359,0,0,1,4.524,0,0,-0.343,-0.278,0.668,-0.76,-0.76,3.684,4.975,3.598,1,83.676,1,0,0,0,1,4,42.562,1.752,3.678,3.529,0.0,2.129,1,0.759,3,3,1.51,41.625,0,2.687,0,1.362,153.024,0.802,0.802,4,202.337,0,3.536,37,3.332,3.332,27
4.0,0,0.0,0,0,0.933,5.762,1,1,4.463,1,2.773,0,1,2.461,1.024,4,1.404,0,0,1,4.463,0,0,-0.341,-0.275,0.668,-0.758,-0.758,3.7,4.928,3.742,1,74.282,1,0,0,0,1,4,49.386,1.755,3.753,3.564,0.0,2.256,1,0.763,3,3,1.511,46.898,0,2.687,0,1.372,153.024,0.805,0.805,4,231.487,0,3.596,41,3.401,3.401,29
4.0,0,0.0,0,0,0.552,5.486,1,1,4.514,1,2.5,0,1,2.319,0.776,4,1.496,0,0,1,4.514,0,0,-0.625,-0.454,0.409,-1.28,-1.28,3.412,4.9,3.627,1,81.812,1,0,0,0,1,3,37.752,1.042,3.588,3.477,0.0,2.008,1,0.118,3,3,1.0,37.399,0,2.687,0,1.056,168.631,0.144,0.144,4,175.897,0,3.435,33,3.219,3.219,24
4.0,0,0.0,0,0,0.93,5.938,1,1,4.487,1,2.707,0,1,2.459,0.995,4,1.497,0,0,1,4.487,0,0,-0.501,-0.353,0.55,-1.027,-1.027,3.527,5.03,3.839,1,79.862,1,0,0,0,1,3,49.409,1.744,3.759,3.553,0.0,2.28,1,0.752,3,3,1.58,47.537,0,2.687,0,1.368,129.482,0.797,0.797,4,238.6,0,3.584,43,3.401,3.401,29
4.0,0,0.0,0,0,0.605,5.563,1,1,4.628,1,2.5,0,1,2.561,1.052,4,1.583,0,0,1,4.628,0,0,-0.428,-0.262,0.57,-0.87,-0.87,3.483,4.939,3.693,1,84.347,1,0,0,0,1,3,39.643,1.31,3.665,3.557,0.0,2.01,1,0.341,3,3,1.0,38.41,0,2.757,0,1.385,192.173,0.369,0.369,4,186.84,0,3.512,36,3.258,3.258,25
4.0,0,0.0,0,0,0.605,5.576,1,1,4.844,1,2.665,0,1,2.548,0.971,4,1.583,0,0,1,4.844,0,0,-0.502,-0.257,0.526,-0.916,-0.916,3.483,4.939,3.693,1,84.347,1,0,0,0,1,3,39.663,1.31,3.665,3.568,0.0,1.984,1,0.341,3,3,1.265,38.13,0,2.778,0,1.299,192.173,0.369,0.369,4,187.532,0,3.531,36,3.258,3.258,25
4.0,0,0.0,0,0,0.899,5.834,1,1,4.665,1,2.756,0,1,2.603,1.348,4,1.583,0,0,1,4.665,0,0,0.052,0.039,0.986,0.113,0.113,3.484,5.105,3.771,1,91.791,1,0,0,0,1,3,44.777,1.748,3.755,3.594,0.0,2.158,1,0.755,3,3,1.586,42.581,0,2.767,0,1.397,153.024,0.798,0.798,4,220.686,0,3.595,42,3.367,3.367,28
4.0,0,0.0,0,0,0.93,5.988,1,1,4.604,1,2.756,0,1,2.621,1.357,4,1.583,0,0,1,4.604,0,0,0.064,0.047,0.993,0.14,0.14,3.534,5.064,3.893,1,82.397,1,0,0,0,1,3,51.655,1.751,3.824,3.627,0.0,2.281,1,0.758,3,3,1.588,48.522,0,2.771,0,1.399,153.024,0.801,0.801,4,250.35,0,3.651,46,3.434,3.434,30
4.0,0,0.0,0,0,0.9,5.827,1,1,4.433,1,2.707,0,1,2.351,0.989,4,1.346,0,0,1,4.433,0,0,-0.503,-0.358,0.549,-1.029,-1.029,3.327,5.081,3.727,1,86.367,1,0,0,0,1,3,43.035,1.74,3.624,3.445,0.0,2.161,1,0.748,3,3,1.605,41.008,0,2.687,0,1.358,94.169,0.794,0.794,4,209.261,0,3.463,39,3.332,3.332,27
4.387,0,0.0,0,0,0.931,5.982,1,1,4.361,1,2.707,0,1,2.44,0.995,4,1.403,0,0,1,4.361,0,0,-0.501,-0.353,0.549,-1.027,-1.027,3.523,5.039,3.855,1,76.973,1,0,0,0,1,3,49.409,1.743,3.702,3.483,0.0,2.283,1,0.751,3,3,1.607,47.303,0,2.687,0,1.368,94.169,0.797,0.797,4,238.6,0,3.527,43,3.401,3.401,29
4.0,0,0.0,0,0,0.214,5.314,1,1,4.8,1,2.234,0,1,2.363,0.868,6,1.435,0,0,1,4.8,0,0,-0.522,-0.305,0.405,-0.942,-0.942,3.323,4.842,3.537,1,86.638,1,0,0,0,1,3,35.435,0.918,3.538,3.439,11.0,1.921,2,-0.026,3,3,1.264,34.475,0,2.641,0,0.992,203.173,-0.028,-0.028,4,161.812,0,3.437,30,3.178,3.178,23
4.0,0,0.0,0,0,0.553,5.298,1,1,4.572,1,2.246,0,1,2.366,0.776,6,1.435,0,0,1,4.572,0,0,-0.558,-0.39,0.409,-1.014,-1.014,3.323,4.842,3.537,1,86.638,1,0,0,0,1,3,35.449,1.043,3.538,3.426,11.0,1.939,2,0.118,3,3,1.0,34.866,0,2.687,0,1.081,203.173,0.145,0.145,4,161.16,0,3.416,30,3.178,3.178,23
4.0,0,0.0,0,0,0.903,5.638,1,1,4.609,1,2.5,0,1,2.411,1.017,6,1.435,0,0,1,4.609,0,0,-0.354,-0.272,0.626,-0.583,-0.583,3.323,5.024,3.628,1,94.083,1,0,0,0,1,3,40.411,1.741,3.639,3.469,11.0,2.081,2,0.75,3,3,1.377,39.332,0,2.687,0,1.362,164.024,0.796,0.796,4,193.951,0,3.507,36,3.296,3.296,26
4.0,0,0.0,0,0,0.933,5.823,1,1,4.544,1,2.5,0,1,2.477,1.024,6,1.436,0,0,1,4.544,0,0,-0.353,-0.27,0.626,-0.582,-0.582,3.52,4.979,3.767,1,84.688,1,0,0,0,1,3,47.881,1.744,3.717,3.506,11.0,2.194,2,0.752,3,3,1.377,44.861,0,2.687,0,1.372,164.024,0.798,0.798,4,222.906,0,3.568,40,3.367,3.367,28
6.699,0,10.443,1,1,1.45,6.159,0,0,5.089,0,3.053,0,0,2.715,2.5,0,1.718,0,0,2,5.089,0,0,1.371,0.888,1.889,2.275,2.275,3.68,5.25,4.115,0,155.26,0,0,0,0,0,0,51.675,2.156,4.01,3.842,53.683,2.374,0,1.154,2,2,1.747,52.606,0,2.924,0,2.597,183.165,1.165,1.165,8,275.994,0,3.992,51,3.526,3.526,33
5.201,0,10.434,1,1,1.168,5.736,0,0,4.993,0,2.866,0,0,2.715,2.385,0,1.663,0,0,1,4.993,0,0,1.225,0.695,1.682,1.455,1.455,3.635,5.07,3.857,0,133.366,0,0,0,0,0,0,45.694,2.0,3.936,3.595,42.683,2.28,0,1.0,3,3,1.579,47.136,0,2.924,0,2.5,199.543,1.0,1.0,4,228.069,0,3.797,46,3.401,3.401,29
5.004,0,10.382,1,1,1.0,5.636,0,0,4.901,0,2.832,0,0,2.586,2.118,0,1.451,0,0,1,4.901,0,0,0.927,0.572,1.547,1.372,1.372,3.563,5.027,3.665,0,120.389,0,0,0,0,0,0,41.781,1.799,3.804,3.46,42.683,1.945,0,0.801,3,3,1.45,43.667,0,2.687,0,2.293,148.623,0.833,0.833,4,204.717,0,3.66,40,3.332,3.332,27
5.004,0,10.405,1,1,1.031,5.666,0,1,4.781,0,2.854,0,0,2.663,2.382,1,1.598,0,0,1,4.781,0,0,1.225,0.693,1.68,1.452,1.452,3.556,5.059,3.713,0,129.007,0,0,0,0,0,0,43.374,1.917,3.86,3.532,42.683,1.949,0,0.916,4,4,1.45,45.21,0,2.746,0,2.5,160.394,1.0,1.0,4,215.013,0,3.704,43,3.367,3.367,28
5.004,0,10.415,1,1,1.031,5.667,0,0,4.777,0,2.854,0,0,2.715,2.382,0,1.662,0,0,1,4.777,0,0,1.225,0.693,1.68,1.452,1.452,3.622,5.047,3.71,0,139.341,0,0,0,0,0,0,43.374,1.984,3.886,3.559,42.683,1.949,0,0.983,3,3,1.45,45.21,0,2.736,0,2.5,172.165,1.0,1.0,4,215.013,0,3.744,43,3.367,3.367,28
5.244,0,10.413,1,1,1.031,5.663,0,0,4.993,0,2.854,0,0,2.699,2.382,0,1.668,0,0,1,4.993,0,0,1.225,0.694,1.681,1.452,1.452,3.627,5.047,3.709,0,139.341,0,0,0,0,0,0,43.374,1.956,3.882,3.562,42.683,1.949,0,0.954,3,3,1.45,45.21,0,2.761,0,2.5,172.165,1.0,1.0,4,215.013,0,3.733,43,3.367,3.367,28
5.004,0,10.445,1,1,1.133,5.724,0,0,5.003,0,2.907,0,0,2.715,2.384,0,1.69,0,0,1,5.003,0,0,1.225,0.694,1.681,1.453,1.453,3.65,5.082,3.768,0,141.876,0,0,0,0,0,3,45.512,2.0,3.947,3.658,42.683,2.315,0,1.0,3,3,1.451,46.919,0,2.915,0,2.5,195.708,1.0,1.0,4,226.997,0,3.823,45,3.401,3.401,29
5.886,0,10.464,1,1,1.442,5.789,0,0,5.003,0,2.907,0,0,2.715,2.395,0,1.691,0,0,1,5.003,0,0,1.225,0.698,1.686,1.464,1.464,3.661,5.105,3.907,0,135.9,0,0,0,0,0,3,47.717,2.0,4.005,3.69,42.683,2.322,0,1.0,3,3,1.758,49.22,0,2.928,0,2.5,223.085,1.0,1.0,4,240.871,0,3.872,49,3.434,3.434,30
5.004,0,10.413,1,1,1.044,5.667,0,0,4.912,0,2.871,0,0,2.715,2.174,0,1.466,0,0,1,4.912,0,0,1.013,0.632,1.615,1.443,1.443,3.594,5.059,3.718,0,128.785,0,0,0,0,1,0,44.22,1.895,3.87,3.563,42.683,2.266,0,0.894,3,3,1.45,45.62,0,2.819,0,2.388,183.937,0.935,0.935,4,216.174,0,3.722,42,3.367,3.367,28
5.959,0,10.486,1,1,1.441,5.866,0,0,4.953,0,3.042,0,0,2.789,2.392,0,1.55,0,0,1,4.953,0,0,1.225,0.7,1.688,1.465,1.465,3.65,5.132,3.854,0,133.854,0,0,0,0,1,6,48.714,2.0,4.017,3.755,42.683,2.311,0,1.0,3,3,1.751,49.109,0,2.923,0,2.5,231.021,1.0,1.0,4,243.2,0,3.947,49,3.434,3.434,30
5.42,1,9.091,1,1,1.0,6.489,0,0,4.772,0,2.617,5,0,2.715,1.322,1,1.741,3,4,2,4.772,4,4,-0.064,-0.049,0.944,-0.122,-0.122,3.684,5.016,3.89,0,108.199,0,1,1,1,0,0,41.857,2.0,3.85,3.475,137.286,2.46,0,1.0,0,0,1.823,44.261,1,2.687,1,1.858,290.31,1.0,1.0,9,201.824,0,3.651,37,3.332,3.332,27
6.959,1,9.21,1,1,1.493,6.098,0,0,5.096,0,2.933,3,0,2.785,1.857,0,1.65,1,4,2,5.096,2,2,0.776,0.716,1.726,1.741,1.741,3.809,5.154,4.279,0,193.389,0,1,1,2,0,0,49.128,1.904,4.011,3.818,103.973,2.587,0,0.853,0,0,2.401,49.44,0,3.237,2,2.101,296.146,1.051,1.051,5,246.201,2,3.795,46,3.466,3.466,31
5.836,2,19.023,2,1,1.171,6.414,0,0,5.297,0,2.811,3,0,2.733,1.584,0,1.636,1,4,2,5.297,2,2,0.481,0.367,1.294,0.624,0.624,3.677,5.194,3.93,0,117.764,0,1,1,2,0,0,46.138,2.075,3.934,3.669,146.656,2.538,0,1.055,0,0,1.874,45.795,1,2.858,1,2.002,323.223,1.088,1.088,7,226.016,1,3.794,43,3.401,3.401,29
6.873,1,9.136,1,1,1.146,6.253,0,0,5.215,0,2.789,3,0,2.733,1.584,0,1.637,1,4,2,5.215,2,2,0.481,0.367,1.294,0.624,0.624,3.677,5.126,3.827,0,120.298,0,1,1,2,0,0,43.679,1.793,3.89,3.624,103.973,2.527,0,0.786,0,0,1.61,44.118,1,2.858,1,1.862,292.311,0.787,0.787,7,212.463,2,3.747,40,3.367,3.367,28
6.444,1,9.056,1,1,1.587,6.177,0,0,5.184,0,2.789,3,0,2.73,1.584,0,1.637,1,4,2,5.184,2,2,0.481,0.367,1.294,0.624,0.624,3.665,5.144,3.816,0,121.88,0,1,1,1,0,0,43.679,1.722,3.845,3.586,114.973,2.538,0,0.723,0,0,1.612,44.254,1,2.853,1,1.862,279.768,0.787,0.787,7,212.463,0,3.7,40,3.367,3.367,28
6.896,1,9.207,1,1,1.475,6.041,0,0,4.914,0,2.891,3,0,2.715,1.854,0,1.65,1,4,2,4.914,2,2,0.771,0.68,1.704,1.741,1.741,3.808,5.071,4.211,0,199.72,0,1,1,2,0,0,44.673,1.849,3.937,3.763,103.973,2.573,0,0.824,0,0,1.893,45.353,0,3.152,2,2.087,280.54,0.976,0.976,7,220.152,2,3.76,40,3.401,3.401,29
8.0,1,9.034,1,1,1.439,6.535,0,0,5.003,0,3.081,2,0,2.753,2.248,0,1.607,1,2,2,5.003,2,2,1.066,0.635,1.631,1.743,1.743,3.679,5.296,4.226,0,126.572,0,1,1,1,0,0,50.586,2.13,3.887,3.769,103.973,2.592,0,1.124,0,0,2.173,49.878,1,2.913,1,2.305,198.142,1.147,1.147,6,265.727,1,3.858,47,3.497,3.497,32
9.0,1,9.029,1,1,1.485,6.716,0,0,5.003,0,2.917,2,0,2.77,1.801,0,1.59,1,2,2,5.003,2,2,0.686,0.479,1.446,1.464,1.464,3.678,5.291,4.289,0,126.927,0,1,1,2,0,0,51.14,1.746,3.919,3.752,103.973,2.629,0,0.739,0,0,1.86,50.377,1,3.047,1,2.248,209.913,0.851,0.851,4,261.387,1,3.863,52,3.466,3.466,31
6.0,1,9.059,1,1,1.0,5.78,0,0,4.725,0,2.5,2,0,2.715,1.322,0,1.608,1,2,2,4.725,2,2,-0.076,-0.058,0.938,-0.141,-0.141,3.679,4.958,3.544,0,121.698,0,1,1,1,0,0,38.215,1.693,3.714,3.374,92.973,1.823,0,0.687,0,0,1.058,38.943,1,2.687,1,2.243,222.455,0.778,0.778,9,176.461,1,3.502,33,3.258,3.258,25
