pXC50,Eig10_AEA.ri.,Eig10_EA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,Eig08_AEA.bo.,Eig08_EA.bo.,Eig04_EA.bo.,SM14_AEA.ri.,Wap,Eig12_EA.ri.,Eig08_EA.ri.,Eig12_AEA.ri.,Eig08_EA,SM02_AEA.dm.,Eig08_AEA.ri.,GGI9,Eig08_AEA.ed.,Eig10_AEA.bo.,Eig08_EA.ed.,SM03_AEA.ri.,Eig09_EA.bo.,Eig10_EA,SM04_AEA.dm.,Eig07_EA.bo.,Eig10_AEA.ed.,Eig08_AEA.dm.,Eig12_EA.ed.,SM07_AEA.ri.,SpMin3_Bh.e.,Eig12_EA.bo.,Eig13_AEA.ed.,SpMaxA_AEA.bo.,Eig10_EA.bo.,Eig12_AEA.bo.,SpMax3_Bh.p.,Xindex,IC5,D.Dtr06,Eig07_AEA.bo.,nAB,Eta_beta,Eig06_EA.ed.,SM15_AEA.dm.,Eig04_AEA.bo.,SpMin3_Bh.i.,Eig11_AEA.ri.,Ui,Eig04_EA.ri.,Eig11_EA.ri.,Eig09_AEA.ri.,Eig09_AEA.bo.,nCsp2,Eig05_AEA.bo.,PCD,MDDD,X2sol,Eta_betaP,HVcpx,Eig05_AEA.ri.,Eig06_EA,SM14_AEA.bo.,SpMax3_Bh.v.,Eig09_EA.ed.,SM04_AEA.ri.,TPC
7.21,2.229,1.194,3.443,3.443,2.953,2.014,3.128,3.128,36636.0,0.965,1.602,1.967,1.718,1.718,2.658,0.244,4.464,2.5,4.474,4.474,1.911,1.306,1.306,2.609,4.097,2.235,2.275,2.275,1.698,1.451,3.414,0.122,1.5,2.465,3.615,0.256,5.14,398.971,3.31,17,44.25,6.887,6.887,3.953,1.642,2.0,3.524,2.543,1.0,2.394,2.837,16,3.869,2.992,44.666,13.705,20.0,3.831,3.564,2.301,2.301,3.648,3.682,3.682,8.012
6.387,2.136,1.107,3.221,3.221,2.941,2.006,3.125,3.125,33212.0,0.965,1.559,1.967,1.679,1.679,2.617,0.244,4.451,2.5,4.406,4.406,1.904,1.227,1.227,2.609,4.032,2.233,2.275,2.275,1.681,1.389,3.414,0.126,1.5,2.427,3.613,0.261,4.907,384.119,3.31,17,44.25,6.887,6.887,3.949,1.629,2.0,3.524,2.529,1.0,2.385,2.833,15,3.867,2.995,41.529,13.325,20.0,3.771,3.556,2.299,2.299,3.646,3.651,3.651,7.941
6.658,2.364,1.337,3.626,3.626,3.271,2.32,3.31,3.31,43280.0,0.983,1.814,1.992,1.846,1.846,2.837,0.223,4.692,2.754,4.904,4.904,1.959,1.378,1.378,2.613,4.283,2.243,2.494,2.494,1.721,1.5,3.479,0.119,1.771,2.5,3.782,0.224,5.121,395.908,3.333,17,43.0,6.917,6.917,4.114,1.673,2.0,3.524,2.68,1.0,2.525,2.867,16,3.887,2.988,43.704,14.136,19.5,3.791,3.608,2.357,2.357,3.78,4.217,4.217,8.139
6.66,2.169,1.144,3.221,3.221,2.941,2.006,3.125,3.125,33212.0,0.983,1.602,1.984,1.679,1.679,2.64,0.244,4.451,2.5,4.406,4.406,1.904,1.227,1.227,2.609,4.032,2.235,2.275,2.275,1.715,1.389,3.414,0.126,1.5,2.427,3.633,0.261,5.099,384.119,3.31,17,42.5,6.887,6.887,3.949,1.667,2.0,3.524,2.542,1.0,2.386,2.833,16,3.867,2.995,41.529,13.325,19.5,3.771,3.574,2.299,2.299,3.66,3.651,3.651,7.941
6.825,2.364,1.337,3.626,3.626,3.271,2.32,3.31,3.31,43280.0,1.0,1.812,2.0,1.846,1.846,2.836,0.223,4.692,2.754,4.904,4.904,1.959,1.378,1.378,2.613,4.283,2.245,2.494,2.494,1.715,1.5,3.479,0.119,1.771,2.5,3.798,0.224,4.983,395.908,3.333,17,43.75,6.917,6.917,4.114,1.656,2.0,3.524,2.674,1.0,2.518,2.867,17,3.887,2.988,43.704,14.136,20.0,3.791,3.6,2.357,2.357,3.795,4.217,4.217,8.139
6.752,2.155,1.127,3.221,3.221,2.941,2.006,3.125,3.125,33212.0,1.0,1.599,2.0,1.679,1.679,2.639,0.244,4.451,2.5,4.406,4.406,1.904,1.227,1.227,2.609,4.032,2.233,2.275,2.275,1.704,1.389,3.414,0.126,1.5,2.427,3.616,0.261,4.954,384.119,3.31,17,43.25,6.887,6.887,3.949,1.645,2.0,3.524,2.549,1.0,2.386,2.833,17,3.867,2.995,41.529,13.325,20.0,3.771,3.565,2.299,2.299,3.649,3.651,3.651,7.941
7.357,2.161,1.145,2.843,2.843,2.938,2.031,3.145,3.145,21017.0,0.956,1.589,1.959,1.673,1.673,2.629,0.266,4.306,2.5,4.033,4.033,1.955,1.181,1.181,2.666,3.888,2.018,2.275,2.275,1.649,1.462,3.4,0.126,1.5,2.486,3.658,0.284,5.248,282.285,3.351,17,43.0,6.826,6.826,4.097,1.607,2.0,3.524,2.441,1.0,2.43,2.873,16,3.857,2.753,45.216,12.079,19.5,3.862,3.543,2.371,2.371,3.678,3.753,3.753,7.521
8.155,2.329,1.307,3.027,3.027,2.914,2.03,3.361,3.361,31400.0,1.0,1.532,2.0,1.529,1.529,2.535,0.274,4.394,2.798,4.133,4.133,2.002,1.345,1.345,2.427,3.88,2.031,2.275,2.275,1.801,1.5,3.34,0.122,1.901,2.5,3.815,0.25,5.414,376.93,3.247,18,43.75,5.494,5.494,3.934,1.779,2.223,3.7,2.548,1.222,2.419,2.867,21,3.797,3.244,43.117,13.898,23.5,3.816,3.465,2.06,2.06,3.812,3.583,3.583,7.857
7.43,2.0,1.0,2.275,2.275,2.757,1.797,2.811,2.811,25484.0,0.754,1.319,1.742,1.432,1.432,2.359,0.208,4.194,2.456,3.725,3.725,1.5,1.0,1.0,2.116,3.414,1.636,2.111,2.111,1.722,0.978,2.791,0.146,1.444,2.0,3.642,0.273,4.964,327.613,2.966,12,32.75,4.905,4.905,3.67,1.688,2.0,3.0,2.471,1.0,2.169,2.5,11,3.313,2.399,28.357,11.99,15.0,3.569,2.973,1.953,1.953,3.664,3.268,3.268,7.738
7.745,2.204,1.194,3.38,3.38,3.075,2.237,3.213,3.213,21923.0,1.0,1.702,2.0,1.732,1.732,2.738,0.309,4.414,2.668,4.328,4.328,1.976,1.219,1.219,2.414,4.085,2.294,2.275,2.275,1.772,1.5,3.414,0.123,1.731,2.5,3.683,0.282,5.352,398.468,3.191,18,44.25,5.732,5.732,3.936,1.733,2.166,3.7,2.593,1.161,2.599,2.968,20,3.798,3.288,45.363,13.901,23.5,3.83,3.441,2.122,2.122,3.694,4.0,4.0,7.565
7.77,2.2,1.19,3.381,3.381,3.084,2.249,3.214,3.214,21923.0,1.0,1.722,2.0,1.732,1.732,2.738,0.339,4.424,2.661,4.356,4.356,1.976,1.214,1.214,2.487,4.085,2.369,2.275,2.275,1.772,1.5,3.414,0.123,1.671,2.5,3.683,0.281,5.209,400.077,3.258,18,44.25,5.889,5.889,3.935,1.733,2.0,3.7,2.579,1.0,2.607,2.969,20,3.799,3.278,45.956,13.901,23.5,3.869,3.435,2.172,2.172,3.694,4.0,4.0,7.565
7.194,2.403,1.39,3.812,3.812,3.102,2.286,3.213,3.213,32946.0,1.186,1.722,2.196,1.732,1.732,2.738,0.405,4.459,2.876,4.451,4.451,2.038,1.434,1.434,2.69,4.223,2.423,2.998,2.998,1.772,1.669,3.414,0.111,1.978,2.66,3.683,0.279,5.402,445.85,3.45,18,47.75,7.3,7.3,3.994,1.733,2.371,3.7,2.629,1.349,2.632,2.97,20,3.932,3.485,52.636,14.61,24.0,3.903,3.628,2.472,2.472,3.694,4.0,4.0,7.865
7.602,2.2,1.19,3.382,3.382,3.086,2.252,3.215,3.215,24552.0,1.0,1.722,2.0,1.732,1.732,2.738,0.339,4.427,2.662,4.365,4.365,1.976,1.214,1.214,2.511,4.085,2.37,2.275,2.275,1.772,1.5,3.414,0.12,1.671,2.5,3.684,0.277,5.269,414.708,3.286,18,45.5,6.422,6.422,3.937,1.733,2.0,3.7,2.594,1.0,2.61,2.969,20,3.807,3.304,48.685,14.692,24.0,3.926,3.457,2.229,2.229,3.694,4.0,4.0,7.648
7.854,2.357,1.324,3.592,3.592,3.095,2.27,3.215,3.215,24396.0,1.0,1.722,2.0,1.732,1.732,2.738,0.355,4.447,2.816,4.411,4.411,1.978,1.397,1.397,2.576,4.11,2.423,2.275,2.275,1.772,1.5,3.414,0.12,1.935,2.5,3.683,0.281,5.352,411.282,3.338,18,45.0,5.992,5.992,3.94,1.733,2.198,3.7,2.628,1.189,2.622,2.97,20,3.808,3.339,46.824,13.901,23.5,3.867,3.469,2.175,2.175,3.694,4.0,4.0,7.649
7.137,2.446,1.39,4.148,4.148,3.207,2.412,3.368,3.368,64683.0,1.219,1.679,2.223,1.853,1.853,2.774,0.262,4.893,2.905,5.292,5.292,2.257,1.51,1.51,2.541,4.393,2.206,3.023,3.023,1.804,1.516,3.414,0.118,2.01,2.573,3.814,0.221,5.496,346.854,3.29,22,44.75,6.396,6.396,4.003,1.782,2.339,3.807,2.632,1.305,2.521,3.013,21,3.805,4.344,42.713,14.864,23.5,3.823,3.495,2.265,2.265,3.813,4.283,4.283,8.443
7.523,2.0,1.0,2.275,2.275,2.85,1.982,3.17,3.17,15296.0,0.956,1.378,1.959,1.391,1.391,2.385,0.219,4.023,2.5,3.324,3.324,1.694,1.0,1.0,2.284,3.414,1.519,2.136,2.136,1.737,1.5,2.922,0.139,1.5,2.5,3.659,0.287,5.172,340.236,3.097,18,42.0,5.096,5.096,3.777,1.703,2.0,3.7,2.317,1.0,2.207,2.674,20,3.54,3.263,38.625,12.485,23.5,3.805,3.19,1.966,1.966,3.671,2.982,2.982,7.285
7.143,2.0,1.0,2.275,2.275,2.85,1.982,3.184,3.184,16616.0,0.956,1.379,1.959,1.393,1.393,2.386,0.259,4.103,2.5,3.439,3.439,1.718,1.0,1.0,2.284,3.414,1.97,2.136,2.136,1.742,1.5,3.247,0.134,1.5,2.5,3.662,0.287,5.229,355.288,3.098,18,42.5,5.12,5.12,3.824,1.707,2.0,3.7,2.494,1.0,2.246,2.694,20,3.74,3.258,40.009,12.971,23.5,3.818,3.364,1.967,1.967,3.674,2.984,2.984,7.352
7.553,2.06,1.042,2.379,2.379,2.85,1.982,3.188,3.188,18037.0,1.0,1.38,2.0,1.395,1.395,2.388,0.259,4.108,2.5,3.451,3.451,1.731,1.067,1.067,2.284,3.564,2.024,2.275,2.275,1.741,1.5,3.247,0.13,1.5,2.5,3.662,0.285,5.319,370.584,3.098,18,43.25,5.12,5.12,3.848,1.707,2.0,3.7,2.525,1.0,2.285,2.709,20,3.75,3.252,41.883,13.162,23.5,3.821,3.366,1.967,1.967,3.675,2.985,2.985,7.415
7.056,2.202,1.194,2.983,2.983,2.97,1.991,3.204,3.204,19460.0,1.0,1.623,2.0,1.636,1.636,2.633,0.299,4.414,2.66,4.0,4.0,1.967,1.21,1.21,2.284,3.569,2.034,2.275,2.275,1.768,1.5,3.247,0.127,1.669,2.5,3.674,0.285,5.209,385.879,3.1,18,43.5,5.122,5.122,3.919,1.727,2.0,3.7,2.552,1.0,2.384,2.849,20,3.762,3.246,43.375,13.901,23.5,3.813,3.368,1.968,1.968,3.686,3.389,3.389,7.475
7.292,2.202,1.194,2.983,2.983,2.97,1.991,3.204,3.204,19460.0,1.0,1.623,2.0,1.636,1.636,2.633,0.299,4.414,2.66,4.0,4.0,1.967,1.21,1.21,2.284,3.569,2.034,2.275,2.275,1.768,1.5,3.247,0.127,1.669,2.5,3.674,0.285,5.209,385.879,3.1,18,43.5,5.122,5.122,3.919,1.727,2.0,3.7,2.552,1.0,2.384,2.849,20,3.762,3.246,43.375,13.901,23.5,3.813,3.368,1.968,1.968,3.686,3.389,3.389,7.475
7.495,2.242,1.229,2.984,2.984,3.094,2.14,3.19,3.19,21085.0,1.0,1.625,2.0,1.64,1.64,2.637,0.291,4.433,2.687,4.374,4.374,1.982,1.253,1.253,2.284,3.569,2.039,2.275,2.275,1.784,1.5,3.414,0.123,1.709,2.5,3.679,0.282,5.281,401.583,3.135,18,44.0,5.123,5.123,3.867,1.737,2.0,3.7,2.548,1.0,2.386,2.85,20,3.755,3.24,46.529,14.383,23.5,3.89,3.367,2.05,2.05,3.688,3.439,3.439,7.533
7.004,2.205,1.197,3.381,3.381,3.084,2.249,3.214,3.214,21923.0,1.0,1.722,2.0,1.732,1.732,2.738,0.339,4.424,2.661,4.356,4.356,1.976,1.214,1.214,2.487,4.085,2.369,2.275,2.275,1.768,1.5,3.414,0.123,1.671,2.5,3.674,0.281,5.209,400.077,3.258,18,44.25,5.889,5.889,3.935,1.727,2.0,3.7,2.582,1.0,2.61,2.969,20,3.799,3.278,45.956,13.901,23.5,3.869,3.426,2.172,2.172,3.686,4.0,4.0,7.565
7.244,2.356,1.324,3.592,3.592,3.095,2.27,3.215,3.215,24396.0,1.0,1.722,2.0,1.732,1.732,2.738,0.355,4.447,2.816,4.411,4.411,1.978,1.397,1.397,2.576,4.11,2.423,2.275,2.275,1.768,1.5,3.414,0.12,1.935,2.5,3.674,0.281,5.352,411.282,3.338,18,45.0,5.992,5.992,3.94,1.727,2.204,3.7,2.634,1.196,2.627,2.97,20,3.808,3.339,46.824,13.901,23.5,3.867,3.46,2.175,2.175,3.686,4.0,4.0,7.649
7.854,2.355,1.324,3.358,3.358,2.97,2.039,3.211,3.211,21923.0,1.0,1.616,2.0,1.643,1.643,2.632,0.315,4.414,2.806,4.0,4.0,1.978,1.383,1.383,2.286,4.056,2.034,2.275,2.275,1.772,1.5,3.414,0.123,1.913,2.5,3.683,0.284,5.352,397.085,3.102,18,44.25,5.452,5.452,3.938,1.733,2.196,3.7,2.625,1.186,2.393,2.875,20,3.796,3.317,44.77,13.901,23.5,3.813,3.451,2.032,2.032,3.694,3.584,3.584,7.565
7.469,2.0,1.0,2.275,2.275,2.757,1.797,2.811,2.811,25484.0,0.754,1.319,1.742,1.432,1.432,2.359,0.208,4.194,2.456,3.725,3.725,1.5,1.0,1.0,2.116,3.414,1.636,2.111,2.111,1.722,0.978,2.791,0.146,1.444,2.0,3.642,0.273,4.964,327.613,2.966,12,32.75,4.905,4.905,3.67,1.688,2.0,3.0,2.471,1.0,2.169,2.5,11,3.313,2.399,28.357,11.99,15.0,3.569,2.973,1.953,1.953,3.664,3.268,3.268,7.738
7.009,2.0,1.0,2.275,2.275,2.757,1.797,2.811,2.811,25484.0,0.754,1.32,1.742,1.432,1.432,2.359,0.208,4.194,2.456,3.725,3.725,1.5,1.0,1.0,2.116,3.414,1.636,2.111,2.111,1.723,0.978,2.791,0.146,1.444,2.0,3.643,0.273,4.967,327.613,2.966,12,32.75,4.905,4.905,3.67,1.689,2.0,3.0,2.486,1.0,2.169,2.5,11,3.313,2.399,28.357,11.99,15.0,3.569,2.989,1.953,1.953,3.666,3.268,3.268,7.738
6.681,2.0,1.0,2.275,2.275,2.767,1.663,2.574,2.574,22878.0,0.753,1.19,1.74,1.259,1.259,2.21,0.198,4.01,2.463,3.285,3.285,1.5,1.0,1.0,1.931,3.414,1.651,1.83,1.83,1.722,0.977,2.732,0.151,1.394,2.0,3.643,0.279,4.877,309.068,2.972,12,33.5,4.749,4.749,3.614,1.687,2.0,3.17,2.389,0.996,2.0,2.5,10,3.315,2.481,26.083,11.15,16.5,3.545,2.9,1.737,1.737,3.664,2.275,2.275,7.656
6.648,2.169,1.153,3.274,3.274,2.951,2.103,3.071,3.071,49409.0,1.0,1.567,2.0,1.65,1.65,2.602,0.218,4.509,2.5,4.592,4.592,1.796,1.208,1.208,2.2,4.009,1.888,2.275,2.275,1.722,1.066,3.363,0.129,1.5,2.203,3.653,0.226,5.077,372.338,3.067,17,38.0,5.701,5.701,3.842,1.688,2.0,3.248,2.561,1.0,2.357,2.75,12,3.471,2.994,35.667,13.381,17.5,3.733,3.32,2.002,2.002,3.687,3.759,3.759,8.229
6.373,2.0,1.0,2.275,2.275,2.857,1.992,2.82,2.82,26129.0,0.779,1.323,1.772,1.445,1.445,2.359,0.244,4.26,2.5,3.804,3.804,1.535,1.0,1.0,2.179,3.585,1.674,2.206,2.206,1.723,0.999,3.14,0.148,1.5,2.0,3.644,0.28,4.997,342.596,3.08,12,33.25,5.517,5.517,3.689,1.689,2.0,3.0,2.512,1.0,2.263,2.535,11,3.331,2.374,29.23,12.751,15.0,3.555,3.017,1.976,1.976,3.665,3.485,3.485,7.775
7.759,2.141,1.118,2.733,2.733,2.785,1.858,2.819,2.819,30935.0,1.0,1.478,2.0,1.536,1.536,2.502,0.216,4.316,2.5,4.039,4.039,1.599,1.211,1.211,2.261,3.625,1.791,2.275,2.275,1.746,1.0,3.164,0.141,1.5,2.0,3.672,0.281,5.049,263.288,3.188,12,35.75,5.444,5.444,3.681,1.713,2.0,3.17,2.469,1.0,2.293,2.61,12,3.374,2.459,29.203,12.785,16.5,3.546,3.011,2.013,2.013,3.675,3.47,3.47,7.889
6.577,2.0,1.0,2.682,2.682,2.922,2.085,2.869,2.869,29942.0,0.947,1.502,1.952,1.583,1.583,2.53,0.237,4.408,2.5,4.253,4.253,1.665,1.019,1.019,2.262,3.862,1.752,2.275,2.275,1.743,1.0,3.136,0.143,1.5,2.0,3.66,0.283,4.964,348.728,3.189,12,33.75,5.562,5.562,3.719,1.705,2.0,3.0,2.537,1.0,2.367,2.654,11,3.592,2.395,29.577,13.452,15.0,3.538,3.344,1.953,1.953,3.67,3.725,3.725,7.887
5.602,2.126,1.123,2.631,2.631,2.915,1.998,3.157,3.157,27325.0,0.899,1.595,1.905,1.632,1.632,2.614,0.327,4.638,2.517,4.654,4.654,1.878,1.129,1.129,2.544,3.784,1.844,2.268,2.268,1.627,1.33,3.247,0.137,1.5,2.393,3.614,0.292,5.137,193.366,3.311,17,40.5,6.37,6.37,3.916,1.557,2.0,3.524,2.479,1.0,2.371,2.812,17,3.635,3.048,30.874,12.252,20.0,3.533,3.272,2.09,2.09,3.648,3.638,3.638,7.835
5.004,2.0,1.0,2.275,2.275,2.5,1.5,3.08,3.08,10368.0,0.734,1.216,1.731,1.225,1.225,2.22,0.167,3.859,2.467,2.948,2.948,1.5,1.0,1.0,1.951,3.478,1.314,2.136,2.136,1.585,1.103,2.805,0.16,1.461,2.249,3.614,0.353,4.59,194.581,2.853,17,35.0,4.859,4.859,3.872,1.556,1.894,3.392,2.462,0.887,2.0,2.5,16,3.572,2.851,25.347,10.509,18.0,3.367,3.232,1.839,1.839,3.647,2.496,2.496,7.096
5.131,2.0,1.0,2.276,2.276,2.837,1.923,3.059,3.059,11663.0,0.744,1.348,1.741,1.399,1.399,2.379,0.172,4.286,2.5,3.644,3.644,1.5,1.0,1.0,2.025,3.48,1.656,2.136,2.136,1.59,1.119,2.843,0.155,1.5,2.255,3.608,0.342,4.642,204.265,2.981,17,36.5,4.885,4.885,3.844,1.547,1.898,3.392,2.367,0.892,2.0,2.5,16,3.521,2.862,28.357,11.0,18.5,3.455,3.196,1.897,1.897,3.641,2.497,2.497,7.175
4.857,2.0,1.0,2.275,2.275,2.5,1.5,3.055,3.055,10463.0,0.739,1.102,1.736,1.106,1.106,2.103,0.152,3.785,2.397,2.497,2.497,1.5,1.0,1.0,1.943,3.414,1.156,1.846,1.846,1.59,1.091,2.796,0.16,1.337,2.18,3.613,0.349,4.789,194.885,2.847,17,35.0,4.834,4.834,3.836,1.555,1.895,3.392,2.399,0.889,2.0,2.5,16,3.482,2.851,26.096,10.159,18.0,3.425,3.129,1.825,1.825,3.646,2.326,2.326,7.096
5.569,2.0,1.0,2.496,2.496,2.835,1.917,3.093,3.093,21154.0,0.946,1.351,1.952,1.412,1.412,2.385,0.171,4.285,2.5,3.642,3.642,1.5,1.0,1.0,2.04,3.498,1.656,2.227,2.227,1.643,1.245,3.247,0.141,1.5,2.277,3.612,0.281,4.736,327.542,2.971,17,38.75,4.931,4.931,3.89,1.594,2.0,3.392,2.461,1.0,2.043,2.5,16,3.62,2.907,31.96,11.663,18.5,3.553,3.275,1.884,1.884,3.646,2.718,2.718,7.599
6.436,2.0,1.0,2.496,2.496,2.835,1.917,3.093,3.093,21154.0,0.946,1.35,1.952,1.412,1.412,2.384,0.171,4.285,2.5,3.642,3.642,1.5,1.0,1.0,2.04,3.498,1.656,2.227,2.227,1.64,1.245,3.247,0.141,1.5,2.277,3.609,0.281,4.858,327.542,2.971,17,39.25,4.931,4.931,3.89,1.593,1.955,3.392,2.457,0.951,2.037,2.5,15,3.62,2.907,31.96,11.663,18.5,3.553,3.271,1.884,1.884,3.643,2.718,2.718,7.599
5.824,2.0,0.999,2.496,2.496,2.835,1.917,3.093,3.093,21154.0,0.916,1.349,1.917,1.412,1.412,2.384,0.171,4.285,2.5,3.642,3.642,1.5,1.0,1.0,2.04,3.498,1.656,2.227,2.227,1.635,1.245,3.247,0.141,1.5,2.277,3.6,0.281,4.681,327.542,2.971,17,39.75,4.931,4.931,3.89,1.591,1.952,3.392,2.452,0.946,2.024,2.5,14,3.62,2.907,31.96,11.663,18.5,3.553,3.268,1.884,1.884,3.636,2.718,2.718,7.599
5.432,1.967,0.953,2.494,2.494,2.781,1.829,3.049,3.049,19412.0,0.864,1.323,1.872,1.402,1.402,2.364,0.203,4.26,2.398,3.592,3.592,1.5,1.0,1.0,1.993,3.486,1.656,2.136,2.136,1.591,1.069,3.247,0.145,1.342,2.229,3.607,0.291,4.715,207.221,2.902,16,36.75,4.953,4.953,3.863,1.576,1.952,3.322,2.406,0.946,2.0,2.5,13,3.524,2.719,28.611,11.99,16.5,3.474,3.188,1.873,1.873,3.638,2.655,2.655,7.539
5.524,1.997,0.953,2.275,2.275,2.53,1.543,2.979,2.979,17824.0,0.946,1.013,1.952,1.164,1.164,2.039,0.104,3.765,2.5,2.752,2.752,1.5,1.0,1.0,1.998,3.474,1.553,2.136,2.136,1.636,1.133,3.247,0.149,1.5,2.239,3.584,0.272,4.823,291.313,2.94,17,37.25,4.455,4.455,3.691,1.585,1.955,3.392,2.264,0.949,2.0,2.5,15,3.347,2.992,28.025,12.033,18.5,3.579,2.907,1.766,1.766,3.611,2.613,2.613,7.426
5.466,2.0,1.0,2.275,2.275,2.575,1.602,2.982,2.982,18932.0,0.946,1.106,1.952,1.181,1.181,2.115,0.12,3.814,2.5,2.8,2.8,1.5,1.0,1.0,2.002,3.476,1.553,2.136,2.136,1.665,1.14,3.247,0.145,1.5,2.24,3.635,0.275,4.949,303.389,2.947,17,37.5,4.464,4.464,3.698,1.625,1.955,3.392,2.316,0.951,2.036,2.5,15,3.356,2.962,29.847,11.854,18.5,3.584,2.965,1.766,1.766,3.653,2.653,2.653,7.487
6.582,2.0,1.0,2.496,2.496,2.835,1.917,3.093,3.093,21154.0,0.946,1.354,1.952,1.412,1.412,2.386,0.171,4.285,2.5,3.642,3.642,1.5,1.0,1.0,2.04,3.498,1.656,2.227,2.227,1.65,1.245,3.247,0.141,1.5,2.277,3.662,0.281,4.903,327.542,2.971,17,38.75,4.931,4.931,3.89,1.613,1.955,3.392,2.462,0.951,2.038,2.5,16,3.62,2.907,31.96,11.663,18.5,3.553,3.277,1.884,1.884,3.677,2.718,2.718,7.599
4.928,1.977,0.952,2.275,2.275,2.53,1.543,2.979,2.979,17824.0,0.946,1.011,1.952,1.164,1.164,2.038,0.104,3.765,2.5,2.752,2.752,1.5,1.0,1.0,1.998,3.474,1.553,2.136,2.136,1.646,1.133,3.247,0.149,1.5,2.239,3.692,0.272,4.858,291.313,2.94,17,36.5,4.455,4.455,3.691,1.603,1.954,3.392,2.284,0.951,2.0,2.5,15,3.347,2.992,28.025,12.278,18.5,3.579,2.91,1.766,1.766,3.662,2.613,2.613,7.426
5.127,2.0,1.0,2.275,2.275,2.53,1.543,2.979,2.979,17824.0,0.946,1.061,1.952,1.164,1.164,2.067,0.104,3.765,2.5,2.752,2.752,1.5,1.0,1.0,1.998,3.474,1.553,2.136,2.136,1.643,1.133,3.247,0.149,1.5,2.239,3.61,0.272,4.858,291.313,2.94,17,37.0,4.455,4.455,3.691,1.597,1.954,3.392,2.296,0.951,2.032,2.5,15,3.347,2.992,28.025,11.663,18.5,3.579,2.916,1.766,1.766,3.634,2.613,2.613,7.426
4.367,2.0,1.0,2.554,2.554,2.73,1.82,2.981,2.981,19435.0,0.957,1.199,1.968,1.262,1.262,2.216,0.166,3.843,2.5,3.003,3.003,1.506,1.0,1.0,2.006,3.491,1.553,2.136,2.136,1.743,1.232,3.247,0.142,1.5,2.253,3.664,0.265,4.829,411.342,2.944,18,39.0,4.498,4.498,3.692,1.709,2.0,3.459,2.305,1.0,2.061,2.528,17,3.386,3.151,31.408,12.004,20.5,3.644,2.933,1.795,1.795,3.673,2.7,2.7,7.488
6.319,1.958,0.955,2.275,2.275,2.728,1.766,3.09,3.09,12774.0,0.739,1.322,1.736,1.371,1.371,2.349,0.167,4.273,2.5,3.594,3.594,1.5,1.0,1.0,1.966,3.479,1.656,2.136,2.136,1.602,1.113,2.832,0.15,1.5,2.253,3.606,0.34,4.746,213.343,2.869,17,37.75,4.892,4.892,3.886,1.553,1.896,3.392,2.449,0.89,2.0,2.5,15,3.607,2.87,29.881,10.841,18.5,3.478,3.254,1.851,1.851,3.64,2.496,2.496,7.249
4.956,1.959,0.957,2.282,2.282,2.638,1.642,3.056,3.056,13154.0,0.755,1.343,1.751,1.401,1.401,2.377,0.172,3.789,2.5,3.099,3.099,1.5,1.0,1.0,1.944,3.479,1.656,2.136,2.136,1.553,1.123,2.92,0.15,1.5,2.256,3.602,0.329,5.056,214.323,2.848,17,38.0,4.835,4.835,3.836,1.532,1.9,3.392,2.349,0.894,2.0,2.5,15,3.484,2.87,32.604,10.866,18.5,3.585,3.111,1.83,1.83,3.636,2.497,2.497,7.249
5.092,1.959,0.957,2.275,2.275,2.71,1.738,3.085,3.085,12869.0,0.784,1.33,1.78,1.384,1.384,2.36,0.187,4.186,2.5,3.582,3.582,1.5,1.0,1.0,1.96,3.479,1.656,2.136,2.136,1.567,1.119,2.958,0.15,1.5,2.255,3.604,0.337,5.056,213.583,2.863,17,38.0,4.879,4.879,3.88,1.539,1.901,3.392,2.437,0.895,2.0,2.5,15,3.593,2.87,30.559,11.03,18.5,3.526,3.241,1.848,1.848,3.639,2.497,2.497,7.249
5.051,2.0,1.0,2.456,2.456,2.795,1.845,3.091,3.091,15485.0,0.889,1.343,1.896,1.412,1.412,2.378,0.187,4.281,2.5,3.625,3.625,1.5,1.0,1.0,1.978,3.48,1.657,2.22,2.22,1.602,1.319,3.247,0.141,1.5,2.351,3.606,0.327,5.157,232.781,2.888,17,39.25,4.905,4.905,3.887,1.556,1.958,3.392,2.452,0.955,2.18,2.5,15,3.611,2.882,35.305,11.575,18.5,3.62,3.26,1.857,1.857,3.64,2.498,2.498,7.383
4.602,2.0,1.0,2.485,2.485,2.846,1.941,3.172,3.172,15479.0,0.887,1.354,1.894,1.412,1.412,2.387,0.207,4.29,2.5,3.657,3.657,1.5,1.0,1.0,2.482,3.626,2.015,2.168,2.168,1.558,1.237,3.247,0.141,1.5,2.271,3.604,0.327,5.079,232.781,3.248,17,41.0,5.657,5.657,3.93,1.54,1.956,3.524,2.499,0.952,2.037,2.5,16,3.721,2.948,34.905,11.89,20.0,3.621,3.331,1.991,1.991,3.639,2.518,2.518,7.383
