pXC50,nHet,MW,nCsp2,O.,nBO,X.,Sv,nX,N.,nO,nSK,SCBO,nAB,Se,Si,nBT,nBM,nC,nAT,nCsp3,Mv,Sp,H.,RBF,nCL,nDB,Mp,nN,Me,nH
8.638,9,552.79,12,6.0,43,0.0,49.196,0,4.8,5,40,52.0,10,83.716,95.344,87.0,14,31,84.0,19,0.586,52.523,52.4,0.149,0,4,0.625,4,0.997,44
6.602,17,841.08,27,7.7,64,0.0,71.248,0,6.8,9,61,82.0,22,117.967,132.836,120.0,29,44,117.0,17,0.609,74.41,47.9,0.183,0,7,0.636,8,1.008,56
6.74,10,620.2,17,7.3,49,1.2,51.663,1,3.7,6,44,60.0,12,82.498,92.169,87.0,17,34,82.0,17,0.63,54.307,46.3,0.08,1,5,0.662,3,1.006,38
5.724,10,559.73,18,6.4,45,0.0,48.11,0,6.4,5,41,57.0,16,78.283,88.182,82.0,20,31,78.0,13,0.617,50.483,47.4,0.11,0,4,0.647,5,1.004,37
10.05,9,498.64,21,4.5,40,0.0,42.594,0,9.0,3,37,53.0,18,67.196,75.6,70.0,22,28,67.0,7,0.636,44.534,44.8,0.1,0,4,0.665,6,1.003,30
4.88,7,528.7,16,6.7,44,0.0,46.572,0,2.7,5,39,54.0,12,74.861,84.102,80.0,16,32,75.0,16,0.621,49.228,48.0,0.063,0,4,0.656,2,0.998,36
5.618,10,588.77,18,7.2,47,0.0,50.857,0,4.8,6,43,59.0,16,83.276,93.723,87.0,20,33,83.0,15,0.613,53.455,48.2,0.126,0,4,0.644,4,1.003,40
9.229,9,511.63,23,6.0,41,0.0,43.288,0,7.5,4,38,55.0,18,67.421,75.312,70.0,23,29,67.0,6,0.646,44.983,43.3,0.1,0,5,0.671,5,1.006,29
9.699,9,512.67,21,4.3,41,0.0,44.121,0,8.6,3,38,54.0,18,70.08,79.016,73.0,22,29,70.0,8,0.63,46.296,45.7,0.096,0,4,0.661,6,1.001,32
5.301,10,559.73,18,6.4,45,0.0,48.11,0,6.4,5,41,57.0,16,78.283,88.182,82.0,20,31,78.0,13,0.617,50.483,47.4,0.11,0,4,0.647,5,1.004,37
9.959,9,538.71,21,4.1,44,0.0,46.648,0,8.1,3,40,57.0,18,73.963,83.431,78.0,22,31,74.0,10,0.63,49.057,45.9,0.09,0,4,0.663,6,1.0,34
7.49,12,644.24,16,4.8,52,1.2,53.265,1,8.3,4,46,64.0,12,84.483,94.913,90.0,18,34,84.0,18,0.634,55.898,45.2,0.078,1,6,0.665,7,1.006,38
6.0,3,390.62,15,1.6,31,0.0,37.186,0,3.2,1,29,40.0,16,61.669,70.849,65.0,17,26,63.0,11,0.59,40.648,54.0,0.185,0,1,0.645,2,0.979,34
6.0,3,502.86,15,1.1,39,0.0,49.401,0,2.3,1,37,48.0,16,84.737,98.171,89.0,17,34,87.0,19,0.568,54.739,57.5,0.225,0,1,0.629,2,0.974,50
6.0,3,334.5,15,2.0,27,0.0,31.079,0,3.9,1,25,36.0,16,50.134,57.188,53.0,17,22,51.0,7,0.609,33.603,51.0,0.132,0,1,0.659,2,0.983,26
7.284,7,551.74,21,5.1,46,0.0,48.879,0,3.8,4,41,58.0,18,77.636,87.391,83.0,21,34,78.0,13,0.627,51.779,47.4,0.06,0,3,0.664,3,0.995,37
6.0,3,374.57,15,1.7,31,0.0,35.133,0,3.4,1,28,40.0,16,56.901,65.019,61.0,17,25,58.0,10,0.606,38.125,51.7,0.098,0,1,0.657,2,0.981,30
6.0,4,413.39,15,2.0,28,2.0,32.104,1,3.9,1,26,37.0,16,50.363,57.03,53.0,17,22,51.0,7,0.629,34.955,49.0,0.132,0,1,0.685,2,0.988,25
8.5,9,497.6,22,6.3,41,0.0,41.761,0,7.8,4,37,54.0,18,64.538,71.896,68.0,22,28,64.0,6,0.653,43.222,42.2,0.074,0,4,0.675,5,1.008,27
6.0,3,334.5,15,2.0,27,0.0,31.079,0,3.9,1,25,36.0,16,50.134,57.188,53.0,17,22,51.0,7,0.609,33.603,51.0,0.151,0,1,0.659,2,0.983,26
6.0,3,304.42,15,2.3,26,0.0,27.499,0,4.7,1,23,35.0,16,42.483,47.943,46.0,17,20,43.0,5,0.64,29.319,46.5,0.065,0,1,0.682,2,0.988,20
6.0,4,366.52,15,1.9,29,1.9,32.989,1,3.7,1,27,38.0,16,53.53,60.943,56.0,17,23,54.0,8,0.611,35.302,50.0,0.143,0,1,0.654,2,0.991,27
8.889,8,493.61,22,4.7,40,0.0,42.046,0,7.8,3,37,55.0,18,64.211,71.687,67.0,23,29,64.0,6,0.657,43.767,42.2,0.09,0,4,0.684,5,1.003,27
9.77,8,537.72,22,4.0,44,0.0,47.153,0,6.7,3,40,57.0,18,74.745,84.348,79.0,22,32,75.0,10,0.629,49.813,46.7,0.089,0,4,0.664,5,0.997,35
8.55,7,534.71,21,4.1,46,0.0,47.132,0,5.4,3,40,58.0,18,73.643,82.849,80.0,21,33,74.0,12,0.637,49.807,45.9,0.063,0,3,0.673,4,0.995,34
8.785,15,677.84,21,8.7,51,0.0,56.351,0,7.6,8,49,66.0,16,93.236,104.637,94.0,23,34,92.0,13,0.613,58.381,46.7,0.202,0,7,0.635,7,1.013,43
6.046,7,410.99,9,6.8,28,1.7,34.632,1,3.4,4,28,34.0,6,59.091,67.006,59.0,9,21,59.0,12,0.587,37.108,52.5,0.203,1,3,0.629,2,1.002,31
5.0,10,580.69,24,8.0,48,0.0,48.75,0,5.3,6,43,63.0,22,75.741,84.062,80.0,26,33,75.0,9,0.65,50.409,42.7,0.125,0,4,0.672,4,1.01,32
6.93,10,603.75,17,7.3,49,1.2,51.219,1,3.7,6,44,60.0,12,82.687,92.565,87.0,17,34,82.0,17,0.625,53.387,46.3,0.08,0,5,0.651,3,1.008,38
9.959,8,497.65,22,4.4,40,0.0,43.1,0,7.4,3,37,53.0,18,67.978,76.517,71.0,22,29,68.0,7,0.634,45.29,45.6,0.099,0,4,0.666,5,1.0,31
5.0,4,319.44,12,2.2,28,0.0,28.52,0,6.7,1,24,36.5,15,44.585,50.441,49.0,16,20,45.0,8,0.634,30.324,46.7,0.041,0,1,0.674,3,0.991,21
5.301,10,559.73,18,6.4,45,0.0,48.11,0,6.4,5,41,57.0,16,78.283,88.182,82.0,20,31,78.0,13,0.617,50.483,47.4,0.11,0,4,0.647,5,1.004,37
7.47,10,634.23,17,7.1,50,1.2,53.19,1,3.5,6,45,61.0,12,85.381,95.584,90.0,17,35,85.0,18,0.626,56.069,47.1,0.078,1,5,0.66,3,1.004,40
6.61,13,680.87,17,7.9,53,1.1,55.669,1,4.5,7,48,66.0,12,90.076,100.608,94.0,19,35,89.0,18,0.625,58.256,46.1,0.085,0,7,0.655,4,1.012,41
4.553,7,382.93,9,7.5,26,1.9,31.578,1,3.8,4,26,32.0,6,53.323,60.176,53.0,9,19,53.0,10,0.596,33.586,50.9,0.226,1,3,0.634,2,1.006,27
9.678,8,511.68,22,4.2,41,0.0,44.627,0,7.0,3,38,54.0,18,70.861,79.933,74.0,22,30,71.0,8,0.629,47.052,46.5,0.095,0,4,0.663,5,0.998,33
6.48,10,634.23,17,7.1,50,1.2,53.19,1,3.5,6,45,61.0,12,85.381,95.584,90.0,17,35,85.0,18,0.626,56.069,47.1,0.089,1,5,0.66,3,1.004,40
8.705,14,692.9,20,8.2,52,0.0,58.91,0,6.1,8,50,66.0,16,98.785,111.384,100.0,22,36,98.0,16,0.601,61.66,49.0,0.19,0,6,0.629,6,1.008,48
7.24,9,599.79,17,7.1,49,0.0,52.362,0,3.5,6,44,60.0,12,85.058,95.64,90.0,17,35,85.0,18,0.616,55.211,48.2,0.089,0,5,0.65,3,1.001,41
6.02,11,636.2,17,8.4,50,1.2,52.378,1,3.6,7,45,61.0,12,83.825,93.378,88.0,17,34,83.0,17,0.631,54.762,45.8,0.091,1,5,0.66,3,1.01,38
6.097,8,452.61,12,6.2,36,0.0,39.32,0,6.2,4,33,44.5,11,65.087,73.644,68.0,14,25,65.0,13,0.605,41.5,49.2,0.103,0,3,0.638,4,1.001,32
5.54,10,603.75,17,7.3,49,1.2,51.219,1,3.7,6,44,60.0,12,82.687,92.565,87.0,17,34,82.0,17,0.625,53.387,46.3,0.08,0,5,0.651,3,1.008,38
6.1,9,599.79,17,7.1,49,0.0,52.362,0,3.5,6,44,60.0,12,85.058,95.64,90.0,17,35,85.0,18,0.616,55.211,48.2,0.089,0,5,0.65,3,1.001,41
5.0,10,591.87,18,3.8,45,0.0,49.054,0,6.4,3,41,57.0,16,77.781,87.603,82.0,20,31,78.0,13,0.629,52.87,47.4,0.11,0,4,0.678,5,0.997,37
5.0,9,545.75,17,5.1,44,0.0,47.922,0,6.3,4,40,55.0,16,78.839,89.388,83.0,19,31,79.0,14,0.607,50.79,49.4,0.108,0,3,0.643,5,0.998,39
5.0,10,575.8,18,5.1,45,0.0,48.582,0,6.4,4,41,57.0,16,78.032,87.892,82.0,20,31,78.0,13,0.623,51.677,47.4,0.11,0,4,0.663,5,1.0,37
5.0,9,545.75,17,5.1,44,0.0,47.922,0,6.3,4,40,55.0,16,78.839,89.388,83.0,19,31,79.0,14,0.607,50.79,49.4,0.108,0,3,0.643,5,0.998,39
5.0,10,571.74,18,6.3,47,0.0,49.11,0,6.3,5,42,59.0,16,79.283,89.182,84.0,20,32,79.0,14,0.622,51.483,46.8,0.071,0,4,0.652,5,1.004,37
5.0,10,559.73,18,6.4,45,0.0,48.11,0,6.4,5,41,57.0,16,78.283,88.182,82.0,20,31,78.0,13,0.617,50.483,47.4,0.11,0,4,0.647,5,1.004,37
5.0,10,575.78,17,6.0,46,0.0,50.163,0,6.0,5,42,57.0,16,83.05,94.012,87.0,19,32,83.0,15,0.604,53.006,49.4,0.115,0,3,0.639,5,1.001,41
7.19,11,712.64,17,7.4,50,1.2,51.647,1,4.9,6,44,61.0,16,81.461,91.029,87.0,19,33,81.0,16,0.638,55.353,45.7,0.103,0,3,0.683,4,1.006,37
7.479,11,604.74,17,7.4,50,1.2,50.713,1,4.9,6,44,61.0,16,81.905,91.648,87.0,19,33,81.0,16,0.626,52.631,45.7,0.103,0,3,0.65,4,1.011,37
5.0,10,565.68,24,6.8,47,0.0,47.529,0,6.8,5,42,62.0,22,73.632,81.936,78.0,26,32,73.0,8,0.651,49.199,42.5,0.115,0,4,0.674,5,1.009,31
4.721,7,415.59,9,6.3,32,0.0,36.825,0,4.8,4,30,38.0,6,62.869,71.561,65.0,9,23,63.0,14,0.585,39.256,52.4,0.108,0,3,0.623,3,0.998,33
5.921,7,373.5,11,7.4,28,0.0,32.245,0,5.6,4,27,36.0,10,54.218,61.315,55.0,13,20,54.0,9,0.597,33.972,50.0,0.164,0,3,0.629,3,1.004,27
5.0,10,580.69,24,8.0,48,0.0,48.75,0,5.3,6,43,63.0,22,75.741,84.062,80.0,26,33,75.0,9,0.65,50.409,42.7,0.125,0,4,0.672,4,1.01,32
5.249,10,580.69,24,8.0,48,0.0,48.75,0,5.3,6,43,63.0,22,75.741,84.062,80.0,26,33,75.0,9,0.65,50.409,42.7,0.125,0,4,0.672,4,1.01,32
6.41,12,622.73,17,7.4,51,2.5,51.097,2,4.9,6,45,62.0,16,82.418,91.987,87.0,19,33,81.0,16,0.631,52.569,44.4,0.103,0,3,0.649,4,1.018,36
7.621,12,655.63,17,7.4,51,2.5,51.985,2,4.9,6,45,62.0,16,82.04,91.196,87.0,19,33,81.0,16,0.642,54.409,44.4,0.103,2,3,0.672,4,1.013,36
6.664,9,604.2,17,6.2,49,1.2,50.948,1,3.7,5,43,60.0,16,81.17,90.96,87.0,19,34,81.0,17,0.629,53.853,46.9,0.092,1,3,0.665,3,1.002,38
4.452,7,354.87,9,8.5,24,2.1,28.524,1,4.3,4,24,30.0,6,47.556,53.345,47.0,9,17,47.0,8,0.607,30.063,48.9,0.191,1,3,0.64,2,1.012,23
5.0,10,580.69,24,8.0,48,0.0,48.75,0,5.3,6,43,63.0,22,75.741,84.062,80.0,26,33,75.0,9,0.65,50.409,42.7,0.125,0,4,0.672,4,1.01,32
5.721,7,396.96,9,7.1,27,1.8,33.105,1,3.6,4,27,33.0,6,56.207,63.591,56.0,9,20,56.0,11,0.591,35.347,51.8,0.196,1,3,0.631,2,1.004,29
6.398,8,426.57,11,6.6,34,0.0,36.793,0,6.6,4,31,42.0,10,61.203,69.228,64.0,13,23,61.0,12,0.603,38.739,49.2,0.109,0,3,0.635,4,1.003,30
5.481,7,423.0,9,6.7,30,1.7,35.631,1,3.3,4,29,36.0,6,60.091,68.006,61.0,9,22,60.0,13,0.594,38.108,51.7,0.148,1,3,0.635,2,1.002,31
6.155,9,456.41,9,7.0,32,3.5,35.427,2,5.3,4,30,38.0,6,57.749,64.618,59.0,9,21,57.0,12,0.622,37.449,47.4,0.119,2,3,0.657,3,1.013,27
6.523,7,437.59,13,6.3,35,0.0,38.299,0,4.8,4,32,43.5,11,62.985,71.145,66.0,14,25,63.0,12,0.608,40.495,49.2,0.106,0,3,0.643,3,1.0,31
4.788,7,401.56,9,6.7,31,0.0,35.299,0,5.0,4,29,37.0,6,59.985,68.145,62.0,9,22,60.0,13,0.588,37.495,51.7,0.113,0,3,0.625,3,1.0,31
5.0,9,545.75,17,5.1,44,0.0,47.922,0,6.3,4,40,55.0,16,78.839,89.388,83.0,19,31,79.0,14,0.607,50.79,49.4,0.108,0,3,0.643,5,0.998,39
5.523,8,459.46,9,6.5,30,3.2,36.986,2,3.2,4,30,36.0,6,62.298,70.365,62.0,9,22,62.0,13,0.597,39.728,51.6,0.226,2,3,0.641,2,1.005,32
6.09,11,668.67,17,7.1,52,2.4,54.017,2,3.5,6,46,63.0,16,85.705,95.528,91.0,19,35,85.0,18,0.635,56.926,45.9,0.099,2,3,0.67,3,1.008,39
6.222,9,456.41,9,7.0,32,3.5,35.427,2,5.3,4,30,38.0,6,57.749,64.618,59.0,9,21,57.0,12,0.622,37.449,47.4,0.119,2,3,0.657,3,1.013,27
6.301,9,456.41,9,7.0,32,3.5,35.427,2,5.3,4,30,38.0,6,57.749,64.618,59.0,9,21,57.0,12,0.622,37.449,47.4,0.119,2,3,0.657,3,1.013,27
6.398,9,470.44,9,6.7,33,3.3,36.954,2,5.0,4,31,39.0,6,60.632,68.033,62.0,9,22,60.0,13,0.616,39.21,48.3,0.113,2,3,0.654,3,1.011,29
4.668,7,368.9,9,8.0,25,2.0,30.051,1,4.0,4,25,31.0,6,50.44,56.761,50.0,9,18,50.0,9,0.601,31.824,50.0,0.22,1,3,0.636,2,1.009,25
4.398,10,432.53,9,10.2,33,0.0,35.696,0,6.8,6,31,41.0,6,59.974,67.232,61.0,11,21,59.0,12,0.605,36.887,47.5,0.131,0,5,0.625,4,1.017,28
5.721,7,420.98,9,6.9,31,1.7,35.105,1,3.4,4,29,37.0,6,58.207,65.591,60.0,9,22,58.0,13,0.605,37.347,50.0,0.117,1,3,0.644,2,1.004,29
4.793,7,415.59,9,6.3,32,0.0,36.825,0,4.8,4,30,38.0,6,62.869,71.561,65.0,9,23,63.0,14,0.585,39.256,52.4,0.123,0,3,0.623,3,0.998,33
6.824,24,999.27,28,10.7,71,0.0,77.141,0,6.6,13,68,92.0,22,124.621,138.018,125.0,32,44,122.0,16,0.632,80.409,44.3,0.224,0,10,0.659,8,1.021,54
8.3,10,751.94,29,6.9,64,0.0,65.131,0,3.0,7,56,81.0,24,101.152,112.68,109.0,29,46,101.0,17,0.645,68.188,44.6,0.101,0,5,0.675,3,1.002,45
5.0,10,604.77,23,4.9,50,0.0,51.89,0,7.4,4,45,66.0,22,81.174,91.055,86.0,26,35,81.0,11,0.641,54.273,44.4,0.128,0,3,0.67,6,1.002,36
5.0,9,545.75,17,5.1,44,0.0,47.922,0,6.3,4,40,55.0,16,78.839,89.388,83.0,19,31,79.0,14,0.607,50.79,49.4,0.12,0,3,0.643,5,0.998,39
6.367,22,977.22,28,10.1,72,0.0,79.348,0,6.2,13,69,93.0,22,131.119,146.424,132.0,32,47,129.0,19,0.615,82.398,46.5,0.212,0,10,0.639,8,1.016,60
9.959,7,516.64,28,4.5,43,0.0,44.552,0,6.0,3,39,59.0,24,66.992,74.604,71.0,28,32,67.0,4,0.665,46.523,41.8,0.085,0,4,0.694,4,1.0,28
7.0,8,458.62,18,3.1,37,0.0,39.88,0,9.4,2,34,48.5,17,63.869,72.391,67.0,20,26,64.0,8,0.623,42.08,46.9,0.119,0,3,0.657,6,0.998,30
8.215,7,494.64,22,4.5,41,0.0,43.078,0,6.0,3,37,54.0,18,66.876,75.019,71.0,22,30,67.0,8,0.643,45.284,44.8,0.085,0,4,0.676,4,0.998,30
8.796,8,495.63,21,4.5,41,0.0,42.573,0,7.6,3,37,54.0,18,66.094,74.102,70.0,22,29,66.0,8,0.645,44.529,43.9,0.086,0,4,0.675,5,1.001,29
7.097,15,710.96,20,7.7,52,0.0,56.989,0,6.6,7,49,66.0,16,91.96,102.769,94.0,22,34,91.0,14,0.626,60.216,46.2,0.117,0,6,0.662,6,1.011,42
7.319,8,495.63,21,4.5,41,0.0,42.573,0,7.6,3,37,54.0,18,66.094,74.102,70.0,22,29,66.0,8,0.645,44.529,43.9,0.086,0,4,0.675,5,1.001,29
9.921,8,495.63,21,4.5,41,0.0,42.573,0,7.6,3,37,54.0,18,66.094,74.102,70.0,22,29,66.0,8,0.645,44.529,43.9,0.086,0,4,0.675,5,1.001,29
8.097,9,472.6,19,4.8,38,0.0,40.068,0,9.5,3,35,50.5,17,63.312,71.185,66.0,21,26,63.0,7,0.636,41.773,44.4,0.091,0,4,0.663,6,1.005,28
6.028,14,723.91,25,7.1,56,0.0,61.163,0,7.1,7,53,74.0,22,98.792,110.843,101.0,28,39,98.0,13,0.624,63.688,45.9,0.208,0,5,0.65,7,1.008,45
7.626,14,748.91,30,8.1,59,0.0,62.856,0,6.1,8,55,78.5,27,100.018,111.554,103.0,33,41,99.0,11,0.635,65.137,44.4,0.165,0,6,0.658,6,1.01,44
5.0,12,610.73,24,7.6,48,0.0,50.792,0,7.6,6,45,65.0,22,79.945,89.059,82.0,27,33,79.0,8,0.643,52.421,43.0,0.195,0,4,0.664,6,1.012,34
6.036,14,689.9,19,7.2,52,0.0,58.689,0,7.2,7,50,67.0,16,97.676,110.258,99.0,22,36,97.0,16,0.605,61.449,48.5,0.202,0,5,0.633,7,1.007,47
6.745,14,689.9,19,7.2,52,0.0,58.689,0,7.2,7,50,67.0,16,97.676,110.258,99.0,22,36,97.0,16,0.605,61.449,48.5,0.202,0,5,0.633,7,1.007,47
5.0,8,495.63,22,4.5,40,0.0,42.573,0,7.6,3,37,55.0,22,66.094,74.102,69.0,25,29,66.0,6,0.645,44.529,43.9,0.174,0,2,0.675,5,1.001,29
9.244,7,496.66,22,4.3,40,0.0,43.605,0,5.8,3,37,53.0,18,68.76,77.434,72.0,22,30,69.0,8,0.632,46.046,46.4,0.097,0,4,0.667,4,0.997,32
9.387,7,480.61,22,4.7,40,0.0,41.552,0,6.3,3,36,53.0,18,63.992,71.604,68.0,22,29,64.0,7,0.649,43.523,43.8,0.088,0,4,0.68,4,1.0,28
9.42,7,522.7,22,4.1,43,0.0,46.132,0,5.5,3,39,56.0,18,72.643,81.849,77.0,22,32,73.0,10,0.632,48.807,46.6,0.078,0,4,0.669,4,0.995,34
9.066,7,550.76,22,3.8,45,0.0,49.186,0,5.1,3,41,58.0,18,78.41,88.68,83.0,22,34,79.0,12,0.623,52.33,48.1,0.084,0,4,0.662,4,0.993,38
5.211,10,559.73,18,6.4,45,0.0,48.11,0,6.4,5,41,57.0,16,78.283,88.182,82.0,20,31,78.0,13,0.617,50.483,47.4,0.11,0,4,0.647,5,1.004,37
10.155,7,494.64,22,4.5,41,0.0,43.078,0,6.0,3,37,54.0,18,66.876,75.019,71.0,22,30,67.0,8,0.643,45.284,44.8,0.085,0,4,0.676,4,0.998,30
8.721,7,496.66,22,4.3,40,0.0,43.605,0,5.8,3,37,53.0,18,68.76,77.434,72.0,22,30,69.0,8,0.632,46.046,46.4,0.111,0,4,0.667,4,0.997,32
8.625,7,480.61,22,4.7,40,0.0,41.552,0,6.3,3,36,53.0,18,63.992,71.604,68.0,22,29,64.0,7,0.649,43.523,43.8,0.088,0,4,0.68,4,1.0,28
9.284,7,482.63,22,4.5,39,0.0,42.078,0,6.1,3,36,52.0,18,65.876,74.019,69.0,22,29,66.0,7,0.638,44.284,45.5,0.087,0,4,0.671,4,0.998,30
8.699,7,522.7,22,4.1,43,0.0,46.132,0,5.5,3,39,56.0,18,72.643,81.849,77.0,22,32,73.0,10,0.632,48.807,46.6,0.078,0,4,0.669,4,0.995,34
6.742,8,608.85,17,4.5,52,0.0,54.481,0,4.5,4,45,63.0,16,88.388,100.135,96.0,19,37,89.0,20,0.612,58.069,49.4,0.094,0,3,0.652,4,0.993,44
5.898,9,559.78,17,4.9,45,0.0,49.449,0,6.1,4,41,56.0,16,81.723,92.803,86.0,19,32,82.0,15,0.603,52.552,50.0,0.105,0,3,0.641,5,0.997,41
5.211,8,516.7,17,5.4,42,0.0,45.374,0,5.4,4,38,53.0,16,73.854,83.474,78.0,19,30,74.0,13,0.613,48.023,48.6,0.115,0,3,0.649,4,0.998,36
5.0,8,530.73,17,5.2,43,0.0,46.9,0,5.2,4,39,54.0,16,76.738,86.889,81.0,19,31,77.0,14,0.609,49.785,49.4,0.111,0,3,0.647,4,0.997,38
6.559,9,623.87,17,4.4,53,0.0,55.502,0,5.5,4,46,64.0,16,90.49,102.633,98.0,19,37,91.0,20,0.61,59.074,49.5,0.092,0,3,0.649,5,0.994,45
5.0,8,530.73,17,5.2,43,0.0,46.9,0,5.2,4,39,54.0,16,76.738,86.889,81.0,19,31,77.0,14,0.609,49.785,49.4,0.111,0,3,0.647,4,0.997,38
6.917,9,637.9,17,4.3,54,0.0,57.029,0,5.3,4,47,65.0,16,93.374,106.048,101.0,19,38,94.0,21,0.607,60.836,50.0,0.089,0,3,0.647,5,0.993,47
5.0,10,595.76,22,6.2,49,0.0,51.11,0,6.2,5,44,63.5,21,81.283,91.182,86.0,25,34,81.0,12,0.631,53.483,45.7,0.093,0,4,0.66,5,1.003,37
5.0,10,588.77,18,7.2,47,0.0,50.857,0,4.8,6,43,59.0,16,83.276,93.723,87.0,20,33,83.0,15,0.613,53.455,48.2,0.126,0,4,0.644,4,1.003,40
5.452,10,573.76,18,6.2,46,0.0,49.637,0,6.2,5,42,58.0,16,81.167,91.597,85.0,20,32,81.0,14,0.613,52.245,48.1,0.118,0,4,0.645,5,1.002,39
5.064,12,610.73,24,7.6,48,0.0,50.792,0,7.6,6,45,65.0,22,79.945,89.059,82.0,27,33,79.0,8,0.643,52.421,43.0,0.195,0,4,0.664,6,1.012,34
5.0,12,645.83,19,7.8,51,0.0,55.12,0,5.6,7,47,64.0,16,90.589,101.846,94.0,21,35,90.0,16,0.612,57.677,47.8,0.138,0,5,0.641,5,1.007,43
5.0,10,588.77,18,7.2,47,0.0,50.857,0,4.8,6,43,59.0,16,83.276,93.723,87.0,20,33,83.0,15,0.613,53.455,48.2,0.126,0,4,0.644,4,1.003,40
6.658,9,650.89,18,5.3,55,0.0,57.722,0,4.3,5,48,67.0,16,93.599,105.759,101.0,20,39,94.0,21,0.614,61.285,48.9,0.099,0,4,0.652,4,0.996,46
5.0,10,573.76,18,6.2,46,0.0,49.637,0,6.2,5,42,58.0,16,81.167,91.597,85.0,20,32,81.0,14,0.613,52.245,48.1,0.118,0,4,0.645,5,1.002,39
7.602,15,697.89,20,9.8,51,0.0,56.736,0,5.4,9,49,65.0,16,93.32,104.185,94.0,22,34,92.0,14,0.617,59.233,46.7,0.202,0,6,0.644,5,1.014,43
6.281,13,717.9,27,6.3,59,0.0,60.921,0,7.3,6,53,77.0,26,96.581,108.218,102.0,31,40,96.0,13,0.635,63.472,44.8,0.118,0,5,0.661,7,1.006,43
8.0,6,497.69,17,4.2,42,0.0,44.637,0,4.2,3,37,52.5,17,71.425,80.766,77.0,19,31,72.0,14,0.62,47.563,48.6,0.091,0,2,0.661,3,0.992,35
5.0,13,648.86,19,7.0,50,0.0,53.56,0,7.0,6,46,63.0,16,86.672,97.225,90.0,21,33,86.0,14,0.623,56.353,46.5,0.133,0,5,0.655,6,1.008,40
6.63,6,469.63,17,4.5,40,0.0,41.584,0,4.5,3,35,50.5,17,65.658,73.936,71.0,19,29,66.0,12,0.63,44.04,47.0,0.099,0,2,0.667,3,0.995,31
5.0,13,648.86,19,7.0,50,0.0,53.56,0,7.0,6,46,63.0,16,86.672,97.225,90.0,21,33,86.0,14,0.623,56.353,46.5,0.133,0,5,0.655,6,1.008,40
8.79,6,489.72,11,4.0,41,0.0,44.691,0,4.0,3,36,48.5,11,74.192,84.597,80.0,13,30,75.0,19,0.596,48.086,52.0,0.088,0,2,0.641,3,0.989,39
5.81,6,407.56,11,5.1,34,0.0,36.057,0,5.1,3,30,41.5,11,58.774,66.521,63.0,13,24,59.0,13,0.611,38.279,49.2,0.095,0,2,0.649,3,0.996,29
7.56,8,490.66,16,5.7,39,0.0,42.847,0,5.7,4,36,49.0,12,69.97,79.059,73.0,16,28,70.0,12,0.612,45.262,48.6,0.096,0,4,0.647,4,1.0,34
7.54,7,502.72,16,4.0,40,0.0,45.186,0,5.3,3,37,50.0,12,74.41,84.68,78.0,16,30,75.0,14,0.602,48.33,50.7,0.103,0,4,0.644,4,0.992,38
7.74,9,559.78,16,4.9,45,0.0,49.449,0,6.1,4,41,55.0,12,81.723,92.803,86.0,16,32,82.0,16,0.603,52.552,50.0,0.093,0,4,0.641,5,0.997,41
6.06,9,540.73,19,3.9,44,0.0,47.175,0,7.9,3,40,56.5,17,75.847,85.846,80.0,21,31,76.0,12,0.621,49.819,47.4,0.1,0,4,0.656,6,0.998,36
5.0,13,717.9,27,6.3,59,0.0,60.921,0,7.3,6,53,77.0,26,96.581,108.218,102.0,31,40,96.0,13,0.635,63.472,44.8,0.118,0,5,0.661,7,1.006,43
5.0,13,732.91,27,7.1,60,0.0,62.141,0,6.1,7,54,78.0,26,98.69,110.344,104.0,31,41,98.0,14,0.634,64.682,44.9,0.125,0,5,0.66,6,1.007,44
6.84,8,543.78,16,3.7,44,0.0,48.734,0,6.2,3,40,54.0,12,80.396,91.593,85.0,16,32,81.0,16,0.602,52.097,50.6,0.094,0,4,0.643,5,0.993,41
6.93,9,560.82,16,3.5,44,0.0,50.282,0,7.1,3,41,54.0,12,84.381,96.507,88.0,16,32,85.0,16,0.592,53.864,51.8,0.125,0,4,0.634,6,0.993,44
6.028,13,717.9,27,6.3,59,0.0,60.921,0,7.3,6,53,77.0,26,96.581,108.218,102.0,31,40,96.0,13,0.635,63.472,44.8,0.118,0,5,0.661,7,1.006,43
5.0,13,717.9,27,6.3,59,0.0,60.921,0,7.3,6,53,77.0,26,96.581,108.218,102.0,31,40,96.0,13,0.635,63.472,44.8,0.118,0,5,0.661,7,1.006,43
7.0,6,497.69,17,4.2,42,0.0,44.637,0,4.2,3,37,52.5,17,71.425,80.766,77.0,19,31,72.0,14,0.62,47.563,48.6,0.091,0,2,0.661,3,0.992,35
8.638,25,1092.37,29,10.3,80,0.0,88.906,0,6.2,15,77,102.0,22,148.41,166.002,149.0,33,52,146.0,23,0.609,92.359,47.3,0.215,0,11,0.633,9,1.017,69
7.444,21,1058.32,37,8.3,81,0.0,89.047,0,6.3,12,77,105.0,28,145.468,163.038,148.0,38,56,144.0,19,0.618,92.586,46.5,0.203,0,10,0.643,9,1.01,67
7.16,23,1049.34,28,9.9,77,0.0,86.17,0,5.6,14,74,98.0,22,143.981,161.294,145.0,32,51,142.0,23,0.607,89.898,47.9,0.214,0,10,0.633,8,1.014,68
