pXC50,CATS2D_03_DD,CATS2D_01_DD,nN.N,P_VSA_v_2,SAacc,P_VSA_p_2,O.057,CATS2D_03_DA,Eig08_AEA.dm.,SaasC,Psi_e_A,Psi_i_A,SpMax3_Bh.s.,SpMax4_Bh.s.,P_VSA_LogP_4,SpMax2_Bh.s.,nBeta.Lactams,TPSA.NO.,SsssCH,P_VSA_e_5,SdssC,ATS5s,Hy,P_VSA_e_3,CATS2D_04_DA,nDB,P_VSA_s_6,P_VSA_m_3,D.Dtr04,Eig07_AEA.dm.,ATSC1e,SsOH,O.,MATS1s,CATS2D_05_DL,NsOH,TPSA.Tot.,MAXDN,SAdon,nR04,nHDon,CATS2D_07_DL,H.050,MATS1i,CATS2D_02_DL,CATS2D_03_DL,P_VSA_s_5,CATS2D_04_DL,NssNH,Eig09_AEA.dm.,Eig05_AEA.dm.,ALOGP2,Eig10_AEA.dm.,GGI3,Me,CATS2D_06_DL,MATS1p,SpMax5_Bh.s.,C.009,N.072,ATS4s,CATS2D_09_DL,ATS4m,Eig06_AEA.dm.,ATSC1s,NdssC,nArOH,nN.CO.2,CATS2D_02_DA,ATSC3e,SM03_EA.ri.,CATS2D_05_DA,MATS1m,GGI4,SpAD_EA.dm.,ATSC5s,P_VSA_MR_2,Eig06_AEA.ed.,MATS1v,nHAcc,C.008,Eig04_EA.dm.,SpMax1_Bh.s.,Eig07_EA.dm.,JGI2,ATSC4e,ATS5e,nHet,AAC,IC0,MAXDP,Eig11_AEA.dm.,PDI,Ram,BIC3,Eta_epsi_A,ATS6s,ATSC3s,SssNH,Eig03_AEA.dm.,Eta_sh_p,P_VSA_i_4,CATS2D_08_DL,BAC,BIC0,SdS,BIC4,Eig05_EA.ed.,SM14_AEA.dm.,DELS,SM05_EA,Eig12_AEA.dm.,CATS2D_05_DN,ATSC4s,H.054,SIC0,GGI5,ATS3m,SssCH2,SM05_EA.ri.,BIC5,CATS2D_06_DA,Eig06_EA.ed.,SM15_AEA.dm.,SIC4,SM06_EA.ri.,Eig03_EA.dm.,SpMax7_Bh.s.,ATS4v,P_VSA_MR_8,H.047,Eig13_AEA.dm.,SpDiam_EA.ed.,MLOGP2,Eig05_EA.dm.,ALOGP,SM03_EA,CATS2D_02_AN,BLTA96,BLTD48,BLTF96,MLOGP
5.203,0,0,0,117.166,98.604,117.166,0,2,1.532,2.878,7.786,2.286,4.898,4.83,63.298,5.126,0,94.06,0.0,47.145,-0.369,5.93,0.282,70.021,3,1,80.593,47.145,0.0,1.931,0.105,0.0,6.4,-0.085,2,0,94.06,2.036,34.796,0,2,2,2,-0.152,3,2,34.796,5,1,1.439,2.555,10.711,1.427,2.799,1.014,3,-0.098,4.58,0,1,5.977,1,4.08,2.288,7.318,1,0,0,4,0.377,3.977,0,0.06,1.651,5.557,49.586,47.145,5.009,-0.016,6,0,0.0,7.429,0.0,0.071,0.752,4.711,8,1.65,1.65,5.996,1.279,1.003,10,0.809,0.63,5.93,28.735,2.881,2.965,0.141,70.021,2,21.0,0.278,0.0,0.826,6.02,6.02,27.483,6.581,0.916,0,50.216,0,0.297,1.08,4.029,0.0,6.352,0.826,1,5.78,5.78,0.884,7.782,0.86,4.222,3.907,0.0,14,0.896,18.115,6.072,0.0,3.273,4.111,0,-3.69,-3.66,-3.48,2.464
5.809,0,0,0,86.985,86.985,86.985,0,0,1.919,3.756,7.833,2.333,4.973,4.726,97.62,7.423,0,64.85,0.0,50.29,-0.315,5.843,-0.751,36.695,0,3,83.861,50.29,0.0,2.177,0.025,0.0,5.0,-0.045,0,0,93.09,1.866,0.0,0,0,0,0,-0.145,0,0,0.0,0,0,1.417,2.398,10.813,1.323,2.604,1.008,0,-0.002,4.605,0,1,5.838,0,4.041,2.184,5.472,2,0,0,0,0.238,4.022,0,0.063,1.76,7.227,71.499,50.29,4.971,0.008,5,0,0.207,7.432,0.0,0.076,0.305,4.49,6,1.67,1.67,5.814,1.008,1.023,10,0.828,0.625,5.53,28.361,0.0,3.223,0.137,36.695,0,17.0,0.29,0.0,0.84,6.127,6.127,28.313,6.567,1.0,0,51.971,0,0.314,0.997,4.115,-0.022,6.403,0.84,0,5.541,5.541,0.908,7.812,0.78,4.003,3.856,31.278,8,0.449,19.539,5.551,0.0,3.288,4.111,0,-3.59,-3.56,-3.39,2.356
4.764,0,0,0,141.719,141.719,96.839,1,2,1.601,-0.244,8.549,3.049,7.999,7.431,93.03,7.999,0,58.56,0.0,78.828,-1.547,6.327,0.327,18.011,0,1,162.857,123.708,0.0,1.945,0.249,9.89,7.0,-0.117,2,1,58.56,6.31,60.694,0,2,0,2,-0.021,4,9,18.011,4,1,1.461,2.791,29.208,1.41,3.5,1.041,0,0.016,6.468,0,0,6.616,3,4.327,2.147,38.257,1,1,0,0,0.747,4.255,0,-0.009,2.587,13.356,169.749,123.708,4.879,0.029,7,0,0.224,8.513,0.0,0.13,1.869,4.869,8,1.844,1.844,6.211,0.967,0.904,11,0.813,0.698,6.677,76.801,2.229,3.208,0.312,62.891,1,87.0,0.325,0.0,0.821,5.763,5.763,61.557,7.155,0.51,0,269.813,0,0.34,1.986,4.258,0.0,6.797,0.821,0,5.225,5.225,0.858,8.194,0.891,4.613,4.027,0.0,9,0.51,26.428,15.716,0.0,5.404,4.511,0,-5.19,-5.09,-4.76,3.964
5.481,0,0,0,36.695,34.796,36.695,0,0,1.026,3.779,7.417,1.917,4.423,4.225,55.186,4.735,0,29.85,0.0,0.0,0.0,5.508,-0.412,36.695,1,0,16.786,0.0,0.0,1.301,0.058,0.0,0.0,-0.14,1,0,29.85,1.204,18.011,0,1,4,1,-0.155,3,3,18.011,2,1,1.0,2.287,23.206,0.637,1.41,0.98,1,-0.04,4.043,0,0,5.667,0,3.634,1.559,9.978,0,0,0,0,0.19,4.021,1,0.061,1.526,1.315,29.213,105.94,4.674,0.002,2,0,0.0,5.04,0.0,0.08,0.217,4.755,3,1.266,1.266,1.546,0.49,0.965,8,0.761,0.517,5.224,24.709,3.489,2.805,0.179,36.695,0,21.0,0.216,0.0,0.775,6.19,6.19,9.413,6.594,-0.15,0,32.629,0,0.227,0.524,3.749,1.913,6.418,0.775,0,4.614,4.614,0.813,7.794,0.0,3.674,3.875,0.0,9,-0.591,20.204,17.009,0.0,4.817,4.111,0,-5.35,-5.24,-4.9,4.124
6.488,1,1,1,124.584,124.584,124.584,0,3,1.276,1.166,8.15,2.65,5.054,4.975,59.699,7.427,0,92.6,-0.79,70.797,-1.083,5.667,1.121,53.787,2,3,155.138,70.797,0.0,1.95,0.188,0.0,10.5,-0.094,3,0,124.69,2.197,53.787,0,3,3,3,0.028,0,2,53.787,2,3,1.045,2.731,9.22,1.0,1.153,1.035,7,-0.012,4.846,0,3,5.722,3,3.784,2.199,11.337,3,0,1,2,0.895,3.566,3,-0.004,1.312,11.253,57.506,106.11,4.178,0.013,7,1,0.878,7.431,0.0,0.088,0.668,4.294,9,1.967,1.967,4.918,0.83,0.937,7,0.882,0.69,5.583,73.861,7.096,3.46,0.234,53.787,3,26.0,0.353,4.898,0.882,5.64,5.64,31.72,6.043,0.69,0,70.966,0,0.375,0.594,3.887,0.0,5.804,0.882,2,3.882,3.882,0.936,7.222,0.985,4.112,3.49,45.192,7,0.618,14.834,1.799,0.0,3.037,3.761,0,-2.57,-2.59,-2.53,1.341
5.106,0,0,0,175.691,175.691,175.691,1,0,1.865,1.816,8.273,2.773,7.431,6.999,168.074,7.435,0,122.91,0.0,159.286,-0.88,6.145,0.296,16.405,1,5,159.286,159.286,0.0,2.43,0.199,9.968,14.6,-0.134,1,1,131.29,4.399,59.088,0,2,1,2,-0.067,4,4,16.405,3,1,1.806,2.815,11.272,1.5,2.375,1.03,1,-0.06,6.469,0,0,6.085,2,4.096,2.592,29.819,3,1,0,2,0.708,4.25,2,0.171,2.071,8.076,118.912,159.286,5.163,0.034,8,0,0.0,7.718,0.0,0.074,0.797,4.786,9,1.693,1.693,5.393,1.184,0.948,11,0.887,0.667,6.01,97.571,2.287,3.64,0.197,16.405,2,55.0,0.286,0.0,0.887,6.463,6.463,52.548,6.758,1.067,0,94.406,0,0.303,1.167,4.098,0.374,6.563,0.887,1,6.275,6.275,0.942,7.924,0.636,4.713,3.962,0.0,12,0.735,17.548,5.653,0.0,3.357,4.369,0,-3.61,-3.58,-3.41,2.378
4.337,0,0,0,57.116,57.116,57.116,0,0,1.411,6.486,7.538,2.038,4.706,4.242,41.402,4.843,0,48.15,0.0,20.734,0.0,5.455,-0.823,36.382,0,0,57.116,20.734,0.0,1.621,0.066,0.0,4.5,0.009,0,0,48.15,1.125,0.0,0,0,0,0,-0.027,0,0,0.0,0,0,1.0,1.969,21.196,0.995,1.257,0.996,0,-0.018,4.208,0,0,5.678,0,3.694,1.857,9.198,0,0,0,0,0.099,4.16,0,0.083,1.051,1.72,29.004,44.276,4.521,0.013,4,0,0.0,5.3,0.0,0.089,0.242,4.592,4,1.439,1.439,2.036,0.69,0.98,9,0.754,0.571,5.183,23.555,0.0,2.954,0.131,36.382,0,11.0,0.248,0.0,0.765,5.299,5.299,15.381,6.711,0.601,0,38.004,0,0.264,0.875,3.805,1.673,6.634,0.765,0,4.495,4.495,0.811,8.027,0.0,3.713,3.811,0.0,9,-0.34,18.564,25.068,0.0,4.604,4.205,0,-6.24,-6.08,-5.65,5.007
4.794,0,0,0,62.398,61.234,62.398,0,0,1.628,6.543,7.445,1.945,4.748,4.455,72.339,4.85,0,52.31,0.0,11.0,0.0,5.861,-0.819,51.398,0,0,61.234,11.0,0.0,1.677,0.047,0.0,2.0,0.1,0,0,52.31,1.149,0.0,0,0,0,0,-0.059,0,0,0.0,0,0,1.543,2.44,25.139,1.321,2.257,0.994,0,-0.027,4.26,0,0,5.82,0,4.131,2.096,7.323,0,0,0,0,0.303,4.216,0,0.093,1.922,2.302,32.354,11.0,5.073,0.019,4,0,0.0,5.18,0.0,0.062,0.27,4.943,5,1.434,1.434,2.38,1.131,1.049,10,0.801,0.574,5.855,31.767,0.0,2.909,0.0,51.398,0,0.0,0.236,0.0,0.832,6.96,6.96,17.023,6.919,1.0,0,26.915,0,0.253,1.008,4.122,6.336,6.816,0.832,0,5.924,5.924,0.889,8.295,0.0,3.829,4.168,0.0,11,0.953,23.261,30.045,0.0,5.014,4.29,0,-6.71,-6.53,-6.05,5.481
7.222,1,1,1,124.584,124.584,124.584,0,3,1.678,2.562,7.994,2.494,5.053,4.858,59.699,7.427,0,92.6,0.0,70.797,-1.053,5.823,1.018,99.741,2,3,115.989,70.797,0.0,2.197,0.131,0.0,8.5,-0.08,2,0,124.69,2.189,53.787,0,3,5,3,0.021,0,1,99.741,1,3,1.301,3.158,17.168,1.269,1.59,1.019,6,-0.015,4.825,0,3,5.889,7,4.195,2.199,9.645,3,0,1,2,0.76,4.094,3,-0.001,1.623,11.253,67.534,70.797,4.63,0.003,7,0,0.878,7.431,0.0,0.097,0.626,4.645,9,1.847,1.847,4.868,1.045,0.922,9,0.825,0.628,5.743,67.662,7.13,3.554,0.316,53.787,3,51.0,0.317,4.922,0.825,5.774,5.774,30.652,6.621,0.828,0,69.334,0,0.333,0.864,4.269,-0.227,6.49,0.825,2,4.808,4.808,0.865,7.842,0.985,4.121,3.829,91.146,7,0.618,18.703,4.704,0.0,4.143,4.205,0,-3.4,-3.38,-3.23,2.169
5.098,0,0,0,118.513,118.513,118.513,0,0,1.917,5.755,7.627,2.127,4.865,4.72,50.357,4.936,0,92.43,0.0,11.0,0.0,5.945,0.908,107.513,2,0,133.402,11.0,0.0,2.051,0.046,0.0,1.8,-0.103,1,0,92.43,1.474,50.908,0,3,1,3,-0.305,2,1,18.011,2,1,1.873,2.541,22.373,1.678,2.375,1.004,2,-0.101,4.403,0,0,5.923,1,4.112,2.401,9.903,0,0,0,4,0.431,3.858,2,0.036,1.391,6.298,54.685,11.0,5.113,-0.02,8,0,0.4,5.257,0.0,0.061,0.369,5.04,9,1.623,1.623,2.099,1.23,0.989,10,0.847,0.592,5.857,31.428,3.164,3.05,0.142,107.513,2,18.0,0.266,0.0,0.859,6.563,6.563,23.099,6.447,1.146,0,41.113,0,0.278,0.924,4.185,4.178,6.056,0.859,0,6.065,6.065,0.899,7.521,0.8,4.288,4.089,0.0,20,0.939,16.883,12.965,0.172,4.73,4.111,0,-4.83,-4.74,-4.45,3.601
4.744,0,0,0,93.234,91.335,93.234,0,1,2.041,4.089,7.672,2.172,4.885,4.75,71.78,7.411,0,75.92,0.633,50.29,-0.836,5.987,-0.372,42.944,1,2,67.075,50.29,0.0,2.254,0.018,0.0,3.4,-0.007,1,0,75.92,2.111,18.011,0,1,4,1,-0.267,0,0,18.011,0,1,1.555,2.741,21.52,1.505,2.354,0.998,2,-0.083,4.72,0,2,6.2,1,4.18,2.656,6.875,2,0,1,3,0.275,4.079,1,0.071,2.175,9.1,43.436,97.374,5.19,-0.011,6,0,0.522,7.447,0.0,0.061,0.704,5.082,7,1.508,1.508,5.766,1.253,1.01,11,0.768,0.577,6.045,33.643,2.431,3.231,0.077,42.944,2,10.0,0.243,0.0,0.805,7.008,7.008,27.397,6.661,1.158,0,92.995,0,0.256,1.275,4.2,5.502,6.425,0.821,0,6.229,6.229,0.848,7.891,0.8,4.019,4.202,0.0,19,1.077,19.832,19.588,0.514,4.639,4.205,0,-5.66,-5.52,-5.15,4.426
5.551,0,1,1,209.682,209.682,209.682,1,1,1.763,0.122,8.383,2.883,7.412,7.411,157.377,7.429,0,146.43,0.0,152.77,-3.72,5.979,1.808,56.912,5,5,152.77,152.77,0.0,1.915,0.271,9.624,14.6,-0.094,4,1,146.43,2.579,96.471,0,4,3,4,-0.025,5,5,53.787,4,3,1.543,2.735,0.01,1.311,2.535,1.044,2,0.014,6.468,0,3,6.376,3,3.991,2.682,27.541,5,1,2,4,0.792,3.979,4,-0.011,1.613,10.533,111.266,152.77,4.903,0.048,10,0,0.943,7.462,0.0,0.089,1.241,4.493,10,1.789,1.789,5.414,1.196,0.949,9,0.916,0.715,5.86,95.719,6.566,3.393,0.138,56.912,3,26.0,0.312,0.0,0.925,5.674,5.674,50.762,6.431,1.158,0,193.5,0,0.334,0.701,3.983,-0.16,6.369,0.925,1,5.344,5.344,0.991,7.78,0.98,4.619,3.685,0.0,8,0.795,18.305,0.653,0.485,0.102,4.007,0,-2.04,-2.09,-2.08,0.808
4.857,0,0,0,16.786,16.786,16.786,0,0,1.0,4.303,7.426,1.926,4.315,4.212,17.715,4.772,0,12.89,0.623,0.0,0.0,5.208,-0.787,16.786,0,0,55.934,0.0,0.0,1.157,0.025,0.0,0.0,-0.048,0,0,66.43,0.893,0.0,0,0,0,0,0.017,0,0,0.0,0,0,0.712,2.631,23.442,0.494,1.063,0.988,0,0.068,3.829,0,0,5.377,0,3.73,1.759,5.491,0,0,0,0,0.153,3.765,0,0.053,1.136,5.9,18.477,117.711,4.005,0.049,1,0,0.0,4.974,0.0,0.083,0.196,4.465,4,1.536,1.536,1.866,0.32,0.959,7,0.802,0.553,5.009,19.399,0.0,3.003,0.159,16.786,0,10.0,0.279,0.0,0.802,4.665,4.665,9.789,6.463,0.098,0,23.606,0,0.293,0.688,3.85,3.723,6.085,0.802,0,3.12,3.12,0.842,7.443,0.0,3.467,3.706,63.497,6,-0.602,17.877,19.094,0.0,4.842,4.007,0,-5.6,-5.47,-5.1,4.37
5.155,0,0,0,125.873,125.873,125.873,0,0,2.062,4.877,7.861,2.361,6.999,4.932,74.163,7.429,0,93.73,0.0,91.458,-0.193,6.212,0.148,34.416,0,3,91.458,91.458,0.0,2.177,0.083,0.0,7.1,-0.124,4,0,102.11,4.558,34.416,0,2,3,2,-0.086,3,7,34.416,8,2,1.943,2.744,24.995,1.526,2.438,1.001,1,-0.065,4.724,0,1,6.363,1,4.248,2.589,19.144,1,0,0,3,0.293,4.476,0,0.178,1.738,6.6,90.613,115.0,5.251,0.014,7,0,0.522,7.717,0.0,0.103,0.509,5.21,8,1.541,1.541,5.663,1.514,0.942,12,0.77,0.576,6.024,54.485,5.524,3.534,0.202,34.416,0,74.0,0.241,0.0,0.792,6.863,6.863,42.297,7.074,1.103,0,103.84,0,0.251,1.472,4.339,1.233,6.895,0.796,1,6.638,6.638,0.826,8.262,0.86,4.496,4.291,0.0,21,1.0,19.646,12.363,0.0,5.0,4.575,0,-4.75,-4.66,-4.38,3.516
4.85,0,0,0,57.28,57.28,57.28,0,2,1.444,4.983,7.571,2.071,4.753,4.339,29.85,4.835,0,41.57,0.43,36.145,-0.133,5.834,-0.408,21.135,0,1,36.145,36.145,0.0,1.564,0.049,0.0,3.7,-0.034,4,0,41.57,1.8,18.011,0,1,2,1,-0.129,1,2,18.011,1,1,1.303,2.405,24.671,1.218,1.465,0.988,3,-0.049,4.254,0,1,5.764,0,3.81,2.007,7.929,1,0,0,1,0.437,3.817,0,0.055,1.276,7.727,39.811,83.229,4.237,0.0,4,0,0.141,7.429,0.0,0.082,0.259,4.893,4,1.371,1.371,5.428,0.901,0.956,8,0.801,0.536,5.851,45.213,3.009,3.16,0.147,21.135,2,18.0,0.229,0.0,0.819,5.542,5.542,18.271,6.275,0.744,0,34.006,0,0.238,0.921,3.87,4.513,6.125,0.826,0,3.953,3.953,0.851,7.55,0.8,3.901,3.956,0.0,13,0.542,17.029,12.223,0.0,4.967,3.892,0,-4.73,-4.64,-4.36,3.496
4.199,0,0,0,33.0,33.0,33.0,0,0,1.203,3.624,7.481,1.981,4.58,4.529,0.0,4.595,0,27.69,1.706,33.0,1.498,5.839,-0.851,0.0,0,1,33.0,33.0,40.639,1.331,0.038,0.0,6.3,0.007,0,0,27.69,0.99,0.0,1,0,0,0,-0.092,0,0,0.0,0,0,1.062,2.555,16.872,0.916,3.375,0.989,0,-0.074,4.077,0,0,5.822,0,3.924,2.378,11.336,1,0,0,0,0.143,4.24,0,0.079,2.111,7.88,37.21,33.0,5.19,-0.001,3,0,0.68,4.961,0.0,0.095,0.518,5.053,3,1.258,1.258,2.163,0.545,0.907,10,0.733,0.531,5.867,18.953,0.0,2.77,0.286,0.0,0,46.0,0.219,0.0,0.743,6.118,6.118,15.28,6.919,0.172,0,40.521,0,0.225,1.479,3.879,1.262,6.855,0.773,0,6.096,6.096,0.766,8.279,0.86,3.638,4.069,0.0,12,-0.339,23.278,12.089,0.68,4.108,4.29,0,-4.71,-4.62,-4.35,3.477
6.396,1,1,1,104.077,104.077,104.077,0,1,1.276,0.877,8.197,2.697,5.006,4.851,59.699,7.426,0,70.23,0.0,50.29,-0.767,5.48,1.203,53.787,1,3,173.779,50.29,0.0,1.575,0.123,0.0,5.6,-0.086,8,0,102.32,2.163,53.787,0,3,4,3,0.093,2,5,53.787,5,3,0.852,2.642,14.149,0.54,1.688,1.024,5,0.044,4.624,0,3,5.944,1,4.006,2.474,8.19,3,0,1,2,0.398,3.954,2,-0.011,1.213,9.204,55.393,50.29,4.197,0.024,5,0,0.0,7.431,0.0,0.111,0.957,4.115,8,1.963,1.963,4.89,0.256,0.898,8,0.787,0.655,5.4,39.606,7.24,3.594,0.417,53.787,0,72.0,0.364,4.909,0.787,4.68,4.68,28.525,6.509,0.059,0,129.357,0,0.38,0.542,3.96,0.0,6.356,0.787,0,3.592,3.592,0.821,7.683,0.98,4.112,3.488,45.192,3,-0.542,18.17,10.064,0.0,3.762,4.111,0,-4.4,-4.33,-4.09,3.172
5.929,0,0,0,70.469,70.469,70.469,1,1,1.023,2.784,7.714,2.214,4.849,4.425,59.469,4.954,0,42.35,0.0,53.683,0.0,5.283,-0.385,16.786,0,1,70.469,53.683,0.0,1.417,0.022,9.856,5.6,-0.157,2,1,42.35,1.472,42.683,0,1,1,1,-0.021,1,2,0.0,2,0,0.94,1.891,17.199,0.681,1.0,0.998,1,0.023,4.361,0,0,5.428,2,3.461,1.501,7.514,0,1,0,0,0.138,3.509,0,0.029,1.129,1.72,24.882,53.683,4.052,0.034,3,0,0.0,6.47,0.0,0.079,0.149,4.277,3,1.402,1.402,3.856,0.125,0.975,6,0.861,0.587,5.147,23.808,0.0,2.409,0.083,16.786,1,6.0,0.252,0.0,0.904,4.251,4.251,14.271,6.019,-0.191,0,24.678,0,0.271,0.5,3.662,0.0,5.855,0.904,0,3.475,3.475,0.974,7.376,0.0,3.858,3.563,0.0,14,-0.518,16.748,12.098,0.0,4.147,3.611,0,-4.71,-4.62,-4.35,3.478
4.79,0,0,0,97.311,97.311,97.311,0,0,1.227,3.056,8.028,2.528,4.946,4.651,57.481,7.429,0,67.43,0.0,61.29,-0.768,5.621,0.393,36.022,0,2,100.438,61.29,0.0,1.811,0.093,0.0,8.1,-0.078,4,0,95.67,2.056,36.022,0,2,2,2,-0.04,4,3,36.022,5,2,1.0,2.399,15.647,0.806,1.944,1.021,1,0.032,4.43,0,2,5.628,1,3.793,2.078,7.695,2,0,0,2,0.409,3.537,2,0.021,1.037,7.155,70.546,96.603,4.484,0.024,5,0,0.0,7.434,0.0,0.072,0.335,4.256,7,1.859,1.859,4.918,0.453,0.95,7,0.85,0.647,5.315,38.28,5.373,2.938,0.219,36.022,0,29.0,0.338,0.0,0.85,5.19,5.19,26.326,6.066,0.259,0,33.168,0,0.357,0.691,3.889,0.315,5.707,0.85,0,4.389,4.389,0.899,7.097,0.247,3.901,3.503,31.278,7,0.027,16.543,7.908,0.0,3.956,3.761,0,-4.04,-3.99,-3.78,2.812
6.206,0,0,0,194.892,194.892,164.972,0,0,2.119,-2.211,8.48,2.98,7.72,7.713,151.666,8.161,0,122.3,0.0,113.771,-0.516,6.316,0.323,51.201,0,5,160.477,143.691,0.0,2.569,0.257,0.0,10.2,-0.11,1,0,167.3,5.088,34.416,0,2,0,2,-0.031,4,6,34.416,6,2,2.097,3.008,17.117,1.924,3.042,1.049,0,-0.044,7.429,0,1,6.296,2,4.44,2.61,55.177,1,0,0,4,1.148,4.401,0,0.157,2.369,8.017,227.84,113.771,5.363,0.06,10,0,0.0,8.24,0.0,0.095,1.129,4.716,13,2.064,2.064,5.548,1.639,1.031,14,0.853,0.742,6.189,195.984,4.838,3.574,0.167,81.122,1,66.0,0.339,0.0,0.866,8.072,8.072,75.017,7.179,1.523,0,188.853,0,0.368,1.472,4.46,0.0,6.695,0.866,1,6.855,6.855,0.939,8.034,0.0,6.999,4.038,31.278,13,1.0,19.937,8.687,0.0,4.137,4.691,0,-4.18,-4.12,-3.9,2.947
6.11,0,0,0,88.503,88.503,88.503,0,1,1.168,2.153,7.931,2.431,5.017,4.703,89.275,6.999,0,68.29,0.0,55.313,0.0,5.786,-0.284,33.191,1,2,72.098,55.313,0.0,1.463,0.088,0.0,7.7,-0.173,2,0,76.67,4.609,16.405,0,1,0,1,-0.129,1,3,16.405,4,1,1.0,2.184,11.876,0.926,1.875,1.011,1,-0.102,4.66,0,0,5.803,0,3.923,1.662,14.354,0,0,0,2,0.232,3.94,0,0.229,1.529,1.72,69.873,55.313,4.674,0.019,5,0,0.0,7.717,0.0,0.086,0.355,4.515,6,1.689,1.689,5.576,0.48,1.003,8,0.841,0.622,5.744,30.465,2.601,2.617,0.15,33.191,0,18.0,0.297,0.0,0.841,6.106,6.106,28.513,6.608,0.025,0,48.72,0,0.32,1.139,3.966,0.0,6.298,0.841,0,4.626,4.626,0.905,7.697,0.0,3.96,3.74,0.0,11,-0.306,19.998,4.58,0.0,3.446,4.111,0,-3.37,-3.35,-3.21,2.14
5.485,0,0,0,78.626,76.727,78.626,0,0,1.81,3.136,7.724,2.224,4.879,4.627,32.177,5.819,0,63.15,0.481,25.145,0.612,5.719,-0.332,53.481,2,5,73.602,25.145,0.0,2.2,0.01,0.0,2.3,-0.105,1,0,91.39,2.041,31.672,0,1,2,1,-0.144,1,1,0.0,1,0,1.386,2.937,22.076,1.256,1.938,1.0,1,0.004,4.595,0,0,5.883,1,3.989,2.75,7.473,4,0,0,1,0.107,3.976,1,0.067,1.583,12.079,35.552,25.145,5.174,0.014,4,0,0.326,7.431,0.0,0.09,0.312,4.659,6,1.607,1.607,5.367,1.033,1.012,10,0.835,0.596,5.611,18.55,0.0,3.147,0.136,53.481,2,18.0,0.275,0.0,0.835,6.175,6.175,21.002,6.581,1.0,0,53.737,0,0.294,0.834,3.982,0.0,6.344,0.835,0,5.969,5.969,0.894,7.739,0.933,4.057,3.932,32.22,7,0.825,18.512,16.561,0.0,4.699,4.111,0,-5.3,-5.19,-4.85,4.07
5.164,0,0,0,76.127,76.127,61.166,0,0,1.361,1.334,8.083,2.583,5.15,4.76,25.145,7.431,0,41.13,-1.248,25.145,-0.52,6.132,0.312,36.022,0,1,157.551,40.105,0.0,1.857,0.094,0.0,2.3,-0.089,9,0,41.13,3.088,36.022,0,2,2,2,-0.019,3,7,36.022,6,2,1.187,2.606,27.375,1.0,2.125,1.02,4,0.025,4.614,0,2,5.945,0,4.145,1.865,12.362,1,0,0,2,0.497,3.763,0,-0.004,1.804,8.859,117.292,60.458,4.226,0.026,4,2,0.501,8.201,0.0,0.096,0.581,4.73,7,1.778,1.778,5.839,0.592,0.923,9,0.821,0.643,5.956,55.727,5.383,3.168,0.299,50.982,1,51.0,0.313,0.0,0.865,6.024,6.024,34.348,6.635,0.365,0,77.052,0,0.328,0.944,4.088,0.0,6.012,0.865,0,3.927,3.927,0.905,7.424,0.607,4.11,3.878,0.0,10,-0.033,19.803,19.865,0.0,5.232,4.205,0,-5.69,-5.55,-5.18,4.457
5.019,0,0,0,100.036,100.036,100.036,1,1,1.532,0.744,7.855,2.355,5.116,4.956,77.0,6.464,0,70.05,0.0,52.191,-0.076,5.437,-0.326,47.845,2,1,100.036,52.191,0.0,1.532,0.057,10.49,6.1,-0.087,2,1,98.29,1.859,42.683,0,1,2,1,0.024,1,1,16.602,2,0,1.419,2.174,17.453,1.193,1.958,1.014,4,0.08,4.39,0,0,5.674,0,3.86,1.596,9.845,2,0,0,0,0.259,3.765,0,0.027,1.334,4.069,29.65,52.191,4.414,0.06,4,0,0.0,6.822,0.0,0.072,0.342,4.038,5,1.642,1.642,4.49,0.896,1.026,8,0.855,0.658,5.41,27.629,0.0,2.981,0.065,47.845,0,6.0,0.292,0.0,0.898,4.312,4.312,23.01,6.382,0.347,0,50.373,0,0.326,0.684,3.91,0.0,6.176,0.898,0,4.312,4.312,1.0,7.646,0.0,3.819,3.611,31.278,9,0.347,18.017,3.303,0.0,4.178,3.892,0,-3.05,-3.05,-2.93,1.817
5.922,0,0,0,95.496,95.496,95.496,0,2,1.0,2.233,7.963,2.463,5.047,4.697,68.196,5.268,0,81.16,0.0,44.16,-0.444,5.206,-0.173,97.291,0,1,77.486,44.16,0.0,1.037,0.159,0.0,10.7,-0.086,2,0,81.16,2.11,18.011,0,1,0,1,-0.026,0,1,63.965,2,1,0.743,2.179,6.755,0.618,0.875,1.042,2,-0.044,3.956,0,1,5.413,0,3.619,1.439,7.014,1,0,0,3,0.503,3.451,0,-0.003,0.882,2.117,35.525,44.16,4.056,-0.008,6,0,0.0,7.43,0.0,0.074,0.504,3.806,7,1.893,1.893,4.727,0.378,1.002,6,0.855,0.713,4.939,33.449,2.464,2.789,0.166,51.337,1,5.0,0.358,0.0,0.855,4.158,4.158,20.578,5.994,0.243,0,35.489,0,0.394,0.452,3.8,0.0,5.823,0.855,0,3.388,3.388,0.941,7.3,0.0,3.674,3.2,45.954,6,-0.756,15.604,10.304,0.0,2.599,3.611,0,-4.44,-4.37,-4.12,3.21
