pXC50,NNRS,RCI,Eig02_AEA.bo.,RFD,Eig02_AEA.dm.,SM03_AEA.bo.,SM04_AEA.bo.,Eig02_AEA.ri.,Eig04_AEA.bo.,Eig02_EA,SM10_AEA.bo.,piPC02,SM02_EA.bo.,P_VSA_LogP_4,P_VSA_e_2,SM02_AEA.bo.,Eig02_EA.bo.,SM12_AEA.ri.,X2sol,TIE,Eig02_EA.ri.,Eig04_EA.bo.,SM14_AEA.ri.,ATS7m,SpAD_EA.bo.,Rperim,SpMax2_Bh.m.,SM02_EA.ri.,X0sol,SpMax3_Bh.m.,MW,Eta_alpha,SpMax8_Bh.s.,Eig04_AEA.ri.,IDDM,Eig09_AEA.dm.,XMOD,SM05_AEA.bo.,SpMax2_Bh.e.,P_VSA_p_3,P_VSA_v_3,HDcpx,SpAD_EA.ri.,SpMax4_Bh.m.,X2v,Eig09_AEA.ed.,X2,P_VSA_i_2,NRS,Eig11_AEA.bo.,nC..N.N2,Eig08_AEA.ed.,Eig08_AEA.bo.,SpAD_AEA.ri.,SpMax6_Bh.v.,piPC01,SCBO,SMTIV,Eig14_AEA.ed.,SpMaxA_EA.bo.,Eig14_AEA.bo.,ATS1m,Eta_betaP,SpMin2_Bh.i.,Eig04_EA,SM12_AEA.bo.,Eig08_EA.ri.,SpAD_AEA.bo.
4.034,0.857,1.05,4.726,0.05,3.847,6.864,8.169,4.394,4.205,3.407,3.407,4.963,5.652,90.241,241.243,5.684,4.058,4.058,25.683,159.07,3.369,3.615,3.615,4.858,121.019,40,3.976,5.161,41.901,3.873,813.15,28.567,4.666,3.758,5.88,2.53,182.113,9.516,4.035,241.243,241.243,1.887,95.26,3.729,16.68,5.334,25.683,241.243,6,3.278,0,5.348,3.516,97.693,3.62,4.431,83.0,134290.0,3.913,0.068,2.892,4.341,32.0,2.0,2.778,2.778,2.278,98.301
4.034,1.0,1.0,4.392,0.0,3.236,6.175,7.47,3.983,3.704,3.041,3.041,4.294,4.98,72.664,155.657,4.999,3.709,3.709,12.692,51.325,2.861,3.199,3.199,3.808,61.735,23,3.891,4.444,20.813,3.723,403.57,14.367,3.816,3.38,4.877,1.518,91.332,8.807,3.961,155.657,155.657,1.73,47.001,3.634,8.02,3.705,12.692,155.657,4,2.5,0,3.802,2.828,48.673,3.133,3.773,42.5,17550.0,3.247,0.123,2.0,3.658,17.5,1.82,2.42,2.42,1.397,49.251
4.034,0.8,1.071,4.655,0.071,3.824,6.571,7.912,4.233,3.943,3.275,3.275,4.677,5.366,140.233,182.702,5.34,4.259,4.259,18.933,108.755,3.055,3.457,3.457,4.462,85.026,28,3.995,4.778,27.82,3.851,544.68,18.6,4.683,3.58,5.246,2.279,125.271,9.294,3.986,182.702,182.702,1.798,63.492,3.756,11.17,4.815,17.632,176.894,4,2.897,0,4.961,3.446,64.971,3.339,4.078,58.0,38105.0,3.482,0.11,2.5,4.057,27.5,1.935,2.605,2.605,2.039,65.705
4.034,0.667,1.125,4.207,0.125,3.286,6.117,7.409,3.946,3.705,2.977,2.977,4.277,4.963,29.85,161.443,4.922,3.735,3.735,12.144,48.671,2.888,3.015,3.015,3.623,57.984,16,3.901,4.378,20.096,3.586,375.56,13.533,3.846,3.385,4.782,1.373,83.234,8.738,3.965,161.443,161.443,1.709,43.518,3.446,7.584,3.605,12.144,161.443,2,2.353,0,3.83,2.767,44.453,3.167,3.701,39.5,14384.0,2.508,0.148,1.278,3.559,18.0,1.908,2.376,2.376,1.271,44.713
4.034,1.0,1.0,4.134,0.0,3.28,5.874,7.151,3.915,3.36,2.95,2.95,4.007,4.691,40.328,162.349,4.7,3.571,3.571,10.373,39.559,2.85,2.545,2.545,3.453,45.843,12,3.844,4.118,18.027,3.777,342.56,11.933,3.792,3.017,4.563,1.085,74.138,8.464,3.909,162.349,162.349,1.67,34.431,3.426,6.472,3.247,9.965,117.157,2,1.334,0,3.446,2.5,36.186,2.956,3.497,32.0,9239.0,1.956,0.16,0.622,3.446,13.5,1.84,2.079,2.079,0.968,36.292
4.034,0.75,1.095,4.286,0.095,3.269,6.296,7.597,3.896,3.692,2.926,2.926,4.48,5.168,83.688,161.095,5.091,3.905,3.905,13.851,51.163,2.849,3.04,3.04,3.703,69.298,21,3.935,4.531,22.501,3.837,427.6,15.333,3.921,3.402,4.976,1.634,95.963,8.935,3.98,161.095,161.095,1.736,50.723,3.529,8.182,4.019,13.851,161.095,3,2.687,0,4.058,2.923,51.797,3.209,3.871,47.0,24454.0,3.205,0.127,2.082,3.705,22.0,1.912,2.423,2.423,1.618,52.197
4.034,1.0,1.0,4.246,0.0,3.584,6.265,7.547,3.901,3.749,2.93,2.93,4.401,5.088,59.699,180.614,5.085,3.893,3.893,14.683,82.784,2.846,3.011,3.011,4.065,67.502,18,3.91,4.488,25.001,3.842,482.02,16.248,4.31,3.423,5.059,1.831,106.266,8.862,3.918,219.762,219.762,1.759,49.908,3.525,8.19,3.999,14.312,180.614,3,2.599,0,4.161,2.911,52.513,3.152,3.871,47.0,29367.0,3.185,0.109,1.881,3.795,22.5,1.875,2.462,2.462,1.43,52.899
4.034,0.375,1.517,4.803,0.69,3.93,6.765,8.174,4.767,4.311,3.788,3.788,4.649,5.338,90.738,105.217,5.499,3.908,3.908,22.624,129.94,3.703,3.328,3.328,4.825,90.993,24,3.819,5.128,32.767,3.782,643.85,21.233,4.677,4.158,5.49,2.65,137.226,9.613,3.905,105.217,105.217,1.842,81.804,3.774,16.627,5.874,22.624,105.217,3,3.153,0,6.052,3.622,84.979,3.399,4.06,57.0,45010.0,4.732,0.084,2.633,4.15,8.5,1.861,3.204,3.204,2.453,85.596
4.034,0.6,1.217,4.367,0.261,3.374,6.269,7.578,4.044,3.799,3.06,3.06,4.404,5.091,32.606,137.024,5.069,3.816,3.816,13.762,45.893,3.009,3.049,3.049,4.133,65.776,22,4.007,4.525,21.165,3.894,419.99,14.748,3.833,3.443,4.88,1.622,92.951,8.922,4.008,176.173,176.173,1.735,49.659,3.567,8.836,4.189,13.354,137.024,3,2.5,0,4.568,2.946,51.801,2.993,3.807,44.0,17017.0,3.178,0.132,2.031,3.709,16.5,1.885,2.504,2.504,1.502,52.274
4.034,0.667,1.125,4.024,0.125,3.196,5.904,7.227,3.624,3.509,2.646,2.646,4.127,4.812,44.389,134.296,4.666,3.581,3.581,9.522,25.141,2.593,2.898,2.898,3.162,45.726,16,3.816,4.045,15.113,3.642,300.83,10.348,3.674,3.049,4.293,1.0,64.766,8.588,3.884,173.444,173.444,1.62,31.018,3.546,5.516,3.247,8.818,95.732,2,1.036,0,3.347,2.5,33.005,2.715,3.45,30.5,6055.0,1.709,0.208,0.422,3.351,16.5,1.858,2.117,2.117,1.0,33.101
4.034,0.667,1.143,4.148,0.143,3.279,5.923,7.219,3.923,3.358,2.953,2.953,4.103,4.787,29.85,119.983,4.725,3.601,3.601,9.543,33.821,2.867,2.498,2.498,3.303,47.689,14,3.875,4.178,15.527,3.52,298.37,10.3,3.621,3.058,4.437,1.215,67.387,8.555,3.935,119.983,119.983,1.644,35.201,3.376,5.353,3.233,9.543,119.983,2,1.847,0,3.578,2.527,35.751,2.78,3.512,32.5,8200.0,2.0,0.184,0.5,3.368,13.5,1.681,2.097,2.097,1.129,36.4
4.034,1.0,1.0,5.022,0.0,3.76,6.97,8.301,4.719,4.121,3.718,3.718,5.142,5.832,30.278,397.393,5.743,4.641,4.641,26.363,123.832,3.721,3.66,3.66,5.088,133.708,48,4.531,5.185,38.712,3.964,758.86,28.667,4.688,3.771,5.787,2.278,177.785,9.687,4.075,397.393,415.108,1.885,95.37,3.729,20.042,5.445,23.821,397.393,8,3.267,0,5.58,3.736,94.847,3.743,4.522,91.0,81220.0,3.756,0.074,2.781,4.39,54.0,2.089,2.749,2.749,2.278,96.236
4.034,1.0,1.0,4.213,0.0,3.611,6.193,7.477,3.935,3.813,2.953,2.953,4.263,4.949,29.85,177.27,5.03,3.695,3.695,13.527,70.369,2.896,2.95,2.95,4.122,61.754,18,3.805,4.502,23.957,3.744,449.7,15.867,3.951,3.472,5.009,1.85,98.935,8.792,3.867,177.27,177.27,1.76,49.499,3.547,8.916,3.99,13.527,177.27,3,2.5,0,4.568,2.795,51.261,3.205,3.784,43.0,19066.0,2.762,0.111,1.618,3.732,15.0,1.821,2.516,2.516,1.614,51.989
4.034,1.0,1.0,4.128,0.0,3.892,6.06,7.439,3.783,3.565,2.872,2.872,4.103,4.787,44.313,95.335,4.8,3.742,3.742,14.357,59.202,2.645,2.623,2.623,3.947,47.782,15,4.755,4.144,20.233,3.979,473.27,13.295,4.157,3.463,4.552,1.146,95.746,8.855,3.902,219.587,219.587,1.669,34.598,3.918,9.805,3.414,11.146,90.29,3,1.311,0,4.097,2.393,39.742,2.91,3.497,32.0,11992.0,2.276,0.186,0.662,3.905,10.0,1.698,2.524,2.524,1.027,39.536
4.034,1.0,1.0,4.125,0.0,3.597,6.012,7.274,3.913,3.656,2.945,2.945,4.111,4.796,59.699,136.187,4.86,3.481,3.481,11.569,58.451,2.854,2.852,2.852,3.671,53.027,17,3.85,4.332,19.225,3.743,365.52,12.867,3.7,3.317,4.728,1.447,81.178,8.565,3.922,136.187,136.187,1.699,41.882,3.48,7.296,3.572,11.569,136.187,3,2.395,0,3.719,2.559,42.649,2.972,3.638,37.0,13719.0,2.709,0.123,1.122,3.535,15.0,1.881,2.317,2.317,1.302,43.276
4.034,0.667,1.133,4.179,0.133,3.283,5.967,7.258,3.928,3.725,2.953,2.953,4.094,4.779,29.85,126.409,4.787,3.701,3.701,10.676,41.559,2.872,2.981,2.981,3.542,49.842,15,3.879,4.273,17.811,3.546,338.49,11.967,3.674,3.395,4.617,1.137,75.369,8.584,3.943,126.409,126.409,1.679,38.927,3.406,6.8,3.42,10.676,126.409,2,1.692,0,3.592,2.5,39.894,2.969,3.555,34.0,10643.0,2.318,0.147,0.721,3.467,14.0,1.885,2.454,2.454,1.094,40.132
4.034,0.4,1.261,4.425,0.261,3.317,6.51,7.85,4.042,3.801,3.066,3.066,4.707,5.396,59.469,176.701,5.276,4.277,4.277,16.109,61.633,2.988,3.361,3.361,4.424,83.028,23,3.928,4.722,26.811,3.84,509.76,18.333,4.136,3.447,5.221,2.088,114.129,9.233,3.979,176.701,176.701,1.798,60.236,3.561,9.968,4.952,16.109,176.701,2,2.933,0,5.229,3.332,62.576,3.381,4.025,55.0,26724.0,3.586,0.12,2.303,3.888,23.0,1.916,2.515,2.515,1.975,62.283
4.034,0.2,1.611,4.323,0.778,3.664,6.112,7.515,4.039,3.609,3.086,3.086,4.086,4.771,30.278,72.467,4.856,3.71,3.71,10.87,47.072,2.935,2.877,2.877,2.822,48.925,15,3.666,4.443,15.983,3.503,315.4,10.733,3.633,3.341,4.498,1.249,69.824,8.957,3.735,72.467,72.467,1.672,41.483,3.206,7.441,4.034,10.87,72.467,1,1.504,0,4.416,2.339,43.169,2.895,3.466,31.0,6549.0,2.833,0.164,0.707,3.475,8.5,1.751,2.362,2.362,1.201,43.457
4.034,0.5,1.222,4.314,0.222,3.298,6.16,7.473,3.926,3.737,2.985,2.985,4.311,4.997,46.635,154.352,4.954,3.876,3.876,14.945,45.791,2.805,3.065,3.065,4.479,59.52,18,4.332,4.279,21.38,4.121,482.46,14.7,3.785,3.29,4.776,1.798,101.706,8.823,3.881,200.306,200.306,1.717,41.73,3.679,10.15,4.0,12.554,137.751,2,2.353,0,4.372,2.687,47.099,2.984,3.701,39.5,16059.0,2.996,0.145,1.554,3.892,15.0,1.67,2.412,2.412,1.304,47.538
4.034,0.5,1.211,4.346,0.211,3.224,6.052,7.355,4.048,3.452,3.062,3.062,4.163,4.848,43.336,107.861,4.871,3.617,3.617,11.234,41.862,3.02,2.763,2.763,3.487,53.237,19,3.896,4.351,18.096,3.521,354.49,12.3,3.833,3.262,4.674,1.461,79.682,8.693,3.975,107.861,107.861,1.688,41.765,3.361,7.375,3.645,11.234,107.861,2,2.04,0,4.177,2.763,43.298,3.045,3.611,36.0,12249.0,2.566,0.154,1.071,3.547,11.0,1.892,2.33,2.33,1.297,43.974
4.034,0.667,1.129,4.454,0.129,3.133,6.44,7.744,3.997,3.851,3.013,3.013,4.598,5.286,49.893,189.189,5.239,4.07,4.07,16.219,49.589,2.975,3.149,3.149,4.284,78.918,31,3.996,4.656,24.131,3.952,481.67,17.167,3.86,3.595,5.1,1.657,110.599,9.082,4.002,189.189,189.189,1.77,57.715,3.711,10.147,4.455,15.641,157.911,4,2.867,0,4.86,3.118,60.418,3.282,3.989,53.0,27065.0,3.414,0.109,2.221,3.894,23.5,1.919,2.657,2.657,1.761,61.243
5.0,0.5,1.2,3.553,0.2,2.679,5.29,6.56,3.353,2.808,2.401,2.401,3.418,4.094,40.328,60.873,4.151,2.66,2.66,5.689,14.64,2.282,1.894,1.894,1.341,26.134,10,3.481,3.65,9.966,3.266,190.32,6.8,2.76,2.513,3.782,-0.505,42.114,7.87,3.614,60.873,60.873,1.516,21.04,2.93,4.056,2.0,5.689,60.873,1,-0.345,0,2.27,0.747,21.785,2.563,2.944,18.0,1693.0,0.453,0.259,-0.799,2.909,6.0,1.511,1.548,1.548,-0.46,21.736
4.796,0.667,1.286,3.989,0.429,3.164,5.791,7.096,3.902,3.341,2.937,2.937,3.861,4.543,29.85,60.613,4.61,3.256,3.256,9.619,38.341,2.836,2.528,2.528,3.446,40.314,12,3.851,4.103,15.483,3.489,309.83,10.081,3.474,3.069,4.37,1.077,66.656,8.428,3.907,99.761,99.761,1.634,32.524,3.239,6.199,3.299,9.248,60.613,2,1.056,0,3.414,2.0,34.509,2.867,3.332,27.0,6696.0,2.0,0.179,0.205,3.39,8.5,1.851,2.149,2.149,0.983,34.72
5.0,0.667,1.133,4.197,0.133,2.978,5.849,7.188,3.726,3.42,2.783,2.783,4.073,4.758,88.026,62.137,4.595,3.875,3.875,8.863,23.299,2.64,2.806,2.806,3.443,42.519,15,4.105,3.955,13.698,3.676,305.15,9.267,3.324,2.929,4.145,0.352,62.542,8.567,3.786,108.091,108.091,1.592,28.063,3.274,4.549,2.683,8.046,108.091,2,0.797,0,3.315,2.199,30.508,2.577,3.367,28.0,4898.0,1.752,0.232,0.019,3.367,15.0,1.722,1.994,1.994,0.691,30.734
5.817,0.667,1.133,4.051,0.133,2.738,5.805,7.128,3.589,3.451,2.642,2.642,4.039,4.723,45.342,84.685,4.575,3.677,3.677,7.71,17.903,2.505,2.832,2.832,2.716,42.049,15,3.742,3.951,12.535,3.321,240.29,8.433,3.405,2.981,4.144,0.579,55.473,8.497,3.784,84.685,84.685,1.593,28.452,3.072,3.885,2.738,7.71,84.685,2,0.777,0,3.375,2.236,29.924,2.664,3.367,28.0,4369.0,1.721,0.232,0.026,3.173,15.0,1.714,2.042,2.042,0.77,30.109
5.0,0.667,1.133,4.197,0.133,2.998,5.849,7.188,3.728,3.42,2.783,2.783,4.073,4.758,88.026,62.583,4.595,3.875,3.875,8.454,23.773,2.643,2.806,2.806,2.957,42.519,15,3.914,3.962,13.198,3.411,260.7,8.648,3.549,2.931,4.145,0.371,57.346,8.567,3.789,101.731,101.731,1.592,28.225,3.212,4.178,2.683,8.046,62.583,2,0.797,0,3.315,2.199,30.471,2.568,3.367,28.0,4898.0,1.752,0.232,0.019,3.23,15.0,1.721,1.994,1.994,0.694,30.734
7.6,1.0,1.0,4.025,0.0,2.943,6.338,7.58,3.813,3.845,2.839,2.839,4.472,5.159,29.85,179.698,5.218,3.459,3.459,16.791,72.221,2.751,3.135,3.135,4.189,77.547,29,3.839,4.719,27.409,3.804,537.86,19.533,3.971,3.524,5.286,1.796,120.459,8.853,3.921,179.698,179.698,1.796,62.848,3.732,11.916,4.095,16.791,179.698,5,2.5,0,4.363,2.966,63.679,3.436,4.007,54.0,40546.0,3.414,0.089,2.462,3.922,19.5,1.89,2.528,2.528,1.61,63.858
6.3,1.0,1.0,4.089,0.0,2.947,6.54,7.798,3.792,3.92,2.818,2.818,4.723,5.412,29.85,284.052,5.378,3.67,3.67,18.289,74.983,2.737,3.455,3.455,4.273,92.654,30,3.876,4.8,30.401,3.838,580.82,21.467,4.213,3.528,5.423,2.033,132.712,9.088,3.94,284.052,284.052,1.821,68.23,3.836,10.912,4.365,18.289,284.052,5,2.913,0,4.959,3.367,69.194,3.483,4.19,65.0,57777.0,3.462,0.082,2.5,3.993,33.5,1.9,2.531,2.531,1.974,70.029
6.0,0.833,1.061,4.271,0.061,3.315,6.57,7.84,3.894,3.935,2.918,2.918,4.749,5.438,70.177,260.183,5.396,3.922,3.922,18.417,64.092,2.801,3.477,3.477,4.235,93.95,33,3.905,4.819,29.271,3.866,567.73,20.7,4.189,3.524,5.394,1.992,131.12,9.144,3.953,260.183,260.183,1.813,68.91,3.809,10.485,4.369,18.417,260.183,5,2.905,0,5.225,3.563,70.34,3.444,4.19,65.0,59206.0,3.513,0.082,2.5,4.0,34.0,1.896,2.525,2.525,2.204,71.238
4.034,1.0,1.0,3.861,0.0,3.536,5.926,7.222,3.458,3.503,2.459,2.459,4.007,4.691,32.336,149.943,4.745,3.419,3.419,10.524,58.397,2.456,2.669,2.669,3.929,47.196,12,3.778,4.214,18.286,3.592,339.52,12.067,3.689,3.255,4.613,1.004,73.972,8.559,3.853,149.943,149.943,1.696,36.968,3.48,6.909,3.261,10.524,149.943,2,1.495,0,3.571,2.5,37.897,2.974,3.526,33.0,8296.0,2.077,0.151,0.605,3.432,13.5,1.838,2.265,2.265,1.0,38.418
5.2,1.0,1.0,4.096,0.0,2.941,6.342,7.594,3.815,3.881,2.839,2.839,4.522,5.209,81.177,226.907,5.187,3.547,3.547,15.205,62.808,2.758,3.435,3.435,4.1,76.349,24,3.866,4.597,25.711,3.809,491.68,17.867,4.131,3.486,5.171,1.668,112.606,8.88,3.929,226.907,226.907,1.78,56.058,3.729,8.863,3.717,15.205,226.907,4,2.546,0,4.094,2.931,57.24,3.377,4.007,54.0,35311.0,3.247,0.098,2.5,3.828,27.0,1.896,2.494,2.494,1.554,58.133
7.5,1.0,1.0,4.01,0.0,2.942,6.289,7.535,3.782,3.839,2.811,2.811,4.425,5.112,58.406,178.553,5.156,3.459,3.459,16.022,72.712,2.725,3.125,3.125,4.079,73.141,23,3.818,4.632,26.581,3.79,512.81,18.433,3.981,3.496,5.212,1.797,114.27,8.811,3.91,178.553,178.553,1.783,58.012,3.728,10.949,4.098,16.022,178.553,4,2.5,0,4.363,2.966,59.323,3.345,3.951,51.0,36830.0,3.414,0.096,2.459,3.865,19.5,1.822,2.524,2.524,1.601,59.426
6.4,1.0,1.0,4.068,0.0,2.943,6.353,7.605,3.795,3.892,2.834,2.834,4.522,5.209,25.145,223.389,5.198,3.5,3.5,16.034,65.127,2.706,3.442,3.442,4.073,77.279,24,3.844,4.63,26.581,3.834,506.75,18.433,4.027,3.5,5.213,1.797,114.224,8.889,3.917,223.389,223.389,1.782,57.979,3.738,9.827,4.026,16.034,223.389,4,2.5,0,4.358,2.969,59.274,3.321,4.007,54.0,38478.0,3.414,0.096,2.5,3.855,26.0,1.89,2.51,2.51,1.605,59.727
4.034,1.0,1.0,4.044,0.0,3.594,6.095,7.393,3.655,3.629,2.683,2.683,4.174,4.86,62.186,139.584,4.92,3.629,3.629,11.623,75.153,2.602,2.915,2.915,3.651,55.937,18,3.862,4.388,19.822,3.659,398.52,13.586,3.884,3.234,4.827,1.295,88.135,8.731,3.914,139.584,139.584,1.717,44.009,3.508,7.315,3.664,12.245,139.584,3,2.07,0,3.802,2.571,45.353,3.026,3.689,39.0,18509.0,2.814,0.128,1.398,3.612,15.5,1.853,2.269,2.269,1.203,45.928
6.7,1.0,1.0,3.941,0.0,2.971,6.319,7.563,3.686,3.891,2.728,2.728,4.5,5.187,0.0,209.924,5.182,3.457,3.457,15.566,49.979,2.619,3.441,3.441,3.905,76.323,30,3.861,4.64,25.125,3.834,489.76,18.2,3.77,3.513,5.174,1.596,111.455,8.837,3.94,209.924,209.924,1.773,58.307,3.74,10.227,3.721,15.566,209.924,5,2.615,0,4.299,2.958,59.297,3.319,3.989,53.0,36537.0,3.414,0.096,2.5,3.839,24.0,1.892,2.517,2.517,1.598,59.553
7.6,1.0,1.0,4.064,0.0,2.94,6.387,7.637,3.78,3.896,2.81,2.81,4.554,5.242,58.406,232.865,5.231,3.538,3.538,16.376,69.637,2.722,3.443,3.443,4.096,79.716,24,3.856,4.651,27.288,3.835,518.76,18.933,4.173,3.514,5.25,1.797,117.27,8.92,3.922,232.865,232.865,1.789,59.41,3.74,9.968,4.098,16.376,232.865,4,2.625,0,4.363,3.021,60.692,3.356,4.043,56.0,41885.0,3.414,0.093,2.5,3.876,27.0,1.895,2.516,2.516,1.604,61.588
7.3,1.0,1.0,4.096,0.0,2.942,6.487,7.74,3.815,3.898,2.839,2.839,4.677,5.366,70.177,264.533,5.325,3.547,3.547,17.144,65.348,2.758,3.445,3.445,4.178,88.285,30,3.866,4.738,28.116,3.837,537.75,20.033,4.18,3.52,5.321,1.795,123.505,9.025,3.93,264.533,264.533,1.802,64.273,3.809,10.106,4.094,17.144,264.533,5,2.904,0,4.363,3.047,65.047,3.445,4.143,62.0,48567.0,3.414,0.087,2.5,3.921,33.0,1.896,2.522,2.522,1.612,66.009
5.5,1.0,1.0,4.009,0.0,2.937,6.046,7.303,3.782,3.599,2.81,2.81,4.159,4.844,29.85,133.68,4.905,3.456,3.456,12.642,59.502,2.724,2.914,2.914,3.831,56.144,17,3.79,4.41,21.347,3.728,407.66,14.533,3.716,3.444,4.874,1.384,89.564,8.591,3.908,133.68,133.68,1.729,45.639,3.592,8.906,3.453,12.642,133.68,3,2.269,0,4.098,2.575,46.476,3.156,3.689,39.0,16766.0,2.854,0.123,1.548,3.628,13.5,1.789,2.45,2.45,1.39,46.53
7.699,0.5,1.222,3.98,0.222,3.124,5.564,6.887,3.626,2.901,2.616,2.616,3.767,4.449,29.85,57.909,4.337,3.425,3.425,6.367,21.107,2.632,2.019,2.019,2.094,32.717,9,3.539,3.788,10.836,3.292,203.27,7.033,3.059,2.378,3.875,-0.124,44.991,8.255,3.614,57.909,57.909,1.534,23.614,2.981,3.477,2.0,6.367,57.909,1,0.367,0,2.331,0.954,23.867,2.318,3.135,22.0,2688.0,0.857,0.282,-0.5,2.953,9.5,1.594,1.39,1.39,-0.33,24.175
6.6,1.0,1.0,4.266,0.0,2.954,6.477,7.777,3.888,3.901,2.889,2.889,4.635,5.323,44.313,242.667,5.283,3.923,3.923,18.609,87.008,2.885,3.447,3.447,4.181,83.466,24,3.964,4.694,28.461,3.841,553.83,19.7,4.204,3.514,5.286,1.799,127.367,9.121,3.981,242.667,242.667,1.796,61.151,3.814,12.02,4.331,17.285,236.859,4,2.694,0,4.562,3.022,62.799,3.42,4.078,58.0,44875.0,3.414,0.107,2.5,4.049,28.5,1.929,2.516,2.516,1.618,63.319
7.6,1.0,1.0,4.064,0.0,2.94,6.387,7.637,3.782,3.896,2.81,2.81,4.554,5.242,29.85,243.199,5.231,3.538,3.538,16.376,68.619,2.723,3.443,3.443,4.092,79.716,24,3.857,4.661,27.288,3.836,517.77,19.033,4.171,3.514,5.25,1.797,116.816,8.92,3.924,243.199,243.199,1.789,59.695,3.745,10.113,4.098,16.376,243.199,4,2.625,0,4.363,3.021,60.693,3.357,4.043,56.0,41369.0,3.414,0.093,2.5,3.87,27.0,1.895,2.516,2.516,1.611,61.588
6.9,1.0,1.0,3.942,0.0,2.944,6.319,7.563,3.687,3.892,2.729,2.729,4.5,5.187,0.0,209.924,5.182,3.457,3.457,15.554,49.976,2.62,3.441,3.441,3.856,76.316,30,3.861,4.64,25.125,3.834,489.76,18.2,3.762,3.516,5.174,1.594,111.455,8.837,3.94,209.924,209.924,1.77,58.297,3.744,10.223,3.721,15.554,209.924,5,2.5,0,4.35,2.962,59.298,3.322,3.989,53.0,37991.0,3.414,0.096,2.5,3.839,24.0,1.893,2.52,2.52,1.603,59.534
4.034,1.0,1.0,4.572,0.0,3.913,6.499,7.857,4.266,4.102,3.298,3.298,4.585,5.273,173.289,141.499,5.252,4.026,4.026,17.669,161.36,3.133,3.669,3.669,4.544,76.801,18,3.945,4.65,27.578,3.843,533.56,16.867,6.351,3.593,5.177,2.311,121.082,9.255,3.976,141.499,141.499,1.788,56.274,3.715,9.337,4.652,16.387,133.749,3,2.705,0,4.664,3.201,58.338,3.142,3.989,53.0,35375.0,3.466,0.122,2.295,4.021,24.5,1.904,2.626,2.626,1.74,58.852
4.034,1.0,1.0,4.57,0.0,3.913,6.499,7.856,4.25,4.14,3.289,3.289,4.585,5.273,173.289,141.499,5.252,4.02,4.02,17.745,157.784,3.072,3.685,3.685,4.576,76.818,18,3.945,4.65,27.578,3.878,533.56,16.867,6.351,3.679,5.173,2.299,120.981,9.251,3.974,141.499,141.499,1.786,56.286,3.718,9.395,4.657,16.444,133.749,3,2.776,0,4.746,3.201,58.357,3.142,3.989,53.0,37066.0,3.414,0.121,2.295,4.021,24.5,1.903,2.711,2.711,1.781,58.876
7.5,1.0,1.0,4.01,0.0,2.942,6.289,7.535,3.781,3.839,2.811,2.811,4.425,5.112,58.406,178.553,5.156,3.459,3.459,16.022,73.501,2.723,3.125,3.125,4.079,73.141,23,3.837,4.632,26.581,3.79,512.81,18.433,4.007,3.521,5.212,1.797,114.27,8.811,3.915,178.553,178.553,1.783,58.019,3.724,10.969,4.098,16.022,178.553,4,2.5,0,4.363,2.966,59.324,3.344,3.951,51.0,36462.0,3.414,0.096,2.459,3.865,19.5,1.888,2.524,2.524,1.602,59.426
4.035,0.333,1.385,3.942,0.462,2.953,5.708,7.07,3.651,3.398,2.693,2.693,3.726,4.407,42.683,68.021,4.472,3.261,3.261,7.995,23.94,2.592,2.659,2.659,1.785,34.141,12,3.618,4.068,12.207,3.207,231.37,8.233,3.47,3.036,4.064,0.197,49.361,8.465,3.71,68.021,68.021,1.58,28.882,3.123,6.05,2.926,7.995,68.021,1,0.277,0,3.274,1.405,29.661,2.707,3.135,22.0,2731.0,1.599,0.217,-0.359,3.119,6.5,1.654,2.076,2.076,0.355,29.708
4.034,0.667,1.133,4.224,0.133,3.213,6.045,7.385,3.833,3.534,2.874,2.874,4.23,4.916,46.952,132.845,4.796,3.82,3.82,10.692,39.247,2.753,2.888,2.888,3.483,51.078,15,3.855,4.191,16.914,3.59,327.44,11.2,3.879,3.126,4.498,1.232,72.924,8.763,3.905,132.845,132.845,1.66,35.593,3.2,6.259,3.607,10.076,101.567,2,1.146,0,3.883,2.788,37.502,2.955,3.555,34.0,8697.0,2.215,0.188,0.601,3.486,17.0,1.859,2.151,2.151,1.335,38.023
4.034,0.25,1.353,4.575,0.353,3.904,6.096,7.463,4.527,3.631,3.526,3.526,3.989,4.673,30.278,97.46,4.875,3.644,3.644,13.214,54.851,3.528,2.759,2.759,3.654,48.869,17,3.914,4.497,19.043,3.705,374.65,12.967,3.763,3.382,4.663,1.489,78.759,8.86,3.889,97.46,97.46,1.693,44.413,3.376,11.234,4.012,12.399,65.24,1,1.687,0,4.409,2.631,45.403,3.122,3.497,32.0,9745.0,2.817,0.132,0.768,3.608,4.0,1.777,2.461,2.461,1.592,45.758
4.034,0.8,1.074,4.317,0.074,3.262,6.358,7.657,4.041,3.954,3.054,3.054,4.48,5.168,51.655,153.889,5.178,3.872,3.872,15.508,64.668,2.989,3.121,3.121,4.02,73.399,27,3.934,4.669,25.07,3.782,489.67,17.033,4.136,3.76,5.143,1.99,110.356,8.989,3.991,153.889,153.889,1.768,57.695,3.696,9.794,4.276,15.508,153.889,4,2.673,0,4.425,2.944,59.395,3.17,3.922,49.5,32367.0,3.414,0.104,2.127,3.86,18.5,1.874,2.773,2.773,1.618,59.879
