pXC50,Mi,C.,nHet,nAT,nN,nCsp3,Mp,nBM,Mv,nC,nBO,Sp,Sv,Se,Si,nSK,nCsp2,nBT,nAB,MW,RBN,nH
5.6,1.114,46.7,4,45,2,3,0.684,19,0.649,21,27,30.773,29.214,44.811,50.152,25,18,47,18,332.43,6,20
5.6,1.118,41.9,10,43,6,2,0.755,22,0.713,18,31,32.449,30.679,43.833,48.059,28,16,46,21,430.98,6,15
5.8,1.134,38.5,5,39,3,6,0.641,9,0.608,15,21,25.017,23.708,39.029,44.235,20,9,40,6,273.37,3,19
7.1,1.125,40.5,7,42,4,4,0.688,14,0.652,17,26,28.909,27.39,42.323,47.238,24,13,44,12,342.46,5,18
5.6,1.142,43.2,8,44,1,6,0.674,13,0.668,19,29,29.654,29.411,45.782,50.242,27,13,46,12,399.82,6,17
6.4,1.127,47.8,7,46,6,1,0.707,27,0.689,22,33,32.54,31.673,46.425,51.821,29,21,50,27,384.45,4,17
5.8,1.136,41.4,9,58,6,9,0.664,16,0.642,24,37,38.495,37.209,58.614,65.9,33,15,62,12,448.55,4,25
5.6,1.103,53.1,3,32,2,0,0.727,18,0.7,17,23,23.273,22.392,31.949,35.282,20,17,35,16,260.31,1,12
5.8,1.131,39.6,11,53,7,4,0.686,23,0.664,21,35,36.381,35.169,53.956,59.943,32,17,56,21,451.56,7,21
5.6,1.149,43.9,8,41,4,3,0.674,18,0.674,18,28,27.62,27.638,42.458,47.128,26,15,43,17,360.37,3,15
5.8,1.136,42.3,9,52,6,6,0.673,22,0.657,22,35,34.972,34.156,52.847,59.07,31,16,56,21,420.49,4,21
5.8,1.111,44.7,8,38,5,1,0.759,22,0.719,17,28,28.824,27.303,38.524,42.202,25,16,41,21,367.49,3,13
5.6,1.119,48.7,3,39,2,2,0.693,18,0.657,19,24,27.04,25.641,38.785,43.658,22,17,41,18,292.38,4,17
6.7,1.132,40.5,7,42,5,6,0.683,16,0.651,17,27,28.671,27.337,42.345,47.551,24,11,45,16,343.85,3,18
5.8,1.132,41.2,8,51,6,5,0.667,22,0.643,21,32,34.034,32.772,51.334,57.73,29,16,54,21,390.49,7,22
5.8,1.124,40.9,6,44,4,6,0.687,16,0.641,18,27,30.216,28.202,43.88,49.444,24,12,47,15,340.49,3,20
5.8,1.11,46.5,6,43,3,2,0.719,22,0.683,20,29,30.904,29.369,43.222,47.74,26,18,46,21,363.47,5,17
9.1,1.124,40.9,11,44,6,1,0.732,21,0.707,18,31,32.205,31.119,45.316,49.456,29,16,46,18,475.36,7,15
7.5,1.131,40.6,11,69,7,10,0.672,26,0.644,28,44,46.398,44.443,69.621,78.043,39,18,74,26,548.1,8,30
5.6,1.149,43.2,8,44,4,4,0.668,18,0.663,19,29,29.381,29.165,45.341,50.543,27,15,46,17,374.4,4,17
5.6,1.121,42.2,6,45,4,5,0.694,17,0.649,19,28,31.216,29.202,44.88,50.444,25,14,48,15,352.5,4,20
5.8,1.137,41.5,8,53,6,6,0.666,22,0.641,22,33,35.279,33.968,53.403,60.276,30,16,56,22,406.51,6,23
5.8,1.119,46.0,7,50,4,3,0.69,23,0.669,23,34,34.478,33.444,50.458,55.943,30,20,54,22,400.47,6,20
5.8,1.115,42.6,7,47,3,3,0.719,20,0.669,20,29,33.779,31.447,47.218,52.412,27,17,49,17,446.4,8,20
4.1,1.118,44.0,6,25,4,0,0.746,16,0.722,11,19,18.648,18.041,25.578,27.953,17,11,27,15,244.3,2,8
5.8,1.134,46.7,9,45,4,1,0.717,23,0.707,21,33,32.267,31.825,46.534,51.048,30,20,48,22,428.47,3,15
6.0,1.139,46.5,6,43,2,4,0.677,17,0.666,20,29,29.131,28.649,44.021,48.962,26,16,46,16,358.39,3,17
5.6,1.117,43.9,5,41,1,5,0.685,13,0.652,18,25,28.08,26.735,41.36,45.807,23,13,43,12,331.82,6,18
5.8,1.116,48.1,8,54,5,1,0.725,29,0.696,26,38,39.159,37.607,54.494,60.282,34,25,58,28,469.58,4,20
5.6,1.109,49.2,8,59,6,1,0.733,34,0.699,29,42,43.228,41.245,59.083,65.441,37,28,64,33,502.64,6,22
6.3,1.14,35.9,6,39,3,6,0.627,8,0.601,14,21,24.472,23.423,39.356,44.445,20,8,40,6,277.36,3,19
5.8,1.137,47.2,9,36,3,2,0.728,21,0.735,17,29,26.193,26.465,37.993,40.929,26,15,39,21,377.37,3,10
7.9,1.12,43.9,8,41,5,0,0.717,24,0.692,18,29,29.392,28.358,41.658,45.906,26,18,44,22,365.45,4,15
5.8,1.113,44.9,7,49,3,2,0.72,20,0.679,22,31,35.284,33.25,49.313,54.515,29,20,51,18,425.97,5,20
5.8,1.109,48.9,6,45,5,0,0.739,27,0.699,22,32,33.245,31.455,44.887,49.903,28,22,49,26,383.51,3,17
5.8,1.125,43.1,6,65,5,10,0.667,22,0.626,28,39,43.381,40.67,64.323,73.099,34,18,70,22,453.64,7,31
6.2,1.131,44.6,11,56,6,2,0.706,28,0.692,25,40,39.557,38.726,57.436,63.33,36,23,60,27,506.58,5,20
5.9,1.109,47.8,6,46,4,1,0.727,24,0.689,22,31,33.455,31.675,45.996,51.029,28,21,49,22,386.51,5,18
5.8,1.099,50.0,6,38,2,1,0.763,19,0.728,19,28,28.994,27.648,38.56,41.771,25,18,41,18,368.86,2,13
7.1,1.138,37.5,5,32,3,4,0.64,5,0.614,12,18,20.495,19.655,32.262,36.405,17,8,33,0,233.3,2,15
5.8,1.12,44.4,9,45,6,0,0.72,24,0.697,20,32,32.398,31.379,45.76,50.405,29,20,48,22,404.49,4,16
6.4,1.125,44.4,8,45,5,2,0.688,20,0.676,20,31,30.96,30.412,45.793,50.611,28,18,48,16,375.42,4,17
5.6,1.13,41.7,5,36,4,3,0.668,13,0.638,15,22,24.046,22.961,36.036,40.694,20,12,38,10,268.35,3,16
7.3,1.148,43.6,12,55,8,2,0.684,28,0.686,24,40,37.642,37.723,56.865,63.121,36,22,59,27,492.51,4,19
5.6,1.118,45.8,6,24,5,0,0.768,16,0.743,11,19,18.438,17.821,24.469,26.827,17,10,26,15,241.3,1,7
8.4,1.133,38.0,11,50,6,2,0.677,21,0.657,19,32,33.83,32.862,51.182,56.654,30,17,52,18,428.52,8,20
5.8,1.126,42.9,5,35,3,3,0.671,13,0.647,15,22,23.495,22.655,35.262,39.405,20,12,37,11,269.33,3,15
5.6,1.122,41.2,9,51,5,5,0.72,18,0.675,21,33,36.699,34.405,51.513,57.246,30,16,54,17,462.44,5,21
5.6,1.122,42.5,10,73,6,6,0.684,29,0.648,31,45,49.944,47.308,73.156,81.936,41,25,77,26,568.76,9,32
4.8,1.112,50.0,2,20,2,1,0.715,11,0.681,10,14,14.296,13.623,19.854,22.242,12,9,22,11,156.2,0,8
6.2,1.117,45.7,3,35,2,4,0.68,16,0.641,16,21,23.796,22.445,34.716,39.112,19,12,37,16,252.34,1,16
5.8,1.133,46.7,5,30,4,1,0.7,17,0.686,14,21,21.006,20.576,30.454,33.994,19,13,32,17,254.29,2,11
6.8,1.13,43.6,6,39,6,2,0.688,21,0.661,17,26,26.841,25.762,39.029,44.066,23,15,42,21,304.39,3,16
6.0,1.121,43.5,9,62,6,4,0.697,28,0.662,27,40,43.205,41.013,62.178,69.481,36,23,66,27,498.66,6,26
4.7,1.11,50.0,3,26,2,0,0.712,16,0.687,13,18,18.512,17.865,26.065,28.867,16,13,28,16,210.25,1,10
5.8,1.113,50.0,5,28,3,1,0.722,17,0.717,14,21,20.21,20.074,28.611,31.159,19,12,30,15,251.26,1,9
5.9,1.124,44.2,8,43,5,2,0.706,22,0.687,19,30,30.364,29.525,43.789,48.346,27,17,46,22,381.85,5,16
5.6,1.117,43.2,6,44,1,6,0.698,13,0.661,19,27,30.699,29.089,44.567,49.167,25,13,46,12,380.29,6,19
5.7,1.117,46.5,4,43,3,2,0.688,19,0.651,20,26,29.563,27.993,42.702,48.026,24,18,45,18,317.42,5,19
5.8,1.124,47.9,7,48,5,2,0.703,27,0.685,23,34,33.75,32.893,48.534,53.947,30,21,52,27,399.46,5,18
5.9,1.111,48.1,4,27,3,0,0.756,16,0.711,13,19,20.415,19.197,27.069,29.997,17,13,29,16,288.16,1,10
5.8,1.123,46.4,5,28,4,0,0.706,17,0.692,13,20,19.762,19.381,28.385,31.448,18,13,30,16,238.27,2,10
5.7,1.117,46.8,6,62,5,4,0.691,26,0.655,29,39,42.858,40.617,61.556,69.268,35,25,66,23,461.61,7,27
5.4,1.137,43.5,10,46,7,0,0.689,24,0.687,20,33,31.693,31.597,47.298,52.323,30,20,49,22,405.43,4,16
5.6,1.109,50.0,5,38,3,1,0.734,22,0.704,19,27,27.898,26.767,38.258,42.14,24,18,41,22,335.81,2,14
6.0,1.141,43.1,6,51,2,8,0.655,16,0.632,22,31,33.415,32.229,51.672,58.208,28,14,54,16,388.47,5,23
5.8,1.127,45.8,7,48,4,2,0.687,23,0.669,22,32,32.961,32.113,48.643,54.073,29,20,51,22,390.45,4,19
5.7,1.138,39.3,7,56,4,8,0.643,14,0.611,22,31,36.006,34.22,56.178,63.734,29,14,58,11,398.53,7,27
5.8,1.132,45.5,7,44,6,4,0.694,22,0.674,20,31,30.54,29.673,44.425,49.821,27,16,48,22,360.43,5,17
5.9,1.12,45.7,4,35,3,2,0.687,17,0.655,16,22,24.04,22.94,34.934,39.196,20,14,37,17,265.34,4,15
5.8,1.119,44.9,7,49,4,4,0.715,22,0.677,22,32,35.046,33.197,49.334,54.827,29,18,52,22,427.36,6,20
6.9,1.124,44.6,9,56,6,3,0.687,28,0.669,25,38,38.489,37.487,56.662,62.94,34,22,60,27,454.53,7,22
5.8,1.125,43.1,6,65,5,10,0.667,22,0.626,28,39,43.381,40.67,64.323,73.099,34,18,70,22,453.64,7,31
5.8,1.152,34.1,13,44,8,3,0.645,18,0.656,15,30,28.364,28.852,45.985,50.694,28,12,46,16,388.39,6,16
5.8,1.125,44.9,6,49,2,4,0.672,19,0.65,22,30,32.926,31.839,49.534,55.117,28,18,51,18,380.45,6,21
5.8,1.132,40.0,10,50,5,7,0.676,15,0.66,20,32,33.796,33.008,51.211,56.595,30,12,52,12,429.9,6,20
5.8,1.137,42.0,8,50,6,5,0.67,22,0.649,21,32,33.517,32.441,50.52,56.861,29,16,53,22,392.48,6,21
5.6,1.129,50.0,8,38,4,0,0.737,23,0.738,19,30,28.017,28.029,39.502,42.902,27,19,41,22,384.79,3,11
5.8,1.114,47.1,10,70,7,4,0.717,35,0.686,33,49,50.211,48.034,70.28,77.979,43,29,76,33,585.74,8,27
5.8,1.126,46.5,8,43,3,4,0.716,15,0.701,20,32,30.779,30.135,44.247,48.42,28,16,47,12,399.45,4,15
6.8,1.132,40.5,7,42,5,6,0.683,16,0.651,17,27,28.671,27.337,42.345,47.551,24,11,45,16,343.85,3,18
5.6,1.144,41.5,9,53,6,6,0.664,22,0.648,22,34,35.216,34.351,53.916,60.615,31,16,56,22,424.5,6,22
5.8,1.121,44.6,7,65,5,6,0.678,28,0.644,29,40,44.074,41.858,64.767,72.893,36,23,69,27,479.63,9,29
6.0,1.16,30.8,22,104,20,10,0.62,22,0.594,32,55,64.444,61.76,104.945,120.613,54,22,105,12,747.02,17,50
6.0,1.115,47.6,3,42,3,2,0.693,18,0.649,20,26,29.108,27.279,41.374,46.817,23,18,45,18,301.42,1,19
4.3,1.095,50.0,3,24,1,1,0.756,12,0.71,12,17,18.154,17.031,24.04,26.289,15,11,26,11,215.29,1,9
5.8,1.135,41.7,8,60,6,9,0.663,22,0.634,25,37,39.802,38.021,60.17,68.106,33,16,64,22,446.58,8,27
5.8,1.118,45.7,4,46,3,3,0.681,19,0.642,21,27,31.324,29.52,45.585,51.441,25,18,48,18,331.45,7,21
5.6,1.109,51.8,4,56,2,4,0.71,25,0.677,29,38,39.779,37.936,55.763,62.113,33,25,61,23,434.54,3,23
9.9,1.134,36.7,8,49,5,10,0.662,16,0.622,18,30,32.438,30.465,49.192,55.567,26,8,53,14,373.53,5,23
5.6,1.132,40.0,8,55,5,7,0.655,18,0.628,22,33,36.006,34.519,55.327,62.272,30,15,58,18,407.52,6,25
5.8,1.108,47.8,5,46,3,2,0.722,23,0.678,22,30,33.211,31.181,45.778,50.946,27,20,49,22,373.51,3,19
6.2,1.145,43.8,10,48,4,2,0.673,20,0.679,21,33,32.29,32.594,49.996,54.962,31,19,50,18,430.42,5,17
5.8,1.109,50.0,5,20,2,0,0.765,12,0.768,10,17,15.301,15.354,20.949,22.19,15,10,22,10,220.62,0,5
8.801,1.128,39.0,7,41,4,3,0.681,18,0.644,16,25,27.909,26.39,41.323,46.238,23,13,43,16,330.45,5,18
5.6,1.123,45.5,6,33,4,0,0.696,18,0.686,15,23,22.977,22.622,33.596,37.073,21,15,35,17,280.31,2,12
5.8,1.122,45.2,7,42,4,2,0.689,19,0.676,19,29,28.955,28.391,42.691,47.113,26,17,45,16,348.39,4,16
5.6,1.122,47.6,6,42,2,2,0.716,19,0.689,20,28,30.08,28.926,42.702,47.127,26,18,44,18,370.45,5,16
6.2,1.1,52.0,3,25,2,0,0.776,16,0.727,13,18,19.409,18.175,24.967,27.499,16,13,27,16,273.14,1,9
4.0,1.128,45.0,6,20,4,0,0.755,12,0.758,9,17,15.097,15.155,20.942,22.562,15,9,22,11,220.63,0,5
5.8,1.149,35.3,12,51,9,6,0.647,18,0.637,18,33,32.983,32.498,52.2,58.604,30,12,54,16,411.48,7,21
5.8,1.152,37.5,10,56,7,9,0.643,17,0.623,21,34,35.983,34.899,56.901,64.529,31,12,59,16,429.53,7,25
5.8,1.106,51.1,5,47,3,2,0.732,21,0.698,24,33,34.421,32.821,47.025,51.97,29,22,51,18,399.9,3,18
6.3,1.133,40.5,6,37,4,3,0.662,16,0.64,15,23,24.5,23.676,37.363,41.903,21,12,39,16,284.35,5,16
5.7,1.134,41.9,7,31,5,1,0.685,18,0.681,13,22,21.222,21.117,31.814,35.156,20,12,33,16,269.29,3,11
6.1,1.113,45.0,7,40,3,2,0.715,18,0.689,18,28,28.597,27.557,40.665,44.534,25,16,43,16,353.43,3,15
6.1,1.124,48.4,6,31,4,1,0.753,20,0.729,15,24,23.358,22.601,31.683,34.835,21,14,34,20,345.19,1,10
5.6,1.138,34.3,7,35,5,5,0.689,11,0.637,12,20,24.103,22.282,35.211,39.847,19,7,36,11,297.85,5,16
5.6,1.111,50.0,6,38,4,0,0.741,23,0.717,19,28,28.142,27.262,38.476,42.223,25,19,41,22,348.81,3,13
8.3,1.121,43.2,8,44,5,1,0.708,24,0.679,19,30,31.154,29.885,44.542,49.322,27,18,47,22,379.48,5,17
5.8,1.115,46.9,5,49,3,3,0.689,23,0.658,23,31,33.779,32.235,48.912,54.651,28,20,52,22,371.47,7,21
9.1,1.132,37.0,12,54,5,4,0.679,20,0.656,20,34,36.659,35.437,55.498,61.139,32,16,56,18,479.99,9,22
6.2,1.129,45.7,9,46,5,0,0.693,24,0.691,21,33,31.898,31.796,47.305,51.951,30,21,49,22,405.42,4,16
5.8,1.121,44.0,5,50,3,4,0.671,19,0.635,22,29,33.54,31.762,49.796,56.066,27,18,52,18,361.48,9,23
5.6,1.131,41.9,4,31,4,5,0.672,11,0.636,13,19,20.83,19.72,30.825,35.069,17,6,33,10,226.31,1,14
5.6,1.112,47.7,8,44,5,0,0.736,27,0.713,21,33,32.392,31.358,44.658,48.906,29,21,48,26,401.48,4,15
5.8,1.141,42.1,9,57,6,8,0.666,22,0.647,24,37,37.978,36.878,57.8,65.031,33,16,61,22,450.54,7,24
4.0,1.14,44.4,6,27,4,1,0.693,13,0.695,12,20,18.699,18.764,27.898,30.788,18,11,29,11,244.25,1,9
5.8,1.1,52.0,3,25,2,0,0.776,16,0.727,13,18,19.409,18.175,24.967,27.499,16,13,27,16,273.14,1,9
4.5,1.116,48.3,4,29,3,1,0.707,17,0.686,14,20,20.517,19.886,29.167,32.365,18,13,31,16,237.28,2,11
6.1,1.109,48.6,6,35,3,1,0.745,18,0.719,17,25,26.085,25.153,35.607,38.831,23,15,37,16,370.22,3,12
5.8,1.115,43.1,10,58,5,3,0.716,26,0.679,25,38,41.54,39.367,58.596,64.697,35,20,61,22,505.67,5,23
5.8,1.12,47.5,7,61,4,3,0.693,29,0.667,29,40,42.245,40.693,61.294,68.319,36,26,65,28,480.58,8,25
5.6,1.14,35.9,4,39,3,8,0.624,7,0.577,14,19,24.324,22.52,38.585,44.441,18,6,40,6,247.38,3,21
5.8,1.158,44.1,9,34,5,1,0.687,18,0.708,15,26,23.341,24.079,35.909,39.381,24,14,36,17,333.3,2,10
5.6,1.12,45.7,4,35,3,3,0.687,17,0.655,16,22,24.04,22.94,34.934,39.196,20,13,37,16,265.34,3,15
8.4,1.137,39.5,9,38,7,1,0.708,18,0.684,15,26,26.892,25.997,38.803,43.2,24,14,40,17,388.26,5,14
5.8,1.114,46.7,7,45,5,2,0.727,23,0.693,21,32,32.699,31.17,45.214,50.112,28,19,49,22,387.5,2,17
5.6,1.111,45.2,5,42,2,3,0.706,18,0.664,19,26,29.659,27.874,42.003,46.657,24,16,44,17,338.46,5,18
5.8,1.11,46.9,8,32,4,0,0.773,21,0.753,15,26,24.722,24.11,33.113,35.522,23,15,35,21,344.8,3,9
5.8,1.119,45.9,5,37,3,2,0.689,15,0.666,17,24,25.495,24.655,37.262,41.405,22,15,39,12,293.35,3,15
5.8,1.116,44.0,8,50,5,3,0.731,23,0.685,22,33,36.574,34.248,50.211,55.784,30,19,53,21,482.44,7,20
5.6,1.128,41.4,8,70,5,8,0.658,24,0.623,29,40,46.052,43.627,69.861,78.933,37,21,73,22,499.67,9,33
5.5,1.104,50.0,3,20,2,1,0.782,11,0.732,10,15,15.648,14.648,20.084,22.084,13,9,22,11,235.09,0,7
5.6,1.129,42.1,4,38,4,4,0.667,16,0.626,16,22,25.353,23.773,37.592,42.9,20,12,40,16,266.38,3,18
5.8,1.123,45.0,8,40,5,1,0.715,19,0.7,18,29,28.602,27.998,40.905,44.93,26,17,43,18,367.82,1,14
5.8,1.117,46.5,8,43,3,1,0.694,21,0.693,20,31,29.858,29.799,44.244,48.033,28,19,46,18,377.38,3,15
4.4,1.144,38.1,5,21,4,0,0.667,8,0.66,8,14,14.0,13.854,21.502,24.033,13,8,22,6,176.2,1,8
5.6,1.133,47.9,9,48,6,1,0.707,28,0.704,23,36,33.932,33.771,49.265,54.37,32,22,52,27,430.45,5,16
6.1,1.137,39.5,6,43,6,6,0.66,16,0.624,17,26,28.364,26.816,42.796,48.896,23,11,46,16,308.43,3,20
5.6,1.128,41.9,5,43,4,3,0.664,17,0.628,18,25,28.569,27.015,42.803,48.524,23,15,45,16,308.42,5,20
5.8,1.108,50.0,6,34,5,0,0.764,22,0.732,17,26,25.96,24.875,34.236,37.657,23,16,37,21,317.4,2,11
5.8,1.129,43.2,7,44,6,3,0.683,22,0.659,19,29,30.057,29.004,44.24,49.69,26,16,47,21,346.43,4,18
5.6,1.11,50.0,3,26,2,0,0.712,13,0.687,13,18,18.512,17.865,26.065,28.867,16,13,28,11,210.25,1,10
5.8,1.117,47.3,6,55,5,5,0.697,27,0.665,26,37,38.336,36.563,54.789,61.438,32,21,60,27,421.54,3,23
5.6,1.12,44.1,6,34,5,4,0.727,16,0.688,15,24,24.722,23.401,34.12,38.072,21,10,37,15,295.4,1,13
5.8,1.093,51.9,4,27,1,0,0.763,17,0.731,14,20,20.608,19.745,27.367,29.498,18,14,29,16,255.31,2,9
5.6,1.144,42.0,9,50,6,5,0.669,22,0.656,21,33,33.455,32.824,51.032,57.2,30,16,53,22,410.47,5,20
5.6,1.121,46.2,8,52,6,4,0.698,24,0.678,24,37,36.273,35.246,52.451,58.315,32,20,57,21,424.5,3,20
5.6,1.141,42.9,8,56,3,9,0.658,17,0.642,24,36,36.875,35.965,57.101,63.915,32,15,60,16,443.51,3,24
5.8,1.144,42.0,9,50,6,7,0.669,21,0.656,21,34,33.455,32.824,51.032,57.2,30,14,54,21,410.47,4,20
5.9,1.129,40.4,7,57,4,9,0.665,17,0.626,23,33,37.926,35.664,56.989,64.338,30,14,60,17,426.99,7,27
5.6,1.131,40.6,10,69,6,7,0.673,24,0.637,28,41,46.427,43.977,69.341,78.066,38,21,72,22,534.72,10,31
5.6,1.126,41.9,8,62,4,6,0.661,20,0.633,26,37,40.978,39.266,62.32,69.813,34,20,65,18,460.58,7,28
5.8,1.111,48.0,6,50,2,3,0.694,21,0.673,24,33,34.682,33.643,50.465,55.571,30,21,53,18,400.46,5,20
6.4,1.141,34.4,7,32,5,6,0.717,10,0.649,11,20,22.949,20.773,32.323,36.498,18,5,34,10,359.2,1,14
6.2,1.125,43.2,4,37,3,4,0.67,16,0.634,16,22,24.801,23.467,36.818,41.611,20,12,39,16,267.36,5,17
5.8,1.112,47.4,3,38,1,6,0.684,13,0.649,18,24,26.006,24.665,37.825,42.239,21,12,41,11,279.36,1,17
4.8,1.14,33.3,6,24,4,2,0.684,10,0.649,8,15,16.409,15.568,24.462,27.368,14,6,25,9,210.29,1,10
5.8,1.113,46.7,5,45,2,3,0.703,19,0.668,21,28,31.631,30.041,45.134,50.096,26,18,47,18,366.87,6,19
5.8,1.125,51.3,6,39,3,0,0.716,23,0.71,20,29,27.915,27.706,39.96,43.875,26,20,42,22,349.36,3,13
6.0,1.134,40.0,6,45,5,5,0.657,17,0.623,18,26,29.574,28.036,44.905,51.023,24,13,47,16,323.44,6,21
5.8,1.128,37.9,7,29,3,2,0.692,12,0.673,11,19,20.074,19.503,29.898,32.704,18,9,30,10,265.32,3,11
5.6,1.129,48.1,4,27,3,1,0.704,16,0.687,13,19,19.0,18.555,27.353,30.495,17,12,29,16,227.26,1,10
5.6,1.128,45.1,12,71,7,4,0.702,34,0.681,32,49,49.847,48.328,72.189,80.074,44,28,76,33,611.73,9,27
6.2,1.112,48.8,4,41,3,2,0.702,19,0.67,20,27,28.801,27.467,40.818,45.611,24,18,44,17,315.4,3,17
6.1,1.096,50.0,6,34,2,1,0.786,15,0.745,17,25,26.727,25.319,34.582,37.253,23,15,36,11,387.27,2,11
5.6,1.125,41.5,7,41,5,2,0.7,18,0.663,17,26,28.699,27.17,41.214,46.112,24,15,43,17,339.46,6,17
5.6,1.109,50.0,4,36,2,1,0.708,18,0.684,18,25,25.489,24.633,36.16,39.907,22,17,39,16,290.34,2,14
6.0,1.115,46.5,5,43,2,3,0.685,18,0.661,20,28,29.466,28.402,43.254,47.946,25,17,46,17,334.4,4,18
5.8,1.131,41.0,7,39,4,5,0.666,16,0.651,16,26,25.955,25.391,39.691,44.113,23,11,42,15,312.36,2,16
7.3,1.127,39.5,7,38,4,2,0.688,18,0.654,15,24,26.148,24.863,38.44,42.823,22,13,40,16,316.42,4,16
5.8,1.129,41.4,7,70,6,11,0.659,22,0.617,29,41,46.148,43.218,69.309,79.012,36,18,75,22,482.69,5,34
5.8,1.144,45.7,9,46,5,1,0.688,23,0.688,21,33,31.625,31.659,47.56,52.626,30,20,49,22,411.42,3,16
5.8,1.112,48.8,5,43,3,1,0.704,23,0.679,21,29,30.256,29.181,43.145,47.82,26,20,46,22,343.41,4,17
5.8,1.104,46.9,7,49,3,2,0.741,28,0.696,23,34,36.313,34.082,49.182,54.075,30,21,53,26,433.59,3,19
5.6,1.13,41.5,6,41,5,6,0.688,16,0.649,17,26,28.216,26.622,41.018,46.342,23,11,44,16,327.85,3,18
6.0,1.121,45.0,5,40,3,4,0.681,17,0.655,18,26,27.256,26.181,40.145,44.82,23,14,43,16,307.38,2,17
5.6,1.154,44.2,11,43,4,2,0.695,16,0.711,19,32,29.87,30.564,45.622,49.621,30,17,45,12,440.81,3,13
5.6,1.111,48.4,8,62,6,2,0.726,34,0.69,30,43,44.989,42.771,61.967,68.856,38,28,67,33,516.67,7,24
8.699,1.123,43.2,7,44,6,4,0.71,21,0.67,19,30,31.25,29.476,43.989,49.401,26,15,48,21,362.5,6,18
5.6,1.117,43.2,6,44,3,4,0.697,18,0.657,19,27,30.665,28.895,44.105,49.155,25,15,46,17,353.48,5,19
6.1,1.126,43.8,8,48,5,2,0.682,23,0.665,21,32,32.722,31.939,48.676,54.026,29,19,51,22,389.45,6,19
5.8,1.125,42.5,7,40,4,3,0.713,17,0.679,17,26,28.523,27.143,40.567,44.997,24,14,42,16,363.27,5,16
5.8,1.146,43.1,9,51,5,5,0.67,22,0.661,22,34,34.148,33.713,52.327,58.457,31,17,54,22,427.47,6,20
5.9,1.136,39.5,7,43,6,6,0.68,16,0.643,17,27,29.222,27.644,43.12,48.84,24,11,46,16,342.87,3,19
5.9,1.12,45.7,4,35,3,2,0.687,17,0.655,16,22,24.04,22.94,34.934,39.196,20,14,37,17,265.34,4,15
5.6,1.125,43.2,6,37,4,3,0.7,17,0.67,16,24,25.904,24.789,37.36,41.638,22,13,39,16,314.8,4,15
5.8,1.114,46.7,4,45,2,3,0.684,19,0.649,21,27,30.773,29.214,44.811,50.152,25,18,47,18,332.43,6,20
6.8,1.147,45.5,11,44,5,1,0.715,23,0.721,20,34,31.449,31.703,46.265,50.471,31,19,47,22,447.45,3,13
5.8,1.103,42.9,6,21,2,0,0.838,11,0.78,9,16,17.608,16.378,21.811,23.157,15,9,22,10,305.59,1,6
5.6,1.124,42.6,9,68,4,7,0.665,25,0.64,29,41,45.193,43.508,68.531,76.438,38,22,71,22,514.63,10,30
5.6,1.126,43.6,4,39,4,5,0.676,16,0.635,17,24,26.353,24.773,38.592,43.9,21,12,42,16,278.39,2,18
5.8,1.113,45.5,9,44,3,3,0.716,16,0.704,20,32,31.506,30.986,45.32,48.953,29,16,47,10,409.45,5,15
5.8,1.127,40.3,9,72,6,8,0.67,24,0.627,29,41,48.25,45.12,71.712,81.141,38,21,75,22,530.76,10,34
7.5,1.135,38.0,8,50,7,6,0.676,17,0.631,19,30,33.779,31.551,49.858,56.73,27,13,53,17,381.56,5,23
5.8,1.1,50.0,4,28,2,0,0.756,17,0.716,14,20,21.159,20.052,28.142,30.787,18,14,30,16,254.33,2,10
5.8,1.126,45.2,7,42,6,1,0.698,23,0.678,19,29,29.296,28.477,42.356,47.275,26,18,45,22,344.41,5,16
5.8,1.113,48.3,3,29,2,1,0.699,13,0.669,14,19,20.273,19.392,28.949,32.282,17,13,31,12,224.28,0,12
5.8,1.149,47.2,9,36,5,1,0.704,19,0.724,17,28,25.341,26.079,37.909,41.381,26,15,38,17,357.32,2,10
5.8,1.116,46.6,7,73,4,8,0.686,29,0.652,34,47,50.046,47.605,72.76,81.434,41,26,79,29,544.7,9,32
5.8,1.137,37.5,8,40,4,6,0.664,12,0.644,15,25,26.574,25.745,40.898,45.472,23,9,42,11,336.81,3,17
5.8,1.126,41.2,9,34,5,0,0.715,18,0.706,14,25,24.324,24.019,35.218,38.285,23,14,36,16,329.37,3,11
5.8,1.118,50.0,7,28,2,0,0.8,17,0.78,14,23,22.387,21.844,29.396,31.308,21,14,30,16,369.2,2,7
6.8,1.119,47.9,7,48,6,1,0.71,28,0.688,23,34,34.057,33.004,48.24,53.69,30,22,52,27,394.47,5,18
6.0,1.12,46.9,6,49,6,2,0.701,27,0.67,23,33,34.364,32.816,48.796,54.896,29,21,53,27,380.49,4,20
5.9,1.13,41.7,5,36,4,3,0.668,16,0.638,15,22,24.046,22.961,36.036,40.694,20,12,38,16,268.35,5,16
5.6,1.119,44.3,11,79,7,7,0.696,34,0.662,35,52,54.949,52.33,79.258,88.434,46,28,85,33,631.82,10,33
5.8,1.107,43.2,7,37,2,2,0.736,19,0.695,16,25,27.239,25.722,37.64,40.956,23,14,39,16,346.46,4,14
5.8,1.14,33.3,6,30,4,4,0.664,10,0.621,10,17,19.932,18.622,30.229,34.199,16,6,31,10,238.35,5,14
