pXC50,Eta_betaS_A,N.,Hy,Eig11_EA.dm.,GATS8v,ATSC7m,ATSC7v,JGI8,Eig12_EA.ed.,SM07_AEA.ri.,BIC0,SpMin5_Bh.i.,CATS2D_03_LL,ATSC5p,SpMax3_Bh.m.,Eig07_EA.bo.,GATS8p,ATSC1v,ATSC6p,Eta_FL,ATSC5v,P_VSA_i_4,P_VSA_LogP_7,ATS7i,SpMax5_Bh.v.,piPC04,SM04_EA.bo.,CATS2D_08_LL,X1Per,X1MulPer,piID,SpMax2_Bh.i.,Eig06_EA.bo.,ATS5p,Chi1_EA.bo.,Eig07_AEA.bo.,ATSC5i,Eta_beta,ATSC3p,ATS6s,SpMax6_Bh.v.,ATSC6v,P_VSA_s_3,Eig04_AEA.bo.,Eig05_EA.bo.,SM15_AEA.ri.,piPC02,SM02_EA.bo.,Eig06_AEA.bo.,GATS8m,ATS5m,SpMax4_Bh.m.,ATS6e,ATS6v,piPC03,ATS1v,nCt,SpMax6_Bh.p.,X5Av,Eta_betaP,Psi_i_s,ICR,Eig08_AEA.bo.,SpMax6_Bh.m.,Eig12_EA.dm.,piPC01,SCBO,X1Kup
4.0,0.607,1.8,-0.848,0.0,1.138,32.127,15.652,0.009,0.953,0.953,0.222,1.357,14,13.67,3.669,2.016,1.114,7.724,12.202,6.546,18.704,3.124,341.362,5.148,3.246,5.15,6.929,16,7.918,9.476,9.258,3.95,2.306,4.188,11.908,2.956,1.634,32.5,11.877,5.989,3.018,16.656,36.563,3.561,2.511,2.511,4.174,4.86,3.204,1.088,3.946,3.47,5.004,3.997,4.673,3.597,0,3.01,0.031,15.5,58.833,2.924,2.624,3.087,0.0,3.664,38.0,9.823
6.538,0.596,1.9,-0.874,0.0,1.067,25.66,12.51,0.009,0.775,0.775,0.218,1.326,17,12.896,3.667,1.987,1.024,7.303,10.682,6.143,17.724,3.124,317.82,4.918,3.21,5.097,6.9,15,7.513,9.012,9.168,3.963,2.105,4.078,10.945,2.85,1.532,30.5,11.342,5.886,3.007,14.375,39.098,3.408,2.298,2.298,4.127,4.812,2.939,1.106,3.826,3.403,4.894,3.836,4.64,3.542,0,3.024,0.032,15.0,53.5,2.68,2.681,3.023,0.0,3.611,36.0,9.322
6.721,0.606,2.0,-0.836,0.0,1.092,25.792,11.713,0.01,0.775,0.775,0.244,1.323,13,11.414,3.667,1.702,1.055,6.502,9.908,6.29,15.348,18.084,282.506,4.903,3.212,5.088,6.891,13,7.253,8.758,9.131,3.948,2.297,3.988,10.965,2.687,1.378,30.75,10.765,5.899,2.995,12.76,45.033,3.438,2.47,2.47,4.127,4.812,3.169,0.974,3.814,3.409,4.813,3.807,4.625,3.508,0,2.995,0.031,15.0,59.5,2.83,2.5,3.043,0.0,3.611,36.0,8.98
4.523,0.645,9.1,1.2,0.0,0.728,11.637,4.348,0.016,-2.363,-2.363,0.341,1.064,5,7.353,3.745,1.377,0.481,3.599,6.485,3.911,6.976,67.693,160.76,4.155,2.884,5.306,7.065,2,4.84,5.859,8.645,3.937,1.969,3.615,8.047,2.436,0.875,22.25,5.826,5.138,2.577,7.773,57.499,3.501,2.595,2.595,4.03,4.714,2.9,0.708,3.752,3.192,4.142,3.187,4.662,3.197,0,2.593,0.033,10.0,44.111,2.313,1.55,2.982,0.0,3.332,27.0,6.187
5.124,0.662,5.6,-0.75,0.0,0.836,13.069,5.447,0.008,-2.526,-2.526,0.275,1.102,0,4.426,3.419,0.807,0.766,4.661,3.25,3.599,6.637,19.597,223.651,4.277,2.801,4.364,6.319,0,4.942,5.874,7.296,3.887,1.108,3.098,7.392,1.941,0.532,17.75,6.739,4.562,2.635,4.572,26.242,3.145,1.395,1.395,3.618,4.297,2.233,1.037,2.797,3.013,3.616,2.831,3.949,3.067,0,2.671,0.043,6.5,34.833,2.492,1.618,2.583,0.0,3.157,22.5,6.073
5.0,0.632,5.7,-0.776,0.0,1.022,11.869,4.712,0.007,-2.0,-2.0,0.278,1.028,5,4.073,3.568,1.5,0.972,4.069,3.238,5.356,5.382,22.721,188.338,4.123,2.737,4.857,6.595,4,4.811,5.662,8.674,3.779,1.601,3.157,7.491,2.5,0.593,24.5,5.614,4.822,2.715,4.128,20.147,3.142,2.002,2.002,3.845,4.527,2.586,1.036,3.13,3.236,3.755,2.942,4.326,3.133,0,2.735,0.023,12.5,41.0,2.786,2.177,2.687,0.0,3.35,27.5,5.895
5.0,0.643,7.1,-0.696,0.0,1.223,10.079,3.923,0.011,-4.153,-4.153,0.313,0.804,0,2.381,3.248,-0.154,1.21,3.301,2.263,3.531,3.376,22.721,164.795,3.999,2.57,4.168,6.089,0,3.438,3.985,6.576,3.756,0.78,2.664,5.424,1.078,0.325,15.5,3.591,4.319,2.562,3.191,16.962,3.074,1.106,1.106,3.409,4.086,1.933,1.138,2.552,2.849,3.305,2.518,3.735,2.798,0,2.586,0.025,6.5,31.333,2.503,0.564,2.499,-0.4,2.97,18.5,4.235
5.736,0.648,4.7,-0.807,0.0,0.798,15.102,6.32,0.006,-0.281,-0.281,0.252,1.295,5,6.345,3.648,1.5,0.723,5.46,4.19,5.423,9.08,19.597,247.193,4.372,2.974,4.961,6.739,4,6.315,7.55,9.331,3.989,1.612,3.444,9.459,2.5,0.826,26.75,8.954,4.976,2.727,5.547,29.428,3.71,2.345,2.345,3.984,4.668,2.589,0.995,3.274,3.405,3.963,3.158,4.45,3.332,0,2.735,0.033,12.5,44.5,2.885,2.4,2.759,0.0,3.481,31.5,7.734
5.0,0.662,5.3,-0.75,0.0,0.722,12.965,5.45,0.007,-2.508,-2.508,0.269,1.064,0,5.743,3.381,1.0,0.672,5.119,3.677,2.845,8.894,5.739,247.193,4.267,2.91,3.892,5.943,0,5.249,6.319,6.658,3.834,1.152,3.303,8.074,2.0,0.663,14.75,7.692,4.681,2.652,5.656,27.858,2.606,1.441,1.441,3.434,4.111,2.188,1.087,2.817,3.091,3.88,2.887,3.638,3.093,0,2.667,0.057,3.5,36.167,2.44,1.391,2.708,-0.291,3.091,21.0,6.465
5.386,0.662,5.3,-0.75,0.0,0.911,12.1,5.069,0.009,-2.508,-2.508,0.269,1.064,0,5.795,3.416,0.777,0.873,5.1,3.982,2.918,8.867,19.4,247.193,4.185,2.91,3.892,5.964,0,5.237,6.284,6.719,3.798,1.0,3.32,7.91,1.934,0.662,14.75,7.408,4.713,2.658,5.929,30.455,2.594,1.322,1.322,3.434,4.111,2.0,1.079,2.841,3.115,3.904,2.887,3.638,3.091,0,2.663,0.057,3.5,33.667,2.514,1.691,2.72,-0.4,3.091,21.0,6.428
5.0,0.658,5.7,-0.776,0.0,0.848,9.264,4.403,0.006,-1.708,-1.708,0.279,1.058,4,5.928,3.476,1.302,0.815,4.203,4.169,4.673,8.497,22.524,188.338,3.938,2.852,4.681,6.487,0,5.183,6.307,8.656,3.802,1.523,3.332,8.325,2.354,0.717,22.5,6.08,4.719,2.659,5.885,29.222,3.188,2.07,2.07,3.795,4.477,2.527,1.033,2.952,3.231,3.841,2.939,4.245,3.175,0,2.666,0.03,10.0,39.0,2.695,1.945,2.688,0.0,3.332,27.0,6.428
5.638,0.643,6.1,-0.766,-0.636,1.298,11.841,5.04,0.01,-4.62,-4.62,0.268,0.804,0,3.101,3.272,-0.584,1.363,4.375,2.625,2.628,4.698,3.124,223.651,4.29,2.658,3.611,5.802,0,4.158,4.863,5.9,3.874,0.353,2.848,6.117,0.956,0.4,12.5,6.444,4.351,2.57,4.167,16.091,2.574,1.153,1.153,3.258,3.932,1.362,1.174,2.52,2.781,3.517,2.645,3.332,2.892,0,2.618,0.043,3.5,30.667,2.074,0.614,2.499,-0.917,2.89,17.0,5.12
5.0,0.655,4.8,-0.797,0.0,0.727,17.827,8.361,0.007,-1.126,-1.126,0.256,1.152,5,8.143,3.588,1.455,0.7,5.461,6.043,4.801,12.154,5.739,247.193,4.606,3.011,4.708,6.585,1,6.039,7.307,8.728,3.846,2.014,3.658,9.462,2.574,1.005,23.25,9.181,5.075,2.81,8.768,29.16,3.694,2.085,2.085,3.882,4.564,2.872,1.015,3.225,3.281,4.254,3.297,4.273,3.298,0,2.83,0.039,9.5,44.5,2.701,2.189,2.791,0.0,3.401,29.0,7.499
5.0,0.65,5.3,-0.787,0.0,0.912,12.232,5.79,0.005,-1.139,-1.139,0.269,1.085,5,6.594,3.521,1.321,0.901,4.745,4.836,4.729,9.606,22.524,211.88,4.2,2.96,4.643,6.483,1,5.536,6.726,8.758,3.804,1.932,3.453,8.814,2.361,0.821,22.5,7.135,4.839,2.763,6.869,31.757,3.29,2.07,2.07,3.818,4.5,2.835,1.013,3.077,3.269,3.995,3.076,4.23,3.237,0,2.766,0.033,9.5,40.5,2.771,1.952,2.798,0.0,3.367,28.0,6.871
5.2,0.65,6.3,-0.716,0.0,1.255,12.25,4.711,0.013,-3.71,-3.71,0.292,0.804,0,2.783,3.339,-0.123,1.277,3.922,2.772,3.652,4.015,19.597,200.109,4.229,2.57,4.213,6.236,0,3.964,4.564,6.716,3.874,0.822,2.803,5.935,1.153,0.371,16.25,5.264,4.497,2.57,3.978,16.962,3.144,1.112,1.112,3.504,4.182,1.948,1.133,2.645,2.859,3.505,2.67,3.758,2.888,0,2.618,0.028,6.5,32.833,2.473,0.568,2.499,-0.4,3.02,19.5,4.856
5.0,0.647,5.4,-0.807,0.0,0.8,10.875,5.673,0.004,-2.198,-2.198,0.256,1.098,5,5.887,3.36,1.121,0.851,5.32,3.442,2.374,8.998,22.524,235.422,4.096,2.926,4.159,5.953,4,5.425,6.629,7.333,3.844,1.252,3.265,8.45,2.189,0.675,14.5,7.734,4.489,2.781,5.009,27.197,2.879,1.464,1.464,3.497,4.174,2.271,0.773,2.763,3.075,3.671,2.863,3.807,3.159,0,2.797,0.051,3.5,31.333,2.38,1.782,2.789,0.0,3.135,22.0,6.752
5.0,0.667,5.3,-0.763,0.0,0.49,11.131,5.157,0.009,-1.499,-1.499,0.27,1.13,4,6.06,3.391,1.201,0.482,5.231,3.387,2.648,9.44,8.863,235.422,4.077,2.926,4.111,5.948,0,5.535,6.788,7.339,3.839,1.378,3.298,9.071,2.217,0.697,15.5,7.825,4.626,2.796,4.932,28.716,2.879,1.548,1.548,3.526,4.205,2.466,0.784,2.849,3.078,3.716,2.889,3.829,3.179,0,2.806,0.048,3.5,37.333,2.377,2.162,2.817,0.0,3.178,23.0,6.894
5.289,0.656,5.9,-0.734,0.0,0.849,9.651,4.195,0.006,-2.434,-2.434,0.285,1.064,0,4.375,3.415,0.75,0.786,4.484,3.186,2.773,6.641,22.524,211.88,3.942,2.901,3.784,5.74,0,4.742,5.739,6.641,3.796,1.0,3.085,7.442,1.926,0.52,14.0,5.668,4.507,2.556,4.663,30.455,2.482,1.298,1.298,3.332,4.007,2.0,1.063,2.733,2.962,3.644,2.74,3.555,3.018,0,2.552,0.047,3.5,32.167,2.531,1.686,2.63,-0.4,3.045,20.0,5.836
5.0,0.69,7.3,-0.704,0.0,0.976,11.184,6.07,0.006,-0.715,-0.715,0.284,1.105,0,5.346,3.512,1.21,1.029,5.024,3.885,4.608,8.318,38.996,223.651,4.142,2.991,4.56,6.484,0,5.892,7.109,8.665,3.855,1.725,3.293,9.513,2.254,0.694,22.5,7.763,4.936,2.91,5.576,28.142,3.776,1.877,1.877,3.834,4.516,2.687,0.832,3.132,3.206,3.999,3.06,4.195,3.249,1,2.941,0.045,8.0,44.167,2.679,2.118,2.866,0.0,3.384,28.5,7.255
6.77,0.609,3.6,-0.003,0.0,0.955,62.832,35.955,0.006,3.095,3.095,0.181,1.689,11,25.748,3.814,2.121,0.962,16.627,24.376,6.987,39.049,42.27,753.351,5.997,3.596,5.116,6.927,16,15.196,18.195,10.104,3.955,2.128,4.806,21.883,2.986,3.159,41.0,24.656,6.243,3.557,36.849,73.398,3.619,2.284,2.284,4.382,5.069,3.122,0.919,4.193,3.716,5.73,4.528,4.766,4.154,2,3.574,0.057,13.0,81.333,3.969,2.984,3.544,0.0,4.025,55.0,18.653
6.2,0.647,9.5,-0.789,0.0,0.986,48.183,22.076,0.008,3.575,3.575,0.221,1.521,16,18.403,3.952,2.682,0.953,9.469,18.849,9.302,26.036,73.575,444.208,5.417,3.491,5.978,7.67,5,10.848,13.056,14.277,4.094,2.87,4.58,16.759,3.405,2.539,49.75,15.113,6.043,3.387,25.368,75.791,4.17,3.155,3.155,4.723,5.412,3.559,1.089,4.332,3.791,5.289,4.319,5.354,3.924,0,3.395,0.033,24.5,74.667,3.472,3.353,3.433,0.0,4.069,57.5,13.641
5.0,0.64,2.4,-0.317,0.0,0.812,18.58,8.141,0.01,0.602,0.602,0.286,1.163,7,7.587,3.802,2.191,0.752,4.015,6.202,7.365,8.826,18.011,176.567,4.531,3.026,5.344,7.088,5,5.947,7.128,10.067,3.929,2.604,3.684,9.88,3.018,0.947,35.0,6.963,5.694,2.875,6.613,35.532,3.649,2.604,2.604,4.223,4.909,3.339,0.976,3.7,3.34,4.388,3.566,4.786,3.393,0,2.879,0.023,19.0,59.444,2.903,2.5,3.142,0.0,3.624,36.5,7.378
6.15,0.594,1.9,-0.465,0.0,1.102,30.986,17.057,0.004,-0.246,-0.246,0.204,1.24,16,15.001,3.729,1.527,1.079,7.941,13.618,4.837,21.403,0.0,341.362,5.196,3.136,4.914,6.73,11,7.649,9.152,8.131,3.983,1.647,4.227,10.836,2.522,1.732,26.25,13.591,5.731,2.91,19.677,25.361,3.327,1.908,1.908,3.989,4.673,2.64,1.137,3.717,3.394,5.028,3.95,4.46,3.514,1,2.941,0.047,12.0,46.083,2.422,2.5,2.866,0.0,3.497,32.0,9.392
3.64,0.588,2.4,0.0,0.0,1.058,61.375,33.601,0.007,2.805,2.805,0.191,1.666,32,24.083,3.729,2.464,1.04,11.755,24.685,9.457,34.376,6.249,494.386,5.886,3.591,5.527,7.285,4,11.624,13.912,9.481,4.008,2.632,4.773,17.252,3.321,2.998,47.5,19.313,6.368,3.474,35.685,31.303,3.736,2.634,2.634,4.533,5.22,3.339,1.041,4.374,3.729,5.607,4.578,5.043,3.978,2,3.484,0.036,24.0,81.167,3.084,3.206,3.49,0.0,4.025,55.0,14.354
6.08,0.585,2.3,-0.008,0.0,0.999,60.144,33.107,0.006,2.832,2.832,0.189,1.684,32,25.423,3.729,2.424,0.979,12.281,25.23,9.462,36.042,6.249,517.928,5.853,3.609,5.531,7.289,11,12.039,14.402,9.494,4.009,2.632,4.804,17.752,3.318,3.045,48.0,20.004,6.394,3.491,36.896,33.838,3.736,2.633,2.633,4.543,5.231,3.351,1.013,4.385,3.729,5.661,4.592,5.05,4.006,2,3.498,0.036,24.0,82.667,3.174,3.274,3.517,0.0,4.043,56.0,14.854
5.54,0.608,2.9,-0.481,0.0,1.055,39.289,21.513,0.004,2.136,2.136,0.197,1.494,20,19.59,3.729,1.908,1.048,10.12,17.012,5.314,28.511,6.249,435.531,5.467,3.394,5.032,6.784,13,9.523,11.504,8.653,3.989,2.242,4.497,14.305,2.781,2.32,30.25,17.122,5.95,3.091,25.423,32.107,3.483,2.476,2.476,4.143,4.828,3.238,1.056,3.975,3.613,5.319,4.179,4.6,3.742,3,3.089,0.047,12.0,55.75,3.007,2.575,3.138,0.0,3.689,39.0,11.81
7.081,0.591,3.7,-0.901,0.0,1.128,42.427,25.171,0.013,1.649,1.649,0.177,1.567,9,21.198,3.766,1.532,1.151,12.096,18.51,5.74,31.41,5.023,553.242,5.579,3.441,5.064,6.891,14,11.19,13.128,10.071,3.978,1.97,4.587,14.071,2.532,2.513,32.5,16.824,6.017,3.329,27.672,36.54,3.738,2.77,2.77,4.174,4.86,2.921,1.054,3.953,3.564,5.415,4.277,4.649,3.817,0,3.339,0.043,13.0,58.5,3.34,2.5,3.332,0.0,3.738,41.0,13.606
5.16,0.617,3.2,-0.481,0.0,1.105,39.819,21.855,0.005,2.136,2.136,0.203,1.471,18,18.478,3.729,1.908,1.083,8.791,17.027,7.312,26.614,3.124,376.675,5.433,3.375,5.249,7.039,5,9.023,10.85,9.309,3.998,2.354,4.454,13.277,2.781,2.242,37.0,15.095,5.955,3.08,24.699,24.725,3.736,2.629,2.629,4.284,4.97,3.174,1.107,3.981,3.724,5.245,4.196,4.781,3.705,1,3.077,0.039,18.5,58.25,2.889,2.584,3.137,0.0,3.761,42.0,11.13
4.74,0.595,2.2,-0.017,0.0,1.106,77.224,42.477,0.011,2.898,2.898,0.185,1.782,32,27.317,3.794,2.628,1.094,13.101,29.263,9.722,39.651,0.0,565.013,6.141,3.718,5.543,7.382,4,12.652,15.034,9.508,4.011,3.098,4.898,18.21,3.327,3.431,49.0,22.828,6.531,3.555,42.359,31.303,4.097,3.256,3.256,4.595,5.283,3.736,1.068,4.477,3.729,5.78,4.741,5.069,4.034,2,3.553,0.042,24.0,84.167,3.082,3.326,3.614,0.0,4.06,57.0,15.567
6.642,0.603,4.3,-0.888,0.0,1.26,28.733,16.449,0.014,0.828,0.828,0.187,1.408,9,18.955,3.764,1.5,1.29,10.127,14.219,5.784,27.988,5.023,459.073,5.156,3.302,5.026,6.866,9,9.491,11.175,9.772,3.973,1.844,4.423,11.995,2.5,2.172,30.5,13.981,5.786,3.089,21.702,26.402,3.731,2.768,2.768,4.111,4.796,2.811,1.171,3.712,3.474,5.218,3.964,4.61,3.673,0,3.123,0.039,13.0,52.5,3.195,2.5,3.066,0.0,3.638,37.0,11.606
4.59,0.617,2.6,-0.496,0.0,1.08,48.443,27.007,0.009,2.187,2.187,0.188,1.521,20,22.59,3.749,1.908,1.083,11.379,19.258,5.592,33.046,0.0,506.157,5.671,3.423,5.064,6.943,13,10.536,12.61,8.738,4.013,2.628,4.625,15.236,2.781,2.644,31.75,20.58,6.066,3.236,28.752,32.107,3.736,2.72,2.72,4.234,4.92,3.327,1.052,4.053,3.729,5.449,4.328,4.649,3.813,3,3.237,0.054,12.0,58.75,3.016,2.616,3.271,0.0,3.738,41.0,13.008
4.87,0.615,3.8,-0.424,0.0,1.045,29.259,15.906,0.004,0.206,0.206,0.22,1.152,16,13.248,3.725,1.545,1.021,7.34,12.096,5.303,19.226,6.249,317.82,5.149,3.06,4.907,6.664,1,7.139,8.596,8.156,3.919,1.908,4.145,10.851,2.536,1.602,26.75,11.732,5.651,2.91,17.659,21.969,3.328,2.109,2.109,3.97,4.654,2.781,1.066,3.703,3.403,4.917,3.887,4.449,3.483,1,2.941,0.039,12.0,47.083,2.606,2.5,2.866,0.0,3.497,32.0,8.844
5.85,0.609,4.1,0.193,0.0,1.054,27.547,14.827,0.002,-0.248,-0.248,0.226,1.105,16,12.436,3.698,1.5,1.027,6.839,11.792,5.134,17.798,21.135,282.506,5.079,3.018,4.892,6.633,1,6.877,8.308,8.102,3.9,1.631,4.095,10.384,2.5,1.482,26.0,11.018,5.629,2.91,17.228,21.969,3.323,1.908,1.908,3.932,4.615,2.618,1.08,3.67,3.382,4.895,3.847,4.425,3.441,1,2.941,0.038,12.0,45.583,2.446,2.5,2.866,0.0,3.466,31.0,8.484
10.288,0.673,2.1,-0.294,0.0,1.094,29.074,12.21,0.016,1.372,1.372,0.282,1.342,0,13.98,4.039,2.0,1.08,6.04,10.384,4.725,15.473,0.0,286.206,4.739,3.15,5.182,6.959,0,7.099,8.735,8.415,3.96,2.34,4.024,12.908,3.0,1.468,27.0,13.537,5.674,3.066,10.568,77.533,3.679,2.677,2.677,4.182,4.868,3.272,1.077,4.069,3.478,4.614,3.783,4.689,3.549,1,3.053,0.039,9.5,57.083,2.358,2.803,3.137,0.0,3.611,36.0,9.1
4.61,0.654,3.0,-0.748,-0.4,0.0,7.503,4.065,0.0,-4.983,-4.983,0.279,0.804,0,8.118,3.044,-0.496,0.0,4.945,6.132,0.911,10.173,0.0,255.87,3.93,2.57,3.526,5.541,0,4.191,5.049,5.416,3.682,0.618,3.494,6.893,0.504,0.796,8.5,8.397,4.518,2.56,7.203,40.294,2.337,0.866,0.866,3.091,3.761,1.618,0.0,3.089,2.933,4.069,2.739,3.296,2.95,0,2.618,0.082,0.0,22.833,1.826,0.191,2.499,-0.4,2.708,14.0,5.37
4.63,0.654,3.0,-0.748,-0.4,0.0,7.503,4.065,0.0,-4.983,-4.983,0.279,0.804,0,8.118,3.044,-0.496,0.0,4.945,6.132,0.911,10.173,0.0,255.87,3.93,2.57,3.526,5.541,0,4.191,5.049,5.416,3.682,0.618,3.494,6.893,0.504,0.796,8.5,8.397,4.518,2.56,7.203,40.294,2.337,0.866,0.866,3.091,3.761,1.618,0.0,3.089,2.933,4.069,2.739,3.296,2.95,0,2.618,0.082,0.0,22.833,1.826,0.191,2.499,-0.4,2.708,14.0,5.37
4.97,0.654,3.0,-0.748,-0.4,0.0,7.503,4.065,0.0,-4.983,-4.983,0.279,0.804,0,8.118,3.044,-0.496,0.0,4.945,6.132,0.911,10.173,0.0,255.87,3.93,2.57,3.526,5.541,0,4.191,5.049,5.416,3.682,0.618,3.494,6.893,0.504,0.796,8.5,8.397,4.518,2.56,7.203,40.294,2.337,0.866,0.866,3.091,3.761,1.618,0.0,3.089,2.933,4.069,2.739,3.296,2.95,0,2.618,0.082,0.0,22.833,1.826,0.191,2.499,-0.4,2.708,14.0,5.37
4.28,0.692,3.0,-0.748,-0.4,0.0,6.884,3.88,0.0,-4.983,-4.983,0.267,0.804,0,5.426,3.04,-0.496,0.0,4.615,3.569,1.601,8.733,0.0,223.651,3.93,2.57,3.526,5.541,0,4.191,5.049,5.416,3.707,0.618,3.304,6.893,0.504,0.616,9.0,6.946,4.685,2.536,5.703,11.767,2.337,0.866,0.866,3.091,3.761,1.618,0.0,2.796,2.932,4.108,2.655,3.296,2.899,0,2.562,0.05,0.0,24.5,1.826,0.191,2.499,-0.4,2.708,14.0,5.242
4.99,0.654,3.0,-0.748,-0.4,0.0,7.503,4.065,0.0,-4.983,-4.983,0.279,0.804,0,8.118,3.044,-0.496,0.0,4.945,6.132,0.911,10.173,0.0,255.87,3.93,2.57,3.526,5.541,0,4.191,5.049,5.416,3.682,0.618,3.494,6.893,0.504,0.796,8.5,8.397,4.518,2.56,7.203,40.294,2.337,0.866,0.866,3.091,3.761,1.618,0.0,3.089,2.933,4.069,2.739,3.296,2.95,0,2.618,0.082,0.0,22.833,1.826,0.191,2.499,-0.4,2.708,14.0,5.37
5.43,0.667,3.1,-0.727,-0.86,0.0,7.89,4.587,0.0,-6.161,-6.161,0.269,0.804,0,3.924,3.059,-1.0,0.0,4.244,3.517,1.698,6.417,0.0,235.422,3.989,2.57,2.996,5.252,0,3.677,4.309,4.86,3.735,-0.428,3.094,5.954,0.0,0.475,8.0,5.881,4.727,2.57,5.776,11.29,2.188,-0.1,-0.1,2.89,3.555,0.572,0.0,2.639,2.73,4.177,2.722,2.773,2.782,0,2.618,0.042,0.0,23.667,1.825,0.0,2.499,-0.86,2.565,12.0,4.571
7.107,0.6,2.0,-0.869,0.0,1.086,25.024,12.04,0.008,0.774,0.774,0.223,1.325,14,11.413,3.666,1.695,1.06,6.769,9.872,6.087,15.447,3.124,294.278,4.894,3.209,5.045,6.815,14,7.204,8.665,9.01,3.941,2.104,3.99,10.561,2.682,1.37,30.0,10.688,5.834,2.993,13.152,35.912,3.407,2.298,2.298,4.078,4.762,2.937,1.05,3.781,3.401,4.801,3.793,4.58,3.497,0,2.995,0.032,15.0,51.833,2.699,2.5,3.02,0.0,3.584,35.0,8.906
5.527,0.609,1.9,-0.858,0.0,1.154,29.925,15.397,0.004,-0.379,-0.379,0.22,1.214,11,11.807,3.641,1.5,1.121,7.707,10.73,3.546,16.782,3.124,341.362,5.125,3.106,4.586,6.323,14,7.429,8.977,7.751,3.904,1.552,4.05,11.041,2.5,1.415,21.5,12.425,5.866,2.91,15.381,31.901,3.306,2.212,2.212,3.795,4.477,2.555,1.083,3.785,3.336,4.922,3.875,4.186,3.468,2,2.941,0.043,7.5,45.333,2.475,2.408,2.875,0.0,3.401,29.0,9.179
7.485,0.663,8.1,1.051,0.58,1.069,118.66,58.959,0.008,6.092,6.092,0.199,1.786,11,37.797,3.971,3.107,1.084,19.922,39.322,19.492,54.658,141.145,823.977,6.49,3.693,6.358,8.019,23,23.664,28.45,14.74,4.041,3.705,5.374,37.311,3.884,5.571,103.0,32.728,7.318,3.692,57.314,115.744,4.097,3.705,3.705,5.263,5.953,4.094,0.975,5.28,3.72,6.235,5.231,5.788,4.631,0,3.689,0.026,48.0,183.5,3.759,3.813,3.717,0.515,4.754,115.0,29.03
5.0,0.685,9.5,-0.326,0.0,0.99,25.3,9.987,0.012,0.174,0.174,0.261,1.064,5,9.5,3.68,1.737,1.028,4.916,8.232,6.003,13.801,39.82,188.338,4.715,2.924,5.32,7.039,4,6.303,7.68,10.272,3.986,2.317,3.834,10.074,2.681,1.211,30.25,8.511,5.282,2.91,11.834,24.26,3.512,2.362,2.362,4.155,4.84,3.045,1.371,3.517,3.351,4.557,3.568,4.748,3.388,0,2.912,0.031,14.5,45.444,2.91,2.573,2.925,0.0,3.555,34.0,7.869
7.757,0.623,4.0,0.531,0.0,1.017,80.156,13.181,0.009,5.947,5.947,0.219,1.707,30,36.067,3.967,2.948,1.083,6.512,34.466,14.564,15.597,18.084,282.506,6.061,3.105,6.186,7.889,37,18.191,21.896,16.504,4.058,3.378,5.128,28.348,3.866,4.987,76.5,28.594,6.899,2.96,14.175,33.931,4.063,3.481,3.481,5.075,5.765,3.884,1.049,4.914,3.863,5.934,3.839,5.628,3.497,1,3.641,0.028,36.0,146.0,4.026,3.74,3.676,0.0,4.522,91.0,22.618
5.0,0.646,6.5,-0.342,0.0,1.15,17.261,8.607,0.013,0.087,0.087,0.265,1.155,5,11.009,3.672,1.661,1.209,5.706,8.048,5.966,14.977,24.259,247.193,4.483,3.096,5.017,6.794,6,6.63,8.008,8.976,3.924,2.1,3.923,10.387,2.629,1.173,30.0,9.134,5.521,2.91,11.17,27.433,3.459,2.43,2.43,4.043,4.727,2.991,1.522,3.736,3.396,4.529,3.573,4.543,3.421,0,2.941,0.032,14.5,51.444,2.959,2.531,3.115,0.0,3.526,33.0,8.243
6.292,0.667,6.5,-0.716,-0.291,0.516,9.655,4.031,0.006,-3.673,-3.673,0.299,1.0,0,3.383,3.356,0.618,0.45,3.995,2.362,2.7,5.241,8.863,188.338,3.957,2.635,3.761,5.694,0,4.338,5.283,6.422,3.827,1.096,2.875,7.106,1.618,0.427,13.5,5.091,4.372,2.509,3.463,25.323,2.578,1.218,1.218,3.296,3.97,2.166,0.902,2.608,2.817,3.427,2.614,3.526,2.943,0,2.471,0.037,3.5,33.167,2.2,1.292,2.583,-0.4,2.996,19.0,5.373
5.301,0.631,4.5,0.036,0.0,1.051,75.642,39.434,0.008,2.901,2.901,0.208,1.641,33,23.526,3.74,2.547,1.044,11.923,26.78,9.407,32.948,42.27,494.386,6.028,3.705,5.616,7.3,19,13.086,15.893,9.854,3.998,2.827,4.901,20.482,3.49,3.242,50.25,21.061,6.741,3.633,37.619,51.941,3.736,3.167,3.167,4.61,5.298,3.651,1.06,4.739,3.729,5.746,4.879,5.113,4.064,1,3.632,0.032,22.5,93.25,3.135,3.261,3.672,0.0,4.127,61.0,16.188
6.382,0.583,3.8,1.297,0.0,0.991,51.004,28.496,0.003,2.922,2.922,0.186,1.686,9,20.213,3.678,1.983,0.997,15.145,19.645,6.725,31.056,72.043,682.724,5.803,3.584,4.961,6.775,16,13.795,16.332,8.892,3.946,2.076,4.601,18.984,2.917,2.544,37.5,20.183,6.111,3.449,30.183,69.187,2.995,2.076,2.076,4.22,4.905,2.919,0.949,4.01,3.605,5.571,4.316,4.6,4.043,0,3.461,0.055,13.0,76.667,3.975,2.916,3.465,0.0,3.912,49.0,16.737
