pXC50,CATS2D_08_PP,SsssN,SpMin3_Bh.e.,SM05_EA.dm.,SdO,SpMax7_Bh.p.,SpMin1_Bh.s.,ATSC6p,Yindex,Vindex,ATS6p,SM13_EA.dm.,ATS8i,SM11_EA.dm.,ATSC6m,ATSC7p,ATSC7v,ATSC8m,ATSC6i,ATS8e,ATS6v,ATSC7m,ATS6i,Infective.50,ATS5p,ATS7e,ATS5i,ATS2i,Eta_C,ON1V,SM15_EA.dm.,ATSC6v,Eta_L,ATSC5i,ATS7p,ATS5e,DLS_04,SpMin8_Bh.v.,ATSC8i,Inflammat.80,ATS5v,SM03_EA.dm.,ATSC5v,ATSC5p,ATSC7i,MATS1i,ATS2e,ATS3e,ATS7i,ATS7v,ATS4e,ATSC4v,ATSC5m,Se,ATS4v,ATSC8v,ATSC3i,SpMax8_Bh.s.,ATS4p,Si,ATS6e,SM07_EA.dm.,SpMin8_Bh.p.,ATS4i,ATSC8p,ON0V,ATS1i,ATS8p,CATS2D_08_DP
5.328,0,1.723,1.671,0.74,36.906,2.735,1.289,13.447,0.759,0.259,4.118,2.494,4.871,2.049,36.708,12.917,15.228,34.186,1.472,4.645,3.975,37.294,5.126,0,4.172,4.867,5.175,4.631,23.961,2.691,2.938,16.681,5.964,1.562,4.007,4.974,0.8,1.107,1.017,1,4.059,0.325,15.82,13.189,1.363,-0.128,4.494,4.801,5.097,3.857,4.913,13.882,35.2,46.647,4.097,12.53,1.358,4.089,4.177,51.352,4.908,1.168,1.062,5.077,10.769,9.176,4.005,3.777,0
5.523,0,1.731,1.657,0.74,12.913,2.735,1.245,10.721,0.798,0.27,3.882,2.494,4.462,2.049,28.487,9.479,12.191,21.533,1.36,4.204,3.755,25.903,4.976,0,3.987,4.589,5.029,4.487,20.02,2.463,2.938,13.866,5.343,1.432,3.675,4.825,0.8,1.05,0.751,1,3.89,0.325,13.065,10.723,1.145,-0.103,4.337,4.658,4.853,3.527,4.765,11.747,28.149,40.545,3.936,8.097,1.298,3.831,3.997,44.938,4.728,1.168,1.01,4.942,6.67,7.819,3.886,3.329,0
6.137,0,1.839,1.657,0.74,12.974,2.735,1.247,11.196,0.798,0.27,3.957,2.494,4.436,2.049,32.115,10.028,13.072,25.104,1.149,4.19,3.794,30.305,4.958,0,4.028,4.578,5.017,4.478,20.9,2.463,2.938,14.808,5.474,1.283,3.756,4.819,0.8,1.047,0.595,0,3.915,0.325,13.268,11.016,0.962,-0.14,4.332,4.651,4.832,3.572,4.76,11.965,30.056,40.356,3.956,8.924,1.139,3.781,4.037,44.542,4.718,1.168,1.003,4.933,7.085,7.819,3.878,3.428,0
6.367,0,1.876,1.657,0.74,12.995,2.735,1.249,12.188,0.798,0.27,3.996,2.494,4.429,2.049,41.928,11.068,13.487,35.305,1.172,4.183,3.811,42.248,4.953,0,4.05,4.572,5.013,4.476,22.57,2.463,2.938,15.253,5.745,1.301,3.797,4.815,0.8,1.046,0.617,0,3.926,0.325,13.361,11.572,0.988,-0.137,4.329,4.648,4.826,3.591,4.758,12.07,34.035,40.262,3.964,9.319,1.15,3.674,4.057,44.44,4.713,1.168,1.002,4.93,7.947,7.819,3.876,3.477,0
6.569,0,1.551,1.659,6.691,12.981,2.735,1.255,11.518,0.759,0.259,3.983,17.441,4.748,14.758,31.548,11.288,13.007,28.09,1.652,4.517,3.9,31.287,5.094,0,4.058,4.796,5.106,4.601,24.419,2.597,20.124,14.654,6.079,1.673,3.826,4.909,0.8,1.107,1.224,0,3.994,3.911,13.313,11.633,1.663,-0.07,4.457,4.722,5.044,3.753,4.89,12.039,28.872,44.454,4.042,8.857,1.522,4.272,4.073,49.032,4.865,9.389,1.062,5.067,8.43,8.355,3.967,3.511,0
6.854,0,1.59,1.657,6.954,13.024,2.735,1.247,11.613,0.716,0.249,3.985,18.126,4.807,15.337,30.891,10.595,13.118,28.795,1.565,4.584,3.915,30.849,5.089,0,4.082,4.811,5.164,4.625,25.0,2.618,20.915,14.331,6.189,1.767,3.838,4.969,0.8,1.107,1.345,0,4.03,4.049,13.432,12.123,1.46,-0.099,4.493,4.712,5.039,3.77,4.864,12.152,31.064,45.782,4.057,8.988,1.362,4.284,4.085,50.242,4.864,9.758,1.062,5.028,8.886,8.521,3.993,3.58,0
7.569,0,1.682,1.657,4.721,13.033,2.735,1.247,11.57,0.728,0.252,3.988,12.523,4.788,10.594,31.05,10.562,13.396,28.391,1.476,4.553,3.897,30.687,5.082,0,4.085,4.792,5.156,4.611,23.509,2.62,14.451,14.714,6.041,1.659,3.842,4.956,0.8,1.107,1.176,0,4.013,2.576,14.095,12.059,1.373,-0.114,4.468,4.708,5.029,3.745,4.856,12.588,31.685,45.269,4.043,9.761,1.309,4.092,4.087,49.902,4.852,6.713,1.062,5.024,8.788,8.462,3.987,3.588,0
6.638,0,3.707,1.789,0.268,26.432,2.941,1.39,10.962,0.47,0.17,4.052,0.054,4.998,0.082,31.768,10.486,14.164,29.402,1.488,4.729,3.941,26.433,5.139,0,4.157,4.757,5.284,4.805,24.244,3.129,0.035,14.397,6.701,1.727,3.992,5.054,0.8,1.18,1.272,1,4.055,0.325,16.162,13.136,1.344,-0.295,4.656,4.943,4.985,3.852,5.036,14.934,42.45,51.418,4.152,13.753,1.738,3.986,4.24,57.278,4.905,0.188,1.177,5.215,9.914,9.05,4.158,3.831,0
6.149,0,3.176,1.794,2.473,38.748,2.941,1.386,10.78,0.525,0.191,4.025,6.887,5.031,5.808,31.645,10.683,14.577,30.776,1.405,4.758,3.922,28.741,5.114,0,4.09,4.79,5.263,4.787,23.783,3.044,7.96,14.202,6.634,1.593,3.968,5.041,0.8,1.147,1.192,1,4.006,1.305,15.338,12.498,1.325,-0.249,4.637,4.934,5.023,3.828,5.045,14.916,42.983,51.527,4.094,13.584,1.633,3.879,4.174,57.405,4.892,3.608,1.141,5.225,9.735,8.817,4.145,3.759,0
6.0,0,1.731,1.779,2.473,38.611,2.937,1.331,10.912,0.579,0.204,4.017,6.887,5.066,5.808,31.652,10.891,12.872,33.201,1.663,4.816,3.971,29.068,5.131,0,4.079,4.839,5.309,4.806,27.022,2.928,7.96,12.967,6.906,2.094,3.957,5.116,0.8,1.141,1.551,1,4.08,1.305,12.968,12.764,1.737,-0.175,4.668,4.981,5.051,3.901,5.09,12.557,46.305,52.552,4.165,11.782,2.02,4.616,4.162,58.084,4.922,3.608,1.142,5.251,9.944,8.852,4.156,3.746,0
6.886,0,2.423,1.786,2.473,39.166,2.95,1.359,12.29,0.539,0.193,4.116,6.887,5.134,5.808,37.826,11.387,14.204,34.428,1.665,4.905,4.044,33.788,5.215,0,4.185,4.95,5.379,4.873,28.05,3.12,7.96,15.121,7.225,1.991,4.044,5.173,0.8,1.4,1.503,0,4.136,1.305,16.18,13.907,1.643,-0.23,4.726,5.002,5.158,3.981,5.133,14.86,49.381,56.251,4.211,13.409,1.892,4.346,4.246,62.369,5.006,3.608,1.379,5.298,10.64,9.876,4.224,3.901,0
7.06,0,2.432,1.786,2.473,39.051,2.939,1.359,11.806,0.525,0.19,4.087,6.887,5.143,5.808,35.27,11.61,14.278,35.701,1.612,4.906,4.01,33.328,5.199,0,4.166,4.875,5.38,4.873,27.877,3.12,7.96,15.018,7.225,1.972,4.028,5.164,0.8,1.387,1.463,0,4.112,1.305,16.145,13.645,1.61,-0.23,4.726,5.002,5.082,3.946,5.132,14.912,48.914,56.251,4.205,12.678,1.892,4.325,4.245,62.369,4.983,3.608,1.37,5.298,10.112,9.876,4.224,3.844,0
8.481,0,2.393,1.785,2.473,39.533,2.954,1.359,13.784,0.525,0.189,4.21,6.887,5.221,5.808,42.464,12.833,15.99,38.039,1.805,5.012,4.127,41.202,5.321,0,4.276,5.055,5.469,4.945,31.061,3.28,7.96,17.329,7.674,2.119,4.126,5.267,1.0,1.411,1.594,0,4.225,1.305,17.616,14.924,1.77,-0.255,4.796,5.044,5.268,4.064,5.198,15.83,53.616,60.462,4.292,13.466,1.951,4.496,4.32,66.993,5.11,3.608,1.379,5.355,10.936,10.96,4.292,3.98,0
4.177,0,1.593,1.377,6.477,11.867,2.624,1.079,3.484,0.72,0.269,2.984,19.176,3.69,16.069,11.255,3.235,3.383,9.798,0.529,3.548,2.905,7.968,3.918,1,3.082,3.617,4.174,4.123,13.789,1.549,22.261,3.282,4.222,0.668,3.028,3.947,0.6,0.825,0.457,1,3.004,3.054,4.425,4.568,0.463,0.096,3.974,4.114,3.806,2.92,4.167,6.884,15.477,31.422,3.259,3.814,0.843,3.663,3.42,34.703,3.719,9.745,0.799,4.36,3.914,5.733,3.662,3.08,0
4.177,0,0.0,1.493,0.0,0.0,2.735,1.109,5.568,0.534,0.193,3.649,0.0,4.205,0.0,15.745,5.125,4.542,13.169,0.931,4.01,3.531,13.479,4.286,0,3.62,4.085,4.439,4.276,15.751,1.948,0.0,4.773,4.757,1.02,3.553,4.232,0.4,1.095,0.811,0,3.542,0.0,5.173,5.377,0.886,0.145,4.154,4.281,4.26,3.456,4.244,5.427,14.182,36.414,3.544,4.091,1.069,3.645,3.592,40.075,4.117,0.0,1.062,4.445,4.734,6.45,3.84,3.42,0
4.388,0,0.0,1.474,0.0,12.798,2.914,1.11,8.815,0.508,0.186,3.852,0.0,4.462,0.0,26.849,7.346,7.194,19.956,1.213,4.267,3.783,21.826,4.796,0,3.947,4.393,4.832,4.563,20.351,2.401,0.0,8.827,5.495,1.272,3.676,4.643,0.6,1.312,0.833,1,3.868,0.0,10.396,9.189,0.994,-0.117,4.436,4.489,4.548,3.607,4.577,8.437,23.836,45.876,3.883,6.779,1.08,3.96,3.927,50.159,4.613,0.0,1.311,4.716,6.404,9.35,4.025,3.459,0
4.177,0,1.961,1.429,4.988,11.979,2.429,1.064,4.917,0.914,0.318,3.208,16.133,4.041,13.416,14.754,4.416,4.574,10.346,0.578,3.839,3.102,12.22,4.144,1,3.327,3.831,4.361,4.197,13.869,1.947,18.827,5.598,4.374,0.736,3.193,4.143,0.8,0.841,0.506,1,3.206,2.048,6.365,5.654,0.533,-0.147,4.033,4.188,3.969,3.09,4.251,7.355,18.169,32.236,3.399,5.596,0.81,3.405,3.517,35.827,3.934,7.867,0.825,4.418,4.422,6.35,3.66,3.08,0
4.706,0,0.0,1.684,0.0,12.348,2.812,1.108,7.796,0.417,0.16,3.829,0.0,4.627,0.0,22.693,7.179,10.017,18.443,1.232,4.397,3.741,21.643,4.881,0,3.907,4.554,4.911,4.626,20.847,2.796,0.0,10.94,5.564,1.342,3.668,4.677,0.6,1.196,0.96,1,3.831,0.0,10.667,7.733,1.091,0.137,4.462,4.641,4.799,3.602,4.708,10.378,23.052,49.123,3.892,7.098,1.356,3.709,3.95,55.106,4.634,0.0,1.185,4.927,5.456,9.467,4.129,3.512,0
4.461,0,0.0,1.711,3.067,25.488,2.877,1.241,9.179,0.478,0.175,3.979,8.569,4.882,7.227,26.462,9.275,10.175,25.29,1.351,4.701,3.932,24.841,4.88,0,3.938,4.735,4.929,4.619,24.688,2.777,9.903,10.241,6.631,1.379,4.006,4.719,0.6,1.198,1.332,0,3.873,1.593,10.324,9.089,1.384,0.123,4.493,4.745,4.918,3.963,4.762,10.722,25.075,50.531,3.916,9.903,1.39,4.212,3.984,55.598,4.695,4.487,1.19,4.966,9.328,8.76,4.124,4.038,0
4.177,0,1.609,1.372,4.506,21.386,2.602,1.095,4.139,0.764,0.279,3.203,12.452,4.154,10.509,12.23,4.298,5.477,11.005,0.608,3.949,3.162,11.338,4.234,1,3.276,3.976,4.427,4.174,10.703,1.725,14.386,5.439,3.322,0.717,3.203,4.185,0.6,0.925,0.549,1,3.226,2.361,6.526,4.641,0.57,0.128,4.031,4.245,4.171,3.135,4.298,6.314,15.159,33.705,3.369,5.368,0.844,3.674,3.405,37.199,4.037,6.556,0.964,4.495,4.163,6.133,3.716,3.134,0
4.052,0,0.0,1.594,0.0,12.452,2.891,1.138,6.904,0.535,0.202,3.701,0.0,4.65,0.0,25.033,6.23,8.446,19.372,1.119,4.432,3.666,22.132,4.895,0,3.857,4.546,4.991,4.647,20.409,2.457,0.0,9.588,5.425,1.259,3.586,4.767,0.6,1.419,0.88,1,3.793,0.0,12.263,8.64,0.96,-0.093,4.496,4.565,4.755,3.552,4.715,10.686,26.708,49.894,3.9,8.199,1.127,4.117,3.929,55.279,4.676,0.0,1.404,4.877,5.957,10.117,4.107,3.537,0
4.367,0,0.0,1.637,0.0,12.29,2.773,1.1,7.721,0.426,0.163,3.769,0.0,4.558,0.0,22.684,7.229,9.444,17.249,1.171,4.329,3.674,21.162,4.811,0,3.854,4.477,4.817,4.564,21.372,2.587,0.0,10.156,5.794,1.262,3.625,4.593,0.6,1.196,0.918,1,3.773,0.0,9.395,7.305,1.047,0.158,4.41,4.549,4.714,3.551,4.613,8.871,20.064,46.316,3.838,6.663,1.283,3.709,3.902,51.61,4.566,0.0,1.185,4.815,5.588,8.967,4.069,3.475,0
4.177,0,0.0,1.772,0.0,0.0,3.088,1.396,8.627,0.405,0.147,4.088,0.0,4.831,0.0,23.029,8.138,8.943,22.431,1.503,4.652,4.01,21.369,4.903,0,4.155,4.647,4.99,4.642,23.094,2.962,0.0,9.91,6.049,1.633,4.104,4.783,0.3,1.307,1.478,0,4.079,0.0,11.061,9.297,1.443,0.147,4.518,4.741,4.839,4.032,4.777,11.373,24.041,50.989,4.13,8.764,1.516,3.996,4.201,56.401,4.696,0.0,1.293,4.968,8.494,9.283,4.174,4.138,0
4.301,0,3.402,1.592,4.782,40.04,2.993,1.427,18.315,0.75,0.245,4.517,11.857,5.397,10.082,54.788,17.436,22.965,49.318,2.311,5.156,4.413,55.097,5.628,0,4.57,5.352,5.595,4.998,37.789,4.083,13.642,24.694,9.334,2.33,4.392,5.407,1.0,1.437,1.759,0,4.492,2.892,23.859,18.476,2.088,-0.195,4.822,5.103,5.597,4.253,5.27,20.793,54.662,61.287,4.47,20.429,1.924,4.098,4.521,68.776,5.41,6.559,1.433,5.429,15.905,12.15,4.308,4.245,0
4.177,0,0.0,1.523,0.0,0.0,2.698,1.292,6.601,0.726,0.254,3.486,0.0,4.445,0.0,18.397,4.918,6.684,15.118,0.84,4.25,3.379,12.648,4.625,1,3.614,4.107,4.677,4.392,14.711,2.18,0.0,9.436,4.13,0.964,3.471,4.427,0.6,0.936,0.824,1,3.486,0.0,9.776,6.894,0.731,-0.018,4.211,4.377,4.286,3.418,4.486,9.439,18.908,37.818,3.661,7.245,1.024,3.684,3.763,42.611,4.342,0.0,0.946,4.692,5.44,7.883,3.853,3.494,0
4.468,0,0.0,1.662,0.0,12.529,2.845,1.151,7.123,0.47,0.176,3.592,0.0,4.213,0.0,21.57,5.952,6.904,15.715,0.967,4.093,3.509,16.803,4.558,0,3.743,4.228,4.702,4.49,21.903,2.388,0.0,7.334,5.727,1.066,3.526,4.491,0.6,1.128,0.661,0,3.638,0.0,9.3,8.027,0.792,0.116,4.365,4.52,4.427,3.448,4.584,9.725,24.145,43.545,3.856,5.11,1.11,3.832,3.948,47.684,4.355,0.0,1.106,4.751,5.364,8.51,3.979,3.567,0
4.395,0,1.433,1.576,0.766,12.562,2.735,1.09,4.822,0.775,0.263,3.537,2.789,4.389,2.281,14.295,5.128,6.389,14.501,0.867,4.159,3.518,13.727,4.466,1,3.57,4.235,4.493,4.295,14.361,1.971,3.29,5.632,4.233,0.887,3.452,4.312,0.6,0.978,0.684,1,3.558,0.325,6.634,5.17,0.798,-0.096,4.144,4.377,4.426,3.406,4.452,7.678,14.832,36.48,3.609,5.787,1.022,3.712,3.63,40.488,4.289,1.259,0.956,4.67,4.611,6.717,3.82,3.231,0
4.42,0,0.0,1.559,0.0,12.073,2.735,1.106,5.361,0.467,0.182,3.446,0.0,4.147,0.0,22.407,4.556,4.925,19.964,0.732,3.956,3.378,17.968,4.312,0,3.584,4.099,4.439,4.378,18.501,2.183,0.0,5.653,5.182,0.817,3.306,4.24,0.6,1.107,0.603,1,3.487,0.0,7.005,6.473,0.709,0.16,4.244,4.406,4.306,3.257,4.368,7.523,27.387,40.593,3.569,4.821,0.949,3.674,3.637,44.745,4.133,0.0,1.062,4.571,4.482,7.46,3.912,3.268,0
4.052,0,0.0,1.593,0.0,12.372,2.819,1.148,4.353,0.487,0.182,3.308,0.0,3.903,0.0,14.167,3.937,3.384,10.115,0.635,3.788,3.262,9.974,4.129,0,3.504,3.902,4.326,4.272,19.164,2.021,0.0,3.449,5.25,0.729,3.306,4.162,0.4,1.01,0.494,0,3.421,0.0,5.473,5.592,0.588,0.194,4.183,4.388,4.058,3.252,4.346,6.613,18.686,36.775,3.683,3.481,0.92,3.873,3.771,39.588,3.975,0.0,0.979,4.493,3.807,6.569,3.81,3.424,0
4.052,0,1.926,1.663,0.393,12.89,2.941,1.139,7.551,0.485,0.177,3.99,0.273,4.979,0.312,27.003,6.447,9.012,24.399,1.496,4.78,3.979,26.403,5.086,0,4.013,4.833,5.1,4.749,24.152,2.822,0.236,10.948,6.104,1.522,3.93,4.876,0.5,1.355,1.363,0,3.996,0.325,11.445,8.003,1.428,0.032,4.58,4.727,5.04,3.966,4.876,11.633,27.749,55.2,4.003,7.56,1.434,4.311,4.024,61.604,4.862,0.384,1.376,5.093,5.682,10.317,4.254,3.883,0
4.177,0,1.184,1.564,0.0,24.157,2.735,1.206,7.082,0.503,0.193,3.565,0.0,4.088,0.0,19.659,6.548,6.804,13.373,0.891,3.955,3.415,20.841,4.485,1,3.663,4.142,4.527,4.467,17.147,2.094,0.0,8.302,5.03,0.967,3.455,4.337,0.6,1.25,0.672,1,3.539,0.0,7.362,7.009,0.803,-0.133,4.331,4.437,4.36,3.332,4.59,8.514,18.875,41.844,3.679,4.256,1.107,3.674,3.765,45.953,4.265,0.0,1.203,4.784,4.46,7.933,3.925,3.332,0
4.177,0,0.0,1.451,0.0,11.777,2.418,1.083,2.397,0.652,0.237,2.962,0.0,3.78,0.0,6.679,3.017,3.162,8.416,0.442,3.65,2.895,6.855,3.697,1,2.995,3.483,4.117,4.101,11.879,1.698,0.0,2.073,3.894,0.62,3.13,3.871,0.4,0.753,0.47,1,2.963,0.0,3.873,3.593,0.413,0.113,3.973,4.108,3.595,3.036,4.071,5.615,11.389,30.244,3.238,4.047,0.799,3.445,3.321,33.285,3.527,0.0,0.705,4.27,3.805,5.817,3.625,3.185,0
4.177,0,0.0,1.603,0.0,12.417,2.856,1.343,6.604,0.469,0.177,3.523,0.0,4.23,0.0,18.802,5.016,5.529,14.675,0.924,4.043,3.437,14.595,4.53,0,3.756,4.151,4.664,4.494,19.288,2.61,0.0,7.782,5.641,1.07,3.418,4.447,0.6,1.057,0.696,0,3.613,0.0,10.16,8.53,0.786,0.166,4.352,4.577,4.35,3.351,4.611,12.407,22.85,42.676,3.818,5.932,1.17,3.647,3.972,47.448,4.304,0.0,1.029,4.823,5.347,8.117,3.959,3.426,0
4.177,0,2.124,1.544,0.268,11.614,2.746,1.189,6.515,0.658,0.25,3.464,0.054,4.266,0.082,21.096,5.111,6.882,13.371,0.817,4.044,3.352,15.487,4.726,1,3.639,4.187,4.856,4.461,15.699,2.576,0.035,9.45,4.851,1.005,3.277,4.588,0.8,1.084,0.583,1,3.508,0.325,11.036,7.308,0.639,-0.087,4.281,4.476,4.399,3.21,4.488,9.589,23.41,41.356,3.607,5.501,0.971,3.621,3.683,46.445,4.452,0.188,1.079,4.686,3.798,7.767,3.922,3.129,0
4.538,0,2.357,1.753,3.633,37.811,3.011,1.171,10.158,0.511,0.193,4.13,10.336,5.148,8.523,41.603,10.635,14.736,32.81,1.681,4.916,4.107,35.569,5.367,0,4.199,5.017,5.383,4.897,30.328,3.41,12.203,14.075,7.303,1.793,4.057,5.171,0.9,1.384,1.342,0,4.176,2.078,16.066,11.228,1.504,-0.208,4.73,4.921,5.238,4.005,5.046,14.295,40.702,63.192,4.192,13.486,1.583,4.571,4.203,70.315,5.152,5.175,1.387,5.216,9.493,11.933,4.341,3.959,0
4.177,0,0.0,1.322,0.0,0.0,2.819,1.082,5.419,0.682,0.257,3.382,0.0,3.956,0.0,14.06,5.882,6.688,10.252,0.769,3.789,3.231,18.975,4.373,1,3.518,4.047,4.496,4.277,16.054,1.757,0.0,6.71,4.869,0.899,3.308,4.298,0.6,1.016,0.588,1,3.384,0.0,7.305,7.072,0.71,-0.065,4.134,4.142,4.305,3.159,4.288,6.101,21.08,36.633,3.528,3.694,0.866,3.581,3.594,40.328,4.135,0.0,0.981,4.459,3.815,7.6,3.781,3.206,0
4.613,0,0.0,1.716,0.0,0.0,2.798,1.088,6.335,0.553,0.207,3.666,0.0,4.57,0.0,18.411,6.092,8.284,17.318,1.019,4.319,3.596,19.041,4.681,0,3.697,4.444,4.767,4.48,16.899,2.326,0.0,8.898,4.658,1.123,3.589,4.548,0.6,1.111,0.839,1,3.655,0.0,7.928,5.88,0.962,0.003,4.331,4.517,4.672,3.511,4.582,8.748,20.672,44.574,3.73,8.185,1.126,4.016,3.751,49.528,4.456,0.0,1.126,4.771,5.783,8.417,4.004,3.491,0
4.901,0,0.0,1.711,3.067,25.51,2.88,1.241,9.488,0.478,0.175,3.988,8.569,4.881,7.227,28.709,9.401,10.121,26.477,1.361,4.699,3.936,24.048,4.878,0,3.948,4.734,4.928,4.617,26.176,2.777,9.903,10.283,6.902,1.39,4.012,4.719,0.6,1.197,1.339,0,3.877,1.593,10.331,9.322,1.392,0.126,4.491,4.742,4.917,3.966,4.76,10.884,24.175,50.436,3.922,9.958,1.399,4.048,4.0,55.495,4.693,4.487,1.187,4.963,9.664,8.76,4.123,4.049,0
8.699,0,1.937,1.846,0.653,26.729,3.055,1.432,14.043,0.429,0.157,4.356,2.143,5.351,1.754,37.096,14.641,19.829,37.023,1.913,5.101,4.256,37.068,5.329,0,4.346,5.112,5.306,4.89,28.507,3.868,2.535,18.457,7.638,1.898,4.353,5.101,0.8,1.339,1.909,0,4.271,0.325,17.553,13.423,1.915,-0.068,4.73,5.046,5.339,4.228,5.097,17.716,36.489,60.563,4.274,20.657,1.862,3.998,4.348,67.896,5.114,1.001,1.335,5.307,14.805,10.817,4.31,4.325,0
7.638,0,1.826,1.845,0.653,26.669,3.062,1.43,13.374,0.423,0.155,4.319,2.143,5.323,1.754,39.405,14.424,17.176,38.631,2.007,5.094,4.234,38.865,5.264,0,4.306,5.046,5.244,4.896,33.085,3.782,2.535,14.992,8.3,1.904,4.339,5.047,0.8,1.36,2.021,0,4.235,0.325,15.476,12.898,1.999,-0.082,4.738,5.02,5.24,4.225,5.064,16.104,35.9,60.371,4.257,20.103,2.005,4.308,4.331,67.239,5.068,1.001,1.339,5.262,15.355,11.16,4.304,4.34,0
8.398,0,1.918,1.843,0.653,26.568,3.047,1.43,13.792,0.437,0.159,4.295,2.143,5.288,1.754,41.18,13.473,16.641,35.869,1.813,5.057,4.183,35.465,5.192,0,4.295,5.006,5.212,4.863,31.104,3.671,2.535,15.492,8.044,1.819,4.294,5.022,0.8,1.35,1.82,0,4.192,0.325,15.992,13.952,1.776,-0.089,4.71,4.97,5.203,4.176,5.019,15.835,40.245,58.083,4.212,19.255,1.761,3.974,4.292,64.61,5.004,1.001,1.324,5.215,14.441,10.733,4.266,4.308,0
9.0,0,1.823,1.841,0.653,26.528,3.061,1.43,12.957,0.43,0.157,4.276,2.143,5.289,1.754,37.381,14.13,16.578,37.505,1.892,5.067,4.191,37.57,5.206,0,4.25,5.015,5.225,4.868,32.469,3.651,2.535,14.403,8.234,1.826,4.311,5.028,0.8,1.349,1.939,0,4.18,0.325,14.932,12.592,1.916,-0.075,4.719,4.984,5.202,4.201,5.027,15.381,35.949,58.596,4.221,19.501,1.893,4.301,4.289,64.95,5.014,1.001,1.324,5.215,15.094,10.793,4.271,4.315,0
8.097,0,1.921,1.846,0.653,26.709,3.048,1.43,14.22,0.43,0.157,4.336,2.143,5.321,1.754,43.157,13.764,17.235,36.958,1.931,5.083,4.226,36.719,5.251,0,4.35,5.037,5.231,4.891,31.713,3.801,2.535,16.088,8.11,1.89,4.322,5.041,0.8,1.36,1.904,0,4.247,0.325,16.552,14.249,1.862,-0.096,4.729,5.007,5.241,4.202,5.056,16.554,40.244,59.858,4.249,19.85,1.871,3.998,4.334,66.899,5.059,1.001,1.339,5.261,14.704,11.1,4.299,4.333,0
8.097,0,1.861,1.812,6.691,13.512,2.954,1.431,12.16,0.48,0.177,4.222,17.441,5.273,14.758,37.579,12.562,15.416,35.979,1.815,5.024,4.115,33.067,5.119,0,4.206,4.956,5.133,4.854,30.853,3.409,20.124,14.234,7.902,1.819,4.226,4.927,0.8,1.265,1.88,0,4.102,3.911,14.73,13.009,1.867,-0.09,4.688,4.917,5.167,4.112,5.0,14.458,37.126,56.069,4.109,17.873,1.913,4.301,4.181,62.709,4.925,9.389,1.268,5.223,13.761,10.112,4.226,4.192,0
6.182,0,1.845,1.87,0.653,26.921,3.129,1.458,15.005,0.436,0.159,4.396,2.143,5.399,1.754,44.831,15.255,18.238,44.021,2.173,5.18,4.308,41.68,5.38,0,4.396,5.126,5.382,4.95,36.222,3.976,2.535,17.441,8.716,2.119,4.427,5.167,0.7,1.475,2.227,0,4.313,0.325,18.334,14.656,2.151,-0.081,4.787,5.076,5.318,4.317,5.168,18.458,41.702,63.254,4.334,22.283,2.113,4.34,4.417,70.654,5.173,1.001,1.456,5.376,17.346,11.993,4.349,4.465,0
8.06,0,1.911,1.868,0.653,26.791,3.129,1.458,14.514,0.45,0.163,4.359,2.143,5.363,1.754,42.646,14.926,18.124,42.879,1.979,5.146,4.256,40.821,5.325,0,4.345,5.088,5.364,4.918,34.088,3.865,2.535,17.328,8.46,2.034,4.403,5.148,0.8,1.477,2.02,0,4.256,0.325,18.001,14.317,1.935,-0.087,4.759,5.029,5.277,4.28,5.126,18.29,42.242,60.967,4.292,21.95,1.864,3.986,4.38,68.026,5.118,1.001,1.456,5.329,17.066,11.567,4.313,4.447,0
6.656,0,1.915,1.868,0.653,26.94,3.129,1.458,15.61,0.444,0.161,4.421,2.143,5.396,1.754,45.2,15.75,19.373,44.31,2.105,5.178,4.312,44.895,5.392,0,4.4,5.162,5.393,4.971,36.71,4.074,2.535,19.116,8.801,2.102,4.438,5.181,0.8,1.481,2.083,0,4.311,0.325,18.88,14.824,2.063,-0.084,4.806,5.072,5.362,4.314,5.175,19.644,43.432,63.851,4.336,22.849,1.928,3.988,4.429,71.441,5.184,1.001,1.459,5.382,17.622,12.483,4.358,4.478,0
7.398,0,1.24,1.863,5.47,26.86,3.125,1.446,15.235,0.471,0.167,4.389,14.368,5.416,12.157,45.04,15.38,17.273,44.965,2.583,5.214,4.35,40.781,5.409,0,4.387,5.157,5.418,4.972,39.079,3.853,16.579,15.248,8.985,2.762,4.422,5.224,0.7,1.438,2.831,0,4.365,3.093,15.514,14.971,2.5,-0.065,4.821,5.091,5.334,4.356,5.211,16.401,42.871,64.28,4.379,20.214,2.313,4.638,4.41,71.334,5.22,7.722,1.463,5.403,17.705,11.612,4.357,4.454,0
5.0,0,1.911,1.867,0.653,26.747,3.039,1.458,16.16,0.512,0.185,4.418,2.143,5.418,1.754,48.611,15.622,19.812,45.638,2.134,5.193,4.3,45.623,5.456,0,4.425,5.161,5.48,4.985,36.562,4.032,2.535,20.686,8.649,2.192,4.428,5.252,1.0,1.477,2.097,0,4.316,0.325,20.876,15.763,2.041,-0.107,4.805,5.054,5.364,4.302,5.201,20.185,47.941,64.734,4.335,23.367,1.907,3.98,4.433,72.856,5.226,1.001,1.453,5.406,17.726,12.9,4.363,4.472,0
