pXC50,Eig03_AEA.dm.,P_VSA_s_5,H.051,NssNH,X2A,SM02_EA.dm.,SM04_EA.dm.,Eig02_EA.bo.,MATS4s,NaasC,SM08_EA.bo.,SM12_AEA.ri.,MCD,SM11_EA.bo.,SM12_EA.bo.,SM14_EA.bo.,SM15_EA.bo.,X1A,SM07_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,C.008,Eta_beta_A,C.026,C.039,DBI,nArCO,nArOH,nCb.,CATS2D_04_DD,SM03_EA.dm.,Eig01_EA.bo.,SM06_EA.bo.,SM11_AEA.ri.,SpMax1_Bh.e.,SpMax_EA.bo.,Eig01_AEA.bo.,SpDiam_AEA.bo.,SpMax_AEA.bo.,MATS4e,SM03_EA.bo.,Mv,MPC09,nCIC,nCIR,Rperim,TRS,NsssCH,C.040,nDB,Eta_C_A,Eta_FL_A,O.057,NdssC,GNar,ATS6i,SpMax1_Bh.s.,DLS_05,GATS1v,N.072,D.Dtr10,nR10,Eig03_EA.ed.,Qindex,SM12_AEA.dm.
6.745,3.502,18.011,4,1,0.303,3.232,4.364,3.169,-0.127,0,10.676,3.169,0.407,14.106,15.32,17.696,18.884,0.455,9.375,11.738,12.975,3,0.861,0,0,4.528,0,0,0,0,2.918,3.439,8.456,3.439,4.001,3.439,4.312,5.312,4.312,-0.134,4.443,0.566,4.29,2,2,11,11,5,3,4,1.233,0.153,1,4,1.893,5.569,7.474,1.0,1.177,2,0.0,0,8.042,16,8.042
5.086,3.498,18.011,4,1,0.308,3.232,4.364,3.139,-0.127,0,10.623,3.139,0.423,14.026,15.235,17.596,18.777,0.451,9.326,11.672,12.905,2,0.875,0,0,4.416,0,0,0,0,2.918,3.416,8.42,3.416,3.996,3.416,4.289,5.289,4.289,-0.115,4.443,0.569,4.22,2,2,11,11,5,3,4,1.179,0.16,1,4,1.889,5.38,7.474,1.0,1.161,2,0.0,0,7.606,16,7.606
6.143,3.497,18.011,4,1,0.313,3.232,4.364,3.134,-0.162,0,10.587,3.134,0.2,14.006,15.215,17.579,18.76,0.468,9.292,11.647,12.879,2,0.88,0,0,4.95,0,0,0,0,2.918,3.414,8.368,3.414,3.985,3.414,4.287,5.262,4.287,-0.165,4.369,0.567,3.638,1,1,5,5,4,3,4,1.117,0.181,1,4,1.803,5.453,7.474,1.0,1.176,2,0.0,0,7.551,12,7.551
6.036,3.498,18.011,4,1,0.305,3.232,4.364,3.143,-0.199,0,10.609,3.143,0.391,14.029,15.24,17.607,18.79,0.45,9.307,11.666,12.902,2,0.924,0,0,4.359,0,0,0,0,2.918,3.42,8.391,3.42,3.995,3.42,4.293,5.293,4.293,-0.203,4.369,0.581,3.738,2,2,9,9,4,3,4,1.029,0.181,1,4,1.898,5.253,7.474,1.0,1.1,2,0.0,0,7.607,15,7.607
6.62,3.502,18.011,4,1,0.305,3.232,4.364,3.164,-0.126,0,10.663,3.164,0.423,14.092,15.306,17.681,18.869,0.452,9.363,11.725,12.961,3,0.875,0,0,4.416,0,0,0,0,2.918,3.436,8.442,3.436,3.998,3.436,4.309,5.309,4.309,-0.125,4.443,0.569,4.205,2,2,11,11,5,3,4,1.194,0.16,1,4,1.889,5.456,7.474,1.0,1.161,2,0.0,0,7.938,16,7.938
7.699,3.531,18.011,3,1,0.31,3.047,3.976,3.233,-0.104,0,10.746,3.233,0.261,14.329,15.596,18.069,19.303,0.47,9.394,11.859,13.149,3,0.891,0,0,4.359,0,0,0,0,2.221,3.567,8.423,3.567,3.939,3.567,4.327,5.266,4.327,-0.084,4.29,0.572,3.497,1,1,6,6,3,3,4,1.062,0.179,1,4,1.81,5.287,7.475,1.0,1.209,2,0.0,0,7.856,11,7.856
6.276,3.262,18.011,3,1,0.308,2.626,3.41,3.423,-0.135,1,11.02,3.423,0.571,14.429,15.858,18.32,19.451,0.453,9.404,11.918,13.42,3,1.143,1,0,3.24,0,0,1,0,1.593,3.553,8.685,3.553,3.97,3.553,4.257,5.198,4.257,-0.135,4.227,0.618,3.871,2,2,12,12,3,2,3,0.805,0.24,1,3,1.941,4.836,7.475,1.0,0.956,1,0.0,0,7.147,13,7.147
4.907,3.495,18.011,4,1,0.32,3.232,4.364,3.126,-0.143,0,10.574,3.126,0.185,13.983,15.191,17.551,18.73,0.469,9.276,11.628,12.86,2,0.843,0,0,5.148,0,0,0,0,2.918,3.407,8.364,3.407,3.986,3.407,4.281,5.264,4.281,-0.133,4.369,0.556,3.714,1,1,5,5,4,3,4,1.206,0.156,1,4,1.817,5.533,7.474,1.0,1.246,2,0.0,0,7.405,12,7.405
8.155,3.497,18.011,4,1,0.311,3.232,4.364,3.133,-0.173,0,10.583,3.133,0.208,14.003,15.212,17.576,18.757,0.467,9.291,11.645,12.876,2,0.885,0,0,4.848,0,0,0,0,2.918,3.413,8.361,3.413,3.984,3.413,4.286,5.258,4.286,-0.179,4.369,0.564,3.526,1,1,5,5,4,3,4,1.13,0.175,1,4,1.795,5.423,7.474,1.0,1.203,2,0.0,0,7.526,12,7.526
8.398,3.532,18.011,3,1,0.317,3.159,4.035,3.218,-0.136,0,10.899,3.218,0.25,14.451,15.726,18.195,19.425,0.465,9.526,11.985,13.288,3,0.969,0,0,4.583,0,0,0,0,2.311,3.592,8.588,3.592,3.943,3.592,4.345,5.281,4.345,-0.104,4.443,0.583,3.664,1,1,6,6,3,3,5,0.989,0.211,1,5,1.795,5.249,7.475,1.0,1.136,2,0.0,0,7.897,12,7.897
8.398,3.32,36.022,3,2,0.315,2.726,3.405,3.037,-0.067,0,10.649,3.037,0.261,14.168,15.428,17.884,19.109,0.464,9.314,11.73,13.01,5,0.913,0,0,4.472,0,0,0,2,1.755,3.545,8.378,3.545,3.941,3.545,4.303,5.246,4.303,-0.056,4.369,0.588,3.466,1,1,6,6,5,2,4,0.974,0.208,1,4,1.787,5.192,7.475,1.0,1.006,1,0.0,0,7.893,12,7.893
6.824,3.503,18.011,4,1,0.304,3.232,4.364,3.169,-0.115,0,10.68,3.169,0.393,14.108,15.322,17.698,18.886,0.457,9.376,11.74,12.977,3,0.848,0,0,4.637,0,0,0,0,2.918,3.439,8.462,3.439,4.003,3.439,4.313,5.313,4.313,-0.116,4.443,0.563,4.369,2,2,11,11,5,3,4,1.267,0.148,1,4,1.896,5.635,7.474,1.0,1.192,2,0.0,0,8.057,16,8.057
7.824,3.497,18.011,4,1,0.311,3.232,4.364,3.133,-0.173,0,10.583,3.133,0.208,14.003,15.212,17.576,18.757,0.467,9.291,11.645,12.876,2,0.885,0,0,4.848,0,0,0,0,2.918,3.413,8.361,3.413,3.984,3.413,4.286,5.258,4.286,-0.179,4.369,0.564,3.526,1,1,5,5,4,3,4,1.13,0.175,1,4,1.795,5.423,7.474,1.0,1.203,2,0.0,0,7.526,12,7.526
5.62,3.495,18.011,4,1,0.318,3.232,4.364,3.125,-0.165,0,10.57,3.125,0.2,13.983,15.191,17.551,18.73,0.467,9.276,11.628,12.859,2,0.87,0,0,4.95,0,0,0,0,2.918,3.407,8.355,3.407,3.984,3.407,4.281,5.258,4.281,-0.162,4.369,0.561,3.584,1,1,5,5,4,3,4,1.146,0.168,1,4,1.803,5.431,7.474,1.0,1.219,2,0.0,0,7.404,12,7.404
5.357,3.482,36.022,4,2,0.321,3.264,4.363,3.069,-0.133,0,10.492,3.069,0.2,13.852,15.051,17.383,18.547,0.466,9.203,11.525,12.749,3,0.88,0,0,4.95,0,0,0,0,2.897,3.366,8.31,3.366,3.982,3.366,4.252,5.228,4.252,-0.143,4.369,0.567,3.689,1,1,5,5,5,3,4,1.101,0.183,1,4,1.803,5.39,7.474,1.0,1.182,2,0.0,0,7.141,12,7.141
7.155,3.594,36.022,5,2,0.298,3.352,4.367,3.744,-0.005,5,12.316,3.744,0.592,16.044,17.494,20.157,21.454,0.443,10.68,13.358,14.875,4,1.204,0,0,5.477,0,0,3,0,2.506,4.059,9.847,4.059,4.061,4.059,4.471,5.448,4.471,-0.01,5.182,0.624,5.74,5,5,29,29,4,2,4,1.181,0.241,0,4,2.034,5.821,7.437,1.0,1.024,2,0.0,0,10.157,32,10.157
4.638,3.337,18.011,6,1,0.303,2.665,3.415,3.483,-0.138,2,11.28,3.483,0.55,15.03,16.376,18.976,20.271,0.447,9.807,12.419,13.804,3,1.113,0,0,3.162,0,0,0,0,1.593,3.798,8.838,3.798,3.963,3.798,4.345,5.276,4.345,-0.125,4.407,0.626,3.761,2,2,11,11,3,2,3,0.811,0.24,1,3,1.911,4.702,7.475,0.5,0.974,1,0.0,0,7.633,14,7.633
4.004,3.342,18.011,5,1,0.297,2.727,3.429,3.511,-0.086,3,11.605,3.511,0.654,15.257,16.664,19.249,20.504,0.444,10.013,12.638,14.111,3,1.221,0,0,3.391,0,0,1,0,1.593,3.831,9.176,3.831,3.997,3.831,4.353,5.284,4.353,-0.044,4.559,0.644,4.605,3,3,17,17,3,2,3,0.81,0.258,1,3,2.014,4.899,7.475,0.0,0.906,1,0.0,0,7.863,18,7.863
4.06,3.583,52.685,5,2,0.299,3.352,4.367,3.742,-0.007,5,12.17,3.742,0.63,15.745,17.191,19.757,20.977,0.441,10.519,13.135,14.657,4,1.245,0,0,5.244,0,0,3,0,2.506,3.834,9.757,3.834,4.043,3.834,4.379,5.356,4.379,0.006,5.103,0.636,5.591,5,5,29,29,4,2,4,1.076,0.254,0,4,2.049,5.654,7.437,0.5,0.972,2,0.0,0,10.152,31,10.152
4.102,3.23,18.011,2,1,0.278,2.496,3.333,3.586,-0.06,3,11.719,3.586,0.44,15.668,17.087,19.824,21.181,0.458,10.204,12.93,14.379,1,1.02,2,0,4.062,0,0,3,1,1.668,4.063,9.144,4.063,4.029,4.063,4.67,5.598,4.67,-0.105,4.62,0.587,4.369,2,2,11,11,1,2,2,1.054,0.19,1,2,1.897,5.258,7.475,1.0,1.093,1,0.0,0,8.055,16,8.055
5.0,3.312,18.011,3,1,0.303,3.04,4.351,3.07,-0.111,0,10.663,3.07,0.286,14.347,15.607,18.129,19.396,0.458,9.387,11.854,13.112,5,0.786,0,0,4.301,0,0,0,3,2.795,3.621,8.3,3.621,3.93,3.621,4.532,5.532,4.532,-0.097,4.369,0.58,2.89,1,1,6,6,5,2,2,1.065,0.173,1,2,1.758,5.056,7.476,1.0,1.075,1,0.0,0,7.928,13,7.928
5.301,3.23,18.011,2,1,0.285,2.632,3.398,3.587,-0.088,3,11.736,3.587,0.478,15.68,17.098,19.834,21.192,0.452,10.227,12.946,14.392,0,1.152,2,0,3.808,0,0,3,1,1.819,4.066,9.164,4.066,4.022,4.066,4.67,5.594,4.67,-0.132,4.677,0.618,4.174,2,2,11,11,0,2,3,0.844,0.239,1,3,1.888,4.989,7.475,0.5,0.9,1,0.0,0,8.055,16,8.055
4.854,3.34,18.011,3,1,0.293,2.665,3.415,3.545,-0.114,3,11.725,3.545,0.68,15.518,16.943,19.617,20.933,0.443,10.13,12.824,14.306,3,1.25,0,0,3.24,0,0,1,0,1.593,3.983,9.233,3.983,4.006,3.983,4.389,5.32,4.389,-0.083,4.559,0.654,4.673,3,3,17,17,3,2,3,0.775,0.265,1,3,2.015,4.785,7.475,0.0,0.873,1,0.0,0,8.033,18,8.033
5.699,3.212,18.011,3,1,0.317,2.626,3.41,2.931,-0.122,0,10.422,2.931,0.353,13.981,15.258,17.728,18.958,0.468,9.049,11.51,12.816,3,0.882,0,0,3.317,0,0,0,0,1.593,3.524,8.115,3.524,3.941,3.524,4.245,5.183,4.245,-0.108,4.007,0.575,2.197,1,1,6,6,3,2,3,0.913,0.187,1,3,1.807,4.777,7.475,1.0,1.141,1,0.0,0,5.815,9,5.815
6.0,3.282,18.011,3,1,0.304,2.626,3.41,3.477,-0.064,2,11.41,3.477,0.6,14.744,16.233,18.683,19.769,0.451,9.696,12.225,13.804,4,1.15,0,0,4.0,0,0,2,0,1.593,3.53,9.079,3.53,4.001,3.53,4.252,5.213,4.252,-0.034,4.477,0.616,4.682,3,3,18,18,4,2,3,0.964,0.236,1,3,2.012,5.408,7.475,1.0,0.973,1,0.0,0,7.884,18,7.884
8.523,3.377,18.011,3,1,0.305,2.765,3.549,2.94,0.042,0,10.956,2.94,0.286,14.792,16.14,18.787,20.109,0.467,9.546,12.156,13.52,4,0.821,0,0,3.937,0,0,0,0,1.593,3.816,8.498,3.816,3.96,3.816,4.448,5.398,4.448,0.017,4.29,0.57,3.091,1,1,6,6,4,2,3,1.12,0.16,1,4,1.792,5.17,8.2,1.0,1.189,1,0.0,0,7.081,11,7.081
9.0,3.26,18.011,3,1,0.319,2.626,3.41,2.94,-0.062,0,10.477,2.94,0.24,14.006,15.28,17.745,18.973,0.475,9.104,11.547,12.849,4,0.76,0,0,4.472,0,0,0,0,1.593,3.526,8.21,3.526,3.957,3.526,4.25,5.22,4.25,-0.065,4.111,0.548,3.638,1,1,6,6,4,2,3,1.254,0.125,1,3,1.845,5.451,7.475,1.0,1.28,1,0.0,0,7.03,10,7.03
6.208,3.231,18.011,3,1,0.309,2.708,3.487,3.441,-0.107,1,11.015,3.441,0.545,14.412,15.841,18.295,19.419,0.455,9.399,11.907,13.409,3,1.091,0,0,3.391,0,0,1,0,1.593,3.528,8.686,3.528,3.967,3.528,4.247,5.193,4.247,-0.103,4.227,0.611,3.892,2,2,12,12,3,2,3,0.848,0.232,1,3,1.944,4.879,7.475,1.0,0.988,1,0.0,0,6.988,13,6.988
8.699,3.247,18.011,3,1,0.324,2.791,3.5,3.082,-0.14,0,10.643,3.082,0.286,14.156,15.435,17.891,19.112,0.469,9.246,11.697,13.013,3,0.917,0,0,4.0,0,0,0,0,1.755,3.542,8.358,3.542,3.953,3.542,4.271,5.214,4.271,-0.137,4.205,0.574,3.219,1,1,6,6,3,2,4,0.981,0.194,1,4,1.817,5.136,7.475,1.0,1.13,1,0.0,0,6.591,10,6.591
5.824,3.275,18.011,3,1,0.305,2.626,3.41,2.94,-0.091,0,10.645,2.94,0.286,14.296,15.592,18.126,19.392,0.467,9.278,11.775,13.09,4,0.81,0,0,3.937,0,0,0,0,1.593,3.632,8.304,3.632,3.97,3.632,4.368,5.319,4.368,-0.119,4.205,0.558,2.996,1,1,6,6,5,2,3,1.164,0.147,1,3,1.792,5.26,7.475,1.0,1.227,1,0.0,0,7.107,11,7.107
6.222,3.213,18.011,3,1,0.327,2.626,3.41,2.932,-0.046,0,10.439,2.932,0.24,13.982,15.26,17.729,18.958,0.478,9.049,11.51,12.822,3,0.76,0,0,4.359,0,0,0,0,1.593,3.525,8.161,3.525,3.95,3.525,4.245,5.221,4.245,-0.028,4.007,0.548,3.466,1,1,6,6,3,2,3,1.188,0.126,1,3,1.867,5.315,7.475,1.0,1.28,1,0.0,0,5.835,9,5.835
9.0,3.263,18.011,3,1,0.314,2.626,3.41,2.94,-0.092,0,10.477,2.94,0.286,14.008,15.281,17.746,18.973,0.471,9.105,11.548,12.851,4,0.857,0,0,4.0,0,0,0,0,1.593,3.526,8.202,3.526,3.952,3.526,4.25,5.201,4.25,-0.11,4.111,0.571,3.258,1,1,6,6,4,2,4,1.038,0.175,1,3,1.817,5.154,7.475,1.0,1.167,1,0.0,0,7.02,10,7.02
5.432,3.2,18.011,3,1,0.314,2.626,3.41,2.93,-0.12,0,10.418,2.93,0.375,13.979,15.255,17.725,18.955,0.466,9.048,11.508,12.812,3,0.906,0,0,3.162,0,0,0,0,1.593,3.524,8.107,3.524,3.938,3.524,4.244,5.178,4.244,-0.103,4.007,0.581,1.792,1,1,6,6,3,2,3,0.853,0.201,1,3,1.795,4.6,7.475,1.0,1.11,1,0.0,0,5.696,9,5.696
7.0,3.195,18.011,3,1,0.325,2.696,3.411,3.08,-0.153,0,10.62,3.08,0.333,14.134,15.411,17.864,19.084,0.462,9.229,11.678,12.991,3,0.972,0,0,3.606,0,0,0,0,1.755,3.535,8.33,3.535,3.943,3.535,4.259,5.19,4.259,-0.137,4.205,0.591,2.485,1,1,6,6,3,2,4,0.85,0.216,1,4,1.788,4.768,7.475,1.0,0.979,1,0.0,0,6.204,10,6.204
9.0,3.261,18.011,3,1,0.308,2.626,3.41,2.94,-0.045,0,10.525,2.94,0.462,14.026,15.296,17.754,18.979,0.459,9.155,11.579,12.878,4,0.769,0,0,4.062,0,0,0,0,1.593,3.526,8.282,3.526,3.97,3.526,4.25,5.25,4.25,-0.049,4.205,0.556,3.989,2,2,12,12,5,2,3,1.285,0.12,1,3,1.931,5.465,7.475,1.0,1.223,1,0.0,0,7.205,14,7.205
5.939,3.544,18.011,5,1,0.322,3.108,4.204,2.947,-0.05,0,10.558,2.947,0.273,14.064,15.327,17.778,19.0,0.465,9.213,11.627,12.913,4,0.886,0,0,4.243,0,0,0,0,2.591,3.526,8.298,3.526,3.952,3.526,4.251,5.206,4.251,-0.014,4.29,0.582,3.466,1,1,6,6,4,3,4,1.03,0.182,2,4,1.801,5.131,7.477,1.0,1.12,1,0.0,0,7.256,11,7.256
7.523,3.26,18.011,3,1,0.314,2.626,3.41,2.94,-0.076,0,10.469,2.94,0.286,14.006,15.279,17.745,18.972,0.471,9.104,11.546,12.846,4,0.821,0,0,4.0,0,0,0,0,1.593,3.526,8.188,3.526,3.952,3.526,4.25,5.203,4.25,-0.069,4.111,0.565,3.258,1,1,6,6,4,2,3,1.071,0.164,1,3,1.817,5.178,7.475,1.0,1.18,1,0.0,0,7.02,10,7.02
8.301,3.531,18.011,3,1,0.303,3.047,3.976,3.446,-0.104,1,11.204,3.446,0.444,14.65,16.042,18.501,19.649,0.458,9.653,12.153,13.605,3,1.074,0,0,4.301,0,0,1,0,2.221,3.567,8.868,3.567,3.964,3.567,4.327,5.276,4.327,-0.051,4.46,0.604,4.043,2,2,12,12,3,3,4,0.96,0.226,1,4,1.913,5.275,7.475,1.0,1.054,2,0.0,0,7.852,15,7.852
7.398,3.531,18.011,3,1,0.305,3.047,3.976,3.23,-0.128,0,10.739,3.23,0.286,14.325,15.591,18.065,19.299,0.467,9.391,11.855,13.144,3,0.929,0,0,4.123,0,0,0,0,2.221,3.566,8.412,3.566,3.934,3.566,4.326,5.258,4.326,-0.096,4.29,0.58,3.045,1,1,6,6,3,3,4,0.979,0.198,1,4,1.792,5.075,7.475,1.0,1.171,2,0.0,0,7.836,11,7.836
8.301,3.533,18.011,3,1,0.31,3.159,4.035,3.447,-0.1,1,11.316,3.447,0.387,14.753,16.139,18.597,19.751,0.46,9.767,12.262,13.708,3,1.073,0,0,4.848,0,0,1,0,2.311,3.594,8.993,3.594,3.972,3.594,4.349,5.301,4.349,-0.052,4.59,0.6,4.431,2,2,12,12,3,3,5,1.029,0.226,1,5,1.906,5.517,7.475,1.0,1.056,2,0.0,0,7.925,16,7.925
4.886,3.523,36.022,3,2,0.314,3.016,3.954,3.123,-0.132,0,10.63,3.123,0.316,14.198,15.465,17.934,19.166,0.466,9.276,11.733,13.024,3,0.961,0,0,3.742,0,0,0,1,2.179,3.552,8.315,3.552,3.924,3.552,4.297,5.228,4.297,-0.109,4.205,0.592,2.639,1,1,6,6,3,3,4,0.865,0.211,1,4,1.799,4.791,7.475,1.0,1.077,2,0.0,0,7.017,10,7.017
5.155,3.524,36.022,3,2,0.318,3.131,4.014,3.131,-0.17,0,10.813,3.131,0.286,14.35,15.626,18.092,19.32,0.465,9.436,11.889,13.195,3,1.024,0,0,4.123,0,0,0,1,2.272,3.581,8.511,3.581,3.932,3.581,4.322,5.256,4.322,-0.148,4.369,0.601,3.091,1,1,6,6,3,3,5,0.847,0.237,1,5,1.792,4.967,7.475,0.5,1.011,2,0.0,0,7.482,11,7.482
5.194,3.539,36.022,4,2,0.32,2.877,3.792,3.068,-0.176,0,10.626,3.068,0.3,14.153,15.412,17.86,19.08,0.461,9.286,11.713,12.995,3,0.913,0,0,4.0,0,0,0,1,2.179,3.531,8.336,3.531,3.958,3.531,4.257,5.205,4.257,-0.204,4.29,0.577,2.996,1,1,6,6,4,3,4,0.994,0.182,1,4,1.783,4.966,7.475,1.0,1.12,2,0.0,0,7.496,11,7.496
6.699,3.328,18.011,3,1,0.302,2.54,3.322,3.017,-0.053,0,10.584,3.017,0.545,14.126,15.396,17.864,19.094,0.452,9.221,11.666,12.963,4,0.83,0,0,3.536,0,0,0,0,1.668,3.547,8.299,3.547,3.988,3.547,4.301,5.301,4.301,-0.052,4.205,0.562,3.892,2,2,12,12,4,2,3,1.148,0.148,1,3,1.919,5.368,7.475,1.0,1.188,1,0.0,0,7.858,14,7.858
7.515,3.155,36.022,3,2,0.312,2.488,3.301,2.94,-0.086,0,10.465,2.94,0.3,14.005,15.278,17.744,18.972,0.469,9.102,11.545,12.844,4,0.825,0,0,3.873,0,0,0,1,1.593,3.526,8.181,3.526,3.962,3.526,4.25,5.199,4.25,-0.1,4.111,0.556,2.996,1,1,6,6,4,2,3,1.096,0.153,1,3,1.808,5.214,7.475,1.0,1.205,1,0.0,0,6.922,10,6.922
7.796,3.533,18.011,3,1,0.317,3.159,4.035,3.234,-0.083,0,10.918,3.234,0.214,14.468,15.743,18.213,19.443,0.472,9.539,12.0,13.306,3,0.902,0,0,5.0,0,0,0,0,2.311,3.593,8.613,3.593,3.952,3.593,4.349,5.299,4.349,-0.044,4.443,0.568,4.127,1,1,6,6,3,3,5,1.155,0.18,1,5,1.823,5.499,7.475,1.0,1.206,2,0.0,0,7.924,12,7.924
5.785,3.133,36.022,3,2,0.312,2.488,3.301,3.444,-0.086,1,11.017,3.444,0.5,14.41,15.839,18.293,19.416,0.459,9.399,11.907,13.409,3,1.042,0,0,3.674,0,0,1,1,1.593,3.525,8.693,3.525,3.972,3.525,4.245,5.204,4.245,-0.074,4.227,0.592,3.761,2,2,12,12,3,2,3,0.93,0.212,1,3,1.948,5.176,7.475,1.0,1.036,1,0.0,0,6.965,13,6.965
5.398,3.539,36.022,4,2,0.31,2.877,3.792,3.113,-0.123,0,10.659,3.113,0.273,14.186,15.444,17.89,19.11,0.468,9.315,11.746,13.028,3,0.875,0,0,4.243,0,0,0,1,2.179,3.531,8.37,3.531,3.962,3.531,4.258,5.215,4.258,-0.149,4.29,0.568,3.466,1,1,6,6,4,3,4,1.081,0.165,1,4,1.801,5.143,7.475,1.0,1.165,2,0.0,0,7.921,11,7.921
7.602,3.13,18.011,4,1,0.324,2.895,4.056,2.938,-0.095,0,10.199,2.938,0.238,13.486,14.676,16.963,18.099,0.469,8.903,11.194,12.416,2,0.821,0,0,4.301,0,0,0,0,2.653,3.282,8.051,3.282,3.981,3.282,4.183,5.146,4.183,-0.083,4.111,0.554,3.135,1,1,5,5,4,2,3,1.13,0.146,1,3,1.817,5.317,7.474,1.0,1.206,1,0.0,0,6.611,10,6.611
9.886,3.405,18.011,3,1,0.311,3.194,4.102,3.156,-0.126,0,10.758,3.156,0.25,14.241,15.502,17.93,19.137,0.467,9.391,11.813,13.106,3,0.885,0,0,4.583,0,0,0,0,2.573,3.523,8.487,3.523,3.944,3.523,4.332,5.27,4.332,-0.098,4.369,0.57,3.638,1,1,6,6,4,2,4,1.076,0.194,0,4,1.795,5.34,7.431,1.0,1.165,2,0.0,0,7.919,12,7.919
7.398,3.307,18.011,3,1,0.309,2.58,3.332,3.024,-0.078,0,10.545,3.024,0.3,14.089,15.354,17.816,19.043,0.464,9.199,11.636,12.924,5,0.863,0,0,4.0,0,0,0,2,1.593,3.534,8.251,3.534,3.93,3.534,4.287,5.218,4.287,-0.064,4.205,0.586,2.833,1,1,6,6,5,2,3,0.958,0.194,1,3,1.783,4.968,7.475,1.0,1.033,1,0.0,0,7.728,11,7.728
4.77,3.618,18.011,1,1,0.307,3.047,3.976,3.238,-0.164,0,10.835,3.238,0.24,14.412,15.671,18.134,19.364,0.469,9.491,11.951,13.233,3,0.86,0,0,4.69,0,0,0,0,2.221,3.568,8.51,3.568,3.946,3.568,4.331,5.28,4.331,-0.152,4.369,0.565,3.892,1,1,6,6,4,3,4,1.161,0.161,1,4,1.803,5.385,7.475,1.0,1.239,2,0.0,0,7.986,12,7.986
8.301,3.581,18.011,2,1,0.304,3.047,3.976,3.234,-0.148,0,10.768,3.234,0.25,14.347,15.611,18.082,19.315,0.473,9.417,11.88,13.168,3,0.875,0,0,4.472,0,0,0,0,2.221,3.567,8.448,3.567,3.942,3.567,4.328,5.272,4.328,-0.136,4.29,0.568,3.714,1,1,6,6,3,3,4,1.099,0.169,1,4,1.817,5.337,7.475,1.0,1.225,2,0.0,0,7.876,11,7.876
8.523,3.619,18.011,0,1,0.306,3.711,5.709,3.489,-0.084,1,11.449,3.489,0.387,14.991,16.35,18.83,20.013,0.454,9.954,12.477,13.886,3,1.024,0,0,5.05,0,0,1,0,4.057,3.587,9.068,3.587,3.968,3.587,4.41,5.37,4.41,-0.067,4.705,0.62,4.489,2,2,12,12,3,3,4,1.023,0.217,1,4,1.881,5.4,8.516,1.0,1.037,2,0.0,0,8.539,18,8.539
9.0,3.154,36.022,3,2,0.315,2.781,3.527,2.935,-0.06,0,10.448,2.935,0.261,13.856,15.091,17.477,18.665,0.464,9.128,11.482,12.742,5,0.826,0,0,4.472,0,0,0,2,2.175,3.438,8.239,3.438,3.941,3.438,4.279,5.224,4.279,-0.056,4.29,0.574,3.466,1,1,6,6,6,1,3,1.047,0.189,0,3,1.787,5.281,7.43,1.0,1.043,1,0.0,0,7.893,12,7.893
4.699,3.525,36.022,3,2,0.321,3.131,4.014,3.134,-0.138,0,10.82,3.134,0.261,14.354,15.631,18.096,19.324,0.468,9.438,11.892,13.2,3,0.989,0,0,4.359,0,0,0,1,2.272,3.581,8.521,3.581,3.936,3.581,4.323,5.258,4.323,-0.118,4.369,0.59,3.555,1,1,6,6,3,3,5,0.898,0.226,1,5,1.81,5.079,7.475,0.5,1.015,2,0.0,0,7.525,11,7.525
5.523,3.619,16.405,0,1,0.316,2.709,3.586,3.557,-0.114,0,12.161,3.557,0.25,16.487,17.955,20.896,22.372,0.463,10.694,13.575,15.037,3,0.938,0,0,4.69,0,0,0,0,1.668,4.43,9.369,4.43,4.02,4.43,4.647,5.587,4.647,-0.086,4.89,0.578,3.611,1,1,6,6,3,2,5,1.079,0.174,1,3,1.787,5.329,7.718,1.0,1.209,1,0.0,0,8.48,13,8.48
9.155,3.581,18.011,2,1,0.3,3.047,3.976,3.446,-0.14,1,11.221,3.446,0.414,14.664,16.053,18.51,19.659,0.462,9.671,12.17,13.619,3,1.034,0,0,4.528,0,0,1,0,2.221,3.568,8.888,3.568,3.968,3.568,4.329,5.282,4.329,-0.1,4.46,0.595,4.29,2,2,12,12,3,3,4,1.035,0.208,1,4,1.919,5.414,7.475,1.0,1.092,2,0.0,0,7.88,15,7.88
8.097,3.531,18.011,3,1,0.302,3.115,3.997,3.566,-0.109,2,11.381,3.566,0.4,14.922,16.301,18.807,20.005,0.46,9.858,12.389,13.82,3,1.05,1,0,4.583,0,0,2,0,2.221,3.636,9.011,3.636,3.972,3.636,4.328,5.279,4.328,-0.069,4.605,0.597,4.317,2,2,12,12,3,3,4,1.025,0.219,1,4,1.903,5.428,7.475,1.0,1.102,2,0.0,0,7.862,16,7.862
4.721,3.541,18.011,3,1,0.311,3.308,4.281,3.447,-0.087,1,11.25,3.447,0.414,14.685,16.069,18.523,19.672,0.456,9.718,12.2,13.64,3,1.103,0,0,4.637,0,0,1,0,2.575,3.569,8.929,3.569,3.966,3.569,4.33,5.281,4.33,-0.054,4.59,0.616,4.29,2,2,12,12,3,4,5,0.935,0.239,1,5,1.9,5.304,7.475,1.0,0.989,3,0.0,0,7.877,16,7.877
