pXC50,nPyrroles,SaaNH,Chi0_EA.dm.,SpMax2_Bh.i.,Chi1_EA.dm.,SpMin4_Bh.v.,P_VSA_LogP_6,NaaNH,SpMin4_Bh.p.,SpMax2_Bh.e.,SpMax1_Bh.e.,CATS2D_06_DL,Hy,D.Dtr09,H.050,nHDon,GMTI,N.073,SpMin3_Bh.v.,IC5,Eta_beta,C.025,SpMax1_Bh.p.,P_VSA_e_3,SaaaC,SpMax6_Bh.m.,Eig07_AEA.bo.,ATSC5p,SpMin3_Bh.p.,Eig07_EA.bo.,CATS2D_02_DL,XMOD,SpMax8_Bh.p.,X2sol,SpMin7_Bh.s.,SpMax8_Bh.m.,ATSC5m,Eig09_EA.ed.,SM04_AEA.ri.,SpMin7_Bh.m.,C.034,piPC09,piPC06,piPC07,ATS5i,CATS2D_04_DD,SpMAD_EA.ri.,piPC08,GATS4p,AAC,AECC,ALOGP,ALOGP2,AMR,AMW,ARR,ATS1e,ATS1i,ATS1m,ATS1p,ATS1s,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e
5.2,0,0.0,4.79,3.86,3.162,1.389,26.731,0,1.402,3.821,4.052,0,-0.724,0.0,0,0,3116.0,1,1.763,4.482,28.5,2,3.942,52.011,0.0,2.687,2.5,4.028,1.783,1.5,0,58.348,2.264,7.7,0.019,2.392,10.029,2.136,2.136,1.052,0,7.116,6.031,6.427,4.257,0,1.435,6.816,0.99,1.595,7.632,2.801,7.843,71.083,8.476,0.81,3.535,3.651,3.22,3.103,4.776,3.11,3.995,4.161,3.548,3.444,5.236,3.449,4.128
5.2,0,0.0,5.204,3.854,5.612,1.426,0.0,0,1.416,3.816,3.953,1,0.374,0.0,2,2,2991.0,0,1.766,4.62,25.25,2,3.867,66.468,0.0,2.687,2.433,4.52,1.756,1.428,0,55.55,2.281,7.122,0.036,2.363,12.601,0.439,0.439,0.97,0,6.39,5.327,5.69,4.272,0,1.337,5.987,1.078,1.509,9.167,0.67,0.448,71.612,7.313,0.632,3.58,3.706,3.126,3.112,4.745,3.093,4.031,4.203,3.344,3.412,5.119,3.367,4.212
5.9,0,2.903,12.138,4.011,15.495,1.643,7.229,1,1.697,3.958,4.131,0,1.032,89.691,3,3,6052.0,2,1.756,4.856,33.0,3,4.021,101.203,1.82,2.855,2.78,5.967,1.76,1.906,3,70.002,2.602,10.152,0.218,2.687,18.556,2.761,2.761,1.181,2,7.68,6.406,6.918,4.686,0,1.48,7.397,1.056,1.465,9.391,3.125,9.764,93.752,7.805,0.808,3.796,3.934,3.417,3.353,4.964,3.343,4.266,4.435,3.77,3.74,5.346,3.714,4.443
5.85,0,0.0,22.442,3.98,27.679,1.889,30.892,0,1.898,3.939,4.142,7,2.245,159.015,5,5,21836.0,1,1.94,5.607,50.0,6,4.137,104.144,1.91,3.383,3.465,12.802,1.938,2.773,6,112.531,2.986,16.789,0.584,3.008,39.416,4.755,4.755,1.462,1,8.281,6.893,7.382,5.21,0,1.443,7.896,1.014,1.63,15.278,4.038,16.302,145.241,8.043,0.675,4.236,4.355,3.898,3.828,5.397,3.795,4.722,4.876,4.272,4.228,5.867,4.173,4.955
5.3,0,0.0,17.343,3.904,18.162,1.589,34.44,0,1.587,3.899,4.049,3,1.771,105.222,4,4,7517.0,0,1.603,5.183,36.0,0,3.96,99.978,0.0,2.993,3.106,9.343,1.597,2.093,2,86.629,2.542,12.473,0.099,2.672,22.617,2.592,2.592,1.141,2,7.335,6.351,6.734,4.806,0,1.471,7.097,1.151,1.847,8.63,0.977,0.954,98.22,9.754,0.333,3.828,3.907,3.648,3.427,5.176,3.438,4.286,4.369,4.079,3.833,5.615,3.827,4.486
5.2,0,0.0,7.146,3.791,6.908,1.406,2.144,0,1.439,3.767,4.218,1,-0.249,100.624,1,1,2613.0,1,1.494,4.638,29.5,3,4.093,49.131,1.69,2.86,2.806,4.623,1.486,1.526,1,57.657,2.238,8.048,0.0,2.322,13.234,0.968,0.968,0.907,1,8.106,6.932,7.43,4.41,0,1.467,7.892,1.114,1.644,6.158,2.742,7.52,68.799,8.974,0.714,3.478,3.563,3.197,3.085,4.831,3.103,3.931,4.052,3.587,3.47,5.175,3.479,4.14
5.2,0,0.0,16.71,3.933,26.219,1.564,2.328,0,1.559,3.919,4.116,2,-0.272,106.828,1,1,8805.0,2,1.898,5.019,39.5,1,3.947,69.164,0.652,3.085,3.054,7.176,1.909,2.248,2,86.81,2.735,11.894,0.218,2.783,24.544,2.627,2.627,1.181,0,7.853,6.589,7.03,4.792,0,1.387,7.515,1.016,1.744,10.778,4.605,21.209,104.815,8.88,0.733,3.904,4.008,3.625,3.439,5.112,3.452,4.377,4.517,3.987,3.787,5.537,3.794,4.516
5.25,0,0.0,8.567,3.951,11.74,1.72,0.0,0,1.71,3.918,4.015,4,0.915,0.0,3,3,6792.0,0,1.849,4.775,34.0,4,3.951,67.693,0.0,2.728,2.57,8.626,1.851,1.593,2,72.49,2.735,9.852,0.218,2.687,23.446,2.275,2.275,1.181,0,6.708,5.796,6.211,4.877,0,1.442,6.411,1.114,1.428,10.833,2.189,4.792,94.747,7.382,0.692,3.839,3.964,3.395,3.446,4.993,3.412,4.307,4.464,3.691,3.81,5.412,3.746,4.584
5.2,0,0.0,12.302,3.974,18.958,1.705,43.158,0,1.727,3.936,4.17,1,-0.349,0.0,1,1,12148.0,1,1.913,5.153,45.0,2,3.999,69.654,0.44,3.139,3.1,8.128,1.926,2.303,2,92.111,2.735,12.634,0.262,2.688,22.589,3.769,3.769,1.232,1,8.182,6.8,7.313,4.963,0,1.446,7.729,1.007,1.612,11.433,5.438,29.571,112.445,8.322,0.794,4.007,4.115,3.679,3.578,5.197,3.586,4.497,4.642,4.055,3.955,5.697,3.949,4.698
5.6,0,2.817,4.806,3.864,3.176,1.21,0.0,1,1.221,3.834,4.126,4,1.193,57.587,3,3,2246.0,1,1.693,4.385,24.75,3,4.047,112.177,1.873,2.687,2.5,4.297,1.745,1.5,2,59.093,2.056,8.323,0.0,2.249,7.576,-0.273,-0.273,0.899,0,7.233,6.211,6.661,4.195,0,1.437,7.088,1.056,1.567,6.529,3.256,10.599,72.536,10.673,0.842,3.43,3.547,3.31,3.108,4.61,3.072,3.864,3.99,3.742,3.51,4.996,3.448,4.07
5.2,0,2.829,7.52,3.922,10.692,1.581,0.0,1,1.604,3.888,4.16,4,0.348,63.329,2,2,5328.0,1,1.709,4.802,34.75,3,4.058,84.908,3.217,2.903,2.876,4.325,1.748,2.051,3,67.66,2.35,9.648,0.0,2.471,12.144,2.449,2.449,1.101,0,7.991,6.645,7.17,4.34,0,1.47,7.643,1.028,1.6,9.227,1.751,3.067,78.606,8.767,0.84,3.654,3.766,3.367,3.248,4.896,3.263,4.102,4.233,3.722,3.62,5.356,3.62,4.297
5.2,0,3.16,2.824,3.856,2.351,1.407,2.144,1,1.444,3.817,4.13,1,1.197,62.941,3,3,2679.0,1,1.578,4.45,27.5,2,4.015,83.254,1.384,2.613,2.5,3.776,1.618,1.5,3,54.707,1.969,7.892,0.0,2.04,11.084,1.138,1.138,0.928,1,7.439,6.317,6.805,4.228,0,1.477,7.198,1.04,1.617,7.111,1.122,1.259,66.006,8.51,0.8,3.476,3.594,3.152,3.054,4.742,3.066,3.908,4.042,3.505,3.417,5.218,3.412,4.091
5.2,0,0.0,16.529,3.983,19.072,1.858,1.899,0,1.868,3.945,4.115,5,0.735,0.0,3,3,18355.0,0,1.995,5.49,48.75,5,4.07,87.603,2.194,3.333,3.247,12.633,1.997,2.467,1,105.435,2.897,15.153,0.551,2.983,34.076,4.318,4.318,1.411,0,8.082,6.698,7.184,5.281,0,1.454,7.647,0.921,1.424,12.886,3.739,13.976,139.236,7.445,0.59,4.217,4.341,3.791,3.819,5.338,3.789,4.717,4.883,4.138,4.215,5.779,4.161,4.992
7.0,1,0.0,24.033,3.981,33.471,1.701,35.479,0,1.721,3.944,4.119,1,2.485,140.252,5,5,13774.0,1,1.966,5.306,45.25,1,3.958,121.542,0.419,3.12,3.352,6.886,1.97,2.625,7,91.965,2.735,12.667,0.218,2.824,21.456,3.575,3.575,1.181,1,7.055,6.329,6.629,4.842,0,1.436,7.018,1.138,1.782,13.4,2.421,5.863,109.43,8.814,0.667,3.974,4.098,3.664,3.481,5.276,3.516,4.417,4.555,4.031,3.842,5.789,3.861,4.657
5.3,0,2.896,6.183,3.978,4.582,1.571,0.0,1,1.603,3.953,4.133,3,0.255,88.427,2,2,6344.0,1,1.846,4.912,35.5,5,4.038,50.112,1.5,3.011,2.997,6.659,1.838,2.205,2,74.754,2.695,11.247,0.218,2.687,17.224,2.471,2.471,1.18,0,7.945,6.655,7.118,4.705,1,1.458,7.592,1.13,1.596,9.875,5.27,27.775,95.623,8.837,0.815,3.766,3.865,3.482,3.42,4.967,3.4,4.224,4.35,3.879,3.816,5.422,3.779,4.435
5.4,1,3.476,16.674,3.947,19.482,1.826,4.901,1,1.789,3.894,4.149,5,-0.358,121.013,1,1,11075.0,1,1.88,5.133,32.5,3,4.075,19.91,2.183,3.017,3.025,11.801,1.88,2.284,4,84.222,2.799,10.865,0.422,2.833,33.211,3.623,3.623,1.247,2,7.636,6.38,6.894,5.177,0,1.426,7.377,1.109,1.576,12.464,7.0,49.001,104.783,7.617,0.516,4.037,4.153,3.616,3.572,5.099,3.56,4.638,4.805,4.089,3.986,6.199,3.95,4.837
5.5,1,3.2,17.956,3.988,17.777,1.848,4.901,1,1.851,3.965,4.173,4,0.084,133.426,2,2,14010.0,1,1.925,5.521,41.0,8,4.104,16.786,1.839,3.14,3.312,15.597,1.907,2.558,3,94.65,2.989,14.113,0.623,2.97,39.676,3.57,3.57,1.553,2,7.785,6.709,7.098,5.384,0,1.482,7.531,1.132,1.337,11.875,7.827,61.262,129.513,7.01,0.629,4.181,4.291,3.692,3.779,5.266,3.735,4.704,4.871,4.061,4.172,5.78,4.109,4.923
5.2,0,0.0,20.28,4.027,25.585,1.592,19.796,0,1.612,4.007,4.112,4,2.425,126.895,5,5,11123.0,1,1.89,5.304,41.0,5,4.003,100.591,1.365,3.072,3.222,8.629,1.902,2.466,4,86.63,2.733,12.693,0.227,2.815,25.446,3.626,3.626,1.316,1,7.742,6.642,7.061,4.999,1,1.494,7.49,1.096,1.651,11.759,4.399,19.354,109.399,8.134,0.688,3.99,4.105,3.618,3.554,5.233,3.556,4.459,4.601,4.021,3.94,5.727,3.929,4.675
6.7,1,3.187,25.99,3.971,30.71,1.823,20.474,1,1.83,3.94,4.085,4,0.891,128.978,3,3,10261.0,1,1.836,5.075,33.5,3,3.991,55.931,0.0,3.04,3.173,11.448,1.84,2.338,8,87.002,2.856,11.821,0.612,2.944,38.27,3.88,3.88,1.545,2,7.275,6.183,6.595,5.324,1,1.444,7.004,1.261,1.584,11.655,2.998,8.987,113.678,7.117,0.355,4.101,4.238,3.612,3.603,5.199,3.578,4.649,4.852,3.983,3.985,5.735,3.943,4.864
5.2,0,0.0,9.533,3.977,13.162,1.664,31.387,0,1.648,3.919,4.152,1,-0.309,103.744,1,1,9073.0,1,1.892,5.005,39.5,1,4.006,86.439,0.706,2.993,3.018,6.342,1.915,2.27,1,83.284,2.735,11.397,0.321,2.763,16.98,2.86,2.86,1.181,1,8.176,6.768,7.29,4.729,0,1.429,7.812,0.813,1.563,9.889,3.744,14.015,100.737,8.192,0.71,3.926,4.047,3.589,3.49,5.071,3.494,4.418,4.588,3.908,3.834,5.565,3.817,4.61
5.2,0,0.0,7.215,3.867,11.409,1.485,2.328,0,1.485,3.824,4.097,3,0.311,0.0,2,2,3870.0,0,1.779,5.015,29.25,4,4.042,51.582,2.203,2.71,2.5,5.688,1.774,1.5,1,61.302,2.468,8.313,0.096,2.535,15.349,1.744,1.744,1.056,0,7.658,6.291,6.776,4.49,0,1.409,7.225,1.066,1.49,9.1,1.764,3.112,80.13,7.581,0.773,3.66,3.777,3.244,3.241,4.814,3.222,4.129,4.288,3.534,3.605,5.226,3.56,4.354
6.5,0,3.006,13.185,3.966,11.288,1.753,2.757,1,1.771,3.942,4.123,3,0.891,125.06,3,3,12275.0,1,1.861,5.395,38.75,4,4.034,83.009,2.039,3.319,3.128,9.509,1.865,2.248,3,92.903,2.786,13.638,0.249,2.909,26.616,3.523,3.523,1.226,1,7.501,6.424,6.845,4.914,0,1.409,7.265,0.971,1.644,12.69,4.541,20.621,116.704,8.722,0.688,4.0,4.112,3.701,3.613,5.139,3.585,4.501,4.647,4.088,4.01,5.587,3.962,4.745
7.2,0,2.903,23.134,4.001,32.19,1.702,11.771,1,1.756,3.95,4.132,1,0.206,147.53,2,2,18658.0,2,1.979,5.352,49.0,4,4.021,86.317,1.493,3.212,3.33,9.287,1.981,2.664,3,105.483,2.927,14.636,0.537,2.95,28.777,3.998,3.998,1.515,0,7.978,6.71,7.174,5.102,0,1.442,7.612,1.111,1.62,14.412,4.2,17.642,129.082,8.117,0.711,4.156,4.268,3.802,3.687,5.354,3.696,4.64,4.788,4.139,4.056,5.786,4.055,4.797
5.2,0,0.0,23.655,3.97,23.807,1.916,16.243,0,1.916,3.923,4.174,3,0.118,139.779,2,2,19003.0,1,1.996,5.345,43.75,2,4.036,70.879,0.89,3.217,3.354,13.282,1.988,2.421,0,103.663,2.918,15.071,0.617,2.968,35.256,4.059,4.059,1.455,1,7.978,6.702,7.18,5.29,0,1.437,7.652,0.82,1.41,13.5,4.881,23.819,135.731,6.979,0.564,4.275,4.404,3.81,3.835,5.267,3.802,4.836,5.018,4.148,4.243,5.755,4.181,5.096
5.2,0,0.0,20.52,3.923,23.739,1.596,0.0,0,1.614,3.899,4.111,3,-0.301,67.16,1,1,5586.0,2,1.71,4.787,33.5,3,3.993,18.44,0.0,2.952,3.03,6.907,1.698,2.199,0,74.713,2.664,11.424,0.218,2.687,19.557,2.514,2.514,1.164,0,7.852,6.538,6.978,4.706,0,1.497,7.427,0.946,1.692,8.833,4.382,19.2,92.879,8.942,0.63,3.779,3.875,3.504,3.388,4.991,3.378,4.265,4.4,3.937,3.791,5.438,3.78,4.497
6.4,0,0.0,23.907,3.948,26.855,1.653,7.413,0,1.666,3.925,4.02,1,2.679,0.0,5,5,9102.0,1,1.691,5.152,37.25,1,3.862,141.622,0.0,3.048,3.143,5.074,1.729,2.321,4,87.998,2.621,12.031,0.163,2.676,20.476,2.728,2.728,1.143,1,6.846,6.125,6.353,4.843,1,1.425,6.6,1.036,1.864,10.571,0.548,0.3,99.94,8.827,0.533,3.955,4.067,3.628,3.305,5.33,3.378,4.377,4.526,3.959,3.633,5.699,3.704,4.498
5.5,0,0.0,18.962,3.952,24.013,1.694,14.96,0,1.685,3.926,4.026,1,-0.358,0.0,1,1,9548.0,0,1.844,5.324,38.0,4,3.951,34.796,0.0,3.063,2.862,10.991,1.86,2.02,3,85.753,2.733,11.195,0.28,2.819,30.084,2.875,2.875,1.26,0,6.962,6.08,6.454,5.091,0,1.413,6.705,1.218,1.592,11.571,3.54,12.529,104.688,7.764,0.6,3.983,4.085,3.575,3.525,5.184,3.518,4.48,4.634,3.899,3.869,5.651,3.853,4.668
5.2,0,0.0,25.707,3.929,31.855,1.821,6.604,0,1.8,3.887,3.987,4,0.966,0.0,3,3,11989.0,0,1.843,5.389,39.25,1,3.893,100.652,0.0,3.223,3.33,8.035,1.831,2.382,2,93.997,2.8,13.449,0.265,2.95,27.52,2.86,2.86,1.281,0,6.111,5.772,5.886,4.904,0,1.4,6.041,1.014,1.794,12.9,3.094,9.575,107.55,8.598,0.375,4.022,4.126,3.685,3.534,5.263,3.542,4.544,4.693,4.06,3.926,5.808,3.903,4.837
5.2,1,0.0,16.113,3.908,19.091,1.569,14.528,0,1.565,3.885,4.12,2,-0.354,59.807,1,1,4854.0,1,1.633,5.038,33.0,2,4.016,19.91,0.0,2.777,2.849,7.124,1.646,1.989,1,67.189,2.619,9.682,0.159,2.585,17.744,2.372,2.372,1.092,1,7.737,6.435,6.881,4.633,0,1.474,7.34,1.09,1.493,8.5,3.454,11.932,84.165,8.065,0.68,3.716,3.814,3.368,3.321,4.878,3.316,4.206,4.333,3.74,3.71,5.352,3.695,4.404
5.2,0,0.0,10.612,3.901,14.867,1.847,31.387,0,1.857,3.853,4.151,1,0.262,115.433,2,2,9979.0,1,1.974,5.054,40.25,1,4.006,86.439,0.663,2.972,3.019,7.915,1.966,2.27,2,88.128,2.735,12.433,0.426,2.763,23.248,2.86,2.86,1.338,1,8.182,6.769,7.293,4.936,1,1.427,7.815,0.609,1.644,10.69,3.298,10.879,108.712,7.85,0.688,4.027,4.151,3.635,3.542,5.207,3.544,4.536,4.712,4.012,3.932,5.686,3.92,4.78
5.2,0,0.0,30.162,4.017,48.926,1.905,28.198,0,1.919,3.977,4.161,4,0.114,0.0,2,2,35868.0,2,1.99,5.901,63.5,2,4.068,90.789,0.833,3.614,3.68,12.787,1.979,3.052,5,135.473,3.104,19.682,0.706,3.27,33.683,5.254,5.254,1.577,1,8.403,7.016,7.531,5.314,0,1.439,7.968,0.874,1.608,15.907,5.972,35.667,166.611,8.368,0.673,4.371,4.48,4.077,3.993,5.51,3.969,4.879,5.023,4.463,4.384,6.008,4.344,5.119
5.2,0,0.0,14.352,3.901,13.516,1.539,0.0,0,1.523,3.885,4.009,0,-0.74,0.0,0,0,5971.0,0,1.614,4.629,32.5,2,3.942,65.354,0.0,3.051,2.854,7.395,1.628,1.867,0,82.248,2.686,10.97,0.196,2.729,15.5,2.275,2.275,1.101,0,7.136,6.064,6.43,4.638,0,1.387,6.798,1.062,1.659,9.917,4.289,18.396,93.83,10.217,0.462,3.762,3.83,3.599,3.357,5.002,3.352,4.231,4.34,3.988,3.707,5.455,3.692,4.337
5.2,0,0.0,14.61,3.916,22.014,1.657,0.0,0,1.631,3.866,3.994,6,0.304,0.0,2,2,5028.0,0,1.846,4.618,25.0,0,3.872,50.357,0.0,2.815,2.611,7.781,1.858,1.586,0,66.459,2.591,9.397,0.218,2.687,22.818,2.136,2.136,1.181,0,6.623,5.611,5.996,4.85,0,1.436,6.319,0.937,1.508,9.227,2.327,5.416,85.913,6.963,0.25,3.85,3.971,3.349,3.375,4.934,3.345,4.372,4.56,3.647,3.729,5.359,3.665,4.675
5.6,0,0.0,23.819,3.942,32.466,1.455,29.92,0,1.479,3.906,4.087,3,0.282,92.152,2,2,9340.0,0,1.648,4.961,36.0,2,3.991,37.54,0.0,3.044,3.136,10.804,1.679,2.184,2,90.188,2.735,12.182,0.218,2.855,27.062,3.203,3.203,1.181,0,7.415,6.375,6.751,4.925,0,1.478,7.054,1.025,1.85,9.964,4.047,16.374,105.392,9.29,0.375,3.918,4.011,3.711,3.538,5.122,3.532,4.427,4.555,4.091,3.923,5.658,3.899,4.673
6.4,1,3.129,13.245,3.955,20.57,1.622,56.319,1,1.633,3.9,4.122,3,1.039,90.419,3,3,6632.0,1,1.876,4.916,31.0,2,4.006,85.153,1.762,3.017,2.978,6.963,1.898,2.128,7,76.006,2.531,11.158,0.303,2.786,23.049,2.559,2.559,1.197,0,7.454,6.343,6.791,4.76,0,1.407,7.249,0.809,1.674,9.958,2.716,7.379,92.956,8.187,0.593,3.866,3.988,3.512,3.411,4.951,3.399,4.411,4.575,3.916,3.829,5.492,3.788,4.714
5.2,0,0.0,14.665,3.903,17.662,1.854,46.347,0,1.862,3.866,4.161,1,0.257,123.254,2,2,11387.0,1,1.971,5.232,41.5,1,4.015,86.439,0.547,3.01,3.183,9.087,1.968,2.435,2,93.876,2.733,12.96,0.469,2.866,25.997,3.57,3.57,1.409,1,8.314,6.894,7.403,5.046,1,1.428,7.925,0.602,1.695,10.774,3.786,14.337,113.52,8.009,0.647,4.086,4.208,3.703,3.59,5.29,3.598,4.604,4.783,4.103,3.979,5.795,3.979,4.847
5.2,1,3.315,15.288,4.107,16.618,1.893,13.915,1,1.902,4.082,4.138,3,0.121,165.817,2,2,21255.0,1,1.948,5.661,49.5,6,4.062,71.492,4.445,3.311,3.171,12.41,1.96,2.427,4,109.411,2.961,15.866,0.557,3.062,37.029,4.098,4.098,1.519,1,7.854,6.695,7.147,5.311,0,1.442,7.56,1.019,1.478,13.472,3.578,12.802,140.891,7.379,0.675,4.268,4.389,3.835,3.828,5.367,3.807,4.789,4.964,4.166,4.22,5.823,4.179,5.024
5.7,0,0.0,47.003,3.996,56.857,1.804,16.148,0,1.82,3.964,4.018,20,15.379,0.0,20,20,65963.0,0,1.973,4.364,62.0,4,3.934,468.525,0.0,3.554,3.647,15.623,1.95,2.883,6,162.006,3.253,23.361,0.698,3.441,56.959,5.157,5.157,1.638,0,7.441,6.528,6.93,5.758,0,1.388,7.2,1.021,1.598,22.185,-0.928,0.862,207.385,7.183,0.218,4.718,4.894,4.199,4.089,5.966,4.091,5.165,5.381,4.502,4.43,6.398,4.387,5.413
5.2,0,0.0,14.25,3.949,16.338,1.856,31.387,0,1.862,3.902,4.171,1,0.192,133.438,2,2,14527.0,1,1.975,5.215,42.75,1,4.03,86.439,0.799,3.234,3.466,9.906,1.967,2.636,2,99.88,2.859,14.422,0.549,2.901,30.147,4.036,4.036,1.417,1,8.399,6.914,7.451,5.168,1,1.441,7.991,0.599,1.574,11.0,4.584,21.015,125.278,7.443,0.595,4.201,4.327,3.77,3.734,5.298,3.718,4.729,4.915,4.119,4.113,5.788,4.075,4.976
5.2,0,0.0,8.592,3.943,7.94,1.764,0.0,0,1.754,3.909,3.972,2,0.194,0.0,2,2,8445.0,0,1.911,5.045,35.25,3,3.889,66.468,0.0,2.868,2.822,7.752,1.917,1.931,1,75.954,2.735,10.402,0.218,2.687,20.859,2.136,2.136,1.181,0,6.591,5.559,5.9,4.771,0,1.386,6.207,0.993,1.41,12.32,2.603,6.776,100.649,7.205,0.667,3.903,4.024,3.443,3.489,5.028,3.454,4.377,4.538,3.704,3.829,5.422,3.767,4.628
6.8,1,3.152,10.888,4.094,8.673,1.708,16.059,1,1.712,4.1,4.231,2,0.327,165.626,2,2,7990.0,2,1.893,5.15,31.0,0,4.103,68.048,2.838,3.154,3.017,11.761,1.868,2.147,3,86.843,2.601,13.448,0.623,2.609,34.84,2.762,2.762,1.42,2,7.798,6.644,7.142,5.181,0,1.477,7.605,0.903,1.682,8.808,2.12,4.493,97.83,7.623,0.467,4.021,4.139,3.773,3.581,4.95,3.535,4.623,4.794,4.077,4.01,5.741,3.934,4.904
5.2,0,0.0,16.574,3.985,26.577,1.564,5.022,0,1.596,3.954,4.098,6,0.194,119.628,2,2,10105.0,0,1.875,4.839,39.0,5,4.087,50.998,2.318,3.067,3.154,8.515,1.865,2.366,4,84.918,2.752,12.674,0.307,2.822,22.7,3.537,3.537,1.273,1,7.402,6.426,6.802,4.832,0,1.455,7.247,0.957,1.533,11.37,5.226,27.309,111.923,8.12,0.733,3.925,4.033,3.626,3.589,5.058,3.54,4.397,4.544,3.975,3.981,5.516,3.903,4.606
5.2,0,0.0,27.005,3.946,35.733,1.678,4.276,0,1.68,3.92,3.986,1,0.94,0.0,3,3,14271.0,0,1.925,5.22,42.75,1,3.881,70.818,0.0,3.257,3.254,7.162,1.933,2.465,4,94.493,2.767,12.015,0.238,2.784,19.605,3.426,3.426,1.196,0,6.731,5.92,6.27,4.809,0,1.394,6.438,1.038,1.851,14.161,3.511,12.33,105.654,8.967,0.545,3.997,4.101,3.686,3.491,5.298,3.531,4.489,4.623,4.11,3.816,6.236,3.853,4.676
5.2,0,0.0,10.589,3.661,12.349,1.117,10.285,0,1.133,3.622,4.126,1,-0.134,71.032,1,1,1529.0,0,1.215,4.322,22.0,1,4.022,34.796,1.363,2.513,2.086,1.924,1.253,0.854,0,49.002,1.251,7.222,0.0,1.713,3.526,-1.125,-1.125,0.294,2,6.993,6.261,6.636,3.423,0,1.464,7.043,0.986,1.88,5.467,2.042,4.169,53.809,11.031,0.588,3.209,3.271,3.093,2.825,4.503,2.863,3.67,3.743,3.522,3.212,5.036,3.245,3.839
5.3,0,2.862,8.618,4.0,5.975,1.643,4.472,1,1.695,4.009,4.131,6,1.865,99.279,4,4,5772.0,1,1.858,4.851,32.0,3,4.055,82.628,1.755,2.914,2.657,7.962,1.833,1.729,5,77.007,2.54,11.76,0.218,2.63,23.296,1.902,1.902,1.181,1,7.5,6.308,6.812,4.735,0,1.455,7.27,1.169,1.722,10.217,3.041,9.246,94.331,8.06,0.64,3.823,3.938,3.624,3.413,4.915,3.363,4.335,4.482,3.868,3.79,5.659,3.725,4.576
5.2,0,2.869,19.509,3.977,26.986,1.59,2.144,1,1.637,3.95,4.107,7,0.974,111.845,3,3,8896.0,1,1.857,5.041,36.5,2,3.999,66.897,1.814,2.877,3.034,6.391,1.883,2.207,2,80.0,2.735,11.284,0.23,2.687,17.704,2.441,2.441,1.181,1,7.677,6.38,6.843,4.634,0,1.432,7.341,1.053,1.643,11.577,2.123,4.505,98.998,8.295,0.552,3.881,3.978,3.529,3.417,5.129,3.433,4.309,4.447,3.838,3.735,5.509,3.745,4.45
5.2,0,3.195,13.202,4.022,10.434,1.633,7.593,1,1.659,3.997,4.095,1,0.33,135.581,2,2,13170.0,1,1.737,5.345,43.5,1,3.987,73.792,1.805,3.257,3.169,5.888,1.795,2.389,3,93.629,2.777,13.457,0.213,2.818,17.536,2.952,2.952,1.237,2,7.203,6.342,6.727,4.486,0,1.433,7.043,0.971,1.858,13.517,4.273,18.259,107.782,9.701,0.656,3.896,3.983,3.716,3.486,5.217,3.49,4.331,4.423,4.111,3.827,5.767,3.83,4.501
6.4,1,3.182,1.644,3.855,0.676,1.161,11.771,1,1.139,3.82,4.129,1,-0.291,52.447,1,1,1967.0,1,1.62,4.324,24.0,3,4.046,79.525,2.058,2.687,2.5,4.144,1.623,1.5,2,56.34,1.858,7.798,0.0,2.118,9.364,-0.737,-0.737,0.792,0,7.163,6.186,6.616,4.027,0,1.419,7.036,0.79,1.498,6.313,3.299,10.884,67.699,10.926,0.889,3.348,3.448,3.262,3.069,4.484,3.027,3.797,3.919,3.686,3.463,4.903,3.394,3.988
5.1,0,3.05,0.0,3.862,0.0,1.438,2.757,1,1.435,3.825,4.048,0,-0.314,0.0,1,1,2394.0,1,1.554,4.236,26.5,3,3.957,50.112,0.0,2.687,2.5,4.265,1.608,1.5,2,52.151,2.083,7.055,0.0,2.161,11.943,1.917,1.917,0.968,1,6.865,5.829,6.249,4.292,0,1.451,6.593,1.107,1.375,6.941,2.452,6.01,67.738,7.903,0.895,3.45,3.568,3.089,3.088,4.627,3.065,3.88,4.025,3.37,3.44,4.978,3.396,4.045
5.2,0,0.0,21.593,4.013,22.017,1.882,14.96,0,1.885,3.994,4.12,3,0.824,0.0,3,3,27718.0,0,1.962,5.406,56.75,3,4.08,40.086,0.0,3.553,3.566,13.788,1.945,2.983,4,130.221,2.98,18.741,0.275,3.192,36.293,5.151,5.151,1.266,0,7.218,6.486,6.749,5.178,0,1.429,6.944,1.078,1.853,17.821,5.54,30.686,149.515,9.306,0.571,4.227,4.303,4.097,3.864,5.484,3.827,4.707,4.804,4.406,4.241,6.21,4.188,4.98
5.2,0,0.0,25.224,3.946,28.187,1.73,4.656,0,1.733,3.92,4.038,3,1.032,0.0,3,3,11948.0,1,1.793,5.109,39.0,1,3.859,144.746,0.0,3.263,2.937,6.219,1.751,2.106,0,94.772,2.713,12.6,0.317,2.707,23.222,2.959,2.959,1.3,0,6.994,6.174,6.494,4.97,0,1.417,6.765,0.875,1.739,11.367,2.087,4.356,113.729,8.068,0.485,4.079,4.21,3.709,3.483,5.296,3.515,4.578,4.758,4.034,3.844,5.712,3.859,4.76
