pXC50,P_VSA_e_1,P_VSA_m_1,P_VSA_MR_1,P_VSA_p_1,P_VSA_s_2,P_VSA_v_1,SpMin4_Bh.m.,ATSC3v,P_VSA_LogP_7,SpMin5_Bh.m.,SpMin6_Bh.s.,ATSC1v,ATSC2v,SpMin3_Bh.v.,SpMin8_Bh.m.,CATS2D_07_LL,SpMin2_Bh.m.,SpMin2_Bh.s.,SpMin2_Bh.v.,GATS5s,DECC,SpMin4_Bh.v.,ATS4p,ATS5i,ATS5p,ATSC3p,ATSC4i,ATSC4p,ATSC5i,ATSC5p,ATSC6i,X4v,X5v,SM10_EA.bo.,SpDiam_AEA.dm.,X3Av,C.002,H.046,SpMin6_Bh.m.,CATS2D_06_LL,ATS2p,ATS3p,ATS3v,ATSC2i,ATSC2p,ATSC3i,P_VSA_MR_5,ATS4v,ATS5e,ATS5v,ATS6e,ATS6i,ATS6p,ATS6v,ATS7e,ATS7i,ATS7p,ATS7v,ATS8e,ATS8i,ATS8p,ATSC1p,ATSC2s,ATSC6p
6.244,623.868,623.868,600.326,623.868,625.666,623.868,1.911,40.928,565.013,1.883,1.272,14.498,27.334,2.029,1.766,2,1.953,1.346,2.046,0.812,3.741,2.004,5.67,6.915,5.817,49.979,6.414,62.612,7.433,74.434,8.428,21.148,16.615,17.85,7.054,0.106,1,0,1.859,3,5.202,5.479,5.488,3.981,35.244,5.263,48.6,5.7,6.855,5.879,6.942,7.008,5.948,5.987,7.077,7.133,6.044,6.106,7.211,7.26,6.121,26.019,1415.21,88.518
8.237,882.833,882.833,835.748,882.833,884.271,882.833,1.948,61.986,835.748,1.935,1.298,21.225,40.19,2.032,1.857,25,2.082,1.492,2.044,0.61,3.781,2.017,5.794,7.081,5.896,56.31,7.412,71.306,8.27,82.215,8.788,23.556,18.842,17.48,7.054,0.12,12,42,1.915,31,5.289,5.602,5.547,4.329,38.611,6.02,92.91,5.74,6.935,5.87,6.973,7.113,5.967,5.945,7.05,7.156,6.034,6.043,7.164,7.27,6.106,25.455,1354.2,89.537
8.222,812.206,812.206,788.664,812.206,813.644,812.206,1.95,50.454,765.122,1.928,1.299,19.133,34.692,2.02,1.858,11,2.041,1.396,2.03,0.777,4.336,1.989,5.524,6.823,5.66,45.784,5.513,53.859,6.28,62.953,7.078,17.268,13.442,17.459,7.023,0.117,17,33,1.899,12,5.125,5.366,5.331,3.683,33.42,4.738,94.991,5.519,6.723,5.691,6.798,6.895,5.785,5.803,6.927,7.012,5.873,5.914,7.032,7.109,5.943,23.245,1297.29,72.9
8.26,1071.17,1071.17,1000.54,1071.17,1072.97,1071.17,1.953,72.61,1000.54,1.938,1.311,25.415,47.542,2.03,1.889,25,2.082,1.492,2.046,0.639,5.034,2.029,5.972,7.256,6.079,66.669,8.844,83.989,9.865,96.988,10.621,27.948,22.149,17.695,7.054,0.116,13,42,1.934,31,5.487,5.784,5.74,5.342,46.186,7.263,115.861,5.931,7.118,6.066,7.166,7.3,6.16,6.147,7.25,7.353,6.229,6.247,7.365,7.463,6.295,31.039,1657.48,107.072
7.652,718.037,718.037,670.953,718.037,718.756,718.037,1.94,49.365,694.495,1.921,1.283,17.266,32.299,2.025,1.721,25,2.082,1.492,2.036,0.567,2.862,1.982,5.46,6.739,5.525,40.664,5.413,51.189,5.861,57.69,5.833,16.784,13.447,16.878,7.054,0.129,12,42,1.875,31,4.964,5.282,5.188,3.141,27.722,4.417,83.725,5.357,6.547,5.438,6.548,6.733,5.526,5.459,6.553,6.7,5.532,5.494,6.604,6.765,5.558,17.331,785.003,57.617
8.194,800.435,800.435,753.351,800.435,801.514,800.435,1.944,55.772,765.122,1.931,1.285,19.269,36.287,2.029,1.771,25,2.082,1.492,2.041,0.591,3.121,2.004,5.641,6.925,5.728,48.479,6.413,61.245,7.064,69.961,7.309,20.17,16.144,17.223,7.054,0.123,12,42,1.899,31,5.14,5.454,5.383,3.737,33.154,5.219,88.318,5.567,6.76,5.677,6.783,6.941,5.771,5.731,6.832,6.954,5.814,5.806,6.923,7.049,5.87,21.376,1077.14,73.59
8.071,906.375,906.375,835.748,906.375,907.454,906.375,1.948,60.2,859.29,1.934,1.285,21.494,39.76,2.03,1.859,25,2.082,1.492,2.039,0.61,3.739,2.007,5.701,6.977,5.78,50.989,6.844,63.876,7.449,72.515,7.66,21.175,16.754,17.242,7.054,0.121,13,42,1.919,31,5.228,5.525,5.454,4.163,35.249,5.667,106.676,5.626,6.807,5.725,6.83,6.996,5.811,5.769,6.863,6.995,5.836,5.824,6.933,7.067,5.866,22.878,1101.19,75.204
7.979,800.435,800.435,753.351,800.435,801.514,800.435,1.945,55.772,765.122,1.932,1.285,19.269,36.287,2.03,1.771,25,2.082,1.492,2.041,0.582,3.401,2.004,5.64,6.925,5.726,48.479,6.407,61.114,7.052,69.327,7.366,20.155,16.071,17.223,7.054,0.123,12,42,1.9,31,5.14,5.454,5.383,3.737,33.154,5.219,88.318,5.567,6.76,5.676,6.78,6.94,5.781,5.733,6.837,6.959,5.834,5.821,6.946,7.067,5.882,21.376,1077.14,74.771
8.076,906.375,906.375,835.748,906.375,907.454,906.375,1.948,60.2,859.29,1.934,1.285,21.494,39.76,2.03,1.856,25,2.082,1.492,2.04,0.601,4.02,2.007,5.7,6.977,5.778,50.989,6.839,63.744,7.437,71.882,7.714,21.161,16.686,17.242,7.054,0.121,13,42,1.919,31,5.228,5.525,5.454,4.163,35.249,5.667,106.676,5.626,6.807,5.725,6.827,6.995,5.82,5.77,6.868,7.0,5.853,5.838,6.955,7.084,5.884,22.878,1101.19,76.307
8.215,882.833,882.833,835.748,882.833,884.271,882.833,1.95,61.986,835.748,1.936,1.297,21.225,40.19,2.032,1.852,25,2.082,1.492,2.044,0.605,4.558,2.018,5.793,7.081,5.901,56.31,7.407,71.178,8.294,83.076,8.807,23.506,18.855,17.48,7.054,0.12,12,42,1.919,31,5.289,5.602,5.547,4.329,38.611,6.02,92.91,5.74,6.935,5.87,6.972,7.111,5.968,5.95,7.059,7.165,6.033,6.036,7.146,7.26,6.09,25.455,1354.2,88.326
8.432,918.146,918.146,871.062,918.146,919.225,918.146,1.953,63.453,859.29,1.934,1.302,21.917,41.333,2.031,1.855,25,2.082,1.492,2.046,0.615,5.015,2.026,5.825,7.105,5.931,57.1,7.716,71.994,8.624,83.631,9.104,24.176,19.322,17.496,7.054,0.117,12,42,1.929,31,5.332,5.636,5.583,4.59,39.29,6.294,102.036,5.773,6.954,5.9,6.993,7.137,5.987,5.972,7.063,7.173,6.029,6.04,7.123,7.239,6.067,26.056,1362.87,87.515
7.796,846.567,846.567,799.482,846.567,847.286,846.567,1.949,58.021,788.664,1.934,1.285,20.485,38.066,2.03,1.772,25,2.082,1.492,2.045,0.594,4.17,2.017,5.682,6.964,5.774,49.492,6.728,62.041,7.427,71.135,7.682,20.889,16.678,17.164,7.527,0.12,12,42,1.914,31,5.197,5.499,5.43,4.027,34.193,5.515,97.443,5.609,6.793,5.718,6.821,6.986,5.807,5.771,6.862,6.99,5.826,5.818,6.904,7.039,5.842,22.214,1090.91,72.872
7.699,800.435,800.435,729.808,800.435,801.514,800.435,1.948,57.377,753.351,1.926,1.3,19.346,37.42,2.028,1.787,21,2.048,1.475,2.046,0.653,4.673,2.008,5.816,7.105,5.941,55.554,7.549,71.437,8.609,85.306,9.135,24.066,19.465,17.556,7.054,0.116,10,27,1.891,26,5.288,5.605,5.57,4.331,38.144,6.03,97.026,5.782,6.968,5.925,7.017,7.145,6.005,6.002,7.095,7.196,6.054,6.071,7.162,7.268,6.084,25.613,1414.22,90.579
8.041,800.435,800.435,753.351,800.435,801.514,800.435,1.946,55.772,765.122,1.933,1.285,19.269,36.287,2.03,1.771,25,2.082,1.492,2.041,0.583,3.843,2.005,5.64,6.925,5.731,48.479,6.407,61.114,7.076,70.333,7.342,20.132,16.128,17.223,7.054,0.123,12,42,1.901,31,5.14,5.454,5.383,3.737,33.154,5.219,88.318,5.567,6.76,5.677,6.781,6.939,5.775,5.736,6.841,6.962,5.819,5.805,6.915,7.047,5.86,21.376,1077.14,73.165
8.041,812.206,812.206,788.664,812.206,813.644,812.206,1.951,50.454,765.122,1.93,1.298,19.133,34.692,2.021,1.854,11,2.041,1.396,2.03,0.77,5.34,1.99,5.523,6.823,5.666,45.784,5.506,53.724,6.308,63.849,7.088,17.219,13.459,17.459,7.023,0.117,17,33,1.902,12,5.125,5.366,5.331,3.683,33.42,4.738,94.991,5.519,6.723,5.692,6.796,6.893,5.785,5.807,6.937,7.022,5.869,5.905,7.009,7.096,5.928,23.245,1297.29,71.555
7.947,729.808,729.808,706.266,729.808,730.887,729.808,1.947,43.907,694.495,1.917,1.278,17.149,30.67,2.008,1.838,11,2.041,1.396,2.03,0.778,4.474,1.985,5.317,6.615,5.446,37.875,4.507,43.673,5.085,51.188,5.622,13.845,10.733,17.196,7.023,0.121,17,33,1.886,12,4.946,5.176,5.123,3.097,27.934,3.942,90.398,5.297,6.502,5.456,6.565,6.674,5.548,5.556,6.687,6.785,5.613,5.637,6.74,6.84,5.652,19.177,1033.21,56.486
6.955,635.64,635.64,588.555,635.64,635.999,635.64,1.936,42.579,623.868,1.896,1.1,15.16,28.134,2.01,1.667,25,2.082,1.492,2.033,0.521,3.062,1.942,5.238,6.511,5.267,32.875,4.408,41.003,4.647,44.77,4.412,13.383,10.676,16.346,7.054,0.138,12,42,1.771,31,4.751,5.073,4.945,2.54,22.338,3.612,79.133,5.09,6.277,5.122,6.235,6.469,5.219,5.088,6.174,6.368,5.175,5.071,6.185,6.402,5.133,13.351,471.423,42.84
7.523,753.351,753.351,706.266,753.351,753.71,753.351,1.942,50.935,718.037,1.933,1.285,17.97,33.503,2.03,1.735,25,2.082,1.492,2.039,0.572,3.504,1.987,5.503,6.773,5.569,41.439,5.717,51.873,6.185,58.152,6.175,17.426,13.869,16.908,7.054,0.124,12,42,1.882,31,5.024,5.329,5.24,3.408,28.372,4.695,92.851,5.405,6.576,5.482,6.578,6.769,5.564,5.5,6.569,6.722,5.542,5.51,6.577,6.741,5.522,17.908,787.961,57.189
4.0,482.615,482.615,482.615,482.615,482.615,482.615,1.936,22.834,482.615,1.82,1.016,10.912,18.236,1.969,1.521,13,2.035,1.377,2.009,1.065,2.599,1.882,4.285,5.477,4.27,15.973,1.791,15.453,1.752,15.07,1.743,4.203,2.738,14.138,5.935,0.124,14,29,1.734,13,4.224,4.323,4.176,1.528,13.18,1.843,48.901,4.145,5.218,4.126,5.205,5.458,4.278,4.139,5.208,5.465,4.285,4.142,5.208,5.469,4.229,8.148,33.3,14.974
4.585,270.735,270.735,247.193,270.735,270.735,270.735,1.755,15.609,258.964,1.554,0.684,6.64,11.934,1.845,1.111,5,1.942,1.257,1.886,0.852,2.0,1.713,4.063,5.239,3.963,11.35,1.372,11.214,1.257,10.378,1.095,3.698,2.38,14.403,6.477,0.091,9,19,1.5,6,3.922,4.074,4.054,1.103,9.194,1.362,31.636,4.072,5.063,3.956,4.902,5.105,3.818,3.788,4.692,4.931,3.692,3.57,4.63,4.861,3.598,5.563,133.773,9.114
4.62,270.735,270.735,247.193,270.735,270.735,270.735,1.755,15.609,258.964,1.554,0.684,6.64,11.934,1.845,1.111,5,1.942,1.257,1.886,0.852,2.0,1.713,4.063,5.239,3.963,11.35,1.372,11.214,1.257,10.378,1.095,3.698,2.38,14.403,6.477,0.091,9,19,1.5,6,3.922,4.074,4.054,1.103,9.194,1.362,31.636,4.072,5.063,3.956,4.902,5.105,3.818,3.788,4.692,4.931,3.692,3.57,4.63,4.861,3.598,5.563,133.773,9.114
4.921,105.94,105.94,105.94,105.94,105.94,105.94,1.31,6.923,94.169,1.006,0.0,3.093,5.389,1.47,0.547,0,1.72,0.805,1.73,1.02,1.227,1.355,3.251,4.532,3.001,4.196,0.536,4.12,0.401,3.281,0.264,1.519,0.955,12.077,5.686,0.093,0,0,0.824,1,3.18,3.337,3.343,0.545,3.622,0.617,46.952,3.243,4.294,2.97,3.934,4.172,2.648,2.561,3.495,3.781,2.169,2.073,2.842,3.063,1.581,2.241,79.051,2.526
5.0,506.157,506.157,506.157,506.157,506.517,506.157,1.978,29.23,494.386,1.901,1.132,12.727,22.061,1.993,1.619,19,2.049,1.385,2.017,1.224,2.698,1.955,4.67,5.869,4.635,21.162,2.581,21.712,2.492,20.763,2.444,6.006,3.788,15.119,5.868,0.1,14,34,1.872,22,4.504,4.67,4.612,1.991,16.744,2.51,53.134,4.617,5.659,4.566,5.557,5.784,4.64,4.551,5.558,5.773,4.674,4.592,5.618,5.829,4.689,10.31,135.334,20.9
5.0,541.471,541.471,541.471,541.471,541.83,541.471,1.978,29.69,529.7,1.902,1.132,13.223,22.605,1.993,1.62,19,2.049,1.385,2.017,1.244,2.731,1.956,4.696,5.901,4.672,21.49,2.642,22.178,2.577,21.451,2.566,6.113,3.879,15.123,5.911,0.1,14,34,1.873,22,4.522,4.689,4.632,2.033,17.08,2.55,53.134,4.644,5.691,4.604,5.604,5.828,4.688,4.599,5.627,5.846,4.718,4.634,5.661,5.875,4.725,10.617,120.48,21.906
5.097,282.506,282.506,258.964,282.506,282.506,282.506,1.974,18.373,282.506,1.808,0.87,6.781,12.013,2.03,1.226,7,2.023,1.227,2.033,0.86,1.893,2.013,4.587,5.432,4.573,16.814,2.268,18.853,2.221,19.079,2.259,6.351,4.716,16.515,7.164,0.109,1,0,1.649,5,4.396,4.578,4.455,1.54,10.52,2.023,31.886,4.448,5.232,4.435,5.234,5.439,4.589,4.43,5.254,5.464,4.619,4.444,5.23,5.431,4.584,6.422,95.665,19.792
5.301,341.362,341.362,341.362,341.362,341.362,341.362,1.88,20.258,341.362,1.813,0.888,8.28,15.093,1.997,1.449,15,2.048,1.246,2.049,0.619,2.736,1.949,4.412,5.367,4.426,16.586,1.931,16.401,1.855,15.83,1.891,5.318,3.859,15.594,7.028,0.109,7,13,1.668,15,4.324,4.448,4.371,1.571,12.777,1.989,38.758,4.33,5.182,4.358,5.196,5.374,4.455,4.378,5.19,5.373,4.411,4.338,5.155,5.337,4.343,7.494,141.087,16.426
5.824,164.795,164.795,164.795,164.795,164.795,164.795,1.958,10.674,164.795,1.456,0.434,4.768,8.696,2.008,1.208,8,2.002,1.103,2.019,0.813,2.534,1.948,4.098,4.913,4.027,8.792,1.589,9.246,1.367,8.617,1.181,3.817,2.643,15.887,5.125,0.074,0,0,1.427,20,4.104,4.171,4.132,1.267,7.08,1.557,42.515,4.031,4.686,3.945,4.588,4.778,3.994,3.893,4.577,4.799,3.867,3.768,4.429,4.654,3.677,4.047,13.329,8.244
6.0,70.627,70.627,70.627,115.507,78.386,70.627,1.221,6.407,58.856,0.949,0.0,2.32,4.265,1.435,0.527,0,1.538,0.774,1.674,0.975,1.296,1.347,3.241,4.569,2.983,4.176,0.513,4.149,0.526,3.318,0.576,1.523,0.975,12.987,6.482,0.081,0,0,0.752,0,3.167,3.33,3.401,1.012,3.783,0.522,45.887,3.298,4.357,3.083,4.079,4.257,2.604,2.814,3.745,3.933,2.103,2.41,3.072,3.213,1.511,2.338,230.647,2.707
6.886,529.7,529.7,529.7,529.7,529.7,529.7,1.964,26.786,529.7,1.928,1.032,12.368,21.306,1.983,1.664,15,2.041,1.395,2.03,0.984,3.584,1.952,4.527,5.659,4.546,18.946,2.315,18.683,2.333,18.892,2.356,5.745,3.825,15.703,7.176,0.123,17,33,1.862,17,4.443,4.543,4.414,1.981,15.541,2.38,89.588,4.401,5.412,4.415,5.425,5.675,4.546,4.412,5.423,5.668,4.47,4.354,5.342,5.601,4.366,9.556,106.595,19.409
6.699,188.338,188.338,203.298,203.298,188.338,188.338,1.739,9.188,188.338,1.618,0.494,4.312,7.771,1.958,1.15,14,2.011,1.121,2.015,1.33,2.584,1.723,4.027,4.796,3.92,9.4,1.451,10.045,1.271,8.43,1.158,3.522,2.323,15.518,5.604,0.086,1,0,1.343,11,4.043,4.14,4.101,1.092,6.98,1.379,36.535,3.986,4.631,3.897,4.565,4.721,3.873,3.846,4.503,4.671,3.799,3.765,4.375,4.543,3.744,4.048,27.361,8.004
5.382,282.506,282.506,282.506,282.506,283.585,282.506,1.611,18.489,247.193,1.552,0.862,6.425,12.428,1.96,1.251,0,1.905,1.31,2.004,0.82,1.994,1.796,4.972,6.263,5.134,24.735,3.048,31.485,3.574,38.072,4.09,10.678,8.507,17.195,6.936,0.105,0,0,1.522,0,4.476,4.76,4.794,1.839,17.616,2.472,13.777,5.028,6.222,5.221,6.29,6.335,5.274,5.33,6.428,6.465,5.352,5.437,6.521,6.547,5.399,13.481,768.196,45.932
6.602,200.109,200.109,200.109,200.109,200.828,200.109,1.541,12.668,176.567,1.484,0.519,4.542,8.675,1.796,0.981,0,1.876,1.288,1.976,0.852,1.438,1.79,4.583,5.864,4.73,16.872,2.049,21.41,2.364,25.852,2.606,7.292,5.809,16.838,6.936,0.106,0,0,1.229,0,4.101,4.378,4.409,1.253,12.097,1.675,9.185,4.635,5.824,4.813,5.871,5.914,4.833,4.889,5.975,6.01,4.857,4.947,5.996,6.022,4.842,9.324,534.307,30.025
5.728,164.795,164.795,164.795,164.795,165.515,164.795,1.5,11.866,141.253,1.243,0.506,3.749,7.952,1.797,0.96,0,1.876,1.291,1.982,0.895,1.567,1.785,4.613,5.874,4.771,17.641,2.102,22.566,2.446,28.101,2.65,7.709,6.202,16.97,6.939,0.107,0,0,1.19,0,4.127,4.402,4.436,1.281,12.613,1.711,9.185,4.669,5.849,4.857,5.912,5.929,4.858,4.942,6.009,6.014,4.873,4.985,6.001,6.005,4.84,9.968,547.598,31.522
5.733,682.724,682.724,635.64,682.724,684.162,682.724,1.943,45.246,656.088,1.919,1.249,18.628,32.928,1.982,1.774,4,1.98,1.341,2.006,1.032,4.763,1.966,5.176,6.505,5.198,30.993,4.006,32.682,4.092,33.217,4.337,12.089,8.234,13.571,6.391,0.1,8,8,1.89,3,4.956,5.147,5.143,3.197,25.03,3.91,95.325,5.159,6.311,5.179,6.341,6.532,5.258,5.245,6.42,6.606,5.314,5.306,6.492,6.69,5.313,14.89,312.393,35.264
5.695,494.386,494.386,494.386,494.386,495.825,494.386,1.92,32.874,435.531,1.891,1.045,13.798,23.252,1.983,1.576,0,1.962,1.296,2.003,1.024,3.106,1.965,4.932,6.295,4.986,23.304,3.123,24.636,3.306,26.156,3.574,8.003,5.537,13.724,5.7,0.082,0,0,1.866,0,4.678,4.885,4.94,2.362,18.22,2.953,22.603,4.968,6.124,5.009,6.169,6.339,5.066,5.094,6.261,6.426,5.131,5.16,6.343,6.522,5.136,11.538,309.753,28.283
6.032,164.795,164.795,164.795,164.795,164.795,164.795,1.576,8.767,164.795,1.472,0.276,4.065,7.198,1.964,1.127,10,2.002,1.088,2.003,1.707,2.143,1.615,3.917,4.758,3.813,7.965,1.216,8.191,1.081,8.841,0.907,3.379,2.027,15.352,5.564,0.086,0,0,1.315,12,3.904,3.988,3.933,1.013,6.232,1.217,57.279,3.837,4.547,3.708,4.361,4.56,3.675,3.606,4.273,4.463,3.646,3.549,4.289,4.512,3.581,3.589,21.337,6.709
6.312,329.591,329.591,329.591,329.591,330.67,329.591,1.858,24.137,282.506,1.57,0.899,7.739,15.966,1.992,1.49,0,1.923,1.327,2.027,0.816,2.419,1.955,5.277,6.564,5.453,33.456,4.154,42.727,4.934,52.421,5.711,14.655,11.749,17.531,6.952,0.106,0,0,1.551,0,4.774,5.06,5.093,2.499,23.743,3.356,34.775,5.332,6.524,5.538,6.615,6.655,5.603,5.666,6.764,6.793,5.703,5.788,6.877,6.902,5.767,18.014,1032.31,63.315
5.0,282.506,282.506,282.506,282.506,282.506,282.506,1.876,14.275,282.506,1.873,0.697,6.462,10.86,1.976,1.357,11,1.981,1.133,2.003,1.211,1.999,1.877,4.402,5.263,4.355,12.48,1.924,14.184,1.795,13.158,1.723,4.749,3.265,15.811,5.984,0.074,0,0,1.559,14,4.285,4.417,4.402,1.472,9.425,1.752,20.111,4.379,5.091,4.339,5.019,5.165,4.337,4.334,5.062,5.213,4.338,4.324,5.016,5.179,4.34,5.866,48.043,11.647
5.0,176.567,176.567,176.567,176.567,176.567,176.567,1.574,8.093,176.567,1.523,0.408,3.985,7.053,1.976,1.21,10,1.977,1.109,1.997,1.195,1.68,1.557,4.074,4.898,4.012,8.234,1.374,9.207,1.289,8.557,1.139,3.751,2.587,15.714,5.992,0.069,0,3,1.368,15,3.994,4.104,4.129,1.023,6.836,1.216,19.114,4.098,4.754,4.034,4.677,4.791,3.982,4.0,4.681,4.807,3.926,3.928,4.552,4.703,3.859,4.17,51.536,8.297
5.601,188.338,188.338,188.338,188.338,188.338,188.338,1.845,9.553,188.338,1.573,0.394,4.23,7.324,1.976,1.206,12,1.977,1.109,1.997,1.18,2.202,1.849,4.287,5.064,4.235,9.696,1.513,10.637,1.497,10.793,1.426,4.601,3.223,15.833,5.984,0.073,0,0,1.354,15,4.193,4.316,4.32,1.1,7.378,1.358,10.288,4.287,4.916,4.227,4.867,5.006,4.182,4.189,4.816,4.937,4.128,4.127,4.691,4.817,4.076,4.434,49.445,9.888
6.221,176.567,176.567,206.487,206.487,176.567,176.567,1.831,8.87,176.567,1.574,0.408,4.076,7.001,1.976,1.21,12,1.977,1.109,1.997,0.893,2.166,1.848,4.258,5.076,4.228,9.972,1.779,10.664,1.675,10.703,1.662,4.497,3.126,15.879,5.992,0.069,0,0,1.369,15,4.163,4.278,4.318,1.359,7.7,1.859,10.288,4.289,4.935,4.249,4.895,5.023,4.186,4.218,4.885,5.014,4.092,4.124,4.696,4.829,4.007,4.712,77.585,10.357
6.399,270.735,270.735,247.193,270.735,270.735,270.735,1.935,15.834,270.735,1.876,0.743,6.53,11.69,1.976,1.295,13,2.018,1.195,2.027,1.17,2.018,1.889,4.396,5.26,4.374,12.844,1.912,13.059,1.847,12.98,1.78,4.863,3.365,15.811,5.984,0.076,2,5,1.579,18,4.298,4.415,4.387,1.432,9.643,1.823,26.288,4.37,5.081,4.343,5.041,5.202,4.36,4.337,5.058,5.227,4.344,4.31,5.019,5.197,4.329,5.742,45.601,12.142
5.0,270.735,270.735,164.795,270.735,270.735,270.735,1.909,13.363,270.735,1.876,0.469,6.309,11.25,1.976,1.36,11,1.999,1.15,2.012,1.195,2.004,1.871,4.41,5.178,4.399,12.482,1.921,14.362,1.709,12.486,1.832,4.704,3.281,15.825,5.985,0.071,0,0,1.417,14,4.286,4.416,4.404,1.348,9.675,1.708,36.764,4.384,5.036,4.377,5.098,5.255,4.39,4.365,5.126,5.307,4.308,4.292,4.909,5.057,4.299,5.777,49.17,13.273
5.0,200.109,200.109,200.109,200.109,200.109,200.109,1.876,11.14,200.109,1.638,0.395,4.73,8.291,1.976,1.207,11,1.996,1.131,2.016,1.198,2.118,1.864,4.29,5.11,4.245,10.149,1.632,10.793,1.601,11.155,1.514,4.527,3.111,15.81,5.984,0.072,0,0,1.355,14,4.187,4.308,4.304,1.205,7.566,1.495,10.288,4.283,4.947,4.228,4.88,5.035,4.181,4.177,4.825,4.978,4.13,4.115,4.748,4.904,4.093,4.627,40.521,9.868
5.522,247.193,247.193,176.567,247.193,247.193,247.193,1.876,12.565,247.193,1.864,0.469,5.713,10.093,1.976,1.294,11,1.986,1.126,2.005,1.197,2.041,1.864,4.347,5.141,4.343,11.679,1.701,12.186,1.638,11.899,1.699,4.642,3.228,15.812,5.984,0.071,0,0,1.417,14,4.242,4.356,4.353,1.273,8.99,1.603,27.939,4.339,4.997,4.326,5.025,5.179,4.318,4.302,5.03,5.199,4.24,4.23,4.839,4.983,4.221,5.401,46.522,12.115
5.699,223.651,223.651,238.611,238.611,223.651,223.651,1.824,11.962,223.651,1.775,0.565,5.202,9.034,1.976,1.293,11,1.999,1.153,2.02,0.952,2.143,1.842,4.397,5.235,4.372,11.762,1.922,12.775,1.821,12.756,1.791,4.977,3.457,15.884,5.984,0.074,0,0,1.53,14,4.276,4.405,4.409,1.467,8.985,1.818,16.987,4.388,5.071,4.357,5.039,5.183,4.346,4.348,5.04,5.185,4.31,4.311,4.974,5.125,4.296,5.372,64.53,11.958
6.399,188.338,188.338,203.298,203.298,188.338,188.338,1.853,9.431,188.338,1.574,0.408,4.301,7.367,1.976,1.21,12,1.977,1.109,1.997,0.923,2.132,1.856,4.26,5.07,4.23,9.874,1.659,10.602,1.561,10.643,1.506,4.463,3.107,15.828,5.992,0.07,0,0,1.369,15,4.165,4.281,4.303,1.234,7.644,1.566,10.288,4.277,4.924,4.236,4.88,5.014,4.189,4.203,4.873,5.006,4.094,4.112,4.685,4.823,4.009,4.676,57.175,10.273
5.822,117.711,117.711,117.711,117.711,117.711,117.711,1.375,6.492,117.711,1.296,0.221,2.65,4.565,1.971,1.086,11,1.977,1.106,1.976,1.436,1.733,1.519,3.922,4.605,3.825,7.062,1.106,7.387,0.949,6.53,0.832,3.577,2.458,15.644,5.984,0.07,0,0,1.21,15,3.934,4.018,4.036,0.826,4.972,1.038,10.288,3.956,4.492,3.853,4.381,4.472,3.779,3.796,4.417,4.553,3.741,3.717,4.25,4.394,3.618,3.071,50.443,5.572
6.301,235.422,235.422,250.382,250.382,235.422,235.422,1.853,12.472,235.422,1.775,0.565,5.565,9.525,1.976,1.293,11,1.999,1.153,2.02,0.952,2.107,1.856,4.372,5.236,4.346,11.653,1.94,12.623,1.839,12.571,1.815,4.763,3.307,15.833,5.984,0.072,0,0,1.53,13,4.251,4.376,4.379,1.486,9.091,1.864,16.987,4.364,5.065,4.332,5.031,5.184,4.315,4.32,5.034,5.186,4.287,4.288,4.969,5.125,4.279,5.531,56.63,11.736
5.601,153.024,153.024,153.024,153.024,153.024,153.024,1.524,7.709,153.024,1.374,0.307,3.497,6.322,1.976,1.117,12,1.998,1.109,2.001,1.409,1.733,1.523,3.974,4.721,3.866,7.693,1.258,8.503,1.085,7.229,0.914,3.547,2.434,15.644,5.984,0.07,0,3,1.291,17,3.955,4.047,4.06,0.925,6.007,1.14,19.114,3.99,4.579,3.883,4.457,4.558,3.811,3.824,4.444,4.587,3.757,3.732,4.314,4.472,3.661,3.66,44.88,6.353
5.0,188.338,188.338,188.338,233.218,198.155,188.338,1.856,9.4,188.338,1.573,0.394,4.321,7.386,1.976,1.206,11,1.977,1.109,1.997,1.085,2.55,1.861,4.331,5.205,4.286,10.406,1.941,11.66,2.088,12.562,1.835,4.682,3.204,15.85,6.437,0.069,0,0,1.354,13,4.196,4.326,4.359,1.935,8.659,1.696,10.288,4.364,5.052,4.311,4.968,5.114,4.199,4.236,4.868,4.985,4.141,4.175,4.802,4.924,4.127,5.265,196.21,11.004
5.522,223.651,223.651,188.338,223.651,223.651,223.651,1.876,11.599,223.651,1.786,0.411,5.113,8.91,1.976,1.21,14,1.98,1.114,2.0,1.113,1.999,1.864,4.294,5.106,4.29,10.816,1.578,10.827,1.587,11.162,1.58,4.556,3.178,15.806,5.992,0.071,0,0,1.371,17,4.202,4.31,4.314,1.196,8.293,1.498,23.706,4.3,4.963,4.284,4.959,5.106,4.274,4.265,4.962,5.114,4.203,4.192,4.812,4.955,4.121,5.022,44.34,11.194
6.699,235.422,235.422,235.422,235.422,235.422,235.422,1.845,12.718,235.422,1.775,0.565,5.476,9.474,1.976,1.293,12,1.999,1.153,2.02,1.136,2.107,1.849,4.392,5.234,4.358,11.661,1.818,12.722,1.799,12.624,1.721,4.889,3.443,15.833,5.984,0.075,0,0,1.53,15,4.277,4.408,4.393,1.357,8.933,1.675,16.987,4.373,5.064,4.338,5.029,5.18,4.339,4.332,5.029,5.177,4.321,4.303,4.965,5.117,4.304,5.338,53.089,11.796
